time/iterations,env/current_idx,rollout/ep_len_mean,rollout/ep_rew_mean,env/completion_counter,time/total_timesteps,time/time_elapsed,env/n_steps,rollout/success_rate,time/fps,train/learning_rate,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/clip_range,train/n_updates,train/loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
113,5002,1.28,-0.042833629999999984,0,6780,7805,6780,0.96,0,0.0001,0.13200000364333392,0.012809028,-0.04465091293134416,0.04309518726542592,0.3332141637802124,0.2,5600,-0.061794787645339966,-0.522114263176918,,,
114,5038,1.38,-0.07205047,0,6840,7869,6840,0.92,0,0.0001,0.03700000118464231,0.003196617,-0.014098139332782011,0.0115218142606318,-468.62872314453125,0.2,5650,-0.023716846480965614,-0.3107881569862366,,,
115,5083,1.39,-0.07317394000000002,0,6900,7937,6900,0.91,0,0.0001,0.13533333528786898,0.051501323,-0.05524511687147122,0.05245679883286357,0.42203468084335327,0.2,5700,-0.08259297162294388,-0.5616844260692596,,,
116,5125,1.41,-0.08300531,0,6960,8006,6960,0.9,0,0.0001,0.12433333765715361,0.017736137,-0.026033470321058624,0.038997074402868745,-0.25231659412384033,0.2,5750,-0.03044961951673031,-0.37586879789829253,,,
117,5167,1.41,-0.12202223999999999,0,7020,8073,7020,0.88,0,0.0001,0.07000000260770321,0.0073430636,-0.019922004233363034,0.07105832815170288,0.34739798307418823,0.2,5800,-0.03019103966653347,-0.3542491412162781,,,
118,5214,1.37,-0.11265827000000002,0,7080,8141,7080,0.9,0,0.0001,0.04100000064820051,0.0044556856,-0.016558497400721527,0.07684043813496828,0.08953893184661865,0.2,5850,-0.012067376635968685,-0.2023175451159477,,,
119,5263,1.26,-0.05122776000000001,0,7140,8210,7140,0.96,0,0.0001,0.049333334639668464,0.01955526,-0.017047514813098453,0.057512670382857324,-0.08802211284637451,0.2,5900,-0.028410673141479492,-0.25970446050167084,,,
120,5307,1.33,-0.06290799,0,7200,8278,7200,0.94,0,0.0001,0.08200000166893005,0.0062214485,-0.02837944844939435,0.0299208608828485,-0.3287482261657715,0.2,5950,-0.03969784453511238,-0.4043909698724747,,,
121,5346,1.43,-0.09472746000000001,0,7260,8344,7260,0.9,0,0.0001,0.07033333510160446,0.010311529,-0.02625178919297955,0.035066806990653274,-0.004966259002685547,0.2,6000,-0.03776388242840767,-0.3269046503305435,,,
122,5388,1.45,-0.12584831999999996,0,7320,8408,7320,0.88,0,0.0001,0.0780000026524067,0.017505232,-0.022562405635134723,0.0968340478092432,0.07076472043991089,0.2,6050,-0.03990042954683304,-0.39422661006450654,,,
123,5429,1.43,-0.13540514,0,7380,8485,7380,0.88,0,0.0001,0.13766666974872352,0.038815077,-0.040483288919708364,0.06815266851335763,0.11793482303619385,0.2,6100,-0.06057238206267357,-0.43897693514823916,,,
124,5475,1.41,-0.12546904,0,7440,8552,7440,0.88,0,0.0001,0.1136666700989008,0.011608472,-0.022386451531434447,0.08209724515676499,0.18730199337005615,0.2,6150,-0.022862888872623444,-0.38653983652591706,,,
125,5524,1.3,-0.07110346,0,7500,8618,7500,0.93,0,0.0001,0.08333333544433116,0.016237987,-0.026401022316732758,0.06317786131054164,-0.2277282476425171,0.2,6200,-0.04404008388519287,-0.45175140976905825,,,
126,5569,1.26,-0.05014607999999999,0,7560,8683,7560,0.96,0,0.0001,0.056000002287328245,0.014124816,-0.015303078039170935,0.032582170721143486,0.30031025409698486,0.2,6250,-0.0194036066532135,-0.3310929214954376,,,
127,5621,1.23,-0.04936881,0,7620,8746,7620,0.96,0,0.0001,0.11566667057573796,0.016509403,-0.027318965108289107,0.05400380561128259,-0.10811686515808105,0.2,6300,-0.030558941885828972,-0.354454545378685,,,
128,5665,1.23,-0.05023879,0,7680,8818,7680,0.96,0,0.0001,0.14766666982322932,0.021095794,-0.047006417136949814,0.041766951177269224,-0.06129753589630127,0.2,6350,-0.05636963993310928,-0.4619987499713898,,,
129,5710,1.34,-0.07218583000000002,0,7740,8885,7740,0.94,0,0.0001,0.16633333757519722,0.026582455,-0.060805040809636314,0.0533383802883327,-0.3659963607788086,0.2,6400,-0.07792237401008606,-0.4693608659505844,,,
130,5755,1.32,-0.061348410000000006,0,7800,8951,7800,0.94,0,0.0001,0.19933333847671747,0.019025061,-0.06606116043434788,0.05360128587111831,0.04294288158416748,0.2,6450,-0.07621493190526962,-0.5790243494510651,,,
131,5801,1.35,-0.07162831000000003,0,7860,9014,7860,0.93,0,0.0001,0.08066666852682829,0.010301765,-0.03224108901550062,0.06251570589840412,-0.13391268253326416,0.2,6500,-0.03444305807352066,-0.2828009939193726,,,
132,5843,1.37,-0.10202871999999999,0,7920,9090,7920,0.9,0,0.0001,0.09866666838526726,0.026277645,-0.027198458105636158,0.0707198516279459,0.04043912887573242,0.2,6550,-0.02079036459326744,-0.13848539009690286,,,
133,5888,1.33,-0.09201184,0,7980,9152,7980,0.91,0,0.0001,0.032333334498107436,0.009714759,-0.010728198336117201,0.07803868271410465,-0.09520280361175537,0.2,6600,-0.012504982762038708,-0.18478884786367417,,,
134,5938,1.28,-0.08132375,0,8040,9218,8040,0.93,0,0.0001,0.028333334550261498,0.012383895,-0.00963620832753561,0.041130864089354874,0.2314467430114746,0.2,6650,-0.02525850385427475,-0.19657390922307968,,,
135,5976,1.4,-0.10471428999999999,0,8100,9283,8100,0.91,0,0.0001,0.10566667091101407,0.01654883,-0.03513252472194537,0.05114839676767588,-0.13330507278442383,0.2,6700,-0.03600525110960007,-0.3160111343860626,,,
136,6027,1.29,-0.08300643999999999,0,8160,9356,8160,0.93,0,0.0001,0.09066666953265667,0.013561872,-0.03510019744730869,0.07174207605421543,0.29374825954437256,0.2,6750,-0.045114681124687195,-0.37722079813480375,,,
137,6073,1.23,-0.07051011000000001,0,8220,9420,8220,0.94,0,0.0001,0.13100000519305469,0.066842824,-0.020935783191894472,0.0651283123716712,-0.07285761833190918,0.2,6800,-0.02557743713259697,-0.39741483390331267,,,
138,6119,1.27,-0.08146461,0,8280,9500,8280,0.93,0,0.0001,0.1420000024139881,0.023018438,-0.05205138599282751,0.08418995745480061,0.020300745964050293,0.2,6850,-0.058842919766902924,-0.4414900541305542,,,
139,6167,1.26,-0.08150734999999999,0,8340,9569,8340,0.92,0,0.0001,0.137666669562459,0.023961654,-0.04950315308167287,0.049612263776361944,0.3179283142089844,0.2,6900,-0.06497505307197571,-0.5592628574371338,,,
140,6209,1.34,-0.09301707000000002,0,8400,9637,8400,0.9,0,0.0001,0.12200000438839197,0.029597545,-0.03356544519464176,0.03137792652472854,0.5508346557617188,0.2,6950,-0.04655122011899948,-0.4805093640089035,,,
141,6252,1.35,-0.09306426999999999,0,8460,9700,8460,0.91,0,0.0001,0.193666670396924,0.030050013,-0.053400952356246624,0.05044317232444882,0.3982577919960022,0.2,7000,-0.06617378443479538,-0.6604674005508423,,,
142,6305,1.23,-0.060301640000000004,0,8520,9777,8520,0.95,0,0.0001,0.12366666939109563,0.014314922,-0.03700097567106907,0.07030748967081309,0.049158453941345215,0.2,7050,-0.04922303929924965,-0.5791821777820587,,,
143,6357,1.15,-0.029498080000000003,0,8580,9847,8580,0.98,0,0.0001,0.13033333621919155,0.023036825,-0.048524302880202104,0.03843147123232484,-0.759650468826294,0.2,7100,-0.06898563355207443,-0.4570685374736786,,,
144,6406,1.18,-0.029807260000000002,0,8640,9918,8640,0.97,0,0.0001,0.08000000089406967,0.013641107,-0.01868224530147078,0.017641276884824038,0.1362054944038391,0.2,7150,-0.02388160303235054,-0.3610928118228912,,,
145,6451,1.27,-0.05208252000000001,0,8700,9990,8700,0.95,0,0.0001,0.16333333678543568,0.018278321,-0.04814251144199321,0.04925615590065718,-0.755285382270813,0.2,7200,-0.04985089227557182,-0.4771612185239792,,,
146,6490,1.39,-0.09690893000000003,0,8760,10057,8760,0.92,0,0.0001,0.17700000312179326,0.027378917,-0.04569710361134883,0.07381467770785094,0.06075441837310791,0.2,7250,-0.05213867500424385,-0.46718179881572724,,,
147,6538,1.37,-0.09469270999999999,0,8820,10130,8820,0.91,0,0.0001,0.09466667033731938,0.018822571,-0.03182586801354773,0.07394129309803248,0.19413256645202637,0.2,7300,-0.0470888577401638,-0.3705249816179276,,,
148,6584,1.26,-0.05075913,0,8880,10196,8880,0.94,0,0.0001,0.08433333605527878,0.01961265,-0.027974313784157854,0.045655250102281573,-0.06166696548461914,0.2,7350,-0.030566440895199776,-0.3097613823413849,,,
149,6628,1.33,-0.06375198000000001,0,8940,10263,8940,0.94,0,0.0001,0.12466667007654905,0.019139197,-0.04318510892211148,0.06777789726853371,-0.2813483476638794,0.2,7400,-0.04143517091870308,-0.3266673105955124,,,
150,6680,1.26,-0.05164530999999999,0,9000,10328,9000,0.96,0,0.0001,0.17566666811704634,0.035691712,-0.061723378674437585,0.049905476048588755,0.19127684831619263,0.2,7450,-0.06931090354919434,-0.416380073428154,,,
151,6724,1.26,-0.06325398,0,9060,10401,9060,0.94,0,0.0001,0.18000000212341546,0.10210049,-0.06526946885542323,0.016570651861838995,0.49396222829818726,0.2,7500,-0.08235996216535568,-0.4114584314823151,,,
152,6770,1.3,-0.06560247999999999,0,9120,10469,9120,0.94,0,0.0001,0.06400000143796206,0.00466913,-0.011866983370991235,0.05607018319889903,0.09640055894851685,0.2,7550,-0.012260466814041138,-0.19743822991847992,,,
153,6824,1.2,-0.04078852,0,9180,10538,9180,0.97,0,0.0001,0.1346666705980897,0.016853068,-0.03544328972045335,0.055672044977545736,-0.1722038984298706,0.2,7600,-0.03948327526450157,-0.31979778945446014,,,
154,6862,1.33,-0.07420133,0,9240,10606,9240,0.93,0,0.0001,0.06600000251084566,0.0057410956,-0.013252523474084836,0.04146436911076307,-0.8041565418243408,0.2,7650,-0.01679139956831932,-0.17720146477222443,,,
155,6905,1.41,-0.11730151000000001,0,9300,10671,9300,0.89,0,0.0001,0.05900000099092722,0.017438164,-0.022989871786102106,0.08273699101060629,0.2656129002571106,0.2,7700,-0.02753138355910778,-0.2806026396155357,,,
156,6958,1.24,-0.07187588,0,9360,10736,9360,0.94,0,0.0001,0.09433333616703748,0.0142394705,-0.0300655321010078,0.06529724275693298,0.16130095720291138,0.2,7750,-0.03878476470708847,-0.32168087899684905,,,
157,7001,1.25,-0.06074651000000001,0,9420,10806,9420,0.93,0,0.0001,0.11533333566039801,0.029751705,-0.05166610858488518,0.045247852019965645,-0.2238156795501709,0.2,7800,-0.06673061847686768,-0.3175047600269318,,,
158,7049,1.29,-0.061258719999999996,0,9480,10885,9480,0.92,0,0.0001,0.07866666812449694,0.025819022,-0.024753306693242258,0.07869343169033527,0.051593899726867676,0.2,7850,-0.015101331286132336,-0.17809464901685715,,,
159,7101,1.2,-0.04979112000000001,0,9540,10958,9540,0.95,0,0.0001,0.06466666854918003,0.018278964,-0.01388927314368388,0.06587807040661574,-0.26990365982055664,0.2,7900,-0.004723825491964817,-0.10541592240333557,,,
160,7151,1.18,-0.029543829999999997,0,9600,11024,9600,0.97,0,0.0001,0.013000000678002834,0.0020938616,-0.0012426794360308158,0.04524685209617019,-0.22779953479766846,0.2,7950,0.004563523922115564,-0.09339400559663773,,,
161,7199,1.22,-0.029771300000000004,0,9660,11092,9660,0.96,0,0.0001,0.01200000062584877,0.0010871212,-0.011871445702854543,0.009380430311430245,-77.13270568847656,0.2,8000,-0.016456812620162964,-0.06949986375868321,,,
162,7249,1.22,-0.03953084,0,9720,11159,9720,0.95,0,0.0001,0.025333333872258664,0.0018706162,-0.005287210339919213,0.042815951090306045,0.13100212812423706,0.2,8050,-0.003289850428700447,-0.08568675264716148,,,
163,7305,1.11,-0.017597980000000003,0,9780,11224,9780,0.98,0,0.0001,0.0,4.271666e-08,-7.791921525406309e-06,0.028615755811333656,-0.8265612125396729,0.2,8100,0.0016936702886596322,-0.03206674598157406,,,
164,7351,1.18,-0.04802125,0,9840,11290,9840,0.95,0,0.0001,0.04900000210851431,0.01890922,-0.02911985012345637,0.012026940300129354,0.37864089012145996,0.2,8150,-0.03576646000146866,-0.11209501877427101,,,
165,7399,1.26,-0.05935995000000001,0,9900,11360,9900,0.94,0,0.0001,0.05133333474397659,0.022867609,-0.016561760330650335,0.04335988776758313,0.20632988214492798,0.2,8200,-0.025576623156666756,-0.15796187072992324,,,
166,7438,1.33,-0.08360254999999998,0,9960,11435,9960,0.91,0,0.0001,0.07666666876524687,0.028687064,-0.024763623554880425,0.04658985147252679,-0.2162625789642334,0.2,8250,-0.026597224175930023,-0.13297259032726289,,,
167,7484,1.45,-0.12589577999999998,0,10020,11503,10020,0.87,0,0.0001,0.02900000151246786,0.0016090949,-0.0074470399130756705,0.10461818352341652,-0.08533728122711182,0.2,8300,-0.0006540520116686821,-0.09893614009022712,,,
168,7529,1.35,-0.10267993999999998,0,10080,11570,10080,0.9,0,0.0001,0.07133333507925271,0.010949512,-0.02313930133565252,0.05228751439601183,0.2593386173248291,0.2,8350,-0.02833133190870285,-0.1506231951713562,,,
169,7571,1.4,-0.12407683,0,10140,11642,10140,0.89,0,0.0001,0.07066666785627604,0.014768054,-0.028173563966294744,0.07756435584276915,-0.07177555561065674,0.2,8400,-0.03291388973593712,-0.1944224825501442,,,
170,7623,1.29,-0.09145008,0,10200,11722,10200,0.92,0,0.0001,0.0986666702106595,0.018513773,-0.022466681976181777,0.0687047092244029,0.3137618899345398,0.2,8450,-0.02274107187986374,-0.2626208552718163,,,
171,7669,1.22,-0.04393014,0,10260,11785,10260,0.97,0,0.0001,0.08466666769236326,0.041382976,-0.029636431488286083,0.045983788780868055,-0.036751389503479004,0.2,8500,-0.03690870851278305,-0.19407670497894286,,,
172,7710,1.33,-0.08571602,0,10320,11850,10320,0.93,0,0.0001,0.06600000165402889,0.014903383,-0.028716059372527525,0.059162745159119366,-1.3605637550354004,0.2,8550,-0.032804377377033234,-0.15698590695858003,,,
173,7754,1.38,-0.11221112,0,10380,11917,10380,0.89,0,0.0001,0.11333333685994149,0.047161486,-0.023237145781167784,0.09090405855327845,0.2574236989021301,0.2,8600,-0.024558665230870247,-0.2918572461605072,,,
174,7798,1.47,-0.13442589000000002,0,10440,11980,10440,0.87,0,0.0001,0.09366666942834855,0.0257751,-0.034103616320993735,0.05075529467314482,0.23721975088119507,0.2,8650,-0.04238259792327881,-0.23028555482625962,,,
175,7845,1.29,-0.07224994000000001,0,10500,12055,10500,0.93,0,0.0001,0.11233333658427,0.014339873,-0.030804671886687486,0.03868093815632165,0.24851655960083008,0.2,8700,-0.038848068565130234,-0.2515110331773758,,,
176,7889,1.33,-0.09110194999999999,0,10560,12126,10560,0.91,0,0.0001,0.11400000508874655,0.08060101,-0.02555433892831207,0.061699322741478685,-0.02039802074432373,0.2,8750,-0.020835883915424347,-0.08518363669514656,,,
177,7930,1.35,-0.09172793000000003,0,10620,12191,10620,0.91,0,0.0001,0.06700000122189521,0.0557452,-0.021254685757293643,0.0535137427598238,0.1306614875793457,0.2,8800,-0.02910108119249344,-0.19406562119722368,,,
178,7972,1.46,-0.12464295,0,10680,12261,10680,0.87,0,0.0001,0.07666666891425848,0.018805603,-0.03160925142028525,0.06292265126481653,0.16273880004882812,0.2,8850,-0.045646198093891144,-0.23428093612194062,,,
179,8020,1.31,-0.07154091,0,10740,12335,10740,0.93,0,0.0001,0.053666667975485326,0.0052607865,-0.02295248768295763,0.08962030733004213,-0.43681836128234863,0.2,8900,-0.04080254212021828,-0.2636261659860611,,,
180,8062,1.34,-0.07150589,0,10800,12401,10800,0.93,0,0.0001,0.11833333771675825,0.05317209,-0.04926061600167305,0.020442121559754015,0.06840509176254272,0.2,8950,-0.05721992999315262,-0.22496115446090698,,,
181,8101,1.46,-0.10313161000000003,0,10860,12468,10860,0.9,0,0.0001,0.028666667714715002,0.009612427,-0.013372951053800826,0.0889834089949727,-0.11281812191009521,0.2,9000,-0.01691346801817417,-0.18930928230285646,,,
182,8142,1.47,-0.12652670000000002,0,10920,12535,10920,0.87,0,0.0001,0.11733333729207515,0.015059954,-0.029439144654665128,0.06901859480887651,0.10368555784225464,0.2,9050,-0.033667080104351044,-0.2632009518146515,,,
183,8190,1.4,-0.10590098999999999,0,10980,12608,10980,0.89,0,0.0001,0.10366666931658983,0.01939044,-0.030603724128236854,0.08747165955603123,-0.0879359245300293,0.2,9100,-0.04559410363435745,-0.34834483921527865,,,
184,8232,1.33,-0.08263633000000001,0,11040,12687,11040,0.92,0,0.0001,0.11200000286102295,0.024282467,-0.03807615208749968,0.02891125259920955,0.2731255888938904,0.2,9150,-0.05704960227012634,-0.3421625131368637,,,
185,8264,1.46,-0.12434926,0,11100,12754,11100,0.88,0,0.0001,0.10800000354647636,0.016889326,-0.03448387929517776,0.05543564680963755,0.33981215953826904,0.2,9200,-0.03776390105485916,-0.3590687102079391,,,
186,8309,1.57,-0.15595053000000003,0,11160,12824,11160,0.85,0,0.0001,0.17666666992008687,0.027421426,-0.03942694169050085,0.10869137786328792,0.1598212718963623,0.2,9250,-0.033726103603839874,-0.472598569393158,,,
187,8356,1.44,-0.12269894000000002,0,11220,12892,11220,0.89,0,0.0001,0.10766667149960994,0.01500998,-0.021659145239818222,0.07243284482508898,0.10895800590515137,0.2,9300,-0.01802057772874832,-0.2517906859517097,,,
188,8406,1.22,-0.06903725,0,11280,12959,11280,0.94,0,0.0001,0.09333333652466536,0.0153631475,-0.03110717968580624,0.06213745608925819,0.08451783657073975,0.2,9350,-0.034759510308504105,-0.2607389253377914,,,
189,8452,1.25,-0.06999230000000001,0,11340,13028,11340,0.94,0,0.0001,0.08600000258535147,0.03884273,-0.035402684947786235,0.056654635537415746,-0.012261509895324707,0.2,9400,-0.044264860451221466,-0.2500960245728493,,,
190,8497,1.33,-0.08123743999999998,0,11400,13102,11400,0.93,0,0.0001,0.11833333842456341,0.052646644,-0.02249513056005041,0.028780967965722083,0.516811728477478,0.2,9450,-0.021805021911859512,-0.12379016265273095,,,
191,8544,1.28,-0.08058826,0,11460,13170,11460,0.93,0,0.0001,0.08433333516120911,0.009860487,-0.025992584480904045,0.04157457452267408,0.416237473487854,0.2,9500,-0.02432267554104328,-0.16007050067186357,,,
192,8587,1.3,-0.09234698999999999,0,11520,13236,11520,0.91,0,0.0001,0.051666667722165584,0.042885814,-0.021580119999280823,0.07433148872107267,0.20620447397232056,0.2,9550,-0.026651058346033096,-0.18659409508109093,,,
193,8632,1.36,-0.10306781999999998,0,11580,13301,11580,0.89,0,0.0001,0.09400000344961881,0.021784289,-0.02708228205307387,0.04880516136065125,0.4762014150619507,0.2,9600,-0.03859465569257736,-0.3315310299396515,,,
194,8675,1.39,-0.09171794999999999,0,11640,13371,11640,0.9,0,0.0001,0.11933333553373814,0.019296782,-0.04746936408034526,0.028473092559725046,0.48301076889038086,0.2,9650,-0.06457189470529556,-0.3961833703517914,,,
195,8726,1.31,-0.05027299999999999,0,11700,13446,11700,0.93,0,0.0001,0.15666666842997073,0.02813754,-0.05226787812060987,0.06375176571309567,-0.27186036109924316,0.2,9700,-0.058177266269922256,-0.3057304584980011,,,
196,8775,1.2,-0.02900176,0,11760,13515,11760,0.97,0,0.0001,0.031333334781229495,0.0019457539,-0.02045101037248969,0.017893394534476102,0.0016689896583557129,0.2,9750,-0.027325712144374847,-0.11508393451571465,,,
197,8821,1.25,-0.05009653,0,11820,13580,11820,0.96,0,0.0001,0.03566666755825281,0.0039796503,-0.006297495494596656,0.04113691985607147,-0.48191773891448975,0.2,9800,-0.0011486783623695374,-0.088001469373703,,,
198,8867,1.29,-0.062347639999999996,0,11880,13652,11880,0.95,0,0.0001,0.08533333495259285,0.01461176,-0.02768597879571219,0.043569312393665315,0.21995460987091064,0.2,9850,-0.03279834985733032,-0.20777376472949982,,,
199,8906,1.34,-0.07380578,0,11940,13720,11940,0.94,0,0.0001,0.0,0.00092888373,-0.012064542688545767,0.047297277636826035,0.14246374368667603,0.2,9900,-0.01197594404220581,-0.06737566277384759,,,
,8948,,,0,12000,,12000,,,0.0001,0.006333333663642407,0.0026884207,-0.0027660526934026562,0.111559903845191,-0.3046302795410156,0.2,9950,0.006127220578491688,-0.07529685042798519,1.28,-0.07335224273614585,0.94
200,,1.45,-0.10400559,,12000,13946,,0.91,0,,,,,,,,,,,,,
201,8992,1.43,-0.10286787000000004,0,12060,14010,12060,0.9,0,0.0001,0.14266667049378157,0.1990416,-0.04025543563409398,0.05641998771578074,0.2565276622772217,0.2,10000,-0.04097741097211838,-0.2729599758982658,,,
202,9037,1.38,-0.07132213,0,12120,14082,12120,0.93,0,0.0001,0.1440000044181943,0.02643641,-0.050703044168030224,0.06719320569187402,-0.11401534080505371,0.2,10050,-0.07243193686008453,-0.3484584045410156,,,
203,9080,1.36,-0.07237701000000002,0,12180,14149,12180,0.93,0,0.0001,0.06933333553373813,0.013100508,-0.02012986756232568,0.020962100466713308,0.0393790602684021,0.2,10100,-0.026598894968628883,-0.21267412543296815,,,
204,9130,1.25,-0.07124612,0,12240,14216,12240,0.94,0,0.0001,0.1513333360850811,0.017770024,-0.040095638912869616,0.08950968943536282,0.14490234851837158,0.2,10150,-0.0426267609000206,-0.3546251279115677,,,
205,9177,1.25,-0.061199020000000014,0,12300,14281,12300,0.94,0,0.0001,0.07333333566784858,0.021620492,-0.029844153729112203,0.05137898113578558,0.2764418125152588,0.2,10200,-0.03416898846626282,-0.26116509109735486,,,
206,9230,1.22,-0.06094752999999999,0,12360,14347,12360,0.94,0,0.0001,0.1533333357051015,0.019847613,-0.04906074316861726,0.02287858194671571,0.5163247585296631,0.2,10250,-0.06277572363615036,-0.38313900113105775,,,
207,9273,1.24,-0.08245056000000002,0,12420,14414,12420,0.93,0,0.0001,0.05233333550393581,0.010265678,-0.025321842870170527,0.05894154191017151,-0.10997450351715088,0.2,10300,-0.02552129700779915,-0.19837135344743728,,,
208,9317,1.34,-0.10282917000000001,0,12480,14480,12480,0.91,0,0.0001,0.1293333363160491,0.030834097,-0.03748446520037639,0.08666181508451701,0.11100149154663086,0.2,10350,-0.04401378333568573,-0.3101333773136139,,,
209,9365,1.31,-0.08330964000000002,0,12540,14551,12540,0.92,0,0.0001,0.06200000155717134,0.022467775,-0.023408976367907598,0.060547787360847,0.15197604894638062,0.2,10400,-0.03340436518192291,-0.17640151262283324,,,
210,9408,1.3,-0.06130561,0,12600,14616,12600,0.94,0,0.0001,0.12366666987538338,0.045129742,-0.03579232879960912,0.03214803546667099,0.12135523557662964,0.2,10450,-0.049916982650756836,-0.22672759622335434,,,
211,9451,1.34,-0.08105529,0,12660,14684,12660,0.92,0,0.0001,0.11133333783596754,0.029897153,-0.03660430434904992,0.053158351946622134,0.18732523918151855,0.2,10500,-0.03825504332780838,-0.2947778588533401,,,
212,9492,1.4,-0.09166222999999998,0,12720,14753,12720,0.9,0,0.0001,0.15200000256299973,0.02514813,-0.04835803094374325,0.04255192544311285,0.2862374186515808,0.2,10550,-0.06385087966918945,-0.35018538892269135,,,
213,9539,1.33,-0.09041263,0,12780,14816,12780,0.91,0,0.0001,0.14566667027771474,0.026481247,-0.053920156041781124,0.06638269944116473,-0.348254919052124,0.2,10600,-0.06164660304784775,-0.29994516193866727,,,
214,9583,1.37,-0.09330601999999999,0,12840,14893,12840,0.9,0,0.0001,0.1806666699424386,0.03073821,-0.043706766192413246,0.0502426484413445,0.29263031482696533,0.2,10650,-0.056698672473430634,-0.3642551550269127,,,
215,9628,1.36,-0.09356643,0,12900,14962,12900,0.91,0,0.0001,0.12233333691954612,0.03665321,-0.05172680068342014,0.05452170595526695,-0.18775629997253418,0.2,10700,-0.06707361340522766,-0.3376287966966629,,,
216,9680,1.22,-0.0688332,0,12960,15030,12960,0.94,0,0.0001,0.1820000021904707,0.027405364,-0.06296711546399941,0.044877592884004114,0.3812052011489868,0.2,10750,-0.07872474193572998,-0.43953082621097567,,,
217,9724,1.24,-0.05974765,0,13020,15097,13020,0.94,0,0.0001,0.12400000397115946,0.019069664,-0.04912377540317055,0.03810513125732541,0.2437152862548828,0.2,10800,-0.05945795401930809,-0.31576506614685057,,,
218,9762,1.39,-0.10291732000000002,0,13080,15164,13080,0.9,0,0.0001,0.15300000227987767,0.02163834,-0.05420335085705542,0.05149583715945482,0.25566601753234863,0.2,10850,-0.06866469234228134,-0.4365859454870224,,,
219,9812,1.36,-0.11230804000000001,0,13140,15227,13140,0.9,0,0.0001,0.1320000033825636,0.061675426,-0.035812520245711,0.06583271000534296,0.5168100595474243,0.2,10900,-0.040919430553913116,-0.3215594172477722,,,
220,9857,1.33,-0.09193418000000002,0,13200,15291,13200,0.91,0,0.0001,0.06066666912287474,0.04446749,-0.017781563642745225,0.06117599729448557,0.22290587425231934,0.2,10950,-0.013378854840993881,-0.15893855541944504,,,
221,9904,1.29,-0.08174063000000001,0,13260,15357,13260,0.92,0,0.0001,0.2073333366215229,0.057111077,-0.06605216298066083,0.06525352969765663,0.07236319780349731,0.2,11000,-0.0743042379617691,-0.4457994818687439,,,
222,9947,1.33,-0.07318636,0,13320,15422,13320,0.92,0,0.0001,0.1000000025704503,0.010458028,-0.03641449031288111,0.1485959854722023,-0.15492379665374756,0.2,11050,-0.00914522260427475,-0.28942226350307465,,,
223,9992,1.45,-0.09716248,0,13380,15489,13380,0.91,0,0.0001,0.13466667003929614,0.015945045,-0.040597312824490216,0.07466584704816341,-0.02987205982208252,0.2,11100,-0.039230406284332275,-0.38147365152835844,,,
224,10036,1.31,-0.053708229999999996,0,13440,15552,13440,0.96,0,0.0001,0.20033333759754895,0.027403262,-0.06790110210857044,0.07757662933319807,-0.19671988487243652,0.2,11150,-0.0744011327624321,-0.44334434270858764,,,
225,10081,1.32,-0.0719728,0,13500,15618,13500,0.93,0,0.0001,0.19000000305473805,0.055701192,-0.053365705075673765,0.03963134128600359,0.2194719910621643,0.2,11200,-0.07234570384025574,-0.3933457911014557,,,
226,10123,1.37,-0.08247557999999999,0,13560,15686,13560,0.91,0,0.0001,0.1583333358541131,0.035946604,-0.053955916166305545,0.0544176490791142,0.2287992238998413,0.2,11250,-0.06840737909078598,-0.41385845363140106,,,
227,10164,1.4,-0.08256767999999999,0,13620,15750,13620,0.9,0,0.0001,0.1700000026449561,0.030111063,-0.043726185712963356,0.06485217124223709,0.14283347129821777,0.2,11300,-0.04990933835506439,-0.4719038838148117,,,
228,10216,1.28,-0.06099785,0,13680,15817,13680,0.93,0,0.0001,0.19766667045652866,0.044939402,-0.06224225034626823,0.03405375408008695,0.5646752119064331,0.2,11350,-0.07510565966367722,-0.5131514817476273,,,
229,10264,1.21,-0.040199429999999994,0,13740,15882,13740,0.96,0,0.0001,0.15100000232458113,0.05190787,-0.04493009883910418,0.044213127624243495,0.058676958084106445,0.2,11400,-0.07094113528728485,-0.46056456089019776,,,
230,10305,1.34,-0.08244882999999997,0,13800,15953,13800,0.92,0,0.0001,0.24233333732932805,0.061450418,-0.06686559118392565,0.03775216814130545,-0.4398089647293091,0.2,11450,-0.07803795486688614,-0.5841938388347626,,,
231,10350,1.36,-0.10379586,0,13860,16017,13860,0.91,0,0.0001,0.12700000289827584,0.014983228,-0.0321328531812566,0.1026233659312129,0.1856766939163208,0.2,11500,-0.02916240319609642,-0.33374168038368224,,,
232,10395,1.34,-0.10884727000000001,0,13920,16086,13920,0.91,0,0.0001,0.21566667042672635,0.039401777,-0.07096815642466148,0.07504883509129286,0.3467279076576233,0.2,11550,-0.07857198268175125,-0.5004992717504502,,,
233,10440,1.3,-0.08718995999999998,0,13980,16158,13980,0.93,0,0.0001,0.17600000191479923,0.0177109,-0.03971687873623644,0.0873022722452879,0.3465268015861511,0.2,11600,-0.036379992961883545,-0.46042955458164214,,,
