eval/success_rate,env/current_idx,env/completion_counter,time/total_timesteps,eval/mean_reward,eval/mean_ep_length,env/n_steps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/learning_rate,train/clip_fraction
,,,26100,,,,0.85,1.85,39082,0,87,-0.20943595999999995,,,,,,,,,,
0.96,11599,0,26400,-0.053293533925898376,1.26,26400,,,,,,,-0.508467316031456,0.11637465145438909,870,0.00628894567489624,-0.061964170448482035,0.121212825,0.2,-0.0769687369465828,0.001,0.27275568187236787
,,,26400,,,,0.78,2.2,39515,0,88,-0.27874122,,,,,,,,,,
0.94,11766,0,26700,-0.04997594315558672,1.3,26700,,,,,,,-0.5718205606937409,0.13376366958022118,880,0.19847381114959717,-0.060925552751868964,0.06823655,0.2,-0.07360726594924927,0.001,0.2932386365532875
,,,26700,,,,0.9,1.67,39956,0,89,-0.10190674,,,,,,,,,,
0.9,11915,0,27000,-0.10004359139129519,1.6,27000,,,,,,,-0.45857820272445676,0.09092202434316278,890,0.1054462194442749,-0.0627382252481766,0.15441114,0.2,-0.06815588474273682,0.001,0.2789772723615169
,,,27000,,,,0.85,1.92,40421,0,90,-0.19173575000000004,,,,,,,,,,
0.92,12057,0,27300,-0.09534558802843093,1.58,27300,,,,,,,-0.48726860761642454,0.09967431921511888,900,-0.01976633071899414,-0.06190391611773521,0.11853869,0.2,-0.045558687299489975,0.001,0.26926136389374733
,,,27300,,,,0.83,1.97,40881,0,91,-0.20977437999999995,,,,,,,,,,
0.94,12201,0,27600,-0.07215845005586743,1.44,27600,,,,,,,-0.5269148534536362,0.10079487793147564,910,0.1607925295829773,-0.05172662481665611,0.106567286,0.2,-0.06809951364994049,0.001,0.2848579539358616
,,,27600,,,,0.79,2.08,41312,0,92,-0.23700004,,,,,,,,,,
0.92,12347,0,27900,-0.08509460930712522,1.48,27900,,,,,,,-0.5684922122955323,0.11970616348087787,920,0.03017258644104004,-0.050943632908165455,0.082202375,0.2,-0.06447593122720718,0.001,0.25710227265954017
,,,27900,,,,0.84,1.96,41741,0,93,-0.20627083,,,,,,,,,,
0.92,12486,0,28200,-0.09790080479346215,1.34,28200,,,,,,,-0.5404183065891266,0.11206625312566758,930,0.15595495700836182,-0.06039372287690639,0.15794793,0.2,-0.0839947909116745,0.001,0.33184659004211425
,,,28200,,,,0.76,2.23,42171,0,94,-0.29289013999999997,,,,,,,,,,
0.96,12642,0,28500,-0.05112188684288412,1.26,28500,,,,,,,-0.5613773709535599,0.09016759432852268,940,0.314683735370636,-0.05415947664761916,0.13506119,0.2,-0.0770963504910469,0.001,0.27644886419177056
,,,28500,,,,0.82,1.99,42581,0,95,-0.19725438,,,,,,,,,,
0.94,12805,0,28800,-0.0513039726531133,1.3,28800,,,,,,,-0.4856748354434967,0.10393352076411247,950,-0.013339519500732422,-0.05475919331423938,0.10804021,0.2,-0.07488656044006348,0.001,0.25411931857466696
,,,28800,,,,0.86,1.78,43001,0,96,-0.14041993,,,,,,,,,,
0.86,12951,0,29100,-0.13936009550467132,1.78,29100,,,,,,,-0.47790449917316435,0.10482252232730388,960,-0.12871527671813965,-0.06663286248221993,0.1342049,0.2,-0.07961466908454895,0.001,0.2878409087657928
,,,29100,,,,0.81,2.11,43437,0,97,-0.2514744199999999,,,,,,,,,,
0.94,13099,0,29400,-0.07121886038687081,1.32,29400,,,,,,,-0.4666033232212067,0.12319603141397238,970,0.09660953283309937,-0.047057161182165144,0.097273245,0.2,-0.07474301010370255,0.001,0.26997159093618395
,,,29400,,,,0.78,2.14,43865,0,98,-0.27962149,,,,,,,,,,
0.9,13257,0,29700,-0.09295255494304001,1.46,29700,,,,,,,-0.47847707629203795,0.10742897853255272,980,0.14480674266815186,-0.05495036674663425,0.12266044,0.2,-0.029623042792081833,0.001,0.28039772748947145
,,,29700,,,,0.82,1.96,44279,0,99,-0.21898433000000003,,,,,,,,,,
0.96,13405,0,30000,-0.050475794952362776,1.3,30000,,,,,,,-0.5060740166902542,0.09891384042799473,990,0.24260610342025757,-0.05480802280828357,0.10282047,0.2,-0.04575642943382263,0.001,0.2607386362552643
,,,30000,,,,0.83,1.93,44700,0,100,-0.19613012999999999,,,,,,,,,,
0.94,13552,0,30300,-0.07413760797586293,1.44,30300,,,,,,,-0.5220703268051148,0.12193659652024508,1000,-0.01585519313812256,-0.05020831648260355,0.13275352,0.2,-0.06186005845665932,0.001,0.2805397728085518
,,,30300,,,,0.79,2.02,45150,0,101,-0.20913971999999997,,,,,,,,,,
0.92,13685,0,30600,-0.09470656781457365,1.44,30600,,,,,,,-0.48297667384147647,0.11497005045413972,1010,-0.027477264404296875,-0.05263629383407533,0.14022888,0.2,-0.08844171464443207,0.001,0.27105113536119463
,,,30600,,,,0.74,2.38,45557,0,102,-0.30314615,,,,,,,,,,
0.98,13827,0,30900,-0.029262780174613,1.2,30900,,,,,,,-0.5359099990129471,0.09301519252359867,1020,0.034360527992248535,-0.04882352165877819,0.100174055,0.2,-0.07466590404510498,0.001,0.2602556817233562
,,,30900,,,,0.83,1.96,45971,0,103,-0.21757860999999998,,,,,,,,,,
0.92,13973,0,31200,-0.07154050820041448,1.4,31200,,,,,,,-0.46999946534633635,0.11717291086912156,1030,0.13329052925109863,-0.05041625616140664,0.094663896,0.2,-0.05733640491962433,0.001,0.24315340876579283
,,,31200,,,,0.79,2.18,46389,0,104,-0.28041328000000004,,,,,,,,,,
0.96,14118,0,31500,-0.03209628667682409,1.42,31500,,,,,,,-0.4804685628414154,0.11958166390657425,1040,0.06573456525802612,-0.046322775655426085,0.08961074,0.2,-0.053361691534519196,0.001,0.24198863610625268
,,,31500,,,,0.77,2.14,46873,0,105,-0.26866900000000005,,,,,,,,,,
0.92,14271,0,31800,-0.053380086473189294,1.38,31800,,,,,,,-0.464988214969635,0.1066736901178956,1050,0.16236990690231323,-0.055393036371096965,0.10765318,0.2,-0.05358026921749115,0.001,0.26374999970197677
,,,31800,,,,0.8,1.99,47296,0,106,-0.23880179999999998,,,,,,,,,,
0.88,14418,0,32100,-0.13538487636018545,1.54,32100,,,,,,,-0.5280408728122711,0.10826167210936546,1060,0.20620739459991455,-0.054384050481021406,0.11968174,0.2,-0.06159413233399391,0.001,0.2817613640427589
,,,32100,,,,0.83,2.11,47721,0,107,-0.16226802999999998,,,,,,,,,,
0.92,14561,0,32400,-0.055765765057876705,1.44,32400,,,,,,,-0.5135358226299286,0.11372642040252685,1070,0.052558839321136475,-0.04935106974095106,0.09717966,0.2,-0.03070991486310959,0.001,0.260909091681242
,,,32400,,,,0.81,2.1,48125,0,108,-0.22766327,,,,,,,,,,
0.92,14701,0,32700,-0.09727040864992886,1.44,32700,,,,,,,-0.5843291187286377,0.12451845437288284,1080,-0.15738511085510254,-0.06379391372203827,0.17678046,0.2,-0.06949946284294128,0.001,0.3022443187236786
,,,32700,,,,0.79,2.1,48535,0,109,-0.23747270999999998,,,,,,,,,,
0.94,14858,0,33000,-0.07266410867217928,1.38,33000,,,,,,,-0.6389420133829117,0.09697486199438572,1090,0.16652387380599976,-0.06944513028487563,0.14207953,0.2,-0.10070300102233887,0.001,0.3430681808292866
,,,33000,,,,0.86,1.89,48942,0,110,-0.18224643000000001,,,,,,,,,,
0.98,15005,0,33300,-0.030265516084618867,1.3,33300,,,,,,,-0.5075004786252976,0.11913891267031432,1100,-0.10295617580413818,-0.05501940500922501,0.1333142,0.2,-0.07157868146896362,0.001,0.2952556823194027
,,,33300,,,,0.8,2.1,49342,0,111,-0.21828756999999996,,,,,,,,,,
0.88,15149,0,33600,-0.12140660186763853,1.64,33600,,,,,,,-0.6245958042144776,0.109072844684124,1110,0.19403892755508423,-0.06118449890986085,0.12301018,0.2,-0.07834042608737946,0.001,0.32045454636216164
,,,33600,,,,0.85,1.99,49763,0,112,-0.19058379000000003,,,,,,,,,,
0.98,15275,0,33900,-0.02793948009144515,1.18,33900,,,,,,,-0.5807752746343613,0.11488117642700672,1120,0.13012629747390747,-0.06237561025598552,0.076128,0.2,-0.07410518825054169,0.001,0.3007102271914482
,,,33900,,,,0.77,2.32,50166,0,113,-0.27270859000000003,,,,,,,,,,
0.86,15411,0,34200,-0.11438941042404621,1.6,34200,,,,,,,-0.549134224653244,0.10772188618779183,1130,-0.008337140083312988,-0.055298676695674655,0.11345653,0.2,-0.04573288559913635,0.001,0.272670454531908
,,,34200,,,,0.8,2.12,50628,0,114,-0.26745884,,,,,,,,,,
0.92,15559,0,34500,-0.07388597962912172,1.5,34500,,,,,,,-0.5440143805742264,0.11808281436562539,1140,0.2087956666946411,-0.054140053745359185,0.12874436,0.2,-0.05564263463020325,0.001,0.3180681809782982
,,,34500,,,,0.78,2.05,51074,0,115,-0.2631294,,,,,,,,,,
0.94,15685,0,34800,-0.07248290242161602,1.36,34800,,,,,,,-0.4399663484096527,0.11564212433993816,1150,0.15131109952926636,-0.04701946725137532,0.13734552,0.2,-0.030564947053790092,0.001,0.23309659108519554
,,,34800,,,,0.72,2.45,51492,0,116,-0.29532607999999994,,,,,,,,,,
0.96,15822,0,35100,-0.0526810566149652,1.32,35100,,,,,,,-0.553982504606247,0.12394153047353029,1160,-0.1655564308166504,-0.04519209131598473,0.1251734,0.2,-0.04279758036136627,0.001,0.2752556821703911
,,,35100,,,,0.8,2.09,51939,0,117,-0.24272157,,,,,,,,,,
0.9,15955,0,35400,-0.1026878083217889,1.56,35400,,,,,,,-0.5683407664299012,0.11558647058904171,1170,0.019387483596801758,-0.057685179468244314,0.14222634,0.2,-0.04579325392842293,0.001,0.3354261362552643
,,,35400,,,,0.74,2.36,52353,0,118,-0.31377574,,,,,,,,,,
0.96,16099,0,35700,-0.052828036453574895,1.24,35700,,,,,,,-0.5337217110395431,0.1058044058084488,1180,0.20490318536758423,-0.061289639910683036,0.11522882,0.2,-0.07954977452754974,0.001,0.31488636389374736
,,,35700,,,,0.84,2.06,52778,0,119,-0.21463259999999998,,,,,,,,,,
0.94,16257,0,36000,-0.07325150360818952,1.38,36000,,,,,,,-0.42142930269241335,0.12855740405619145,1190,-0.028307557106018066,-0.051739406138658524,0.081541404,0.2,-0.06739645451307297,0.001,0.24607954517006875
,,,36000,,,,0.84,1.98,53224,0,120,-0.22078447,,,,,,,,,,
0.98,16401,0,36300,-0.03000457803718746,1.24,36300,,,,,,,-0.45586267054080964,0.10298862647265196,1200,0.23646849393844604,-0.051489191157743336,0.09314921,0.2,-0.06102724373340607,0.001,0.2615056811273098
,,,36300,,,,0.8,2.16,53636,0,121,-0.23277976,,,,,,,,,,
0.9,16537,0,36600,-0.1182484595477581,1.54,36600,,,,,,,-0.42932309448719025,0.13588774912059307,1210,-0.10930919647216797,-0.05373614056035876,0.121859826,0.2,-0.07737712562084198,0.001,0.24750000074505807
,,,36600,,,,0.78,2.25,54082,0,122,-0.25999917,,,,,,,,,,
0.92,16693,0,36900,-0.05387607229873538,1.5,36900,,,,,,,-0.4367828971147537,0.11376585647463798,1220,0.07691824436187744,-0.04419020520756021,0.057416935,0.2,-0.02448181062936783,0.001,0.24301136344671248
,,,36900,,,,0.84,1.82,54499,0,123,-0.19760729999999996,,,,,,,,,,
0.98,16837,0,37200,-0.027910372922196985,1.14,37200,,,,,,,-0.43053368985652923,0.1294292690604925,1230,0.16339129209518433,-0.04861076821805909,0.062405895,0.2,-0.04104584828019142,0.001,0.2061363637447357
,,,37200,,,,0.88,1.86,54900,0,124,-0.14589284000000002,,,,,,,,,,
0.86,16995,0,37500,-0.15752984817605464,1.64,37500,,,,,,,-0.5293150067329406,0.1316469232738018,1240,-0.10008502006530762,-0.0660955809801817,0.10062742,0.2,-0.04434666037559509,0.001,0.3136931815743446
,,,37500,,,,0.83,1.89,55321,0,125,-0.20869682,,,,,,,,,,
0.94,17133,0,37800,-0.07584897674620152,1.54,37800,,,,,,,-0.5442974412441254,0.13360632240772247,1250,0.03354686498641968,-0.06153527960646898,0.11637114,0.2,-0.02966557815670967,0.001,0.3092045456171036
,,,37800,,,,0.76,2.32,55732,0,126,-0.29100936,,,,,,,,,,
0.92,17271,0,38100,-0.10012436727061867,1.58,38100,,,,,,,-0.5385637021064759,0.12244187124073505,1260,-0.036565542221069336,-0.06323381286114454,0.13111055,0.2,-0.07373996078968048,0.001,0.3312215906381607
,,,38100,,,,0.81,2.11,56153,0,127,-0.22450040000000002,,,,,,,,,,
0.9,17408,0,38400,-0.10120692342985421,1.68,38400,,,,,,,-0.45257192850112915,0.1387068145722151,1270,-0.0027130842208862305,-0.054666644893586636,0.08124119,0.2,-0.05797579884529114,0.001,0.2836931827664375
,,,38400,,,,0.77,2.1,56607,0,128,-0.25372231,,,,,,,,,,
0.9,17552,0,38700,-0.09696152784395963,1.56,38700,,,,,,,-0.48487792670726776,0.0940859467536211,1280,0.15562719106674194,-0.05440070422366262,0.12862867,0.2,-0.050673894584178925,0.001,0.29284090995788575
,,,38700,,,,0.82,2.13,57035,0,129,-0.20841706999999998,,,,,,,,,,
0.98,17696,0,39000,-0.01213955443818122,1.18,39000,,,,,,,-0.45841265976428985,0.14050112389028072,1290,-0.37519729137420654,-0.0515834866813384,0.1639457,0.2,-0.03576221689581871,0.001,0.3261363634467125
,,,39000,,,,0.81,2.0,57444,0,130,-0.20749936999999996,,,,,,,,,,
0.92,17830,0,39300,-0.10004053630400449,1.46,39300,,,,,,,-0.441569150686264,0.13375299669802188,1300,0.06926172971725464,-0.057364931930787864,0.10038276,0.2,-0.04097313433885574,0.001,0.28144886463880536
,,,39300,,,,0.77,2.22,57858,0,131,-0.24664661,,,,,,,,,,
0.96,17974,0,39600,-0.029467443702742457,1.24,39600,,,,,,,-0.45878121376037595,0.09878311172127724,1310,0.2317488193511963,-0.052958435732871297,0.12386197,0.2,-0.07249122858047485,0.001,0.27815340921282766
,,,39600,,,,0.77,2.16,58296,0,132,-0.25860862,,,,,,,,,,
0.96,18106,0,39900,-0.03441977379843593,1.42,39900,,,,,,,-0.4750741308927536,0.09996242690831422,1320,0.18295377492904663,-0.05544950782321394,0.12885316,0.2,-0.023600226268172264,0.001,0.31710227102041244
,,,39900,,,,0.74,2.41,58696,0,133,-0.32276368,,,,,,,,,,
0.92,18253,0,40200,-0.07045171164907515,1.36,40200,,,,,,,-0.4352810961008072,0.11747921600937844,1330,0.11012500524520874,-0.05980922082439065,0.13192126,0.2,-0.05082934349775314,0.001,0.2865056821703911
,,,40200,,,,0.81,2.02,59113,0,134,-0.21655798,,,,,,,,,,
0.92,18394,0,40500,-0.07356178090907634,1.48,40500,,,,,,,-0.4200174576044083,0.11967572949826717,1340,0.07297581434249878,-0.051259315423667434,0.09975718,0.2,-0.04885433614253998,0.001,0.2682386365532875
,,,40500,,,,0.8,2.03,59556,0,135,-0.23941519999999997,,,,,,,,,,
0.9,18537,0,40800,-0.11972475977614522,1.46,40800,,,,,,,-0.4589213800430298,0.09219116505235433,1350,0.3788425922393799,-0.04921241953037679,0.17195353,0.2,-0.05874940752983093,0.001,0.28181818187236785
,,,40800,,,,0.81,2.11,60012,0,136,-0.22986662,,,,,,,,,,
0.96,18683,0,41100,-0.05072184921242297,1.24,41100,,,,,,,-0.34195115089416506,0.12326204564422369,1360,-0.008741974830627441,-0.05079885055776685,0.119691804,0.2,-0.07961569726467133,0.001,0.25329545423388483
,,,41100,,,,0.79,2.04,60416,0,137,-0.25038159,,,,,,,,,,
0.92,18815,0,41400,-0.0731874990137294,1.44,41400,,,,,,,-0.3621538871526718,0.13262951985001564,1370,-0.019622802734375,-0.04662871595472098,0.117276415,0.2,-0.06586857885122299,0.001,0.24428977340459823
,,,41400,,,,0.73,2.41,60823,0,138,-0.32363313999999993,,,,,,,,,,
1.0,18971,0,41700,-0.009717530328780413,1.24,41700,,,,,,,-0.4053326636552811,0.12208324410021305,1380,0.19649511575698853,-0.038041092194616793,0.14367461,0.2,-0.04008174315094948,0.001,0.2841193178296089
,,,41700,,,,0.85,1.79,61223,0,139,-0.17354760000000002,,,,,,,,,,
0.9,19115,0,42000,-0.09276882496196777,1.48,42000,,,,,,,-0.34120638847351076,0.10645246542990208,1390,0.06232130527496338,-0.04225407488644123,0.10259211,0.2,-0.032307349145412445,0.001,0.20505681857466698
,,,42000,,,,0.79,2.15,61641,0,140,-0.28410230000000003,,,,,,,,,,
0.96,19255,0,42300,-0.04931979973334819,1.26,42300,,,,,,,-0.36658131003379824,0.12190795622766018,1400,0.19316565990447998,-0.04433790429029614,0.090062484,0.2,-0.0668780580163002,0.001,0.24392045468091964
,,,42300,,,,0.78,2.08,62058,0,141,-0.21116928000000001,,,,,,,,,,
0.94,19409,0,42600,-0.0771789524005726,1.42,42600,,,,,,,-0.35110815703868864,0.11122261703014374,1410,0.16544091701507568,-0.050392151679843664,0.1205288,0.2,-0.055587634444236755,0.001,0.23241477310657502
,,,42600,,,,0.83,1.92,62489,0,142,-0.21674684999999996,,,,,,,,,,
0.94,19566,0,42900,-0.07144369403366,1.32,42900,,,,,,,-0.3873230046033859,0.14305142171680926,1420,-0.10381960868835449,-0.05730338011868298,0.10841906,0.2,-0.058166954666376114,0.001,0.2539488632977009
,,,42900,,,,0.89,1.98,62940,0,143,-0.13391578,,,,,,,,,,
0.94,19705,0,43200,-0.07423594870604575,1.42,43200,,,,,,,-0.2782984843850136,0.10544343274086714,1430,-0.027735590934753418,-0.04013201623922214,0.0864628,0.2,-0.07861433923244476,0.001,0.1972159092128277
,,,43200,,,,0.81,2.11,63365,0,144,-0.24575204999999997,,,,,,,,,,
0.94,19844,0,43500,-0.07428883313201368,1.34,43500,,,,,,,-0.36053064465522766,0.14440223671495914,1440,-0.035252928733825684,-0.0519863674568478,0.095541134,0.2,-0.04819096252322197,0.001,0.24144886329770088
,,,43500,,,,0.75,2.29,63791,0,145,-0.28945448999999995,,,,,,,,,,
0.94,19995,0,43800,-0.07155306924600154,1.28,43800,,,,,,,-0.385345878303051,0.10774414166808129,1450,0.1317654252052307,-0.051771591338329016,0.10289464,0.2,-0.0710354894399643,0.001,0.27048295468091965
,,,43800,,,,0.83,1.96,64212,0,146,-0.17930069999999998,,,,,,,,,,
0.92,20142,0,44100,-0.09199335045646877,1.38,44100,,,,,,,-0.4099733978509903,0.12506366245448589,1460,-0.2219853401184082,-0.060755766965448856,0.10483279,0.2,-0.029978279024362564,0.001,0.2598863631486893
,,,44100,,,,0.81,2.03,64665,0,147,-0.22347487000000002,,,,,,,,,,
0.96,20279,0,44400,-0.051846116660162804,1.32,44400,,,,,,,-0.4013339114189148,0.10390449233353138,1470,0.21730494499206543,-0.050354254376143215,0.095469296,0.2,-0.03827032819390297,0.001,0.2661931820213795
,,,44400,,,,0.81,2.19,65092,0,148,-0.22661666,,,,,,,,,,
0.96,20429,0,44700,-0.05003186385612935,1.26,44700,,,,,,,-0.4222766941785812,0.10843058966100216,1480,0.11139214038848877,-0.059278555951314045,0.12081418,0.2,-0.06109052896499634,0.001,0.27849431782960893
,,,44700,,,,0.8,2.06,65508,0,149,-0.2063044,,,,,,,,,,
0.92,20572,0,45000,-0.09388670636340976,1.32,45000,,,,,,,-0.4385664486885071,0.09789561837911606,1490,0.09888952970504761,-0.05895870899781585,0.12319945,0.2,-0.07649974524974823,0.001,0.28105113595724107
,,,45000,,,,0.79,2.1,65935,0,150,-0.18639485999999994,,,,,,,,,,
0.94,20718,0,45300,-0.05157263767439872,1.46,45300,,,,,,,-0.48425772368907927,0.12583909466862678,1500,-0.16953957080841064,-0.06467721682041884,0.09891126,0.2,-0.06611426919698715,0.001,0.303125
,,,45300,,,,0.8,2.14,66356,0,151,-0.24178254000000002,,,,,,,,,,
0.94,20863,0,45600,-0.07586778648663312,1.36,45600,,,,,,,-0.45581467032432554,0.1526267044991255,1510,0.008952796459197998,-0.058327631652355195,0.086629555,0.2,-0.06922098994255066,0.001,0.32068181842565535
,,,45600,,,,0.8,2.05,66778,0,152,-0.23584493999999995,,,,,,,,,,
0.94,20993,0,45900,-0.05162010760977864,1.4,45900,,,,,,,-0.4209095686674118,0.13200965709984303,1520,-0.0005937814712524414,-0.055639573400840164,0.09249458,0.2,-0.04740719124674797,0.001,0.2618181818723679
,,,45900,,,,0.74,2.33,67217,0,153,-0.31576730000000003,,,,,,,,,,
0.94,21148,0,46200,-0.07636326612904668,1.38,46200,,,,,,,-0.4321961742639542,0.13422270119190216,1530,-0.03407740592956543,-0.055796383731067184,0.13407241,0.2,-0.04951446130871773,0.001,0.30326704517006875
,,,46200,,,,0.79,2.03,67664,0,154,-0.24417513000000002,,,,,,,,,,
0.94,21289,0,46500,-0.07788173787295818,1.68,46500,,,,,,,-0.4075728541612625,0.10306395839899779,1540,0.1986398696899414,-0.05654750330373645,0.09660541,0.2,-0.08485313504934311,0.001,0.28238636404275896
,,,46500,,,,0.78,2.19,68124,0,155,-0.27092373,,,,,,,,,,
0.94,21439,0,46800,-0.056662683193571865,1.46,46800,,,,,,,-0.41070254862308503,0.13054915331304073,1550,-0.010597705841064453,-0.051393771925941106,0.12484034,0.2,-0.06742945313453674,0.001,0.2386079552769661
,,,46800,,,,0.81,2.07,68574,0,156,-0.20048182,,,,,,,,,,
0.88,21565,0,47100,-0.13497350078541787,1.58,47100,,,,,,,-0.41017783284187315,0.11474537547677756,1560,0.048169493675231934,-0.05548068899661303,0.13029955,0.2,-0.060737110674381256,0.001,0.2710511362552643
,,,47100,,,,0.75,2.33,69023,0,157,-0.25933085,,,,,,,,,,
0.98,21724,0,47400,-0.032927995175123216,1.5,47400,,,,,,,-0.45777279198169707,0.12167715534567833,1570,-0.021898269653320312,-0.05234119846485555,0.14985509,0.2,-0.07043270021677017,0.001,0.32928977340459825
,,,47400,,,,0.85,1.86,69449,0,158,-0.16886564,,,,,,,,,,
0.96,21877,0,47700,-0.049934711586683986,1.28,47700,,,,,,,-0.3683846539258957,0.1145263995230198,1580,0.20913296937942505,-0.0534927287697792,0.11890209,0.2,-0.059564121067523956,0.001,0.26221590876579287
,,,47700,,,,0.82,1.96,69877,0,159,-0.20204329000000001,,,,,,,,,,
0.9,22017,0,48000,-0.11797086672857404,1.64,48000,,,,,,,-0.39459107995033266,0.13606383308768272,1590,0.10365951061248779,-0.04926132443826645,0.11482068,0.2,-0.037239935249090195,0.001,0.2752556827664375
,,,48000,,,,0.77,2.21,70306,0,160,-0.25231103,,,,,,,,,,
0.92,22146,0,48300,-0.09628595671616495,1.54,48300,,,,,,,-0.43944199562072755,0.1104653961211443,1600,0.25167983770370483,-0.05717825960367918,0.21288411,0.2,-0.047076158225536346,0.001,0.2877840921282768
,,,48300,,,,0.82,2.13,70733,0,161,-0.23141903,,,,,,,,,,
0.96,22283,0,48600,-0.05306253409013152,1.28,48600,,,,,,,-0.4528228509426117,0.11039184395223856,1610,0.17725878953933716,-0.05854083368554711,0.10064157,0.2,-0.04511331766843796,0.001,0.3065056821703911
,,,48600,,,,0.8,2.12,71296,0,162,-0.21858645999999993,,,,,,,,,,
0.9,22417,0,48900,-0.09375341098289937,1.42,48900,,,,,,,-0.45712608635425567,0.11139816634356975,1620,0.0460585355758667,-0.055413528467761354,0.14741461,0.2,-0.06402935832738876,0.001,0.31301136389374734
,,,48900,,,,0.8,2.24,71849,0,163,-0.23378660999999998,,,,,,,,,,
0.9,22550,0,49200,-0.12717936895322055,1.58,49200,,,,,,,-0.49062800526618955,0.12828202717006207,1630,-0.022536635398864746,-0.059032940119504926,0.18136191,0.2,-0.07693541049957275,0.001,0.30633522778749467
,,,49200,,,,0.77,2.22,72272,0,164,-0.30480852999999997,,,,,,,,,,
0.92,22685,0,49500,-0.09610251898877323,1.38,49500,,,,,,,-0.45580835044384005,0.09134232997894287,1640,0.32364004850387573,-0.05607004014775157,0.16057679,0.2,-0.05962488055229187,0.001,0.3257386365532875
,,,49500,,,,0.79,2.21,72706,0,165,-0.23970651999999998,,,,,,,,,,
0.92,22825,0,49800,-0.05392298238817603,1.42,49800,,,,,,,-0.4368104159832001,0.11527429565787316,1650,0.06696051359176636,-0.049298512022942304,0.122571036,0.2,-0.050140462815761566,0.001,0.26894886389374734
,,,49800,,,,0.78,2.17,73125,0,166,-0.24703395999999997,,,,,,,,,,
0.94,22958,0,50100,-0.0725934846419841,1.38,50100,,,,,,,-0.46178105294704436,0.12352442886680365,1660,0.008655667304992676,-0.06179860094562173,0.12630598,0.2,-0.08304049074649811,0.001,0.3063920453190804
,,,50100,,,,0.76,2.24,73598,0,167,-0.23361333999999992,,,,,,,,,,
0.98,23108,0,50400,-0.03063248525839299,1.14,50400,,,,,,,-0.50793381690979,0.127925735861063,1670,-0.05758845806121826,-0.06724360427353532,0.19621386,0.2,-0.057408738881349564,0.001,0.32676136404275896
,,,50400,,,,0.81,2.03,74025,0,168,-0.24006681999999993,,,,,,,,,,
0.92,23245,0,50700,-0.09176549824420363,1.38,50700,,,,,,,-0.43661206066608427,0.11406571380794048,1680,0.17246532440185547,-0.05316291484981775,0.13624322,0.2,-0.024393301457166672,0.001,0.2778693188726902
,,,50700,,,,0.82,2.19,74469,0,169,-0.17080078000000004,,,,,,,,,,
0.9,23390,0,51000,-0.11849746367894114,1.58,51000,,,,,,,-0.5070111060142517,0.11153683446347713,1690,-0.13360309600830078,-0.06816377135226503,0.25136846,0.2,-0.07611449807882309,0.001,0.3374147722125053
,,,51000,,,,0.85,1.93,74914,0,170,-0.15824168,,,,,,,,,,
0.9,23530,0,51300,-0.1145052607357502,1.5,51300,,,,,,,-0.3901051390171051,0.10441801324486732,1700,0.16769981384277344,-0.04329207982867956,0.15884174,0.2,-0.05268744379281998,0.001,0.2587215904891491
,,,51300,,,,0.74,2.31,75347,0,171,-0.30435019999999996,,,,,,,,,,
0.9,23671,0,51600,-0.0999023501155898,1.48,51600,,,,,,,-0.40775619328022006,0.11889210164546966,1710,0.11414241790771484,-0.046989843618357556,0.20232983,0.2,-0.04047345370054245,0.001,0.26349431797862055
,,,51600,,,,0.78,2.17,75777,0,172,-0.26745311000000005,,,,,,,,,,
0.96,23814,0,51900,-0.05489638563711196,1.26,51900,,,,,,,-0.43534600615501406,0.14420875504612923,1720,0.06743967533111572,-0.046847272152081135,0.14877206,0.2,-0.04314567521214485,0.001,0.250767045468092
,,,51900,,,,0.87,2.03,76210,0,173,-0.17002942999999998,,,,,,,,,,
0.9,23963,0,52200,-0.1150963644264266,1.5,52200,,,,,,,-0.447367929816246,0.1331059380620718,1730,-0.07783257961273193,-0.05454646498896182,0.1893276,0.2,-0.06358685344457626,0.001,0.2812784095108509
,,,52200,,,,0.84,1.92,76647,0,174,-0.14463998,,,,,,,,,,
0.92,24097,0,52500,-0.0724207317037508,1.5,52500,,,,,,,-0.4808047550916672,0.12464869759976864,1740,-0.12370431423187256,-0.056104286247864364,0.10572849,0.2,-0.04230828210711479,0.001,0.2872443188726902
,,,52500,,,,0.76,2.25,77081,0,175,-0.30161279,,,,,,,,,,
0.96,24236,0,52800,-0.029383368012495338,1.26,52800,,,,,,,-0.4756070506572723,0.12474717959761619,1750,0.16085284948349,-0.047677321024239064,0.13500203,0.2,-0.057396695017814636,0.001,0.24806818172335623
,,,52800,,,,0.8,2.06,77514,0,176,-0.21537700999999998,,,,,,,,,,
0.88,24378,0,53100,-0.13957021380774676,1.56,53100,,,,,,,-0.533168271780014,0.11969966262578964,1760,0.010920822620391846,-0.06102752350270748,0.1144431,0.2,-0.054659388959407806,0.001,0.323125
,,,53100,,,,0.8,2.04,77986,0,177,-0.22423015,,,,,,,,,,
0.88,24515,0,53400,-0.11636113519314677,1.62,53400,,,,,,,-0.45660051703453064,0.1316557751595974,1770,0.14424312114715576,-0.06217843243852258,0.21497333,0.2,-0.0709165409207344,0.001,0.30517045482993127
