env/n_steps,env/completion_counter,time/fps,time/total_timesteps,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,env/current_idx,time/iterations,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
7770,0,0,7770,9872,0.87,1.44,5553,259,-0.14390908,0.05602566761896014,0.0001,0.2,0.18466666914522648,-0.039745190632529556,-0.2893975335359573,0.11305083,12900,0.4735499620437622,-0.04242050647735596,,,
7800,0,0,7800,9904,0.89,1.43,5577,260,-0.12488007999999998,0.033288267464376985,0.0001,0.2,0.23266667552292347,-0.03087130652864776,-0.186127752661705,0.165175,12950,0.23188191652297974,-0.03400866687297821,,,
7830,0,0,7830,9944,0.93,1.34,5600,261,-0.08342731000000002,0.05489157345145941,0.0001,0.2,0.18533334001898766,-0.055964843252052816,-0.1998805993795395,0.16155347,13000,-0.6341294050216675,-0.0627434104681015,,,
7860,0,0,7860,9980,0.91,1.44,5617,262,-0.09646850999999998,0.005631413760129362,0.0001,0.2,0.06000000312924385,-0.016994515263785884,-0.05210397250950336,0.0654894,13050,-93.9896240234375,-0.017827017232775688,,,
7890,0,0,7890,10016,0.92,1.4,5636,263,-0.08535091,0.0813596972078085,0.0001,0.2,0.054666669517755506,-0.015651593084757495,-0.07249447390437126,0.03669816,13100,0.34813839197158813,-0.011693933978676796,,,
7920,0,0,7920,10058,0.88,1.51,5651,264,-0.12750414999999998,0.14468573812395336,0.0001,0.2,0.07200000308454037,-0.016395009980536984,-0.12116721391677857,0.05385246,13150,-0.46842408180236816,-0.026661010459065437,,,
7950,0,0,7950,10099,0.85,1.57,5671,265,-0.14884966,0.06933778593316674,0.0001,0.2,0.26133333951234816,-0.04088491460552902,-0.23524733752012253,0.64316094,13200,0.2486964464187622,-0.0700250118970871,,,
7980,0,0,7980,10132,0.82,1.63,5690,266,-0.18132301,0.05941918938420713,0.0001,0.2,0.15200000539422034,-0.035883961297416424,-0.18428296148777007,0.24221806,13250,0.030630648136138916,-0.060699764639139175,,,
8010,0,0,8010,10170,0.82,1.67,5708,267,-0.18264566999999998,0.15502894848585128,0.0001,0.2,0.21133333444595337,-0.06028049188976489,-0.1633357310295105,0.10246523,13300,-0.10010969638824463,-0.04258228838443756,,,
8040,0,0,8040,10204,0.85,1.55,5732,268,-0.14876613,0.047396767511963846,0.0001,0.2,0.17933333918452263,-0.041206500390544534,-0.18755873024463654,0.11807413,13350,0.03767359256744385,-0.06014568731188774,,,
8070,0,0,8070,10237,0.88,1.44,5755,269,-0.11619492,0.06018007954582572,0.0001,0.2,0.1913333396613598,-0.04576046145552148,-0.2679178482294083,0.15282123,13400,0.27532321214675903,-0.07504580169916153,,,
8100,0,0,8100,10273,0.89,1.41,5777,270,-0.11686201,0.05994788430631161,0.0001,0.2,0.29533333964645864,-0.06032012670362988,-0.43032757222652435,0.11038416,13450,0.1400080919265747,-0.07475656270980835,,,
8130,0,0,8130,10309,0.93,1.26,5801,271,-0.08169014999999998,0.07123355239629746,0.0001,0.2,0.2426666719466448,-0.06520411019244542,-0.4516207265853882,0.2111738,13500,0.21701675653457642,-0.08678356558084488,,,
8160,0,0,8160,10345,0.91,1.32,5823,272,-0.10303918999999997,0.018309856159612538,0.0001,0.2,0.33133333913981916,-0.06966301530351238,-0.4448079514503479,0.09498025,13550,-6.98768424987793,-0.08245674520730972,,,
8190,0,0,8190,10379,0.9,1.37,5842,273,-0.11500244,0.07677689641714096,0.0001,0.2,0.28066667430102826,-0.07229469896030301,-0.43153834342956543,0.13194928,13600,0.13453882932662964,-0.09929852187633514,,,
8220,0,0,8220,10417,0.91,1.37,5866,274,-0.10528977999999999,0.04787571541965008,0.0001,0.2,0.2806666762381792,-0.0630778387412429,-0.35240103006362916,0.046735015,13650,0.470195472240448,-0.08006736636161804,,,
8250,0,0,8250,10452,0.93,1.31,5893,275,-0.08270989000000001,0.06000767530873418,0.0001,0.2,0.23066667422652246,-0.07004433548326293,-0.41561118125915525,0.07972263,13700,-0.2628779411315918,-0.08019872009754181,,,
8280,0,0,8280,10487,0.94,1.29,5914,276,-0.06249237,0.013997720195911825,0.0001,0.2,0.20933333471417426,-0.039543663503602146,-0.18361154615879058,0.21862006,13750,-386.04400634765625,-0.043640825897455215,,,
8310,0,0,8310,10521,0.93,1.3,5935,277,-0.051911639999999995,0.03650504537392408,0.0001,0.2,0.05933333642780781,-0.009850871648794666,-0.09368821412324906,0.0016317685,13800,-0.021265149116516113,-0.009998046793043613,,,
8340,0,0,8340,10555,0.95,1.22,5962,278,-0.030704640000000002,0.02771760811563581,0.0001,0.2,0.1493333365768194,-0.0370865575983189,-0.18237179577350615,0.2053536,13850,0.1490371823310852,-0.07051606476306915,,,
8370,0,0,8370,10589,0.93,1.26,5987,279,-0.05167673999999999,0.0042127589625306425,0.0001,0.2,0.3406666712462902,-0.053684681841482736,-0.4439571478962898,0.3179061,13900,-3.124569892883301,-0.06724371761083603,,,
8400,0,0,8400,10620,0.94,1.29,6005,280,-0.051499859999999995,0.06435834750533104,0.0001,0.2,0.43000001564621926,-0.0973938474431634,-0.5127554666996003,0.17927104,13950,0.17491817474365234,-0.09794607758522034,,,
8430,0,0,8430,10665,0.9,1.4,6021,281,-0.09232147000000002,0.037265336625278,0.0001,0.2,0.2373333403468132,-0.06576942687481648,-0.40404975473880766,0.07249522,14000,0.3750530481338501,-0.09051166474819183,,,
8460,0,0,8460,10700,0.89,1.43,6041,282,-0.12417486,0.14271791093051434,0.0001,0.2,0.3026666723936796,-0.07501144291452753,-0.5223346549272537,0.034226052,14050,0.052566349506378174,-0.0953056737780571,,,
8490,0,0,8490,10736,0.89,1.45,6067,283,-0.12468605000000002,0.0771216170862317,0.0001,0.2,0.2066666755080223,-0.054735835126601164,-0.3167965739965439,0.06496283,14100,0.3670421242713928,-0.06173055246472359,,,
8520,0,0,8520,10770,0.9,1.42,6090,284,-0.11432196,0.04252819591201842,0.0001,0.2,0.2980000072717667,-0.06743271811368558,-0.5200250339508057,0.16321927,14150,-0.077239990234375,-0.09024684876203537,,,
8550,0,0,8550,10811,0.93,1.34,6112,285,-0.08397650000000001,0.04737511724233627,0.0001,0.2,0.10666667081415654,-0.01820060403497578,-0.13982815459370612,0.020189654,14200,0.03168213367462158,-0.01787080615758896,,,
8580,0,0,8580,10845,0.95,1.3,6135,286,-0.06357437999999999,0.024220618223771452,0.0001,0.2,0.21333334043622018,-0.032154484799752615,-0.25001549571752546,0.14074175,14250,0.3837926983833313,-0.03528963029384613,,,
8610,0,0,8610,10881,0.95,1.34,6155,287,-0.05301240999999998,0.009069778798148036,0.0001,0.2,0.1313333385437727,-0.03427423684842264,-0.2506628558039665,0.09028425,14300,0.6327661871910095,-0.0810932144522667,,,
8640,0,0,8640,10919,0.94,1.4,6174,288,-0.05348622999999999,0.03847300273366273,0.0001,0.2,0.20800000488758086,-0.06558285302544635,-0.34327180206775665,0.1513845,14350,-0.12567627429962158,-0.08815351873636246,,,
8670,0,0,8670,10955,0.91,1.49,6189,289,-0.07493021999999999,0.04788978879339993,0.0001,0.2,0.2560000065714121,-0.051738584400465096,-0.46046446144580844,0.08841757,14400,-0.01226496696472168,-0.057915765792131424,,,
8700,0,0,8700,10991,0.9,1.5,6212,290,-0.08441729,0.05117476803250611,0.0001,0.2,0.264000006467104,-0.060918980944280825,-0.3863489034771919,0.11715339,14450,0.29494380950927734,-0.08108426630496979,,,
8730,0,0,8730,11030,0.9,1.49,6236,291,-0.08415518999999999,0.06228060195222497,0.0001,0.2,0.2746666737645864,-0.06029973073924582,-0.442894469499588,0.0709205,14500,0.12130433320999146,-0.0664583295583725,,,
8760,0,0,8760,11066,0.93,1.37,6263,292,-0.061663209999999996,0.04947236260399222,0.0001,0.2,0.3433333396911621,-0.08633010988309976,-0.505190441608429,0.10980293,14550,-0.008540868759155273,-0.09986484795808792,,,
8790,0,0,8790,11102,0.96,1.24,6287,293,-0.03968733,0.011952753770165145,0.0001,0.2,0.3560000053048134,-0.06865235189720992,-0.4947204917669296,0.2389577,14600,-285.64166259765625,-0.08702161908149719,,,
8820,0,0,8820,11139,0.96,1.24,6311,294,-0.04021224,0.0049861124320887025,0.0001,0.2,0.3560000094771385,-0.05283875562561056,-0.564143717288971,0.28250045,14650,-39.66416931152344,-0.07133272290229797,,,
8850,0,0,8850,11177,0.95,1.28,6329,295,-0.040811219999999995,0.0704613122716546,0.0001,0.2,0.31933333829045296,-0.06482955434235434,-0.6625385880470276,0.06747851,14700,-0.164992094039917,-0.07534768432378769,,,
8880,0,0,8880,11212,0.92,1.39,6347,296,-0.07243957999999999,0.06619376761838794,0.0001,0.2,0.4226666694879532,-0.08318100310458493,-0.6704197573661804,0.07408444,14750,-0.21431303024291992,-0.11285316944122314,,,
8910,0,0,8910,11249,0.89,1.47,6366,297,-0.10596403,0.12732485394924878,0.0001,0.2,0.2966666723042726,-0.06329804855398834,-0.42839276790618896,0.11041684,14800,-0.4062713384628296,-0.08115267753601074,,,
8940,0,0,8940,11283,0.88,1.5,6386,298,-0.12608799999999998,0.06138270890340209,0.0001,0.2,0.27933334082365036,-0.04551994997418173,-0.4516990971565247,0.12855785,14850,0.3035265803337097,-0.057687148451805115,,,
8970,0,0,8970,11316,0.89,1.47,6414,299,-0.11521091,0.022560051120817663,0.0001,0.2,0.32866667211055756,-0.08163452493337296,-0.6089251172542572,0.11866571,14900,0.6105760335922241,-0.09904689341783524,,,
9000,0,,9000,,,,6435,,,0.040590937859378756,0.0001,0.2,0.29600000657141207,-0.0639892668159058,-0.3753431838750839,0.09020443,14950,-300.0551452636719,-0.08168664574623108,0.93,-0.07367022985359654,1.3
,,0,9000,11525,0.91,1.39,,300,-0.10380274000000002,,,,,,,,,,,,,
9030,0,0,9030,11560,0.93,1.3,6462,301,-0.07130399999999999,0.06809021465480328,0.0001,0.2,0.1886666715145111,-0.05267909403548888,-0.3327494949102402,0.0663005,15000,-0.6461132764816284,-0.06802640855312347,,,
9060,0,0,9060,11594,0.94,1.3,6480,302,-0.060605969999999995,0.03229564062319696,0.0001,0.2,0.3746666694432497,-0.08038858471562466,-0.47327183961868285,0.13222025,15050,-0.007065892219543457,-0.09468063712120056,,,
9090,0,0,9090,11628,0.93,1.33,6503,303,-0.07166224,0.04196388047188521,0.0001,0.2,0.16600000530481338,-0.04038139109484231,-0.2609385195374489,0.23454222,15100,0.23191726207733154,-0.08172381669282913,,,
9120,0,0,9120,11662,0.92,1.34,6525,304,-0.08193178999999999,0.09043277338147164,0.0001,0.2,0.3193333400785923,-0.06874886302774158,-0.39869357764720914,0.1314468,15150,-0.021446824073791504,-0.07640557736158371,,,
9150,0,0,9150,11696,0.93,1.32,6553,305,-0.08198541000000002,0.07021801244467497,0.0001,0.2,0.19400000579655172,-0.046502990195527616,-0.3124873182177544,0.5350638,15200,0.07044190168380737,-0.06596311926841736,,,
9180,0,0,9180,11728,0.94,1.24,6579,306,-0.07055447999999999,0.02102314431918785,0.0001,0.2,0.2573333434760571,-0.07596459727548066,-0.31458308339118957,0.16474305,15250,-274.1175537109375,-0.09529619663953781,,,
9210,0,0,9210,11762,0.96,1.2,6603,307,-0.04915877,0.03942702131345868,0.0001,0.2,0.306666673719883,-0.06674289693838606,-0.38515317022800444,0.23930593,15300,-0.11523663997650146,-0.07969054579734802,,,
9240,0,0,9240,11794,0.95,1.23,6623,308,-0.05109032000000001,0.024633136114571245,0.0001,0.2,0.2893333373963833,-0.07113946778140956,-0.5064276951551437,0.079082884,15350,0.259554386138916,-0.09367325901985168,,,
9270,0,0,9270,11832,0.93,1.3,6645,309,-0.07184077999999999,0.0866112619638443,0.0001,0.2,0.24333334103226661,-0.06175968303531405,-0.5663335931301117,0.094543844,15400,-0.003924965858459473,-0.07695719599723816,,,
9300,0,0,9300,11876,0.92,1.3,6669,310,-0.08198827000000002,0.10471854791045189,0.0001,0.2,0.211333339959383,-0.05584990715173383,-0.4453490078449249,0.033850987,15450,-0.19199812412261963,-0.07198859751224518,,,
9330,0,0,9330,11910,0.91,1.35,6691,311,-0.08341134,0.04338402758352458,0.0001,0.2,0.21000000551342965,-0.041856700301791214,-0.4362309467792511,0.03316077,15500,0.2550809979438782,-0.07093101739883423,,,
9360,0,0,9360,11944,0.92,1.29,6717,312,-0.08067718999999998,0.03898625657893717,0.0001,0.2,0.272000006660819,-0.06850925557998323,-0.4074998438358307,0.08590739,15550,0.12591278553009033,-0.08959999680519104,,,
9390,0,0,9390,11977,0.91,1.31,6739,313,-0.08135746,0.015430994718335568,0.0001,0.2,0.02133333444595337,-0.0037123123429919323,-0.06464434564113616,0.0024943252,15600,0.4646400809288025,-0.0044627259485423565,,,
9420,0,0,9420,12009,0.93,1.26,6763,314,-0.051386399999999985,0.007956123356707393,0.0001,0.2,0.1360000043362379,-0.048594992032274575,-0.2011605367064476,0.19257753,15650,0.7500423789024353,-0.08121125400066376,,,
9450,0,0,9450,12055,0.94,1.25,6787,315,-0.04214320999999999,0.027028315933421254,0.0001,0.2,0.05666666962206364,-0.014029357441390538,-0.10673192709684372,0.028204083,15700,0.311328649520874,-0.013390273787081242,,,
9480,0,0,9480,12092,0.91,1.33,6805,316,-0.053505920000000005,0.010039137974381447,0.0001,0.2,0.07000000149011612,-0.019194008375052363,-0.1291903766989708,0.01598417,15750,-18.551469802856445,-0.023479167371988297,,,
9510,0,0,9510,12127,0.92,1.34,6826,317,-0.04436152,0.04106594459153712,0.0001,0.2,0.12800000309944154,-0.047352198615359775,-0.17519620135426522,0.128401,15800,0.05016529560089111,-0.06465191394090652,,,
9540,0,0,9540,12163,0.93,1.32,6854,318,-0.04332016,0.05241987310349941,0.0001,0.2,0.14000000454485417,-0.02825805790660283,-0.16338494181632995,0.04950526,15850,-0.8969342708587646,-0.03022593818604946,,,
9570,0,0,9570,12204,0.94,1.3,6879,319,-0.04121474,0.012183764246292412,0.0001,0.2,0.11666667066514493,-0.013725988419726498,-0.14102833718061447,0.13375218,15900,-460.4774475097656,-0.018756618723273277,,,
9600,0,0,9600,12241,0.97,1.21,6905,320,-0.0299905,0.036433420600369575,0.0001,0.2,0.1146666706353426,-0.04489212091111889,-0.20585795909166335,0.06411937,15950,0.1362047791481018,-0.06407412141561508,,,
9630,0,0,9630,12277,0.95,1.24,6924,321,-0.059984,0.013127450793981553,0.0001,0.2,0.032666668221354486,-0.014412145215164252,-0.1733766332268715,0.025606908,16000,-3.0276684761047363,-0.02734537050127983,,,
9660,0,0,9660,12312,0.93,1.29,6944,322,-0.08202487,0.15411868892610073,0.0001,0.2,0.21733333982527256,-0.0433075294025863,-0.35931174993515014,0.26514953,16050,-0.3348606824874878,-0.045122306793928146,,,
9690,0,0,9690,12344,0.89,1.41,6962,323,-0.12465506999999999,0.08543554913252592,0.0001,0.2,0.233333340883255,-0.06493899821893624,-0.43428826570510864,0.20049477,16100,0.13894951343536377,-0.10303477942943573,,,
9720,0,0,9720,12378,0.9,1.36,6989,324,-0.11381264000000002,0.08834598977118731,0.0001,0.2,0.2993333388864994,-0.066877423768087,-0.4591796278953552,0.32012886,16150,0.257376492023468,-0.08963797241449356,,,
9750,0,0,9750,12412,0.91,1.35,7012,325,-0.10317142000000003,0.04295173819176853,0.0001,0.2,0.2686666751652956,-0.04647161666104026,-0.3567055374383926,0.10911024,16200,-8.313411712646484,-0.058053795248270035,,,
9780,0,0,9780,12452,0.9,1.38,7031,326,-0.1039999,0.026925520892255007,0.0001,0.2,0.2093333400040865,-0.06413870251116653,-0.3047137802839279,0.18858491,16250,0.17672616243362427,-0.08543722331523895,,,
9810,0,0,9810,12485,0.95,1.25,7057,327,-0.05005582,0.10334367984905839,0.0001,0.2,0.280000007301569,-0.06499729242672515,-0.3476473170518875,0.0366706,16300,0.18348872661590576,-0.08602031320333481,,,
9840,0,0,9840,12517,0.92,1.34,7077,328,-0.08178722000000001,0.031142214429564774,0.0001,0.2,0.20466667361557483,-0.051693742893946674,-0.38589664340019225,0.0867312,16350,-191.15673828125,-0.06620392948389053,,,
9870,0,0,9870,12552,0.93,1.28,7106,329,-0.0710479,0.09607250014320017,0.0001,0.2,0.2460000056028366,-0.0701237850425144,-0.3764790511131287,0.22775835,16400,-0.030892133712768555,-0.09721061587333679,,,
9900,0,0,9900,12585,0.95,1.24,7127,330,-0.04996384,0.01617354540154338,0.0001,0.2,0.3033333400636911,-0.07641957859446606,-0.36035956501960753,0.07843903,16450,-340.5479736328125,-0.09513425827026367,,,
9930,0,0,9930,12621,0.93,1.29,7150,331,-0.07071963,0.06741379041224718,0.0001,0.2,0.25733334057033064,-0.05820620214690763,-0.3936754161119461,0.06461874,16500,-0.5737924575805664,-0.0690351203083992,,,
9960,0,0,9960,12657,0.96,1.2,7177,332,-0.03923806,0.05634970118291676,0.0001,0.2,0.11733333744108677,-0.024258573838975277,-0.257549407184124,0.021974146,16550,0.05558896064758301,-0.03832050412893295,,,
9990,0,0,9990,12692,0.95,1.28,7198,333,-0.05165088999999999,0.011113815819844603,0.0001,0.2,0.2733333398401737,-0.05940588169110319,-0.42331128239631655,0.12776735,16600,-480.7234802246094,-0.0742877647280693,,,
10020,0,0,10020,12733,0.93,1.38,7215,334,-0.06628871000000001,0.05758123554289341,0.0001,0.2,0.266000005826354,-0.05057343617578354,-0.38485596477985384,0.11166188,16650,0.0015635490417480469,-0.08283078670501709,,,
10050,0,0,10050,12777,0.91,1.46,7231,335,-0.09897565000000003,0.09425231907516718,0.0001,0.2,0.22533334039151667,-0.05493332386358332,-0.4509772199392319,0.08598824,16700,-0.015318870544433594,-0.06828112155199051,,,
10080,0,0,10080,12816,0.91,1.45,7253,336,-0.07907782000000001,0.1053530922718346,0.0001,0.2,0.2273333417624235,-0.06478442618375023,-0.3935976177453995,0.24609582,16750,-0.13619351387023926,-0.09603192657232285,,,
10110,0,0,10110,12851,0.9,1.51,7274,337,-0.08985037,0.025212536184117198,0.0001,0.2,0.26266667202115057,-0.06367874808919921,-0.4423650336265564,0.11575704,16800,-51.306026458740234,-0.10497937351465225,,,
10140,0,0,10140,12886,0.88,1.52,7296,338,-0.10828991999999998,0.04799262357875705,0.0001,0.2,0.23800000764429569,-0.05877012711080413,-0.4043060010671616,0.036764458,16850,-0.29853355884552,-0.07585318386554718,,,
10170,0,0,10170,12922,0.89,1.46,7318,339,-0.10456865,0.06537992157042026,0.0001,0.2,0.24066667199134828,-0.06976659890621281,-0.5209968161582946,0.07751885,16900,0.430275559425354,-0.0928017720580101,,,
10200,0,0,10200,12957,0.93,1.35,7341,340,-0.07135920000000001,0.0343916548974812,0.0001,0.2,0.24800000704824923,-0.06380092725654435,-0.4127197843790054,0.015313336,16950,0.3334692120552063,-0.08651618659496307,,,
10230,0,0,10230,12992,0.93,1.35,7363,341,-0.08172454999999999,0.016013296069577337,0.0001,0.2,0.2580000088363886,-0.04925731592749557,-0.29549827694892883,0.11332786,17000,-108.82433319091797,-0.05828103423118591,,,
10260,0,0,10260,13026,0.96,1.26,7391,342,-0.050659479999999986,0.040412628781050446,0.0001,0.2,0.3253333378583193,-0.07706922146305441,-0.41867935836315157,0.42321202,17050,0.36415034532546997,-0.09745331853628159,,,
10290,0,0,10290,13060,0.95,1.29,7413,343,-0.06106777,0.028893853672780096,0.0001,0.2,0.25800000853836536,-0.06275130143078662,-0.3714235097169876,0.09359178,17100,-456.7772521972656,-0.09033699333667755,,,
10320,0,0,10320,13097,0.94,1.24,7437,344,-0.06182582999999999,0.037785646058619025,0.0001,0.2,0.22133334137499333,-0.07368344407249239,-0.44425037145614626,0.03917434,17150,0.006447136402130127,-0.090065136551857,,,
10350,0,0,10350,13136,0.94,1.25,7459,345,-0.06181399,0.06557363089174033,0.0001,0.2,0.2873333399742842,-0.06499843905928238,-0.34896530747413634,0.116959184,17200,0.2885320782661438,-0.0845838338136673,,,
10380,0,0,10380,13178,0.92,1.31,7481,346,-0.08249192000000001,0.06448062043637037,0.0001,0.2,0.3060000075399876,-0.07095321391522887,-0.41881648361682894,0.038033087,17250,0.1964172124862671,-0.09618376940488815,,,
10410,0,0,10410,13213,0.9,1.38,7500,347,-0.10425185999999999,0.040201596766710285,0.0001,0.2,0.24333334177732469,-0.06582527304751178,-0.3669958084821701,0.14710268,17300,0.23043513298034668,-0.09397369623184204,,,
10440,0,0,10440,13248,0.89,1.41,7519,348,-0.1227284,0.10027483815327287,0.0001,0.2,0.2026666709780693,-0.058323518167870736,-0.4346148693561554,0.07073838,17350,-0.36757659912109375,-0.08327900618314743,,,
10470,0,0,10470,13292,0.89,1.42,7544,349,-0.12301117,0.08347871631383896,0.0001,0.2,0.4473333390057087,-0.08821465487591923,-0.44422112047672274,0.6144861,17400,0.13899970054626465,-0.1036476343870163,,,
10500,0,0,10500,13327,0.88,1.46,7563,350,-0.12781959,0.03230587530881166,0.0001,0.2,0.2153333405405283,-0.05334275016405931,-0.386290203332901,0.063374415,17450,0.422488272190094,-0.07028461247682571,,,
10530,0,0,10530,13366,0.87,1.49,7582,351,-0.13900121000000001,0.04587661627680063,0.0001,0.2,0.30066667415201664,-0.06680555094250788,-0.4838745242357254,0.025517013,17500,0.5046764612197876,-0.08730855584144592,,,
10560,0,0,10560,13399,0.89,1.42,7606,352,-0.10732153999999999,0.08553668286651372,0.0001,0.2,0.1866666730493307,-0.04056738518256072,-0.3257766389846802,0.064483926,17550,0.18162143230438232,-0.05360676348209381,,,
10590,0,0,10590,13434,0.9,1.41,7627,353,-0.09769262999999999,0.020172908962704243,0.0001,0.2,0.3140000047534704,-0.07053267132327892,-0.5860147881507873,0.098879024,17600,-93.683837890625,-0.11205150187015533,,,
10620,0,0,10620,13468,0.93,1.3,7654,354,-0.07161491000000002,0.0757314021885395,0.0001,0.2,0.26666667230427266,-0.06409673399121191,-0.45421028971672056,0.065751895,17650,0.01446908712387085,-0.09227435290813446,,,
10650,0,0,10650,13503,0.93,1.3,7677,355,-0.07272502000000002,0.037013795711100105,0.0001,0.2,0.3293333379179239,-0.06734303607263914,-0.5653293687105179,0.12849087,17700,0.08846282958984375,-0.08826325088739395,,,
10680,0,0,10680,13539,0.93,1.28,7701,356,-0.07296921,0.04849066812545061,0.0001,0.2,0.27933334074914457,-0.07295574733599394,-0.49226860284805296,0.12050779,17750,0.3523646593093872,-0.1044195368885994,,,
10710,0,0,10710,13576,0.92,1.3,7719,357,-0.08271725,0.031680460781790314,0.0001,0.2,0.38866667591035364,-0.07718519737074774,-0.5775232994556427,0.080810696,17800,0.37227243185043335,-0.0989481508731842,,,
10740,0,0,10740,13611,0.91,1.34,7743,358,-0.09330399999999997,0.07170490752905608,0.0001,0.2,0.29200000524520875,-0.06452387224106744,-0.4381459629535675,0.22187184,17850,0.0941629409790039,-0.09990886598825455,,,
10770,0,0,10770,13653,0.9,1.38,7765,359,-0.09475551999999998,0.10983702182769775,0.0001,0.2,0.24400000892579554,-0.06818951950346429,-0.3323407471179962,0.07644423,17900,-0.9419108629226685,-0.0714249238371849,,,
10800,0,0,10800,13692,0.91,1.34,7790,360,-0.08259975000000003,0.04248724369332194,0.0001,0.2,0.2846666717529297,-0.06559543896280232,-0.40981056571006774,0.27010676,17950,-0.3702523708343506,-0.09237943589687347,,,
10830,0,0,10830,13730,0.89,1.43,7805,361,-0.09394786,0.02827076873742044,0.0001,0.2,0.12800000473856926,-0.020459196322597562,-0.19452721685171126,0.020589251,18000,0.03136157989501953,-0.047182485461235046,,,
10860,0,0,10860,13764,0.91,1.37,7829,362,-0.0742834,0.07486329412087799,0.0001,0.2,0.2973333406448364,-0.07525792287662625,-0.26423967093229295,0.25503597,18050,0.15584999322891235,-0.08803291618824005,,,
10890,0,0,10890,13799,0.92,1.35,7852,363,-0.07425639,0.01920104837976396,0.0001,0.2,0.0780000015348196,-0.004178831500369889,-0.07299383535981178,0.0066203554,18100,0.41570502519607544,-0.003661400405690074,,,
10920,0,0,10920,13833,0.9,1.42,7873,364,-0.09425516,0.018154506403952837,0.0001,0.2,0.0,-0.00040209106750141996,-0.020292514525353907,7.871787e-06,18150,0.3165419101715088,0.0007184074493125081,,,
10950,0,0,10950,13870,0.9,1.41,7895,365,-0.10452167000000001,0.03383370496332645,0.0001,0.2,0.026666667386889456,-0.012451999336573856,-0.08105233520269393,0.07860419,18200,0.4592803120613098,-0.034489281475543976,,,
10980,0,0,10980,13908,0.95,1.27,7922,366,-0.06055560000000001,0.11704027153551579,0.0001,0.2,0.03066666826605797,-0.00650916266610146,-0.06322544738650322,0.0027019659,18250,-0.1444011926651001,-0.00012993067502975464,,,
11010,0,0,11010,13946,0.96,1.25,7948,367,-0.05004101,0.010382892210036515,0.0001,0.2,0.052000002712011335,-0.022119225270425282,-0.07389211647212506,0.047259763,18300,-385.88934326171875,-0.026885906234383583,,,
11040,0,0,11040,13985,0.96,1.21,7972,368,-0.049416760000000004,0.008720102792140097,0.0001,0.2,0.03066666826605797,-0.010656274041471363,-0.04105155050754547,0.0015218059,18350,-172.93890380859375,-0.011854351498186588,,,
11070,0,0,11070,14021,0.96,1.21,7994,369,-0.03889496,0.05837148001417518,0.0001,0.2,0.0,-0.0001328969398647928,-0.010920411292463541,3.496806e-07,18400,0.06882244348526001,0.006612193305045366,,,
11100,0,0,11100,14060,0.94,1.26,8018,370,-0.04990086,0.06123976808041334,0.0001,0.2,0.0,-3.5339544177048764e-06,-0.00863869020715356,3.973643e-09,18450,-0.49415576457977295,0.007905736565589905,,,
11130,0,0,11130,14097,0.92,1.27,8040,371,-0.060116700000000016,0.02879691026173532,0.0001,0.2,0.0,-0.0005960308296368222,-0.013513744734227657,3.217856e-05,18500,0.30749690532684326,0.0018373002531006932,,,
11160,0,0,11160,14132,0.91,1.33,8062,372,-0.07143748,0.05157054281793535,0.0001,0.2,0.0,-6.535003581049636e-06,-0.005017499988898635,0.0,18550,-0.34489405155181885,0.003162175416946411,,,
11190,0,0,11190,14174,0.91,1.34,8083,373,-0.08203657999999998,0.02353365923743695,0.0001,0.2,0.0,-0.00015068973124645168,-0.01396658319979906,4.4107438e-07,18600,0.4436339735984802,0.0006873342208564281,,,
11220,0,0,11220,14209,0.93,1.28,8113,374,-0.07133759,0.05437701709568501,0.0001,0.2,0.054000002071261405,-0.02006803189746764,-0.09249315548688174,0.16227122,18650,-0.038109660148620605,-0.04088100045919418,,,
11250,0,0,11250,14244,0.93,1.3,8134,375,-0.07129221,0.013815994618926197,0.0001,0.2,0.13466667115688324,-0.04702296291540065,-0.0877991996705532,0.18493925,18700,-23015.546875,-0.05240072309970856,,,
11280,0,0,11280,14283,0.95,1.22,8160,376,-0.06069911,0.08420012980699539,0.0001,0.2,0.0946666694432497,-0.03787963868584484,-0.1441650541126728,0.05988671,18750,-0.08192551136016846,-0.05166793614625931,,,
11310,0,0,11310,14318,0.94,1.23,8180,377,-0.07022411,0.017499124938622115,0.0001,0.2,0.1486666704714298,-0.030290957753856988,-0.2328878816962242,0.07425569,18800,0.6409804821014404,-0.037096284329891205,,,
11340,0,0,11340,14355,0.89,1.38,8195,378,-0.09337946000000001,0.10064506910741329,0.0001,0.2,0.0,-0.00245087122152718,-0.04827360078692436,0.0002812763,18850,0.1606360673904419,0.00949493981897831,,,
11370,0,0,11370,14393,0.89,1.41,8217,379,-0.09386109,0.08375891707837582,0.0001,0.2,0.052000002712011335,-0.010570830697465396,-0.07921934634447098,0.011640835,18900,-0.6702401638031006,-0.009625565260648727,,,
11400,0,0,11400,14432,0.9,1.39,8242,380,-0.08272245000000002,0.04364991220645607,0.0001,0.2,0.13800000421702863,-0.026792233317779975,-0.18318335980176925,0.3018719,18950,-0.5069530010223389,-0.06744831800460815,,,
