rollout/ep_rew_mean,rollout/ep_len_mean,env/current_idx,env/n_steps,time/total_timesteps,rollout/success_rate,time/time_elapsed,env/completion_counter,time/fps,time/iterations,train/n_updates,train/clip_fraction,train/explained_variance,train/learning_rate,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_range,eval/mean_reward,eval/success_rate,eval/mean_ep_length
-0.08369039000000003,1.44,1595,44310,44310,0.91,55409,2,0,1477,14760,0.0,0.2640848159790039,0.0001,0.044400278478860855,-0.22599616944789885,1.9669533e-06,-5.3225159687286804e-05,0.09179775193333625,0.2,,,
-0.09386489999999999,1.45,1617,44340,44340,0.9,55444,2,0,1478,14770,0.0,0.28272688388824463,0.0001,0.04222229868173599,-0.23431035578250886,0.0002596438,-0.0019200730378116759,0.11125668957829475,0.2,,,
-0.07187785,1.32,1642,44370,44370,0.93,55485,2,0,1479,14780,0.0,0.23143625259399414,0.0001,0.06998623162508011,-0.256774865090847,0.00012762746,-0.000950446340139166,0.15040567964315416,0.2,,,
-0.06134184000000001,1.3,1667,44400,44400,0.94,55518,2,0,1480,14790,0.0,0.5816729068756104,0.0001,0.007848277688026428,-0.2661445319652557,0.00010181268,-0.0022135317408050526,0.030183090828359127,0.2,,,
-0.059712629999999996,1.26,1689,44430,44430,0.94,55550,2,0,1481,14800,0.0,-0.1583554744720459,0.0001,0.019908348098397255,-0.24948779940605165,2.0879506e-05,0.0007227407904187189,0.04522016458213329,0.2,,,
-0.06052055999999999,1.27,1712,44460,44460,0.94,55588,2,0,1482,14810,0.0,0.09661984443664551,0.0001,0.04003560543060303,-0.24927012473344803,7.980069e-05,-0.0003628846018303378,0.09006829559803009,0.2,,,
-0.050699570000000006,1.28,1737,44490,44490,0.94,55624,2,0,1483,14820,0.0,0.4731658101081848,0.0001,0.04567430168390274,-0.2425514802336693,1.2002389e-05,-0.00017870525591821008,0.10481884106993675,0.2,,,
-0.06427106,1.37,1755,44520,44520,0.93,55655,2,0,1484,14830,0.0,-27.441204071044922,0.0001,0.014761934988200665,-0.2561833500862122,7.51694e-05,-0.0010438603069633067,0.038879384845495225,0.2,,,
-0.06322047,1.3,1780,44550,44550,0.94,55694,2,0,1485,14840,0.0,0.44981497526168823,0.0001,0.045217666774988174,-0.2437320038676262,0.0004799326,-0.0011494267020800918,0.10706633180379868,0.2,,,
-0.06289328,1.29,1805,44580,44580,0.94,55736,2,0,1486,14850,0.0,0.3331639766693115,0.0001,0.008714564144611359,-0.24771240651607512,8.400679e-05,-0.0005228252274779521,0.025053985975682737,0.2,,,
-0.052715769999999995,1.29,1828,44610,44610,0.94,55771,2,0,1487,14860,0.0,0.6849274635314941,0.0001,0.017448121681809425,-0.25223193019628526,5.4597854e-06,0.00011245151229859474,0.03907940573990345,0.2,,,
-0.05001440999999999,1.26,1852,44640,44640,0.94,55804,2,0,1488,14870,0.0,-0.49858319759368896,0.0001,0.010877316817641258,-0.2606442183256149,0.0002953887,-0.004870066548658514,0.04857656210660934,0.2,,,
-0.08100146000000001,1.31,1873,44670,44670,0.91,55839,2,0,1489,14880,0.0,0.5139292478561401,0.0001,0.03537698835134506,-0.2809076100587845,1.5268723e-05,-0.00024893194587400914,0.09312995672225952,0.2,,,
-0.07038414999999999,1.28,1898,44700,44700,0.92,55873,2,0,1490,14890,0.0,0.7150548696517944,0.0001,0.022119132801890373,-0.30376465022563937,3.3020974e-06,-6.311227821562682e-05,0.058134335279464724,0.2,,,
-0.07037270000000001,1.29,1921,44730,44730,0.93,55905,2,0,1491,14900,0.0,0.4189963936805725,0.0001,0.04798639193177223,-0.31220728158950806,4.5667093e-05,-0.0005800817649770807,0.1095540001988411,0.2,,,
-0.10209381,1.37,1939,44760,44760,0.91,55939,2,0,1492,14910,0.0,-1.194267749786377,0.0001,0.04171469062566757,-0.2961721301078796,2.5024017e-05,-0.0003893113192923181,0.12878798469901084,0.2,,,
