env/completion_counter,time/total_timesteps,eval/success_rate,env/current_idx,eval/mean_ep_length,env/n_steps,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/success_rate,train/entropy_loss,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/loss,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate
0,9090,0.96,4353,1.2,9090,-0.03125221981666982,,,,,,,-0.020842092484235762,0.1214563250541687,0.0,-1.9768874093273325e-08,3020,0.0606330968439579,0.0,0.13005410879850388,0.2,0.001
,9090,,,,,,1.74,-0.15075125,0,303,37616,0.88,,,,,,,,,,
0,9120,0.94,4367,1.5,9120,-0.07532220950350166,,,,,,,-0.02074685711413622,0.29538875818252563,0.0,-8.74201457889967e-08,3030,0.08883944898843765,0.0,0.21377445757389069,0.2,0.001
,9120,,,,,,1.77,-0.14779924,0,304,37739,0.88,,,,,,,,,,
0,9150,0.9,4384,1.52,9150,-0.09530159192159772,,,,,,,-0.020795445889234543,-0.1491079330444336,0.0,-9.139378809308596e-09,3040,0.08213379234075546,0.0,0.198127444088459,0.2,0.001
,9150,,,,,,1.82,-0.1696981,0,305,37858,0.86,,,,,,,,,,
0,9180,0.92,4397,1.4,9180,-0.09574388461653144,,,,,,,-0.020925087109208106,0.29471254348754883,0.0,4.5696897155167445e-09,3050,0.06768798828125,0.0,0.1591528460383415,0.2,0.001
,9180,,,,,,1.87,-0.18313212,0,306,37971,0.85,,,,,,,,,,
0,9210,0.9,4415,1.56,9210,-0.11983284536283463,,,,,,,-0.02093256637454033,0.16894030570983887,0.0,-7.490316971114907e-08,3060,0.09232818335294724,0.0,0.28038966208696364,0.2,0.001
,9210,,,,,,1.84,-0.17836406999999999,0,307,38106,0.85,,,,,,,,,,
0,9240,0.98,4431,1.3,9240,-0.032090556868351994,,,,,,,-0.02093431893736124,0.24379557371139526,0.0,-2.3245811675565164e-08,3070,0.08392906934022903,0.0,0.1953301101922989,0.2,0.001
,9240,,,,,,1.85,-0.18148625,0,308,38224,0.85,,,,,,,,,,
0,9270,0.92,4444,1.54,9270,-0.09504910748451949,,,,,,,-0.020901791006326675,-0.15426301956176758,0.0,-1.9192695361880395e-07,3080,0.08425640314817429,0.0,0.20517631620168686,0.2,0.001
,9270,,,,,,1.92,-0.17987420999999998,0,309,38347,0.84,,,,,,,,,,
0,9300,0.9,4461,1.6,9300,-0.0800402398314327,,,,,,,-0.020823131129145623,-0.27071988582611084,0.0,3.1590462246100515e-08,3090,0.07143458724021912,0.0,0.17517778277397156,0.2,0.001
,9300,,,,,,1.98,-0.18046012,0,310,38471,0.84,,,,,,,,,,
0,9330,0.98,4473,1.12,9330,-0.028046263149008155,,,,,,,-0.020936586521565916,0.4828248620033264,0.0,-8.294979725320673e-09,3100,0.036946263164281845,0.0,0.08642018511891365,0.2,0.001
,9330,,,,,,1.98,-0.18218097,0,311,38569,0.85,,,,,,,,,,
0,9360,0.96,4484,1.32,9360,-0.053793044332414865,,,,,,,-0.02093558441847563,0.23934900760650635,0.0,-4.053115922886263e-08,3110,0.08847703784704208,0.0,0.19002601355314255,0.2,0.001
,9360,,,,,,2.1,-0.2335846,0,312,38691,0.81,,,,,,,,,,
0,9390,1.0,4500,1.18,9390,-0.009409538097679615,,,,,,,-0.02092257048934698,0.6128052473068237,0.0,-7.112820998855796e-08,3120,0.03518626093864441,0.0,0.08703602775931359,0.2,0.001
,9390,,,,,,2.03,-0.20695377999999998,0,313,38792,0.82,,,,,,,,,,
0,9420,0.9,4517,1.48,9420,-0.11640666637104005,,,,,,,-0.02087190914899111,0.347961962223053,0.0,2.2302071844837457e-08,3130,0.08313386887311935,0.0,0.2831535547971725,0.2,0.001
,9420,,,,,,2.06,-0.21483242,0,314,38910,0.81,,,,,,,,,,
0,9450,0.94,4535,1.42,9450,-0.070856566359289,,,,,,,-0.020912934467196463,0.02615642547607422,0.0,3.2285848927671165e-08,3140,0.1133776381611824,0.0,0.25198040455579757,0.2,0.001
,9450,,,,,,2.0,-0.19114624,0,315,39041,0.83,,,,,,,,,,
0,9480,0.96,4552,1.48,9480,-0.033339123385958375,,,,,,,-0.02102641575038433,0.15860247611999512,0.0,-7.112820943344644e-08,3150,0.05894035845994949,0.0,0.14834727644920348,0.2,0.001
,9480,,,,,,1.88,-0.20762376,0,316,39159,0.83,,,,,,,,,,
0,9510,0.96,4574,1.26,9510,-0.03036735823377967,,,,,,,-0.020996046252548695,0.2243037223815918,0.0,2.682209054860607e-08,3160,0.13300080597400665,0.0,0.36371949315071106,0.2,0.001
,9510,,,,,,1.77,-0.18256586999999996,0,317,39268,0.85,,,,,,,,,,
0,9540,0.96,4592,1.24,9540,-0.04912529597058892,,,,,,,-0.020756814256310464,-0.17950356006622314,0.0,-2.5272369583717593e-07,3170,0.07060904055833817,0.0,0.16820882856845856,0.2,0.001
,9540,,,,,,1.66,-0.14771146,0,318,39392,0.88,,,,,,,,,,
0,9570,0.92,4611,1.5,9570,-0.10313902946189046,,,,,,,-0.020807932130992413,0.10890936851501465,0.0,-7.76847207006881e-08,3180,0.072853222489357,0.0,0.17565428763628005,0.2,0.001
,9570,,,,,,1.55,-0.12569674,0,319,39526,0.9,,,,,,,,,,
0,9600,0.94,4622,1.36,9600,-0.05171490782406181,,,,,,,-0.020954976230859755,0.3741186857223511,0.0,-2.3047129582565163e-08,3190,0.056278809905052185,0.0,0.13887626603245734,0.2,0.001
,9600,,,,,,1.7,-0.17933857,0,320,39639,0.87,,,,,,,,,,
0,9630,0.88,4643,1.62,9630,-0.11749684283975512,,,,,,,-0.0209271389991045,0.1490498185157776,0.0,-4.758437492924372e-08,3200,0.09716837853193283,0.0,0.2484595000743866,0.2,0.001
,9630,,,,,,1.67,-0.16034557,0,321,39776,0.88,,,,,,,,,,
0,9660,0.94,4655,1.28,9660,-0.05158425270114094,,,,,,,-0.020828907564282417,-0.03640437126159668,0.0,-4.818042222964891e-08,3210,0.07018593698740005,0.0,0.21327510178089143,0.2,0.001
,9660,,,,,,1.76,-0.16607615000000003,0,322,39888,0.87,,,,,,,,,,
0,9690,0.92,4669,1.52,9690,-0.07474566393531859,,,,,,,-0.02081299852579832,0.1880708932876587,0.0,2.5828679373063323e-08,3220,0.11092071980237961,0.0,0.2669097274541855,0.2,0.001
,9690,,,,,,1.85,-0.18785241999999996,0,323,40024,0.85,,,,,,,,,,
0,9720,0.98,4682,1.18,9720,-0.02820728703867644,,,,,,,-0.020865471474826335,0.1416010856628418,0.0,-3.695488048904849e-08,3230,0.07262902706861496,0.0,0.17752487063407899,0.2,0.001
,9720,,,,,,1.94,-0.19425530999999996,0,324,40128,0.84,,,,,,,,,,
0,9750,0.9,4700,1.62,9750,-0.055228801844641566,,,,,,,-0.020976195111870766,0.061422109603881836,0.0,-6.24607012333911e-08,3240,0.07585815340280533,0.0,0.17559967637062074,0.2,0.001
,9750,,,,,,2.01,-0.22153787000000003,0,325,40255,0.82,,,,,,,,,,
0,9780,0.92,4713,1.44,9780,-0.0742095396714285,,,,,,,-0.020738277584314346,0.16431641578674316,0.0,-5.324681824347977e-08,3250,0.08582611382007599,0.0,0.19986961036920547,0.2,0.001
,9780,,,,,,2.02,-0.21477060000000006,0,326,40369,0.82,,,,,,,,,,
0,9810,0.98,4726,1.1,9810,-0.02799462579190731,,,,,,,-0.021103656105697154,0.021730005741119385,0.0,-6.337960651858765e-08,3260,0.10930214822292328,0.0,0.23176559507846833,0.2,0.001
,9810,,,,,,2.06,-0.24376956000000002,0,327,40476,0.8,,,,,,,,,,
0,9840,0.92,4740,1.44,9840,-0.055970452069304885,,,,,,,-0.020913419499993324,0.3778383135795593,0.0,-1.8894672386693402e-07,3270,0.08759968727827072,0.0,0.20823462158441544,0.2,0.001
,9840,,,,,,2.13,-0.25144694,0,328,40595,0.8,,,,,,,,,,
0,9870,0.98,4753,1.38,9870,-0.03385353174060583,,,,,,,-0.020817379280924798,0.36577308177948,0.0,-2.3345153654652506e-08,3280,0.06702258437871933,0.0,0.16651973575353624,0.2,0.001
,9870,,,,,,2.16,-0.25433104000000006,0,329,40712,0.8,,,,,,,,,,
0,9900,0.94,4770,1.48,9900,-0.0795562451845035,,,,,,,-0.020928512141108514,0.4640829563140869,0.0,-6.556511067401516e-09,3290,0.05135718733072281,0.0,0.12026840820908546,0.2,0.001
,9900,,,,,,2.02,-0.22458473,0,330,40836,0.82,,,,,,,,,,
0,9930,0.92,4783,1.52,9930,-0.07486032704822719,,,,,,,-0.02099883947521448,0.24429672956466675,0.0,2.180536613494155e-08,3300,0.037285447120666504,0.0,0.09082925319671631,0.2,0.001
,9930,,,,,,2.08,-0.21632979,0,331,40955,0.81,,,,,,,,,,
0,9960,0.88,4805,1.58,9960,-0.07575680579990149,,,,,,,-0.021006532199680805,-0.07329428195953369,0.0,-2.6822090837264056e-08,3310,0.05624958127737045,0.0,0.1398088425397873,0.2,0.001
,9960,,,,,,1.96,-0.17163663999999998,0,332,41082,0.84,,,,,,,,,,
0,9990,1.0,4819,1.12,9990,-0.008073940277099609,,,,,,,-0.021053911559283732,-57.97381591796875,0.0,-1.1920932241338277e-09,3320,0.0037078966852277517,0.0,0.02063583261333406,0.2,0.001
,9990,,,,,,1.9,-0.11665092999999999,0,333,41192,0.88,,,,,,,,,,
0,10020,0.98,4835,1.34,10020,-0.031085740313865243,,,,,,,-0.020960760675370692,0.5214033126831055,0.0,-1.688798230148336e-08,3330,0.02721131220459938,0.0,0.06417691446840763,0.2,0.001
,10020,,,,,,1.92,-0.11705252,0,334,41308,0.88,,,,,,,,,,
0,10050,0.86,4850,1.68,10050,-0.12533310719765722,,,,,,,-0.021088633500039578,-0.1272742748260498,0.0,-4.9273173319264174e-08,3340,0.10403779149055481,0.0,0.21403382271528243,0.2,0.001
,10050,,,,,,1.83,-0.11656346000000001,0,335,41441,0.88,,,,,,,,,,
0,10080,0.96,4873,1.38,10080,-0.051753696775995194,,,,,,,-0.020974918641149996,0.07294493913650513,0.0,-7.092952647447248e-08,3350,0.09981965273618698,0.0,0.20547837764024734,0.2,0.001
,10080,,,,,,1.76,-0.10808978,0,336,41567,0.91,,,,,,,,,,
0,10110,0.94,4891,1.32,10110,-0.05202601889148355,,,,,,,-0.020962313376367094,0.27032530307769775,0.0,7.197260840641206e-08,3360,0.01255031768232584,0.0,0.09673791471868753,0.2,0.001
,10110,,,,,,1.68,-0.10983338,0,337,41682,0.93,,,,,,,,,,
0,10140,0.98,4910,1.2,10140,-0.009237749231979252,,,,,,,-0.020908209308981896,0.037492334842681885,0.0,-2.358357119369714e-07,3370,0.0677858367562294,0.0,0.15616370290517806,0.2,0.001
,10140,,,,,,1.74,-0.13658201,0,338,41784,0.91,,,,,,,,,,
0,10170,0.96,4928,1.3,10170,-0.030876657464541494,,,,,,,-0.021024458669126035,0.015339195728302002,0.0,-1.6490618071074438e-08,3380,0.11603912711143494,0.0,0.23916647285223008,0.2,0.001
,10170,,,,,,1.62,-0.11305348000000004,0,339,41892,0.93,,,,,,,,,,
0,10200,0.94,4946,1.36,10200,-0.03482742727268487,,,,,,,-0.021112164855003356,0.5542826652526855,0.0,4.3809415917195335e-08,3390,0.022047778591513634,0.0,0.11834635362029075,0.2,0.001
,10200,,,,,,1.6,-0.11015141999999999,0,340,42018,0.92,,,,,,,,,,
0,10230,0.92,4961,1.48,10230,-0.09407834355719387,,,,,,,-0.024461473152041436,0.25893843173980713,0.005009999,-0.003316695828301253,3400,0.08028881251811981,0.01666666753590107,0.1952340066432953,0.2,0.001
,10230,,,,,,1.64,-0.09988938000000001,0,341,42150,0.93,,,,,,,,,,
0,10260,0.92,4976,1.44,10260,-0.0521799694141373,,,,,,,-0.033097213879227635,0.044999122619628906,4.6491624e-07,-3.0654668807805763e-06,3410,0.04577194154262543,0.0,0.11159572079777717,0.2,0.001
,10260,,,,,,1.72,-0.12125796999999999,0,342,42272,0.9,,,,,,,,,,
0,10290,0.98,4987,1.32,10290,-0.03062413217034191,,,,,,,-0.044569920375943185,0.23716789484024048,0.006709792,-0.0024615478643681852,3420,0.06471740454435349,0.020000001043081285,0.16557658463716507,0.2,0.001
,10290,,,,,,1.84,-0.15799061000000003,0,343,42388,0.87,,,,,,,,,,
0,10320,0.92,5000,1.52,10320,-0.09752161954063922,,,,,,,-0.04441249072551727,0.12136566638946533,0.007904887,-0.003079715325535837,3430,0.10708896070718765,0.020000001043081285,0.24793316721916198,0.2,0.001
,10320,,,,,,1.95,-0.16703421000000002,0,344,42514,0.85,,,,,,,,,,
0,10350,0.98,5012,1.32,10350,-0.03086959061678499,,,,,,,-0.02698566596955061,0.21730899810791016,7.1525574e-07,-1.0181938658426759e-05,3440,0.05119812861084938,0.0,0.1327381081879139,0.2,0.001
,10350,,,,,,2.07,-0.19451162999999996,0,345,42630,0.83,,,,,,,,,,
0,10380,0.92,5030,1.46,10380,-0.10487305608578026,,,,,,,-0.01842097407206893,0.024898827075958252,0.007378268,-0.005080939228646475,3450,0.0772438496351242,0.020000001043081285,0.21661086678504943,0.2,0.001
,10380,,,,,,2.06,-0.20077915999999998,0,346,42747,0.83,,,,,,,,,,
0,10410,0.94,5042,1.48,10410,-0.05316716088913381,,,,,,,-0.012173673510551453,-0.0679326057434082,9.536743e-08,-7.351239534880705e-08,3460,0.08607694506645203,0.0,0.19628931879997252,0.2,0.001
,10410,,,,,,2.15,-0.18158917,0,347,42869,0.84,,,,,,,,,,
0,10440,0.94,5052,1.36,10440,-0.07541948926635086,,,,,,,-0.010393369011580944,-0.2601358890533447,0.0,-3.1312307111619477e-07,3470,0.04949229955673218,0.0,0.1069319911301136,0.2,0.001
,10440,,,,,,2.29,-0.21487066999999996,0,348,42986,0.8,,,,,,,,,,
0,10470,0.96,5066,1.4,10470,-0.031961411661468445,,,,,,,-0.009952021203935147,0.08877456188201904,0.0,2.3901462142816854e-07,3480,0.09384852647781372,0.0,0.2597700819373131,0.2,0.001
,10470,,,,,,2.32,-0.24456735999999998,0,349,43103,0.78,,,,,,,,,,
0,10500,0.98,5078,1.14,10500,-0.028509728079661727,,,,,,,-0.009701960626989603,0.3493765592575073,0.0,-2.22524015214276e-08,3490,0.07609342783689499,0.0,0.15131164938211442,0.2,0.001
,10500,,,,,,2.33,-0.24580060999999995,0,350,43206,0.78,,,,,,,,,,
0,10530,0.92,5093,1.6,10530,-0.0955157154565677,,,,,,,-0.009611799009144306,0.13608193397521973,0.0,-9.180108521356089e-07,3500,0.05033765733242035,0.0,0.14754421040415763,0.2,0.001
,10530,,,,,,2.26,-0.24612046000000004,0,351,43337,0.78,,,,,,,,,,
0,10560,0.98,5110,1.14,10560,-0.031987554696388545,,,,,,,-0.009632417559623718,0.5156043171882629,0.0,2.006689736600009e-08,3510,0.06227593496441841,0.0,0.14892484545707702,0.2,0.001
,10560,,,,,,2.14,-0.22186740000000005,0,352,43439,0.81,,,,,,,,,,
0,10590,0.92,5126,1.52,10590,-0.05332624542526901,,,,,,,-0.009913503285497427,0.3127601742744446,0.0,-1.2218951828124602e-07,3520,0.06210426613688469,0.0,0.14851555302739144,0.2,0.001
,10590,,,,,,2.13,-0.23231664999999996,0,353,43565,0.8,,,,,,,,,,
0,10620,0.88,5139,1.64,10620,-0.13650739771779627,,,,,,,-0.009604165237396956,-0.1284571886062622,0.0,3.774961010449829e-09,3530,0.09421193599700928,0.0,0.23261260241270065,0.2,0.001
,10620,,,,,,2.15,-0.28036484,0,354,43702,0.78,,,,,,,,,,
0,10650,0.96,5157,1.34,10650,-0.05139425007626414,,,,,,,-0.009654357843101025,0.18518924713134766,0.0,-9.616216021246515e-08,3540,0.06877283751964569,0.0,0.15938099324703217,0.2,0.001
,10650,,,,,,1.99,-0.26605692999999997,0,355,43815,0.8,,,,,,,,,,
0,10680,0.96,5177,1.28,10680,-0.060178559394553306,,,,,,,-0.009647049009799957,0.4574902057647705,0.0,1.0430809105343996e-09,3550,0.03729019686579704,0.0,0.10549481809139252,0.2,0.001
,10680,,,,,,1.8,-0.19209947,0,356,43927,0.85,,,,,,,,,,
0,10710,0.98,5196,1.22,10710,-0.028867384092882274,,,,,,,-0.00895467409864068,-2.5216681957244873,0.0041237194,-0.003805576222172391,3560,0.02660456672310829,0.01666666753590107,0.12173753082752228,0.2,0.001
,10710,,,,,,1.7,-0.15654593999999997,0,357,44031,0.88,,,,,,,,,,
0,10740,0.98,5211,1.26,10740,-0.030185873969458044,,,,,,,-0.007655802089720965,-0.8915610313415527,0.0,2.829730533449037e-07,3570,0.0708727315068245,0.0,0.19174578934907913,0.2,0.001
,10740,,,,,,1.76,-0.16493689,0,358,44136,0.87,,,,,,,,,,
0,10770,1.0,5225,1.2,10770,-0.009065042557194829,,,,,,,-0.007202096516266465,0.36930394172668457,0.0,4.818042116383481e-08,3580,0.05601567402482033,0.0,0.11869866773486137,0.2,0.001
,10770,,,,,,1.84,-0.17138348000000003,0,359,44241,0.86,,,,,,,,,,
0,10800,0.94,5239,1.38,10800,-0.05242687144316733,,,,,,,-0.008815928408876062,0.149944007396698,0.010602415,-0.0019125824210155962,3590,0.07765718549489975,0.020000001043081285,0.17137931287288666,0.2,0.001
,10800,,,,,,1.84,-0.16834421,0,360,44356,0.85,,,,,,,,,,
0,10830,0.94,5256,1.32,10830,-0.05331883070990443,,,,,,,-0.013066885806620122,0.4464907646179199,5.9604645e-08,-3.0939281458586264e-06,3600,0.053279101848602295,0.0,0.1390230931341648,0.2,0.001
,10830,,,,,,1.77,-0.1370787,0,361,44466,0.88,,,,,,,,,,
0,10860,0.92,5273,1.42,10860,-0.07461651218589395,,,,,,,-0.015160341374576091,0.5003530979156494,0.0,-4.196166960568348e-07,3610,0.05112941563129425,0.0,0.17408208325505256,0.2,0.001
,10860,,,,,,1.85,-0.16856946999999997,0,362,44583,0.85,,,,,,,,,,
0,10890,0.94,5290,1.38,10890,-0.07239658014848828,,,,,,,-0.016139250248670578,0.5065702199935913,0.0,-3.079573263065072e-07,3620,0.057769354432821274,0.0,0.1451343834400177,0.2,0.001
,10890,,,,,,1.89,-0.17207267,0,363,44695,0.85,,,,,,,,,,
0,10920,0.96,5303,1.28,10920,-0.05198120275046676,,,,,,,-0.016369728557765483,-0.3325314521789551,0.0,3.41733304320968e-08,3630,0.054091453552246094,0.0,0.1482870474457741,0.2,0.001
,10920,,,,,,1.96,-0.19915199,0,364,44804,0.83,,,,,,,,,,
0,10950,1.0,5316,1.24,10950,-0.00935532594565302,,,,,,,-0.01649133674800396,0.1755732297897339,0.0,-7.172425693369178e-08,3640,0.10723274946212769,0.0,0.31289706081151963,0.2,0.001
,10950,,,,,,1.97,-0.17938291000000003,0,365,44913,0.85,,,,,,,,,,
0,10980,0.96,5333,1.26,10980,-0.01055850534234196,,,,,,,-0.016575412079691886,-0.5271252393722534,0.0,2.5232633937832815e-08,3650,0.10704781115055084,0.0,0.28074770867824556,0.2,0.001
,10980,,,,,,1.9,-0.14830923,0,366,45018,0.87,,,,,,,,,,
0,11010,0.88,5350,1.64,11010,-0.07965439602732659,,,,,,,-0.01652732603251934,0.6103976964950562,0.0,-7.549921532401526e-09,3660,0.0255371555685997,0.0,0.0757706519216299,0.2,0.001
,11010,,,,,,1.96,-0.15634102,0,367,45148,0.85,,,,,,,,,,
0,11040,0.94,5363,1.38,11040,-0.06438518169336022,,,,,,,-0.01701516080647707,0.07846188545227051,0.0,-5.088746528603138e-08,3670,0.06049764156341553,0.0,0.1792987398803234,0.2,0.001
,11040,,,,,,1.99,-0.16751443000000002,0,368,45266,0.85,,,,,,,,,,
0,11070,0.92,5376,1.52,11070,-0.07447187304496765,,,,,,,-0.01655360534787178,0.1789097785949707,0.0,-3.899137284157916e-08,3680,0.09692718088626862,0.0,0.2480286791920662,0.2,0.001
,11070,,,,,,2.03,-0.19724824000000002,0,369,45389,0.83,,,,,,,,,,
0,11100,0.92,5389,1.44,11100,-0.09645427009090782,,,,,,,-0.016649173758924007,0.2805400490760803,0.0,-3.9239724181072686e-08,3690,0.04441136494278908,0.0,0.13154229447245597,0.2,0.001
,11100,,,,,,2.1,-0.22059119,0,370,45504,0.8,,,,,,,,,,
0,11130,0.94,5405,1.4,11130,-0.07132468442898243,,,,,,,-0.016748684272170068,0.3906344175338745,0.0,-1.465280832668725e-07,3700,0.05239279568195343,0.0,0.13769104853272437,0.2,0.001
,11130,,,,,,2.02,-0.21756510999999995,0,371,45615,0.8,,,,,,,,,,
0,11160,0.96,5421,1.32,11160,-0.050733852768316864,,,,,,,-0.016578136943280697,0.16700220108032227,0.0,-7.202228005098732e-08,3710,0.06749757379293442,0.0,0.1712728574872017,0.2,0.001
,11160,,,,,,2.04,-0.23183853000000001,0,372,45720,0.78,,,,,,,,,,
0,11190,0.96,5435,1.22,11190,-0.02879905221518129,,,,,,,-0.01659667305648327,0.34785574674606323,0.0,5.215406411185341e-08,3720,0.0804566815495491,0.0,0.2120761215686798,0.2,0.001
,11190,,,,,,2.06,-0.25871887,0,373,45829,0.77,,,,,,,,,,
0,11220,1.0,5453,1.3,11220,-0.010640081358142197,,,,,,,-0.016717916913330556,0.41889357566833496,0.0,-3.54399277036066e-08,3730,0.06643572449684143,0.0,0.24246955960988997,0.2,0.001
,11220,,,,,,2.01,-0.24925311,0,374,45932,0.79,,,,,,,,,,
0,11250,0.98,5468,1.14,11250,-0.027826022799126805,,,,,,,-0.01648713815957308,0.42809051275253296,0.0,-4.003445437383846e-08,3740,0.045611102133989334,0.0,0.14715098813176156,0.2,0.001
,11250,,,,,,1.97,-0.21982227,0,375,46028,0.81,,,,,,,,,,
0,11280,0.96,5485,1.38,11280,-0.03506248136050999,,,,,,,-0.0168362895026803,-0.00687718391418457,0.0,-1.2576580079581846e-07,3750,0.09389108419418335,0.0,0.21530663073062897,0.2,0.001
,11280,,,,,,1.86,-0.19695523,0,376,46147,0.84,,,,,,,,,,
0,11310,0.98,5500,1.18,11310,-0.03247360983863473,,,,,,,-0.016521651670336722,-0.03448212146759033,0.0,1.907348692320454e-08,3760,0.11644235253334045,0.0,0.26241530776023864,0.2,0.001
,11310,,,,,,1.89,-0.20683103,0,377,46259,0.83,,,,,,,,,,
0,11340,0.98,5514,1.32,11340,-0.03151256948709488,,,,,,,-0.01664355043321848,0.2442503571510315,0.0,-4.20709457604751e-08,3770,0.0940171629190445,0.0,0.21793966591358185,0.2,0.001
,11340,,,,,,1.96,-0.22039913,0,378,46367,0.83,,,,,,,,,,
0,11370,0.94,5531,1.32,11370,-0.05167804287746549,,,,,,,-0.016568697802722455,-0.0837240219116211,0.0,2.2848448466561423e-09,3780,0.10633231699466705,0.0,0.23713404387235643,0.2,0.001
,11370,,,,,,1.9,-0.18328971999999996,0,379,46481,0.86,,,,,,,,,,
0,11400,0.94,5548,1.36,11400,-0.07450649020262062,,,,,,,-0.016637729853391646,0.10408443212509155,0.0,-3.0696391748463727e-07,3790,0.0760720893740654,0.0,0.16346269249916076,0.2,0.001
,11400,,,,,,1.85,-0.16084457,0,380,46655,0.87,,,,,,,,,,
0,11430,0.98,5563,1.1,11430,-0.027904606102965773,,,,,,,-0.01630204226821661,-0.8748694658279419,0.0,-5.622704835062109e-08,3800,0.01749684475362301,0.0,0.04292823746800423,0.2,0.001
,11430,,,,,,1.9,-0.18154747000000004,0,381,46762,0.85,,,,,,,,,,
0,11460,0.94,5574,1.4,11460,-0.0742116984911263,,,,,,,-0.01669044028967619,0.3139062523841858,0.0,1.827875788507072e-08,3810,0.09588370472192764,0.0,0.28711358159780503,0.2,0.001
,11460,,,,,,2.0,-0.21388425000000003,0,382,46876,0.83,,,,,,,,,,
0,11490,0.9,5590,1.68,11490,-0.12514921297784895,,,,,,,-0.016610800847411157,0.17149567604064941,0.0,-3.467003486523623e-08,3820,0.09976973384618759,0.0,0.20387086421251296,0.2,0.001
,11490,,,,,,2.04,-0.20604505000000004,0,383,47004,0.84,,,,,,,,,,
0,11520,0.9,5605,1.52,11520,-0.1152443895675242,,,,,,,-0.016500719264149664,0.23411500453948975,0.0,-9.43740199321752e-08,3830,0.10255297273397446,0.0,0.2337147757411003,0.2,0.001
,11520,,,,,,2.0,-0.18697267999999997,0,384,47129,0.85,,,,,,,,,,
0,11550,0.98,5621,1.16,11550,-0.02882020571269095,,,,,,,-0.016713057830929755,0.04726511240005493,0.0,-4.3511392266992743e-08,3840,0.07449366897344589,0.0,0.17019317001104356,0.2,0.001
,11550,,,,,,1.98,-0.21315541,0,385,47233,0.83,,,,,,,,,,
0,11580,0.96,5642,1.32,11580,-0.05106473987922072,,,,,,,-0.01675720661878586,0.1376100778579712,0.0,-1.3609727345098577e-07,3850,0.13406647741794586,0.0,0.31926093995571136,0.2,0.001
,11580,,,,,,1.91,-0.21627231000000002,0,386,47351,0.83,,,,,,,,,,
0,11610,1.0,5652,1.08,11610,-0.007498383847996592,,,,,,,-0.016629905439913273,0.25966858863830566,0.0,-1.0192394195307486e-07,3860,0.09874948859214783,0.0,0.24350022077560424,0.2,0.001
,11610,,,,,,2.02,-0.24653303000000001,0,387,47451,0.81,,,,,,,,,,
0,11640,0.96,5670,1.36,11640,-0.05181972871068865,,,,,,,-0.016608968190848828,0.10350263118743896,0.0,-1.1871258465134816e-08,3870,0.1021176129579544,0.0,0.23665173649787902,0.2,0.001
,11640,,,,,,1.92,-0.22086596000000003,0,388,47564,0.83,,,,,,,,,,
0,11670,0.94,5689,1.3,11670,-0.05056229694746435,,,,,,,-0.016582893766462804,0.22269880771636963,0.0,-3.109375732446296e-08,3880,0.09513038396835327,0.0,0.2531205162405968,0.2,0.001
,11670,,,,,,1.8,-0.18678985,0,389,47668,0.85,,,,,,,,,,
