eval/success_rate,time/total_timesteps,eval/mean_ep_length,env/completion_counter,env/n_steps,env/current_idx,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/explained_variance,train/entropy_loss,train/value_loss,train/n_updates
0.98,2610,1.24,0,2610,909,-0.030038179447874427,,,,,,,0.0003545614064204727,1.0033448e-05,0.0001,0.13589981198310852,0.0,0.2,0.07653039693832397,-1.361459231376648,0.2787635326385498,430
,2610,,,,,,0,2.71,87,0.72,10828,-0.32997894,,,,,,,,,,
0.98,2640,1.16,0,2640,918,-0.008753589005209506,,,,,,,-0.0004267116412908667,1.0317564e-05,0.0001,0.1192842349410057,0.0,0.2,-0.3255664110183716,-1.3555943250656128,0.26766130328178406,435
,2640,,,,,,0,2.75,88,0.7,10946,-0.35427513999999993,,,,,,,,,,
0.88,2670,1.64,0,2670,934,-0.12029839423950761,,,,,,,-0.00019999617895010146,2.505382e-05,0.0001,0.16411182284355164,0.0,0.2,-0.1229698657989502,-1.3494190216064452,0.32846028804779054,440
,2670,,,,,,0,2.62,89,0.73,11092,-0.35547695999999995,,,,,,,,,,
0.9,2700,1.5,0,2700,948,-0.09390391158871353,,,,,,,-0.0005460564400225465,3.1952062e-05,0.0001,0.07003827393054962,0.0,0.2,0.2136555314064026,-1.3391600847244263,0.15493261218070983,445
,2700,,,,,,0,2.56,90,0.74,11225,-0.34377700000000005,,,,,,,,,,
0.98,2730,1.36,0,2730,962,-0.03319132557138801,,,,,,,-0.000699042886262724,3.44038e-05,0.0001,0.10943378508090973,0.0,0.2,-0.23064517974853516,-1.3283723592758179,0.23195613026618958,450
,2730,,,,,,0,2.45,91,0.76,11348,-0.3156007900000001,,,,,,,,,,
0.94,2760,1.28,0,2760,974,-0.07137640652246774,,,,,,,-0.00046829582250218493,2.3072958e-05,0.0001,0.060177892446517944,0.0,0.2,0.5856295824050903,-1.320336651802063,0.1336300864815712,455
,2760,,,,,,0,2.42,92,0.76,11465,-0.31085244,,,,,,,,,,
0.94,2790,1.26,0,2790,988,-0.0698410348687321,,,,,,,-0.000912279775754321,7.685622e-05,0.0001,0.1254420280456543,0.0,0.2,-0.031651854515075684,-1.338652491569519,0.26961413621902464,460
,2790,,,,,,0,2.32,93,0.79,11580,-0.27481452000000006,,,,,,,,,,
0.94,2820,1.3,0,2820,1000,-0.07715976445470005,,,,,,,-0.0004895472664308897,3.7107864e-05,0.0001,0.07604388892650604,0.0,0.2,0.3715822100639343,-1.3302814245224,0.16296831369400025,465
,2820,,,,,,0,2.34,94,0.78,11699,-0.28084539999999997,,,,,,,,,,
0.86,2850,1.72,0,2850,1013,-0.12565052616409958,,,,,,,-0.0007608552913488609,3.2413005e-05,0.0001,0.11399869620800018,0.0,0.2,-0.03606903553009033,-1.3266514778137206,0.26256172358989716,470
,2850,,,,,,0,2.28,95,0.78,11842,-0.2885730899999999,,,,,,,,,,
0.96,2880,1.32,0,2880,1026,-0.05102687750011683,,,,,,,-0.001174364116353388,3.65754e-05,0.0001,0.16891013085842133,0.0,0.2,0.30599522590637207,-1.3224020719528198,0.3456633508205414,475
,2880,,,,,,0,2.23,96,0.8,11952,-0.26753449999999995,,,,,,,,,,
0.96,2910,1.22,0,2910,1042,-0.05145227546803653,,,,,,,-0.0009239145391621406,2.5093555e-05,0.0001,0.11437380313873291,0.0,0.2,0.16459238529205322,-1.313339614868164,0.2485446125268936,480
,2910,,,,,,0,2.27,97,0.78,12078,-0.29443991,,,,,,,,,,
0.92,2940,1.46,0,2940,1050,-0.10450422252062708,,,,,,,-0.0008334560052025708,5.5499873e-05,0.0001,0.12153670936822891,0.0,0.2,0.11792242527008057,-1.3068017721176148,0.2652113527059555,485
,2940,,,,,,0,2.36,98,0.75,12203,-0.32518669,,,,,,,,,,
1.0,2970,1.34,0,2970,1064,-0.012364452546462417,,,,,,,-0.0018956001739329764,0.00018785,0.0001,0.13737626373767853,0.0,0.2,-0.04015207290649414,-1.2828181266784668,0.29768585562705996,490
,2970,,,,,,0,2.33,99,0.77,12321,-0.29963129,,,,,,,,,,
0.96,3000,1.32,0,3000,1081,-0.0544449623208493,,,,,,,-0.002451121433793091,0.0002238353,0.0001,0.10686947405338287,0.0,0.2,0.19575130939483643,-1.262236738204956,0.23567477762699127,495
,3000,,,,,,0,2.22,100,0.8,12431,-0.26515746,,,,,,,,,,
0.92,3030,1.44,0,3030,1095,-0.09287736097816378,,,,,,,0.0013086950810006215,7.397731e-05,0.0001,0.06719787418842316,0.0,0.2,0.5658199191093445,-1.2414559364318847,0.15832884311676027,500
,3030,,,,,,0,2.17,101,0.8,12553,-0.27790862000000005,,,,,,,,,,
0.9,3060,1.44,0,3060,1111,-0.12924825564958156,,,,,,,-0.001135546152169553,3.9849678e-05,0.0001,0.13662095367908478,0.0,0.2,0.11317873001098633,-1.2347412109375,0.27949380278587344,505
,3060,,,,,,0,2.11,102,0.81,12674,-0.24631175,,,,,,,,,,
0.92,3090,1.5,0,3090,1126,-0.09266250011511147,,,,,,,-0.0024205871376519637,0.00016609431,0.0001,0.11295201629400253,0.0,0.2,0.00020438432693481445,-1.2177299976348877,0.24665529131889344,510
,3090,,,,,,0,2.09,103,0.81,12796,-0.23655827,,,,,,,,,,
0.96,3120,1.22,0,3120,1136,-0.029917005798779428,,,,,,,-0.00670137252037728,0.00029871266,0.0001,0.08191289007663727,0.0,0.2,-0.07361805438995361,-1.1886255502700807,0.1941843032836914,515
,3120,,,,,,0,2.25,104,0.79,12911,-0.2622782,,,,,,,,,,
0.98,3150,1.32,0,3150,1148,-0.030962816500104965,,,,,,,-0.001879664283866589,0.00026607912,0.0001,0.1391587108373642,0.0,0.2,-0.40008544921875,-1.152389693260193,0.30245340466499326,520
,3150,,,,,,0,2.17,105,0.81,13032,-0.21871772999999997,,,,,,,,,,
1.0,3180,1.08,0,3180,1159,-0.007232745015062392,,,,,,,-0.0015117074960532052,0.00016001066,0.0001,0.0853969156742096,0.0,0.2,0.24417972564697266,-1.1212178945541382,0.18452106416225433,525
,3180,,,,,,0,2.18,106,0.8,13127,-0.24752442000000002,,,,,,,,,,
0.98,3210,1.24,0,3210,1172,-0.009771663434803486,,,,,,,-0.0015821703197434367,0.00011282166,0.0001,0.15646599233150482,0.0,0.2,0.1483365297317505,-1.0925341606140138,0.33164353370666505,530
,3210,,,,,,0,2.24,107,0.78,13243,-0.26011774000000004,,,,,,,,,,
0.94,3240,1.38,0,3240,1183,-0.07134632804431021,,,,,,,-0.001591423766221922,0.00020981829,0.0001,0.12363892048597336,0.0,0.2,-0.13975739479064941,-1.0702176809310913,0.26259039640426635,535
,3240,,,,,,0,2.32,108,0.76,13367,-0.27988196,,,,,,,,,,
0.94,3270,1.52,0,3270,1195,-0.07677930407226086,,,,,,,-0.0023791813757270573,0.0001345714,0.0001,0.057512663304805756,0.0,0.2,0.39768385887145996,-1.0477295637130737,0.13104719519615174,540
,3270,,,,,,0,2.41,109,0.75,13501,-0.27435918000000004,,,,,,,,,,
0.92,3300,1.38,0,3300,1206,-0.09553898769896478,,,,,,,0.0012684440589509904,0.000104733306,0.0001,0.12862332165241241,0.0,0.2,-0.24540305137634277,-1.0162933826446534,0.26312909722328187,545
,3300,,,,,,0,2.53,110,0.72,13625,-0.33191056,,,,,,,,,,
0.96,3330,1.34,0,3330,1223,-0.05253637091256678,,,,,,,-0.0007362165003236498,5.4786604e-05,0.0001,0.14955709874629974,0.0,0.2,0.12104988098144531,-1.0041268110275268,0.31186110973358155,550
,3330,,,,,,0,2.47,111,0.75,13748,-0.30793179,,,,,,,,,,
1.0,3360,1.2,0,3360,1235,-0.010571206929162144,,,,,,,-0.0013091218230933065,4.0225186e-05,0.0001,0.12264803797006607,0.0,0.2,-0.18010199069976807,-0.9963668584823608,0.25759868025779725,555
,3360,,,,,,0,2.4,112,0.76,13852,-0.29456499999999997,,,,,,,,,,
0.96,3390,1.2,0,3390,1252,-0.049154716222546996,,,,,,,-0.0011868989386130124,4.6739977e-05,0.0001,0.09707784652709961,0.0,0.2,0.17381352186203003,-0.983381474018097,0.20932083129882811,560
,3390,,,,,,0,2.26,113,0.78,13966,-0.26448567,,,,,,,,,,
0.96,3420,1.26,0,3420,1263,-0.011607085010036827,,,,,,,-0.0006218906142748893,1.9021829e-05,0.0001,0.09312671422958374,0.0,0.2,0.026625216007232666,-0.979203724861145,0.1995869129896164,565
,3420,,,,,,0,2.33,114,0.76,14077,-0.28702027,,,,,,,,,,
0.98,3450,1.22,0,3450,1279,-0.029780147965066135,,,,,,,-4.658996925499537e-05,3.530383e-05,0.0001,0.06859064847230911,0.0,0.2,0.3317466974258423,-0.9773765087127686,0.15066506266593932,570
,3450,,,,,,0,2.24,115,0.8,14183,-0.25252071,,,,,,,,,,
0.92,3480,1.48,0,3480,1290,-0.05479340351186693,,,,,,,-0.00024708419684138505,1.5538932e-05,0.0001,0.10664620250463486,0.0,0.2,-0.015938401222229004,-0.9762104272842407,0.21266411542892455,575
,3480,,,,,,0,2.27,116,0.79,14308,-0.25265294000000005,,,,,,,,,,
0.98,3510,1.18,0,3510,1305,-0.028816645233891904,,,,,,,-0.0013318534983163487,2.7467808e-05,0.0001,0.08642888069152832,0.0,0.2,0.1886884570121765,-0.9701878547668457,0.19754808247089387,580
,3510,,,,,,0,2.11,117,0.82,14418,-0.21251342999999998,,,,,,,,,,
0.92,3540,1.5,0,3540,1313,-0.07325036562047899,,,,,,,-0.0032221853779628162,0.00013780793,0.0001,0.07206770032644272,0.0,0.2,0.3225855231285095,-0.9507349371910095,0.15967148244380952,585
,3540,,,,,,0,2.23,118,0.79,14551,-0.24247551,,,,,,,,,,
1.0,3570,1.32,0,3570,1324,-0.011631797729060055,,,,,,,-0.0017471643343258236,0.0001898547,0.0001,0.10274852812290192,0.0,0.2,0.041728436946868896,-0.9235681653022766,0.2303626149892807,590
,3570,,,,,,0,2.38,119,0.76,14669,-0.2793502,,,,,,,,,,
0.94,3600,1.34,0,3600,1337,-0.051863665105774996,,,,,,,-0.0033042510629943678,0.00026431878,0.0001,0.08917351067066193,0.0,0.2,-0.0064008235931396484,-0.8954941868782044,0.19730823636054992,595
,3600,,,,,,0,2.34,120,0.78,14790,-0.25524888,,,,,,,,,,
0.94,3630,1.46,0,3630,1347,-0.07527544986456633,,,,,,,0.0007578881635950552,0.00010601282,0.0001,0.10011710226535797,0.0,0.2,0.055391788482666016,-0.8671854138374329,0.21355079412460326,600
,3630,,,,,,0,2.47,121,0.76,14912,-0.29138434999999996,,,,,,,,,,
0.96,3660,1.3,0,3660,1360,-0.05207784415688366,,,,,,,-0.004163612389626592,0.00013862054,0.0001,0.10375566780567169,0.0,0.2,0.017683565616607666,-0.8502877712249756,0.2261274963617325,605
,3660,,,,,,0,2.44,122,0.77,15064,-0.28307824,,,,,,,,,,
0.92,3690,1.54,0,3690,1374,-0.09519629452377558,,,,,,,-0.004041895472134138,0.00029850999,0.0001,0.09809514880180359,0.0,0.2,0.28200703859329224,-0.8212758064270019,0.21973466575145723,610
,3690,,,,,,0,2.49,123,0.74,15196,-0.31168166999999997,,,,,,,,,,
0.94,3720,1.4,0,3720,1387,-0.07500345524400473,,,,,,,-0.0005786907754373516,0.0001348714,0.0001,0.07244855165481567,0.0,0.2,0.4128710627555847,-0.7935104966163635,0.15821553468704225,615
,3720,,,,,,0,2.47,124,0.72,15324,-0.34937473,,,,,,,,,,
0.84,3750,1.72,0,3750,1401,-0.15777638345956801,,,,,,,-0.0015513944618092523,0.00011141101,0.0001,0.09387856721878052,0.0,0.2,0.22774654626846313,-0.7709473133087158,0.2022299975156784,620
,3750,,,,,,0,2.52,125,0.73,15479,-0.35056595,,,,,,,,,,
0.96,3780,1.42,0,3780,1416,-0.06209639683365822,,,,,,,-0.0011828573513774643,0.0001127104,0.0001,0.1339065432548523,0.0,0.2,0.16577953100204468,-0.7485390186309815,0.2802757740020752,625
,3780,,,,,,0,2.28,126,0.78,15600,-0.28962288,,,,,,,,,,
0.96,3810,1.2,0,3810,1431,-0.05042341331019998,,,,,,,2.1126270488025513e-05,3.6207835e-05,0.0001,0.08337725698947906,0.0,0.2,0.20382803678512573,-0.7311262488365173,0.18047043383121492,630
,3810,,,,,,0,2.22,127,0.79,15709,-0.29318443,,,,,,,,,,
0.92,3840,1.56,0,3840,1443,-0.09610101368278265,,,,,,,-0.0017059786974763292,5.019307e-05,0.0001,0.1878739297389984,0.0,0.2,-0.07210731506347656,-0.7202979683876037,0.39603883028030396,635
,3840,,,,,,0,2.22,128,0.77,15843,-0.3040139200000001,,,,,,,,,,
0.9,3870,1.58,0,3870,1454,-0.11371054438874126,,,,,,,0.0010580555543612037,2.895395e-05,0.0001,0.07536119222640991,0.0,0.2,0.45516812801361084,-0.7097739934921264,0.16088608503341675,640
,3870,,,,,,0,2.2,129,0.78,15979,-0.29393184,,,,,,,,,,
0.96,3900,1.26,0,3900,1468,-0.03059426395688206,,,,,,,-0.001001880555025636,3.01222e-05,0.0001,0.06878960132598877,0.0,0.2,0.33219319581985474,-0.7056495428085328,0.15955572426319123,645
,3900,,,,,,0,2.26,130,0.78,16093,-0.28211680000000006,,,,,,,,,,
0.96,3930,1.22,0,3930,1484,-0.028962250100448728,,,,,,,-0.0007657972882348929,5.066792e-05,0.0001,0.06679006665945053,0.0,0.2,0.5166198015213013,-0.6954669117927551,0.13436528742313386,650
,3930,,,,,,0,2.14,131,0.83,16204,-0.22905318000000002,,,,,,,,,,
0.94,3960,1.36,0,3960,1495,-0.07313801480922848,,,,,,,-0.0006393059164597759,4.4117372e-05,0.0001,0.1037299856543541,0.0,0.2,0.34038257598876953,-0.6806078672409057,0.23648985028266906,655
,3960,,,,,,0,2.19,132,0.8,16325,-0.26620745,,,,,,,,,,
0.96,3990,1.18,0,3990,1512,-0.029190751807764172,,,,,,,-0.0005963961357096537,2.8800965e-05,0.0001,0.10594826191663742,0.0,0.2,0.2788766622543335,-0.6675810575485229,0.21360729336738588,660
,3990,,,,,,0,2.22,133,0.8,16439,-0.25478530000000005,,,,,,,,,,
0.92,4020,1.42,0,4020,1525,-0.07150540228467435,,,,,,,-0.00022320946591207757,1.0528167e-05,0.0001,0.08629191666841507,0.0,0.2,-13.459633827209473,-0.6594069838523865,0.1904203861951828,665
,4020,,,,,,0,2.17,134,0.8,16575,-0.25238039,,,,,,,,,,
0.98,4050,1.3,0,4050,1538,-0.02920199178159237,,,,,,,-0.00015815655603859113,1.839598e-05,0.0001,0.0862489864230156,0.0,0.2,0.2534255385398865,-0.651807677745819,0.18293337523937225,670
,4050,,,,,,0,2.28,135,0.78,16700,-0.26745707,,,,,,,,,,
0.94,4080,1.44,0,4080,1550,-0.03379138515796512,,,,,,,-0.0004607472706506854,9.234746e-06,0.0001,0.09790085256099701,0.0,0.2,0.21903711557388306,-0.6439062356948853,0.20810124278068542,675
,4080,,,,,,0,2.25,136,0.78,16829,-0.26733875999999995,,,,,,,,,,
0.92,4110,1.48,0,4110,1564,-0.042639127327129246,,,,,,,-0.0004337549153326847,1.2954076e-05,0.0001,0.14876453578472137,0.0,0.2,-0.2428736686706543,-0.6421289682388306,0.3338321506977081,680
,4110,,,,,,0,2.23,137,0.8,16962,-0.25518088,,,,,,,,,,
1.0,4140,1.14,0,4140,1579,-0.008009314364753663,,,,,,,5.9151650130218056e-05,8.4439915e-07,0.0001,0.17381322383880615,0.0,0.2,-0.3461259603500366,-0.6351932287216187,0.3568221151828766,685
,4140,,,,,,0,2.23,138,0.79,17086,-0.27278934,,,,,,,,,,
0.84,4170,1.72,0,4170,1593,-0.158611754020676,,,,,,,1.1645953757977168e-05,1.6887983e-06,0.0001,0.12481126934289932,0.0,0.2,0.11029952764511108,-0.6333341121673584,0.2719514161348343,690
,4170,,,,,,0,2.17,139,0.81,17238,-0.23673057,,,,,,,,,,
0.96,4200,1.38,0,4200,1604,-0.03206966558471322,,,,,,,-0.0009306987215918384,4.3064356e-05,0.0001,0.1213548332452774,0.0,0.2,-0.1518266201019287,-0.6300422072410583,0.25760086476802824,695
,4200,,,,,,0,2.2,140,0.79,17365,-0.27483743,,,,,,,,,,
0.92,4230,1.48,0,4230,1618,-0.07291913907043636,,,,,,,-0.002394786278406613,0.00011544029,0.0001,0.09110920876264572,0.0,0.2,0.5499252080917358,-0.618283474445343,0.19797244369983674,700
,4230,,,,,,0,2.31,141,0.77,17499,-0.30429273,,,,,,,,,,
0.94,4260,1.32,0,4260,1634,-0.05235683006234467,,,,,,,-0.00011249899695648935,1.3774634e-05,0.0001,0.11342599242925644,0.0,0.2,0.1806333065032959,-0.6058084011077881,0.23874245584011078,705
,4260,,,,,,0,2.18,142,0.8,17618,-0.26729754,,,,,,,,,,
0.96,4290,1.36,0,4290,1653,-0.0320955298980698,,,,,,,-6.469090970018243e-05,1.2121598e-05,0.0001,0.05688651651144028,0.0,0.2,0.31911808252334595,-0.6012454509735108,0.12388390004634857,710
,4290,,,,,,0,2.07,143,0.84,17741,-0.22042338,,,,,,,,,,
0.9,4320,1.44,0,4320,1665,-0.09414138129912317,,,,,,,-3.931919715327581e-06,1.9073487e-07,0.0001,0.06488458812236786,0.0,0.2,-0.1421494483947754,-0.6065326690673828,0.14432131946086885,715
,4320,,,,,,0,2.08,144,0.82,17868,-0.22938373,,,,,,,,,,
0.96,4350,1.26,0,4350,1676,-0.03109909381251782,,,,,,,-0.0004235331160210798,4.996856e-06,0.0001,0.11896485835313797,0.0,0.2,0.38981443643569946,-0.6072927474975586,0.24032106697559358,720
,4350,,,,,,0,2.16,145,0.79,17981,-0.26029141,,,,,,,,,,
0.88,4380,1.58,0,4380,1691,-0.12372029865160585,,,,,,,-0.00032124916363187597,1.9486744e-05,0.0001,0.13286331295967102,0.0,0.2,0.2099338173866272,-0.6148375153541565,0.2927707850933075,725
,4380,,,,,,0,2.12,146,0.81,18117,-0.2246521,,,,,,,,,,
0.9,4410,1.7,0,4410,1708,-0.05709002546966076,,,,,,,6.889343067726373e-05,1.748403e-07,0.0001,0.08609388768672943,0.0,0.2,-0.4511796236038208,-0.6189160346984863,0.17622536420822144,730
,4410,,,,,,0,2.02,147,0.83,18264,-0.19538151999999998,,,,,,,,,,
0.98,4440,1.2,0,4440,1723,-0.02908592778723687,,,,,,,-0.0005561494904879893,2.1451711e-05,0.0001,0.08570367097854614,0.0,0.2,0.0625806450843811,-0.6195140838623047,0.18325165212154387,735
,4440,,,,,,0,1.95,148,0.85,18376,-0.16488034000000001,,,,,,,,,,
0.98,4470,1.32,0,4470,1739,-0.031220725630410017,,,,,,,-0.00042387744741674284,8.1737835e-06,0.0001,0.07627472281455994,0.0,0.2,0.21474510431289673,-0.6197142243385315,0.1675836205482483,740
,4470,,,,,,0,2.03,149,0.82,18501,-0.19614138999999997,,,,,,,,,,
0.98,4500,1.18,0,4500,1756,-0.02915997604839504,,,,,,,-0.0006701831003496749,2.0947058e-05,0.0001,0.08561120927333832,0.0,0.2,0.14037007093429565,-0.6199211955070496,0.18588925898075104,745
,4500,,,,,,0,2.0,150,0.83,18610,-0.18476229000000002,,,,,,,,,,
0.98,4530,1.26,0,4530,1774,-0.010968859763816,,,,,,,0.00017921805440010986,2.3307402e-05,0.0001,0.09242651611566544,0.0,0.2,-0.479455828666687,-0.6120967984199523,0.19749713242053984,750
,4530,,,,,,0,1.83,151,0.88,18725,-0.12941381000000002,,,,,,,,,,
0.96,4560,1.5,0,4560,1789,-0.053123287688940764,,,,,,,1.1061032403603121e-05,1.962185e-05,0.0001,0.07580581307411194,0.0,0.2,0.15240228176116943,-0.6039833664894104,0.16908481419086457,755
,4560,,,,,,0,1.84,152,0.87,18849,-0.14331657999999994,,,,,,,,,,
0.98,4590,1.26,0,4590,1805,-0.03048176081851125,,,,,,,-0.0015905861261614972,6.355842e-05,0.0001,0.08851148188114166,0.0,0.2,0.16949474811553955,-0.5975611805915833,0.179557666182518,760
,4590,,,,,,0,1.86,153,0.87,18969,-0.15299224,,,,,,,,,,
0.92,4620,1.42,0,4620,1816,-0.0933471615659073,,,,,,,-0.001330532191786915,8.509755e-05,0.0001,0.08175758272409439,0.0,0.2,0.298589825630188,-0.5829995512962342,0.17819477915763854,765
,4620,,,,,,0,1.97,154,0.86,19095,-0.16759896999999999,,,,,,,,,,
0.96,4650,1.2,0,4650,1829,-0.029482912756502628,,,,,,,-0.0005892213274876212,4.5953195e-05,0.0001,0.09083032608032227,0.0,0.2,0.1670384407043457,-0.5659155726432801,0.19210572838783263,770
,4650,,,,,,0,1.99,155,0.85,19208,-0.19434680999999998,,,,,,,,,,
0.96,4680,1.46,0,4680,1841,-0.05288554436992854,,,,,,,-2.5622059609986538e-06,3.8168826e-05,0.0001,0.18079563975334167,0.0,0.2,0.14641571044921875,-0.5536509037017823,0.38491535782814024,775
,4680,,,,,,0,2.05,156,0.84,19340,-0.20932255000000002,,,,,,,,,,
0.98,4710,1.32,0,4710,1853,-0.031665614768862725,,,,,,,-0.00035508671809418856,7.3730944e-06,0.0001,0.11376027762889862,0.0,0.2,0.05712205171585083,-0.5463342905044556,0.2529477119445801,780
,4710,,,,,,0,2.18,157,0.82,19463,-0.23840124999999998,,,,,,,,,,
0.96,4740,1.32,0,4740,1866,-0.05529288833960891,,,,,,,-2.107620423572598e-05,5.6028364e-07,0.0001,0.11774049699306488,0.0,0.2,0.22802329063415527,-0.5447259306907654,0.2303060084581375,785
,4740,,,,,,0,2.18,158,0.82,19596,-0.24860072,,,,,,,,,,
0.92,4770,1.6,0,4770,1881,-0.08150658450555057,,,,,,,-0.00011447072194101793,1.4267365e-05,0.0001,0.11123544722795486,0.0,0.2,0.10791772603988647,-0.5518742203712463,0.235759899020195,790
,4770,,,,,,0,2.24,159,0.81,19737,-0.26328439000000003,,,,,,,,,,
0.96,4800,1.34,0,4800,1897,-0.06273142171092332,,,,,,,-0.00014392852817195488,5.3465365e-06,0.0001,0.09367357194423676,0.0,0.2,0.1805814504623413,-0.5503499031066894,0.2113296717405319,795
,4800,,,,,,0,2.26,160,0.81,19870,-0.26174758,,,,,,,,,,
0.98,4830,1.12,0,4830,1915,-0.007271629963070154,,,,,,,-0.00040674049853492986,6.75718e-06,0.0001,0.0826333686709404,0.0,0.2,0.23259878158569336,-0.5523251533508301,0.1723329395055771,800
,4830,,,,,,0,2.1,161,0.83,19977,-0.23682740000000002,,,,,,,,,,
0.96,4860,1.38,0,4860,1932,-0.031656868108548224,,,,,,,9.149988647578766e-05,6.475051e-06,0.0001,0.08344187587499619,0.0,0.2,-0.15741002559661865,-0.5571871042251587,0.1749110996723175,805
,4860,,,,,,0,2.05,162,0.83,20103,-0.21069827000000005,,,,,,,,,,
0.94,4890,1.42,0,4890,1947,-0.0726162630552426,,,,,,,-0.0012079723846787794,3.8995346e-05,0.0001,0.08307967334985733,0.0,0.2,0.12010842561721802,-0.5575051665306091,0.1752551406621933,810
,4890,,,,,,0,1.95,163,0.86,20235,-0.17668246999999998,,,,,,,,,,
0.96,4920,1.3,0,4920,1958,-0.05161852337885648,,,,,,,-0.00022895932022954925,4.2851767e-05,0.0001,0.1123800277709961,0.0,0.2,-0.2360069751739502,-0.5663870453834534,0.24263855218887329,815
,4920,,,,,,0,1.99,164,0.84,20365,-0.19967325999999996,,,,,,,,,,
0.96,4950,1.26,0,4950,1971,-0.05100317827891558,,,,,,,-0.0028622787337130974,6.387432e-05,0.0001,0.0881194993853569,0.0,0.2,0.43256324529647827,-0.5741716742515564,0.21903421580791474,820
,4950,,,,,,0,1.98,165,0.83,20477,-0.22171722,,,,,,,,,,
1.0,4980,1.06,0,4980,1988,-0.006485963314771652,,,,,,,0.0006408317848880074,2.7849277e-05,0.0001,0.09429365396499634,0.0,0.2,0.3601875305175781,-0.5841887354850769,0.20421182215213776,825
,4980,,,,,,0,1.92,166,0.84,20575,-0.21832294000000002,,,,,,,,,,
0.96,5010,1.22,0,5010,2001,-0.04971140751615167,,,,,,,4.774868580472713e-05,1.2516975e-06,0.0001,0.14629118144512177,0.0,0.2,0.07191818952560425,-0.5847704172134399,0.2958307325839996,830
,5010,,,,,,0,2.02,167,0.8,20682,-0.25942465,,,,,,,,,,
0.98,5040,1.18,0,5040,2018,-0.036357136410661045,,,,,,,-0.00014581362430670096,6.6896278e-06,0.0001,0.058706000447273254,0.0,0.2,0.42141246795654297,-0.5823264122009277,0.12417510002851487,835
,5040,,,,,,0,2.04,168,0.8,20795,-0.26277938,,,,,,,,,,
0.96,5070,1.32,0,5070,2033,-0.03589610442519188,,,,,,,-0.0007656534644775448,4.1464966e-05,0.0001,0.12014138698577881,0.0,0.2,0.1361371874809265,-0.574950110912323,0.25353045463562013,840
,5070,,,,,,0,2.08,169,0.81,20918,-0.26527077,,,,,,,,,,
0.94,5100,1.36,0,5100,2047,-0.032796265436336396,,,,,,,-9.999751976792481e-05,7.180373e-06,0.0001,0.09524691849946976,0.0,0.2,0.1413646936416626,-0.5626818537712097,0.22126177549362183,845
,5100,,,,,,0,2.1,170,0.8,21043,-0.27424122000000006,,,,,,,,,,
0.88,5130,1.62,0,5130,2063,-0.11685543518979102,,,,,,,-0.0004740532185921964,2.5572379e-05,0.0001,0.12652696669101715,0.0,0.2,0.21027153730392456,-0.5553881645202636,0.26033168435096743,850
,5130,,,,,,0,2.01,171,0.83,21181,-0.23676167999999995,,,,,,,,,,
0.96,5160,1.2,0,5160,2075,-0.04947790422942489,,,,,,,-6.669402214676268e-05,3.6199888e-06,0.0001,0.09626685082912445,0.0,0.2,0.24069052934646606,-0.549673056602478,0.19911213517189025,855
,5160,,,,,,0,2.03,172,0.84,21302,-0.2093825,,,,,,,,,,
0.98,5190,1.26,0,5190,2092,-0.02980898255016655,,,,,,,-0.0004716773775484739,8.817514e-06,0.0001,0.08930809050798416,0.0,0.2,-0.26780450344085693,-0.5434669852256775,0.18999615907669068,860
,5190,,,,,,0,2.01,173,0.85,21419,-0.17991805,,,,,,,,,,
0.98,5220,1.36,0,5220,2101,-0.032010935745202,,,,,,,-0.0008084706546895859,2.1654367e-05,0.0001,0.045929212123155594,0.0,0.2,0.0412062406539917,-0.5439137578010559,0.10346093326807022,865
,5220,,,,,,0,2.09,174,0.84,21540,-0.18001989,,,,,,,,,,
0.96,5250,1.26,0,5250,2112,-0.03030749378260225,,,,,,,-5.4416653001965186e-05,3.7431716e-06,0.0001,0.14564326405525208,0.0,0.2,-0.08551514148712158,-0.5498372673988342,0.2954798638820648,870
,5250,,,,,,0,2.18,175,0.82,21654,-0.19712036000000002,,,,,,,,,,
0.92,5280,1.42,0,5280,2128,-0.09132629426196218,,,,,,,-3.554503202396475e-05,6.1810015e-06,0.0001,0.12385493516921997,0.0,0.2,0.06871026754379272,-0.5523870348930359,0.26784447133541106,875
,5280,,,,,,0,2.18,176,0.81,21776,-0.19594533999999997,,,,,,,,,,
0.92,5310,1.44,0,5310,2141,-0.09350512918084859,,,,,,,-0.00016171375857076953,8.485715e-06,0.0001,0.05256260931491852,0.0,0.2,0.5054110288619995,-0.5472451210021972,0.1103736013174057,880
,5310,,,,,,0,2.23,177,0.8,21908,-0.20083561,,,,,,,,,,
1.0,5340,1.24,0,5340,2157,-0.009031642940826715,,,,,,,-0.0002997430098666598,9.393692e-06,0.0001,0.05202672258019447,0.0,0.2,0.39693474769592285,-0.5460702896118164,0.1116696149110794,885
,5340,,,,,,0,2.23,178,0.8,22017,-0.19080782999999993,,,,,,,,,,
0.96,5370,1.34,0,5370,2174,-0.05508620104752481,,,,,,,-0.0004720159346470965,2.070864e-05,0.0001,0.05451997369527817,0.0,0.2,0.46917015314102173,-0.5383554697036743,0.11803522557020188,890
