eval/success_rate,time/total_timesteps,eval/mean_ep_length,env/completion_counter,env/n_steps,env/current_idx,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/explained_variance,train/entropy_loss,train/value_loss,train/n_updates
,5370,,,,,,0,2.14,179,0.8,22131,-0.18471863,,,,,,,,,,
1.0,5400,1.14,0,5400,2189,-0.008252536952495575,,,,,,,-0.00020996848378302958,1.6226371e-05,0.0001,0.0564994141459465,0.0,0.2,0.027189135551452637,-0.5306146621704102,0.1203047901391983,895
,5400,,,,,,0,2.13,180,0.81,22243,-0.18626461999999996,,,,,,,,,,
1.0,5430,1.36,0,5430,2201,-0.01136383855715394,,,,,,,-0.0007160751152939682,3.7662187e-05,0.0001,0.08069411665201187,0.0,0.2,0.05875319242477417,-0.5310911536216736,0.1714635521173477,900
,5430,,,,,,0,2.11,181,0.81,22361,-0.19773630999999997,,,,,,,,,,
0.94,5460,1.46,0,5460,2217,-0.07560416780412198,,,,,,,0.00015919665708974406,2.2252401e-07,0.0001,0.10837221890687943,0.0,0.2,0.2893694043159485,-0.5338226318359375,0.23486292362213135,905
,5460,,,,,,0,2.02,182,0.83,22487,-0.1996158,,,,,,,,,,
0.94,5490,1.36,0,5490,2231,-0.07329810204915703,,,,,,,-6.72169512835552e-05,8.483728e-07,0.0001,0.15148210525512695,0.0,0.2,0.24763000011444092,-0.532074773311615,0.31840426921844484,910
,5490,,,,,,0,2.07,183,0.82,22605,-0.21153764000000003,,,,,,,,,,
1.0,5520,1.34,0,5520,2245,-0.010818915879353882,,,,,,,-0.0008787425502667645,2.3116669e-05,0.0001,0.09701361507177353,0.0,0.2,0.1550837755203247,-0.527407419681549,0.19910088181495667,915
,5520,,,,,,0,1.96,184,0.84,22728,-0.19604659000000002,,,,,,,,,,
0.98,5550,1.26,0,5550,2255,-0.03317234677728265,,,,,,,-2.423922028427228e-07,2.1497408e-06,0.0001,0.08497477322816849,0.0,0.2,0.25493282079696655,-0.5187732934951782,0.18026494681835176,920
,5550,,,,,,0,2.12,185,0.81,22845,-0.22858557000000002,,,,,,,,,,
0.96,5580,1.34,0,5580,2272,-0.030990253975614904,,,,,,,-8.843620445979639e-05,1.9431113e-06,0.0001,0.10004542022943497,0.0,0.2,0.09815561771392822,-0.5115660905838013,0.20786904990673066,925
,5580,,,,,,0,2.16,186,0.81,22962,-0.23914529,,,,,,,,,,
0.94,5610,1.42,0,5610,2287,-0.07992149560712278,,,,,,,-3.378575129318051e-05,1.3430913e-06,0.0001,0.06692676991224289,0.0,0.2,0.31990575790405273,-0.5120205879211426,0.14186152517795564,930
,5610,,,,,,0,2.12,187,0.81,23078,-0.22765327,,,,,,,,,,
0.94,5640,1.36,0,5640,2305,-0.0733676512632519,,,,,,,-1.5545685719153823e-05,2.8808913e-07,0.0001,0.06642831116914749,0.0,0.2,-0.058897972106933594,-0.5192990183830262,0.1445913642644882,935
,5640,,,,,,0,2.0,188,0.83,23212,-0.20555716000000004,,,,,,,,,,
0.98,5670,1.3,0,5670,2321,-0.029862301200628282,,,,,,,-3.5405159763968187e-07,0.0,0.0001,0.07351019233465195,0.0,0.2,0.3893347978591919,-0.5144783973693847,0.14784347712993623,940
,5670,,,,,,0,1.97,189,0.85,23332,-0.16766251000000001,,,,,,,,,,
0.94,5700,1.36,0,5700,2335,-0.07275623792316764,,,,,,,-0.0009248888436315994,1.8914541e-05,0.0001,0.06675651669502258,0.0,0.2,0.2660531997680664,-0.5125637650489807,0.14624870121479033,945
,5700,,,,,,0,2.03,190,0.83,23461,-0.19000715000000004,,,,,,,,,,
0.96,5730,1.44,0,5730,2351,-0.0575445617036894,,,,,,,0.0004645518403655124,2.1866957e-05,0.0001,0.08642087876796722,0.0,0.2,0.3361778259277344,-0.5049235224723816,0.1935141921043396,950
,5730,,,,,,0,1.91,191,0.85,23604,-0.1485731,,,,,,,,,,
0.98,5760,1.2,0,5760,2365,-0.029016876593232155,,,,,,,-9.810924820996548e-07,0.0,0.0001,0.06479497253894806,0.0,0.2,0.09795749187469482,-0.5018104672431946,0.12950511574745177,955
,5760,,,,,,0,1.91,192,0.83,23715,-0.16712684000000003,,,,,,,,,,
0.94,5790,1.36,0,5790,2379,-0.07158562629017978,,,,,,,3.677209118908564e-05,1.9868216e-09,0.0001,0.12742970883846283,0.0,0.2,0.10714149475097656,-0.5012387633323669,0.2671453654766083,960
,5790,,,,,,0,1.96,193,0.84,23845,-0.16099792999999998,,,,,,,,,,
0.94,5820,1.38,0,5820,2395,-0.05233210715930909,,,,,,,-0.0005436905174668993,7.4307122e-06,0.0001,0.07465030252933502,0.0,0.2,-6.962421894073486,-0.5488466143608093,0.15464775264263153,965
,5820,,,,,,0,1.95,194,0.84,23962,-0.1607133,,,,,,,,,,
0.98,5850,1.36,0,5850,2409,-0.03448967387899757,,,,,,,-0.0003612038465021783,1.1716286e-05,0.0001,0.11442326754331589,0.0,0.2,-0.08552837371826172,-0.49847660660743714,0.24123567044734956,970
,5850,,,,,,0,1.99,195,0.84,24077,-0.16249337,,,,,,,,,,
0.96,5880,1.36,0,5880,2425,-0.03156477162614465,,,,,,,-0.0002408862147909474,1.1630853e-05,0.0001,0.06272003054618835,0.0,0.2,0.2957004904747009,-0.4880914807319641,0.13506830334663392,975
,5880,,,,,,0,2.05,196,0.83,24199,-0.17610211000000003,,,,,,,,,,
0.9,5910,1.58,0,5910,2439,-0.07648453089408576,,,,,,,-0.0006830408125340526,2.8441349e-05,0.0001,0.0540299154818058,0.0,0.2,0.3955954313278198,-0.4776285350322723,0.11458319276571274,980
,5910,,,,,,0,2.01,197,0.84,24326,-0.1815643,,,,,,,,,,
0.98,5940,1.18,0,5940,2449,-0.029174771830439566,,,,,,,-0.001246901355528607,3.8452945e-05,0.0001,0.12332817167043686,0.0,0.2,0.317183256149292,-0.46501017808914186,0.25638524889945985,985
,5940,,,,,,0,2.12,198,0.82,24453,-0.23150075000000003,,,,,,,,,,
0.94,5970,1.38,0,5970,2468,-0.07150420909747482,,,,,,,-0.0009795260142224649,5.2893163e-05,0.0001,0.11973107606172562,0.0,0.2,0.28453558683395386,-0.4523782074451447,0.2654965430498123,990
,5970,,,,,,0,2.05,199,0.86,24577,-0.19031711000000004,,,,,,,,,,
0.92,6000,1.34,0,6000,2477,-0.07619119025766849,,,,,,,-0.00011056582069954857,1.5087922e-05,0.0001,0.09907101094722748,0.0,0.2,-1.7768454551696777,-0.44163132309913633,0.19682547450065613,995
,6000,,,,,,0,2.12,200,0.82,24692,-0.22965043,,,,,,,,,,
0.98,6030,1.24,0,6030,2489,-0.029185096635483205,,,,,,,-9.642123961377536e-05,9.981791e-06,0.0001,0.09171243011951447,0.0,0.2,0.23925966024398804,-0.4354483366012573,0.1922851413488388,1000
,6030,,,,,,0,2.2,201,0.79,24801,-0.24163456,,,,,,,,,,
0.96,6060,1.32,0,6060,2504,-0.0515203687408939,,,,,,,-5.912264502185849e-05,2.5053819e-06,0.0001,0.1059895008802414,0.0,0.2,-0.019585728645324707,-0.4302502810955048,0.2208876371383667,1005
,6060,,,,,,0,2.24,202,0.77,24922,-0.25297709999999995,,,,,,,,,,
0.98,6090,1.28,0,6090,2524,-0.030487656006589533,,,,,,,-1.6724268595336156e-05,6.616116e-07,0.0001,0.08080097287893295,0.0,0.2,0.1658841371536255,-0.43188658356666565,0.17354275286197662,1010
,6090,,,,,,0,2.14,203,0.78,25030,-0.23970029999999998,,,,,,,,,,
0.9,6120,1.54,0,6120,2544,-0.11525671891868114,,,,,,,-0.00043114107005166603,2.1555026e-05,0.0001,0.09268032014369965,0.0,0.2,0.02848351001739502,-0.43680712580680847,0.1997658371925354,1015
,6120,,,,,,0,1.96,204,0.82,25162,-0.16712151999999997,,,,,,,,,,
0.96,6150,1.32,0,6150,2560,-0.03150598337408155,,,,,,,-0.0008290588890666583,1.8163522e-05,0.0001,0.031944818794727325,0.0,0.2,-21.68720054626465,-0.444135844707489,0.08133692294359207,1020
,6150,,,,,,0,1.94,205,0.81,25276,-0.17522026000000002,,,,,,,,,,
0.92,6180,1.48,0,6180,2571,-0.10706447710283101,,,,,,,0.00042368054351165084,2.6619435e-05,0.0001,0.14552392065525055,0.0,0.2,0.27212923765182495,-0.4518208682537079,0.28743374943733213,1025
,6180,,,,,,0,2.0,206,0.81,25401,-0.19368682000000004,,,,,,,,,,
0.92,6210,1.48,0,6210,2582,-0.07480363096110523,,,,,,,-0.00023130416472341153,2.2292138e-06,0.0001,0.1354106068611145,0.0,0.2,0.14566248655319214,-0.45520451068878176,0.28607956171035764,1030
,6210,,,,,,0,1.92,207,0.84,25531,-0.18244886000000002,,,,,,,,,,
0.92,6240,1.42,0,6240,2598,-0.05209142507519573,,,,,,,4.876057307257042e-06,2.3543835e-06,0.0001,0.13077141344547272,0.0,0.2,0.22139054536819458,-0.4560762643814087,0.2865866422653198,1035
,6240,,,,,,0,1.94,208,0.83,25653,-0.20447690000000002,,,,,,,,,,
0.94,6270,1.46,0,6270,2608,-0.05300210678949952,,,,,,,-0.0011340355869227992,0.0010634284,0.0001,0.06128721311688423,0.006666667014360428,0.2,0.45312684774398804,-0.5021777808666229,0.13520482182502747,1040
,6270,,,,,,0,2.02,209,0.82,25783,-0.21611390999999996,,,,,,,,,,
1.0,6300,1.2,0,6300,2621,-0.008430277542211116,,,,,,,0.0008307202858850004,1.4775991e-05,0.0001,0.09641451388597488,0.0,0.2,0.157254159450531,-0.4670772850513458,0.18804289400577545,1045
,6300,,,,,,0,2.11,210,0.81,25887,-0.21859381,,,,,,,,,,
0.96,6330,1.26,0,6330,2638,-0.030602510860189794,,,,,,,-7.302125280457261e-05,1.1881192e-06,0.0001,0.15666528046131134,0.0,0.2,-0.24723613262176514,-0.4641642153263092,0.3293846845626831,1050
,6330,,,,,,0,2.21,211,0.79,25998,-0.24350708999999995,,,,,,,,,,
1.0,6360,1.06,0,6360,2656,-0.007061081770807505,,,,,,,-3.625527123674033e-05,2.5113425e-06,0.0001,0.07967789471149445,0.0,0.2,0.3501279950141907,-0.46085861325263977,0.1795024871826172,1055
,6360,,,,,,0,2.17,212,0.82,26097,-0.22021686,,,,,,,,,,
0.94,6390,1.44,0,6390,2668,-0.03535333819687367,,,,,,,-0.0010094034710586897,2.4857123e-05,0.0001,0.04200202226638794,0.0,0.2,0.04255533218383789,-0.4574304759502411,0.11658879965543748,1060
,6390,,,,,,0,2.13,213,0.81,26227,-0.22050295999999997,,,,,,,,,,
0.92,6420,1.38,0,6420,2685,-0.09455265645403416,,,,,,,-2.0552699599818424e-05,2.9776495e-05,0.0001,0.12590713798999786,0.0,0.2,0.34511375427246094,-0.4490632951259613,0.2426991045475006,1065
,6420,,,,,,0,2.03,214,0.84,26338,-0.1898277,,,,,,,,,,
0.96,6450,1.34,0,6450,2698,-0.05179340076167136,,,,,,,-0.0001562939097734528,7.279714e-06,0.0001,0.0512259379029274,0.0,0.2,0.4040507674217224,-0.4456526219844818,0.109833924472332,1070
,6450,,,,,,0,2.08,215,0.84,26451,-0.18812640999999997,,,,,,,,,,
0.94,6480,1.46,0,6480,2711,-0.07280877633020282,,,,,,,-0.0003799215839048742,6.1313312e-06,0.0001,0.048641689121723175,0.0,0.2,0.44449931383132935,-0.44841301441192627,0.10482811331748962,1075
,6480,,,,,,0,2.03,216,0.84,26573,-0.17728950999999998,,,,,,,,,,
0.94,6510,1.5,0,6510,2728,-0.0773710723221302,,,,,,,-0.0004852263121819078,1.647075e-05,0.0001,0.07581301033496857,0.0,0.2,0.27490830421447754,-0.446070009469986,0.15817178189754486,1080
,6510,,,,,,0,1.96,217,0.85,26703,-0.16087877000000003,,,,,,,,,,
0.96,6540,1.22,0,6540,2742,-0.049362954273819926,,,,,,,-0.0010722032934427973,4.0884814e-05,0.0001,0.07019982486963272,0.0,0.2,0.2905696630477905,-0.4343041718006134,0.14825076162815093,1085
,6540,,,,,,0,2.06,218,0.82,26815,-0.19688165999999999,,,,,,,,,,
0.92,6570,1.42,0,6570,2762,-0.07226931100245565,,,,,,,-0.0029224686495339823,0.00014414787,0.0001,0.08322419226169586,0.0,0.2,0.42153996229171753,-0.4184176564216614,0.18952852189540864,1090
,6570,,,,,,0,1.97,219,0.83,26934,-0.1782743,,,,,,,,,,
0.96,6600,1.42,0,6600,2774,-0.03303549023345113,,,,,,,-1.5151500974752707e-06,4.4465064e-06,0.0001,0.041078031063079834,0.0,0.2,0.3909074068069458,-0.4068394362926483,0.08688197284936905,1095
,6600,,,,,,0,1.96,220,0.83,27057,-0.18515357999999998,,,,,,,,,,
0.96,6630,1.26,0,6630,2795,-0.050913468142971395,,,,,,,-0.0003717239670613992,5.8460235e-05,0.0001,0.06375399976968765,0.0,0.2,0.6065646409988403,-0.3887796938419342,0.13478973209857942,1100
,6630,,,,,,0,1.86,221,0.84,27167,-0.16494970000000003,,,,,,,,,,
0.9,6660,1.54,0,6660,2806,-0.1136806050967425,,,,,,,7.042129873298108e-05,5.2054725e-07,0.0001,0.021127711981534958,0.0,0.2,0.47480708360671997,-0.3809792160987854,0.04398260191082955,1105
,6660,,,,,,0,1.87,222,0.85,27309,-0.16539469,,,,,,,,,,
1.0,6690,1.12,0,6690,2820,-0.007613331479951739,,,,,,,-0.0005264806667888422,2.0893414e-05,0.0001,0.05995240435004234,0.0,0.2,0.4586511254310608,-0.3802506923675537,0.12935099750757217,1110
,6690,,,,,,0,1.91,223,0.84,27417,-0.19498680999999998,,,,,,,,,,
0.94,6720,1.38,0,6720,2836,-0.07128677260130643,,,,,,,0.00038515727152113046,5.4597854e-06,0.0001,0.1238032728433609,0.0,0.2,0.2034934163093567,-0.3861859917640686,0.2686496675014496,1115
,6720,,,,,,0,1.94,224,0.84,27545,-0.19254776000000004,,,,,,,,,,
0.96,6750,1.32,0,6750,2849,-0.030407890640199185,,,,,,,-0.00011493444127523844,1.4881293e-06,0.0001,0.10567092150449753,0.0,0.2,0.18995225429534912,-0.38762885332107544,0.21201062500476836,1120
,6750,,,,,,0,1.93,225,0.84,27657,-0.19799983000000004,,,,,,,,,,
0.96,6780,1.3,0,6780,2864,-0.030061270403675736,,,,,,,-0.0002375922547557252,5.7836373e-06,0.0001,0.08799871057271957,0.0,0.2,0.24734467267990112,-0.3897134602069855,0.18496756255626678,1125
,6780,,,,,,0,2.02,226,0.82,27790,-0.19694818000000006,,,,,,,,,,
0.94,6810,1.32,0,6810,2880,-0.052023169174790385,,,,,,,0.0001697129038316092,1.5457471e-06,0.0001,0.08364969491958618,0.0,0.2,-0.056482553482055664,-0.3895227313041687,0.17260402739048003,1130
,6810,,,,,,0,2.02,227,0.81,27906,-0.19942585000000002,,,,,,,,,,
0.94,6840,1.54,0,6840,2891,-0.07505929615814239,,,,,,,-0.00011292298651222055,1.7603238e-06,0.0001,0.0907389223575592,0.0,0.2,0.18083667755126953,-0.38771930932998655,0.19399283826351166,1135
,6840,,,,,,0,2.13,228,0.78,28034,-0.24233760000000001,,,,,,,,,,
0.96,6870,1.32,0,6870,2905,-0.052458709478378295,,,,,,,-0.00018462022417224943,4.7047934e-06,0.0001,0.09911123663187027,0.0,0.2,0.2839750647544861,-0.39052202701568606,0.2074345201253891,1140
,6870,,,,,,0,2.16,229,0.77,28159,-0.25497841,,,,,,,,,,
0.94,6900,1.32,0,6900,2922,-0.054750004978850485,,,,,,,-4.124641469260837e-07,2.3841858e-07,0.0001,0.0731223076581955,0.0,0.2,0.3472568392753601,-0.3943613886833191,0.15351950526237487,1145
,6900,,,,,,0,2.06,230,0.79,28274,-0.22480700000000006,,,,,,,,,,
0.96,6930,1.28,0,6930,2936,-0.05095268427859992,,,,,,,-0.0010833561397156188,2.4304787e-05,0.0001,0.08296181261539459,0.0,0.2,0.2179570198059082,-0.39577744007110593,0.17413454353809357,1150
,6930,,,,,,0,2.1,231,0.78,28390,-0.23363854,,,,,,,,,,
0.9,6960,1.62,0,6960,2954,-0.09721210713498295,,,,,,,-0.00036348144950659744,3.873706e-05,0.0001,0.08597432076931,0.0,0.2,0.2509099841117859,-0.38880094289779665,0.18400326669216155,1155
,6960,,,,,,0,2.01,232,0.81,28524,-0.21137306000000003,,,,,,,,,,
0.98,6990,1.22,0,6990,2969,-0.028776703565381468,,,,,,,1.1339981817215517e-05,3.695488e-07,0.0001,0.11615390330553055,0.0,0.2,0.04232048988342285,-0.38159380555152894,0.24378896057605742,1160
,6990,,,,,,0,2.02,233,0.8,28632,-0.23979395,,,,,,,,,,
1.0,7020,1.06,0,7020,2983,-0.0067736403550952675,,,,,,,-0.0001801570243937789,3.359715e-06,0.0001,0.08381267637014389,0.0,0.2,0.5092778205871582,-0.38167763948440553,0.17744174003601074,1165
,7020,,,,,,0,2.05,234,0.79,28728,-0.26521301,,,,,,,,,,
0.94,7050,1.36,0,7050,3000,-0.07241077233105898,,,,,,,6.848573448081652e-06,6.735325e-07,0.0001,0.08565790951251984,0.0,0.2,0.40846896171569824,-0.3841365218162537,0.18541227281093597,1170
,7050,,,,,,0,1.91,235,0.82,28838,-0.23541984,,,,,,,,,,
0.96,7080,1.28,0,7080,3014,-0.03056527502834797,,,,,,,-0.00039442984469744146,8.672476e-06,0.0001,0.07220207899808884,0.0,0.2,0.5256530046463013,-0.38378541469573973,0.14410636723041534,1175
,7080,,,,,,0,1.91,236,0.83,28944,-0.22323774,,,,,,,,,,
0.94,7110,1.36,0,7110,3031,-0.053099796096794306,,,,,,,-0.00020270268335806919,1.31766e-05,0.0001,0.07411708682775497,0.0,0.2,0.2314050793647766,-0.3807681858539581,0.15704326033592225,1180
,7110,,,,,,0,1.93,237,0.82,29059,-0.2175814,,,,,,,,,,
0.94,7140,1.44,0,7140,3042,-0.07310559054836631,,,,,,,-1.1881192384599616e-06,0.0,0.0001,0.11311448365449905,0.0,0.2,0.16935503482818604,-0.37850967049598694,0.24477429389953614,1185
,7140,,,,,,0,2.0,238,0.8,29184,-0.23600650000000006,,,,,,,,,,
0.94,7170,1.34,0,7170,3057,-0.07176890545058995,,,,,,,-0.0001489484281528064,4.456441e-06,0.0001,0.10807668417692184,0.0,0.2,0.37896519899368286,-0.3775566577911377,0.21758592128753662,1190
,7170,,,,,,0,2.0,239,0.8,29297,-0.23501723999999996,,,,,,,,,,
0.96,7200,1.24,0,7200,3065,-0.049683911250904204,,,,,,,-0.0014820587588474155,5.3709744e-05,0.0001,0.09018680453300476,0.0,0.2,0.34459489583969116,-0.37358095645904543,0.19244806468486786,1195
,7200,,,,,,0,2.24,240,0.74,29408,-0.29589777000000006,,,,,,,,,,
0.94,7230,1.24,0,7230,3084,-0.05146362724713981,,,,,,,-0.0004883925087051822,2.5999547e-05,0.0001,0.0997929498553276,0.0,0.2,0.012228608131408691,-0.364896696805954,0.2173537105321884,1200
,7230,,,,,,0,2.09,241,0.79,29521,-0.23304408000000001,,,,,,,,,,
0.94,7260,1.46,0,7260,3096,-0.057755577131174504,,,,,,,-1.1496544042088885e-05,8.527438e-06,0.0001,0.1323292851448059,0.0,0.2,-0.3383970260620117,-0.3593230485916138,0.2649725675582886,1205
,7260,,,,,,0,2.15,242,0.8,29649,-0.21570261999999996,,,,,,,,,,
0.96,7290,1.3,0,7290,3111,-0.05013129842467606,,,,,,,-4.10556791273109e-05,4.3114025e-07,0.0001,0.13937628269195557,0.0,0.2,-1.9579002857208252,-0.3559557914733887,0.3118881285190582,1210
,7290,,,,,,0,2.19,243,0.79,29759,-0.22315429999999994,,,,,,,,,,
0.94,7320,1.42,0,7320,3125,-0.054332948573864996,,,,,,,-0.0004730510705847735,1.1593103e-05,0.0001,0.09732065349817276,0.0,0.2,0.04877966642379761,-0.35409141778945924,0.20593664050102234,1215
,7320,,,,,,0,2.15,244,0.81,29890,-0.22624343999999996,,,,,,,,,,
0.94,7350,1.32,0,7350,3140,-0.05036134711932391,,,,,,,-0.0002704858813864064,1.710852e-05,0.0001,0.1807691901922226,0.0,0.2,-0.12305128574371338,-0.35442625880241396,0.3743117988109589,1220
,7350,,,,,,0,2.2,245,0.81,30007,-0.22768946000000007,,,,,,,,,,
0.94,7380,1.4,0,7380,3151,-0.07316278656478971,,,,,,,-0.0001547912743019353,1.9709269e-06,0.0001,0.10076568275690079,0.0,0.2,0.2785071134567261,-0.3490679919719696,0.2063754230737686,1225
,7380,,,,,,0,2.25,246,0.81,30132,-0.22467473000000002,,,,,,,,,,
0.94,7410,1.38,0,7410,3167,-0.0707796982722357,,,,,,,0.00012393991346471012,1.7881393e-07,0.0001,0.0932583436369896,0.0,0.2,0.35423558950424194,-0.34391717314720155,0.19732418954372405,1230
,7410,,,,,,0,2.04,247,0.86,30251,-0.17641261000000003,,,,,,,,,,
0.94,7440,1.5,0,7440,3177,-0.07403526895679534,,,,,,,0.00013330618297917595,2.0563602e-06,0.0001,0.06209071725606918,0.0,0.2,0.41693323850631714,-0.34608126878738404,0.13693990111351012,1235
,7440,,,,,,0,2.18,248,0.84,30376,-0.21500072000000003,,,,,,,,,,
0.98,7470,1.22,0,7470,3192,-0.02907481131609529,,,,,,,-0.00038111209636539913,3.3915044e-06,0.0001,0.11664291471242905,0.0,0.2,0.2851341962814331,-0.3438439130783081,0.25095846354961393,1240
,7470,,,,,,0,2.19,249,0.82,30484,-0.24424703999999997,,,,,,,,,,
0.94,7500,1.34,0,7500,3204,-0.01128325252328068,,,,,,,-4.611214826510946e-06,1.1662643e-06,0.0001,0.06887304037809372,0.0,0.2,0.6461163759231567,-0.3450505197048187,0.1392878472805023,1245
,7500,,,,,,0,2.26,250,0.81,30601,-0.2562854,,,,,,,,,,
0.88,7530,1.76,0,7530,3218,-0.1400035913847387,,,,,,,-0.0001338112395870894,2.1537146e-06,0.0001,0.07025124132633209,0.0,0.2,0.4311976432800293,-0.34588631987571716,0.151795956492424,1250
,7530,,,,,,0,2.25,251,0.8,30775,-0.2648407,,,,,,,,,,
0.96,7560,1.34,0,7560,3234,-0.05165708211716265,,,,,,,-0.00017688652194891574,1.4702479e-06,0.0001,0.09384915232658386,0.0,0.2,0.49054843187332153,-0.3430556356906891,0.18829957842826844,1255
,7560,,,,,,0,2.18,252,0.8,30893,-0.25771071999999995,,,,,,,,,,
0.96,7590,1.42,0,7590,3250,-0.03136258170474321,,,,,,,-1.2787183173657014e-06,0.0,0.0001,0.08638079464435577,0.0,0.2,0.10688215494155884,-0.34394394159317015,0.18763504922389984,1260
,7590,,,,,,0,2.15,253,0.79,31021,-0.27362379000000003,,,,,,,,,,
0.98,7620,1.28,0,7620,3262,-0.031320873186923566,,,,,,,-9.25858841238636e-07,0.0,0.0001,0.08501710742712021,0.0,0.2,0.31518441438674927,-0.3435020983219147,0.17644449770450593,1265
,7620,,,,,,0,2.22,254,0.77,31138,-0.30320292000000004,,,,,,,,,,
0.96,7650,1.3,0,7650,3278,-0.04991609605029226,,,,,,,-0.00039255777694080507,5.054474e-06,0.0001,0.13255766034126282,0.0,0.2,0.11031454801559448,-0.34322195649147036,0.28349111676216127,1270
,7650,,,,,,0,2.05,255,0.8,31249,-0.24464589,,,,,,,,,,
0.96,7680,1.28,0,7680,3292,-0.0497551235742867,,,,,,,-0.0012160686737235694,3.3168e-05,0.0001,0.11638272553682327,0.0,0.2,0.21218794584274292,-0.339594966173172,0.23668284714221954,1275
,7680,,,,,,0,2.1,256,0.79,31358,-0.26305644000000006,,,,,,,,,,
0.98,7710,1.18,0,7710,3305,-0.028671335894614458,,,,,,,-6.062984493837576e-06,9.735426e-07,0.0001,0.14575496315956116,0.0,0.2,-0.15821611881256104,-0.3311284899711609,0.30678696632385255,1280
,7710,,,,,,0,2.08,257,0.78,31555,-0.27662047,,,,,,,,,,
0.96,7740,1.44,0,7740,3319,-0.031882984298281375,,,,,,,-0.0014671198495973315,4.6753885e-05,0.0001,0.055976398289203644,0.0,0.2,0.5706050395965576,-0.3228958427906036,0.11766319870948791,1285
,7740,,,,,,0,2.07,258,0.79,31684,-0.26982757,,,,,,,,,,
0.96,7770,1.3,0,7770,3336,-0.030065573612228037,,,,,,,-0.00020447889764909632,2.0440419e-05,0.0001,0.1115671917796135,0.0,0.2,0.2871941924095154,-0.3134307563304901,0.23486082255840302,1290
,7770,,,,,,0,2.05,259,0.8,31801,-0.25750122000000003,,,,,,,,,,
0.92,7800,1.44,0,7800,3353,-0.09366100898943841,,,,,,,0.00018698096275358012,7.609526e-07,0.0001,0.08437582850456238,0.0,0.2,0.1238628625869751,-0.3091348707675934,0.1812678575515747,1295
,7800,,,,,,0,1.97,260,0.82,31927,-0.21666326000000002,,,,,,,,,,
0.96,7830,1.36,0,7830,3373,-0.03088468938600272,,,,,,,-0.0007956091343658045,1.4859438e-05,0.0001,0.06155227869749069,0.0,0.2,0.1994025707244873,-0.30642569065093994,0.1383127123117447,1300
,7830,,,,,,0,1.87,261,0.85,32042,-0.18250219999999998,,,,,,,,,,
0.94,7860,1.38,0,7860,3388,-0.07656810163985937,,,,,,,2.622604309721055e-06,5.0862633e-07,0.0001,0.039021752774715424,0.0,0.2,0.04498785734176636,-0.3010644853115082,0.0852908343076706,1305
,7860,,,,,,0,1.86,262,0.87,32173,-0.16143181,,,,,,,,,,
0.96,7890,1.32,0,7890,3401,-0.03100831953343004,,,,,,,5.3239862269549575e-05,4.527966e-06,0.0001,0.08451920002698898,0.0,0.2,-0.46932220458984375,-0.29687635898590087,0.1743241459131241,1310
,7890,,,,,,0,1.89,263,0.87,32291,-0.15768929,,,,,,,,,,
0.96,7920,1.38,0,7920,3414,-0.03101360464002937,,,,,,,-0.0001376156014641694,1.3788541e-06,0.0001,0.12224088609218597,0.0,0.2,0.13172858953475952,-0.29645360112190244,0.26419206261634826,1315
,7920,,,,,,0,1.88,264,0.89,32413,-0.12709341000000002,,,,,,,,,,
0.96,7950,1.42,0,7950,3428,-0.05160615840926766,,,,,,,-0.0001100047442985641,1.6629696e-06,0.0001,0.09725411981344223,0.0,0.2,0.09204977750778198,-0.2954624116420746,0.2146961957216263,1320
,7950,,,,,,0,1.96,265,0.88,32552,-0.14474871999999997,,,,,,,,,,
0.96,7980,1.3,0,7980,3444,-0.03499762911815196,,,,,,,3.6005179693532344e-05,1.1384487e-06,0.0001,0.08659926801919937,0.0,0.2,0.3042792081832886,-0.29291478395462034,0.18053344488143921,1325
,7980,,,,,,0,1.96,266,0.88,32667,-0.12761936,,,,,,,,,,
0.98,8010,1.2,0,8010,3457,-0.029381626243703066,,,,,,,-6.607135073863902e-05,1.146396e-06,0.0001,0.0556386262178421,0.0,0.2,-5.153985500335693,-0.2929356634616852,0.11389258354902268,1330
,8010,,,,,,0,1.99,267,0.87,32781,-0.15018958000000002,,,,,,,,,,
0.92,8040,1.72,0,8040,3470,-0.10095615420024842,,,,,,,-0.0008013937478729361,1.0929505e-05,0.0001,0.08623110502958298,0.0,0.2,0.3367828130722046,-0.290079402923584,0.18105249404907225,1335
,8040,,,,,,0,2.13,268,0.83,32922,-0.19203727,,,,,,,,,,
0.98,8070,1.26,0,8070,3487,-0.009981683301739395,,,,,,,-0.00015753507536508948,1.787146e-05,0.0001,0.11490107327699661,0.0,0.2,-0.10741698741912842,-0.28475144505500793,0.2427690416574478,1340
,8070,,,,,,0,2.1,269,0.83,33032,-0.19372126,,,,,,,,,,
0.9,8100,1.58,0,8100,3512,-0.11464329430833459,,,,,,,5.860030636526403e-05,6.0717266e-06,0.0001,0.11341281980276108,0.0,0.2,-0.052787184715270996,-0.279358571767807,0.23350701630115508,1345
,8100,,,,,,0,1.86,270,0.87,33162,-0.14958648000000002,,,,,,,,,,
