rollout/ep_rew_mean,env/current_idx,env/completion_counter,rollout/ep_len_mean,time/fps,env/n_steps,time/iterations,rollout/success_rate,time/time_elapsed,time/total_timesteps,train/approx_kl,train/clip_fraction,train/n_updates,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/entropy_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length,eval/success_rate
-0.03179093,502,0,1.36,0,750,25,0.94,1101,750,0.025424717,0.21400000616908074,1200,0.0001,0.018726828964427112,-0.0701234367582947,-12.335796356201172,-0.10956395417451859,-1.1013601350784301,0.2,,,
-0.08451891,517,0,1.43,0,780,26,0.91,1135,780,0.020001747,0.278000006750226,1250,0.0001,0.03845915593206883,-0.06695369390495276,-0.2512131929397583,-0.10834336280822754,-1.2168378257751464,0.2,,,
-0.09558103999999998,539,0,1.45,0,810,27,0.89,1176,810,0.018104905,0.15933333911001682,1300,0.0001,0.15547923691570759,-0.05329021589141725,-0.10439741611480713,-0.08502345532178879,-1.0220145750045777,0.2,,,
-0.09455182000000001,564,0,1.4,0,840,28,0.89,1226,840,0.023738913,0.15933333970606328,1350,0.0001,0.0655158241931349,-0.061347807553053496,0.18862426280975342,-0.0968574583530426,-1.0076540255546569,0.2,,,
-0.10509551999999997,588,0,1.42,0,870,29,0.89,1263,870,0.014531455,0.14133333824574948,1400,0.0001,0.014309862847439944,-0.04233351929625496,-141.12855529785156,-0.06632909178733826,-0.7971451163291932,0.2,,,
-0.09410563,609,0,1.38,0,900,30,0.9,1298,900,0.019434955,0.25600000470876694,1450,0.0001,0.056815665736794474,-0.05469815064376839,-0.22232341766357422,-0.07275806367397308,-0.8409469091892242,0.2,,,
-0.05216004,630,0,1.29,0,930,31,0.95,1338,930,0.01303954,0.16600000232458115,1500,0.0001,0.04123564666602761,-0.035468284549424425,0.35915619134902954,-0.052474670112133026,-0.7257116746902466,0.2,,,
-0.06301419999999999,651,0,1.36,0,960,32,0.93,1373,960,0.014486381,0.143333338201046,1550,0.0001,0.02530428336933255,-0.049035189792669055,-0.06660223007202148,-0.08378536254167557,-0.992821991443634,0.2,,,
-0.06264924999999999,678,0,1.33,0,990,33,0.94,1408,990,0.02282118,0.1440000056475401,1600,0.0001,0.021319482147227974,-0.04206921609234996,0.29784584045410156,-0.08062870800495148,-0.8196695339679718,0.2,,,
-0.06146333,699,0,1.34,0,1020,34,0.94,1447,1020,0.034995776,0.28333333767950536,1650,0.0001,0.010469614089233801,-0.07811466047222106,-189.402587890625,-0.11191591620445251,-1.0164095985889434,0.2,,,
-0.07221619,721,0,1.36,0,1050,35,0.93,1483,1050,0.04619538,0.216000008136034,1700,0.0001,0.06001416005194187,-0.0578639640978848,-0.00854349136352539,-0.11032870411872864,-0.9010746693611145,0.2,,,
-0.05296108,740,0,1.31,0,1080,36,0.94,1518,1080,0.030155811,0.2973333391547203,1750,0.0001,0.07946856505237519,-0.08097177258630595,-0.1648852825164795,-0.1262412816286087,-1.043943749666214,0.2,,,
-0.07429096000000002,763,0,1.36,0,1110,37,0.92,1555,1110,0.03495527,0.2760000080615282,1800,0.0001,0.018395934700965882,-0.07600991497592378,-13.321836471557617,-0.11352723091840744,-1.009619517326355,0.2,,,
-0.08539771,783,0,1.42,0,1140,38,0.9,1595,1140,0.035440605,0.18400000415742399,1850,0.0001,0.07270547719672323,-0.05811147265590746,0.21252721548080444,-0.10922233015298843,-0.8968497431278228,0.2,,,
-0.10846413,800,0,1.46,0,1170,39,0.88,1629,1170,0.028687147,0.3140000032633543,1900,0.0001,0.08399207012727856,-0.07621925464625626,-0.2850675582885742,-0.11647143959999084,-1.0786173641681671,0.2,,,
-0.10856249000000001,820,0,1.51,0,1200,40,0.87,1668,1200,0.022995329,0.19733333915472032,1950,0.0001,0.06350212486460804,-0.06246777919935994,0.2614533305168152,-0.10645823925733566,-0.7821378004550934,0.2,,,
-0.11582763,843,0,1.43,0,1230,41,0.88,1702,1230,0.03796583,0.2873333388566971,2000,0.0001,0.057225474156439304,-0.07515312040473024,0.05995965003967285,-0.11008264869451523,-0.9338049423694611,0.2,,,
-0.11529266000000002,869,0,1.41,0,1260,42,0.89,1737,1260,0.011836668,0.14600000463426113,2050,0.0001,0.05281266819220036,-0.0628623942557412,-0.047361016273498535,-0.10484610497951508,-0.7978573262691497,0.2,,,
-0.07136222,893,0,1.33,0,1290,43,0.92,1777,1290,0.016522199,0.15733333833515645,2100,0.0001,0.031021580605302006,-0.05422492591136446,0.02558422088623047,-0.08836204558610916,-0.730029946565628,0.2,,,
-0.08120510000000002,914,0,1.32,0,1320,44,0.92,1811,1320,0.01983242,0.24000000916421413,2150,0.0001,0.018066388878505677,-0.06154071220352002,-60.09872817993164,-0.09637660533189774,-0.7218172729015351,0.2,,,
-0.07101381,936,0,1.31,0,1350,45,0.92,1844,1350,0.0177067,0.23266667194664478,2200,0.0001,0.06493315421044826,-0.057903964261369165,0.23852485418319702,-0.10465054214000702,-0.8977415978908538,0.2,,,
-0.06188809,962,0,1.3,0,1380,46,0.92,1878,1380,0.021952074,0.2326666709780693,2250,0.0001,0.029099052506498992,-0.05526289170018085,-0.10477888584136963,-0.07545644044876099,-0.7361433112621307,0.2,,,
-0.06174672000000001,985,0,1.3,0,1410,47,0.92,1911,1410,0.0069514136,0.09666666910052299,2300,0.0001,0.018741974700242282,-0.035993991652464814,-11.956703186035156,-0.0557800829410553,-0.6024347043037415,0.2,,,
-0.061468350000000005,1007,0,1.3,0,1440,48,0.93,1945,1440,0.0041489145,0.0626666696369648,2350,0.0001,0.050027083437889815,-0.028915814641669115,-0.09575319290161133,-0.037404973059892654,-0.51537861764431,0.2,,,
-0.06087794,1031,0,1.26,0,1470,49,0.94,1981,1470,0.020634593,0.2226666735112667,2400,0.0001,0.053460919559001924,-0.05344690498608786,0.2896329164505005,-0.08050213009119034,-0.7326850330829621,0.2,,,
-0.059244019999999994,1056,0,1.26,0,1500,50,0.94,2016,1500,0.011653732,0.2180000077933073,2450,0.0001,0.0483574369456619,-0.06944275825237856,-0.26254069805145264,-0.09797979891300201,-0.6862944531440734,0.2,,,
-0.0701991,1077,0,1.32,0,1530,51,0.92,2050,1530,0.023710527,0.14400000400841237,2500,0.0001,0.027481133081018926,-0.04898859867251788,0.3489775061607361,-0.07624546438455582,-0.5280441856384277,0.2,,,
-0.040315119999999996,1099,0,1.31,0,1560,52,0.93,2083,1560,0.032196686,0.17066667325794696,2550,0.0001,0.027507932716980578,-0.06369566058390774,0.0490574836730957,-0.08935447782278061,-0.5346256017684936,0.2,,,
-0.05054559000000002,1120,0,1.31,0,1590,53,0.92,2116,1590,0.01453884,0.12466667026281357,2600,0.0001,0.007154709857422859,-0.03690258322151685,-172.12086486816406,-0.054345693439245224,-0.41391652762889863,0.2,,,
-0.06067485999999999,1143,0,1.33,0,1620,54,0.92,2150,1620,0.051263247,0.20466667510569095,2650,0.0001,0.060650110431015494,-0.05607902637093016,0.1531893014907837,-0.08872082084417343,-0.5555059808492661,0.2,,,
-0.06116621999999999,1164,0,1.35,0,1650,55,0.92,2191,1650,0.019035336,0.10666667133569717,2700,0.0001,0.026402300475165248,-0.04336959330582374,-0.015526533126831055,-0.053002484142780304,-0.41546534836292265,0.2,,,
-0.0620888,1188,0,1.36,0,1680,56,0.92,2227,1680,0.013212202,0.10000000283122062,2750,0.0001,0.047286259029060605,-0.017376371513644705,0.08897125720977783,-0.03137281909584999,-0.4825694227218628,0.2,,,
-0.07220369,1205,0,1.38,0,1710,57,0.92,2260,1710,0.0072592455,0.061333335041999816,2800,0.0001,0.009048341100569814,-0.020868140638805918,-36.608367919921875,-0.030469419434666634,-0.3915755033493042,0.2,,,
-0.08562932,1226,0,1.41,0,1740,58,0.91,2297,1740,0.009950451,0.14666666895151137,2850,0.0001,0.064359286329709,-0.03600099175706662,0.06908518075942993,-0.05777781829237938,-0.49539452970027925,0.2,,,
-0.06464601000000002,1249,0,1.37,0,1770,59,0.94,2332,1770,0.010857181,0.12333333730697632,2900,0.0001,0.1034806214272976,-0.028234118613724917,0.09744137525558472,-0.0277615524828434,-0.333487743139267,0.2,,,
-0.06651750000000001,1271,0,1.43,0,1800,60,0.93,2368,1800,0.0059429347,0.010666666924953461,2950,0.0001,0.019147839290089907,-0.009325019216480258,-5.847348690032959,-0.026532402262091637,-0.3395832085609436,0.2,,,
-0.08749409999999999,1291,0,1.46,0,1830,61,0.92,2408,1830,0.02495538,0.20266667135059835,3000,0.0001,0.010291491991374642,-0.04148928535155328,-35.912109375,-0.059945277869701385,-0.6838276314735413,0.2,,,
-0.07851733000000001,1310,0,1.43,0,1860,62,0.92,2448,1860,0.10698433,0.16400000400841236,3050,0.0001,0.08915090411901475,-0.04503707408901149,-0.10809898376464844,-0.09284202009439468,-0.6107809197902679,0.2,,,
-0.05533165000000001,1335,0,1.39,0,1890,63,0.94,2485,1890,0.037031826,0.19466667205095292,3100,0.0001,0.035307470299303534,-0.06974004586832598,0.3635978698730469,-0.10786188393831253,-0.6518729782104492,0.2,,,
-0.07596337,1355,0,1.44,0,1920,64,0.92,2518,1920,0.024429323,0.20266667194664478,3150,0.0001,0.012430976587347686,-0.05923115893919022,-112.45726013183594,-0.09669271856546402,-0.6037344980239868,0.2,,,
-0.11596124000000002,1370,0,1.51,0,1950,65,0.89,2551,1950,0.012600744,0.13866666868329047,3200,0.0001,0.07047517597675323,-0.033455229210783734,0.191453218460083,-0.040216557681560516,-0.4346097803115845,0.2,,,
-0.12482527999999998,1390,0,1.52,0,1980,66,0.88,2587,1980,0.026786951,0.1540000046789646,3250,0.0001,0.08700608050450682,-0.03888936379815764,0.2236618995666504,-0.06245855987071991,-0.5018797022104263,0.2,,,
-0.11217034,1414,0,1.44,0,2010,67,0.9,2627,2010,0.012049128,0.12266666971147061,3300,0.0001,0.088324654083699,-0.04903533839263645,-0.2210683822631836,-0.06427744030952454,-0.4502314704656601,0.2,,,
-0.10179112,1439,0,1.43,0,2040,68,0.91,2664,2040,0.013573042,0.09666667088866233,3350,0.0001,0.018707905951887368,-0.05178802549513056,0.3728142976760864,-0.07432327419519424,-0.4222119277715683,0.2,,,
-0.12345321000000001,1455,0,1.49,0,2070,69,0.88,2702,2070,0.012217774,0.02133333444595337,3400,0.0001,0.0197573828487657,-0.022584455366032978,-241.7719268798828,-0.03999221324920654,-0.2681435385346413,0.2,,,
-0.10277512,1475,0,1.43,0,2100,70,0.9,2735,2100,0.024476327,0.11800000309944153,3450,0.0001,0.13999710328876971,-0.0292957390722974,-0.07168912887573242,-0.04053884744644165,-0.32487794816493987,0.2,,,
-0.09241209999999998,1498,0,1.38,0,2130,71,0.91,2771,2130,0.0011848608,0.025333334654569627,3500,0.0001,0.05321950943674892,-0.00249794626469761,-0.1832892894744873,-0.002191299106925726,-0.18871346086263657,0.2,,,
-0.09234251,1525,0,1.34,0,2160,72,0.91,2805,2160,0.001389132,0.027333334758877753,3550,0.0001,0.0626906232535839,-0.009524703201837853,-0.12533247470855713,-0.007989365607500076,-0.16052598834037782,0.2,,,
-0.11212547999999996,1547,0,1.38,0,2190,73,0.89,2840,2190,0.0072972416,0.02133333444595337,3600,0.0001,0.013865008589345963,-0.007648884983245808,-0.1848386526107788,-0.016858913004398346,-0.1771755799651146,0.2,,,
-0.060688700000000005,1568,0,1.3,0,2220,74,0.92,2874,2220,0.016750855,0.11666666954755783,3650,0.0001,0.044143454702571035,-0.034937168635117505,0.2883988618850708,-0.050103213638067245,-0.3691045445203781,0.2,,,
-0.05256832,1589,0,1.32,0,2250,75,0.93,2909,2250,0.0040088934,0.02400000125169754,3700,0.0001,0.04300818054936826,-0.00825344867720318,-117.39849090576172,-0.01687929965555668,-0.18691421300172806,0.2,,,
-0.04345315000000001,1611,0,1.36,0,2280,76,0.94,2943,2280,0.016834881,0.132000003606081,3750,0.0001,0.04457325979135931,-0.059718148679006905,0.1732395887374878,-0.0735863521695137,-0.29111252188682557,0.2,,,
-0.04502395,1633,0,1.34,0,2310,77,0.95,2980,2310,0.0060564755,0.030000001564621924,3800,0.0001,0.007164994634222239,-0.023213133103835083,-52.457923889160156,-0.02430831640958786,-0.10970526233315468,0.2,,,
-0.05713632000000001,1654,0,1.41,0,2340,78,0.93,3014,2340,0.0123722255,0.1293333375453949,3850,0.0001,0.06173051092773676,-0.03539146049817404,0.2559095621109009,-0.045550763607025146,-0.18253518760204315,0.2,,,
-0.07634187999999999,1678,0,1.36,0,2370,79,0.93,3051,2370,0.019440712,0.09066666834056378,3900,0.0001,0.014567562453448772,-0.02298667319535647,0.5922867059707642,-0.039843667298555374,-0.328625992834568,0.2,,,
-0.08403645000000001,1698,0,1.37,0,2400,80,0.92,3089,2400,0.01268065,0.11000000327825546,3950,0.0001,0.0456791659258306,-0.04318694571168937,0.25505900382995605,-0.05462130904197693,-0.33430580258369447,0.2,,,
-0.08214188000000001,1722,0,1.32,0,2430,81,0.92,3130,2430,0.078805685,0.15466667167842388,4000,0.0001,0.05672494306229055,-0.05025097805277134,0.004548013210296631,-0.07629717141389847,-0.3606541007757187,0.2,,,
-0.09288743999999997,1741,0,1.39,0,2460,82,0.91,3167,2460,0.016511686,0.14066666968166827,4050,0.0001,0.032598085291683676,-0.0537488741748966,-0.17811501026153564,-0.06855607032775879,-0.34401624262332914,0.2,,,
-0.09142688,1767,0,1.35,0,2490,83,0.92,3202,2490,0.020596389,0.11266667105257511,4100,0.0001,0.09655172795057297,-0.04230524027432935,0.03981459140777588,-0.0570828951895237,-0.4268416994810104,0.2,,,
-0.07219843,1788,0,1.32,0,2520,84,0.94,3238,2520,0.017825063,0.12933333739638328,4150,0.0001,0.038672254756093025,-0.04689388789065804,0.05146068334579468,-0.06651429086923599,-0.4067051523923874,0.2,,,
-0.05229531,1812,0,1.33,0,2550,85,0.95,3278,2550,0.02527848,0.14800000324845314,4200,0.0001,0.011814399417489766,-0.05054409460118041,-2.6773993968963623,-0.06658598780632019,-0.38444736659526824,0.2,,,
-0.031072069999999997,1835,0,1.29,0,2580,86,0.96,3317,2580,0.040662292,0.23333333775401116,4250,0.0001,0.006625342033803463,-0.07954858900094408,-147.21762084960938,-0.12219397723674774,-0.6764320397377014,0.2,,,
-0.06213921000000001,1855,0,1.36,0,2610,87,0.93,3351,2610,0.04379306,0.2933333379775286,4300,0.0001,0.05824057534337044,-0.06525784682521284,-0.2627326250076294,-0.09650835394859314,-0.7834550058841705,0.2,,,
-0.050527100000000005,1879,0,1.31,0,2640,88,0.94,3398,2640,0.041970085,0.20000000409781932,4350,0.0001,0.08184361584484577,-0.054462560145262025,0.27880775928497314,-0.09603261202573776,-0.795645022392273,0.2,,,
-0.06076855999999999,1903,0,1.32,0,2670,89,0.94,3440,2670,0.013513956,0.14133333548903465,4400,0.0001,0.010954621799755841,-0.04191848942947885,-84.49137115478516,-0.06379684805870056,-0.5367884427309036,0.2,,,
-0.07028826999999999,1929,0,1.29,0,2700,90,0.94,3488,2700,0.01777585,0.15733333744108677,4450,0.0001,0.036918724551796914,-0.05728626185003669,0.38823431730270386,-0.07185278832912445,-0.5578723138570786,0.2,,,
-0.0702521,1947,0,1.31,0,2730,91,0.94,3522,2730,0.015723921,0.15066667005419732,4500,0.0001,0.03408323385752737,-0.04533997317589819,0.14862465858459473,-0.058942895382642746,-0.4085549706220627,0.2,,,
-0.07083376999999999,1968,0,1.33,0,2760,92,0.93,3558,2760,0.049284283,0.25800000727176664,4550,0.0001,0.05657115161418915,-0.06962287950515748,0.4188879132270813,-0.08960407227277756,-0.6436698400974273,0.2,,,
-0.06114331,1990,0,1.35,0,2790,93,0.93,3594,2790,0.0073092342,0.12000000432133674,4600,0.0001,0.09299936138093472,-0.041358739413165806,-1.783130407333374,-0.056192994117736816,-0.4703868758678436,0.2,,,
-0.07155580999999998,2013,0,1.38,0,2820,94,0.92,3630,2820,0.013859221,0.1386666700989008,4650,0.0001,0.01195237472653389,-0.03817644245938084,-71.4421157836914,-0.05490381270647049,-0.3906894952058792,0.2,,,
-0.09402056999999997,2033,0,1.46,0,2850,95,0.9,3665,2850,0.00040145716,0.0,4700,0.0001,0.024149336833506823,-0.00592011949724232,0.3511592745780945,-0.013932550325989723,-0.19025391221046448,0.2,,,
-0.06366749000000001,2055,0,1.37,0,2880,96,0.92,3701,2880,0.019906748,0.05066666819155216,4750,0.0001,0.09302363507449626,-0.021209766126276647,0.05580294132232666,-0.04759511724114418,-0.33979433834552764,0.2,,,
-0.06295118,2079,0,1.33,0,2910,97,0.93,3735,2910,0.010536061,0.09533333785831928,4800,0.0001,0.032801431235857305,-0.04225153156756036,0.30706435441970825,-0.06460313498973846,-0.467275413274765,0.2,,,
-0.09716775000000002,2098,0,1.4,0,2940,98,0.9,3770,2940,0.052603077,0.2053333406150341,4850,0.0001,0.00992291574832052,-0.060027384722605354,-128.1923828125,-0.0904337540268898,-0.5878975212574005,0.2,,,
-0.07688901,2119,0,1.37,0,2970,99,0.92,3807,2970,0.026572455,0.12800000473856926,4900,0.0001,0.1507256091758609,-0.04840479807747762,-0.21191251277923584,-0.08527658134698868,-0.4808821439743042,0.2,,,
,2138,0,,,3000,,,,3000,0.027541855,0.19000000812113285,4950,0.0001,0.05197975710965693,-0.06038524255746356,0.12561404705047607,-0.08717242628335953,-0.6204804599285125,0.2,-0.08153741711052134,1.34,0.92
-0.09555989000000001,,,1.43,0,,100,0.9,4012,3000,,,,,,,,,,,,,
-0.11563311000000001,2157,0,1.48,0,3030,101,0.89,4051,3030,0.022584815,0.23533334158360958,5000,0.0001,0.03490823023021221,-0.05752492972059798,0.6134735345840454,-0.07492011785507202,-0.7419206976890564,0.2,,,
-0.11541077,2178,0,1.48,0,3060,102,0.88,4086,3060,0.034418877,0.2533333390951157,5050,0.0001,0.026549493595957756,-0.0762006620131433,0.4892633557319641,-0.11659704893827438,-0.8015710079669952,0.2,,,
-0.09101528,2207,0,1.38,0,3090,103,0.9,4126,3090,0.047544394,0.16000000447034834,5100,0.0001,0.018599022976122797,-0.05520675252672909,-7.514355659484863,-0.09584220498800278,-0.6055825674533843,0.2,,,
-0.08121445000000001,2231,0,1.37,0,3120,104,0.91,4159,3120,0.046343673,0.25666667215526107,5150,0.0001,0.01503333205357194,-0.0707275405941376,-0.13956332206726074,-0.09014342725276947,-0.5619590723514557,0.2,,,
-0.03959414,2252,0,1.25,0,3150,105,0.95,4195,3150,0.026107071,0.20666667483747006,5200,0.0001,0.03237293974729255,-0.062146572167674705,-0.18164968490600586,-0.0865243598818779,-0.560103474855423,0.2,,,
-0.04997142,2275,0,1.26,0,3180,106,0.95,4232,3180,0.020182107,0.21400000669062139,5250,0.0001,0.03774432545993477,-0.06287279655520495,-0.3398590087890625,-0.08829352259635925,-0.6300092470645905,0.2,,,
-0.041407679999999995,2301,0,1.26,0,3210,107,0.95,4267,3210,0.02982291,0.14066667146980763,5300,0.0001,0.024654953721910716,-0.03406660119413088,-0.032744526863098145,-0.04264194518327713,-0.36302575826644895,0.2,,,
-0.04146340000000001,2326,0,1.28,0,3240,108,0.95,4307,3240,0.034301654,0.09933333650231362,5350,0.0001,0.011622107997536659,-0.04359335357633732,-19.35279655456543,-0.06790245324373245,-0.4149143421649933,0.2,,,
-0.030435749999999998,2352,0,1.2,0,3270,109,0.96,4342,3270,0.022032712,0.1573333379626274,5400,0.0001,0.02707557410933077,-0.05657354123424738,0.1416730284690857,-0.06853388994932175,-0.4956775027513504,0.2,,,
-0.06176977000000001,2370,0,1.25,0,3300,110,0.94,4378,3300,0.0028948267,0.029333334863185883,5450,0.0001,0.009621628681197763,-0.015723999785259367,-1.5114362239837646,-0.019485333934426308,-0.17684591561555862,0.2,,,
-0.05976264,2399,0,1.22,0,3330,111,0.95,4416,3330,0.044530988,0.11133333772420884,5500,0.0001,0.08524222331121564,-0.03793084721950194,0.28175073862075806,-0.046567242592573166,-0.37767006278038023,0.2,,,
-0.06032724999999999,2423,0,1.23,0,3360,112,0.95,4462,3360,0.022715382,0.07666666798293591,5550,0.0001,0.01361012102337554,-0.016676478695153492,-444.28314208984375,-0.02194245532155037,-0.21888949304819108,0.2,,,
-0.07172194,2446,0,1.29,0,3390,113,0.94,4496,3390,0.020546395,0.03066666767001152,5600,0.0001,0.030781299844384193,-0.012029521330641729,0.42740893363952637,-0.021049214527010918,-0.1873651021718979,0.2,,,
-0.05129506,2469,0,1.24,0,3420,114,0.96,4531,3420,0.0070931297,0.09400000423192978,5650,0.0001,0.06080268681049347,-0.031085401035845308,-0.2461174726486206,-0.039870090782642365,-0.22371844470500946,0.2,,,
-0.04024070000000001,2498,0,1.21,0,3450,115,0.97,4567,3450,0.006432855,0.05733333632349968,5700,0.0001,0.03839370472356677,-0.00711293463034476,0.08020490407943726,-0.006151571869850159,-0.1548767939209938,0.2,,,
-0.06075661000000001,2517,0,1.26,0,3480,116,0.95,4599,3480,0.015566375,0.06933333553373813,5750,0.0001,0.005211468383204192,-0.02621002447822442,-1894.0093994140625,-0.03547579422593117,-0.22847905188798903,0.2,,,
-0.05037478000000001,2540,0,1.26,0,3510,117,0.95,4633,3510,0.007422656,0.026666668057441712,5800,0.0001,0.061517696329392496,-0.014697090634106047,0.2264326810836792,-0.022109972313046455,-0.23584398865699768,0.2,,,
-0.04978485000000001,2565,0,1.26,0,3540,118,0.94,4672,3540,0.024482422,0.07400000333786011,5850,0.0001,0.029913647703360767,-0.02759445334264699,-1.8965520858764648,-0.035497892647981644,-0.35776636958122254,0.2,,,
-0.07269024,2586,0,1.33,0,3570,119,0.92,4710,3570,0.04067308,0.19066667273640633,5900,0.0001,0.055750396829098464,-0.05962927514252564,-1.4273078441619873,-0.07175334542989731,-0.5056531798839569,0.2,,,
-0.09387959,2604,0,1.41,0,3600,120,0.9,4743,3600,0.05909048,0.1133333370834589,5950,0.0001,0.06950651695020497,-0.03361227151487647,0.18453145027160645,-0.05485398694872856,-0.3119735187292099,0.2,,,
-0.07175564,2630,0,1.29,0,3630,121,0.93,4785,3630,0.025735317,0.1066666703671217,6000,0.0001,0.07749680083245039,-0.02228563258207096,0.24598801136016846,-0.03371913358569145,-0.26495065838098525,0.2,,,
