env/completion_counter,time/total_timesteps,eval/mean_reward,eval/success_rate,env/n_steps,env/current_idx,eval/mean_ep_length,rollout/ep_rew_mean,time/fps,rollout/success_rate,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/loss,train/explained_variance,train/learning_rate,train/clip_range,train/n_updates,train/value_loss,train/clip_fraction,train/entropy_loss
0,9630,-0.08860633025877178,0.92,9630,5678,1.2,,,,,,,-7.35123970585505e-09,0.0,0.09510257840156555,0.024015963077545166,0.0001,0.2,1600,0.19484604597091676,0.0,-0.12944128811359407
,9630,,,,,,-0.21626000000000004,0,0.75,1.61,321,35986,,,,,,,,,,
0,9660,-0.0888463859912008,0.92,9660,5697,1.2,,,,,,,-0.00046642086352193245,1.598994e-05,0.110087551176548,-0.09554576873779297,0.0001,0.2,1605,0.23026875257492066,0.0,-0.12864600419998168
,9660,,,,,,-0.22869189,0,0.73,1.64,322,36088,,,,,,,,,,
0,9690,-0.04971372939646244,0.92,9690,5712,1.22,,,,,,,-0.0007018462840156836,2.8848648e-05,0.10717805474996567,-0.04020226001739502,0.0001,0.2,1610,0.2229488343000412,0.0,-0.12567596286535263
,9690,,,,,,-0.22598837000000002,0,0.71,1.66,323,36209,,,,,,,,,,
0,9720,-0.06816072652116417,0.94,9720,5728,1.18,,,,,,,0.0001561947651982365,2.6305518e-06,0.11620847135782242,-0.03339660167694092,0.0001,0.2,1615,0.2397623986005783,0.0,-0.12192393839359283
,9720,,,,,,-0.18162740000000002,0,0.73,1.69,324,36313,,,,,,,,,,
0,9750,-0.11196786554530264,0.84,9750,5747,1.34,,,,,,,-1.0251999089661013e-07,0.0,0.09499102830886841,-0.24711060523986816,0.0001,0.2,1620,0.19668581783771516,0.0,-0.11984858959913254
,9750,,,,,,-0.20145596999999998,0,0.7,1.74,325,36432,,,,,,,,,,
0,9780,-0.11318993678782135,0.9,9780,5764,1.22,,,,,,,-6.159146614947985e-09,0.0,0.05670411139726639,0.35781437158584595,0.0001,0.2,1625,0.11630147099494934,0.0,-0.11891499310731887
,9780,,,,,,-0.20832009999999998,0,0.7,1.73,326,36547,,,,,,,,,,
0,9810,-0.048158208765089514,0.96,9810,5781,1.14,,,,,,,3.8941703017769666e-08,0.0,0.08886557817459106,0.2893064618110657,0.0001,0.2,1630,0.18552787005901336,0.0,-0.11835761666297913
,9810,,,,,,-0.25399115,0,0.7,1.73,327,36658,,,,,,,,,,
0,9840,-0.006659272904507816,1.0,9840,5800,1.02,,,,,,,-9.83476642346659e-08,0.0,0.0834699273109436,0.3515663146972656,0.0001,0.2,1635,0.17742801308631898,0.0,-0.11804704815149307
,9840,,,,,,-0.22230535999999998,0,0.7,1.72,328,36763,,,,,,,,,,
0,9870,-0.04785474961157888,0.96,9870,5821,1.14,,,,,,,-0.00036180694073379983,4.309416e-06,0.061553653329610825,0.4811300039291382,0.0001,0.2,1640,0.11985158175230026,0.0,-0.11747018247842789
,9870,,,,,,-0.22297324999999998,0,0.73,1.65,329,36865,,,,,,,,,,
0,9900,-0.049103169715963305,0.96,9900,5836,1.16,,,,,,,-0.0007800344548497762,2.5284291e-05,0.06544908136129379,0.3631695508956909,0.0001,0.2,1645,0.1392041563987732,0.0,-0.11536931842565537
,9900,,,,,,-0.26948901999999997,0,0.69,1.68,330,36965,,,,,,,,,,
0,9930,-0.08936267309356481,0.9,9930,5854,1.22,,,,,,,-1.3907751039710092e-08,1.1920929e-07,0.13576452434062958,0.06039613485336304,0.0001,0.2,1650,0.27664102911949157,0.0,-0.1119563788175583
,9930,,,,,,-0.26795533,0,0.69,1.68,331,37079,,,,,,,,,,
0,9960,-0.12978228476829826,0.88,9960,5873,1.3,,,,,,,5.491577537597436e-07,3.695488e-07,0.09671837836503983,0.15852028131484985,0.0001,0.2,1655,0.19999284744262696,0.0,-0.11005482077598572
,9960,,,,,,-0.26581295,0,0.69,1.67,332,37182,,,,,,,,,,
0,9990,-0.1549465731345117,0.86,9990,5892,1.34,,,,,,,-1.9073486434706412e-08,0.0,0.08011051267385483,0.29066258668899536,0.0001,0.2,1660,0.16556950211524962,0.0,-0.11061158180236816
,9990,,,,,,-0.26050185,0,0.71,1.64,333,37294,,,,,,,,,,
0,10020,-0.1108823726279661,0.88,10020,5912,1.28,,,,,,,-3.039836897755776e-08,0.0,0.09696037322282791,0.04628944396972656,0.0001,0.2,1665,0.20141029953956605,0.0,-0.11134081780910492
,10020,,,,,,-0.27820677,0,0.72,1.62,334,37402,,,,,,,,,,
0,10050,-0.08897590569686145,0.9,10050,5930,1.26,,,,,,,-3.9720138217269606e-05,1.9768875e-06,0.09067589789628983,0.38617950677871704,0.0001,0.2,1670,0.18665628731250763,0.0,-0.11160025000572205
,10050,,,,,,-0.27821313999999997,0,0.72,1.63,335,37508,,,,,,,,,,
0,10080,-0.03137339637614787,0.94,10080,5951,1.2,,,,,,,-0.0003258589981122384,6.3955786e-06,0.06510849297046661,0.4715505838394165,0.0001,0.2,1675,0.13673602640628815,0.0,-0.11101507991552353
,10080,,,,,,-0.23326629000000002,0,0.77,1.57,336,37610,,,,,,,,,,
0,10110,-0.0683491144189611,0.92,10110,5970,1.18,,,,,,,1.1920929354758414e-08,0.0,0.11625337600708008,-0.27860891819000244,0.0001,0.2,1680,0.2395774632692337,0.0,-0.10965020656585693
,10110,,,,,,-0.24829226999999998,0,0.78,1.57,337,37721,,,,,,,,,,
0,10140,-0.02797413808759302,0.96,10140,5991,1.14,,,,,,,-2.8610230540238034e-08,0.0,0.10770229250192642,0.13618528842926025,0.0001,0.2,1685,0.22104907631874085,0.0,-0.10861559808254242
,10140,,,,,,-0.19594802000000006,0,0.81,1.52,338,37820,,,,,,,,,,
0,10170,-0.11962038184981794,0.86,10170,6009,1.34,,,,,,,9.921312458232024e-05,3.218651e-07,0.11228495836257935,-80.2786865234375,0.0001,0.2,1690,0.22940340936183928,0.0,-0.10813885033130646
,10170,,,,,,-0.19237348999999998,0,0.81,1.55,339,37932,,,,,,,,,,
0,10200,-0.06863431050442159,0.92,10200,6028,1.2,,,,,,,-0.00022040804241711952,4.716714e-06,0.08365160971879959,0.08818632364273071,0.0001,0.2,1695,0.17696057260036469,0.0,-0.10788822770118714
,10200,,,,,,-0.19187319,0,0.81,1.57,340,38035,,,,,,,,,,
0,10230,-0.06715679104439914,0.94,10230,6044,1.12,,,,,,,-5.165735998957643e-08,0.0,0.08323729783296585,0.33359605073928833,0.0001,0.2,1700,0.1700716108083725,0.0,-0.10631587207317353
,10230,,,,,,-0.19497215999999998,0,0.81,1.58,341,38155,,,,,,,,,,
0,10260,-0.04899928333237767,0.96,10260,6057,1.12,,,,,,,9.53674348380673e-09,0.0,0.1281476616859436,0.1306692361831665,0.0001,0.2,1705,0.2696608126163483,0.0,-0.10504351556301117
,10260,,,,,,-0.25763462,0,0.73,1.71,342,38264,,,,,,,,,,
0,10290,-0.027456619227305055,0.98,10290,6076,1.08,,,,,,,-4.4504802243494626e-08,0.0,0.0935525894165039,0.10888099670410156,0.0001,0.2,1710,0.19295238554477692,0.0,-0.1042860433459282
,10290,,,,,,-0.25562275999999995,0,0.73,1.68,343,38365,,,,,,,,,,
0,10320,-0.06785774959716946,0.94,10320,6092,1.14,,,,,,,-1.1126200938349484e-08,0.0,0.1061871200799942,-0.02813553810119629,0.0001,0.2,1715,0.2177543669939041,0.0,-0.10386644750833511
,10320,,,,,,-0.30231302,0,0.69,1.76,344,38462,,,,,,,,,,
0,10350,-0.09572639255784451,0.86,10350,6109,1.34,,,,,,,-0.00034804801107384263,1.424551e-05,0.08283340930938721,0.3054988980293274,0.0001,0.2,1720,0.17163503170013428,0.0,-0.10408814400434493
,10350,,,,,,-0.31303516000000003,0,0.67,1.79,345,38578,,,,,,,,,,
0,10380,-0.0687236214056611,0.9,10380,6131,1.2,,,,,,,-2.72989267724455e-07,0.0,0.07628893107175827,0.31055307388305664,0.0001,0.2,1725,0.15885425806045533,0.0,-0.105713652074337
,10380,,,,,,-0.28773766,0,0.69,1.73,346,38678,,,,,,,,,,
0,10410,-0.15725150099024177,0.82,10410,6147,1.5,,,,,,,-9.613752423334176e-05,2.7974447e-06,0.07069171965122223,0.29892802238464355,0.0001,0.2,1730,0.14633983373641968,0.0,-0.10648327320814133
,10410,,,,,,-0.29901512,0,0.68,1.73,347,38806,,,,,,,,,,
0,10440,-0.04855314472224563,0.94,10440,6168,1.18,,,,,,,-0.00020524123848497666,2.8043985e-05,0.09488488733768463,0.290133535861969,0.0001,0.2,1735,0.19533628821372986,0.0,-0.10485896617174148
,10440,,,,,,-0.27639678,0,0.73,1.64,348,38909,,,,,,,,,,
0,10470,-0.05111661727540195,0.96,10470,6188,1.16,,,,,,,-1.9868214984342102e-08,0.0,0.07940299808979034,0.3041785955429077,0.0001,0.2,1740,0.16260610818862914,0.0,-0.10337760001420974
,10470,,,,,,-0.24099057,0,0.76,1.59,349,39014,,,,,,,,,,
0,10500,-0.09159243152011186,0.86,10500,6206,1.3,,,,,,,-0.0007108684559351986,1.7607212e-05,0.09085407853126526,0.0396418571472168,0.0001,0.2,1745,0.189243882894516,0.0,-0.10207946598529816
,10500,,,,,,-0.25304386999999995,0,0.75,1.6,350,39131,,,,,,,,,,
0,10530,-0.1305887347087264,0.86,10530,6229,1.36,,,,,,,1.6291936510981487e-08,0.0,0.11651982367038727,0.0016952753067016602,0.0001,0.2,1750,0.2414743036031723,0.0,-0.0996402695775032
,10530,,,,,,-0.20766717,0,0.79,1.51,351,39250,,,,,,,,,,
0,10560,-0.11280742911156266,0.9,10560,6247,1.32,,,,,,,7.152557657263969e-09,0.0,0.07428577542304993,-0.5012941360473633,0.0001,0.2,1755,0.15646544098854065,0.0,-0.0979868307709694
,10560,,,,,,-0.16223895000000002,0,0.8,1.51,352,39367,,,,,,,,,,
0,10590,-0.008609882933087646,0.94,10590,6268,1.16,,,,,,,1.3113022845345767e-08,0.0,0.07320563495159149,0.07334810495376587,0.0001,0.2,1760,0.15834650993347169,0.0,-0.09696992933750152
,10590,,,,,,-0.15196305000000002,0,0.81,1.5,353,39470,,,,,,,,,,
0,10620,-0.08972632625140249,0.92,10620,6286,1.22,,,,,,,4.172325080986639e-08,0.0,0.059765469282865524,0.4770005941390991,0.0001,0.2,1765,0.11953664422035218,0.0,-0.09643493741750717
,10620,,,,,,-0.16445953,0,0.8,1.54,354,39575,,,,,,,,,,
0,10650,-0.04818923461716622,0.96,10650,6307,1.14,,,,,,,-1.1920930020892228e-09,0.0,0.06933178007602692,0.4192100763320923,0.0001,0.2,1770,0.14492204487323762,0.0,-0.0960482507944107
,10650,,,,,,-0.15332068999999998,0,0.83,1.48,355,39676,,,,,,,,,,
0,10680,-0.04935361096635461,0.94,10680,6333,1.18,,,,,,,-1.5457471338464757e-07,3.973643e-09,0.05870705842971802,0.45290499925613403,0.0001,0.2,1775,0.12225480526685714,0.0,-0.09592672884464264
,10680,,,,,,-0.15154286,0,0.86,1.43,356,39788,,,,,,,,,,
0,10710,-0.04792448618449271,0.96,10710,6353,1.16,,,,,,,-1.0302067033052253e-05,3.3179919e-07,0.03328603133559227,0.4275164008140564,0.0001,0.2,1780,0.06745020747184753,0.0,-0.0958627387881279
,10710,,,,,,-0.15102743999999999,0,0.85,1.41,357,39889,,,,,,,,,,
0,10740,-0.07110523005947471,0.9,10740,6372,1.22,,,,,,,-3.536542312332358e-08,0.0,0.04359675198793411,0.4319043755531311,0.0001,0.2,1785,0.09177101403474808,0.0,-0.09547434896230697
,10740,,,,,,-0.15195268,0,0.84,1.44,358,40001,,,,,,,,,,
0,10770,-0.1725211148103699,0.82,10770,6390,1.4,,,,,,,-1.529852582393687e-08,0.0,0.11387293040752411,0.07231569290161133,0.0001,0.2,1790,0.22892258763313295,0.0,-0.09529586732387543
,10770,,,,,,-0.15166516999999996,0,0.82,1.45,359,40118,,,,,,,,,,
0,10800,-0.15161843890324234,0.84,10800,6410,1.38,,,,,,,2.7815501635330974e-08,0.0,0.07933077216148376,0.2021334171295166,0.0001,0.2,1795,0.16438859701156616,0.0,-0.09512551128864288
,10800,,,,,,-0.13983905,0,0.82,1.45,360,40232,,,,,,,,,,
0,10830,-0.09528892019297927,0.88,10830,6429,1.36,,,,,,,-4.6888988158855226e-08,0.0,0.07058651745319366,0.23796778917312622,0.0001,0.2,1800,0.14592815935611725,0.0,-0.09508439153432846
,10830,,,,,,-0.18560083,0,0.77,1.55,361,40351,,,,,,,,,,
0,10860,-0.04851538445800543,0.96,10860,6447,1.16,,,,,,,-0.0002751755727999239,6.2048434e-06,0.07913631200790405,0.3642706871032715,0.0001,0.2,1805,0.16638788282871247,0.0,-0.09462919533252716
,10860,,,,,,-0.20627496999999997,0,0.75,1.6,362,40458,,,,,,,,,,
0,10890,-0.09039631639607251,0.9,10890,6471,1.24,,,,,,,-1.0927518001579983e-08,0.0,0.07918381690979004,0.18155896663665771,0.0001,0.2,1810,0.16176638007164001,0.0,-0.09306616932153702
,10890,,,,,,-0.17223409,0,0.8,1.51,363,40569,,,,,,,,,,
0,10920,-0.15229340341873468,0.84,10920,6485,1.38,,,,,,,-6.198883166774749e-08,0.0,0.0736188217997551,0.2747136354446411,0.0001,0.2,1815,0.15576336681842803,0.0,-0.09188243597745896
,10920,,,,,,-0.18851410000000002,0,0.78,1.56,364,40688,,,,,,,,,,
0,10950,-0.06975916753988713,0.94,10950,6501,1.14,,,,,,,-7.033348161655795e-08,0.0,0.09219694882631302,0.0931662917137146,0.0001,0.2,1820,0.19348766207695006,0.0,-0.09116833955049515
,10950,,,,,,-0.19082813999999995,0,0.76,1.61,365,40785,,,,,,,,,,
0,10980,-0.06759957132861018,0.94,10980,6517,1.12,,,,,,,2.781549923724924e-09,0.0,0.1251402348279953,-0.4163004159927368,0.0001,0.2,1825,0.2606771945953369,0.0,-0.09072195142507553
,10980,,,,,,-0.21216201,0,0.73,1.68,366,40883,,,,,,,,,,
0,11010,-0.09207118761260062,0.88,11010,6533,1.26,,,,,,,1.4901162082026076e-08,0.0,0.12592580914497375,-0.04939758777618408,0.0001,0.2,1830,0.2588548719882965,0.0,-0.09055527299642563
,11010,,,,,,-0.25483506,0,0.69,1.73,367,40988,,,,,,,,,,
0,11040,-0.07052251027431339,0.94,11040,6553,1.16,,,,,,,-5.348880964444192e-05,4.4504802e-07,0.17536498606204987,0.2554243206977844,0.0001,0.2,1835,0.3767171442508698,0.0,-0.09025129526853562
,11040,,,,,,-0.25714841,0,0.7,1.72,368,41089,,,,,,,,,,
0,11070,-0.11445019345730544,0.88,11070,6570,1.3,,,,,,,-1.549720787252795e-08,0.0,0.07107514142990112,0.37403446435928345,0.0001,0.2,1840,0.1459099680185318,0.0,-0.09002455621957779
,11070,,,,,,-0.28027133000000004,0,0.67,1.8,369,41204,,,,,,,,,,
0,11100,-0.13271823229733853,0.86,11100,6590,1.36,,,,,,,-4.37100702299631e-09,0.0,0.07783438265323639,0.2293301820755005,0.0001,0.2,1845,0.16074755489826204,0.0,-0.08977973312139512
,11100,,,,,,-0.29474001,0,0.69,1.72,370,41308,,,,,,,,,,
0,11130,-0.07235603354405612,0.88,11130,6604,1.28,,,,,,,-0.00028865297441367234,1.3697148e-05,0.1072230190038681,0.059952616691589355,0.0001,0.2,1850,0.22344790697097777,0.0,-0.08931016772985459
,11130,,,,,,-0.31762270000000004,0,0.68,1.75,371,41420,,,,,,,,,,
0,11160,-0.1097039709193632,0.9,11160,6622,1.26,,,,,,,-2.980232234328639e-08,0.0,0.11436400562524796,0.04180741310119629,0.0001,0.2,1855,0.23759078979492188,0.0,-0.08784974068403244
,11160,,,,,,-0.29533239000000006,0,0.71,1.69,372,41523,,,,,,,,,,
0,11190,-0.08933826199732721,0.9,11190,6640,1.24,,,,,,,2.325375787037842e-06,1.5894573e-08,0.07412106543779373,0.3356560468673706,0.0001,0.2,1860,0.15189193785190583,0.0,-0.0868732437491417
,11190,,,,,,-0.28308675,0,0.71,1.69,373,41632,,,,,,,,,,
0,11220,-0.04868882858194411,0.94,11220,6660,1.18,,,,,,,-1.5894569216357012e-09,0.0,0.05527789890766144,0.5713258981704712,0.0001,0.2,1865,0.11461394280195236,0.0,-0.0866126537322998
,11220,,,,,,-0.27387707999999994,0,0.72,1.69,374,41740,,,,,,,,,,
0,11250,-0.027140299784950913,0.98,11250,6678,1.06,,,,,,,-0.00013235092420202932,3.6557515e-06,0.1132194846868515,-0.0039098262786865234,0.0001,0.2,1870,0.23529774248600005,0.0,-0.08670073747634888
,11250,,,,,,-0.27495013,0,0.72,1.68,375,41839,,,,,,,,,,
0,11280,-0.032846534182317554,0.94,11280,6692,1.22,,,,,,,-9.020169713380711e-08,0.0,0.07377840578556061,0.26459741592407227,0.0001,0.2,1875,0.15237984657287598,0.0,-0.08752730339765549
,11280,,,,,,-0.2879584000000001,0,0.69,1.75,376,41949,,,,,,,,,,
0,11310,-0.07117890265770256,0.92,11310,6708,1.3,,,,,,,8.742014889762117e-09,0.0,0.1070355698466301,0.08099693059921265,0.0001,0.2,1880,0.21861703395843507,0.0,-0.08819165825843811
,11310,,,,,,-0.26604193000000004,0,0.71,1.72,377,42065,,,,,,,,,,
0,11340,-0.010060375132597983,0.92,11340,6730,1.26,,,,,,,-3.741343873109315e-05,1.1444092e-06,0.055101606994867325,0.5333892107009888,0.0001,0.2,1885,0.11865775585174561,0.0,-0.08874504715204239
,11340,,,,,,-0.24415752999999998,0,0.74,1.65,378,42171,,,,,,,,,,
0,11370,-0.09412173710763455,0.92,11370,6750,1.28,,,,,,,-3.457069404078084e-08,0.0,0.08019236475229263,0.23451954126358032,0.0001,0.2,1890,0.16201334297657013,0.0,-0.08942186385393143
,11370,,,,,,-0.22965443000000005,0,0.75,1.64,379,42281,,,,,,,,,,
0,11400,-0.07040435143280774,0.94,11400,6769,1.24,,,,,,,-1.5894571880892272e-09,0.0,0.06724605709314346,0.36239248514175415,0.0001,0.2,1895,0.14010055959224701,0.0,-0.0897985816001892
,11400,,,,,,-0.23929642,0,0.71,1.68,380,42393,,,,,,,,,,
0,11430,-0.04892287655733526,0.94,11430,6787,1.16,,,,,,,3.0517577869204616e-07,7.947286e-09,0.05617881938815117,0.2792695164680481,0.0001,0.2,1900,0.12200505584478379,0.0,-0.09007618129253388
,11430,,,,,,-0.24043738999999997,0,0.73,1.62,381,42490,,,,,,,,,,
0,11460,-0.06825354736763983,0.94,11460,6809,1.18,,,,,,,1.0331471145264004e-08,0.0,0.1198759600520134,0.357332706451416,0.0001,0.2,1905,0.2360197126865387,0.0,-0.09025880694389343
,11460,,,,,,-0.18351664999999998,0,0.8,1.48,382,42592,,,,,,,,,,
0,11490,-0.1532551691075787,0.84,11490,6829,1.4,,,,,,,-0.0001596622162228556,6.188949e-06,0.03769974038004875,0.5276986360549927,0.0001,0.2,1910,0.0784776672720909,0.0,-0.0900922030210495
,11490,,,,,,-0.17765449999999997,0,0.81,1.5,383,42712,,,,,,,,,,
0,11520,-0.09231950700748712,0.88,11520,6849,1.36,,,,,,,-7.251898459514905e-08,0.0,0.07990874350070953,0.07928705215454102,0.0001,0.2,1915,0.16451973617076873,0.0,-0.0889109805226326
,11520,,,,,,-0.16506191,0,0.82,1.5,384,42827,,,,,,,,,,
0,11550,-0.048244497561827304,0.96,11550,6869,1.16,,,,,,,4.760424256566864e-06,4.1862327e-06,0.07265552133321762,-0.0030132532119750977,0.0001,0.2,1920,0.14955492615699767,0.0,-0.08800178319215775
,11550,,,,,,-0.19077674999999997,0,0.83,1.5,385,42934,,,,,,,,,,
0,11580,-0.07008022445719689,0.88,11580,6889,1.26,,,,,,,-5.2054723553851544e-08,0.0,0.09657090902328491,0.26929008960723877,0.0001,0.2,1925,0.19845646023750305,0.0,-0.08755185157060623
,11580,,,,,,-0.15680795,0,0.84,1.48,386,43035,,,,,,,,,,
0,11610,-0.04839275716803968,0.94,11610,6911,1.18,,,,,,,-3.6020279828008486e-05,1.6172727e-06,0.0872771218419075,0.01283639669418335,0.0001,0.2,1930,0.1830817848443985,0.0,-0.08718737065792084
,11610,,,,,,-0.14454032,0,0.84,1.46,387,43130,,,,,,,,,,
0,11640,-0.07026854983530939,0.92,11640,6932,1.24,,,,,,,-4.5729278899742096e-05,1.6013781e-06,0.03761838376522064,0.09666907787322998,0.0001,0.2,1935,0.0781233325600624,0.0,-0.08670788407325744
,11640,,,,,,-0.13565993999999995,0,0.84,1.44,388,43234,,,,,,,,,,
0,11670,-0.05226796382106841,0.94,11670,6950,1.2,,,,,,,2.066294424452053e-08,0.0,0.048947159200906754,0.00825047492980957,0.0001,0.2,1940,0.10327507257461548,0.0,-0.08696915060281754
,11670,,,,,,-0.15068224,0,0.8,1.48,389,43341,,,,,,,,,,
