eval/mean_reward,env/n_steps,env/current_idx,env/completion_counter,time/total_timesteps,eval/mean_ep_length,eval/success_rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/success_rate,time/iterations,rollout/ep_len_mean,train/entropy_loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/value_loss
-0.07383020916488021,4110,2027,0,4110,1.36,0.94,,,,,,,-0.024360984563827515,0.001,0.00048169892,0.0,-0.001966600816231079,0.2,0.1591120958328247,680,0.05483246594667435,0.14758434891700745
,,,,4110,,,0,-0.18474605,16684,0.83,137,2.02,,,,,,,,,,
-0.03062049001455307,4140,2046,0,4140,1.22,0.98,,,,,,,-0.027303514629602434,0.001,5.7027737e-05,0.0,-0.0004993033414454118,0.2,0.387267529964447,685,0.08591504395008087,0.16491819024086
,,,,4140,,,0,-0.12748413000000003,16800,0.88,138,1.81,,,,,,,,,,
-0.07456242092885076,4170,2062,0,4170,1.4,0.94,,,,,,,-0.032242095842957494,0.001,1.7881393e-07,0.0,5.300839924338164e-07,0.2,0.06181621551513672,690,0.052773259580135345,0.11105152815580369
,,,,4170,,,0,-0.13810226,16922,0.88,139,1.85,,,,,,,,,,
-0.029539679461158812,4200,2079,0,4200,1.28,0.96,,,,,,,-0.03649847134947777,0.001,6.953875e-08,0.0,9.536743288407478e-08,0.2,0.18067216873168945,695,0.08608973026275635,0.18864349126815796
,,,,4200,,,0,-0.14837098999999998,17057,0.86,140,1.8,,,,,,,,,,
-0.09432616034988314,4230,2095,0,4230,1.5,0.9,,,,,,,-0.039755234867334364,0.001,5.9604645e-08,0.0,2.4894873309477814e-07,0.2,0.2134304642677307,700,0.08790665864944458,0.1741771787405014
,,,,4230,,,0,-0.13403503,17197,0.87,141,1.78,,,,,,,,,,
-0.05430432564113289,4260,2113,0,4260,1.46,0.94,,,,,,,-0.04125983640551567,0.001,0.0,0.0,-1.1682510461241691e-07,0.2,0.012192308902740479,705,0.10146613419055939,0.20746938586235047
,,,,4260,,,0,-0.13000528,17335,0.88,142,1.72,,,,,,,,,,
-0.0705498109292239,4290,2128,0,4290,1.34,0.94,,,,,,,-0.04259434714913368,0.001,0.0,0.0,3.973631201859007e-10,0.2,0.30653005838394165,710,0.065360426902771,0.14104753434658052
,,,,4290,,,0,-0.13526968,17454,0.87,143,1.74,,,,,,,,,,
-0.09764303877484054,4320,2138,0,4320,1.38,0.92,,,,,,,-0.043045295774936675,0.001,0.0,0.0,2.702077299687744e-08,0.2,0.3845629096031189,715,0.085202157497406,0.18378106951713563
,,,,4320,,,0,-0.15435098,17573,0.83,144,1.88,,,,,,,,,,
-0.07308310067281126,4350,2149,0,4350,1.38,0.94,,,,,,,-0.043412110209465025,0.001,0.0,0.0,-4.37100723615913e-08,0.2,-0.251179575920105,720,0.08910961449146271,0.1862113356590271
,,,,4350,,,0,-0.17797013999999997,17702,0.81,145,2.0,,,,,,,,,,
-0.09499251848086715,4380,2163,0,4380,1.48,0.9,,,,,,,-0.043710972368717196,0.001,0.0,0.0,-4.2816003098522514e-08,0.2,0.20114290714263916,725,0.08391524106264114,0.1780321329832077
,,,,4380,,,0,-0.17029757999999998,17832,0.8,146,2.04,,,,,,,,,,
-0.05341910345479846,4410,2179,0,4410,1.3,0.96,,,,,,,-0.044363224506378175,0.001,0.0,0.0,-3.9736426593606214e-09,0.2,-0.020801424980163574,730,0.1044955626130104,0.21948652267456054
,,,,4410,,,0,-0.19478652999999999,17942,0.8,147,2.09,,,,,,,,,,
-0.1215208897460252,4440,2199,0,4440,1.5,0.9,,,,,,,-0.05348354354500771,0.001,3.761053e-05,0.0,-0.00021671375182155117,0.2,0.2978695034980774,735,0.09747741371393204,0.20839687883853913
,,,,4440,,,0,-0.16267603,18066,0.83,148,1.99,,,,,,,,,,
-0.0291321282973513,4470,2212,0,4470,1.14,0.98,,,,,,,-0.043972259014844896,0.001,0.0,0.0,1.660585415486082e-06,0.2,-5.639558792114258,740,0.019017625600099564,0.05845724940299988
,,,,4470,,,0,-0.17760514,18175,0.81,149,2.11,,,,,,,,,,
-0.07896239690016955,4500,2225,0,4500,1.34,0.92,,,,,,,-0.04391058012843132,0.001,0.0,0.0,-3.1471252270875993e-07,0.2,0.3364807963371277,745,0.11642774194478989,0.23347734212875365
,,,,4500,,,0,-0.17183220999999999,18291,0.79,150,2.2,,,,,,,,,,
-0.07151452979072928,4530,2242,0,4530,1.3,0.94,,,,,,,-0.04357023686170578,0.001,0.0,0.0,1.6689300252892282e-08,0.2,0.0843878984451294,750,0.04934963211417198,0.10556980818510056
,,,,4530,,,0,-0.13121988999999998,18404,0.85,151,1.98,,,,,,,,,,
-0.050470941024832426,4560,2259,0,4560,1.34,0.96,,,,,,,-0.043727347254753114,0.001,0.0,0.0,-6.755193737717491e-09,0.2,-0.010973215103149414,755,0.023524809628725052,0.056677508354187014
,,,,4560,,,0,-0.1329742,18528,0.87,152,1.86,,,,,,,,,,
-0.09284442156553269,4590,2274,0,4590,1.46,0.92,,,,,,,-0.04514654576778412,0.001,3.973643e-09,0.0,-5.41696940352665e-06,0.2,0.3907248377799988,760,0.10032812505960464,0.22075959146022797
,,,,4590,,,0,-0.16341205000000003,18646,0.85,153,1.92,,,,,,,,,,
-0.0752159574162215,4620,2291,0,4620,1.32,0.94,,,,,,,-0.04391508176922798,0.001,0.0,0.0,-1.663764317871852e-06,0.2,0.08730041980743408,765,0.13863621652126312,0.33325826525688174
,,,,4620,,,0,-0.16025485000000003,18769,0.84,154,1.91,,,,,,,,,,
-0.07628830960486084,4650,2308,0,4650,1.38,0.94,,,,,,,-0.04347696155309677,0.001,0.0,0.0,1.589457223616364e-08,0.2,0.4937700629234314,770,0.07341817021369934,0.13986818492412567
,,,,4650,,,0,-0.17433216999999995,18891,0.84,155,1.89,,,,,,,,,,
-0.07325945391319692,4680,2326,0,4680,1.48,0.92,,,,,,,-0.04350754469633102,0.001,0.0,0.0,-8.384386838145019e-08,0.2,-0.024231910705566406,775,0.1305987685918808,0.27810936570167544
,,,,4680,,,0,-0.18623223000000003,19020,0.86,156,1.79,,,,,,,,,,
-0.1551503641717136,4710,2337,0,4710,1.68,0.86,,,,,,,-0.04366943687200546,0.001,0.0,0.0,-2.1338462801168135e-07,0.2,0.3318660855293274,780,0.09592124819755554,0.204702627658844
,,,,4710,,,0,-0.21154178,19155,0.84,157,1.85,,,,,,,,,,
-0.07272112875711173,4740,2354,0,4740,1.46,0.92,,,,,,,-0.0433269128203392,0.001,0.0,0.0,-3.774961188085513e-09,0.2,0.21711021661758423,785,0.09528303891420364,0.20098260939121246
,,,,4740,,,0,-0.22282536999999997,19277,0.83,158,1.88,,,,,,,,,,
-0.07803517288528383,4770,2371,0,4770,1.48,0.92,,,,,,,-0.04362848177552223,0.001,0.0,0.0,-1.5795230012827233e-08,0.2,0.5187328457832336,790,0.06069216877222061,0.14046749621629714
,,,,4770,,,0,-0.21038124,19404,0.83,159,1.83,,,,,,,,,,
-0.1314590544719249,4800,2390,0,4800,1.6,0.88,,,,,,,-0.04454794451594353,0.001,0.00024787983,0.0,-0.0005587309725040513,0.2,0.284263014793396,795,0.074793741106987,0.17521314620971679
,,,,4800,,,0,-0.21275977999999995,19544,0.83,160,1.81,,,,,,,,,,
-0.051578861773014066,4830,2401,0,4830,1.34,0.94,,,,,,,-0.05107701495289803,0.001,3.0994414e-07,0.0,6.73532487116546e-07,0.2,0.15798479318618774,800,0.08035372942686081,0.19723705649375917
,,,,4830,,,0,-0.22073990999999998,19671,0.81,161,1.91,,,,,,,,,,
-0.011843683803454042,4860,2416,0,4860,1.32,1.0,,,,,,,-0.055333849787712094,0.001,1.2119611e-07,0.0,-9.831289585093827e-07,0.2,0.22422879934310913,805,0.06277274340391159,0.15887203216552734
,,,,4860,,,0,-0.22037167,19785,0.81,162,1.95,,,,,,,,,,
-0.050523831471800805,4890,2434,0,4890,1.22,0.96,,,,,,,-0.0581459604203701,0.001,5.9604645e-08,0.0,-1.3927618454090406e-07,0.2,0.17526257038116455,810,0.07091335207223892,0.16530313491821289
,,,,4890,,,0,-0.19396186000000004,19898,0.83,163,1.91,,,,,,,,,,
-0.05349309844430536,4920,2453,0,4920,1.42,0.96,,,,,,,-0.07173876166343689,0.001,0.00013332367,0.0,-0.0006399130933758101,0.2,0.3788740634918213,815,0.033732738345861435,0.08384849578142166
,,,,4920,,,0,-0.14394599000000002,20019,0.87,164,1.8,,,,,,,,,,
-0.1188726045191288,4950,2469,0,4950,1.52,0.9,,,,,,,-0.06112562045454979,0.001,0.0,0.0,-1.9272168794159938e-07,0.2,-6.859043598175049,820,0.005424420814961195,0.0156649561598897
,,,,4950,,,0,-0.14674153,20146,0.87,165,1.81,,,,,,,,,,
-0.07157617210876197,4980,2482,0,4980,1.42,0.94,,,,,,,-0.06161212399601936,0.001,0.0,0.0,-1.2516975402832032e-07,0.2,0.12615704536437988,825,0.18873663246631622,0.42761263251304626
,,,,4980,,,0,-0.16345482,20276,0.86,166,1.87,,,,,,,,,,
-0.030299366251565516,5010,2500,0,5010,1.22,0.98,,,,,,,-0.062256915122270585,0.001,0.0,0.0,1.8040338716218686e-07,0.2,0.06815850734710693,830,0.1268492192029953,0.3235293447971344
,,,,5010,,,0,-0.16438827,20397,0.87,167,1.84,,,,,,,,,,
-0.031053304877132176,5040,2514,0,5040,1.32,0.96,,,,,,,-0.062097760289907454,0.001,0.0,0.0,-7.987022492272899e-08,0.2,0.1456119418144226,835,0.10015266388654709,0.18871897757053374
,,,,5040,,,0,-0.14425955999999998,20518,0.88,168,1.8,,,,,,,,,,
-0.09472313109785319,5070,2531,0,5070,1.48,0.92,,,,,,,-0.06222449764609337,0.001,0.0,0.0,-3.5365423656230635e-08,0.2,0.0623512864112854,840,0.09228823333978653,0.20924480259418488
,,,,5070,,,0,-0.15392889,20646,0.87,169,1.83,,,,,,,,,,
-0.05060129826888442,5100,2542,0,5100,1.3,0.96,,,,,,,-0.0621367447078228,0.001,0.0,0.0,-5.245208796189616e-08,0.2,0.07708662748336792,845,0.08738276362419128,0.17762933671474457
,,,,5100,,,0,-0.17590867000000002,20756,0.84,170,1.98,,,,,,,,,,
-0.09397291336208582,5130,2555,0,5130,1.48,0.92,,,,,,,-0.062416577339172365,0.001,0.0,0.0,-3.5603841084252965e-07,0.2,0.03659212589263916,850,0.05846013128757477,0.12281245738267899
,,,,5130,,,0,-0.21526523,20872,0.82,171,2.04,,,,,,,,,,
-0.07562778809573502,5160,2570,0,5160,1.38,0.94,,,,,,,-0.06234456524252892,0.001,0.0,0.0,-2.0106633726868495e-07,0.2,0.25787031650543213,855,0.10839210450649261,0.2796803653240204
,,,,5160,,,0,-0.20306745999999998,20992,0.83,172,2.06,,,,,,,,,,
-0.006660940391011536,5190,2587,0,5190,1.04,1.0,,,,,,,-0.06229061484336853,0.001,0.0,0.0,-1.6391277277705285e-07,0.2,0.059813618659973145,860,0.13301785290241241,0.26231656670570375
,,,,5190,,,0,-0.19841704000000004,21095,0.84,173,2.03,,,,,,,,,,
-0.054201162443496285,5220,2599,0,5220,1.46,0.96,,,,,,,-0.06428525149822235,0.001,0.0002959013,0.0,-0.0009069786311982853,0.2,0.1422470211982727,865,0.13174371421337128,0.2841643750667572
,,,,5220,,,0,-0.23741165999999997,21225,0.81,174,2.1,,,,,,,,,,
-0.07214791403152049,5250,2612,0,5250,1.32,0.94,,,,,,,-0.07491032630205155,0.001,0.000823317,0.006666667014360428,0.0010695870965719222,0.2,0.2751167416572571,870,0.14038510620594025,0.2889423072338104
,,,,5250,,,0,-0.27147705,21341,0.8,175,2.17,,,,,,,,,,
-0.07532169906888157,5280,2625,0,5280,1.52,0.9,,,,,,,-0.08637346774339676,0.001,0.00083208084,0.006666667014360428,-0.000864516495882306,0.2,0.08760911226272583,875,0.08129981905221939,0.18264736235141754
,,,,5280,,,0,-0.28423185,21460,0.78,176,2.26,,,,,,,,,,
-0.029263917999342085,5310,2638,0,5310,1.2,0.96,,,,,,,-0.10768900066614151,0.001,0.0032644689,0.04000000059604645,-0.0014709822181615095,0.2,0.17723822593688965,880,0.06709214299917221,0.16808472573757172
,,,,5310,,,0,-0.29605071,21570,0.78,177,2.26,,,,,,,,,,
-0.052446736041456464,5340,2648,0,5340,1.44,0.92,,,,,,,-0.13224034905433654,0.001,0.003198558,0.013333334028720856,-0.003630182361230183,0.2,0.44451600313186646,885,0.058137647807598114,0.14336250424385072
,,,,5340,,,0,-0.2795615,21682,0.79,178,2.23,,,,,,,,,,
-0.11994650893844665,5370,2662,0,5370,1.52,0.9,,,,,,,-0.15660417079925537,0.001,0.0007283787,0.0,-0.0021960262663196064,0.2,0.031801700592041016,890,0.09178559482097626,0.20800901055336
,,,,5370,,,0,-0.26706862000000003,21824,0.79,179,2.23,,,,,,,,,,
-0.0949368071416393,5400,2677,0,5400,1.48,0.92,,,,,,,-0.12688642591238022,0.001,0.0025521994,0.013333334028720856,-0.003734924381909188,0.2,0.14944642782211304,895,0.12365023046731949,0.27146045565605165
,,,,5400,,,0,-0.26131777,22035,0.78,180,2.27,,,,,,,,,,
-0.09688865357078612,5430,2691,0,5430,1.62,0.88,,,,,,,-0.08663194328546524,0.001,0.0012346585,0.013333334028720856,0.002040264403136405,0.2,0.37399089336395264,900,0.08156061172485352,0.1846498429775238
,,,,5430,,,0,-0.24210411,22184,0.79,181,2.25,,,,,,,,,,
-0.07385701471474021,5460,2709,0,5460,1.42,0.94,,,,,,,-0.0729033887386322,0.001,0.0006719947,0.006666667014360428,-0.0018347839335909554,0.2,-0.056215882301330566,905,0.10106609016656876,0.22280917465686798
,,,,5460,,,0,-0.21854015000000002,22304,0.79,182,2.2,,,,,,,,,,
-0.028796551865525544,5490,2721,0,5490,1.2,0.98,,,,,,,-0.07193751633167267,0.001,0.0,0.0,1.4205773624098583e-07,0.2,-0.10615622997283936,910,0.055665820837020874,0.12464667558670044
,,,,5490,,,0,-0.21424157000000002,22421,0.78,183,2.23,,,,,,,,,,
-0.0508520169602707,5520,2736,0,5520,1.38,0.94,,,,,,,-0.07163054049015045,0.001,0.0,0.0,-1.1523564573678868e-07,0.2,0.269842267036438,915,0.060190390795469284,0.13698433041572572
,,,,5520,,,0,-0.20043933999999997,22544,0.79,184,2.16,,,,,,,,,,
-0.11956814475357533,5550,2753,0,5550,1.76,0.88,,,,,,,-0.0802109569311142,0.001,0.0073846816,0.026666668057441712,-0.004469728522623661,0.2,0.22899842262268066,920,0.05050518363714218,0.13788231313228608
,,,,5550,,,0,-0.17059206,22682,0.83,185,2.02,,,,,,,,,,
-0.00854983875527978,5580,2764,0,5580,1.18,1.0,,,,,,,-0.1273183599114418,0.001,0.0021621904,0.026666668057441712,-0.009003083060185445,0.2,-0.8451242446899414,925,0.1219240054488182,0.3115660011768341
,,,,5580,,,0,-0.1601778,22790,0.83,186,2.02,,,,,,,,,,
-0.00678725722245872,5610,2779,0,5610,1.04,1.0,,,,,,,-0.13235955238342284,0.001,0.00065558753,0.0,-0.0024139694423258363,0.2,0.1480182409286499,930,0.09327242523431778,0.20373347997665406
,,,,5610,,,0,-0.1895337,22885,0.81,187,2.08,,,,,,,,,,
-0.04963815487921238,5640,2793,0,5640,1.26,0.94,,,,,,,-0.13136643469333648,0.001,1.1920929e-07,0.0,-2.3909409735622945e-06,0.2,0.41228437423706055,935,0.06490267068147659,0.15008533000946045
,,,,5640,,,0,-0.2001058,23006,0.81,188,2.07,,,,,,,,,,
-0.07038341459352523,5670,2810,0,5670,1.3,0.94,,,,,,,-0.12844135165214537,0.001,0.0,0.0,-1.5894572023000819e-07,0.2,0.413682758808136,940,0.08098557591438293,0.18094198107719422
,,,,5670,,,0,-0.20658727999999996,23121,0.82,189,2.05,,,,,,,,,,
-0.1550359067134559,5700,2829,0,5700,1.66,0.86,,,,,,,-0.12720353603363038,0.001,0.0,0.0,5.97238533117661e-07,0.2,-0.5421568155288696,945,0.12854918837547302,0.3029008448123932
,,,,5700,,,0,-0.18415968000000002,23263,0.85,190,1.9,,,,,,,,,,
-0.05270360670983791,5730,2845,0,5730,1.42,0.96,,,,,,,-0.12656287252902984,0.001,0.0,0.0,7.23203038788256e-08,0.2,0.49932748079299927,950,0.038375284522771835,0.08356411010026932
,,,,5730,,,0,-0.20324937,23394,0.84,191,1.92,,,,,,,,,,
-0.04944614927284419,5760,2859,0,5760,1.18,0.96,,,,,,,-0.12224083840847015,0.001,0.00097173057,0.0,-0.0040331983411064695,0.2,-0.059261322021484375,955,0.10124104470014572,0.25269000232219696
,,,,5760,,,0,-0.21818299,23503,0.83,192,1.94,,,,,,,,,,
-0.05178747151978314,5790,2872,0,5790,1.42,0.94,,,,,,,-0.10391208976507187,0.001,4.4107437e-06,0.0,6.965796337965457e-07,0.2,0.04657548666000366,960,0.10127494484186172,0.2252776503562927
,,,,5790,,,0,-0.21786426000000003,23623,0.83,193,1.93,,,,,,,,,,
-0.03658383133355528,5820,2888,0,5820,1.42,0.96,,,,,,,-0.10125390589237213,0.001,0.0017601629,0.006666667014360428,-0.003540248829328618,0.2,0.1711186170578003,965,0.07644100487232208,0.18391223549842833
,,,,5820,,,0,-0.20320414999999994,23763,0.84,194,1.87,,,,,,,,,,
-0.09110404401551932,5850,2903,0,5850,1.36,0.92,,,,,,,-0.14580200612545013,0.001,6.175637e-05,0.0,8.896986720685618e-07,0.2,-0.0006597042083740234,970,0.1554749459028244,0.3146321952342987
,,,,5850,,,0,-0.23834943000000003,23880,0.81,195,1.98,,,,,,,,,,
-0.0510907181724906,5880,2913,0,5880,1.3,0.96,,,,,,,-0.19073853492736817,0.001,0.00097279745,0.013333334028720856,0.00033954104874283074,0.2,0.3653930425643921,975,0.0889478325843811,0.20181724727153777
,,,,5880,,,0,-0.2518648,24006,0.79,196,2.06,,,,,,,,,,
-0.05334823248907924,5910,2932,0,5910,1.54,0.9,,,,,,,-0.2166227489709854,0.001,0.00068037905,0.0,-0.00024512966173162454,0.2,0.0665397047996521,980,0.0954543799161911,0.2032838761806488
,,,,5910,,,0,-0.23821833,24132,0.8,197,2.07,,,,,,,,,,
-0.052110732584260404,5940,2948,0,5940,1.38,0.96,,,,,,,-0.2510518401861191,0.001,0.0018170794,0.013333334028720856,-0.002590218776992259,0.2,-0.06574463844299316,985,0.08393373340368271,0.18358776867389678
,,,,5940,,,0,-0.24094732000000005,24249,0.8,198,2.03,,,,,,,,,,
-0.05492787909228355,5970,2965,0,5970,1.38,0.96,,,,,,,-0.30505905151367185,0.001,2.4278959e-06,0.0,0.003349610894607835,0.2,0.443617045879364,990,0.13162147998809814,0.28535465002059934
,,,,5970,,,0,-0.22081990999999998,24370,0.81,199,1.99,,,,,,,,,,
-0.03259390316903591,6000,2981,0,6000,1.36,0.98,,,,,,,-0.24187596142292023,0.001,0.009520638,0.04000000208616257,-0.012400502103069755,0.2,0.36487287282943726,995,0.03488735109567642,0.11810566782951355
,,,,6000,,,0,-0.2162107,24521,0.82,200,1.95,,,,,,,,,,
-0.07214861035346985,6030,2995,0,6030,1.32,0.94,,,,,,,-0.1574383944272995,0.001,7.48237e-05,0.0,-3.3676623871770063e-07,0.2,0.2410290241241455,1000,0.1410636305809021,0.31893313527107237
,,,,6030,,,0,-0.20106894999999997,24630,0.84,201,1.99,,,,,,,,,,
-0.02841828000266105,6060,3010,0,6060,1.16,0.96,,,,,,,-0.12465504258871078,0.001,0.00055803853,0.0,0.0012087078873687317,0.2,-0.23128056526184082,1005,0.11864832043647766,0.24424351155757903
,,,,6060,,,0,-0.16613415000000004,24735,0.87,202,1.87,,,,,,,,,,
-0.16372123327106236,6090,3028,0,6090,1.68,0.86,,,,,,,-0.13011129647493364,0.001,0.0025024673,0.020000000298023225,-0.0014405250498871424,0.2,0.2527685761451721,1010,0.06344179809093475,0.1492518186569214
,,,,6090,,,0,-0.17012534999999995,24868,0.87,203,1.87,,,,,,,,,,
-0.09505882530007512,6120,3041,0,6120,1.42,0.92,,,,,,,-0.13518936783075333,0.001,0.001666828,0.006666667014360428,-0.0076203919217610935,0.2,-0.03200113773345947,1015,0.08886010199785233,0.23026237785816192
,,,,6120,,,0,-0.19385771,25004,0.85,204,1.97,,,,,,,,,,
-0.05072835898026824,6150,3059,0,6150,1.24,0.94,,,,,,,-0.09244309067726135,0.001,0.0044187405,0.04000000208616257,0.0014450373244471848,0.2,0.14189404249191284,1020,0.13612093031406403,0.314266175031662
,,,,6150,,,0,-0.17634564,25108,0.87,205,1.9,,,,,,,,,,
-0.0744650022406131,6180,3070,0,6180,1.42,0.92,,,,,,,-0.07219044268131256,0.001,0.0040098927,0.026666668057441712,-0.012194245352100097,0.2,0.24800467491149902,1025,0.05910145118832588,0.16181766092777253
,,,,6180,,,0,-0.17358731,25229,0.86,206,1.97,,,,,,,,,,
-0.01205775760114193,6210,3085,0,6210,1.2,0.98,,,,,,,-0.060176274925470355,0.001,0.0028370598,0.013333334028720856,-0.006600136049091887,0.2,-0.12935316562652588,1030,0.09473033994436264,0.2314373344182968
,,,,6210,,,0,-0.19978844999999995,25332,0.84,207,2.03,,,,,,,,,,
-0.07416518503800035,6240,3098,0,6240,1.54,0.92,,,,,,,-0.05051996484398842,0.001,3.5762787e-07,0.0,4.2080879438799455e-07,0.2,0.24646836519241333,1035,0.1062392070889473,0.22269977927207946
,,,,6240,,,0,-0.20740595000000003,25465,0.84,208,1.98,,,,,,,,,,
-0.0726606573862955,6270,3116,0,6270,1.48,0.92,,,,,,,-0.04651047885417938,0.001,0.0,0.0,-2.0821889314959208e-07,0.2,0.312919020652771,1040,0.06895875185728073,0.16064956188201904
,,,,6270,,,0,-0.21997761000000002,25586,0.83,209,2.04,,,,,,,,,,
-0.029358933274634184,6300,3128,0,6300,1.24,0.98,,,,,,,-0.044821853190660475,0.001,0.0,0.0,2.6623409166148802e-08,0.2,0.28668099641799927,1045,0.08204326778650284,0.1754709452390671
,,,,6300,,,0,-0.23984535999999998,25700,0.8,210,2.1,,,,,,,,,,
-0.03230544305406511,6330,3136,0,6330,1.46,0.94,,,,,,,-0.04407636076211929,0.001,0.0,0.0,-9.298324776807476e-08,0.2,0.021099865436553955,1050,0.10972236841917038,0.2515837371349335
,,,,6330,,,0,-0.28784921999999996,25823,0.76,211,2.24,,,,,,,,,,
-0.030684556146152318,6360,3155,0,6360,1.32,0.94,,,,,,,-0.06543960571289062,0.001,0.025804484,0.006666667014360428,-0.007439669986100484,0.2,0.09316080808639526,1055,0.023367593064904213,0.11025468707084655
,,,,6360,,,0,-0.24085099999999998,25936,0.79,212,2.12,,,,,,,,,,
-0.04985773689579218,6390,3171,0,6390,1.32,0.96,,,,,,,-0.04595603197813034,0.001,1.09275184e-07,0.0,-3.5270850652580066e-05,0.2,-0.405864953994751,1060,0.28930824995040894,0.6142043709754944
,,,,6390,,,0,-0.25009851,26045,0.78,213,2.09,,,,,,,,,,
-0.07266420474275946,6420,3186,0,6420,1.34,0.94,,,,,,,-0.04604552015662193,0.001,3.973643e-09,0.0,7.057189898240779e-07,0.2,0.3541932702064514,1065,0.07357168942689896,0.19735367596149445
,,,,6420,,,0,-0.21159869999999995,26159,0.8,214,2.09,,,,,,,,,,
-0.09537426692433655,6450,3202,0,6450,1.56,0.9,,,,,,,-0.046724244207143786,0.001,9.934108e-09,0.0,-1.6868909406753117e-05,0.2,-13.773918151855469,1070,0.03411085158586502,0.16223286539316178
,,,,6450,,,0,-0.19835336999999995,26291,0.82,215,2.05,,,,,,,,,,
-0.05247166421730071,6480,3213,0,6480,1.44,0.94,,,,,,,-0.047512787580490115,0.001,1.9868216e-08,0.0,-1.7213125720161315e-05,0.2,0.22584831714630127,1075,0.08964254707098007,0.16204392910003662
,,,,6480,,,0,-0.22754090000000005,26412,0.8,216,2.12,,,,,,,,,,
-0.11513722104020417,6510,3225,0,6510,1.54,0.88,,,,,,,-0.04680223762989044,0.001,0.0,0.0,4.77631886042218e-07,0.2,0.19899290800094604,1080,0.21517525613307953,0.4855208992958069
,,,,6510,,,0,-0.23691527,26531,0.8,217,2.12,,,,,,,,,,
-0.02877552139572799,6540,3248,0,6540,1.16,0.98,,,,,,,-0.04789892956614494,0.001,7.235408e-05,0.0,-0.0004409829645496188,0.2,0.3249862790107727,1085,0.1075686514377594,0.29967873096466063
,,,,6540,,,0,-0.20431199000000005,26630,0.84,218,1.9,,,,,,,,,,
-0.09503076818305999,6570,3268,0,6570,1.38,0.92,,,,,,,-0.04317788258194923,0.001,1.1920929e-07,0.0,-4.637241367788647e-07,0.2,0.139715313911438,1090,0.12543673813343048,0.24058094322681428
,,,,6570,,,0,-0.18304696000000004,26746,0.86,219,1.83,,,,,,,,,,
-0.0965185258584097,6600,3287,0,6600,1.64,0.88,,,,,,,-0.040964122861623764,0.001,0.0,0.0,-8.78175118401714e-08,0.2,0.5164035558700562,1095,0.07091955095529556,0.17185745239257813
,,,,6600,,,0,-0.17873864,26876,0.87,220,1.72,,,,,,,,,,
-0.05162451463751495,6630,3303,0,6630,1.38,0.94,,,,,,,-0.09369001537561417,0.001,0.0019937416,0.013333334028720856,-0.004941130789617531,0.2,0.3470132350921631,1100,0.06935307383537292,0.17300639152526856
,,,,6630,,,0,-0.18442137999999997,26990,0.87,221,1.76,,,,,,,,,,
-0.11567081905901432,6660,3315,0,6660,1.58,0.9,,,,,,,-0.039085210859775545,0.001,0.0,0.0,8.503595836373278e-08,0.2,0.05858337879180908,1105,0.07485195249319077,0.14931086897850038
,,,,6660,,,0,-0.16577662000000004,27122,0.89,222,1.71,,,,,,,,,,
-0.0797965223249048,6690,3332,0,6690,1.4,0.92,,,,,,,-0.03909378945827484,0.001,0.0,0.0,2.6007492817115006e-07,0.2,-0.09183001518249512,1110,0.13944007456302643,0.3169735372066498
,,,,6690,,,0,-0.16060816,27259,0.89,223,1.72,,,,,,,,,,
-0.09537664445582777,6720,3350,0,6720,1.42,0.92,,,,,,,-0.0394264779984951,0.001,0.0,0.0,8.769830081689634e-07,0.2,0.5791775584220886,1115,0.043405357748270035,0.11638761758804321
,,,,6720,,,0,-0.14128907999999998,27387,0.9,224,1.72,,,,,,,,,,
-0.053751045214012264,6750,3363,0,6750,1.26,0.96,,,,,,,-0.03936835750937462,0.001,4.430612e-07,0.0,-2.3090839455619515e-06,0.2,0.09567821025848389,1120,0.12459218502044678,0.23431555926799774
,,,,6750,,,0,-0.17381619999999998,27505,0.87,225,1.85,,,,,,,,,,
-0.05107608377933502,6780,3378,0,6780,1.32,0.96,,,,,,,-0.03937255814671516,0.001,0.0,0.0,-1.0035435407118598e-06,0.2,0.5542919635772705,1125,0.04337216168642044,0.09593908190727234
,,,,6780,,,0,-0.19341635999999998,27633,0.86,226,1.93,,,,,,,,,,
-0.06016938167158514,6810,3395,0,6810,1.5,0.9,,,,,,,-0.03880334049463272,0.001,0.0,0.0,-4.01337947764091e-08,0.2,0.021869659423828125,1130,0.08950690925121307,0.19424009323120117
,,,,6810,,,0,-0.20516887999999997,27763,0.84,227,1.98,,,,,,,,,,
-0.07475944213569165,6840,3411,0,6840,1.32,0.94,,,,,,,-0.03873728439211845,0.001,0.0,0.0,-9.45727026469001e-07,0.2,0.5444408655166626,1135,0.056477371603250504,0.12185599952936173
,,,,6840,,,0,-0.20040067,27881,0.83,228,1.92,,,,,,,,,,
-0.0572700734809041,6870,3431,0,6870,1.26,0.96,,,,,,,-0.04635997638106346,0.001,0.00019629399,0.0,-0.0032092320391287287,0.2,-0.5119930505752563,1140,0.12242189794778824,0.28950358033180235
,,,,6870,,,0,-0.13918397000000002,27991,0.87,229,1.8,,,,,,,,,,
