eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/current_idx,env/n_steps,env/completion_counter,time/fps,time/time_elapsed,rollout/success_rate,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/loss,train/n_updates,train/clip_range
-0.13482710051815958,1.36,0.84,8850,5154,8850,0,,,,,,,0.0,0.0001,0.21763364374637603,-0.00045328219052542806,2.4032594e-05,-0.256017678976059,0.2324957251548767,0.10330930352210999,1470,0.2
,,,8850,,,,0,33435,0.74,295,1.63,-0.28694324000000004,,,,,,,,,,
-0.11043576621450484,1.3,0.88,8880,5171,8880,0,,,,,,,0.0,0.0001,0.12223848253488541,-0.0008985169841131402,4.137556e-05,-0.2610041260719299,0.5679786205291748,0.05665864422917366,1475,0.2
,,,8880,,,,0,33554,0.72,296,1.67,-0.30945275,,,,,,,,,,
-0.09110170962754637,1.24,0.9,8910,5191,8910,0,,,,,,,0.0,0.0001,0.18035124242305756,-0.0012472236094374979,0.00017649929,-0.2693656325340271,0.28103864192962646,0.08528730273246765,1480,0.2
,,,8910,,,,0,33666,0.73,297,1.65,-0.30706266000000004,,,,,,,,,,
-0.09035055320244283,1.24,0.9,8940,5213,8940,0,,,,,,,0.0,0.0001,0.18784846365451813,0.00041052161871144575,2.0106634e-06,-0.27868818044662474,0.20774829387664795,0.09212330728769302,1485,0.2
,,,8940,,,,0,33778,0.76,298,1.6,-0.27480397999999995,,,,,,,,,,
-0.13578286703210324,1.4,0.84,8970,5232,8970,0,,,,,,,0.0,0.0001,0.11555633097887039,-1.7881394320795607e-08,0.0,-0.28019407391548157,0.3522777557373047,0.05227815359830856,1490,0.2
,,,8970,,,,0,33900,0.77,299,1.57,-0.24799645999999995,,,,,,,,,,
-0.07113060565665365,1.2,0.92,9000,5250,9000,0,,,,,,,0.0,0.0001,0.18787859976291657,-0.0004732116121642704,1.3607741e-05,-0.2781932413578033,0.168071448802948,0.09104129672050476,1495,0.2
,,,9000,,,,0,34008,0.79,300,1.55,-0.22394709,,,,,,,,,,
-0.02877615929581225,1.18,0.92,9030,5271,9030,0,,,,,,,0.0,0.0001,0.21285712122917175,1.53724346213302e-05,3.2583873e-07,-0.2734947383403778,0.22143036127090454,0.10382110625505447,1500,0.2
,,,9030,,,,0,34111,0.81,301,1.51,-0.20052652,,,,,,,,,,
-0.04886813423596323,1.18,0.94,9060,5291,9060,0,,,,,,,0.0,0.0001,0.16509848833084106,-0.00023551464274831346,9.546678e-06,-0.2719795346260071,0.23801666498184204,0.08011174947023392,1505,0.2
,,,9060,,,,0,34222,0.82,302,1.5,-0.19022821000000004,,,,,,,,,,
-0.0499792834976688,1.18,0.94,9090,5313,9090,0,,,,,,,0.0,0.0001,0.13844828307628632,-2.647081939350926e-05,1.1384487e-06,-0.27427915334701536,0.3068310022354126,0.06694094836711884,1510,0.2
,,,9090,,,,0,34333,0.81,303,1.5,-0.19039567,,,,,,,,,,
-0.11048526038881391,1.28,0.9,9120,5325,9120,0,,,,,,,0.0,0.0001,0.1155831515789032,-4.108349551756874e-06,9.139379e-08,-0.2758055567741394,0.25759923458099365,0.05561516806483269,1515,0.2
,,,9120,,,,0,34450,0.76,304,1.62,-0.23405536999999998,,,,,,,,,,
-0.04898552286904305,1.22,0.94,9150,5340,9150,0,,,,,,,0.0,0.0001,0.29635788798332213,-9.612719297980021e-05,2.69413e-06,-0.27344340085983276,-0.007690310478210449,0.1460157185792923,1520,0.2
,,,9150,,,,0,34560,0.73,305,1.69,-0.23655062000000002,,,,,,,,,,
-0.07050643775612116,1.16,0.92,9180,5353,9180,0,,,,,,,0.0,0.0001,0.15082872211933135,7.88768151238628e-08,1.1920929e-07,-0.2717397093772888,0.19464534521102905,0.07228108495473862,1525,0.2
,,,9180,,,,0,34663,0.7,306,1.77,-0.2622874,,,,,,,,,,
-0.1524533872678876,1.38,0.86,9210,5371,9210,0,,,,,,,0.0,0.0001,0.20179154276847838,5.1824252835785956e-06,8.940697e-08,-0.2702440917491913,0.3449711799621582,0.090774305164814,1530,0.2
,,,9210,,,,0,34786,0.68,307,1.79,-0.28189275,,,,,,,,,,
-0.11099496899638325,1.28,0.88,9240,5390,9240,0,,,,,,,0.0,0.0001,0.12195480912923813,-0.0003127821299614197,1.7327071e-05,-0.26913597583770754,0.4937184453010559,0.05846882611513138,1535,0.2
,,,9240,,,,0,34899,0.66,308,1.81,-0.31027981999999993,,,,,,,,,,
-0.10941738527268172,1.24,0.88,9270,5412,9270,0,,,,,,,0.0,0.0001,0.2305164873600006,-5.880991466256091e-07,4.7683716e-07,-0.2637201189994812,0.1543940305709839,0.11180925369262695,1540,0.2
,,,9270,,,,0,35030,0.66,309,1.81,-0.32099703000000007,,,,,,,,,,
-0.07007844757288695,1.24,0.94,9300,5431,9300,0,,,,,,,0.0,0.0001,0.183281809091568,-0.0012659009247244057,5.1414965e-05,-0.25833943486213684,0.1782178282737732,0.0858854278922081,1545,0.2
,,,9300,,,,0,35149,0.71,310,1.69,-0.28821139,,,,,,,,,,
-0.08914517462253571,1.22,0.9,9330,5450,9330,0,,,,,,,0.0,0.0001,0.1631063312292099,-2.82128646311719e-07,7.1525574e-07,-0.25088046193122865,0.35384488105773926,0.07901500910520554,1550,0.2
,,,9330,,,,0,35270,0.76,311,1.55,-0.27197613,,,,,,,,,,
-0.09364174188580364,1.24,0.9,9360,5470,9360,0,,,,,,,0.0,0.0001,0.13840311467647554,-0.0006679435489543196,2.2943814e-05,-0.24513543546199798,0.5483372211456299,0.06539066135883331,1555,0.2
,,,9360,,,,0,35379,0.79,312,1.5,-0.24867213,,,,,,,,,,
-0.11331577113829554,1.3,0.88,9390,5485,9390,0,,,,,,,0.0,0.0001,0.11806259900331498,1.9848346601847311e-07,4.7683716e-07,-0.23800158202648164,0.48540985584259033,0.05595097318291664,1560,0.2
,,,9390,,,,0,35493,0.75,313,1.59,-0.2720256,,,,,,,,,,
-0.17543926822952927,1.4,0.82,9420,5501,9420,0,,,,,,,0.0,0.0001,0.3557731509208679,-3.544151962415753e-05,4.6094257e-07,-0.2344655215740204,-0.3475905656814575,0.1769973188638687,1565,0.2
,,,9420,,,,0,35699,0.74,314,1.64,-0.28005030999999997,,,,,,,,,,
-0.08934370321687311,1.2,0.92,9450,5518,9450,0,,,,,,,0.0,0.0001,0.17361924350261687,-3.652771331186244e-07,0.0,-0.23482486605644226,0.3176300525665283,0.08176834881305695,1570,0.2
,,,9450,,,,0,35803,0.72,315,1.7,-0.30168606,,,,,,,,,,
-0.11131063180975616,1.2,0.9,9480,5539,9480,0,,,,,,,0.0,0.0001,0.1979190766811371,-0.00029490033368348987,1.380841e-05,-0.23585337698459624,0.1446397304534912,0.09553110599517822,1575,0.2
,,,9480,,,,0,35911,0.73,316,1.69,-0.28888541,,,,,,,,,,
-0.06897055536974221,1.18,0.92,9510,5556,9510,0,,,,,,,0.0,0.0001,0.17374346554279327,-1.877943723904707e-06,1.7881393e-07,-0.2399282604455948,0.22871613502502441,0.08163280040025711,1580,0.2
,,,9510,,,,0,36016,0.71,317,1.73,-0.30066106,,,,,,,,,,
-0.05045835757162422,1.18,0.96,9540,5573,9540,0,,,,,,,0.0,0.0001,0.26754862666130064,-0.0005364471603144239,1.0474523e-05,-0.241128009557724,-0.1518765687942505,0.13050130009651184,1585,0.2
,,,9540,,,,0,36121,0.7,318,1.75,-0.30730879,,,,,,,,,,
-0.048927682749927044,1.14,0.96,9570,5592,9570,0,,,,,,,0.0,0.0001,0.129825422167778,-0.0003434789012921158,2.2679567e-05,-0.2387782096862793,0.4647665023803711,0.061910130083560944,1590,0.2
,,,9570,,,,0,36236,0.73,319,1.68,-0.28174528000000004,,,,,,,,,,
-0.04941852937452495,1.24,0.92,9600,5610,9600,0,,,,,,,0.0,0.0001,0.1866820365190506,-1.9093354488575188e-07,0.0,-0.23646893501281738,0.23525553941726685,0.0898374393582344,1595,0.2
,,,9600,,,,0,36353,0.74,320,1.62,-0.24147269000000005,,,,,,,,,,
-0.06898216264788061,1.22,0.92,9630,5628,9630,0,,,,,,,0.0,0.0001,0.1914522022008896,-0.000114054979057987,2.8093657e-06,-0.2359589785337448,0.20363593101501465,0.092608742415905,1600,0.2
,,,9630,,,,0,36457,0.7,321,1.67,-0.28629338,,,,,,,,,,
-0.0492891693348065,1.22,0.92,9660,5645,9660,0,,,,,,,0.0,0.0001,0.16873955428600312,8.950630843145291e-05,3.576279e-08,-0.23666423559188843,0.39510345458984375,0.08231336623430252,1605,0.2
,,,9660,,,,0,36568,0.69,322,1.71,-0.27913795999999996,,,,,,,,,,
-0.047485707877203825,1.1,0.96,9690,5665,9690,0,,,,,,,0.0,0.0001,0.21564571261405946,-0.0002001027235142061,9.2705095e-06,-0.23449333310127257,0.10420608520507812,0.10368268191814423,1610,0.2
,,,9690,,,,0,36667,0.74,323,1.62,-0.24587546000000005,,,,,,,,,,
-0.0489080755552277,1.18,0.92,9720,5684,9720,0,,,,,,,0.0,0.0001,0.24204051196575166,-3.7630399347676756e-07,1.1920929e-07,-0.2315174698829651,-0.10171699523925781,0.11652340739965439,1615,0.2
,,,9720,,,,0,36768,0.74,324,1.62,-0.21354886,,,,,,,,,,
-0.07154667569324374,1.2,0.92,9750,5702,9750,0,,,,,,,0.0,0.0001,0.07977360486984253,-0.0002177294054612311,1.1511644e-05,-0.2291150987148285,0.5134974718093872,0.036109164357185364,1620,0.2
,,,9750,,,,0,36872,0.76,325,1.61,-0.19517507,,,,,,,,,,
-0.07000464830547572,1.2,0.9,9780,5723,9780,0,,,,,,,0.0,0.0001,0.14126110672950745,-0.0019478156355518194,3.954371e-05,-0.22523208558559418,0.2377445101737976,0.06484851986169815,1625,0.2
,,,9780,,,,0,36985,0.78,326,1.58,-0.19444013999999998,,,,,,,,,,
-0.13050714157521726,1.34,0.86,9810,5741,9810,0,,,,,,,0.0,0.0001,0.23129961788654327,0.00015348195942337383,1.415213e-05,-0.21859049797058105,0.29374319314956665,0.11368086189031601,1630,0.2
,,,9810,,,,0,37101,0.76,327,1.59,-0.21897759,,,,,,,,,,
-0.0688651891099289,1.22,0.92,9840,5757,9840,0,,,,,,,0.0,0.0001,0.20829901993274688,-1.796086625205362e-07,1.1920929e-07,-0.2140786051750183,0.2671915292739868,0.09464126825332642,1635,0.2
,,,9840,,,,0,37203,0.79,328,1.58,-0.18411928000000002,,,,,,,,,,
-0.05269682891201228,1.16,0.96,9870,5775,9870,0,,,,,,,0.0,0.0001,0.1578616052865982,-4.9557685245638085e-05,1.5795231e-06,-0.21154741644859315,0.12042635679244995,0.08068855106830597,1640,0.2
,,,9870,,,,0,37305,0.77,329,1.63,-0.21558935,,,,,,,,,,
-0.07244946274906397,1.24,0.92,9900,5792,9900,0,,,,,,,0.0,0.0001,0.1559113472700119,-0.0003677533015920886,2.0362933e-05,-0.20908836424350738,0.3220658302307129,0.07556585967540741,1645,0.2
,,,9900,,,,0,37415,0.74,330,1.67,-0.24981562999999998,,,,,,,,,,
-0.04882036630995572,1.14,0.94,9930,5813,9930,0,,,,,,,0.0,0.0001,0.22125631868839263,-0.0008806069858837695,2.434055e-05,-0.20475603342056276,0.15964925289154053,0.10604139417409897,1650,0.2
,,,9930,,,,0,37519,0.73,331,1.67,-0.26672410999999996,,,,,,,,,,
-0.11108197452500462,1.38,0.86,9960,5829,9960,0,,,,,,,0.0,0.0001,0.12345642000436782,-3.3140182580382317e-07,4.7683716e-07,-0.19849226772785186,0.4924907684326172,0.06013912335038185,1655,0.2
,,,9960,,,,0,37636,0.72,332,1.69,-0.25362415000000005,,,,,,,,,,
-0.048956427052617074,1.1,0.96,9990,5847,9990,0,,,,,,,0.0,0.0001,0.22162396013736724,-6.12179427754711e-06,1.3558069e-05,-0.19420132637023926,0.12372773885726929,0.1060316413640976,1660,0.2
,,,9990,,,,0,37736,0.73,333,1.68,-0.24606420000000004,,,,,,,,,,
-0.09807195557281374,1.26,0.9,10020,5866,10020,0,,,,,,,0.0,0.0001,0.26342921853065493,-9.139378995826064e-08,0.0,-0.19204353988170625,-0.11385536193847656,0.12984442710876465,1665,0.2
,,,10020,,,,0,37845,0.72,334,1.63,-0.27676826,,,,,,,,,,
-0.028765264679677785,1.22,0.92,10050,5891,10050,0,,,,,,,0.0,0.0001,0.16064407527446747,-1.9543568220514727e-05,9.318193e-07,-0.19068962037563325,0.3270987272262573,0.0778459832072258,1670,0.2
,,,10050,,,,0,37948,0.78,335,1.51,-0.21851458,,,,,,,,,,
-0.08971690970472991,1.28,0.9,10080,5911,10080,0,,,,,,,0.0,0.0001,0.15448033511638642,3.551522905240745e-05,5.761782e-08,-0.18971837759017945,-0.036345601081848145,0.07236677408218384,1675,0.2
,,,10080,,,,0,38057,0.77,336,1.52,-0.21035140000000002,,,,,,,,,,
-0.09043246203102172,1.24,0.9,10110,5927,10110,0,,,,,,,0.0,0.0001,0.13634020388126372,-1.490394295000641e-05,5.0465263e-07,-0.190114825963974,0.4138569235801697,0.06477215886116028,1680,0.2
,,,10110,,,,0,38161,0.77,337,1.54,-0.19737908,,,,,,,,,,
-0.0700420821364969,1.26,0.92,10140,5946,10140,0,,,,,,,0.0,0.0001,0.13796741068363189,-0.0002515594153855716,1.5372038e-05,-0.18976829946041107,0.371088445186615,0.06718993932008743,1685,0.2
,,,10140,,,,0,38279,0.77,338,1.52,-0.19446669999999994,,,,,,,,,,
-0.13034629030153155,1.34,0.86,10170,5966,10170,0,,,,,,,0.0,0.0001,0.10454273819923401,-0.0008708824461791664,5.6842964e-05,-0.1933310329914093,0.3874633312225342,0.04944593459367752,1690,0.2
,,,10170,,,,0,38391,0.79,339,1.52,-0.17385154,,,,,,,,,,
-0.11079264959320426,1.4,0.86,10200,5987,10200,0,,,,,,,0.0,0.0001,0.10831328481435776,-0.0007506173915075465,8.214712e-05,-0.20028735995292662,0.4934467673301697,0.05024880915880203,1695,0.2
,,,10200,,,,0,38505,0.77,340,1.55,-0.19001597,,,,,,,,,,
-0.06818321311846376,1.18,0.94,10230,6008,10230,0,,,,,,,0.0,0.0001,0.11849790960550308,-0.00013950586721556135,3.9895376e-06,-0.2074883610010147,0.49462562799453735,0.056226350367069244,1700,0.2
,,,10230,,,,0,38618,0.76,341,1.56,-0.22215205000000002,,,,,,,,,,
-0.1317400711355731,1.32,0.86,10260,6026,10260,0,,,,,,,0.0,0.0001,0.1844910979270935,-3.178914731449822e-09,0.0,-0.20896688997745513,0.23557734489440918,0.08948174118995667,1705,0.2
,,,10260,,,,0,38731,0.79,342,1.52,-0.20025750000000003,,,,,,,,,,
-0.06929920908529312,1.26,0.92,10290,6045,10290,0,,,,,,,0.0,0.0001,0.1799210339784622,-7.947285496356927e-10,0.0,-0.20937885344028473,0.26260995864868164,0.08679267764091492,1710,0.2
,,,10290,,,,0,38849,0.8,343,1.52,-0.21964375,,,,,,,,,,
-0.07008756182156503,1.24,0.9,10320,6062,10320,0,,,,,,,0.0,0.0001,0.21640420854091644,-0.0003664791545208601,8.740028e-06,-0.20880426466464996,0.11989575624465942,0.10453265905380249,1715,0.2
,,,10320,,,,0,38954,0.79,344,1.57,-0.21993597000000004,,,,,,,,,,
-0.0911809691088274,1.3,0.9,10350,6079,10350,0,,,,,,,0.0,0.0001,0.13811658918857575,-2.447764153146181e-07,1.1920929e-07,-0.20568644404411315,0.3485880494117737,0.06592131406068802,1720,0.2
,,,10350,,,,0,39070,0.77,345,1.58,-0.24687871,,,,,,,,,,
-0.2129518310725689,1.44,0.8,10380,6102,10380,0,,,,,,,0.0,0.0001,0.19391708076000214,-0.00045888423182347535,7.277727e-06,-0.20252975821495056,0.3549930453300476,0.09164317697286606,1725,0.2
,,,10380,,,,0,39194,0.77,346,1.59,-0.24090320999999995,,,,,,,,,,
-0.030193319567479192,1.18,0.96,10410,6119,10410,0,,,,,,,0.0,0.0001,0.17147108912467957,-1.3597806475473818e-06,1.1920929e-07,-0.20018052458763122,0.14903247356414795,0.08369418978691101,1730,0.2
,,,10410,,,,0,39298,0.75,347,1.6,-0.27198573,,,,,,,,,,
-0.04838789127767086,1.1,0.96,10440,6138,10440,0,,,,,,,0.0,0.0001,0.20156494975090028,-0.0003676279383943992,1.900792e-05,-0.19655291736125946,0.3302716612815857,0.09740861505270004,1735,0.2
,,,10440,,,,0,39404,0.75,348,1.61,-0.26210345,,,,,,,,,,
-0.04753091231919825,1.1,0.96,10470,6152,10470,0,,,,,,,0.0,0.0001,0.15696195065975188,4.42504888631845e-05,2.1855037e-07,-0.19369514286518097,0.4202422499656677,0.07651618123054504,1740,0.2
,,,10470,,,,0,39514,0.72,349,1.66,-0.27361622,,,,,,,,,,
-0.11401291379705071,1.28,0.9,10500,6171,10500,0,,,,,,,0.0,0.0001,0.26185750365257265,-0.0005661611672252321,1.5624364e-05,-0.19372424185276033,-0.1404576301574707,0.12657387554645538,1745,0.2
,,,10500,,,,0,39636,0.71,350,1.65,-0.27651768,,,,,,,,,,
-0.07260550438426434,1.16,0.94,10530,6188,10530,0,,,,,,,0.0,0.0001,0.14976719617843628,-0.000545653100950183,1.1370579e-05,-0.1969570189714432,0.3619759678840637,0.071451835334301,1750,0.2
,,,10530,,,,0,39745,0.68,351,1.7,-0.29672016,,,,,,,,,,
-0.04759842176921666,1.14,0.96,10560,6205,10560,0,,,,,,,0.0,0.0001,0.23247448801994325,-0.0002975249229347554,5.1657357e-06,-0.19602959752082824,0.15635961294174194,0.11253731697797775,1755,0.2
,,,10560,,,,0,39851,0.67,352,1.74,-0.29575383,,,,,,,,,,
-0.09092128671240061,1.32,0.84,10590,6221,10590,0,,,,,,,0.0,0.0001,0.2642298460006714,2.9923519808505716e-05,2.1855037e-07,-0.19272375702857972,-0.016460061073303223,0.13041315972805023,1760,0.2
,,,10590,,,,0,39968,0.67,353,1.76,-0.28550859999999995,,,,,,,,,,
-0.06768598198425024,1.14,0.94,10620,6239,10620,0,,,,,,,0.0,0.0001,0.1912069410085678,-0.00028332789666229985,5.4260095e-06,-0.1910834789276123,0.2933897376060486,0.09215355664491653,1765,0.2
,,,10620,,,,0,40068,0.67,354,1.77,-0.27566431999999996,,,,,,,,,,
-0.08992785808630288,1.28,0.88,10650,6254,10650,0,,,,,,,0.0,0.0001,0.16518022119998932,1.351038616093092e-07,1.1920929e-07,-0.18780525624752045,0.2258778214454651,0.07598510384559631,1770,0.2
,,,10650,,,,0,40189,0.69,355,1.75,-0.28060897000000007,,,,,,,,,,
-0.08912375079933554,1.24,0.9,10680,6276,10680,0,,,,,,,0.0,0.0001,0.2502418965101242,-0.0025442807973988122,0.00021155874,-0.18609577119350434,0.11759966611862183,0.11928634345531464,1775,0.2
,,,10680,,,,0,40303,0.73,356,1.7,-0.24776775,,,,,,,,,,
-0.11014170004054905,1.28,0.88,10710,6299,10710,0,,,,,,,0.0,0.0001,0.12340281009674073,-0.0003059583941162458,3.4966073e-05,-0.18121557235717772,-0.12291038036346436,0.058974187821149826,1780,0.2
,,,10710,,,,0,40417,0.78,357,1.6,-0.20038970000000003,,,,,,,,,,
-0.0701036571059376,1.26,0.9,10740,6317,10740,0,,,,,,,0.0,0.0001,0.14360389113426208,-2.1643837850771065e-05,1.5548865e-05,-0.1769910931587219,0.4176892042160034,0.06978646665811539,1785,0.2
,,,10740,,,,0,40525,0.8,358,1.53,-0.18194331999999996,,,,,,,,,,
-0.02704926799517125,1.08,0.98,10770,6339,10770,0,,,,,,,0.0,0.0001,0.2091363787651062,-8.682409902149857e-08,1.1523564e-07,-0.17401300966739655,-0.0559999942779541,0.09961259365081787,1790,0.2
,,,10770,,,,0,40627,0.81,359,1.5,-0.1778792,,,,,,,,,,
-0.0888122851587832,1.2,0.92,10800,6356,10800,0,,,,,,,0.0,0.0001,0.11447396874427795,-4.700948772846658e-05,1.8378099e-06,-0.1721159487962723,0.2652549147605896,0.05683283880352974,1795,0.2
,,,10800,,,,0,40734,0.81,360,1.48,-0.18007791999999995,,,,,,,,,,
-0.007090539718046784,1.06,0.98,10830,6371,10830,0,,,,,,,0.0,0.0001,0.24497023224830627,-0.0007547148088148603,1.3750791e-05,-0.1802900940179825,0.3039228916168213,0.11758144199848175,1800,0.2
,,,10830,,,,0,40841,0.78,361,1.54,-0.21230611000000002,,,,,,,,,,
-0.0704986664513126,1.22,0.94,10860,6390,10860,0,,,,,,,0.0,0.0001,0.19293787181377411,-5.3246817444119185e-08,1.1920929e-07,-0.16663608253002166,0.11517232656478882,0.09397216886281967,1805,0.2
,,,10860,,,,0,40941,0.76,362,1.6,-0.23364875999999998,,,,,,,,,,
-0.11251543052494525,1.26,0.9,10890,6409,10890,0,,,,,,,0.0,0.0001,0.1559906393289566,-3.554304596029567e-05,2.0305315e-06,-0.16661341786384581,0.3509160876274109,0.07548169791698456,1810,0.2
,,,10890,,,,0,41049,0.74,363,1.65,-0.24587445,,,,,,,,,,
-0.04743368549738079,1.1,0.96,10920,6431,10920,0,,,,,,,0.0,0.0001,0.1939144879579544,-0.00042949279576225407,2.442797e-05,-0.16688788831233978,0.09891897439956665,0.0945260226726532,1815,0.2
,,,10920,,,,0,41147,0.75,364,1.62,-0.25681479999999995,,,,,,,,,,
-0.15032667648978532,1.34,0.86,10950,6454,10950,0,,,,,,,0.0,0.0001,0.1432681530714035,-0.0002118571548878734,7.303556e-06,-0.17008549571037293,0.39001744985580444,0.06771135330200195,1820,0.2
,,,10950,,,,0,41259,0.8,365,1.53,-0.20267866999999998,,,,,,,,,,
-0.06893010134343058,1.2,0.92,10980,6474,10980,0,,,,,,,0.0,0.0001,0.14236392080783844,-0.0014510452700776,4.3914715e-05,-0.17745149731636048,0.295276403427124,0.06662894785404205,1825,0.2
,,,10980,,,,0,41362,0.82,366,1.47,-0.17287921999999997,,,,,,,,,,
-0.051566331959329546,1.18,0.94,11010,6494,11010,0,,,,,,,0.0,0.0001,0.15210455954074859,-0.0004859391757054965,2.8564533e-05,-0.18050544559955597,0.06351214647293091,0.07074031233787537,1830,0.2
,,,11010,,,,0,41468,0.82,367,1.44,-0.17243355999999999,,,,,,,,,,
-0.04908192608505488,1.18,0.94,11040,6514,11040,0,,,,,,,0.0,0.0001,0.19016248881816863,0.0004845460248180444,1.0240078e-05,-0.18548950850963591,0.35747963190078735,0.09655174612998962,1835,0.2
,,,11040,,,,0,41575,0.82,368,1.45,-0.18247113999999998,,,,,,,,,,
-0.05776899465825409,1.26,0.92,11070,6535,11070,0,,,,,,,0.0,0.0001,0.20509487092494966,-1.3987223077549515e-07,0.0,-0.18591026663780214,0.18848079442977905,0.09837239235639572,1840,0.2
,,,11070,,,,0,41690,0.82,369,1.46,-0.18235865999999998,,,,,,,,,,
-0.13294591480866075,1.26,0.88,11100,6552,11100,0,,,,,,,0.0,0.0001,0.18158672451972963,-0.0008237008121795952,1.760125e-05,-0.18553241491317748,0.10885101556777954,0.08650228381156921,1845,0.2
,,,11100,,,,0,41800,0.79,370,1.54,-0.21540379999999998,,,,,,,,,,
-0.0913973994133994,1.34,0.86,11130,6569,11130,0,,,,,,,0.0,0.0001,0.1765161544084549,-0.0012200506574783887,7.317265e-05,-0.1816023737192154,0.29102057218551636,0.08232060074806213,1850,0.2
,,,11130,,,,0,41923,0.77,371,1.57,-0.24684217000000003,,,,,,,,,,
-0.09093151889275759,1.18,0.92,11160,6586,11160,0,,,,,,,0.0,0.0001,0.22379387617111207,4.521012286318182e-07,2.3841858e-07,-0.17635794579982758,0.15509843826293945,0.10837186872959137,1855,0.2
,,,11160,,,,0,42030,0.76,372,1.62,-0.25665411000000005,,,,,,,,,,
-0.04902254506014288,1.18,0.92,11190,6606,11190,0,,,,,,,0.0,0.0001,0.2976850807666779,3.163019796303956e-07,1.1920929e-07,-0.17271984219551087,-0.16183996200561523,0.1475512683391571,1860,0.2
,,,11190,,,,0,42137,0.76,373,1.6,-0.261289,,,,,,,,,,
-0.06956247369758785,1.22,0.94,11220,6622,11220,0,,,,,,,0.0,0.0001,0.17271971106529235,-0.0007989939073254959,3.0833482e-05,-0.1700071543455124,0.3789210915565491,0.08330868184566498,1865,0.2
,,,11220,,,,0,42250,0.74,374,1.65,-0.28417696,,,,,,,,,,
-0.04840014579240233,1.18,0.94,11250,6637,11250,0,,,,,,,0.0,0.0001,0.17949241399765015,2.741813656115255e-08,2.3841858e-07,-0.16448495388031006,0.24150383472442627,0.08817039430141449,1870,0.2
,,,11250,,,,0,42354,0.68,375,1.76,-0.35283327,,,,,,,,,,
-0.13459853305015712,1.26,0.88,11280,6660,11280,0,,,,,,,0.0,0.0001,0.18639569878578185,0.00019911328738082547,6.814798e-07,-0.16132376492023467,0.23397129774093628,0.0910152867436409,1875,0.2
,,,11280,,,,0,42469,0.74,376,1.66,-0.29867084,,,,,,,,,,
-0.06963375504128635,1.2,0.92,11310,6675,11310,0,,,,,,,0.0,0.0001,0.22659792602062226,-4.976987781901698e-08,0.0,-0.16151797473430635,0.025274813175201416,0.1115993782877922,1880,0.2
,,,11310,,,,0,42571,0.74,377,1.65,-0.28695648000000007,,,,,,,,,,
-0.19641383306588978,1.44,0.8,11340,6693,11340,0,,,,,,,0.0,0.0001,0.20953712463378907,-0.0008191927468093497,1.9693374e-05,-0.16450577676296235,0.09440237283706665,0.100919209420681,1885,0.2
,,,11340,,,,0,42696,0.71,378,1.68,-0.29760355999999993,,,,,,,,,,
-0.13333225200418383,1.5,0.8,11370,6710,11370,0,,,,,,,0.0,0.0001,0.16182307302951812,4.474322023995114e-07,1.1920929e-07,-0.1582120567560196,0.3184816241264343,0.07847948372364044,1890,0.2
,,,11370,,,,0,42820,0.69,379,1.72,-0.30726380000000003,,,,,,,,,,
-0.0700972868455574,1.24,0.92,11400,6728,11400,0,,,,,,,0.0,0.0001,0.19530104398727416,-2.2864340948558493e-06,1.390775e-07,-0.1561192512512207,0.23230010271072388,0.09579712897539139,1895,0.2
,,,11400,,,,0,42926,0.71,380,1.69,-0.26287834,,,,,,,,,,
-0.05144114880822599,1.2,0.94,11430,6742,11430,0,,,,,,,0.0,0.0001,0.1983972817659378,-6.665786198567502e-08,0.0,-0.155995175242424,0.12444490194320679,0.09375786781311035,1900,0.2
,,,11430,,,,0,43027,0.7,381,1.72,-0.24791004000000005,,,,,,,,,,
-0.04947274365928024,1.2,0.94,11460,6764,11460,0,,,,,,,0.0,0.0001,0.2661703050136566,5.662441182607836e-08,0.0,-0.15620526373386384,-0.16732919216156006,0.12860967218875885,1905,0.2
,,,11460,,,,0,43134,0.69,382,1.74,-0.25933637,,,,,,,,,,
-0.09093400443904102,1.3,0.88,11490,6785,11490,0,,,,,,,0.0,0.0001,0.09402690529823303,-0.00048670053123132104,1.1362632e-05,-0.15563349723815917,0.46832770109176636,0.044623639434576035,1910,0.2
,,,11490,,,,0,43245,0.75,383,1.63,-0.20462139999999998,,,,,,,,,,
-0.11113236393313855,1.34,0.86,11520,6801,11520,0,,,,,,,0.0,0.0001,0.11924370378255844,-4.3749809286453e-07,1.1920929e-07,-0.1520703077316284,0.1943771243095398,0.058045439422130585,1915,0.2
,,,11520,,,,0,43360,0.73,384,1.67,-0.23843039000000005,,,,,,,,,,
-0.12977056433912368,1.28,0.86,11550,6818,11550,0,,,,,,,0.0,0.0001,0.3230652272701263,-0.000585238534646848,1.5207132e-05,-0.149216428399086,0.2336520552635193,0.15577207505702972,1920,0.2
,,,11550,,,,0,43471,0.74,385,1.66,-0.24902333000000001,,,,,,,,,,
-0.0905887591978535,1.28,0.88,11580,6840,11580,0,,,,,,,0.0,0.0001,0.21963821947574616,1.1126200263333886e-07,0.0,-0.14714347422122956,0.22608143091201782,0.10271471738815308,1925,0.2
