env/current_idx,env/n_steps,eval/mean_reward,time/total_timesteps,eval/mean_ep_length,eval/success_rate,env/completion_counter,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl
22096,38100,-0.06875247164163739,38100,1.22,0.92,0,,,,,,,0.0,630,0.18178409337997437,0.2,0.07166168093681335,-0.10710393488407136,0.18114755749702455,-0.00025995233114701756,0.0001,1.5159233e-05
,,,38100,,,,56034,0,1.66,0.75,-0.23489279999999998,127,,,,,,,,,,
22278,38400,-0.06822809903416782,38400,1.14,0.94,0,,,,,,,0.0,635,0.26814156770706177,0.2,0.07398876547813416,-0.10560516640543938,0.18336191922426223,-0.00020888864659021066,0.0001,8.795696e-06
,,,38400,,,,56481,0,1.65,0.7,-0.30339475,128,,,,,,,,,,
22485,38700,-0.09012179221026599,38700,1.22,0.9,0,,,,,,,0.0,640,0.2510741949081421,0.2,0.08163899183273315,-0.10567010715603828,0.17783004492521287,-0.00020884052539926756,0.0001,1.5453752e-05
,,,38700,,,,56910,0,1.46,0.8,-0.20861649000000004,129,,,,,,,,,,
22677,39000,-0.0920911091985181,39000,1.3,0.88,0,,,,,,,0.0,645,0.2709358334541321,0.2,0.06778155267238617,-0.10376786291599274,0.1659257858991623,7.72393825499762e-05,0.0001,1.8378487e-06
,,,39000,,,,57339,0,1.54,0.77,-0.24236104,130,,,,,,,,,,
22858,39300,-0.048217885298654437,39300,1.16,0.94,0,,,,,,,0.0,650,0.20586133003234863,0.2,0.06970952451229095,-0.10361519381403923,0.18165672421455384,-0.00010134327656672327,0.0001,2.3861967e-06
,,,39300,,,,57745,0,1.63,0.72,-0.26938188,131,,,,,,,,,,
23049,39600,-0.14501305061392486,39600,1.4,0.84,0,,,,,,,0.0,655,0.24853050708770752,0.2,0.09590613842010498,-0.10537471845746041,0.17893530279397965,1.6407499060733244e-05,0.0001,1.0027804e-06
,,,39600,,,,58179,0,1.53,0.76,-0.20228062000000002,132,,,,,,,,,,
23251,39900,-0.04787529273889959,39900,1.16,0.94,0,,,,,,,0.0,660,0.20525634288787842,0.2,0.09454122185707092,-0.10616721212863922,0.19183475375175477,-9.42816775273414e-06,0.0001,1.4539216e-07
,,,39900,,,,58587,0,1.5,0.78,-0.21699614999999997,133,,,,,,,,,,
23428,40200,-0.04838363149669021,40200,1.2,0.92,0,,,,,,,0.0,665,0.3243064284324646,0.2,0.0966380313038826,-0.1048370748758316,0.17075044810771942,-0.0004944282231669206,0.0001,8.825096e-06
,,,40200,,,,59002,0,1.73,0.68,-0.29110578000000004,134,,,,,,,,,,
23614,40500,-0.08959015717729926,40500,1.28,0.88,0,,,,,,,0.0,670,0.15641379356384277,0.2,0.066431425511837,-0.10060337334871292,0.20133595317602157,-8.083230687505605e-05,0.0001,1.1557544e-05
,,,40500,,,,59431,0,1.56,0.74,-0.21525905,135,,,,,,,,,,
23814,40800,-0.0920454545551911,40800,1.4,0.88,0,,,,,,,0.0,675,0.14312702417373657,0.2,0.09269481152296066,-0.09777781665325165,0.19450555592775345,-3.793796667252991e-05,0.0001,1.6082777e-06
,,,40800,,,,59882,0,1.61,0.73,-0.27234140999999995,136,,,,,,,,,,
24000,41100,-0.007315715150907636,41100,1.08,0.98,0,,,,,,,0.0,680,0.3053928017616272,0.2,0.05829588323831558,-0.0962720513343811,0.16399423629045487,4.534237218933867e-06,0.0001,2.2468157e-08
,,,41100,,,,60313,0,1.72,0.69,-0.2731456,137,,,,,,,,,,
24193,41400,-0.17403830283787103,41400,1.32,0.84,0,,,,,,,0.0,685,0.22205090522766113,0.2,0.05522533506155014,-0.0957331545650959,0.17542021423578263,-4.419537092843484e-05,0.0001,3.4435652e-07
,,,41400,,,,60743,0,1.63,0.72,-0.27600063,138,,,,,,,,,,
24382,41700,-0.06933075145818293,41700,1.24,0.92,0,,,,,,,0.0,690,0.30918776988983154,0.2,0.09357564896345139,-0.09527974277734756,0.17480475902557374,-6.150730362382006e-05,0.0001,5.183974e-07
,,,41700,,,,61152,0,1.6,0.74,-0.25631032000000004,139,,,,,,,,,,
24577,42000,-0.02768906014971435,42000,1.1,0.98,0,,,,,,,0.0,695,0.27362287044525146,0.2,0.11741296201944351,-0.09377673044800758,0.1856602683663368,-0.000198798419230517,0.0001,6.5854665e-06
,,,42000,,,,61574,0,1.6,0.74,-0.22024823,140,,,,,,,,,,
24749,42300,-0.047096770256757736,42300,1.1,0.96,0,,,,,,,0.0,700,0.18435168266296387,0.2,0.07428210973739624,-0.09325854405760765,0.17908242717385292,-9.953657740462419e-05,0.0001,2.147979e-06
,,,42300,,,,62003,0,1.72,0.71,-0.24150833000000002,141,,,,,,,,,,
24943,42600,-0.05104126774240285,42600,1.2,0.92,0,,,,,,,0.0,705,0.2645760774612427,0.2,0.09231967478990555,-0.09326929226517677,0.18651948422193526,-8.68611997173474e-05,0.0001,1.3277167e-06
,,,42600,,,,62448,0,1.39,0.84,-0.18724536999999997,142,,,,,,,,,,
25127,42900,-0.07133671836927533,42900,1.16,0.92,0,,,,,,,0.0,710,0.28496378660202026,0.2,0.1083059087395668,-0.0956679917871952,0.1808955639600754,-0.00017693158217908512,0.0001,1.1256504e-05
,,,42900,,,,62858,0,1.66,0.7,-0.27196388,143,,,,,,,,,,
25317,43200,-0.06943862746469677,43200,1.24,0.9,0,,,,,,,0.0,715,0.2524098753929138,0.2,0.10935923457145691,-0.09685808718204499,0.1892082706093788,-7.769227549108138e-05,0.0001,1.5151454e-06
,,,43200,,,,63286,0,1.55,0.76,-0.23011477000000005,144,,,,,,,,,,
25503,43500,-0.049059248259291054,43500,1.24,0.94,0,,,,,,,0.0,720,0.19151955842971802,0.2,0.09157837182283401,-0.09520910084247589,0.19622763991355896,6.095006723061402e-06,0.0001,2.7939677e-08
,,,43500,,,,63719,0,1.54,0.77,-0.20067857000000003,145,,,,,,,,,,
25692,43800,-0.04780321038793772,43800,1.12,0.94,0,,,,,,,0.0,725,0.29690390825271606,0.2,0.08150273561477661,-0.09398230165243149,0.17037585079669954,-0.00018063237551948496,0.0001,2.825167e-06
,,,43800,,,,64153,0,1.66,0.72,-0.22971999999999998,146,,,,,,,,,,
25872,44100,-0.04895994023419917,44100,1.22,0.9,0,,,,,,,0.0,730,0.30285096168518066,0.2,0.07550783455371857,-0.09222782626748086,0.1522921361029148,2.3403798632415374e-06,0.0001,1.5978214e-06
,,,44100,,,,64615,0,1.69,0.7,-0.25271694,147,,,,,,,,,,
26062,44400,-0.04830564747564495,44400,1.14,0.94,0,,,,,,,0.0015625,735,0.2628728151321411,0.2,0.07723458856344223,-0.09554817005991936,0.18291209787130355,-0.0004995874171537906,0.0001,0.0017900295
,,,44400,,,,65043,0,1.61,0.76,-0.22508750999999996,148,,,,,,,,,,
26253,44700,-0.1300570363877341,44700,1.3,0.88,0,,,,,,,0.0,740,0.21493613719940186,0.2,0.08475834876298904,-0.09172309637069702,0.17706184983253478,-3.4054319458221015e-05,0.0001,2.06416e-06
,,,44700,,,,65473,0,1.39,0.84,-0.12452553,149,,,,,,,,,,
26437,45000,-0.026739572305232287,45000,1.06,0.98,0,,,,,,,0.0,745,0.15484505891799927,0.2,0.08008774369955063,-0.09170417860150337,0.18022086918354036,-3.896221513866038e-06,0.0001,2.7903059e-06
,,,45000,,,,65874,0,1.63,0.73,-0.20182612000000003,150,,,,,,,,,,
26630,45300,-0.1521920632245019,45300,1.36,0.86,0,,,,,,,0.0,750,0.07535922527313232,0.2,0.10234138369560242,-0.08985793590545654,0.20109919756650924,-0.00022397586971294458,0.0001,7.900368e-06
,,,45300,,,,66298,0,1.52,0.8,-0.17528192999999997,151,,,,,,,,,,
26816,45600,-0.04901954710949212,45600,1.16,0.92,0,,,,,,,0.0,755,0.20754432678222656,0.2,0.07261022925376892,-0.08809909150004387,0.17825788259506226,-3.3456031323098046e-07,0.0001,2.7060319e-06
,,,45600,,,,66719,0,1.68,0.71,-0.24500201,152,,,,,,,,,,
27024,45900,-0.04826378193683922,45900,1.14,0.96,0,,,,,,,0.0,760,0.2956581115722656,0.2,0.09288034588098526,-0.08669805899262428,0.17268357276916504,-1.4202500095095162e-06,0.0001,3.395835e-07
,,,45900,,,,67135,0,1.5,0.79,-0.18612629000000003,153,,,,,,,,,,
27209,46200,-0.09045094133820385,46200,1.3,0.86,0,,,,,,,0.0,765,0.2551190257072449,0.2,0.06924182176589966,-0.08632852211594581,0.14694368913769723,-4.071749926044532e-05,0.0001,6.1653554e-07
,,,46200,,,,67591,0,1.59,0.75,-0.24553157000000003,154,,,,,,,,,,
27401,46500,-0.09048511563800275,46500,1.24,0.9,0,,,,,,,0.0,770,0.2979963421821594,0.2,0.10217787325382233,-0.08526725023984909,0.20138145089149476,-2.0472083154032816e-05,0.0001,4.5017805e-07
,,,46500,,,,68025,0,1.58,0.78,-0.19613375999999996,155,,,,,,,,,,
27592,46800,-0.09166278399527072,46800,1.32,0.88,0,,,,,,,0.0,775,0.22479689121246338,0.2,0.08277308940887451,-0.08411438465118408,0.18188100457191467,7.4404164976726864e-06,0.0001,2.667075e-07
,,,46800,,,,68463,0,1.63,0.71,-0.25211501,156,,,,,,,,,,
27775,47100,-0.09041596360970289,47100,1.2,0.92,0,,,,,,,0.0,780,0.20111316442489624,0.2,0.0764135867357254,-0.08416950032114982,0.18438896909356117,-2.2163106773920303e-05,0.0001,4.7660433e-07
,,,47100,,,,68906,0,1.67,0.71,-0.25637551000000003,157,,,,,,,,,,
27960,47400,-0.050857927608303724,47400,1.3,0.9,0,,,,,,,0.0,785,0.19280076026916504,0.2,0.08840839564800262,-0.08267879262566566,0.17678873091936112,-0.000174458776612596,0.0001,6.227849e-06
,,,47400,,,,69353,0,1.65,0.71,-0.27461078,158,,,,,,,,,,
28146,47700,-0.11140108160208911,47700,1.24,0.9,0,,,,,,,0.0,790,0.32355380058288574,0.2,0.060733068734407425,-0.0807330921292305,0.15195956602692604,1.8403811372991187e-05,0.0001,4.996006e-06
,,,47700,,,,69791,0,1.62,0.74,-0.22668643,159,,,,,,,,,,
28332,48000,-0.11026741399429739,48000,1.3,0.86,0,,,,,,,0.0,795,0.20866471529006958,0.2,0.09711576998233795,-0.07946856096386909,0.18894766122102738,-0.0004894775118373218,0.0001,3.2989763e-05
,,,48000,,,,70227,0,1.54,0.76,-0.24080064000000007,160,,,,,,,,,,
28523,48300,-0.06945047510787844,48300,1.2,0.92,0,,,,,,,0.0,800,0.21036648750305176,0.2,0.102462537586689,-0.07744317799806595,0.18944896310567855,1.1529055932690824e-05,0.0001,2.966728e-06
,,,48300,,,,70661,0,1.62,0.74,-0.26232974000000003,161,,,,,,,,,,
28709,48600,-0.15029061312321573,48600,1.34,0.86,0,,,,,,,0.0,805,0.18755477666854858,0.2,0.08378346264362335,-0.07635802254080773,0.20215167254209518,4.384571581184105e-06,0.0001,5.147674e-08
,,,48600,,,,71206,0,1.71,0.71,-0.26785860000000006,162,,,,,,,,,,
28892,48900,-0.04861742109525949,48900,1.14,0.94,0,,,,,,,0.0,810,0.3679463267326355,0.2,0.0707806795835495,-0.07609247863292694,0.15995753258466722,-0.0003384210582143332,0.0001,1.1729066e-05
,,,48900,,,,71649,0,1.58,0.75,-0.17535444000000003,163,,,,,,,,,,
29095,49200,-0.09220845429226757,49200,1.22,0.9,0,,,,,,,0.0,815,0.18720734119415283,0.2,0.1091926321387291,-0.07418785318732261,0.1905145227909088,9.094072447624058e-06,0.0001,1.2080418e-06
,,,49200,,,,72099,0,1.6,0.77,-0.24316741,164,,,,,,,,,,
29271,49500,-0.10906500563956797,49500,1.26,0.9,0,,,,,,,0.0,820,0.2517269253730774,0.2,0.07555220276117325,-0.07358881533145904,0.1672097533941269,5.593830196204408e-06,0.0001,2.0477455e-07
,,,49500,,,,72545,0,1.7,0.69,-0.26258822,165,,,,,,,,,,
29457,49800,-0.06819245604332537,49800,1.16,0.94,0,,,,,,,0.0,825,0.20367169380187988,0.2,0.0799950510263443,-0.07270170003175735,0.18210121393203735,-0.00013459517145246734,0.0001,1.9302825e-06
,,,49800,,,,72972,0,1.59,0.75,-0.22256422000000003,166,,,,,,,,,,
29651,50100,-0.11358759212773294,50100,1.36,0.86,0,,,,,,,0.0,830,0.20736092329025269,0.2,0.11108321696519852,-0.07086980193853379,0.2072071209549904,1.8762445490638768e-05,0.0001,5.317852e-07
,,,50100,,,,73407,0,1.61,0.72,-0.2578813,167,,,,,,,,,,
29848,50400,-0.0720251217391342,50400,1.34,0.9,0,,,,,,,0.0,835,0.22948181629180908,0.2,0.081977479159832,-0.06977439001202583,0.18139655739068986,-6.514588325945425e-05,0.0001,1.8592691e-06
,,,50400,,,,73854,0,1.53,0.78,-0.17462827999999997,168,,,,,,,,,,
30041,50700,-0.027887702202424407,50700,1.14,0.96,0,,,,,,,0.0,840,0.24818050861358643,0.2,0.07071257382631302,-0.06861486732959747,0.16500341147184372,4.8344107383968545e-09,0.0001,0.0
,,,50700,,,,74289,0,1.54,0.78,-0.18147052999999994,169,,,,,,,,,,
30238,51000,-0.132515921657905,51000,1.34,0.84,0,,,,,,,0.0,845,0.14363932609558105,0.2,0.0904703363776207,-0.0682949386537075,0.17456156462430955,-2.982185503910273e-05,0.0001,7.792418e-07
,,,51000,,,,74759,0,1.5,0.79,-0.17226624,170,,,,,,,,,,
30432,51300,-0.11266134961042554,51300,1.2,0.9,0,,,,,,,0.0,850,0.2644411325454712,0.2,0.07019104063510895,-0.068503388017416,0.1653742730617523,-2.9554257203301404e-05,0.0001,3.3108518e-07
,,,51300,,,,75206,0,1.61,0.73,-0.23342666999999998,171,,,,,,,,,,
30622,51600,-0.008070171852596104,51600,1.14,0.96,0,,,,,,,0.0,855,0.28545939922332764,0.2,0.09380117803812027,-0.06780214309692383,0.1751401573419571,8.198542965232036e-06,0.0001,7.0082024e-08
,,,51600,,,,75658,0,1.6,0.75,-0.21690124000000005,172,,,,,,,,,,
30808,51900,-0.1737894612364471,51900,1.38,0.84,0,,,,,,,0.0,860,0.30851930379867554,0.2,0.05015286058187485,-0.06814787462353707,0.1540022149682045,-9.415015268743332e-06,0.0001,2.1769665e-07
,,,51900,,,,76106,0,1.49,0.82,-0.15626145000000002,173,,,,,,,,,,
30990,52200,-0.05012994859367609,52200,1.28,0.92,0,,,,,,,0.0,865,0.11874371767044067,0.2,0.0967000350356102,-0.06821316257119178,0.19846848547458648,-0.00012364121699564022,0.0001,8.772635e-07
,,,52200,,,,76541,0,1.62,0.73,-0.23530312000000003,174,,,,,,,,,,
31170,52500,-0.11060761390253901,52500,1.24,0.9,0,,,,,,,0.0,870,0.2656276226043701,0.2,0.09549349546432495,-0.06716926991939545,0.17428863644599915,-8.91485547816373e-05,0.0001,5.8836304e-07
,,,52500,,,,76982,0,1.66,0.72,-0.24466511000000002,175,,,,,,,,,,
31359,52800,-0.08945426309946924,52800,1.24,0.92,0,,,,,,,0.0,875,0.11883234977722168,0.2,0.10192099213600159,-0.06594666913151741,0.21675956398248672,1.2132957239074927e-05,0.0001,7.9511665e-07
,,,52800,,,,77436,0,1.59,0.73,-0.25904668,176,,,,,,,,,,
31532,53100,-0.028806109139695765,53100,1.1,0.98,0,,,,,,,0.0,880,0.13110989332199097,0.2,0.09889470785856247,-0.06550606265664101,0.20298009663820266,-2.8937885705460075e-07,0.0001,2.0954758e-09
,,,53100,,,,77884,0,1.72,0.69,-0.29396009,177,,,,,,,,,,
31712,53400,-0.07006314837839454,53400,1.24,0.92,0,,,,,,,0.0,885,0.24638575315475464,0.2,0.09119270741939545,-0.06539373695850373,0.18533855974674224,-1.8867130455291203e-05,0.0001,7.130756e-07
,,,53400,,,,78319,0,1.79,0.65,-0.33808765,178,,,,,,,,,,
31909,53700,-0.13495843965560197,53700,1.34,0.86,0,,,,,,,0.0,890,0.26819175481796265,0.2,0.07801807671785355,-0.06520415395498276,0.1792030453681946,1.2775087171590371e-05,0.0001,9.738671e-08
,,,53700,,,,78826,0,1.63,0.76,-0.23356538000000004,179,,,,,,,,,,
32091,54000,-0.048389660413376986,54000,1.14,0.94,0,,,,,,,0.0,895,0.2133585810661316,0.2,0.09093627333641052,-0.06506832912564278,0.18423959910869597,-7.972676589389494e-05,0.0001,1.6115373e-06
,,,54000,,,,79243,0,1.66,0.73,-0.21465335000000002,180,,,,,,,,,,
32278,54300,-0.09033852448221297,54300,1.28,0.88,0,,,,,,,0.0,900,0.2603568434715271,0.2,0.07483372092247009,-0.06398076266050338,0.1617613449692726,-1.2318857933735217e-09,0.0001,0.0
,,,54300,,,,79711,0,1.65,0.71,-0.27472448,181,,,,,,,,,,
32465,54600,-0.030324495318345725,54600,1.26,0.88,0,,,,,,,0.0,905,0.32754623889923096,0.2,0.06761110574007034,-0.06354165896773338,0.16834740191698075,-4.546547316408578e-09,0.0001,0.0
,,,54600,,,,80145,0,1.75,0.66,-0.34883996000000006,182,,,,,,,,,,
32649,54900,-0.06834516709670424,54900,1.18,0.94,0,,,,,,,0.0,910,0.36797916889190674,0.2,0.08683972805738449,-0.06302049085497856,0.1693566098809242,-5.106849772316124e-05,0.0001,9.026844e-07
,,,54900,,,,80580,0,1.54,0.77,-0.2135383600000001,183,,,,,,,,,,
32834,55200,-0.06840909871738404,55200,1.14,0.94,0,,,,,,,0.0,915,0.3784775137901306,0.2,0.09565723687410355,-0.06320232041180134,0.15624946877360343,-3.768431655544191e-05,0.0001,8.0853613e-07
,,,55200,,,,81013,0,1.63,0.75,-0.23688195000000004,184,,,,,,,,,,
33030,55500,-0.02784259935375303,55500,1.12,0.96,0,,,,,,,0.0,920,0.24583542346954346,0.2,0.07278493046760559,-0.06226867660880089,0.18148126751184462,-6.17537949437974e-05,0.0001,1.762528e-06
,,,55500,,,,81453,0,1.43,0.83,-0.13266382,185,,,,,,,,,,
33221,55800,-0.10990443844348192,55800,1.28,0.88,0,,,,,,,0.00078125,925,0.1262284517288208,0.2,0.05119180679321289,-0.06674071922898292,0.18809378072619437,-0.00022164147601557715,0.0001,0.00042251195
,,,55800,,,,81907,0,1.62,0.74,-0.24084946999999995,186,,,,,,,,,,
33406,56100,-0.08950134306680411,56100,1.26,0.9,0,,,,,,,0.0,930,0.16606885194778442,0.2,0.1025245413184166,-0.06392699927091598,0.19532314389944078,-5.273010057749161e-05,0.0001,1.4571283e-06
,,,56100,,,,82350,0,1.64,0.72,-0.24012779999999995,187,,,,,,,,,,
33582,56400,-0.11043599197641014,56400,1.34,0.86,0,,,,,,,0.0,935,0.21136784553527832,0.2,0.0987791046500206,-0.06413590982556343,0.17947614565491676,-3.538519694874509e-05,0.0001,5.736947e-07
,,,56400,,,,82797,0,1.81,0.64,-0.34104287,188,,,,,,,,,,
33769,56700,-0.04935942319221795,56700,1.18,0.96,0,,,,,,,0.0,940,0.2859776020050049,0.2,0.09866563230752945,-0.06414404287934303,0.18269562870264053,2.639410509353013e-06,0.0001,3.0267984e-09
,,,56700,,,,83239,0,1.59,0.77,-0.22926597,189,,,,,,,,,,
33958,57000,-0.008341061943210661,57000,1.18,0.96,0,,,,,,,0.0,945,0.22482216358184814,0.2,0.08007436245679855,-0.07099689394235612,0.17837802171707154,-0.00025553553879764657,0.0001,2.5656307e-05
,,,57000,,,,83674,0,1.61,0.79,-0.18195999000000002,190,,,,,,,,,,
34139,57300,-0.050321233752183614,57300,1.18,0.96,0,,,,,,,0.0,950,0.11282670497894287,0.2,0.09288348257541656,-0.06370907500386239,0.18077946156263353,-5.803515933031633e-05,0.0001,5.081465e-06
,,,57300,,,,84114,0,1.64,0.74,-0.25034259000000003,191,,,,,,,,,,
34317,57600,-0.04751549706794322,57600,1.14,0.96,0,,,,,,,0.0,955,0.2655218839645386,0.2,0.12513382732868195,-0.06288943849503995,0.19465925693511962,-0.00014997709949984283,0.0001,6.541377e-06
,,,57600,,,,84558,0,1.64,0.71,-0.19888971000000003,192,,,,,,,,,,
34513,57900,-0.05085115323308855,57900,1.2,0.94,0,,,,,,,0.0,960,0.1264505386352539,0.2,0.12340187281370163,-0.061389476805925366,0.19312619119882585,4.801454039693454e-07,0.0001,3.2759272e-07
,,,57900,,,,84994,0,1.51,0.78,-0.20754384,193,,,,,,,,,,
34692,58200,-0.06999430095776915,58200,1.26,0.9,0,,,,,,,0.0,965,0.30042529106140137,0.2,0.07636787742376328,-0.06053574979305267,0.16904276013374328,6.15532157155485e-07,0.0001,5.5111013e-07
,,,58200,,,,85440,0,1.69,0.69,-0.33169891999999995,194,,,,,,,,,,
34883,58500,-0.06928862473461778,58500,1.2,0.94,0,,,,,,,0.0,970,0.3358038067817688,0.2,0.06827150285243988,-0.07026557102799416,0.17263289541006088,-2.9248183851748877e-05,0.0001,3.5736964e-06
,,,58500,,,,85884,0,1.53,0.76,-0.17372992,195,,,,,,,,,,
35076,58800,-0.09108628457412124,58800,1.32,0.88,0,,,,,,,0.0,975,0.24539905786514282,0.2,0.10733675956726074,-0.0604719340801239,0.1967857614159584,1.8734187754443354e-06,0.0001,3.7020072e-08
,,,58800,,,,86318,0,1.51,0.8,-0.16554409999999997,196,,,,,,,,,,
35264,59100,-0.11015231065452098,59100,1.3,0.88,0,,,,,,,0.0026633523404598234,980,0.1930127739906311,0.2,0.08358194679021835,-0.06360698528587819,0.1790643960237503,-0.0018518052952828158,0.0001,7.959567e-05
,,,59100,,,,86777,0,1.6,0.74,-0.27436079,197,,,,,,,,,,
35461,59400,-0.048951910063624385,59400,1.22,0.92,0,,,,,,,0.0,985,0.23601537942886353,0.2,0.07877518981695175,-0.060394493490457536,0.1998612567782402,-9.706595236558258e-06,0.0001,1.3108365e-07
,,,59400,,,,87214,0,1.53,0.77,-0.17660970000000004,198,,,,,,,,,,
35635,59700,-0.07099656486418099,59700,1.2,0.94,0,,,,,,,0.0,990,0.21443581581115723,0.2,0.0798005685210228,-0.06005727276206017,0.18223815113306047,-9.779141042276507e-06,0.0001,1.7532147e-07
,,,59700,,,,87652,0,1.72,0.68,-0.29730275,199,,,,,,,,,,
35826,60000,-0.07010769855231047,60000,1.22,0.9,0,,,,,,,0.0,995,0.15976732969284058,0.2,0.10892302542924881,-0.060119304805994034,0.21549427956342698,-3.285291098720222e-06,0.0001,1.46683306e-08
,,,60000,,,,88106,0,1.54,0.78,-0.18708200000000003,200,,,,,,,,,,
36008,60300,-0.04872502232901752,60300,1.18,0.94,0,,,,,,,0.0,1000,0.31307142972946167,0.2,0.07802651077508926,-0.060494663566350936,0.16602035760879516,-0.00010814997076504795,0.0001,1.862751e-06
,,,60300,,,,88541,0,1.71,0.7,-0.27769653999999994,201,,,,,,,,,,
36201,60600,-0.027522930279374122,60600,1.1,0.98,0,,,,,,,0.0,1005,0.17222356796264648,0.2,0.10067155212163925,-0.060654273629188536,0.21076414436101915,-1.7712891779453345e-05,0.0001,2.2875611e-07
,,,60600,,,,88975,0,1.48,0.79,-0.17634238,202,,,,,,,,,,
36383,60900,-0.029381194137968122,60900,1.18,0.96,0,,,,,,,0.0,1010,0.35153573751449585,0.2,0.09279932081699371,-0.059906530380249026,0.1504925988614559,-1.9053945001523687e-05,0.0001,7.987255e-07
,,,60900,,,,89426,0,1.64,0.73,-0.21628647999999995,203,,,,,,,,,,
36570,61200,-0.05311125707812607,61200,1.28,0.9,0,,,,,,,0.0,1015,0.233972430229187,0.2,0.09157957136631012,-0.05973120406270027,0.17177626490592957,-4.7363522298660146e-05,0.0001,1.5473925e-06
,,,61200,,,,89899,0,1.55,0.75,-0.22851531000000003,204,,,,,,,,,,
36750,61500,-0.09069324581883847,61500,1.22,0.92,0,,,,,,,0.0,1020,0.22816377878189087,0.2,0.10457867383956909,-0.06065332032740116,0.17891701608896254,6.79182536920564e-05,0.0001,3.3015385e-07
,,,61500,,,,90396,0,1.56,0.75,-0.19378529,205,,,,,,,,,,
36950,61800,-0.10925639626104384,61800,1.22,0.9,0,,,,,,,0.0,1025,0.2348015308380127,0.2,0.09365136176347733,-0.060090207308530805,0.19157955944538116,3.5263254538620004e-09,0.0001,0.0
,,,61800,,,,90854,0,1.61,0.75,-0.18822336999999997,206,,,,,,,,,,
37145,62100,-0.07166353966109455,62100,1.22,0.92,0,,,,,,,0.0,1030,0.26879042387008667,0.2,0.04550822079181671,-0.05992913991212845,0.1353490173816681,-8.29334612758359e-05,0.0001,1.9079412e-06
,,,62100,,,,91339,0,1.55,0.77,-0.20952403000000003,207,,,,,,,,,,
37328,62400,-0.13135495585855098,62400,1.38,0.82,0,,,,,,,0.0,1035,0.2996407151222229,0.2,0.06861856579780579,-0.06048249900341034,0.16885241121053696,1.3635129752298525e-05,0.0001,6.4703636e-07
,,,62400,,,,91815,0,1.59,0.75,-0.21238841999999994,208,,,,,,,,,,
37526,62700,-0.1130834854627028,62700,1.34,0.88,0,,,,,,,0.0,1040,0.19813090562820435,0.2,0.08035514503717422,-0.06001665741205216,0.19139041751623154,2.2072933742567358e-05,0.0001,1.8287789e-08
,,,62700,,,,92272,0,1.44,0.81,-0.14472483,209,,,,,,,,,,
37706,63000,-0.07067940331995487,63000,1.26,0.88,0,,,,,,,0.0,1045,0.2677590250968933,0.2,0.07856692373752594,-0.06032603979110718,0.16673410981893538,-4.010245016949909e-05,0.0001,6.6897323e-06
,,,63000,,,,92738,0,1.61,0.73,-0.25993369,210,,,,,,,,,,
37890,63300,-0.04870416635647416,63300,1.2,0.9,0,,,,,,,0.0,1050,0.15138137340545654,0.2,0.10320456326007843,-0.06128948293626309,0.21705095022916793,-5.684019150997699e-05,0.0001,1.2526289e-06
,,,63300,,,,93210,0,1.58,0.75,-0.22970521,211,,,,,,,,,,
38070,63600,-0.11078124473802746,63600,1.28,0.88,0,,,,,,,0.0,1055,0.3253065347671509,0.2,0.08764014393091202,-0.062411924451589586,0.16446913927793502,-1.6975474359526288e-09,0.0001,0.0
,,,63600,,,,93692,0,1.71,0.66,-0.31909254,212,,,,,,,,,,
38247,63900,-0.11319290840998292,63900,1.32,0.84,0,,,,,,,0.0,1060,0.1736401915550232,0.2,0.13047032058238983,-0.062431564927101134,0.20861916691064836,-0.00018853306738932928,0.0001,2.019573e-06
,,,63900,,,,94398,0,1.69,0.71,-0.27400386000000004,213,,,,,,,,,,
38444,64200,-0.04828068540431559,64200,1.14,0.94,0,,,,,,,0.0,1065,0.3015410900115967,0.2,0.08030742406845093,-0.060168777033686636,0.18891183137893677,-9.51516775369754e-05,0.0001,2.0881416e-06
,,,64200,,,,94856,0,1.61,0.74,-0.22440581999999998,214,,,,,,,,,,
38627,64500,-0.13223316622897982,64500,1.34,0.86,0,,,,,,,0.0,1070,0.2510777711868286,0.2,0.08820749819278717,-0.05836885459721088,0.1811429277062416,-5.0436722283997426e-05,0.0001,1.072418e-06
,,,64500,,,,95347,0,1.67,0.7,-0.26754932,215,,,,,,,,,,
38815,64800,-0.0689553274679929,64800,1.24,0.92,0,,,,,,,0.0,1075,0.2598270773887634,0.2,0.09582182765007019,-0.05758402347564697,0.19275552183389663,-7.220412631525619e-06,0.0001,3.199093e-07
,,,64800,,,,95820,0,1.66,0.73,-0.22262845000000003,216,,,,,,,,,,
38995,65100,-0.02938823025673628,65100,1.22,0.94,0,,,,,,,0.0,1080,0.28884339332580566,0.2,0.09659836441278458,-0.057578759640455245,0.1732713632285595,-2.215616404566134e-06,0.0001,2.9802322e-08
,,,65100,,,,96314,0,1.65,0.73,-0.2609997,217,,,,,,,,,,
39178,65400,-0.07221969318576157,65400,1.34,0.86,0,,,,,,,0.0,1085,0.2030138373374939,0.2,0.081415556371212,-0.0574763722717762,0.18855583369731904,-9.906516340230099e-06,0.0001,1.1571683e-07
