env/n_steps,eval/success_rate,env/current_idx,eval/mean_ep_length,time/total_timesteps,env/completion_counter,eval/mean_reward,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/entropy_loss,train/clip_fraction
,,,,8940,,,298,0,2.2,36582,-0.23114305000000002,0.8,,,,,,,,,,
8970,0.96,4137,1.24,8970,0,-0.0510954030463472,,,,,,,0.2994703322649002,1.40209995e-05,0.12589895725250244,2980,-0.0003497255774103536,0.2,-0.4092390537261963,0.0001,-0.21210786551237107,0.0
,,,,8970,,,299,0,2.18,36697,-0.22186912000000006,0.81,,,,,,,,,,
9000,0.9,4151,1.54,9000,0,-0.07843571780249477,,,,,,,0.30439276695251466,5.483627e-07,0.1392476111650467,2990,-2.2722283546272594e-06,0.2,0.01546025276184082,0.0001,-0.21640810668468474,0.0
,,,,9000,,,300,0,2.21,36827,-0.25217327,0.78,,,,,,,,,,
9030,0.96,4163,1.4,9030,0,-0.05418667164631188,,,,,,,0.1975026935338974,0.00015608867,0.08171292394399643,3000,-0.00171833364130487,0.2,0.2562580704689026,0.0001,-0.22175686061382294,0.0
,,,,9030,,,301,0,2.28,36952,-0.28105262999999997,0.76,,,,,,,,,,
9060,0.98,4180,1.22,9060,0,-0.03089202828705311,,,,,,,0.17284522354602813,1.5775363e-06,0.07795488089323044,3010,-1.5900532381429855e-06,0.2,0.2557820677757263,0.0001,-0.2073822721838951,0.0
,,,,9060,,,302,0,2.17,37068,-0.24791721,0.79,,,,,,,,,,
9090,0.98,4197,1.18,9090,0,-0.009212945154868066,,,,,,,0.17491583973169328,2.2669633e-06,0.07799284160137177,3020,0.00018295645611949852,0.2,0.6214003562927246,0.0001,-0.20131757557392121,0.0
,,,,9090,,,303,0,2.11,37175,-0.22410982999999998,0.82,,,,,,,,,,
9120,0.96,4211,1.3,9120,0,-0.031008828468620776,,,,,,,0.2999754250049591,0.0,0.13075073063373566,3030,-1.002997157106833e-06,0.2,0.037490785121917725,0.0001,-0.20174800902605056,0.0
,,,,9120,,,304,0,2.08,37287,-0.19674881999999996,0.83,,,,,,,,,,
9150,0.94,4222,1.54,9150,0,-0.07377934398129582,,,,,,,0.10724603235721589,0.0,0.0462118536233902,3040,-2.867976789389104e-07,0.2,0.09700870513916016,0.0001,-0.20302775204181672,0.0
,,,,9150,,,305,0,2.03,37406,-0.20285180999999997,0.84,,,,,,,,,,
9180,0.96,4238,1.34,9180,0,-0.050685914400964975,,,,,,,0.18153200447559356,0.0,0.08514408767223358,3050,-8.037686177964076e-07,0.2,0.1890122890472412,0.0001,-0.2039542630314827,0.0
,,,,9180,,,306,0,2.09,37525,-0.20833807000000001,0.82,,,,,,,,,,
9210,0.96,4257,1.24,9210,0,-0.053921491149812935,,,,,,,0.18001509755849837,3.3239525e-05,0.07762382179498672,3060,-0.0005752082709900464,0.2,0.2638894319534302,0.0001,-0.20186931490898133,0.0
,,,,9210,,,307,0,2.01,37637,-0.18935630999999994,0.84,,,,,,,,,,
9240,0.94,4277,1.28,9240,0,-0.05055431193206459,,,,,,,0.14051992297172547,1.7126401e-06,0.061793003231287,3070,4.1595101198943496e-05,0.2,0.45743316411972046,0.0001,-0.19438569992780685,0.0
,,,,9240,,,308,0,1.84,37745,-0.15018341999999996,0.87,,,,,,,,,,
9270,1.0,4291,1.12,9270,0,-0.008400061447173358,,,,,,,0.12303512692451476,1.1269251e-05,0.05128438025712967,3080,-6.848374920691569e-05,0.2,0.3520565629005432,0.0001,-0.193327434360981,0.0
,,,,9270,,,309,0,1.9,37843,-0.14511912,0.84,,,,,,,,,,
9300,0.92,4303,1.46,9300,0,-0.07264559214003384,,,,,,,0.23528574109077455,8.9387095e-06,0.09382174164056778,3090,-0.00038208166569040356,0.2,0.1143304705619812,0.0001,-0.19643957763910294,0.0
,,,,9300,,,310,0,1.95,37958,-0.17888139000000003,0.81,,,,,,,,,,
9330,0.96,4315,1.3,9330,0,-0.034288691715337334,,,,,,,0.2188247784972191,1.1920929e-07,0.10234057158231735,3100,-1.8109878343608444e-07,0.2,0.3057047128677368,0.0001,-0.19415463656187057,0.0
,,,,9330,,,311,0,2.01,38074,-0.22350722,0.78,,,,,,,,,,
9360,0.96,4325,1.18,9360,0,-0.04878622525371611,,,,,,,0.22041581720113754,0.00012416244,0.09306259453296661,3110,-0.0014951839999412186,0.2,0.019266784191131592,0.0001,-0.18866790682077408,0.0
,,,,9360,,,312,0,2.03,38174,-0.21305017999999998,0.79,,,,,,,,,,
9390,0.92,4344,1.48,9390,0,-0.09691850428003818,,,,,,,0.1946294739842415,1.347065e-06,0.08924809843301773,3120,-1.019636780652533e-06,0.2,0.17789393663406372,0.0001,-0.17874806374311447,0.0
,,,,9390,,,313,0,1.99,38293,-0.19289030000000004,0.81,,,,,,,,,,
9420,0.94,4362,1.36,9420,0,-0.07215036769397556,,,,,,,0.11595295295119286,1.4273325e-05,0.04626118764281273,3130,-7.406671859300218e-05,0.2,0.39143967628479004,0.0001,-0.17275398820638657,0.0
,,,,9420,,,314,0,2.03,38418,-0.17805806000000005,0.82,,,,,,,,,,
9450,0.96,4376,1.26,9450,0,-0.05554777663201094,,,,,,,0.05963896363973618,0.00013673106,0.019276950508356094,3140,-0.0010275746399443619,0.2,-0.0020695924758911133,0.0001,-0.17128771245479585,0.0
,,,,9450,,,315,0,2.11,38528,-0.19688047000000006,0.8,,,,,,,,,,
9480,0.98,4389,1.2,9480,0,-0.028552153334021568,,,,,,,0.15867716819047928,1.1960666e-06,0.06956350803375244,3150,4.424154746374143e-06,0.2,0.6145977973937988,0.0001,-0.16305037289857865,0.0
,,,,9480,,,316,0,2.16,38635,-0.23203398999999997,0.79,,,,,,,,,,
9510,0.96,4406,1.36,9510,0,-0.05081618114840239,,,,,,,0.3149658262729645,9.872516e-06,0.11805073916912079,3160,-0.00021065791554661928,0.2,0.2838773727416992,0.0001,-0.15692619383335113,0.0
,,,,9510,,,317,0,2.0,38762,-0.20160997000000003,0.83,,,,,,,,,,
9540,0.92,4423,1.46,9540,0,-0.09438876556232571,,,,,,,0.23722715377807618,6.474853e-05,0.0998324304819107,3170,-0.0007788507252492139,0.2,0.23042148351669312,0.0001,-0.1576062336564064,0.0
,,,,9540,,,318,0,1.88,38880,-0.18613715000000006,0.85,,,,,,,,,,
9570,0.96,4436,1.42,9570,0,-0.05454029764048755,,,,,,,0.09599745869636536,0.0002141118,0.04162660986185074,3180,-0.0007557484589051811,0.2,0.6661103963851929,0.0001,-0.16373459100723267,0.0
,,,,9570,,,319,0,1.91,39005,-0.20746583999999998,0.84,,,,,,,,,,
9600,0.96,4448,1.28,9600,0,-0.05128195968456566,,,,,,,0.2278520181775093,6.9737433e-07,0.09635138511657715,3190,5.487601001696874e-06,0.2,0.16548633575439453,0.0001,-0.17279051542282103,0.0
,,,,9600,,,320,0,2.02,39118,-0.24759222,0.8,,,,,,,,,,
9630,0.96,4464,1.36,9630,0,-0.05388058574870229,,,,,,,0.14855726063251495,9.934107e-08,0.061180051416158676,3200,-2.355774270057509e-06,0.2,0.24655956029891968,0.0001,-0.17653146833181382,0.0
,,,,9630,,,321,0,2.06,39233,-0.25612635,0.79,,,,,,,,,,
9660,0.96,4482,1.2,9660,0,-0.028397071845829486,,,,,,,0.24258585572242736,0.0,0.10505693405866623,3210,-4.833936743331435e-07,0.2,-0.17781567573547363,0.0001,-0.1768343284726143,0.0
,,,,9660,,,322,0,1.98,39342,-0.23156250999999997,0.82,,,,,,,,,,
9690,0.92,4497,1.46,9690,0,-0.05809944381471723,,,,,,,0.16001745611429213,1.0796388e-05,0.0640675351023674,3220,-4.941766449491069e-05,0.2,0.22641009092330933,0.0001,-0.17884196788072587,0.0
,,,,9690,,,323,0,1.9,39473,-0.20874378999999998,0.84,,,,,,,,,,
9720,0.96,4510,1.28,9720,0,-0.05198092292994261,,,,,,,0.384407839179039,0.0,0.18312978744506836,3230,-6.349881488176834e-07,0.2,0.11749124526977539,0.0001,-0.17946439385414123,0.0
,,,,9720,,,324,0,2.02,39601,-0.24319554999999998,0.82,,,,,,,,,,
9750,0.98,4530,1.14,9750,0,-0.0275739814247936,,,,,,,0.44120338559150696,6.9578487e-06,0.19322802126407623,3240,-0.0001711903012800775,0.2,-0.002328038215637207,0.0001,-0.1841706484556198,0.0
,,,,9750,,,325,0,2.03,39707,-0.2545289,0.81,,,,,,,,,,
9780,1.0,4547,1.1,9780,0,-0.007366871116682887,,,,,,,0.09730374813079834,0.0,0.04147319123148918,3250,-3.520647734234217e-07,0.2,0.60633784532547,0.0001,-0.18157564401626586,0.0
,,,,9780,,,326,0,1.8,39809,-0.18252329999999997,0.88,,,,,,,,,,
9810,0.92,4560,1.54,9810,0,-0.09429042882286012,,,,,,,0.09746529906988144,0.0,0.04092668741941452,3260,-2.426604446092995e-06,0.2,0.35848331451416016,0.0001,-0.1827695980668068,0.0
,,,,9810,,,327,0,1.88,39935,-0.20609835999999998,0.84,,,,,,,,,,
9840,0.9,4573,1.62,9840,0,-0.12109201383776963,,,,,,,0.3067712426185608,1.6647577e-05,0.13979990780353546,3270,-0.00021841664918609283,0.2,-0.12120938301086426,0.0001,-0.18210481852293015,0.0
,,,,9840,,,328,0,1.89,40066,-0.19477482000000002,0.84,,,,,,,,,,
9870,0.98,4587,1.2,9870,0,-0.02995341503061354,,,,,,,0.19802359789609908,1.1920929e-07,0.0885196328163147,3280,-4.8127770703843e-06,0.2,-0.06492877006530762,0.0001,-0.1822146624326706,0.0
,,,,9870,,,329,0,1.92,40169,-0.18002823999999998,0.85,,,,,,,,,,
9900,0.96,4595,1.34,9900,0,-0.05291646498721093,,,,,,,0.12325148582458496,0.0,0.05853952467441559,3290,-5.36441882026395e-08,0.2,0.39237332344055176,0.0001,-0.1784200221300125,0.0
,,,,9900,,,330,0,2.12,40278,-0.23851099,0.8,,,,,,,,,,
9930,0.96,4613,1.3,9930,0,-0.05036129974760115,,,,,,,0.34161408245563507,1.4581283e-05,0.133600115776062,3300,-0.0006136973651152289,0.2,0.06237846612930298,0.0001,-0.17659065872430801,0.0
,,,,9930,,,331,0,2.06,40392,-0.21044109000000003,0.81,,,,,,,,,,
9960,0.92,4624,1.58,9960,0,-0.0953299288963899,,,,,,,0.19625464528799058,1.1920929e-07,0.08920134603977203,3310,-2.9027462140618353e-07,0.2,-0.0548170804977417,0.0001,-0.17217109501361846,0.0
,,,,9960,,,332,0,2.18,40515,-0.20224071999999996,0.8,,,,,,,,,,
9990,0.94,4642,1.36,9990,0,-0.07498189570382237,,,,,,,0.26677886098623277,0.0,0.11662566661834717,3320,-1.2479225915740243e-06,0.2,-0.37279605865478516,0.0001,-0.17097360342741014,0.0
,,,,9990,,,333,0,2.18,40637,-0.20643718999999994,0.79,,,,,,,,,,
10020,0.98,4654,1.22,10020,0,-0.029694328885525464,,,,,,,0.17534413039684296,1.845956e-05,0.07544562965631485,3330,-0.0001368454087605997,0.2,-0.23641538619995117,0.0001,-0.17115977853536607,0.0
,,,,10020,,,334,0,2.23,40741,-0.21868012,0.79,,,,,,,,,,
10050,0.98,4665,1.22,10050,0,-0.029888123385608197,,,,,,,0.23630486577749252,0.00010080536,0.10676950216293335,3340,-0.0018092052376596612,0.2,0.031270384788513184,0.0001,-0.17553007751703262,0.0
,,,,10050,,,335,0,2.3,40875,-0.23034348999999998,0.77,,,,,,,,,,
10080,0.94,4676,1.32,10080,0,-0.07220575040671974,,,,,,,0.22343003153800964,0.00067909755,0.09540444612503052,3350,-0.005465052817792859,0.2,0.003252863883972168,0.0001,-0.17499458342790603,0.0
,,,,10080,,,336,0,2.28,40982,-0.21819342,0.79,,,,,,,,,,
10110,0.9,4690,1.52,10110,0,-0.11904452816117556,,,,,,,0.22754390835762023,4.8041344e-05,0.103309765458107,3360,-0.00037783136261460015,0.2,0.10209351778030396,0.0001,-0.16650059670209885,0.0
,,,,10110,,,337,0,2.31,41107,-0.25588025000000003,0.76,,,,,,,,,,
10140,0.94,4712,1.32,10140,0,-0.07127510362770409,,,,,,,0.2059918984770775,6.854534e-07,0.09319604933261871,3370,-5.5607160835080546e-06,0.2,0.23105424642562866,0.0001,-0.17109800428152083,0.0
,,,,10140,,,338,0,2.08,41247,-0.19706134999999997,0.81,,,,,,,,,,
10170,0.96,4726,1.28,10170,0,-0.050470133158378304,,,,,,,0.13367023468017578,1.2318293e-07,0.05869419127702713,3380,-1.2444456213689393e-05,0.2,0.4399333596229553,0.0001,-0.17432172000408172,0.0
,,,,10170,,,339,0,2.04,41361,-0.21685232000000002,0.81,,,,,,,,,,
10200,0.98,4741,1.22,10200,0,-0.028961591850966216,,,,,,,0.17452770620584487,0.0,0.07927531003952026,3390,6.546576863719622e-07,0.2,0.21902239322662354,0.0001,-0.17542718052864076,0.0
,,,,10200,,,340,0,2.1,41464,-0.24038762,0.79,,,,,,,,,,
10230,0.98,4759,1.3,10230,0,-0.031833599922247234,,,,,,,0.08938590735197068,0.000246495,0.03257226198911667,3400,-0.0013890497984538897,0.2,0.6276742219924927,0.0001,-0.17804544866085054,0.0
,,,,10230,,,341,0,1.92,41573,-0.22058247,0.83,,,,,,,,,,
10260,1.0,4773,1.02,10260,0,-0.006474514077417552,,,,,,,0.2025427669286728,1.1324883e-06,0.08242873847484589,3410,-1.6079346605835097e-05,0.2,0.11867868900299072,0.0001,-0.1879851683974266,0.0
,,,,10260,,,342,0,1.87,41678,-0.19123924999999997,0.84,,,,,,,,,,
10290,0.98,4784,1.14,10290,0,-0.032086652684956786,,,,,,,0.11682385951280594,4.5816105e-06,0.047940969467163086,3420,-4.2545994735299075e-05,0.2,0.024465858936309814,0.0001,-0.19149676263332366,0.0
,,,,10290,,,343,0,1.91,41783,-0.18992670000000003,0.84,,,,,,,,,,
10320,0.92,4799,1.46,10320,0,-0.057545132082886995,,,,,,,0.25035103857517244,4.1695435e-05,0.10711009055376053,3430,-9.859641522780294e-05,0.2,0.09657692909240723,0.0001,-0.19065256863832475,0.0
,,,,10320,,,344,0,2.01,41908,-0.20277325,0.82,,,,,,,,,,
10350,0.94,4812,1.42,10350,0,-0.0714405950717628,,,,,,,0.21356868892908096,1.9729137e-05,0.09647771716117859,3440,-0.00028521219702577484,0.2,-0.058919429779052734,0.0001,-0.19366626292467118,0.0
,,,,10350,,,345,0,2.1,42033,-0.21823325999999998,0.81,,,,,,,,,,
10380,0.92,4829,1.4,10380,0,-0.08459052715450525,,,,,,,0.13920935541391372,3.7292639e-06,0.06270015239715576,3450,-2.9593606532207772e-05,0.2,0.4055417776107788,0.0001,-0.1844712659716606,0.0
,,,,10380,,,346,0,2.02,42147,-0.17269253999999998,0.83,,,,,,,,,,
10410,0.96,4846,1.26,10410,0,-0.05005155513063073,,,,,,,0.17556003630161285,6.578366e-05,0.07340777665376663,3460,-0.0011529052089706226,0.2,0.3261675238609314,0.0001,-0.18142676800489427,0.0
,,,,10410,,,347,0,2.0,42263,-0.17151131999999994,0.83,,,,,,,,,,
10440,0.94,4858,1.42,10440,0,-0.07569186003878713,,,,,,,0.15056418925523757,0.000319765,0.06218542531132698,3470,-0.0012460450248909182,0.2,0.20571762323379517,0.0001,-0.17071080654859544,0.0
,,,,10440,,,348,0,2.09,42391,-0.19944673999999996,0.81,,,,,,,,,,
10470,0.96,4873,1.28,10470,0,-0.053686255598440764,,,,,,,0.1497699998319149,4.2583546e-05,0.06100268289446831,3480,-7.443984332589082e-05,0.2,0.5353466272354126,0.0001,-0.16080373525619507,0.0
,,,,10470,,,349,0,2.1,42537,-0.19938745000000002,0.81,,,,,,,,,,
10500,0.92,4884,1.56,10500,0,-0.10226842642761767,,,,,,,0.22853978872299194,2.263387e-05,0.10543347895145416,3490,-0.000319424866368756,0.2,-0.24316978454589844,0.0001,-0.15523762553930281,0.0
,,,,10500,,,350,0,2.08,42657,-0.20995119000000004,0.8,,,,,,,,,,
10530,0.94,4903,1.42,10530,0,-0.07231871109455824,,,,,,,0.1981588378548622,1.1920929e-07,0.08866637200117111,3500,-5.090236649962776e-07,0.2,0.25148236751556396,0.0001,-0.15202795267105101,0.0
,,,,10530,,,351,0,2.02,42774,-0.18126626999999998,0.83,,,,,,,,,,
10560,0.96,4917,1.32,10560,0,-0.03134587512351573,,,,,,,0.2522461965680122,0.0,0.1120995506644249,3510,-3.6935011902272665e-07,0.2,-2.694798707962036,0.0001,-0.1504945605993271,0.0
,,,,10560,,,352,0,2.05,42887,-0.20744256999999997,0.82,,,,,,,,,,
10590,0.94,4931,1.32,10590,0,-0.05354465438053012,,,,,,,0.22988019287586212,0.0002909541,0.09899807721376419,3520,-0.0037549320323158495,0.2,0.21634256839752197,0.0001,-0.14695658534765244,0.0
,,,,10590,,,353,0,2.07,42996,-0.20860904000000002,0.81,,,,,,,,,,
10620,0.96,4947,1.26,10620,0,-0.04960658279713243,,,,,,,0.1875961974263191,1.4344852e-06,0.0823371559381485,3530,-6.504058753087349e-06,0.2,0.08548223972320557,0.0001,-0.13514198064804078,0.0
,,,,10620,,,354,0,2.09,43109,-0.20754095000000003,0.82,,,,,,,,,,
10650,0.94,4965,1.42,10650,0,-0.07233912840951234,,,,,,,0.21386233270168303,1.2715658e-07,0.09583275020122528,3540,-2.86519525793949e-06,0.2,-0.07484567165374756,0.0001,-0.1298585757613182,0.0
,,,,10650,,,355,0,1.95,43231,-0.18909002999999994,0.83,,,,,,,,,,
10680,0.9,4982,1.58,10680,0,-0.10066931296605616,,,,,,,0.11537652611732482,4.802545e-05,0.04947664216160774,3550,-0.00039041141340341313,0.2,0.3993396759033203,0.0001,-0.12970746904611588,0.0
,,,,10680,,,356,0,1.84,43357,-0.14407074,0.87,,,,,,,,,,
10710,0.96,4995,1.32,10710,0,-0.05005735693499446,,,,,,,0.18942221403121948,2.4437904e-07,0.08498905599117279,3560,-2.671927224184856e-06,0.2,-0.15654981136322021,0.0001,-0.1339113786816597,0.0
,,,,10710,,,357,0,1.9,43466,-0.16443523999999995,0.85,,,,,,,,,,
10740,0.96,5011,1.56,10740,0,-0.05644162334036082,,,,,,,0.1938181921839714,4.9670536e-08,0.08785945177078247,3570,-9.380777584944155e-07,0.2,0.17727291584014893,0.0001,-0.13580498099327087,0.0
,,,,10740,,,358,0,1.99,43589,-0.20585886000000003,0.82,,,,,,,,,,
10770,0.96,5025,1.3,10770,0,-0.03292127059306949,,,,,,,0.27085674554109573,1.8894672e-05,0.1162583976984024,3580,-0.0002618740038451861,0.2,0.244706928730011,0.0001,-0.1382068634033203,0.0
,,,,10770,,,359,0,1.85,43695,-0.16882439000000002,0.85,,,,,,,,,,
10800,0.96,5039,1.26,10800,0,-0.03231068728957325,,,,,,,0.1765154168009758,1.1920929e-07,0.07750007510185242,3590,-5.096197034148986e-07,0.2,0.0657225251197815,0.0001,-0.14040934890508652,0.0
,,,,10800,,,360,0,1.88,43805,-0.20323457000000006,0.83,,,,,,,,,,
10830,0.98,5057,1.3,10830,0,-0.011308815269730986,,,,,,,0.20545651912689208,2.220273e-05,0.0932207778096199,3600,-0.0001501875122146501,0.2,0.381111741065979,0.0001,-0.1430920720100403,0.0
,,,,10830,,,361,0,1.99,43909,-0.22979726000000003,0.81,,,,,,,,,,
10860,0.96,5074,1.28,10860,0,-0.03259500809013843,,,,,,,0.2393205225467682,8.632342e-05,0.10954360663890839,3610,-0.0002839591147008491,0.2,0.17244255542755127,0.0001,-0.14591781795024872,0.0
,,,,10860,,,362,0,1.93,44017,-0.22489052,0.82,,,,,,,,,,
10890,0.92,5086,1.4,10890,0,-0.09608447422739118,,,,,,,0.2540868416428566,6.953875e-08,0.10986878722906113,3620,0.00022692143788543006,0.2,0.24759680032730103,0.0001,-0.14911430031061174,0.0
,,,,10890,,,363,0,1.98,44133,-0.22337472000000003,0.81,,,,,,,,,,
10920,0.96,5097,1.34,10920,0,-0.05163585095666349,,,,,,,0.16998186111450195,5.2372616e-06,0.07763688266277313,3630,-1.4144977637098321e-05,0.2,0.19215744733810425,0.0001,-0.148146952688694,0.0
,,,,10920,,,364,0,2.04,44240,-0.22841282,0.81,,,,,,,,,,
10950,0.94,5108,1.28,10950,0,-0.07016010703984649,,,,,,,0.20114560574293136,1.7881393e-07,0.08650491386651993,3640,-3.528594996637935e-07,0.2,0.13527065515518188,0.0001,-0.15210808515548707,0.0
,,,,10950,,,365,0,2.11,44357,-0.25356044,0.79,,,,,,,,,,
10980,0.92,5123,1.38,10980,0,-0.07196107542142272,,,,,,,0.13250034153461457,3.838539e-06,0.05376600846648216,3650,-2.6038587120069678e-05,0.2,0.5127246379852295,0.0001,-0.15409171283245088,0.0
,,,,10980,,,366,0,2.18,44470,-0.25866257000000004,0.79,,,,,,,,,,
11010,0.94,5138,1.5,11010,0,-0.07855668914038688,,,,,,,0.24310159236192702,0.00014442006,0.11136119812726974,3660,-0.0022739724553925813,0.2,0.18227148056030273,0.0001,-0.15010858327150345,0.0
,,,,11010,,,367,0,2.11,44599,-0.21006196000000002,0.81,,,,,,,,,,
11040,0.94,5152,1.32,11040,0,-0.05423756164032966,,,,,,,0.25019497126340867,8.34465e-07,0.09141398221254349,3670,-2.2910535400377798e-06,0.2,0.3532819151878357,0.0001,-0.14136528968811035,0.0
,,,,11040,,,368,0,2.14,44709,-0.20759427000000003,0.81,,,,,,,,,,
11070,0.96,5173,1.26,11070,0,-0.030278276866301895,,,,,,,0.19641885608434678,6.484191e-05,0.09207803010940552,3680,-0.000278068480474758,0.2,0.17205744981765747,0.0001,-0.13890685886144638,0.0
,,,,11070,,,369,0,2.09,44821,-0.18819014,0.83,,,,,,,,,,
11100,0.88,5190,1.68,11100,0,-0.1387557346886024,,,,,,,0.10762378051877022,0.00033309858,0.034400198608636856,3690,-0.004517699725304958,0.2,-2.053511142730713,0.0001,-0.14541529715061188,0.0
,,,,11100,,,370,0,2.02,44949,-0.17443572000000004,0.85,,,,,,,,,,
11130,0.88,5206,1.56,11130,0,-0.09960847327951342,,,,,,,0.15504144728183747,0.00029452244,0.0692421942949295,3700,-0.0007510876648788134,0.2,0.2021561861038208,0.0001,-0.15815832316875458,0.0
,,,,11130,,,371,0,1.84,45074,-0.12360531999999999,0.89,,,,,,,,,,
11160,0.92,5218,1.54,11160,0,-0.07532342958264053,,,,,,,0.2086764693260193,2.336502e-05,0.09559694677591324,3710,-0.00021385113558300973,0.2,0.04585641622543335,0.0001,-0.16498298794031144,0.0
,,,,11160,,,372,0,1.91,45199,-0.14196336,0.86,,,,,,,,,,
11190,0.98,5236,1.24,11190,0,-0.029309415542520582,,,,,,,0.23699038326740265,0.00017584165,0.10769116133451462,3720,-0.0004935429523172275,0.2,-0.11131179332733154,0.0001,-0.1609584242105484,0.0
,,,,11190,,,373,0,1.83,45303,-0.12937552,0.88,,,,,,,,,,
11220,0.9,5253,1.54,11220,0,-0.11892986713442952,,,,,,,0.12313218116760254,8.0843765e-06,0.05738338455557823,3730,-5.8025817318707594e-05,0.2,0.4039258360862732,0.0001,-0.1547357141971588,0.0
,,,,11220,,,374,0,1.78,45423,-0.11626249,0.9,,,,,,,,,,
11250,0.98,5269,1.16,11250,0,-0.028490723413415252,,,,,,,0.10020522028207779,1.1920929e-07,0.034711454063653946,3740,7.022420632551985e-07,0.2,0.2622058391571045,0.0001,-0.1513679176568985,0.0
,,,,11250,,,375,0,1.83,45517,-0.13009358000000001,0.89,,,,,,,,,,
11280,1.0,5291,1.12,11280,0,-0.008303313818760216,,,,,,,0.14502858370542526,0.0,0.0697026401758194,3750,-2.7487675096082854e-07,0.2,0.10243624448776245,0.0001,-0.1500610813498497,0.0
,,,,11280,,,376,0,1.79,45621,-0.12968143000000001,0.89,,,,,,,,,,
11310,0.98,5310,1.24,11310,0,-0.029464214369654657,,,,,,,0.09701296463608741,0.0,0.04334700480103493,3760,-1.2691815900467418e-06,0.2,0.36880868673324585,0.0001,-0.14974902868270873,0.0
,,,,11310,,,377,0,1.64,45733,-0.08466027999999999,0.93,,,,,,,,,,
11340,1.0,5324,1.14,11340,0,-0.008419931149110198,,,,,,,0.07615119442343712,4.788836e-05,0.03384098783135414,3770,-0.00031576429638031646,0.2,0.37636446952819824,0.0001,-0.15094978362321854,0.0
,,,,11340,,,378,0,1.68,45832,-0.11837753999999999,0.92,,,,,,,,,,
11370,0.96,5341,1.28,11370,0,-0.05535314785316586,,,,,,,0.31353687942028047,6.0504673e-05,0.14703914523124695,3780,-0.00040217687802694967,0.2,-0.04837393760681152,0.0001,-0.1568984404206276,0.0
,,,,11370,,,379,0,1.7,45936,-0.11949935,0.91,,,,,,,,,,
11400,0.96,5353,1.26,11400,0,-0.049702938599511984,,,,,,,0.11936520338058472,2.6027362e-07,0.056091587990522385,3790,-1.6518682270927343e-06,0.2,0.3502236604690552,0.0001,-0.16219532936811448,0.0
,,,,11400,,,380,0,1.8,46044,-0.13033749999999997,0.89,,,,,,,,,,
11430,0.98,5366,1.12,11430,0,-0.03028597147203982,,,,,,,0.17164787501096726,2.707839e-05,0.07330819964408875,3800,-0.00036391993181794646,0.2,-0.2193446159362793,0.0001,-0.16607258468866348,0.0
,,,,11430,,,381,0,1.87,46137,-0.14968989,0.87,,,,,,,,,,
11460,0.94,5380,1.44,11460,0,-0.07239072049036623,,,,,,,0.17102738618850707,3.059705e-07,0.07949624210596085,3810,-2.18252344286185e-07,0.2,0.4747219681739807,0.0001,-0.17089222222566605,0.0
,,,,11460,,,382,0,1.93,46254,-0.16668903000000002,0.86,,,,,,,,,,
11490,0.98,5394,1.22,11490,0,-0.03074882074724883,,,,,,,0.2449468791484833,7.817348e-05,0.10193625837564468,3820,-0.0008802556823622965,0.2,0.1381009817123413,0.0001,-0.17111262530088425,0.0
,,,,11490,,,383,0,2.05,46355,-0.19253445,0.83,,,,,,,,,,
11520,0.98,5411,1.32,11520,0,-0.010230385144241154,,,,,,,0.20008550733327865,8.304914e-07,0.09335555881261826,3830,-3.804365760728956e-06,0.2,0.21686714887619019,0.0001,-0.16374393403530121,0.0
,,,,11520,,,384,0,2.09,46472,-0.19540125000000003,0.82,,,,,,,,,,
11550,0.94,5427,1.34,11550,0,-0.055369588071480395,,,,,,,0.2186468407511711,1.1920929e-07,0.09575196355581284,3840,-5.161563581168593e-06,0.2,-0.5072290897369385,0.0001,-0.15986852943897248,0.0
,,,,11550,,,385,0,2.0,46658,-0.16006096,0.83,,,,,,,,,,
11580,0.94,5442,1.3,11580,0,-0.05034871969372034,,,,,,,0.1228627048432827,6.2167646e-06,0.05486529320478439,3850,-4.151036311341727e-05,0.2,0.11727350950241089,0.0001,-0.15816442519426346,0.0
,,,,11580,,,386,0,2.05,46763,-0.17307021,0.82,,,,,,,,,,
11610,0.92,5457,1.5,11610,0,-0.05337109370622784,,,,,,,0.17172835618257523,0.0,0.077639639377594,3860,-3.139177938038529e-07,0.2,0.38933247327804565,0.0001,-0.1555105373263359,0.0
,,,,11610,,,387,0,1.99,46877,-0.16471110999999997,0.83,,,,,,,,,,
11640,0.98,5473,1.22,11640,0,-0.03000322388019413,,,,,,,0.13724027574062347,9.804964e-06,0.06240405514836311,3870,-7.386738893879751e-05,0.2,0.08041203022003174,0.0001,-0.1560681104660034,0.0
,,,,11640,,,388,0,1.93,46977,-0.13863200999999997,0.84,,,,,,,,,,
11670,0.98,5486,1.18,11670,0,-0.030140950316563248,,,,,,,0.20862399339675902,0.00024566252,0.09394309669733047,3880,-0.0021127019586369756,0.2,0.059131085872650146,0.0001,-0.15597876906394958,0.0
,,,,11670,,,389,0,2.01,47078,-0.16461803,0.81,,,,,,,,,,
