env/current_idx,eval/success_rate,eval/mean_reward,eval/mean_ep_length,env/completion_counter,env/n_steps,time/total_timesteps,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/approx_kl,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/explained_variance
,,,,,,23100,0.86,-0.16251622,0,77,1.78,34007,,,,,,,,,,
10854,0.96,-0.04375804839655757,1.36,0,23400,23400,,,,,,,385,0.018464303,0.08448863685131074,-0.26265212714672087,-0.015895130028948188,0.19650358349084854,0.2,0.001,0.06270715594291687,0.09313154220581055
,,,,,,23400,0.87,-0.14869994999999997,0,78,1.91,34473,,,,,,,,,,
11015,0.98,-0.03369302275590599,1.24,0,23700,23700,,,,,,,390,0.017272059,0.0723295459151268,-0.2405020773410797,-0.013287296062335372,0.1734666794538498,0.2,0.001,0.031301870942115784,0.1962621808052063
,,,,,,23700,0.84,-0.20611576000000004,0,79,2.01,34913,,,,,,,,,,
11160,0.98,-0.02973502431064844,1.2,0,24000,24000,,,,,,,395,0.025082106,0.07926136404275894,-0.24819621503353118,-0.012375035863369703,0.13710860550403595,0.2,0.001,0.020516468212008476,0.21261847019195557
,,,,,,24000,0.83,-0.24847288999999997,0,80,2.04,35343,,,,,,,,,,
11304,0.98,-0.010961183328181506,1.18,0,24300,24300,,,,,,,400,0.01696323,0.06056818217039108,-0.23819601833820342,-0.010436827745288611,0.17377285689115524,0.2,0.001,0.02657262422144413,0.22282743453979492
,,,,,,24300,0.83,-0.20886701,0,81,2.02,35768,,,,,,,,,,
11465,0.96,-0.051986049190163613,1.34,0,24600,24600,,,,,,,405,0.02523756,0.06653409123420716,-0.2699038696289062,-0.01224663182918448,0.17742168843746187,0.2,0.001,0.057558804750442505,0.04754155874252319
,,,,,,24600,0.84,-0.17946618000000003,0,82,1.83,36202,,,,,,,,,,
11616,0.94,-0.07054769858252258,1.28,0,24900,24900,,,,,,,410,0.028185656,0.11073863714933395,-0.2968354946374893,-0.024453284479677678,0.14690760523080826,0.2,0.001,0.026752404868602753,0.22594863176345825
,,,,,,24900,0.82,-0.22924501999999997,0,83,2.0,36620,,,,,,,,,,
