env/current_idx,eval/success_rate,eval/mean_reward,eval/mean_ep_length,env/completion_counter,env/n_steps,time/total_timesteps,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/approx_kl,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/explained_variance
13727,0.94,-0.07038971193600446,1.3,0,29100,29100,,,,,,,480,0.012973046,0.06704545497894288,-0.3161783242225647,-0.016429883408127354,0.18257085263729095,0.2,0.001,0.034271739423274994,0.17213767766952515
,,,,,,29100,0.79,-0.28341347999999994,0,97,2.23,42655,,,,,,,,,,
13866,0.96,-0.05092577549163252,1.28,0,29400,29400,,,,,,,485,0.043338258,0.08352272778749466,-0.24924967527389527,-0.015456423629075289,0.18633611917495727,0.2,0.001,0.02796000987291336,0.2481604814529419
,,,,,,29400,0.81,-0.22906363,0,98,1.99,43057,,,,,,,,,,
14032,0.98,-0.010239545023068786,1.26,0,29700,29700,,,,,,,490,0.036200963,0.09380681842565536,-0.269646081328392,-0.014860709011554719,0.16357294529676436,0.2,0.001,0.0543769896030426,0.22880816459655762
,,,,,,29700,0.86,-0.20639348000000002,0,99,1.84,43467,,,,,,,,,,
14177,1.0,-0.00834467808715999,1.14,0,30000,30000,,,,,,,495,0.029168073,0.07789772748947144,-0.26293954730033875,-0.015366919338703156,0.17634768337011336,0.2,0.001,0.050636760890483856,0.2312195897102356
,,,,,,30000,0.81,-0.22918989,0,100,2.09,43871,,,,,,,,,,
14316,0.92,-0.07242228458635509,1.34,0,30300,30300,,,,,,,500,0.039295215,0.09670454531908035,-0.2340107947587967,-0.014442364796996116,0.15122541785240173,0.2,0.001,0.015588473528623581,0.31719398498535156
,,,,,,30300,0.85,-0.19210683999999997,0,101,2.02,44287,,,,,,,,,,
14463,0.96,-0.05191635285038501,1.32,0,30600,30600,,,,,,,505,0.024967954,0.07005681842565536,-0.16229991167783736,-0.010393399701279123,0.16208371102809907,0.2,0.001,0.03163781389594078,0.27805328369140625
,,,,,,30600,0.79,-0.27358988999999995,0,102,2.13,44698,,,,,,,,,,
14612,0.9,-0.12149548114277423,1.56,0,30900,30900,,,,,,,510,0.043387406,0.07272727310657501,-0.162369664311409,-0.011519058723933995,0.20261839032173157,0.2,0.001,0.058426640927791595,0.20789194107055664
,,,,,,30900,0.78,-0.24535046000000002,0,103,2.02,45117,,,,,,,,,,
14776,0.92,-0.0926698279287666,1.4,0,31200,31200,,,,,,,515,0.027088959,0.0660795459151268,-0.21669256329536438,-0.011715306993573904,0.1724647253751755,0.2,0.001,0.04977588355541229,0.27591443061828613
,,,,,,31200,0.83,-0.19345560000000003,0,104,1.86,45548,,,,,,,,,,
14920,0.96,-0.05117834738455713,1.26,0,31500,31500,,,,,,,520,0.031647086,0.09465909123420715,-0.22050793200731278,-0.010576523654162884,0.14488209098577498,0.2,0.001,0.01931612938642502,0.3547934293746948
,,,,,,31500,0.8,-0.19749026999999997,0,105,2.09,45953,,,,,,,,,,
15079,0.96,-0.05286106911487878,1.36,0,31800,31800,,,,,,,525,0.01650821,0.06113636404275894,-0.17366122215986252,-0.009970647669397294,0.16351440638303757,0.2,0.001,0.02402438595890999,0.11128854751586914
,,,,,,31800,0.84,-0.18888772000000004,0,106,1.93,46354,,,,,,,,,,
15229,0.84,-0.1611757995421067,1.66,0,32100,32100,,,,,,,530,0.042261284,0.08875000029802323,-0.2406275349855423,-0.01100892674177885,0.14970166474580765,0.2,0.001,0.015815794467926025,0.25721603631973267
,,,,,,32100,0.85,-0.18163042999999998,0,107,1.9,46859,,,,,,,,,,
15365,1.0,-0.006214376515708863,1.02,0,32400,32400,,,,,,,535,0.028635493,0.09823863625526429,-0.23717123985290528,-0.013903360357508063,0.17106526106595993,0.2,0.001,0.05854327231645584,0.12912094593048096
,,,,,,32400,0.81,-0.22016085,0,108,2.1,47241,,,,,,,,,,
15519,0.96,-0.03287446445785463,1.38,0,32700,32700,,,,,,,540,0.010682506,0.07142045497894287,-0.18724478781223297,-0.009243145461659878,0.1945875108242035,0.2,0.001,0.05485934019088745,0.08225113153457642
,,,,,,32700,0.85,-0.18827509999999997,0,109,1.94,47645,,,,,,,,,,
15650,0.94,-0.07244756373111158,1.26,0,33000,33000,,,,,,,545,0.025397062,0.04460227310657501,-0.1243696829676628,-0.00591804763302207,0.16784560889005662,0.2,0.001,0.021665405482053757,0.07886373996734619
,,,,,,33000,0.73,-0.32763216,0,110,2.33,48052,,,,,,,,,,
15806,0.94,-0.054869137429632245,1.38,0,33300,33300,,,,,,,550,0.010934142,0.02426136374473572,-0.09947622448205948,-0.005153481264133006,0.2040282553434372,0.2,0.001,0.07828742265701294,0.13753622770309448
,,,,,,33300,0.85,-0.16469197000000002,0,111,1.78,48457,,,,,,,,,,
15945,0.88,-0.12093269971664995,1.56,0,33600,33600,,,,,,,555,0.01109753,0.0422159093618393,-0.14977066189050675,-0.008835412934422493,0.15221024602651595,0.2,0.001,0.057454776018857956,0.2503845691680908
,,,,,,33600,0.82,-0.21516338000000002,0,112,2.05,48865,,,,,,,,,,
16114,0.82,-0.13863891068380327,1.76,0,33900,33900,,,,,,,560,0.014818542,0.036363636553287504,-0.10663858205080032,-0.009014181364327668,0.1713591092824936,0.2,0.001,0.04768172651529312,0.1854928731918335
,,,,,,33900,0.89,-0.1468142,0,113,1.74,49304,,,,,,,,,,
16290,0.94,-0.07546647700015456,1.34,0,34200,34200,,,,,,,565,0.015510872,0.029204545617103575,-0.10557088911533356,-0.006259571665432304,0.17349884569644927,0.2,0.001,0.06979908794164658,0.04751807451248169
,,,,,,34200,0.91,-0.13880031,0,114,1.68,49711,,,,,,,,,,
16424,0.84,-0.18550044958479703,1.8,0,34500,34500,,,,,,,570,0.025611764,0.06301136404275894,-0.15879235297441482,-0.011273784935474396,0.13195071250200271,0.2,0.001,0.02995728701353073,0.19457483291625977
,,,,,,34500,0.79,-0.23016545000000005,0,115,2.18,50143,,,,,,,,,,
16578,0.94,-0.07570954681839794,1.38,0,34800,34800,,,,,,,575,0.02543036,0.055284091234207154,-0.15200054451823233,-0.01241537175141275,0.17743510395288467,0.2,0.001,0.05161496624350548,0.1885840892791748
,,,,,,34800,0.82,-0.20841732000000002,0,116,2.01,50553,,,,,,,,,,
16708,0.96,-0.03273977451492101,1.36,0,35100,35100,,,,,,,580,0.013971957,0.046022727489471435,-0.20029464960098267,-0.012125368561828508,0.18429872632026673,0.2,0.001,0.07617596536874771,0.12743395566940308
,,,,,,35100,0.78,-0.29469992,0,117,2.28,50961,,,,,,,,,,
16851,0.86,-0.1716509239701554,1.78,0,35400,35400,,,,,,,585,0.07202919,0.05125000029802322,-0.1466559562087059,-0.009418067114893347,0.19302568197250367,0.2,0.001,0.05446213111281395,0.14267027378082275
,,,,,,35400,0.83,-0.19771489999999997,0,118,1.96,51405,,,,,,,,,,
17001,0.96,-0.05055000521242618,1.3,0,35700,35700,,,,,,,590,0.026624154,0.06210227310657501,-0.2246449136734009,-0.012511460557579995,0.18872754096984865,0.2,0.001,0.0771203339099884,0.14030086994171143
,,,,,,35700,0.84,-0.19563886,0,119,1.96,51821,,,,,,,,,,
17161,0.94,-0.08058557754382491,1.48,0,36000,36000,,,,,,,595,0.02914882,0.05892045497894287,-0.19805355966091157,-0.006455018445849419,0.18439380913972855,0.2,0.001,0.059987712651491165,0.10140568017959595
,,,,,,36000,0.84,-0.21784894000000002,0,120,1.95,52239,,,,,,,,,,
17306,0.92,-0.07148575607221573,1.38,0,36300,36300,,,,,,,600,0.044872604,0.07460227280855179,-0.19728919625282287,-0.01593702206388116,0.20159465610980987,0.2,0.001,0.06253805011510849,0.11332494020462036
,,,,,,36300,0.79,-0.25787992000000004,0,121,2.1,52655,,,,,,,,,,
17446,0.92,-0.07299067926593125,1.48,0,36600,36600,,,,,,,605,0.030194882,0.08062500029802322,-0.1737838378548622,-0.010380538292229175,0.1723366993665695,0.2,0.001,0.04019102454185486,0.21317899227142334
,,,,,,36600,0.8,-0.25102251000000003,0,122,2.19,53082,,,,,,,,,,
17595,0.92,-0.0799212143290788,1.4,0,36900,36900,,,,,,,610,0.05107541,0.08000000059604645,-0.16316428035497665,-0.014237132240086794,0.1937481278181076,0.2,0.001,0.05653102323412895,0.15575963258743286
,,,,,,36900,0.78,-0.25556436,0,123,2.08,53496,,,,,,,,,,
17732,0.96,-0.05101217145100236,1.32,0,37200,37200,,,,,,,615,0.012674453,0.05142045497894287,-0.1620046803355217,-0.00937172481790185,0.15621557086706161,0.2,0.001,0.02707419916987419,0.28631216287612915
,,,,,,37200,0.76,-0.28653426,0,124,2.21,53900,,,,,,,,,,
17882,0.92,-0.07195740450639278,1.44,0,37500,37500,,,,,,,620,0.014919823,0.06352272778749465,-0.16933896273374557,-0.01090459931641817,0.14964677959680558,0.2,0.001,0.04084306210279465,0.3228822946548462
,,,,,,37500,0.82,-0.22107993,0,125,2.05,54324,,,,,,,,,,
18023,0.98,-0.02955915171187371,1.26,0,37800,37800,,,,,,,625,0.05785637,0.1013636365532875,-0.23971341609954833,-0.02076275546103716,0.15132849156856537,0.2,0.001,0.015183951705694199,0.24492555856704712
,,,,,,37800,0.82,-0.24003817000000002,0,126,2.06,54729,,,,,,,,,,
18168,0.94,-0.051705810599960385,1.36,0,38100,38100,,,,,,,630,0.028365439,0.10096590965986252,-0.2769255644083023,-0.015489145620667841,0.16554966062307358,0.2,0.001,0.05079888924956322,0.32750648260116577
,,,,,,38100,0.8,-0.23404118999999998,0,127,2.06,55146,,,,,,,,,,
18325,0.96,-0.05262212416622788,1.38,0,38400,38400,,,,,,,635,0.038846068,0.12767045497894286,-0.2866008085012436,-0.020743201225996016,0.13348651856184005,0.2,0.001,0.04612355679273605,0.3858489990234375
,,,,,,38400,0.84,-0.19676130999999997,0,128,1.95,55551,,,,,,,,,,
18495,0.92,-0.05097045339178294,1.4,0,38700,38700,,,,,,,640,0.026878765,0.07960227310657501,-0.18772620022296904,-0.016757233645766974,0.15684689491987228,0.2,0.001,0.01476544514298439,0.2926381826400757
,,,,,,38700,0.89,-0.13351978,0,129,1.69,55974,,,,,,,,,,
18637,0.96,-0.031816182173788544,1.34,0,39000,39000,,,,,,,645,0.0150641445,0.031818182170391084,-0.13037703663110733,-0.005325378067791462,0.16252371966838836,0.2,0.001,0.057577863335609436,0.15772110223770142
,,,,,,39000,0.83,-0.19160702999999998,0,130,2.04,56423,,,,,,,,,,
18776,0.96,-0.05284620220772922,1.22,0,39300,39300,,,,,,,650,0.019271228,0.046363636553287506,-0.14201990112662316,-0.010912936320528388,0.20070403158664704,0.2,0.001,0.07690183818340302,0.07007461786270142
,,,,,,39300,0.79,-0.2616488699999999,0,131,2.15,56822,,,,,,,,,,
18923,1.0,-0.009655836941674352,1.26,0,39600,39600,,,,,,,655,0.04383863,0.058636363744735714,-0.17009891986846923,-0.008319301139563322,0.18477242052555085,0.2,0.001,0.04966665059328079,0.2252008318901062
,,,,,,39600,0.79,-0.24163996000000004,0,132,2.17,57222,,,,,,,,,,
19079,0.94,-0.054730278751812876,1.46,0,39900,39900,,,,,,,660,0.033473946,0.07977272778749465,-0.16938174039125442,-0.010373927466571332,0.14578135043382645,0.2,0.001,0.05652889609336853,0.2809831500053406
,,,,,,39900,0.85,-0.20145561999999997,0,133,1.93,57655,,,,,,,,,,
19236,0.96,-0.029621939649805428,1.24,0,40200,40200,,,,,,,665,0.028928656,0.048125000298023225,-0.17238710820674896,-0.009951213309541344,0.19446477949619292,0.2,0.001,0.09847051650285721,0.1603093147277832
,,,,,,40200,0.84,-0.19552415,0,134,1.92,58083,,,,,,,,,,
19378,0.92,-0.10332372919190674,1.56,0,40500,40500,,,,,,,670,0.028576005,0.06329545497894287,-0.15421062529087068,-0.011513213533908129,0.16811677157878877,0.2,0.001,0.04057681933045387,0.3160363435745239
,,,,,,40500,0.78,-0.29947263999999996,0,135,2.23,58498,,,,,,,,,,
19546,0.96,-0.05019089823588729,1.24,0,40800,40800,,,,,,,675,0.031536374,0.06517045497894287,-0.18086527407169342,-0.013056949423626065,0.1644633460044861,0.2,0.001,0.029048452153801918,0.2890509366989136
,,,,,,40800,0.85,-0.15792573000000001,0,136,1.82,58919,,,,,,,,,,
19681,0.92,-0.09509258675854654,1.46,0,41100,41100,,,,,,,680,0.02091304,0.06295454561710358,-0.15349462807178496,-0.011387132499366999,0.12413079112768173,0.2,0.001,-0.0009150579571723938,0.3251180052757263
,,,,,,41100,0.77,-0.28285140999999997,0,137,2.29,59329,,,,,,,,,,
19838,0.98,-0.030390262245200573,1.18,0,41400,41400,,,,,,,685,0.02314131,0.05375000029802322,-0.15793688863515853,-0.012127315010875463,0.17614942848682402,0.2,0.001,0.05073244497179985,0.15089643001556396
,,,,,,41400,0.79,-0.23715698999999998,0,138,2.13,59740,,,,,,,,,,
19982,0.94,-0.0729099892405793,1.42,0,41700,41700,,,,,,,690,0.03343409,0.06176136404275894,-0.15312488675117492,-0.009481379142962397,0.15803469359874725,0.2,0.001,0.05028284713625908,0.21819067001342773
,,,,,,41700,0.84,-0.18921702999999998,0,139,1.97,60168,,,,,,,,,,
20115,0.96,-0.03293699846137315,1.44,0,42000,42000,,,,,,,695,0.024215471,0.05579545497894287,-0.15832911759614945,-0.010091926418244839,0.16504289984703063,0.2,0.001,0.029008952900767326,0.1007804274559021
,,,,,,42000,0.76,-0.30202473,0,140,2.29,60592,,,,,,,,,,
20266,0.92,-0.05579861997626722,1.46,0,42300,42300,,,,,,,700,0.015393895,0.06704545468091964,-0.18532965809106827,-0.010690345233306288,0.1939368388056755,0.2,0.001,0.033744748681783676,0.17715877294540405
,,,,,,42300,0.83,-0.22623788,0,141,1.88,61012,,,,,,,,,,
20394,0.96,-0.049669901854358614,1.24,0,42600,42600,,,,,,,705,0.047145866,0.09465909093618392,-0.22488097250461578,-0.012858483400195837,0.19642129838466643,0.2,0.001,0.0070183053612709045,0.14946281909942627
,,,,,,42600,0.74,-0.30222021999999993,0,142,2.39,61407,,,,,,,,,,
20536,0.8,-0.21216230751015247,1.84,0,42900,42900,,,,,,,710,0.062579036,0.12380681842565537,-0.1987590765953064,-0.009074064083397388,0.18083670914173125,0.2,0.001,0.04214921221137047,0.08600109815597534
,,,,,,42900,0.88,-0.16897236000000004,0,143,1.9,61852,,,,,,,,,,
20685,0.88,-0.11857372571714223,1.72,0,43200,43200,,,,,,,715,0.03912092,0.11386363714933395,-0.2208683258295059,-0.01810394389554858,0.17330958306789399,0.2,0.001,0.04431116208434105,0.22927570343017578
,,,,,,43200,0.9,-0.10432781,0,144,1.94,62298,,,,,,,,,,
20824,0.94,-0.07785061033442617,1.38,0,43500,43500,,,,,,,720,0.04061454,0.13454545468091964,-0.2883814346790314,-0.018442607121542096,0.13727719366550445,0.2,0.001,0.004729103296995163,0.18880468606948853
,,,,,,43500,0.85,-0.21048390000000006,0,145,2.1,62726,,,,,,,,,,
20957,0.86,-0.10177311680745334,1.76,0,43800,43800,,,,,,,725,0.01860243,0.08698863685131072,-0.3187165999412537,-0.019849359411746263,0.1636443966627121,0.2,0.001,0.05177036672830582,0.16884571313858032
,,,,,,43800,0.78,-0.2828623,0,146,2.31,63161,,,,,,,,,,
21087,0.88,-0.09910158994607628,1.62,0,44100,44100,,,,,,,730,0.036414925,0.11386363685131073,-0.3015977489948273,-0.022740465439856052,0.19523343920707703,0.2,0.001,0.03775574266910553,0.14565587043762207
,,,,,,44100,0.8,-0.26141878999999996,0,147,2.3,63591,,,,,,,,,,
21238,0.92,-0.09629682921804487,1.6,0,44400,44400,,,,,,,735,0.0438265,0.10897727340459823,-0.2500781124830246,-0.022767151426523923,0.15264917016029358,0.2,0.001,0.01833213120698929,0.28548485040664673
,,,,,,44400,0.86,-0.19880909999999996,0,148,1.88,64021,,,,,,,,,,
21388,0.96,-0.032309099435806274,1.32,0,44700,44700,,,,,,,740,0.038132556,0.11835227280855179,-0.26781421542167666,-0.017038507647812368,0.19090735852718355,0.2,0.001,0.0798662006855011,0.10051178932189941
,,,,,,44700,0.82,-0.18917806000000004,0,149,2.09,64453,,,,,,,,,,
21534,0.96,-0.05021023538894951,1.22,0,45000,45000,,,,,,,745,0.034012146,0.09301136374473572,-0.305209499001503,-0.01904818059876561,0.13831398218870164,0.2,0.001,0.0636695846915245,0.18030774593353271
,,,,,,45000,0.82,-0.22979981999999996,0,150,2.06,64889,,,,,,,,,,
21699,0.94,-0.053209211844950914,1.34,0,45300,45300,,,,,,,750,0.03395464,0.12340909153223038,-0.28437390089035036,-0.01541994247585535,0.17987623393535615,0.2,0.001,0.04377179592847824,0.24321013689041138
,,,,,,45300,0.86,-0.17587726999999997,0,151,1.9,65314,,,,,,,,,,
21855,0.98,-0.0364560571173206,1.26,0,45600,45600,,,,,,,755,0.07816459,0.14784090906381608,-0.23835798382759094,-0.019915297143161297,0.13445680916309358,0.2,0.001,-0.03281007334589958,0.22165918350219727
,,,,,,45600,0.84,-0.20989967,0,152,1.93,65720,,,,,,,,,,
21998,0.96,-0.05049942606594413,1.28,0,45900,45900,,,,,,,760,0.03187261,0.11750000029802322,-0.33292693495750425,-0.016858007945120334,0.14471713870763778,0.2,0.001,0.011230409145355225,0.3533746600151062
,,,,,,45900,0.8,-0.21078526999999997,0,153,2.1,66116,,,,,,,,,,
22140,0.96,-0.051962690223008395,1.28,0,46200,46200,,,,,,,765,0.03333756,0.12301136404275895,-0.29772073447704317,-0.017130410843528808,0.18601231634616852,0.2,0.001,0.08354408293962479,0.13568758964538574
,,,,,,46200,0.8,-0.23587317,0,154,2.03,66519,,,,,,,,,,
22283,0.96,-0.051640570336021485,1.3,0,46500,46500,,,,,,,770,0.04191027,0.11539772748947144,-0.2854555732011795,-0.02023736522300169,0.15578942626714706,0.2,0.001,0.003275226801633835,0.3377388119697571
,,,,,,46500,0.83,-0.21038558000000002,0,155,2.01,66937,,,,,,,,,,
22453,0.98,-0.039950751373544334,1.38,0,46800,46800,,,,,,,775,0.04845388,0.125227273106575,-0.2913033717870712,-0.01634593046270311,0.18193655639886855,0.2,0.001,0.05040949955582619,-0.051766037940979004
,,,,,,46800,0.92,-0.11577841,0,156,1.76,67375,,,,,,,,,,
22605,0.94,-0.0781692281831056,1.38,0,47100,47100,,,,,,,780,0.03568694,0.10102272778749466,-0.29627887189388274,-0.020756089463829994,0.1455983066558838,0.2,0.001,0.023503031581640244,0.039716124534606934
,,,,,,47100,0.86,-0.17634766000000002,0,157,1.94,67820,,,,,,,,,,
22753,0.98,-0.00897586724255234,1.22,0,47400,47400,,,,,,,785,0.031358577,0.13142045468091965,-0.3310322815179825,-0.02774778626859188,0.1315944355726242,0.2,0.001,0.01935039833188057,0.30390673875808716
,,,,,,47400,0.85,-0.18240736000000002,0,158,1.98,68247,,,,,,,,,,
22889,0.92,-0.0978119864501059,1.5,0,47700,47700,,,,,,,790,0.03487935,0.09744318246841431,-0.28703370928764343,-0.02282049162313342,0.1779300257563591,0.2,0.001,0.04440366104245186,0.12056952714920044
,,,,,,47700,0.76,-0.29353277,0,159,2.23,68668,,,,,,,,,,
23031,0.92,-0.07651449320837855,1.42,0,48000,48000,,,,,,,795,0.038550057,0.12352272719144822,-0.32692402124404907,-0.022770265974104406,0.1752086842060089,0.2,0.001,0.01603091135621071,0.28423649072647095
,,,,,,48000,0.86,-0.17347102,0,160,1.89,69092,,,,,,,,,,
23188,0.9,-0.11524635874666274,1.6,0,48300,48300,,,,,,,800,0.055460285,0.12261363625526428,-0.2856138473749161,-0.022044490752741695,0.1644674050807953,0.2,0.001,0.014764059334993362,0.30109941959381104
,,,,,,48300,0.86,-0.19821475,0,161,1.82,69546,,,,,,,,,,
23340,0.96,-0.05121488182339817,1.24,0,48600,48600,,,,,,,805,0.0795915,0.12215909123420715,-0.2193104574084282,-0.02239159548655152,0.16827983230352403,0.2,0.001,0.05419635772705078,0.2435932159423828
,,,,,,48600,0.88,-0.15875436999999998,0,162,1.91,69959,,,,,,,,,,
23495,0.96,-0.05325640747789293,1.28,0,48900,48900,,,,,,,810,0.028505867,0.07857954561710358,-0.160744226872921,-0.013070260193198919,0.1595344865322113,0.2,0.001,0.03295350819826126,0.18047982454299927
,,,,,,48900,0.86,-0.17852250000000003,0,163,2.0,70389,,,,,,,,,,
23636,1.0,-0.010486802449449897,1.24,0,49200,49200,,,,,,,815,0.039221037,0.080625,-0.17779058009386062,-0.02028757132589817,0.15985677421092986,0.2,0.001,0.023395337164402008,0.1078675389289856
,,,,,,49200,0.77,-0.23890789,0,164,2.11,71048,,,,,,,,,,
23783,0.96,-0.052697088094428184,1.32,0,49500,49500,,,,,,,820,0.060963463,0.06113636404275894,-0.143894502222538,-0.01629619753919542,0.17900896519422532,0.2,0.001,0.028373248875141144,0.19053363800048828
,,,,,,49500,0.81,-0.22262535,0,165,2.02,71491,,,,,,,,,,
23924,0.94,-0.07304650188423693,1.34,0,49800,49800,,,,,,,825,0.056987774,0.08284090965986252,-0.1729973202943802,-0.019959607161581516,0.1524791494011879,0.2,0.001,0.013384560123085976,0.28774601221084595
,,,,,,49800,0.78,-0.22962726,0,166,2.15,71919,,,,,,,,,,
24070,0.94,-0.07987844704184681,1.44,0,50100,50100,,,,,,,830,0.026901687,0.0648295459151268,-0.164167440533638,-0.008598425090312958,0.15639615833759307,0.2,0.001,0.046396128833293915,0.2123456597328186
,,,,,,50100,0.83,-0.21005416,0,167,2.03,72345,,,,,,,,,,
24233,0.96,-0.05420851859264076,1.32,0,50400,50400,,,,,,,835,0.03280571,0.08113636404275894,-0.14010824918746947,-0.011324461365584284,0.1960546651482582,0.2,0.001,0.04839463531970978,0.07864373922348022
,,,,,,50400,0.87,-0.18193517999999997,0,168,1.89,72764,,,,,,,,,,
24372,0.96,-0.03205977886915207,1.34,0,50700,50700,,,,,,,840,0.05077555,0.09210227310657501,-0.15206998616456985,-0.01631240552291274,0.15479604929685592,0.2,0.001,0.034619372338056564,0.2883690595626831
,,,,,,50700,0.84,-0.18906330000000002,0,169,2.05,73195,,,,,,,,,,
24518,0.9,-0.09655848343856632,1.56,0,51000,51000,,,,,,,845,0.10068643,0.09039772778749466,-0.15873910695314408,-0.01198959819972515,0.18578077912330626,0.2,0.001,0.06054515391588211,0.16506433486938477
,,,,,,51000,0.79,-0.22588536,0,170,2.1,73630,,,,,,,,,,
24665,0.94,-0.05364412736147642,1.36,0,51300,51300,,,,,,,850,0.06823546,0.1082954552769661,-0.14565825521945952,-0.014624150362797081,0.16057687014341354,0.2,0.001,0.018632734194397926,0.15548557043075562
,,,,,,51300,0.82,-0.22258150000000002,0,171,1.95,74059,,,,,,,,,,
24804,0.96,-0.031266909125261005,1.32,0,51600,51600,,,,,,,855,0.034797587,0.08613636404275894,-0.16268214255571364,-0.011695820617023855,0.1579327404499054,0.2,0.001,0.0331011563539505,0.3015052080154419
,,,,,,51600,0.81,-0.24948766999999997,0,172,2.12,74502,,,,,,,,,,
24936,0.9,-0.0742502423422411,1.52,0,51900,51900,,,,,,,860,0.035598304,0.06164772778749466,-0.1773642948269844,-0.009115605703555048,0.1705721065402031,0.2,0.001,0.06258729845285416,0.1672878861427307
,,,,,,51900,0.84,-0.20169244999999997,0,173,2.14,74944,,,,,,,,,,
25096,0.94,-0.05219973458908498,1.32,0,52200,52200,,,,,,,865,0.024173472,0.06573863685131073,-0.1725050264596939,-0.01360041334759444,0.14843758016824724,0.2,0.001,0.0296636950224638,0.3113003969192505
,,,,,,52200,0.84,-0.19268689000000003,0,174,1.96,75384,,,,,,,,,,
25236,0.96,-0.031559884711168704,1.22,0,52500,52500,,,,,,,870,0.016637292,0.05210227310657501,-0.19859760761260986,-0.010502824541181326,0.16059937596321106,0.2,0.001,0.03899712115526199,0.10681068897247314
,,,,,,52500,0.84,-0.20853906,0,175,1.94,75793,,,,,,,,,,
25375,0.96,-0.049321529185399414,1.22,0,52800,52800,,,,,,,875,0.08589991,0.10028409123420716,-0.26880104422569273,-0.02043221805244684,0.16637748956680298,0.2,0.001,0.0030410997569561005,0.12155139446258545
,,,,,,52800,0.79,-0.26760280000000003,0,176,2.16,76213,,,,,,,,,,
25537,0.94,-0.07547857765108347,1.34,0,53100,53100,,,,,,,880,0.051314242,0.0829545459151268,-0.23625369161367415,-0.013151844232343137,0.17636628687381745,0.2,0.001,0.05349916219711304,0.21093541383743286
,,,,,,53100,0.9,-0.11924789000000001,0,177,1.77,76641,,,,,,,,,,
25689,0.98,-0.031351579995825885,1.32,0,53400,53400,,,,,,,885,0.051285952,0.09886363685131073,-0.24497584342956544,-0.020361336106434466,0.12193789541721343,0.2,0.001,0.029070772230625153,0.29042989015579224
,,,,,,53400,0.84,-0.21538000000000002,0,178,2.05,77061,,,,,,,,,,
25828,0.9,-0.11967044903431087,1.58,0,53700,53700,,,,,,,890,0.09649049,0.14136363595724105,-0.2946343940496445,-0.016954666078090666,0.15270365118980408,0.2,0.001,0.03285222500562668,0.14214086532592773
,,,,,,53700,0.77,-0.25759382000000003,0,179,2.25,77488,,,,,,,,,,
25957,0.96,-0.052111002611927686,1.32,0,54000,54000,,,,,,,895,0.10028006,0.12602272719144822,-0.2622412201762199,-0.010555923087522387,0.1534826225042343,0.2,0.001,0.043951667845249176,0.22106397151947021
,,,,,,54000,0.75,-0.33228165000000004,0,180,2.26,77936,,,,,,,,,,
26104,0.94,-0.07014561805874109,1.34,0,54300,54300,,,,,,,900,0.038115256,0.14051136434078215,-0.3338301062583923,-0.0258019944652915,0.20739712715148925,0.2,0.001,0.04392078518867493,0.2099725604057312
,,,,,,54300,0.78,-0.26842515,0,181,2.09,78388,,,,,,,,,,
26233,0.94,-0.07223463681526482,1.36,0,54600,54600,,,,,,,905,0.05908487,0.11801136434078216,-0.264766703248024,-0.016780028678476812,0.18805905640125276,0.2,0.001,0.08993332087993622,0.12840968370437622
,,,,,,54600,0.76,-0.27294528,0,182,2.27,78894,,,,,,,,,,
26381,0.88,-0.11888514881953598,1.84,0,54900,54900,,,,,,,910,0.048246168,0.17568181902170182,-0.36370986342430117,-0.015281209349632263,0.17484525650739668,0.2,0.001,0.04268227517604828,0.17503118515014648
,,,,,,54900,0.86,-0.16959548000000002,0,183,1.94,79361,,,,,,,,,,
26555,0.92,-0.07100442136637866,1.38,0,55200,55200,,,,,,,915,0.03553724,0.11437500029802322,-0.26162230253219604,-0.02227071948349476,0.17387414515018462,0.2,0.001,0.02550123631954193,0.19873392581939697
,,,,,,55200,0.92,-0.11602662999999998,0,184,1.67,79805,,,,,,,,,,
26706,0.98,-0.028822006550617518,1.16,0,55500,55500,,,,,,,920,0.035777785,0.08988636434078216,-0.2311712920665741,-0.013575684428215027,0.1610592472553253,0.2,0.001,0.012650452554225922,0.15525907278060913
,,,,,,55500,0.84,-0.18950558,0,185,1.91,80233,,,,,,,,,,
26854,0.96,-0.02914577455725521,1.22,0,55800,55800,,,,,,,925,0.03643242,0.07000000029802322,-0.2156440234184265,-0.01239937356673181,0.1813584905862808,0.2,0.001,0.03860200196504593,0.2227352261543274
,,,,,,55800,0.83,-0.20545648,0,186,2.06,80655,,,,,,,,,,
27006,0.96,-0.033724042447283865,1.36,0,56100,56100,,,,,,,930,0.10507747,0.118352273106575,-0.2423905235528946,-0.02024522720836103,0.16633112192153932,0.2,0.001,0.0721069872379303,0.27350330352783203
,,,,,,56100,0.79,-0.25998448,0,187,2.06,81105,,,,,,,,,,
27152,0.88,-0.1344714199891314,1.54,0,56400,56400,,,,,,,935,0.046742864,0.08556818217039108,-0.19762841910123824,-0.010844591138884425,0.20934968709945678,0.2,0.001,0.08523481339216232,0.04728662967681885
,,,,,,56400,0.84,-0.22030502,0,188,1.92,81708,,,,,,,,,,
