env/n_steps,eval/mean_ep_length,time/total_timesteps,env/current_idx,eval/success_rate,eval/mean_reward,env/completion_counter,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,rollout/success_rate,train/loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance
8550,1.2,8550,5236,0.92,-0.04849098025355488,0,,,,,,,0.10612183064222336,0.036685552,0.001,-0.07543837279081345,1420,0.2,0.2716102659702301,0.026666668057441712,-0.012607811838388373,-0.20640110969543457
,,8550,,,,,-0.28267654999999997,32997,285,1.72,0,0.69,,,,,,,,,,
8580,1.2,8580,5256,0.92,-0.09356853800825775,0,,,,,,,0.09117942303419113,8.2107385e-05,0.001,-0.02876271344721317,1425,0.2,0.19610398411750793,0.0,-0.0009770000163307202,0.2444394826889038
,,8580,,,,,-0.28868218,33104,286,1.7,0,0.69,,,,,,,,,,
8610,1.24,8610,5272,0.92,-0.06905019468162209,0,,,,,,,0.08680044859647751,0.0,0.001,-0.01469120867550373,1430,0.2,0.18368532955646516,0.0,-1.869201652660024e-06,0.20754659175872803
,,8610,,,,,-0.26114496000000004,33227,287,1.68,0,0.7,,,,,,,,,,
8640,1.26,8640,5289,0.9,-0.09040804133284837,0,,,,,,,0.06661918014287949,1.1920929e-08,0.001,-0.020846761763095856,1435,0.2,0.14438231885433198,0.0,1.4130671431011876e-05,0.3506675362586975
,,8640,,,,,-0.26302844000000003,33347,288,1.71,0,0.69,,,,,,,,,,
8670,1.22,8670,5308,0.92,-0.0501325153792277,0,,,,,,,0.07997401058673859,0.0,0.001,-0.01961279772222042,1440,0.2,0.1797530859708786,0.0,1.642346411241391e-05,0.1557634472846985
,,8670,,,,,-0.28067068,33457,289,1.72,0,0.68,,,,,,,,,,
8700,1.3,8700,5326,0.88,-0.0909895156417042,0,,,,,,,0.08278195559978485,7.947286e-09,0.001,-0.017803668975830078,1445,0.2,0.1766318678855896,0.0,-8.536577568918347e-06,0.34261012077331543
,,8700,,,,,-0.24301607,33573,290,1.67,0,0.71,,,,,,,,,,
8730,1.18,8730,5345,0.92,-0.09121419661678373,0,,,,,,,0.08937802910804749,3.973643e-09,0.001,-0.016455282643437385,1450,0.2,0.1970885366201401,0.0,-1.6379356834406168e-06,-0.06419515609741211
,,8730,,,,,-0.25420036,33679,291,1.67,0,0.71,,,,,,,,,,
8760,1.2,8760,5366,0.94,-0.0688751200120896,0,,,,,,,0.09989707171916962,0.0,0.001,-0.014647801034152507,1455,0.2,0.2196483939886093,0.0,-2.3126601504941392e-07,0.015614986419677734
,,8760,,,,,-0.21072022,33791,292,1.6,0,0.74,,,,,,,,,,
8790,1.32,8790,5387,0.86,-0.09199990552850068,0,,,,,,,0.07870057970285416,0.0,0.001,-0.01447698138654232,1460,0.2,0.1717411607503891,0.0,3.854433767713772e-08,0.16533279418945312
,,8790,,,,,-0.19031122999999994,33905,293,1.54,0,0.76,,,,,,,,,,
8820,1.2,8820,5406,0.9,-0.10941927682608366,0,,,,,,,0.07717752456665039,0.0,0.001,-0.014564854837954045,1465,0.2,0.16792905926704407,0.0,-5.801518820902629e-08,-0.011428475379943848
,,8820,,,,,-0.16261737999999998,34013,294,1.54,0,0.77,,,,,,,,,,
8850,1.32,8850,5425,0.86,-0.11449591249693185,0,,,,,,,0.06344151496887207,0.0,0.001,-0.014383168704807759,1470,0.2,0.14124594926834105,0.0,-1.0967254802096704e-07,-0.03909468650817871
,,8850,,,,,-0.16622455000000003,34141,295,1.51,0,0.79,,,,,,,,,,
8880,1.16,8880,5445,0.96,-0.05032121115364134,0,,,,,,,0.07835141569375992,0.0,0.001,-0.014327889308333397,1475,0.2,0.17607592344284057,0.0,-1.1722246640033518e-07,0.42117249965667725
,,8880,,,,,-0.15953836000000002,34252,296,1.5,0,0.8,,,,,,,,,,
8910,1.28,8910,5464,0.88,-0.06956999870948494,0,,,,,,,0.07795596122741699,1.2318293e-07,0.001,-0.018334909901022912,1480,0.2,0.16386680901050568,0.0,-5.541006660969572e-05,0.30943894386291504
,,8910,,,,,-0.18255638000000002,34368,297,1.55,0,0.79,,,,,,,,,,
8940,1.06,8940,5487,0.98,-0.027003664253279568,0,,,,,,,0.07160844653844833,0.0,0.001,-0.014671208895742893,1485,0.2,0.16268688142299653,0.0,-2.0694733198212134e-06,0.2532532811164856
,,8940,,,,,-0.18383384,34471,298,1.51,0,0.81,,,,,,,,,,
8970,1.2,8970,5505,0.92,-0.0687484873086214,0,,,,,,,0.05946514010429382,0.0033330142,0.001,-0.01328409593552351,1490,0.2,0.1376690924167633,0.020000001043081285,-0.004381204474096378,0.17071276903152466
,,8970,,,,,-0.20460551999999999,34580,299,1.52,0,0.8,,,,,,,,,,
9000,1.22,9000,5526,0.94,-0.03195495759602636,0,,,,,,,0.08916104584932327,0.0,0.001,-0.011321312747895718,1495,0.2,0.19005810618400573,0.0,-4.859765299514151e-07,0.267233669757843
,,9000,,,,,-0.17120075000000004,34707,300,1.47,0,0.82,,,,,,,,,,
9030,1.3,9030,5543,0.9,-0.0707658659759909,0,,,,,,,0.08617323637008667,0.0,0.001,-0.010348688066005706,1500,0.2,0.18365290462970735,0.0,-3.214677180451986e-07,0.21028941869735718
,,9030,,,,,-0.20969094,34831,301,1.54,0,0.78,,,,,,,,,,
9060,1.12,9060,5562,0.96,-0.02747378908097744,0,,,,,,,0.1108596920967102,0.0,0.001,-0.009674226865172386,1505,0.2,0.2341768741607666,0.0,-2.4278957897472255e-07,0.04748272895812988
,,9060,,,,,-0.19835791999999997,34935,302,1.5,0,0.8,,,,,,,,,,
9090,1.16,9090,5579,0.96,-0.04868141752667725,0,,,,,,,0.060894083231687546,0.0,0.001,-0.009380497969686985,1510,0.2,0.1289746418595314,0.0,4.231929793263589e-08,0.4823824167251587
,,9090,,,,,-0.23177071000000002,35042,303,1.61,0,0.75,,,,,,,,,,
9120,1.46,9120,5598,0.8,-0.13174020597711206,0,,,,,,,0.1042565405368805,0.0,0.001,-0.010103265754878521,1515,0.2,0.21447327733039856,0.0,-5.348523625769986e-07,0.32390648126602173
,,9120,,,,,-0.23293446999999998,35166,304,1.62,0,0.75,,,,,,,,,,
9150,1.08,9150,5618,0.98,-0.030572492550127207,0,,,,,,,0.05920789763331413,0.0,0.001,-0.00942339263856411,1520,0.2,0.131610207259655,0.0,-6.357828752356909e-09,0.23449665307998657
,,9150,,,,,-0.21179314,35262,305,1.62,0,0.75,,,,,,,,,,
9180,1.18,9180,5635,0.92,-0.06929457407910376,0,,,,,,,0.07615990191698074,0.0,0.001,-0.009210267290472984,1525,0.2,0.16675154268741607,0.0,1.7881393876706397e-08,0.013680696487426758
,,9180,,,,,-0.22005511999999994,35375,306,1.64,0,0.74,,,,,,,,,,
9210,1.26,9210,5654,0.88,-0.11042947082780302,0,,,,,,,0.10791289806365967,0.0,0.001,-0.009220209904015064,1530,0.2,0.255072021484375,0.0,-1.19606653870008e-07,0.24759262800216675
,,9210,,,,,-0.18978419000000002,35495,307,1.62,0,0.74,,,,,,,,,,
9240,1.22,9240,5673,0.92,-0.08866141507867724,0,,,,,,,0.05849698185920715,0.0,0.001,-0.009025323390960693,1535,0.2,0.11732146590948105,0.0,1.1920929132713809e-08,0.26005983352661133
,,9240,,,,,-0.19000175000000002,35600,308,1.6,0,0.75,,,,,,,,,,
9270,1.18,9270,5692,0.98,-0.028639749609865248,0,,,,,,,0.09194958209991455,0.0,0.001,-0.009128019958734513,1540,0.2,0.19337998628616332,0.0,-9.457270273571794e-08,0.09926801919937134
,,9270,,,,,-0.19765421,35708,309,1.59,0,0.75,,,,,,,,,,
9300,1.22,9300,5709,0.92,-0.0885726890526712,0,,,,,,,0.11381078511476517,0.0,0.001,-0.011657610908150673,1545,0.2,0.25176265835762024,0.0,-3.3183891719801294e-06,0.08383148908615112
,,9300,,,,,-0.22009093,35818,310,1.63,0,0.72,,,,,,,,,,
9330,1.24,9330,5734,0.9,-0.08995832485612482,0,,,,,,,0.10548266023397446,0.0,0.001,-0.008977874182164669,1550,0.2,0.21511510014533997,0.0,-5.32468162006694e-08,0.13811254501342773
,,9330,,,,,-0.18545782,35924,311,1.54,0,0.76,,,,,,,,,,
9360,1.14,9360,5756,0.94,-0.04944785901810974,0,,,,,,,0.06266108900308609,0.0,0.001,-0.008978728018701077,1555,0.2,0.1760242611169815,0.0,-4.450480055595562e-08,-0.0172196626663208
,,9360,,,,,-0.15238596,36025,312,1.45,0,0.8,,,,,,,,,,
9390,1.38,9390,5777,0.82,-0.13167517258320005,0,,,,,,,0.04095407575368881,0.0,0.001,-0.00904293656349182,1560,0.2,0.08258319795131683,0.0,-4.8428774146458406e-08,0.19206726551055908
,,9390,,,,,-0.1330182,36141,313,1.43,0,0.8,,,,,,,,,,
9420,1.28,9420,5795,0.9,-0.1120783865544945,0,,,,,,,0.08964057266712189,0.0,0.001,-0.0089532520622015,1565,0.2,0.1894351601600647,0.0,-4.371007200631993e-09,0.009144306182861328
,,9420,,,,,-0.12599694,36253,314,1.45,0,0.8,,,,,,,,,,
9450,1.34,9450,5815,0.88,-0.09246103618759662,0,,,,,,,0.037003323435783386,4.1325886e-05,0.001,-0.03380066528916359,1570,0.2,0.12003601491451263,0.0,-0.0020354973548091237,0.3736245632171631
,,9450,,,,,-0.14459018999999998,36370,315,1.42,0,0.82,,,,,,,,,,
9480,1.32,9480,5835,0.84,-0.10966059071011841,0,,,,,,,0.09626805037260056,9.934108e-09,0.001,-0.01000298447906971,1575,0.2,0.21706513464450836,0.0,5.795160923582898e-06,0.15948426723480225
,,9480,,,,,-0.16771896000000003,36480,316,1.49,0,0.79,,,,,,,,,,
9510,1.26,9510,5852,0.9,-0.07201360935345293,0,,,,,,,0.09661262482404709,0.0,0.001,-0.009929675981402398,1580,0.2,0.1856115937232971,0.0,3.4391880880946247e-07,0.29152917861938477
,,9510,,,,,-0.20204113000000004,36588,317,1.54,0,0.77,,,,,,,,,,
9540,1.16,9540,5869,0.94,-0.05049670078791678,0,,,,,,,0.09339343011379242,0.0,0.001,-0.01024300344288349,1585,0.2,0.20410546958446502,0.0,9.139378835953949e-07,0.10969370603561401
,,9540,,,,,-0.25628224000000005,36688,318,1.59,0,0.75,,,,,,,,,,
9570,1.12,9570,5886,0.98,-0.007974428576417267,0,,,,,,,0.07905039936304092,0.0,0.001,-0.01169135607779026,1590,0.2,0.1727213144302368,0.0,5.1776568154693335e-06,0.3219931125640869
,,9570,,,,,-0.29646125,36793,319,1.66,0,0.71,,,,,,,,,,
9600,1.36,9600,5902,0.86,-0.1330099792778492,0,,,,,,,0.07219978421926498,0.012049321,0.001,-0.044802790880203246,1595,0.2,0.17801794707775115,0.020000001043081285,-0.005324444894989,0.22257083654403687
,,9600,,,,,-0.3350192000000001,36915,320,1.72,0,0.67,,,,,,,,,,
9630,1.28,9630,5928,0.9,-0.08994313498493284,0,,,,,,,0.07678741216659546,0.00095375977,0.001,-0.009183158166706562,1600,0.2,0.1642943799495697,0.006666667014360428,-0.001281000791738407,0.2876504063606262
,,9630,,,,,-0.29280529,37023,321,1.62,0,0.71,,,,,,,,,,
9660,1.32,9660,5948,0.86,-0.13116163990925997,0,,,,,,,0.07181224972009659,0.0,0.001,-0.007584000658243895,1605,0.2,0.1757048785686493,0.0,-5.519390278152514e-07,0.16148966550827026
,,9660,,,,,-0.27936548,37137,322,1.59,0,0.73,,,,,,,,,,
9690,1.26,9690,5965,0.92,-0.06972560883499682,0,,,,,,,0.08161920309066772,0.0,0.001,-0.006597752869129181,1610,0.2,0.16085329949855803,0.0,-7.152557461864717e-08,0.2276051640510559
,,9690,,,,,-0.25426206,37244,323,1.56,0,0.75,,,,,,,,,,
9720,1.18,9720,5987,0.92,-0.08996859879232944,0,,,,,,,0.11786946654319763,0.0,0.001,-0.006225100439041853,1615,0.2,0.2788059949874878,0.0,-3.1987825703794216e-07,0.10029792785644531
,,9720,,,,,-0.21169449,37352,324,1.49,0,0.78,,,,,,,,,,
9750,1.28,9750,6007,0.88,-0.11079282129649073,0,,,,,,,0.04764123633503914,0.0,0.001,-0.005848806630820036,1620,0.2,0.09967378079891205,0.0,-1.629193668861717e-08,0.5591469407081604
,,9750,,,,,-0.17128962,37459,325,1.45,0,0.82,,,,,,,,,,
9780,1.32,9780,6027,0.9,-0.07081550850998611,0,,,,,,,0.07481946796178818,0.0,0.001,-0.006063481979072094,1625,0.2,0.16101599037647246,0.0,-5.950530399978504e-07,0.014985978603363037
,,9780,,,,,-0.18816789999999997,37582,326,1.51,0,0.8,,,,,,,,,,
9810,1.3,9810,6047,0.86,-0.1499249948048964,0,,,,,,,0.08006872981786728,0.0,0.001,-0.005630521662533283,1630,0.2,0.1707705169916153,0.0,-6.07967383103869e-08,0.3816058039665222
,,9810,,,,,-0.20038113999999996,37692,327,1.51,0,0.79,,,,,,,,,,
9840,1.2,9840,6068,0.94,-0.06839431224390864,0,,,,,,,0.09728636592626572,0.0,0.001,-0.005563506856560707,1635,0.2,0.2324021577835083,0.0,-2.622604453605959e-08,0.14229482412338257
,,9840,,,,,-0.15720558,37805,328,1.43,0,0.83,,,,,,,,,,
9870,1.26,9870,6086,0.92,-0.06951105284504593,0,,,,,,,0.13441847264766693,0.0,0.001,-0.005559353344142437,1640,0.2,0.25669504404067994,0.0,1.589457259143501e-08,-0.05810248851776123
,,9870,,,,,-0.17058416,37909,329,1.5,0,0.81,,,,,,,,,,
9900,1.26,9900,6106,0.92,-0.07068843412213027,0,,,,,,,0.08928710967302322,3.973643e-09,0.001,-0.010915571451187133,1645,0.2,0.20330724716186524,0.0,-2.5220712185358707e-06,0.24338102340698242
,,9900,,,,,-0.19585339999999998,38020,330,1.51,0,0.79,,,,,,,,,,
9930,1.18,9930,6125,0.92,-0.06877265357412397,0,,,,,,,0.09042225778102875,0.0,0.001,-0.005507543031126261,1650,0.2,0.18877080380916594,0.0,1.8477440288933167e-08,0.2473711371421814
,,9930,,,,,-0.20554206,38131,331,1.53,0,0.78,,,,,,,,,,
9960,1.14,9960,6146,0.96,-0.02796616032719612,0,,,,,,,0.09161104261875153,0.0,0.001,-0.0055125439539551735,1655,0.2,0.19230054318904877,0.0,-1.6291936510981487e-08,0.19398033618927002
,,9960,,,,,-0.19291643,38235,332,1.51,0,0.8,,,,,,,,,,
9990,1.2,9990,6165,0.92,-0.04837755026761442,0,,,,,,,0.05447859317064285,0.0,0.001,-0.0057350554503500465,1660,0.2,0.11722273230552674,0.0,-7.351239492692229e-08,0.529615044593811
,,9990,,,,,-0.21305060999999997,38342,333,1.53,0,0.78,,,,,,,,,,
10020,1.06,10020,6186,0.98,-0.0278088614763692,0,,,,,,,0.04668399691581726,0.0,0.001,-0.005475792288780213,1665,0.2,0.10452191084623337,0.0,2.1060308874609746e-08,0.5279345512390137
,,10020,,,,,-0.21097282,38435,334,1.51,0,0.78,,,,,,,,,,
10050,1.32,10050,6202,0.84,-0.15122626041527837,0,,,,,,,0.07333999872207642,0.0,0.001,-0.005495491344481707,1670,0.2,0.16140713095664977,0.0,-3.973643023513773e-08,0.2718091607093811
,,10050,,,,,-0.21828247,38549,335,1.52,0,0.77,,,,,,,,,,
10080,1.44,10080,6222,0.8,-0.17288848132826387,0,,,,,,,0.1261858493089676,0.0,0.001,-0.007296480517834425,1675,0.2,0.26102893948554995,0.0,-3.4610430716952577e-07,0.2268008589744568
,,10080,,,,,-0.22446825999999998,38692,336,1.53,0,0.76,,,,,,,,,,
10110,1.08,10110,6239,0.98,-0.00701651836745441,0,,,,,,,0.08369050174951553,0.0,0.001,-0.005596929416060448,1680,0.2,0.1804643839597702,0.0,-8.58306878015469e-08,0.1545899510383606
,,10110,,,,,-0.26527902000000003,38795,337,1.62,0,0.71,,,,,,,,,,
10140,1.26,10140,6261,0.9,-0.09047672147396951,0,,,,,,,0.09542740881443024,0.0,0.001,-0.005691712722182274,1685,0.2,0.20353737771511077,0.0,-7.60952616474242e-08,0.16982948780059814
,,10140,,,,,-0.25477926,38900,338,1.58,0,0.72,,,,,,,,,,
10170,1.08,10170,6280,0.98,-0.027271722285076974,0,,,,,,,0.08725754916667938,0.0,0.001,-0.005505987722426653,1690,0.2,0.1785871684551239,0.0,1.3311703739304903e-08,0.34596699476242065
,,10170,,,,,-0.22332076999999997,38999,339,1.58,0,0.73,,,,,,,,,,
10200,1.26,10200,6300,0.9,-0.06956952971871942,0,,,,,,,0.0675143226981163,0.0,0.001,-0.0054789863526821135,1695,0.2,0.18268173336982726,0.0,2.7815500658334714e-08,-0.004396319389343262
,,10200,,,,,-0.19935232000000003,39121,340,1.54,0,0.76,,,,,,,,,,
10230,1.14,10230,6319,0.96,-0.04949878348968923,0,,,,,,,0.09146519750356674,0.013205115,0.001,-0.013719302415847779,1700,0.2,0.18841813504695892,0.026666668057441712,-0.0020350877661257983,0.23287338018417358
,,10230,,,,,-0.17949234999999997,39223,341,1.56,0,0.75,,,,,,,,,,
10260,1.22,10260,6337,0.92,-0.048651183829642834,0,,,,,,,0.04036886990070343,0.0,0.001,-0.0057291434146463874,1705,0.2,0.09110647588968276,0.0,-7.788340342429479e-07,-0.007174134254455566
,,10260,,,,,-0.16254581,39333,342,1.54,0,0.77,,,,,,,,,,
10290,1.08,10290,6352,0.98,-0.02687594649847597,0,,,,,,,0.16869230568408966,0.0,0.001,-0.005821263045072555,1710,0.2,0.3451852262020111,0.0,9.93410740335321e-08,-0.3045724630355835
,,10290,,,,,-0.20767295000000005,39439,343,1.63,0,0.73,,,,,,,,,,
10320,1.16,10320,6367,0.94,-0.07328465898521244,0,,,,,,,0.10111884027719498,1.9868216e-09,0.001,-0.01597347594797611,1715,0.2,0.24308665096759796,0.0,1.1925697168990724e-05,0.3069763779640198
,,10320,,,,,-0.24480987999999995,39551,344,1.68,0,0.72,,,,,,,,,,
10350,1.22,10350,6386,0.9,-0.07101932248566299,0,,,,,,,0.07984472066164017,7.947286e-09,0.001,-0.010753077268600465,1720,0.2,0.16242246329784393,0.0,-5.985498410154832e-06,0.3686671853065491
,,10350,,,,,-0.27676498000000005,39658,345,1.72,0,0.7,,,,,,,,,,
10380,1.18,10380,6402,0.92,-0.06868898031767458,0,,,,,,,0.1225416287779808,0.0,0.001,-0.005860174354165792,1725,0.2,0.2515725612640381,0.0,-7.192293995927912e-08,0.23697233200073242
,,10380,,,,,-0.287239,39768,346,1.76,0,0.67,,,,,,,,,,
10410,1.22,10410,6425,0.9,-0.1084468846488744,0,,,,,,,0.11343935877084732,0.0,0.001,-0.005846382211893797,1730,0.2,0.25577900409698484,0.0,1.986820574728654e-09,-0.02572810649871826
,,10410,,,,,-0.27238462,39874,347,1.69,0,0.7,,,,,,,,,,
10440,1.22,10440,6442,0.96,-0.04937170538585633,0,,,,,,,0.044626809656620026,0.0,0.001,-0.0064980930648744105,1735,0.2,0.09093402326107025,0.0,-9.131431855990968e-07,0.5155661106109619
,,10440,,,,,-0.27463392,39983,348,1.67,0,0.7,,,,,,,,,,
10470,1.36,10470,6461,0.88,-0.11233105016872287,0,,,,,,,0.17977143824100494,0.00041781465,0.001,-0.005610720254480839,1740,0.2,0.3813525378704071,0.0,-0.002383179709626404,-0.04728865623474121
,,10470,,,,,-0.2619938,40108,349,1.65,0,0.72,,,,,,,,,,
10500,1.38,10500,6473,0.84,-0.07279822808690369,0,,,,,,,0.0913165956735611,0.0,0.001,-0.004936613701283931,1745,0.2,0.1984452337026596,0.0,-1.565615360021866e-07,0.20337361097335815
,,10500,,,,,-0.2832336,40227,350,1.68,0,0.69,,,,,,,,,,
10530,1.22,10530,6492,0.92,-0.08910023426171393,0,,,,,,,0.10685208439826965,0.0,0.001,-0.004477604012936354,1750,0.2,0.2449963927268982,0.0,9.934107225717526e-09,-0.32429802417755127
,,10530,,,,,-0.30637665999999997,40338,351,1.7,0,0.68,,,,,,,,,,
10560,1.22,10560,6512,0.94,-0.05035734645090997,0,,,,,,,0.1289653480052948,0.0,0.001,-0.004290537629276514,1755,0.2,0.24295174777507783,0.0,-1.7722447864798596e-07,0.34230923652648926
,,10560,,,,,-0.30212661,40450,352,1.67,0,0.7,,,,,,,,,,
10590,1.2,10590,6536,0.94,-0.04901409215293825,0,,,,,,,0.13424032926559448,0.0,0.001,-0.00409300671890378,1760,0.2,0.30645924210548403,0.0,3.6160152205866325e-08,0.2784848213195801
,,10590,,,,,-0.24511099000000003,40562,353,1.61,0,0.74,,,,,,,,,,
10620,1.26,10620,6557,0.94,-0.0696071736793965,0,,,,,,,0.07400117814540863,0.0,0.001,-0.004022638220340014,1765,0.2,0.21032838225364686,0.0,-3.576278562178459e-09,-0.0060967206954956055
,,10620,,,,,-0.23433811999999996,40674,354,1.58,0,0.75,,,,,,,,,,
10650,1.18,10650,6579,0.94,-0.048357962537556885,0,,,,,,,0.06824726611375809,0.0,0.001,-0.005353208445012569,1770,0.2,0.13985340297222137,0.0,-3.97364302529013e-07,0.09694963693618774
,,10650,,,,,-0.1374458,40777,355,1.4,0,0.86,,,,,,,,,,
10680,1.42,10680,6602,0.82,-0.1566349979955703,0,,,,,,,0.054733775556087494,0.0,0.001,-0.004021965246647596,1775,0.2,0.11131790578365326,0.0,-6.357828752356909e-09,0.36144232749938965
,,10680,,,,,-0.11225595000000001,40897,356,1.35,0,0.88,,,,,,,,,,
10710,1.34,10710,6621,0.84,-0.11252635955810547,0,,,,,,,0.08097811788320541,0.0,0.001,-0.0040768529288470745,1780,0.2,0.18593192398548125,0.0,1.5099843420074422e-08,0.24332833290100098
,,10710,,,,,-0.1285373,41012,357,1.37,0,0.87,,,,,,,,,,
10740,1.14,10740,6642,0.96,-0.04787179509177804,0,,,,,,,0.07975844293832779,0.0,0.001,-0.003959663026034832,1785,0.2,0.16111482977867125,0.0,-1.2318293718394102e-08,0.23287683725357056
,,10740,,,,,-0.15204534999999997,41108,358,1.43,0,0.84,,,,,,,,,,
10770,1.08,10770,6658,0.98,-0.0074607023736461995,0,,,,,,,0.06995712965726852,0.0,0.001,-0.003947123605757952,1790,0.2,0.15122200846672057,0.0,2.94049588234202e-08,0.31092268228530884
,,10770,,,,,-0.17279866000000002,41214,359,1.46,0,0.82,,,,,,,,,,
10800,1.22,10800,6678,0.92,-0.0889766998961568,0,,,,,,,0.08803239464759827,0.0,0.001,-0.003910347726196051,1795,0.2,0.18314885795116426,0.0,-3.1093757257849573e-08,0.2633788585662842
,,10800,,,,,-0.18461101999999996,41324,360,1.52,0,0.78,,,,,,,,,,
10830,1.26,10830,6699,0.9,-0.10951329853385687,0,,,,,,,0.05824564769864082,0.0,0.001,-0.003936547692865134,1800,0.2,0.1302362471818924,0.0,1.2715657859985185e-08,0.39814865589141846
,,10830,,,,,-0.18538028000000004,41431,361,1.55,0,0.76,,,,,,,,,,
10860,1.28,10860,6721,0.9,-0.06934898341074586,0,,,,,,,0.05457383021712303,0.0,0.001,-0.0039002607576549054,1805,0.2,0.11518544107675552,0.0,2.3543835592221286e-08,0.24524414539337158
,,10860,,,,,-0.15483482,41545,362,1.5,0,0.78,,,,,,,,,,
10890,1.22,10890,6737,0.9,-0.11093974857591092,0,,,,,,,0.06134242191910744,0.0,0.001,-0.00396875636652112,1810,0.2,0.13367933183908462,0.0,-4.371007378267677e-09,-0.4264618158340454
,,10890,,,,,-0.16893851000000001,41656,363,1.57,0,0.74,,,,,,,,,,
10920,1.16,10920,6755,0.94,-0.04916048679035157,0,,,,,,,0.09158382564783096,0.0,0.001,-0.006898617930710315,1815,0.2,0.1927292078733444,0.0,-1.0151664419311147e-06,0.33677172660827637
,,10920,,,,,-0.17027467000000002,41770,364,1.55,0,0.76,,,,,,,,,,
10950,1.22,10950,6774,0.92,-0.08977762477472424,0,,,,,,,0.08958183228969574,0.0,0.001,-0.003921135980635882,1820,0.2,0.21858091354370118,0.0,-8.74201404599262e-09,0.34057992696762085
,,10950,,,,,-0.17152870999999997,41884,365,1.56,0,0.77,,,,,,,,,,
10980,1.38,10980,6793,0.84,-0.15442906758747996,0,,,,,,,0.07700588554143906,0.0,0.001,-0.003928488958626986,1825,0.2,0.14653894305229187,0.0,-2.046426219592945e-08,0.2888551950454712
,,10980,,,,,-0.18204927,41999,366,1.57,0,0.78,,,,,,,,,,
11010,1.12,11010,6812,0.96,-0.0275543740298599,0,,,,,,,0.07589185237884521,0.0,0.001,-0.003885036380961537,1830,0.2,0.16184244751930238,0.0,2.781549923724924e-09,0.3089559078216553
,,11010,,,,,-0.19328904000000002,42101,367,1.6,0,0.77,,,,,,,,,,
11040,1.18,11040,6832,0.92,-0.06877738340757787,0,,,,,,,0.09893014281988144,0.0,0.001,-0.003895602421835065,1835,0.2,0.20925232768058777,0.0,-2.702077344096665e-08,0.0685567855834961
,,11040,,,,,-0.19102598999999998,42203,368,1.59,0,0.78,,,,,,,,,,
11070,1.12,11070,6849,0.94,-0.027832448799163103,0,,,,,,,0.05893370509147644,0.0,0.001,-0.003980307001620531,1840,0.2,0.12773682177066803,0.0,-2.145767314942759e-08,0.22073549032211304
,,11070,,,,,-0.20804898999999996,42300,369,1.64,0,0.75,,,,,,,,,,
11100,1.3,11100,6869,0.86,-0.13579269306734204,0,,,,,,,0.141396626830101,0.0,0.001,-0.004188510403037071,1845,0.2,0.2840800046920776,0.0,-1.0132789540762133e-07,0.27679646015167236
,,11100,,,,,-0.20202431,42424,370,1.63,0,0.75,,,,,,,,,,
11130,1.12,11130,6887,0.98,-0.02735311198513955,0,,,,,,,0.08015076816082001,0.0,0.001,-0.004204200021922589,1850,0.2,0.17158614099025726,0.0,-4.0690103464413596e-07,0.2946777939796448
,,11130,,,,,-0.20032561000000002,42529,371,1.6,0,0.75,,,,,,,,,,
11160,1.14,11160,6908,0.96,-0.04901136811356992,0,,,,,,,0.048314593732357025,0.0,0.001,-0.004620917420834303,1855,0.2,0.10083811581134797,0.0,-6.543596636987558e-07,0.526877224445343
,,11160,,,,,-0.21069364000000002,42632,372,1.58,0,0.74,,,,,,,,,,
11190,1.24,11190,6926,0.9,-0.0733655846817419,0,,,,,,,0.08511433005332947,0.0035716633,0.001,-0.011944902874529362,1860,0.2,0.20957687199115754,0.020000001043081285,-0.00804474758605096,0.09214657545089722
,,11190,,,,,-0.23161741000000002,42741,373,1.58,0,0.73,,,,,,,,,,
11220,1.34,11220,6944,0.86,-0.13237360747996718,0,,,,,,,0.06631919741630554,0.0,0.001,-0.0026335378643125296,1865,0.2,0.14448751807212828,0.0,5.245208694049097e-08,0.40009206533432007
,,11220,,,,,-0.24174276,42857,374,1.59,0,0.73,,,,,,,,,,
11250,1.32,11250,6961,0.88,-0.09155321003403515,0,,,,,,,0.08477981388568878,1.9868216e-08,0.001,-0.004125377535820008,1870,0.2,0.17294954955577851,0.0,-4.410445623470594e-06,0.2662133574485779
,,11250,,,,,-0.25724747000000003,42968,375,1.63,0,0.7,,,,,,,,,,
11280,1.28,11280,6981,0.86,-0.13261525596957655,0,,,,,,,0.09804341942071915,3.973643e-09,0.001,-0.00398920145817101,1875,0.2,0.21200821697711944,0.0,4.15841735046385e-06,0.058166682720184326
,,11280,,,,,-0.2316991,43077,376,1.58,0,0.73,,,,,,,,,,
11310,1.2,11310,6998,0.9,-0.04890694936271757,0,,,,,,,0.1078222244977951,0.0,0.001,-0.001934238732792437,1880,0.2,0.22266109883785248,0.0,2.8610229740877458e-08,0.13814514875411987
,,11310,,,,,-0.26884311,43179,377,1.66,0,0.69,,,,,,,,,,
11340,1.18,11340,7016,0.94,-0.04871496723033488,0,,,,,,,0.11990214884281158,0.0,0.001,-0.0033813195768743753,1885,0.2,0.2531064867973328,0.0,8.662541812753944e-08,-0.04248356819152832
,,11340,,,,,-0.26574124999999993,43288,378,1.68,0,0.69,,,,,,,,,,
