env/n_steps,eval/mean_ep_length,time/total_timesteps,env/current_idx,eval/success_rate,eval/mean_reward,env/completion_counter,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,rollout/success_rate,train/loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance
,,5730,,,,,-0.26496049000000005,22312,191,1.59,0,0.75,,,,,,,,,,
5760,1.08,5760,3515,0.98,-0.030411348384805022,0,,,,,,,0.13345210254192352,3.842513e-06,0.001,-0.12934789210557937,955,0.2,0.3166804134845734,0.0,-0.00011136730744816248,-0.025556087493896484
,,5760,,,,,-0.25669658,22423,192,1.6,0,0.76,,,,,,,,,,
5790,1.22,5790,3534,0.92,-0.08981930406298488,0,,,,,,,0.07888775318861008,0.0015656849,0.001,-0.118393574655056,960,0.2,0.18821038901805878,0.006666667014360428,-0.0014964947950407038,0.09340238571166992
,,5790,,,,,-0.264285,22530,193,1.63,0,0.75,,,,,,,,,,
5820,1.36,5820,3552,0.88,-0.11086280276998878,0,,,,,,,0.20842501521110535,2.1298727e-06,0.001,-0.10025471597909927,965,0.2,0.4065518081188202,0.0,1.8239021574828485e-06,0.037896037101745605
,,5820,,,,,-0.23498462999999997,22653,194,1.59,0,0.75,,,,,,,,,,
5850,1.32,5850,3571,0.84,-0.10984534889925271,0,,,,,,,0.08908295631408691,0.00012906789,0.001,-0.09112364947795867,970,0.2,0.19743427634239197,0.0,-2.7632265700816562e-05,0.1565793752670288
,,5850,,,,,-0.20479146000000004,22778,195,1.58,0,0.76,,,,,,,,,,
5880,1.24,5880,3589,0.9,-0.06911945171188563,0,,,,,,,0.08547613024711609,2.0662944e-07,0.001,-0.08529522716999054,975,0.2,0.17171985507011414,0.0,-2.4183591316173647e-05,0.26454854011535645
,,5880,,,,,-0.22426801999999998,22897,196,1.61,0,0.73,,,,,,,,,,
5910,1.18,5910,3609,0.92,-0.0497583691123873,0,,,,,,,0.07851298898458481,2.7815501e-08,0.001,-0.08122835010290146,980,0.2,0.16438716948032378,0.0,1.6466776060042321e-06,0.4119267463684082
,,5910,,,,,-0.24342534999999998,23011,197,1.61,0,0.72,,,,,,,,,,
5940,1.42,5940,3629,0.86,-0.11637398947495967,0,,,,,,,0.07282812893390656,0.0,0.001,-0.07979839742183685,985,0.2,0.15939491987228394,0.0,1.4660755564221973e-06,0.4131033420562744
,,5940,,,,,-0.22372813,23135,198,1.57,0,0.74,,,,,,,,,,
5970,1.18,5970,3649,0.94,-0.0283564190659672,0,,,,,,,0.06576239317655563,0.002445966,0.001,-0.07351021617650985,990,0.2,0.16276851892471314,0.013333334028720856,-0.005998160780096384,0.17294913530349731
,,5970,,,,,-0.23891251000000005,23249,199,1.57,0,0.74,,,,,,,,,,
6000,1.2,6000,3667,0.9,-0.08924201735761017,0,,,,,,,0.10083911567926407,6.1591464e-07,0.001,-0.062354539334774015,995,0.2,0.2089517205953598,0.0,1.9701321921417047e-06,0.40142595767974854
,,6000,,,,,-0.22505856999999999,23369,200,1.55,0,0.75,,,,,,,,,,
6030,1.06,6030,3683,1.0,-0.007567479587160051,0,,,,,,,0.10306226462125778,1.1920929e-07,0.001,-0.05589419156312943,1000,0.2,0.22293176651000976,0.0,-2.7018785098142928e-06,-0.2038649320602417
,,6030,,,,,-0.23918865999999997,23479,201,1.58,0,0.74,,,,,,,,,,
6060,1.22,6060,3701,0.9,-0.06925742795690894,0,,,,,,,0.11050312221050262,0.0,0.001,-0.05275857374072075,1005,0.2,0.24915732741355895,0.0,-5.197524828304267e-07,0.11041367053985596
,,6060,,,,,-0.28739813,23606,202,1.63,0,0.71,,,,,,,,,,
6090,1.2,6090,3717,0.92,-0.06888364730868489,0,,,,,,,0.0657913088798523,0.0,0.001,-0.05132536590099335,1010,0.2,0.14181360602378845,0.0,6.381670610622337e-07,0.470944881439209
,,6090,,,,,-0.31119262,23714,203,1.69,0,0.68,,,,,,,,,,
6120,1.38,6120,3737,0.86,-0.09207919530570507,0,,,,,,,0.07212882488965988,0.0001799206,0.001,-0.05110810250043869,1015,0.2,0.1776876538991928,0.0,-0.0006974566001251237,0.32060861587524414
,,6120,,,,,-0.31064037,23834,204,1.66,0,0.69,,,,,,,,,,
6150,1.24,6150,3755,0.92,-0.09054101186338812,0,,,,,,,0.062283653765916824,3.6756197e-07,0.001,-0.05808534994721413,1020,0.2,0.12945452183485032,0.0,-2.0840962703694287e-05,0.4358968138694763
,,6150,,,,,-0.33375304,23948,205,1.7,0,0.67,,,,,,,,,,
6180,1.22,6180,3775,0.9,-0.06918283217120916,0,,,,,,,0.0797148123383522,1.4106432e-07,0.001,-0.06173696145415306,1025,0.2,0.16945317387580872,0.0,4.159212112408994e-06,0.3687669038772583
,,6180,,,,,-0.3374119000000001,24063,206,1.68,0,0.68,,,,,,,,,,
6210,1.16,6210,3788,0.98,-0.00822924089152366,0,,,,,,,0.08587042987346649,5.9604645e-08,0.001,-0.06459761708974839,1030,0.2,0.17982631027698517,0.0,-1.3913710599666728e-06,0.30466020107269287
,,6210,,,,,-0.32657347000000003,24172,207,1.69,0,0.68,,,,,,,,,,
6240,1.14,6240,3807,0.96,-0.04776922638062388,0,,,,,,,0.07446053624153137,0.0,0.001,-0.06756762862205505,1035,0.2,0.1609193980693817,0.0,-1.5477339820435532e-06,0.20979326963424683
,,6240,,,,,-0.30680160999999995,24281,208,1.67,0,0.69,,,,,,,,,,
6270,1.18,6270,3829,0.94,-0.06844770260620862,0,,,,,,,0.08618976175785065,0.0,0.001,-0.06770121455192565,1040,0.2,0.18743541836738586,0.0,-5.5233638507345975e-08,0.26993370056152344
,,6270,,,,,-0.27134962,24400,209,1.6,0,0.73,,,,,,,,,,
6300,1.36,6300,3852,0.86,-0.1327856877306476,0,,,,,,,0.07260977476835251,0.0,0.001,-0.06811771839857102,1045,0.2,0.14992450773715973,0.0,-1.0712941492130312e-06,0.26444512605667114
,,6300,,,,,-0.22449124999999992,24520,210,1.55,0,0.76,,,,,,,,,,
6330,1.32,6330,3874,0.86,-0.11088747140951455,0,,,,,,,0.027515379711985588,2.8192997e-06,0.001,-0.07112734764814377,1050,0.2,0.07430076375603675,0.0,-0.00035411532240701147,0.3175318241119385
,,6330,,,,,-0.2108275,24645,211,1.53,0,0.76,,,,,,,,,,
6360,1.22,6360,3895,0.94,-0.049338275650516156,0,,,,,,,0.11416412889957428,0.0,0.001,-0.06948168575763702,1055,0.2,0.2365564227104187,0.0,-4.975000948093111e-07,0.12334573268890381
,,6360,,,,,-0.12656234,24750,212,1.39,0,0.83,,,,,,,,,,
6390,1.3,6390,3917,0.86,-0.09060913907829672,0,,,,,,,0.07411715388298035,0.0,0.001,-0.06989000588655472,1060,0.2,0.16010464429855348,0.0,-4.245440101513509e-06,-0.06570065021514893
,,6390,,,,,-0.12815859999999998,24864,213,1.36,0,0.84,,,,,,,,,,
6420,1.18,6420,3934,0.94,-0.06965453189797699,0,,,,,,,0.08238302916288376,0.0025265336,0.001,-0.06593864783644676,1065,0.2,0.19664838612079621,0.013333334028720856,-0.006226839597026412,0.09046298265457153
,,6420,,,,,-0.16969955999999997,24976,214,1.45,0,0.79,,,,,,,,,,
6450,1.34,6450,3949,0.84,-0.13068363608792424,0,,,,,,,0.1034112498164177,9.536743e-07,0.001,-0.04910777136683464,1070,0.2,0.21049665808677673,0.0,-2.8479099487555004e-06,0.09606856107711792
,,6450,,,,,-0.20546075999999996,25091,215,1.53,0,0.75,,,,,,,,,,
6480,1.14,6480,3966,0.94,-0.06814208556897938,0,,,,,,,0.10286597162485123,2.7855238e-05,0.001,-0.04316870346665382,1075,0.2,0.22552682161331178,0.0,-0.00013902266276986098,0.24043923616409302
,,6480,,,,,-0.24015619000000002,25203,216,1.6,0,0.72,,,,,,,,,,
6510,1.18,6510,3986,0.94,-0.052144331936724485,0,,,,,,,0.10875255614519119,0.0,0.001,-0.041334144026041034,1080,0.2,0.22379777133464812,0.0,-2.3994843147079337e-06,0.1407429575920105
,,6510,,,,,-0.26096165,25310,217,1.62,0,0.71,,,,,,,,,,
6540,1.12,6540,4003,0.96,-0.047621665648184715,0,,,,,,,0.07056908309459686,0.0,0.001,-0.041015176475048064,1085,0.2,0.15606057345867158,0.0,-7.53005341103119e-07,0.230302095413208
,,6540,,,,,-0.28463121,25408,218,1.67,0,0.69,,,,,,,,,,
6570,1.22,6570,4020,0.92,-0.07240454787854106,0,,,,,,,0.0855899378657341,0.0,0.001,-0.04148364514112472,1090,0.2,0.18159037530422212,0.0,-2.0221868870962114e-06,0.25599735975265503
,,6570,,,,,-0.30833202,25513,219,1.75,0,0.65,,,,,,,,,,
6600,1.26,6600,4035,0.92,-0.06920957695227116,0,,,,,,,0.056732065975666046,0.0,0.001,-0.041486068069934844,1095,0.2,0.12412041425704956,0.0,-3.77098724424485e-06,0.45885634422302246
,,6600,,,,,-0.30238449,25628,220,1.77,0,0.65,,,,,,,,,,
6630,1.26,6630,4054,0.9,-0.09138583471067249,0,,,,,,,0.09931837767362595,0.00018425187,0.001,-0.040464770048856735,1100,0.2,0.22028659284114838,0.0,-0.0006236805398172507,0.11100471019744873
,,6630,,,,,-0.25338208,25745,221,1.71,0,0.69,,,,,,,,,,
6660,1.18,6660,4077,0.94,-0.07066007180605084,0,,,,,,,0.16892807185649872,1.1920929e-07,0.001,-0.036289273947477343,1105,0.2,0.35965037941932676,0.0,-1.1777877681140581e-06,-0.6833444833755493
,,6660,,,,,-0.21787652,25852,222,1.62,0,0.73,,,,,,,,,,
6690,1.12,6690,4097,0.98,-0.009308632356114685,0,,,,,,,0.09713127464056015,0.0,0.001,-0.03339149057865143,1110,0.2,0.20858451426029206,0.0,-7.291634688044724e-07,-0.017170310020446777
,,6690,,,,,-0.18454927999999995,25959,223,1.59,0,0.76,,,,,,,,,,
6720,1.18,6720,4116,0.94,-0.0287190045369789,0,,,,,,,0.03985520079731941,0.0,0.001,-0.03169017918407917,1115,0.2,0.0877435564994812,0.0,-1.7205874449643944e-07,0.3913130760192871
,,6720,,,,,-0.16066727999999997,26064,224,1.55,0,0.78,,,,,,,,,,
6750,1.4,6750,4137,0.84,-0.17192018625326455,0,,,,,,,0.08753284066915512,0.0,0.001,-0.031684964150190356,1120,0.2,0.19621987044811248,0.0,-2.779563266486207e-06,0.07346433401107788
,,6750,,,,,-0.14630521999999999,26188,225,1.47,0,0.81,,,,,,,,,,
6780,1.24,6780,4154,0.9,-0.09445153024978936,0,,,,,,,0.039898261427879333,0.0010565559,0.001,-0.031773243099451065,1125,0.2,0.09003229886293411,0.006666667014360428,-0.0019614815591678437,0.5414903163909912
,,6780,,,,,-0.17450978,26303,226,1.5,0,0.79,,,,,,,,,,
6810,1.16,6810,4172,0.96,-0.050011165528558194,0,,,,,,,0.08050847053527832,2.6424726e-07,0.001,-0.038256239145994186,1130,0.2,0.17271746695041656,0.0,-1.7086664634291536e-07,0.31395530700683594
,,6810,,,,,-0.18754313,26412,227,1.54,0,0.77,,,,,,,,,,
6840,1.22,6840,4189,0.92,-0.06905320509336889,0,,,,,,,0.09983637928962708,1.3311704e-07,0.001,-0.04337686970829964,1135,0.2,0.2185632288455963,0.0,-5.5698553872218785e-06,0.056638479232788086
,,6840,,,,,-0.23337577000000004,26516,228,1.6,0,0.73,,,,,,,,,,
6870,1.14,6870,4206,0.94,-0.06916707477066666,0,,,,,,,0.0689912959933281,3.226598e-05,0.001,-0.04618005380034447,1140,0.2,0.14974855482578278,0.0,-7.455309124146937e-05,0.41448473930358887
,,6870,,,,,-0.26696354,26616,229,1.64,0,0.7,,,,,,,,,,
6900,1.32,6900,4228,0.86,-0.09272450059652329,0,,,,,,,0.08552028983831406,0.00042428175,0.001,-0.10141220539808274,1145,0.2,0.18777618706226348,0.0,-0.0005867218967370747,0.2289743423461914
,,6900,,,,,-0.27559729,26726,230,1.63,0,0.71,,,,,,,,,,
6930,1.26,6930,4243,0.9,-0.05055694586597383,0,,,,,,,0.07122284173965454,0.0,0.001,-0.04486072733998299,1150,0.2,0.16415102183818817,0.0,9.069840150033315e-07,0.3434731960296631
,,6930,,,,,-0.27679534,26839,231,1.65,0,0.7,,,,,,,,,,
6960,1.36,6960,4263,0.84,-0.15195772516075523,0,,,,,,,0.13296295702457428,0.0,0.001,-0.044229435920715335,1155,0.2,0.27406235337257384,0.0,-4.706780083907347e-07,0.21478331089019775
,,6960,,,,,-0.31464032999999997,26961,232,1.67,0,0.69,,,,,,,,,,
6990,1.34,6990,4277,0.86,-0.1307528891833499,0,,,,,,,0.05889144912362099,0.0,0.001,-0.0438208170235157,1160,0.2,0.141000659763813,0.0,7.311503225082561e-08,0.4905080795288086
,,6990,,,,,-0.29452186999999996,27075,233,1.72,0,0.68,,,,,,,,,,
7020,1.2,7020,4297,0.92,-0.08933476419188083,0,,,,,,,0.1518917977809906,0.0,0.001,-0.04340628534555435,1165,0.2,0.30977619886398317,0.0,-3.846486368530577e-07,-0.05422651767730713
,,7020,,,,,-0.29076641000000003,27175,234,1.67,0,0.7,,,,,,,,,,
7050,1.38,7050,4317,0.82,-0.13086691486649216,0,,,,,,,0.08787000924348831,0.0,0.001,-0.043535522371530536,1170,0.2,0.18631285130977632,0.0,-2.872943905884995e-07,0.24190974235534668
,,7050,,,,,-0.24611588999999998,27299,235,1.63,0,0.71,,,,,,,,,,
7080,1.26,7080,4335,0.88,-0.0719897899357602,0,,,,,,,0.08346285670995712,0.0,0.001,-0.04338061735033989,1175,0.2,0.18488142490386963,0.0,-4.6042103996057904e-07,-0.2283555269241333
,,7080,,,,,-0.26723805999999994,27413,236,1.65,0,0.7,,,,,,,,,,
7110,1.38,7110,4352,0.86,-0.132021004576236,0,,,,,,,0.09882719814777374,0.0005718827,0.001,-0.042341577261686324,1180,0.2,0.2178637683391571,0.0,-0.0024926859031737083,0.39038532972335815
,,7110,,,,,-0.28596282,27540,237,1.67,0,0.69,,,,,,,,,,
7140,1.3,7140,4367,0.9,-0.07208921427372843,0,,,,,,,0.07800683379173279,0.001406012,0.001,-0.037295597791671756,1185,0.2,0.19683283865451812,0.006666667014360428,-0.005041122424105637,0.2547968029975891
,,7140,,,,,-0.29107462000000006,27658,238,1.69,0,0.68,,,,,,,,,,
7170,1.22,7170,4389,0.9,-0.08942333694081754,0,,,,,,,0.10759760439395905,2.4636586e-07,0.001,-0.029035650938749314,1190,0.2,0.2219248354434967,0.0,-2.3353099566136847e-06,0.025559306144714355
,,7170,,,,,-0.2779980700000001,27775,239,1.64,0,0.7,,,,,,,,,,
7200,1.32,7200,4410,0.86,-0.11089684888254851,0,,,,,,,0.08687324076890945,2.7815501e-08,0.001,-0.0241118848323822,1195,0.2,0.21305217146873473,0.0,-4.355112665166416e-07,0.24590277671813965
,,7200,,,,,-0.25019093000000003,27897,240,1.56,0,0.75,,,,,,,,,,
7230,1.12,7230,4433,0.96,-0.02921630786266178,0,,,,,,,0.06480588763952255,0.0,0.001,-0.02259489558637142,1200,0.2,0.13930589854717254,0.0,1.2572606298277833e-06,0.16455721855163574
,,7230,,,,,-0.21565768000000002,28011,241,1.53,0,0.78,,,,,,,,,,
7260,1.16,7260,4449,0.94,-0.028412747643887997,0,,,,,,,0.054798804223537445,0.0,0.001,-0.020698273554444313,1205,0.2,0.1105961412191391,0.0,-1.589457090389601e-08,0.1633661389350891
,,7260,,,,,-0.19676765,28113,242,1.52,0,0.8,,,,,,,,,,
7290,1.22,7290,4467,0.9,-0.050371416555717585,0,,,,,,,0.11930985003709793,2.041459e-05,0.001,-0.020160742104053497,1210,0.2,0.27363168597221377,0.0,1.7883778164673457e-05,0.2596803903579712
,,7290,,,,,-0.19117549,28222,243,1.51,0,0.81,,,,,,,,,,
7320,1.16,7320,4484,0.96,-0.04814131240360439,0,,,,,,,0.1045728251338005,0.0,0.001,-0.02020350731909275,1215,0.2,0.2205585092306137,0.0,-5.038579335092663e-07,0.0890684723854065
,,7320,,,,,-0.20350896999999996,28329,244,1.58,0,0.78,,,,,,,,,,
7350,1.24,7350,4504,0.9,-0.09015357588417829,0,,,,,,,0.11287415772676468,0.0,0.001,-0.020541656389832498,1220,0.2,0.2329169988632202,0.0,-1.447598167914066e-06,-0.15517687797546387
,,7350,,,,,-0.22363107,28440,245,1.62,0,0.76,,,,,,,,,,
7380,1.34,7380,4523,0.84,-0.0906036810297519,0,,,,,,,0.08427583426237106,0.0,0.001,-0.019301096349954604,1225,0.2,0.17333443760871886,0.0,2.7815508119033437e-09,0.12194687128067017
,,7380,,,,,-0.20417578000000003,28563,246,1.6,0,0.76,,,,,,,,,,
7410,1.16,7410,4543,0.94,-0.06817138967104257,0,,,,,,,0.05952626094222069,0.00048100948,0.001,-0.07759918570518494,1230,0.2,0.12550715506076812,0.0,-0.0006764634483261034,0.18744409084320068
,,7410,,,,,-0.21237577,28681,247,1.62,0,0.73,,,,,,,,,,
7440,1.26,7440,4564,0.9,-0.10928047977853567,0,,,,,,,0.10317044705152512,0.0,0.001,-0.019615564867854117,1235,0.2,0.21146013140678405,0.0,8.519490467762125e-07,-0.0106889009475708
,,7440,,,,,-0.18733244000000002,28791,248,1.57,0,0.75,,,,,,,,,,
7470,1.4,7470,4579,0.84,-0.11202334615401924,0,,,,,,,0.06828185170888901,0.0,0.001,-0.019060003012418746,1240,0.2,0.14753957092761993,0.0,6.357829640535328e-09,0.2494218945503235
,,7470,,,,,-0.22408514999999998,28908,249,1.59,0,0.74,,,,,,,,,,
7500,1.16,7500,4597,0.94,-0.06821870867628604,0,,,,,,,0.11435266584157944,0.0,0.001,-0.018980616703629494,1245,0.2,0.2729505866765976,0.0,4.212061597286265e-08,0.10751509666442871
,,7500,,,,,-0.22906719000000006,29010,250,1.6,0,0.74,,,,,,,,,,
7530,1.24,7530,4614,0.9,-0.08987544225528836,0,,,,,,,0.10681259632110596,0.0,0.001,-0.0189445111900568,1250,0.2,0.2162167638540268,0.0,-1.9868215517249156e-09,0.12329137325286865
,,7530,,,,,-0.26419803000000003,29120,251,1.66,0,0.71,,,,,,,,,,
7560,1.1,7560,4630,0.96,-0.04718707216903567,0,,,,,,,0.06332460045814514,0.0,0.001,-0.019044829159975053,1255,0.2,0.14491726458072662,0.0,-1.4901161229374794e-07,0.4172171950340271
,,7560,,,,,-0.25388681999999996,29226,252,1.66,0,0.71,,,,,,,,,,
7590,1.24,7590,4649,0.9,-0.06968000539578498,0,,,,,,,0.0903085321187973,0.0,0.001,-0.018888948112726213,1260,0.2,0.20163629651069642,0.0,8.523464316567697e-08,-0.08341681957244873
,,7590,,,,,-0.27667219,29332,253,1.69,0,0.69,,,,,,,,,,
7620,1.16,7620,4669,0.96,-0.028912309291772544,0,,,,,,,0.10598615556955338,0.0,0.001,-0.018878118321299552,1265,0.2,0.24034008979797364,0.0,-5.324681779939056e-08,0.14623838663101196
,,7620,,,,,-0.24142657,29442,254,1.67,0,0.7,,,,,,,,,,
7650,1.18,7650,4687,0.92,-0.09431479355785996,0,,,,,,,0.03951588273048401,0.0,0.001,-0.01902814917266369,1270,0.2,0.09160537719726562,0.0,-8.18570443428257e-08,-0.009821891784667969
,,7650,,,,,-0.22928504,29571,255,1.67,0,0.7,,,,,,,,,,
7680,1.36,7680,4706,0.86,-0.09068130550440401,0,,,,,,,0.13122156262397766,0.0,0.001,-0.019070122763514517,1275,0.2,0.28049864172935485,0.0,1.0728835153628324e-08,0.07862597703933716
,,7680,,,,,-0.22011802999999996,29691,256,1.64,0,0.72,,,,,,,,,,
7710,1.42,7710,4721,0.82,-0.1358955688495189,0,,,,,,,0.10024569183588028,0.0,0.001,-0.01895449385046959,1280,0.2,0.21824671626091002,0.0,-7.39097601787364e-08,0.1599012017250061
,,7710,,,,,-0.24103709999999995,29814,257,1.66,0,0.7,,,,,,,,,,
7740,1.3,7740,4740,0.92,-0.051613301341421905,0,,,,,,,0.0861058309674263,0.0,0.001,-0.019224201515316963,1285,0.2,0.1764836072921753,0.0,-1.311302185502683e-07,0.2474784255027771
,,7740,,,,,-0.2506778,29940,258,1.65,0,0.71,,,,,,,,,,
7770,1.2,7770,4757,0.92,-0.06872807562351227,0,,,,,,,0.11381659656763077,0.0,0.001,-0.01895775683224201,1290,0.2,0.2457913041114807,0.0,-2.74181360282455e-08,0.24631482362747192
,,7770,,,,,-0.28054431,30053,259,1.7,0,0.69,,,,,,,,,,
7800,1.38,7800,4777,0.86,-0.11073458449915051,0,,,,,,,0.07574092596769333,0.0,0.001,-0.01898045800626278,1295,0.2,0.16353321969509124,0.0,-9.795029862758042e-08,0.37438279390335083
,,7800,,,,,-0.2883625,30163,260,1.65,0,0.71,,,,,,,,,,
7830,1.3,7830,4798,0.86,-0.11088413380552083,0,,,,,,,0.07439503073692322,0.0,0.001,-0.0188613872975111,1300,0.2,0.156802898645401,0.0,-5.1657359456669385e-08,0.3089163899421692
,,7830,,,,,-0.26510204,30287,261,1.62,0,0.71,,,,,,,,,,
7860,1.34,7860,4820,0.86,-0.11139336450025439,0,,,,,,,0.07896532118320465,0.0,0.001,-0.018986471369862555,1305,0.2,0.16866628527641297,0.0,-1.0530154170851347e-08,-0.09840238094329834
,,7860,,,,,-0.21093625000000002,30408,262,1.51,0,0.77,,,,,,,,,,
7890,1.36,7890,4841,0.84,-0.11271545103751122,0,,,,,,,0.09199018776416779,0.0,0.001,-0.01895357631146908,1310,0.2,0.19124679863452912,0.0,-1.0788440780729047e-07,0.26576441526412964
,,7890,,,,,-0.18127374000000004,30519,263,1.46,0,0.79,,,,,,,,,,
7920,1.14,7920,4858,0.94,-0.04810968569014221,0,,,,,,,0.029324516654014587,0.0,0.001,-0.019037827476859094,1315,0.2,0.06626775488257408,0.0,-1.3142824109024787e-07,0.47463613748550415
,,7920,,,,,-0.19475004,30624,264,1.49,0,0.78,,,,,,,,,,
7950,1.26,7950,4875,0.88,-0.07074331706855447,0,,,,,,,0.07045400887727737,0.0008177201,0.001,-0.019456801190972327,1320,0.2,0.16216280162334443,0.006666667014360428,-0.0027837592510813634,0.5731637477874756
,,7950,,,,,-0.19650093,30727,265,1.51,0,0.77,,,,,,,,,,
7980,1.28,7980,4892,0.9,-0.06938585632946342,0,,,,,,,0.08370912075042725,0.0,0.001,-0.021022267639636993,1325,0.2,0.19326335787773133,0.0,-8.914868001141941e-07,0.23171466588974
,,7980,,,,,-0.24374981,30839,266,1.6,0,0.73,,,,,,,,,,
8010,1.28,8010,4911,0.88,-0.09051360829733313,0,,,,,,,0.13560570776462555,0.0,0.001,-0.02251761928200722,1330,0.2,0.2708572268486023,0.0,-6.759166645053938e-07,0.11102432012557983
,,8010,,,,,-0.22582929999999998,30961,267,1.61,0,0.73,,,,,,,,,,
8040,1.18,8040,4933,0.96,-0.04888500008266419,0,,,,,,,0.11154571920633316,0.0,0.001,-0.023052633553743363,1335,0.2,0.2595882028341293,0.0,1.223882039269597e-07,0.15701252222061157
,,8040,,,,,-0.22894338,31077,268,1.61,0,0.74,,,,,,,,,,
8070,1.14,8070,4950,0.94,-0.06874538475181907,0,,,,,,,0.061399687081575394,0.5688905,0.001,-0.11751509308815003,1340,0.2,0.13792453110218048,0.026666668057441712,-0.002510584667325055,0.31500470638275146
,,8070,,,,,-0.24732070999999997,31183,269,1.64,0,0.72,,,,,,,,,,
8100,1.24,8100,4969,0.92,-0.08989830013830215,0,,,,,,,0.10467776656150818,0.0,0.001,-0.024893148243427275,1345,0.2,0.23192388713359832,0.0,7.242361841264255e-06,0.2261960506439209
,,8100,,,,,-0.25477561000000004,31298,270,1.64,0,0.72,,,,,,,,,,
8130,1.42,8130,4987,0.84,-0.13651846417225896,0,,,,,,,0.07721423357725143,3.973643e-09,0.001,-0.025958409160375596,1350,0.2,0.15983129143714905,0.0,-2.6945272825429357e-06,0.404407799243927
,,8130,,,,,-0.228165,31414,271,1.58,0,0.75,,,,,,,,,,
8160,1.1,8160,5004,0.98,-0.007693432774394751,0,,,,,,,0.10590928047895432,3.7749608e-08,0.001,-0.02685413509607315,1355,0.2,0.22703682780265808,0.0,-3.051718044524421e-05,0.05371999740600586
,,8160,,,,,-0.24887572000000002,31513,272,1.6,0,0.74,,,,,,,,,,
8190,1.14,8190,5023,0.94,-0.05060096929781139,0,,,,,,,0.10754427313804626,0.0,0.001,-0.026268503069877623,1360,0.2,0.2302599221467972,0.0,2.06033384531068e-06,-0.025881171226501465
,,8190,,,,,-0.26689083999999996,31617,273,1.65,0,0.71,,,,,,,,,,
8220,1.22,8220,5040,0.94,-0.05010138770565391,0,,,,,,,0.0844423770904541,7.947286e-09,0.001,-0.02776608020067215,1365,0.2,0.17712700366973877,0.0,4.322330217476633e-06,0.24656158685684204
,,8220,,,,,-0.26617178999999996,31724,274,1.65,0,0.71,,,,,,,,,,
8250,1.24,8250,5062,0.9,-0.07168360341805964,0,,,,,,,0.10790687799453735,0.0,0.001,-0.027054811641573907,1370,0.2,0.2366654694080353,0.0,-8.332729570348363e-07,0.025043368339538574
,,8250,,,,,-0.23879085,31835,275,1.63,0,0.73,,,,,,,,,,
8280,1.14,8280,5079,0.94,-0.02864851011428982,0,,,,,,,0.08583836257457733,0.0012599865,0.001,-0.08617456257343292,1375,0.2,0.1852319836616516,0.006666667014360428,-0.0013739021192304079,0.15587520599365234
,,8280,,,,,-0.22823841,31943,276,1.59,0,0.74,,,,,,,,,,
8310,1.26,8310,5095,0.9,-0.05057299469597638,0,,,,,,,0.0917247012257576,0.0047395765,0.001,-0.08733678609132767,1380,0.2,0.24606384634971618,0.020000001043081285,-0.011396051545937525,-0.12085044384002686
,,8310,,,,,-0.26840320000000006,32055,277,1.66,0,0.7,,,,,,,,,,
8340,1.38,8340,5115,0.84,-0.13197226985357702,0,,,,,,,0.06053665652871132,0.04365417,0.001,-0.03247287012636661,1385,0.2,0.1421810656785965,0.026666668057441712,-0.004537356359263356,0.37758690118789673
,,8340,,,,,-0.2176720900000001,32177,278,1.62,0,0.71,,,,,,,,,,
8370,1.26,8370,5132,0.88,-0.031899390434846284,0,,,,,,,0.10329728573560715,0.00038199822,0.001,-0.04788596704602242,1390,0.2,0.22058480083942414,0.0,-0.0007092412396261238,-0.1535588502883911
,,8370,,,,,-0.21532506999999998,32290,279,1.64,0,0.71,,,,,,,,,,
8400,1.22,8400,5149,0.9,-0.10993197547271848,0,,,,,,,0.07761184871196747,0.0029074668,0.001,-0.027749907597899436,1395,0.2,0.18066500425338744,0.013333334028720856,-0.004394430350512124,0.22018712759017944
,,8400,,,,,-0.22841018000000002,32411,280,1.67,0,0.7,,,,,,,,,,
8430,1.42,8430,5165,0.84,-0.13457538487855344,0,,,,,,,0.116674043238163,0.017676558,0.001,-0.18140988647937775,1400,0.2,0.27122952342033385,0.026666668057441712,-0.008649757355451548,-0.08658313751220703
,,8430,,,,,-0.27501627999999995,32538,281,1.75,0,0.66,,,,,,,,,,
8460,1.26,8460,5184,0.92,-0.07242532385513187,0,,,,,,,0.11504005640745163,2.3841858e-08,0.001,-0.018550532311201094,1405,0.2,0.2728348046541214,0.0,4.9352646875888695e-06,0.22138798236846924
,,8460,,,,,-0.25459783,32653,282,1.71,0,0.68,,,,,,,,,,
8490,1.3,8490,5203,0.86,-0.09042969170026481,0,,,,,,,0.12738531827926636,0.0024358253,0.001,-0.07105664312839508,1410,0.2,0.25900318622589114,0.013333334028720856,-0.0008795718464533308,-0.03302419185638428
,,8490,,,,,-0.25480257,32780,283,1.66,0,0.72,,,,,,,,,,
8520,1.16,8520,5219,0.96,-0.04867960457224399,0,,,,,,,0.11206171661615372,0.0,0.001,-0.016092004626989363,1415,0.2,0.24558314681053162,0.0,-5.511442722649917e-07,0.10312724113464355
,,8520,,,,,-0.27988815999999994,32888,284,1.71,0,0.7,,,,,,,,,,
