eval/mean_reward,env/current_idx,env/n_steps,time/total_timesteps,eval/success_rate,env/completion_counter,eval/mean_ep_length,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/n_updates,train/explained_variance
-0.09008732906077058,20773,33600,33600,0.9,0,1.2,,,,,,,0.08254257589578629,0.001,6.110314e-05,0.000390625,0.2,-0.04161400720477104,-0.00014447939888100335,0.15771284252405166,555,0.2359432578086853
,,,33600,,,,112,0,49304,1.61,-0.24286530999999997,0.76,,,,,,,,,,
-0.08986081291921437,20946,33900,33900,0.92,0,1.22,,,,,,,0.0707416832447052,0.001,0.0,0.0,0.2,-0.04000883139669895,4.061413108047418e-08,0.1766776353120804,560,0.27626973390579224
,,,33900,,,,113,0,49711,1.74,-0.21575635,0.72,,,,,,,,,,
-0.10994224939960986,21131,34200,34200,0.9,0,1.28,,,,,,,0.0680459588766098,0.001,7.299241e-08,0.0,0.2,-0.040446825325489044,-1.1177902891290615e-06,0.1563524529337883,565,0.29213422536849976
,,,34200,,,,114,0,50147,1.67,-0.28662593000000003,0.7,,,,,,,,,,
-0.08854534346610307,21325,34500,34500,0.92,0,1.2,,,,,,,0.10085338354110718,0.001,9.7081065e-06,0.0,0.2,-0.04052474983036518,-3.6628950199890656e-05,0.1958932876586914,570,0.16565310955047607
,,,34500,,,,115,0,50549,1.58,-0.23240547,0.76,,,,,,,,,,
-0.10985365498345345,21522,34800,34800,0.9,0,1.26,,,,,,,0.06081175059080124,0.001,0.00029061985,0.0,0.2,-0.03894490599632263,-0.0007355899011628253,0.18390412926673888,575,0.25366097688674927
,,,34800,,,,116,0,50961,1.64,-0.28290812,0.72,,,,,,,,,,
-0.11305489366408437,21712,35100,35100,0.86,0,1.34,,,,,,,0.09257301688194275,0.001,2.4593213e-05,0.0,0.2,-0.031512392312288286,8.608900364492911e-05,0.1817629389464855,580,0.27513474225997925
,,,35100,,,,117,0,51375,1.56,-0.19155691,0.8,,,,,,,,,,
-0.1312035039346665,21897,35400,35400,0.86,0,1.32,,,,,,,0.10362637788057327,0.001,0.0,0.0,0.2,-0.030522012896835805,5.379065257216098e-07,0.18591874092817307,585,0.1835712194442749
,,,35400,,,,118,0,51783,1.62,-0.26052244,0.73,,,,,,,,,,
-0.09120373791083694,22091,35700,35700,0.9,0,1.28,,,,,,,0.07263390719890594,0.001,1.1985635e-05,0.0,0.2,-0.03202675580978394,-8.061203530473904e-05,0.173574735224247,590,0.24956238269805908
,,,35700,,,,119,0,52192,1.5,-0.18956629000000005,0.79,,,,,,,,,,
-0.13128556294366717,22297,36000,36000,0.88,0,1.32,,,,,,,0.05331491306424141,0.001,0.0003634746,0.0022727273404598235,0.2,-0.035007798299193385,0.00014034222556063013,0.1537910908460617,595,0.30269140005111694
,,,36000,,,,120,0,52608,1.55,-0.21607123,0.8,,,,,,,,,,
-0.028527486138045788,22492,36300,36300,0.96,0,1.14,,,,,,,0.08568958193063736,0.001,1.9799452e-05,0.0,0.2,-0.03881603702902794,-0.00011885587645110718,0.17758620977401735,600,0.2046058177947998
,,,36300,,,,121,0,53017,1.43,-0.18042192999999998,0.83,,,,,,,,,,
-0.007651550220325589,22684,36600,36600,0.94,0,1.12,,,,,,,0.07482971996068954,0.001,2.483052e-05,0.0,0.2,-0.03507750928401947,-6.590198508504841e-05,0.14716041535139085,605,0.33350950479507446
,,,36600,,,,122,0,53436,1.52,-0.17954349999999997,0.8,,,,,,,,,,
-0.046816730690188706,22879,36900,36900,0.96,0,1.08,,,,,,,0.06981261074542999,0.001,8.15527e-05,0.00078125,0.2,-0.03805879056453705,-0.0002687961625611024,0.16804973781108856,610,0.24722856283187866
,,,36900,,,,123,0,53840,1.59,-0.241195,0.74,,,,,,,,,,
-0.10967559579759836,23069,37200,37200,0.9,0,1.24,,,,,,,0.06385023146867752,0.001,6.325037e-05,0.000390625,0.2,-0.04128859229385853,-0.00014787562752189843,0.15591758936643602,615,0.3245973587036133
,,,37200,,,,124,0,54250,1.54,-0.1754797,0.8,,,,,,,,,,
-0.10984519176185131,23261,37500,37500,0.88,0,1.32,,,,,,,0.06786786764860153,0.001,0.00056584727,0.005326704680919647,0.2,-0.03556430898606777,-0.0007204067318525631,0.17426444888114928,620,0.16928666830062866
,,,37500,,,,125,0,54668,1.54,-0.19414394,0.8,,,,,,,,,,
-0.08871399513445795,23451,37800,37800,0.9,0,1.24,,,,,,,0.07998012006282806,0.001,3.153056e-07,0.0,0.2,-0.028617522865533828,4.172837387272921e-05,0.15830113589763642,625,0.2522408962249756
,,,37800,,,,126,0,55083,1.55,-0.22005983999999998,0.77,,,,,,,,,,
-0.11212612608447671,23639,38100,38100,0.86,0,1.34,,,,,,,0.06576069444417953,0.001,2.7202641e-05,0.0,0.2,-0.0302095266059041,-0.00035298796984424287,0.1858619973063469,630,0.15241330862045288
,,,38100,,,,127,0,55523,1.6,-0.25214182,0.76,,,,,,,,,,
-0.06898270273115487,23815,38400,38400,0.94,0,1.16,,,,,,,0.098067507147789,0.001,0.00031004281,0.001171875,0.2,-0.02798306178301573,-0.0007340694502090628,0.19661060869693756,635,0.22698360681533813
,,,38400,,,,128,0,55921,1.76,-0.23824241000000002,0.69,,,,,,,,,,
-0.028766641542315483,24006,38700,38700,0.94,0,1.16,,,,,,,0.08580414950847626,0.001,1.5133992e-08,0.0,0.2,-0.024830037169158457,3.1744629430363604e-05,0.18740323483943938,640,0.17827904224395752
,,,38700,,,,129,0,56340,1.7,-0.28276271999999997,0.72,,,,,,,,,,
-0.07104390409309418,24203,39000,39000,0.92,0,1.24,,,,,,,0.073899045586586,0.001,2.481183e-05,0.0,0.2,-0.02471939530223608,-0.00010168377960848574,0.15287292003631592,645,0.4111621379852295
,,,39000,,,,130,0,56758,1.56,-0.19367008,0.76,,,,,,,,,,
-0.09216389153152704,24395,39300,39300,0.92,0,1.3,,,,,,,0.0798964649438858,0.001,5.500282e-05,0.0,0.2,-0.023830553516745567,-3.441136994979388e-05,0.16948518306016921,650,0.2249382734298706
,,,39300,,,,131,0,57173,1.44,-0.16982461999999998,0.82,,,,,,,,,,
-0.11137346750125289,24581,39600,39600,0.88,0,1.34,,,,,,,0.06494126468896866,0.001,0.0,0.0,0.2,-0.02267871666699648,1.0481612235935245e-07,0.14892764687538146,655,0.3382658362388611
,,,39600,,,,132,0,57591,1.71,-0.2798532100000001,0.7,,,,,,,,,,
-0.06946451262570917,24767,39900,39900,0.9,0,1.2,,,,,,,0.10238077491521835,0.001,1.2604869e-05,0.0,0.2,-0.02180903051048517,-0.00023175444433052306,0.17551212385296822,660,0.26529425382614136
,,,39900,,,,133,0,58014,1.7,-0.26124615,0.7,,,,,,,,,,
-0.1322443398460746,24950,40200,40200,0.86,0,1.34,,,,,,,0.0757773295044899,0.001,2.9421328e-09,0.0,0.2,-0.018804820813238622,9.16057354061195e-07,0.16602515578269958,665,0.29941272735595703
,,,40200,,,,134,0,58429,1.66,-0.22797170999999994,0.74,,,,,,,,,,
-0.13189855014905333,25144,40500,40500,0.84,0,1.32,,,,,,,0.08305837959051132,0.001,0.0,0.0,0.2,-0.01727825663983822,7.441267317886968e-08,0.17341525107622147,670,0.24758028984069824
,,,40500,,,,135,0,58837,1.54,-0.19473024000000003,0.8,,,,,,,,,,
-0.08997276259586215,25327,40800,40800,0.92,0,1.26,,,,,,,0.09891878068447113,0.001,4.564668e-05,0.0,0.2,-0.016188023518770932,-0.00023919567046046808,0.17361514791846275,675,0.14415961503982544
,,,40800,,,,136,0,59264,1.71,-0.29874482999999996,0.67,,,,,,,,,,
-0.13197788722347467,25511,41100,41100,0.88,0,1.36,,,,,,,0.066596619784832,0.001,4.9000257e-05,0.000390625,0.2,-0.014001859351992607,-0.00018152208490853638,0.17516137808561325,680,0.2814342975616455
,,,41100,,,,137,0,59680,1.6,-0.24071984000000002,0.76,,,,,,,,,,
-0.0720471206586808,25690,41400,41400,0.92,0,1.18,,,,,,,0.09524188190698624,0.001,0.0,0.0,0.2,-0.012737769819796085,-4.424417273440895e-07,0.1688574232161045,685,0.24889999628067017
,,,41400,,,,138,0,60095,1.65,-0.24850334999999993,0.75,,,,,,,,,,
-0.08833830813877284,25884,41700,41700,0.92,0,1.2,,,,,,,0.09309668093919754,0.001,7.4645504e-07,0.0,0.2,-0.01245605880394578,-6.729567594732089e-06,0.20038566142320632,690,0.14280933141708374
,,,41700,,,,139,0,60521,1.47,-0.18510154999999998,0.8,,,,,,,,,,
-0.23516422284767033,26064,42000,42000,0.78,0,1.5,,,,,,,0.05974164605140686,0.001,0.0,0.0,0.2,-0.012689639255404473,-1.1429825974573759e-10,0.16470346599817276,695,0.2942059636116028
,,,42000,,,,140,0,60947,1.74,-0.24937823,0.71,,,,,,,,,,
-0.09009983946569264,26252,42300,42300,0.92,0,1.22,,,,,,,0.08977730572223663,0.001,0.0,0.0,0.2,-0.012865699734538794,5.884265963373991e-10,0.18443519175052642,700,0.19354593753814697
,,,42300,,,,141,0,61385,1.73,-0.27057643000000003,0.7,,,,,,,,,,
-0.049468644806183876,26455,42600,42600,0.96,0,1.16,,,,,,,0.09630178660154343,0.001,0.0,0.0,0.2,-0.012971528992056846,9.723854432763802e-09,0.16602979302406312,705,0.2870389223098755
,,,42600,,,,142,0,61818,1.47,-0.16840254999999998,0.82,,,,,,,,,,
-0.09048720004968346,26640,42900,42900,0.88,0,1.3,,,,,,,0.09978991001844406,0.001,7.5860456e-08,0.0,0.2,-0.013265259098261595,-2.50650026085264e-05,0.16757732927799224,710,0.210688054561615
,,,42900,,,,143,0,62248,1.63,-0.24722798000000004,0.74,,,,,,,,,,
-0.049227274009026586,26824,43200,43200,0.94,0,1.14,,,,,,,0.07635051012039185,0.001,2.3283064e-10,0.0,0.2,-0.013119881879538298,-4.389492652023819e-07,0.16969157755374908,715,0.28840404748916626
,,,43200,,,,144,0,62691,1.72,-0.3002805,0.7,,,,,,,,,,
-0.11025196281727404,27017,43500,43500,0.88,0,1.28,,,,,,,0.11931174248456955,0.001,0.0,0.0,0.2,-0.013045083917677402,9.791586652596607e-09,0.21684202849864959,720,0.14782404899597168
,,,43500,,,,145,0,63125,1.58,-0.17450603999999997,0.77,,,,,,,,,,
-0.17464718798641116,27215,43800,43800,0.82,0,1.38,,,,,,,0.07274839282035828,0.001,0.0,0.0,0.2,-0.013253704272210598,-2.0796432500524987e-07,0.1608249567449093,725,0.24736422300338745
,,,43800,,,,146,0,63563,1.43,-0.17887010999999997,0.82,,,,,,,,,,
-0.05108536808751524,27401,44100,44100,0.9,0,1.3,,,,,,,0.10399524122476578,0.001,2.3611356e-05,0.0,0.2,-0.01256318660452962,-0.00015936889685743693,0.17891186326742173,730,0.2741461992263794
,,,44100,,,,147,0,63985,1.55,-0.24816645999999995,0.76,,,,,,,,,,
-0.048656816515140235,27590,44400,44400,0.94,0,1.18,,,,,,,0.11150901764631271,0.001,2.3283064e-10,0.0,0.2,-0.01099641565233469,-3.408090277545739e-07,0.21371742933988572,735,0.19870400428771973
,,,44400,,,,148,0,64420,1.68,-0.23106445999999997,0.73,,,,,,,,,,
-0.06813692802097648,27778,44700,44700,0.94,0,1.18,,,,,,,0.07489349693059921,0.001,0.0,0.0,0.2,-0.010213054437190294,-1.1387535359119738e-08,0.15507929474115373,740,0.3210834264755249
,,,44700,,,,149,0,64847,1.66,-0.2796193,0.74,,,,,,,,,,
-0.008370695635676384,27967,45000,45000,0.96,0,1.14,,,,,,,0.07629083096981049,0.001,0.0,0.0,0.2,-0.009962073899805546,-8.475035517818696e-09,0.18210056871175767,745,0.2539496421813965
,,,45000,,,,150,0,65262,1.72,-0.26370724,0.67,,,,,,,,,,
-0.0907049618056044,28158,45300,45300,0.86,0,1.32,,,,,,,0.10538360476493835,0.001,0.0,0.0,0.2,-0.009912509843707085,-1.2530521509290793e-09,0.18428164720535278,750,0.2705311179161072
,,,45300,,,,151,0,65673,1.62,-0.20748105,0.78,,,,,,,,,,
-0.06819618441164493,28337,45600,45600,0.92,0,1.18,,,,,,,0.05517137423157692,0.001,0.0,0.0,0.2,-0.0098695264197886,-3.608451644154798e-08,0.1402372859418392,755,0.3048200011253357
,,,45600,,,,152,0,66085,1.7,-0.26940065,0.7,,,,,,,,,,
-0.08946721978951246,28530,45900,45900,0.92,0,1.2,,,,,,,0.08071592450141907,0.001,0.0,0.0,0.2,-0.00986045179888606,2.2013146860899724e-10,0.1548396296799183,760,0.34184539318084717
,,,45900,,,,153,0,66498,1.54,-0.23810065000000002,0.75,,,,,,,,,,
-0.11221387894358487,28713,46200,46200,0.88,0,1.3,,,,,,,0.07171311974525452,0.001,0.0,0.0,0.2,-0.009849764220416547,5.274672254529378e-09,0.1669835351407528,765,0.31441569328308105
,,,46200,,,,154,0,66946,1.58,-0.20791006,0.77,,,,,,,,,,
-0.13087295859120787,28899,46500,46500,0.86,0,1.32,,,,,,,0.0946357250213623,0.001,0.0,0.0,0.2,-0.009851682838052512,3.577125440301643e-09,0.18980566710233687,770,0.18941068649291992
,,,46500,,,,155,0,67398,1.6,-0.25815994,0.76,,,,,,,,,,
-0.08969669170677662,29081,46800,46800,0.9,0,1.22,,,,,,,0.08920363336801529,0.001,0.0,0.0,0.2,-0.009850330464541913,1.2022528750321725e-09,0.16489364057779313,775,0.2622414231300354
,,,46800,,,,156,0,67824,1.62,-0.23172874999999993,0.73,,,,,,,,,,
-0.06880199867300689,29256,47100,47100,0.94,0,1.16,,,,,,,0.11622850596904755,0.001,7.770723e-06,0.0,0.2,-0.01012751404196024,-4.637244961784859e-05,0.18411621004343032,780,0.21595889329910278
,,,47100,,,,157,0,68252,1.74,-0.29460885,0.7,,,,,,,,,,
-0.048486759066581724,29454,47400,47400,0.92,0,1.22,,,,,,,0.08124199509620667,0.001,0.0,0.0,0.2,-0.010961736738681793,8.202835282133946e-08,0.18795273154973985,785,0.25060248374938965
,,,47400,,,,158,0,68684,1.48,-0.13535165000000002,0.82,,,,,,,,,,
-0.13111984899267554,29644,47700,47700,0.88,0,1.3,,,,,,,0.1014179214835167,0.001,0.0,0.0,0.2,-0.011440264340490103,-6.053385064319627e-08,0.17871512174606324,790,0.20981061458587646
,,,47700,,,,159,0,69118,1.68,-0.26646443000000003,0.73,,,,,,,,,,
-0.07250660082791001,29825,48000,48000,0.94,0,1.18,,,,,,,0.09007958322763443,0.001,0.0,0.0,0.2,-0.011512143723666667,5.266205693743586e-09,0.16233447939157486,795,0.28802061080932617
,,,48000,,,,160,0,69572,1.72,-0.29805211,0.69,,,,,,,,,,
-0.0481113272998482,30010,48300,48300,0.96,0,1.16,,,,,,,0.08161298930644989,0.001,1.7788378e-05,0.0,0.2,-0.011196439247578382,-5.7007617892423924e-05,0.1991299644112587,800,0.25294017791748047
,,,48300,,,,161,0,69978,1.66,-0.2998619,0.73,,,,,,,,,,
-0.13387713794596492,30183,48600,48600,0.88,0,1.28,,,,,,,0.10651615262031555,0.001,0.0,0.0,0.2,-0.01016723895445466,5.774030459093638e-07,0.1752447798848152,805,0.36011457443237305
,,,48600,,,,162,0,70406,1.7,-0.26696397000000005,0.68,,,,,,,,,,
-0.11026230377145112,30377,48900,48900,0.86,0,1.3,,,,,,,0.12176563590765,0.001,6.9849193e-10,0.0,0.2,-0.01009851647540927,-8.546831971045776e-07,0.21226259768009187,810,0.19639110565185547
,,,48900,,,,163,0,70838,1.48,-0.18533750999999996,0.82,,,,,,,,,,
-0.09179802027065306,30564,49200,49200,0.9,0,1.22,,,,,,,0.08842946588993073,0.001,7.286924e-05,0.000390625,0.2,-0.009198435954749585,-0.0007460530783811147,0.15957172513008117,815,0.3039228916168213
,,,49200,,,,164,0,71250,1.61,-0.24070779,0.77,,,,,,,,,,
-0.06893675456754864,30764,49500,49500,0.92,0,1.2,,,,,,,0.10870154201984406,0.001,9.279698e-06,0.0,0.2,-0.00821748012676835,0.0003521244912064958,0.17871687561273575,820,0.27677714824676514
,,,49500,,,,165,0,71811,1.54,-0.19385062000000006,0.77,,,,,,,,,,
-0.05020946906413883,30958,49800,49800,0.88,0,1.3,,,,,,,0.06947355717420578,0.001,1.8404204e-08,0.0,0.2,-0.010402346774935723,1.2853944539870099e-07,0.14786211997270585,825,0.37259137630462646
,,,49800,,,,166,0,72248,1.61,-0.25250079999999997,0.73,,,,,,,,,,
-0.08988789879251272,31147,50100,50100,0.9,0,1.3,,,,,,,0.09377027302980423,0.001,0.0,0.0,0.2,-0.011927923839539289,1.4921057953642957e-07,0.19636545479297637,830,0.2248712182044983
,,,50100,,,,167,0,72693,1.56,-0.22368731000000003,0.77,,,,,,,,,,
-0.029592958129942417,31339,50400,50400,0.94,0,1.24,,,,,,,0.07083810865879059,0.001,0.0,0.0,0.2,-0.012486726325005294,-5.99602410389366e-08,0.16851773783564566,835,0.2721015214920044
,,,50400,,,,168,0,73126,1.54,-0.20176744,0.78,,,,,,,,,,
-0.10943680484313517,31523,50700,50700,0.9,0,1.26,,,,,,,0.06808846443891525,0.001,0.0,0.0,0.2,-0.012889110017567873,-2.9793856448634414e-08,0.17761519104242324,840,0.13942402601242065
,,,50700,,,,169,0,73560,1.73,-0.3619162900000001,0.67,,,,,,,,,,
-0.06977300069760531,31709,51000,51000,0.92,0,1.22,,,,,,,0.06852469593286514,0.001,0.0,0.0,0.2,-0.012772884126752615,-7.575462657172238e-09,0.16931876838207244,845,0.3787456154823303
,,,51000,,,,170,0,73979,1.61,-0.24342260999999998,0.75,,,,,,,,,,
-0.06819648609496654,31907,51300,51300,0.92,0,1.18,,,,,,,0.0739813968539238,0.001,0.0,0.0,0.2,-0.012778114154934883,-2.606009874561721e-08,0.18165804147720338,850,0.23846668004989624
,,,51300,,,,171,0,74448,1.53,-0.24478345999999998,0.77,,,,,,,,,,
-0.02787267420440912,32099,51600,51600,0.96,0,1.1,,,,,,,0.0633065477013588,0.001,4.582922e-06,0.0,0.2,-0.012668497674167157,-3.702202811810551e-05,0.13841167390346526,855,0.4016728401184082
,,,51600,,,,172,0,74882,1.58,-0.18489018000000002,0.75,,,,,,,,,,
-0.06788961041718722,32284,51900,51900,0.94,0,1.18,,,,,,,0.06819935888051987,0.001,0.0,0.0,0.2,-0.01199714494869113,-6.452160263847873e-08,0.16376453638076782,860,0.2722216844558716
,,,51900,,,,173,0,75312,1.63,-0.24186688999999997,0.74,,,,,,,,,,
-0.0714084069756791,32474,52200,52200,0.94,0,1.14,,,,,,,0.08603447675704956,0.001,0.00030326133,0.0030539773404598238,0.2,-0.012862862274050712,-0.0010892034254254667,0.1805265873670578,865,0.29652470350265503
,,,52200,,,,174,0,75734,1.57,-0.21754090999999998,0.76,,,,,,,,,,
-0.05193280909676105,32663,52500,52500,0.94,0,1.14,,,,,,,0.08852134644985199,0.001,2.1735672e-05,0.0,0.2,-0.014146724995225669,-0.00016882104576936284,0.17200278043746947,870,0.21530228853225708
,,,52500,,,,175,0,76165,1.55,-0.23465526,0.77,,,,,,,,,,
-0.09177237424999475,32856,52800,52800,0.88,0,1.28,,,,,,,0.10613513737916946,0.001,0.0,0.0,0.2,-0.012491474021226167,-1.2330710950081424e-07,0.18140427768230438,875,0.2991933822631836
,,,52800,,,,176,0,76588,1.57,-0.22028936999999998,0.76,,,,,,,,,,
-0.06930315441451967,33039,53100,53100,0.92,0,1.2,,,,,,,0.08865465223789215,0.001,0.0,0.0,0.2,-0.011759963631629945,6.565400925140353e-08,0.1721480056643486,880,0.259391725063324
,,,53100,,,,177,0,77020,1.74,-0.29317060000000006,0.7,,,,,,,,,,
-0.1099318911228329,33227,53400,53400,0.9,0,1.2,,,,,,,0.10951375216245651,0.001,3.523752e-05,0.0,0.2,-0.011925142724066973,-0.0001366804113104081,0.2018922358751297,885,0.25839072465896606
,,,53400,,,,178,0,77457,1.63,-0.24104337999999997,0.74,,,,,,,,,,
-0.04921120568178594,33424,53700,53700,0.92,0,1.2,,,,,,,0.09854470193386078,0.001,0.0,0.0,0.2,-0.013439988903701305,-6.897713760167789e-08,0.19693869203329087,890,0.23269063234329224
,,,53700,,,,179,0,77890,1.52,-0.23794766999999997,0.77,,,,,,,,,,
-0.08924135345965624,33605,54000,54000,0.9,0,1.24,,,,,,,0.07302044332027435,0.001,1.4374964e-05,0.0,0.2,-0.014525319449603558,-6.545361300744901e-05,0.14346663132309914,895,0.408458411693573
,,,54000,,,,180,0,78336,1.55,-0.22825076999999996,0.77,,,,,,,,,,
-0.05022953995969146,33794,54300,54300,0.96,0,1.14,,,,,,,0.06646182388067245,0.001,0.00041900825,0.0022727273404598235,0.2,-0.016016298346221446,-0.0003390196851050575,0.15756342560052872,900,0.36030298471450806
,,,54300,,,,181,0,78743,1.66,-0.24506281000000005,0.72,,,,,,,,,,
-0.08985594052821398,33985,54600,54600,0.9,0,1.26,,,,,,,0.0960320308804512,0.001,3.0966476e-08,0.0,0.2,-0.018561435863375664,-1.932494342327118e-07,0.17504044473171235,905,0.2654018998146057
,,,54600,,,,182,0,79198,1.53,-0.22322768000000004,0.77,,,,,,,,,,
-0.10896843399852514,34179,54900,54900,0.88,0,1.26,,,,,,,0.07705585658550262,0.001,7.414748e-05,0.000390625,0.2,-0.018644466437399386,-0.0004235205091031702,0.1679883912205696,910,0.2936824560165405
,,,54900,,,,183,0,79628,1.54,-0.21199046,0.78,,,,,,,,,,
-0.0691918214596808,34366,55200,55200,0.92,0,1.2,,,,,,,0.07947886735200882,0.001,0.0,0.0,0.2,-0.015670434664934875,1.7591201739719509e-07,0.16401673406362532,915,0.2568836212158203
,,,55200,,,,184,0,80058,1.63,-0.22916390999999997,0.75,,,,,,,,,,
-0.1115979260345921,34559,55500,55500,0.88,0,1.3,,,,,,,0.08067446947097778,0.001,0.0,0.0,0.2,-0.014485458936542272,-2.8633090298768593e-07,0.17305954098701476,920,0.26177167892456055
,,,55500,,,,185,0,80476,1.49,-0.17037295,0.82,,,,,,,,,,
-0.0697031415021047,34748,55800,55800,0.92,0,1.24,,,,,,,0.09991021454334259,0.001,0.0,0.0,0.2,-0.014109409507364034,4.280062313455346e-08,0.15617094486951827,925,0.2286720871925354
,,,55800,,,,186,0,80888,1.58,-0.19885395999999997,0.77,,,,,,,,,,
-0.10925691273994743,34950,56100,56100,0.88,0,1.26,,,,,,,0.11040406674146652,0.001,0.0,0.0,0.2,-0.013946538977324962,-5.348331586496613e-08,0.1804153874516487,930,0.1911066770553589
,,,56100,,,,187,0,81347,1.48,-0.19964667,0.8,,,,,,,,,,
-0.109653649344109,35121,56400,56400,0.9,0,1.3,,,,,,,0.06812385469675064,0.001,0.0,0.0,0.2,-0.013903809897601604,-1.806342488919199e-08,0.14577691107988358,935,0.3539050221443176
,,,56400,,,,188,0,81784,1.66,-0.27959873999999996,0.72,,,,,,,,,,
-0.11063453298993409,35302,56700,56700,0.9,0,1.22,,,,,,,0.08436400443315506,0.001,4.440779e-06,0.0,0.2,-0.014034432359039783,-2.709738910224857e-05,0.17032730877399443,940,0.2858058214187622
,,,56700,,,,189,0,82204,1.69,-0.30742082,0.69,,,,,,,,,,
-0.06990309284068644,35487,57000,57000,0.92,0,1.28,,,,,,,0.07940129190683365,0.001,0.0,0.0,0.2,-0.014725178387016058,9.76195337898389e-09,0.18448309898376464,945,0.23608267307281494
,,,57000,,,,190,0,82640,1.62,-0.24199768,0.74,,,,,,,,,,
-0.1373219791147858,35671,57300,57300,0.84,0,1.4,,,,,,,0.06861407309770584,0.001,0.0,0.0,0.2,-0.015184814296662807,4.377215923057065e-09,0.15538146197795868,950,0.359658420085907
,,,57300,,,,191,0,83062,1.68,-0.26622489,0.74,,,,,,,,,,
-0.049082221440039576,35857,57600,57600,0.9,0,1.22,,,,,,,0.05098721385002136,0.001,0.00010366202,0.0026633523404598234,0.2,-0.014202688541263341,-0.001699102468707281,0.14160754531621933,955,0.3789284825325012
,,,57600,,,,192,0,83525,1.69,-0.24335315000000002,0.71,,,,,,,,,,
-0.11013184296432882,36050,57900,57900,0.86,0,1.34,,,,,,,0.0744318813085556,0.001,0.0,0.0,0.2,-0.012660670373588801,8.32263697958524e-09,0.15044299215078355,960,0.32762420177459717
,,,57900,,,,193,0,83957,1.55,-0.20939360999999998,0.81,,,,,,,,,,
-0.04839410189073533,36246,58200,58200,0.94,0,1.14,,,,,,,0.07938795536756516,0.001,0.0,0.0,0.2,-0.012190626747906209,-7.967041515399843e-09,0.16040359139442445,965,0.32286345958709717
,,,58200,,,,194,0,84384,1.49,-0.13024576999999998,0.83,,,,,,,,,,
-0.08873988435603679,36432,58500,58500,0.88,0,1.28,,,,,,,0.08438611775636673,0.001,1.8626451e-09,0.0,0.2,-0.012582971900701522,-4.402264512037846e-06,0.17480923533439635,970,0.1780816912651062
,,,58500,,,,195,0,84816,1.62,-0.2603412,0.73,,,,,,,,,,
-0.06867463390342891,36630,58800,58800,0.92,0,1.22,,,,,,,0.07342797517776489,0.001,0.0,0.0,0.2,-0.011980121675878763,1.7974525690078736e-08,0.1737946718931198,975,0.2819671034812927
,,,58800,,,,196,0,85258,1.48,-0.18601290000000006,0.82,,,,,,,,,,
-0.0691982716601342,36816,59100,59100,0.94,0,1.22,,,,,,,0.07973522692918777,0.001,0.0,0.0,0.2,-0.011931331548839807,-3.8522882661595757e-10,0.16673929244279861,980,0.2163463830947876
,,,59100,,,,197,0,85696,1.57,-0.23649156999999996,0.77,,,,,,,,,,
-0.06922957372386009,36998,59400,59400,0.92,0,1.18,,,,,,,0.09288614243268967,0.001,0.0,0.0,0.2,-0.011918421275913716,2.3875724508570784e-09,0.18071801960468292,985,0.3246784806251526
,,,59400,,,,198,0,86170,1.59,-0.22229019,0.77,,,,,,,,,,
-0.04915944368578493,37193,59700,59700,0.96,0,1.1,,,,,,,0.08811438083648682,0.001,0.0,0.0,0.2,-0.01198127567768097,7.209283481302009e-09,0.16208408921957015,990,0.33906006813049316
,,,59700,,,,199,0,86589,1.52,-0.20262152000000003,0.81,,,,,,,,,,
-0.07075900216586888,37384,60000,60000,0.92,0,1.18,,,,,,,0.09415869414806366,0.001,0.0,0.0,0.2,-0.01199645372107625,-9.486790197854588e-09,0.1706838473677635,995,0.31059491634368896
,,,60000,,,,200,0,87032,1.58,-0.23493581000000005,0.75,,,,,,,,,,
-0.11269888576120138,37581,60300,60300,0.88,0,1.32,,,,,,,0.07553274929523468,0.001,0.0,0.0,0.2,-0.011918369308114051,-1.3546501698158408e-10,0.1594971552491188,1000,0.3016536831855774
,,,60300,,,,201,0,87488,1.54,-0.23903765,0.77,,,,,,,,,,
-0.027171650994569065,37764,60600,60600,0.98,0,1.1,,,,,,,0.07865191996097565,0.001,1.0676216e-05,0.0,0.2,-0.012394670024514198,-5.2156447516171764e-05,0.16023071855306625,1005,0.3312540054321289
,,,60600,,,,202,0,87913,1.62,-0.22437648999999996,0.75,,,,,,,,,,
-0.06920833283104003,37961,60900,60900,0.92,0,1.24,,,,,,,0.0968986451625824,0.001,4.4729095e-06,0.0,0.2,-0.013359438441693784,-1.3645022541197704e-05,0.16391754448413848,1010,0.3006201982498169
,,,60900,,,,203,0,88448,1.38,-0.18673741999999996,0.83,,,,,,,,,,
-0.048757631238549946,38152,61200,61200,0.94,0,1.14,,,,,,,0.08030099421739578,0.001,0.0,0.0,0.2,-0.014323790837079287,-7.271089366156503e-08,0.16052382811903954,1015,0.31595301628112793
,,,61200,,,,204,0,88881,1.58,-0.22764726,0.77,,,,,,,,,,
-0.0896034055063501,38363,61500,61500,0.9,0,1.22,,,,,,,0.07282735407352448,0.001,4.4302433e-05,0.0,0.2,-0.014241219777613879,-0.00021296204822078834,0.16671665608882905,1020,0.3062826991081238
