eval/mean_reward,env/current_idx,env/n_steps,time/total_timesteps,eval/success_rate,env/completion_counter,eval/mean_ep_length,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/n_updates,train/explained_variance
,,,61500,,,,205,0,89336,1.54,-0.20252765999999997,0.79,,,,,,,,,,
-0.04764069678261876,38558,61800,61800,0.94,0,1.12,,,,,,,0.07227832823991776,0.001,2.9428862e-05,0.0,0.2,-0.011897274665534497,-7.101407443919073e-05,0.162605831772089,1025,0.18487083911895752
,,,61800,,,,206,0,89776,1.52,-0.20889680000000002,0.77,,,,,,,,,,
-0.05027036661747843,38745,62100,62100,0.96,0,1.12,,,,,,,0.06117943301796913,0.001,0.0,0.0,0.2,-0.010372536536306144,-1.1721541106624045e-07,0.1510428950190544,1030,0.2629316449165344
,,,62100,,,,207,0,90230,1.65,-0.2656315799999999,0.72,,,,,,,,,,
-0.04887656010687351,38932,62400,62400,0.94,0,1.22,,,,,,,0.10077368468046188,0.001,0.0,0.0,0.2,-0.009869007300585509,4.8896552051758134e-08,0.18888071477413176,1035,0.24666088819503784
,,,62400,,,,208,0,90700,1.59,-0.27403796,0.73,,,,,,,,,,
-0.09091667119413614,39120,62700,62700,0.88,0,1.24,,,,,,,0.10485072433948517,0.001,0.0001107431,0.00078125,0.2,-0.00876853233203292,-0.0002445309509187865,0.17520188838243483,1040,0.3423745632171631
,,,62700,,,,209,0,91156,1.6,-0.20583052999999998,0.76,,,,,,,,,,
-0.08808488843031227,39310,63000,63000,0.92,0,1.18,,,,,,,0.05407794937491417,0.001,0.0,0.0,0.2,-0.007379823876544833,3.2492786381510543e-07,0.14641642645001413,1045,0.32104623317718506
,,,63000,,,,210,0,91611,1.72,-0.29817801,0.71,,,,,,,,,,
-0.08982090909965336,39499,63300,63300,0.9,0,1.26,,,,,,,0.052267398685216904,0.001,0.0,0.0,0.2,-0.0069092482328414915,-1.327557974661886e-08,0.15936783328652382,1050,0.3496701717376709
,,,63300,,,,211,0,92073,1.51,-0.21709087999999999,0.78,,,,,,,,,,
-0.06826129728462547,39682,63600,63600,0.94,0,1.2,,,,,,,0.09319347888231277,0.001,0.0,0.0,0.2,-0.006821790616959334,2.5505537948333768e-08,0.1954880490899086,1055,0.14103484153747559
,,,63600,,,,212,0,92541,1.6,-0.19536632,0.77,,,,,,,,,,
-0.08855571485124529,39869,63900,63900,0.9,0,1.24,,,,,,,0.07125908881425858,0.001,0.0,0.0,0.2,-0.006750588538125157,-3.7752430515070046e-08,0.18028493374586105,1060,0.2355824112892151
,,,63900,,,,213,0,92990,1.53,-0.19098709,0.81,,,,,,,,,,
-0.0721165447961539,40070,64200,64200,0.92,0,1.2,,,,,,,0.08317314088344574,0.001,1.0730466e-05,0.0,0.2,-0.006831739842891693,-5.9384039855636674e-05,0.18297769278287887,1065,0.24542129039764404
,,,64200,,,,214,0,93438,1.35,-0.12057173,0.88,,,,,,,,,,
-0.1122475405037403,40265,64500,64500,0.9,0,1.24,,,,,,,0.09552739560604095,0.001,3.4747645e-06,0.0,0.2,-0.007415361236780882,-4.285709424634021e-06,0.1756014421582222,1070,0.2204095721244812
,,,64500,,,,215,0,93885,1.54,-0.21741004,0.77,,,,,,,,,,
-0.04919544427655637,40459,64800,64800,0.92,0,1.2,,,,,,,0.06743515282869339,0.001,0.0,0.0,0.2,-0.007815363351255655,-1.2517187197857993e-07,0.16940032541751862,1075,0.2801814079284668
,,,64800,,,,216,0,94576,1.48,-0.20497416999999998,0.8,,,,,,,,,,
-0.0680988528765738,40653,65100,65100,0.94,0,1.14,,,,,,,0.09115713834762573,0.001,0.0,0.0,0.2,-0.007960780058056116,2.1987679410528926e-08,0.16492530182003975,1080,0.28707361221313477
,,,65100,,,,217,0,95019,1.53,-0.23073949000000002,0.76,,,,,,,,,,
-0.09132670695427805,40838,65400,65400,0.92,0,1.18,,,,,,,0.07690688967704773,0.001,0.0,0.0,0.2,-0.007998218480497598,-7.052652151173789e-09,0.16081989407539368,1085,0.3199494481086731
,,,65400,,,,218,0,95488,1.58,-0.21919117,0.74,,,,,,,,,,
-0.1112204509973526,41037,65700,65700,0.88,0,1.3,,,,,,,0.05251011624932289,0.001,0.0,0.0,0.2,-0.008071501459926366,-6.373209799903634e-08,0.16990670338273048,1090,0.18233662843704224
,,,65700,,,,219,0,95954,1.5,-0.16343076000000004,0.78,,,,,,,,,,
-0.049034557645209136,41225,66000,66000,0.96,0,1.18,,,,,,,0.0807521641254425,0.001,0.0,0.0,0.2,-0.00802143793553114,-2.184374743308126e-08,0.14834993481636047,1095,0.29619789123535156
,,,66000,,,,220,0,96452,1.53,-0.19077256,0.8,,,,,,,,,,
-0.04934635519981384,41413,66300,66300,0.94,0,1.14,,,,,,,0.06700094789266586,0.001,0.0006201071,0.0022727273404598235,0.2,-0.0074396886397153136,-0.0012225110930469186,0.17716084867715837,1100,0.2566854953765869
,,,66300,,,,221,0,96907,1.5,-0.16013926,0.82,,,,,,,,,,
-0.07048310174606741,41587,66600,66600,0.94,0,1.16,,,,,,,0.08097147941589355,0.001,0.00025997765,0.0030539773404598238,0.2,-0.005587207060307265,-0.0014912879517865463,0.17298708260059356,1105,0.22646719217300415
,,,66600,,,,222,0,97344,1.74,-0.25428945,0.68,,,,,,,,,,
-0.06964726059697568,41780,66900,66900,0.9,0,1.22,,,,,,,0.10114237666130066,0.001,0.0,0.0,0.2,-0.004044764069840312,-2.564862368714671e-07,0.19430662989616393,1110,0.19151633977890015
,,,66900,,,,223,0,97810,1.45,-0.15695380999999997,0.83,,,,,,,,,,
-0.04829558674711734,41966,67200,67200,0.94,0,1.14,,,,,,,0.09178996831178665,0.001,0.0,0.0,0.2,-0.0036144339712336658,-3.578818663640959e-08,0.16559876054525374,1115,0.2969820499420166
,,,67200,,,,224,0,98243,1.63,-0.23680488,0.74,,,,,,,,,,
-0.028246879298239946,42153,67500,67500,0.96,0,1.16,,,,,,,0.07132590562105179,0.001,0.0,0.0,0.2,-0.003500502835959196,-4.602638430384331e-08,0.16959913969039916,1120,0.31080538034439087
,,,67500,,,,225,0,98674,1.65,-0.27967603999999996,0.73,,,,,,,,,,
-0.029656940381973983,42335,67800,67800,0.94,0,1.18,,,,,,,0.07511167228221893,0.001,0.0,0.0,0.2,-0.0034012872725725173,-6.2991269089707206e-09,0.15586329326033593,1125,0.3428909182548523
,,,67800,,,,226,0,99144,1.56,-0.21675402000000005,0.78,,,,,,,,,,
