env/completion_counter,eval/mean_ep_length,eval/mean_reward,env/n_steps,eval/success_rate,time/total_timesteps,env/current_idx,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/success_rate,time/fps,train/explained_variance,train/entropy_loss,train/clip_range,train/n_updates,train/clip_fraction,train/value_loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/loss
,,,,,26400,,-0.19022256,1.9,88,39899,0.84,0,,,,,,,,,,
0,1.3,-0.032277128687128426,26700,0.98,26700,12930,,,,,,,0.2533278465270996,-0.02468974106013775,0.2,440,0.0,0.18100653737783431,0.0,0.001,-3.8675286617717576e-08,0.0655829980969429
,,,,,26700,,-0.1810361,1.81,89,40347,0.83,0,,,,,,,,,,
0,1.42,-0.09484715178608895,27000,0.92,27000,13076,,,,,,,0.4516708254814148,-0.024290914833545684,0.2,445,0.0,0.1318483144044876,1.8615233e-06,0.001,-9.152627930930634e-06,0.061910197138786316
,,,,,27000,,-0.20108996,2.01,90,40772,0.82,0,,,,,,,,,,
0,1.46,-0.05629191741347313,27300,0.94,27300,13218,,,,,,,0.26051074266433716,-0.024263110011816025,0.2,450,0.001171875,0.17071977406740188,0.00029008673,0.001,-0.0009976191128767907,0.09268466383218765
,,,,,27300,,-0.23034440000000003,2.15,91,41204,0.79,0,,,,,,,,,,
0,1.44,-0.07289594290312379,27600,0.92,27600,13373,,,,,,,0.28621459007263184,-0.01825214345008135,0.2,455,0.0,0.1578389048576355,0.0,0.001,7.559799470868711e-08,0.069408118724823
,,,,,27600,,-0.19513198000000004,1.96,92,41635,0.82,0,,,,,,,,,,
0,1.22,-0.04984348315279931,27900,0.96,27900,13531,,,,,,,0.15004056692123413,-0.024302506260573863,0.2,460,0.0,0.18453195542097092,8.450895e-06,0.001,-0.00010977246911920701,0.09647440910339355
,,,,,27900,,-0.16757676,2.01,93,42066,0.82,0,,,,,,,,,,
0,1.64,-0.11658578160218895,28200,0.9,28200,13685,,,,,,,0.24170583486557007,-0.018979860842227934,0.2,465,0.0,0.15924466252326966,6.8308276e-07,0.001,-2.262282440881336e-05,0.08700769394636154
,,,,,28200,,-0.21056223999999996,1.91,94,42509,0.83,0,,,,,,,,,,
0,1.42,-0.07290301157161594,28500,0.94,28500,13840,,,,,,,0.3519666790962219,-0.01631404608488083,0.2,470,0.0,0.16312389075756073,0.0,0.001,3.2943418837305674e-08,0.08082927018404007
,,,,,28500,,-0.21090153,2.0,95,42938,0.83,0,,,,,,,,,,
0,1.28,-0.03159727656282484,28800,0.96,28800,14006,,,,,,,0.28668659925460815,-0.01716171335428953,0.2,475,0.0,0.19214431643486024,5.8789738e-08,0.001,-1.5420500711016417e-06,0.1088414117693901
,,,,,28800,,-0.15984154,1.81,96,43385,0.86,0,,,,,,,,,,
0,1.38,-0.07204743608832359,29100,0.94,29100,14160,,,,,,,0.3327711224555969,-0.016925274580717086,0.2,480,0.0,0.15597420334815978,4.8894435e-09,0.001,-3.69257556833702e-06,0.05988888815045357
,,,,,29100,,-0.18786098000000004,1.94,97,43815,0.83,0,,,,,,,,,,
0,1.34,-0.10224970143754035,29400,0.92,29400,14296,,,,,,,0.28764307498931885,-0.017378577217459678,0.2,485,0.0,0.17370724976062774,1.4788122e-05,0.001,-8.47118821999615e-05,0.08043809980154037
,,,,,29400,,-0.26352003999999996,2.3,98,44235,0.8,0,,,,,,,,,,
0,1.36,-0.07023437376134098,29700,0.94,29700,14467,,,,,,,0.24060684442520142,-0.014955896884202957,0.2,490,0.0,0.19318489581346512,1.1641532e-10,0.001,-2.4947592214275005e-07,0.09043333679437637
,,,,,29700,,-0.12066374999999999,1.76,99,44662,0.89,0,,,,,,,,,,
0,1.2,-0.05034765724092722,30000,0.96,30000,14623,,,,,,,0.20197027921676636,-0.01440853662788868,0.2,495,0.0,0.1678592897951603,0.0,0.001,-4.4788148301222465e-09,0.0504303053021431
,,,,,30000,,-0.18352005,1.86,100,45067,0.86,0,,,,,,,,,,
0,1.1,-0.008970646737143397,30300,0.98,30300,14775,,,,,,,0.2571032643318176,-0.017809425480663776,0.2,500,0.001171875,0.17673422992229462,8.631928e-05,0.001,-0.0005946306342444529,0.06828297674655914
,,,,,30300,,-0.20201093,1.95,101,45483,0.83,0,,,,,,,,,,
0,1.2,-0.05153501319233328,30600,0.96,30600,14943,,,,,,,0.29637789726257324,-0.014270072150975466,0.2,505,0.0,0.18325422704219818,0.0,0.001,-9.778886322919788e-09,0.08650176227092743
,,,,,30600,,-0.1800202,1.88,102,45894,0.85,0,,,,,,,,,,
0,1.28,-0.03108281927648932,30900,0.98,30900,15098,,,,,,,0.3983577489852905,-0.018121784180402757,0.2,510,0.0,0.153967422246933,2.7279137e-05,0.001,-0.00022898750718383098,0.07502532750368118
,,,,,30900,,-0.13414204999999998,1.8,103,46309,0.87,0,,,,,,,,,,
0,1.38,-0.07283456191420555,31200,0.94,31200,15269,,,,,,,0.23140376806259155,-0.0136491640470922,0.2,515,0.004545454680919647,0.16512420028448105,0.00082797,0.001,-0.0012954176932936435,0.06989757716655731
,,,,,31200,,-0.15614313,1.72,104,46796,0.89,0,,,,,,,,,,
0,1.2,-0.049587856461293996,31500,0.96,31500,15421,,,,,,,0.2981606721878052,-0.014068388007581234,0.2,520,0.000390625,0.162119060754776,0.00020023399,0.001,-0.0007826469322676389,0.10046839714050293
,,,,,31500,,-0.14568041,1.76,105,47198,0.87,0,,,,,,,,,,
0,1.32,-0.07027274088002741,31800,0.94,31800,15580,,,,,,,0.36274170875549316,-0.017976009659469126,0.2,525,0.0,0.16025850772857667,2.114913e-05,0.001,-6.727429781339112e-06,0.06866518408060074
,,,,,31800,,-0.14579446,1.73,106,47614,0.9,0,,,,,,,,,,
0,1.16,-0.029852720885537566,32100,0.98,32100,15753,,,,,,,0.23494726419448853,-0.027113840356469153,0.2,530,0.0026633523404598234,0.1784025177359581,0.0010449238,0.001,-0.0013053267262883139,0.08259021490812302
,,,,,32100,,-0.18257352999999998,1.82,107,48036,0.85,0,,,,,,,,,,
0,1.36,-0.07208802354056389,32400,0.94,32400,15900,,,,,,,0.3273211121559143,-0.017488355562090874,0.2,535,0.0,0.15509234890341758,2.1401793e-06,0.001,-2.951914105988607e-05,0.07252908498048782
,,,,,32400,,-0.26824086,2.21,108,48447,0.77,0,,,,,,,,,,
0,1.4,-0.09129586037714034,32700,0.92,32700,16058,,,,,,,0.3234369158744812,-0.030755356699228287,0.2,540,0.0015625,0.17555151954293252,0.0002556572,0.001,-0.00014164859259722107,0.049353037029504776
,,,,,32700,,-0.20343818,1.91,109,48862,0.84,0,,,,,,,,,,
0,1.48,-0.09546367339789867,33000,0.9,33000,16221,,,,,,,0.25981152057647705,-0.016572066117078066,0.2,545,0.0,0.19578415304422378,1.7485581e-06,0.001,-1.6869837290300892e-05,0.08962355554103851
,,,,,33000,,-0.19166980000000003,1.93,110,49287,0.85,0,,,,,,,,,,
0,1.22,-0.028640522928908466,33300,0.98,33300,16395,,,,,,,0.3154357075691223,-0.015026156790554523,0.2,550,0.0,0.14942697882652284,3.0978117e-07,0.001,5.982477642163531e-08,0.08247623592615128
,,,,,33300,,-0.15246447999999999,1.56,111,49696,0.89,0,,,,,,,,,,
0,1.46,-0.05465127622243017,33600,0.94,33600,16556,,,,,,,0.38469237089157104,-0.018800279591232538,0.2,555,0.0,0.1629292108118534,5.553794e-06,0.001,-2.179540371720634e-05,0.043428029865026474
,,,,,33600,,-0.20324022,1.93,112,50108,0.82,0,,,,,,,,,,
0,1.54,-0.1421143316430971,33900,0.88,33900,16706,,,,,,,0.3321101665496826,-0.01507729822769761,0.2,560,0.0,0.17052504569292068,1.5483238e-06,0.001,-2.477985214053291e-05,0.08794568479061127
,,,,,33900,,-0.21515837000000004,2.08,113,50533,0.81,0,,,,,,,,,,
0,1.12,-0.007592573240399361,34200,0.98,34200,16871,,,,,,,0.16097962856292725,-0.017224332597106696,0.2,565,0.0,0.2380930781364441,1.1175871e-08,0.001,1.867936733290776e-07,0.13567683100700378
,,,,,34200,,-0.18003371999999995,1.78,114,50936,0.86,0,,,,,,,,,,
0,1.46,-0.08190252548083662,34500,0.92,34500,17021,,,,,,,0.28089481592178345,-0.01383268777281046,0.2,570,0.0,0.1752098336815834,0.0,0.001,-1.278113242797474e-07,0.0522007942199707
,,,,,34500,,-0.19234691,1.95,115,51366,0.84,0,,,,,,,,,,
0,1.3,-0.05020908419974148,34800,0.96,34800,17183,,,,,,,0.2473679780960083,-0.017535591777414084,0.2,575,0.001171875,0.17680741846561432,0.00071807444,0.001,-0.0009408234872623211,0.07853979617357254
,,,,,34800,,-0.22098045000000002,1.93,116,51779,0.84,0,,,,,,,,,,
0,1.44,-0.09554621368646622,35100,0.92,35100,17337,,,,,,,0.3061121106147766,-0.019519868306815624,0.2,580,0.004936079680919647,0.18136087879538537,0.0005914817,0.001,-0.0005520142741943345,0.09391530603170395
,,,,,35100,,-0.19865113999999998,1.94,117,52221,0.83,0,,,,,,,,,,
0,1.48,-0.11427746246103197,35400,0.88,35400,17481,,,,,,,0.21688932180404663,-0.033986061438918115,0.2,585,0.010333807021379472,0.1927946999669075,0.18002024,0.001,-0.0006467158660143468,0.09501305222511292
,,,,,35400,,-0.21954320000000002,2.11,118,52662,0.82,0,,,,,,,,,,
0,1.42,-0.07214836564846337,35700,0.94,35700,17633,,,,,,,0.24270331859588623,-0.04336884655058384,0.2,590,0.01267755702137947,0.15799267888069152,0.16557339,0.001,-0.004525661857996965,0.06462894380092621
,,,,,35700,,-0.25633165,2.03,119,53082,0.8,0,,,,,,,,,,
0,1.34,-0.0508337691379711,36000,0.96,36000,17775,,,,,,,0.24635082483291626,-0.04168941117823124,0.2,595,0.00234375,0.20419041365385054,0.001033574,0.001,-0.0010354174921417326,0.08932524919509888
,,,,,36000,,-0.23616925,2.16,120,53498,0.79,0,,,,,,,,,,
0,1.32,-0.05091226950287819,36300,0.94,36300,17925,,,,,,,0.24763798713684082,-0.05828345455229282,0.2,600,0.0065696023404598234,0.1843545064330101,0.006870676,0.001,-0.0012785221451352413,0.08610602468252182
,,,,,36300,,-0.19347918999999997,1.96,121,53912,0.83,0,,,,,,,,,,
0,1.6,-0.07580913873389364,36600,0.92,36600,18072,,,,,,,0.23666787147521973,-0.035532777197659016,0.2,605,0.003125,0.19081888496875762,0.0023995773,0.001,-0.00016189052639674627,0.11000032722949982
,,,,,36600,,-0.21778941999999998,2.08,122,54358,0.82,0,,,,,,,,,,
0,1.7,-0.16175782583188267,36900,0.86,36900,18225,,,,,,,0.2967537045478821,-0.03643587063997984,0.2,610,0.001171875,0.16884256303310394,0.00055081747,0.001,-0.0005969152274929001,0.0955154150724411
,,,,,36900,,-0.21142208000000004,1.92,123,54805,0.83,0,,,,,,,,,,
0,1.54,-0.07479572754353285,37200,0.94,37200,18362,,,,,,,0.34003669023513794,-0.0349664157256484,0.2,615,0.0,0.16626207455992698,1.256842e-05,0.001,-0.00018081247212649033,0.07739780098199844
,,,,,37200,,-0.28209905999999996,2.29,124,55241,0.75,0,,,,,,,,,,
0,1.16,-0.027676046160049737,37500,0.98,37500,18516,,,,,,,0.23476040363311768,-0.026752153970301153,0.2,620,0.0015625,0.1928246721625328,0.0024372668,0.001,-0.00040899596447161455,0.08824208378791809
,,,,,37500,,-0.18473365,1.98,125,55641,0.83,0,,,,,,,,,,
0,1.46,-0.09461452112533152,37800,0.92,37800,18656,,,,,,,0.09370434284210205,-0.02503960095345974,0.2,625,0.0,0.19773642122745513,2.0236877e-05,0.001,-0.00015393749450822724,0.06504682451486588
,,,,,37800,,-0.22536007000000002,2.09,126,56065,0.81,0,,,,,,,,,,
0,1.54,-0.09279191112145782,38100,0.9,38100,18797,,,,,,,0.22139883041381836,-0.03252044003456831,0.2,630,0.004936079680919647,0.18661224097013474,0.000315501,0.001,-0.0015946926464422972,0.10305310040712357
,,,,,38100,,-0.21864926,2.04,127,56511,0.8,0,,,,,,,,,,
0,1.48,-0.09521787795238197,38400,0.92,38400,18950,,,,,,,0.22360974550247192,-0.027741513587534426,0.2,635,0.0,0.18597875237464906,3.5201876e-07,0.001,1.9945246631891677e-05,0.0747743621468544
,,,,,38400,,-0.15810696,1.93,128,56950,0.85,0,,,,,,,,,,
0,1.34,-0.03385377218481153,38700,0.96,38700,19094,,,,,,,0.3309846520423889,-0.029205394722521306,0.2,640,0.0,0.1468864493072033,9.8794274e-08,0.001,-2.5831586330404834e-06,0.05960068106651306
,,,,,38700,,-0.23437045000000004,1.96,129,57359,0.81,0,,,,,,,,,,
0,1.66,-0.12177989311981946,39000,0.88,39000,19240,,,,,,,0.26971471309661865,-0.045767074637115004,0.2,645,0.00234375,0.19268002957105637,0.0019804668,0.001,-0.0013905471529454872,0.09248856455087662
,,,,,39000,,-0.24869767000000004,2.2,130,57795,0.78,0,,,,,,,,,,
0,1.44,-0.09357981465756893,39300,0.92,39300,19404,,,,,,,0.34873509407043457,-0.038453505374491215,0.2,650,0.001171875,0.1644876033067703,0.0018992244,0.001,-0.00020678843748100917,0.06322287768125534
,,,,,39300,,-0.18908465,1.9,131,58235,0.84,0,,,,,,,,,,
0,1.3,-0.03394235322251916,39600,0.98,39600,19559,,,,,,,0.30207616090774536,-0.02043535504490137,0.2,655,0.0,0.15870898962020874,2.5218776e-05,0.001,-5.8300328487348454e-05,0.10452795028686523
,,,,,39600,,-0.13433069000000003,1.71,132,58641,0.89,0,,,,,,,,,,
0,1.22,-0.04854630487971008,39900,0.96,39900,19705,,,,,,,0.4098111391067505,-0.02283170111477375,0.2,660,0.0,0.1515000730752945,2.9648654e-06,0.001,-6.735617612463329e-06,0.06641165167093277
,,,,,39900,,-0.25272575,2.19,133,59063,0.78,0,,,,,,,,,,
0,1.32,-0.030817732969298958,40200,0.98,40200,19865,,,,,,,0.3852725028991699,-0.019921991415321826,0.2,665,0.000390625,0.15481800138950347,7.632875e-05,0.001,-0.0008690867065031416,0.09453742951154709
,,,,,40200,,-0.21906084,1.84,134,59488,0.82,0,,,,,,,,,,
0,1.5,-0.09223667368292808,40500,0.9,40500,20014,,,,,,,0.356259822845459,-0.02332236059010029,0.2,670,0.0022727273404598235,0.15373020470142365,0.00026888525,0.001,-0.0010654802514626026,0.06484999507665634
,,,,,40500,,-0.15688611000000002,1.95,135,59934,0.86,0,,,,,,,,,,
0,1.3,-0.05180830565281212,40800,0.96,40800,20171,,,,,,,0.1384374499320984,-0.017540748789906503,0.2,675,0.0,0.19328794479370118,1.0358635e-06,0.001,-1.3881652955483048e-05,0.09130360186100006
,,,,,40800,,-0.24791343000000002,2.02,136,60341,0.79,0,,,,,,,,,,
0,1.7,-0.16507748890668153,41100,0.86,41100,20322,,,,,,,0.30159884691238403,-0.028140420094132423,0.2,680,0.0030539773404598238,0.17124291360378266,0.0006067567,0.001,-0.0012809515599883526,0.07425669580698013
,,,,,41100,,-0.23899503,2.11,137,60792,0.81,0,,,,,,,,,,
0,1.3,-0.0335302276071161,41400,0.98,41400,20472,,,,,,,0.3877241611480713,-0.014880509953945876,0.2,685,0.0,0.15865994542837142,2.205556e-05,0.001,-0.00012173435719446957,0.06512366235256195
,,,,,41400,,-0.22396738000000002,1.99,138,61217,0.83,0,,,,,,,,,,
0,1.62,-0.1215273940609768,41700,0.9,41700,20631,,,,,,,0.3390617370605469,-0.02163993865251541,0.2,690,0.0034446023404598237,0.1813092663884163,0.00059787184,0.001,-0.0008688817583871966,0.074312224984169
,,,,,41700,,-0.14631573999999997,1.82,139,61657,0.85,0,,,,,,,,,,
0,1.36,-0.07162686052266508,42000,0.94,42000,20776,,,,,,,0.2890129089355469,-0.014925311040133237,0.2,695,0.0,0.1506664864718914,1.7462298e-09,0.001,9.685966042560779e-07,0.07987803220748901
,,,,,42000,,-0.21561297999999998,2.05,140,62085,0.79,0,,,,,,,,,,
0,1.34,-0.05735483446158469,42300,0.94,42300,20931,,,,,,,0.3316648602485657,-0.016502602491527796,0.2,700,0.0,0.16474364399909974,1.9339379e-05,0.001,-4.156683995013566e-05,0.07989352196455002
,,,,,42300,,-0.23624001,1.97,141,62537,0.81,0,,,,,,,,,,
0,1.24,-0.05085884341504425,42600,0.96,42600,21080,,,,,,,0.2024337649345398,-0.03225394990295172,0.2,705,0.0034446023404598237,0.20873807072639466,0.0006809771,0.001,-0.0009211123596834625,0.062101490795612335
,,,,,42600,,-0.20666027999999997,1.9,142,62962,0.84,0,,,,,,,,,,
0,1.1,-0.007292173164896667,42900,1.0,42900,21240,,,,,,,0.2894270420074463,-0.018313309550285338,0.2,710,0.0,0.17851952835917473,1.495122e-06,0.001,-1.2737127359141454e-05,0.08895745873451233
,,,,,42900,,-0.18475702,1.83,143,63383,0.83,0,,,,,,,,,,
0,1.56,-0.07797038131859153,43200,0.9,43200,21399,,,,,,,0.3716200590133667,-0.02264205105602741,0.2,715,0.005326704680919647,0.159644528478384,0.031597253,0.001,-0.00036764160137288117,0.05481003597378731
,,,,,43200,,-0.1514631,1.85,144,63815,0.85,0,,,,,,,,,,
0,1.3,-0.07509864342864603,43500,0.94,43500,21555,,,,,,,0.2642306685447693,-0.017246939428150653,0.2,720,0.0,0.1557616636157036,4.656613e-10,0.001,1.885716551797145e-08,0.054581597447395325
,,,,,43500,,-0.21652854,2.01,145,64247,0.81,0,,,,,,,,,,
0,1.24,-0.051108840485103425,43800,0.94,43800,21708,,,,,,,0.2718718647956848,-0.018965800106525422,0.2,725,0.0,0.18572817146778106,1.4801044e-06,0.001,-2.6802070945919355e-05,0.09930151700973511
,,,,,43800,,-0.21777138000000001,2.03,146,64681,0.78,0,,,,,,,,,,
0,1.58,-0.13530805659480394,44100,0.88,44100,21886,,,,,,,0.2173367738723755,-0.022273605782538654,0.2,730,0.000390625,0.21619320809841155,6.963557e-05,0.001,-0.00038494981660068816,0.11596234142780304
,,,,,44100,,-0.09307420999999996,1.5,147,65114,0.93,0,,,,,,,,,,
0,1.4,-0.034134188452735546,44400,0.96,44400,22029,,,,,,,0.3506803512573242,-0.015502186212688684,0.2,735,0.00078125,0.13804564923048018,0.00023637805,0.001,-0.0006778883697486027,0.051421623677015305
,,,,,44400,,-0.2301178,2.09,148,65548,0.81,0,,,,,,,,,,
0,1.52,-0.09377465921454131,44700,0.92,44700,22187,,,,,,,0.3439118266105652,-0.028791077248752118,0.2,740,0.001171875,0.18322681039571762,0.00033895212,0.001,-0.0005613685091624632,0.06531109660863876
,,,,,44700,,-0.18603449000000002,1.91,149,65973,0.84,0,,,,,,,,,,
0,1.32,-0.05072846102993935,45000,0.96,45000,22337,,,,,,,0.3798278570175171,-0.03044128678739071,0.2,745,0.0026633523404598234,0.15761572048068045,0.0006068712,0.001,-0.0005136757242409473,0.08409619331359863
,,,,,45000,,-0.17811739,1.95,150,66395,0.82,0,,,,,,,,,,
0,1.34,-0.050923891221173107,45300,0.94,45300,22513,,,,,,,0.1901535987854004,-0.04247837625443936,0.2,750,0.0026633523404598234,0.2240820363163948,0.0038723422,0.001,-0.00015910281297033536,0.1365140974521637
,,,,,45300,,-0.13803187,1.61,151,66819,0.91,0,,,,,,,,,,
0,1.34,-0.030769838304258883,45600,0.98,45600,22677,,,,,,,0.38611841201782227,-0.0330517016351223,0.2,755,0.0,0.15129124671220778,3.098161e-05,0.001,-0.0001459657974585138,0.056281715631484985
,,,,,45600,,-0.12224364999999998,1.57,152,67251,0.9,0,,,,,,,,,,
0,1.18,-0.04786266632843763,45900,0.96,45900,22825,,,,,,,0.29376286268234253,-0.03529790509492159,0.2,760,0.006818182021379471,0.1528835825622082,0.00551711,0.001,-0.003793615695427732,0.04902574419975281
,,,,,45900,,-0.26727023000000005,2.04,153,67676,0.79,0,,,,,,,,,,
0,1.48,-0.11239084041211754,46200,0.9,46200,22989,,,,,,,0.31106144189834595,-0.031646262109279635,0.2,765,0.0034446023404598237,0.20911707282066344,0.00079964387,0.001,-0.0009791800572365617,0.05850965529680252
,,,,,46200,,-0.20753224999999997,2.01,154,68122,0.82,0,,,,,,,,,,
0,1.14,-0.00861859006807208,46500,0.98,46500,23128,,,,,,,0.31363213062286377,-0.03414699099957943,0.2,770,0.0,0.17507518380880355,5.6283316e-05,0.001,-0.0002702631702385716,0.06282730400562286
,,,,,46500,,-0.26256007,2.21,155,68544,0.78,0,,,,,,,,,,
0,1.44,-0.07352763109374791,46800,0.94,46800,23274,,,,,,,0.3172351121902466,-0.029667630977928638,0.2,775,0.000390625,0.18375255167484283,1.0812189e-05,0.001,-0.0002958786345763187,0.0948210284113884
,,,,,46800,,-0.23987988000000002,2.1,156,68998,0.81,0,,,,,,,,,,
0,1.16,-0.02923936759121716,47100,0.98,47100,23430,,,,,,,0.2815819978713989,-0.049771112948656084,0.2,780,0.014169034361839295,0.17829448431730271,0.0022803633,0.001,-0.0024314640380907805,0.07372477650642395
,,,,,47100,,-0.21185499000000005,2.02,157,69422,0.83,0,,,,,,,,,,
0,1.36,-0.011800393145531416,47400,0.96,47400,23599,,,,,,,0.19136446714401245,-0.024408124014735223,0.2,785,0.0,0.1884491190314293,4.498197e-05,0.001,-0.0004118612788175824,0.08263801783323288
,,,,,47400,,-0.18249210000000002,1.84,158,69848,0.85,0,,,,,,,,,,
0,1.22,-0.009854740551672877,47700,0.98,47700,23755,,,,,,,0.3255513310432434,-0.01793329045176506,0.2,790,0.0,0.17407774478197097,1.4478923e-05,0.001,7.357827217617796e-05,0.07673140615224838
,,,,,47700,,-0.20868154000000005,1.89,159,70267,0.83,0,,,,,,,,,,
0,1.42,-0.05271308859810233,48000,0.94,48000,23906,,,,,,,0.3933604955673218,-0.022805733233690263,0.2,795,0.0038352273404598236,0.1549071304500103,0.001446595,0.001,-0.0005060072437926167,0.08803431689739227
,,,,,48000,,-0.14430071000000003,1.91,160,70711,0.84,0,,,,,,,,,,
0,1.32,-0.05031094220466912,48300,0.96,48300,24059,,,,,,,0.16850042343139648,-0.02314721792936325,0.2,800,0.001171875,0.18561834543943406,0.0002942915,0.001,-0.00041499114621545985,0.0700838640332222
,,,,,48300,,-0.22688358,2.02,161,71400,0.82,0,,,,,,,,,,
0,1.24,-0.010342301046475768,48600,1.0,48600,24204,,,,,,,0.3943623900413513,-0.03067473042756319,0.2,805,0.00234375,0.15827906504273415,0.0014111133,0.001,-0.0007286989172414771,0.07672618329524994
,,,,,48600,,-0.18608586,2.02,162,71829,0.83,0,,,,,,,,,,
0,1.44,-0.09480086109600962,48900,0.92,48900,24363,,,,,,,0.17862212657928467,-0.02758587449789047,0.2,810,0.000390625,0.17008581459522248,5.4118456e-05,0.001,-0.0002761135798529324,0.07566121965646744
,,,,,48900,,-0.17971756,1.98,163,72262,0.84,0,,,,,,,,,,
0,1.18,-0.009804481607861817,49200,1.0,49200,24516,,,,,,,0.3279370069503784,-0.029305513389408587,0.2,815,0.0030539773404598238,0.16349322274327277,0.00022422598,0.001,-0.00017489734086311158,0.06645297259092331
,,,,,49200,,-0.23139638,1.97,164,72691,0.8,0,,,,,,,,,,
0,1.04,-0.006620700424537063,49500,1.0,49500,24676,,,,,,,0.36933624744415283,-0.035412192717194556,0.2,820,0.0,0.1534682959318161,2.1259586e-05,0.001,-0.00010323795503381916,0.05766213685274124
,,,,,49500,,-0.21579283000000005,1.89,165,73105,0.83,0,,,,,,,,,,
0,1.22,-0.050471602957695726,49800,0.96,49800,24850,,,,,,,0.29546481370925903,-0.062104355171322824,0.2,825,0.011825284361839295,0.19269121959805488,0.0047514997,0.001,-0.00283351925900206,0.11749447137117386
,,,,,49800,,-0.13368586000000002,1.7,166,73526,0.9,0,,,,,,,,,,
0,1.62,-0.1172289371304214,50100,0.9,50100,24996,,,,,,,0.3094809651374817,-0.03175350930541754,0.2,830,0.0,0.15307340547442436,6.615636e-05,0.001,-8.888357922156586e-05,0.03991184011101723
,,,,,50100,,-0.16704139999999998,1.8,167,74035,0.85,0,,,,,,,,,,
0,1.06,-0.0073706279648467895,50400,1.0,50400,25147,,,,,,,0.18170958757400513,-0.039356142096221444,0.2,835,0.001171875,0.181075556576252,0.00011472404,0.001,-0.0001251072450898505,0.10846075415611267
,,,,,50400,,-0.1552421,1.72,168,74460,0.88,0,,,,,,,,,,
0,1.36,-0.032963442299515006,50700,0.96,50700,25291,,,,,,,0.3469328284263611,-0.03266014661639929,0.2,840,0.0015625,0.1670609697699547,0.00037122157,0.001,-0.00046673368435037335,0.0865556001663208
,,,,,50700,,-0.24994541,2.11,169,74903,0.79,0,,,,,,,,,,
0,1.18,-0.02902329759206623,51000,0.98,51000,25430,,,,,,,0.2631659507751465,-0.04415951650589704,0.2,845,0.0034446023404598237,0.18113861978054047,0.0010320065,0.001,-0.0014168590582389839,0.062406279146671295
,,,,,51000,,-0.28997160999999994,2.24,170,75339,0.75,0,,,,,,,,,,
0,1.5,-0.0987353381095454,51300,0.9,51300,25576,,,,,,,0.27904653549194336,-0.03173237331211567,0.2,850,0.0,0.20026023983955382,7.677452e-06,0.001,-7.504234408202137e-05,0.09681767970323563
,,,,,51300,,-0.25518058,2.2,171,75796,0.78,0,,,,,,,,,,
0,1.16,-0.02910154528915882,51600,0.98,51600,25733,,,,,,,0.32369595766067505,-0.048261025734245774,0.2,855,0.0034446023404598237,0.17971877455711366,0.00070219,0.001,-0.00047589161468692965,0.1097792387008667
,,,,,51600,,-0.20402513,1.95,172,76227,0.82,0,,,,,,,,,,
0,1.26,-0.030789683796465395,51900,0.98,51900,25883,,,,,,,0.3691745400428772,-0.0419399369508028,0.2,860,0.002734375,0.15345573276281357,0.0004979529,0.001,-0.0005916879020261944,0.06751803308725357
,,,,,51900,,-0.25799945999999996,2.13,173,76661,0.78,0,,,,,,,,,,
0,1.54,-0.12362367389723658,52200,0.9,52200,26023,,,,,,,0.2240956425666809,-0.054782775789499284,0.2,865,0.001171875,0.1885478675365448,0.000108786655,0.001,-0.0003286295708903708,0.08547499030828476
,,,,,52200,,-0.30070662,2.23,174,77108,0.75,0,,,,,,,,,,
0,1.22,-0.05017470165621489,52500,0.96,52500,26180,,,,,,,0.27877020835876465,-0.05381528027355671,0.2,870,0.0046164773404598234,0.18785101771354676,0.0008056399,0.001,-0.0012402813748018104,0.07167424261569977
,,,,,52500,,-0.22637061999999997,2.01,175,77548,0.81,0,,,,,,,,,,
0,1.44,-0.0754191411845386,52800,0.94,52800,26342,,,,,,,0.2622642517089844,-0.039657697267830375,0.2,875,0.007670454680919647,0.17895421236753464,0.0011711988,0.001,-0.0013015819798170014,0.07253164798021317
,,,,,52800,,-0.17542974,1.96,176,78001,0.86,0,,,,,,,,,,
0,1.42,-0.09567173157818615,53100,0.92,53100,26511,,,,,,,0.2576709985733032,-0.03979374971240759,0.2,880,0.006178977340459824,0.15581659525632857,0.007495896,0.001,-0.0016674414096542022,0.04892396926879883
,,,,,53100,,-0.13272822,1.79,177,78428,0.89,0,,,,,,,,,,
0,1.28,-0.03044057504273951,53400,0.96,53400,26672,,,,,,,0.26718926429748535,-0.028552533499896525,0.2,885,0.0,0.15021730437874795,5.3826952e-06,0.001,7.179640444974212e-05,0.07055436074733734
,,,,,53400,,-0.19038574,1.99,178,78898,0.82,0,,,,,,,,,,
0,1.6,-0.12154189388267696,53700,0.88,53700,26828,,,,,,,0.2220367193222046,-0.03884128853678703,0.2,890,0.007599432021379471,0.16748223155736924,0.0009514186,0.001,-0.0006162060670744651,0.09234984964132309
,,,,,53700,,-0.19256865999999995,1.82,179,79341,0.85,0,,,,,,,,,,
0,1.16,-0.02864072600379586,54000,0.98,54000,26973,,,,,,,0.3229287266731262,-0.020632382668554782,0.2,895,0.0,0.17996449172496795,2.0559179e-05,0.001,-8.92695635112517e-05,0.08030875027179718
,,,,,54000,,-0.26860182,2.18,180,79762,0.75,0,,,,,,,,,,
