env/current_idx,eval/mean_ep_length,time/total_timesteps,env/completion_counter,env/n_steps,eval/success_rate,eval/mean_reward,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,time/fps,rollout/ep_rew_mean,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/loss,train/value_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/approx_kl
1719,1.66,3390,0,3390,0.88,-0.13881978822872043,,,,,,,560,-8.742014756535354e-09,0.0,0.2,0.08617676794528961,0.2151368886232376,0.3213324546813965,0.001,-0.031621798127889636,0.0
,,3390,,,,,113,14127,1.87,0.84,0,-0.19303131,,,,,,,,,,
1732,1.46,3420,0,3420,0.96,-0.05348129413556307,,,,,,,565,-3.85443367889593e-08,0.0,0.2,0.09278498589992523,0.1843172639608383,0.17732805013656616,0.001,-0.03160506561398506,0.0
,,3420,,,,,114,14261,1.77,0.86,0,-0.16649632999999997,,,,,,,,,,
1745,1.36,3450,0,3450,0.98,-0.03161014966666698,,,,,,,570,3.655751541487007e-08,0.0,0.2,0.1087220087647438,0.23158943355083467,0.1491716504096985,0.001,-0.03158755898475647,0.0
,,3450,,,,,115,14376,1.84,0.86,0,-0.17916358999999996,,,,,,,,,,
1763,1.34,3480,0,3480,0.96,-0.051453784676268696,,,,,,,575,-0.003512715195925864,0.013333334028720856,0.2,0.1372547298669815,0.2932331681251526,0.2056925892829895,0.001,-0.030151978880167008,0.0017198245
,,3480,,,,,116,14503,1.86,0.85,0,-0.18702551,,,,,,,,,,
1777,1.2,3510,0,3510,0.96,-0.050563863310962916,,,,,,,580,1.1126200547550979e-07,0.0,0.2,0.06684654951095581,0.1504298508167267,0.3333360552787781,0.001,-0.026554961130023,0.0
,,3510,,,,,117,14615,1.98,0.83,0,-0.22439584,,,,,,,,,,
1794,1.24,3540,0,3540,0.96,-0.0488054377771914,,,,,,,585,-8.841355771949111e-08,0.0,0.2,0.12693800032138824,0.2532735913991928,0.3310315012931824,0.001,-0.024521274864673613,0.0
,,3540,,,,,118,14732,1.97,0.83,0,-0.22265157000000002,,,,,,,,,,
1816,1.26,3570,0,3570,0.96,-0.029762732638046144,,,,,,,590,1.966953320220455e-08,0.0,0.2,0.08925633132457733,0.18897933959960939,0.24432778358459473,0.001,-0.023393624275922776,0.0
,,3570,,,,,119,14844,1.83,0.86,0,-0.19060190000000002,,,,,,,,,,
1836,1.22,3600,0,3600,1.0,-0.009801923022605479,,,,,,,595,3.178914411705591e-08,0.0,0.2,0.04193788021802902,0.08964176625013351,0.5520162582397461,0.001,-0.02277211844921112,0.0
,,3600,,,,,120,14952,1.66,0.9,0,-0.11750753,,,,,,,,,,
1852,1.42,3630,0,3630,0.92,-0.053666753438301386,,,,,,,600,5.563100557992584e-09,0.0,0.2,0.04243415594100952,0.12775128483772277,-17.736412048339844,0.001,-0.02240206450223923,0.0
,,3630,,,,,121,15081,1.69,0.89,0,-0.13070398,,,,,,,,,,
1862,1.32,3660,0,3660,0.94,-0.0770015103276819,,,,,,,605,-0.0005581380919709389,0.0,0.2,0.089474156498909,0.18067561089992523,0.06254374980926514,0.001,-0.021612849459052084,0.00014360945
,,3660,,,,,122,15207,1.79,0.87,0,-0.16520109000000002,,,,,,,,,,
1877,1.38,3690,0,3690,0.96,-0.031112738670781254,,,,,,,610,3.933906480568794e-08,0.0,0.2,0.15889641642570496,0.36566911935806273,0.14524078369140625,0.001,-0.019487863779067992,0.0
,,3690,,,,,123,15323,1.84,0.86,0,-0.16080178999999997,,,,,,,,,,
1896,1.02,3720,0,3720,1.0,-0.0067158963438123465,,,,,,,615,-3.5365422501598685e-08,0.0,0.2,0.07139717787504196,0.15425024926662445,0.3044576048851013,0.001,-0.018071993440389632,0.0
,,3720,,,,,124,15432,1.76,0.88,0,-0.14819618,,,,,,,,,,
1915,1.38,3750,0,3750,0.98,-0.012306831269524992,,,,,,,620,4.092852154968796e-08,0.0,0.2,0.09080205112695694,0.18359846770763397,0.26279670000076294,0.001,-0.01727963611483574,0.0
,,3750,,,,,125,15558,1.81,0.88,0,-0.15184002000000002,,,,,,,,,,
1929,1.36,3780,0,3780,0.94,-0.07679374935105443,,,,,,,625,-0.0054292801953852,0.026666668057441712,0.2,0.07646361738443375,0.19822721183300018,-0.06191658973693848,0.001,-0.06991052776575088,0.28701755
,,3780,,,,,126,15673,1.92,0.85,0,-0.18040410999999998,,,,,,,,,,
1944,1.6,3810,0,3810,0.88,-0.1148791369702667,,,,,,,630,-2.809365547307152e-07,0.0,0.2,0.07982242852449417,0.1592497169971466,0.364848792552948,0.001,-0.01666949912905693,0.0
,,3810,,,,,127,15804,2.0,0.84,0,-0.20609264999999996,,,,,,,,,,
1960,1.56,3840,0,3840,0.92,-0.09697705534286798,,,,,,,635,2.264976544097408e-08,0.0,0.2,0.12180538475513458,0.26774809658527376,0.0574154257774353,0.001,-0.016521834209561347,0.0
,,3840,,,,,128,15927,1.88,0.86,0,-0.14819672,,,,,,,,,,
1978,1.24,3870,0,3870,0.98,-0.030448867729865013,,,,,,,640,2.503395073460979e-08,0.0,0.2,0.08921094238758087,0.1803913027048111,-15.76616096496582,0.001,-0.01643306203186512,0.0
,,3870,,,,,129,16053,1.79,0.89,0,-0.11757168999999998,,,,,,,,,,
1995,1.36,3900,0,3900,0.94,-0.07139004702214152,,,,,,,645,3.4148495942076805e-08,0.0,0.2,0.055677030235528946,0.12887822091579437,0.09149312973022461,0.001,-0.01638762503862381,0.0
,,3900,,,,,130,16177,1.82,0.89,0,-0.11028580000000002,,,,,,,,,,
2009,1.3,3930,0,3930,0.96,-0.011190792256966233,,,,,,,650,8.980433179317515e-08,0.0,0.2,0.08677862584590912,0.17781669199466704,0.027046501636505127,0.001,-0.016410667449235916,0.0
,,3930,,,,,131,16291,1.84,0.88,0,-0.11464591,,,,,,,,,,
2021,1.18,3960,0,3960,0.98,-0.02990936673246324,,,,,,,655,-2.463658681506331e-08,0.0,0.2,0.04519674554467201,0.09927542805671692,0.34198272228240967,0.001,-0.016340488195419313,0.0
,,3960,,,,,132,16402,1.99,0.86,0,-0.15311497000000002,,,,,,,,,,
2035,1.3,3990,0,3990,0.96,-0.05159491674043238,,,,,,,660,3.9736426593606214e-09,0.0,0.2,0.13628865778446198,0.3170235097408295,0.041852593421936035,0.001,-0.016340039670467377,0.0
,,3990,,,,,133,16524,1.98,0.86,0,-0.13355519000000002,,,,,,,,,,
2052,1.42,4020,0,4020,0.9,-0.09945950330235064,,,,,,,665,9.934108646802997e-10,0.0,0.2,0.11675124615430832,0.23235223591327667,0.009433567523956299,0.001,-0.01633601263165474,0.0
,,4020,,,,,134,16671,1.95,0.87,0,-0.13621837,,,,,,,,,,
2061,1.14,4050,0,4050,0.98,-0.02911052471026778,,,,,,,670,-7.947289049070605e-10,0.0,0.2,0.09021412581205368,0.20531302988529204,-0.046007752418518066,0.001,-0.016592296212911604,0.0
,,4050,,,,,135,16785,2.08,0.83,0,-0.18119774999999996,,,,,,,,,,
2076,1.3,4080,0,4080,0.96,-0.050706711299717426,,,,,,,675,-8.344650304081824e-09,0.0,0.2,0.13954156637191772,0.28428496718406676,-0.11418008804321289,0.001,-0.01631060503423214,0.0
,,4080,,,,,136,16921,2.1,0.81,0,-0.20381772,,,,,,,,,,
2084,1.24,4110,0,4110,0.96,-0.050365441315807405,,,,,,,680,-2.9404958645784517e-08,0.0,0.2,0.09043948352336884,0.19976166784763336,0.22536802291870117,0.001,-0.01630757041275501,0.0
,,4110,,,,,137,17036,2.26,0.78,0,-0.22334395000000004,,,,,,,,,,
2095,1.08,4140,0,4140,1.0,-0.0075020941067487,,,,,,,685,-8.344650392899666e-09,0.0,0.2,0.11235504597425461,0.231094828248024,-0.11036515235900879,0.001,-0.016308456659317017,0.0
,,4140,,,,,138,17147,2.4,0.75,0,-0.27442818,,,,,,,,,,
2111,1.32,4170,0,4170,0.98,-0.011138999261893332,,,,,,,690,1.5894573213159902e-09,0.0,0.2,0.12507367134094238,0.2556555986404419,0.05744361877441406,0.001,-0.016305844485759734,0.0
,,4170,,,,,139,17278,2.38,0.75,0,-0.28183216000000005,,,,,,,,,,
2123,1.5,4200,0,4200,0.94,-0.08227286946959794,,,,,,,695,-0.0007183952947766414,0.0,0.2,0.12160570919513702,0.26601944863796234,0.15115457773208618,0.001,-0.024210290983319283,0.00020210743
,,4200,,,,,140,17416,2.33,0.75,0,-0.27209366,,,,,,,,,,
2142,1.52,4230,0,4230,0.92,-0.10808340137824417,,,,,,,700,-1.7484029335435025e-08,0.0,0.2,0.07509168982505798,0.15498065054416657,0.3397618532180786,0.001,-0.016268034651875495,0.0
,,4230,,,,,141,17546,2.26,0.77,0,-0.262034,,,,,,,,,,
2158,1.38,4260,0,4260,0.96,-0.05150818002410233,,,,,,,705,-0.00203503884801961,0.006666667014360428,0.2,0.04000083729624748,0.10582835525274277,0.38617563247680664,0.001,-0.06891040802001953,0.0006923318
,,4260,,,,,142,17671,2.14,0.82,0,-0.21637366,,,,,,,,,,
2178,1.42,4290,0,4290,0.96,-0.052255499265156685,,,,,,,710,4.887580828949467e-08,0.0,0.2,0.031925950199365616,0.07484360784292221,0.4004865288734436,0.001,-0.016596607118844985,0.0
,,4290,,,,,143,17796,2.04,0.85,0,-0.19221604,,,,,,,,,,
2197,1.38,4320,0,4320,0.92,-0.09151835915166885,,,,,,,715,-4.768371777430502e-08,0.0,0.2,0.025472262874245644,0.05886896848678589,0.5702626705169678,0.001,-0.016863811761140823,0.0
,,4320,,,,,144,17922,1.75,0.91,0,-0.10726078,,,,,,,,,,
2213,1.68,4350,0,4350,0.88,-0.14170146763324737,,,,,,,720,-1.0331471145264004e-08,0.0,0.2,0.04508885368704796,0.09821207523345947,-1.1470584869384766,0.001,-0.017049251496791838,0.0
,,4350,,,,,145,18067,1.75,0.91,0,-0.10353991000000001,,,,,,,,,,
2234,1.5,4380,0,4380,0.94,-0.054615340582095086,,,,,,,725,1.7484029868342078e-08,0.0,0.2,0.06131501868367195,0.13614636957645415,0.23490208387374878,0.001,-0.017143809422850608,0.0
,,4380,,,,,146,18196,1.68,0.92,0,-0.0950307,,,,,,,,,,
2247,1.28,4410,0,4410,0.94,-0.05007528437767178,,,,,,,730,-1.5497208138981477e-08,0.0,0.2,0.05088263750076294,0.1097234383225441,0.2880231738090515,0.001,-0.017213043570518494,0.0
,,4410,,,,,147,18313,1.69,0.92,0,-0.08926248999999999,,,,,,,,,,
2263,1.26,4440,0,4440,0.96,-0.0534970109956339,,,,,,,735,1.0530154348487031e-08,0.0,0.2,0.03296024724841118,0.07535694092512131,0.5922577381134033,0.001,-0.017279339581727983,0.0
,,4440,,,,,148,18423,1.71,0.9,0,-0.11326621999999999,,,,,,,,,,
2277,1.24,4470,0,4470,0.98,-0.02936955899000168,,,,,,,740,3.019968755069158e-08,0.0,0.2,0.09859327226877213,0.21903995275497437,0.20107513666152954,0.001,-0.017274469882249833,0.0
,,4470,,,,,149,18539,1.83,0.86,0,-0.14798144,,,,,,,,,,
2290,1.18,4500,0,4500,0.98,-0.02855466341599822,,,,,,,745,6.159146614947985e-09,0.0,0.2,0.037629127502441406,0.08945100158452987,0.6079211235046387,0.001,-0.017282186448574065,0.0
,,4500,,,,,150,18648,1.93,0.83,0,-0.17741268999999996,,,,,,,,,,
2309,1.6,4530,0,4530,0.92,-0.09576816003303974,,,,,,,750,2.463658779205957e-08,0.0,0.2,0.11392007023096085,0.25047321915626525,-0.24417078495025635,0.001,-0.017293087765574457,0.0
,,4530,,,,,151,18785,1.87,0.85,0,-0.17593281000000002,,,,,,,,,,
2322,1.58,4560,0,4560,0.88,-0.07486958445515483,,,,,,,755,-0.001588358895387465,0.013333334028720856,0.2,0.08891439437866211,0.21858414113521576,0.23269414901733398,0.001,-0.07595221698284149,0.0017944634
,,4560,,,,,152,18919,1.94,0.83,0,-0.18895942000000002,,,,,,,,,,
2335,1.46,4590,0,4590,0.9,-0.07282223539892584,,,,,,,760,-2.38339102622831e-06,0.0,0.2,0.08944358676671982,0.21486687362194062,-0.08830571174621582,0.001,-0.017493217438459396,5.9604646e-09
,,4590,,,,,153,19047,2.06,0.8,0,-0.21739391000000002,,,,,,,,,,
2352,1.36,4620,0,4620,0.96,-0.05168903431389481,,,,,,,765,5.602836772311548e-08,0.0,0.2,0.09791632741689682,0.22290993332862855,0.1414586305618286,0.001,-0.01739301159977913,0.0
,,4620,,,,,154,19169,1.98,0.81,0,-0.20539733000000004,,,,,,,,,,
2363,1.48,4650,0,4650,0.92,-0.07454978463239968,,,,,,,770,6.175041248113189e-07,0.0,0.2,0.05590401962399483,0.12143314629793167,0.4685550928115845,0.001,-0.017488255724310876,0.0
,,4650,,,,,155,19290,2.14,0.77,0,-0.24867733000000006,,,,,,,,,,
2381,1.2,4680,0,4680,0.98,-0.029753100983798506,,,,,,,775,-8.265177307009707e-08,0.0,0.2,0.07307751476764679,0.1630704313516617,0.19268697500228882,0.001,-0.0174252949655056,0.0
,,4680,,,,,156,19397,2.0,0.81,0,-0.21805114,,,,,,,,,,
2396,1.3,4710,0,4710,0.96,-0.052432414474897084,,,,,,,780,1.0927518303560647e-07,0.0,0.2,0.08912944793701172,0.193277707695961,0.05042153596878052,0.001,-0.017522016540169716,0.0
,,4710,,,,,157,19521,2.01,0.8,0,-0.21782077,,,,,,,,,,
2415,1.18,4740,0,4740,0.98,-0.028895637970417738,,,,,,,785,-5.245208862802997e-08,0.0,0.2,0.10080865025520325,0.24044470489025116,0.05198180675506592,0.001,-0.017471004649996756,0.0
,,4740,,,,,158,19629,1.99,0.8,0,-0.19548806,,,,,,,,,,
2428,1.34,4770,0,4770,0.94,-0.07268752752337605,,,,,,,790,-6.997585352053193e-07,0.0,0.2,0.026366308331489563,0.0806720957159996,-30.64385414123535,0.001,-0.01757468655705452,0.0
,,4770,,,,,159,19748,1.91,0.82,0,-0.16956337000000002,,,,,,,,,,
2446,1.3,4800,0,4800,0.96,-0.050432248106226325,,,,,,,795,5.12599944713088e-08,0.0,0.2,0.1215575560927391,0.245354562997818,0.23757165670394897,0.001,-0.01744718961417675,0.0
,,4800,,,,,160,19872,1.87,0.84,0,-0.15509977,,,,,,,,,,
2467,1.44,4830,0,4830,0.92,-0.07334895528387278,,,,,,,800,-1.7853578263782311e-06,0.0,0.2,0.0887291431427002,0.20318307280540465,0.15108907222747803,0.001,-0.017625726386904718,0.0
,,4830,,,,,161,19994,1.75,0.87,0,-0.12340551,,,,,,,,,,
2484,1.32,4860,0,4860,0.94,-0.07269583269488067,,,,,,,805,-0.0005690248712198809,0.006666667014360428,0.2,0.06903748959302902,0.14286836087703705,0.2457154393196106,0.001,-0.07580201625823975,0.00064228376
,,4860,,,,,162,20116,1.75,0.87,0,-0.12590526999999999,,,,,,,,,,
2503,1.06,4890,0,4890,1.0,-0.00702714002225548,,,,,,,810,-1.2318293149959913e-07,0.0,0.2,0.07197503000497818,0.1538253903388977,0.3252488970756531,0.001,-0.0174242090433836,0.0
,,4890,,,,,163,20215,1.68,0.89,0,-0.1233562,,,,,,,,,,
2517,1.36,4920,0,4920,0.96,-0.05614559610839933,,,,,,,815,-6.6395600757829245e-06,0.0,0.2,0.14380782842636108,0.29829705953598024,-0.05745089054107666,0.001,-0.01777016930282116,3.973643e-09
,,4920,,,,,164,20333,1.74,0.88,0,-0.14967271,,,,,,,,,,
2530,1.46,4950,0,4950,0.92,-0.10007191992364824,,,,,,,820,8.801619104659153e-08,0.0,0.2,0.12375825643539429,0.25870647728443147,-0.07249295711517334,0.001,-0.017337292805314063,0.0
,,4950,,,,,165,20460,1.78,0.87,0,-0.15703073,,,,,,,,,,
2546,1.22,4980,0,4980,0.98,-0.00926188544370234,,,,,,,825,-5.324681575658019e-08,0.0,0.2,0.06503405421972275,0.13545679450035095,0.25129562616348267,0.001,-0.017337437719106674,0.0
,,4980,,,,,166,20572,1.82,0.87,0,-0.15535746,,,,,,,,,,
2558,1.14,5010,0,5010,1.0,-0.008155553336255252,,,,,,,830,3.63588338103682e-08,0.0,0.2,0.05983240529894829,0.13571547567844391,0.21797698736190796,0.001,-0.01744280382990837,0.0
,,5010,,,,,167,20685,1.93,0.83,0,-0.18900365000000005,,,,,,,,,,
2569,1.32,5040,0,5040,0.96,-0.050764522533863786,,,,,,,835,8.662541866044648e-08,0.0,0.2,0.1664138287305832,0.3301831603050232,0.06879127025604248,0.001,-0.01734161749482155,0.0
,,5040,,,,,168,20796,2.04,0.81,0,-0.20940320000000004,,,,,,,,,,
2580,1.48,5070,0,5070,0.92,-0.07543390079401434,,,,,,,840,-5.1657348620892666e-09,0.0,0.2,0.10088855773210526,0.24150822162628174,0.19098889827728271,0.001,-0.017307331040501594,0.0
,,5070,,,,,169,20916,2.16,0.78,0,-0.25161889,,,,,,,,,,
2594,1.38,5100,0,5100,0.92,-0.05148189270868898,,,,,,,845,-1.7086664794163654e-08,0.0,0.2,0.09956302493810654,0.24510105848312377,0.29370129108428955,0.001,-0.01747499592602253,0.0
,,5100,,,,,170,21035,2.21,0.77,0,-0.24284572000000001,,,,,,,,,,
2610,1.52,5130,0,5130,0.92,-0.07799558664206416,,,,,,,850,5.801518909720471e-08,0.0,0.2,0.20664887130260468,0.3751871705055237,-0.21656465530395508,0.001,-0.017290689051151276,0.0
,,5130,,,,,171,21162,2.25,0.76,0,-0.2746443,,,,,,,,,,
2630,1.28,5160,0,5160,0.98,-0.03472537470050156,,,,,,,855,-0.0077780447931345975,0.013333334028720856,0.2,0.10116201639175415,0.25957885980606077,0.19860804080963135,0.001,-0.01625164393335581,0.0027621111
,,5160,,,,,172,21289,2.1,0.8,0,-0.23862084999999997,,,,,,,,,,
2651,1.38,5190,0,5190,0.92,-0.05201466849539429,,,,,,,860,1.660982739792871e-07,0.0,0.2,0.10493039339780807,0.27119387984275817,0.14894890785217285,0.001,-0.012902641110122204,0.0
,,5190,,,,,173,21416,1.94,0.84,0,-0.19286358,,,,,,,,,,
2667,1.4,5220,0,5220,0.94,-0.057119379863142965,,,,,,,865,8.702278151417885e-08,0.0,0.2,0.02128148265182972,0.08893760666251183,-1.7306008338928223,0.001,-0.011008996888995171,0.0
,,5220,,,,,174,21543,1.86,0.86,0,-0.17358514,,,,,,,,,,
2680,1.54,5250,0,5250,0.94,-0.0781031191162765,,,,,,,870,-2.6027361510472245e-08,0.0,0.2,0.14053891599178314,0.2574561685323715,-0.1250455379486084,0.001,-0.010014458745718002,0.0
,,5250,,,,,175,21681,1.8,0.88,0,-0.14335869999999998,,,,,,,,,,
2695,1.22,5280,0,5280,1.0,-0.009802617598325014,,,,,,,875,-2.8014182262836584e-07,0.0,0.2,0.15822002291679382,0.3469886541366577,0.26208317279815674,0.001,-0.009609384275972844,0.0
,,5280,,,,,176,21796,1.75,0.88,0,-0.14753410999999997,,,,,,,,,,
2712,1.44,5310,0,5310,0.94,-0.052067099758423864,,,,,,,880,4.013379406586637e-08,0.0,0.2,0.07609128952026367,0.19327688217163086,0.1856202483177185,0.001,-0.009192249737679958,0.0
,,5310,,,,,177,21925,1.75,0.87,0,-0.15113421000000002,,,,,,,,,,
2729,1.52,5340,0,5340,0.92,-0.07361584752332419,,,,,,,885,-1.7563502190398595e-07,0.0,0.2,0.06511511653661728,0.14122962355613708,0.39611542224884033,0.001,-0.009123374707996845,0.0
,,5340,,,,,178,22056,1.82,0.86,0,-0.17269551000000002,,,,,,,,,,
2744,1.62,5370,0,5370,0.88,-0.09967891379259526,,,,,,,890,-4.656791706381114e-05,0.0,0.2,0.13257664442062378,0.2671846508979797,0.14570897817611694,0.001,-0.05390152707695961,4.7763187e-06
,,5370,,,,,179,22195,1.89,0.85,0,-0.17140111000000002,,,,,,,,,,
2757,1.3,5400,0,5400,0.96,-0.052810491477139294,,,,,,,895,1.430511495925657e-08,0.0,0.2,0.09047417342662811,0.20116109549999237,-0.12441277503967285,0.001,-0.008885699696838856,0.0
,,5400,,,,,180,22320,2.01,0.81,0,-0.21365854999999997,,,,,,,,,,
2774,1.5,5430,0,5430,0.92,-0.09275741316843777,,,,,,,900,4.2120616505769706e-08,0.0,0.2,0.07758590579032898,0.1585886746644974,0.3861175775527954,0.001,-0.008864473178982734,0.0
,,5430,,,,,181,22450,1.95,0.83,0,-0.18091584000000002,,,,,,,,,,
2789,1.28,5460,0,5460,0.96,-0.05469302201177925,,,,,,,905,2.781549568453556e-09,0.0,0.2,0.08911291509866714,0.19628231525421141,-16.147260665893555,0.001,-0.008843239396810532,0.0
,,5460,,,,,182,22557,1.96,0.83,0,-0.18741114,,,,,,,,,,
2806,1.44,5490,0,5490,0.92,-0.0724856156250462,,,,,,,910,-1.2715657149442449e-08,0.0,0.2,0.1305796205997467,0.2840979516506195,0.3317180871963501,0.001,-0.008848495781421661,0.0
,,5490,,,,,183,22681,1.88,0.85,0,-0.17182257999999997,,,,,,,,,,
2816,1.44,5520,0,5520,0.94,-0.07452328985556961,,,,,,,915,-5.563100202721216e-09,0.0,0.2,0.06849594414234161,0.142657333612442,0.2815348505973816,0.001,-0.008834060467779636,0.0
,,5520,,,,,184,22811,2.0,0.83,0,-0.19302185000000002,,,,,,,,,,
2834,1.14,5550,0,5550,0.98,-0.027829940882511436,,,,,,,920,-2.086162582681794e-08,0.0,0.2,0.12268403172492981,0.2711340993642807,0.04025721549987793,0.001,-0.008842292800545692,0.0
,,5550,,,,,185,22917,2.03,0.81,0,-0.22242049000000003,,,,,,,,,,
2849,1.48,5580,0,5580,0.94,-0.08105958024971187,,,,,,,925,-2.4636587170334678e-08,0.0,0.2,0.14472809433937073,0.29271108508110044,0.2670851945877075,0.001,-0.008841320499777794,0.0
,,5580,,,,,186,23042,2.01,0.82,0,-0.22426364999999998,,,,,,,,,,
2865,1.28,5610,0,5610,0.96,-0.0506663304194808,,,,,,,930,-1.1722246906487043e-08,0.0,0.2,0.15140566229820251,0.3268076658248901,-0.1588808298110962,0.001,-0.008830592967569828,0.0
,,5610,,,,,187,23152,1.92,0.84,0,-0.22318965,,,,,,,,,,
2883,1.56,5640,0,5640,0.9,-0.08157495581544935,,,,,,,935,7.947289049070605e-10,0.0,0.2,0.07793807983398438,0.17378476560115813,0.3225797414779663,0.001,-0.008837325312197209,0.0
,,5640,,,,,188,23281,1.9,0.85,0,-0.20480311,,,,,,,,,,
2899,1.46,5670,0,5670,0.92,-0.09299720093607902,,,,,,,940,-1.8378099397864388e-08,0.0,0.2,0.05320831015706062,0.10667504221200944,0.1333523392677307,0.001,-0.008848392218351365,0.0
,,5670,,,,,189,23416,1.9,0.86,0,-0.19320861000000003,,,,,,,,,,
2911,1.7,5700,0,5700,0.86,-0.16368261416442692,,,,,,,945,1.5894569216357012e-09,0.0,0.2,0.11490431427955627,0.2508018404245377,0.05644446611404419,0.001,-0.008821140974760056,0.0
,,5700,,,,,190,23569,1.85,0.87,0,-0.17808848000000005,,,,,,,,,,
2923,1.58,5730,0,5730,0.88,-0.12771354795433582,,,,,,,950,-3.1789145538141384e-09,0.0,0.2,0.09298219531774521,0.21712708473205566,0.372546911239624,0.001,-0.008820188976824284,0.0
,,5730,,,,,191,23712,2.01,0.83,0,-0.19496680000000002,,,,,,,,,,
2940,1.26,5760,0,5760,0.96,-0.052437907718122005,,,,,,,955,-0.00031663139554467535,0.0,0.2,0.09974903613328934,0.19568671882152558,-0.283028244972229,0.001,-0.05116897001862526,9.963314e-05
,,5760,,,,,192,23817,2.0,0.84,0,-0.17327174000000004,,,,,,,,,,
2952,1.56,5790,0,5790,0.92,-0.10013874595519155,,,,,,,960,4.331270906376972e-08,0.0,0.2,0.0671718567609787,0.15062691867351533,0.25512707233428955,0.001,-0.008865337260067463,0.0
,,5790,,,,,193,23952,2.05,0.83,0,-0.18151614999999996,,,,,,,,,,
2964,1.1,5820,0,5820,1.0,-0.008110221116803587,,,,,,,965,-7.418950296891324e-05,0.0,0.2,0.08994223922491074,0.18172475695610046,0.3070598840713501,0.001,-0.010645067319273949,8.742015e-07
,,5820,,,,,194,24059,2.11,0.81,0,-0.20995886000000002,,,,,,,,,,
2984,1.32,5850,0,5850,0.96,-0.030633679805323482,,,,,,,970,1.241366096138563e-06,0.0,0.2,0.19425047934055328,0.4275105059146881,-0.04318535327911377,0.001,-0.008934009075164794,0.0
,,5850,,,,,195,24173,2.08,0.8,0,-0.22192807000000003,,,,,,,,,,
2998,1.28,5880,0,5880,0.98,-0.029784242897294463,,,,,,,975,-6.83466587325654e-08,0.0,0.2,0.07120220363140106,0.1482386916875839,0.36404991149902344,0.001,-0.008788628131151199,0.0
,,5880,,,,,196,24290,2.12,0.79,0,-0.2331119,,,,,,,,,,
3011,1.3,5910,0,5910,0.98,-0.030574898649938405,,,,,,,980,5.8809915515212195e-08,0.0,0.2,0.10210374742746353,0.2139880210161209,0.10581070184707642,0.001,-0.008777756430208682,0.0
,,5910,,,,,197,24402,2.12,0.8,0,-0.22683862000000007,,,,,,,,,,
3025,1.42,5940,0,5940,0.94,-0.07315128949470819,,,,,,,985,2.543131483179195e-08,0.0,0.2,0.1463102400302887,0.2993191838264465,-0.01107180118560791,0.001,-0.008780040591955186,0.0
,,5940,,,,,198,24524,2.04,0.82,0,-0.23676875999999997,,,,,,,,,,
3042,1.24,5970,0,5970,0.98,-0.009340133960358798,,,,,,,990,1.192092646817855e-09,0.0,0.2,0.08028765022754669,0.1692829191684723,0.29471349716186523,0.001,-0.008774051629006862,0.0
,,5970,,,,,199,24631,2.06,0.81,0,-0.23665596,,,,,,,,,,
3057,1.56,6000,0,6000,0.9,-0.11641842842567712,,,,,,,995,1.1920911369145415e-09,0.0,0.2,0.09509270638227463,0.20874518454074859,0.16361594200134277,0.001,-0.008772800490260125,0.0
,,6000,,,,,200,24771,1.97,0.84,0,-0.20953661000000004,,,,,,,,,,
3073,1.34,6030,0,6030,0.96,-0.05055708329193294,,,,,,,1000,-7.549921754446131e-09,0.0,0.2,0.09005993604660034,0.19229126274585723,0.2911751866340637,0.001,-0.00877006258815527,0.0
,,6030,,,,,201,24891,1.96,0.84,0,-0.20435704999999996,,,,,,,,,,
3088,1.58,6060,0,6060,0.9,-0.09505986428353935,,,,,,,1005,5.920728121111551e-08,0.0,0.2,0.13877631723880768,0.28994050025939944,0.18350732326507568,0.001,-0.00882344674319029,0.0
,,6060,,,,,202,25016,2.01,0.85,0,-0.19479002,,,,,,,,,,
3109,1.08,6090,0,6090,1.0,-0.007338330089114606,,,,,,,1010,-3.536542303450574e-08,0.0,0.2,0.05966554582118988,0.1293128177523613,0.07951498031616211,0.001,-0.009006172604858875,0.0
,,6090,,,,,203,25118,1.87,0.87,0,-0.18074634999999997,,,,,,,,,,
3125,1.14,6120,0,6120,0.98,-0.02794464708305895,,,,,,,1015,-1.6391277846139473e-08,0.0,0.2,0.10595059394836426,0.2403371274471283,0.2737230658531189,0.001,-0.00879459585994482,0.0
,,6120,,,,,204,25234,1.82,0.9,0,-0.13671772999999998,,,,,,,,,,
3143,1.5,6150,0,6150,0.92,-0.09545424297451972,,,,,,,1020,-2.3047129271702715e-08,0.0,0.2,0.02421112358570099,0.06540610939264298,0.40874242782592773,0.001,-0.008767198212444783,0.0
,,6150,,,,,205,25361,1.78,0.9,0,-0.14935542999999996,,,,,,,,,,
3154,1.14,6180,0,6180,0.98,-0.029616443840786814,,,,,,,1025,1.2914339464487056e-08,0.0,0.2,0.14686372876167297,0.29461232423782346,0.2778485417366028,0.001,-0.008763621374964715,0.0
,,6180,,,,,206,25464,1.84,0.88,0,-0.15106795,,,,,,,,,,
3170,1.38,6210,0,6210,0.94,-0.07225801064632834,,,,,,,1030,3.953774907472507e-08,0.0,0.2,0.11430411040782928,0.27661522626876833,-0.12177646160125732,0.001,-0.00876171886920929,0.0
