time/total_timesteps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_reward,env/n_steps,eval/mean_ep_length,time/iterations,time/fps,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/time_elapsed,train/explained_variance,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/clip_range,train/value_loss
32100,0.94,19894,0,-0.06855124151799828,32100,1.16,,,,,,,0.1934872269630432,0.0,530,-1.7491930837110204e-08,0.11135052144527435,0.0,0.001,-0.010340525303035975,0.2,0.18385792300105094
32100,,,,,,,107,0,1.63,0.74,-0.23598695,47099,,,,,,,,,,
32400,0.9,20072,0,-0.049753405428491534,32400,1.24,,,,,,,0.22098159790039062,0.0077829165,535,-0.00012623675337906093,0.08641308546066284,0.0015625,0.001,-0.015507939737290144,0.2,0.1775381326675415
32400,,,,,,,108,0,1.72,0.69,-0.31686225,47500,,,,,,,,,,
32700,0.8,20259,0,-0.15311133922077716,32700,1.44,,,,,,,0.16970419883728027,9.389769e-05,540,-0.0013006754219524908,0.08051364123821259,0.0026633523404598234,0.001,-0.020240104291588068,0.2,0.20708336532115937
32700,,,,,,,109,0,1.63,0.76,-0.23119204000000004,47918,,,,,,,,,,
33000,0.94,20451,0,-0.032926918705925345,33000,1.2,,,,,,,0.21342283487319946,0.00057376584,545,-0.0009306193234147386,0.0824287086725235,0.0026633523404598234,0.001,-0.010783952847123145,0.2,0.18919682651758193
33000,,,,,,,110,0,1.51,0.81,-0.16966618,48310,,,,,,,,,,
33300,0.9,20640,0,-0.07088989421725272,33300,1.26,,,,,,,0.24340254068374634,0.00028598952,550,-0.0005052035354310647,0.06912530958652496,0.0015625,0.001,-0.05969584360718727,0.2,0.16718053370714187
33300,,,,,,,111,0,1.57,0.77,-0.23920250999999992,48712,,,,,,,,,,
33600,0.92,20823,0,-0.0713439146289602,33600,1.22,,,,,,,0.16117095947265625,0.032817002,555,-0.002541694662597038,0.09519791603088379,0.005326704680919647,0.001,-0.017271243501454592,0.2,0.19664959013462066
33600,,,,,,,112,0,1.65,0.74,-0.21092902,49116,,,,,,,,,,
33900,0.88,21013,0,-0.12901554335840046,33900,1.28,,,,,,,0.20514094829559326,0.000434226,560,-0.000587216865233664,0.06904895603656769,0.0030539773404598238,0.001,-0.022512743156403302,0.2,0.1862501844763756
33900,,,,,,,113,0,1.48,0.8,-0.18432656000000003,49537,,,,,,,,,,
34200,0.98,21201,0,-0.008400080101564527,34200,1.12,,,,,,,0.2635040879249573,7.703737e-05,565,-0.0003644321951810525,0.07633106410503387,0.00078125,0.001,-0.026046571601182223,0.2,0.16537346094846725
34200,,,,,,,114,0,1.6,0.76,-0.23206805999999994,49936,,,,,,,,,,
34500,0.98,21386,0,-0.028422662578523158,34500,1.12,,,,,,,0.14153099060058594,9.5534255e-05,570,-0.0003273728748105498,0.09588911384344101,0.00078125,0.001,-0.008239512378349901,0.2,0.18928081840276717
34500,,,,,,,115,0,1.56,0.75,-0.24508663000000003,50338,,,,,,,,,,
34800,0.92,21579,0,-0.07112265118863434,34800,1.24,,,,,,,0.17215311527252197,5.6823017e-05,575,-0.0003357298185379776,0.0958305224776268,0.0026633523404598234,0.001,-0.013537030667066574,0.2,0.20419584959745407
34800,,,,,,,116,0,1.59,0.78,-0.22512579000000002,50778,,,,,,,,,,
35100,0.94,21770,0,-0.029012707169167696,35100,1.18,,,,,,,0.19638752937316895,0.00014348235,580,-0.0005857133221859101,0.12397556006908417,0.00078125,0.001,-0.013059802213683724,0.2,0.18656972497701646
35100,,,,,,,117,0,1.61,0.72,-0.22002888,51193,,,,,,,,,,
35400,0.86,21958,0,-0.13025471281725914,35400,1.32,,,,,,,0.23136115074157715,0.021649372,585,-0.0017537338629942667,0.08063954859972,0.008842329680919647,0.001,-0.05042912219651043,0.2,0.16873468607664108
35400,,,,,,,118,0,1.53,0.8,-0.18695740999999994,51602,,,,,,,,,,
35700,0.88,22142,0,-0.09342643911950291,35700,1.3,,,,,,,0.17853140830993652,0.006273141,590,-0.0006871855781355407,0.10289928317070007,0.002734375,0.001,-0.03356515532359481,0.2,0.18216520696878433
35700,,,,,,,119,0,1.54,0.77,-0.19907167999999997,52024,,,,,,,,,,
36000,0.9,22324,0,-0.11123602637089788,36000,1.28,,,,,,,0.17319655418395996,0.0007880451,595,-0.0010727457886730463,0.06802733242511749,0.006178977340459824,0.001,-0.04621908813714981,0.2,0.18027806729078294
36000,,,,,,,120,0,1.58,0.78,-0.19738829000000005,52427,,,,,,,,,,
36300,0.88,22512,0,-0.09283412118908017,36300,1.36,,,,,,,0.20227444171905518,0.0006174966,600,-0.0004736087783157927,0.08811157196760178,0.005007102340459824,0.001,-0.035581957129761574,0.2,0.1794438987970352
36300,,,,,,,121,0,1.68,0.72,-0.27701469,52849,,,,,,,,,,
36600,0.94,22700,0,-0.04952362306881696,36600,1.2,,,,,,,0.24129825830459595,0.00020857691,605,-0.0003519941677097904,0.09204283356666565,0.0026633523404598234,0.001,-0.03396831736899912,0.2,0.1786218285560608
36600,,,,,,,122,0,1.61,0.74,-0.23612057,53264,,,,,,,,,,
36900,0.94,22884,0,-0.04755644244141877,36900,1.12,,,,,,,0.20822954177856445,0.16061582,610,-0.001232679602060216,0.09356486797332764,0.003125,0.001,-0.031785970693454145,0.2,0.18888055831193923
36900,,,,,,,123,0,1.66,0.71,-0.27036358000000005,53683,,,,,,,,,,
37200,0.92,23059,0,-0.04888918333686888,37200,1.2,,,,,,,0.20696574449539185,0.021880869,615,-0.0010381504980614409,0.06419950723648071,0.027166193723678587,0.001,-0.07053942140191793,0.2,0.18260811716318132
37200,,,,,,,124,0,1.65,0.73,-0.26807731,54098,,,,,,,,,,
37500,0.92,23244,0,-0.04932604375295341,37500,1.2,,,,,,,0.250970721244812,3.625173e-05,620,-0.00018056317533137188,0.09678856283426285,0.0,0.001,-0.019519684743136166,0.2,0.1813810348510742
37500,,,,,,,125,0,1.69,0.72,-0.28767639999999994,54525,,,,,,,,,,
37800,0.94,23434,0,-0.06897915800567717,37800,1.2,,,,,,,0.27943307161331177,0.00028540287,625,-0.00028468990124181915,0.0902247279882431,0.001171875,0.001,-0.026378907961770892,0.2,0.16765873730182648
37800,,,,,,,126,0,1.65,0.73,-0.28822586,54931,,,,,,,,,,
38100,0.92,23636,0,-0.06967082988470792,38100,1.28,,,,,,,0.31493180990219116,0.0002321318,630,-0.0007024137558124365,0.06524612754583359,0.0015625,0.001,-0.01321537233889103,0.2,0.1640246257185936
38100,,,,,,,127,0,1.49,0.81,-0.18710897999999998,55346,,,,,,,,,,
38400,0.88,23823,0,-0.08923973459750414,38400,1.24,,,,,,,0.30593180656433105,0.0012823062,635,-0.000651109145052331,0.08268789201974869,0.0072088070213794705,0.001,-0.021832254342734815,0.2,0.162416872382164
38400,,,,,,,128,0,1.58,0.76,-0.21183579000000002,55764,,,,,,,,,,
38700,0.96,24021,0,-0.007925266227684915,38700,1.12,,,,,,,0.29778140783309937,0.00017702182,640,-0.000333110282652882,0.05806581303477287,0.000390625,0.001,-0.025142324343323707,0.2,0.1479296162724495
38700,,,,,,,129,0,1.59,0.76,-0.2215427,56203,,,,,,,,,,
39000,0.96,24207,0,-0.02925363093614578,39000,1.2,,,,,,,0.294022798538208,0.00012084688,645,-0.0004139648911831273,0.08342821896076202,0.00078125,0.001,-0.027290389686822892,0.2,0.14755698144435883
39000,,,,,,,130,0,1.59,0.77,-0.18963267999999997,56629,,,,,,,,,,
39300,0.84,24390,0,-0.1318671990931034,39300,1.42,,,,,,,0.17856532335281372,3.918891e-05,650,-0.00017137917706442352,0.09634756296873093,0.0,0.001,-0.02563820155337453,0.2,0.16982779875397683
39300,,,,,,,131,0,1.61,0.73,-0.23276493999999995,57048,,,,,,,,,,
39600,0.9,24589,0,-0.08943311874289066,39600,1.22,,,,,,,0.19235342741012573,0.00014389095,655,-0.00024984538464991604,0.10637879371643066,0.001171875,0.001,-0.023746491875499487,0.2,0.20151810646057128
39600,,,,,,,132,0,1.5,0.83,-0.13484111000000001,57453,,,,,,,,,,
39900,0.94,24787,0,-0.050124197928234936,39900,1.2,,,,,,,0.28051966428756714,0.00044265308,660,-0.00040126948781562535,0.05775199830532074,0.0030539773404598238,0.001,-0.0191008266992867,0.2,0.13687000721693038
39900,,,,,,,133,0,1.43,0.83,-0.18191960999999998,57872,,,,,,,,,,
40200,0.94,24962,0,-0.07052086235955357,40200,1.12,,,,,,,0.25555968284606934,0.00045590496,665,-0.0010897542405587045,0.06864295154809952,0.0022727273404598235,0.001,-0.016356541495770215,0.2,0.16921229660511017
40200,,,,,,,134,0,1.69,0.73,-0.23434067000000003,58266,,,,,,,,,,
40500,0.92,25154,0,-0.0729020654829219,40500,1.2,,,,,,,0.2074456810951233,0.000593883,670,7.171458921391149e-05,0.07501919567584991,0.004545454680919647,0.001,-0.02272605886682868,0.2,0.1840899258852005
40500,,,,,,,135,0,1.55,0.79,-0.22102141999999994,58678,,,,,,,,,,
40800,0.9,25345,0,-0.06987321611028165,40800,1.24,,,,,,,0.24641168117523193,0.015606516,675,-0.000417757675661079,0.07025688886642456,0.014950284361839294,0.001,-0.030764729157090186,0.2,0.17613185495138167
40800,,,,,,,136,0,1.72,0.66,-0.3024028,59102,,,,,,,,,,
41100,0.92,25523,0,-0.06878615211229772,41100,1.22,,,,,,,0.25604796409606934,0.094710216,680,-0.0024112003982509123,0.07207991182804108,0.014950284361839294,0.001,-0.03495940058492124,0.2,0.17799315005540847
41100,,,,,,,137,0,1.67,0.7,-0.27610455,59508,,,,,,,,,,
41400,0.94,25709,0,-0.06889868970960379,41400,1.2,,,,,,,0.26357603073120117,0.00019932374,685,-0.0004461002599292385,0.07246611267328262,0.0,0.001,-0.006931934505701065,0.2,0.1815684422850609
41400,,,,,,,138,0,1.61,0.77,-0.21758761000000004,59925,,,,,,,,,,
41700,0.88,25904,0,-0.1094952448271215,41700,1.28,,,,,,,0.1427939534187317,1.7695129e-08,690,2.744409853683294e-05,0.1108497902750969,0.0,0.001,-0.007713318057358265,0.2,0.2054456427693367
41700,,,,,,,139,0,1.5,0.8,-0.15579694999999996,60347,,,,,,,,,,
42000,0.84,26092,0,-0.13126482359133662,42000,1.34,,,,,,,0.3083323836326599,0.0015218263,695,-0.0002298699575469243,0.09382767230272293,0.001171875,0.001,-0.009704339317977428,0.2,0.1697503626346588
42000,,,,,,,140,0,1.55,0.8,-0.20216720999999996,60754,,,,,,,,,,
42300,1.0,26274,0,-0.0061537604313343765,42300,1.0,,,,,,,0.2086312174797058,9.513693e-05,700,-0.0007624968632395035,0.07691413164138794,0.000390625,0.001,-0.005800237087532878,0.2,0.18672670423984528
42300,,,,,,,141,0,1.6,0.76,-0.2522614,61152,,,,,,,,,,
42600,0.92,26471,0,-0.09000905271619558,42600,1.26,,,,,,,0.2079145312309265,1.1560994e-06,705,-4.571223292870741e-06,0.08297120034694672,0.0,0.001,-0.013006783183664083,0.2,0.19358804374933242
42600,,,,,,,142,0,1.49,0.84,-0.18341217,61573,,,,,,,,,,
42900,0.9,26662,0,-0.11159811968915165,42900,1.26,,,,,,,0.2457621693611145,1.7829356e-05,710,-0.0001824516676039778,0.09295478463172913,0.0,0.001,-0.01516648605465889,0.2,0.1704020917415619
42900,,,,,,,143,0,1.62,0.78,-0.17746669,62002,,,,,,,,,,
43200,0.9,26861,0,-0.09035751855000854,43200,1.3,,,,,,,0.20623570680618286,0.00020423916,715,-0.0003199326256772217,0.0687381774187088,0.001171875,0.001,-0.017004295159131287,0.2,0.15775271952152253
43200,,,,,,,144,0,1.4,0.86,-0.10829848,62416,,,,,,,,,,
43500,0.88,27060,0,-0.0702641054848209,43500,1.3,,,,,,,0.3128560185432434,0.0009275663,720,-5.135791017707447e-05,0.07249730080366135,0.0015625,0.001,-0.013417777419090272,0.2,0.15360962748527526
43500,,,,,,,145,0,1.53,0.77,-0.19579241,62854,,,,,,,,,,
43800,0.92,27244,0,-0.090678829587996,43800,1.26,,,,,,,0.29523777961730957,5.398516e-05,725,-0.00017385883203928642,0.06835142523050308,0.000390625,0.001,-0.012720266822725534,0.2,0.14994310364127159
43800,,,,,,,146,0,1.67,0.72,-0.25911612,63264,,,,,,,,,,
44100,0.94,27433,0,-0.05185472997836769,44100,1.2,,,,,,,0.2638189196586609,2.3283064e-10,730,-8.455985618383011e-08,0.09129078686237335,0.0,0.001,-0.01513442825525999,0.2,0.17536922693252563
44100,,,,,,,147,0,1.61,0.77,-0.22783634,63685,,,,,,,,,,
44400,0.94,27615,0,-0.04719212593976408,44400,1.12,,,,,,,0.32751429080963135,2.5589359e-06,735,-3.5566447396995216e-05,0.08971726149320602,0.0,0.001,-0.01700105518102646,0.2,0.16327497959136963
44400,,,,,,,148,0,1.7,0.7,-0.27371403,64108,,,,,,,,,,
44700,0.96,27803,0,-0.02950891088694334,44700,1.22,,,,,,,0.22986769676208496,3.825725e-05,740,-0.00019324205958675121,0.07709665596485138,0.0,0.001,-0.020069927163422107,0.2,0.1737441673874855
44700,,,,,,,149,0,1.61,0.76,-0.24131067,64532,,,,,,,,,,
45000,0.94,28002,0,-0.06862787722144276,45000,1.12,,,,,,,0.18377381563186646,0.0003741642,745,-8.199165803191022e-05,0.10948771238327026,0.0015625,0.001,-0.019757157750427724,0.2,0.1960993155837059
45000,,,,,,,150,0,1.53,0.77,-0.20069900999999998,64975,,,,,,,,,,
45300,0.9,28185,0,-0.11102222862653434,45300,1.26,,,,,,,0.17974066734313965,2.3283064e-10,750,1.8712725983860424e-06,0.07433200627565384,0.0,0.001,-0.01813006289303303,0.2,0.1640571765601635
45300,,,,,,,151,0,1.58,0.78,-0.20577713,65378,,,,,,,,,,
45600,0.92,28375,0,-0.029129189229570328,45600,1.18,,,,,,,0.27051466703414917,0.0,755,6.230124611761312e-08,0.0641273781657219,0.0,0.001,-0.017606041207909585,0.2,0.1695707768201828
45600,,,,,,,152,0,1.61,0.75,-0.21182648,65816,,,,,,,,,,
45900,0.98,28569,0,-0.028032572004012764,45900,1.12,,,,,,,0.24104630947113037,0.00016894868,760,-0.00030548578254983025,0.06558508425951004,0.0,0.001,-0.016504544857889415,0.2,0.17339761406183243
45900,,,,,,,153,0,1.62,0.75,-0.26122508000000005,66223,,,,,,,,,,
46200,0.92,28777,0,-0.0493506490578875,46200,1.24,,,,,,,0.27161115407943726,1.7846046e-06,765,-1.240174116681203e-05,0.07177604734897614,0.0,0.001,-0.014326534233987331,0.2,0.16397302821278573
46200,,,,,,,154,0,1.39,0.84,-0.18280823999999996,66655,,,,,,,,,,
46500,0.88,28978,0,-0.1115569934528321,46500,1.26,,,,,,,0.33421772718429565,0.0013552917,770,-0.0011837298500310567,0.10437310487031937,0.0034446023404598237,0.001,-0.018905081320554018,0.2,0.1542342111468315
46500,,,,,,,155,0,1.54,0.79,-0.21326265,67082,,,,,,,,,,
46800,0.92,29155,0,-0.0709660069225356,46800,1.26,,,,,,,0.28727781772613525,0.00016217002,775,-0.000367013765075086,0.053801752626895905,0.0,0.001,-0.011631636694073678,0.2,0.1610591985285282
46800,,,,,,,156,0,1.73,0.69,-0.26749876,67540,,,,,,,,,,
47100,0.92,29338,0,-0.08975945723708718,47100,1.22,,,,,,,0.15083777904510498,0.0,780,1.1006539857305597e-08,0.09683288633823395,0.0,0.001,-0.010100963525474072,0.2,0.19638721495866776
47100,,,,,,,157,0,1.68,0.71,-0.23570532000000002,67980,,,,,,,,,,
47400,0.86,29530,0,-0.11152691640425473,47400,1.3,,,,,,,0.18850570917129517,0.0,785,1.1802396571169992e-08,0.08028649538755417,0.0,0.001,-0.009401507023721934,0.2,0.18094820976257325
47400,,,,,,,158,0,1.54,0.8,-0.20683203999999997,68428,,,,,,,,,,
47700,0.88,29720,0,-0.1298846344416961,47700,1.32,,,,,,,0.2100096344947815,0.0,790,-9.568916050639587e-08,0.07522624731063843,0.0,0.001,-0.009105732943862677,0.2,0.17983973920345306
47700,,,,,,,159,0,1.53,0.81,-0.17929022,68840,,,,,,,,,,
48000,0.96,29919,0,-0.027711397507227956,48000,1.08,,,,,,,0.23349326848983765,2.9080547e-07,795,-3.32510728519253e-05,0.08262690901756287,0.0,0.001,-0.011997721716761589,0.2,0.17777786552906036
48000,,,,,,,160,0,1.62,0.73,-0.24856985,69254,,,,,,,,,,
48300,0.88,30097,0,-0.09312313446309417,48300,1.28,,,,,,,0.26473522186279297,7.450581e-09,800,1.7708252286752213e-07,0.07086848467588425,0.0,0.001,-0.009373360872268676,0.2,0.16487571820616723
48300,,,,,,,161,0,1.72,0.7,-0.2947231,69693,,,,,,,,,,
48600,0.88,30290,0,-0.13401699116453528,48600,1.34,,,,,,,0.10416072607040405,5.3711915e-07,805,-4.470297902674503e-05,0.10836543142795563,0.0,0.001,-0.011540896631777287,0.2,0.21308039724826813
48600,,,,,,,162,0,1.57,0.78,-0.23579793,70228,,,,,,,,,,
48900,0.88,30472,0,-0.11181085294112564,48900,1.28,,,,,,,0.2577095031738281,1.3038516e-08,810,-4.790807992094415e-07,0.07404078543186188,0.0,0.001,-0.009146048035472632,0.2,0.16940881982445716
48900,,,,,,,163,0,1.67,0.72,-0.21877939999999998,70774,,,,,,,,,,
49200,0.84,30667,0,-0.17334367943461984,49200,1.36,,,,,,,0.0991523265838623,0.0,815,-1.4710663487349507e-08,0.10082767903804779,0.0,0.001,-0.008798984158784152,0.2,0.17282650247216225
49200,,,,,,,164,0,1.53,0.8,-0.17708285,71397,,,,,,,,,,
49500,0.94,30855,0,-0.051055406625382604,49500,1.18,,,,,,,0.2050763964653015,4.1508338e-05,820,-0.00018347405010352703,0.06805488467216492,0.0,0.001,-0.013663766719400883,0.2,0.16058814227581025
49500,,,,,,,165,0,1.57,0.77,-0.22268337,71948,,,,,,,,,,
49800,0.82,31032,0,-0.11129617237485945,49800,1.4,,,,,,,0.2943025827407837,0.18227324,825,-0.0038217357296332468,0.056371379643678665,0.017933239042758942,0.001,-0.02026650942862034,0.2,0.16282127052545547
49800,,,,,,,166,0,1.65,0.73,-0.26313388,72376,,,,,,,,,,
50100,0.9,31226,0,-0.08937827030196786,50100,1.26,,,,,,,0.23974812030792236,0.00041909667,830,-0.0009788633620649635,0.09091681987047195,0.00234375,0.001,-0.008632301865145565,0.2,0.18567410707473755
50100,,,,,,,167,0,1.57,0.77,-0.21378974999999997,72814,,,,,,,,,,
50400,0.92,31410,0,-0.08816697407513857,50400,1.16,,,,,,,0.2894800305366516,0.0,835,-5.030486031287751e-07,0.10974519699811935,0.0,0.001,-0.004851024132221937,0.2,0.16782825887203218
50400,,,,,,,168,0,1.55,0.77,-0.20508682,73224,,,,,,,,,,
50700,0.96,31598,0,-0.028769581988453866,50700,1.16,,,,,,,0.3061237335205078,0.0,840,-4.7074121489743e-09,0.10151717811822891,0.0,0.001,-0.004428394185379147,0.2,0.17042684853076934
50700,,,,,,,169,0,1.6,0.75,-0.2474278,73649,,,,,,,,,,
51000,0.94,31785,0,-0.06794080126099289,51000,1.14,,,,,,,0.2790648937225342,0.0,845,-1.4017039493552374e-07,0.07705342769622803,0.0,0.001,-0.004335816344246268,0.2,0.16718466728925704
51000,,,,,,,170,0,1.63,0.72,-0.19513157000000006,74052,,,,,,,,,,
51300,0.98,31965,0,-0.028111765012145042,51300,1.12,,,,,,,0.26472872495651245,0.0,850,2.812594130929824e-08,0.05668605491518974,0.0,0.001,-0.004278147639706731,0.2,0.15988593250513078
51300,,,,,,,171,0,1.55,0.79,-0.2004246,74490,,,,,,,,,,
51600,0.94,32155,0,-0.04999574180692434,51600,1.16,,,,,,,0.1340256929397583,0.0,855,9.186226002100284e-10,0.11016585677862167,0.0,0.001,-0.004249492986127734,0.2,0.21232210099697113
51600,,,,,,,172,0,1.59,0.77,-0.22065511999999998,74910,,,,,,,,,,
51900,0.88,32349,0,-0.09123800515197217,51900,1.3,,,,,,,0.2811257243156433,4.399859e-05,860,-4.647231068162227e-05,0.04885466769337654,0.0,0.001,-0.004289136873558164,0.2,0.1477356009185314
51900,,,,,,,173,0,1.54,0.8,-0.22009883,75370,,,,,,,,,,
52200,0.94,32548,0,-0.05010143291205168,52200,1.22,,,,,,,0.230790913105011,0.0001690014,865,-0.00039040813347739344,0.10420259833335876,0.001171875,0.001,-0.0036159643437713384,0.2,0.19153357148170472
52200,,,,,,,174,0,1.44,0.83,-0.18788581000000004,75813,,,,,,,,,,
52500,0.94,32757,0,-0.048152546053752306,52500,1.12,,,,,,,0.27366262674331665,0.0,870,3.894623290534582e-10,0.07003632187843323,0.0,0.001,-0.0028314505936577914,0.2,0.15284065529704094
52500,,,,,,,175,0,1.45,0.8,-0.19212413,76252,,,,,,,,,,
52800,0.96,32951,0,-0.050055661015212534,52800,1.16,,,,,,,0.27534252405166626,0.000694556,875,-0.0009018080901689984,0.10124015808105469,0.0026633523404598234,0.001,-0.002441545482724905,0.2,0.15674156695604324
52800,,,,,,,176,0,1.52,0.8,-0.20803539999999998,76671,,,,,,,,,,
53100,0.96,33140,0,-0.028117916733026504,53100,1.14,,,,,,,0.27426838874816895,0.0,880,5.376271516865927e-09,0.07542465627193451,0.0,0.001,-0.0020687320735305547,0.2,0.16290900111198425
53100,,,,,,,177,0,1.47,0.84,-0.12900758,77097,,,,,,,,,,
53400,0.9,33322,0,-0.08974872345104813,53400,1.26,,,,,,,0.1822463870048523,0.00013352418,885,-0.00012823725959290044,0.11113768815994263,0.001171875,0.001,-0.007842697110027075,0.2,0.18973628133535386
53400,,,,,,,178,0,1.64,0.74,-0.25180472000000004,77521,,,,,,,,,,
53700,0.94,33509,0,-0.05367467214353382,53700,1.2,,,,,,,0.2843642234802246,0.0,890,1.24712558946527e-08,0.10278958827257156,0.0,0.001,-0.0019244307652115822,0.2,0.1700029894709587
53700,,,,,,,179,0,1.65,0.74,-0.22023888,77963,,,,,,,,,,
54000,0.9,33702,0,-0.0893138859141618,54000,1.3,,,,,,,0.2106829285621643,0.0,895,2.8354539560737634e-08,0.10484737157821655,0.0,0.001,-0.0019455344881862402,0.2,0.19774570763111116
54000,,,,,,,180,0,1.6,0.75,-0.25574645,78391,,,,,,,,,,
54300,0.96,33888,0,-0.05125216571148485,54300,1.24,,,,,,,0.2687397599220276,0.0,900,8.551234742526504e-09,0.0832323208451271,0.0,0.001,-0.001911497605033219,0.2,0.15728776305913925
54300,,,,,,,181,0,1.58,0.75,-0.26468240000000004,78840,,,,,,,,,,
54600,0.8,34081,0,-0.19508771261200308,54600,1.46,,,,,,,0.2406402826309204,0.0,905,-2.785501251878486e-09,0.112777478992939,0.0,0.001,-0.0019193713669665158,0.2,0.18678942918777466
54600,,,,,,,182,0,1.59,0.73,-0.24028574,79287,,,,,,,,,,
54900,0.92,34280,0,-0.08983036219608038,54900,1.2,,,,,,,0.22981154918670654,0.0030985677,910,-0.00018765542031760064,0.05949721857905388,0.0034446023404598237,0.001,-0.0038321794010698794,0.2,0.16547788605093955
54900,,,,,,,183,0,1.55,0.78,-0.19511553000000004,79717,,,,,,,,,,
55200,0.94,34456,0,-0.050685541215352715,55200,1.16,,,,,,,0.30709606409072876,0.0,915,1.428733522601533e-08,0.07373512536287308,0.0,0.001,-0.0019136189948767424,0.2,0.14852029234170913
55200,,,,,,,184,0,1.73,0.71,-0.24042202,80114,,,,,,,,,,
55500,0.96,34651,0,-0.04806476133409888,55500,1.12,,,,,,,0.12472492456436157,4.656613e-10,920,-1.2410805038776119e-06,0.10665395855903625,0.0,0.001,-0.002067743812222034,0.2,0.21189285963773727
55500,,,,,,,185,0,1.45,0.8,-0.1522991,80542,,,,,,,,,,
55800,0.88,34844,0,-0.11112034573219716,55800,1.3,,,,,,,0.2603682279586792,0.0,925,-4.656613050713077e-09,0.06685815751552582,0.0,0.001,-0.0019072668976150454,0.2,0.18246760666370393
55800,,,,,,,186,0,1.67,0.73,-0.25186995999999995,80977,,,,,,,,,,
56100,0.92,35033,0,-0.049440394630655644,56100,1.18,,,,,,,0.16784363985061646,0.0,930,-4.728578595347699e-09,0.1048019602894783,0.0,0.001,-0.0019196419860236346,0.2,0.1799527570605278
56100,,,,,,,187,0,1.54,0.76,-0.19008809000000004,81404,,,,,,,,,,
56400,0.94,35216,0,-0.032181624798104165,56400,1.18,,,,,,,0.21193736791610718,0.0,935,3.0691312602471044e-09,0.08874759823083878,0.0,0.001,-0.0019056162447668612,0.2,0.17812814861536025
56400,,,,,,,188,0,1.57,0.79,-0.22230613,81846,,,,,,,,,,
56700,0.94,35409,0,-0.05091577703133225,56700,1.2,,,,,,,0.2702599763870239,0.0,940,2.8278338781717593e-09,0.07593037933111191,0.0,0.001,-0.001913327816873789,0.2,0.18345738649368287
56700,,,,,,,189,0,1.57,0.73,-0.22926220000000005,82269,,,,,,,,,,
57000,0.92,35591,0,-0.029444882338866593,57000,1.24,,,,,,,0.24567341804504395,0.0,945,-1.1980196390481978e-09,0.0872189849615097,0.0,0.001,-0.0019228412886150182,0.2,0.18212686181068422
57000,,,,,,,190,0,1.67,0.69,-0.3001353,82684,,,,,,,,,,
57300,0.94,35780,0,-0.0484524879232049,57300,1.14,,,,,,,0.27358293533325195,0.0,950,7.420947767400321e-09,0.0860530436038971,0.0,0.001,-0.0019268687232397498,0.2,0.1777741178870201
57300,,,,,,,191,0,1.64,0.74,-0.2112752,83114,,,,,,,,,,
57600,0.84,35968,0,-0.15056836375501007,57600,1.34,,,,,,,0.20276015996932983,0.0,955,1.6128813840055045e-09,0.0701625794172287,0.0,0.001,-0.0019094413029961288,0.2,0.1839136004447937
57600,,,,,,,192,0,1.62,0.75,-0.2613909,83606,,,,,,,,,,
57900,0.96,36157,0,-0.04803003982640803,57900,1.12,,,,,,,0.2584192156791687,7.211091e-05,960,-0.00032770524372951473,0.07377628237009048,0.0030539773404598238,0.001,-0.010402307799085974,0.2,0.17229796797037125
57900,,,,,,,193,0,1.7,0.74,-0.23373338999999999,84021,,,,,,,,,,
58200,0.88,36339,0,-0.09134947393089533,58200,1.34,,,,,,,0.3333365321159363,0.0,965,1.3089315764602816e-08,0.07363951206207275,0.0,0.001,-0.0019126856699585915,0.2,0.15369261354207991
58200,,,,,,,194,0,1.65,0.71,-0.22677938999999991,84442,,,,,,,,,,
58500,0.9,36535,0,-0.1122632423741743,58500,1.26,,,,,,,0.22017967700958252,0.0,970,-1.0551038167605498e-07,0.08622753620147705,0.0,0.001,-0.0019441434764303268,0.2,0.1835414484143257
58500,,,,,,,195,0,1.47,0.82,-0.17612508,84908,,,,,,,,,,
58800,0.92,36721,0,-0.09364334569778293,58800,1.24,,,,,,,0.16304528713226318,4.1909516e-09,975,-1.423005902712049e-06,0.12134519964456558,0.0,0.001,-0.002120621094945818,0.2,0.20507025718688965
58800,,,,,,,196,0,1.62,0.74,-0.24770650000000002,85354,,,,,,,,,,
59100,0.88,36897,0,-0.09034725456964225,59100,1.24,,,,,,,0.2545244097709656,0.0,980,-4.237517736704888e-09,0.07605412602424622,0.0,0.001,-0.0019158272072672844,0.2,0.17898681610822678
59100,,,,,,,197,0,1.67,0.72,-0.26744034000000005,85774,,,,,,,,,,
59400,0.84,37087,0,-0.07305735823698342,59400,1.34,,,,,,,0.2736054062843323,0.0,985,-5.418602455620203e-10,0.0952853187918663,0.0,0.001,-0.0019376618438400328,0.2,0.18404123187065125
59400,,,,,,,198,0,1.5,0.8,-0.17669547000000002,86229,,,,,,,,,,
59700,0.8,37284,0,-0.13569456027820706,59700,1.44,,,,,,,0.2486594319343567,0.0,990,-8.898364178833163e-09,0.08763453364372253,0.0,0.001,-0.0019392881076782942,0.2,0.1675681233406067
59700,,,,,,,199,0,1.51,0.8,-0.21569503999999998,86685,,,,,,,,,,
