eval/success_rate,time/total_timesteps,eval/mean_reward,env/current_idx,eval/mean_ep_length,env/completion_counter,env/n_steps,rollout/ep_len_mean,rollout/success_rate,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/clip_fraction,train/approx_kl,train/n_updates,train/loss,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_range
,50700,,,,,,1.6,0.75,169,0,-0.21454863999999996,73627,,,,,,,,,,
0.84,51000,-0.15222824330907314,31548,1.38,0,51000,,,,,,,0.0001,0.0,6.556511e-08,845,0.05873619019985199,2.685764975041138e-07,-0.046468236446380616,0.16479000061750412,0.2581508755683899,0.2
,51000,,,,,,1.59,0.76,170,0,-0.22128019,74111,,,,,,,,,,
0.9,51300,-0.10875340234488248,31737,1.22,0,51300,,,,,,,0.0001,0.0,9.2089175e-07,850,0.07571258395910263,-1.1746642941794504e-05,-0.046674159318208695,0.17281391382217406,0.23570507764816284,0.2
,51300,,,,,,1.61,0.74,171,0,-0.24346416999999998,74563,,,,,,,,,,
0.9,51600,-0.06875912207178772,31932,1.2,0,51600,,,,,,,0.0001,0.0,4.831329e-06,855,0.09145523607730865,-2.9626355125458304e-05,-0.046626279801130294,0.16773975729942323,0.2657301425933838,0.2
,51600,,,,,,1.51,0.8,172,0,-0.19973785,75008,,,,,,,,,,
0.86,51900,-0.15025151812005788,32106,1.38,0,51900,,,,,,,0.0001,0.0,2.9370374e-05,860,0.100019671022892,-0.0003463014095640915,-0.04476744890213013,0.15017422467470168,0.33147525787353516,0.2
,51900,,,,,,1.71,0.7,173,0,-0.2930733,75458,,,,,,,,,,
0.9,52200,-0.06900561937596648,32289,1.22,0,52200,,,,,,,0.0001,0.0,0.0,865,0.07694900035858154,-4.7158788518686375e-09,-0.04200034275650978,0.17461443483829497,0.2942371368408203,0.2
,52200,,,,,,1.68,0.69,174,0,-0.28813607999999996,75905,,,,,,,,,,
0.86,52500,-0.13411602031439543,32489,1.4,0,52500,,,,,,,0.0001,0.0,0.0,870,0.096363365650177,-1.029873420321792e-08,-0.04152935072779655,0.17412954330444336,0.29510921239852905,0.2
,52500,,,,,,1.57,0.77,175,0,-0.23101544000000002,76334,,,,,,,,,,
0.86,52800,-0.15106429394800217,32699,1.32,0,52800,,,,,,,0.0001,0.0,4.965961e-05,875,0.06635455042123795,-0.00048451344016946506,-0.04047728538513184,0.16888420045375824,0.2586025595664978,0.2
,52800,,,,,,1.48,0.83,176,0,-0.16268462,76768,,,,,,,,,,
0.9,53100,-0.10915414874441921,32880,1.26,0,53100,,,,,,,0.0001,0.0,1.738593e-06,880,0.07067184150218964,-1.7828318205630468e-05,-0.038329298347234725,0.16402886927127838,0.14634454250335693,0.2
,53100,,,,,,1.72,0.73,177,0,-0.2673104,77191,,,,,,,,,,
0.98,53400,-0.007586241397075355,33082,1.12,0,53400,,,,,,,0.0001,0.0,1.347302e-05,885,0.06973174214363098,-0.00010908681556884403,-0.03825897216796875,0.16702396243810655,0.3027932643890381,0.2
,53400,,,,,,1.45,0.85,178,0,-0.15120331,77627,,,,,,,,,,
0.9,53700,-0.08973526940215379,33279,1.24,0,53700,,,,,,,0.0001,0.0,0.0,890,0.06579545885324478,4.48728158630729e-09,-0.03723120331764221,0.1592111325263977,0.22866255044937134,0.2
,53700,,,,,,1.58,0.75,179,0,-0.20749886,78069,,,,,,,,,,
0.84,54000,-0.15978200264740736,33462,1.42,0,54000,,,,,,,0.0001,0.0,7.587485e-06,895,0.05512506514787674,-0.00010006258518174604,-0.03770317405462265,0.14268677562475204,0.33973222970962524,0.2
,54000,,,,,,1.6,0.75,180,0,-0.21847176999999998,78533,,,,,,,,,,
0.92,54300,-0.07003218278288842,33651,1.2,0,54300,,,,,,,0.0001,0.0,0.0,900,0.0704641342163086,1.3915652523621703e-08,-0.03947139963507652,0.16864676296710968,0.2410866618156433,0.2
,54300,,,,,,1.56,0.76,181,0,-0.20602822999999998,78973,,,,,,,,,,
0.9,54600,-0.09106879792176187,33825,1.28,0,54600,,,,,,,0.0001,0.0,1.5833974e-05,905,0.10048750787973404,-0.0002289311142786943,-0.039441703706979754,0.1835158622264862,0.1604864001274109,0.2
,54600,,,,,,1.61,0.75,182,0,-0.22698278000000002,79416,,,,,,,,,,
0.96,54900,-0.00717144129332155,34030,1.08,0,54900,,,,,,,0.0001,0.0,3.7740915e-06,910,0.10018936544656754,-5.305176569066816e-05,-0.038943902254104615,0.18794736981391907,0.20105552673339844,0.2
,54900,,,,,,1.43,0.84,183,0,-0.15456312,79844,,,,,,,,,,
0.92,55200,-0.08991593054495751,34207,1.2,0,55200,,,,,,,0.0001,0.0,5.5204737e-06,915,0.06917218118906021,-4.73573814478101e-06,-0.04003401651978493,0.1465276536345482,0.2774178981781006,0.2
,55200,,,,,,1.57,0.76,184,0,-0.23542617,80266,,,,,,,,,,
0.94,55500,-0.07116130559239536,34387,1.2,0,55500,,,,,,,0.0001,0.0,1.0026619e-06,920,0.0828777551651001,-7.2377175638393966e-06,-0.04021250411868096,0.1679374533891678,0.31969600915908813,0.2
,55500,,,,,,1.79,0.65,185,0,-0.3186989,80693,,,,,,,,,,
0.94,55800,-0.06844569876790046,34583,1.14,0,55800,,,,,,,0.0001,0.0,1.7859041e-06,925,0.0558324009180069,5.075081653714619e-05,-0.03963832810521126,0.16538374423980712,0.2953718304634094,0.2
,55800,,,,,,1.47,0.8,186,0,-0.22633154000000005,81118,,,,,,,,,,
0.94,56100,-0.008678351743146778,34763,1.14,0,56100,,,,,,,0.0001,0.0,0.0,930,0.07021530717611313,1.1827796697616576e-08,-0.0390243399143219,0.15810326755046844,0.3474147915840149,0.2
,56100,,,,,,1.63,0.76,187,0,-0.21770087999999999,81536,,,,,,,,,,
0.9,56400,-0.07128060143440962,34960,1.26,0,56400,,,,,,,0.0001,0.0,0.0,935,0.07196921855211258,-1.7034738064580779e-09,-0.03882835939526558,0.18343853950500488,0.15370827913284302,0.2
,56400,,,,,,1.5,0.81,188,0,-0.17469827000000002,81989,,,,,,,,,,
0.98,56700,-0.027633078387007116,35144,1.14,0,56700,,,,,,,0.0001,0.0,0.0,940,0.08425921201705933,-2.7601015162304066e-09,-0.03882081165909767,0.16321690499782562,0.21061450242996216,0.2
,56700,,,,,,1.56,0.78,189,0,-0.24346484999999998,82418,,,,,,,,,,
0.86,57000,-0.15183854062110186,35329,1.32,0,57000,,,,,,,0.0001,0.0,1.0313466e-05,945,0.07835952192544937,-7.404723627999488e-05,-0.03821688428521156,0.14962564498186112,0.37337350845336914,0.2
,57000,,,,,,1.63,0.75,190,0,-0.20723326,82841,,,,,,,,,,
0.92,57300,-0.07042653816752135,35533,1.3,0,57300,,,,,,,0.0001,0.0,0.0,950,0.06961438804864883,-2.153895124479277e-09,-0.037037914395332334,0.16538567423820497,0.18936902284622192,0.2
,57300,,,,,,1.54,0.77,191,0,-0.20406993,83267,,,,,,,,,,
0.84,57600,-0.07208539934828878,35741,1.38,0,57600,,,,,,,0.0001,0.0,8.610077e-06,955,0.052828919142484665,-0.00010082565586671421,-0.03625833004713058,0.14588681876659393,0.30245673656463623,0.2
,57600,,,,,,1.45,0.82,192,0,-0.16741783000000002,83723,,,,,,,,,,
0.96,57900,-0.04831515338737517,35938,1.16,0,57900,,,,,,,0.0001,0.0,7.073395e-06,960,0.06668753176927567,-3.5147313028431884e-05,-0.03446469008922577,0.1434658408164978,0.2915392518043518,0.2
,57900,,,,,,1.5,0.79,193,0,-0.17080519000000002,84172,,,,,,,,,,
0.86,58200,-0.09005281790159643,36124,1.32,0,58200,,,,,,,0.0001,0.0,1.9993024e-05,965,0.06124841049313545,-0.00011740327643416038,-0.03424645811319351,0.1419154018163681,0.3122475743293762,0.2
,58200,,,,,,1.68,0.72,194,0,-0.27781766,84619,,,,,,,,,,
0.92,58500,-0.0917791129508987,36306,1.26,0,58500,,,,,,,0.0001,0.0,1.810398e-05,970,0.08453106880187988,-0.00021916094955720666,-0.03601719781756401,0.17232962131500243,0.30523693561553955,0.2
,58500,,,,,,1.61,0.73,195,0,-0.21246257,85071,,,,,,,,,,
0.88,58800,-0.08993707347661256,36504,1.3,0,58800,,,,,,,0.0001,0.0,0.0,975,0.05892341583967209,1.0642477050737398e-08,-0.03792586922645569,0.1563870969414711,0.2638566493988037,0.2
,58800,,,,,,1.44,0.83,196,0,-0.18263247999999999,85507,,,,,,,,,,
0.88,59100,-0.11033861063420773,36699,1.28,0,59100,,,,,,,0.0001,0.0,2.9622763e-05,980,0.09015613049268723,-0.0003119559449790543,-0.03708729922771454,0.15768897742033006,0.238980233669281,0.2
,59100,,,,,,1.54,0.76,197,0,-0.20338859000000004,85969,,,,,,,,,,
0.92,59400,-0.05017420629039407,36878,1.24,0,59400,,,,,,,0.0001,0.0,5.6732497e-05,985,0.06607495248317719,-0.0003472272384401265,-0.0356533545255661,0.17247791320085526,0.227186918258667,0.2
,59400,,,,,,1.66,0.72,198,0,-0.28158608,86430,,,,,,,,,,
0.96,59700,-0.04723229354247451,37060,1.14,0,59700,,,,,,,0.0001,0.0,1.5239824e-08,990,0.08678480982780457,-4.6058134373083706e-08,-0.038360196501016616,0.17878415584564208,0.2581779956817627,0.2
,59700,,,,,,1.66,0.74,199,0,-0.24556555000000002,86859,,,,,,,,,,
0.9,60000,-0.11509335453622044,37257,1.24,0,60000,,,,,,,0.0001,0.0,0.0,995,0.09457133710384369,-8.195637768437791e-10,-0.039028477668762204,0.18156088411808013,0.2283070683479309,0.2
,60000,,,,,,1.57,0.76,200,0,-0.23136386,87283,,,,,,,,,,
0.82,60300,-0.13605965310707688,37439,1.42,0,60300,,,,,,,0.0001,0.000625,9.314231e-05,1000,0.08858532458543777,-0.0007444615848363156,-0.03768749207258224,0.14935366481542586,0.36236369609832764,0.2
,60300,,,,,,1.78,0.68,201,0,-0.34263716,87714,,,,,,,,,,
0.94,60600,-0.04870866903103888,37615,1.16,0,60600,,,,,,,0.0001,0.0,3.0906872e-06,1005,0.07173879444599152,-3.012751341561426e-05,-0.03577697634696961,0.1611668026447296,0.3094560503959656,0.2
,60600,,,,,,1.68,0.71,202,0,-0.27255570999999995,88153,,,,,,,,,,
0.9,60900,-0.09113253286108375,37808,1.3,0,60900,,,,,,,0.0001,0.0,0.0,1010,0.0758441761136055,1.1179257555227195e-08,-0.03656967356801033,0.1771897953748703,0.26378095149993896,0.2
,60900,,,,,,1.51,0.78,203,0,-0.21562009999999993,88587,,,,,,,,,,
0.92,61200,-0.08906229180283845,37999,1.22,0,61200,,,,,,,0.0001,0.0,3.3981538e-05,1015,0.04523666948080063,-0.0004050289001315832,-0.03784028142690658,0.14147524148225785,0.4013438820838928,0.2
,61200,,,,,,1.52,0.77,204,0,-0.24867220999999998,89040,,,,,,,,,,
0.82,61500,-0.15343636754900217,38192,1.4,0,61500,,,,,,,0.0001,0.0,2.1604788e-05,1020,0.06885495781898499,-0.00012332403101041222,-0.04050534769892693,0.15677053928375245,0.3531549572944641,0.2
,61500,,,,,,1.51,0.79,205,0,-0.20642404,89489,,,,,,,,,,
0.96,61800,-0.04784103654325009,38379,1.12,0,61800,,,,,,,0.0001,0.0,0.0,1025,0.05861511453986168,1.4342364806907426e-09,-0.03967249289155007,0.15671621948480607,0.33044809103012085,0.2
,61800,,,,,,1.56,0.77,206,0,-0.24440964999999998,89939,,,,,,,,,,
0.94,62100,-0.06756660886574536,38563,1.14,0,62100,,,,,,,0.0001,0.0,0.0,1030,0.09434785693883896,-2.6476654397811216e-08,-0.03939068049192428,0.17106687217950822,0.2499614953994751,0.2
,62100,,,,,,1.62,0.73,207,0,-0.27101369999999997,90416,,,,,,,,,,
0.9,62400,-0.04892936878837645,38744,1.24,0,62400,,,,,,,0.0001,0.0,0.0,1035,0.07556623965501785,7.032332192125068e-09,-0.03937746927142143,0.20061181604862213,0.12854260206222534,0.2
,62400,,,,,,1.72,0.69,208,0,-0.28910155,90868,,,,,,,,,,
0.86,62700,-0.13169500221963973,38936,1.28,0,62700,,,,,,,0.0001,0.0,4.524365e-06,1040,0.0704021006822586,-2.0043572241377206e-05,-0.039676211625337604,0.17840401470661163,0.23991864919662476,0.2
,62700,,,,,,1.65,0.74,209,0,-0.25281524,91353,,,,,,,,,,
0.92,63000,-0.06861138270702213,39134,1.18,0,63000,,,,,,,0.0001,0.0,2.5564246e-05,1045,0.06646623462438583,-0.0003375544355895954,-0.03973520264029503,0.14677978724241256,0.29740291833877563,0.2
,63000,,,,,,1.43,0.82,210,0,-0.17739282000000003,91835,,,,,,,,,,
0.92,63300,-0.07080744258593769,39323,1.2,0,63300,,,,,,,0.0001,0.0,1.8713996e-06,1050,0.05214325711131096,4.618206146098203e-05,-0.03910863786935806,0.15165320068597793,0.34868836402893066,0.2
,63300,,,,,,1.59,0.77,211,0,-0.20778056999999997,92284,,,,,,,,,,
0.96,63600,-0.02845572411082685,39502,1.18,0,63600,,,,,,,0.0001,0.0,0.0,1055,0.055194951593875885,-9.844926367463813e-09,-0.03957846790552139,0.1459807601571083,0.34413647651672363,0.2
,63600,,,,,,1.66,0.71,212,0,-0.27698676,92712,,,,,,,,,,
0.88,63900,-0.09257862024474889,39707,1.32,0,63900,,,,,,,0.0001,0.0,2.5001913e-05,1060,0.055768273770809174,-0.00012750483703385384,-0.03888392925262451,0.14400068521499634,0.4035370349884033,0.2
,63900,,,,,,1.39,0.85,213,0,-0.14271077,93175,,,,,,,,,,
0.86,64200,-0.0924350460153073,39901,1.36,0,64200,,,,,,,0.0001,0.0,0.0,1065,0.06955836713314056,1.4731828912317724e-09,-0.037405611872673036,0.15601406127214432,0.29439252614974976,0.2
,64200,,,,,,1.59,0.76,214,0,-0.20873393000000004,93647,,,,,,,,,,
0.9,64500,-0.07046846561599523,40081,1.22,0,64500,,,,,,,0.0001,0.0,0.0,1070,0.08352722972631454,2.5569036665729073e-09,-0.037170451581478116,0.17348894119262695,0.2266240119934082,0.2
,64500,,,,,,1.6,0.78,215,0,-0.21824806000000002,94428,,,,,,,,,,
1.0,64800,-0.006278831455856562,40269,1.02,0,64800,,,,,,,0.0001,0.0,7.076748e-06,1075,0.08106697350740433,-4.04195521632289e-05,-0.03734867691993713,0.17678722083568574,0.22679460048675537,0.2
,64800,,,,,,1.64,0.74,216,0,-0.24901439,94878,,,,,,,,,,
0.94,65100,-0.049319191691465675,40463,1.16,0,65100,,,,,,,0.0001,0.0,2.5518239e-07,1080,0.08503604680299759,-1.360780813541851e-07,-0.0379628224670887,0.16586796909570695,0.2947291135787964,0.2
,65100,,,,,,1.51,0.78,217,0,-0.19117723,95318,,,,,,,,,,
0.96,65400,-0.0470902234967798,40658,1.08,0,65400,,,,,,,0.0001,0.0,1.3011694e-05,1085,0.07756279408931732,-0.00010026917380098865,-0.03891826331615448,0.14170850247144698,0.30574679374694824,0.2
,65400,,,,,,1.52,0.75,218,0,-0.26003285000000004,95805,,,,,,,,,,
0.9,65700,-0.06977938422001899,40845,1.26,0,65700,,,,,,,0.0001,0.0,5.8829783e-06,1090,0.0894915908575058,-2.4685724267925478e-05,-0.041064891070127486,0.15933898597955704,0.35964471101760864,0.2
,65700,,,,,,1.67,0.73,219,0,-0.2917573299999999,96268,,,,,,,,,,
0.92,66000,-0.07000271704047918,41034,1.18,0,66000,,,,,,,0.0001,0.000625,6.724298e-05,1095,0.09351455420255661,-0.00073874316464007,-0.04165187120437622,0.18796671330928802,0.21186059713363647,0.2
,66000,,,,,,1.59,0.79,220,0,-0.16582634,96733,,,,,,,,,,
0.9,66300,-0.09014739450998605,41225,1.3,0,66300,,,,,,,0.0001,0.0,9.609181e-05,1100,0.0805247500538826,-0.000404957842758904,-0.03989619359374046,0.17133696973323823,0.15470647811889648,0.2
,66300,,,,,,1.51,0.78,221,0,-0.19962297999999998,97205,,,,,,,,,,
0.92,66600,-0.04979231907054782,41418,1.22,0,66600,,,,,,,0.0001,0.0,3.060233e-05,1105,0.0860266238451004,-0.0002727808296648959,-0.038098708540201184,0.18489941895008088,0.1937088966369629,0.2
,66600,,,,,,1.58,0.74,222,0,-0.25097577,97650,,,,,,,,,,
0.94,66900,-0.06934121658094228,41605,1.18,0,66900,,,,,,,0.0001,0.0,0.0,1110,0.059722136706113815,-1.0617077563779276e-08,-0.03973523199558258,0.1612592190504074,0.2848871946334839,0.2
,66900,,,,,,1.67,0.74,223,0,-0.23822257,98123,,,,,,,,,,
0.88,67200,-0.130623350283131,41807,1.34,0,67200,,,,,,,0.0001,0.0,0.00012151059,1115,0.0469808466732502,-0.0006031338169922052,-0.03820560827851296,0.15467893213033676,0.27836859226226807,0.2
,67200,,,,,,1.47,0.83,224,0,-0.1763891,98586,,,,,,,,,,
0.84,67500,-0.15265550228301436,41989,1.34,0,67500,,,,,,,0.0001,0.0,0.0,1120,0.06207851693034172,5.134127398775945e-09,-0.034145357310771944,0.14840914070606231,0.2853838801383972,0.2
,67500,,,,,,1.69,0.69,225,0,-0.24307106000000003,99061,,,,,,,,,,
