env/current_idx,eval/mean_ep_length,env/completion_counter,env/n_steps,eval/success_rate,eval/mean_reward,time/total_timesteps,time/iterations,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/loss,train/n_updates,train/learning_rate
,,,,,,8850,295,0.83,-0.21699248000000002,2.04,0,35943,,,,,,,,,,
3968,1.46,0,8880,0.92,-0.07375857617706061,8880,,,,,,,-0.4140149176120758,0.20006943345069886,0.18524068593978882,0.2,3.7749608e-06,-0.00018795489905372166,0.0,0.09627041965723038,1475,0.0001
,,,,,,8880,296,0.85,-0.19125351999999998,2.02,0,36071,,,,,,,,,,
3978,1.34,0,8910,0.96,-0.052995786471292376,8910,,,,,,,-0.4192296385765076,0.1401430130004883,-3.1636734008789062,0.2,1.0840098e-05,1.939435770879072e-05,0.0,0.0676296278834343,1480,0.0001
,,,,,,8910,297,0.84,-0.20472909,2.07,0,36191,,,,,,,,,,
3993,1.68,0,8940,0.86,-0.1589758984092623,8940,,,,,,,-0.422625333070755,0.3362979829311371,0.11451542377471924,0.2,1.124541e-06,-5.602399479052167e-05,0.0,0.16245557367801666,1485,0.0001
,,,,,,8940,298,0.83,-0.20947736000000003,2.1,0,36319,,,,,,,,,,
4008,1.34,0,8970,0.94,-0.051093437639065084,8970,,,,,,,-0.4254531919956207,0.2126844346523285,0.13747912645339966,0.2,1.3569991e-06,-0.00012859304952144156,0.0,0.09676747024059296,1490,0.0001
,,,,,,8970,299,0.8,-0.23661889999999997,2.19,0,36426,,,,,,,,,,
4020,1.6,0,9000,0.86,-0.16013336590491234,9000,,,,,,,-0.42629839181900026,0.29392574429512025,-0.12711942195892334,0.2,1.23659765e-05,-0.0010044018501259798,0.0,0.14389629662036896,1495,0.0001
,,,,,,9000,300,0.79,-0.25744404000000004,2.22,0,36552,,,,,,,,,,
4034,1.4,0,9030,0.94,-0.054767544595524666,9030,,,,,,,-0.4228712320327759,0.2700397789478302,0.020369231700897217,0.2,5.245209e-07,-2.5750795536083616e-05,0.0,0.12752118706703186,1500,0.0001
,,,,,,9030,301,0.77,-0.2692735,2.28,0,36672,,,,,,,,,,
4052,1.6,0,9060,0.88,-0.09544756930321455,9060,,,,,,,-0.4209581673145294,0.24730722308158876,-0.01039278507232666,0.2,2.5518735e-05,-0.0008718142755485658,0.0,0.12010800093412399,1505,0.0001
,,,,,,9060,302,0.81,-0.22946683,2.09,0,36800,,,,,,,,,,
4069,1.48,0,9090,0.9,-0.11610775186680257,9090,,,,,,,-0.41485231518745425,0.15067427456378937,0.5538735389709473,0.2,2.1934509e-06,-5.4387649142739744e-05,0.0,0.06802241504192352,1510,0.0001
,,,,,,9090,303,0.8,-0.24391406,2.04,0,36925,,,,,,,,,,
4082,1.3,0,9120,0.96,-0.040629384396597745,9120,,,,,,,-0.40614991188049315,0.16856340169906617,0.29171276092529297,0.2,2.553463e-05,-0.0011381790771459066,0.0,0.07852199673652649,1515,0.0001
,,,,,,9120,304,0.8,-0.23695748000000005,2.05,0,37043,,,,,,,,,,
4102,1.3,0,9150,0.94,-0.07103529913816602,9150,,,,,,,-0.3972637116909027,0.1274009793996811,0.4790005683898926,0.2,8.644661e-06,6.355444522956332e-05,0.0,0.06080031767487526,1520,0.0001
,,,,,,9150,305,0.83,-0.21591572000000003,1.95,0,37160,,,,,,,,,,
4121,1.12,0,9180,1.0,-0.008962391992099583,9180,,,,,,,-0.39387707114219667,0.17774175107479095,0.28892630338668823,0.2,8.374453e-06,-0.00013569593123978762,0.0,0.08596763014793396,1525,0.0001
,,,,,,9180,306,0.86,-0.16780861000000002,1.77,0,37260,,,,,,,,,,
4138,1.2,0,9210,0.98,-0.03513156651519239,9210,,,,,,,-0.3906164407730103,0.08593006432056427,0.3377215266227722,0.2,2.1739801e-05,-0.0004487510077886725,0.0,0.03866272419691086,1530,0.0001
,,,,,,9210,307,0.87,-0.16134083000000005,1.7,0,37359,,,,,,,,,,
4151,1.22,0,9240,0.98,-0.029715880155563354,9240,,,,,,,-0.3860237658023834,0.1862296551465988,0.3879876732826233,0.2,1.1722247e-07,1.5529394258884112e-05,0.0,0.09188413619995117,1535,0.0001
,,,,,,9240,308,0.84,-0.19777180000000005,1.82,0,37462,,,,,,,,,,
4166,1.3,0,9270,0.94,-0.050312513411045076,9270,,,,,,,-0.38570091128349304,0.11700190007686614,0.6495630741119385,0.2,7.677078e-06,-0.00042092323089786275,0.0,0.05221893638372421,1540,0.0001
,,,,,,9270,309,0.82,-0.22486572000000002,1.9,0,37571,,,,,,,,,,
4178,1.22,0,9300,0.96,-0.05066824766807258,9300,,,,,,,-0.38886807560920716,0.16158523559570312,0.4805235266685486,0.2,6.6081684e-06,-1.673738287806259e-05,0.0,0.07688536494970322,1545,0.0001
,,,,,,9300,310,0.82,-0.22379422999999998,1.92,0,37679,,,,,,,,,,
4193,1.54,0,9330,0.88,-0.13543097773101181,9330,,,,,,,-0.3841415524482727,0.14497870206832886,0.40782296657562256,0.2,4.5377015e-05,-0.0016966249452284644,0.0,0.06781546026468277,1550,0.0001
,,,,,,9330,311,0.81,-0.23595940999999995,1.98,0,37807,,,,,,,,,,
4201,1.5,0,9360,0.9,-0.09463935596868396,9360,,,,,,,-0.37307168245315553,0.2534066617488861,0.03418058156967163,0.2,3.7225087e-05,-0.0005445887703295682,0.0,0.12201155722141266,1555,0.0001
,,,,,,9360,312,0.79,-0.25334701000000004,2.09,0,37932,,,,,,,,,,
4217,1.16,0,9390,1.0,-0.008660990111529827,9390,,,,,,,-0.3630541443824768,0.24504774510860444,-0.036148667335510254,0.2,3.243685e-05,-0.0010087442553292191,0.0,0.11603212356567383,1560,0.0001
,,,,,,9390,313,0.77,-0.28878396000000006,2.18,0,38037,,,,,,,,,,
4232,1.52,0,9420,0.9,-0.11326807369012386,9420,,,,,,,-0.352181488275528,0.15967669188976288,0.3914889097213745,0.2,2.8234721e-05,-5.7774583450154184e-05,0.0,0.0774930864572525,1565,0.0001
,,,,,,9420,314,0.76,-0.29641306,2.24,0,38192,,,,,,,,,,
4246,1.16,0,9450,0.98,-0.02855484382715076,9450,,,,,,,-0.3439760088920593,0.14236025810241698,0.5011615753173828,0.2,2.2729238e-05,-0.00030321082061490756,0.0,0.06700682640075684,1570,0.0001
,,,,,,9450,315,0.76,-0.31083169,2.24,0,38298,,,,,,,,,,
4263,1.76,0,9480,0.84,-0.1803421457670629,9480,,,,,,,-0.33662917017936705,0.22988948225975037,0.42391395568847656,0.2,2.4012725e-05,-0.0008569025966185251,0.0,0.11027684062719345,1575,0.0001
,,,,,,9480,316,0.79,-0.26827562000000005,2.14,0,38433,,,,,,,,,,
4282,1.34,0,9510,0.94,-0.07708022554870694,9510,,,,,,,-0.32740655541419983,0.13168277442455292,0.5509660243988037,0.2,3.4628312e-05,-0.0012967282487082344,0.0,0.060432109981775284,1580,0.0001
,,,,,,9510,317,0.81,-0.24406585999999997,2.0,0,38548,,,,,,,,,,
4299,1.38,0,9540,0.94,-0.0717019542818889,9540,,,,,,,-0.3185314118862152,0.14062132239341735,0.3413692116737366,0.2,1.3522307e-05,0.0001855574057358922,0.0,0.06697898358106613,1585,0.0001
,,,,,,9540,318,0.83,-0.22102650000000004,1.89,0,38665,,,,,,,,,,
4318,1.52,0,9570,0.92,-0.08254867707379163,9570,,,,,,,-0.31616127490997314,0.17304973304271698,0.40432608127593994,0.2,2.4123987e-05,-0.0005315259981824028,0.0,0.08259957283735275,1590,0.0001
,,,,,,9570,319,0.86,-0.18647881999999996,1.78,0,38788,,,,,,,,,,
4333,1.38,0,9600,0.94,-0.05096314100548625,9600,,,,,,,-0.3188066601753235,0.13054124265909195,0.12803757190704346,0.2,1.1920929e-07,-1.668930211806696e-08,0.0,0.06112244352698326,1595,0.0001
,,,,,,9600,320,0.87,-0.16019815999999998,1.77,0,38905,,,,,,,,,,
4349,1.34,0,9630,0.94,-0.07722755219321698,9630,,,,,,,-0.32096561789512634,0.1914685219526291,-5.557516098022461,0.2,1.9669532e-07,-1.8630027552735128e-05,0.0,0.07986541837453842,1600,0.0001
,,,,,,9630,321,0.89,-0.12528494999999998,1.73,0,39018,,,,,,,,,,
4362,1.4,0,9660,0.94,-0.07561094279401004,9660,,,,,,,-0.3242099165916443,0.13702571094036103,0.3302413821220398,0.2,4.7016143e-05,-0.0011518235849992565,0.0,0.06531625986099243,1605,0.0001
,,,,,,9660,322,0.87,-0.14082621,1.81,0,39136,,,,,,,,,,
4375,1.26,0,9690,0.96,-0.05091733750421554,9690,,,,,,,-0.3311036229133606,0.2575779229402542,0.13101547956466675,0.2,4.773537e-05,-5.73276495924091e-05,0.0,0.12248892337083817,1610,0.0001
,,,,,,9690,323,0.86,-0.15853019999999998,1.85,0,39246,,,,,,,,,,
4389,1.3,0,9720,0.96,-0.030948876291513442,9720,,,,,,,-0.3357250690460205,0.23449126183986663,0.4197630286216736,0.2,3.139178e-07,7.28857530333471e-05,0.0,0.10337743163108826,1615,0.0001
,,,,,,9720,324,0.84,-0.18654676000000003,1.96,0,39374,,,,,,,,,,
4406,1.32,0,9750,0.94,-0.07195617984980344,9750,,,,,,,-0.33848952054977416,0.1552283614873886,0.30976957082748413,0.2,1.4142195e-05,-0.00045979579619590536,0.0,0.071853406727314,1620,0.0001
,,,,,,9750,325,0.83,-0.19393105,2.01,0,39487,,,,,,,,,,
4422,1.2,0,9780,0.96,-0.028790728161111473,9780,,,,,,,-0.341957688331604,0.18655671775341034,0.218583345413208,0.2,7.633368e-06,-0.00037517468340730886,0.0,0.09102018177509308,1625,0.0001
,,,,,,9780,326,0.83,-0.19056025,1.96,0,39597,,,,,,,,,,
4434,1.28,0,9810,0.96,-0.05660609310492873,9810,,,,,,,-0.3403995633125305,0.16489416360855103,0.11919629573822021,0.2,1.1920929e-07,-4.935264506400471e-07,0.0,0.07903321832418442,1630,0.0001
,,,,,,9810,327,0.79,-0.24133377999999997,2.08,0,39720,,,,,,,,,,
4449,1.3,0,9840,0.96,-0.05115743347909302,9840,,,,,,,-0.3395229160785675,0.14906293749809266,0.5123246908187866,0.2,3.7550926e-06,-7.647216295785242e-05,0.0,0.07187901437282562,1635,0.0001
,,,,,,9840,328,0.77,-0.27481493,2.13,0,39840,,,,,,,,,,
4458,1.34,0,9870,0.94,-0.05562487463001162,9870,,,,,,,-0.3397711455821991,0.14572240710258483,0.6622419357299805,0.2,6.7492324e-06,-0.0002503299710223672,0.0,0.0693422257900238,1640,0.0001
,,,,,,9870,329,0.77,-0.27383042,2.13,0,39960,,,,,,,,,,
4474,1.14,0,9900,0.98,-0.028505748198367657,9900,,,,,,,-0.3362375020980835,0.16676393747329712,0.33007484674453735,0.2,1.5129645e-05,-0.0009859299659730424,0.0,0.07717365771532059,1645,0.0001
,,,,,,9900,330,0.77,-0.27672363,2.15,0,40064,,,,,,,,,,
4487,1.58,0,9930,0.92,-0.09663554721046239,9930,,,,,,,-0.3282109975814819,0.2866175055503845,0.22523540258407593,0.2,3.3040842e-06,-8.411010276176967e-05,0.0,0.14097312092781067,1650,0.0001
,,,,,,9930,331,0.77,-0.25276042,2.15,0,40188,,,,,,,,,,
4502,1.46,0,9960,0.92,-0.07378994203172624,9960,,,,,,,-0.3221789121627808,0.21789343953132628,-0.012532472610473633,0.2,1.7263492e-05,-0.00033108910099439727,0.0,0.09724577516317368,1655,0.0001
,,,,,,9960,332,0.79,-0.23171585,2.13,0,40312,,,,,,,,,,
4516,1.32,0,9990,0.94,-0.0727095218654722,9990,,,,,,,-0.32420281767845155,0.09631320089101791,0.36385154724121094,0.2,1.2536843e-06,-3.7933985610649754e-05,0.0,0.046058539301157,1660,0.0001
,,,,,,9990,333,0.77,-0.25423509,2.26,0,40421,,,,,,,,,,
4531,1.48,0,10020,0.9,-0.11294416302349418,10020,,,,,,,-0.4481136679649353,0.1532765120267868,-0.02671217918395996,0.2,0.02467361,-0.006965522337704755,0.07333333641290665,0.06421945244073868,1665,0.0001
,,,,,,10020,334,0.8,-0.23096957999999998,2.18,0,40544,,,,,,,,,,
4547,1.14,0,10050,0.98,-0.02954030076041818,10050,,,,,,,-0.31840776801109316,0.19461176097393035,0.13436704874038696,0.2,2.725919e-06,-0.00027740319327369535,0.0,0.09406755119562149,1670,0.0001
,,,,,,10050,335,0.82,-0.18924407,2.11,0,40646,,,,,,,,,,
4562,1.4,0,10080,0.94,-0.05226404348853975,10080,,,,,,,-0.31873825192451477,0.19185110032558442,0.3070370554924011,0.2,1.0410945e-06,7.931470827315934e-05,0.0,0.08865301311016083,1675,0.0001
,,,,,,10080,336,0.83,-0.18914472,2.04,0,40764,,,,,,,,,,
4576,1.3,0,10110,0.94,-0.050834115976467725,10110,,,,,,,-0.31875084042549134,0.17405566871166228,0.41216540336608887,0.2,2.7676424e-06,-0.00027696966295476244,0.0,0.07796081900596619,1680,0.0001
,,,,,,10110,337,0.84,-0.18465733999999998,1.99,0,40872,,,,,,,,,,
4590,1.26,0,10140,0.98,-0.0315283783338964,10140,,,,,,,-0.3161027431488037,0.24794139266014098,0.09350258111953735,0.2,3.33786e-06,-0.00011611103832080971,0.0,0.11727844923734665,1685,0.0001
,,,,,,10140,338,0.83,-0.20815511999999997,2.04,0,40980,,,,,,,,,,
4608,1.24,0,10170,0.94,-0.050911619174294175,10170,,,,,,,-0.3116185784339905,0.2944764196872711,-0.06026351451873779,0.2,6.2704084e-06,-0.00023943662924779118,0.0,0.14792104065418243,1690,0.0001
,,,,,,10170,339,0.83,-0.21779599000000002,1.94,0,41094,,,,,,,,,,
4618,1.26,0,10200,0.94,-0.07365323660429567,10200,,,,,,,-0.3116211652755737,0.2733635067939758,0.009708583354949951,0.2,3.856619e-05,-0.00026865204334178825,0.0,0.13136984407901764,1695,0.0001
,,,,,,10200,340,0.8,-0.25453580000000003,2.05,0,41205,,,,,,,,,,
4638,1.6,0,10230,0.86,-0.15613437890540807,10230,,,,,,,-0.3077138066291809,0.10317856222391128,0.4541413187980652,0.2,2.7020772e-07,4.697998471492326e-05,0.0,0.05040393024682999,1700,0.0001
,,,,,,10230,341,0.79,-0.26475538000000004,2.03,0,41330,,,,,,,,,,
4652,1.32,0,10260,0.94,-0.07338749477174134,10260,,,,,,,-0.30567188262939454,0.19956384897232055,0.24400675296783447,0.2,1.2185176e-05,-0.00023454626216943276,0.0,0.09592185914516449,1705,0.0001
,,,,,,10260,342,0.82,-0.22526437000000005,1.9,0,41442,,,,,,,,,,
4677,1.2,0,10290,0.98,-0.02878519443795085,10290,,,,,,,-0.30221604108810424,0.20691060721874238,-0.00630033016204834,0.2,1.3629596e-06,-6.002386537176108e-05,0.0,0.10054535418748856,1710,0.0001
,,,,,,10290,343,0.85,-0.18515919,1.75,0,41543,,,,,,,,,,
4694,1.3,0,10320,0.98,-0.030040885074995458,10320,,,,,,,-0.30437358021736144,0.10482690781354904,0.4725297689437866,0.2,1.1920929e-07,-1.5874703755969223e-07,0.0,0.046711310744285583,1715,0.0001
,,,,,,10320,344,0.86,-0.17070441,1.69,0,41656,,,,,,,,,,
4709,1.06,0,10350,1.0,-0.007217987924814224,10350,,,,,,,-0.30765351057052615,0.08205999284982682,0.4995459318161011,0.2,1.8048286e-05,-0.0006635379777678807,0.0,0.0395335927605629,1720,0.0001
,,,,,,10350,345,0.85,-0.17090018,1.78,0,41752,,,,,,,,,,
4728,1.32,0,10380,0.96,-0.0520112024853006,10380,,,,,,,-0.31408957242965696,0.11267131567001343,0.4984537959098816,0.2,5.980333e-07,-2.713998163983433e-07,0.0,0.053415875881910324,1725,0.0001
,,,,,,10380,346,0.89,-0.12655838,1.68,0,41870,,,,,,,,,,
4738,1.4,0,10410,0.94,-0.05304694241844118,10410,,,,,,,-0.32017613053321836,0.1424068719148636,-0.05227065086364746,0.2,2.5749207e-05,-0.0008030732150658082,0.0,0.06894532591104507,1730,0.0001
,,,,,,10410,347,0.87,-0.14159631,1.8,0,41999,,,,,,,,,,
4753,1.24,0,10440,0.96,-0.05021431569941342,10440,,,,,,,-0.3284139096736908,0.22583288848400115,0.2052784562110901,0.2,9.1731545e-06,0.00019132614116337265,0.0,0.1096227765083313,1735,0.0001
,,,,,,10440,348,0.89,-0.12765598,1.79,0,42109,,,,,,,,,,
4772,1.34,0,10470,0.96,-0.03268736146390438,10470,,,,,,,-0.33286850452423095,0.14096591770648956,0.16651517152786255,0.2,1.2922287e-05,-7.841348517132474e-05,0.0,0.06673630326986313,1740,0.0001
,,,,,,10470,349,0.88,-0.14067783,1.87,0,42220,,,,,,,,,,
4788,1.78,0,10500,0.82,-0.16268239928409456,10500,,,,,,,-0.33814082741737367,0.1115035057067871,0.42444127798080444,0.2,1.8068155e-05,-0.00026945193317580164,0.0,0.053463809192180634,1745,0.0001
,,,,,,10500,350,0.86,-0.1716434,1.95,0,42358,,,,,,,,,,
4808,1.52,0,10530,0.9,-0.1152883844729513,10530,,,,,,,-0.34339497685432435,0.11179088652133942,0.6074429750442505,0.2,2.002716e-06,-3.452857165644474e-05,0.0,0.05312158912420273,1750,0.0001
,,,,,,10530,351,0.9,-0.14498677999999998,1.84,0,42486,,,,,,,,,,
4822,1.6,0,10560,0.88,-0.13396965202875435,10560,,,,,,,-0.3425084114074707,0.09725662469863891,-2.5266029834747314,0.2,3.973643e-08,3.8049619973890004e-06,0.0,0.043898388743400574,1755,0.0001
,,,,,,10560,352,0.87,-0.18721232000000002,1.88,0,42605,,,,,,,,,,
4837,1.42,0,10590,0.92,-0.09156652651261538,10590,,,,,,,-0.34229151010513303,0.4111601233482361,0.03258252143859863,0.2,0.0,-1.7285346700646187e-07,0.0,0.20448237657546997,1760,0.0001
,,,,,,10590,353,0.89,-0.17174842999999998,1.82,0,42718,,,,,,,,,,
4851,1.42,0,10620,0.92,-0.07167455432470887,10620,,,,,,,-0.3420542001724243,0.2149286150932312,-0.02984166145324707,0.2,0.0,-1.5536944246719032e-07,0.0,0.10005200654268265,1765,0.0001
,,,,,,10620,354,0.87,-0.19445154999999997,1.87,0,42842,,,,,,,,,,
4868,1.28,0,10650,0.96,-0.06364079751074314,10650,,,,,,,-0.3435727596282959,0.16719679534435272,0.30191028118133545,0.2,2.394716e-05,-0.000591966016800427,0.0,0.08100446313619614,1770,0.0001
,,,,,,10650,355,0.88,-0.18361268,1.86,0,42944,,,,,,,,,,
4888,1.46,0,10680,0.92,-0.09620319598354399,10680,,,,,,,-0.3506272256374359,0.14899134635925293,-0.10507595539093018,0.2,2.9464563e-05,0.00014036576021041468,0.0,0.07158943265676498,1775,0.0001
,,,,,,10680,356,0.89,-0.15308175000000002,1.8,0,43062,,,,,,,,,,
4904,1.3,0,10710,0.94,-0.0695947050768882,10710,,,,,,,-0.3527952075004578,0.0701201394200325,0.5521653890609741,0.2,1.4702479e-07,1.74502529986853e-05,0.0,0.03194664791226387,1780,0.0001
,,,,,,10710,357,0.88,-0.15898247999999998,1.83,0,43173,,,,,,,,,,
4916,1.34,0,10740,0.96,-0.052937258942984046,10740,,,,,,,-0.35192161798477173,0.08040453791618347,0.3999185562133789,0.2,5.978346e-06,-0.00019388794889283468,0.0,0.03741962090134621,1785,0.0001
,,,,,,10740,358,0.87,-0.17372892999999998,1.9,0,43282,,,,,,,,,,
4935,1.44,0,10770,0.92,-0.09823852520436048,10770,,,,,,,-0.34830847978591917,0.43731061816215516,0.20045381784439087,0.2,1.3911724e-05,-6.543477352032312e-05,0.0,0.21227732300758362,1790,0.0001
,,,,,,10770,359,0.88,-0.15947442,1.83,0,43404,,,,,,,,,,
4949,1.24,0,10800,0.98,-0.029552844753488898,10800,,,,,,,-0.34524515867233274,0.18364222049713136,0.3223956227302551,0.2,3.218651e-07,1.0495781843999907e-05,0.0,0.08516854047775269,1795,0.0001
,,,,,,10800,360,0.87,-0.16687047000000002,1.82,0,43511,,,,,,,,,,
4965,1.1,0,10830,1.0,-0.007178169772960246,10830,,,,,,,-0.3428783118724823,0.26381349563598633,0.09604090452194214,0.2,4.1047733e-06,-0.00022993366331025555,0.0,0.12070905417203903,1800,0.0001
,,,,,,10830,361,0.85,-0.18766873,1.88,0,43616,,,,,,,,,,
4980,1.4,0,10860,0.94,-0.05218886251095682,10860,,,,,,,-0.3422426462173462,0.12969248592853547,0.4958952069282532,0.2,6.4631304e-06,-0.00029165983122458883,0.0,0.06116313859820366,1805,0.0001
,,,,,,10860,362,0.85,-0.20024481000000002,1.89,0,43754,,,,,,,,,,
4996,1.44,0,10890,0.92,-0.07560855285730213,10890,,,,,,,-0.34814184308052065,0.18315136432647705,0.39719367027282715,0.2,7.1525574e-07,-7.700920052755578e-07,0.0,0.09150920808315277,1810,0.0001
,,,,,,10890,363,0.83,-0.22449962000000007,1.95,0,43871,,,,,,,,,,
5009,1.24,0,10920,0.96,-0.05152923414949328,10920,,,,,,,-0.35263981819152834,0.13530181646347045,0.5332579612731934,0.2,6.179015e-07,1.8192927067062215e-05,0.0,0.06448119133710861,1815,0.0001
,,,,,,10920,364,0.81,-0.23343408000000004,2.0,0,43983,,,,,,,,,,
5025,1.12,0,10950,1.0,-0.007724539255723357,10950,,,,,,,-0.35325236320495607,0.16019030213356017,0.3044425845146179,0.2,7.724762e-06,-0.00017083406375597576,0.0,0.07298284024000168,1820,0.0001
,,,,,,10950,365,0.82,-0.21293523,1.96,0,44091,,,,,,,,,,
5039,1.36,0,10980,0.94,-0.059087362503632904,10980,,,,,,,-0.3495895743370056,0.13798470199108123,0.5232172012329102,0.2,1.1354685e-05,-0.0003319130341211007,0.0,0.06800989806652069,1825,0.0001
,,,,,,10980,366,0.83,-0.21153582000000004,1.94,0,44201,,,,,,,,,,
5051,1.54,0,11010,0.92,-0.09915684406645596,11010,,,,,,,-0.3442005693912506,0.2183331787586212,0.31037813425064087,0.2,3.5762787e-07,1.6848246247036515e-07,0.0,0.10389906913042068,1830,0.0001
,,,,,,11010,367,0.81,-0.22119529999999998,2.03,0,44329,,,,,,,,,,
5061,1.3,0,11040,0.96,-0.029932731534354388,11040,,,,,,,-0.3406476378440857,0.3117425560951233,-0.0314021110534668,0.2,1.1920929e-07,-3.306070999187227e-07,0.0,0.14740081131458282,1835,0.0001
,,,,,,11040,368,0.78,-0.26906397000000004,2.16,0,44438,,,,,,,,,,
5070,1.32,0,11070,0.98,-0.03286951781716198,11070,,,,,,,-0.3391761779785156,0.16475613415241241,0.39397984743118286,0.2,1.136462e-06,-0.000136600338349524,0.0,0.07411519438028336,1840,0.0001
,,,,,,11070,369,0.74,-0.31001167,2.29,0,44543,,,,,,,,,,
5081,1.5,0,11100,0.9,-0.09483752601779998,11100,,,,,,,-0.3432950437068939,0.12541539072990418,0.12733900547027588,0.2,2.0897389e-05,-0.0009571389430981014,0.0,0.05775481089949608,1845,0.0001
,,,,,,11100,370,0.73,-0.31260161999999997,2.31,0,44659,,,,,,,,,,
5101,1.66,0,11130,0.86,-0.14117140019312502,11130,,,,,,,-0.35185183882713317,0.3423255205154419,0.029705345630645752,0.2,6.153186e-06,-4.309972180642774e-05,0.0,0.1687164008617401,1850,0.0001
,,,,,,11130,371,0.74,-0.30885925999999997,2.26,0,44782,,,,,,,,,,
5116,1.38,0,11160,0.94,-0.05336655161343515,11160,,,,,,,-0.35868573784828184,0.33809558749198915,0.16661077737808228,0.2,6.2743825e-06,-3.010829322178665e-05,0.0,0.15711678564548492,1855,0.0001
,,,,,,11160,372,0.74,-0.31390318000000006,2.24,0,44894,,,,,,,,,,
5129,1.22,0,11190,0.98,-0.030080977720208468,11190,,,,,,,-0.361994606256485,0.15567136108875274,0.40660637617111206,0.2,2.3881594e-06,8.462866050251705e-06,0.0,0.07184268534183502,1860,0.0001
,,,,,,11190,373,0.73,-0.32549186999999996,2.32,0,44989,,,,,,,,,,
5142,1.36,0,11220,0.94,-0.07164564891718328,11220,,,,,,,-0.3645413339138031,0.18653334081172943,0.3317199945449829,0.2,8.779764e-06,-0.00017888287295750871,0.0,0.08866605907678604,1865,0.0001
,,,,,,11220,374,0.74,-0.31642351,2.29,0,45095,,,,,,,,,,
5157,1.32,0,11250,0.94,-0.07130537954159082,11250,,,,,,,-0.36736602783203126,0.16108101308345796,0.2640005946159363,0.2,6.512801e-06,-0.0001834793857778294,0.0,0.07939442247152328,1870,0.0001
,,,,,,11250,375,0.76,-0.26450777,2.18,0,45200,,,,,,,,,,
5175,1.34,0,11280,0.96,-0.05053637478034943,11280,,,,,,,-0.4857416093349457,0.16571412086486817,0.19228285551071167,0.2,0.00086646876,-0.0007667161834736369,0.0,0.07653524726629257,1875,0.0001
,,,,,,11280,376,0.82,-0.21548365,1.95,0,45311,,,,,,,,,,
5188,1.34,0,11310,0.96,-0.05216528371442109,11310,,,,,,,-0.36933072805404665,0.2193206399679184,0.146959125995636,0.2,2.5550523e-06,-0.00011085549840044173,0.0,0.10420537739992142,1880,0.0001
,,,,,,11310,377,0.82,-0.21518722999999998,1.94,0,45422,,,,,,,,,,
5204,1.12,0,11340,0.98,-0.009141912786290049,11340,,,,,,,-0.37399786710739136,0.11319723278284073,0.5429712533950806,0.2,5.4597854e-06,-0.00031393885806512144,0.0,0.05403028056025505,1885,0.0001
,,,,,,11340,378,0.8,-0.23021718,2.06,0,45515,,,,,,,,,,
5219,1.3,0,11370,0.94,-0.07097210994455963,11370,,,,,,,-0.3747331500053406,0.20156979858875274,0.008216381072998047,0.2,1.4702479e-07,-6.16788844123306e-06,0.0,0.09790961444377899,1890,0.0001
,,,,,,11370,379,0.81,-0.20645200000000002,2.01,0,45616,,,,,,,,,,
5234,1.24,0,11400,0.96,-0.05159124563448131,11400,,,,,,,-0.37532503604888917,0.14157044589519502,0.33168578147888184,0.2,3.324747e-05,-0.000908414155711057,0.0,0.06597516685724258,1895,0.0001
,,,,,,11400,380,0.82,-0.19174297999999998,1.96,0,45729,,,,,,,,,,
5253,1.16,0,11430,0.98,-0.02803609480150044,11430,,,,,,,-0.3830091059207916,0.1220767393708229,0.4581943154335022,0.2,8.895993e-05,-0.0011067877414948414,0.0,0.05801121145486832,1900,0.0001
,,,,,,11430,381,0.85,-0.17106760999999998,1.85,0,45825,,,,,,,,,,
5265,1.48,0,11460,0.94,-0.07482094654813409,11460,,,,,,,-0.39814258813858033,0.1421608805656433,-0.015466690063476562,0.2,0.00018781424,-0.00383838217395045,0.0,0.06082504242658615,1905,0.0001
,,,,,,11460,382,0.82,-0.18009365999999996,1.96,0,45947,,,,,,,,,,
5280,1.32,0,11490,0.96,-0.0503956381091848,11490,,,,,,,-0.4160385727882385,0.1134648635983467,0.48165810108184814,0.2,8.285046e-06,0.0004510178250100694,0.0,0.053895022720098495,1910,0.0001
,,,,,,11490,383,0.82,-0.18055338,2.0,0,46058,,,,,,,,,,
5289,1.42,0,11520,0.92,-0.07761769369244576,11520,,,,,,,-0.42124183177948,0.1582924783229828,0.4215869903564453,0.2,2.9498338e-05,-0.0006669362490843156,0.0,0.07580476254224777,1915,0.0001
,,,,,,11520,384,0.81,-0.19277228999999999,2.05,0,46177,,,,,,,,,,
5303,1.44,0,11550,0.92,-0.0736234416021034,11550,,,,,,,-0.41807916164398196,0.24954219162464142,0.196943998336792,0.2,5.13792e-06,-0.00044326385948920686,0.0,0.1129697784781456,1920,0.0001
,,,,,,11550,385,0.8,-0.21035633,2.07,0,46289,,,,,,,,,,
5321,1.24,0,11580,0.98,-0.028780834497883916,11580,,,,,,,-0.41309426426887513,0.17245544493198395,0.25797271728515625,0.2,1.7996628e-05,-0.00040998916238699223,0.0,0.0770643800497055,1925,0.0001
,,,,,,11580,386,0.79,-0.23157236,2.08,0,46392,,,,,,,,,,
