eval/mean_reward,eval/mean_ep_length,env/n_steps,time/total_timesteps,env/completion_counter,eval/success_rate,env/current_idx,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,rollout/success_rate,train/entropy_loss,train/approx_kl,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/loss,train/clip_fraction
,,,58800,,,,88454,1.58,196,0,-0.10225298,0.9,,,,,,,,,,
-0.0719481810182333,1.26,59100,59100,0,0.94,28019,,,,,,,-0.09627901911735534,6.621174e-06,0.0001,980,0.14086828231811524,0.34356367588043213,-6.877705349026542e-05,0.2,0.06938644498586655,0.0
,,,59100,,,,88932,2.23,197,0,-0.28810199000000003,0.75,,,,,,,,,,
-0.04954451297875494,1.26,59400,59400,0,0.96,28166,,,,,,,-0.0989457570016384,3.7049705e-07,0.0001,985,0.20829100757837296,0.3000948429107666,-1.2429956008475074e-05,0.2,0.07783588767051697,0.0
,,,59400,,,,89374,2.18,198,0,-0.26917629000000004,0.78,,,,,,,,,,
-0.030085713192820548,1.28,59700,59700,0,0.98,28306,,,,,,,-0.10016395375132561,8.516583e-05,0.0001,990,0.15879199877381325,0.3719027042388916,-0.0006739630270285347,0.2,0.08908966183662415,0.000390625
,,,59700,,,,89846,2.2,199,0,-0.25303594999999995,0.79,,,,,,,,,,
-0.009776193513534964,1.3,60000,60000,0,0.96,28442,,,,,,,-0.09709749445319175,4.1955236e-06,0.0001,995,0.23534931242465973,0.07464081048965454,-6.368966972871703e-05,0.2,0.09860477596521378,0.0
,,,60000,,,,90321,2.27,200,0,-0.28499863999999997,0.75,,,,,,,,,,
-0.0711672140052542,1.38,60300,60300,0,0.94,28598,,,,,,,-0.09779348894953728,9.3166125e-07,0.0001,1000,0.2051038846373558,0.2359226942062378,2.5525325202835347e-05,0.2,0.09519722312688828,0.0
,,,60300,,,,90804,1.79,201,0,-0.17404030000000004,0.87,,,,,,,,,,
-0.09679896258749068,1.5,60600,60600,0,0.92,28743,,,,,,,-0.09889094457030297,4.7355848e-06,0.0001,1005,0.18642883896827697,0.28040117025375366,-0.00011609196469422045,0.2,0.09918011724948883,0.0
,,,60600,,,,91316,2.16,202,0,-0.23582734000000002,0.78,,,,,,,,,,
-0.05191274715587497,1.34,60900,60900,0,0.96,28884,,,,,,,-0.09944984242320061,1.899898e-07,0.0001,1010,0.19269787073135375,0.23648905754089355,-8.020346822945611e-06,0.2,0.07510212808847427,0.0
,,,60900,,,,91772,2.2,203,0,-0.24687818,0.8,,,,,,,,,,
-0.07367468904703856,1.34,61200,61200,0,0.94,29020,,,,,,,-0.10001100003719329,2.7042645e-06,0.0001,1015,0.22102525904774667,0.2163793444633484,-0.00014392606434405765,0.2,0.047949038445949554,0.0
,,,61200,,,,92245,2.08,204,0,-0.23376393,0.8,,,,,,,,,,
-0.055086008887737986,1.46,61500,61500,0,0.96,29181,,,,,,,-0.0995905838906765,1.4931323e-06,0.0001,1020,0.20278937965631486,0.2097368836402893,0.00011675248308051778,0.2,0.10202328115701675,0.0
,,,61500,,,,92715,1.81,205,0,-0.16381533,0.86,,,,,,,,,,
-0.10018495332449674,1.7,61800,61800,0,0.88,29328,,,,,,,-0.09901528656482697,1.4198754e-06,0.0001,1025,0.16611627638339996,0.3257492780685425,-7.597354493071862e-05,0.2,0.05788838490843773,0.0
,,,61800,,,,93244,2.19,206,0,-0.25207143,0.82,,,,,,,,,,
-0.07504047945607453,1.3,62100,62100,0,0.94,29484,,,,,,,-0.10632166489958764,2.3208559e-06,0.0001,1030,0.1744795672595501,0.3090974688529968,-1.8839521163727114e-05,0.2,0.09100361168384552,0.0
,,,62100,,,,93750,2.03,207,0,-0.19573664999999998,0.83,,,,,,,,,,
-0.03126165645197034,1.32,62400,62400,0,0.98,29638,,,,,,,-0.09594725519418716,3.480818e-08,0.0001,1035,0.18094162940979003,0.30445945262908936,-3.42487941091818e-06,0.2,0.07241633534431458,0.0
,,,62400,,,,94528,1.97,208,0,-0.20969911,0.84,,,,,,,,,,
-0.03147834742907435,1.34,62700,62700,0,0.96,29798,,,,,,,-0.09615616798400879,3.902538e-06,0.0001,1040,0.1764850616455078,0.151373028755188,-5.459404480809837e-05,0.2,0.06250341981649399,0.0
,,,62700,,,,94986,1.94,209,0,-0.19930791999999997,0.84,,,,,,,,,,
-0.10027228724211454,1.68,63000,63000,0,0.88,29947,,,,,,,-0.097267384827137,8.670613e-07,0.0001,1045,0.16887416690587997,0.3197680115699768,-5.89414465384408e-05,0.2,0.07193174213171005,0.0
,,,63000,,,,95499,2.05,210,0,-0.20347388,0.81,,,,,,,,,,
-0.02966816256288439,1.24,63300,63300,0,0.98,30092,,,,,,,-0.10239954143762589,4.2182563e-07,0.0001,1050,0.18858441561460496,0.3215266466140747,1.535491828690283e-05,0.2,0.07749611884355545,0.0
,,,63300,,,,95967,1.96,211,0,-0.21058886999999998,0.84,,,,,,,,,,
-0.029344246457330882,1.2,63600,63600,0,0.98,30249,,,,,,,-0.09857903718948365,1.5683472e-06,0.0001,1055,0.1953337237238884,0.2572745084762573,-4.52222852558748e-05,0.2,0.08336739987134933,0.0
,,,63600,,,,96458,2.06,212,0,-0.23967109,0.81,,,,,,,,,,
-0.03726861965842545,1.36,63900,63900,0,0.96,30395,,,,,,,-0.09783031567931175,1.6827835e-06,0.0001,1060,0.21347207725048065,0.34420186281204224,-9.053810969206211e-05,0.2,0.1418374627828598,0.0
,,,63900,,,,96940,2.03,213,0,-0.16007811000000005,0.85,,,,,,,,,,
-0.05248426881618798,1.44,64200,64200,0,0.94,30560,,,,,,,-0.09592402055859565,1.6150752e-05,0.0001,1065,0.18795144110918044,0.24902546405792236,-0.0003927824633798593,0.2,0.07780607044696808,0.0
,,,64200,,,,97424,1.67,214,0,-0.15774946000000004,0.89,,,,,,,,,,
-0.05391829039435834,1.38,64500,64500,0,0.94,30711,,,,,,,-0.09287633523344993,1.3290396e-06,0.0001,1070,0.17404841631650925,0.44516968727111816,7.017935541675513e-05,0.2,0.06552416831254959,0.0
,,,64500,,,,97886,1.95,215,0,-0.20639444000000004,0.85,,,,,,,,,,
-0.0311980573926121,1.24,64800,64800,0,0.98,30869,,,,,,,-0.0918835610151291,1.6996637e-07,0.0001,1075,0.21014874130487443,0.3186611533164978,-1.546852290652545e-05,0.2,0.10832297056913376,0.0
,,,64800,,,,98337,2.01,216,0,-0.20274933999999997,0.82,,,,,,,,,,
-0.07424641035031528,1.5,65100,65100,0,0.94,31040,,,,,,,-0.10548557415604591,0.002954736,0.0001,1080,0.16400132477283477,0.3096300959587097,-0.0008367722303788128,0.2,0.07033248990774155,0.0026633523404598234
,,,65100,,,,98822,1.69,217,0,-0.1229371,0.91,,,,,,,,,,
