eval/mean_reward,eval/mean_ep_length,env/n_steps,time/total_timesteps,env/completion_counter,eval/success_rate,env/current_idx,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,rollout/success_rate,train/entropy_loss,train/approx_kl,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/loss,train/clip_fraction
-0.14359104976058007,1.62,300,300,0,0.88,102,,,,,,,,,,,,,,,,
,,,300,,,,470,2.92,1,0,-0.44966354,0.66,,,,,,,,,,
-0.09302740355953575,1.42,600,600,0,0.92,195,,,,,,,-1.9458637595176698,7.097835e-05,0.0001,5,0.3737325623631477,-0.47194981575012207,-0.001778259070124477,0.2,0.09033775329589844,0.0
,,,600,,,,929,3.26,2,0,-0.57007699,0.53,,,,,,,,,,
-0.07606903885956853,1.46,900,900,0,0.92,288,,,,,,,-1.945694589614868,4.656012e-05,0.0001,10,0.31230421364307404,-0.3207862377166748,-0.0008460360724711791,0.2,0.11802498996257782,0.0
,,,900,,,,1376,3.14,3,0,-0.4735112299999999,0.58,,,,,,,,,,
-0.029990636534057556,1.3,1200,1200,0,0.98,391,,,,,,,-1.9454758524894715,5.392219e-05,0.0001,15,0.3025357723236084,-0.38296663761138916,-0.000731041507970076,0.2,0.13292153179645538,0.0
,,,1200,,,,1800,2.96,4,0,-0.4895581499999999,0.59,,,,,,,,,,
-0.02893338111694902,1.22,1500,1500,0,0.96,494,,,,,,,-1.945068860054016,0.00013002244,0.0001,20,0.2528229296207428,-0.010601997375488281,-0.0014393546793144197,0.2,0.11962147802114487,0.0
,,,1500,,,,2245,2.97,5,0,-0.40711110000000006,0.63,,,,,,,,,,
-0.0328672839095816,1.2,1800,1800,0,0.98,596,,,,,,,-1.944174838066101,0.00021212362,0.0001,25,0.2496136322617531,-0.02723526954650879,-0.0023145755054429173,0.2,0.10576359182596207,0.0
,,,1800,,,,2672,2.91,6,0,-0.40985192,0.65,,,,,,,,,,
-0.00948065537493676,1.2,2100,2100,0,0.98,697,,,,,,,-1.9422460794448853,0.00028628286,0.0001,30,0.2622919544577599,0.007825314998626709,-0.0018081256828736513,0.2,0.1026771292090416,0.0
,,,2100,,,,3129,2.94,7,0,-0.50251161,0.6,,,,,,,,,,
-0.07274533589370549,1.36,2400,2400,0,0.94,799,,,,,,,-1.9393951296806335,0.00042837518,0.0001,35,0.2248546674847603,0.0851060152053833,-0.00397522963467054,0.2,0.09802510589361191,0.0
,,,2400,,,,3581,2.9,8,0,-0.4325979499999999,0.63,,,,,,,,,,
-0.09717052765190601,1.52,2700,2700,0,0.9,893,,,,,,,-1.9356733918190003,0.00043677003,0.0001,40,0.3196769833564758,-0.026993393898010254,-0.0006931485258974135,0.2,0.17150360345840454,0.0
,,,2700,,,,4060,3.23,9,0,-0.54898256,0.56,,,,,,,,,,
-0.09366875675972551,1.4,3000,3000,0,0.92,990,,,,,,,-1.9318068861961364,0.0002893911,0.0001,45,0.2895072102546692,0.032373785972595215,-0.0027486675302498043,0.2,0.12830787897109985,0.0
,,,3000,,,,4541,3.12,10,0,-0.48473242,0.58,,,,,,,,,,
-0.0764254612242803,1.5,3300,3300,0,0.94,1090,,,,,,,-1.9259445190429687,0.00045454392,0.0001,50,0.26743519902229307,0.06036221981048584,-0.003340078855399042,0.2,0.12547139823436737,0.0
,,,3300,,,,5026,3.03,11,0,-0.5044206099999999,0.61,,,,,,,,,,
-0.030499940821900964,1.32,3600,3600,0,0.94,1189,,,,,,,-1.9165216207504272,0.00076294824,0.0001,55,0.29582113325595855,-0.053534626960754395,-0.004459044971736148,0.2,0.11976238340139389,0.0
,,,3600,,,,5471,3.05,12,0,-0.46906794000000007,0.6,,,,,,,,,,
-0.07242114325985312,1.38,3900,3900,0,0.94,1293,,,,,,,-1.9021916151046754,0.00105175,0.0001,60,0.2877319395542145,0.053502440452575684,-0.006201346636225935,0.2,0.1499781310558319,0.0
,,,3900,,,,5939,2.85,13,0,-0.5128325500000002,0.62,,,,,,,,,,
-0.03095475325360894,1.12,4200,4200,0,0.98,1388,,,,,,,-1.8858391284942626,0.0007320737,0.0001,65,0.23940191864967347,0.13958561420440674,-0.004317750864720438,0.2,0.1167500764131546,0.0
,,,4200,,,,6401,3.18,14,0,-0.50804957,0.56,,,,,,,,,,
-0.0518783720722422,1.4,4500,4500,0,0.94,1490,,,,,,,-1.8665774464607239,0.0008108995,0.0001,70,0.26213420033454893,0.08891880512237549,-0.0034721579519100486,0.2,0.10510901361703873,0.0
,,,4500,,,,6887,2.91,15,0,-0.42962635000000005,0.66,,,,,,,,,,
-0.05223711555823684,1.38,4800,4800,0,0.92,1594,,,,,,,-1.8454551339149474,0.0010157912,0.0001,75,0.22911987006664275,0.1363278031349182,-0.004087600175989792,0.2,0.11055982857942581,0.0
,,,4800,,,,7395,2.88,16,0,-0.41626169999999996,0.61,,,,,,,,,,
-0.053826805083081124,1.44,5100,5100,0,0.92,1707,,,,,,,-1.8198339700698853,0.0011734815,0.0001,80,0.2181622326374054,0.08939087390899658,-0.004510133416624739,0.2,0.08015517145395279,0.0
,,,5100,,,,7882,2.67,17,0,-0.35276678000000006,0.71,,,,,,,,,,
-0.05028035602532327,1.28,5400,5400,0,0.94,1813,,,,,,,-1.7910003066062927,0.0010298791,0.0001,85,0.2377185121178627,0.125663161277771,-0.004188601381611079,0.2,0.11399064213037491,0.0
,,,5400,,,,8335,2.86,18,0,-0.3951725199999999,0.66,,,,,,,,,,
-0.028273031543940307,1.16,5700,5700,0,0.98,1925,,,,,,,-1.7597790122032166,0.0007958842,0.0001,90,0.23247100561857223,0.14401131868362427,-0.0015518039232119917,0.2,0.11990660429000854,0.0
,,,5700,,,,8790,2.66,19,0,-0.34808512999999996,0.69,,,,,,,,,,
-0.07633919696323574,1.4,6000,6000,0,0.92,2040,,,,,,,-1.734601044654846,0.0004762542,0.0001,95,0.254145023226738,0.024468183517456055,-0.0007178483464485907,0.2,0.12206476181745529,0.0
,,,6000,,,,9233,2.69,20,0,-0.3836289799999999,0.7,,,,,,,,,,
-0.05413910558912903,1.4,6300,6300,0,0.94,2150,,,,,,,-1.7099425554275514,0.0004372915,0.0001,100,0.2372204452753067,0.13172686100006104,-0.002843488228973001,0.2,0.09030776470899582,0.0
,,,6300,,,,9712,2.8,21,0,-0.36199911000000007,0.67,,,,,,,,,,
-0.09524852810893208,1.42,6600,6600,0,0.92,2272,,,,,,,-1.681319808959961,0.00075317395,0.0001,105,0.24961878955364228,0.034888267517089844,-0.004305162135278806,0.2,0.10932838916778564,0.0
,,,6600,,,,10165,2.47,22,0,-0.30276058,0.74,,,,,,,,,,
-0.10624934869352728,1.62,6900,6900,0,0.9,2400,,,,,,,-1.64673752784729,0.0008411604,0.0001,110,0.21698714047670364,0.05723637342453003,-0.002953906082257163,0.2,0.09454619139432907,0.0
,,,6900,,,,10735,2.29,23,0,-0.27652521,0.78,,,,,,,,,,
-0.02876896385103464,1.18,7200,7200,0,0.98,2530,,,,,,,-1.609770619869232,0.000663884,0.0001,115,0.214313542842865,0.12467348575592041,-0.0005510592483915389,0.2,0.11382345855236053,0.0
,,,7200,,,,11202,2.4,24,0,-0.32514809,0.74,,,,,,,,,,
-0.09396856036968529,1.42,7500,7500,0,0.92,2643,,,,,,,-1.5734180212020874,0.0007058111,0.0001,120,0.22659408748149873,0.18011778593063354,-0.002885172894457355,0.2,0.10576307028532028,0.0
,,,7500,,,,11663,2.7,25,0,-0.42235781000000017,0.67,,,,,,,,,,
-0.05703092132229358,1.36,7800,7800,0,0.96,2772,,,,,,,-1.5291629791259767,0.0009319955,0.0001,125,0.23213280588388444,0.13104981184005737,-0.004777428213856183,0.2,0.1011824905872345,0.0
,,,7800,,,,12113,2.41,26,0,-0.2652759,0.77,,,,,,,,,,
-0.07377850013319404,1.62,8100,8100,0,0.9,2907,,,,,,,-1.4814175844192505,0.00082580873,0.0001,130,0.24851658940315247,0.022931218147277832,-0.002411462330201175,0.2,0.09929508715867996,0.0
,,,8100,,,,12605,2.32,27,0,-0.28451761000000003,0.76,,,,,,,,,,
-0.07517628370784223,1.44,8400,8400,0,0.94,3037,,,,,,,-1.4375616192817688,0.00067416206,0.0001,135,0.23636145144701004,0.09924232959747314,-0.0021309719581040555,0.2,0.1331494003534317,0.0
,,,8400,,,,13065,2.36,28,0,-0.25221496,0.82,,,,,,,,,,
-0.03297093647532165,1.36,8700,8700,0,0.96,3176,,,,,,,-1.3922953248023986,0.0008571061,0.0001,140,0.20078755021095276,0.25050342082977295,-0.004416136344661936,0.2,0.0862073004245758,0.0
,,,8700,,,,13518,2.19,29,0,-0.27154801,0.78,,,,,,,,,,
-0.05264180858619511,1.4,9000,9000,0,0.94,3316,,,,,,,-1.3379691958427429,0.0011313392,0.0001,145,0.23945467323064804,0.15838277339935303,-0.003909494730942242,0.2,0.07572561502456665,0.0
,,,9000,,,,13975,2.07,30,0,-0.18630322,0.84,,,,,,,,,,
-0.051603980758227405,1.26,9300,9300,0,0.96,3443,,,,,,,-1.2815088748931884,0.0007754413,0.0001,150,0.2091018170118332,0.0467911958694458,-0.0019309545925352723,0.2,0.10431744903326035,0.0
,,,9300,,,,14431,2.32,31,0,-0.27269905,0.77,,,,,,,,,,
-0.06392684218473732,1.4,9600,9600,0,0.96,3591,,,,,,,-1.2306063413619994,0.0005900526,0.0001,155,0.22316154688596726,0.0920717716217041,-0.0020521891783573665,0.2,0.10517087578773499,0.0
,,,9600,,,,14896,1.96,32,0,-0.18128281000000002,0.88,,,,,,,,,,
-0.0505523224407807,1.3,9900,9900,0,0.96,3719,,,,,,,-1.184185838699341,0.000502052,0.0001,160,0.21428888738155366,0.13836383819580078,-0.0017128553525253664,0.2,0.12202108651399612,0.0
,,,9900,,,,15366,2.31,33,0,-0.29596361000000004,0.75,,,,,,,,,,
-0.07230396927334368,1.4,10200,10200,0,0.94,3850,,,,,,,-1.1423715829849244,0.0004336926,0.0001,165,0.23219529539346695,0.16561412811279297,-0.0014644189242972061,0.2,0.09318263828754425,0.0
,,,10200,,,,15825,2.34,34,0,-0.28727891,0.74,,,,,,,,,,
-0.09228594885207712,1.46,10500,10500,0,0.9,3977,,,,,,,-1.1008721232414245,0.0006587762,0.0001,170,0.2106368988752365,0.18847328424453735,-0.0029417574172839523,0.2,0.10404602438211441,0.0
,,,10500,,,,16314,2.39,35,0,-0.31072211000000005,0.75,,,,,,,,,,
-0.007120474418625236,1.1,10800,10800,0,1.0,4108,,,,,,,-1.056281578540802,0.0005883931,0.0001,175,0.2057706743478775,0.17689162492752075,-0.0016879425587831066,0.2,0.10806338489055634,0.00078125
,,,10800,,,,16818,2.35,36,0,-0.24958892,0.78,,,,,,,,,,
-0.07504634083714336,1.38,11100,11100,0,0.94,4247,,,,,,,-1.0180416345596313,0.00035127567,0.0001,180,0.23227751404047012,0.014274239540100098,-0.0016091332421638072,0.2,0.10366813838481903,0.0
,,,11100,,,,17314,2.15,37,0,-0.24012618999999996,0.81,,,,,,,,,,
-0.032024494144134226,1.3,11400,11400,0,0.98,4373,,,,,,,-0.9841386795043945,0.00020985119,0.0001,185,0.21672287732362747,0.202262282371521,-0.00047407930542249234,0.2,0.09763392060995102,0.0
,,,11400,,,,17775,2.36,38,0,-0.25673519,0.77,,,,,,,,,,
-0.04987408415880054,1.32,11700,11700,0,0.96,4524,,,,,,,-0.9590433478355408,0.00020870988,0.0001,190,0.22147050350904465,0.11095613241195679,-0.0009376233589136973,0.2,0.10831665992736816,0.0
,,,11700,,,,18230,1.89,39,0,-0.13907412,0.88,,,,,,,,,,
-0.030843404345214365,1.3,12000,12000,0,0.98,4664,,,,,,,-0.9308323323726654,0.00011086012,0.0001,195,0.20561603158712388,0.10722935199737549,-0.000718003127258271,0.2,0.11909446120262146,0.0
,,,12000,,,,18674,2.19,40,0,-0.20967798,0.83,,,,,,,,,,
-0.03141990581527352,1.38,12300,12300,0,0.96,4805,,,,,,,-0.916480952501297,4.3961038e-05,0.0001,200,0.20539963990449905,0.1985924243927002,-0.0002969919121824205,0.2,0.08251573890447617,0.0
,,,12300,,,,19148,2.04,41,0,-0.21425323,0.82,,,,,,,,,,
-0.052841461007483305,1.38,12600,12600,0,0.96,4941,,,,,,,-0.9001055896282196,0.00021518947,0.0001,205,0.2198355093598366,0.14280283451080322,-0.0013546148141756476,0.2,0.1116212010383606,0.0
,,,12600,,,,19616,2.15,42,0,-0.22759379999999996,0.81,,,,,,,,,,
-0.11779671705327928,1.68,12900,12900,0,0.88,5077,,,,,,,-0.8648042440414428,0.00041701412,0.0001,210,0.21584006696939467,0.12093794345855713,-0.0015901804752502357,0.2,0.08164508640766144,0.0
,,,12900,,,,20107,2.29,43,0,-0.29490268999999997,0.74,,,,,,,,,,
-0.02993935874197632,1.3,13200,13200,0,0.94,5226,,,,,,,-0.8317348778247833,0.00028366403,0.0001,215,0.1998266637325287,0.2659560441970825,-0.0010215991095968492,0.2,0.09879837185144424,0.0
,,,13200,,,,20599,1.9,44,0,-0.11343674999999998,0.88,,,,,,,,,,
-0.030467741191387177,1.28,13500,13500,0,0.96,5372,,,,,,,-0.8043339192867279,0.0002512228,0.0001,220,0.17111850529909134,0.18283289670944214,-0.001419283973518759,0.2,0.07150135934352875,0.0
,,,13500,,,,21039,2.16,45,0,-0.20686412999999995,0.82,,,,,,,,,,
-0.04940699049737304,1.26,13800,13800,0,0.96,5500,,,,,,,-0.7732546508312226,0.00012037451,0.0001,225,0.20848500728607178,0.10934323072433472,-0.0008797988142760005,0.2,0.11884304136037827,0.0
,,,13800,,,,21493,2.31,46,0,-0.30050319,0.74,,,,,,,,,,
-0.05034535901155323,1.36,14100,14100,0,0.96,5628,,,,,,,-0.7519799590110778,0.00019188007,0.0001,230,0.17749813497066497,0.29060477018356323,-0.0005514395132195204,0.2,0.0946824848651886,0.0
,,,14100,,,,21967,2.28,47,0,-0.23642699000000003,0.81,,,,,,,,,,
-0.12282263603061437,1.5,14400,14400,0,0.9,5778,,,,,,,-0.7330301225185394,2.2713433e-05,0.0001,235,0.20894509553909302,0.2759125828742981,0.0003025629426701926,0.2,0.11076096445322037,0.0
,,,14400,,,,22439,2.06,48,0,-0.27109761,0.77,,,,,,,,,,
-0.05036342743318528,1.36,14700,14700,0,0.94,5923,,,,,,,-0.728163993358612,6.940417e-05,0.0001,240,0.21853186562657356,0.22531020641326904,-0.0004695131618063897,0.2,0.15677912533283234,0.0
,,,14700,,,,22906,1.75,49,0,-0.15291095,0.87,,,,,,,,,,
-0.008303714632056654,1.12,15000,15000,0,1.0,6061,,,,,,,-0.7047873258590698,0.00026915222,0.0001,245,0.19326252192258836,0.2221468687057495,-0.002699832391226664,0.2,0.06884202361106873,0.0
,,,15000,,,,23339,2.01,50,0,-0.21286017999999998,0.83,,,,,,,,,,
-0.02991560590453446,1.18,15300,15300,0,0.98,6192,,,,,,,-0.6743408977985382,0.00010847319,0.0001,250,0.19531189203262328,0.27402013540267944,-0.00016964514798019082,0.2,0.08676041662693024,0.0
,,,15300,,,,23801,2.22,51,0,-0.25864426,0.79,,,,,,,,,,
-0.012555226162075996,1.44,15600,15600,0,0.98,6344,,,,,,,-0.6612004280090332,7.324947e-05,0.0001,255,0.22783391773700715,0.1857318878173828,-0.00023934689611451176,0.2,0.09023705869913101,0.0
,,,15600,,,,24258,2.03,52,0,-0.24972092,0.79,,,,,,,,,,
-0.032642976134084165,1.46,15900,15900,0,0.96,6484,,,,,,,-0.6505492448806762,9.8738914e-05,0.0001,260,0.25654155761003494,0.11030864715576172,-0.00028664274868788197,0.2,0.17471952736377716,0.0
,,,15900,,,,24713,2.05,53,0,-0.16909165999999998,0.84,,,,,,,,,,
-0.12036632787436247,1.64,16200,16200,0,0.88,6632,,,,,,,-0.6295313656330108,6.962428e-05,0.0001,265,0.16738177835941315,0.225699782371521,-0.0004911152500426397,0.2,0.053386036306619644,0.0
,,,16200,,,,25183,2.09,54,0,-0.21341076999999997,0.83,,,,,,,,,,
-0.12222927710507064,1.8,16500,16500,0,0.86,6785,,,,,,,-0.6237364172935486,2.803062e-05,0.0001,270,0.18435339257121086,0.156643807888031,-1.1372596782166511e-05,0.2,0.06276486814022064,0.0
,,,16500,,,,25672,1.88,55,0,-0.16409425000000005,0.86,,,,,,,,,,
-0.05137293627951294,1.4,16800,16800,0,0.96,6928,,,,,,,-0.6176091730594635,2.0182542e-05,0.0001,275,0.16222135126590728,0.21248674392700195,-0.00047942647361196575,0.2,0.06988470256328583,0.0
,,,16800,,,,26120,2.05,56,0,-0.18953264,0.83,,,,,,,,,,
-0.049753073318861425,1.28,17100,17100,0,0.96,7076,,,,,,,-0.6021019220352173,8.7306275e-05,0.0001,280,0.22766444683074952,-0.047660231590270996,-0.00038125213541206904,0.2,0.09402965009212494,0.0
,,,17100,,,,26554,2.09,57,0,-0.18942825000000002,0.84,,,,,,,,,,
-0.02809750072658062,1.12,17400,17400,0,0.98,7220,,,,,,,-0.5847112536430359,0.00013877524,0.0001,285,0.1749389350414276,0.18826985359191895,-0.0007775417852826649,0.2,0.06324253231287003,0.0
,,,17400,,,,26961,2.18,58,0,-0.20110288999999998,0.81,,,,,,,,,,
-0.009104068772867322,1.2,17700,17700,0,1.0,7377,,,,,,,-0.567591392993927,1.1153265e-05,0.0001,290,0.1956646114587784,0.178602933883667,0.00028751196805387735,0.2,0.09167516231536865,0.0
,,,17700,,,,27429,1.98,59,0,-0.19849665000000002,0.84,,,,,,,,,,
-0.07309448296204209,1.52,18000,18000,0,0.92,7523,,,,,,,-0.5588669300079345,0.00010265126,0.0001,295,0.17782971411943435,0.19243335723876953,-0.0014110680545854847,0.2,0.07595054060220718,0.0
,,,18000,,,,27937,2.0,60,0,-0.21058139,0.82,,,,,,,,,,
-0.05377689204644412,1.5,18300,18300,0,0.92,7658,,,,,,,-0.531730842590332,0.00025343557,0.0001,300,0.1724187433719635,0.3367856740951538,-0.0018079925677739084,0.2,0.060813333839178085,0.0
,,,18300,,,,28420,2.27,61,0,-0.28863922000000003,0.74,,,,,,,,,,
-0.008883630204945803,1.18,18600,18600,0,1.0,7814,,,,,,,-0.5018255859613419,0.00041400618,0.0001,305,0.21324943304061889,0.2766558527946472,-0.0017393140638887416,0.2,0.09918667376041412,0.0030539773404598238
,,,18600,,,,28868,2.04,62,0,-0.13760135,0.85,,,,,,,,,,
-0.0975932024139911,1.6,18900,18900,0,0.88,7955,,,,,,,-0.48022061586380005,4.4291828e-05,0.0001,310,0.14559443145990372,0.20885330438613892,0.0003227675595553592,0.2,0.08253677934408188,0.0
,,,18900,,,,29334,2.18,63,0,-0.24915706999999998,0.78,,,,,,,,,,
-0.05115736326668412,1.38,19200,19200,0,0.94,8102,,,,,,,-0.4740628063678741,2.765848e-06,0.0001,315,0.23756764829158783,0.17855733633041382,-4.010390330222435e-05,0.2,0.08570028841495514,0.0
,,,19200,,,,29777,1.95,64,0,-0.19712556,0.84,,,,,,,,,,
-0.08774153128731996,1.64,19500,19500,0,0.9,8243,,,,,,,-0.4713778465986252,1.3953847e-05,0.0001,320,0.17018589079380037,0.35924309492111206,-0.0002411014550489199,0.2,0.07918030768632889,0.0
,,,19500,,,,30239,2.2,65,0,-0.28051999,0.78,,,,,,,,,,
-0.07516308596357703,1.5,19800,19800,0,0.94,8403,,,,,,,-0.4609092652797699,5.3026408e-05,0.0001,325,0.20825919955968858,0.28988462686538696,-0.000775324301503133,0.2,0.11234986037015915,0.0
,,,19800,,,,30707,1.99,66,0,-0.2287046,0.82,,,,,,,,,,
-0.09470683993771672,1.44,20100,20100,0,0.92,8538,,,,,,,-0.4437065660953522,7.058834e-05,0.0001,330,0.1789102301001549,0.3276885747909546,-0.0009143499833953683,0.2,0.07739906013011932,0.0
,,,20100,,,,31153,2.19,67,0,-0.19909939000000001,0.81,,,,,,,,,,
-0.0739315024483949,1.46,20400,20400,0,0.94,8687,,,,,,,-0.42377318143844606,0.00019560641,0.0001,335,0.18674582839012147,0.21572166681289673,-0.001707347363117151,0.2,0.11991759389638901,0.0
,,,20400,,,,31614,2.05,68,0,-0.20487731,0.84,,,,,,,,,,
-0.0341523759951815,1.42,20700,20700,0,0.98,8846,,,,,,,-0.40304164588451385,0.00020976753,0.0001,340,0.18419350683689117,0.2592206597328186,-0.0016705089743481948,0.2,0.080742247402668,0.0
,,,20700,,,,32066,1.81,69,0,-0.17171844999999997,0.88,,,,,,,,,,
-0.05330423217266798,1.34,21000,21000,0,0.96,8997,,,,,,,-0.3867545694112778,5.8115897e-05,0.0001,345,0.1889319434762001,0.23525524139404297,-0.0001138446859386022,0.2,0.09921383112668991,0.0
,,,21000,,,,32550,2.12,70,0,-0.19589045,0.83,,,,,,,,,,
-0.031257584826089445,1.34,21300,21300,0,0.96,9161,,,,,,,-0.38031141459941864,1.2669003e-05,0.0001,350,0.19470036029815674,0.1567525863647461,-9.011929869302548e-05,0.2,0.1011001467704773,0.0
,,,21300,,,,33036,1.95,71,0,-0.17376206,0.87,,,,,,,,,,
-0.0526593184331432,1.5,21600,21600,0,0.94,9304,,,,,,,-0.3729273110628128,4.0764753e-05,0.0001,355,0.14358290880918503,0.2656700611114502,-0.0005392910192313138,0.2,0.05838606879115105,0.0
,,,21600,,,,33511,2.14,72,0,-0.21539187,0.82,,,,,,,,,,
-0.05309883831534535,1.36,21900,21900,0,0.94,9449,,,,,,,-0.36084242463111876,3.481306e-05,0.0001,360,0.18684278577566146,0.19474202394485474,-0.00026622111481628964,0.2,0.06980839371681213,0.0
,,,21900,,,,33960,2.18,73,0,-0.23597058999999998,0.82,,,,,,,,,,
-0.030751313474029304,1.2,22200,22200,0,0.98,9592,,,,,,,-0.35210478901863096,1.470825e-05,0.0001,365,0.20979082733392715,0.23553162813186646,-5.0730381371977276e-05,0.2,0.09909920394420624,0.0
,,,22200,,,,34406,2.02,74,0,-0.21016232999999995,0.85,,,,,,,,,,
-0.05314017777331173,1.46,22500,22500,0,0.96,9752,,,,,,,-0.3487863212823868,1.274134e-06,0.0001,370,0.1931987687945366,0.24960362911224365,-1.8280553149452316e-06,0.2,0.11834724992513657,0.0
,,,22500,,,,34913,1.82,75,0,-0.1346463,0.88,,,,,,,,,,
-0.0308571612322703,1.24,22800,22800,0,0.96,9901,,,,,,,-0.35225905776023864,2.1839514e-07,0.0001,375,0.17296034023165702,0.21456831693649292,3.355155338198301e-05,0.2,0.06278049200773239,0.0
,,,22800,,,,35359,2.03,76,0,-0.19902007000000002,0.84,,,,,,,,,,
-0.031059631379321218,1.36,23100,23100,0,0.96,10066,,,,,,,-0.3534384459257126,1.8607974e-05,0.0001,380,0.192374786734581,0.19209164381027222,-0.00030843364493193803,0.2,0.08562184125185013,0.0
,,,23100,,,,35820,1.75,77,0,-0.12019648,0.9,,,,,,,,,,
-0.055654911673627794,1.36,23400,23400,0,0.94,10210,,,,,,,-0.360088649392128,2.824077e-06,0.0001,385,0.15189237669110298,0.2909190058708191,0.00013260279902169714,0.2,0.07783722132444382,0.0
,,,23400,,,,36268,2.12,78,0,-0.25079335,0.8,,,,,,,,,,
-0.05137328559998423,1.3,23700,23700,0,0.96,10355,,,,,,,-0.3570611745119095,5.841012e-06,0.0001,390,0.2078228011727333,0.291576087474823,-4.2607643263181674e-05,0.2,0.09637598693370819,0.0
,,,23700,,,,36687,1.98,79,0,-0.17169502000000006,0.83,,,,,,,,,,
-0.010370969977229834,1.28,24000,24000,0,1.0,10502,,,,,,,-0.35588477551937103,3.6311314e-06,0.0001,395,0.20324120670557022,0.18442302942276,-3.5417114258962104e-05,0.2,0.09681191295385361,0.0
,,,24000,,,,37114,1.81,80,0,-0.12905099,0.89,,,,,,,,,,
-0.0617844584165141,1.5,24300,24300,0,0.94,10638,,,,,,,-0.35669128596782684,2.612434e-06,0.0001,400,0.18378264158964158,0.2375602126121521,3.883390731971303e-05,0.2,0.09325659275054932,0.0
,,,24300,,,,37558,2.15,81,0,-0.25439085,0.78,,,,,,,,,,
-0.06955590803176165,1.24,24600,24600,0,0.94,10788,,,,,,,-0.3581919580698013,4.7252556e-06,0.0001,405,0.2249894216656685,0.22818559408187866,-0.00011709535247064195,0.2,0.08959922194480896,0.0
,,,24600,,,,37977,2.05,82,0,-0.22107108999999994,0.82,,,,,,,,,,
-0.0927277268609032,1.42,24900,24900,0,0.92,10933,,,,,,,-0.3615521818399429,4.765895e-06,0.0001,410,0.19121471047401428,0.2933467626571655,-1.2934181425094949e-05,0.2,0.09137485921382904,0.0
,,,24900,,,,38409,1.98,83,0,-0.22499277999999998,0.8,,,,,,,,,,
-0.09419490490108728,1.52,25200,25200,0,0.92,11075,,,,,,,-0.3607298702001572,3.073534e-06,0.0001,415,0.17000207901000977,0.327533483505249,1.5436485276865142e-05,0.2,0.0747339203953743,0.0
,,,25200,,,,38853,1.97,84,0,-0.17233648999999995,0.84,,,,,,,,,,
-0.03018891831859946,1.18,25500,25500,0,0.98,11217,,,,,,,-0.35572755336761475,1.895793e-05,0.0001,420,0.18999223336577414,0.24655497074127197,-0.0001848328057604931,0.2,0.08594631403684616,0.0
,,,25500,,,,39288,2.11,85,0,-0.19517379999999998,0.81,,,,,,,,,,
-0.007429814245551824,1.08,25800,25800,0,1.0,11364,,,,,,,-0.34741286635398866,6.4411026e-05,0.0001,425,0.20689143240451813,0.19914036989212036,-0.00042034282960230486,0.2,0.09821605682373047,0.0
,,,25800,,,,39759,2.11,86,0,-0.22578280999999997,0.79,,,,,,,,,,
-0.008500340809114278,1.14,26100,26100,0,1.0,11518,,,,,,,-0.3425249844789505,7.802388e-06,0.0001,430,0.202370847761631,0.1922001838684082,-4.447127321327571e-05,0.2,0.08917650580406189,0.0
,,,26100,,,,40185,1.94,87,0,-0.1785093,0.84,,,,,,,,,,
-0.0322707033297047,1.38,26400,26400,0,0.94,11663,,,,,,,-0.3401624172925949,3.5462647e-06,0.0001,435,0.18748852014541625,0.21673768758773804,-1.161014697572682e-05,0.2,0.12239769101142883,0.0
,,,26400,,,,40623,2.3,88,0,-0.27735322,0.78,,,,,,,,,,
-0.009034330788999796,1.14,26700,26700,0,0.98,11807,,,,,,,-0.34121271371841433,0.00011508858,0.0001,440,0.18274689167737962,0.2752951383590698,-0.0006068705930374563,0.2,0.08688981086015701,0.0030539773404598238
,,,26700,,,,41050,2.07,89,0,-0.23733864999999998,0.8,,,,,,,,,,
-0.05264481455553323,1.4,27000,27000,0,0.92,11946,,,,,,,-0.3299996554851532,3.6355807e-05,0.0001,445,0.20813261419534684,0.24037176370620728,-0.00037670560232072603,0.2,0.09800916910171509,0.0
,,,27000,,,,41484,2.17,90,0,-0.2568061,0.78,,,,,,,,,,
-0.03085674115922302,1.26,27300,27300,0,0.98,12103,,,,,,,-0.32273673713207246,1.0046367e-05,0.0001,450,0.19415637403726577,0.2660631537437439,-0.00013897832919909092,0.2,0.09239128232002258,0.0
,,,27300,,,,41918,1.86,91,0,-0.16114874000000004,0.87,,,,,,,,,,
-0.008825743859633804,1.16,27600,27600,0,1.0,12257,,,,,,,-0.3184270203113556,1.4268645e-05,0.0001,455,0.16641609072685243,0.2329655885696411,-0.0001334864299678884,0.2,0.06928222626447678,0.0
,,,27600,,,,42353,2.0,92,0,-0.22618248000000005,0.81,,,,,,,,,,
-0.03588535294402391,1.38,27900,27900,0,0.96,12413,,,,,,,-0.316142076253891,1.9181753e-06,0.0001,460,0.1948467880487442,0.25526565313339233,0.00013404103483480868,0.2,0.08174779266119003,0.0
,,,27900,,,,42791,2.0,93,0,-0.23355864999999998,0.79,,,,,,,,,,
-0.05519165013916791,1.52,28200,28200,0,0.94,12543,,,,,,,-0.31149732768535615,3.7423928e-05,0.0001,465,0.17363892644643783,0.3107103109359741,-0.0002758916800303268,0.2,0.08679894357919693,0.0
