env/current_idx,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/success_rate,time/fps,time/total_timesteps,env/n_steps,rollout/ep_rew_mean,env/completion_counter,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/entropy_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/loss,eval/mean_reward,eval/success_rate,eval/mean_ep_length
6566,11719,1.31,305,0.93,0,9150,9150,-0.08030642999999998,0,0.2,0.0001,0.08848421722650528,0.2906142473220825,-0.6139795660972596,3040,0.0,1.8680095e-05,-2.4791561706649644e-06,0.03357112407684326,,,
6593,11753,1.19,306,0.96,0,9180,9180,-0.04887696,0,0.2,0.0001,0.013888148590922356,-283.9079895019531,-0.6407568335533143,3050,0.0,0.00033394695,-0.0009228507544321474,0.0031978439074009657,,,
6618,11793,1.16,307,0.97,0,9210,9210,-0.02907461,0,0.2,0.0001,0.05413907468318939,0.6288052201271057,-0.6274779260158538,3060,0.0,0.00017370185,-0.0035276631002004065,0.011764205060899258,,,
6641,11829,1.17,308,0.97,0,9240,9240,-0.030232080000000005,0,0.2,0.0001,0.00908078495413065,-40.70524597167969,-0.5969774127006531,3070,0.0,0.00038675268,-0.0025037511688424273,-0.001585797406733036,,,
6671,11866,1.15,309,0.97,0,9270,9270,-0.02994766,0,0.2,0.0001,0.06054092980921268,0.40612703561782837,-0.5782750308513641,3080,0.0,0.00052933494,-0.003516871848842129,0.01516028679907322,,,
6696,11902,1.17,310,0.97,0,9300,9300,-0.030287449999999997,0,0.2,0.0001,0.012160745542496442,-3645.403564453125,-0.6301858246326446,3090,0.020000001043081285,0.0022372464,-0.01586148169512569,-0.018100611865520477,,,
6714,11941,1.24,311,0.95,0,9330,9330,-0.06121012000000001,0,0.2,0.0001,0.08934588208794594,0.15570050477981567,-0.6723689258098602,3100,0.01666666753590107,0.0035859963,-0.004709648303469293,0.030930787324905396,,,
6739,11975,1.22,312,0.95,0,9360,9360,-0.060036360000000004,0,0.2,0.0001,0.184197399020195,0.28176528215408325,-0.581140673160553,3110,0.0,4.0509305e-05,0.0013162212663640816,0.07656087726354599,,,
6762,12011,1.29,313,0.93,0,9390,9390,-0.08125021,0,0.2,0.0001,0.10499435737729072,0.10133469104766846,-0.5927281677722931,3120,0.0,0.00025689404,-0.0025682469553430566,0.041833288967609406,,,
6787,12049,1.32,314,0.92,0,9420,9420,-0.09149862,0,0.2,0.0001,0.07755043581128121,0.5116379261016846,-0.6181498229503631,3130,0.0,0.0010681729,-0.003094921714242993,0.01911604404449463,,,
6815,12083,1.19,315,0.96,0,9450,9450,-0.049400770000000004,0,0.2,0.0001,0.07301603630185127,0.23525077104568481,-0.6856337189674377,3140,0.030000001564621924,0.0064672926,-0.009503909829848922,0.010325178503990173,,,
6839,12116,1.19,316,0.96,0,9480,9480,-0.04918051999999999,0,0.2,0.0001,0.01764295045286417,-638.1635131835938,-0.7906474590301513,3150,0.0,0.0007664641,-0.001500795582154124,0.0002867220900952816,,,
6860,12155,1.25,317,0.96,0,9510,9510,-0.05022391000000001,0,0.2,0.0001,0.09291824325919151,0.29791563749313354,-0.710399204492569,3160,0.0,0.0018714031,-0.003798519395107647,0.027674514800310135,,,
6884,12198,1.23,318,0.97,0,9540,9540,-0.04096179000000001,0,0.2,0.0001,0.029893947951495647,0.7063699960708618,-0.6939324557781219,3170,0.0,0.0009206931,-0.00448082469520159,0.0034090466797351837,,,
6907,12232,1.29,319,0.96,0,9570,9570,-0.05173641,0,0.2,0.0001,0.06812990978360176,0.40696728229522705,-0.6405798971652985,3180,0.013333334028720856,0.0031348765,-0.0010651250625475673,0.02577679418027401,,,
6925,12264,1.35,320,0.95,0,9600,9600,-0.06374915,0,0.2,0.0001,0.045119712874293325,0.5862308740615845,-0.6934489965438843,3190,0.023333334550261497,0.0039124093,-0.015837068455293757,-0.013522258028388023,,,
6947,12300,1.42,321,0.93,0,9630,9630,-0.08499784999999999,0,0.2,0.0001,0.15187329202890396,0.25491058826446533,-0.7298297941684723,3200,0.013333334028720856,0.0020862778,-0.001957934601329381,0.05650360882282257,,,
6970,12338,1.38,322,0.93,0,9660,9660,-0.08400256,0,0.2,0.0001,0.11292782947421073,0.216020405292511,-0.7079937756061554,3210,0.0,0.00028719107,-0.002562879888343339,0.04308636859059334,,,
6993,12371,1.37,323,0.94,0,9690,9690,-0.07278151000000001,0,0.2,0.0001,0.060307543724775314,0.5087082386016846,-0.7527599036693573,3220,0.020000001043081285,0.0044639925,-0.01777273713300609,-0.008084317669272423,,,
7014,12408,1.36,324,0.93,0,9720,9720,-0.08296176,0,0.2,0.0001,0.063990618288517,0.3802560567855835,-0.8348020136356353,3230,0.0,0.00071369606,-0.0016330049186944252,0.014998571015894413,,,
7035,12447,1.35,325,0.94,0,9750,9750,-0.061316619999999995,0,0.2,0.0001,0.13249706029891967,0.31873971223831177,-0.7681496441364288,3240,0.06666666902601719,0.015971193,-0.023952724567303817,0.023259170353412628,,,
7063,12481,1.28,326,0.95,0,9780,9780,-0.050264649999999994,0,0.2,0.0001,0.13673864603042601,-0.5179623365402222,-0.6695879459381103,3250,0.023333334550261497,0.0042470517,-0.006008444566590132,0.0470796562731266,,,
7090,12528,1.23,327,0.95,0,9810,9810,-0.04994527,0,0.2,0.0001,0.030278500728309156,-340.55126953125,-0.6224486231803894,3260,0.0,0.00019600391,-0.001850797028746598,-0.0006479611620306969,,,
7113,12573,1.22,328,0.95,0,9840,9840,-0.04964841,0,0.2,0.0001,0.07331262044608593,0.35746437311172485,-0.7194841623306274,3270,0.01666666753590107,0.0052665193,-0.0064085899728040015,0.017768189311027527,,,
7140,12612,1.15,329,0.96,0,9870,9870,-0.04973334,0,0.2,0.0001,0.0892843946814537,0.5038207769393921,-0.7207310378551484,3280,0.0,0.0013082444,-0.006146832911569078,0.018087327480316162,,,
7159,12646,1.24,330,0.93,0,9900,9900,-0.07104316000000001,0,0.2,0.0001,0.12822396457195281,-0.03329348564147949,-0.6337329506874084,3290,0.0,0.0017072975,-0.0070581710517095605,0.0463031530380249,,,
7181,12680,1.31,331,0.91,0,9930,9930,-0.09207148999999999,0,0.2,0.0001,0.11230076551437378,0.3899227976799011,-0.6742472887039185,3300,0.0,0.00011573235,6.949702297198712e-05,0.04598861187696457,,,
7205,12714,1.32,332,0.92,0,9960,9960,-0.08183380000000001,0,0.2,0.0001,0.11265243217349052,0.34694355726242065,-0.6081018030643464,3310,0.0,6.778041e-05,0.0001802550732101338,0.04544176906347275,,,
7232,12751,1.31,333,0.93,0,9990,9990,-0.07166737999999999,0,0.2,0.0001,0.06948956660926342,0.6923108100891113,-0.6543190360069275,3320,0.0,0.00037028987,-0.004225173602074505,0.01890464313328266,,,
7254,12792,1.29,334,0.94,0,10020,10020,-0.070213,0,0.2,0.0001,0.035109533555805685,-69.7807846069336,-0.7074715852737427,3330,0.0,0.00049101113,-0.0012536201483301923,0.005878791678696871,,,
7274,12829,1.31,335,0.93,0,10050,10050,-0.08044625,0,0.2,0.0001,0.15926160663366318,0.359663724899292,-0.6394483923912049,3340,0.0,1.0643403e-05,0.00046039381685352153,0.07091444730758667,,,
7299,12868,1.26,336,0.94,0,10080,10080,-0.06961318,0,0.2,0.0001,0.11217232123017311,0.597197413444519,-0.6474009275436401,3350,0.0,0.00012970965,-0.0014818617477917683,0.035619720816612244,,,
7323,12902,1.32,337,0.93,0,10110,10110,-0.08074902999999999,0,0.2,0.0001,0.11616013869643212,0.02639162540435791,-0.6764394760131835,3360,0.0,4.8309565e-05,-0.0006160522456259088,0.04904196411371231,,,
7344,12955,1.33,338,0.92,0,10140,10140,-0.09060125999999996,0,0.2,0.0001,0.08938096091151237,0.30389970541000366,-0.6751674234867096,3370,0.0,0.000744321,-0.008049237382365248,0.01560947485268116,,,
7370,12991,1.28,339,0.94,0,10170,10170,-0.07008206000000002,0,0.2,0.0001,0.21438878327608107,0.05209380388259888,-0.7038155019283294,3380,0.010000000521540642,0.0010760943,0.00023654500810756928,0.09878337383270264,,,
7391,13023,1.31,340,0.92,0,10200,10200,-0.08031852,0,0.2,0.0001,0.09938731342554093,-0.07208359241485596,-0.6788776695728302,3390,0.0,0.00028534333,-0.0035523417046835703,0.03323891758918762,,,
7415,13060,1.29,341,0.93,0,10230,10230,-0.06015636,0,0.2,0.0001,0.1246529459953308,0.266448438167572,-0.6541010200977325,3400,0.023333334550261497,0.004110813,-0.01292670253819459,0.03326971456408501,,,
7445,13105,1.18,342,0.95,0,10260,10260,-0.038664769999999994,0,0.2,0.0001,0.1162739336490631,-35.68336486816406,-0.6111778259277344,3410,0.006666667014360428,0.0016574065,-0.0025219686484584613,0.03952232003211975,,,
7468,13143,1.22,343,0.94,0,10290,10290,-0.03917470999999999,0,0.2,0.0001,0.010909603582695127,-4975.54541015625,-0.5940255880355835,3420,0.010000000521540642,0.0022344112,-0.004430233784757575,-0.005048435181379318,,,
7489,13177,1.21,344,0.95,0,10320,10320,-0.039263540000000006,0,0.2,0.0001,0.07016333118081093,0.3959916830062866,-0.5583115696907044,3430,0.0,0.00016613006,-0.0013409661195206367,0.02925712615251541,,,
7518,13216,1.17,345,0.96,0,10350,10350,-0.039153490000000006,0,0.2,0.0001,0.11468752697110177,0.479874849319458,-0.5877269804477692,3440,0.0,0.0004620711,-0.0020888654701412433,0.04167183116078377,,,
7544,13255,1.21,346,0.95,0,10380,10380,-0.049620710000000005,0,0.2,0.0001,0.040007586032152175,-495.71002197265625,-0.6102697312831878,3450,0.0,0.00064917404,-0.003697258311634499,0.007356725633144379,,,
7569,13292,1.17,347,0.96,0,10410,10410,-0.04905989,0,0.2,0.0001,0.03831665739417076,0.6333433389663696,-0.6655680656433105,3460,0.0,0.0016417523,-0.008027202821103785,-0.002827988937497139,,,
7595,13331,1.13,348,0.97,0,10440,10440,-0.03808571000000001,0,0.2,0.0001,0.056821491569280624,0.4563509225845337,-0.7797492325305939,3470,0.04333333447575569,0.007507938,-0.00812050601622687,0.007774154655635357,,,
7621,13371,1.17,349,0.97,0,10470,10470,-0.038911009999999996,0,0.2,0.0001,0.08107965737581253,-0.27344048023223877,-0.8408685922622681,3480,0.0,3.0469895e-05,0.002427521720916559,0.03617754206061363,,,
7642,13410,1.25,350,0.95,0,10500,10500,-0.06134493,0,0.2,0.0001,0.021931609883904458,-97.47044372558594,-0.8831238627433777,3490,0.003333333507180214,0.0036524893,-0.007071657156727085,-0.00841570645570755,,,
7660,13447,1.31,351,0.93,0,10530,10530,-0.08218220000000002,0,0.2,0.0001,0.19969489872455598,0.1407262682914734,-0.6769063949584961,3500,0.0,0.0010288616,-0.0033948145162625565,0.08162491768598557,,,
7683,13484,1.32,352,0.93,0,10560,10560,-0.08265938,0,0.2,0.0001,0.16793454438447952,0.5165644884109497,-0.6352454006671906,3510,0.0,1.1960666e-05,0.0006948338801157306,0.05966333672404289,,,
7705,13525,1.37,353,0.91,0,10590,10590,-0.10396698999999998,0,0.2,0.0001,0.08276310190558434,0.30793124437332153,-0.688637763261795,3520,0.0,0.0012799839,-0.004780743590478487,0.028815940022468567,,,
7731,13560,1.35,354,0.92,0,10620,10620,-0.09233309,0,0.2,0.0001,0.09504077881574631,0.45186132192611694,-0.7756058216094971,3530,0.02333333417773247,0.007452168,-0.022494298258486013,-0.015325739979743958,,,
7750,13596,1.33,355,0.93,0,10650,10650,-0.08439418,0,0.2,0.0001,0.053667863458395006,-1.2280397415161133,-0.8807758033275604,3540,0.0,0.0010751367,0.0035665750519065396,0.019947808235883713,,,
7777,13640,1.29,356,0.93,0,10680,10680,-0.08430208000000002,0,0.2,0.0001,0.26690171360969545,0.1666492223739624,-0.9045833468437194,3550,0.0,8.666714e-05,-0.0018475123230018652,0.12124340981245041,,,
7802,13675,1.25,357,0.95,0,10710,10710,-0.06324445000000001,0,0.2,0.0001,0.07738245502114297,0.27016109228134155,-0.9384466886520386,3560,0.0,0.00076194206,-0.007901343655927562,0.013741115108132362,,,
7820,13714,1.3,358,0.93,0,10740,10740,-0.08400529999999996,0,0.2,0.0001,0.06817311309278011,0.5113584995269775,-0.982128483057022,3570,0.0,0.0019261778,-0.006147085772439187,0.008757386356592178,,,
7842,13754,1.33,359,0.92,0,10770,10770,-0.09250444,0,0.2,0.0001,0.12158056497573852,0.3722624182701111,-1.135644257068634,3580,0.09666666910052299,0.022064151,-0.01653752573144942,0.03079541213810444,,,
7861,13789,1.35,360,0.91,0,10800,10800,-0.09179704000000001,0,0.2,0.0001,0.14000372886657714,0.29249948263168335,-1.1257437467575073,3590,0.010000000521540642,0.0043168347,-0.01602682076472135,0.022473163902759552,,,
7885,13823,1.37,361,0.91,0,10830,10830,-0.09235233000000001,0,0.2,0.0001,0.13463593199849128,0.1447344422340393,-1.2323678851127624,3600,0.056666668877005576,0.026337491,-0.028438974961948915,3.068894147872925e-05,,,
7905,13861,1.44,362,0.9,0,10860,10860,-0.09442093999999995,0,0.2,0.0001,0.10474813207983971,0.0017933249473571777,-1.072514498233795,3610,0.05666666813194752,0.011185527,-0.017578573144661824,0.010191414505243301,,,
7926,13899,1.41,363,0.9,0,10890,10890,-0.09396470000000001,0,0.2,0.0001,0.08914536386728286,0.15654349327087402,-0.9785439908504486,3620,0.006666667014360428,0.0058918498,-0.014006739371689036,0.0017777197062969208,,,
7943,13936,1.49,364,0.89,0,10920,10920,-0.10640598000000001,0,0.2,0.0001,0.1907754972577095,0.44301551580429077,-0.9376579046249389,3630,0.006666667014360428,0.0019167265,-0.0013317871489562094,0.0674324780702591,,,
7967,13977,1.4,365,0.91,0,10950,10950,-0.09506763,0,0.2,0.0001,0.21230741292238237,-0.15527713298797607,-0.9697450220584869,3640,0.003333333507180214,0.0022359213,-0.007965213451825548,0.07376303523778915,,,
7994,14017,1.35,366,0.92,0,10980,10980,-0.0943747,0,0.2,0.0001,0.06666139513254166,0.5759485363960266,-0.796173918247223,3650,0.013333334028720856,0.005538603,-0.009934091633185815,0.012482596561312675,,,
8015,14053,1.33,367,0.93,0,11010,11010,-0.08572673,0,0.2,0.0001,0.02588109262287617,0.6433417201042175,-0.8169955790042878,3660,0.0,0.0006558379,-0.004833524810856105,-0.007522831670939922,,,
8041,14092,1.21,368,0.95,0,11040,11040,-0.05222,0,0.2,0.0001,0.15422926098108292,0.2844752073287964,-0.7835199177265167,3670,0.003333333507180214,0.0017016828,-0.010392421661720963,0.04422320798039436,,,
8060,14130,1.29,369,0.93,0,11070,11070,-0.07405715,0,0.2,0.0001,0.041037168726325034,-2.2506844997406006,-0.8993809700012207,3680,0.08333333656191826,0.018911151,-0.02364821423621244,-0.02552059292793274,,,
8083,14172,1.32,370,0.93,0,11100,11100,-0.0743162,0,0.2,0.0001,0.18852967470884324,0.2844952344894409,-1.237262213230133,3690,0.09000000283122063,0.02030698,-0.01869145684565119,0.05146869644522667,,,
8100,14206,1.41,371,0.91,0,11130,11130,-0.08551168,0,0.2,0.0001,0.1115500122308731,-0.12698137760162354,-1.4310688972473145,3700,0.13000000193715094,0.016077185,-0.024218992929284866,0.014868143945932388,,,
8126,14240,1.36,372,0.92,0,11160,11160,-0.08476808,0,0.2,0.0001,0.1463858261704445,0.17726409435272217,-1.242682898044586,3710,0.27000000737607477,0.03309944,-0.0328592517289021,0.022015608847141266,,,
8149,14276,1.38,373,0.91,0,11190,11190,-0.09573816,0,0.2,0.0001,0.09326853603124619,0.04879719018936157,-1.1193530559539795,3720,0.040000001713633535,0.012327133,-0.02407213240473851,-0.0033764466643333435,,,
8174,14309,1.32,374,0.93,0,11220,11220,-0.06283128,0,0.2,0.0001,0.12364683747291565,0.2949793338775635,-0.9660732507705688,3730,0.010000000521540642,0.003560082,-0.013227728855951337,0.013692617416381836,,,
8197,14346,1.26,375,0.93,0,11250,11250,-0.06066361000000001,0,0.2,0.0001,0.03695944361388683,-22.719831466674805,-1.062813675403595,3740,0.07000000141561032,0.010890498,-0.010774909593164916,-0.008618942461907864,,,
8219,14390,1.27,376,0.94,0,11280,11280,-0.052231969999999996,0,0.2,0.0001,0.04116911217570305,0.5863406658172607,-1.2684780359268188,3750,0.05666666775941849,0.010586232,-0.022792734570490757,-0.02176058106124401,,,
8242,14441,1.27,377,0.95,0,11310,11310,-0.031853679999999995,0,0.2,0.0001,0.03989233151078224,0.5714512467384338,-1.1059978723526,3760,0.03333333469927311,0.011601543,-0.02558044514308371,-0.034850846976041794,,,
8271,14478,1.23,378,0.96,0,11340,11340,-0.031134749999999992,0,0.2,0.0001,0.051136478409171106,-36.20201110839844,-1.0774762630462646,3770,0.023333334550261497,0.006427902,-0.01370829183394857,-0.011270755901932716,,,
8290,14516,1.27,379,0.95,0,11370,11370,-0.05302125,0,0.2,0.0001,0.013775167148560285,-442.7834777832031,-1.416483461856842,3780,0.04333333484828472,0.01478905,-0.020697046436059095,-0.03313298895955086,,,
8310,14551,1.35,380,0.92,0,11400,11400,-0.08410495,0,0.2,0.0001,0.2465133473277092,0.2826118469238281,-1.1969080090522766,3790,0.0,0.0028493106,-0.008633420623373245,0.07281748205423355,,,
8332,14597,1.33,381,0.92,0,11430,11430,-0.07271980000000001,0,0.2,0.0001,0.1390434220433235,0.404626727104187,-1.2486649990081786,3800,0.010000000521540642,0.004716577,-0.018817905070415718,0.011634700000286102,,,
8354,14639,1.38,382,0.91,0,11460,11460,-0.09429288999999999,0,0.2,0.0001,0.16207756847143173,-5.389319896697998,-1.3305957913398743,3810,0.09000000320374965,0.01761436,-0.03506717502760424,0.013894736766815186,,,
8375,14681,1.43,383,0.91,0,11490,11490,-0.09414074999999998,0,0.2,0.0001,0.10692425891757011,0.377751886844635,-1.3767367362976075,3820,0.04000000208616257,0.012514414,-0.018080561706738153,0.008137132972478867,,,
8390,14717,1.5,384,0.88,0,11520,11520,-0.10957029,0,0.2,0.0001,0.14904631525278092,-0.4821401834487915,-1.1323636174201965,3830,0.15333333760499954,0.023617994,-0.030776140363886918,0.014397334307432175,,,
8416,14757,1.42,385,0.91,0,11550,11550,-0.07797398999999999,0,0.2,0.0001,0.3216950982809067,-0.13208019733428955,-0.8346368789672851,3840,0.1166666705161333,0.01998809,-0.02934703603386879,0.10361984372138977,,,
8437,14796,1.42,386,0.9,0,11580,11580,-0.09806440000000002,0,0.2,0.0001,0.03480292800813913,-0.20615196228027344,-0.7489514231681824,3850,0.02666666731238365,0.0071515697,-0.016264724385303797,-0.01522595901042223,,,
8460,14835,1.42,387,0.9,0,11610,11610,-0.09698754,0,0.2,0.0001,0.10666244626045226,0.49486076831817627,-0.592555570602417,3860,0.0,0.0015020688,-0.005977415854576984,0.03265724331140518,,,
8488,14872,1.22,388,0.95,0,11640,11640,-0.059263319999999994,0,0.2,0.0001,0.05601742528378963,0.45137274265289307,-0.6953563094139099,3870,0.0,0.00096123415,-0.001903313124251671,0.019981015473604202,,,
8515,14908,1.23,389,0.94,0,11670,11670,-0.06951084,0,0.2,0.0001,0.05884439535439014,-0.025935649871826172,-0.6298695266246795,3880,0.0,0.000114091235,-0.0012669051857665536,0.02244745008647442,,,
8540,14943,1.17,390,0.96,0,11700,11700,-0.048684770000000016,0,0.2,0.0001,0.07395640350878238,0.26788008213043213,-0.5804633021354675,3890,0.010000000521540642,0.0034567057,-0.012198501918853032,0.0009173806756734848,,,
8562,14985,1.17,391,0.96,0,11730,11730,-0.048733179999999994,0,0.2,0.0001,0.060962576791644095,0.39278095960617065,-0.61962109208107,3900,0.006666667014360428,0.0021416584,-0.004423407369370835,0.0164056196808815,,,
8585,15023,1.23,392,0.94,0,11760,11760,-0.06975172000000002,0,0.2,0.0001,0.03890879470854998,0.7630957365036011,-0.6845429420471192,3910,0.0,0.0009126902,-0.007081774444474487,-0.003392470069229603,,,
8614,15061,1.21,393,0.95,0,11790,11790,-0.059518160000000014,0,0.2,0.0001,0.13245752602815627,0.20200979709625244,-0.7229167759418488,3920,0.0,0.0005508999,-0.004698696108729017,0.04506722837686539,,,
8637,15099,1.23,394,0.94,0,11820,11820,-0.04990309000000001,0,0.2,0.0001,0.05721506588160992,-623.5750732421875,-0.8326860249042511,3930,0.026666668057441712,0.006055528,-0.012079829908907413,-0.005900697782635689,,,
8664,15134,1.17,395,0.96,0,11850,11850,-0.02908133999999999,0,0.2,0.0001,0.04696677140891552,-44.688201904296875,-0.8559786915779114,3940,0.006666667014360428,0.0020240466,-0.00872944067697965,-0.007793148048222065,,,
8691,15172,1.13,396,0.98,0,11880,11880,-0.00796687,0,0.2,0.0001,0.020477467495948077,-60.496742248535156,-0.8402435123920441,3950,0.0,0.0010960996,-0.008668250123349708,-0.013314567506313324,,,
8716,15208,1.18,397,0.97,0,11910,11910,-0.01902668,0,0.2,0.0001,0.004691341333091259,-155.6061248779297,-0.9131133019924164,3960,0.0,0.002551031,-0.00990963793437305,-0.024015789851546288,,,
8737,15241,1.19,398,0.98,0,11940,11940,-0.029130019999999996,0,0.2,0.0001,0.10057289525866508,0.008647680282592773,-0.6552212536334991,3970,0.0,0.0021568497,-0.0051401005580555825,0.03523675724864006,,,
8761,15274,1.25,399,0.97,0,11970,11970,-0.04021572000000001,0,0.2,0.0001,0.061925649642944336,0.3993096947669983,-0.7326148986816406,3980,0.010000000521540642,0.003598384,-0.0066020024490232474,0.014251411892473698,,,
8784,,,,,,12000,12000,,0,0.2,0.0001,0.08174110725522041,0.18489128351211548,-0.6036925137042999,3990,0.0,0.00036871235,-0.00039679726125534386,0.03445609658956528,-0.07141141329426319,0.94,1.26
,15470,1.27,400,0.96,0,12000,,-0.050635309999999996,,,,,,,,,,,,,,
8806,15508,1.33,401,0.94,0,12030,12030,-0.07081346999999999,0,0.2,0.0001,0.06818213947117328,0.33267754316329956,-0.5410637855529785,4000,0.003333333507180214,0.0011708816,-0.0029782215870121755,0.02127332240343094,,,
8825,15548,1.35,402,0.93,0,12060,12060,-0.07125518999999998,0,0.2,0.0001,0.08778638318181038,0.4739706516265869,-0.5492939472198486,4010,0.0,0.00022702615,-0.000585014817382401,0.03159935027360916,,,
8846,15583,1.39,403,0.9,0,12090,12090,-0.10286386999999998,0,0.2,0.0001,0.07351846732199192,0.5275392532348633,-0.6351553916931152,4020,0.0,0.0012162387,-0.005395696991666555,0.018317118287086487,,,
8864,15618,1.45,404,0.88,0,12120,12120,-0.11335581999999998,0,0.2,0.0001,0.1152920626103878,0.47331947088241577,-0.6918587267398835,4030,0.0,0.0007488946,-0.0020865603258426015,0.04327920824289322,,,
8888,15650,1.45,405,0.88,0,12150,12150,-0.10378978999999999,0,0.2,0.0001,0.28592291176319123,0.049957215785980225,-0.7175970733165741,4040,0.0,0.000306348,-0.003780816963796241,0.11536861211061478,,,
8905,15687,1.51,406,0.87,0,12180,12180,-0.11496792999999998,0,0.2,0.0001,0.05871084723621607,-45.886070251464844,-0.7206361770629883,4050,0.0,0.0005385717,-0.0056740034367733115,-0.0023250849917531013,,,
8926,15728,1.47,407,0.88,0,12210,12210,-0.11413093999999999,0,0.2,0.0001,0.11632629409432411,0.5362958908081055,-0.7572885274887085,4060,0.020000001043081285,0.0035341145,-0.00820529634055367,0.039308030158281326,,,
8953,15766,1.35,408,0.92,0,12240,12240,-0.07143893,0,0.2,0.0001,0.12355464026331901,0.4547024369239807,-0.6418433785438538,4070,0.0,0.000905631,-0.004700135964667407,0.035284608602523804,,,
8977,15799,1.31,409,0.93,0,12270,12270,-0.08074558999999999,0,0.2,0.0001,0.06527389772236347,0.40823638439178467,-0.641005152463913,4080,0.003333333507180214,0.00094375014,-0.004808757619078641,0.01893226057291031,,,
9000,15837,1.31,410,0.92,0,12300,12300,-0.09025641000000001,0,0.2,0.0001,0.06810148693621158,0.40543442964553833,-0.6639228343963623,4090,0.0,0.0003415982,-0.0024428746312575634,0.021065298467874527,,,
9021,15870,1.3,411,0.93,0,12330,12330,-0.08368525,0,0.2,0.0001,0.12215812280774116,0.43040400743484497,-0.6864788651466369,4100,0.0,0.0014318923,-0.005263978834264016,0.038692161440849304,,,
9047,15906,1.26,412,0.95,0,12360,12360,-0.06323516,0,0.2,0.0001,0.20333707928657532,-0.18631327152252197,-0.8105261445045471,4110,0.036666668578982355,0.0082288245,-0.01853396240000933,0.05807049572467804,,,
9076,15941,1.21,413,0.96,0,12390,12390,-0.05252686999999999,0,0.2,0.0001,0.09728903099894523,-57.793582916259766,-0.7976598858833313,4120,0.0,0.00046860773,-0.003942572334781147,0.03079216182231903,,,
9102,15976,1.18,414,0.98,0,12420,12420,-0.03232401,0,0.2,0.0001,0.043273275904357436,-396.3205871582031,-0.7863321185112,4130,0.0,0.0002978643,-0.002449947535787944,0.005346009042114019,,,
9124,16012,1.16,415,0.98,0,12450,12450,-0.02869324,0,0.2,0.0001,0.03334818165749311,-158.5256805419922,-0.7933854579925537,4140,0.003333333507180214,0.0023133715,-0.0069249683575860034,-0.004889360629022121,,,
9144,16051,1.25,416,0.95,0,12480,12480,-0.06011568999999998,0,0.2,0.0001,0.1438399076461792,0.5355308651924133,-0.7851258635520935,4150,0.0,3.364881e-05,0.0017284951970213847,0.06210159510374069,,,
9167,16091,1.29,417,0.94,0,12510,12510,-0.07041731000000001,0,0.2,0.0001,0.22757268846035003,0.21640580892562866,-0.757120543718338,4160,0.0,6.677707e-05,-0.0009278232947327325,0.08962855488061905,,,
9188,16125,1.34,418,0.93,0,12540,12540,-0.08131367,0,0.2,0.0001,0.10512669980525971,0.08899033069610596,-0.7625291466712951,4170,0.0,0.0005828381,-0.006697358106806206,0.036846935749053955,,,
9207,16163,1.44,419,0.91,0,12570,12570,-0.09281557999999998,0,0.2,0.0001,0.09025253280997277,0.3013147711753845,-0.8183357656002045,4180,0.0,0.0009397765,-0.006158447182193783,0.0198642760515213,,,
9228,16198,1.43,420,0.92,0,12600,12600,-0.08249584999999998,0,0.2,0.0001,0.12613263577222825,-0.2734476327896118,-0.84453444480896,4190,0.0,0.00026034116,-0.004240298878964132,0.04896711930632591,,,
9247,16237,1.47,421,0.93,0,12630,12630,-0.0735233,0,0.2,0.0001,0.15290300399065018,0.16178184747695923,-0.8359990239143371,4200,0.006666667014360428,0.0011459232,-0.004722728103321749,0.059038545936346054,,,
9273,16271,1.44,422,0.93,0,12660,12660,-0.07425451,0,0.2,0.0001,0.1078267052769661,0.04785752296447754,-0.7979108631610871,4210,0.0,0.00034784674,-0.003790359471846827,0.03844059258699417,,,
9296,16306,1.33,423,0.95,0,12690,12690,-0.06251541,0,0.2,0.0001,0.06699707061052322,0.42979156970977783,-0.8044336557388305,4220,0.0,0.00059894525,-0.0030804871203145012,0.0220049861818552,,,
9319,16340,1.37,424,0.92,0,12720,12720,-0.09488213999999998,0,0.2,0.0001,0.06748129837214947,0.39684921503067017,-0.8517310619354248,4230,0.0,0.0013663609,-0.005204575901928621,0.018139012157917023,,,
9342,16373,1.26,425,0.93,0,12750,12750,-0.07292081,0,0.2,0.0001,0.08261108472943306,0.5673352479934692,-0.9065232872962952,4240,0.0,0.00024148027,-0.0003597963857464137,0.03078899346292019,,,
9367,16408,1.26,426,0.93,0,12780,12780,-0.07285545,0,0.2,0.0001,0.08221756145358086,0.3297691345214844,-0.8648288607597351,4250,0.0,0.00022386313,-0.0018875716419035626,0.03105391003191471,,,
9388,16444,1.31,427,0.92,0,12810,12810,-0.0841541,0,0.2,0.0001,0.12415213137865067,-0.06911981105804443,-0.9637716829776763,4260,0.0,0.0013331512,-0.008286346617775563,0.03224807232618332,,,
9406,16484,1.32,428,0.93,0,12840,12840,-0.07232761,0,0.2,0.0001,0.15546776205301285,0.21498233079910278,-0.8639182448387146,4270,0.0,0.0007807255,-0.004510210736965181,0.060195211321115494,,,
