env/current_idx,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/success_rate,time/fps,time/total_timesteps,env/n_steps,rollout/ep_rew_mean,env/completion_counter,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/entropy_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/loss,eval/mean_reward,eval/success_rate,eval/mean_ep_length
1017,1875,1.47,51,0.91,0,1530,1530,-0.07605837,0,0.2,0.0001,0.1353878378868103,0.22816550731658936,-1.7469524264335632,500,0.0,0.0013765892,-0.00876325795465771,0.03473425284028053,,,
1037,1910,1.48,52,0.9,0,1560,1560,-0.08811391,0,0.2,0.0001,0.2224762812256813,-0.054288268089294434,-1.7180672645568849,510,0.0,0.0009371201,-0.004696040464332185,0.07998531311750412,,,
1063,1952,1.47,53,0.89,0,1590,1590,-0.09815305000000002,0,0.2,0.0001,0.18226351588964462,-0.29793238639831543,-1.6963462710380555,520,0.0,0.00093922217,-0.0073203508051424395,0.05626083165407181,,,
1081,1987,1.53,54,0.87,0,1620,1620,-0.11946115,0,0.2,0.0001,0.08883988112211227,0.1319981813430786,-1.6748908042907715,530,0.0,0.00076921383,-0.0017019663430013487,0.028375769034028053,,,
1099,2019,1.49,55,0.88,0,1650,1650,-0.12771545,0,0.2,0.0001,0.30573068708181383,-0.07957565784454346,-1.671505081653595,540,0.0,0.00061971747,-0.0023321468949628167,0.10134920477867126,,,
1118,2053,1.49,56,0.9,0,1680,1680,-0.10615296999999999,0,0.2,0.0001,0.15603215843439103,0.24009978771209717,-1.6527153849601746,550,0.0,0.0009999692,-0.007731228412594682,0.05096619203686714,,,
1141,2088,1.45,57,0.91,0,1710,1710,-0.10335910000000002,0,0.2,0.0001,0.1537713050842285,0.0003326535224914551,-1.6040699124336242,560,0.0,0.001837639,-0.015752430204302215,0.02670026570558548,,,
1161,2126,1.52,58,0.89,0,1740,1740,-0.11395524000000001,0,0.2,0.0001,0.12300828844308853,-0.3877553939819336,-1.5692299365997315,570,0.0,6.1970946e-05,0.0009841452049776933,0.04682318493723869,,,
1178,2159,1.55,59,0.89,0,1770,1770,-0.10377557,0,0.2,0.0001,0.19323619902133943,-0.2324920892715454,-1.5784050226211548,580,0.0,0.00023412704,-0.0033805938286242563,0.07019312679767609,,,
1194,2194,1.58,60,0.87,0,1800,1800,-0.11430486000000004,0,0.2,0.0001,0.10934536829590798,0.05636453628540039,-1.5851296782493591,590,0.0,0.0010035197,-0.0049273652515452685,0.031006015837192535,,,
