env/completion_counter,env/current_idx,eval/mean_ep_length,time/total_timesteps,eval/success_rate,env/n_steps,eval/mean_reward,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/success_rate,train/entropy_loss,train/loss,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate,train/approx_kl,train/clip_range,train/explained_variance,train/policy_gradient_loss
0,2462,1.46,5160,0.92,5160,-0.0924681390216574,,,,,,,-0.010665743425488473,0.1452185958623886,855,0.0,0.30510011315345764,0.001,0.0,0.2,-0.5434430837631226,-1.3177593753965767e-07
,,,5160,,,,172,2.11,21238,-0.23181635999999997,0,0.78,,,,,,,,,,
0,2478,1.42,5190,0.92,5190,-0.09240055036731064,,,,,,,-0.007775824051350355,0.11873628944158554,860,0.0,0.26864232420921325,0.001,0.0,0.2,-0.32616448402404785,2.0662944155702688e-08
,,,5190,,,,173,2.12,21368,-0.22994536,0,0.78,,,,,,,,,,
0,2492,1.36,5220,0.92,5220,-0.0711465949844569,,,,,,,-0.06474058330059052,0.05479501932859421,865,0.0,0.12084716856479645,0.001,0.00010797977,0.2,0.5430381298065186,-0.0009363579955724788
,,,5220,,,,174,2.09,21496,-0.21011707999999998,0,0.79,,,,,,,,,,
0,2509,1.26,5250,0.98,5250,-0.009388256785459816,,,,,,,-0.06614784598350525,0.06891435384750366,870,0.026666668057441712,0.14557008743286132,0.001,0.031091206,0.2,0.3830907344818115,-0.0021140695021797384
,,,5250,,,,175,2.07,21605,-0.21271278,0,0.8,,,,,,,,,,
0,2526,1.32,5280,0.96,5280,-0.05058047689497471,,,,,,,-0.0665693998336792,0.07322382181882858,875,0.0,0.16057963371276857,0.001,0.00023962061,0.2,0.33085596561431885,-0.00028598069834195883
,,,5280,,,,176,1.95,21722,-0.18578083000000004,0,0.84,,,,,,,,,,
0,2543,1.3,5310,0.98,5310,-0.030211836360394956,,,,,,,-0.04252928718924522,0.050388313829898834,880,0.013333334028720856,0.11391710489988327,0.001,0.012427473,0.2,0.47303664684295654,-0.0008919855017058609
,,,5310,,,,177,1.93,21837,-0.18578725,0,0.84,,,,,,,,,,
0,2560,1.54,5340,0.9,5340,-0.11741460461169481,,,,,,,-0.00858470406383276,0.09166199713945389,885,0.0,0.1987057775259018,0.001,2.3841858e-08,0.2,0.1697983741760254,-3.345807357391095e-07
,,,5340,,,,178,1.89,21969,-0.17854889,0,0.86,,,,,,,,,,
0,2575,1.44,5370,0.94,5370,-0.0763820660393685,,,,,,,-0.10009104758501053,0.09738745540380478,890,0.020000001043081285,0.2637294292449951,0.001,0.0053728223,0.2,-0.24170517921447754,-0.010462069728722056
,,,5370,,,,179,1.81,22101,-0.17068455999999999,0,0.87,,,,,,,,,,
0,2585,1.34,5400,0.94,5400,-0.0740297347214073,,,,,,,-0.08070104271173477,0.04378046467900276,895,0.0,0.09525470584630966,0.001,0.0001116395,0.2,0.6415704488754272,-0.0004219297547146006
,,,5400,,,,180,1.97,22219,-0.21923065,0,0.82,,,,,,,,,,
0,2600,1.34,5430,0.96,5430,-0.05196023549418896,,,,,,,-0.008603302203118801,0.07680725306272507,900,0.0,0.1685623586177826,0.001,1.9868216e-09,0.2,0.14365911483764648,5.589723468801822e-06
,,,5430,,,,181,1.89,22331,-0.2026134,0,0.83,,,,,,,,,,
0,2613,1.78,5460,0.84,5460,-0.18062017769552768,,,,,,,-0.014995911531150341,0.07824539393186569,905,0.0,0.16511598825454712,0.001,6.897449e-05,0.2,0.31239962577819824,-0.0007839615181246984
,,,5460,,,,182,2.02,22582,-0.23686244,0,0.8,,,,,,,,,,
0,2627,1.3,5490,0.96,5490,-0.0497061341907829,,,,,,,-0.008126129768788815,0.09181998670101166,910,0.0,0.19577564001083375,0.001,0.0,0.2,0.20141494274139404,-1.5338261505348783e-07
,,,5490,,,,183,2.09,22702,-0.26041069,0,0.78,,,,,,,,,,
0,2641,1.34,5520,0.94,5520,-0.07057313156779856,,,,,,,-0.011772049777209758,0.09408945590257645,915,0.0,0.20097311735153198,0.001,3.7431716e-06,0.2,0.17260003089904785,-0.0001767166452676161
,,,5520,,,,184,2.15,22823,-0.2811269,0,0.76,,,,,,,,,,
0,2655,1.4,5550,0.92,5550,-0.07309456784743816,,,,,,,-0.008998206816613674,0.09644303470849991,920,0.0,0.2162097603082657,0.001,1.1920929e-08,0.2,0.11317884922027588,-7.070700267064467e-06
,,,5550,,,,185,2.2,22943,-0.29256104,0,0.75,,,,,,,,,,
0,2666,1.26,5580,0.96,5580,-0.030221162014640868,,,,,,,-0.14615679085254668,0.09620758891105652,925,0.046666669100522994,0.22112411856651307,0.001,0.10538832,0.2,0.19839781522750854,-0.007390610066553194
,,,5580,,,,186,2.31,23066,-0.32405434000000005,0,0.72,,,,,,,,,,
0,2684,1.38,5610,0.96,5610,-0.053215235751122233,,,,,,,-0.008115885965526103,0.07940986007452011,930,0.0,0.16827876269817352,0.001,3.973643e-09,0.2,0.27885210514068604,-6.520747920113479e-06
,,,5610,,,,187,2.13,23184,-0.28217384,0,0.77,,,,,,,,,,
0,2699,1.44,5640,0.92,5640,-0.07219941694755107,,,,,,,-0.05991247147321701,0.05052734166383743,935,0.0,0.11921405792236328,0.001,0.00013329982,0.2,0.600663423538208,-0.0006424522374679498
,,,5640,,,,188,2.13,23306,-0.28661389000000004,0,0.77,,,,,,,,,,
0,2714,1.16,5670,1.0,5670,-0.008056574231013656,,,,,,,-0.007949609868228435,0.04081542044878006,940,0.0,0.09624684751033782,0.001,0.0,0.2,0.6377977132797241,-4.1544437614504657e-07
,,,5670,,,,189,2.04,23429,-0.27015232000000006,0,0.78,,,,,,,,,,
0,2734,1.28,5700,0.96,5700,-0.052985395644791426,,,,,,,-0.007926099374890328,0.13259492814540863,945,0.0,0.27862438559532166,0.001,0.0,0.2,-0.07343137264251709,9.218851815262497e-08
,,,5700,,,,190,2.01,23548,-0.24655398,0,0.8,,,,,,,,,,
0,2752,1.54,5730,0.9,5730,-0.09436758538708091,,,,,,,-0.00803052969276905,0.050855398178100586,950,0.0,0.14988693594932556,0.001,0.0,0.2,-0.23256921768188477,4.704793305165822e-07
,,,5730,,,,191,1.85,23680,-0.19888852000000004,0,0.84,,,,,,,,,,
0,2767,1.3,5760,0.96,5760,-0.03042351087555289,,,,,,,-0.007944323308765888,0.10232460498809814,955,0.0,0.2039295941591263,0.001,0.0,0.2,0.3171811103820801,-5.3644180297851564e-08
,,,5760,,,,192,1.75,23797,-0.14872116,0,0.87,,,,,,,,,,
0,2776,1.42,5790,0.92,5790,-0.0952362370211631,,,,,,,-0.008802194334566592,0.05837540328502655,960,0.0,0.13083761930465698,0.001,0.0,0.2,-0.07336223125457764,7.549921807736836e-08
,,,5790,,,,193,1.94,23928,-0.2173088,0,0.81,,,,,,,,,,
0,2789,1.5,5820,0.92,5820,-0.07553963114507496,,,,,,,-0.011477143503725529,0.13312259316444397,965,0.0,0.33559414744377136,0.001,6.357829e-08,0.2,0.26633691787719727,-6.37745851179261e-05
,,,5820,,,,194,1.98,24048,-0.21095271999999998,0,0.81,,,,,,,,,,
0,2801,1.38,5850,0.96,5850,-0.058222822081297636,,,,,,,-0.007956264913082123,0.10808218270540237,970,0.0,0.2178874582052231,0.001,0.0,0.2,0.021410882472991943,2.439816786381499e-07
,,,5850,,,,195,2.07,24163,-0.21159859,0,0.81,,,,,,,,,,
0,2819,1.38,5880,0.96,5880,-0.051028087250888345,,,,,,,-0.05776186585426331,0.11751725524663925,975,0.0,0.2699300318956375,0.001,5.058845e-05,0.2,-0.25380098819732666,-0.0007346463263576908
,,,5880,,,,196,2.01,24290,-0.18413285999999998,0,0.83,,,,,,,,,,
0,2837,1.46,5910,0.96,5910,-0.054310613758862016,,,,,,,-0.008152461796998977,0.0604393444955349,980,0.0,0.14059023261070253,0.001,0.0,0.2,0.13478708267211914,-5.861123497652443e-08
,,,5910,,,,197,2.05,24415,-0.20639244999999998,0,0.81,,,,,,,,,,
0,2848,1.34,5940,0.96,5940,-0.06768561927601695,,,,,,,-0.008025256171822547,0.09694760292768478,985,0.0,0.19434128999710082,0.001,0.0,0.2,0.1698625087738037,2.3841858709516828e-08
,,,5940,,,,198,2.14,24525,-0.21087688000000004,0,0.8,,,,,,,,,,
0,2865,1.48,5970,0.9,5970,-0.11517077861353756,,,,,,,-0.040493544191122055,0.08235956728458405,990,0.0,0.1759807974100113,0.001,1.0172526e-05,0.2,-0.04015147686004639,-1.5902518802235476e-06
,,,5970,,,,199,2.16,24650,-0.22450074999999997,0,0.8,,,,,,,,,,
0,2880,1.3,6000,0.96,6000,-0.04987677157390863,,,,,,,-0.008127310499548911,0.07368297874927521,995,0.0,0.15331103801727294,0.001,0.0,0.2,0.22218912839889526,3.258387355487003e-08
,,,6000,,,,200,2.0,24761,-0.16677077000000004,0,0.84,,,,,,,,,,
0,2893,1.2,6030,0.98,6030,-0.02956343158148229,,,,,,,-0.008127747848629952,0.09621301293373108,1000,0.0,0.1992173284292221,0.001,0.0,0.2,0.05289649963378906,-1.1523564946713804e-08
,,,6030,,,,201,1.94,24863,-0.15686335,0,0.86,,,,,,,,,,
0,2906,1.48,6060,0.92,6060,-0.09284902121406048,,,,,,,-0.05176603198051453,0.10063149034976959,1005,0.0,0.20701412558555604,0.001,1.2318293e-07,0.2,0.16174912452697754,3.743171678394219e-07
,,,6060,,,,202,2.01,24986,-0.18174458999999998,0,0.83,,,,,,,,,,
0,2917,1.58,6090,0.88,6090,-0.14414100429043175,,,,,,,-0.00808913130313158,0.07153461873531342,1010,0.0,0.15962953865528107,0.001,0.0,0.2,0.4650663733482361,-1.5497207961345794e-08
,,,6090,,,,203,2.13,25114,-0.21854689,0,0.8,,,,,,,,,,
0,2935,1.5,6120,0.94,6120,-0.05624973725061864,,,,,,,-0.008094588480889797,0.06557127088308334,1015,0.0,0.142642942070961,0.001,0.0,0.2,0.39909136295318604,-2.3841858265427618e-08
,,,6120,,,,204,2.15,25240,-0.22779068000000002,0,0.8,,,,,,,,,,
0,2951,1.44,6150,0.92,6150,-0.09199021972715854,,,,,,,-0.00815847162157297,0.057129595428705215,1020,0.0,0.13253410309553146,0.001,0.0,0.2,0.5545477867126465,-2.3841858620698984e-08
,,,6150,,,,205,2.02,25356,-0.22647969999999998,0,0.81,,,,,,,,,,
0,2974,1.26,6180,0.96,6180,-0.029932736568152905,,,,,,,-0.008096790686249734,0.07727646827697754,1025,0.0,0.16815049052238465,0.001,0.0,0.2,0.41570258140563965,-1.2715657771167344e-08
,,,6180,,,,206,1.91,25480,-0.21315316999999998,0,0.83,,,,,,,,,,
0,2992,1.42,6210,0.92,6210,-0.07190672346390783,,,,,,,-0.008642889745533466,0.06729567795991898,1030,0.0,0.144653382897377,0.001,0.0,0.2,0.02784407138824463,-2.3523966286020936e-07
,,,6210,,,,207,1.85,25599,-0.20177021999999997,0,0.83,,,,,,,,,,
0,3008,1.22,6240,0.98,6240,-0.00976942286361009,,,,,,,-0.008347731083631516,0.08614164590835571,1035,0.0,0.19907118380069733,0.001,0.0006418665,0.2,0.0221136212348938,-0.0013185048277955858
,,,6240,,,,208,1.73,25714,-0.17724003,0,0.86,,,,,,,,,,
0,3025,1.36,6270,0.94,6270,-0.07123360183555633,,,,,,,-0.006947850249707699,0.10315240174531937,1040,0.0,0.23542689979076387,0.001,0.0,0.2,0.1814272403717041,-3.3527612544048677e-07
,,,6270,,,,209,1.71,25828,-0.16390090000000004,0,0.88,,,,,,,,,,
0,3036,1.3,6300,0.98,6300,-0.030534663554280996,,,,,,,-0.0061977550387382506,0.09503712505102158,1045,0.0,0.18899942934513092,0.001,0.0,0.2,0.23508548736572266,-1.4026959935797833e-07
,,,6300,,,,210,1.76,25934,-0.18344886999999999,0,0.86,,,,,,,,,,
0,3059,1.48,6330,0.9,6330,-0.09621505237184465,,,,,,,-0.050897467881441116,0.07025399804115295,1050,0.0,0.16328564584255217,0.001,2.459685e-05,0.2,0.21815478801727295,-0.0005356915850037502
,,,6330,,,,211,1.64,26051,-0.15634798000000003,0,0.88,,,,,,,,,,
0,3073,1.46,6360,0.94,6360,-0.0740719349309802,,,,,,,-0.02739885225892067,0.07519326359033585,1055,0.0,0.1607222557067871,0.001,4.8778453e-05,0.2,0.5159561634063721,-1.2828111812268616e-05
,,,6360,,,,212,1.81,26171,-0.18077026,0,0.86,,,,,,,,,,
0,3088,1.52,6390,0.9,6390,-0.09354539370629937,,,,,,,-0.005614751297980547,0.11274638772010803,1060,0.0,0.27324272990226744,0.001,0.0,0.2,0.12635767459869385,-3.178914482759865e-08
,,,6390,,,,213,1.85,26302,-0.18157528000000003,0,0.85,,,,,,,,,,
0,3105,1.42,6420,0.9,6420,-0.11318797138519585,,,,,,,-0.0054709907621145245,0.038148462772369385,1065,0.0,0.0795766532421112,0.001,0.0,0.2,0.6139280796051025,-5.125999535948722e-08
,,,6420,,,,214,1.91,26420,-0.19009513000000003,0,0.83,,,,,,,,,,
0,3113,1.34,6450,0.96,6450,-0.031783143249340354,,,,,,,-0.056287164241075514,0.09289088845252991,1070,0.0,0.1997310996055603,0.001,3.459056e-05,0.2,0.3839750289916992,-8.115649193030094e-05
,,,6450,,,,215,1.97,26534,-0.21571816,0,0.81,,,,,,,,,,
0,3125,1.28,6480,0.98,6480,-0.030555946826934813,,,,,,,-0.0055347376503050326,0.09387568384408951,1075,0.0,0.24845067262649537,0.001,0.0,0.2,-0.13502180576324463,-3.532568598529906e-07
,,,6480,,,,216,2.1,26643,-0.2360811,0,0.78,,,,,,,,,,
0,3137,1.6,6510,0.9,6510,-0.0961037230398506,,,,,,,-0.040539494901895526,0.11487332731485367,1080,0.013333334028720856,0.2592183709144592,0.001,0.0022758762,0.2,-0.36170685291290283,-0.006473910383259352
,,,6510,,,,217,2.08,26767,-0.23153400000000002,0,0.79,,,,,,,,,,
0,3153,1.58,6540,0.9,6540,-0.07368392201140522,,,,,,,-0.021813878789544106,0.10340695828199387,1085,0.026666668057441712,0.22915737330913544,0.001,0.010297393,0.2,0.23327070474624634,-0.0034492108039557933
,,,6540,,,,218,2.17,26894,-0.24005463999999996,0,0.77,,,,,,,,,,
0,3166,1.24,6570,0.98,6570,-0.029627598454244435,,,,,,,-0.005592881608754397,0.13051271438598633,1090,0.0,0.26325120627880094,0.001,0.0,0.2,0.3626863360404968,5.761782269075866e-08
,,,6570,,,,219,2.26,27000,-0.27059141,0,0.74,,,,,,,,,,
0,3182,1.5,6600,0.88,6600,-0.1343188501195982,,,,,,,-0.056362026184797284,0.07864338904619217,1095,0.0,0.18814660608768463,0.001,0.00034632286,0.2,0.3733944296836853,-0.0002541288934544639
,,,6600,,,,220,2.2,27126,-0.26501518,0,0.76,,,,,,,,,,
0,3196,1.26,6630,0.96,6630,-0.049473721035756174,,,,,,,-0.005924204830080271,0.11885285377502441,1100,0.0,0.24059557914733887,0.001,0.0,0.2,0.18303358554840088,1.3510386018822373e-07
,,,6630,,,,221,2.25,27234,-0.26432535,0,0.76,,,,,,,,,,
0,3211,1.42,6660,0.96,6660,-0.05247189538553357,,,,,,,-0.005747673008590937,0.07295139133930206,1105,0.0,0.14854660928249358,0.001,0.0,0.2,0.20769637823104858,-1.8278758062706402e-08
,,,6660,,,,222,2.19,27369,-0.23976967999999996,0,0.79,,,,,,,,,,
0,3223,1.42,6690,0.96,6690,-0.05128430529963225,,,,,,,-0.005725491978228092,0.06183826923370361,1110,0.0,0.13173580467700957,0.001,0.0,0.2,0.3747655153274536,-4.1524570093542935e-08
,,,6690,,,,223,2.15,27511,-0.23297678000000002,0,0.8,,,,,,,,,,
0,3237,1.26,6720,0.96,6720,-0.02966190373059362,,,,,,,-0.005722064338624477,0.07024174928665161,1115,0.0,0.14510175585746765,0.001,0.0,0.2,0.27088528871536255,1.9073487145249145e-08
,,,6720,,,,224,2.09,27626,-0.19640661,0,0.82,,,,,,,,,,
0,3258,1.46,6750,0.9,6750,-0.07285006389487535,,,,,,,-0.03280383534729481,0.0682569295167923,1120,0.026666668057441712,0.1842552602291107,0.001,0.13836752,0.2,0.17367857694625854,-0.012770033751924714
,,,6750,,,,225,1.97,27748,-0.16772482000000008,0,0.85,,,,,,,,,,
0,3271,1.28,6780,0.94,6780,-0.06954596955794841,,,,,,,-0.00573549447581172,0.03148399293422699,1125,0.0,0.08496538698673248,0.001,0.0,0.2,-1.4711439609527588,3.854433856531614e-08
,,,6780,,,,226,1.99,27864,-0.18189016000000002,0,0.84,,,,,,,,,,
0,3289,1.6,6810,0.9,6810,-0.09613486919552088,,,,,,,-0.006019304785877466,0.10945715755224228,1130,0.0,0.2171997457742691,0.001,0.0,0.2,0.3238741159439087,5.011955857980866e-06
,,,6810,,,,227,1.91,27991,-0.16598973,0,0.85,,,,,,,,,,
0,3304,1.26,6840,1.0,6840,-0.009961590114980936,,,,,,,-0.005820810049772263,0.09297847002744675,1135,0.0,0.21411894857883454,0.001,0.00012574594,0.2,0.1727464199066162,-0.0006246578827266092
,,,6840,,,,228,1.97,28100,-0.19087099,0,0.83,,,,,,,,,,
0,3321,1.26,6870,0.96,6870,-0.029296111981384456,,,,,,,-0.053011804819107056,0.07910064607858658,1140,0.013333334028720856,0.1674107700586319,0.001,0.002710706,0.2,0.17886441946029663,-0.0024203750623079225
,,,6870,,,,229,1.82,28211,-0.15708898999999998,0,0.86,,,,,,,,,,
0,3340,1.42,6900,0.98,6900,-0.012303454149514437,,,,,,,-0.007145416270941496,0.078507199883461,1145,0.0,0.17119558155536652,0.001,0.0,0.2,0.2830103039741516,-1.7484029601888552e-08
,,,6900,,,,230,1.77,28335,-0.14515496,0,0.88,,,,,,,,,,
0,3355,1.3,6930,0.96,6930,-0.02995454184245318,,,,,,,-0.00754662724211812,0.04904857650399208,1150,0.0,0.1213306650519371,0.001,0.0,0.2,-0.019943952560424805,-1.6530354507438005e-07
,,,6930,,,,231,1.86,28454,-0.16406018000000003,0,0.86,,,,,,,,,,
0,3368,1.24,6960,0.96,6960,-0.049535410706885157,,,,,,,-0.007805723324418068,0.07118529826402664,1155,0.0,0.1435543954372406,0.001,0.0,0.2,0.3265252113342285,-6.953875266724197e-08
,,,6960,,,,232,1.85,28570,-0.17219342,0,0.86,,,,,,,,,,
0,3384,1.44,6990,0.94,6990,-0.07292165978811681,,,,,,,-0.007960072346031665,0.1121257096529007,1160,0.0,0.2773050367832184,0.001,0.0,0.2,0.2686932682991028,3.93390664044091e-08
,,,6990,,,,233,1.89,28702,-0.17931459,0,0.85,,,,,,,,,,
0,3398,1.3,7020,0.96,7020,-0.05053345758933574,,,,,,,-0.008187590911984444,0.05683651939034462,1165,0.0,0.11653429567813874,0.001,0.0,0.2,0.4645771384239197,4.728635261130876e-08
,,,7020,,,,234,1.89,28811,-0.18862180000000003,0,0.84,,,,,,,,,,
0,3412,1.22,7050,1.0,7050,-0.010051248506642877,,,,,,,-0.008118379488587379,0.10645963251590729,1170,0.0,0.21961365938186644,0.001,0.0,0.2,0.007476747035980225,1.1722245929490782e-08
,,,7050,,,,235,1.95,28913,-0.20121458,0,0.83,,,,,,,,,,
0,3428,1.62,7080,0.88,7080,-0.11879469329025596,,,,,,,-0.00813666582107544,0.0953773483633995,1175,0.0,0.21075003147125243,0.001,0.0,0.2,0.1021888256072998,1.4305114781620887e-08
,,,7080,,,,236,2.0,29039,-0.21560574,0,0.81,,,,,,,,,,
0,3443,1.32,7110,0.96,7110,-0.049941713572479784,,,,,,,-0.008141610585153104,0.11991734802722931,1180,0.0,0.2625892996788025,0.001,0.0,0.2,0.053523242473602295,2.781550456631976e-09
,,,7110,,,,237,2.07,29170,-0.25901831,0,0.78,,,,,,,,,,
0,3456,1.22,7140,0.96,7140,-0.049421129641123114,,,,,,,-0.008193165436387062,0.14528116583824158,1185,0.0,0.30375465750694275,0.001,0.0,0.2,0.2764795422554016,-1.7484029690706392e-08
,,,7140,,,,238,2.04,29277,-0.25383661,0,0.79,,,,,,,,,,
0,3464,1.46,7170,0.92,7170,-0.10285037534311414,,,,,,,-0.00821636151522398,0.11292187869548798,1190,0.0,0.2289871782064438,0.001,0.0,0.2,0.1625293493270874,-1.3907749973895989e-08
,,,7170,,,,239,2.16,29388,-0.28853892000000003,0,0.76,,,,,,,,,,
0,3476,1.22,7200,0.96,7200,-0.049200495947152374,,,,,,,-0.00815597753971815,0.040439292788505554,1195,0.0,0.11144144237041473,0.001,0.0,0.2,0.3046669363975525,-6.655852402559503e-09
,,,7200,,,,240,2.25,29497,-0.31772161,0,0.73,,,,,,,,,,
0,3496,1.26,7230,0.96,7230,-0.029831510330550374,,,,,,,-0.008820481225848198,0.04015037417411804,1200,0.0,0.08321782648563385,0.001,0.0,0.2,0.6408061385154724,-8.702277977334915e-07
,,,7230,,,,241,2.12,29615,-0.28927386,0,0.76,,,,,,,,,,
0,3513,1.58,7260,0.9,7260,-0.09724999903235584,,,,,,,-0.00815927516669035,0.13770055770874023,1205,0.0,0.31892343163490294,0.001,0.0,0.2,0.34735697507858276,1.231829278580676e-08
,,,7260,,,,242,2.06,29752,-0.26673319999999995,0,0.78,,,,,,,,,,
0,3531,1.5,7290,0.9,7290,-0.09316788203082979,,,,,,,-0.00876640696078539,0.050897467881441116,1210,0.0,0.13415584117174148,0.001,0.0,0.2,0.46637797355651855,1.9103289368160857e-07
,,,7290,,,,243,2.06,29912,-0.2599009,0,0.79,,,,,,,,,,
0,3547,1.5,7320,0.92,7320,-0.09347139815799892,,,,,,,-0.008184491470456124,0.07135374844074249,1215,0.0,0.15027529895305633,0.001,0.0,0.2,-0.13088572025299072,-1.8278758151524245e-08
,,,7320,,,,244,2.05,30054,-0.25129161999999994,0,0.8,,,,,,,,,,
0,3560,1.38,7350,0.94,7350,-0.07190514779649675,,,,,,,-0.0081532908603549,0.26422053575515747,1220,0.0,0.5447788596153259,0.001,0.0,0.2,-0.11656618118286133,4.5100846790546714e-08
,,,7350,,,,245,1.95,30176,-0.21306886999999997,0,0.84,,,,,,,,,,
0,3581,1.34,7380,0.92,7380,-0.09051508400123566,,,,,,,-0.04435705617070198,0.049687936902046204,1225,0.0,0.1224440410733223,0.001,0.0001375238,0.2,0.5440845489501953,-0.0008432461602687624
,,,7380,,,,246,1.69,30290,-0.12230161999999999,0,0.91,,,,,,,,,,
0,3597,1.32,7410,0.96,7410,-0.05171395597513765,,,,,,,-0.00821593776345253,0.049460455775260925,1230,0.0,0.10035388320684432,0.001,0.0,0.2,-7.0796403884887695,-1.1324882365215672e-08
,,,7410,,,,247,1.77,30402,-0.12634857,0,0.9,,,,,,,,,,
0,3618,1.38,7440,0.94,7440,-0.07470436153933406,,,,,,,-0.008271769247949123,0.061074089258909225,1235,0.0,0.1319671168923378,0.001,0.0,0.2,0.22868698835372925,5.155801705569729e-08
,,,7440,,,,248,1.69,30520,-0.10866917000000001,0,0.91,,,,,,,,,,
0,3631,1.44,7470,0.94,7470,-0.07877676186617463,,,,,,,-0.00827515907585621,0.03663432225584984,1240,0.0,0.07511288821697235,0.001,0.0,0.2,0.4027324914932251,7.549921576810448e-09
,,,7470,,,,249,1.81,30644,-0.1454497,0,0.88,,,,,,,,,,
0,3643,1.38,7500,0.92,7500,-0.07223687927238644,,,,,,,-0.008299516327679158,0.15165352821350098,1245,0.0,0.34812073707580565,0.001,0.0,0.2,0.18671554327011108,1.1523564991122726e-08
,,,7500,,,,250,1.93,30763,-0.18945685999999995,0,0.84,,,,,,,,,,
0,3665,1.24,7530,0.98,7530,-0.031307912827469406,,,,,,,-0.00829510185867548,0.07431559264659882,1250,0.0,0.20658023059368133,0.001,0.0,0.2,0.30332398414611816,6.755193204810439e-09
,,,7530,,,,251,1.73,30879,-0.13775519,0,0.87,,,,,,,,,,
0,3679,1.5,7560,0.94,7560,-0.05349954302422702,,,,,,,-0.008281804621219635,0.12291561812162399,1255,0.0,0.21662378311157227,0.001,0.0,0.2,0.3885045647621155,1.4702478345895997e-08
,,,7560,,,,252,1.87,31001,-0.17333559,0,0.84,,,,,,,,,,
0,3694,1.22,7590,0.98,7590,-0.03084365142509341,,,,,,,-0.03387627378106117,0.10855665802955627,1260,0.006666667014360428,0.25573535561561583,0.001,0.001260376,0.2,0.06105929613113403,-0.0038458287576212057
,,,7590,,,,253,1.85,31107,-0.1802357,0,0.85,,,,,,,,,,
0,3708,1.22,7620,0.98,7620,-0.009751669568940998,,,,,,,-0.008547799102962017,0.07709452509880066,1265,0.0,0.17558099329471588,0.001,0.0,0.2,0.2698795795440674,9.934108113895946e-09
,,,7620,,,,254,1.91,31209,-0.20209653999999996,0,0.84,,,,,,,,,,
0,3724,1.52,7650,0.9,7650,-0.09449492800515145,,,,,,,-0.008747258968651295,0.14922213554382324,1270,0.0,0.2851081252098083,0.001,0.0,0.2,0.24350500106811523,2.3841858620698984e-08
,,,7650,,,,255,1.95,31329,-0.22202247,0,0.82,,,,,,,,,,
0,3735,1.22,7680,0.96,7680,-0.05238760238513351,,,,,,,-0.008712247759103776,0.08175717294216156,1275,0.0,0.18797321021556854,0.001,0.0,0.2,0.27409976720809937,-5.165736105539054e-09
,,,7680,,,,256,2.03,31437,-0.24004010000000003,0,0.8,,,,,,,,,,
0,3751,1.44,7710,0.9,7710,-0.07458411237690597,,,,,,,-0.008735193312168122,0.06119662895798683,1280,0.0,0.18350037038326264,0.001,0.0,0.2,0.21888136863708496,6.71545670627438e-08
,,,7710,,,,257,1.94,31558,-0.1960154,0,0.83,,,,,,,,,,
0,3771,1.38,7740,0.94,7740,-0.052277366127818824,,,,,,,-0.008910765312612057,0.19321048259735107,1285,0.0,0.34224543571472166,0.001,0.0,0.2,0.23631083965301514,-4.182259090157459e-08
,,,7740,,,,258,1.93,31671,-0.19936675999999998,0,0.83,,,,,,,,,,
0,3789,1.3,7770,0.96,7770,-0.05090784300584346,,,,,,,-0.009194872714579106,0.14140884578227997,1290,0.0,0.30949142575263977,0.001,0.0,0.2,0.2739022374153137,4.609425836576975e-08
,,,7770,,,,259,1.87,31780,-0.19552779,0,0.83,,,,,,,,,,
0,3802,1.44,7800,0.92,7800,-0.07317018204834312,,,,,,,-0.008810677751898765,0.0846695601940155,1295,0.0,0.1943899005651474,0.001,0.0,0.2,0.3039262890815735,1.549720787252795e-08
,,,7800,,,,260,1.92,31909,-0.19557822000000002,0,0.82,,,,,,,,,,
0,3812,1.28,7830,0.96,7830,-0.0502806333778426,,,,,,,-0.008791535720229149,0.09392470866441727,1300,0.0,0.20524761974811553,0.001,0.0,0.2,-0.01900660991668701,4.768371386631998e-09
,,,7830,,,,261,1.99,32023,-0.20931107000000002,0,0.8,,,,,,,,,,
0,3826,1.42,7860,0.96,7860,-0.05307829236611724,,,,,,,-0.008888212032616138,0.09945696592330933,1305,0.0,0.20932854115962982,0.001,0.0,0.2,0.44728004932403564,4.212061597286265e-08
,,,7860,,,,262,2.0,32161,-0.20182856999999998,0,0.81,,,,,,,,,,
0,3844,1.42,7890,0.94,7890,-0.07298385982867331,,,,,,,-0.008812976442277432,0.07096968591213226,1310,0.0,0.1448592722415924,0.001,0.0,0.2,0.031571269035339355,-2.1855038667695227e-09
,,,7890,,,,263,1.98,32287,-0.19357441,0,0.82,,,,,,,,,,
0,3860,1.5,7920,0.92,7920,-0.07274222303647548,,,,,,,-0.026387830823659898,0.05201613903045654,1315,0.0,0.11726286709308624,0.001,1.9947688e-06,0.2,0.47670358419418335,-0.0001881909352960065
,,,7920,,,,264,1.98,32413,-0.22306566000000003,0,0.81,,,,,,,,,,
0,3879,1.38,7950,0.94,7950,-0.0738073756545782,,,,,,,-0.00888143852353096,0.12855690717697144,1320,0.0,0.27176916003227236,0.001,0.0,0.2,0.20273905992507935,-3.8146973047048503e-08
,,,7950,,,,265,1.97,32531,-0.20911737,0,0.82,,,,,,,,,,
