env/n_steps,env/current_idx,eval/mean_reward,eval/mean_ep_length,env/completion_counter,eval/success_rate,time/total_timesteps,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/learning_rate
8940,5564,-0.09035703389905393,1.28,0,0.9,8940,,,,,,,-0.005116356443613768,0.0,0.0,0.10130906850099564,0.22050094604492188,0.22415539622306824,-2.781550101360608e-09,0.2,1485,0.001
,,,,,,8940,298,0.8,1.46,0,-0.18657360999999997,33969,,,,,,,,,,
8970,5584,-0.06885250465478748,1.22,0,0.92,8970,,,,,,,-0.004751362930983305,0.0,0.0,0.10000348091125488,-0.06347334384918213,0.20115003287792205,6.357828867820103e-08,0.2,1490,0.001
,,,,,,8970,299,0.8,1.47,0,-0.18942158000000003,34078,,,,,,,,,,
9000,5603,-0.05183182627893984,1.16,0,0.94,9000,,,,,,,-0.004542709980159998,0.0,0.0,0.09800837934017181,0.20802807807922363,0.20572508871555328,6.39756544629222e-08,0.2,1495,0.001
,,,,,,9000,300,0.79,1.52,0,-0.19107889000000003,34181,,,,,,,,,,
9030,5619,-0.028298123735003174,1.14,0,0.94,9030,,,,,,,-0.004424066562205553,0.0,0.0,0.08704601973295212,0.1565800905227661,0.1834520161151886,-1.3907750640029804e-08,0.2,1500,0.001
,,,,,,9030,301,0.75,1.59,0,-0.23535441,34286,,,,,,,,,,
9060,5640,-0.07222158781252802,1.18,0,0.94,9060,,,,,,,-0.004356195498257875,0.0,0.0,0.12957094609737396,0.19694769382476807,0.2635888397693634,-3.6160152339093087e-08,0.2,1505,0.001
,,,,,,9060,302,0.74,1.62,0,-0.24326336999999998,34391,,,,,,,,,,
9090,5657,-0.11069906125310808,1.3,0,0.88,9090,,,,,,,-0.004320694506168366,0.0,0.0,0.07857304811477661,0.21388107538223267,0.16268952190876007,3.576278810868416e-08,0.2,1510,0.001
,,,,,,9090,303,0.76,1.58,0,-0.22282675000000002,34521,,,,,,,,,,
9120,5674,-0.08960726293735206,1.24,0,0.9,9120,,,,,,,-0.004293975792825222,0.0,0.0,0.10687125474214554,-0.0572887659072876,0.2250540465116501,2.741813744933097e-08,0.2,1515,0.001
,,,,,,9120,304,0.73,1.64,0,-0.24325382,34635,,,,,,,,,,
9150,5700,-0.0908695542672649,1.3,0,0.88,9150,,,,,,,-0.004279353749006986,0.0,0.0,0.0951349064707756,0.18070685863494873,0.19320908486843108,-1.1126200583078116e-08,0.2,1520,0.001
,,,,,,9150,305,0.77,1.54,0,-0.20784061999999998,34753,,,,,,,,,,
9180,5722,-0.07018505287356674,1.3,0,0.9,9180,,,,,,,-0.004276639129966497,0.0,0.0,0.03980691358447075,0.43751460313796997,0.08453629761934281,5.960464699583668e-09,0.2,1525,0.001
,,,,,,9180,306,0.8,1.47,0,-0.17131111999999998,34869,,,,,,,,,,
9210,5744,-0.0909276308119297,1.3,0,0.9,9210,,,,,,,-0.004267915803939104,0.0,0.0,0.06144019216299057,0.2880168557167053,0.1399767979979515,-7.748603736423831e-09,0.2,1530,0.001
,,,,,,9210,307,0.8,1.46,0,-0.18128413999999998,34989,,,,,,,,,,
9240,5760,-0.04816031279042363,1.16,0,0.94,9240,,,,,,,-0.004273179173469544,0.0,0.0,0.0719607025384903,0.3433825969696045,0.14891863465309144,3.4968058315598684e-08,0.2,1535,0.001
,,,,,,9240,308,0.83,1.43,0,-0.16965519,35104,,,,,,,,,,
9270,5782,-0.11150448597501963,1.32,0,0.86,9270,,,,,,,-0.004262975417077541,0.0,0.0,0.12817029654979706,-0.15034449100494385,0.26925564408302305,3.9935111573186076e-08,0.2,1540,0.001
,,,,,,9270,309,0.83,1.4,0,-0.17887146,35217,,,,,,,,,,
9300,5805,-0.11119505146052688,1.32,0,0.86,9300,,,,,,,-0.004267286509275436,0.0,0.0,0.06925671547651291,0.4008404016494751,0.1476135641336441,-9.536743572624572e-09,0.2,1545,0.001
,,,,,,9300,310,0.82,1.45,0,-0.18051078,35331,,,,,,,,,,
9330,5822,-0.029772621034644543,1.18,0,0.92,9330,,,,,,,-0.004263898450881242,0.0,0.0,0.05799902230501175,-0.3915187120437622,0.12924685180187226,-1.5695890009936876e-08,0.2,1550,0.001
,,,,,,9330,311,0.8,1.49,0,-0.20343221999999997,35442,,,,,,,,,,
9360,5836,-0.06995824183803051,1.22,0,0.9,9360,,,,,,,-0.004265867453068495,0.0,0.0,0.13574743270874023,0.2943302392959595,0.2822364568710327,1.370906890230117e-08,0.2,1555,0.001
,,,,,,9360,312,0.74,1.62,0,-0.27803343,35546,,,,,,,,,,
9390,5857,-0.1496207262063399,1.38,0,0.84,9390,,,,,,,-0.004265384003520012,0.0,0.0,0.14148257672786713,0.09351420402526855,0.3521165788173676,1.4305115669799307e-08,0.2,1560,0.001
,,,,,,9390,313,0.75,1.57,0,-0.25975005,35665,,,,,,,,,,
9420,5875,-0.09086053843144327,1.24,0,0.9,9420,,,,,,,-0.004260963574051857,0.0,0.0,0.13593092560768127,-0.021120190620422363,0.26261720061302185,-1.827875788507072e-08,0.2,1565,0.001
,,,,,,9420,314,0.77,1.57,0,-0.24213793999999997,35774,,,,,,,,,,
9450,5893,-0.11183017521165312,1.3,0,0.86,9450,,,,,,,-0.004266336560249329,0.0,0.0,0.11144552379846573,0.1636425256729126,0.23218008875846863,-1.3510386764892245e-08,0.2,1570,0.001
,,,,,,9450,315,0.74,1.66,0,-0.26513574,35889,,,,,,,,,,
9480,5913,-0.11256115093361586,1.3,0,0.86,9480,,,,,,,-0.004264853708446026,0.0,0.0,0.0845598578453064,-0.049362778663635254,0.19445381164550782,-2.2252401254974075e-08,0.2,1575,0.001
,,,,,,9480,316,0.72,1.69,0,-0.28466261000000004,35996,,,,,,,,,,
9510,5934,-0.04843078310135752,1.14,0,0.96,9510,,,,,,,-0.004258673172444105,0.0,0.0,0.11838898062705994,0.2834058403968811,0.2249095171689987,1.31130224900744e-08,0.2,1580,0.001
,,,,,,9510,317,0.8,1.52,0,-0.18699079999999998,36102,,,,,,,,,,
9540,5954,-0.1326150109199807,1.38,0,0.86,9540,,,,,,,-0.004271041508764029,0.0,0.0,0.10183580219745636,0.22735857963562012,0.2301887422800064,-9.934107803033499e-09,0.2,1585,0.001
,,,,,,9540,318,0.78,1.56,0,-0.21594613000000001,36214,,,,,,,,,,
9570,5974,-0.04950148854404688,1.18,0,0.92,9570,,,,,,,-0.0042626201175153255,0.0,0.0,0.09517128020524979,0.17704057693481445,0.19599955379962922,-9.536743039717521e-09,0.2,1590,0.001
,,,,,,9570,319,0.79,1.51,0,-0.20028803000000003,36313,,,,,,,,,,
9600,5994,-0.04776927841361612,1.12,0,0.96,9600,,,,,,,-0.00426281513646245,0.0,0.0,0.09530555456876755,0.19215399026870728,0.19743430912494658,-1.192092735635697e-09,0.2,1595,0.001
,,,,,,9600,320,0.8,1.47,0,-0.20973589,36423,,,,,,,,,,
9630,6012,-0.07185782634653151,1.24,0,0.9,9630,,,,,,,-0.0042636172845959665,0.0,0.0,0.07171120494604111,0.3334839344024658,0.15118222832679748,-1.5894570104535433e-09,0.2,1600,0.001
,,,,,,9630,321,0.78,1.49,0,-0.23474114000000001,36531,,,,,,,,,,
9660,6033,-0.06970484280958772,1.18,0,0.94,9660,,,,,,,-0.004263373464345932,0.0,0.0,0.12727919220924377,0.3104671239852905,0.26024705171585083,-6.755193204810439e-09,0.2,1605,0.001
,,,,,,9660,322,0.77,1.51,0,-0.23684171999999998,36632,,,,,,,,,,
9690,6054,-0.07194775307551027,1.26,0,0.9,9690,,,,,,,-0.004264238104224205,0.0,0.0,0.05220320448279381,0.49665945768356323,0.10934432446956635,1.9868214629070736e-09,0.2,1610,0.001
,,,,,,9690,323,0.8,1.48,0,-0.21486853,36741,,,,,,,,,,
9720,6074,-0.08878688869532197,1.24,0,0.92,9720,,,,,,,-0.004261762648820877,0.0,0.0,0.05424178019165993,0.24366700649261475,0.11953816711902618,1.1523565079940567e-08,0.2,1615,0.001
,,,,,,9720,324,0.8,1.5,0,-0.21463091000000006,36842,,,,,,,,,,
9750,6090,-0.11146827458404004,1.26,0,0.88,9750,,,,,,,-0.00426064869388938,0.0,0.0,0.07812167704105377,0.3056405186653137,0.16112425327301025,-6.357829107628277e-09,0.2,1620,0.001
,,,,,,9750,325,0.76,1.57,0,-0.2549054499999999,36945,,,,,,,,,,
9780,6112,-0.006940408633090556,1.06,0,0.98,9780,,,,,,,-0.004264228418469429,0.0,0.0,0.09002874791622162,0.2463310956954956,0.22772130668163298,-7.947285851628294e-09,0.2,1625,0.001
,,,,,,9780,326,0.8,1.52,0,-0.19958421,37046,,,,,,,,,,
9810,6130,-0.11092701084911823,1.32,0,0.86,9810,,,,,,,-0.00426693195477128,0.0,0.0,0.11558575183153152,-0.20275235176086426,0.21492591202259065,4.450480233231246e-08,0.2,1630,0.001
,,,,,,9810,327,0.81,1.51,0,-0.19850711999999995,37164,,,,,,,,,,
9840,6152,-0.06914989098906517,1.28,0,0.9,9840,,,,,,,-0.004260184895247221,0.0,0.0,0.08461615443229675,0.29766392707824707,0.1800240010023117,-2.1258990301475932e-08,0.2,1635,0.001
,,,,,,9840,328,0.79,1.55,0,-0.22147063999999997,37267,,,,,,,,,,
9870,6169,-0.0490021704044193,1.2,0,0.92,9870,,,,,,,-0.0042623553425073625,0.0,0.0,0.09405666589736938,0.0530208945274353,0.1939601868391037,5.165736016721212e-09,0.2,1640,0.001
,,,,,,9870,329,0.76,1.59,0,-0.23696477,37368,,,,,,,,,,
9900,6191,-0.1326874975953251,1.3,0,0.88,9900,,,,,,,-0.004262284841388464,0.0,0.0,0.10162604600191116,0.021045267581939697,0.21387846767902374,3.973643192267673e-10,0.2,1645,0.001
,,,,,,9900,330,0.81,1.49,0,-0.17361243,37479,,,,,,,,,,
9930,6207,-0.006390746934339404,1.02,0,1.0,9930,,,,,,,-0.00426443237811327,0.0,0.0,0.08347300440073013,0.030321359634399414,0.17504732608795165,-1.1523565124349489e-08,0.2,1650,0.001
,,,,,,9930,331,0.78,1.56,0,-0.20568435000000002,37575,,,,,,,,,,
9960,6224,-0.05081764977425337,1.22,0,0.94,9960,,,,,,,-0.004262138158082962,0.0,0.0,0.11530905961990356,-0.0790412425994873,0.24445801377296447,3.1789142873606123e-09,0.2,1655,0.001
,,,,,,9960,332,0.76,1.58,0,-0.20338731,37681,,,,,,,,,,
9990,6243,-0.11035326580982656,1.28,0,0.88,9990,,,,,,,-0.004267894569784403,0.0,0.0,0.08995885401964188,0.1948939561843872,0.18049725592136384,3.3775965135873776e-09,0.2,1660,0.001
,,,,,,9990,333,0.71,1.66,0,-0.25463203999999995,37793,,,,,,,,,,
10020,6263,-0.13232174219097942,1.3,0,0.88,10020,,,,,,,-0.004258506093174219,0.0,0.0,0.0874745175242424,0.2639004588127136,0.18511416912078857,3.2385191062189735e-08,0.2,1665,0.001
,,,,,,10020,334,0.73,1.6,0,-0.24046343,37901,,,,,,,,,,
10050,6281,-0.05071588826365769,1.18,0,0.94,10050,,,,,,,-0.004266073554754257,0.0,0.0,0.06701280921697617,0.42077159881591797,0.14491480886936187,1.2715657948803027e-08,0.2,1670,0.001
,,,,,,10050,335,0.72,1.63,0,-0.25211624,38010,,,,,,,,,,
10080,6300,-0.09124990557320416,1.22,0,0.92,10080,,,,,,,-0.004261282924562693,0.0,0.0,0.1082865372300148,0.07041656970977783,0.22687461972236633,-4.569689560085521e-09,0.2,1675,0.001
,,,,,,10080,336,0.71,1.61,0,-0.28158162000000003,38116,,,,,,,,,,
10110,6317,-0.028222492816857993,1.14,0,0.98,10110,,,,,,,-0.004262778721749782,0.0,0.0,0.06163715571165085,0.4211456775665283,0.13187628835439683,1.9073487145249145e-08,0.2,1680,0.001
,,,,,,10110,337,0.7,1.63,0,-0.32090385,38215,,,,,,,,,,
10140,6335,-0.047027393192984164,1.1,0,0.96,10140,,,,,,,-0.004264687653630972,0.0,0.0,0.05658244341611862,0.526404857635498,0.14500154852867125,-4.371007555903361e-09,0.2,1685,0.001
,,,,,,10140,338,0.71,1.64,0,-0.29570251000000003,38311,,,,,,,,,,
10170,6353,-0.04965212063863873,1.24,0,0.94,10170,,,,,,,-0.004263460170477629,0.0,0.0,0.1684184968471527,0.12028700113296509,0.3216781198978424,-1.509984368652795e-08,0.2,1690,0.001
,,,,,,10170,339,0.73,1.63,0,-0.27597257,38415,,,,,,,,,,
10200,6372,-0.04877483706921339,1.1,0,0.96,10200,,,,,,,-0.004261450469493866,0.0,0.0,0.07405408471822739,0.42339128255844116,0.16968563795089722,-2.423922236260978e-08,0.2,1695,0.001
,,,,,,10200,340,0.73,1.66,0,-0.27707072,38514,,,,,,,,,,
10230,6393,-0.049928659284487364,1.14,0,0.96,10230,,,,,,,-0.004262889921665192,0.0,0.0,0.07183804363012314,0.2906811237335205,0.1496895134449005,1.192092469182171e-09,0.2,1700,0.001
,,,,,,10230,341,0.76,1.61,0,-0.24688288999999997,38620,,,,,,,,,,
10260,6415,-0.19100847290363163,1.38,0,0.82,10260,,,,,,,-0.0042638018727302555,0.0,0.0,0.04828255996108055,0.6041598320007324,0.10685243755578995,1.9073486612342095e-08,0.2,1705,0.001
,,,,,,10260,342,0.8,1.53,0,-0.19446648,38736,,,,,,,,,,
10290,6435,-0.049118778952397406,1.2,0,0.92,10290,,,,,,,-0.004262744635343552,0.0,0.0,0.1166696548461914,0.04487645626068115,0.2519595742225647,-1.192092922153165e-08,0.2,1710,0.001
,,,,,,10290,343,0.81,1.5,0,-0.20559829999999998,38837,,,,,,,,,,
10320,6454,-0.1298645176831633,1.36,0,0.84,10320,,,,,,,-0.004287023656070232,0.0,0.0,0.06205133721232414,0.48529350757598877,0.12406709045171738,-9.536743172944284e-09,0.2,1715,0.001
,,,,,,10320,344,0.82,1.46,0,-0.18321036,38951,,,,,,,,,,
10350,6474,-0.08873520945198834,1.22,0,0.92,10350,,,,,,,-0.0042633251287043095,0.0,0.0,0.06106739118695259,0.45770353078842163,0.14006267338991166,-2.4437903967111652e-08,0.2,1720,0.001
,,,,,,10350,345,0.8,1.47,0,-0.18458517,39059,,,,,,,,,,
10380,6499,-0.06773747562896461,1.14,0,0.94,10380,,,,,,,-0.004270412120968103,0.0,0.0,0.09129483252763748,0.0915345549583435,0.1874103993177414,5.5631003803569e-09,0.2,1725,0.001
,,,,,,10380,346,0.81,1.42,0,-0.16318017000000004,39157,,,,,,,,,,
10410,6515,-0.07024528784677386,1.22,0,0.92,10410,,,,,,,-0.004264026880264282,0.0,0.0,0.03937865421175957,0.06792819499969482,0.08183087855577469,-3.97364303683645e-09,0.2,1730,0.001
,,,,,,10410,347,0.78,1.5,0,-0.18566918000000002,39269,,,,,,,,,,
10440,6531,-0.0706909753009677,1.22,0,0.94,10440,,,,,,,-0.004264452774077654,0.0,0.0,0.09917915612459183,0.3162640929222107,0.2238546073436737,7.152557657263969e-09,0.2,1735,0.001
,,,,,,10440,348,0.75,1.56,0,-0.20921568000000001,39380,,,,,,,,,,
10470,6551,-0.09066595686599613,1.28,0,0.88,10470,,,,,,,-0.003964940132573247,0.001664712,0.013333334028720856,0.09289124608039856,0.2170831561088562,0.2017328292131424,-0.0018644137913362614,0.2,1740,0.001
,,,,,,10470,349,0.75,1.57,0,-0.21935067,39487,,,,,,,,,,
10500,6568,-0.02846976462751627,1.16,0,0.98,10500,,,,,,,-0.00315978960134089,0.0,0.0,0.09419190138578415,0.25759023427963257,0.1931810587644577,2.026557925915995e-08,0.2,1745,0.001
,,,,,,10500,350,0.76,1.57,0,-0.24171762000000002,39593,,,,,,,,,,
10530,6585,-0.09207875232212245,1.26,0,0.92,10530,,,,,,,-0.002739966567605734,0.0,0.0,0.07614657282829285,0.3739992380142212,0.15642996430397033,2.4239222540245463e-08,0.2,1750,0.001
,,,,,,10530,351,0.71,1.67,0,-0.28594393,39701,,,,,,,,,,
10560,6602,-0.02772256324533373,1.08,0,0.96,10560,,,,,,,-0.002523563522845507,0.0,0.0,0.1027803048491478,0.14934569597244263,0.2113522171974182,-7.947285851628294e-09,0.2,1755,0.001
,,,,,,10560,352,0.67,1.76,0,-0.29722451,39824,,,,,,,,,,
10590,6619,-0.04967331105843186,1.18,0,0.96,10590,,,,,,,-0.002408655500039458,0.0,0.0,0.10627827048301697,-0.3344733715057373,0.23048000931739807,-6.953874942539074e-09,0.2,1760,0.001
,,,,,,10590,353,0.69,1.71,0,-0.2873371900000001,39937,,,,,,,,,,
10620,6636,-0.027926479540765284,1.12,0,0.96,10620,,,,,,,-0.0023424101527780294,0.0,0.0,0.13241581618785858,0.36046141386032104,0.2625183552503586,5.1657373489888416e-09,0.2,1765,0.001
,,,,,,10620,354,0.67,1.74,0,-0.29151400000000005,40041,,,,,,,,,,
10650,6660,-0.09193497880361974,1.26,0,0.9,10650,,,,,,,-0.0023061083629727364,0.0,0.0,0.08692338317632675,0.19895952939987183,0.1806893527507782,-2.3444494257063296e-08,0.2,1770,0.001
,,,,,,10650,355,0.72,1.64,0,-0.22478366000000002,40147,,,,,,,,,,
10680,6678,-0.02723238547332585,1.08,0,0.96,10680,,,,,,,-0.002282940363511443,0.0,0.0,0.04535777494311333,0.31157219409942627,0.09856932908296585,-8.493661987074575e-08,0.2,1775,0.001
,,,,,,10680,356,0.73,1.63,0,-0.22397813999999996,40249,,,,,,,,,,
10710,6697,-0.07093986116815358,1.3,0,0.88,10710,,,,,,,-0.0022717203479260205,0.0,0.0,0.11246532946825027,0.1785290241241455,0.22966730296611787,3.9537748008910964e-08,0.2,1780,0.001
,,,,,,10710,357,0.75,1.58,0,-0.24266185000000007,40360,,,,,,,,,,
10740,6716,-0.0911735971737653,1.26,0,0.92,10740,,,,,,,-0.0022640632931143047,0.0,0.0,0.08577237278223038,0.25975823402404785,0.19317854940891266,3.0597051292602376e-08,0.2,1785,0.001
,,,,,,10740,358,0.77,1.55,0,-0.20550473,40469,,,,,,,,,,
10770,6733,-0.11394671928137541,1.24,0,0.88,10770,,,,,,,-0.0022566128987818956,0.0,0.0,0.128888338804245,0.03997349739074707,0.24990788400173186,9.139379741895937e-09,0.2,1790,0.001
,,,,,,10770,359,0.76,1.56,0,-0.23721535000000002,40574,,,,,,,,,,
10800,6754,-0.06881953470874577,1.14,0,0.94,10800,,,,,,,-0.0022556766867637633,0.0,0.0,0.06678447127342224,0.39283740520477295,0.14652292430400848,-3.13917794869667e-08,0.2,1795,0.001
,,,,,,10800,360,0.75,1.58,0,-0.24817809000000002,40676,,,,,,,,,,
10830,6770,-0.0923266482539475,1.32,0,0.88,10830,,,,,,,-0.0022540442645549775,0.0,0.0,0.10296895354986191,0.41879022121429443,0.22571730315685273,-4.669030584381062e-08,0.2,1800,0.001
,,,,,,10830,361,0.73,1.63,0,-0.27100015,40788,,,,,,,,,,
10860,6791,-0.11079103838652372,1.28,0,0.88,10860,,,,,,,-0.0022533625829964875,0.0,0.0,0.11825466901063919,-0.03345632553100586,0.2585691034793854,-2.1855036891338386e-09,0.2,1805,0.001
,,,,,,10860,362,0.74,1.6,0,-0.25162043999999995,40894,,,,,,,,,,
10890,6807,-0.026969305877573787,1.06,0,0.98,10890,,,,,,,-0.0022520209196954964,0.0,0.0,0.08279706537723541,0.22778278589248657,0.17184667885303498,2.7020773707420177e-08,0.2,1810,0.001
,,,,,,10890,363,0.72,1.65,0,-0.25998915999999994,40990,,,,,,,,,,
10920,6830,-0.1158526557451114,1.32,0,0.86,10920,,,,,,,-0.002250610524788499,0.0,0.0,0.12368854880332947,-0.23015356063842773,0.26874175369739534,-9.536743306171047e-09,0.2,1815,0.001
,,,,,,10920,364,0.76,1.58,0,-0.22183443999999994,41102,,,,,,,,,,
10950,6845,-0.09326686022803188,1.36,0,0.86,10950,,,,,,,-0.00225390144623816,0.0,0.0,0.06229693070054054,0.3662756681442261,0.12458667308092117,-3.1789142873606123e-09,0.2,1820,0.001
,,,,,,10950,365,0.74,1.62,0,-0.24403850000000002,41216,,,,,,,,,,
10980,6862,-0.08855962318833917,1.22,0,0.9,10980,,,,,,,-0.0022539385594427586,0.0,0.0,0.09226135164499283,0.28000855445861816,0.1967836707830429,1.2218952338827194e-08,0.2,1825,0.001
,,,,,,10980,366,0.73,1.63,0,-0.25786675,41323,,,,,,,,,,
11010,6878,-0.029822448282502592,1.16,0,0.96,11010,,,,,,,-0.0022542279213666914,0.0,0.0,0.08950945734977722,0.30836689472198486,0.18167436718940735,9.934107580988894e-09,0.2,1830,0.001
,,,,,,11010,367,0.69,1.7,0,-0.2894351,41429,,,,,,,,,,
11040,6901,-0.048878076998516914,1.18,0,0.94,11040,,,,,,,-0.002251884061843157,0.0,0.0,0.06547972559928894,0.41135382652282715,0.14076995551586152,1.4702479456119022e-08,0.2,1835,0.001
,,,,,,11040,368,0.73,1.62,0,-0.26017415000000005,41530,,,,,,,,,,
11070,6919,-0.0747334527829662,1.22,0,0.9,11070,,,,,,,-0.0022523770574480297,0.0,0.0,0.06410686671733856,0.41746771335601807,0.14027672111988068,2.940495917869157e-08,0.2,1840,0.001
,,,,,,11070,369,0.73,1.6,0,-0.26297792000000003,41635,,,,,,,,,,
11100,6938,-0.1105843901168555,1.32,0,0.86,11100,,,,,,,-0.0022532706148922443,0.0,0.0,0.05647266283631325,0.5092435479164124,0.12057527303695678,1.2516975900211946e-08,0.2,1845,0.001
,,,,,,11100,370,0.72,1.64,0,-0.27400477000000006,41746,,,,,,,,,,
11130,6962,-0.15052681282162667,1.34,0,0.86,11130,,,,,,,-0.0022527266759425403,0.0,0.0,0.06717266142368317,0.261424720287323,0.14151866137981414,-2.284844748956516e-08,0.2,1850,0.001
,,,,,,11130,371,0.79,1.5,0,-0.19459928999999998,41853,,,,,,,,,,
11160,6978,-0.09072753429412841,1.28,0,0.92,11160,,,,,,,-0.0022527885157614946,0.0,0.0,0.07424605637788773,-0.32347381114959717,0.16208956241607667,-1.6589959983548396e-08,0.2,1855,0.001
,,,,,,11160,372,0.79,1.51,0,-0.20817767000000004,41963,,,,,,,,,,
11190,6994,-0.09211628726217896,1.36,0,0.9,11190,,,,,,,-0.002257913909852505,0.0,0.0,0.08498577028512955,0.3712610602378845,0.18911288678646088,5.960464655174746e-09,0.2,1860,0.001
,,,,,,11190,373,0.75,1.61,0,-0.22753667999999996,42084,,,,,,,,,,
11220,7014,-0.09204619555268437,1.28,0,0.9,11220,,,,,,,-0.0022508828435093163,0.0,0.0,0.11421005427837372,-0.166326642036438,0.23788195550441743,-3.1789145538141384e-09,0.2,1865,0.001
,,,,,,11220,374,0.77,1.59,0,-0.21658880999999996,42192,,,,,,,,,,
11250,7031,-0.11075441868044436,1.32,0,0.86,11250,,,,,,,-0.0022544543258845805,0.0,0.0,0.05841873586177826,0.5194032788276672,0.12731587290763854,5.1657359279033696e-09,0.2,1870,0.001
,,,,,,11250,375,0.76,1.6,0,-0.24099148,42304,,,,,,,,,,
11280,7051,-0.030618509449996053,1.24,0,0.92,11280,,,,,,,-0.0022514223586767913,0.0,0.0,0.1518753618001938,0.2634790539741516,0.29727991223335265,4.31140279921749e-08,0.2,1875,0.001
,,,,,,11280,376,0.75,1.62,0,-0.2631117,42414,,,,,,,,,,
11310,7071,-0.047980721285566685,1.12,0,0.96,11310,,,,,,,-0.00225159814581275,0.0,0.0,0.0780239999294281,0.20268839597702026,0.162083175778389,-4.967053435223079e-09,0.2,1880,0.001
,,,,,,11310,377,0.74,1.64,0,-0.26072918,42511,,,,,,,,,,
11340,7093,-0.02708693774882704,1.08,0,0.98,11340,,,,,,,-0.0022514333482831716,0.0,0.0,0.07744655013084412,0.1260053515434265,0.15919942557811737,-2.543131571997037e-08,0.2,1885,0.001
,,,,,,11340,378,0.8,1.52,0,-0.21322475999999999,42609,,,,,,,,,,
11370,7114,-0.055816948073916135,1.42,0,0.82,11370,,,,,,,-0.0022496561985462906,0.0,0.0,0.06412484496831894,0.355740487575531,0.13234468102455138,1.0331472122260266e-08,0.2,1890,0.001
,,,,,,11370,379,0.8,1.5,0,-0.19360557000000003,42722,,,,,,,,,,
11400,7129,-0.027633619979023933,1.12,0,0.96,11400,,,,,,,-0.002251711208373308,0.0,0.0,0.05285894125699997,0.32910746335983276,0.11336242854595184,-1.0790924420689408e-08,0.2,1895,0.001
,,,,,,11400,380,0.79,1.52,0,-0.19251081999999997,42823,,,,,,,,,,
11430,7145,-0.06985995860770344,1.22,0,0.92,11430,,,,,,,-0.002250313805416226,0.0,0.0,0.18386481702327728,0.1496429443359375,0.37758237719535825,3.099441512333101e-08,0.2,1900,0.001
,,,,,,11430,381,0.74,1.6,0,-0.23706185000000002,42933,,,,,,,,,,
11460,7164,-0.04822850431781262,1.16,0,0.96,11460,,,,,,,-0.0022516559343785047,0.0,0.0,0.11963193118572235,0.15579599142074585,0.2973547101020813,1.708666559352423e-08,0.2,1905,0.001
,,,,,,11460,382,0.74,1.59,0,-0.24694311000000002,43123,,,,,,,,,,
11490,7183,-0.1715442280843854,1.42,0,0.84,11490,,,,,,,-0.002253944240510464,0.0,0.0,0.06260925531387329,0.5009966492652893,0.1212918922305107,-7.549921754446131e-09,0.2,1910,0.001
,,,,,,11490,383,0.71,1.65,0,-0.24952558000000002,43229,,,,,,,,,,
11520,7206,-0.1325229101534933,1.32,0,0.86,11520,,,,,,,-0.0022522246465086935,0.0,0.0,0.09580057859420776,0.06132763624191284,0.22071492969989776,7.152557568446128e-09,0.2,1915,0.001
,,,,,,11520,384,0.71,1.64,0,-0.23807463999999995,43338,,,,,,,,,,
11550,7224,-0.05003302242141217,1.28,0,0.9,11550,,,,,,,-0.002252582972869277,0.0,0.0,0.03386373817920685,0.4547630548477173,0.0807452842593193,1.0728836574713796e-08,0.2,1920,0.001
,,,,,,11550,385,0.75,1.58,0,-0.21249766999999997,43442,,,,,,,,,,
11580,7243,-0.09188399355858565,1.26,0,0.9,11580,,,,,,,-0.0022530627436935903,0.0,0.0,0.14651760458946228,0.2458919882774353,0.2863983929157257,-3.218650768133102e-08,0.2,1925,0.001
,,,,,,11580,386,0.77,1.54,0,-0.20677116999999995,43555,,,,,,,,,,
11610,7262,-0.08996825045440346,1.28,0,0.9,11610,,,,,,,-0.002252050722017884,0.0,0.0,0.11351729929447174,0.2820332646369934,0.2564474314451218,-5.960462345910855e-10,0.2,1930,0.001
,,,,,,11610,387,0.76,1.55,0,-0.21763997,43660,,,,,,,,,,
11640,7283,-0.06850378960836678,1.18,0,0.92,11640,,,,,,,-0.002252032281830907,0.0,0.0,0.08684062957763672,0.29591137170791626,0.19922504127025603,-2.940495917869157e-08,0.2,1935,0.001
,,,,,,11640,388,0.79,1.49,0,-0.20804959999999997,43766,,,,,,,,,,
11670,7303,-0.09193153858184815,1.24,0,0.92,11670,,,,,,,-0.0022499038372188807,0.0,0.0,0.13837546110153198,0.16652905941009521,0.2625260382890701,8.742014401263986e-09,0.2,1940,0.001
,,,,,,11670,389,0.78,1.52,0,-0.21766428999999998,43874,,,,,,,,,,
