env/n_steps,env/current_idx,eval/mean_reward,eval/mean_ep_length,env/completion_counter,eval/success_rate,time/total_timesteps,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/learning_rate
,,,,,,2850,95,0.85,1.38,0,-0.13250456,11080,,,,,,,,,,
2880,1735,-0.11019699294120074,1.26,0,0.9,2880,,,,,,,-0.019694120809435844,0.0,0.0,0.05853017047047615,-0.44137001037597656,0.11780837327241897,-7.549922154126421e-09,0.2,475,0.001
,,,,,,2880,96,0.82,1.45,0,-0.14561691000000002,11198,,,,,,,,,,
2910,1750,-0.04821056361775845,1.16,0,0.96,2910,,,,,,,-0.01970658451318741,0.0,0.0,0.12189304083585739,0.27573418617248535,0.277564212679863,-2.22524015214276e-08,0.2,480,0.001
,,,,,,2910,97,0.79,1.53,0,-0.16209479999999998,11305,,,,,,,,,,
2940,1771,-0.1342295613279566,1.44,0,0.82,2940,,,,,,,-0.019699903577566145,0.0,0.0,0.10188670456409454,0.12340325117111206,0.24941498637199402,2.861023071787372e-08,0.2,485,0.001
,,,,,,2940,98,0.79,1.55,0,-0.15166271999999997,11436,,,,,,,,,,
2970,1790,-0.08858968475833535,1.2,0,0.92,2970,,,,,,,-0.019676303118467332,0.0,0.0,0.13675731420516968,-0.12650549411773682,0.24194660782814026,-1.3411045074462891e-08,0.2,490,0.001
,,,,,,2970,99,0.77,1.57,0,-0.19411883,11552,,,,,,,,,,
3000,1808,-0.13325358276255428,1.34,0,0.88,3000,,,,,,,-0.01970163658261299,0.0,0.0,0.0716472715139389,0.39986932277679443,0.15454417765140532,-4.768371741903365e-09,0.2,495,0.001
,,,,,,3000,100,0.75,1.6,0,-0.22575279,11686,,,,,,,,,,
3030,1823,-0.04829440959263593,1.14,0,0.94,3030,,,,,,,-0.01973295733332634,0.0,0.0,0.1022261455655098,0.04377162456512451,0.2144278883934021,-1.5894572058527955e-08,0.2,500,0.001
,,,,,,3030,101,0.69,1.72,0,-0.27917066000000007,11794,,,,,,,,,,
3060,1840,-0.048750717779621484,1.18,0,0.96,3060,,,,,,,-0.019732480868697166,0.0,0.0,0.10818285495042801,0.18105798959732056,0.23013193309307098,-6.1591467925836694e-09,0.2,505,0.001
,,,,,,3060,102,0.7,1.71,0,-0.24571903000000003,11907,,,,,,,,,,
3090,1862,-0.11201493183616548,1.3,0,0.88,3090,,,,,,,-0.019716567918658258,0.0,0.0,0.06880630552768707,0.017364919185638428,0.14643192887306214,-8.145968255490743e-09,0.2,510,0.001
,,,,,,3090,103,0.73,1.63,0,-0.22631384999999996,12019,,,,,,,,,,
3120,1878,-0.11192884789779782,1.28,0,0.9,3120,,,,,,,-0.019711649417877196,0.0,0.0,0.06176763027906418,0.2445521354675293,0.1333659514784813,-1.6689300963435015e-08,0.2,515,0.001
,,,,,,3120,104,0.73,1.64,0,-0.23419370000000003,12133,,,,,,,,,,
3150,1895,-0.07120080554392189,1.24,0,0.9,3150,,,,,,,-0.01971397325396538,0.0,0.0,0.06688684225082397,0.38310354948043823,0.14890265762805938,2.7418136738788236e-08,0.2,520,0.001
,,,,,,3150,105,0.69,1.73,0,-0.24931076000000005,12247,,,,,,,,,,
3180,1916,-0.10973772334400564,1.24,0,0.9,3180,,,,,,,-0.01969413459300995,0.0,0.0,0.12164714187383652,0.11299949884414673,0.25366517901420593,8.543332841171037e-09,0.2,525,0.001
,,,,,,3180,106,0.73,1.64,0,-0.21994995,12367,,,,,,,,,,
3210,1935,-0.08988170386292041,1.22,0,0.92,3210,,,,,,,-0.019744686037302017,0.0,0.0,0.06448733806610107,0.2595798969268799,0.15584948360919954,-3.139177962019346e-08,0.2,530,0.001
,,,,,,3210,107,0.76,1.57,0,-0.21065521000000004,12479,,,,,,,,,,
3240,1951,-0.08999274100642651,1.28,0,0.86,3240,,,,,,,-0.019727423414587976,0.0,0.0,0.09353350102901459,0.30561578273773193,0.20400503575801848,1.5099842975985212e-08,0.2,535,0.001
,,,,,,3240,108,0.72,1.64,0,-0.23923899000000007,12595,,,,,,,,,,
3270,1970,-0.09573447344359011,1.28,0,0.9,3270,,,,,,,-0.01971467286348343,0.0,0.0,0.1307382434606552,0.018322527408599854,0.2779588520526886,4.09285233260448e-08,0.2,540,0.001
,,,,,,3270,109,0.68,1.71,0,-0.28608439999999996,12709,,,,,,,,,,
3300,1987,-0.07145370056852698,1.28,0,0.9,3300,,,,,,,-0.019698212295770644,0.0,0.0,0.09077252447605133,0.27298957109451294,0.19635049998760223,-2.3444493635338403e-08,0.2,545,0.001
,,,,,,3300,110,0.72,1.64,0,-0.26224031999999997,12830,,,,,,,,,,
3330,2002,-0.0922866107430309,1.32,0,0.86,3330,,,,,,,-0.019676313176751135,0.0,0.0,0.09741483628749847,0.14552539587020874,0.22290833294391632,4.688898869176228e-08,0.2,550,0.001
,,,,,,3330,111,0.72,1.68,0,-0.29275109,12953,,,,,,,,,,
3360,2019,-0.04936750155407935,1.22,0,0.94,3360,,,,,,,-0.019375694915652275,0.00010053714,0.0,0.10910911113023758,0.1547955870628357,0.22630005180835724,-0.0003942626685603301,0.2,555,0.001
,,,,,,3360,112,0.68,1.76,0,-0.31813108,13062,,,,,,,,,,
3390,2039,-0.08953224247321487,1.24,0,0.9,3390,,,,,,,-0.018114516884088515,0.0,0.0,0.11579558998346329,0.04961669445037842,0.23908920884132384,-8.622805331981454e-08,0.2,560,0.001
,,,,,,3390,113,0.7,1.71,0,-0.32728082999999997,13180,,,,,,,,,,
3420,2057,-0.11061135990545154,1.32,0,0.86,3420,,,,,,,-0.017226715013384818,0.0,0.0,0.10692603141069412,0.09186464548110962,0.22419399619102479,-3.258387284432729e-08,0.2,565,0.001
,,,,,,3420,114,0.69,1.74,0,-0.32450696,13297,,,,,,,,,,
3450,2075,-0.047216500318609175,1.1,0,0.96,3450,,,,,,,-0.016719644516706468,0.0,0.0,0.11222738772630692,0.06538546085357666,0.23441754877567292,-8.841355629840564e-08,0.2,570,0.001
,,,,,,3450,115,0.7,1.72,0,-0.29903746999999997,13403,,,,,,,,,,
3480,2094,-0.08954221670050173,1.18,0,0.92,3480,,,,,,,-0.016434552893042565,0.0,0.0,0.1027880385518074,0.03427326679229736,0.21905436217784882,3.139177957578454e-08,0.2,575,0.001
,,,,,,3480,116,0.71,1.69,0,-0.27663810000000005,13519,,,,,,,,,,
3510,2115,-0.08962455809116364,1.26,0,0.88,3510,,,,,,,-0.01624797433614731,0.0,0.0,0.08402756601572037,0.2030680775642395,0.17900959253311158,-6.357828681302635e-08,0.2,580,0.001
,,,,,,3510,117,0.77,1.57,0,-0.23424844000000003,13637,,,,,,,,,,
3540,2135,-0.11458770853932947,1.38,0,0.84,3540,,,,,,,-0.01614871956408024,0.0,0.0,0.08553844690322876,0.2864677309989929,0.17393595576286316,-5.344549771635343e-08,0.2,585,0.001
,,,,,,3540,118,0.79,1.54,0,-0.18949954,13761,,,,,,,,,,
3570,2154,-0.12980743375141174,1.34,0,0.84,3570,,,,,,,-0.016076092794537544,0.0,0.0,0.05429533123970032,0.2206774353981018,0.11482886373996734,2.582867977274361e-08,0.2,590,0.001
,,,,,,3570,119,0.79,1.57,0,-0.18889593999999998,13886,,,,,,,,,,
3600,2168,-0.04961256869602949,1.2,0,0.96,3600,,,,,,,-0.016066528111696243,0.0,0.0,0.11100497096776962,-0.06019151210784912,0.24147345125675201,2.781550234587371e-09,0.2,595,0.001
,,,,,,3600,120,0.74,1.64,0,-0.22685167999999997,13998,,,,,,,,,,
3630,2189,-0.11269524272065609,1.3,0,0.88,3630,,,,,,,-0.016039999574422835,0.0,0.0,0.10052285343408585,0.2394842505455017,0.23485494554042816,1.192092113910803e-09,0.2,600,0.001
,,,,,,3630,121,0.76,1.58,0,-0.22695366,14114,,,,,,,,,,
3660,2206,-0.19470960455015301,1.4,0,0.82,3660,,,,,,,-0.01603104956448078,0.0,0.0,0.12237877398729324,0.312092125415802,0.2312205284833908,3.5762790062676688e-09,0.2,605,0.001
,,,,,,3660,122,0.73,1.64,0,-0.25498594999999996,14256,,,,,,,,,,
3690,2223,-0.06873926712665707,1.22,0,0.92,3690,,,,,,,-0.01600223556160927,0.0,0.0,0.06296060234308243,0.4320295453071594,0.13286326825618744,-1.4305115314527939e-08,0.2,610,0.001
,,,,,,3690,123,0.69,1.69,0,-0.29685813000000005,14370,,,,,,,,,,
3720,2241,-0.08938702658750117,1.22,0,0.92,3720,,,,,,,-0.01602057330310345,0.0,0.0,0.08934026211500168,0.2213258147239685,0.19468764662742616,1.589457170325659e-08,0.2,615,0.001
,,,,,,3720,124,0.68,1.69,0,-0.29777026,14480,,,,,,,,,,
3750,2259,-0.06832904257345945,1.16,0,0.94,3750,,,,,,,-0.01601497791707516,0.0,0.0,0.10131645202636719,-0.11560714244842529,0.21736013293266296,1.5099843508892262e-08,0.2,620,0.001
,,,,,,3750,125,0.67,1.7,0,-0.30679874999999995,14585,,,,,,,,,,
3780,2279,-0.07036116382107138,1.22,0,0.92,3780,,,,,,,-0.01601686291396618,0.0,0.0,0.1399638056755066,0.19766122102737427,0.29843111634254454,1.9868214984342102e-08,0.2,625,0.001
,,,,,,3780,126,0.7,1.65,0,-0.29337958000000003,14694,,,,,,,,,,
3810,2295,-0.09089338490273803,1.24,0,0.9,3810,,,,,,,-0.016003122180700304,0.0,0.0,0.1114388257265091,0.019260406494140625,0.23424823582172394,7.947286029263978e-09,0.2,630,0.001
,,,,,,3810,127,0.68,1.7,0,-0.30618456,14811,,,,,,,,,,
3840,2313,-0.1329239873588085,1.3,0,0.88,3840,,,,,,,-0.01601196452975273,0.0,0.0,0.09707976132631302,0.12178987264633179,0.19999346435070037,-7.549921932081816e-09,0.2,635,0.001
,,,,,,3840,128,0.7,1.65,0,-0.29558921,14939,,,,,,,,,,
3870,2333,-0.09082049368880689,1.24,0,0.9,3870,,,,,,,-0.015993358939886092,0.0,0.0,0.0874691903591156,0.2559385299682617,0.17934716045856475,-4.768371830721208e-09,0.2,640,0.001
,,,,,,3870,129,0.74,1.61,0,-0.25294374999999997,15052,,,,,,,,,,
3900,2352,-0.06795715944841504,1.16,0,0.94,3900,,,,,,,-0.016019362956285477,0.0,0.0,0.07256610691547394,0.21036916971206665,0.16443057358264923,-2.5431315009427635e-08,0.2,645,0.001
,,,,,,3900,130,0.73,1.66,0,-0.28505511,15153,,,,,,,,,,
3930,2371,-0.07196080232970417,1.32,0,0.9,3930,,,,,,,-0.016050349548459054,0.0,0.0,0.0678439810872078,0.331817090511322,0.1471124053001404,-3.536542330095926e-08,0.2,650,0.001
,,,,,,3930,131,0.73,1.65,0,-0.27291759000000004,15265,,,,,,,,,,
3960,2384,-0.09138885117135942,1.28,0,0.88,3960,,,,,,,-0.016006255894899367,0.0,0.0,0.0656486302614212,0.4430376887321472,0.1431623637676239,-5.026658307372145e-08,0.2,655,0.001
,,,,,,3960,132,0.72,1.69,0,-0.29242019,15389,,,,,,,,,,
3990,2407,-0.06845804642420263,1.22,0,0.9,3990,,,,,,,-0.016022967547178267,0.0,0.0,0.0838225707411766,0.23533856868743896,0.1979200541973114,-2.781550456631976e-09,0.2,660,0.001
,,,,,,3990,133,0.76,1.6,0,-0.24941492000000004,15502,,,,,,,,,,
4020,2424,-0.007834900859743357,1.1,0,1.0,4020,,,,,,,-0.016024551168084145,0.0,0.0,0.09696020931005478,0.19466906785964966,0.2096110463142395,1.2914340175029793e-08,0.2,665,0.001
,,,,,,4020,134,0.76,1.6,0,-0.24191393999999997,15599,,,,,,,,,,
4050,2443,-0.09789549976587296,1.28,0,0.88,4050,,,,,,,-0.016026967018842698,0.0,0.0,0.13383129239082336,-0.37944233417510986,0.31101871132850645,-3.1789143761784543e-09,0.2,670,0.001
,,,,,,4050,135,0.73,1.66,0,-0.27300893,15707,,,,,,,,,,
4080,2464,-0.02875917809549719,1.18,0,0.94,4080,,,,,,,-0.016029031947255135,0.0,0.0,0.062298692762851715,0.43427759408950806,0.13349980860948563,1.4305115669799307e-08,0.2,675,0.001
,,,,,,4080,136,0.77,1.59,0,-0.23383428999999997,15815,,,,,,,,,,
4110,2482,-0.07079549975693226,1.14,0,0.94,4110,,,,,,,-0.016006273776292802,0.0,0.0,0.06183231994509697,0.29696089029312134,0.13180287778377534,-1.6689300963435015e-08,0.2,680,0.001
,,,,,,4110,137,0.8,1.56,0,-0.17944205,15921,,,,,,,,,,
4140,2498,-0.08926781297661364,1.24,0,0.9,4140,,,,,,,-0.01600399613380432,0.0,0.0,0.09166710823774338,0.09966719150543213,0.19148604571819305,2.3444493990609773e-08,0.2,685,0.001
,,,,,,4140,138,0.76,1.64,0,-0.20335274000000003,16036,,,,,,,,,,
4170,2515,-0.08931783778592944,1.24,0,0.92,4170,,,,,,,-0.01599799245595932,0.0,0.0,0.05602603033185005,0.4409638047218323,0.11729659140110016,1.3510386409620879e-08,0.2,690,0.001
,,,,,,4170,139,0.74,1.69,0,-0.23976616000000003,16151,,,,,,,,,,
4200,2537,-0.12957868262194097,1.28,0,0.88,4200,,,,,,,-0.01602378338575363,0.0,0.0,0.12235835939645767,0.018676698207855225,0.26557673811912536,-5.5631001139033746e-09,0.2,695,0.001
,,,,,,4200,140,0.77,1.6,0,-0.21388547,16265,,,,,,,,,,
4230,2557,-0.12994614022318274,1.3,0,0.88,4230,,,,,,,-0.016007272899150847,0.0,0.0,0.10627848654985428,0.11931073665618896,0.21169110536575317,-2.1457672527702698e-08,0.2,700,0.001
,,,,,,4230,141,0.78,1.57,0,-0.19308333,16394,,,,,,,,,,
4260,2573,-0.027593459198251367,1.14,0,0.96,4260,,,,,,,-0.016021252423524857,0.0,0.0,0.07938424497842789,-0.275789737701416,0.21189630627632142,-9.099642213072912e-08,0.2,705,0.001
,,,,,,4260,142,0.73,1.66,0,-0.25486906000000004,16499,,,,,,,,,,
4290,2591,-0.1345574828144163,1.3,0,0.86,4290,,,,,,,-0.01601617634296417,0.0,0.0,0.11982927471399307,0.297559916973114,0.22531895339488983,-1.9868213740892315e-09,0.2,710,0.001
,,,,,,4290,143,0.74,1.64,0,-0.22078481,16623,,,,,,,,,,
4320,2612,-0.07071831370238214,1.18,0,0.94,4320,,,,,,,-0.01600545793771744,0.0,0.0,0.04428902268409729,0.421688973903656,0.09368110597133636,2.1805366223759393e-08,0.2,715,0.001
,,,,,,4320,144,0.77,1.58,0,-0.20736178,16730,,,,,,,,,,
4350,2631,-0.07031197600532323,1.28,0,0.9,4350,,,,,,,-0.016006917506456376,0.0,0.0,0.06687594205141068,0.41998422145843506,0.14937617182731627,3.9736426593606214e-09,0.2,720,0.001
,,,,,,4350,145,0.78,1.56,0,-0.20841834000000006,16844,,,,,,,,,,
4380,2652,-0.15215833293274045,1.38,0,0.86,4380,,,,,,,-0.016030352935194968,0.0,0.0,0.06925234198570251,0.4372844696044922,0.14340779483318328,-1.509984368652795e-08,0.2,725,0.001
,,,,,,4380,146,0.77,1.55,0,-0.20729616000000003,16975,,,,,,,,,,
4410,2670,-0.13190635985694826,1.32,0,0.86,4410,,,,,,,-0.016034477576613426,0.0,0.0,0.11758607625961304,0.11535531282424927,0.2605057120323181,-3.178914589341275e-08,0.2,730,0.001
,,,,,,4410,147,0.77,1.57,0,-0.20767414000000003,17099,,,,,,,,,,
4440,2691,-0.08949327105656266,1.26,0,0.88,4440,,,,,,,-0.016004419326782225,0.0,0.0,0.08128032088279724,0.2841402292251587,0.17013601064682007,-8.145967989037217e-09,0.2,735,0.001
,,,,,,4440,148,0.8,1.51,0,-0.18654403000000003,17214,,,,,,,,,,
4470,2712,-0.07337965338025242,1.22,0,0.92,4470,,,,,,,-0.016012652590870858,0.0,0.0,0.06752990186214447,0.0004004240036010742,0.14506396353244783,-3.9736427481784633e-10,0.2,740,0.001
,,,,,,4470,149,0.8,1.51,0,-0.18426633000000003,17323,,,,,,,,,,
4500,2727,-0.09435021855868399,1.24,0,0.92,4500,,,,,,,-0.01600874401628971,0.0,0.0,0.08248868584632874,0.29676353931427,0.17387202382087708,-2.2451083214747314e-08,0.2,745,0.001
,,,,,,4500,150,0.76,1.59,0,-0.23359428999999998,17434,,,,,,,,,,
4530,2742,-0.13063627483323217,1.26,0,0.88,4530,,,,,,,-0.016020942851901053,0.0,0.0,0.10666252672672272,0.18994617462158203,0.24942157566547393,1.4702479234074417e-08,0.2,750,0.001
,,,,,,4530,151,0.76,1.62,0,-0.23769530000000003,17549,,,,,,,,,,
4560,2761,-0.06947327404748649,1.26,0,0.92,4560,,,,,,,-0.016003695502877235,0.0,0.0,0.10802135616540909,0.2870792746543884,0.2083115190267563,-3.576278766459495e-08,0.2,755,0.001
,,,,,,4560,152,0.75,1.66,0,-0.24800166999999998,17663,,,,,,,,,,
4590,2783,-0.04869242189452052,1.12,0,0.94,4590,,,,,,,-0.0160078015178442,0.0,0.0,0.0997953787446022,0.2872471213340759,0.24720382392406465,-4.7683712978141555e-09,0.2,760,0.001
,,,,,,4590,153,0.78,1.59,0,-0.22663633,17761,,,,,,,,,,
4620,2804,-0.08933976801112294,1.2,0,0.92,4620,,,,,,,-0.016014564037322997,0.0,0.0,0.07831786572933197,0.07873165607452393,0.1686670333147049,1.589457987449805e-09,0.2,765,0.001
,,,,,,4620,154,0.78,1.6,0,-0.21956896999999997,17874,,,,,,,,,,
4650,2821,-0.04696134525351226,1.1,0,0.96,4650,,,,,,,-0.015993722900748252,0.0,0.0,0.10590692609548569,-0.23638701438903809,0.2209486573934555,-5.165736016721212e-09,0.2,770,0.001
,,,,,,4650,155,0.76,1.64,0,-0.23794684,17975,,,,,,,,,,
4680,2838,-0.05329809425398707,1.16,0,0.92,4680,,,,,,,-0.016010746359825134,0.0,0.0,0.08084914088249207,0.4416969418525696,0.18475815653800964,1.7881392988527977e-08,0.2,775,0.001
,,,,,,4680,156,0.77,1.58,0,-0.22604798000000004,18079,,,,,,,,,,
4710,2854,-0.11112749238032847,1.34,0,0.84,4710,,,,,,,-0.016006679460406303,0.0,0.0,0.10584123432636261,0.17315632104873657,0.2147013932466507,-6.7551921389963356e-09,0.2,780,0.001
,,,,,,4710,157,0.76,1.6,0,-0.22962909,18210,,,,,,,,,,
4740,2876,-0.07062194058671593,1.24,0,0.94,4740,,,,,,,-0.016001640632748605,0.0,0.0,0.10350682586431503,0.2782217264175415,0.21291446983814238,-4.092852350368048e-08,0.2,785,0.001
,,,,,,4740,158,0.74,1.63,0,-0.24062785999999994,18319,,,,,,,,,,
4770,2898,-0.049387251501902936,1.18,0,0.94,4770,,,,,,,-0.01600908152759075,0.0,0.0,0.0825486034154892,0.079029381275177,0.19899316132068634,2.78155019017845e-09,0.2,790,0.001
,,,,,,4770,159,0.75,1.6,0,-0.22891786,18429,,,,,,,,,,
4800,2920,-0.11034597899764777,1.3,0,0.88,4800,,,,,,,-0.0160136841237545,0.0,0.0,0.09410493075847626,0.10279762744903564,0.1850606232881546,1.4305115136892255e-08,0.2,795,0.001
,,,,,,4800,160,0.79,1.53,0,-0.19753262,18540,,,,,,,,,,
4830,2940,-0.06977849110029638,1.16,0,0.92,4830,,,,,,,-0.016023655235767365,0.0,0.0,0.08034351468086243,0.03838682174682617,0.16520726084709167,1.1523565035531647e-08,0.2,800,0.001
,,,,,,4830,161,0.82,1.47,0,-0.17368287999999998,18642,,,,,,,,,,
4860,2963,-0.07443765498232097,1.34,0,0.86,4860,,,,,,,-0.016010327264666557,0.0,0.0,0.0971013754606247,0.17701876163482666,0.2143552839756012,2.8212865466059613e-08,0.2,805,0.001
,,,,,,4860,162,0.86,1.38,0,-0.16094168000000003,18757,,,,,,,,,,
4890,2979,-0.08995359643362462,1.24,0,0.92,4890,,,,,,,-0.015992293134331703,0.0,0.0,0.09643399715423584,0.11028492450714111,0.19516265094280244,2.3841856489070778e-09,0.2,810,0.001
,,,,,,4890,163,0.82,1.46,0,-0.20375843000000005,18868,,,,,,,,,,
4920,2995,-0.13188413360156118,1.3,0,0.88,4920,,,,,,,-0.016011871770024298,0.0,0.0,0.0870601162314415,0.29082775115966797,0.18389063477516174,-7.152557746081811e-09,0.2,815,0.001
,,,,,,4920,164,0.79,1.54,0,-0.22529298999999997,18982,,,,,,,,,,
4950,3016,-0.048523096228018404,1.14,0,0.96,4950,,,,,,,-0.015993722528219224,0.0,0.0,0.1088007241487503,0.032165467739105225,0.2265235334634781,-1.1920930020892228e-09,0.2,820,0.001
,,,,,,4950,165,0.78,1.56,0,-0.23479229999999998,19084,,,,,,,,,,
4980,3032,-0.15158468596171587,1.36,0,0.84,4980,,,,,,,-0.016014746576547622,0.0,0.0,0.0806327536702156,0.24975985288619995,0.17355968356132506,-1.9868214984342102e-08,0.2,825,0.001
,,,,,,4980,166,0.73,1.64,0,-0.26824601,19206,,,,,,,,,,
5010,3053,-0.04923255640082061,1.24,0,0.92,5010,,,,,,,-0.01603449285030365,0.0,0.0,0.141832172870636,0.0022408366203308105,0.28598912954330447,-1.4305115048074412e-08,0.2,830,0.001
,,,,,,5010,167,0.73,1.62,0,-0.26902614,19314,,,,,,,,,,
5040,3071,-0.13393892080057412,1.28,0,0.88,5040,,,,,,,-0.015999530255794526,0.0,0.0,0.06313546001911163,0.38773226737976074,0.13966362476348876,-2.1457672971791908e-08,0.2,835,0.001
,,,,,,5040,168,0.74,1.62,0,-0.25024497999999995,19422,,,,,,,,,,
5070,3089,-0.110935516837053,1.34,0,0.86,5070,,,,,,,-0.016020627692341805,0.0,0.0,0.09019602090120316,0.007559776306152344,0.1962565153837204,-1.192092913271381e-09,0.2,840,0.001
,,,,,,5070,169,0.75,1.62,0,-0.23971800999999995,19546,,,,,,,,,,
5100,3106,-0.0291416503675282,1.2,0,0.96,5100,,,,,,,-0.016014181077480316,0.0,0.0,0.09526000916957855,0.14786863327026367,0.20075267255306245,-1.400709148668966e-08,0.2,845,0.001
,,,,,,5100,170,0.75,1.61,0,-0.24459372999999998,19658,,,,,,,,,,
5130,3124,-0.11326074711047113,1.28,0,0.88,5130,,,,,,,-0.016003433614969254,0.0,0.0,0.08456727862358093,0.2481183409690857,0.18200625479221344,1.4305115136892255e-08,0.2,850,0.001
,,,,,,5130,171,0.74,1.63,0,-0.2583851,19773,,,,,,,,,,
5160,3143,-0.08905747991986573,1.2,0,0.92,5160,,,,,,,-0.016007096320390702,0.0,0.0,0.08585258573293686,0.3220682144165039,0.18004140257835388,5.9604645663569045e-09,0.2,855,0.001
,,,,,,5160,172,0.74,1.65,0,-0.27026471,19885,,,,,,,,,,
5190,3158,-0.10887762695085257,1.2,0,0.9,5190,,,,,,,-0.016031591221690178,0.0,0.0,0.05458927899599075,0.39856284856796265,0.13384453505277633,-3.973642925814147e-09,0.2,860,0.001
,,,,,,5190,173,0.72,1.7,0,-0.28352771,19994,,,,,,,,,,
5220,3177,-0.1534486944647506,1.4,0,0.82,5220,,,,,,,-0.016218317300081254,6.604989e-05,0.0,0.1024755984544754,0.3509696125984192,0.21215290427207947,-0.0003160756874908799,0.2,865,0.001
,,,,,,5220,174,0.7,1.69,0,-0.30557879,20118,,,,,,,,,,
5250,3195,-0.0888212695112452,1.16,0,0.92,5250,,,,,,,-0.017134934291243555,0.0,0.0,0.07243382185697556,0.35369640588760376,0.14953139424324036,-3.65575150595987e-08,0.2,870,0.001
,,,,,,5250,175,0.72,1.66,0,-0.28686951,20228,,,,,,,,,,
5280,3220,-0.0913431442109868,1.28,0,0.9,5280,,,,,,,-0.017861177399754524,0.0,0.0,0.06870229542255402,0.37954211235046387,0.14976083636283874,-2.5828679728334693e-08,0.2,875,0.001
,,,,,,5280,176,0.77,1.56,0,-0.23648526999999994,20352,,,,,,,,,,
5310,3241,-0.008387253955006599,1.18,0,0.96,5310,,,,,,,-0.01829908639192581,0.0,0.0,0.048199642449617386,0.26756590604782104,0.09869275689125061,7.748603891855055e-09,0.2,880,0.001
,,,,,,5310,177,0.78,1.54,0,-0.22334442999999995,20465,,,,,,,,,,
5340,3261,-0.02668205360416323,1.06,0,0.98,5340,,,,,,,-0.018572305142879487,0.0,0.0,0.06152362748980522,0.340765118598938,0.13318109959363938,7.947287272713766e-10,0.2,885,0.001
,,,,,,5340,178,0.85,1.43,0,-0.14061475999999998,20563,,,,,,,,,,
5370,3281,-0.08898649590089917,1.24,0,0.9,5370,,,,,,,-0.018751323595643042,0.0,0.0,0.05637594684958458,-0.37611448764801025,0.12250606417655945,8.34465101462456e-09,0.2,890,0.001
,,,,,,5370,179,0.85,1.43,0,-0.15247104,20686,,,,,,,,,,
5400,3301,-0.048641512203030285,1.16,0,0.96,5400,,,,,,,-0.018870682641863822,0.0,0.0,0.08358351141214371,0.3996504545211792,0.17790099680423738,1.3510385521442459e-08,0.2,895,0.001
,,,,,,5400,180,0.84,1.43,0,-0.15457669999999998,20789,,,,,,,,,,
5430,3321,-0.09244557261932641,1.22,0,0.9,5430,,,,,,,-0.018891208991408347,0.0,0.0,0.07270225882530212,0.28169238567352295,0.15185861885547638,5.602836754547979e-08,0.2,900,0.001
,,,,,,5430,181,0.81,1.49,0,-0.18558746000000004,20906,,,,,,,,,,
5460,3338,-0.10950448622461409,1.2,0,0.9,5460,,,,,,,-0.01891365796327591,0.0,0.0,0.07455583661794662,0.33703017234802246,0.15513894259929656,-5.582968300998914e-08,0.2,905,0.001
,,,,,,5460,182,0.79,1.53,0,-0.19881815999999997,21029,,,,,,,,,,
5490,3356,-0.028146643992513418,1.16,0,0.94,5490,,,,,,,-0.01893847659230232,0.0,0.0,0.11653438955545425,-0.03396499156951904,0.2428659975528717,-3.715356236000389e-08,0.2,910,0.001
,,,,,,5490,183,0.77,1.55,0,-0.22975184000000007,21135,,,,,,,,,,
5520,3376,-0.15178154347464443,1.34,0,0.86,5520,,,,,,,-0.017858364805579185,0.0027677654,0.013333334028720856,0.06141472980380058,0.39159107208251953,0.13721614181995392,-0.002635568051287862,0.2,915,0.001
,,,,,,5520,184,0.76,1.57,0,-0.23177551000000005,21261,,,,,,,,,,
5550,3397,-0.09217673658858985,1.24,0,0.9,5550,,,,,,,-0.0151458028703928,0.0,0.0,0.06924685835838318,0.36467552185058594,0.1497443437576294,4.529953141485521e-08,0.2,920,0.001
,,,,,,5550,185,0.77,1.54,0,-0.21526426999999998,21376,,,,,,,,,,
5580,3411,-0.08973512428347022,1.26,0,0.92,5580,,,,,,,-0.013694597966969013,0.0,0.0,0.06687956303358078,0.28679972887039185,0.14241271913051606,-6.31809220941193e-08,0.2,925,0.001
,,,,,,5580,186,0.73,1.62,0,-0.25808313,21496,,,,,,,,,,
5610,3429,-0.008027667603455484,1.14,0,0.98,5610,,,,,,,-0.012910351157188416,0.0,0.0,0.05686264485120773,0.46017760038375854,0.16754373908042908,3.933906613795557e-08,0.2,930,0.001
,,,,,,5610,187,0.71,1.65,0,-0.27146472000000005,21598,,,,,,,,,,
5640,3446,-0.08988664857577533,1.22,0,0.92,5640,,,,,,,-0.012460388988256455,0.0,0.0,0.16195257008075714,0.14352518320083618,0.3148990094661713,1.0530153993215663e-08,0.2,935,0.001
,,,,,,5640,188,0.7,1.67,0,-0.27451989,21736,,,,,,,,,,
5670,3464,-0.027099022855982185,1.08,0,0.98,5670,,,,,,,-0.012214812263846398,0.0,0.0,0.09939906001091003,0.1760045289993286,0.21601449847221374,-5.53329780217382e-08,0.2,940,0.001
,,,,,,5670,189,0.69,1.67,0,-0.28127747000000003,21839,,,,,,,,,,
5700,3483,-0.08984866154380143,1.22,0,0.9,5700,,,,,,,-0.012057429738342762,0.0,0.0,0.10035847872495651,0.21523845195770264,0.20895552337169648,-2.284844740074732e-08,0.2,945,0.001
