env/n_steps,rollout/ep_rew_mean,time/total_timesteps,env/current_idx,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,env/completion_counter,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
13500,-0.13604117000000002,13500,9309,225,1.54,0,17866,0.87,0,0.8726292,11200,-0.10454355031251908,0.2,0.5470324158668518,0.0397297578305006,-0.05243441462516785,0.286666669100523,0.001,-0.04939027716467779,,,
13560,-0.17819854,13560,9345,226,1.67,0,17944,0.83,0,0.6283668,11250,-0.10048717409372329,0.2,0.12641030550003052,0.07639832886867225,-0.05922478064894676,0.2610000051558018,0.001,-0.05202268345902368,,,
13620,-0.16708024999999999,13620,9387,227,1.63,0,18024,0.83,0,0.18716608,11300,-0.07975852027535439,0.2,0.1363949179649353,0.07223788015544415,-0.038930654525756836,0.1560000032559037,0.001,-0.0307977000301083,,,
13680,-0.12402494999999998,13680,9431,228,1.5,0,18103,0.88,0,0.57518315,11350,-0.14929952904582022,0.2,0.2326379418373108,0.06103997269645333,-0.05952105671167374,0.25833333656191826,0.001,-0.04702060294648007,,,
13740,-0.06226298999999999,13740,9469,229,1.4,0,18173,0.93,0,0.7531895,11400,-0.17274072393774986,0.2,-1.453744888305664,0.0875425123795867,-0.05580027401447296,0.24566667065024375,0.001,-0.04443038203349957,,,
13800,-0.12740425,13800,9503,230,1.6,0,18251,0.86,0,0.19658408,11450,-0.15075859799981117,0.2,-1.3354148864746094,0.05921496418304741,-0.04830658435821533,0.14200000442564487,0.001,-0.015274236854165792,,,
13860,-0.14969066,13860,9543,231,1.62,0,18325,0.84,0,0.64953643,11500,-0.27488767594099045,0.2,0.1510738730430603,0.13117216408252716,-0.07899868488311768,0.4170000010728836,0.001,-0.08974531563681865,,,
13920,-0.17972259,13920,9577,232,1.66,0,18403,0.82,0,0.25748694,11550,-0.22949878573417665,0.2,-0.2557939291000366,0.16214837163686752,-0.027354605495929718,0.35566666558384896,0.001,-0.07732712957759695,,,
13980,-0.13823111000000002,13980,9616,233,1.61,0,18484,0.86,0,0.7124447,11600,-0.17062514156103134,0.2,0.037614643573760986,0.09923919945955277,-0.102460116147995,0.3386666649580002,0.001,-0.0832792959213257,,,
14040,-0.13868950999999996,14040,9653,234,1.63,0,18558,0.85,0,1.0286715,11650,-0.2582708734273911,0.2,0.0791977047920227,0.06265675358474254,-0.07382595539093018,0.5336666665971279,0.001,-0.0815261221503218,,,
14100,-0.06500333,14100,9697,235,1.47,0,18626,0.91,0,0.3903891,11700,-0.26766459763050077,0.2,0.2664296627044678,0.06597365468740463,-0.07425221800804138,0.42333332732319834,0.001,-0.08740783224751551,,,
14160,-0.11933451,14160,9733,236,1.52,0,18705,0.87,0,1.1359159,11750,-0.22722873479127884,0.2,-0.24900555610656738,0.07983138740062713,-0.06701483577489853,0.42133333686739205,0.001,-0.07670596247663099,,,
14220,-0.13964538,14220,9772,237,1.5,0,18780,0.87,0,0.18088078,11800,-0.18129587084054946,0.2,0.0017723441123962402,0.17243440851569175,-0.04076307266950607,0.261666672155261,0.001,-0.06495220191776753,,,
14280,-0.13530908999999997,14280,9816,238,1.46,0,18848,0.88,0,1.0954754,11850,-0.14180841594934462,0.2,0.0872267484664917,0.08079384461045265,-0.08892913162708282,0.30100000120699405,0.001,-0.07602008110781512,,,
14340,-0.10326504,14340,9855,239,1.48,0,18930,0.89,0,0.53923684,11900,-0.21682018131017686,0.2,0.0900912880897522,0.06376311793923378,-0.057222940027713776,0.3726666658371687,0.001,-0.06434552991390234,,,
14400,-0.10396943,14400,9894,240,1.51,0,19008,0.88,0,0.5707056,11950,-0.25681829363107683,0.2,-0.6870129108428955,0.09461802661418915,-0.05740354582667351,0.37133333198726176,0.001,-0.06363002526635925,,,
14460,-0.08345713,14460,9939,241,1.46,0,19078,0.9,0,0.746173,12000,-0.15774156108498574,0.2,0.2720365524291992,0.032628527865745126,-0.06265111267566681,0.30266666993498803,0.001,-0.05044521380712595,,,
14520,-0.07321504999999999,14520,9980,242,1.46,0,19150,0.92,0,3.1140797,12050,-0.13547193378210068,0.2,0.02694803476333618,0.04552184966392815,-0.0827430784702301,0.32166666887700557,0.001,-0.06574660053104163,,,
14580,-0.11524591000000001,14580,10016,243,1.57,0,19223,0.88,0,1.1217259,12100,-0.25467731833457946,0.2,0.09381222724914551,0.011383203996811062,-0.06357603520154953,0.4716666607558727,0.001,-0.05538955643773079,,,
14640,-0.16988995999999998,14640,10042,244,1.77,0,19293,0.81,0,0.6835319,12150,-0.2965212821960449,0.2,0.09528928995132446,0.16466865703463554,-0.08320435881614685,0.5253333395719528,0.001,-0.11557715601225695,,,
14700,-0.19285953000000003,14700,10083,245,1.77,0,19367,0.8,0,0.38799122,12200,-0.293382425904274,0.2,-0.183121919631958,0.0835500542446971,-0.11578893661499023,0.4793333302438259,0.001,-0.09732858336468539,,,
14760,-0.14773099,14760,10127,246,1.6,0,19442,0.84,0,0.92427593,12250,-0.24781697303056716,0.2,-0.21621191501617432,0.06234184024855494,-0.09832894802093506,0.4673333324491978,0.001,-0.08437852080787224,,,
14820,-0.12230625,14820,10163,247,1.44,0,19513,0.87,0,0.63292277,12300,-0.19927565902471542,0.2,0.3424343466758728,0.030128032665234058,-0.08964481204748154,0.34900000125169756,0.001,-0.07305370241900291,,,
14880,-0.13529558000000003,14880,10203,248,1.51,0,19582,0.86,0,0.8081258,12350,-0.3109495580196381,0.2,0.29637300968170166,0.06715244144201278,-0.06857113540172577,0.5333333337306976,0.001,-0.07491688325256106,,,
14940,-0.16898225,14940,10238,249,1.66,0,19661,0.82,0,0.8537538,12400,-0.11964843824505805,0.2,0.19788438081741333,0.05866453078109771,-0.09728562831878662,0.32433333672583103,0.001,-0.0829837814122439,,,
15000,-0.16927598,15000,10274,250,1.65,0,19730,0.83,0,0.36022574,12450,-0.16516083359718323,0.2,-0.028933286666870117,0.099163111820817,-0.0749112144112587,0.31600000217556956,0.001,-0.08529060421884055,,,
15060,-0.19102687,15060,10307,251,1.71,0,19798,0.79,0,0.7496765,12500,-0.12642527729272843,0.2,0.15389132499694824,0.06140201572328806,-0.07422009110450745,0.26966667115688325,0.001,-0.06317939448853331,,,
15120,-0.18171315999999998,15120,10347,252,1.68,0,19870,0.81,0,0.8443067,12550,-0.11413586184382439,0.2,-0.06830692291259766,0.0660718946158886,-0.0781671404838562,0.27366667583584786,0.001,-0.07371557630598545,,,
15180,-0.14239607999999998,15180,10390,253,1.58,0,19942,0.86,0,0.4006157,12600,-0.19842906892299653,0.2,0.38011229038238525,0.0391284098289907,-0.04721469432115555,0.293666670024395,0.001,-0.03702406886716687,,,
15240,-0.10951726999999999,15240,10429,254,1.53,0,20014,0.9,0,0.96232766,12650,-0.17159393817186355,0.2,-0.09374022483825684,0.0353423679235857,-0.0794767215847969,0.4546666628867388,0.001,-0.06999015781780088,,,
15300,-0.08522354,15300,10465,255,1.49,0,20091,0.92,0,0.5219476,12700,-0.15933120846748353,0.2,-0.3406420946121216,0.11081211276352405,-0.05443938821554184,0.33433333680033683,0.001,-0.07422816582024097,,,
15360,-0.11902137000000002,15360,10506,256,1.61,0,20168,0.88,0,0.93201774,12750,-0.11267289072275162,0.2,0.17772042751312256,0.0753546886332333,-0.08320733159780502,0.3343333308398724,0.001,-0.07724743045369778,,,
15420,-0.14276256,15420,10538,257,1.63,0,20246,0.85,0,0.5123795,12800,-0.1612723144888878,0.2,-0.09852159023284912,0.04174954165704548,-0.061771247535943985,0.33933333076536654,0.001,-0.0562386080349485,,,
15480,-0.17443324000000002,15480,10575,258,1.67,0,20327,0.83,0,1.1726985,12850,-0.1287267442047596,0.2,-0.15481066703796387,0.13950144067406656,-0.07242777943611145,0.2266666715592146,0.001,-0.05910270038743817,,,
15540,-0.17436083,15540,10615,259,1.64,0,20407,0.83,0,0.7359448,12900,-0.12175073236227035,0.2,-0.09551894664764404,0.060128442104905845,-0.046994924545288086,0.2006666712090373,0.001,-0.040261148117482645,,,
15600,-0.15108489000000003,15600,10653,260,1.5,0,20474,0.86,0,1.1526475,12950,-0.12276910662651062,0.2,-0.4576857089996338,0.06415711019188165,-0.06345205008983612,0.29566667065024377,0.001,-0.05749209776024017,,,
15660,-0.15193025999999998,15660,10692,261,1.54,0,20566,0.85,0,4.613004,13000,-0.15540729850530624,0.2,0.3468801975250244,0.04915356006473303,-0.0672541931271553,0.2810000029578805,0.001,-0.059575078465044555,,,
15720,-0.10977961999999998,15720,10732,262,1.55,0,20645,0.87,0,1.284269,13050,-0.20233748614788055,0.2,-0.17112088203430176,0.06740918628871441,-0.065172478556633,0.34500000268220904,0.001,-0.059428834778567176,,,
15780,-0.0644985,15780,10773,263,1.47,0,20725,0.89,0,2.4052215,13100,-0.14562811940908432,0.2,-0.15283703804016113,0.04552755706012249,-0.05176806077361107,0.4483333283662796,0.001,-0.057375953515370705,,,
15840,-0.09543364,15840,10809,264,1.53,0,20796,0.89,0,0.638415,13150,-0.15698894739151,0.2,-0.20956933498382568,0.05485981576144695,-0.061477866023778915,0.340999995470047,0.001,-0.06740502891441189,,,
15900,-0.13817672999999997,15900,10846,265,1.59,0,20867,0.86,0,0.630794,13200,-0.16685055896639825,0.2,-0.09330666065216064,0.07002383759245276,-0.0898832380771637,0.32100000202655793,0.001,-0.07496475118398664,,,
15960,-0.12638798999999998,15960,10894,266,1.5,0,20943,0.87,0,0.76089764,13250,-0.15103725776076316,0.2,0.08854901790618896,0.09436586424708367,-0.07283639907836914,0.27666666835546494,0.001,-0.06841391254961493,,,
16020,-0.13592046000000002,16020,10930,267,1.53,0,21018,0.87,0,1.0044628,13300,-0.16056764900684356,0.2,0.1416742205619812,0.047216136045753955,-0.043244533240795135,0.29600000016391276,0.001,-0.04187023894364636,,,
16080,-0.12563555,16080,10964,268,1.59,0,21095,0.87,0,0.5084574,13350,-0.14402319729328156,0.2,-0.12953674793243408,0.14158976644277574,-0.04251450300216675,0.316666669473052,0.001,-0.06881588706498348,,,
16140,-0.11943463,16140,11011,269,1.56,0,21174,0.87,0,0.3443074,13400,-0.1228663232922554,0.2,-0.040451884269714355,0.0873631428182125,-0.026591436937451363,0.2553333405032754,0.001,-0.04307567459717394,,,
16200,-0.07890329,16200,11049,270,1.44,0,21263,0.91,0,0.5890085,13450,-0.09116719074547291,0.2,0.15819960832595825,0.04529130951501429,-0.05192580446600914,0.2490000066906214,0.001,-0.0486016579481462,,,
16260,-0.07741385,16260,11089,271,1.47,0,21336,0.91,0,0.51761997,13500,-0.13909440383315086,0.2,-0.14814293384552002,0.0872833026200533,-0.07031404227018356,0.3073333338648081,0.001,-0.06462378263970216,,,
16320,-0.08556225999999999,16320,11126,272,1.54,0,21409,0.91,0,0.40901932,13550,-0.19237978637218475,0.2,-0.1449190378189087,0.024132140926085413,-0.0571429468691349,0.29733333334326745,0.001,-0.04469067958501788,,,
16380,-0.09269427999999999,16380,11175,273,1.43,0,21481,0.92,0,1.3532706,13600,-0.18895698606967926,0.2,0.012331902980804443,0.1010367077589035,-0.08284518122673035,0.36066666677594184,0.001,-0.09119046337157485,,,
16440,-0.07292647,16440,11219,274,1.3,0,21552,0.93,0,0.93512213,13650,-0.1547510465979576,0.2,0.05320942401885986,0.06957700546830893,-0.06374941021203995,0.30833333313465117,0.001,-0.059089528704682995,,,
16500,-0.08384328,16500,11261,275,1.38,0,21621,0.91,0,1.6234285,13700,-0.23468809247016906,0.2,0.04613405466079712,0.07228689447045326,-0.05845451354980469,0.5003333373367786,0.001,-0.06687892203529679,,,
16560,-0.10487902,16560,11303,276,1.43,0,21694,0.9,0,1.1934589,13750,-0.11716529309749603,0.2,-0.011183738708496094,0.09829976871609687,-0.04678189009428024,0.281333337277174,0.001,-0.06473175483942033,,,
16620,-0.11512198000000001,16620,11343,277,1.44,0,21762,0.89,0,0.7815939,13800,-0.09613886572420598,0.2,0.24623101949691772,0.05153429107740522,-0.058922138065099716,0.2600000007450581,0.001,-0.05945026833067338,,,
16680,-0.13861761,16680,11380,278,1.53,0,21837,0.87,0,0.4215507,13850,-0.105903500020504,0.2,0.21305906772613525,0.06666053495369852,-0.06851985305547714,0.20966666914522647,0.001,-0.051719622708857056,,,
16740,-0.11956767000000001,16740,11417,279,1.56,0,21910,0.89,0,1.1592776,13900,-0.1682327963411808,0.2,-0.07543551921844482,0.13745458126068116,-0.06991466134786606,0.4313333322107792,0.001,-0.08970855051775771,,,
16800,-0.13980188999999998,16800,11454,280,1.6,0,21980,0.86,0,1.2841073,13950,-0.21502138465642928,0.2,-0.22397279739379883,0.07072568604722619,-0.059195637702941895,0.43900000527501104,0.001,-0.055963937853773446,,,
16860,-0.08430616000000002,16860,11505,281,1.38,0,22049,0.92,0,0.7986278,14000,-0.10182631939649582,0.2,-0.015642642974853516,0.14814826861023903,-0.0448080375790596,0.27133333519101144,0.001,-0.06666773849477373,,,
16920,-0.06165939,16920,11546,282,1.32,0,22120,0.94,0,0.2670203,14050,-0.19998854488134385,0.2,-0.40509939193725586,0.022401508390903473,-0.012891553342342377,0.24733333855867387,0.001,-0.018119394698490724,,,
16980,-0.05149921999999999,16980,11592,283,1.35,0,22190,0.94,0,0.4573672,14100,-0.14844212502241136,0.2,-0.0483630895614624,0.07429232470691204,-0.04924678057432175,0.2486666677892208,0.001,-0.054316086210310456,,,
17040,-0.03169825,17040,11634,284,1.34,0,22261,0.95,0,0.7271977,14150,-0.1978390982747078,0.2,-0.6532469987869263,0.008983754217624665,-0.0691775232553482,0.356333332285285,0.001,-0.059374074383328264,,,
17100,-0.05367784,17100,11673,285,1.48,0,22335,0.9,0,0.13768308,14200,-0.20182469874620437,0.2,-0.020596742630004883,0.06262308448553085,-0.020126502960920334,0.27533333644270896,0.001,-0.041414968349039544,,,
17160,-0.041885200000000004,17160,11720,286,1.39,0,22415,0.92,0,0.46529204,14250,-0.12794947519898414,0.2,-0.07185518741607666,0.0732506374269724,-0.05502720922231674,0.2763333348184824,0.001,-0.0627984728415808,,,
17220,-0.05607469999999999,17220,11766,287,1.32,0,22490,0.95,0,0.56979734,14300,-0.08330349013209343,0.2,0.1221197247505188,0.018918357932707294,-0.05193811282515526,0.23366667181253434,0.001,-0.03199887381245702,,,
17280,-0.07752832000000001,17280,11806,288,1.37,0,22570,0.94,0,0.46342775,14350,-0.1242936286330223,0.2,0.2487391233444214,0.06398102290928363,-0.020658787339925766,0.17866666935384273,0.001,-0.04140355652508635,,,
17340,-0.08399272999999999,17340,11848,289,1.4,0,22644,0.93,0,0.26049078,14400,-0.2054917311668396,0.2,0.13647574186325073,0.05108942901249975,-0.10687831044197083,0.41166666433215143,0.001,-0.09499488170941671,,,
17400,-0.07379342,17400,11895,290,1.38,0,22724,0.92,0,1.0431699,14450,-0.19076543658971787,0.2,0.827511727809906,0.00839740435127169,-0.059468112885951996,0.4393333357572555,0.001,-0.0552375515550375,,,
17460,-0.0843785,17460,11930,291,1.46,0,22808,0.9,0,3.5187006,14500,-0.1503654532134533,0.2,-1.7131364345550537,0.08188396461308002,-0.04113476350903511,0.37966667018830774,0.001,-0.04839524132323764,,,
17520,-0.13556481,17520,11969,292,1.55,0,22888,0.86,0,0.65344006,14550,-0.10429313123226165,0.2,0.02876567840576172,0.1245511718094349,-0.04830700531601906,0.20733334112912416,0.001,-0.06311544935777783,,,
17580,-0.13624637,17580,12008,293,1.62,0,22959,0.86,0,2.6790352,14600,-0.14296097815036773,0.2,-0.026806116104125977,0.16076740518212318,-0.040946777909994125,0.3836666618287563,0.001,-0.08569066472848248,,,
17640,-0.04192881000000001,17640,12058,294,1.33,0,23034,0.94,0,0.96511203,14650,-0.11790096133947373,0.2,-0.17557024955749512,0.10345951206982136,-0.04842863976955414,0.2690000033378601,0.001,-0.062204415808121354,,,
17700,-0.09318963999999999,17700,12097,295,1.4,0,23109,0.9,0,1.9030796,14700,-0.1690010719001293,0.2,-35.32018280029297,0.005970874141203239,-0.07472849637269974,0.38000000298023223,0.001,-0.053566500749439,,,
17760,-0.1268754,17760,12133,296,1.52,0,23186,0.87,0,1.2332466,14750,-0.17522564992308617,0.2,0.01298832893371582,0.19236482590436935,-0.05522735044360161,0.4149999976158142,0.001,-0.09716421664009488,,,
17820,-0.13626146,17820,12175,297,1.54,0,23256,0.88,0,1.0271512,14800,-0.22295618057250977,0.2,-0.34537267684936523,0.13291181749664246,-0.09920559078454971,0.38466666631400587,0.001,-0.08161397185921672,,,
17880,-0.08327135999999999,17880,12221,298,1.38,0,23326,0.93,0,0.9740317,14850,-0.1666911682486534,0.2,-0.02402186393737793,0.1006861087679863,-0.037563908845186234,0.30466666966676714,0.001,-0.057059891699502874,,,
17940,-0.07265981999999999,17940,12264,299,1.34,0,23402,0.92,0,0.8742609,14900,-0.10903261438012123,0.2,-0.004642844200134277,0.10292261190712453,-0.04964327812194824,0.3666666631400585,0.001,-0.07151936527589953,,,
18000,,18000,12303,,,,,,0,1.0700845,14950,-0.09318702802062034,0.2,-0.30844247341156006,0.10447152689099312,-0.021988674998283386,0.3926666603982449,0.001,-0.06785663869977,1.36,-0.0836056787474081,0.92
,-0.10551211,18000,,300,1.47,0,23646,0.89,,,,,,,,,,,,,,
18060,-0.12675981,18060,12341,301,1.55,0,23717,0.87,0,1.3461852,15000,-0.08466308385133743,0.2,-0.10326099395751953,0.1838842040300369,-0.004936553537845612,0.29666666463017466,0.001,-0.07030029844244325,,,
18120,-0.10479426000000004,18120,12391,302,1.39,0,23792,0.91,0,0.60097104,15050,-0.09834007635712623,0.2,0.04031562805175781,0.09966779120266438,-0.03338053077459335,0.26833334133028985,0.001,-0.05280108624820908,,,
18180,-0.049468170000000006,18180,12439,303,1.22,0,23862,0.96,0,2.272971,15100,-0.18784110099077225,0.2,-0.06922638416290283,0.07867680415511132,-0.02357320860028267,0.44466667354106904,0.001,-0.04760648088405528,,,
18240,-0.039996460000000005,18240,12484,304,1.29,0,23931,0.95,0,0.73869216,15150,-0.04653959859162569,0.2,-0.23888945579528809,0.07177804343402386,-0.008580205962061882,0.14100000564008952,0.001,-0.029023681071897345,,,
18300,-0.0711068,18300,12527,305,1.32,0,24005,0.92,0,1.5656397,15200,-0.11714568585157395,0.2,-0.36240100860595703,0.05106480985879898,-0.04469766467809677,0.2556666696071625,0.001,-0.03801060135165851,,,
18360,-0.11259343000000001,18360,12561,306,1.47,0,24072,0.87,0,0.46828976,15250,-0.13857341900467873,0.2,0.1652517318725586,0.12415174044668674,-0.04148709028959274,0.217666671089828,0.001,-0.055039310367157125,,,
18420,-0.10358146,18420,12601,307,1.5,0,24146,0.87,0,0.3146327,15300,-0.1222961799800396,0.2,-0.34414052963256836,0.15162892401218414,0.010886836796998978,0.23166667114943265,0.001,-0.0291480183725556,,,
18480,-0.08432831,18480,12641,308,1.5,0,24218,0.88,0,0.38499635,15350,-0.11022180214524269,0.2,0.2066652774810791,0.0334825100377202,-0.053956300020217896,0.17966666981577872,0.001,-0.04830159294729441,,,
18540,-0.12036706000000001,18540,12678,309,1.55,0,24286,0.86,0,0.15677978,15400,-0.15812792897224426,0.2,-0.06617176532745361,0.09655762359499931,-0.0362725630402565,0.2673333415389061,0.001,-0.06841329871863124,,,
18600,-0.08820535999999998,18600,12727,310,1.44,0,24361,0.88,0,1.0699762,15450,-0.12054327726364136,0.2,0.025646686553955078,0.13522708252072335,-0.04138506203889847,0.29433333560824393,0.001,-0.06154833095769085,,,
18660,-0.05616671000000002,18660,12772,311,1.3,0,24434,0.93,0,0.6450489,15500,-0.12907570615410804,0.2,-6.7836408615112305,0.0162149943318218,-0.04483645409345627,0.25400000728666783,0.001,-0.040669356971979195,,,
18720,-0.06563219,18720,12816,312,1.37,0,24516,0.93,0,0.23386183,15550,-0.09383746095001698,0.2,-0.18941307067871094,0.04423373803496361,-0.037318214774131775,0.1596666706353426,0.001,-0.022422547562047833,,,
18780,-0.08647506000000002,18780,12860,313,1.39,0,24602,0.92,0,0.07296222,15600,-0.04153414860367775,0.2,-0.2840540409088135,0.08932419925928116,0.008148828521370888,0.1016666679084301,0.001,-0.019009862496207147,,,
18840,-0.10880393999999999,18840,12898,314,1.43,0,24672,0.9,0,0.014783049,15650,-0.02772425128147006,0.2,-0.04214167594909668,0.08810226209461688,0.021080078557133675,0.0640000033006072,0.001,-0.00864912542390325,,,
18900,-0.11971828999999999,18900,12943,315,1.45,0,24740,0.89,0,0.6065311,15700,-0.09944450289011002,0.2,0.13670384883880615,0.14281388863921166,-0.024881944060325623,0.25966666772961616,0.001,-0.051972748530407745,,,
18960,-0.06408078000000002,18960,12992,316,1.32,0,24811,0.94,0,1.5662482,15750,-0.1620732106268406,0.2,-1.054959774017334,0.11874571532011031,-0.02142932265996933,0.2946666686609387,0.001,-0.04914394159987566,,,
19020,-0.06808729,19020,13031,317,1.36,0,24884,0.93,0,1.436272,15800,-0.11901310607790946,0.2,0.002347409725189209,0.02407430675579235,-0.05254298076033592,0.28400000274181364,0.001,-0.045825468201190205,,,
19080,-0.06779712,19080,13078,318,1.39,0,24955,0.92,0,0.38752377,15850,-0.1095744512975216,0.2,0.05598980188369751,0.07607091329991818,-0.0541820302605629,0.1860000030323863,0.001,-0.05284687843794625,,,
19140,-0.04151637999999999,19140,13123,319,1.3,0,25028,0.95,0,3.6259754,15900,-0.09652838855981827,0.2,-120.02583312988281,0.005769577716710046,-0.04776807501912117,0.3989999957382679,0.001,-0.04236364219586058,,,
19200,-0.08317744,19200,13165,320,1.39,0,25110,0.92,0,0.14257368,15950,-0.045003436729311945,0.2,0.2410210371017456,0.07017548851668835,-0.016047481447458267,0.0910000018030405,0.001,-0.02690778048584857,,,
19260,-0.09327179000000001,19260,13208,321,1.36,0,25184,0.91,0,0.46674064,16000,-0.04710420537739992,0.2,0.5332038402557373,0.052562079085037114,-0.03649197146296501,0.17233333751559257,0.001,-0.03223176521807908,,,
19320,-0.08247327999999998,19320,13257,322,1.33,0,25260,0.92,0,0.44896954,16050,-0.05626241371035576,0.2,0.202403724193573,0.11044313117861748,0.02300325222313404,0.13000000469386577,0.001,-0.02112074077253542,,,
19380,-0.07184613,19380,13305,323,1.26,0,25331,0.94,0,1.7279427,16100,-0.11221764534711838,0.2,0.20007556676864624,0.03270863592624664,-0.03911902382969856,0.3473333315551281,0.001,-0.04464926756297547,,,
19440,-0.04975175999999999,19440,13357,324,1.2,0,25411,0.96,0,1.3416806,16150,-0.029615556187927723,0.2,0.13220971822738647,0.023892715191468596,-0.0754956305027008,0.19666667118668557,0.001,-0.042612141897281006,,,
19500,-0.03908429,19500,13406,325,1.19,0,25487,0.97,0,1.5334581,16200,-0.07488083072006703,0.2,-1.2426481246948242,0.053786104135215285,-0.007577600888907909,0.25166667193174364,0.001,-0.013118294989690185,,,
19560,-0.049939290000000004,19560,13452,326,1.25,0,25570,0.95,0,0.4907202,16250,-0.006202664002776146,0.2,0.16620367765426636,0.07075992077589036,0.015452966094017029,0.04800000078976154,0.001,-0.01695148298020172,,,
19620,-0.04934281,19620,13504,327,1.22,0,25650,0.95,0,0.4806629,16300,-0.009562978723552077,0.2,-0.27229440212249756,0.07983562909066677,-0.018756795674562454,0.09233333505690097,0.001,-0.023147069949656717,,,
19680,-0.050287180000000015,19680,13547,328,1.28,0,25727,0.93,0,0.5005642,16350,-0.0022489181207492946,0.2,0.04649001359939575,0.05297969896346331,-0.00896513368934393,0.04866666741669178,0.001,-0.02135586590816576,,,
19740,-0.05428087999999999,19740,13594,329,1.31,0,25798,0.94,0,0.0,16400,-1.0136034088645829e-05,0.2,-0.311018705368042,0.06752832874655723,0.02586372382938862,0.0,0.001,-3.377099870416345e-08,,,
19800,-0.043209929999999994,19800,13645,330,1.22,0,25878,0.96,0,0.13214831,16450,-0.0007437906597624533,0.2,-0.016834020614624023,0.07317763538099825,-0.0011449777521193027,0.015666667483747006,0.001,-0.0028189771549271647,,,
19860,-0.029509989999999996,19860,13694,331,1.2,0,25960,0.96,0,0.13342218,16500,-0.001173563567426754,0.2,-0.20034348964691162,0.010687693516956642,-8.364552923012525e-05,0.015333334133028984,0.001,-0.00027110542333442123,,,
19920,-0.0324324,19920,13741,332,1.24,0,26039,0.96,0,0.00093190966,16550,-0.0022296995716169477,0.2,0.2239595651626587,0.01623460866510868,0.0064530400559306145,0.015666667483747006,0.001,-0.0005013341752346534,,,
19980,-0.05251219000000001,19980,13786,333,1.28,0,26115,0.94,0,0.00014175376,16600,-0.0023698592209257185,0.2,-1.0228509902954102,0.05213449154049158,0.004659490194171667,0.0,0.001,-6.442244226158245e-05,,,
20040,-0.07065250999999999,20040,13830,334,1.33,0,26186,0.91,0,1.11262004e-07,16650,-0.00034759209665935487,0.2,0.20245468616485596,0.10497794464230538,0.03429792821407318,0.0,0.001,-2.646859485521347e-05,,,
20100,-0.06009525000000001,20100,13879,335,1.27,0,26257,0.93,0,4.533728e-05,16700,-0.0004739068346680142,0.2,0.06535649299621582,0.06475744332652539,0.00030747405253350735,0.0,0.001,-0.0012637508970219358,,,
20160,-0.08283566000000002,20160,13920,336,1.34,0,26332,0.92,0,0.11578879,16750,-0.0015630487613088916,0.2,-1.0863497257232666,0.09689350165426731,0.027688292786478996,0.014666667431592941,0.001,-0.0006707526202662884,,,
20220,-0.07187978,20220,13971,337,1.27,0,26410,0.94,0,0.06597611,16800,-0.004733849237672985,0.2,-0.02213883399963379,0.15912726700305937,0.026479024440050125,0.016333334185183047,0.001,-0.006338082189361263,,,
20280,-0.07125766,20280,14016,338,1.29,0,26487,0.94,0,0.0,16850,-2.2433059493778275e-05,0.2,-0.15703058242797852,0.04325664918869734,0.001705285394564271,0.0,0.001,-8.046627193447619e-09,,,
20340,-0.059990319999999986,20340,14064,339,1.28,0,26565,0.95,0,0.6159927,16900,-0.004905720840906724,0.2,0.025410771369934082,0.1197135215997696,0.013379514217376709,0.03833333529531956,0.001,-0.016318753415262746,,,
20400,-0.07178076999999998,20400,14103,340,1.34,0,26644,0.92,0,0.040684216,16950,-0.0073243326274678115,0.2,0.37338536977767944,0.025038295965641735,0.0051146000623703,0.03466666825115681,0.001,-0.002454203381824005,,,
20460,-0.11486754999999997,20460,14146,341,1.43,0,26723,0.88,0,0.00070035656,17000,-0.0015586804010672495,0.2,-0.02977275848388672,0.09897681578993797,0.030821848660707474,0.015333334133028984,0.001,-0.0007249235792939324,,,
20520,-0.10462321999999999,20520,14186,342,1.47,0,26793,0.88,0,0.09236014,17050,-0.001129110345937079,0.2,0.17622244358062744,0.06652279201894999,0.010050605051219463,0.016333334185183047,0.001,-0.0017423894993650357,,,
20580,-0.08148631999999999,20580,14236,343,1.36,0,26868,0.92,0,1.1769931,17100,-0.008805548287928105,0.2,0.09225678443908691,0.06058519959449768,-0.015205453149974346,0.0766666692867875,0.001,-0.022706570542107035,,,
20640,-0.03879245,20640,14286,344,1.2,0,26943,0.96,0,5.372365e-06,17150,-0.0005809107967070303,0.2,0.10722798109054565,0.032397507652640344,0.008201510645449162,0.0,0.001,-0.0002416260058404518,,,
20700,-0.03832531,20700,14335,345,1.19,0,27016,0.96,0,0.09585695,17200,-0.006014270489104092,0.2,-0.6244990825653076,0.055659769997000695,0.025524642318487167,0.03066666826605797,0.001,-0.0010185314841995208,,,
20760,-0.06099196000000002,20760,14377,346,1.29,0,27107,0.95,0,0.1196722,17250,-0.02326455043628812,0.2,-0.007549166679382324,0.09250015825033188,0.01597960852086544,0.03966666851192713,0.001,-0.013666018208333606,,,
20820,-0.04255538000000001,20820,14423,347,1.35,0,27180,0.95,0,0.15419655,17300,-0.007792003042995929,0.2,0.08439803123474121,0.10314643993973732,0.04040957987308502,0.04000000085681677,0.001,-0.0044361736718565225,,,
