env/n_steps,rollout/ep_rew_mean,time/total_timesteps,env/current_idx,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,env/completion_counter,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
40920,-0.06596362000000001,40920,13073,682,1.36,0,51870,0.93,1,0.551215,34050,-0.020957685075700283,0.2,0.1458987593650818,0.08671398013830185,-0.00512346625328064,0.08800000179558992,0.001,-0.031012888735781133,,,
40980,-0.08487215000000001,40980,13113,683,1.43,0,51937,0.9,1,0.44137076,34100,-0.050512987598776815,0.2,-0.47648417949676514,0.13384342417120934,-0.002701457589864731,0.1290000046789646,0.001,-0.04366350961352389,,,
41040,-0.09356796999999999,41040,13161,684,1.39,0,52005,0.91,1,0.6801562,34150,-0.025354298669844864,0.2,0.27788591384887695,0.09038748688995839,0.004491021856665611,0.12366667065769434,0.001,-0.020465944282710567,,,
41100,-0.05001000999999999,41100,13210,685,1.26,0,52077,0.96,1,0.21973279,34200,-0.03676772177219391,0.2,-0.30887913703918457,0.10596194729208946,0.008862610906362534,0.09700000137090684,0.001,-0.03414112844193976,,,
41160,-0.06233064999999999,41160,13257,686,1.26,0,52155,0.95,1,0.81198615,34250,-0.02645568595267832,0.2,0.025191664695739746,0.08099715672433376,-0.0228677149862051,0.13066667191684245,0.001,-0.03958934965108831,,,
41220,-0.08729808,41220,13295,687,1.38,0,52222,0.92,1,0.4735309,34300,-0.031075601801276206,0.2,0.10686850547790527,0.11926386386156082,-0.005864478647708893,0.10133333496749401,0.001,-0.03856052200247845,,,
41280,-0.10056045000000001,41280,13335,688,1.5,0,52293,0.89,1,0.034054983,34350,-0.03302973076701164,0.2,-0.027719855308532715,0.10333958625793457,0.012964688241481781,0.09800000146031379,0.001,-0.012516654368489952,,,
41340,-0.07312286999999999,41340,13379,689,1.41,0,52364,0.91,1,1.2454708,34400,-0.05020208857953548,0.2,-0.5727087259292603,0.12051355257630349,0.016448095440864563,0.12800000607967377,0.001,-0.021492583237588406,,,
41400,-0.04960806000000001,41400,13432,690,1.25,0,52433,0.95,1,1.1523219,34450,-0.013256289958953858,0.2,0.007780134677886963,0.10178657308220863,-0.007250377908349037,0.11966667100787162,0.001,-0.026284524302929668,,,
41460,-0.03956785,41460,13478,691,1.19,0,52507,0.96,1,0.2618285,34500,-0.03631825227290392,0.2,-181.23265075683594,0.004076125850551762,-0.015036875382065773,0.09500000294297933,0.001,-0.012953538957983284,,,
41520,-0.06027669,41520,13525,692,1.26,0,52584,0.94,1,0.3713117,34550,-0.03952033422887325,0.2,0.0648851990699768,0.062396357133984566,-0.04493618756532669,0.12533333763480187,0.001,-0.04529902184754604,,,
41580,-0.05083261,41580,13573,693,1.27,0,52652,0.95,1,0.22923203,34600,-0.02405777629464865,0.2,-0.15680289268493652,0.10268943548202515,0.01836974173784256,0.11466666772961616,0.001,-0.030752916999161214,,,
41640,-0.04338019,41640,13623,694,1.2,0,52730,0.97,1,0.16358328,34650,-0.027966662612743675,0.2,-0.020998120307922363,0.08964650467038154,0.004337988793849945,0.05400000244379043,0.001,-0.02553259895233108,,,
41700,-0.08656586000000001,41700,13670,695,1.26,0,52802,0.93,1,0.26950714,34700,-0.03583236932754517,0.2,-0.08829140663146973,0.08079111889004707,0.008585555478930473,0.10300000350922346,0.001,-0.023540928394223254,,,
41760,-0.08482722000000001,41760,13717,696,1.28,0,52876,0.93,1,1.2867279,34750,-0.029485008008778096,0.2,0.33098071813583374,0.08606694895774127,-0.044543731957674026,0.1756666700541973,0.001,-0.03904664350983996,,,
41820,-0.07212032,41820,13764,697,1.29,0,52957,0.94,1,0.094690435,34800,-0.028452197201550008,0.2,-0.6681786775588989,0.11832722797989845,0.03057926706969738,0.11966667234897614,0.001,-0.02209697318573802,,,
41880,-0.07112683,41880,13808,698,1.34,0,53031,0.94,1,0.24729246,34850,-0.04285035628825426,0.2,0.014941096305847168,0.07815047189593315,-0.02519402839243412,0.12100000269711017,0.001,-0.033976868015403595,,,
41940,-0.09362059,41940,13849,699,1.39,0,53101,0.91,1,0.5882492,34900,-0.02159686805680394,0.2,0.26428139209747314,0.09981093794107437,0.015536604449152946,0.09800000138580799,0.001,-0.02761809333910545,,,
42000,,42000,13897,,,,,,1,0.15248534,34950,-0.014793830057606101,0.2,0.12765121459960938,0.10454104110598564,0.03403647243976593,0.03900000147521496,0.001,-0.003420326924844028,1.26,-0.05075543253682554,0.95
,-0.08280161,42000,,700,1.35,0,53337,0.91,,,,,,,,,,,,,,
42060,-0.07392803,42060,13940,701,1.34,0,53407,0.91,1,0.0015499195,35000,-0.01605179229751229,0.2,-0.08741939067840576,0.08342270255088806,0.032357100397348404,0.03133333496749401,0.001,-0.004492560851698108,,,
42120,-0.09609464000000001,42120,13981,702,1.41,0,53479,0.91,1,0.27493808,35050,-0.0208828342333436,0.2,0.11657196283340454,0.15639306575059891,0.053702015429735184,0.07666666895151138,0.001,-0.019209824663276434,,,
42180,-0.07357283,42180,14023,703,1.39,0,53549,0.93,1,0.35504198,35100,-0.04280025325715542,0.2,0.26677626371383667,0.06036211855709553,-0.030477266758680344,0.1326666697859764,0.001,-0.023667571057875952,,,
42240,-0.09337068,42240,14067,704,1.39,0,53621,0.91,1,0.34543908,35150,-0.01803405717946589,0.2,-0.015160083770751953,0.07524408400058746,0.018919624388217926,0.0786666689068079,0.001,-0.008219895516832674,,,
42300,-0.08297835,42300,14114,705,1.35,0,53693,0.92,1,0.31894323,35200,-0.01616842169314623,0.2,0.13799065351486206,0.10833496019244195,0.0026978515088558197,0.061666669771075246,0.001,-0.01876891161873937,,,
42360,-0.0513239,42360,14160,706,1.31,0,53763,0.94,1,0.87903994,35250,-0.036764485724270345,0.2,-0.45007967948913574,0.05129984118044376,-0.022297970950603485,0.10200000301003456,0.001,-0.030196474314977736,,,
42420,-0.08325735999999999,42420,14201,707,1.37,0,53833,0.91,1,0.29325357,35300,-0.02834954857826233,0.2,-0.036287784576416016,0.050374902226030825,-0.0308663509786129,0.06933333560824394,0.001,-0.019467101369053098,,,
42480,-0.08123078,42480,14252,708,1.29,0,53905,0.92,1,0.033166673,35350,-0.04068996623158455,0.2,0.28091269731521606,0.09137736693024635,0.00693931058049202,0.0626666695997119,0.001,-0.011805646805403126,,,
42540,-0.0606557,42540,14295,709,1.31,0,53980,0.95,1,0.45651662,35400,-0.025069598462432622,0.2,-0.7459018230438232,0.10529792115092278,0.023138947784900665,0.10400000333786011,0.001,-0.014851992970953418,,,
42600,-0.07213915,42600,14340,710,1.35,0,54054,0.93,1,0.29110572,35450,-0.005302161670988426,0.2,0.07970088720321655,0.04887767381966114,0.00975718256086111,0.033666668236255644,0.001,-0.01296265259136756,,,
42660,-0.09271184000000002,42660,14382,711,1.37,0,54127,0.91,1,0.124623396,35500,-0.002380392712075263,0.2,0.0594252347946167,0.13864198848605155,0.048035673797130585,0.011000000573694706,0.001,-0.00386051930026861,,,
42720,-0.06052224,42720,14430,712,1.28,0,54197,0.94,1,1.1618932e-05,35550,-0.0003832545269688126,0.2,0.10284751653671265,0.10350656047463418,0.04366959258913994,0.0,0.001,-0.00017287309078287905,,,
42780,-0.05218191999999999,42780,14477,713,1.26,0,54267,0.94,1,0.002104483,35600,-0.001816436144290492,0.2,-0.11387813091278076,0.05542012497782707,0.02642725594341755,0.016333334185183047,0.001,-0.0007649896760315755,,,
42840,-0.07366832,42840,14525,714,1.29,0,54337,0.93,1,0.002508514,35650,-0.0020551560490275735,0.2,0.04246807098388672,0.05825641101691872,-0.002243045251816511,0.016333334185183047,0.001,-0.0035525095462799073,,,
42900,-0.07165709,42900,14570,715,1.27,0,54407,0.94,1,0.40042835,35700,-0.007811962738633156,0.2,0.40857189893722534,0.035118349082767966,-0.0221065916121006,0.051333335675299165,0.001,-0.01757699081736307,,,
42960,-0.08204111999999997,42960,14610,716,1.38,0,54474,0.92,1,1.2652304,35750,-0.011154446995351463,0.2,0.1459609866142273,0.07065423212945461,0.010192487388849258,0.08300000302493572,0.001,-0.01114003631534676,,,
43020,-0.05099202,43020,14658,717,1.35,0,54547,0.93,1,0.33766982,35800,-0.02717008222360164,0.2,-0.3638010025024414,0.09354320436716079,0.01781230978667736,0.08533333517611026,0.001,-0.015715060566008708,,,
43080,-0.029615069999999993,43080,14708,718,1.22,0,54618,0.95,1,1.3888189,35850,-0.02468851925805211,0.2,-0.706552267074585,0.03720263440161944,-0.027513764798641205,0.13066667072474958,0.001,-0.029285662797861746,,,
43140,-0.03979291,43140,14755,719,1.24,0,54688,0.96,1,0.29940847,35900,-0.0325103341974318,0.2,0.36399489641189575,0.01130349502665922,-0.027966924011707306,0.11166666895151138,0.001,-0.025913070434394,,,
43200,-0.03950203000000001,43200,14806,720,1.2,0,54758,0.97,1,0.084365845,35950,-0.019811359122395514,0.2,0.11550962924957275,0.06578566730022431,0.023803502321243286,0.03500000171363354,0.001,-0.001555790285948513,,,
43260,-0.05601704999999999,43260,14851,721,1.25,0,54835,0.95,1,0.10993318,36000,-0.009143336797133089,0.2,0.00030428171157836914,0.05788850948214531,0.014102548360824585,0.03133333496749401,0.001,-0.013532394086786824,,,
43320,-0.09144105000000001,43320,14893,722,1.36,0,54917,0.92,1,0.20681833,36050,-0.007682807540986687,0.2,-0.03671574592590332,0.11151742294430733,0.042644038796424866,0.03200000166893005,0.001,-0.009859432579173395,,,
43380,-0.06458420999999999,43380,14945,723,1.25,0,54995,0.95,1,2.3951134e-05,36100,-0.0004551179159898311,0.2,0.08390671014785767,0.12773287057876587,0.05193933844566345,0.0,0.001,-0.0004415259756982337,,,
43440,-0.04000852000000001,43440,14989,724,1.24,0,55079,0.97,1,0.035527244,36150,-0.015650637689977886,0.2,0.18759411573410034,0.036616607531905175,0.006375215016305447,0.03066666826605797,0.001,-0.009592580447904763,,,
43500,-0.06329901999999998,43500,15033,725,1.36,0,55156,0.93,1,0.0065735835,36200,-0.004209750131703913,0.2,0.2329787015914917,0.019413865719689057,-0.0012696556514129043,0.016000000834465025,0.001,-0.0014332220673871632,,,
43560,-0.07248036000000001,43560,15080,726,1.31,0,55230,0.92,1,1.17798645e-05,36250,-0.00044787408231059087,0.2,-0.623950719833374,0.09182042062282562,0.03908415883779526,0.0,0.001,-0.0012555104596540367,,,
43620,-0.039715999999999994,43620,15130,727,1.26,0,55303,0.96,1,0.054190584,36300,-0.03335716534405947,0.2,0.2563557028770447,0.04485376421362162,-0.012367942370474339,0.06266666982322931,0.001,-0.02508417454982798,,,
43680,-0.01027925,43680,15174,728,1.27,0,55385,0.96,1,0.06442248,36350,-0.012236677566543222,0.2,-72.60769653320312,0.011588920172071084,-0.0018798832315951586,0.03100000161677599,0.001,-0.0018379911926264469,,,
43740,-0.022838840000000006,43740,15221,729,1.29,0,55454,0.94,1,0.5493987,36400,-0.0008370267359123318,0.2,-4.513947486877441,0.0006999232323141769,-0.022846587002277374,0.016333334185183047,0.001,-0.022572082993884877,,,
43800,-0.05490241999999999,43800,15258,730,1.42,0,55531,0.9,1,0.008923602,36450,-0.009507158389315009,0.2,0.5319989323616028,0.02812495082616806,0.010258445516228676,0.00966666717082262,0.001,-0.0004906366138820851,,,
43860,-0.07432547000000002,43860,15306,731,1.41,0,55600,0.9,1,0.110862784,36500,-0.008928122892975808,0.2,-0.14650797843933105,0.11161281496286392,0.03018968366086483,0.046333334147930144,0.001,-0.009996515657131937,,,
43920,-0.08411489999999999,43920,15347,732,1.44,0,55672,0.9,1,1.0343404,36550,-0.004340232062386349,0.2,0.018264591693878174,0.08602579966187478,0.004189223051071167,0.05300000175833702,0.001,-0.018412684083450585,,,
43980,-0.06487195,43980,15396,733,1.34,0,55743,0.92,1,0.62142247,36600,-0.011088395458646119,0.2,-0.09132981300354004,0.08467915274202824,0.00036930665373802185,0.03200000137090683,0.001,-0.012627694709226488,,,
44040,-0.042355580000000004,44040,15447,734,1.2,0,55811,0.96,1,8.297662e-05,36650,-0.0033373747766017913,0.2,-0.2169506549835205,0.09565690666437149,0.03318691998720169,0.0006666667014360428,0.001,-0.000600938933940296,,,
44100,-0.029426630000000006,44100,15497,735,1.18,0,55882,0.98,1,0.31130123,36700,-0.020598088018596174,0.2,-0.07261502742767334,0.02560474382247776,-0.04297242313623428,0.08833333492279052,0.001,-0.03584663779536884,,,
44160,-0.04976922,44160,15544,736,1.23,0,55960,0.96,1,0.0009795775,36750,-0.003581965072080493,0.2,0.046160340309143066,0.05001380935311318,0.022324832156300545,0.031666668318212035,0.001,-0.0019339556726627194,,,
44220,-0.10134287,44220,15582,737,1.38,0,56040,0.91,1,0.017109744,36800,-0.015796480029821397,0.2,0.09225183725357056,0.11889168322086334,0.05184166878461838,0.04700000084936619,0.001,-0.004003247504432963,,,
44280,-0.08253371,44280,15629,738,1.37,0,56117,0.91,1,0.41043833,36850,-0.038069591633975504,0.2,0.09399908781051636,0.12073199510574341,-0.007987968623638153,0.12400000326335431,0.001,-0.029508784046086162,,,
44340,-0.05413328,44340,15672,739,1.37,0,56185,0.94,1,7.3971324,36900,-0.052352977395057676,0.2,-0.28151047229766846,0.03643021313473582,-0.03716643154621124,0.5129999992623925,0.001,-0.03412369030651945,,,
44400,-0.10524559000000001,44400,15709,740,1.46,0,56253,0.89,1,0.27624407,36950,-0.03215418960899115,0.2,-0.12978529930114746,0.060415053516626356,-0.025346606969833374,0.14966667182743548,0.001,-0.04276558599062264,,,
44460,-0.13756698,44460,15752,741,1.53,0,56324,0.88,1,0.6236021,37000,-0.06037925340235233,0.2,0.23673957586288452,0.12990996748209,-0.00823727622628212,0.1636666700989008,0.001,-0.0352303010324637,,,
44520,-0.12527933000000002,44520,15794,742,1.45,0,56393,0.89,1,1.3044852,37050,-0.062124536596238615,0.2,0.3768159747123718,0.05000509236007929,-0.037162356078624725,0.19866667106747626,0.001,-0.03661066780984413,,,
44580,-0.11738583,44580,15831,743,1.49,0,56459,0.88,1,0.3497061,37100,-0.0565938264131546,0.2,0.22089552879333496,0.08851086482405662,-0.0008421186357736588,0.10266667135059833,0.001,-0.019114509332304196,,,
44640,-0.0771944,44640,15874,744,1.48,0,56527,0.9,1,0.8157207,37150,-0.08672103516757489,0.2,0.005843520164489746,0.11156955003738403,-0.008334606885910034,0.24033333659172057,0.001,-0.04259758942077557,,,
44700,-0.042482559999999996,44700,7,745,1.39,0,56616,0.93,2,1.0121931,37200,-0.1416477580368519,0.2,-0.6875060796737671,0.05324517749249935,-0.05109334737062454,0.3046666671335697,0.001,-0.055520649994413133,,,
44760,-0.044296819999999994,44760,46,746,1.5,0,56691,0.9,2,0.7336424,37250,-0.1209049604833126,0.2,-0.8800569772720337,0.05066970303654671,-0.011925606057047844,0.256333337277174,0.001,-0.02477158729700992,,,
44820,-0.04169507,44820,92,747,1.38,0,56766,0.93,2,0.53209054,37300,-0.12293212637305259,0.2,-0.07880532741546631,0.06463335782289505,-0.06570056080818176,0.3190000009536743,0.001,-0.06975349000841391,,,
44880,-0.09475242999999998,44880,126,748,1.5,0,56839,0.88,2,0.37203673,37350,-0.06145510442554951,0.2,-0.09223437309265137,0.04714226551353931,-0.003252074122428894,0.12000000432133674,0.001,-0.02140095055848363,,,
44940,-0.11927537999999999,44940,162,749,1.57,0,56915,0.86,2,0.47556278,37400,-0.1059519600868225,0.2,0.12163335084915161,0.15522173851728438,-0.0054902583360672,0.1896666730940342,0.001,-0.056180360913276675,,,
45000,-0.11774791000000001,45000,203,750,1.52,0,56983,0.87,2,0.5923088,37450,-0.027884689681231974,0.2,0.17143487930297852,0.13941281989216806,0.023845165967941284,0.11800000257790089,0.001,-0.02671990100356439,,,
45060,-0.12583272,45060,245,751,1.53,0,57061,0.87,2,0.068066075,37500,-0.021548231542110444,0.2,-0.03257453441619873,0.11093802586197853,0.011231759563088417,0.07333333618938923,0.001,-0.016407546305408117,,,
45120,-0.09330916,45120,286,752,1.41,0,57133,0.9,2,0.2938212,37550,-0.016841121036559343,0.2,0.468447744846344,0.05477503251284361,-0.012806916609406471,0.09700000144541264,0.001,-0.02614950921138128,,,
45180,-0.07289027000000001,45180,328,753,1.38,0,57213,0.93,2,1.257897,37600,-0.0991135972738266,0.2,0.2535608410835266,0.07055652119219304,-0.00871332362294197,0.28366666957736014,0.001,-0.026455442530413507,,,
45240,-0.10519504999999998,45240,368,754,1.42,0,57284,0.91,2,1.3295376,37650,-0.07748991027474403,0.2,0.1780279278755188,0.03890785790979862,-0.015294115990400314,0.289333339035511,0.001,-0.021483350601512966,,,
45300,-0.12872128,45300,406,755,1.51,0,57357,0.88,2,0.1636315,37700,-0.06571325719356537,0.2,0.263946533203125,0.1136588253080845,-0.013146627694368362,0.1600000037997961,0.001,-0.035399893615394834,,,
45360,-0.09801669000000002,45360,455,756,1.41,0,57425,0.91,2,0.5802784,37750,-0.0621541839838028,0.2,0.135989248752594,0.08496444189921021,-0.03538999706506729,0.17233333677053453,0.001,-0.025552019906230256,,,
45420,-0.053530180000000024,45420,504,757,1.24,0,57501,0.95,2,0.37181816,37800,-0.10645056456327438,0.2,-0.585885763168335,0.10171654656529426,-0.016145559027791023,0.18500000230967997,0.001,-0.03716222934424877,,,
45480,-0.06186744,45480,543,758,1.29,0,57577,0.94,2,0.09943514,37850,-0.06475441612303257,0.2,-0.5588901042938232,0.05114978902041912,0.003934402018785477,0.11000000163912774,0.001,-0.005886386196439446,,,
45540,-0.08256773,45540,585,759,1.42,0,57645,0.93,2,0.6442756,37900,-0.08130271881818771,0.2,-0.0045201778411865234,0.14102947652339937,-0.004371091723442078,0.2006666685640812,0.001,-0.050392283953726295,,,
45600,-0.09603101,45600,624,760,1.48,0,57716,0.91,2,0.30959588,37950,-0.038557919040322304,0.2,-0.03290832042694092,0.10629116266965866,0.018385864794254303,0.14200000412762165,0.001,-0.028025441851466867,,,
45660,-0.09924741999999999,45660,662,761,1.5,0,57786,0.88,2,0.9214897,38000,-0.05740214992314577,0.2,-0.29475724697113037,0.10298927366733551,-0.018806185573339462,0.1750000036507845,0.001,-0.044222173228859914,,,
45720,-0.06715921999999999,45720,707,762,1.41,0,57863,0.92,2,0.23429944,38050,-0.058166234120726586,0.2,0.4367027282714844,0.057697307392954825,-0.025596288964152336,0.1500000037252903,0.001,-0.03093513259105386,,,
45780,-0.07745946,45780,749,763,1.47,0,57933,0.9,2,0.6351127,38100,-0.09993237942457199,0.2,-0.7831560373306274,0.0799688883125782,-0.011702395975589752,0.24633333787322045,0.001,-0.028995169239118754,,,
45840,-0.05180313,45840,801,764,1.29,0,58014,0.94,2,0.7197073,38150,-0.05193580683320761,0.2,0.24338501691818237,0.09290536671876908,-0.008494805544614792,0.20133333563804626,0.001,-0.04685069089382893,,,
45900,-0.05027143999999999,45900,848,765,1.21,0,58083,0.96,2,0.8437176,38200,-0.038223984837532046,0.2,-0.09873533248901367,0.05661383032798767,-0.015958083793520927,0.16733333744108678,0.001,-0.03818160749537249,,,
45960,-0.07257749000000001,45960,892,766,1.3,0,58152,0.94,2,0.69903475,38250,-0.048271450698375705,0.2,0.2779000997543335,0.0771191107481718,-0.021949978545308113,0.1803333366662264,0.001,-0.0444328579020997,,,
46020,-0.07305642000000001,46020,933,767,1.38,0,58219,0.93,2,0.22510283,38300,-0.0973837761580944,0.2,0.10638183355331421,0.09618500530719758,0.010296814143657684,0.20000000447034835,0.001,-0.027822393471995995,,,
46080,-0.06393623999999998,46080,979,768,1.38,0,58289,0.92,2,0.49491233,38350,-0.056165307238698,0.2,-0.03270137310028076,0.13004225015640258,0.033991552889347076,0.13333333872258663,0.001,-0.021829470667367196,,,
46140,-0.04420928999999999,46140,1023,769,1.3,0,58367,0.94,2,0.26482671,38400,-0.0634421930462122,0.2,0.093228280544281,0.04154748849570751,-0.01254996843636036,0.09366666954010724,0.001,-0.014228503708417151,,,
46200,-0.06477546,46200,1066,770,1.38,0,58436,0.92,2,0.6879644,38450,-0.06556271776556968,0.2,0.3231983184814453,0.07228764206171036,-0.02803826704621315,0.21166667103767395,0.001,-0.0413857742572824,,,
46260,-0.041136309999999995,46260,1113,771,1.32,0,58511,0.94,2,0.18391432,38500,-0.035022160932421685,0.2,0.2737307548522949,0.04533168725669384,-0.011203289031982422,0.049666668847203256,0.001,-0.01570327906869352,,,
46320,-0.05029524999999999,46320,1163,772,1.26,0,58578,0.94,2,0.11729496,38550,-0.014786898177117109,0.2,-0.15917599201202393,0.05433638714253902,0.013154026120901108,0.04233333475887775,0.001,-0.008077955329131008,,,
46380,-0.04907067999999999,46380,1213,773,1.21,0,58649,0.95,2,0.114243306,38600,-0.04140483185648918,0.2,0.15074175596237183,0.07523046404123307,0.004174811765551567,0.1023333353549242,0.001,-0.020962711642185782,,,
46440,-0.06129956000000001,46440,1252,774,1.34,0,58723,0.92,2,0.4903744,38650,-0.042403493374586106,0.2,-0.10288333892822266,0.10530463665723801,-0.007688693702220917,0.1286666714400053,0.001,-0.03785114485273766,,,
46500,-0.05246155999999999,46500,1294,775,1.42,0,58799,0.91,2,0.2234528,38700,-0.024572848472744227,0.2,0.14588642120361328,0.08471222832798958,0.013288179412484169,0.1283333395421505,0.001,-0.025349727468565106,,,
46560,-0.09498859,46560,1334,776,1.55,0,58869,0.87,2,4.4890547,38750,-0.07264085434377193,0.2,0.11292070150375366,0.02762253165245056,-0.03309302031993866,0.3376666657626629,0.001,-0.03262103316187858,,,
46620,-0.08694462,46620,1381,777,1.41,0,58937,0.9,2,0.69791627,38800,-0.0410876552015543,0.2,0.06421107053756714,0.18689220160245895,0.03876827657222748,0.16733333729207517,0.001,-0.04329322399695713,,,
46680,-0.07738546000000002,46680,1421,778,1.36,0,59008,0.94,2,0.5537628,38850,-0.04914988242089748,0.2,0.185721755027771,0.05565134041011333,-0.03894754871726036,0.13633333753794433,0.001,-0.04067065417766571,,,
46740,-0.05161883,46740,1472,779,1.3,0,59082,0.95,2,0.019095894,38900,-0.05248260200023651,0.2,0.2575751543045044,0.081746077388525,0.0008702930063009262,0.10966667119413614,0.001,-0.014774239841382944,,,
46800,-0.062108799999999985,46800,1510,780,1.4,0,59157,0.91,2,0.99307543,38950,-0.06430471926927567,0.2,0.20508348941802979,0.02201663691550493,-0.013074979186058044,0.19300000250339508,0.001,-0.017723194547618438,,,
46860,-0.09945655000000002,46860,1545,781,1.51,0,59230,0.88,2,0.54059696,39000,-0.0324042209982872,0.2,-0.3201134204864502,0.12110727265477181,0.0072743892669677734,0.13666667185723783,0.001,-0.03448776741698381,,,
46920,-0.11081078999999999,46920,1591,782,1.48,0,59305,0.89,2,1.2731923,39050,-0.03497970245778561,0.2,0.2586301565170288,0.1542687040567398,0.041915252804756165,0.12733333710581063,0.001,-0.022810537838687504,,,
46980,-0.08511765999999998,46980,1636,783,1.36,0,59373,0.92,2,0.545269,39100,-0.017170637338422237,0.2,0.13831448554992676,0.07974554516375065,-0.016606371849775314,0.11100000090897083,0.001,-0.032597678323587044,,,
47040,-0.0727128,47040,1678,784,1.36,0,59454,0.92,2,0.38743353,39150,-0.08005711734294892,0.2,-1.4381206035614014,0.1398742577433586,0.023402489721775055,0.22433333419263363,0.001,-0.026524477449556157,,,
47100,-0.08458877999999999,47100,1720,785,1.42,0,59525,0.9,2,2.1792917,39200,-0.03372681278735399,0.2,0.015691399574279785,0.09098046451807022,-0.06150225177407265,0.21366666868329048,0.001,-0.07030666170020894,,,
47160,-0.08613776000000001,47160,1761,786,1.44,0,59592,0.91,2,0.5790316,39250,-0.03226413320749998,0.2,0.3142773509025574,0.09370032966136932,0.003985345363616943,0.15500000447034837,0.001,-0.029203805189579723,,,
47220,-0.052331050000000004,47220,1813,787,1.29,0,59669,0.94,2,3.843391,39300,-0.048502564020454886,0.2,0.019313037395477295,0.08653665408492088,-0.02195238135755062,0.3303333307802677,0.001,-0.04285604172572494,,,
47280,-0.05034297000000001,47280,1859,788,1.22,0,59742,0.94,2,0.43146065,39350,-0.015968793546780945,0.2,-0.2085336446762085,0.08311546623706817,-0.0005829744040966034,0.08966666832566261,0.001,-0.030841945210161318,,,
47340,-0.05188129000000001,47340,1903,789,1.32,0,59813,0.93,2,0.16482513,39400,-0.012589186318218709,0.2,0.06675159931182861,0.07510161578655243,0.02958475798368454,0.049000000730156895,0.001,-0.0040481834981279975,,,
47400,-0.06286379,47400,1945,790,1.36,0,59895,0.94,2,0.3261465,39450,-0.03081669572740793,0.2,0.3647536635398865,0.04669054828584194,0.006895696744322777,0.0640000020712614,0.001,-0.008327423344676675,,,
47460,-0.09376367000000001,47460,1983,791,1.42,0,59965,0.92,2,0.07558746,39500,-0.012347922725602985,0.2,0.43675291538238525,0.04605670996010303,0.006690448150038719,0.0640000032633543,0.001,-0.007598964005087794,,,
47520,-0.1036744,47520,2031,792,1.41,0,60042,0.91,2,0.717176,39550,-0.033403847552835944,0.2,0.18299198150634766,0.07582868739962578,-0.009727925062179565,0.16700000420212746,0.001,-0.024718821875751012,,,
47580,-0.07060805,47580,2082,793,1.24,0,60113,0.94,2,0.83750653,39600,-0.019358815085142853,0.2,0.5176400542259216,0.06656411051750183,-0.0058344341814517975,0.09400000162422657,0.001,-0.03599836726735037,,,
47640,-0.0920299,47640,2122,794,1.32,0,60185,0.91,2,0.713825,39650,-0.04946368396282196,0.2,0.23224568367004395,0.05887797012925148,-0.024898968636989594,0.14633333653211594,0.001,-0.0372024238302062,,,
47700,-0.10594668999999998,47700,2167,795,1.36,0,60252,0.89,2,1.2601494,39700,-0.031395626328885554,0.2,-0.19249165058135986,0.1653192538022995,0.033106785267591476,0.13233333878219128,0.001,-0.033642731994390475,,,
47760,-0.09552892,47760,2215,796,1.33,0,60323,0.9,2,0.96357626,39750,-0.020435794219374658,0.2,0.11907947063446045,0.16114285379648208,0.030280236154794693,0.15566667154431343,0.001,-0.04085139705861609,,,
47820,-0.09610131,47820,2256,797,1.37,0,60396,0.91,2,0.24817838,39800,-0.011194431986659766,0.2,0.09532111883163452,0.07928898744285107,0.010839897207915783,0.07400000281631947,0.001,-0.010106421987836551,,,
47880,-0.10286664999999999,47880,2296,798,1.42,0,60466,0.89,2,0.9196927,39850,-0.05342496894299984,0.2,-0.12395477294921875,0.10059995517134666,0.0011078715324401855,0.1633333372324705,0.001,-0.028712632297848657,,,
47940,-0.12519599,47940,2337,799,1.52,0,60536,0.87,2,0.102976635,39900,-0.015939379688352347,0.2,0.21193557977676392,0.11609647065401077,0.02882711961865425,0.0770000022649765,0.001,-0.015094925506661383,,,
48000,,48000,2383,,,,,,2,0.104075864,39950,-0.049378617778420446,0.2,0.37806135416030884,0.0965591511130333,0.016679508611559868,0.13933333858847619,0.001,-0.02545074612026415,1.29,-0.04527050253236666,0.96
,-0.08284136000000002,48000,,800,1.4,0,60770,0.92,,,,,,,,,,,,,,
48060,-0.07196214000000001,48060,2424,801,1.38,0,60848,0.93,2,2.8908112,40000,-0.06725380629301071,0.2,-0.15040171146392822,0.08411665067076683,-0.013646125793457031,0.21166666846722365,0.001,-0.02463167807118346,,,
48120,-0.10394252999999999,48120,2462,802,1.53,0,60918,0.88,2,0.11843445,40050,-0.0648817988485098,0.2,0.09692293405532837,0.11040880531072617,0.0003120414912700653,0.18633333645761013,0.001,-0.04204001534295578,,,
48180,-0.14565656999999999,48180,2498,803,1.57,0,60989,0.84,2,0.74784476,40100,-0.0525363701581955,0.2,0.0356595516204834,0.13667287200689315,-0.004963584244251251,0.20266666889190674,0.001,-0.05064204487452904,,,
48240,-0.11410192000000001,48240,2544,804,1.44,0,61069,0.9,2,0.3624059,40150,-0.008531616069376469,0.2,0.3829456567764282,0.13676901236176492,0.043104082345962524,0.09733333483338356,0.001,-0.01782318224137028,,,
