env/completion_counter,env/current_idx,eval/mean_ep_length,eval/success_rate,eval/mean_reward,time/total_timesteps,env/n_steps,rollout/success_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/explained_variance,train/entropy_loss
0,4366,1.24,0.9,-0.08969328627921641,7110,7110,,,,,,,2360,0.0,0.0,0.08332916349172592,0.2,-4.907449167035338e-08,0.18970993608236314,0.001,0.1438644528388977,-0.003701346437446773
,,,,,7110,,0.74,0,27059,1.61,-0.22082868,237,,,,,,,,,,
0,4389,1.14,0.94,-0.04789415613282472,7140,7140,,,,,,,2370,7.947286e-09,0.0,0.06262674182653427,0.2,-4.239877078138221e-06,0.1703067809343338,0.001,0.16162264347076416,-0.004942819196730852
,,,,,7140,,0.78,0,27161,1.54,-0.19983708999999997,238,,,,,,,,,,
0,4405,1.22,0.9,-0.08875591048039495,7170,7170,,,,,,,2380,0.0,0.0,0.08784958720207214,0.2,-1.2452403400642353e-07,0.26458639949560164,0.001,-0.7244213819503784,-0.0036678249947726727
,,,,,7170,,0.78,0,27277,1.59,-0.20691002000000006,239,,,,,,,,,,
0,4417,1.28,0.92,-0.08953270636964589,7200,7200,,,,,,,2390,0.0,0.0,0.07912015169858932,0.2,1.0331471811397819e-08,0.18542152494192124,0.001,0.08539944887161255,-0.003475259686820209
,,,,,7200,,0.73,0,27395,1.71,-0.25535702,240,,,,,,,,,,
0,4435,1.18,0.94,-0.06901182846166193,7230,7230,,,,,,,2400,0.0,0.0,0.07618691027164459,0.2,-3.16500659813812e-07,0.19132159054279327,0.001,0.15491563081741333,-0.004214409645646811
,,,,,7230,,0.74,0,27497,1.69,-0.24657422000000004,241,,,,,,,,,,
0,4454,1.16,0.94,-0.028243925808928906,7260,7260,,,,,,,2410,0.0,0.0,0.09242124110460281,0.2,-3.3775962471338515e-09,0.2454212486743927,0.001,-0.03659093379974365,-0.004151460435241461
,,,,,7260,,0.72,0,27617,1.71,-0.28346196,242,,,,,,,,,,
0,4475,1.14,0.96,-0.028382882210426032,7290,7290,,,,,,,2420,0.0,0.0,0.05742152780294418,0.2,-6.039937439084042e-08,0.20382156372070312,0.001,-0.008568286895751953,-0.003847568831406534
,,,,,7290,,0.74,0,27857,1.66,-0.25343020000000005,243,,,,,,,,,,
0,4494,1.28,0.92,-0.07133533729240299,7320,7320,,,,,,,2430,0.0,0.0,0.057899873703718185,0.2,-7.212161907688142e-08,0.1686019517481327,0.001,-0.009430646896362305,-0.0036279822001233698
,,,,,7320,,0.73,0,27969,1.71,-0.26953034,244,,,,,,,,,,
0,4514,1.18,0.94,-0.06823607702273876,7350,7350,,,,,,,2440,0.0,0.0,0.05238084867596626,0.2,-1.1178851234916466e-06,0.1415163405239582,0.001,0.16563677787780762,-0.004205527156591416
,,,,,7350,,0.77,0,28071,1.58,-0.21876443,245,,,,,,,,,,
0,4534,1.2,0.9,-0.08833675545174628,7380,7380,,,,,,,2450,0.0,0.0,0.031191637739539146,0.2,2.9504298559857034e-08,0.09532304108142853,0.001,0.24795567989349365,-0.00368084954097867
,,,,,7380,,0.82,0,28184,1.51,-0.18664354999999994,246,,,,,,,,,,
0,4551,1.2,0.94,-0.0701367958355695,7410,7410,,,,,,,2460,0.0,0.0,0.018588034436106682,0.2,-7.828076808991113e-08,0.07664552219212055,0.001,0.45215904712677,-0.0040625534951686856
,,,,,7410,,0.81,0,28295,1.53,-0.18473404999999998,247,,,,,,,,,,
0,4567,1.18,0.94,-0.04844117463566363,7440,7440,,,,,,,2470,0.0,0.0,0.05668751522898674,0.2,-1.265605298783612e-07,0.21707488521933554,0.001,-0.04904007911682129,-0.0035285533638671042
,,,,,7440,,0.78,0,28400,1.6,-0.20249722000000006,248,,,,,,,,,,
0,4586,1.2,0.94,-0.06849185839295387,7470,7470,,,,,,,2480,0.0,0.0,0.07422976195812225,0.2,9.427467855260829e-08,0.20862534940242766,0.001,-0.20864403247833252,-0.0036422262201085687
,,,,,7470,,0.76,0,28600,1.62,-0.22165158999999995,249,,,,,,,,,,
0,4607,1.24,0.9,-0.11039581489749253,7500,7500,,,,,,,2490,0.0,0.0,0.07569540292024612,0.2,-1.8676122017780017e-07,0.20721835047006607,0.001,-0.03223145008087158,-0.003923838818445801
,,,,,7500,,0.73,0,28708,1.65,-0.24241854,250,,,,,,,,,,
0,4620,1.4,0.82,-0.17139678346458823,7530,7530,,,,,,,2500,0.0,0.0,0.052154794335365295,0.2,-2.713104102980424e-06,0.17055602371692657,0.001,-0.28737199306488037,-0.00449505727738142
,,,,,7530,,0.7,0,28821,1.68,-0.25160619,251,,,,,,,,,,
0,4642,1.14,0.96,-0.05067242979537696,7560,7560,,,,,,,2510,0.0,0.0,0.09924013167619705,0.2,-7.179876222451753e-08,0.2563277825713158,0.001,-0.0957646369934082,-0.003988332487642765
,,,,,7560,,0.71,0,28923,1.65,-0.25109977,252,,,,,,,,,,
0,4660,1.2,0.94,-0.04891698184423149,7590,7590,,,,,,,2520,0.0,0.0,0.06565290689468384,0.2,-1.8080076102933162e-08,0.1673766016960144,0.001,0.15821820497512817,-0.004284477047622204
,,,,,7590,,0.74,0,29030,1.61,-0.23370053,253,,,,,,,,,,
0,4683,1.16,0.92,-0.09009344581514597,7620,7620,,,,,,,2530,0.0,0.0,0.0761222168803215,0.2,-7.122754963617695e-08,0.20903594195842742,0.001,-0.09803235530853271,-0.003820027899928391
,,,,,7620,,0.76,0,29141,1.56,-0.20064056000000005,254,,,,,,,,,,
0,4706,1.3,0.86,-0.13026799337938427,7650,7650,,,,,,,2540,1.1920929e-07,0.0,0.038960352540016174,0.2,-8.267859487709472e-06,0.10591260716319084,0.001,0.2512010335922241,-0.00822786595672369
,,,,,7650,,0.79,0,29257,1.51,-0.19080446,255,,,,,,,,,,
0,4725,1.1,0.98,-0.02813121262937784,7680,7680,,,,,,,2550,0.0,0.0,0.04906899482011795,0.2,-4.2508045918765445e-07,0.1366675950586796,0.001,-0.09706711769104004,-0.00409383955411613
,,,,,7680,,0.83,0,29364,1.44,-0.17584450000000001,256,,,,,,,,,,
0,4744,1.26,0.9,-0.10970223092474043,7710,7710,,,,,,,2560,0.0,0.0,0.07455574721097946,0.2,-5.3048134596167526e-08,0.17453670352697373,0.001,0.2471436858177185,-0.0036346041597425938
,,,,,7710,,0.83,0,29471,1.47,-0.15780784,257,,,,,,,,,,
0,4767,1.12,0.98,-0.027549218591302632,7740,7740,,,,,,,2570,0.0,0.0,0.05796855315566063,0.2,-6.139278463379583e-08,0.1461401529610157,0.001,0.010403752326965332,-0.0037163886707276108
,,,,,7740,,0.86,0,29570,1.41,-0.12346923,258,,,,,,,,,,
0,4784,1.22,0.9,-0.11074568809010088,7770,7770,,,,,,,2580,0.0,0.0,0.0328027680516243,0.2,-8.275111476052644e-08,0.08364381343126297,0.001,0.019547879695892334,-0.003920793952420354
,,,,,7770,,0.82,0,29677,1.47,-0.15095079999999997,259,,,,,,,,,,
0,4807,1.18,0.92,-0.08831186491064727,7800,7800,,,,,,,2590,0.0,0.0,0.07216359674930573,0.2,3.437201234746112e-08,0.1760231301188469,0.001,0.2710440754890442,-0.0037938665598630907
,,,,,7800,,0.82,0,29778,1.47,-0.13546668,260,,,,,,,,,,
0,4823,1.04,0.98,-0.030742074656300248,7830,7830,,,,,,,2600,0.0,0.0,0.05903540924191475,0.2,-3.47693762670076e-09,0.1732363723218441,0.001,-0.20924806594848633,-0.003965431870892644
,,,,,7830,,0.79,0,29878,1.54,-0.16296438,261,,,,,,,,,,
0,4842,1.28,0.9,-0.08980709309689701,7860,7860,,,,,,,2610,0.0,0.0,0.10102327167987823,0.2,-4.3720007329994815e-07,0.27932514250278473,0.001,0.14140242338180542,-0.004266691440716386
,,,,,7860,,0.78,0,29985,1.55,-0.18070265000000002,262,,,,,,,,,,
0,4859,1.28,0.9,-0.11011578738689423,7890,7890,,,,,,,2620,0.0,0.0,0.0753653421998024,0.2,-8.332729274918016e-07,0.19422617554664612,0.001,0.01985621452331543,-0.004420545604079962
,,,,,7890,,0.76,0,30091,1.59,-0.18734310999999998,263,,,,,,,,,,
0,4880,1.1,0.98,-0.030905606467276813,7920,7920,,,,,,,2630,0.0,0.0,0.09487417340278625,0.2,-1.5974045064481857e-07,0.20644714832305908,0.001,-0.11395609378814697,-0.00413775690831244
,,,,,7920,,0.77,0,30191,1.61,-0.18223065,264,,,,,,,,,,
0,4896,1.2,0.92,-0.06868597822263837,7950,7950,,,,,,,2640,0.0,0.0,0.04979357123374939,0.2,-3.6954878801509496e-08,0.12702155113220215,0.001,-0.003619074821472168,-0.00367141617462039
,,,,,7950,,0.75,0,30292,1.63,-0.21446041999999998,265,,,,,,,,,,
0,4916,1.32,0.88,-0.13462275302503257,7980,7980,,,,,,,2650,1.013279e-07,0.0,0.1020069494843483,0.2,-2.046227422969338e-06,0.24362552762031556,0.001,-0.04959392547607422,-0.009449151903390884
,,,,,7980,,0.78,0,30404,1.59,-0.17345832000000003,266,,,,,,,,,,
0,4938,1.22,0.96,-0.04924691165331751,8010,8010,,,,,,,2660,0.102292426,0.036666668578982355,0.024841809645295143,0.2,-0.01671792113843047,0.14821581095457076,0.001,-0.23536896705627441,-0.07859474904835224
,,,,,8010,,0.8,0,30511,1.56,-0.15639086,267,,,,,,,,,,
0,4963,1.24,0.9,-0.07111062461510301,8040,8040,,,,,,,2670,0.009119093,0.023333334550261497,0.08805308490991592,0.2,-0.00842359110868216,0.2573492541909218,0.001,0.03347855806350708,-0.00804886850528419
,,,,,8040,,0.85,0,30626,1.45,-0.13389714,268,,,,,,,,,,
0,4981,1.16,0.94,-0.049959664368070665,8070,8070,,,,,,,2680,0.0,0.0,0.03906941041350365,0.2,6.776054625845518e-07,0.09351960197091103,0.001,-0.0009584426879882812,-0.0024219594895839693
,,,,,8070,,0.82,0,30742,1.48,-0.16493875,269,,,,,,,,,,
0,5000,1.3,0.86,-0.11462583826389164,8100,8100,,,,,,,2690,0.0,0.0,0.1224471852183342,0.2,-6.413459843201963e-07,0.3239474087953568,0.001,0.1270877718925476,-0.002672926103696227
,,,,,8100,,0.85,0,30857,1.46,-0.16869812,270,,,,,,,,,,
0,5017,1.12,0.98,-0.03010051400400698,8130,8130,,,,,,,2700,0.0,0.0,0.0977000743150711,0.2,-6.288290177458578e-08,0.21753798872232438,0.001,0.12421131134033203,-0.002587111876346171
,,,,,8130,,0.83,0,30958,1.48,-0.17074990999999998,271,,,,,,,,,,
0,5038,1.22,0.92,-0.06948366832453758,8160,8160,,,,,,,2710,0.0,0.0,0.06996838748455048,0.2,-1.1583169197137977e-07,0.16104273796081542,0.001,-0.04596602916717529,-0.002557262871414423
,,,,,8160,,0.82,0,31065,1.5,-0.16895625,272,,,,,,,,,,
0,5054,1.36,0.86,-0.11301212203223258,8190,8190,,,,,,,2720,0.0,0.0,0.05442959815263748,0.2,-7.053216446450961e-08,0.12193957865238189,0.001,0.14284712076187134,-0.0021694542141631246
,,,,,8190,,0.77,0,31182,1.59,-0.22534359,273,,,,,,,,,,
0,5071,1.18,0.94,-0.048403985854238274,8220,8220,,,,,,,2730,0.0,0.0,0.10545442998409271,0.2,6.755193648899649e-09,0.2955112025141716,0.001,0.02761167287826538,-0.0023272236343473197
,,,,,8220,,0.73,0,31284,1.7,-0.2728313,274,,,,,,,,,,
0,5091,1.24,0.88,-0.06850900909863412,8250,8250,,,,,,,2740,0.0,0.0,0.06791810691356659,0.2,-2.264976508570271e-08,0.1794155105948448,0.001,0.3151782155036926,-0.0022344762226566674
,,,,,8250,,0.77,0,31388,1.6,-0.22395006000000003,275,,,,,,,,,,
0,5112,1.22,0.9,-0.08898198529146611,8280,8280,,,,,,,2750,0.0,0.0,0.04252108931541443,0.2,-1.15682682100271e-07,0.12381772398948669,0.001,0.2727959156036377,-0.0024904466466978193
,,,,,8280,,0.77,0,31497,1.59,-0.24036002000000004,276,,,,,,,,,,
0,5134,1.22,0.92,-0.08949534757528455,8310,8310,,,,,,,2760,0.0,0.0,0.05207645148038864,0.2,-2.8630097714810177e-07,0.15518055558204652,0.001,0.20267659425735474,-0.0027419931022450326
,,,,,8310,,0.77,0,31600,1.54,-0.24432542000000002,277,,,,,,,,,,
0,5155,1.24,0.9,-0.07079453699290753,8340,8340,,,,,,,2770,0.0,0.0,0.04162536934018135,0.2,-1.421570783755044e-07,0.10729492902755737,0.001,0.3311418890953064,-0.002560202335007489
,,,,,8340,,0.8,0,31702,1.48,-0.19048196,278,,,,,,,,,,
0,5173,1.22,0.92,-0.0717296062130481,8370,8370,,,,,,,2780,0.0,0.0,0.043780311942100525,0.2,5.761782417845751e-09,0.13337474018335344,0.001,-0.7451667785644531,-0.002206069976091385
,,,,,8370,,0.8,0,31804,1.48,-0.19078024000000002,279,,,,,,,,,,
0,5190,1.22,0.92,-0.07056427114643156,8400,8400,,,,,,,2790,0.0,0.0,0.08456289023160934,0.2,-4.371007822356887e-09,0.22480955421924592,0.001,0.3342779874801636,-0.0023957796161994337
,,,,,8400,,0.78,0,31919,1.53,-0.21393315999999998,280,,,,,,,,,,
0,5207,1.36,0.84,-0.1507057167775929,8430,8430,,,,,,,2800,0.0,0.0,0.04902077838778496,0.2,-2.7616818965015e-08,0.1443832114338875,0.001,0.2987635135650635,-0.002390231564640999
,,,,,8430,,0.75,0,32038,1.6,-0.24772208999999998,281,,,,,,,,,,
0,5227,1.32,0.88,-0.11148215837311,8460,8460,,,,,,,2810,0.0,0.0,0.06180780008435249,0.2,5.289912350381343e-08,0.13972797691822053,0.001,0.4372478127479553,-0.0025796693749725818
,,,,,8460,,0.76,0,32162,1.62,-0.22809829999999998,282,,,,,,,,,,
0,5244,1.12,0.98,-0.007453060732223094,8490,8490,,,,,,,2820,0.0,0.0,0.07307340949773788,0.2,-1.1722247261758411e-08,0.19804177135229112,0.001,-0.3196399211883545,-0.002125984150916338
,,,,,8490,,0.74,0,32270,1.67,-0.25800475999999994,283,,,,,,,,,,
0,5260,1.1,0.98,-0.02726874374318868,8520,8520,,,,,,,2830,0.0,0.0,0.09881327301263809,0.2,-4.251798064736079e-08,0.23746735155582427,0.001,-0.06955182552337646,-0.002415799326263368
,,,,,8520,,0.73,0,32374,1.68,-0.2643604,284,,,,,,,,,,
0,5277,1.26,0.9,-0.10996366198640317,8550,8550,,,,,,,2840,0.0,0.0,0.04873275011777878,0.2,-7.450580556955799e-08,0.1209742195904255,0.001,0.4120461940765381,-0.0022354945074766876
,,,,,8550,,0.7,0,32484,1.74,-0.27292825000000004,285,,,,,,,,,,
0,5297,1.24,0.92,-0.0928514893958345,8580,8580,,,,,,,2850,0.0,0.0,0.035203106701374054,0.2,7.30156921591174e-09,0.12870879843831062,0.001,0.2615845203399658,-0.0023393558338284494
,,,,,8580,,0.73,0,32593,1.67,-0.23685091999999996,286,,,,,,,,,,
0,5317,1.26,0.9,-0.11291455633472651,8610,8610,,,,,,,2860,0.0,0.0,0.036429040133953094,0.2,6.76512725839018e-08,0.10234476104378701,0.001,0.4971731901168823,-0.002480171644128859
,,,,,8610,,0.73,0,32704,1.66,-0.23687284000000003,287,,,,,,,,,,
0,5338,1.16,0.94,-0.06857736084610223,8640,8640,,,,,,,2870,0.0,0.0,0.06283571571111679,0.2,-5.189577737318985e-07,0.17068298608064653,0.001,0.2620067596435547,-0.002525973925366998
,,,,,8640,,0.73,0,32808,1.62,-0.26018476,288,,,,,,,,,,
0,5359,1.14,0.94,-0.06754153608810157,8670,8670,,,,,,,2880,0.0,0.0,0.04779575392603874,0.2,-9.881953406676303e-08,0.13935315907001494,0.001,0.3420363664627075,-0.0022213620832189918
,,,,,8670,,0.78,0,32913,1.52,-0.23186278999999996,289,,,,,,,,,,
0,5376,1.24,0.92,-0.06978965577669442,8700,8700,,,,,,,2890,0.026740205,0.030000001564621924,0.0617971196770668,0.2,-0.0021977831252540047,0.17764094173908235,0.001,0.22166556119918823,-0.01977652907371521
,,,,,8700,,0.78,0,33018,1.52,-0.24815130000000005,290,,,,,,,,,,
0,5398,1.34,0.86,-0.13301139657851307,8730,8730,,,,,,,2900,0.0,0.0,0.07914520055055618,0.2,-1.629193713270638e-08,0.187809918820858,0.001,0.3590351343154907,-0.002233042661100626
,,,,,8730,,0.81,0,33130,1.48,-0.21828975,291,,,,,,,,,,
0,5418,1.24,0.9,-0.09054858902469277,8760,8760,,,,,,,2910,0.0,0.0,0.05498655140399933,0.2,8.404255016358775e-08,0.14561610594391822,0.001,0.1097801923751831,-0.002103422558866441
,,,,,8760,,0.82,0,33249,1.49,-0.20759327000000002,292,,,,,,,,,,
0,5432,1.4,0.86,-0.09365944375284016,8790,8790,,,,,,,2920,0.0,0.0,0.06392177939414978,0.2,5.1856042038167514e-08,0.15129473358392714,0.001,0.34280866384506226,-0.002321774559095502
,,,,,8790,,0.79,0,33371,1.54,-0.21763268,293,,,,,,,,,,
0,5449,1.1,0.96,-0.007694933661259711,8820,8820,,,,,,,2930,0.0,0.0,0.08542829006910324,0.2,-3.74813869941093e-07,0.1946221575140953,0.001,0.24692875146865845,-0.0024400686146691442
,,,,,8820,,0.75,0,33481,1.61,-0.24901261000000002,294,,,,,,,,,,
0,5466,1.32,0.88,-0.11069922373630106,8850,8850,,,,,,,2940,0.0,0.0,0.10654367506504059,0.2,-9.953975768084434e-08,0.25802614241838456,0.001,0.08488130569458008,-0.0027922481065616013
,,,,,8850,,0.71,0,33590,1.7,-0.2808391700000001,295,,,,,,,,,,
0,5485,1.28,0.9,-0.09198238108772784,8880,8880,,,,,,,2950,0.0,0.0,0.11367066204547882,0.2,-1.5695890431821623e-08,0.2517655208706856,0.001,0.014104902744293213,-0.0022257465170696378
,,,,,8880,,0.73,0,33696,1.65,-0.26442861000000006,296,,,,,,,,,,
0,5504,1.18,0.92,-0.06860913026146591,8910,8910,,,,,,,2960,0.0,0.0,0.07952391356229782,0.2,3.4073988941507595e-08,0.1899411141872406,0.001,0.18840068578720093,-0.0021600032225251196
,,,,,8910,,0.71,0,33800,1.68,-0.25892612000000004,297,,,,,,,,,,
0,5519,1.26,0.9,-0.06953295528888702,8940,8940,,,,,,,2970,0.0,0.0,0.027980636805295944,0.2,-9.467204502566773e-08,0.06972553953528404,0.001,0.20390468835830688,-0.0024527517147362233
,,,,,8940,,0.67,0,33904,1.76,-0.28211448000000006,298,,,,,,,,,,
0,5535,1.12,0.94,-0.04785821445751935,8970,8970,,,,,,,2980,0.0,0.0,0.1220429465174675,0.2,9.616216036789638e-08,0.29303181618452073,0.001,-0.08034360408782959,-0.002158624050207436
,,,,,8970,,0.69,0,34015,1.77,-0.29523733,299,,,,,,,,,,
0,5556,1.3,0.88,-0.07004318362101912,9000,9000,,,,,,,2990,0.0,0.0,0.0838976502418518,0.2,-2.751747754103917e-08,0.20118543952703477,0.001,0.2942875027656555,-0.002159954560920596
,,,,,9000,,0.74,0,34125,1.69,-0.22974628,300,,,,,,,,,,
0,5577,1.42,0.82,-0.17097361468244343,9030,9030,,,,,,,3000,0.0,0.0,0.06830007582902908,0.2,8.046626964741677e-09,0.1510090008378029,0.001,0.13152045011520386,-0.0021708132466301323
,,,,,9030,,0.77,0,34250,1.62,-0.19489154000000003,301,,,,,,,,,,
0,5595,1.32,0.88,-0.09439224101603032,9060,9060,,,,,,,3010,0.0,0.0,0.031061816960573196,0.2,9.536743306171047e-09,0.07731961235404014,0.001,0.13440531492233276,-0.0020789501955732702
,,,,,9060,,0.75,0,34378,1.66,-0.23398965,302,,,,,,,,,,
0,5612,1.26,0.9,-0.08964106868952512,9090,9090,,,,,,,3020,0.0,0.0,0.082047238945961,0.2,-2.741813791562464e-08,0.1997932881116867,0.001,0.2984101176261902,-0.002259284956380725
,,,,,9090,,0.77,0,34509,1.63,-0.23755358000000001,303,,,,,,,,,,
0,5632,1.18,0.92,-0.07416982169263064,9120,9120,,,,,,,3030,0.0,0.0,0.0810123011469841,0.2,-7.251898495042042e-08,0.19214576482772827,0.001,0.19429516792297363,-0.002170184045098722
,,,,,9120,,0.78,0,34619,1.59,-0.22079895,304,,,,,,,,,,
0,5647,1.34,0.9,-0.11187798813916743,9150,9150,,,,,,,3040,0.0,0.0,0.08196188509464264,0.2,1.3510386587256562e-08,0.19402784258127212,0.001,-0.06142222881317139,-0.0020864395657554267
,,,,,9150,,0.76,0,34736,1.63,-0.23575155999999992,305,,,,,,,,,,
0,5663,1.4,0.86,-0.13162437291815876,9180,9180,,,,,,,3050,0.0,0.0,0.0768938660621643,0.2,-1.1305014595563989e-07,0.19298529028892517,0.001,0.18734967708587646,-0.0022609746549278496
,,,,,9180,,0.71,0,34858,1.72,-0.28114217999999996,306,,,,,,,,,,
0,5683,1.3,0.9,-0.04976851894054562,9210,9210,,,,,,,3060,0.0,0.0,0.07327453047037125,0.2,1.788139352143503e-08,0.1868445411324501,0.001,0.11984497308731079,-0.0022631393047049643
,,,,,9210,,0.74,0,34971,1.67,-0.25699374,307,,,,,,,,,,
0,5702,1.24,0.92,-0.08971917536575347,9240,9240,,,,,,,3070,0.0,0.0,0.08032193779945374,0.2,-3.2186508431841786e-07,0.20210098773241042,0.001,0.06326663494110107,-0.002486623032018542
,,,,,9240,,0.73,0,35082,1.67,-0.27396362,308,,,,,,,,,,
0,5719,1.34,0.84,-0.1317870618402958,9270,9270,,,,,,,3080,0.0,0.0,0.03689787909388542,0.2,-5.245208773985155e-08,0.1078905813395977,0.001,0.5137056708335876,-0.0023474881425499918
,,,,,9270,,0.7,0,35199,1.71,-0.30010422000000003,309,,,,,,,,,,
0,5737,1.16,0.96,-0.04800098268780857,9300,9300,,,,,,,3090,0.0,0.0,0.03217078000307083,0.2,-4.823009369658848e-08,0.10202977955341339,0.001,0.4223933815956116,-0.002684493293054402
,,,,,9300,,0.72,0,35302,1.67,-0.27174017,310,,,,,,,,,,
0,5756,1.24,0.9,-0.06956327245105058,9330,9330,,,,,,,3100,0.0,0.0,0.026098892092704773,0.2,-7.947291269516654e-10,0.08592853732407094,0.001,0.5041691064834595,-0.002200327441096306
,,,,,9330,,0.74,0,35412,1.62,-0.24449165999999997,311,,,,,,,,,,
0,5771,1.28,0.88,-0.0914024449698627,9360,9360,,,,,,,3110,0.0,0.0,0.0389738529920578,0.2,-6.685654456717316e-08,0.12358122766017914,0.001,0.3123318552970886,-0.0023904071887955068
,,,,,9360,,0.71,0,35515,1.69,-0.26684046999999994,312,,,,,,,,,,
0,5792,1.4,0.86,-0.11186192875728011,9390,9390,,,,,,,3120,0.0,0.0,0.06951538473367691,0.2,-4.072984227665444e-09,0.21059266924858094,0.001,-0.5147682428359985,-0.0021863445872440934
,,,,,9390,,0.74,0,35636,1.65,-0.22449353,313,,,,,,,,,,
0,5815,1.38,0.86,-0.13607897124253213,9420,9420,,,,,,,3130,0.0,0.0,0.04877840727567673,0.2,-3.48190469345866e-08,0.12744722366333008,0.001,0.18306028842926025,-0.002401925972662866
,,,,,9420,,0.79,0,35748,1.54,-0.17956798,314,,,,,,,,,,
0,5833,1.18,0.92,-0.08816408081445842,9450,9450,,,,,,,3140,0.0,0.0,0.04493071138858795,0.2,-2.160668368667018e-08,0.10898093059659004,0.001,0.21373862028121948,-0.002073919586837292
,,,,,9450,,0.77,0,35854,1.57,-0.20034473000000003,315,,,,,,,,,,
0,5854,1.26,0.88,-0.12952026944607498,9480,9480,,,,,,,3150,0.0,0.0,0.0911090075969696,0.2,-3.372629526765536e-08,0.23012447059154512,0.001,0.07959026098251343,-0.002436162647791207
,,,,,9480,,0.82,0,35963,1.52,-0.16419719,316,,,,,,,,,,
0,5873,1.26,0.9,-0.1107564732665196,9510,9510,,,,,,,3160,0.0,0.0,0.0846601128578186,0.2,3.253420288729103e-09,0.2321643725037575,0.001,-0.0960991382598877,-0.0021818070439621807
,,,,,9510,,0.85,0,36080,1.45,-0.15256150000000002,317,,,,,,,,,,
0,5892,1.28,0.88,-0.11103340589441359,9540,9540,,,,,,,3170,0.0,0.0,0.08086714893579483,0.2,-2.106030865256514e-08,0.18547923266887664,0.001,0.21695882081985474,-0.0023391951806843283
,,,,,9540,,0.83,0,36195,1.5,-0.17804787,318,,,,,,,,,,
0,5909,1.28,0.92,-0.0697436533588916,9570,9570,,,,,,,3180,0.0,0.0,0.04710336774587631,0.2,-4.1524569827089405e-08,0.13574475049972534,0.001,0.39661550521850586,-0.0023648387286812067
,,,,,9570,,0.81,0,36302,1.56,-0.20342593,319,,,,,,,,,,
0,5925,1.18,0.92,-0.0886422861367464,9600,9600,,,,,,,3190,0.0,0.0,0.0865904912352562,0.2,9.536743617033494e-09,0.19254422783851624,0.001,0.22770017385482788,-0.0022742310306057335
,,,,,9600,,0.78,0,36406,1.64,-0.22454567999999994,320,,,,,,,,,,
0,5945,1.26,0.9,-0.09014614614192397,9630,9630,,,,,,,3200,0.002296694,0.04000000208616257,0.050205208361148834,0.2,-0.007585205727567335,0.15501128435134887,0.001,0.21269595623016357,-0.07145545855164528
,,,,,9630,,0.79,0,36514,1.6,-0.20448444000000002,321,,,,,,,,,,
0,5965,1.22,0.9,-0.08847579682711512,9660,9660,,,,,,,3210,0.0,0.0,0.0713750422000885,0.2,2.94049577576061e-07,0.19835081994533538,0.001,-0.6728833913803101,-0.001986231375485659
,,,,,9660,,0.76,0,36617,1.64,-0.22860704000000007,322,,,,,,,,,,
0,5983,1.24,0.9,-0.09329143108800053,9690,9690,,,,,,,3220,0.0,0.0,0.08459684252738953,0.2,-2.1239121927862925e-07,0.1828926533460617,0.001,0.2874792218208313,-0.0019773060223087667
,,,,,9690,,0.76,0,36717,1.64,-0.2051681,323,,,,,,,,,,
0,6002,1.32,0.88,-0.1303783917427063,9720,9720,,,,,,,3230,0.0,0.0,0.05283043906092644,0.2,2.533197416720867e-07,0.12346378564834595,0.001,0.14052718877792358,-0.0018219853867776693
,,,,,9720,,0.76,0,36824,1.64,-0.18279294000000001,324,,,,,,,,,,
0,6020,1.22,0.92,-0.09148341610562057,9750,9750,,,,,,,3240,0.0,0.0,0.06954650580883026,0.2,-1.4702479589345785e-08,0.15043470710515977,0.001,0.056824684143066406,-0.0019226336502470077
,,,,,9750,,0.79,0,36941,1.59,-0.15157809999999997,325,,,,,,,,,,
0,6038,1.4,0.82,-0.1311388607416302,9780,9780,,,,,,,3250,0.0,0.0,0.07478229701519012,0.2,-8.84135562095878e-08,0.17153069823980333,0.001,0.2283395528793335,-0.0018639891524799169
,,,,,9780,,0.77,0,37048,1.61,-0.18487449,326,,,,,,,,,,
0,6054,1.32,0.86,-0.13039714070037006,9810,9810,,,,,,,3260,0.0,0.0,0.07522326707839966,0.2,-9.973844035116031e-08,0.1670286700129509,0.001,0.16166871786117554,-0.0017565883812494577
,,,,,9810,,0.73,0,37155,1.69,-0.22870389000000002,327,,,,,,,,,,
0,6073,1.22,0.94,-0.06938000137917698,9840,9840,,,,,,,3270,0.0,0.0,0.11003349721431732,0.2,1.0470549369756554e-07,0.24402086138725282,0.001,-0.0704185962677002,-0.0019799841102212667
,,,,,9840,,0.74,0,37257,1.66,-0.21390459,328,,,,,,,,,,
0,6092,1.3,0.88,-0.11595448551233858,9870,9870,,,,,,,3280,0.0,0.0,0.08917438238859177,0.2,-1.4106432799643187e-08,0.19099666327238082,0.001,0.09944289922714233,-0.00221320956479758
,,,,,9870,,0.72,0,37368,1.69,-0.23257453000000003,329,,,,,,,,,,
0,6113,1.24,0.9,-0.09051171895582229,9900,9900,,,,,,,3290,0.0,0.0,0.06447140872478485,0.2,-1.0410944684124956e-07,0.15788547247648238,0.001,-0.24066901206970215,-0.0018117428990080953
,,,,,9900,,0.76,0,37469,1.58,-0.20609560999999998,330,,,,,,,,,,
