env/completion_counter,env/current_idx,eval/mean_ep_length,eval/success_rate,eval/mean_reward,time/total_timesteps,env/n_steps,rollout/success_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/explained_variance,train/entropy_loss
0,6131,1.36,0.86,-0.11018340441863984,9930,9930,,,,,,,3300,0.0,0.0,0.07170999050140381,0.2,5.841255246163968e-08,0.16701650321483613,0.001,0.3873627185821533,-0.0017380822100676596
,,,,,9930,,0.74,0,37589,1.61,-0.21520714000000002,331,,,,,,,,,,
0,6147,1.24,0.94,-0.050130645148456096,9960,9960,,,,,,,3310,0.0,0.0,0.04903604835271835,0.2,-1.9858280788653815e-07,0.13594524264335633,0.001,0.2733321785926819,-0.0021608541486784817
,,,,,9960,,0.73,0,37700,1.62,-0.20529876000000002,332,,,,,,,,,,
0,6165,1.24,0.92,-0.07004973519593477,9990,9990,,,,,,,3320,0.0,0.0,0.08231648802757263,0.2,-2.806385035469816e-09,0.20906046777963638,0.001,-0.11919713020324707,-0.0020006409380584956
,,,,,9990,,0.72,0,37803,1.65,-0.19237455,333,,,,,,,,,,
0,6186,1.26,0.88,-0.11076171419583261,10020,10020,,,,,,,3330,0.0,0.0,0.06618991494178772,0.2,-5.9405962815617386e-08,0.15517397969961166,0.001,-0.025069475173950195,-0.001994450646452606
,,,,,10020,,0.75,0,37909,1.6,-0.18272265000000004,334,,,,,,,,,,
0,6207,1.4,0.8,-0.15263855572789908,10050,10050,,,,,,,3340,0.0,0.0,0.07103090733289719,0.2,-1.3152758473466975e-07,0.17163444459438323,0.001,-0.23042559623718262,-0.00195020348764956
,,,,,10050,,0.74,0,38023,1.6,-0.18732440000000003,335,,,,,,,,,,
0,6225,1.24,0.92,-0.04898292925208807,10080,10080,,,,,,,3350,0.0,0.0,0.07706102728843689,0.2,-2.7020772246366677e-07,0.17361795902252197,0.001,-0.17821550369262695,-0.002183680864982307
,,,,,10080,,0.76,0,38128,1.56,-0.16849941000000002,336,,,,,,,,,,
0,6244,1.08,0.98,-0.027660225839354097,10110,10110,,,,,,,3360,0.0,0.0,0.10872479528188705,0.2,-6.159146903605972e-09,0.25299833714962006,0.001,-0.03557479381561279,-0.0018482689280062913
,,,,,10110,,0.77,0,38225,1.57,-0.17803642999999997,337,,,,,,,,,,
0,6263,1.12,0.98,-0.02833599057979882,10140,10140,,,,,,,3370,0.0,0.0,0.08021686971187592,0.2,2.4636587170334678e-08,0.1947493478655815,0.001,0.07429194450378418,-0.0022565765539184213
,,,,,10140,,0.79,0,38326,1.53,-0.18187600000000004,338,,,,,,,,,,
0,6281,1.36,0.84,-0.11314703973475844,10170,10170,,,,,,,3380,0.0,0.0,0.10328801721334457,0.2,1.0927518401260272e-08,0.250704525411129,0.001,0.10043185949325562,-0.001978896325454116
,,,,,10170,,0.77,0,38439,1.55,-0.20425398,339,,,,,,,,,,
0,6298,1.32,0.86,-0.11034574555698783,10200,10200,,,,,,,3390,0.0,0.0,0.08647887408733368,0.2,-1.1622905859987043e-08,0.18969013392925263,0.001,0.16683995723724365,-0.0018054186832159758
,,,,,10200,,0.73,0,38555,1.64,-0.25080857,340,,,,,,,,,,
0,6319,1.38,0.84,-0.1127322539081797,10230,10230,,,,,,,3400,0.031069798,0.026666668057441712,0.0787956565618515,0.2,-0.010824265554547274,0.20883028954267502,0.001,0.17625397443771362,-0.0012839601316954941
,,,,,10230,,0.74,0,38678,1.62,-0.24927853999999997,341,,,,,,,,,,
0,6338,1.44,0.84,-0.1546377613162622,10260,10260,,,,,,,3410,0.0,0.0,0.0676325187087059,0.2,-7.123748360982063e-07,0.15394150614738464,0.001,0.22571957111358643,-0.0007075046363752335
,,,,,10260,,0.75,0,38804,1.6,-0.23583536999999996,342,,,,,,,,,,
0,6361,1.3,0.92,-0.050783324693329635,10290,10290,,,,,,,3420,0.0,0.0,0.053128406405448914,0.2,1.5695889565847666e-08,0.13508182391524315,0.001,0.1698346734046936,-0.0006199097551871091
,,,,,10290,,0.77,0,38922,1.55,-0.23417634999999992,343,,,,,,,,,,
0,6384,1.22,0.96,-0.029181095054373146,10320,10320,,,,,,,3430,0.0,0.0,0.024500073865056038,0.2,7.073084562492227e-08,0.05637427568435669,0.001,0.7406867146492004,-0.0005757952982094139
,,,,,10320,,0.83,0,39032,1.45,-0.17999634999999997,344,,,,,,,,,,
0,6402,1.18,0.94,-0.06897261284291745,10350,10350,,,,,,,3440,0.0,0.0,0.04545970633625984,0.2,1.1672576505361577e-08,0.11260039135813713,0.001,0.17108309268951416,-0.0005339547351468354
,,,,,10350,,0.84,0,39135,1.44,-0.16115755000000004,345,,,,,,,,,,
0,6419,1.32,0.9,-0.09314578556455672,10380,10380,,,,,,,3450,0.0,0.0,0.07754230499267578,0.2,-2.9404958556966677e-08,0.19067612439393997,0.001,-0.15359139442443848,-0.0005292031331919133
,,,,,10380,,0.81,0,39252,1.51,-0.17450804,346,,,,,,,,,,
0,6438,1.3,0.88,-0.10921015531290322,10410,10410,,,,,,,3460,0.0,0.0,0.11007581651210785,0.2,-1.966953329102239e-08,0.25469071716070174,0.001,-0.20688581466674805,-0.0005474910663906485
,,,,,10410,,0.81,0,39369,1.51,-0.18617817000000003,347,,,,,,,,,,
0,6457,1.26,0.9,-0.07054037456400693,10440,10440,,,,,,,3470,0.0,0.0,0.10221260040998459,0.2,-9.238720188875504e-09,0.2232940599322319,0.001,0.033866822719573975,-0.000611712783575058
,,,,,10440,,0.79,0,39483,1.55,-0.19425442,348,,,,,,,,,,
0,6476,1.2,0.92,-0.07301512918900699,10470,10470,,,,,,,3480,0.0,0.0,0.05998837202787399,0.2,-5.563100180516755e-09,0.14224999994039536,0.001,0.22248578071594238,-0.0005561378959100694
,,,,,10470,,0.75,0,39600,1.63,-0.21470019999999998,349,,,,,,,,,,
0,6494,1.26,0.88,-0.11286035636905581,10500,10500,,,,,,,3490,0.0,0.0,0.08446107059717178,0.2,-2.034008570461765e-08,0.2021954193711281,0.001,-0.1425851583480835,-0.0005188366281799972
,,,,,10500,,0.74,0,39708,1.64,-0.23646277999999998,350,,,,,,,,,,
0,6517,1.2,0.92,-0.09059512145817279,10530,10530,,,,,,,3500,0.0,0.0,0.09550460427999496,0.2,3.3577284375141404e-08,0.21582868844270706,0.001,0.1588861346244812,-0.000571100355591625
,,,,,10530,,0.79,0,39825,1.53,-0.19946741000000004,351,,,,,,,,,,
0,6540,1.32,0.92,-0.07089482889976352,10560,10560,,,,,,,3510,0.0,0.0,0.09205112606287003,0.2,4.529953119281061e-08,0.2509903609752655,0.001,0.058715105056762695,-0.0005450877302791924
,,,,,10560,,0.81,0,39938,1.46,-0.19230601999999997,352,,,,,,,,,,
0,6559,1.32,0.88,-0.1296956199640408,10590,10590,,,,,,,3520,0.0,0.0,0.06755983084440231,0.2,-2.912680317379568e-07,0.1871955692768097,0.001,0.3187198042869568,-0.0008047333860304207
,,,,,10590,,0.82,0,40051,1.46,-0.17178839999999998,353,,,,,,,,,,
0,6576,1.32,0.86,-0.11304993966594339,10620,10620,,,,,,,3530,0.0,0.0,0.05343129113316536,0.2,3.294398451814118e-08,0.13458155766129493,0.001,0.28284454345703125,-0.0005485253874212504
,,,,,10620,,0.8,0,40168,1.5,-0.19330654000000003,354,,,,,,,,,,
0,6592,1.2,0.94,-0.05046538869850337,10650,10650,,,,,,,3540,0.0,0.0,0.1000044047832489,0.2,-5.960464593002257e-08,0.24043390303850173,0.001,-0.0009145736694335938,-0.0006786045152693987
,,,,,10650,,0.76,0,40273,1.58,-0.23479916000000003,355,,,,,,,,,,
0,6612,1.14,0.94,-0.068952397108078,10680,10680,,,,,,,3550,0.0,0.0,0.044574074447155,0.2,6.159146783701886e-08,0.12983354032039643,0.001,0.4900149703025818,-0.0005492502707056702
,,,,,10680,,0.77,0,40371,1.57,-0.19747096999999997,356,,,,,,,,,,
0,6630,1.2,0.92,-0.08889340355060994,10710,10710,,,,,,,3560,0.0,0.0,0.10158859938383102,0.2,-2.513329224740346e-08,0.2577482223510742,0.001,-0.6108903884887695,-0.000555893371347338
,,,,,10710,,0.74,0,40478,1.64,-0.22669777999999996,357,,,,,,,,,,
0,6651,1.18,0.94,-0.05049261840526015,10740,10740,,,,,,,3570,0.0,0.0,0.10629025846719742,0.2,1.4305113626988941e-08,0.30358037948608396,0.001,0.03790396451950073,-0.0005904424004256725
,,,,,10740,,0.75,0,40579,1.62,-0.21807427000000001,358,,,,,,,,,,
0,6668,1.28,0.88,-0.09203205704689026,10770,10770,,,,,,,3580,0.0,0.0,0.06495103240013123,0.2,-6.854534273514901e-09,0.1568728655576706,0.001,0.4382901191711426,-0.0005368252750486135
,,,,,10770,,0.73,0,40692,1.65,-0.23739252,359,,,,,,,,,,
0,6687,1.26,0.92,-0.06973404003307224,10800,10800,,,,,,,3590,0.0,0.0,0.06916031241416931,0.2,-4.142522893602063e-08,0.15396317094564438,0.001,0.2869653105735779,-0.0005412544414866716
,,,,,10800,,0.75,0,40794,1.6,-0.22157764,360,,,,,,,,,,
0,6703,1.36,0.84,-0.13164694648701697,10830,10830,,,,,,,3600,0.0,0.0,0.06237803027033806,0.2,-9.238720277693347e-09,0.14790245667099952,0.001,0.36733388900756836,-0.0005422701593488455
,,,,,10830,,0.73,0,40903,1.64,-0.24364882,361,,,,,,,,,,
0,6726,1.18,0.92,-0.09074867717921734,10860,10860,,,,,,,3610,0.0,0.0,0.06510147452354431,0.2,-3.774960921631987e-09,0.16935216188430785,0.001,0.18844938278198242,-0.0005625751102343202
,,,,,10860,,0.77,0,41003,1.55,-0.21357786999999998,362,,,,,,,,,,
0,6747,1.5,0.84,-0.1330925700906664,10890,10890,,,,,,,3620,0.0,0.0,0.07342903316020966,0.2,-2.702077255278823e-08,0.16497144401073455,0.001,-0.34706711769104004,-0.0005220286548137665
,,,,,10890,,0.75,0,41123,1.58,-0.23744941,363,,,,,,,,,,
0,6762,1.26,0.88,-0.0700092951953411,10920,10920,,,,,,,3630,0.0,0.0,0.08050035685300827,0.2,-9.13937947544241e-09,0.19956727921962739,0.001,0.2087000012397766,-0.0005773895245511085
,,,,,10920,,0.73,0,41229,1.62,-0.24650868000000004,364,,,,,,,,,,
0,6778,1.24,0.88,-0.09372701227664948,10950,10950,,,,,,,3640,0.0,0.0,0.06380689889192581,0.2,1.1722247261758411e-08,0.14432020634412765,0.001,0.3884585499763489,-0.0005591099732555449
,,,,,10950,,0.73,0,41338,1.6,-0.26334392,365,,,,,,,,,,
0,6794,1.26,0.9,-0.07080257120542228,10980,10980,,,,,,,3650,0.0,0.0,0.060248322784900665,0.2,-5.662441235898541e-08,0.1392500087618828,0.001,0.32398825883865356,-0.0007024238759186119
,,,,,10980,,0.69,0,41439,1.67,-0.28384042,366,,,,,,,,,,
0,6813,1.18,0.94,-0.04832712402567267,11010,11010,,,,,,,3660,0.0,0.0,0.09831058233976364,0.2,2.662340854442391e-08,0.22789725214242934,0.001,0.031321167945861816,-0.000578988459892571
,,,,,11010,,0.69,0,41538,1.67,-0.25991589000000004,367,,,,,,,,,,
0,6830,1.32,0.88,-0.07035055753774941,11040,11040,,,,,,,3670,0.0,0.0,0.052730973809957504,0.2,-8.940697959758381e-10,0.11752385422587394,0.001,0.1998487114906311,-0.0006248467194382102
,,,,,11040,,0.67,0,41652,1.72,-0.28941126,368,,,,,,,,,,
0,6852,1.22,0.92,-0.08978219910990447,11070,11070,,,,,,,3680,0.0,0.0,0.09781423956155777,0.2,-4.887580873358388e-08,0.23507994562387466,0.001,0.17423564195632935,-0.0006091256451327354
,,,,,11070,,0.69,0,41755,1.69,-0.25451052,369,,,,,,,,,,
0,6872,1.12,0.96,-0.04852187916636467,11100,11100,,,,,,,3690,0.0,0.0,0.07364394515752792,0.2,3.049771026830683e-08,0.22922587394714355,0.001,0.08225142955780029,-0.0005738650856073946
,,,,,11100,,0.74,0,41869,1.6,-0.20414870000000002,370,,,,,,,,,,
0,6892,1.18,0.94,-0.02846315029077232,11130,11130,,,,,,,3700,0.0,0.0,0.08212952315807343,0.2,-2.3047129715791925e-08,0.187211212515831,0.001,0.11520707607269287,-0.0005473466706462204
,,,,,11130,,0.76,0,41976,1.56,-0.19330604,371,,,,,,,,,,
0,6913,1.22,0.9,-0.0913312943931669,11160,11160,,,,,,,3710,0.0,0.0,0.07340750843286514,0.2,-1.2119611403349495e-08,0.16106167286634446,0.001,0.14942795038223267,-0.0005962760362308473
,,,,,11160,,0.78,0,42087,1.52,-0.19411095999999997,372,,,,,,,,,,
0,6931,1.16,0.98,-0.027932919980958103,11190,11190,,,,,,,3720,0.0,0.0,0.052208226174116135,0.2,-3.6438305608399444e-07,0.12378698065876961,0.001,0.3386315107345581,-0.0006840842193923891
,,,,,11190,,0.81,0,42184,1.47,-0.18394052,373,,,,,,,,,,
0,6953,1.08,0.98,-0.02712510203011334,11220,11220,,,,,,,3730,0.0,0.0,0.11248356103897095,0.2,-1.2962023330231887e-06,0.2681903511285782,0.001,0.05273878574371338,-0.0009898379095830024
,,,,,11220,,0.81,0,42286,1.48,-0.18397979,374,,,,,,,,,,
0,6974,1.08,0.98,-0.007201106315478683,11250,11250,,,,,,,3740,0.0,0.0,0.09686204046010971,0.2,-4.569689404654298e-08,0.2568400800228119,0.001,-0.07483673095703125,-0.000551608926616609
,,,,,11250,,0.83,0,42395,1.45,-0.17081189,375,,,,,,,,,,
0,6994,1.08,1.0,-0.007612996846437454,11280,11280,,,,,,,3750,0.0,0.0,0.08572675287723541,0.2,2.205371805175105e-08,0.1899954319000244,0.001,-0.45658886432647705,-0.0005432868492789567
,,,,,11280,,0.84,0,42493,1.45,-0.17316437999999998,376,,,,,,,,,,
0,7014,1.32,0.88,-0.1136566062644124,11310,11310,,,,,,,3760,0.0,0.0,0.07902175933122635,0.2,-2.66234081003347e-08,0.17343505322933198,0.001,0.18951481580734253,-0.0005693267798051238
,,,,,11310,,0.82,0,42604,1.47,-0.17534782999999998,377,,,,,,,,,,
0,7031,1.34,0.84,-0.1314492151932791,11340,11340,,,,,,,3770,0.0,0.0,0.08825530856847763,0.2,6.953875519855046e-09,0.18945507407188417,0.001,0.13440513610839844,-0.0006097299105022102
,,,,,11340,,0.8,0,42716,1.5,-0.19517817999999998,378,,,,,,,,,,
0,7049,1.22,0.92,-0.08921698719263077,11370,11370,,,,,,,3780,0.0,0.0,0.11605527251958847,0.2,2.334515298851869e-08,0.2972359389066696,0.001,-0.009882569313049316,-0.00055720807868056
,,,,,11370,,0.78,0,42817,1.54,-0.20927802,379,,,,,,,,,,
0,7070,1.18,0.96,-0.02853540487587452,11400,11400,,,,,,,3790,0.0,0.0,0.13780149817466736,0.2,-4.768371653085524e-09,0.30380676984786986,0.001,-0.08795511722564697,-0.0005287186533678323
,,,,,11400,,0.77,0,42920,1.56,-0.23267454999999995,380,,,,,,,,,,
0,7089,1.18,0.94,-0.04871209831908345,11430,11430,,,,,,,3800,0.0,0.0,0.11547312885522842,0.2,1.5695890054345794e-08,0.2352472275495529,0.001,0.0699303150177002,-0.0005348547827452421
,,,,,11430,,0.75,0,43024,1.61,-0.24300388999999994,381,,,,,,,,,,
0,7106,1.2,0.9,-0.1087848806520924,11460,11460,,,,,,,3810,0.0,0.0,0.09199612587690353,0.2,4.768371741903365e-09,0.18998631983995437,0.001,0.028429090976715088,-0.0005641535972245038
,,,,,11460,,0.75,0,43129,1.6,-0.25740058,382,,,,,,,,,,
0,7125,1.24,0.92,-0.09077589097898453,11490,11490,,,,,,,3820,1.9073487e-07,0.0,0.11317485570907593,0.2,-4.649231838342871e-05,0.2875355571508408,0.001,0.13192176818847656,-0.002545368135906756
,,,,,11490,,0.73,0,43238,1.65,-0.28049952,383,,,,,,,,,,
0,7147,1.44,0.82,-0.17232309215702116,11520,11520,,,,,,,3830,0.0,0.0,0.09804444015026093,0.2,-7.30156917150282e-08,0.2358349695801735,0.001,0.3354651927947998,-0.0005858353688381612
,,,,,11520,,0.76,0,43367,1.56,-0.24692124,384,,,,,,,,,,
0,7166,1.36,0.84,-0.13337338976562024,11550,11550,,,,,,,3840,0.0,0.0,0.014403793960809708,0.2,7.867813138773272e-08,0.07561736572533846,0.001,0.6994591951370239,-0.0005683943687472493
,,,,,11550,,0.76,0,43479,1.54,-0.2360689,385,,,,,,,,,,
0,7188,1.18,0.92,-0.0707046638801694,11580,11580,,,,,,,3850,0.0,0.0,0.10783901810646057,0.2,-1.2616316824587415e-08,0.2496872588992119,0.001,0.0824044942855835,-0.0005462200846523046
,,,,,11580,,0.76,0,43587,1.51,-0.24901911000000002,386,,,,,,,,,,
0,7207,1.22,0.94,-0.049270890625193714,11610,11610,,,,,,,3860,0.0,0.0,0.048541389405727386,0.2,-6.9538753866282835e-09,0.11143713369965554,0.001,0.5433404445648193,-0.0006040165899321437
,,,,,11610,,0.79,0,43689,1.47,-0.20347469999999998,387,,,,,,,,,,
0,7230,1.24,0.9,-0.08953368123620749,11640,11640,,,,,,,3870,0.0,0.0,0.060281358659267426,0.2,2.0762285357633913e-08,0.14034466594457626,0.001,0.2815297842025757,-0.000537487689871341
,,,,,11640,,0.83,0,43786,1.41,-0.16338160000000002,388,,,,,,,,,,
0,7245,1.3,0.86,-0.13436611966229975,11670,11670,,,,,,,3880,0.0,0.0,0.023371076211333275,0.2,8.841355680910823e-09,0.05518471077084541,0.001,-0.928676962852478,-0.0005818462814204395
,,,,,11670,,0.78,0,43897,1.52,-0.21209934,389,,,,,,,,,,
