env/current_idx,eval/mean_reward,env/n_steps,eval/success_rate,env/completion_counter,time/total_timesteps,eval/mean_ep_length,time/fps,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/loss,train/clip_range,train/n_updates,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/value_loss,train/approx_kl,train/policy_gradient_loss
1329,-0.028557625468820333,2760,0.96,0,2760,1.14,,,,,,,0.09496768563985825,0.2,455,0.0001,0.13089793920516968,-1.1732178926467896,0.0,0.23058251440525054,0.00015958944,-0.0035852357295034663
,,,,,2760,,0,10499,0.72,1.67,92,-0.28805804999999995,,,,,,,,,,
1344,-0.13144188751466573,2790,0.86,0,2790,1.3,,,,,,,0.09168968349695206,0.2,460,0.0001,0.20280718803405762,-1.14872465133667,0.0,0.1898711711168289,7.466078e-05,-0.00024940450583557097
,,,,,2790,,0,10615,0.75,1.63,93,-0.25371844,,,,,,,,,,
1360,-0.06854482932947575,2820,0.92,0,2820,1.22,,,,,,,0.12050795555114746,0.2,465,0.0001,0.1001693606376648,-1.133746361732483,0.0,0.26229754984378817,4.9678485e-05,-0.0017153763786577514
,,,,,2820,,0,10731,0.71,1.69,94,-0.28741456,,,,,,,,,,
1378,-0.0707282484928146,2850,0.92,0,2850,1.28,,,,,,,0.11271887272596359,0.2,470,0.0001,0.03305864334106445,-1.1195071458816528,0.0,0.23611826598644256,2.8689703e-05,-0.00016695578551022549
,,,,,2850,,0,10848,0.7,1.73,95,-0.29602022999999994,,,,,,,,,,
1393,-0.02877866570837796,2880,0.94,0,2880,1.14,,,,,,,0.13056044280529022,0.2,475,0.0001,-0.13077080249786377,-1.102521252632141,0.0,0.2717044949531555,4.4598182e-05,-0.00042851666740446604
,,,,,2880,,0,10953,0.67,1.8,96,-0.31999268,,,,,,,,,,
1411,-0.051832173787988725,2910,0.92,0,2910,1.18,,,,,,,0.13062085211277008,0.2,480,0.0001,-0.011495828628540039,-1.0862707853317262,0.0,0.2809863328933716,8.720358e-05,-0.002781691518612206
,,,,,2910,,0,11066,0.67,1.8,97,-0.32029727,,,,,,,,,,
1427,-0.09190318210981786,2940,0.84,0,2940,1.32,,,,,,,0.07361485064029694,0.2,485,0.0001,0.34955519437789917,-1.0636216878890992,0.0,0.16644139289855958,0.00011036197,-0.001492864278455741
,,,,,2940,,0,11177,0.67,1.83,98,-0.28949146,,,,,,,,,,
1443,-0.06952246098779141,2970,0.92,0,2970,1.24,,,,,,,0.09046915918588638,0.2,490,0.0001,-0.27241456508636475,-1.043214774131775,0.0,0.2069692701101303,0.00019188324,-0.002742117207186823
,,,,,2970,,0,11284,0.65,1.83,99,-0.30350701,,,,,,,,,,
1461,-0.09185172728728502,3000,0.9,0,3000,1.22,,,,,,,0.11580933630466461,0.2,495,0.0001,0.22257870435714722,-1.0247491121292114,0.0,0.23477047085762023,0.00012817382,-0.0002220588978289584
,,,,,3000,,0,11393,0.68,1.79,100,-0.26521004000000004,,,,,,,,,,
1479,-0.06924813292454929,3030,0.92,0,3030,1.24,,,,,,,0.09472951292991638,0.2,500,0.0001,0.009178876876831055,-1.0152769327163695,0.0,0.20400283336639405,1.1485815e-05,-0.00030040780125997204
,,,,,3030,,0,11518,0.68,1.78,101,-0.26275109,,,,,,,,,,
1494,-0.069614184666425,3060,0.88,0,3060,1.26,,,,,,,0.12940450012683868,0.2,505,0.0001,-0.08260369300842285,-1.0014305114746094,0.0,0.2774361133575439,0.00017773508,-0.0022235569559661884
,,,,,3060,,0,11630,0.67,1.78,102,-0.25628931,,,,,,,,,,
1513,-0.05005146169569343,3090,0.92,0,3090,1.18,,,,,,,0.1012631356716156,0.2,510,0.0001,0.06642568111419678,-0.9959910392761231,0.0,0.21265345215797424,7.178188e-05,-0.0014639260340480575
,,,,,3090,,0,11757,0.68,1.76,103,-0.25486288,,,,,,,,,,
1529,-0.07001890983898193,3120,0.94,0,3120,1.24,,,,,,,0.10561997443437576,0.2,515,0.0001,-0.19533371925354004,-0.9742437362670898,0.0,0.2266792595386505,8.057555e-05,-0.0016701233697432372
,,,,,3120,,0,11873,0.7,1.73,104,-0.26246674000000003,,,,,,,,,,
1547,-0.11370456852018833,3150,0.88,0,3150,1.28,,,,,,,0.11732521653175354,0.2,520,0.0001,-0.10191488265991211,-0.9584618330001831,0.0,0.24923587143421172,8.622408e-05,-0.0009625466777167802
,,,,,3150,,0,11988,0.7,1.73,105,-0.27659015,,,,,,,,,,
1561,-0.049524759515188636,3180,0.96,0,3180,1.2,,,,,,,0.11258602887392044,0.2,525,0.0001,0.14230287075042725,-0.9529184341430664,0.0,0.2448681741952896,4.8279762e-05,-0.000788877789940301
,,,,,3180,,0,12098,0.67,1.79,106,-0.29273972,,,,,,,,,,
1576,-0.2128519910108298,3210,0.8,0,3210,1.46,,,,,,,0.0869465321302414,0.2,530,0.0001,0.26781368255615234,-0.9462561011314392,0.0,0.18322278559207916,4.448891e-05,-0.0013144580728834399
,,,,,3210,,0,12240,0.64,1.84,107,-0.33173594,,,,,,,,,,
1594,-0.06957129758317024,3240,0.9,0,3240,1.26,,,,,,,0.11625325679779053,0.2,535,0.0001,0.21266329288482666,-0.9457023024559021,0.0,0.24253401160240173,9.733439e-06,0.0005308143344400662
,,,,,3240,,0,12352,0.68,1.81,108,-0.30914055,,,,,,,,,,
1611,-0.11356783754192293,3270,0.84,0,3270,1.38,,,,,,,0.0897841677069664,0.2,540,0.0001,0.32479017972946167,-0.9403228759765625,0.0,0.187860307097435,1.2763341e-05,-0.00047599315061219727
,,,,,3270,,0,12474,0.66,1.82,109,-0.31039920000000004,,,,,,,,,,
1628,-0.1106470709014684,3300,0.88,0,3300,1.28,,,,,,,0.11427763849496841,0.2,545,0.0001,-0.06991708278656006,-0.9317984223365784,0.0,0.2434253692626953,1.3534228e-05,-0.0006299225555267185
,,,,,3300,,0,12585,0.65,1.82,110,-0.31550568,,,,,,,,,,
1648,-0.0924006172362715,3330,0.9,0,3330,1.24,,,,,,,0.1512124091386795,0.2,550,0.0001,-0.3054426908493042,-0.9149187684059144,0.0,0.31826937198638916,0.00015152892,-0.0026893893458563413
,,,,,3330,,0,12694,0.68,1.77,111,-0.26809288000000003,,,,,,,,,,
1665,-0.1137269457615912,3360,0.86,0,3360,1.34,,,,,,,0.052338987588882446,0.2,555,0.0001,0.3589043617248535,-0.8894866466522217,0.0,0.11906745284795761,0.00013148387,-0.002624017762330766
,,,,,3360,,0,12831,0.71,1.7,112,-0.25966713,,,,,,,,,,
1686,-0.11426520945969969,3390,0.86,0,3390,1.34,,,,,,,0.09119407087564468,0.2,560,0.0001,0.225902259349823,-0.8658419728279114,0.0,0.19136383533477783,3.4413733e-05,0.0004938681959174573
,,,,,3390,,0,12955,0.73,1.64,113,-0.22919686000000003,,,,,,,,,,
1706,-0.1572221289994195,3420,0.84,0,3420,1.36,,,,,,,0.10677523910999298,0.2,565,0.0001,-0.06641185283660889,-0.8519633412361145,0.0,0.2266760617494583,4.3038526e-05,-0.0005010581053404905
,,,,,3420,,0,13097,0.74,1.61,114,-0.20864352,,,,,,,,,,
1718,-0.029349226178601383,3450,0.96,0,3450,1.14,,,,,,,0.07534676790237427,0.2,570,0.0001,0.2553040385246277,-0.8393259882926941,0.0,0.16244468986988067,2.702872e-05,-1.6605454414619913e-05
,,,,,3450,,0,13199,0.71,1.66,115,-0.22234292000000003,,,,,,,,,,
1736,-0.09270931106992066,3480,0.9,0,3480,1.36,,,,,,,0.13570113480091095,0.2,575,0.0001,-0.10059499740600586,-0.8315062761306763,0.0,0.27707626223564147,1.4434258e-05,-0.00031919718137913834
,,,,,3480,,0,13317,0.7,1.69,116,-0.24481636999999995,,,,,,,,,,
1751,-0.04857960731722415,3510,0.92,0,3510,1.2,,,,,,,0.10718946158885956,0.2,580,0.0001,0.11280614137649536,-0.8265578508377075,0.0,0.23185659646987916,1.0373195e-05,-0.0005395209795096889
,,,,,3510,,0,13433,0.65,1.76,117,-0.28707415000000003,,,,,,,,,,
1766,-0.09268338961526751,3540,0.92,0,3540,1.22,,,,,,,0.08238190412521362,0.2,585,0.0001,0.21658092737197876,-0.8289480447769165,0.0,0.1845294326543808,6.8267186e-06,-0.00020476241120377382
,,,,,3540,,0,13546,0.65,1.79,118,-0.28473829,,,,,,,,,,
1782,-0.07021117080934346,3570,0.92,0,3570,1.18,,,,,,,0.11742021888494492,0.2,590,0.0001,0.1827598214149475,-0.8234269022941589,0.0,0.2426454544067383,8.593599e-05,-0.0026005590738106934
,,,,,3570,,0,13667,0.63,1.86,119,-0.31551415,,,,,,,,,,
1805,-0.1179083290696144,3600,0.88,0,3600,1.28,,,,,,,0.12290355563163757,0.2,595,0.0001,-0.07650637626647949,-0.8143938779830933,0.0,0.26423165798187254,9.786884e-05,-0.0025376395663865734
,,,,,3600,,0,13786,0.65,1.82,120,-0.30048252000000003,,,,,,,,,,
1823,-0.07040201058145612,3630,0.86,0,3630,1.32,,,,,,,0.0803045779466629,0.2,600,0.0001,0.08325773477554321,-0.7979557991027832,0.0,0.1831507444381714,5.348921e-05,-0.0009740630739059952
,,,,,3630,,0,13922,0.71,1.7,121,-0.26392618999999995,,,,,,,,,,
1842,-0.0275186692038551,3660,0.96,0,3660,1.12,,,,,,,0.07097730785608292,0.2,605,0.0001,0.33422940969467163,-0.7802536845207214,0.0,0.15176741480827333,0.00011434158,-0.002257804098384497
,,,,,3660,,0,14029,0.7,1.72,122,-0.27730294000000005,,,,,,,,,,
1860,-0.05084101507440209,3690,0.92,0,3690,1.2,,,,,,,0.12672822177410126,0.2,610,0.0001,0.06923198699951172,-0.7601481199264526,0.0,0.26101706027984617,3.9515893e-05,0.0008722817928839887
,,,,,3690,,0,14146,0.74,1.62,123,-0.26076475000000005,,,,,,,,,,
1880,-0.04803238105494529,3720,0.96,0,3720,1.12,,,,,,,0.10697369277477264,0.2,615,0.0001,0.17996013164520264,-0.7509554982185364,0.0,0.23296868801116943,1.0722875e-05,-0.0004471625793183165
,,,,,3720,,0,14249,0.77,1.57,124,-0.22802249000000002,,,,,,,,,,
1894,-0.15158375383354725,3750,0.84,0,3750,1.36,,,,,,,0.11809822916984558,0.2,620,0.0001,0.16172164678573608,-0.7488788485527038,0.0,0.235846871137619,3.7292639e-06,-0.00017515818636937297
,,,,,3750,,0,14363,0.74,1.61,125,-0.24652772999999997,,,,,,,,,,
1910,-0.04858258951455355,3780,0.94,0,3780,1.2,,,,,,,0.11072374135255814,0.2,625,0.0001,-0.03317606449127197,-0.7491050601005554,0.0,0.2354230761528015,6.735325e-06,-0.00026103139505693205
,,,,,3780,,0,14488,0.7,1.71,126,-0.27870366999999996,,,,,,,,,,
1930,-0.008327359627000987,3810,0.96,0,3810,1.12,,,,,,,0.10883736610412598,0.2,630,0.0001,0.17284148931503296,-0.7472998976707459,0.0,0.22589655220508575,7.4505806e-07,-6.956577138517162e-05
,,,,,3810,,0,14597,0.71,1.71,127,-0.25529783,,,,,,,,,,
1949,-0.06898031734861433,3840,0.94,0,3840,1.18,,,,,,,0.0954352617263794,0.2,635,0.0001,0.06259995698928833,-0.7417777299880981,0.0,0.20950933396816254,4.1554373e-05,-0.0014431596050656025
,,,,,3840,,0,14707,0.71,1.71,128,-0.26503422,,,,,,,,,,
1966,-0.08907657973468304,3870,0.9,0,3870,1.22,,,,,,,0.09724791347980499,0.2,640,0.0001,0.3068539500236511,-0.7293810963630676,0.0,0.19981718361377715,1.2274583e-05,-0.0002404375879752507
,,,,,3870,,0,14816,0.71,1.71,129,-0.26128242,,,,,,,,,,
1985,-0.049670961000956595,3900,0.96,0,3900,1.18,,,,,,,0.1013115718960762,0.2,645,0.0001,0.15882247686386108,-0.7195813417434692,0.0,0.21986414194107057,2.0700692e-05,-0.00017304797962438556
,,,,,3900,,0,14921,0.7,1.7,130,-0.27219072000000005,,,,,,,,,,
2004,-0.048479935359209775,3930,0.94,0,3930,1.16,,,,,,,0.111856609582901,0.2,650,0.0001,-0.11236906051635742,-0.7337627530097961,0.006666667014360428,0.24656445682048797,0.0009720902,-0.0050193677299343875
,,,,,3930,,0,15023,0.75,1.58,131,-0.24107389,,,,,,,,,,
2023,-0.10869497863110154,3960,0.9,0,3960,1.22,,,,,,,0.08869054913520813,0.2,655,0.0001,0.20132148265838623,-0.6996100068092346,0.0,0.19111856520175935,7.695357e-05,-0.0014113036543136558
,,,,,3960,,0,15134,0.75,1.59,132,-0.24200249,,,,,,,,,,
2040,-0.007476478745229542,3990,0.96,0,3990,1.12,,,,,,,0.09113164246082306,0.2,660,0.0001,0.13972032070159912,-0.6819182634353638,0.0,0.1987483412027359,8.00848e-05,-0.0011662010250930166
,,,,,3990,,0,15246,0.74,1.61,133,-0.24890727999999998,,,,,,,,,,
2058,-0.06850412419065834,4020,0.94,0,4020,1.16,,,,,,,0.11351826786994934,0.2,665,0.0001,0.17304539680480957,-0.6686622619628906,0.0,0.23130480349063873,9.901722e-05,-0.0015797241606435365
,,,,,4020,,0,15351,0.72,1.67,134,-0.25952662000000004,,,,,,,,,,
2075,-0.0751591848116368,4050,0.92,0,4050,1.18,,,,,,,0.07435861229896545,0.2,670,0.0001,0.29454874992370605,-0.6560351252555847,0.0,0.15686389207839965,2.779762e-05,-0.0006799026262402919
,,,,,4050,,0,15459,0.74,1.63,135,-0.25712358999999996,,,,,,,,,,
2093,-0.02775893372949213,4080,0.96,0,4080,1.1,,,,,,,0.09401550889015198,0.2,675,0.0001,0.22940510511398315,-0.639499056339264,0.0,0.2052295446395874,7.267793e-06,3.416538171663319e-06
,,,,,4080,,0,15566,0.71,1.69,136,-0.27009845,,,,,,,,,,
2111,-0.10898249053396285,4110,0.9,0,4110,1.24,,,,,,,0.07933765649795532,0.2,680,0.0001,0.29105085134506226,-0.6268568277359009,0.0,0.1619511753320694,6.852547e-05,-0.0009588639170397429
,,,,,4110,,0,15677,0.7,1.69,137,-0.30294553999999996,,,,,,,,,,
2127,-0.05125557767227292,4140,0.88,0,4140,1.32,,,,,,,0.12767915427684784,0.2,685,0.0001,0.03243380784988403,-0.610880446434021,0.0,0.27110462784767153,5.870859e-05,-0.001847394015639736
,,,,,4140,,0,15800,0.7,1.73,138,-0.30590592000000005,,,,,,,,,,
2145,-0.09010693698190153,4170,0.92,0,4170,1.2,,,,,,,0.0652632862329483,0.2,690,0.0001,0.4628615975379944,-0.5943966269493103,0.0,0.13633598983287812,5.701383e-05,-0.00032343148463098714
,,,,,4170,,0,15914,0.71,1.7,139,-0.30011679,,,,,,,,,,
2158,-0.0722680928511545,4200,0.92,0,4200,1.24,,,,,,,0.08043225109577179,0.2,695,0.0001,0.3654194474220276,-0.5880600929260253,0.0,0.16844784319400788,2.537171e-06,8.51045045903831e-05
,,,,,4200,,0,16028,0.67,1.78,140,-0.34165733000000004,,,,,,,,,,
2177,-0.09096527565270662,4230,0.9,0,4230,1.32,,,,,,,0.10319056361913681,0.2,700,0.0001,-0.0057392120361328125,-0.5911011576652527,0.0,0.21357994079589843,5.1796437e-06,-0.00010149637899274922
,,,,,4230,,0,16146,0.67,1.78,141,-0.34629293000000005,,,,,,,,,,
2195,-0.07308718754909932,4260,0.92,0,4260,1.3,,,,,,,0.07512421905994415,0.2,705,0.0001,0.33756548166275024,-0.5853716254234314,0.0,0.16114427745342255,9.2287855e-06,-0.00015502929357644746
,,,,,4260,,0,16266,0.68,1.77,142,-0.32550724000000003,,,,,,,,,,
2213,-0.08921795962378383,4290,0.9,0,4290,1.28,,,,,,,0.13113699853420258,0.2,710,0.0001,-0.39662110805511475,-0.5749836921691894,0.0,0.2855832874774933,2.997915e-05,-0.0009154931642115117
,,,,,4290,,0,16382,0.68,1.76,143,-0.31462071999999996,,,,,,,,,,
2229,-0.13377596522681415,4320,0.82,0,4320,1.5,,,,,,,0.10102900862693787,0.2,715,0.0001,0.21286404132843018,-0.5642083048820495,0.0,0.2134815573692322,6.291866e-05,-0.0023598350770772216
,,,,,4320,,0,16515,0.67,1.76,144,-0.32206333,,,,,,,,,,
2246,-0.08839880703948438,4350,0.92,0,4350,1.2,,,,,,,0.11295819282531738,0.2,720,0.0001,0.019041776657104492,-0.5475471496582032,0.0,0.23673987686634063,3.707806e-05,-0.00085000911184272
,,,,,4350,,0,16633,0.68,1.75,145,-0.2885694500000001,,,,,,,,,,
2263,-0.048384963101707396,4380,0.96,0,4380,1.12,,,,,,,0.09354083985090256,0.2,725,0.0001,-0.22249364852905273,-0.5328563928604126,0.0,0.1915065050125122,1.7144283e-05,0.00047460994644392683
,,,,,4380,,0,16751,0.69,1.72,146,-0.27584826000000007,,,,,,,,,,
2281,-0.11136961387936026,4410,0.84,0,4410,1.38,,,,,,,0.090639628469944,0.2,730,0.0001,0.2148376703262329,-0.5269571781158447,0.0,0.19342703819274903,6.0180823e-06,-0.00026270548929456793
,,,,,4410,,0,16884,0.68,1.74,147,-0.27328067,,,,,,,,,,
2299,-0.07259692376479507,4440,0.92,0,4440,1.24,,,,,,,0.08944366127252579,0.2,735,0.0001,0.14891725778579712,-0.5239857912063599,0.0,0.19312361180782317,4.1284165e-05,-0.001693648062646247
,,,,,4440,,0,17002,0.67,1.75,148,-0.29339229,,,,,,,,,,
2314,-0.13196643020026386,4470,0.86,0,4470,1.32,,,,,,,0.1147071123123169,0.2,740,0.0001,-0.007192015647888184,-0.5122011423110961,0.0,0.23957942724227904,3.0736128e-06,0.00012775341766735338
,,,,,4470,,0,17122,0.65,1.78,149,-0.31397956000000005,,,,,,,,,,
2328,-0.04948680095840245,4500,0.92,0,4500,1.2,,,,,,,0.07919475436210632,0.2,745,0.0001,0.35789716243743896,-0.5069830060005188,0.0,0.16953375339508056,4.1127205e-07,-2.7149519785751862e-05
,,,,,4500,,0,17241,0.65,1.79,150,-0.28677645999999996,,,,,,,,,,
2345,-0.04776235327124596,4530,0.96,0,4530,1.12,,,,,,,0.1393555998802185,0.2,750,0.0001,-0.08980798721313477,-0.5067000150680542,0.0,0.2837438225746155,3.9776164e-06,-0.00024364590159784428
,,,,,4530,,0,17355,0.62,1.83,151,-0.33725215,,,,,,,,,,
2363,-0.09137557092122733,4560,0.88,0,4560,1.26,,,,,,,0.08015452325344086,0.2,755,0.0001,0.330102801322937,-0.5059241652488708,0.0,0.16653306782245636,0.0,-6.182988534497724e-07
,,,,,4560,,0,17466,0.63,1.81,152,-0.33201169,,,,,,,,,,
2381,-0.07027726066764445,4590,0.92,0,4590,1.18,,,,,,,0.11296197772026062,0.2,760,0.0001,0.19863170385360718,-0.5057854533195496,0.0,0.23515070378780364,5.3842865e-07,-5.591710299368557e-06
,,,,,4590,,0,17574,0.63,1.79,153,-0.34130521999999996,,,,,,,,,,
2398,-0.04903414964210242,4620,0.92,0,4620,1.2,,,,,,,0.06778945028781891,0.2,765,0.0001,0.37283289432525635,-0.5050833344459533,0.0,0.1421927511692047,2.8332074e-06,-0.00011023123930495871
,,,,,4620,,0,17691,0.61,1.83,154,-0.36705009999999993,,,,,,,,,,
2417,-0.07151883929036558,4650,0.9,0,4650,1.32,,,,,,,0.13079240918159485,0.2,770,0.0001,0.01720881462097168,-0.5018511295318604,0.0,0.273497200012207,1.202027e-06,9.660720109394561e-06
,,,,,4650,,0,17812,0.67,1.73,155,-0.31879376,,,,,,,,,,
2432,-0.09346728645265102,4680,0.9,0,4680,1.28,,,,,,,0.07488414645195007,0.2,775,0.0001,0.4833683371543884,-0.5001288592815399,0.0,0.15066554248332978,4.140536e-06,-0.0001396246771037113
,,,,,4680,,0,17931,0.69,1.69,156,-0.29697216,,,,,,,,,,
2450,-0.06879436983726919,4710,0.94,0,4710,1.18,,,,,,,0.12819115817546844,0.2,780,0.0001,-0.11281967163085938,-0.5041903376579284,0.0,0.2738190531730652,4.4802823e-06,-0.00030282815491453616
,,,,,4710,,0,18039,0.7,1.69,157,-0.27777191,,,,,,,,,,
2468,-0.027797625064849854,4740,0.96,0,4740,1.12,,,,,,,0.07271911203861237,0.2,785,0.0001,0.20145386457443237,-0.5075566053390503,0.0,0.161568021774292,2.5429328e-05,-0.0007636984187411322
,,,,,4740,,0,18145,0.69,1.72,158,-0.29654886999999996,,,,,,,,,,
2489,-0.028952620401978494,4770,0.94,0,4770,1.18,,,,,,,0.11316877603530884,0.2,790,0.0001,0.3241915702819824,-0.5114068388938904,0.0,0.22765479981899261,2.4563074e-05,-0.0001576908418790879
,,,,,4770,,0,18264,0.72,1.67,159,-0.26975823,,,,,,,,,,
2508,-0.04864892824087292,4800,0.94,0,4800,1.2,,,,,,,0.0890979990363121,0.2,795,0.0001,0.3043980598449707,-0.5173990845680236,0.0,0.1903587281703949,3.8564203e-06,-0.00034652114190976137
,,,,,4800,,0,18373,0.72,1.66,160,-0.25412449,,,,,,,,,,
2528,-0.027497029020451008,4830,0.98,0,4830,1.08,,,,,,,0.09261364489793777,0.2,800,0.0001,0.033132195472717285,-0.5257065296173096,0.0,0.195594921708107,1.8894673e-06,3.8549502739471106e-05
,,,,,4830,,0,18475,0.77,1.55,161,-0.2410694,,,,,,,,,,
2542,-0.11161904465407133,4860,0.86,0,4860,1.38,,,,,,,0.10363016277551651,0.2,805,0.0001,0.17741268873214722,-0.5726776123046875,0.0,0.22843769788742066,0.00015221238,-0.002085375417178881
,,,,,4860,,0,18587,0.73,1.63,162,-0.28992392,,,,,,,,,,
2559,-0.06976030168123543,4890,0.88,0,4890,1.28,,,,,,,0.08054159581661224,0.2,810,0.0001,0.2544121742248535,-0.5301097631454468,0.0,0.175967937707901,4.9672522e-05,-0.0015666599874386122
,,,,,4890,,0,18705,0.71,1.66,163,-0.29896652,,,,,,,,,,
2576,-0.13196759406477213,4920,0.84,0,4920,1.44,,,,,,,0.09232750535011292,0.2,815,0.0001,0.2161150574684143,-0.5389411687850952,0.0,0.19234968423843385,2.7676424e-06,0.00022785266512066472
,,,,,4920,,0,18826,0.71,1.66,164,-0.28958368,,,,,,,,,,
2589,-0.07501424847170711,4950,0.94,0,4950,1.24,,,,,,,0.11375679075717926,0.2,820,0.0001,0.10144948959350586,-0.5408090233802796,0.0,0.23711884617805482,1.4567375e-05,-0.0006650014842550789
,,,,,4950,,0,18959,0.65,1.78,165,-0.3412492100000001,,,,,,,,,,
2607,-0.007432682858780027,4980,0.98,0,4980,1.06,,,,,,,0.07233743369579315,0.2,825,0.0001,0.3094152808189392,-0.5422413945198059,0.0,0.15007516741752625,4.061063e-06,0.00044329364861663836
,,,,,4980,,0,19060,0.62,1.82,166,-0.38233918,,,,,,,,,,
2629,-0.04806087959557772,5010,0.94,0,5010,1.16,,,,,,,0.0761171355843544,0.2,830,0.0001,0.31950294971466064,-0.5443941712379455,0.0,0.16522110402584075,1.0585785e-05,-0.00034734845685306935
,,,,,5010,,0,19166,0.64,1.78,167,-0.3425193799999999,,,,,,,,,,
2646,-0.048023891989141705,5040,0.94,0,5040,1.16,,,,,,,0.10637127608060837,0.2,835,0.0001,0.42584139108657837,-0.5423614621162415,0.0,0.214163875579834,3.93788e-06,-0.0002498821405847451
,,,,,5040,,0,19271,0.66,1.76,168,-0.31345633999999994,,,,,,,,,,
2662,-0.09057043395005167,5070,0.92,0,5070,1.24,,,,,,,0.13442839682102203,0.2,840,0.0001,0.18278449773788452,-0.5422305464744568,0.0,0.30319975018501283,9.417534e-07,5.621155054598148e-05
,,,,,5070,,0,19395,0.67,1.75,169,-0.30657642,,,,,,,,,,
2679,-0.051737075112760066,5100,0.94,0,5100,1.18,,,,,,,0.14073295891284943,0.2,845,0.0001,-0.04354202747344971,-0.5420366525650024,0.0,0.28870253562927245,5.3068e-06,-0.00030098955379784795
,,,,,5100,,0,19505,0.7,1.69,170,-0.27635367,,,,,,,,,,
2695,-0.029092605854384602,5130,0.92,0,5130,1.24,,,,,,,0.08987199515104294,0.2,850,0.0001,0.20385921001434326,-0.5410681366920471,0.0,0.18640354573726653,7.543961e-06,-0.00035857716701386265
,,,,,5130,,0,19626,0.7,1.68,171,-0.27527790999999996,,,,,,,,,,
2713,-0.04907540564890951,5160,0.92,0,5160,1.2,,,,,,,0.12375413626432419,0.2,855,0.0001,-0.13638639450073242,-0.577431583404541,0.0,0.27044395804405214,4.328688e-05,-0.0012201809887002924
,,,,,5160,,0,19734,0.69,1.73,172,-0.26425714,,,,,,,,,,
2729,-0.07241899932734669,5190,0.9,0,5190,1.28,,,,,,,0.07952851802110672,0.2,860,0.0001,0.4093315005302429,-0.5255396246910096,0.0,0.16566182076931,9.3777976e-07,-6.512800823088583e-07
,,,,,5190,,0,19845,0.67,1.79,173,-0.2884466,,,,,,,,,,
2747,-0.09098208220675588,5220,0.92,0,5220,1.22,,,,,,,0.1310655176639557,0.2,865,0.0001,-0.035146474838256836,-0.5193859577178955,0.0,0.2697935402393341,1.095136e-05,-0.00036858240787616123
,,,,,5220,,0,19961,0.66,1.79,174,-0.30091321,,,,,,,,,,
2764,-0.029861611663363874,5250,0.88,0,5250,1.28,,,,,,,0.11922482401132584,0.2,870,0.0001,-0.03844571113586426,-0.5146833419799804,0.0,0.251703155040741,4.1188796e-05,-0.0012066062528174547
,,,,,5250,,0,20087,0.67,1.78,175,-0.29855283000000005,,,,,,,,,,
2785,-0.11087072765920311,5280,0.9,0,5280,1.24,,,,,,,0.07241667807102203,0.2,875,0.0001,0.3905509114265442,-0.5020293295383453,0.0,0.15607530772686004,3.5901863e-05,-0.0008339037427990803
,,,,,5280,,0,20215,0.72,1.68,176,-0.24461393999999997,,,,,,,,,,
2805,-0.007820152658969164,5310,0.94,0,5310,1.14,,,,,,,0.09874572604894638,0.2,880,0.0001,0.03398406505584717,-0.4934040725231171,0.0,0.20493787229061128,0.00018852552,-0.00030129154756330934
,,,,,5310,,0,20326,0.74,1.64,177,-0.23378764,,,,,,,,,,
2822,-0.09023705485276878,5340,0.88,0,5340,1.3,,,,,,,0.05592275410890579,0.2,885,0.0001,0.4357585906982422,-0.4852897942066193,0.0,0.11951466500759125,1.5606483e-05,-0.0005279906542273061
,,,,,5340,,0,20455,0.75,1.62,178,-0.23470793999999998,,,,,,,,,,
2841,-0.11362018553074449,5370,0.86,0,5370,1.3,,,,,,,0.07322558760643005,0.2,890,0.0001,0.30241113901138306,-0.47885974049568175,0.0,0.15457566380500792,8.392334e-06,-9.223024208040442e-05
,,,,,5370,,0,20582,0.77,1.59,179,-0.22770586999999995,,,,,,,,,,
2858,-0.09019396109506488,5400,0.88,0,5400,1.26,,,,,,,0.047230008989572525,0.2,895,0.0001,0.5358849167823792,-0.478034245967865,0.0,0.10140639543533325,8.2492825e-06,-0.00041048923953574957
,,,,,5400,,0,20699,0.77,1.58,180,-0.21001598999999999,,,,,,,,,,
2877,-0.07020788939669728,5430,0.92,0,5430,1.2,,,,,,,0.08914843201637268,0.2,900,0.0001,0.1995159387588501,-0.4703914523124695,0.0,0.1894732654094696,7.0206326e-05,-0.0011555312205260293
,,,,,5430,,0,20818,0.74,1.62,181,-0.24372668999999994,,,,,,,,,,
2897,-0.027349892845377324,5460,0.98,0,5460,1.06,,,,,,,0.10028816014528275,0.2,905,0.0001,0.176563560962677,-0.45805214047431947,0.0,0.21251541376113892,5.890727e-05,-0.0004154435886691843
,,,,,5460,,0,20931,0.76,1.6,182,-0.21227191999999995,,,,,,,,,,
2915,-0.13030422451905907,5490,0.88,0,5490,1.26,,,,,,,0.09473738819360733,0.2,910,0.0001,-0.032120466232299805,-0.44821339249610903,0.0,0.19857586324214935,2.2468965e-05,-0.0014757055897884896
,,,,,5490,,0,21046,0.74,1.62,183,-0.23391663000000001,,,,,,,,,,
2932,-0.09393309858161956,5520,0.92,0,5520,1.22,,,,,,,0.0977775901556015,0.2,915,0.0001,0.14906448125839233,-0.43853254318237306,0.0,0.20372967422008514,5.364418e-07,0.0001350525999441743
