env/completion_counter,env/current_idx,eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,time/iterations,time/fps,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl
0,15684,-0.06938961024396122,1.18,0.94,26700,26700,,,,,,,0.0001,880,-0.07186269611120225,0.0825284868478775,0.22387516498565674,0.2,0.1910434901714325,0.0,-4.519923282231275e-05,1.1597294e-06
,,,,,26700,,89,0,40224,0.8,1.48,-0.18000255999999998,,,,,,,,,,
0,15867,-0.06972357857972383,1.26,0.9,27000,27000,,,,,,,0.0001,890,-0.07160904817283154,0.07109729200601578,0.1907268762588501,0.2,0.18340261951088904,0.0,-3.8408589508875936e-08,0.0
,,,,,27000,,90,0,40645,0.75,1.57,-0.23496788999999998,,,,,,,,,,
0,16044,-0.15351789940614252,1.36,0.84,27300,27300,,,,,,,0.0001,900,-0.07104529775679111,0.08981245756149292,0.2204117774963379,0.2,0.19310168251395227,0.0,-6.719409056161751e-05,5.6305116e-06
,,,,,27300,,91,0,41075,0.69,1.68,-0.27876933000000004,,,,,,,,,,
0,16221,-0.09133658392820507,1.28,0.88,27600,27600,,,,,,,0.0001,910,-0.0694992296397686,0.058134641498327255,0.3286062479019165,0.2,0.15717806704342366,0.0,-0.00021283086667009954,9.365031e-06
,,,,,27600,,92,0,41509,0.71,1.68,-0.25742457,,,,,,,,,,
0,16414,-0.09160904071759432,1.26,0.9,27900,27900,,,,,,,0.0001,920,-0.06786843091249466,0.0894642025232315,0.2503564953804016,0.2,0.177283301576972,0.0,1.7400859625427145e-05,1.056469e-06
,,,,,27900,,93,0,41947,0.79,1.5,-0.18880290000000002,,,,,,,,,,
0,16616,-0.02823870097286999,1.12,0.96,28200,28200,,,,,,,0.0001,930,-0.06619683541357517,0.09043232351541519,0.20718157291412354,0.2,0.17754140943288804,0.0,-0.00043429018669369766,2.3179571e-05
,,,,,28200,,94,0,42378,0.83,1.43,-0.16315304,,,,,,,,,,
0,16801,-0.02991827059071511,1.22,0.94,28500,28500,,,,,,,0.0001,940,-0.0632322620600462,0.07492270320653915,0.2502782940864563,0.2,0.15719437301158906,0.0,5.745076614402933e-05,4.1315798e-07
,,,,,28500,,95,0,42810,0.74,1.61,-0.24887152,,,,,,,,,,
0,16981,-0.09178982926532626,1.36,0.88,28800,28800,,,,,,,0.0001,950,-0.06294810194522142,0.09304184466600418,0.1526165008544922,0.2,0.1947198376059532,0.0,-0.00040682412787189647,4.807409e-05
,,,,,28800,,96,0,43225,0.77,1.6,-0.23149388999999998,,,,,,,,,,
0,17168,-0.13163393814582378,1.32,0.84,29100,29100,,,,,,,0.0001,960,-0.0630522521212697,0.10161935538053513,0.1382063627243042,0.2,0.19968007653951644,0.0,-0.00022299136531236385,5.29532e-05
,,,,,29100,,97,0,43650,0.73,1.61,-0.23628650000000004,,,,,,,,,,
0,17363,-0.027972571798600257,1.16,0.98,29400,29400,,,,,,,0.0001,970,-0.06723531447350979,0.06850661337375641,0.20076370239257812,0.2,0.18601917885243893,0.0,-1.7550083892814428e-05,8.7828375e-06
,,,,,29400,,98,0,44064,0.78,1.54,-0.18084584,,,,,,,,,,
0,17543,-0.11166502016596497,1.34,0.88,29700,29700,,,,,,,0.0001,980,-0.06838387511670589,0.1255771815776825,0.18424725532531738,0.2,0.19570258110761643,0.0,-1.7181455700798765e-05,6.6985376e-07
,,,,,29700,,99,0,44476,0.69,1.74,-0.26705949000000007,,,,,,,,,,
0,17729,-0.07008110456634313,1.22,0.92,30000,30000,,,,,,,0.0001,990,-0.06698632948100566,0.07927317917346954,0.2222306728363037,0.2,0.18252807334065438,0.0,-0.00020406648914148562,1.0853358e-05
,,,,,30000,,100,0,44882,0.71,1.67,-0.2778802,,,,,,,,,,
0,17918,-0.09213272259570658,1.3,0.9,30300,30300,,,,,,,0.0001,1000,-0.06327449530363083,0.08326856791973114,0.1792394518852234,0.2,0.19398546889424323,0.0,-0.00015391807881455223,3.0099753e-05
,,,,,30300,,101,0,45307,0.8,1.47,-0.17812561999999996,,,,,,,,,,
0,18101,-0.0692623368371278,1.18,0.94,30600,30600,,,,,,,0.0001,1010,-0.061528336443006995,0.0825435221195221,0.29335272312164307,0.2,0.16890182346105576,0.0,-6.587248555334213e-06,1.5063931e-06
,,,,,30600,,102,0,45731,0.74,1.63,-0.22507799000000003,,,,,,,,,,
0,18284,-0.19457960058934987,1.48,0.78,30900,30900,,,,,,,0.0001,1020,-0.06439043022692204,0.08877209573984146,0.2207411527633667,0.2,0.18072266802191733,0.0017223011702299118,-0.00016285406322187336,0.00011093856
,,,,,30900,,103,0,46165,0.74,1.59,-0.24786311000000003,,,,,,,,,,
0,18472,-0.04920761412475258,1.22,0.92,31200,31200,,,,,,,0.0001,1030,-0.06039964072406292,0.07875506579875946,0.2621033191680908,0.2,0.1888870783150196,0.0,-0.0002187808144796577,8.813571e-06
,,,,,31200,,104,0,46645,0.81,1.47,-0.18154013000000002,,,,,,,,,,
0,18665,-0.06947126572951674,1.14,0.94,31500,31500,,,,,,,0.0001,1040,-0.0597009789198637,0.09229958057403564,0.22588825225830078,0.2,0.17579868920147418,0.0,-0.00016209660230224188,6.3461484e-06
,,,,,31500,,105,0,47048,0.78,1.55,-0.21539871000000005,,,,,,,,,,
0,18842,-0.04891667487099767,1.2,0.92,31800,31800,,,,,,,0.0001,1050,-0.05682048089802265,0.09515189379453659,0.22726494073867798,0.2,0.18405309468507766,0.0,-0.0009367563436461057,0.00022469836
,,,,,31800,,106,0,47460,0.66,1.77,-0.27611589000000003,,,,,,,,,,
0,19031,-0.11088131431490184,1.3,0.9,32100,32100,,,,,,,0.0001,1060,-0.05987692922353745,0.08864019066095352,0.23347926139831543,0.2,0.17170271798968315,0.0034446023404598237,-0.0002748767880175862,0.002496328
,,,,,32100,,107,0,47887,0.78,1.51,-0.21856420999999998,,,,,,,,,,
0,19218,-0.11056903721299022,1.28,0.9,32400,32400,,,,,,,0.0001,1070,-0.05186292976140976,0.09954185038805008,0.17743134498596191,0.2,0.1753084436058998,0.0,-1.1072155370328573e-08,1.1641532e-10
,,,,,32400,,108,0,48300,0.76,1.57,-0.20043678999999998,,,,,,,,,,
0,19402,-0.04837026719469577,1.2,0.94,32700,32700,,,,,,,0.0001,1080,-0.05132747795432806,0.05922030285000801,0.19777607917785645,0.2,0.1856483407318592,0.0,-0.0003663090924504786,1.3698358e-05
,,,,,32700,,109,0,48699,0.74,1.61,-0.20956952,,,,,,,,,,
0,19587,-0.07099717034026981,1.26,0.94,33000,33000,,,,,,,0.0001,1090,-0.050760078243911266,0.06864636391401291,0.18961471319198608,0.2,0.18239326551556587,0.0,-9.79430783774049e-05,3.9701117e-06
,,,,,33000,,110,0,49117,0.76,1.57,-0.20950724999999998,,,,,,,,,,
0,19773,-0.07150142437778413,1.32,0.88,33300,33300,,,,,,,0.0001,1100,-0.050863503105938436,0.07928401976823807,0.30734384059906006,0.2,0.15403071865439416,0.0,-0.0004279344570186971,5.1719686e-05
,,,,,33300,,111,0,49540,0.78,1.51,-0.19227579999999997,,,,,,,,,,
0,19963,-0.04909459146670997,1.24,0.94,33600,33600,,,,,,,0.0001,1110,-0.05025115627795458,0.08422976732254028,0.2484300136566162,0.2,0.17701211124658583,0.0,-7.446952195966361e-05,5.2577816e-06
,,,,,33600,,112,0,49958,0.74,1.59,-0.21094961999999995,,,,,,,,,,
0,20138,-0.13302286678925157,1.34,0.86,33900,33900,,,,,,,0.0001,1120,-0.04785994905978441,0.06998245418071747,0.17207705974578857,0.2,0.17764804661273956,0.0,-0.0003254554534450893,1.4759495e-05
,,,,,33900,,113,0,50387,0.65,1.81,-0.2927987000000001,,,,,,,,,,
0,20323,-0.04937673985958099,1.22,0.92,34200,34200,,,,,,,0.0001,1130,-0.04518783465027809,0.09899453073740005,0.2806585431098938,0.2,0.17363326475024224,0.0,-0.0003252120441178619,1.6942737e-05
,,,,,34200,,114,0,50795,0.75,1.57,-0.18674842000000003,,,,,,,,,,
0,20519,-0.06938433452509343,1.24,0.9,34500,34500,,,,,,,0.0001,1140,-0.04366717878729105,0.11909870058298111,0.28007572889328003,0.2,0.16566508486866952,0.0,-0.00024108758913206075,1.1310796e-05
,,,,,34500,,115,0,51213,0.79,1.5,-0.19265770000000004,,,,,,,,,,
0,20710,-0.0971680059004575,1.3,0.86,34800,34800,,,,,,,0.0001,1150,-0.042066047526896,0.0859191045165062,0.2507593631744385,0.2,0.16440104320645332,0.0,-9.535376696244713e-05,4.3392647e-06
,,,,,34800,,116,0,51630,0.75,1.59,-0.21017328,,,,,,,,,,
0,20892,-0.05061681784223765,1.14,0.94,35100,35100,,,,,,,0.0001,1160,-0.04152528904378414,0.07157091051340103,0.26925724744796753,0.2,0.1631673313677311,0.0,-1.5673026690699031e-06,2.1536835e-08
,,,,,35100,,117,0,52038,0.72,1.69,-0.24039818999999998,,,,,,,,,,
0,21068,-0.10952875980641692,1.24,0.9,35400,35400,,,,,,,0.0001,1170,-0.04129777643829584,0.08577435463666916,0.12572860717773438,0.2,0.19654294848442078,0.0,2.343546247063344e-08,0.0
,,,,,35400,,118,0,52445,0.69,1.69,-0.26123405,,,,,,,,,,
0,21256,-0.03302437473088503,1.3,0.9,35700,35700,,,,,,,0.0001,1180,-0.04197767581790686,0.10076677799224854,0.11124920845031738,0.2,0.207842930406332,0.0,-4.8882171375330685e-05,3.1883828e-06
,,,,,35700,,119,0,52877,0.7,1.7,-0.27378542000000006,,,,,,,,,,
0,21424,-0.0510898708505556,1.3,0.88,36000,36000,,,,,,,0.0001,1190,-0.04180098604410887,0.0973396897315979,0.2694537043571472,0.2,0.175884672999382,0.0,-6.18014909294029e-05,2.3675384e-06
,,,,,36000,,120,0,53298,0.62,1.86,-0.31596515000000003,,,,,,,,,,
0,21629,-0.07101423859596252,1.24,0.92,36300,36300,,,,,,,0.0001,1200,-0.04031674209982157,0.08369772881269455,0.18374907970428467,0.2,0.1847745567560196,0.0,-0.00024398118842796634,1.7214334e-05
,,,,,36300,,121,0,53732,0.8,1.48,-0.22542034999999994,,,,,,,,,,
0,21827,-0.11017569170333445,1.3,0.88,36600,36600,,,,,,,0.0001,1210,-0.04109761863946915,0.06413151323795319,0.33366215229034424,0.2,0.14988043233752252,0.0009765625,-0.00019213475127521917,0.0008546588
,,,,,36600,,122,0,54157,0.77,1.57,-0.1800981,,,,,,,,,,
0,22021,-0.08918189671821893,1.2,0.9,36900,36900,,,,,,,0.0001,1220,-0.03724526688456535,0.05289389565587044,0.2268241047859192,0.2,0.16034804843366146,0.0,-0.0003111774546350254,4.5306875e-05
,,,,,36900,,123,0,54586,0.75,1.58,-0.19375990999999998,,,,,,,,,,
0,22211,-0.1745258258190006,1.4,0.84,37200,37200,,,,,,,0.0001,1230,-0.03554177675396204,0.06447285413742065,0.09877055883407593,0.2,0.176904134452343,0.0,1.9287070079343492e-05,7.566996e-09
,,,,,37200,,124,0,55043,0.78,1.5,-0.24071027999999997,,,,,,,,,,
0,22386,-0.0491842700028792,1.16,0.94,37500,37500,,,,,,,0.0001,1240,-0.035099929012358186,0.09306536614894867,0.25381165742874146,0.2,0.18522494658827782,0.0,-7.367517418157554e-05,2.9741786e-06
,,,,,37500,,125,0,55451,0.72,1.62,-0.27038047,,,,,,,,,,
0,22565,-0.027436610851436852,1.1,0.96,37800,37800,,,,,,,0.0001,1250,-0.034820443205535415,0.0823398306965828,0.2123662233352661,0.2,0.17884531542658805,0.0,-3.185709303226148e-05,2.3005996e-06
,,,,,37800,,126,0,55859,0.68,1.74,-0.29389452,,,,,,,,,,
0,22761,-0.13072348951362073,1.32,0.86,38100,38100,,,,,,,0.0001,1260,-0.037031438760459424,0.08934616297483444,0.17305350303649902,0.2,0.1901218555867672,0.001171875,-0.0007810703870344326,0.00280032
,,,,,38100,,127,0,56293,0.72,1.61,-0.21365667000000002,,,,,,,,,,
0,22952,-0.006927563725039363,1.06,1.0,38400,38400,,,,,,,0.0001,1270,-0.034567000716924666,0.060324303805828094,0.25773054361343384,0.2,0.1624200616031885,0.0,-3.0244296604964304e-05,1.8979296e-06
,,,,,38400,,128,0,56730,0.69,1.7,-0.28853005,,,,,,,,,,
0,23127,-0.15222497363109141,1.4,0.82,38700,38700,,,,,,,0.0001,1280,-0.036010098084807395,0.09253264218568802,0.281994104385376,0.2,0.1674712158739567,0.0023082386702299117,-0.0007333047638889756,0.00011169168
,,,,,38700,,129,0,57169,0.7,1.71,-0.30350106,,,,,,,,,,
0,23312,-0.11216648673638702,1.34,0.86,39000,39000,,,,,,,0.0001,1290,-0.03458398375660181,0.07720258086919785,0.2627609968185425,0.2,0.1806693322956562,0.0,-6.036857893096936e-05,5.3004e-06
,,,,,39000,,130,0,57597,0.74,1.63,-0.23899144,,,,,,,,,,
0,23500,-0.030506360279396176,1.2,0.94,39300,39300,,,,,,,0.0001,1300,-0.03351665437221527,0.08780612051486969,0.22417503595352173,0.2,0.18871135339140893,0.0,-9.476892988136143e-06,7.1153045e-07
,,,,,39300,,131,0,58019,0.77,1.59,-0.21005304,,,,,,,,,,
0,23692,-0.06840075368061661,1.2,0.9,39600,39600,,,,,,,0.0001,1310,-0.03312516026198864,0.08527819067239761,0.26350343227386475,0.2,0.17549721673130989,0.0,-3.356994726644302e-09,0.0
,,,,,39600,,132,0,58440,0.76,1.6,-0.21653232999999997,,,,,,,,,,
0,23873,-0.007697442783974111,1.12,0.96,39900,39900,,,,,,,0.0001,1320,-0.03263993132859468,0.10721190273761749,0.16847103834152222,0.2,0.1882894791662693,0.0,-9.600753600431666e-05,5.250913e-06
,,,,,39900,,133,0,58852,0.69,1.72,-0.27577476000000006,,,,,,,,,,
0,24064,-0.13335581763181836,1.46,0.82,40200,40200,,,,,,,0.0001,1330,-0.03152497885748744,0.0605308897793293,0.3254687190055847,0.2,0.15422996096313,0.0,-0.00012149213157024441,6.610295e-06
,,,,,40200,,134,0,59287,0.72,1.63,-0.22739319,,,,,,,,,,
0,24251,-0.06923152212519199,1.22,0.92,40500,40500,,,,,,,0.0001,1340,-0.031143904011696578,0.07278720289468765,0.22624027729034424,0.2,0.17496249563992022,0.0,-5.485087807066691e-07,1.21071935e-08
,,,,,40500,,135,0,59715,0.71,1.67,-0.24269512000000001,,,,,,,,,,
0,24447,-0.0917703208560124,1.3,0.88,40800,40800,,,,,,,0.0001,1350,-0.030403940193355083,0.06552407890558243,0.16998159885406494,0.2,0.188543888181448,0.0,-2.7966761792264093e-05,1.7283019e-06
,,,,,40800,,136,0,60138,0.8,1.49,-0.18215626000000004,,,,,,,,,,
0,24642,-0.008234843439422547,1.16,0.94,41100,41100,,,,,,,0.0001,1360,-0.03523056050762534,0.07198525965213776,0.3165333867073059,0.2,0.16037775091826917,0.0,-0.00010984026382834244,6.662216e-06
,,,,,41100,,137,0,60543,0.81,1.46,-0.18510928000000004,,,,,,,,,,
0,24817,-0.031781643219292166,1.2,0.92,41400,41400,,,,,,,0.0001,1370,-0.03167055267840624,0.08077573031187057,0.22890734672546387,0.2,0.1781344972550869,0.0,-0.0003011681345859607,2.7286704e-05
,,,,,41400,,138,0,60952,0.7,1.74,-0.21494404999999997,,,,,,,,,,
0,25005,-0.050923780063167216,1.18,0.94,41700,41700,,,,,,,0.0001,1380,-0.032535824738442895,0.0883476659655571,0.16594713926315308,0.2,0.19352306053042412,0.0,-3.1770796993235704e-09,0.0
,,,,,41700,,139,0,61364,0.72,1.66,-0.23802159,,,,,,,,,,
0,25182,-0.09209095706231891,1.26,0.9,42000,42000,,,,,,,0.0001,1390,-0.03295543622225523,0.059897925704717636,0.23445242643356323,0.2,0.17573368474841117,0.0,-1.2464906085085658e-08,0.0
,,,,,42000,,140,0,61799,0.77,1.61,-0.17714099,,,,,,,,,,
0,25364,-0.13658761630766095,1.36,0.86,42300,42300,,,,,,,0.0001,1400,-0.03274149876087904,0.08943583071231842,0.16868597269058228,0.2,0.20342300236225128,0.004580966010689735,-0.001992447433140132,0.002865067
,,,,,42300,,141,0,62234,0.76,1.56,-0.24505298000000003,,,,,,,,,,
0,25556,-0.0680112396273762,1.16,0.92,42600,42600,,,,,,,0.0001,1410,-0.03148223236203194,0.09021835029125214,0.2633204460144043,0.2,0.18075160309672356,0.0,-0.0001556803895667258,6.3027255e-06
,,,,,42600,,142,0,62666,0.8,1.46,-0.15183021,,,,,,,,,,
0,25760,-0.09077663521282375,1.22,0.92,42900,42900,,,,,,,0.0001,1420,-0.036758847255259755,0.062183018773794174,0.23329448699951172,0.2,0.15516936257481576,0.0,-0.00011893417280521845,8.582836e-06
,,,,,42900,,143,0,63087,0.81,1.45,-0.15621236,,,,,,,,,,
0,25948,-0.07083248748909682,1.2,0.92,43200,43200,,,,,,,0.0001,1430,-0.034599514305591585,0.08007414638996124,0.2877950668334961,0.2,0.14775132201611996,0.0,-3.879443234167112e-06,6.3097104e-08
,,,,,43200,,144,0,63499,0.7,1.68,-0.2753193300000001,,,,,,,,,,
0,26135,-0.06948615684174002,1.22,0.92,43500,43500,,,,,,,0.0001,1440,-0.03142248336225748,0.07457481324672699,0.27595680952072144,0.2,0.17863365747034549,0.0,-0.00014261438389602256,7.4370764e-06
,,,,,43500,,145,0,63938,0.74,1.62,-0.21785948000000002,,,,,,,,,,
0,26325,-0.05159736537374556,1.24,0.9,43800,43800,,,,,,,0.0001,1450,-0.03152372781187296,0.09571468830108643,0.21715134382247925,0.2,0.1764819383621216,0.0,1.4731819586444318e-08,5.355105e-09
,,,,,43800,,146,0,64354,0.8,1.5,-0.20500280999999998,,,,,,,,,,
0,26510,-0.049473360516130924,1.22,0.92,44100,44100,,,,,,,0.0001,1460,-0.03140887664631009,0.11525549739599228,0.2428978681564331,0.2,0.18722253069281578,0.0,-2.114489185998103e-05,9.95351e-07
,,,,,44100,,147,0,64790,0.75,1.62,-0.25836729,,,,,,,,,,
0,26699,-0.13319811997003853,1.34,0.84,44400,44400,,,,,,,0.0001,1470,-0.030778286419808863,0.09986894577741623,0.26436901092529297,0.2,0.1724810741841793,0.0,-5.97803390432361e-05,1.4759135e-06
,,,,,44400,,148,0,65216,0.72,1.65,-0.26325365,,,,,,,,,,
0,26888,-0.04875028043519705,1.14,0.96,44700,44700,,,,,,,0.0001,1480,-0.030435037799179554,0.06631077826023102,0.2524610757827759,0.2,0.17208512425422667,0.0,-4.6222355443248374e-05,3.638146e-05
,,,,,44700,,149,0,65644,0.74,1.63,-0.21826805999999999,,,,,,,,,,
0,27080,-0.07163962882012129,1.24,0.92,45000,45000,,,,,,,0.0001,1490,-0.030456933379173278,0.07427497953176498,0.25369715690612793,0.2,0.1681352261453867,0.0,-0.0003198157255119405,3.6854763e-05
,,,,,45000,,150,0,66069,0.75,1.6,-0.21311028,,,,,,,,,,
0,27280,-0.08946563204284758,1.26,0.88,45300,45300,,,,,,,0.0001,1500,-0.029246577899903058,0.08969428390264511,0.2470778226852417,0.2,0.1506538823246956,0.0,2.69777691905837e-06,1.839362e-08
,,,,,45300,,151,0,66488,0.76,1.53,-0.23176900999999994,,,,,,,,,,
0,27465,-0.09152566889766604,1.24,0.9,45600,45600,,,,,,,0.0001,1510,-0.02925969157367945,0.059520281851291656,0.33571451902389526,0.2,0.15938560031354426,0.0,-2.755444805657703e-08,0.0
,,,,,45600,,152,0,66918,0.77,1.59,-0.20922512,,,,,,,,,,
0,27658,-0.0893805129872635,1.22,0.92,45900,45900,,,,,,,0.0001,1520,-0.029225938580930234,0.06881360709667206,0.18089401721954346,0.2,0.16767987757921218,0.0,5.122276602875786e-10,0.0
,,,,,45900,,153,0,67347,0.75,1.59,-0.21896644,,,,,,,,,,
0,27838,-0.1339754052925855,1.32,0.86,46200,46200,,,,,,,0.0001,1530,-0.03040270823985338,0.06504601240158081,0.18028384447097778,0.2,0.17150841727852822,0.0,-5.389298942626297e-05,3.0526426e-06
,,,,,46200,,154,0,67810,0.72,1.66,-0.22227878999999998,,,,,,,,,,
0,28026,-0.11280154777690768,1.32,0.84,46500,46500,,,,,,,0.0001,1540,-0.030530352517962454,0.07336153090000153,0.2569916248321533,0.2,0.1676021359860897,0.0,-9.239260848097342e-05,6.6750217e-06
,,,,,46500,,155,0,68269,0.74,1.58,-0.22635175999999999,,,,,,,,,,
0,28206,-0.07236976232379674,1.18,0.92,46800,46800,,,,,,,0.0001,1550,-0.03203980103135109,0.09462083131074905,0.20983237028121948,0.2,0.190594232827425,0.0,-0.00021051830008183002,8.000027e-05
,,,,,46800,,156,0,68703,0.75,1.6,-0.24492347999999997,,,,,,,,,,
0,28394,-0.007358020604588091,1.06,0.98,47100,47100,,,,,,,0.0001,1560,-0.03333072979003191,0.05927111208438873,0.2739061713218689,0.2,0.1716718528419733,0.0,3.649091251389791e-09,0.0
,,,,,47100,,157,0,69130,0.76,1.63,-0.22186590000000003,,,,,,,,,,
0,28586,-0.09072443900629878,1.26,0.92,47400,47400,,,,,,,0.0001,1570,-0.03392242360860109,0.09527856111526489,0.10457712411880493,0.2,0.18351970240473747,0.0,-4.8877502245581185e-08,0.0
,,,,,47400,,158,0,69574,0.76,1.54,-0.21540348999999995,,,,,,,,,,
0,28781,-0.06833378953393549,1.18,0.94,47700,47700,,,,,,,0.0001,1580,-0.03446033764630556,0.10708045959472656,0.22482454776763916,0.2,0.18657179921865463,0.0,-0.00038497146662468394,1.7323415e-05
,,,,,47700,,159,0,69999,0.73,1.61,-0.25803882000000006,,,,,,,,,,
0,28955,-0.11145833129063248,1.28,0.88,48000,48000,,,,,,,0.0001,1590,-0.037021823972463605,0.09576909989118576,0.2763713002204895,0.2,0.17320632115006446,0.0,-8.95584926845494e-05,2.7714128e-05
,,,,,48000,,160,0,70440,0.69,1.73,-0.28797887,,,,,,,,,,
0,29145,-0.05076420250348747,1.28,0.9,48300,48300,,,,,,,0.0001,1600,-0.03871175535023212,0.05609743297100067,0.26118314266204834,0.2,0.18215199522674083,0.0,-1.920565581934319e-05,1.7688144e-06
,,,,,48300,,161,0,71014,0.79,1.53,-0.21205905000000003,,,,,,,,,,
0,29332,-0.0894528542412445,1.18,0.92,48600,48600,,,,,,,0.0001,1610,-0.03918708302080631,0.07305493205785751,0.26010817289352417,0.2,0.17771728262305259,0.0,-4.169784695307044e-09,0.0
,,,,,48600,,162,0,71537,0.71,1.7,-0.25556415,,,,,,,,,,
0,29521,-0.07000011234544218,1.26,0.92,48900,48900,,,,,,,0.0001,1620,-0.04245768878608942,0.10689221322536469,0.3243817090988159,0.2,0.16758356839418412,0.001171875,-8.62748975953842e-05,0.0006966115
,,,,,48900,,163,0,71966,0.69,1.69,-0.2806769,,,,,,,,,,
0,29719,-0.02974656453356147,1.26,0.94,49200,49200,,,,,,,0.0001,1630,-0.03940245993435383,0.09721728414297104,0.25464296340942383,0.2,0.17434918880462646,0.0,-1.0264571755902452e-06,1.3713725e-07
,,,,,49200,,164,0,72405,0.75,1.58,-0.25215564999999995,,,,,,,,,,
0,29902,-0.15554056615568698,1.38,0.84,49500,49500,,,,,,,0.0001,1640,-0.03903804775327444,0.057416535913944244,0.269197940826416,0.2,0.1611026257276535,0.0,-5.752406273213939e-05,4.6360074e-06
,,,,,49500,,165,0,72868,0.69,1.67,-0.31416856,,,,,,,,,,
0,30092,-0.09100414645858108,1.26,0.88,49800,49800,,,,,,,0.0001,1650,-0.042733524926006794,0.0864025130867958,0.3213825821876526,0.2,0.1610814191401005,0.0017223011702299118,2.9213501652081142e-05,0.00017139944
,,,,,49800,,166,0,73314,0.74,1.63,-0.21767998999999996,,,,,,,,,,
0,30260,-0.06807393215131015,1.18,0.92,50100,50100,,,,,,,0.0001,1660,-0.03967762049287558,0.05355541780591011,0.254386842250824,0.2,0.16492305174469948,0.0,-0.00019092349779055163,2.5879242e-05
,,,,,50100,,167,0,73734,0.72,1.66,-0.25151401,,,,,,,,,,
0,30454,-0.092386583997868,1.34,0.88,50400,50400,,,,,,,0.0001,1670,-0.042015676572918895,0.09114491939544678,0.13424640893936157,0.2,0.20015199705958367,0.0,-0.0004485389495544112,2.4327892e-05
,,,,,50400,,168,0,74189,0.82,1.45,-0.1445835,,,,,,,,,,
0,30643,-0.06880334658082575,1.18,0.94,50700,50700,,,,,,,0.0001,1680,-0.04317174218595028,0.07751946151256561,0.15206390619277954,0.2,0.16904238611459732,0.0017578125,-0.0008173713457805043,0.002669946
,,,,,50700,,169,0,74623,0.73,1.6,-0.26252798,,,,,,,,,,
0,30832,-0.07104167062323541,1.24,0.88,51000,51000,,,,,,,0.0001,1690,-0.043165935389697555,0.0701696053147316,0.2583433985710144,0.2,0.16376231722533702,0.0,8.915085083494035e-08,0.0
,,,,,51000,,170,0,75060,0.71,1.6,-0.25815630999999994,,,,,,,,,,
0,31016,-0.00981560154352337,1.28,0.9,51300,51300,,,,,,,0.0001,1700,-0.04394342079758644,0.06985057890415192,0.29915380477905273,0.2,0.16271330490708352,0.0,-9.052715137276568e-05,6.8470836e-06
,,,,,51300,,171,0,75494,0.67,1.73,-0.26234952,,,,,,,,,,
0,31208,-0.06797869566362351,1.16,0.94,51600,51600,,,,,,,0.0001,1710,-0.04427759535610676,0.1058175191283226,0.17223775386810303,0.2,0.1950429230928421,0.0,-0.0002987190906754922,1.5155994e-05
,,,,,51600,,172,0,75917,0.75,1.55,-0.22910756000000002,,,,,,,,,,
0,31400,-0.07186125939711928,1.28,0.88,51900,51900,,,,,,,0.0001,1720,-0.042180654034018515,0.10359877347946167,0.2328794002532959,0.2,0.177959343791008,0.0,-5.272555636537391e-09,0.0
,,,,,51900,,173,0,76345,0.76,1.55,-0.19745738000000002,,,,,,,,,,
0,31583,-0.1113969992287457,1.38,0.84,52200,52200,,,,,,,0.0001,1730,-0.04140371233224869,0.10066872090101242,0.19665491580963135,0.2,0.17890953570604323,0.0,-8.501500441617793e-05,1.9882213e-05
,,,,,52200,,174,0,76781,0.74,1.62,-0.22751028,,,,,,,,,,
0,31782,-0.11264016424771399,1.34,0.86,52500,52500,,,,,,,0.0001,1740,-0.039733505435287954,0.08863472938537598,0.2455393671989441,0.2,0.17841548845171928,0.0,-0.0002244525948873033,1.1436292e-05
,,,,,52500,,175,0,77250,0.76,1.54,-0.23399490000000003,,,,,,,,,,
0,31973,-0.06840222626458853,1.22,0.9,52800,52800,,,,,,,0.0001,1750,-0.03699200563132763,0.0744018480181694,0.2778414487838745,0.2,0.15420925468206406,0.0,-0.0001558623488313149,1.0972726e-05
,,,,,52800,,176,0,77697,0.75,1.57,-0.21785444,,,,,,,,,,
0,32181,-0.07081328814383596,1.26,0.94,53100,53100,,,,,,,0.0001,1760,-0.03548475988209247,0.08164114505052567,0.28022831678390503,0.2,0.16938192173838615,0.0,1.5061137012661874e-06,1.2572855e-08
,,,,,53100,,177,0,78140,0.83,1.4,-0.17920617,,,,,,,,,,
0,32355,-0.04849789340980351,1.16,0.96,53400,53400,,,,,,,0.0001,1770,-0.03544410914182663,0.06847653537988663,0.266498327255249,0.2,0.16527990847826005,0.0,6.80500487071356e-09,0.0
,,,,,53400,,178,0,78561,0.64,1.79,-0.39458988999999994,,,,,,,,,,
0,32542,-0.049027393581345675,1.22,0.92,53700,53700,,,,,,,0.0001,1780,-0.03498476129025221,0.11772404611110687,0.20094233751296997,0.2,0.21037266850471498,0.0,-0.00024090820912865408,5.7373407e-05
,,,,,53700,,179,0,79000,0.77,1.57,-0.22246197999999995,,,,,,,,,,
0,32716,-0.09171825320459902,1.3,0.9,54000,54000,,,,,,,0.0001,1790,-0.03326349351555109,0.0916610136628151,0.15219837427139282,0.2,0.20398739203810692,0.0,-1.0646075243592179e-07,2.3283064e-10
