env/completion_counter,env/current_idx,eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,time/iterations,time/fps,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl
,,,,,54000,,180,0,79449,0.7,1.7,-0.25520262,,,,,,,,,,
0,32900,-0.06944549812935293,1.22,0.92,54300,54300,,,,,,,0.0001,1800,-0.03267459236085415,0.06369464099407196,0.25380223989486694,0.2,0.17510251551866532,0.0,9.683638291235751e-09,0.0
,,,,,54300,,181,0,79876,0.74,1.62,-0.23783517999999998,,,,,,,,,,
0,33071,-0.09462175006978214,1.22,0.92,54600,54600,,,,,,,0.0001,1810,-0.032863340340554714,0.08595433831214905,0.10862183570861816,0.2,0.1925639294087887,0.0,-3.039568135898563e-06,2.0319765e-08
,,,,,54600,,182,0,80328,0.72,1.67,-0.27087008000000007,,,,,,,,,,
0,33247,-0.09021891998592764,1.2,0.92,54900,54900,,,,,,,0.0001,1820,-0.03288297019898891,0.10028908401727676,0.18956482410430908,0.2,0.18682366535067557,0.0,-5.624375659256664e-05,2.337535e-05
,,,,,54900,,183,0,80761,0.76,1.61,-0.17788515000000005,,,,,,,,,,
0,33436,-0.06862346736714244,1.18,0.92,55200,55200,,,,,,,0.0001,1830,-0.03379808813333511,0.07976265251636505,0.20341181755065918,0.2,0.17530362755060197,0.0,-7.368862334544702e-07,1.0477379e-09
,,,,,55200,,184,0,81187,0.8,1.51,-0.17719469999999998,,,,,,,,,,
0,33612,-0.11069157593883575,1.24,0.88,55500,55500,,,,,,,0.0001,1840,-0.034038509055972097,0.10444305092096329,0.17185550928115845,0.2,0.18706583082675934,0.0,-2.0185504531911035e-05,2.0766165e-06
,,,,,55500,,185,0,81632,0.73,1.61,-0.2349601,,,,,,,,,,
0,33801,-0.15003483744803817,1.32,0.86,55800,55800,,,,,,,0.0001,1850,-0.034284054301679134,0.07287590205669403,0.230036199092865,0.2,0.17963725849986076,0.0,-9.841037681568299e-05,3.348454e-06
,,,,,55800,,186,0,82066,0.72,1.63,-0.26656646,,,,,,,,,,
0,33990,-0.09006005734205245,1.24,0.9,56100,56100,,,,,,,0.0001,1860,-0.033539838157594204,0.09206315129995346,0.22365045547485352,0.2,0.1906132183969021,0.0,-4.495805158666322e-05,3.0880328e-06
,,,,,56100,,187,0,82495,0.78,1.53,-0.17877448999999998,,,,,,,,,,
0,34175,-0.04848378277849406,1.18,0.94,56400,56400,,,,,,,0.0001,1870,-0.03437869213521481,0.07617843151092529,0.2057046890258789,0.2,0.17651315927505493,0.0,-2.938216967507401e-08,0.0
,,,,,56400,,188,0,82926,0.7,1.68,-0.24840795000000004,,,,,,,,,,
0,34360,-0.0965161654446274,1.26,0.9,56700,56700,,,,,,,0.0001,1880,-0.03309277165681124,0.09307543933391571,0.25530099868774414,0.2,0.17620979696512223,0.0,-0.0007472849928801484,0.00012984934
,,,,,56700,,189,0,83377,0.75,1.57,-0.21797636000000004,,,,,,,,,,
0,34543,-0.049292758223600686,1.22,0.9,57000,57000,,,,,,,0.0001,1890,-0.030758679006248714,0.07123316079378128,0.2778155207633972,0.2,0.16629260927438735,0.0,-4.425781437675802e-05,1.8331053e-05
,,,,,57000,,190,0,83836,0.7,1.67,-0.26471880000000003,,,,,,,,,,
0,34726,-0.04810411472339183,1.16,0.94,57300,57300,,,,,,,0.0001,1900,-0.03196400087326765,0.0828431099653244,0.270621120929718,0.2,0.17106204479932785,0.0,-0.00022785071831279424,1.645775e-05
,,,,,57300,,191,0,84268,0.76,1.58,-0.23909449999999996,,,,,,,,,,
0,34921,-0.15427807950414718,1.42,0.8,57600,57600,,,,,,,0.0001,1910,-0.033521860092878344,0.0630713626742363,0.35537904500961304,0.2,0.14794692918658256,0.0,-0.00010281652483739024,2.5273861e-05
,,,,,57600,,192,0,84703,0.77,1.58,-0.18997966000000002,,,,,,,,,,
0,35101,-0.0688028324348852,1.16,0.94,57900,57900,,,,,,,0.0001,1920,-0.032574310526251794,0.08106990903615952,0.21282821893692017,0.2,0.1693666860461235,0.0,5.583638457817841e-07,7.7204527e-07
,,,,,57900,,193,0,85137,0.78,1.55,-0.19479857000000003,,,,,,,,,,
0,35282,-0.04750176160596311,1.1,0.96,58200,58200,,,,,,,0.0001,1930,-0.03238612581044435,0.06445853412151337,0.20780634880065918,0.2,0.18182914666831493,0.0,-2.0744725299692847e-05,3.0683586e-06
,,,,,58200,,194,0,85572,0.75,1.57,-0.21535111999999998,,,,,,,,,,
0,35485,-0.048985529211349785,1.2,0.92,58500,58500,,,,,,,0.0001,1940,-0.03184781484305858,0.06673470139503479,0.24504369497299194,0.2,0.17987019345164298,0.0,-7.960526537198475e-06,1.7827842e-06
,,,,,58500,,195,0,86030,0.77,1.55,-0.22285627000000002,,,,,,,,,,
0,35681,-0.06961951605975628,1.2,0.92,58800,58800,,,,,,,0.0001,1950,-0.031204762682318688,0.09389586746692657,0.2996476888656616,0.2,0.15386085473001004,0.0,-1.9742603488115405e-05,2.7325343e-05
,,,,,58800,,196,0,86471,0.8,1.48,-0.17112106000000005,,,,,,,,,,
0,35861,-0.1108059014705941,1.28,0.9,59100,59100,,,,,,,0.0001,1960,-0.04016106007620692,0.0744740292429924,0.308047354221344,0.2,0.15507536381483078,0.0,-0.00016788086028426407,1.5070386e-05
,,,,,59100,,197,0,86905,0.73,1.58,-0.26842909,,,,,,,,,,
0,36043,-0.11403119155205786,1.32,0.88,59400,59400,,,,,,,0.0001,1970,-0.031984694115817544,0.1033201739192009,0.20896470546722412,0.2,0.19765984788537025,0.0,-4.199166973273272e-05,3.927853e-06
,,,,,59400,,198,0,87374,0.72,1.63,-0.22970912000000002,,,,,,,,,,
0,36235,-0.09026914270129055,1.26,0.92,59700,59700,,,,,,,0.0001,1980,-0.0323197964578867,0.086149200797081,0.22353363037109375,0.2,0.1791276354342699,0.0,-0.0004475276855045784,4.4832537e-05
,,,,,59700,,199,0,87812,0.82,1.46,-0.19442424000000003,,,,,,,,,,
0,36423,-0.11021783555392176,1.28,0.86,60000,60000,,,,,,,0.0001,1990,-0.03212179597467184,0.10069435089826584,0.16597110033035278,0.2,0.19624431058764458,0.0,-0.0001852151878247277,2.4698558e-05
,,,,,60000,,200,0,88240,0.78,1.5,-0.19467775999999998,,,,,,,,,,
0,36619,-0.05025613060221076,1.24,0.92,60300,60300,,,,,,,0.0001,2000,-0.029407258611172438,0.06280864775180817,0.24014884233474731,0.2,0.17984649762511254,0.0,-4.0089204844662165e-09,0.0
,,,,,60300,,201,0,88688,0.8,1.47,-0.18016384000000002,,,,,,,,,,
0,36805,-0.047919838530942796,1.14,0.96,60600,60600,,,,,,,0.0001,2010,-0.02865750975906849,0.06707296520471573,0.19716501235961914,0.2,0.1757822170853615,0.0,-0.000264183699751297,1.9611442e-05
,,,,,60600,,202,0,89130,0.7,1.65,-0.29199700000000006,,,,,,,,,,
0,36984,-0.049284778274595736,1.2,0.92,60900,60900,,,,,,,0.0001,2020,-0.028399485722184183,0.07330743223428726,0.35820716619491577,0.2,0.15819347202777861,0.0,1.464434890774413e-06,4.1676685e-08
,,,,,60900,,203,0,89595,0.69,1.7,-0.30512691000000003,,,,,,,,,,
0,37167,-0.029962412072345613,1.18,0.96,61200,61200,,,,,,,0.0001,2030,-0.02843463756144047,0.086835578083992,0.1919500231742859,0.2,0.19920509830117225,0.0,1.2862834752880303e-08,0.0
,,,,,61200,,204,0,90051,0.71,1.65,-0.25416522,,,,,,,,,,
0,37353,-0.04913832833059132,1.2,0.92,61500,61500,,,,,,,0.0001,2040,-0.028595546539872885,0.09294948726892471,0.2865810990333557,0.2,0.17083166167140007,0.0,-4.4348016632911326e-05,3.9655292e-06
,,,,,61500,,205,0,90515,0.71,1.64,-0.22978549999999998,,,,,,,,,,
0,37540,-0.0479156858753413,1.12,0.96,61800,61800,,,,,,,0.0001,2050,-0.029237270727753638,0.049066461622714996,0.2449149489402771,0.2,0.1724513579159975,0.0,1.9717580324041252e-08,0.0
,,,,,61800,,206,0,90983,0.67,1.74,-0.27572308,,,,,,,,,,
0,37727,-0.15229556391946972,1.34,0.84,62100,62100,,,,,,,0.0001,2060,-0.029307166300714015,0.06510285288095474,0.18323969841003418,0.2,0.18204680308699608,0.0,-1.538073490583436e-05,6.253831e-07
,,,,,62100,,207,0,91485,0.71,1.66,-0.29066622999999997,,,,,,,,,,
0,37911,-0.08906568157020957,1.22,0.9,62400,62400,,,,,,,0.0001,2070,-0.028833202552050352,0.07291177660226822,0.2557063102722168,0.2,0.1803154952824116,0.0,-9.882911565650688e-06,1.4541438e-06
,,,,,62400,,208,0,91967,0.77,1.55,-0.26445596000000005,,,,,,,,,,
0,38095,-0.11107678888365627,1.26,0.9,62700,62700,,,,,,,0.0001,2080,-0.028444366250187158,0.0982680469751358,0.27155601978302,0.2,0.18404689505696298,0.0,-3.6961863347784175e-09,0.0
,,,,,62700,,209,0,92420,0.74,1.61,-0.24882688000000003,,,,,,,,,,
0,38285,-0.08949528017546982,1.22,0.92,63000,63000,,,,,,,0.0001,2090,-0.028378192335367203,0.05992778763175011,0.33650028705596924,0.2,0.16360146962106228,0.0,5.700117355900147e-09,0.0
,,,,,63000,,210,0,92874,0.81,1.56,-0.16201232999999998,,,,,,,,,,
0,38473,-0.15119229142554105,1.34,0.86,63300,63300,,,,,,,0.0001,2100,-0.03197824815288186,0.05523310601711273,0.13030195236206055,0.2,0.1707206428050995,0.0,-3.6937773057799106e-05,4.0655723e-06
,,,,,63300,,211,0,93357,0.76,1.58,-0.20335457,,,,,,,,,,
0,38651,-0.06968114325776696,1.18,0.92,63600,63600,,,,,,,0.0001,2110,-0.02835903810337186,0.09084941446781158,0.16287344694137573,0.2,0.18044365122914313,0.0,9.17352762641599e-09,0.0
,,,,,63600,,212,0,93804,0.75,1.62,-0.24829808,,,,,,,,,,
0,38846,-0.07232830618042499,1.26,0.92,63900,63900,,,,,,,0.0001,2120,-0.02872060900554061,0.08834075927734375,0.2685697078704834,0.2,0.1794577158987522,0.0,-5.257878557043405e-05,7.935334e-06
,,,,,63900,,213,0,94594,0.77,1.52,-0.22506383999999996,,,,,,,,,,
0,39024,-0.04842675586231053,1.22,0.94,64200,64200,,,,,,,0.0001,2130,-0.029269982315599918,0.07677190750837326,0.23136645555496216,0.2,0.17688212767243386,0.0,-0.00021083209377041888,1.4566234e-05
,,,,,64200,,214,0,95052,0.7,1.68,-0.24807144999999997,,,,,,,,,,
0,39200,-0.04844082383438945,1.18,0.92,64500,64500,,,,,,,0.0001,2140,-0.027928366884589197,0.09004304558038712,0.2069050669670105,0.2,0.1911659672856331,0.0,4.432248679187012e-09,0.0
,,,,,64500,,215,0,95518,0.73,1.65,-0.26675127000000004,,,,,,,,,,
0,39389,-0.02805182709824294,1.12,0.96,64800,64800,,,,,,,0.0001,2150,-0.027651184890419244,0.07778523862361908,0.31929558515548706,0.2,0.16541218385100365,0.0,-1.0181853376867166e-06,6.6822395e-08
,,,,,64800,,216,0,95999,0.78,1.51,-0.15671131000000002,,,,,,,,,,
0,39567,-0.03118210086133331,1.2,0.96,65100,65100,,,,,,,0.0001,2160,-0.02639724388718605,0.08274760097265244,0.212263286113739,0.2,0.17249697744846343,0.00078125,-0.0010120724814686622,9.651296e-05
,,,,,65100,,217,0,96474,0.62,1.86,-0.34273176,,,,,,,,,,
0,39752,-0.10963447738438845,1.28,0.88,65400,65400,,,,,,,0.0001,2170,-0.025291638635098933,0.07392924278974533,0.3456060290336609,0.2,0.15732444897294046,0.0,-8.803300132651515e-05,2.0512136e-05
,,,,,65400,,218,0,96954,0.71,1.65,-0.25734479,,,,,,,,,,
0,39951,-0.04816224915441126,1.14,0.96,65700,65700,,,,,,,0.0001,2180,-0.025379412900656463,0.050308771431446075,0.34901100397109985,0.2,0.16101564206182956,0.0,-3.061616708626147e-05,2.769404e-06
,,,,,65700,,219,0,97414,0.7,1.7,-0.27892498,,,,,,,,,,
0,40151,-0.02813393851276487,1.12,0.96,66000,66000,,,,,,,0.0001,2190,-0.023362937662750483,0.07403196394443512,0.27299410104751587,0.2,0.16191476732492446,0.0,-0.000400703564743754,3.5212957e-05
,,,,,66000,,220,0,97893,0.83,1.46,-0.15806515000000002,,,,,,,,,,
0,40345,-0.06980704109184444,1.14,0.94,66300,66300,,,,,,,0.0001,2200,-0.02070726631209254,0.09812039136886597,0.036711156368255615,0.2,0.18425075486302375,0.0024680398404598237,-0.0016582053769854,6.6315755e-05
,,,,,66300,,221,0,98361,0.82,1.46,-0.15566405999999997,,,,,,,,,,
0,40534,-0.028878161022439598,1.16,0.96,66600,66600,,,,,,,0.0001,2210,-0.018893115036189557,0.062215499579906464,0.18810254335403442,0.2,0.16253446862101556,0.0,-6.534957157544596e-06,6.505288e-07
,,,,,66600,,222,0,98817,0.75,1.57,-0.25311308,,,,,,,,,,
