env/current_idx,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/success_rate,env/n_steps,time/fps,env/completion_counter,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,eval/success_rate,eval/mean_reward,eval/mean_ep_length
2530,4361,1.26,-0.040794180000000006,119,3570,0.96,3570,0,0,0.001,-0.0009360662126498553,-0.14510651677846909,-127.26545715332031,0.004425865598022938,6.141663e-05,1180,0.2,0.05960659170523286,0.0,,,
2550,4395,1.25,-0.050065910000000005,120,3600,0.96,3600,0,0,0.001,-0.00014880120816087583,-0.11658450439572335,-22.13275718688965,-0.00020194306853227317,1.32521e-06,1190,0.2,0.0020712877623736857,0.0,,,
2572,4429,1.27,-0.061777179999999994,121,3630,0.95,3630,0,0,0.001,-0.003861354253604077,-0.1605810597538948,-0.00897216796875,0.07119740545749664,0.0016258319,1200,0.2,0.21098924577236175,0.006666667014360428,,,
2597,4462,1.28,-0.07191886999999998,122,3660,0.94,3660,0,0,0.001,-0.0005774718643321242,-0.11606967300176621,0.024530410766601562,0.07716196775436401,2.198418e-05,1210,0.2,0.18756857216358186,0.0,,,
2620,4507,1.32,-0.09197371,123,3690,0.92,3690,0,0,0.001,-0.0013334757233192107,-0.1727045953273773,0.06393444538116455,0.04277246072888374,0.009797869,1220,0.2,0.09974393993616104,0.026666668057441712,,,
2642,4543,1.34,-0.10201003,124,3720,0.91,3720,0,0,0.001,-0.005736140798156342,-0.1744151830673218,0.4023570418357849,0.01759031042456627,0.018184802,1230,0.2,0.08199812509119511,0.026666668057441712,,,
2668,4576,1.24,-0.06900323,125,3750,0.94,3750,0,0,0.001,-0.0015068993019911048,-0.14701337665319442,0.14006966352462769,0.03741777688264847,0.0066523175,1240,0.2,0.1185729295015335,0.023333334550261497,,,
2692,4612,1.3,-0.08130585,126,3780,0.93,3780,0,0,0.001,-0.00048712680734750433,-0.13179652988910676,0.4670568108558655,0.00835128128528595,2.8192997e-06,1250,0.2,0.04021854065358639,0.0,,,
2712,4645,1.32,-0.09185716000000001,127,3810,0.92,3810,0,0,0.001,-0.00014801979015217627,-0.11361815556883811,0.6038565635681152,0.013327649794518948,1.8755595e-06,1260,0.2,0.03908891025930643,0.0,,,
2730,4678,1.39,-0.11262912000000001,128,3840,0.89,3840,0,0,0.001,-0.006797665790654684,-0.12285900339484215,-0.004096031188964844,0.07627667486667633,0.003624044,1270,0.2,0.22638556510210037,0.013333334028720856,,,
2759,4712,1.29,-0.08162557999999999,129,3870,0.92,3870,0,0,0.001,-7.456739661098055e-05,-0.06844787374138832,0.07584810256958008,0.06243189424276352,3.9776164e-06,1280,0.2,0.17071519643068314,0.0,,,
2784,4746,1.29,-0.07992060999999999,130,3900,0.92,3900,0,0,0.001,-1.5715759765555503e-06,-0.06570390686392784,-298.1755676269531,0.011121348477900028,4.4902166e-07,1290,0.2,0.07319204481318593,0.0,,,
2806,4780,1.26,-0.06928357,131,3930,0.93,3930,0,0,0.001,-1.4609098381157537e-05,-0.06180267110466957,0.4503059387207031,0.015917321667075157,7.947286e-09,1300,0.2,0.08519328497350216,0.0,,,
2832,4815,1.18,-0.038396,132,3960,0.96,3960,0,0,0.001,-1.5766024366037357e-05,-0.05753847248852253,0.5165728330612183,0.018781617283821106,2.7815501e-08,1310,0.2,0.06778236664831638,0.0,,,
2853,4847,1.26,-0.06921457000000002,133,3990,0.93,3990,0,0,0.001,-4.3439466683814486e-05,-0.05721196494996548,-84.82709503173828,0.002773997839540243,4.3710074e-08,1320,0.2,0.017797867907211183,0.0,,,
2875,4881,1.28,-0.059635749999999994,134,4020,0.93,4020,0,0,0.001,-0.007967442098694733,-0.04979392737150192,0.3424983024597168,0.05782080441713333,0.006306422,1330,0.2,0.1548218086361885,0.020000001043081285,,,
2895,4915,1.34,-0.07283154,135,4050,0.91,4050,0,0,0.001,-0.00230885241917953,-0.041784954443573954,-1.2202630043029785,0.010987857356667519,0.001084292,1340,0.2,0.16635272651910782,0.003333333507180214,,,
2915,4947,1.39,-0.08362734,136,4080,0.9,4080,0,0,0.001,-0.012637143308917765,-0.09140324369072914,0.65500408411026,-0.0026671430096030235,0.015986037,1350,0.2,0.04671455416828394,0.026666668057441712,,,
2938,4983,1.44,-0.10398161000000003,137,4110,0.89,4110,0,0,0.001,-7.76410111633652e-06,-0.03217176795005798,0.12300258874893188,0.07370441406965256,3.973643e-09,1360,0.2,0.17005773186683654,0.0,,,
2961,5017,1.39,-0.0833241,138,4140,0.91,4140,0,0,0.001,-4.5001506734365646e-07,-0.031187495216727257,-0.022883892059326172,0.06751484423875809,0.0,1370,0.2,0.18041141033172609,0.0,,,
2982,5051,1.41,-0.10700109000000001,139,4170,0.91,4170,0,0,0.001,-5.429983138682815e-07,-0.02948593460023403,0.4797055721282959,0.01957920379936695,0.0,1380,0.2,0.04827132783830166,0.0,,,
3011,5085,1.26,-0.06261908000000001,140,4200,0.95,4200,0,0,0.001,-1.922249801111775e-06,-0.030327725410461425,0.21167463064193726,0.04186508432030678,0.0,1390,0.2,0.13056864812970162,0.0,,,
3028,5116,1.3,-0.07542167999999999,141,4230,0.94,4230,0,0,0.001,-1.2755393914432033e-07,-0.030606329254806042,-394.2300109863281,0.014806156978011131,0.0,1400,0.2,0.03273103516548872,0.0,,,
3048,5163,1.4,-0.10712176999999996,142,4260,0.91,4260,0,0,0.001,-8.839368842217255e-07,-0.031205599568784236,0.10374540090560913,0.08048716187477112,0.0,1410,0.2,0.2925613522529602,0.0,,,
3069,5196,1.39,-0.11766134,143,4290,0.9,4290,0,0,0.001,-0.017269438933581148,-0.20891996026039122,0.4553607106208801,0.02481808327138424,0.007577556,1420,0.2,0.15881224796175958,0.046666669100522994,,,
3094,5231,1.38,-0.10425038000000003,144,4320,0.91,4320,0,0,0.001,-3.4010907354442564e-06,-0.03093591295182705,0.668871283531189,0.035278741270303726,0.0,1430,0.2,0.07650862261652946,0.0,,,
3117,5274,1.42,-0.11695199,145,4350,0.89,4350,0,0,0.001,-1.955389961025844e-05,-0.0397266149520874,0.3341441750526428,0.01946488581597805,2.3126602e-06,1440,0.2,0.05839398019015789,0.0,,,
3136,5306,1.39,-0.09584679000000003,146,4380,0.9,4380,0,0,0.001,-4.803141004927625e-07,-0.0316540140658617,0.20789951086044312,0.033335283398628235,0.0,1450,0.2,0.09280798137187958,0.0,,,
3155,5339,1.39,-0.08553762000000001,147,4410,0.91,4410,0,0,0.001,-0.010065334332951537,-0.03997342996299267,0.3921571373939514,0.03947536274790764,0.0070706485,1460,0.2,0.11881173402070999,0.020000001043081285,,,
3181,5377,1.38,-0.08462804,148,4440,0.91,4440,0,0,0.001,-3.328601542946785e-05,-0.01971427071839571,0.3531336188316345,0.04638808220624924,4.4504802e-07,1470,0.2,0.1174669586122036,0.0,,,
3210,5413,1.27,-0.06114026,149,4470,0.94,4470,0,0,0.001,3.1709671457491593e-07,-0.014663411490619182,0.5893465280532837,0.010640944354236126,0.0,1480,0.2,0.03520713578909636,0.0,,,
3232,5450,1.28,-0.06960367,150,4500,0.94,4500,0,0,0.001,-0.001031581657783498,-0.07315065786242485,-1398.3109130859375,0.0015384620055556297,0.014714318,1490,0.2,0.013939138920977711,0.023333334550261497,,,
3257,5490,1.17,-0.049821290000000004,151,4530,0.96,4530,0,0,0.001,-5.302826544095752e-07,-0.013493783306330442,0.09553360939025879,0.06230441853404045,0.0,1500,0.2,0.1506359286606312,0.0,,,
3275,5532,1.23,-0.06448132000000001,152,4560,0.94,4560,0,0,0.001,-4.835923485657645e-07,-0.013119693659245969,0.5734602212905884,0.017591135576367378,0.0,1510,0.2,0.05594574175775051,0.0,,,
3294,5564,1.34,-0.08602071999999998,153,4590,0.92,4590,0,0,0.001,-1.7702579437894884e-07,-0.013023755885660649,0.290610671043396,0.04929380491375923,0.0,1520,0.2,0.1405117355287075,0.0,,,
3315,5603,1.37,-0.08653765,154,4620,0.92,4620,0,0,0.001,-2.2347768396713263e-06,-0.01431181412190199,-0.5530680418014526,0.05630411580204964,0.0,1530,0.2,0.1453665614128113,0.0,,,
3345,5638,1.36,-0.08704115,155,4650,0.92,4650,0,0,0.001,-7.947285903142642e-07,-0.014052017033100129,0.2931200861930847,0.035940635949373245,0.0,1540,0.2,0.09500438123941421,0.0,,,
3365,5670,1.37,-0.07427896,156,4680,0.93,4680,0,0,0.001,-0.006710205155735593,-0.06742175929248333,0.749975323677063,-0.0032711229287087917,0.049123764,1550,0.2,0.014160422375425696,0.026666668057441712,,,
3392,5708,1.24,-0.04012365000000001,157,4710,0.96,4710,0,0,0.001,-3.0116239892130637e-06,-0.013334018737077713,0.151885986328125,0.03239899501204491,0.0,1560,0.2,0.08395547270774842,0.0,,,
3415,5742,1.23,-0.05054237,158,4740,0.95,4740,0,0,0.001,-0.011858073856371165,-0.058468515798449514,-106.16190338134766,-0.007014806382358074,0.0036832213,1570,0.2,0.01819118778221309,0.023333334550261497,,,
3435,5776,1.3,-0.07160552999999999,159,4770,0.93,4770,0,0,0.001,-0.006899771339570648,-0.018722094502300023,0.10335016250610352,0.06078825145959854,0.0031630814,1580,0.2,0.18588225096464156,0.01666666753590107,,,
3455,5808,1.35,-0.09326859999999998,160,4800,0.91,4800,0,0,0.001,-8.155902113671232e-07,-0.010185210593044757,0.33496326208114624,0.04913255199790001,3.973643e-09,1590,0.2,0.13552007153630258,0.0,,,
3479,5842,1.33,-0.10293231999999998,161,4830,0.91,4830,0,0,0.001,-8.046627032243237e-07,-0.009046268090605736,0.3904566764831543,0.03731350228190422,0.0,1600,0.2,0.11052522584795951,0.0,,,
3501,5878,1.37,-0.11334315999999997,162,4860,0.9,4860,0,0,0.001,-0.001993503021852483,-0.13302338421344756,0.28159141540527344,0.01541577186435461,0.03559695,1610,0.2,0.06667953878641128,0.026666668057441712,,,
3517,5922,1.48,-0.12488831999999998,163,4890,0.87,4890,0,0,0.001,-0.002196555126574751,-0.06706899963319302,0.7764879465103149,0.0027250053826719522,0.015766824,1620,0.2,0.03216992570087314,0.023333334550261497,,,
3542,5955,1.4,-0.09260225000000002,164,4920,0.9,4920,0,0,0.001,-0.001605327327657946,-0.008167883893474937,0.18304216861724854,0.015207057818770409,0.0026273131,1630,0.2,0.08899479359388351,0.013333334028720856,,,
3567,5989,1.33,-0.07312489,165,4950,0.92,4950,0,0,0.001,-2.016226410894717e-06,-0.007518282067030669,-0.18255794048309326,0.043543554842472076,7.947286e-09,1640,0.2,0.10867874845862388,0.0,,,
3590,6020,1.32,-0.07247690999999999,166,4980,0.92,4980,0,0,0.001,5.088249919182886e-07,-0.006424484727904201,0.1408025026321411,0.048700932413339615,0.0,1650,0.2,0.10662361234426498,0.0,,,
3614,6054,1.23,-0.05113912000000001,167,5010,0.94,5010,0,0,0.001,-5.12003905228653e-07,-0.006346688186749816,0.34887492656707764,0.03797532245516777,0.0,1660,0.2,0.09981174170970916,0.0,,,
3636,6086,1.23,-0.06206524000000001,168,5040,0.94,5040,0,0,0.001,5.255142827564896e-08,-0.006461382051929832,0.5826504230499268,0.005343002267181873,0.0,1670,0.2,0.0234277730807662,0.0,,,
3664,6119,1.22,-0.06001157,169,5070,0.94,5070,0,0,0.001,-4.112720484172883e-08,-0.0057542060501873495,0.48116713762283325,0.006044371053576469,0.0,1680,0.2,0.04111168496310711,0.0,,,
3686,6165,1.27,-0.0609243,170,5100,0.94,5100,0,0,0.001,-0.0019622022705153342,-0.03522240165621042,0.4860870838165283,0.002950563095510006,0.033590715,1690,0.2,0.017847599647939204,0.026666668057441712,,,
3710,6201,1.27,-0.07091173,171,5130,0.94,5130,0,0,0.001,-1.966933404666804e-05,-0.007711004000157118,0.44132643938064575,0.006371502298861742,1.9868216e-08,1700,0.2,0.0294910310767591,0.0,,,
3733,6234,1.26,-0.06069809,172,5160,0.95,5160,0,0,0.001,-2.545118348962205e-07,-0.005673764878883958,0.6653192639350891,0.014327362179756165,0.0,1710,0.2,0.04505708515644073,0.0,,,
3759,6274,1.27,-0.050819029999999994,173,5190,0.96,5190,0,0,0.001,1.318256059867906e-07,-0.005735176056623459,-0.28384363651275635,0.041997186839580536,0.0,1720,0.2,0.1205805279314518,0.0,,,
3779,6317,1.29,-0.061180149999999996,174,5220,0.94,5220,0,0,0.001,-3.9140383645275276e-08,-0.005756223760545254,-184.48342895507812,0.0017909621819853783,0.0,1730,0.2,0.00985668059438467,0.0,,,
3803,6350,1.25,-0.05098320999999999,175,5250,0.95,5250,0,0,0.001,7.450580730150591e-09,-0.005649749655276537,0.31689244508743286,0.050242044031620026,0.0,1740,0.2,0.13433830291032792,0.0,,,
3824,6391,1.31,-0.08531272,176,5280,0.92,5280,0,0,0.001,-5.3842863234621066e-08,-0.005690294736996293,0.5130008459091187,0.029009899124503136,0.0,1750,0.2,0.08197143375873565,0.0,,,
3850,6434,1.3,-0.07469283,177,5310,0.92,5310,0,0,0.001,-3.3775965624371904e-08,-0.005489309877157211,0.6759992837905884,0.027868306264281273,0.0,1760,0.2,0.07087240219116211,0.0,,,
3870,6478,1.36,-0.09585226999999998,178,5340,0.9,5340,0,0,0.001,-0.00035663514970414313,-0.062335993722081186,0.018205642700195312,0.007280158810317516,0.021716168,1770,0.2,0.01911328649148345,0.026666668057441712,,,
3892,6516,1.33,-0.07469833000000001,179,5370,0.93,5370,0,0,0.001,1.3331571988572932e-07,-0.005758137116208673,0.3402734398841858,0.05953912064433098,0.0,1780,0.2,0.14135485142469406,0.0,,,
3913,6549,1.35,-0.061798160000000005,180,5400,0.93,5400,0,0,0.001,-3.1063954473165014e-07,-0.006069809151813388,-48.02237319946289,0.009578345343470573,0.0,1790,0.2,0.07277999948710204,0.0,,,
3936,6583,1.36,-0.07265589000000001,181,5430,0.93,5430,0,0,0.001,-3.635883332187006e-08,-0.00577086340636015,0.2202278971672058,0.037859342992305756,0.0,1800,0.2,0.10919736251235009,0.0,,,
3962,6617,1.32,-0.05212673999999998,182,5460,0.95,5460,0,0,0.001,-3.933906487230132e-08,-0.005664481408894062,0.3636302947998047,0.044548843055963516,0.0,1810,0.2,0.09707543179392815,0.0,,,
3985,6655,1.29,-0.05112291999999998,183,5490,0.94,5490,0,0,0.001,-4.390875247839432e-08,-0.005649121152237058,-35.17043685913086,0.00895475223660469,0.0,1820,0.2,0.040380165167152884,0.0,,,
4001,6686,1.38,-0.08213106999999997,184,5520,0.9,5520,0,0,0.001,-6.814797846033115e-08,-0.005749581241980195,0.00535273551940918,0.04308607056736946,0.0,1830,0.2,0.13061591163277625,0.0,,,
4027,6722,1.32,-0.0615221,185,5550,0.93,5550,0,0,0.001,-2.7716159944901618e-08,-0.005721250222995878,-0.1960277557373047,0.09633618593215942,0.0,1840,0.2,0.22439550310373307,0.0,,,
4051,6757,1.31,-0.05136315,186,5580,0.93,5580,0,0,0.001,-0.01762380612082808,-0.06358765661716462,-0.8142963647842407,-0.019073165953159332,0.009243453,1850,0.2,0.06988342124968767,0.026666668057441712,,,
4076,6791,1.29,-0.05164097000000001,187,5610,0.94,5610,0,0,0.001,-0.011431719511747396,-0.05385560356080532,-18.802648544311523,-0.0097647774964571,0.15838276,1860,0.2,0.010624746629036962,0.030000001564621924,,,
4097,6830,1.24,-0.04125772,188,5640,0.96,5640,0,0,0.001,3.0336777035699926e-05,-0.008677874971181155,0.17766785621643066,0.033856749534606934,1.7881393e-07,1870,0.2,0.08384019136428833,0.0,,,
4116,6862,1.34,-0.0728781,189,5670,0.93,5670,0,0,0.001,6.412466360572466e-07,-0.006273690378293395,-0.12002086639404297,0.054480306804180145,0.0,1880,0.2,0.11714194491505622,0.0,,,
4142,6902,1.32,-0.07150464,190,5700,0.94,5700,0,0,0.001,-0.0010333028454137861,-0.05849075205624103,0.1310955286026001,0.09028104692697525,0.0013350408,1890,0.2,0.2119624599814415,0.010000000521540642,,,
4163,6938,1.35,-0.08214779,191,5730,0.93,5730,0,0,0.001,-3.483196013576162e-05,-0.010734332911670207,-7.943018913269043,0.040811687707901,2.2252401e-07,1900,0.2,0.1778710387647152,0.0,,,
4187,6974,1.36,-0.08207992999999998,192,5760,0.92,5760,0,0,0.001,-7.947285407539085e-09,-0.00593192451633513,0.21889656782150269,0.05603870749473572,0.0,1910,0.2,0.135312257707119,0.0,,,
4211,7014,1.3,-0.06100034,193,5790,0.94,5790,0,0,0.001,-0.006636224040218153,-0.10964757651090622,-18.466005325317383,-0.0036242944188416004,0.006291163,1920,0.2,0.0462423519231379,0.04000000059604645,,,
4233,7046,1.33,-0.06134213999999998,194,5820,0.93,5820,0,0,0.001,-0.00011810531460323403,-0.048951638489961626,0.4231666922569275,0.04182439669966698,0.0002195716,1930,0.2,0.13237768411636353,0.0,,,
4255,7084,1.31,-0.06115042000000001,195,5850,0.92,5850,0,0,0.001,-5.231872248678826e-06,-0.008565299771726131,0.7022279500961304,0.008758539333939552,3.1789146e-08,1940,0.2,0.03414831385016441,0.0,,,
4279,7117,1.31,-0.07155608,196,5880,0.91,5880,0,0,0.001,-1.4287729888096123e-07,-0.006138218240812421,-0.23810970783233643,0.05024782568216324,0.0,1950,0.2,0.12877945154905318,0.0,,,
4308,7150,1.23,-0.05018119000000001,197,5910,0.94,5910,0,0,0.001,-1.4086564164017546e-07,-0.006086870515719056,0.3052506446838379,0.032221388071775436,0.0,1960,0.2,0.09771974831819534,0.0,,,
4329,7187,1.27,-0.07133704000000002,198,5940,0.92,5940,0,0,0.001,-4.276633269739705e-08,-0.005793179804459214,-286.9581298828125,0.005330545827746391,0.0,1970,0.2,0.013422830868512392,0.0,,,
4348,7220,1.32,-0.07180245000000002,199,5970,0.93,5970,0,0,0.001,-7.907549717245388e-08,-0.006040808651596308,0.19243305921554565,0.07601816952228546,0.0,1980,0.2,0.2239898920059204,0.0,,,
4373,,,,,6000,,6000,,0,0.001,-3.380080175752198e-08,-0.0066341005731374025,0.10989338159561157,0.055073752999305725,0.0,1990,0.2,0.21550983861088752,0.0,0.91,-0.10631233586231247,1.39
,7417,1.26,-0.050316990000000006,200,6000,0.95,,0,,,,,,,,,,,,,,
4399,7454,1.29,-0.05085725,201,6030,0.95,6030,0,0,0.001,-5.436837658479021e-06,-0.0072855127044022085,-33.699256896972656,0.0161196980625391,1.39077505e-08,2000,0.2,0.038205812498927114,0.0,,,
4416,7488,1.36,-0.06217796,202,6060,0.93,6060,0,0,0.001,-0.00211953341029556,-0.011729996465146542,-5.067848205566406,0.0005593216046690941,0.030160908,2010,0.2,0.012181254307506606,0.026666668057441712,,,
4438,7527,1.33,-0.05078525000000001,203,6090,0.94,6090,0,0,0.001,-1.5083154088202377e-05,-0.006675347406417132,0.09886497259140015,0.07298080623149872,4.3710074e-08,2020,0.2,0.1529861256480217,0.0,,,
4457,7560,1.41,-0.08275415999999998,204,6120,0.91,6120,0,0,0.001,-1.1812051229753707e-05,-0.00933427019044757,0.051488518714904785,0.06056191027164459,1.947085e-07,2030,0.2,0.12376820221543312,0.0,,,
4481,7594,1.4,-0.09293362,205,6150,0.91,6150,0,0,0.001,-5.352497161936754e-07,-0.005480265943333507,0.24940615892410278,0.0729152038693428,0.0,2040,0.2,0.1836930051445961,0.0,,,
4507,7630,1.37,-0.10239123,206,6180,0.91,6180,0,0,0.001,-9.139378933653575e-08,-0.005241296626627446,0.2625432014465332,0.04525957256555557,0.0,2050,0.2,0.1486896976828575,0.0,,,
4533,7664,1.28,-0.08121066999999998,207,6210,0.93,6210,0,0,0.001,-0.003291402283745537,-0.04830705113708973,0.33407121896743774,0.023458443582057953,0.008094919,2060,0.2,0.07057225964963436,0.026666668057441712,,,
4559,7699,1.18,-0.04886227,208,6240,0.96,6240,0,0,0.001,-1.6018748221213742e-07,-0.007722056889906526,0.43384718894958496,0.0222784336656332,0.0,2070,0.2,0.05749081075191498,0.0,,,
4585,7733,1.16,-0.048561410000000006,209,6270,0.96,6270,0,0,0.001,-1.927216848329749e-08,-0.005283582815900445,0.3458981513977051,0.013302326202392578,0.0,2080,0.2,0.05189921166747809,0.0,,,
4607,7765,1.19,-0.03898612,210,6300,0.97,6300,0,0,0.001,-1.5646218951559376e-07,-0.005459280870854855,0.30921268463134766,0.013615092262625694,0.0,2090,0.2,0.0542789438739419,0.0,,,
4635,7799,1.15,-0.018335249999999997,211,6330,0.98,6330,0,0,0.001,-1.2437502485695973e-07,-0.005578701756894589,-9.587231636047363,0.013572084717452526,0.0,2100,0.2,0.045906496793031694,0.0,,,
4660,7838,1.19,-0.01893917,212,6360,0.97,6360,0,0,0.001,-4.827976169963222e-08,-0.005238839611411095,-134.5014190673828,0.0012633028673008084,0.0,2110,0.2,0.003684715775307268,0.0,,,
4686,7870,1.19,-0.018664389999999996,213,6390,0.97,6390,0,0,0.001,-0.0018019030371213773,-0.006288107531145215,-0.9972102642059326,-0.0024145743809640408,0.0050635994,2120,0.2,0.0007233718730276451,0.020000001043081285,,,
4710,7906,1.16,-0.02823098999999999,214,6420,0.97,6420,0,0,0.001,7.939338649620709e-07,-0.007602677121758461,0.1656661033630371,0.03156418353319168,0.0,2130,0.2,0.08067696169018745,0.0,,,
4730,7939,1.25,-0.04998818,215,6450,0.95,6450,0,0,0.001,-0.0008824835299553246,-0.014002746902406216,0.400174081325531,0.010616312734782696,6.641547e-05,2140,0.2,0.04556997194886207,0.0,,,
4751,7977,1.33,-0.07144153,216,6480,0.93,6480,0,0,0.001,-3.2544135359913183e-07,-0.00783445630222559,0.4107651114463806,0.028355838730931282,0.0,2150,0.2,0.09112798981368542,0.0,,,
4770,8012,1.37,-0.08224541000000002,217,6510,0.93,6510,0,0,0.001,3.566344641825481e-08,-0.008076677564531565,-0.1321803331375122,0.04701108857989311,0.0,2160,0.2,0.15640357360243798,0.0,,,
4795,8045,1.41,-0.08268725999999998,218,6540,0.92,6540,0,0,0.001,-5.0043066357474686e-08,-0.00922208297997713,-0.30642449855804443,0.049187976866960526,0.0,2170,0.2,0.15782542079687117,0.0,,,
4824,8079,1.3,-0.05077203000000001,219,6570,0.95,6570,0,0,0.001,-6.000200882816387e-08,-0.008221767749637366,-47.89183044433594,0.008546249940991402,0.0,2180,0.2,0.03140813121572137,0.0,,,
4852,8114,1.19,-0.028941339999999992,220,6600,0.97,6600,0,0,0.001,-1.3848146096506753e-07,-0.008088953327387571,-1610.510009765625,0.003025664482265711,0.0,2190,0.2,0.010692419111728668,0.0,,,
4875,8147,1.13,-0.017820139999999998,221,6630,0.98,6630,0,0,0.001,-0.00617230982364454,-0.006449158163741231,-177.50320434570312,-0.006900483276695013,0.013181373,2200,0.2,0.0028287049266509713,0.023333334550261497,,,
4897,8181,1.17,-0.03835509,222,6660,0.97,6660,0,0,0.001,-5.070368342074971e-07,-0.004663753882050514,0.1012231707572937,0.04201968386769295,0.0,2210,0.2,0.09046280831098556,0.0,,,
4927,8220,1.17,-0.038222969999999995,223,6690,0.97,6690,0,0,0.001,-0.0029500943569777506,-0.013936531636863947,0.14575141668319702,0.05635383352637291,0.0004771471,2220,0.2,0.1373410589993,0.0,,,
4953,8258,1.15,-0.038072449999999994,224,6720,0.97,6720,0,0,0.001,-9.084741190434897e-08,-0.0035411308286711573,-6460.6943359375,0.0061036525294184685,0.0,2230,0.2,0.04784443518146873,0.0,,,
4976,8292,1.18,-0.038356440000000006,225,6750,0.96,6750,0,0,0.001,-1.0222196635822912e-07,-0.0032845633570104836,-29.502243041992188,0.0008176332339644432,0.0,2240,0.2,0.012835854000877589,0.0,,,
5004,8329,1.11,-0.017508530000000005,226,6780,0.98,6780,0,0,0.001,-7.688999312804867e-08,-0.0034909363137558104,0.005459487438201904,0.03959549590945244,0.0,2250,0.2,0.0919189177453518,0.0,,,
5027,8362,1.2,-0.02940636,227,6810,0.96,6810,0,0,0.001,5.026658485007829e-08,-0.003280724096111953,-2.4443249702453613,0.005452174227684736,0.0,2260,0.2,0.011111974250525236,0.0,,,
5047,8401,1.29,-0.06065334000000001,228,6840,0.93,6840,0,0,0.001,-5.60283660799854e-08,-0.0034099985379725693,-0.08447146415710449,0.03173072636127472,0.0,2270,0.2,0.06696531176567078,0.0,,,
5068,8435,1.29,-0.08098008,229,6870,0.92,6870,0,0,0.001,1.7086665282661785e-08,-0.003330208407714963,0.05461913347244263,0.09566222876310349,0.0,2280,0.2,0.2335388258099556,0.0,,,
5089,8469,1.37,-0.11237666,230,6900,0.89,6900,0,0,0.001,1.390775095089225e-09,-0.0032095212489366533,0.2253786325454712,0.06278008222579956,0.0,2290,0.2,0.1641589269042015,0.0,,,
5108,8503,1.44,-0.11284773,231,6930,0.88,6930,0,0,0.001,8.543332730148734e-09,-0.0032336946576833727,0.34658676385879517,0.04171598702669144,0.0,2300,0.2,0.11855131387710571,0.0,,,
5130,8537,1.47,-0.11318445,232,6960,0.87,6960,0,0,0.001,-0.0015711219213699224,-0.02820314895361662,0.1422298550605774,0.03878428041934967,0.00996607,2310,0.2,0.11489403918385506,0.010000000521540642,,,
5154,8572,1.34,-0.07367562999999999,233,6990,0.91,6990,0,0,0.001,-5.020697924962292e-07,-0.0033561000134795906,-68.676025390625,0.006324414629489183,0.0,2320,0.2,0.0212587570771575,0.0,,,
5181,8604,1.34,-0.06330490999999999,234,7020,0.92,7020,0,0,0.001,3.246466338424625e-07,-0.0033644107170403004,0.1305031180381775,0.08487029373645782,0.0,2330,0.2,0.19957272559404374,0.0,,,
5198,8639,1.32,-0.053179279999999995,235,7050,0.93,7050,0,0,0.001,3.9120763744904256e-06,-0.005164296692237258,-16.033475875854492,0.004719844087958336,9.934108e-09,2340,0.2,0.08850064929574727,0.0,,,
5220,8671,1.37,-0.07393767000000001,236,7080,0.91,7080,0,0,0.001,1.3510386454029799e-08,-0.0035173374228179453,0.12378662824630737,0.07344518601894379,0.0,2350,0.2,0.18722590655088425,0.0,,,
5247,8721,1.3,-0.07016371,237,7110,0.93,7110,0,0,0.001,-3.168980331480498e-08,-0.0035709923831745982,0.23777878284454346,0.05836353823542595,0.0,2360,0.2,0.1332106925547123,0.0,,,
5265,8761,1.37,-0.09385379000000002,238,7140,0.9,7140,0,0,0.001,-0.0009940850717733874,-0.04552736058831215,-0.06006753444671631,0.03141498193144798,0.0031510233,2370,0.2,0.09894969239830971,0.013333334028720856,,,
5288,8798,1.38,-0.10413283000000001,239,7170,0.89,7170,0,0,0.001,1.7980734678957333e-08,-0.0033883573021739723,-0.18342900276184082,0.0942622646689415,0.0,2380,0.2,0.2316247522830963,0.0,,,
5311,8832,1.3,-0.07300887,240,7200,0.92,7200,0,0,0.001,-1.3448297906393236e-07,-0.0035893973661586644,0.19274520874023438,0.041285570710897446,0.0,2390,0.2,0.09833845049142838,0.0,,,
5338,8867,1.29,-0.06281771,241,7230,0.93,7230,0,0,0.001,-1.6887982967617176e-08,-0.003434671927243471,0.029335081577301025,0.04800034314393997,0.0,2400,0.2,0.10051931738853455,0.0,,,
5362,8900,1.23,-0.04934512,242,7260,0.95,7260,0,0,0.001,6.179014757634605e-08,-0.0034684894373640416,-23.57489585876465,0.005309978500008583,0.0,2410,0.2,0.011749843135476112,0.0,,,
5386,8932,1.25,-0.059781460000000015,243,7290,0.95,7290,0,0,0.001,2.0861625582568877e-08,-0.0035217969212681054,0.26208925247192383,0.053504373878240585,0.0,2420,0.2,0.14849825873970984,0.0,,,
5414,8972,1.17,-0.03872105,244,7320,0.97,7320,0,0,0.001,-4.1421254977080935e-06,-0.004547454370185733,0.02535945177078247,0.04457947611808777,0.0,2430,0.2,0.13239954188466072,0.0,,,
5439,9006,1.19,-0.048904869999999996,245,7350,0.96,7350,0,0,0.001,-4.0779510435129396e-08,-0.003492701891809702,-277.3514404296875,0.017002468928694725,0.0,2440,0.2,0.032184787653386594,0.0,,,
