rollout/success_rate,time/fps,time/total_timesteps,env/completion_counter,time/iterations,env/n_steps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,env/current_idx,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/clip_fraction,eval/mean_ep_length,eval/success_rate,eval/mean_reward
0.89,0,13380,0,223,13380,-0.1154903,17388,1.41,9721,-0.03175579144619407,0.01662551,-0.7445868909358978,2220,0.2,0.001,0.24856454133987427,-0.010608438402414322,0.13669489249587058,0.14666667059063912,,,
0.88,0,13440,0,224,13440,-0.12421045,17458,1.48,9760,-0.03257619070510067,0.034795728,-0.7227724909782409,2230,0.2,0.001,-0.33111071586608887,0.021653201431035995,0.18076286166906358,0.326666671782732,,,
0.86,0,13500,0,225,13500,-0.13912526,17527,1.55,9802,-0.041790211163461065,0.03226505,-0.8719644546508789,2240,0.2,0.001,0.16141575574874878,0.01471681147813797,0.18864299207925797,0.31000000014901163,,,
0.88,0,13560,0,226,13560,-0.11816732999999999,17596,1.46,9841,-0.02665878393997758,0.011476868,-0.8375764906406402,2250,0.2,0.001,0.10202014446258545,0.03881276771426201,0.18693123310804366,0.14500000216066838,,,
0.89,0,13620,0,227,13620,-0.10872195,17667,1.5,9880,-0.03583216292783611,0.0118733505,-0.8434676587581634,2260,0.2,0.001,0.099895179271698,-0.0010186731815338135,0.15182472467422486,0.14000000357627868,,,
0.88,0,13680,0,228,13680,-0.11509461,17737,1.49,9922,-0.0246793039732923,0.031358358,-0.8109876692295075,2270,0.2,0.001,-0.03392362594604492,0.010674718767404556,0.12553490251302718,0.1899999974295497,,,
0.9,0,13740,0,229,13740,-0.09487498,17810,1.4,9971,-0.029049700247123854,0.012171898,-0.9416014909744262,2280,0.2,0.001,0.22010529041290283,-0.0057271867990493774,0.13919599056243898,0.2599999986588955,,,
0.94,0,13800,0,230,13800,-0.06333612,17881,1.24,10015,-0.023287254745761387,0.019758228,-0.7980925261974334,2290,0.2,0.001,-0.09853124618530273,0.00851791724562645,0.12211469709873199,0.3883333370089531,,,
0.89,0,13860,0,231,13860,-0.10628431999999999,17960,1.41,10057,-0.027039011490220855,0.07295324,-0.7871690928936005,2300,0.2,0.001,0.12055552005767822,0.009477872401475906,0.1318541094660759,0.1816666644066572,,,
0.91,0,13920,0,232,13920,-0.09363067000000001,18037,1.38,10104,-0.02778536411933601,0.0075986264,-0.7166584968566895,2310,0.2,0.001,0.13080960512161255,0.009542584419250488,0.15081367194652556,0.1483333371579647,,,
0.94,0,13980,0,233,13980,-0.061869940000000005,18113,1.3,10150,-0.02120548352599143,0.024921438,-0.6247626602649688,2320,0.2,0.001,-0.34357261657714844,0.0048626624047756195,0.12322614714503288,0.11500000450760126,,,
0.94,0,14040,0,234,14040,-0.051713579999999995,18188,1.33,10194,-0.018991854782992413,0.020972507,-0.6294227123260498,2330,0.2,0.001,0.18012762069702148,0.003660246729850769,0.08560330644249917,0.15833333358168603,,,
0.95,0,14100,0,235,14100,-0.03443019,18265,1.33,10241,-0.02423219618077077,0.03154617,-0.6343599319458008,2340,0.2,0.001,0.12681233882904053,-0.02270565554499626,0.0464463047683239,0.12666666898876427,,,
0.95,0,14160,0,236,14160,-0.05374482000000001,18335,1.26,10288,-0.029631575637807474,0.052073408,-0.7685469806194305,2350,0.2,0.001,0.2795812487602234,-0.03418076038360596,0.03999116532504558,0.1783333368599415,,,
0.96,0,14220,0,237,14220,-0.04965930000000001,18414,1.24,10336,-0.03658244594621145,0.026988378,-0.8952177464962006,2360,0.2,0.001,0.3606359362602234,-0.02462175115942955,0.08674280866980552,0.16833333689719437,,,
0.95,0,14280,0,238,14280,-0.05026816,18486,1.29,10381,-0.02441679082810886,0.010310383,-0.797143030166626,2370,0.2,0.001,-0.1391468048095703,-0.03327549248933792,0.05680103804916144,0.20666666682809592,,,
0.92,0,14340,0,239,14340,-0.08150806000000003,18563,1.38,10422,-0.020792929980283148,0.012989223,-0.9123988926410675,2380,0.2,0.001,0.052506208419799805,0.014017369598150253,0.13408396095037461,0.1833333358168602,,,
0.93,0,14400,0,240,14400,-0.08309292000000001,18639,1.4,10466,-0.025888173937176705,0.022949822,-0.7687940955162048,2390,0.2,0.001,0.14743077754974365,0.009290285408496857,0.1389331728219986,0.1800000011920929,,,
0.91,0,14460,0,241,14460,-0.08629519000000001,18707,1.42,10505,-0.01894595342688259,0.022860117,-0.8796940207481384,2400,0.2,0.001,-0.24226438999176025,0.0016635917127132416,0.08163224086165428,0.10000000167638064,,,
0.88,0,14520,0,242,14520,-0.11711367999999998,18786,1.44,10550,-0.020261495326219146,0.025935428,-0.8128040313720704,2410,0.2,0.001,0.04592007398605347,0.04547978565096855,0.18705440163612366,0.16999999824911355,,,
0.85,0,14580,0,243,14580,-0.16833210999999998,18864,1.53,10586,-0.012160776020221763,0.0151600875,-0.7044783890247345,2420,0.2,0.001,0.25072646141052246,0.04121892899274826,0.1480662927031517,0.09166666716337205,,,
0.89,0,14640,0,244,14640,-0.12604185999999998,18937,1.45,10631,-0.014999011708811594,0.031683795,-0.6788592398166656,2430,0.2,0.001,0.18370884656906128,0.06144395470619202,0.1922515571117401,0.10500000156462193,,,
0.94,0,14700,0,245,14700,-0.061373229999999994,19008,1.34,10679,-0.0031288316570377006,0.0013631512,-0.530897581577301,2440,0.2,0.001,-0.005845546722412109,0.05209262669086456,0.14046917334198952,0.003333333507180214,,,
0.93,0,14760,0,246,14760,-0.05176114999999999,19079,1.33,10721,-0.010116094699284695,0.0009902288,-0.5433473408222198,2450,0.2,0.001,-0.43859779834747314,-0.0013578906655311584,0.06071300394833088,0.0,,,
0.89,0,14820,0,247,14820,-0.10317130000000001,19149,1.4,10762,-0.012348189927482522,0.0073374123,-0.5779670655727387,2460,0.2,0.001,0.23492807149887085,0.012846527621150017,0.1032556138932705,0.026666667871177198,,,
0.89,0,14880,0,248,14880,-0.09355992999999999,19225,1.41,10807,-0.011637924675208921,0.021081503,-0.5351838588714599,2470,0.2,0.001,0.12759429216384888,0.06237926334142685,0.17815503776073455,0.05333333499729633,,,
0.92,0,14940,0,249,14940,-0.06259120999999998,19293,1.34,10851,-0.00019870621338355932,0.0019394617,-0.45560299456119535,2480,0.2,0.001,0.13259261846542358,0.021386446431279182,0.09389531202614307,0.008333333767950535,,,
0.9,0,15000,0,250,15000,-0.10435798,19365,1.43,10892,-0.001436879847897199,0.0012405942,-0.5196393817663193,2490,0.2,0.001,0.2211747169494629,0.06051987409591675,0.19076267182826995,0.005000000260770321,,,
0.91,0,15060,0,251,15060,-0.10313172000000001,19440,1.37,10941,-0.008354893118763983,0.010436868,-0.46640978157520296,2500,0.2,0.001,0.3333888649940491,0.046404145658016205,0.1387790247797966,0.055000001564621925,,,
0.92,0,15120,0,252,15120,-0.08225774000000001,19515,1.37,10983,-0.0059952535084448755,0.010451843,-0.3818026304244995,2510,0.2,0.001,0.3347591161727905,0.02851465903222561,0.07707448527216912,0.043333334662020204,,,
0.91,0,15180,0,253,15180,-0.08213798,19588,1.34,11028,-0.006546402455812128,0.006565995,-0.3420964449644089,2520,0.2,0.001,-0.14209246635437012,0.05683045834302902,0.15325606912374495,0.030000000819563867,,,
0.93,0,15240,0,254,15240,-0.05038131,19664,1.25,11078,-0.014900231435894983,0.04180711,-0.4173006981611252,2530,0.2,0.001,0.1956602931022644,0.04159720987081528,0.1409024715423584,0.08166666701436043,,,
0.95,0,15300,0,255,15300,-0.01975205,19736,1.25,11126,-0.00011108657170559866,0.0028621475,-0.5589182317256928,2540,0.2,0.001,-27.72372817993164,0.005777004174888134,0.060681918449699876,0.08000000361353159,,,
0.91,0,15360,0,256,15360,-0.06326803,19803,1.36,11166,-0.011509606021767028,0.028469138,-0.4735796540975571,2550,0.2,0.001,-129.8931427001953,-0.013384402729570866,0.018702677940018474,0.12500000298023223,,,
0.91,0,15420,0,257,15420,-0.0747428,19878,1.37,11213,-0.006036612647973616,0.010681124,-0.39408971965312956,2560,0.2,0.001,0.18914484977722168,0.0669323056936264,0.1803373098373413,0.030000000447034835,,,
0.94,0,15480,0,258,15480,-0.042991249999999995,19949,1.3,11258,0.006245638718829128,0.0012807955,-0.5186557620763779,2570,0.2,0.001,0.0810309648513794,0.0338100790977478,0.13490193597972394,0.03166666775941849,,,
0.93,0,15540,0,259,15540,-0.051321689999999996,20030,1.31,11305,-0.0053388376706667625,0.008289515,-0.564217871427536,2580,0.2,0.001,0.159748375415802,0.014794925227761269,0.06138286478817463,0.03500000163912773,,,
0.92,0,15600,0,260,15600,-0.061887080000000004,20104,1.34,11346,-0.008457583790101753,0.013608833,-0.6050167143344879,2590,0.2,0.001,0.25486016273498535,0.03296325355768204,0.10810912922024726,0.03166666775941849,,,
0.92,0,15660,0,261,15660,-0.08506412999999999,20181,1.34,11391,-0.0018326479039387777,0.0024594516,-0.5175071269273758,2600,0.2,0.001,0.11175310611724854,0.03332127630710602,0.09521590396761895,0.006666667014360428,,,
0.94,0,15720,0,262,15720,-0.07395351,20261,1.24,11441,-0.0020858069510723,0.0036609194,-0.6303404211997986,2610,0.2,0.001,0.25520139932632446,0.05907326191663742,0.1496517151594162,0.011666667275130748,,,
0.92,0,15780,0,263,15780,-0.09279083000000002,20336,1.33,11481,-0.005364902752528877,0.002194937,-0.6062290847301484,2620,0.2,0.001,-0.22720587253570557,0.03422160446643829,0.09520815461874008,0.011666667275130748,,,
0.91,0,15840,0,264,15840,-0.1020855,20409,1.43,11521,-0.011688978159800457,0.014159797,-0.5587761849164963,2630,0.2,0.001,0.220134437084198,0.03680103272199631,0.14159443229436874,0.05500000268220902,,,
0.91,0,15900,0,265,15900,-0.10348956,20477,1.43,11566,-0.004842547468918745,0.00946129,-0.5736316978931427,2640,0.2,0.001,-0.035578012466430664,0.05024246498942375,0.1444859705865383,0.04000000059604645,,,
0.92,0,15960,0,266,15960,-0.09305302000000003,20551,1.39,11611,-0.008716294532641732,0.010224059,-0.6508831262588501,2650,0.2,0.001,0.32019954919815063,0.031050842255353928,0.10218898952007294,0.07166666854172946,,,
0.93,0,16020,0,267,16020,-0.07209872,20624,1.33,11655,-0.008602970233963192,0.011324277,-0.6396304070949554,2660,0.2,0.001,-0.08897924423217773,0.05163349583745003,0.14741206616163255,0.0683333344757557,,,
0.9,0,16080,0,268,16080,-0.0738144,20700,1.44,11692,-0.0017830964280800999,0.0022452315,-0.6759827315807343,2670,0.2,0.001,0.09290742874145508,0.041186992079019547,0.10620293244719506,0.011666667275130748,,,
0.86,0,16140,0,269,16140,-0.08602179,20773,1.57,11731,-0.01647476105950787,0.047802337,-0.7721717655658722,2680,0.2,0.001,0.09410750865936279,0.032374124974012375,0.12178462073206901,0.131666667945683,,,
0.86,0,16200,0,270,16200,-0.07622132,20848,1.57,11770,-0.012414176672076227,0.002089866,-0.9669390380382538,2690,0.2,0.001,0.2724761962890625,0.018673395738005638,0.08895686343312263,0.09000000357627869,,,
0.92,0,16260,0,271,16260,-0.0633003,20919,1.43,11814,-0.02048790008140102,0.049426313,-1.0680888056755067,2700,0.2,0.001,-0.21265828609466553,0.004696032032370567,0.07030939906835557,0.31000000461935995,,,
0.95,0,16320,0,272,16320,-0.06218914999999999,20988,1.31,11863,-0.016692778260136664,0.02257591,-1.0674484133720399,2710,0.2,0.001,0.20639872550964355,0.023781582713127136,0.11753114834427833,0.251666671410203,,,
1.0,0,16380,0,273,16380,-0.00798608,21060,1.12,11918,-0.02564814650996894,0.02401048,-1.0225885510444641,2720,0.2,0.001,0.26537758111953735,-0.007328320294618607,0.07095245681703091,0.06500000171363354,,,
1.0,0,16440,0,274,16440,-0.00734298,21131,1.09,11974,-0.03458207994389042,0.07626077,-0.9401950180530548,2730,0.2,0.001,-120.23645782470703,-0.04581305757164955,0.00829675691202283,0.39999999608844516,,,
0.96,0,16500,0,275,16500,-0.05200103000000001,21196,1.22,12016,-0.033793567779163425,0.04502901,-0.9714016556739807,2740,0.2,0.001,-98.71464538574219,-0.0487218052148819,0.0035040612798184156,0.2650000026449561,,,
0.94,0,16560,0,276,16560,-0.07547868999999997,21277,1.31,12063,-0.008103044879002042,0.01243287,-0.9691679358482361,2750,0.2,0.001,0.11593079566955566,0.05330147594213486,0.186814646422863,0.03666666764765978,,,
0.95,0,16620,0,277,16620,-0.05156902000000001,21344,1.26,12110,-0.016564767034724336,0.024926834,-1.0348193883895873,2760,0.2,0.001,0.16434437036514282,0.017697865143418312,0.12081285566091537,0.131666667945683,,,
0.95,0,16680,0,278,16680,-0.051291500000000004,21416,1.23,12160,-0.029405780555680393,0.030583642,-0.9741523087024688,2770,0.2,0.001,0.18773937225341797,-0.009596802294254303,0.08526044487953185,0.28499999884516003,,,
0.93,0,16740,0,279,16740,-0.08263130000000002,21488,1.32,12197,-0.01757247702218594,0.034266017,-1.054803454875946,2780,0.2,0.001,0.27690964937210083,0.008641818538308144,0.07766852453351021,0.16666666753590106,,,
0.89,0,16800,0,280,16800,-0.12383581000000002,21563,1.46,12237,-0.014756080211761002,0.009028535,-1.095313596725464,2790,0.2,0.001,0.3454025387763977,0.03214375674724579,0.13477793633937835,0.13500000294297934,,,
0.89,0,16860,0,281,16860,-0.12484901999999998,21631,1.47,12279,-0.02451074660445247,0.046863746,-0.9717974662780762,2800,0.2,0.001,0.4389166831970215,0.02318517304956913,0.12212232798337937,0.5050000058487057,,,
0.88,0,16920,0,282,16920,-0.13660498000000001,21705,1.48,12322,-0.017151583891051557,0.01951321,-0.9077247321605683,2810,0.2,0.001,0.18449920415878296,0.02061326801776886,0.1278219223022461,0.0516666678711772,,,
0.89,0,16980,0,283,16980,-0.11620533,21775,1.39,12367,-0.017482461847442465,0.009591879,-0.7620478272438049,2820,0.2,0.001,0.5567886829376221,-0.005058225244283676,0.07831293046474457,0.04333333540707827,,,
0.89,0,17040,0,284,17040,-0.10305422,21847,1.38,12409,-0.013504544842678,0.015364581,-0.8091158628463745,2830,0.2,0.001,0.12652117013931274,0.016650687903165817,0.1117092601954937,0.05000000186264515,,,
0.87,0,17100,0,285,17100,-0.11477186,21915,1.45,12452,-0.01574415140862868,0.011499089,-0.7206796288490296,2840,0.2,0.001,-0.10778820514678955,0.05522686988115311,0.1818789929151535,0.07500000167638063,,,
0.92,0,17160,0,286,17160,-0.07165666999999999,21986,1.3,12501,-0.011160987024971546,0.003183054,-0.7999997556209564,2850,0.2,0.001,0.2870229482650757,0.02549394778907299,0.12102763280272484,0.048333334177732466,,,
0.94,0,17220,0,287,17220,-0.06080551,22053,1.32,12545,-0.022601745386297622,0.013155441,-0.6770606875419617,2860,0.2,0.001,-0.125602126121521,0.006552126258611679,0.11044501960277557,0.07666666954755783,,,
0.93,0,17280,0,288,17280,-0.061658660000000004,22126,1.37,12585,-0.02351662126369778,0.026807386,-0.7938636004924774,2870,0.2,0.001,-0.04928624629974365,0.008833065629005432,0.10346026495099067,0.11666666995733976,,,
0.91,0,17340,0,289,17340,-0.08204698,22201,1.35,12635,-0.026281619705259728,0.02136462,-0.768828421831131,2880,0.2,0.001,0.05865979194641113,-0.007093481719493866,0.09212513715028763,0.21500000283122062,,,
0.91,0,17400,0,290,17400,-0.08471731,22268,1.33,12676,-0.022540476253876916,0.014339716,-1.0038419902324676,2890,0.2,0.001,0.20874685049057007,-0.006181985139846802,0.1039394348859787,0.1533333385363221,,,
0.91,0,17460,0,291,17460,-0.08507378000000002,22339,1.32,12726,-0.02136176408268504,0.058882833,-0.9625883460044861,2900,0.2,0.001,0.18064963817596436,0.007980622351169586,0.10532954633235932,0.18500000312924386,,,
0.93,0,17520,0,292,17520,-0.07069544,22422,1.26,12774,-0.011800711801430807,0.012364202,-0.8518402218818665,2910,0.2,0.001,0.457560658454895,0.010162483900785446,0.09207620844244957,0.1550000011920929,,,
0.95,0,17580,0,293,17580,-0.048419369999999996,22499,1.18,12828,-0.018065932984463906,0.007121145,-0.9337283968925476,2920,0.2,0.001,-0.3234398365020752,0.016798343509435654,0.12588802799582482,0.0866666691377759,,,
0.98,0,17640,0,294,17640,-0.027635779999999995,22576,1.12,12879,-0.02414149440514546,0.014900047,-0.8811034500598908,2930,0.2,0.001,0.23895263671875,-0.006355263292789459,0.08382166922092438,0.07666666898876429,,,
0.93,0,17700,0,295,17700,-0.08332919999999998,22648,1.3,12917,-0.01082663539020956,0.029707711,-0.7901648461818696,2940,0.2,0.001,0.1602323055267334,0.0020548775792121887,0.046395237743854525,0.07500000149011612,,,
0.92,0,17760,0,296,17760,-0.09506775,22717,1.32,12967,-0.01642044874063391,0.00887706,-0.8815754413604736,2950,0.2,0.001,0.2563571333885193,0.053498525172472,0.17959554940462114,0.09833333604037761,,,
0.94,0,17820,0,297,17820,-0.07536896000000001,22787,1.23,13012,-0.008974892873666106,0.007315295,-0.9497046530246734,2960,0.2,0.001,0.18741822242736816,0.017788229510188103,0.1516504980623722,0.01666666679084301,,,
0.91,0,17880,0,298,17880,-0.0989924,22857,1.33,13054,-0.019047319504121953,0.012456008,-0.9797708511352539,2970,0.2,0.001,0.37663882970809937,0.036368321627378464,0.19194031208753587,0.16333333402872086,,,
0.89,0,17940,0,299,17940,-0.12086252999999995,22931,1.43,13095,-0.0267059302531802,0.023183746,-1.0067290186882019,2980,0.2,0.001,0.3188883662223816,-0.010314233601093292,0.10172863826155662,0.16666666753590106,,,
,,18000,0,,18000,,,,13140,-0.02734872122605623,0.010339784,-0.9056620597839355,2990,0.2,0.001,0.1464025378227234,0.02675238624215126,0.16083736717700958,0.5266666643321514,1.17,0.97,-0.03849726358428598
0.91,0,18000,,300,,-0.09468520000000001,23152,1.38,,,,,,,,,,,,,,
0.93,0,18060,0,301,18060,-0.05124005999999999,23222,1.32,13186,-0.014142327600469429,0.0063192328,-1.0483787775039672,3000,0.2,0.001,0.3261852264404297,0.011313894763588905,0.09648494720458985,0.483333333581686,,,
0.92,0,18120,0,302,18120,-0.04193218,23294,1.31,13231,-0.02207625018587951,0.015795453,-0.92647745013237,3010,0.2,0.001,-0.6083625555038452,-0.007061433047056198,0.07903333306312561,0.17500000074505806,,,
0.93,0,18180,0,303,18180,-0.04141484000000001,23365,1.3,13278,-0.016725871164041096,0.0075947773,-0.8794796109199524,3020,0.2,0.001,-0.06211042404174805,0.016390632838010788,0.11333494186401367,0.04833333529531956,,,
0.95,0,18240,0,304,18240,-0.051553950000000015,23433,1.31,13320,-0.02198521534912281,0.06353355,-0.8997177302837371,3030,0.2,0.001,0.1499009132385254,-0.004254240542650223,0.053181865438818934,0.4566666666418314,,,
0.9,0,18300,0,305,18300,-0.08421414,23505,1.47,13357,-0.016282598834174333,0.009653675,-0.9226841688156128,3040,0.2,0.001,0.013095438480377197,0.039091091603040695,0.15766017735004426,0.30833333171904087,,,
0.9,0,18360,0,306,18360,-0.08235598000000001,23581,1.4,13405,-0.015440662149339878,0.010269137,-0.8848538160324096,3050,0.2,0.001,0.079684317111969,0.03347279503941536,0.13284910768270491,0.2833333365619183,,,
0.92,0,18420,0,307,18420,-0.08192660000000002,23653,1.36,13447,-0.025237790402024986,0.03045938,-0.8767112195491791,3060,0.2,0.001,0.08773255348205566,0.013968344777822495,0.12834380492568015,0.6433333277702331,,,
0.88,0,18480,0,308,18480,-0.12483987999999999,23721,1.48,13484,-0.01447847297492757,0.023558497,-0.9664076447486878,3070,0.2,0.001,0.13245123624801636,0.031360454857349396,0.12115357369184494,0.0750000024214387,,,
0.9,0,18540,0,309,18540,-0.09477252000000001,23789,1.46,13528,-0.036572839004608323,0.024580935,-0.8896098971366883,3080,0.2,0.001,0.17386752367019653,0.00903715193271637,0.16808507293462754,0.1583333382382989,,,
0.92,0,18600,0,310,18600,-0.06343585000000002,23857,1.39,13572,-0.010966753338774282,0.006031392,-0.981213104724884,3090,0.2,0.001,-0.5614662170410156,-0.02137349545955658,0.08133733905851841,0.021666667610406875,,,
0.92,0,18660,0,311,18660,-0.08320481999999998,23926,1.37,13616,-0.020119794315348116,0.02979009,-0.8426529288291931,3100,0.2,0.001,0.1432722806930542,0.038549356162548065,0.18525975793600083,0.3600000008940697,,,
0.94,0,18720,0,312,18720,-0.05277884,24002,1.3,13663,-0.027659154894451633,0.013515704,-0.8303688526153564,3110,0.2,0.001,0.12659454345703125,0.010157112032175064,0.1315146990120411,0.11833333745598792,,,
0.92,0,18780,0,313,18780,-0.07320222000000001,24073,1.34,13704,-0.022800232446364355,0.019670248,-0.8591569662094116,3120,0.2,0.001,-0.02679300308227539,-0.019660044461488724,0.06222091354429722,0.08000000100582838,,,
0.94,0,18840,0,314,18840,-0.07196711,24144,1.32,13753,-0.01431182628342249,0.009068543,-0.6607212901115418,3130,0.2,0.001,0.30831754207611084,0.03153052553534508,0.13479005843400954,0.09166666977107525,,,
0.94,0,18900,0,315,18900,-0.07492709,24222,1.34,13797,-0.038781048879027405,0.09257425,-0.8703918755054474,3140,0.2,0.001,0.30473726987838745,-0.03507954627275467,0.07475359514355659,0.3466666702181101,,,
0.94,0,18960,0,316,18960,-0.07446467,24289,1.28,13845,-0.02298013245686903,0.014158294,-0.9088913083076477,3150,0.2,0.001,0.28307950496673584,-0.00017177686095237732,0.10793415158987045,0.07166666872799396,,,
0.91,0,19020,0,317,19020,-0.09249303000000002,24361,1.36,13885,-0.022296625400582925,0.013358367,-0.9985579907894134,3160,0.2,0.001,0.15944474935531616,0.0061747729778289795,0.11594053953886033,0.18166667129844427,,,
0.92,0,19080,0,318,19080,-0.07481365000000001,24429,1.42,13929,-0.027627167007109855,0.025455058,-0.9550359308719635,3170,0.2,0.001,0.06864553689956665,0.01070154458284378,0.15818379670381547,0.0916666679084301,,,
0.92,0,19140,0,319,19140,-0.08408296000000001,24506,1.4,13965,-0.03344497765724839,0.03244715,-0.9506628751754761,3180,0.2,0.001,-0.3173813819885254,-0.02631017565727234,0.07898301184177399,0.14000000189989806,,,
0.84,0,19200,0,320,19200,-0.14950543,24575,1.65,13997,-0.024570023615378744,0.016489567,-1.0418982744216918,3190,0.2,0.001,0.20611852407455444,0.017035596072673798,0.18941619396209716,0.07500000111758709,,,
0.85,0,19260,0,321,19260,-0.13745246000000003,24646,1.56,14041,-0.042934924357881155,0.021596242,-0.9732899367809296,3200,0.2,0.001,0.02324199676513672,0.029919125139713287,0.22328703701496125,0.18333333358168602,,,
0.86,0,19320,0,322,19320,-0.13620997,24712,1.51,14083,-0.028826461220160127,0.011301317,-0.9658445417881012,3210,0.2,0.001,0.1805105209350586,0.015117984265089035,0.1520947888493538,0.22833333350718021,,,
0.91,0,19380,0,323,19380,-0.07415822000000001,24797,1.4,14129,-0.040133589428539194,0.011832461,-0.9075875639915466,3220,0.2,0.001,0.052659571170806885,-0.01084001362323761,0.164868588745594,0.06500000171363354,,,
0.97,0,19440,0,324,19440,-0.02022087,24870,1.21,14182,-0.024832463270674232,0.014434579,-0.9572400987148285,3230,0.2,0.001,-31.603614807128906,-0.041473083198070526,0.07300774529576301,0.09666666947305202,,,
0.94,0,19500,0,325,19500,-0.05073160000000001,24944,1.27,14225,-0.03537644563863651,0.067812964,-0.9082398295402527,3240,0.2,0.001,-0.11510276794433594,-0.0204080231487751,0.09304948076605797,0.16833333484828472,,,
0.9,0,19560,0,326,19560,-0.10523603999999999,25023,1.38,14267,-0.037968645173435435,0.015269365,-0.8322303235530853,3250,0.2,0.001,0.02109551429748535,0.004979178309440613,0.148520065844059,0.0866666678339243,,,
0.91,0,19620,0,327,19620,-0.09544064999999997,25098,1.32,14319,-0.04685226107016192,0.021649066,-0.8142215013504028,3260,0.2,0.001,0.13264858722686768,0.011994428932666779,0.19384526312351227,0.14333333857357503,,,
0.97,0,19680,0,328,19680,-0.029566109999999996,25170,1.14,14370,-0.015422207706141933,0.011043086,-0.8453864753246307,3270,0.2,0.001,0.06785112619400024,-0.009479999542236328,0.09552023485302925,0.033333334140479565,,,
0.93,0,19740,0,329,19740,-0.07274399000000001,25241,1.28,14412,-0.03450871498013548,0.03501561,-0.8614259541034699,3280,0.2,0.001,0.4313179850578308,-0.035965196788311005,0.05971207953989506,0.15166666842997073,,,
0.94,0,19800,0,330,19800,-0.07333527000000002,25315,1.31,14460,-0.03486768484115608,0.04005252,-0.7937682926654815,3290,0.2,0.001,0.06599706411361694,0.026477359235286713,0.1714487314224243,0.2616666704416275,,,
0.95,0,19860,0,331,19860,-0.06300499999999999,25382,1.34,14503,-0.03946649992217619,0.01939739,-0.9725650310516357,3300,0.2,0.001,0.1353430151939392,-0.02150554209947586,0.09728196710348129,0.27499999925494195,,,
0.95,0,19920,0,332,19920,-0.061714390000000015,25454,1.3,14552,-0.042423787564039195,0.03879668,-0.8531531572341919,3310,0.2,0.001,0.08096849918365479,-0.022929489612579346,0.09410540238022805,0.16500000320374966,,,
0.92,0,19980,0,333,19980,-0.07253967,25522,1.34,14594,-0.028842924872878938,0.010358675,-0.9788670420646668,3320,0.2,0.001,0.34268319606781006,-0.011650670319795609,0.09167839363217353,0.20666666850447654,,,
0.91,0,20040,0,334,20040,-0.08356015000000001,25594,1.35,14638,-0.0429446055864295,0.0147464685,-0.8303416609764099,3330,0.2,0.001,0.2465236783027649,-0.03427043929696083,0.09344431459903717,0.22333333641290665,,,
0.93,0,20100,0,335,20100,-0.08288304000000002,25663,1.35,14687,-0.03672088891423009,0.02161798,-0.8460847914218903,3340,0.2,0.001,0.40743696689605713,-0.021613463759422302,0.10212574526667595,0.13666666988283396,,,
0.96,0,20160,0,336,20160,-0.04102361,25742,1.24,14734,-0.02915135210690396,0.036868356,-0.8482238054275513,3350,0.2,0.001,-0.16983413696289062,-0.03418503701686859,0.06529804952442646,0.23166666515171527,,,
0.94,0,20220,0,337,20220,-0.051613860000000004,25812,1.26,14781,-0.06097607489675285,0.07166002,-0.8624095499515534,3360,0.2,0.001,0.6035715341567993,-0.07335730642080307,0.03904129397124052,0.36666666343808174,,,
0.94,0,20280,0,338,20280,-0.061412890000000005,25881,1.27,14827,-0.03922104212765909,0.025961285,-0.7800820231437683,3370,0.2,0.001,0.417202353477478,-0.037432990968227386,0.0619479026645422,0.14000000134110452,,,
0.93,0,20340,0,339,20340,-0.08137860999999999,25960,1.29,14872,-0.019736343797606738,0.021569975,-0.668065756559372,3380,0.2,0.001,0.12761914730072021,0.018641501665115356,0.12945285737514495,0.08166666869074106,,,
0.91,0,20400,0,340,20400,-0.10203787,26034,1.36,14915,-0.0415046625522276,0.05052905,-0.6250805139541626,3390,0.2,0.001,0.20622843503952026,-0.007316712290048599,0.1296535052359104,0.19333333615213633,,,
0.91,0,20460,0,341,20460,-0.10046705999999998,26109,1.35,14958,-0.027285986964901275,0.022858648,-0.5255773901939392,3400,0.2,0.001,0.2927631139755249,-0.007660958915948868,0.10765299573540688,0.08666666932404041,,,
0.92,0,20520,0,342,20520,-0.07954546000000001,26179,1.29,15005,-0.019818703198495057,0.006835521,-0.6551434695720673,3410,0.2,0.001,0.30689752101898193,0.021145053207874298,0.13618608564138412,0.05833333507180214,,,
0.95,0,20580,0,343,20580,-0.04135389,26251,1.2,15056,-0.030578502866750058,0.03359348,-0.6503360986709594,3420,0.2,0.001,0.39704662561416626,-0.01761559396982193,0.0780090756714344,0.11500000283122062,,,
0.95,0,20640,0,344,20640,-0.04250051000000001,26328,1.25,15103,-0.034681313401088154,0.02500116,-0.6149170756340027,3430,0.2,0.001,-0.41841018199920654,-0.0460633710026741,0.030993859469890594,0.06833333522081375,,,
0.96,0,20700,0,345,20700,-0.04012979,26400,1.25,15152,-0.02455876227778688,0.020736987,-0.5793060958385468,3440,0.2,0.001,0.10712558031082153,0.0048520565032958984,0.102004174888134,0.09666666947305202,,,
