rollout/success_rate,time/fps,time/total_timesteps,env/completion_counter,time/iterations,env/n_steps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,env/current_idx,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/clip_fraction,eval/mean_ep_length,eval/success_rate,eval/mean_reward
0.92,0,26880,1,448,26880,-0.07455053,34137,1.38,3888,-0.017612950097148628,0.0033730706,-0.6251381158828735,4470,0.2,0.001,-0.08674287796020508,0.01365235447883606,0.10427499935030937,0.07833333574235439,,,
0.93,0,26940,1,449,26940,-0.06185938000000001,34208,1.35,3938,-0.03256517808884389,0.032644857,-0.8914346039295197,4480,0.2,0.001,0.15485817193984985,0.004915714263916016,0.11997577548027039,0.30500000063329935,,,
0.94,0,27000,1,450,27000,-0.05037992,34282,1.27,3983,-0.01896395501680672,0.014356706,-0.7660503625869751,4490,0.2,0.001,0.05493366718292236,-0.012975996360182762,0.056852780282497406,0.1616666682064533,,,
0.91,0,27060,1,451,27060,-0.08182536000000001,34349,1.35,4028,-0.028682578487011234,0.034979716,-0.7816490292549133,4500,0.2,0.001,0.11862838268280029,0.00588332861661911,0.11963981091976165,0.13833333551883698,,,
0.93,0,27120,1,452,27120,-0.07110501999999999,34419,1.29,4078,-0.04058899953340482,0.012294865,-0.8398136734962464,4510,0.2,0.001,0.19615530967712402,-0.016670137643814087,0.12580633908510208,0.12166667059063911,,,
0.96,0,27180,1,453,27180,-0.05001684000000001,34491,1.23,4125,-0.03009695867542179,0.026759379,-0.961639803647995,4520,0.2,0.001,0.12312179803848267,-0.018625956028699875,0.09159061759710312,0.1816666681319475,,,
0.94,0,27240,1,454,27240,-0.06132994,34561,1.34,4166,-0.0274364842412373,0.007496825,-0.8128186225891113,4530,0.2,0.001,0.029594123363494873,-0.024745814502239227,0.08906548321247101,0.18166667111217977,,,
0.89,0,27300,1,455,27300,-0.11358198000000001,34630,1.48,4206,-0.03233637292248499,0.016452001,-0.8145280361175538,4540,0.2,0.001,0.03658497333526611,-0.014880023896694183,0.11002915799617767,0.11833333484828472,,,
0.89,0,27360,1,456,27360,-0.11349599999999999,34703,1.45,4250,-0.03305314303996596,0.025933404,-0.7433095395565033,4550,0.2,0.001,0.010027050971984863,0.010423056781291962,0.1837846517562866,0.15000000335276126,,,
0.92,0,27420,1,457,27420,-0.08119831000000004,34771,1.37,4291,-0.05983968326201037,0.03349025,-0.7702489018440246,4560,0.2,0.001,0.31033164262771606,-0.053585756570100784,0.10881796553730964,0.18166667073965073,,,
0.91,0,27480,1,458,27480,-0.09316565,34845,1.39,4334,-0.042546197250485564,0.020123733,-0.8046947598457337,4570,0.2,0.001,-0.01596200466156006,-0.027482222765684128,0.12543377950787543,0.17666667141020298,,,
0.87,0,27540,1,459,27540,-0.13535217000000002,34912,1.49,4373,-0.03657075915175163,0.024067292,-0.881424856185913,4580,0.2,0.001,0.08318305015563965,0.0007044225931167603,0.16122522503137587,0.15833333730697632,,,
0.93,0,27600,1,460,27600,-0.08168136999999998,34980,1.34,4422,-0.029633099722365587,0.040184904,-0.7710165739059448,4590,0.2,0.001,0.276880145072937,0.009868908673524857,0.15750368386507035,0.1350000012665987,,,
0.94,0,27660,1,461,27660,-0.06044854999999999,35049,1.27,4469,-0.02336495058766257,0.036322214,-0.9879355013370514,4600,0.2,0.001,-0.4528621435165405,-0.02144109643995762,0.0859923105686903,0.13166666887700557,,,
0.9,0,27720,1,462,27720,-0.10312781999999998,35125,1.4,4507,-0.04123367003475629,0.03489756,-0.9522313296794891,4610,0.2,0.001,0.10045230388641357,-0.010205574333667755,0.1269395761191845,0.17500000558793544,,,
0.9,0,27780,1,463,27780,-0.10415715,35194,1.39,4556,-0.026050113023568855,0.011374066,-0.9178459167480468,4620,0.2,0.001,0.05322903394699097,0.031076084822416306,0.1805191531777382,0.09666666984558106,,,
0.96,0,27840,1,464,27840,-0.05102878,35263,1.24,4602,-0.04222392694403752,0.0407719,-0.8444989740848541,4630,0.2,0.001,0.13299018144607544,-0.0034787729382514954,0.14164065271615983,0.2616666691377759,,,
0.94,0,27900,1,465,27900,-0.05102747,35338,1.31,4645,-0.02047882882102081,0.028778465,-0.8016321897506714,4640,0.2,0.001,0.05514240264892578,-0.006862666457891464,0.059895138069987294,0.16833333875983952,,,
0.91,0,27960,1,466,27960,-0.083429,35410,1.44,4685,-0.04829296223198369,0.08199224,-0.7056574404239655,4650,0.2,0.001,0.1805160641670227,-0.019542798399925232,0.1189693421125412,0.18833333551883696,,,
0.91,0,28020,1,467,28020,-0.08251209,35477,1.42,4729,-0.0064250511877860465,0.004254327,-0.4782431423664093,4660,0.2,0.001,0.16546326875686646,0.05083273723721504,0.14101540595293044,0.03833333477377891,,,
0.95,0,28080,1,468,28080,-0.041472369999999995,35544,1.33,4776,-0.018349390231693973,0.0059101265,-0.46172540783882143,4670,0.2,0.001,0.28469645977020264,-0.0015275999903678894,0.07166631743311883,0.048333334363996984,,,
0.96,0,28140,1,469,28140,-0.040258829999999995,35616,1.25,4825,-0.009256159217717741,0.0022384673,-0.40229656398296354,4680,0.2,0.001,0.37178659439086914,0.00043499656021595,0.03588237632066012,0.01666666753590107,,,
0.96,0,28200,1,470,28200,-0.049736020000000006,35684,1.27,4870,-0.004594503620949908,0.011528041,-0.40044739842414856,4690,0.2,0.001,0.3515625,0.016887109726667404,0.06370515786111355,0.06500000283122062,,,
0.91,0,28260,1,471,28260,-0.09271027000000003,35750,1.42,4910,-0.0030202978399271885,0.0020961284,-0.3735404074192047,4700,0.2,0.001,0.17829585075378418,0.030416743829846382,0.07958093956112862,0.006666667014360428,,,
0.9,0,28320,1,472,28320,-0.10327249,35822,1.4,4957,-0.007300215769403806,0.0016520352,-0.40876851975917816,4710,0.2,0.001,0.30771273374557495,0.04098308086395264,0.13592342436313629,0.010000000521540642,,,
0.96,0,28380,1,473,28380,-0.05089802000000001,35895,1.25,5005,-0.012285687237357078,0.008102012,-0.4573711693286896,4720,0.2,0.001,-0.03231251239776611,0.03522981330752373,0.1481431245803833,0.05333333536982536,,,
0.96,0,28440,1,474,28440,-0.05129057000000001,35963,1.3,5047,-0.0074945364783829405,0.0056774705,-0.4771416664123535,4730,0.2,0.001,0.4422835111618042,-0.0060025956481695175,0.034141727909445765,0.02333333417773247,,,
0.9,0,28500,1,475,28500,-0.11311028999999997,36035,1.45,5086,-0.022408891450613755,0.050163634,-0.5424138963222503,4740,0.2,0.001,0.3013070821762085,0.016036994755268097,0.10593313798308372,0.1616666682064533,,,
0.92,0,28560,1,476,28560,-0.08227773000000001,36105,1.36,5136,-0.03334006085060537,0.03646267,-0.627572625875473,4750,0.2,0.001,0.052265286445617676,0.028011560440063477,0.19329892843961716,0.1550000049173832,,,
0.97,0,28620,1,477,28620,-0.030242489999999997,36179,1.22,5185,-0.015529310178632372,0.011596888,-0.5972354054450989,4760,0.2,0.001,-3.7908716201782227,-0.022503066807985306,0.07890882287174464,0.05166666824370623,,,
0.95,0,28680,1,478,28680,-0.05149511,36250,1.31,5230,-0.00646770567943653,0.008450518,-0.5112279653549194,4770,0.2,0.001,0.049328744411468506,0.00848502479493618,0.06686762720346451,0.026666667126119138,,,
0.95,0,28740,1,479,28740,-0.0597511,36320,1.27,5282,-0.019463265168790933,0.023526462,-0.602839732170105,4780,0.2,0.001,0.2651907801628113,0.0019935742020606995,0.08856697082519531,0.10000000186264515,,,
0.92,0,28800,1,480,28800,-0.07915666,36389,1.28,5326,-0.016314385170214062,0.04484748,-0.675020408630371,4790,0.2,0.001,0.39406681060791016,-0.015405798330903053,0.05621068589389324,0.13500000070780516,,,
0.91,0,28860,1,481,28860,-0.09141287000000001,36460,1.35,5367,-0.026648013701973026,0.008961326,-0.8180838644504547,4800,0.2,0.001,0.17617642879486084,0.011166594922542572,0.14136381149291993,0.05833333432674408,,,
0.93,0,28920,1,482,28920,-0.08190141000000002,36529,1.33,5416,-0.021738122743554557,0.005923466,-0.7354539155960083,4810,0.2,0.001,0.2627485990524292,0.013437703251838684,0.13349679931998254,0.05500000081956387,,,
0.92,0,28980,1,483,28980,-0.08171112000000003,36595,1.34,5456,-0.04056339584290982,0.021914981,-0.7677665591239929,4820,0.2,0.001,-0.026728391647338867,-0.02324090525507927,0.09495431929826736,0.1683333333581686,,,
0.9,0,29040,1,484,29040,-0.10456457999999999,36666,1.41,5497,-0.020169825767710224,0.018169088,-0.7535643219947815,4830,0.2,0.001,0.4488956928253174,0.001254487782716751,0.10927774608135224,0.051666667126119135,,,
0.88,0,29100,1,485,29100,-0.10644869000000001,36737,1.48,5538,-0.036041309225062525,0.021553338,-0.7656129956245422,4840,0.2,0.001,0.4805660843849182,-0.01811012253165245,0.10514726936817169,0.18666666820645333,,,
0.9,0,29160,1,486,29160,-0.0933405,36808,1.39,5581,-0.033093626778184726,0.020596452,-0.792766535282135,4850,0.2,0.001,0.42490583658218384,-0.033723730593919754,0.08584562689065933,0.0733333345502615,,,
0.92,0,29220,1,487,29220,-0.07128706000000001,36897,1.35,5631,-0.02543177221591275,0.016565595,-0.7031396687030792,4860,0.2,0.001,0.1527862548828125,0.017690405249595642,0.15183610022068023,0.1100000012665987,,,
0.92,0,29280,1,488,29280,-0.08260987,36965,1.34,5673,-0.015577713611225619,0.03484646,-0.7097139298915863,4870,0.2,0.001,0.07603389024734497,0.014664728194475174,0.09980051070451737,0.20500000491738318,,,
0.91,0,29340,1,489,29340,-0.09478299000000001,37034,1.4,5711,-0.028345970693044363,0.014737647,-0.6683606028556823,4880,0.2,0.001,0.22455555200576782,0.00101529061794281,0.11056922376155853,0.07333333659917116,,,
0.92,0,29400,1,490,29400,-0.09325444999999999,37102,1.38,5759,-0.033630413549641955,0.0153332045,-0.6042614221572876,4890,0.2,0.001,0.0994308590888977,0.007948048412799835,0.15698041915893554,0.10166666880249978,,,
0.93,0,29460,1,491,29460,-0.06066964,37174,1.28,5806,-0.026491199424490474,0.020010758,-0.6123981535434723,4900,0.2,0.001,0.47569984197616577,-0.017550028860569,0.07515800297260285,0.17833333611488342,,,
0.92,0,29520,1,492,29520,-0.060629770000000006,37245,1.3,5852,-0.02116061328910277,0.0085660955,-0.6680755257606507,4910,0.2,0.001,-0.5959343910217285,-0.005263481289148331,0.0878160335123539,0.21000000238418579,,,
0.93,0,29580,1,493,29580,-0.05083006,37317,1.32,5898,-0.01619877484394223,0.008221703,-0.5656259298324585,4920,0.2,0.001,0.10397213697433472,0.02780555561184883,0.13845354095101356,0.13000000435858966,,,
0.96,0,29640,1,494,29640,-0.039568559999999996,37386,1.24,5948,-0.015074080429040038,0.01835178,-0.6510133624076844,4930,0.2,0.001,0.15667325258255005,-0.0038325171917676926,0.072782701253891,0.1066666666418314,,,
0.93,0,29700,1,495,29700,-0.07323268,37460,1.31,5988,-0.014060564204895343,0.017916938,-0.6992898166179657,4940,0.2,0.001,0.30163848400115967,-0.001953084021806717,0.07519390918314457,0.10833333302289247,,,
0.88,0,29760,1,496,29760,-0.12566292,37528,1.5,6025,-0.0284566968058547,0.012452106,-0.5848727524280548,4950,0.2,0.001,0.33218711614608765,-0.0012764371931552887,0.1185823380947113,0.1650000035762787,,,
0.88,0,29820,1,497,29820,-0.12490108000000003,37599,1.51,6065,-0.021390424805382845,0.008712117,-0.5773576438426972,4960,0.2,0.001,0.1643694043159485,0.03267831727862358,0.16301884055137633,0.24500000420957804,,,
0.86,0,29880,1,498,29880,-0.14646798,37671,1.61,6102,-0.025041677815218932,0.043954458,-0.6244218468666076,4970,0.2,0.001,0.28448063135147095,0.011842522770166397,0.13092814087867738,0.21833332814276218,,,
0.85,0,29940,1,499,29940,-0.15595022,37739,1.58,6142,-0.025800397951776688,0.018704988,-0.6988953173160553,4980,0.2,0.001,0.2559410333633423,0.010871794074773788,0.12817826569080354,0.2066666703671217,,,
,,30000,1,,30000,,,,6182,-0.032465630316486124,0.013551193,-0.5935972332954407,4990,0.2,0.001,0.18281406164169312,0.02287253737449646,0.19894248694181443,0.29666666556149723,1.45,0.88,-0.12346849819179624
0.84,0,30000,,500,,-0.16579222000000002,37975,1.52,,,,,,,,,,,,,,
0.87,0,30060,1,501,30060,-0.12372996,38042,1.45,6229,-0.014739552907024844,0.011082546,-0.6849205553531647,5000,0.2,0.001,0.038405776023864746,0.04811869561672211,0.2066308006644249,0.14000000357627868,,,
0.9,0,30120,1,502,30120,-0.09514355999999999,38109,1.4,6271,-0.03408290759505075,0.0153080495,-0.6800989508628845,5010,0.2,0.001,0.1604650616645813,-0.031658560037612915,0.07837722897529602,0.10166666880249978,,,
0.92,0,30180,1,503,30180,-0.09324233,38179,1.33,6316,-0.0224304608783374,0.010195231,-0.7713699758052825,5020,0.2,0.001,0.08519262075424194,0.030310191214084625,0.1719416096806526,0.12833333611488343,,,
0.89,0,30240,1,504,30240,-0.11320025999999998,38245,1.45,6355,-0.030850643826027736,0.028283644,-0.7510443806648255,5030,0.2,0.001,-0.022946953773498535,0.028502795845270157,0.16336653381586075,0.3349999971687794,,,
0.9,0,30300,1,505,30300,-0.09324742000000003,38316,1.42,6398,-0.02876780068579432,0.029685427,-0.7534767806529998,5040,0.2,0.001,0.2573545575141907,-0.015052352100610733,0.11974512487649917,0.10000000391155481,,,
0.91,0,30360,1,506,30360,-0.09384848,38383,1.41,6442,-0.025723587743317112,0.01833363,-0.6772302746772766,5050,0.2,0.001,0.24637722969055176,0.011933103203773499,0.11058134958148003,0.12000000290572643,,,
0.94,0,30420,1,507,30420,-0.05165253999999999,38456,1.32,6483,-0.018893694340561852,0.027344527,-0.698658686876297,5060,0.2,0.001,0.47033464908599854,-0.0010486207902431488,0.07605191022157669,0.19500000216066837,,,
0.92,0,30480,1,508,30480,-0.07323642000000001,38523,1.37,6531,-0.03891384442647298,0.057722025,-0.6258963942527771,5070,0.2,0.001,-0.9531238079071045,-0.0091189444065094,0.09968783855438232,0.30333333238959315,,,
0.92,0,30540,1,509,30540,-0.08486723,38594,1.37,6572,-0.014399408162571348,0.02799044,-0.5881063222885132,5080,0.2,0.001,0.24075692892074585,0.030664026737213135,0.13086452782154084,0.0600000012665987,,,
0.91,0,30600,1,510,30600,-0.08593598999999999,38664,1.4,6615,-0.03209653332829472,0.031590674,-0.5744347393512725,5090,0.2,0.001,0.174186110496521,-0.0055369846522808075,0.12139645367860794,0.09833333604037761,,,
0.93,0,30660,1,511,30660,-0.052944709999999985,38734,1.33,6664,-0.027289580901464206,0.04047845,-0.47665410339832304,5100,0.2,0.001,0.1489580273628235,0.01712857186794281,0.11942661702632903,0.2116666741669178,,,
0.97,0,30720,1,512,30720,-0.030267949999999995,38810,1.2,6715,-0.014986384063183067,0.011142557,-0.4367137044668198,5110,0.2,0.001,0.09262090921401978,0.0013174954801797867,0.05512978546321392,0.07333333622664213,,,
0.95,0,30780,1,513,30780,-0.05151913,38885,1.29,6759,-0.01439928748256838,0.006066175,-0.43637552559375764,5120,0.2,0.001,0.03742486238479614,-0.002605648711323738,0.055295909941196444,0.018333334103226663,,,
0.95,0,30840,1,514,30840,-0.05292794000000001,38959,1.3,6806,-0.009102833531796861,0.009867099,-0.49082256853580475,5130,0.2,0.001,0.334289014339447,0.007469736039638519,0.06512508317828178,0.12333333641290664,,,
0.96,0,30900,1,515,30900,-0.0507105,39038,1.23,6855,-0.014890457634852972,0.030553173,-0.5303950041532517,5140,0.2,0.001,0.3805144429206848,-0.0022427979856729507,0.06185635663568974,0.09833333566784859,,,
0.93,0,30960,1,516,30960,-0.07007485999999999,39113,1.29,6899,-0.02624331756805378,0.051488917,-0.4618088275194168,5150,0.2,0.001,0.3552294969558716,-0.003351699560880661,0.0666720349341631,0.23166666962206364,,,
0.91,0,31020,1,517,31020,-0.09235311000000002,39182,1.32,6945,-0.0063238503364967166,0.0051679513,-0.3554557979106903,5160,0.2,0.001,0.3540889024734497,0.031351685523986816,0.10541038066148758,0.04666666798293591,,,
0.92,0,31080,1,518,31080,-0.08290927,39249,1.33,6990,-0.020313883819617472,0.06852897,-0.4774819165468216,5170,0.2,0.001,0.5128200054168701,-0.012088077142834663,0.07951270155608654,0.10666666887700557,,,
0.94,0,31140,1,519,31140,-0.06232611000000001,39314,1.28,7039,-0.015264887716621156,0.030109262,-0.5739425182342529,5180,0.2,0.001,0.038863420486450195,-0.0047557540237903595,0.0986906535923481,0.08833333570510149,,,
0.95,0,31200,1,520,31200,-0.06209029000000001,39387,1.28,7085,-0.015325812163452213,0.034004584,-0.3941814064979553,5190,0.2,0.001,0.2674906849861145,0.017848528921604156,0.08509864956140518,0.1250000037252903,,,
0.95,0,31260,1,521,31260,-0.06245722,39462,1.29,7131,-0.003153107958690571,0.014471693,-0.38169394731521605,5200,0.2,0.001,-0.1489262580871582,0.04994455724954605,0.12601856365799904,0.04166666809469462,,,
0.96,0,31320,1,522,31320,-0.03991645999999999,39530,1.23,7182,-0.015537482545090242,0.05197691,-0.5923273921012878,5210,0.2,0.001,-0.01394796371459961,0.04893988370895386,0.1363505870103836,0.15333333760499954,,,
0.98,0,31380,1,523,31380,-0.019370230000000002,39602,1.18,7233,-0.022994601355554777,0.0241365,-0.713875126838684,5220,0.2,0.001,-16.823955535888672,-0.040045637637376785,0.019102352671325207,0.10000000484287738,,,
0.95,0,31440,1,524,31440,-0.05155885,39674,1.29,7273,-0.0219860132768126,0.015667256,-0.6981503009796143,5230,0.2,0.001,0.2538142800331116,-0.020755846053361893,0.05354867279529572,0.0650000024586916,,,
0.9,0,31500,1,525,31500,-0.09517314,39748,1.47,7313,-0.013043437469750785,0.0062157414,-0.6547693967819214,5240,0.2,0.001,0.1354762315750122,0.02821957878768444,0.11986869871616364,0.1350000023841858,,,
0.9,0,31560,1,526,31560,-0.09516182999999998,39820,1.46,7356,-0.02260789553324365,0.011937345,-0.7499442934989929,5250,0.2,0.001,0.12487834692001343,0.02043631300330162,0.14835638254880906,0.20333333313465118,,,
0.9,0,31620,1,527,31620,-0.11296231999999998,39889,1.41,7400,-0.021227562201675033,0.009573681,-0.7133458495140076,5260,0.2,0.001,0.11255431175231934,0.011127401143312454,0.12697266712784766,0.0450000012293458,,,
0.93,0,31680,1,528,31680,-0.08126769999999998,39959,1.3,7449,-0.012586918209563081,0.007917123,-0.727055013179779,5270,0.2,0.001,0.35611456632614136,0.028379276394844055,0.13060794696211814,0.05833333395421505,,,
0.91,0,31740,1,529,31740,-0.09496043,40027,1.33,7494,-0.025191875907282224,0.013151144,-0.8403190612792969,5280,0.2,0.001,0.2553686499595642,-0.0031295455992221832,0.11138789132237434,0.223333334363997,,,
0.92,0,31800,1,530,31800,-0.08358656,40095,1.27,7543,-0.02427719679661102,0.017867306,-0.8270407378673553,5290,0.2,0.001,0.06997412443161011,0.03356552496552467,0.21050287485122682,0.13166666962206364,,,
0.93,0,31860,1,531,31860,-0.07304411000000002,40160,1.32,7585,-0.020625023725442303,0.013963969,-0.8518197655677795,5300,0.2,0.001,0.285474956035614,0.004191391170024872,0.12379967123270035,0.08666667006909848,,,
0.96,0,31920,1,532,31920,-0.03020761999999999,40228,1.25,7637,-0.032596893732746324,0.020078303,-0.7952247560024261,5310,0.2,0.001,0.35768240690231323,-0.024058789014816284,0.07864872366189957,0.13500000294297934,,,
0.95,0,31980,1,533,31980,-0.04342615,40303,1.26,7682,-0.03397435510531066,0.045338415,-0.7069762229919434,5320,0.2,0.001,-432.01513671875,-0.04836643859744072,0.029910009168088437,0.1616666682064533,,,
0.92,0,32040,1,534,32040,-0.08495816999999999,40386,1.34,7724,-0.02585529489132261,0.014668008,-0.6237756907939911,5330,0.2,0.001,0.10629081726074219,0.015412110835313797,0.157074636220932,0.06500000152736903,,,
0.93,0,32100,1,535,32100,-0.0704785,40454,1.26,7777,-0.04489869420106203,0.050764434,-0.5323480367660522,5340,0.2,0.001,0.11156046390533447,-0.008690088987350464,0.14979143291711808,0.1450000001117587,,,
0.94,0,32160,1,536,32160,-0.059910359999999996,40522,1.23,7823,-0.009111265235066312,0.007636761,-0.47799364030361174,5350,0.2,0.001,0.1090463399887085,0.022623980417847633,0.09344305247068405,0.03666666764765978,,,
0.9,0,32220,1,537,32220,-0.11190242999999998,40585,1.4,7860,-0.018401399962603905,0.019341713,-0.5501817047595978,5360,0.2,0.001,0.2981223464012146,-0.001173306256532669,0.09068109765648842,0.15333333797752857,,,
0.94,0,32280,1,538,32280,-0.07319495999999998,40660,1.42,7904,-0.041325681644181246,0.036297824,-0.5662093997001648,5370,0.2,0.001,0.49558448791503906,-0.04198042303323746,0.0813040316104889,0.12500000167638065,,,
0.96,0,32340,1,539,32340,-0.03215223,40731,1.32,7953,-0.02642284471541636,0.024552714,-0.4469552427530289,5380,0.2,0.001,-96.85173034667969,-0.03951781988143921,0.045099079888314006,0.09333333596587182,,,
0.96,0,32400,1,540,32400,-0.029563909999999995,40800,1.22,8002,-0.009872464222523015,0.017919628,-0.33250231146812437,5390,0.2,0.001,0.14723432064056396,0.0130080571398139,0.05577538721263409,0.10333333611488342,,,
0.97,0,32460,1,541,32460,-0.04138532,40873,1.23,8050,-0.016893071271478988,0.0222358,-0.2966314911842346,5400,0.2,0.001,0.04660141468048096,0.002361573278903961,0.05180668123066425,0.10333333630114794,,,
0.95,0,32520,1,542,32520,-0.06348250999999999,40944,1.28,8097,-0.010618713336686625,0.026997047,-0.16395812705159188,5410,0.2,0.001,0.20673638582229614,0.017910990864038467,0.06516172736883163,0.056666668877005576,,,
0.92,0,32580,1,543,32580,-0.08337505,41011,1.36,8139,-0.0011739461713780486,0.003085033,-0.10364336892962456,5420,0.2,0.001,0.22838717699050903,0.04274510592222214,0.10405322909355164,0.011666667275130748,,,
0.9,0,32640,1,544,32640,-0.09540309999999998,41084,1.42,8181,-0.002555102852832647,0.001286016,-0.12230523899197579,5430,0.2,0.001,0.37853842973709106,0.03056081384420395,0.08413197696208954,0.011666667275130748,,,
0.92,0,32700,1,545,32700,-0.07451533,41152,1.39,8226,-0.02311148940352723,0.027715929,-0.17782522290945052,5440,0.2,0.001,-0.08501935005187988,0.020167231559753418,0.15213676989078523,0.04333333447575569,,,
0.91,0,32760,1,546,32760,-0.09467707,41222,1.44,8260,-0.02128797478352986,0.007197955,-0.2879959747195244,5450,0.2,0.001,0.2937909960746765,0.0027081333100795746,0.09704971313476562,0.08166666869074106,,,
0.89,0,32820,1,547,32820,-0.11548614999999998,41296,1.47,8302,-0.02058569320787984,0.023552828,-0.18878137916326523,5460,0.2,0.001,0.3317227363586426,0.010654844343662262,0.10503555536270141,0.07666666898876429,,,
0.92,0,32880,1,548,32880,-0.09397755999999997,41366,1.39,8350,-0.005260727418741773,0.0044320086,-0.12235016971826554,5470,0.2,0.001,0.3795144557952881,0.025006737560033798,0.10077489465475083,0.010000000521540642,,,
0.93,0,32940,1,549,32940,-0.08185815000000002,41440,1.29,8396,-0.0010249503488497069,0.00010608832,-0.11042779907584191,5480,0.2,0.001,0.2998466491699219,0.027722010388970375,0.08400580026209355,0.0,,,
0.92,0,33000,1,550,33000,-0.09224663999999999,41507,1.33,8440,-0.0019237996342902797,0.0045728553,-0.09753586947917939,5490,0.2,0.001,0.18318533897399902,0.04723783954977989,0.11427794843912124,0.02166666779667139,,,
0.91,0,33060,1,551,33060,-0.09318341999999998,41577,1.4,8480,-0.00034279118439370924,1.7102559e-05,-0.09364765137434006,5500,0.2,0.001,0.3466794490814209,0.04136418551206589,0.10136980190873146,0.0,,,
0.92,0,33120,1,552,33120,-0.08156534999999998,41650,1.35,8530,-0.0023388886492466733,0.002977426,-0.1023964263498783,5510,0.2,0.001,0.26411008834838867,0.03908517211675644,0.10571008250117302,0.010000000521540642,,,
0.93,0,33180,1,553,33180,-0.07061777999999999,41717,1.27,8574,-0.0032387350484108348,0.0004466335,-0.11604434698820114,5520,0.2,0.001,0.5781241655349731,0.015187556855380535,0.05229860171675682,0.0,,,
0.89,0,33240,1,554,33240,-0.11376741999999998,41787,1.42,8612,-0.0011057206720579416,0.0016348233,-0.09762087538838386,5530,0.2,0.001,0.18251746892929077,0.04415634274482727,0.11053439304232597,0.006666667014360428,,,
0.93,0,33300,1,555,33300,-0.07182524000000001,41857,1.33,8663,-0.001901786748785561,0.0019689628,-0.12174692749977112,5540,0.2,0.001,-0.20503687858581543,0.10903728008270264,0.2447497546672821,0.010000000521540642,,,
0.92,0,33360,1,556,33360,-0.08294275000000001,41928,1.39,8700,-0.0007172177385164957,0.00036171873,-0.1199586383998394,5550,0.2,0.001,-14.731341361999512,0.0029375229496508837,0.09583334038034082,0.0,,,
0.88,0,33420,1,557,33420,-0.12627591,42011,1.54,8735,0.0007075741966036553,9.565751e-05,-0.11950361430644989,5560,0.2,0.001,0.13338172435760498,0.14685921370983124,0.3341691195964813,0.0,,,
0.85,0,33480,1,558,33480,-0.16783816999999998,42075,1.58,8778,-0.003605484107004742,0.002516508,-0.11647814512252808,5570,0.2,0.001,0.09492427110671997,0.08116510510444641,0.18634859919548036,0.006666667014360428,,,
0.93,0,33540,1,559,33540,-0.08010676,42153,1.23,8834,-4.566212530789926e-05,9.540717e-06,-0.08050780296325684,5580,0.2,0.001,0.14513301849365234,0.0840456634759903,0.18191112130880355,0.0,,,
0.94,0,33600,1,560,33600,-0.07060207000000002,42224,1.3,8874,-2.0945717857667746e-05,1.5179317e-06,-0.0725772313773632,5590,0.2,0.001,0.36708593368530273,0.017280057072639465,0.04013557955622673,0.0,,,
0.95,0,33660,1,561,33660,-0.06075794000000001,42302,1.27,8927,-0.0011156900589655906,0.0016164631,-0.0678848884999752,5600,0.2,0.001,-0.11899566650390625,0.06388996541500092,0.15530944615602493,0.006666667014360428,,,
0.94,0,33720,1,562,33720,-0.07042496,42373,1.24,8971,-0.006854943573319616,0.005606128,-0.07591630518436432,5610,0.2,0.001,0.700663149356842,0.00504253339022398,0.03580802232027054,0.011666667275130748,,,
0.93,0,33780,1,563,33780,-0.07161909,42448,1.3,9017,-0.00013570988999465073,2.5769075e-06,-0.06439194567501545,5620,0.2,0.001,0.14601391553878784,0.06013569235801697,0.142157119512558,0.0,,,
0.94,0,33840,1,564,33840,-0.06265129000000001,42516,1.33,9061,-1.670056338904935e-05,1.6490618e-07,-0.05284302718937397,5630,0.2,0.001,-0.6040678024291992,0.05376577749848366,0.13962712585926057,0.0,,,
0.93,0,33900,1,565,33900,-0.08564682,42585,1.42,9101,-9.007861092413805e-05,8.1197424e-05,-0.055091016739606855,5640,0.2,0.001,-0.013467907905578613,0.04409245774149895,0.09955688118934632,0.0,,,
0.9,0,33960,1,566,33960,-0.11504731,42652,1.44,9145,-0.0001824386425173685,0.00010308623,-0.07086605504155159,5650,0.2,0.001,0.2936285138130188,0.061115164309740067,0.13473727852106093,0.0,,,
0.93,0,34020,1,567,34020,-0.07074103,42721,1.29,9193,-2.183417471091076e-06,0.0,-0.05105712413787842,5660,0.2,0.001,0.344118595123291,0.05175242945551872,0.12119992673397065,0.0,,,
0.94,0,34080,1,568,34080,-0.03961809,42791,1.26,9239,-4.850476951789862e-06,2.9802323e-09,-0.05466601401567459,5670,0.2,0.001,0.26161324977874756,0.03027481585741043,0.06528322212398052,0.0,,,
0.91,0,34140,1,569,34140,-0.07268122,42859,1.35,9281,-3.6789973162143496e-06,3.973643e-09,-0.05255070552229881,5680,0.2,0.001,0.1880556344985962,0.03001614473760128,0.06835900954902172,0.0,,,
0.92,0,34200,1,570,34200,-0.08647222000000002,42933,1.31,9328,-7.860099175558411e-05,1.10268594e-07,-0.05258231237530708,5690,0.2,0.001,0.27327120304107666,0.05247114971280098,0.12314762696623802,0.0,,,
