eval/success_rate,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/clip_range,train/loss,train/learning_rate,train/value_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss
0.92,-0.08783655256964266,1.18,6270,0,6270,3703,,,,,,,0.2,0.052993178367614746,0.0001,0.1254796639084816,-0.4535303771495819,0.2766214609146118,0.00012390217,0.0,2080,-0.0008545462255520775
,,,6270,,,,24101,0,1.59,0.77,-0.20499263999999998,209,,,,,,,,,,
0.9,-0.06903593490365893,1.24,6300,0,6300,3722,,,,,,,0.2,0.07530472427606583,0.0001,0.19925318658351898,-0.4751604497432709,-0.3085869550704956,0.00035335025,0.0,2090,-0.003979152823255205
,,,6300,,,,24213,0,1.62,0.75,-0.22161291,210,,,,,,,,,,
0.98,-0.006582168303430081,1.04,6330,0,6330,3738,,,,,,,0.2,0.07727368921041489,0.0001,0.1910642847418785,-0.4980559706687927,0.3510284423828125,0.00021510522,0.0,2100,-0.0008715448776881018
,,,6330,,,,24312,0,1.64,0.74,-0.24158593999999997,211,,,,,,,,,,
0.92,-0.09099078605882824,1.24,6360,0,6360,3762,,,,,,,0.2,0.08549918234348297,0.0001,0.19900751411914824,-0.5093615233898163,0.20971739292144775,0.00021009246,0.0,2110,-0.0017203106382900125
,,,6360,,,,24436,0,1.52,0.79,-0.2131005399999999,212,,,,,,,,,,
0.94,-0.04881238651927561,1.2,6390,0,6390,3777,,,,,,,0.2,0.07183051854372025,0.0001,0.16355135887861252,-0.5110756456851959,0.4412723183631897,0.00017222365,0.0,2120,0.0012065226775064275
,,,6390,,,,24552,0,1.57,0.77,-0.22425292,213,,,,,,,,,,
0.9,-0.07009887802880257,1.26,6420,0,6420,3795,,,,,,,0.2,0.07046200335025787,0.0001,0.17212067991495134,-0.48916366398334504,0.21937966346740723,0.0010081549,0.0,2130,-0.0027314150017142325
,,,6420,,,,24669,0,1.62,0.74,-0.22748464,214,,,,,,,,,,
0.96,-0.027954861177131533,1.12,6450,0,6450,3813,,,,,,,0.2,0.07595154643058777,0.0001,0.16818844079971312,-0.4729173332452774,0.04820448160171509,5.763769e-06,0.0,2140,0.0012658361456123757
,,,6450,,,,24764,0,1.64,0.73,-0.23845273,215,,,,,,,,,,
0.92,-0.06885155720636249,1.2,6480,0,6480,3831,,,,,,,0.2,0.07063715904951096,0.0001,0.17449781745672227,-0.49387208819389344,0.07215887308120728,0.0003461778,0.0,2150,-0.0018220387573819607
,,,6480,,,,24873,0,1.63,0.73,-0.22521773000000003,216,,,,,,,,,,
0.96,-0.048065262027084825,1.16,6510,0,6510,3851,,,,,,,0.2,0.07748733460903168,0.0001,0.18984786719083785,-0.5296452581882477,0.3706679940223694,0.00012226104,0.0,2160,3.271857831990133e-05
,,,6510,,,,24976,0,1.66,0.71,-0.23884353,217,,,,,,,,,,
0.92,-0.08910938050132244,1.2,6540,0,6540,3874,,,,,,,0.2,0.08405588567256927,0.0001,0.19677305966615677,-0.556315290927887,0.20397019386291504,0.00077763596,0.0,2170,-0.003896985427709332
,,,6540,,,,25089,0,1.55,0.77,-0.19358087999999998,218,,,,,,,,,,
0.88,-0.052420405321754515,1.28,6570,0,6570,3890,,,,,,,0.2,0.06037559360265732,0.0001,0.16494522020220756,-0.6026861548423768,-0.19962584972381592,0.00050720375,0.0,2180,-0.00038515895958273204
,,,6570,,,,25201,0,1.6,0.75,-0.22758015,219,,,,,,,,,,
0.9,-0.09388764827046543,1.3,6600,0,6600,3908,,,,,,,0.2,0.09340398758649826,0.0001,0.21213830709457399,-0.61793093085289,0.24455779790878296,9.007056e-05,0.0,2190,-0.0012926339709762758
,,,6600,,,,25307,0,1.55,0.76,-0.23587986000000005,220,,,,,,,,,,
0.9,-0.08992685896344482,1.28,6630,0,6630,3927,,,,,,,0.2,0.06849811971187592,0.0001,0.18725146353244781,-0.5856653094291687,0.24852323532104492,0.001285386,0.0,2200,-0.007254912458204954
,,,6630,,,,25419,0,1.55,0.77,-0.22698636000000005,221,,,,,,,,,,
0.88,-0.08953970955684781,1.26,6660,0,6660,3949,,,,,,,0.2,0.09673747420310974,0.0001,0.23312054872512816,-0.5415536761283875,-0.017257332801818848,0.0013189614,0.0,2210,-0.004359231611791259
,,,6660,,,,25529,0,1.52,0.8,-0.20657445000000002,222,,,,,,,,,,
1.0,-0.006278037405572832,1.0,6690,0,6690,3969,,,,,,,0.2,0.06560780853033066,0.0001,0.1524863511323929,-0.5103333413600921,-0.02407205104827881,4.522403e-05,0.0,2220,0.0006794595745546417
,,,6690,,,,25624,0,1.6,0.76,-0.24928118999999999,223,,,,,,,,,,
1.0,-0.006934211794286966,1.06,6720,0,6720,3989,,,,,,,0.2,0.09016704559326172,0.0001,0.20492523312568664,-0.5082386493682861,0.158893883228302,5.040765e-05,0.0,2230,-0.001169419089219481
,,,6720,,,,25728,0,1.51,0.8,-0.21347831000000003,224,,,,,,,,,,
0.92,-0.049546383880078794,1.2,6750,0,6750,4009,,,,,,,0.2,0.07499167323112488,0.0001,0.177468241751194,-0.49487883746623995,0.08456212282180786,0.0002441148,0.0,2240,-0.001792589009564871
,,,6750,,,,25829,0,1.48,0.83,-0.18434493,225,,,,,,,,,,
0.92,-0.07072195025160909,1.2,6780,0,6780,4025,,,,,,,0.2,0.08190037310123444,0.0001,0.21128359138965608,-0.49248222410678866,-0.019579768180847168,0.0030443987,0.010000000521540642,2250,-0.006137713806626066
,,,6780,,,,25943,0,1.53,0.8,-0.20833178,226,,,,,,,,,,
0.92,-0.08900787563528866,1.24,6810,0,6810,4042,,,,,,,0.2,0.08595988899469376,0.0001,0.20393973737955093,-0.45472693145275117,0.15311700105667114,0.0007867237,0.0,2260,-0.0041142737436651085
,,,6810,,,,26054,0,1.58,0.78,-0.24631076999999998,227,,,,,,,,,,
0.88,-0.13451529721729458,1.3,6840,0,6840,4065,,,,,,,0.2,0.07603029161691666,0.0001,0.19054891914129257,-0.4194954037666321,0.2898523807525635,0.00079556106,0.0,2270,-0.005476478955242792
,,,6840,,,,26164,0,1.55,0.8,-0.22485029,228,,,,,,,,,,
0.86,-0.07142897055484354,1.36,6870,0,6870,4084,,,,,,,0.2,0.0495559498667717,0.0001,0.1277111828327179,-0.3868342399597168,0.4911775588989258,4.689892e-05,0.0,2280,0.0008222123326655506
,,,6870,,,,26280,0,1.59,0.77,-0.26054038999999996,229,,,,,,,,,,
0.94,-0.04794688611291349,1.16,6900,0,6900,4102,,,,,,,0.2,0.09352867305278778,0.0001,0.21226925849914552,-0.3703720927238464,0.29799073934555054,0.00016233922,0.0,2290,-0.0017409002590770938
,,,6900,,,,26387,0,1.63,0.76,-0.26090709000000006,230,,,,,,,,,,
0.86,-0.11140738080255687,1.36,6930,0,6930,4118,,,,,,,0.2,0.09199859201908112,0.0001,0.21044545620679855,-0.36327834129333497,0.06958776712417603,1.5894572e-06,0.0,2300,0.0002653958393906919
,,,6930,,,,26507,0,1.61,0.76,-0.27072223999999995,231,,,,,,,,,,
0.94,-0.07192222935147584,1.18,6960,0,6960,4139,,,,,,,0.2,0.06477688997983932,0.0001,0.14733355343341828,-0.36795937120914457,0.36585891246795654,5.930662e-06,0.0,2310,-3.535459496561977e-05
,,,6960,,,,26611,0,1.54,0.78,-0.24082897000000003,232,,,,,,,,,,
0.92,-0.06938871891703456,1.24,6990,0,6990,4161,,,,,,,0.2,0.06977943331003189,0.0001,0.16349812150001525,-0.3723937332630157,0.3711581230163574,7.872383e-05,0.0,2320,-0.0015168188798513782
,,,6990,,,,26716,0,1.54,0.78,-0.24162563000000004,233,,,,,,,,,,
0.94,-0.02914788878057152,1.14,7020,0,7020,4181,,,,,,,0.2,0.06294737756252289,0.0001,0.15828440338373184,-0.3834135204553604,-0.06700074672698975,4.112522e-05,0.0,2330,-0.0007912117231171578
,,,7020,,,,26817,0,1.55,0.78,-0.23350050999999997,234,,,,,,,,,,
0.9,-0.09081547176465392,1.24,7050,0,7050,4205,,,,,,,0.2,0.06951718777418137,0.0001,0.18427532613277436,-0.36866495609283445,0.3680540919303894,0.00040609637,0.0,2340,-0.004480929753044904
,,,7050,,,,26925,0,1.46,0.83,-0.18099469,235,,,,,,,,,,
0.9,-0.10881866495590657,1.22,7080,0,7080,4223,,,,,,,0.2,0.05023054778575897,0.0001,0.12506859377026558,-0.3481264263391495,-2.523560047149658,0.00013688207,0.0,2350,-0.0001610790427477582
,,,7080,,,,27032,0,1.43,0.85,-0.1594013,236,,,,,,,,,,
0.92,-0.05019369835034013,1.26,7110,0,7110,4237,,,,,,,0.2,0.09157469868659973,0.0001,0.2112923964858055,-0.33503269851207734,0.1785874366760254,3.1131505e-05,0.0,2360,-0.0005203551015679153
,,,7110,,,,27144,0,1.53,0.81,-0.19428195999999998,237,,,,,,,,,,
0.9,-0.09262647397816182,1.22,7140,0,7140,4256,,,,,,,0.2,0.08372816443443298,0.0001,0.20564285218715667,-0.327726224064827,0.1289030909538269,2.4650495e-05,0.0,2370,-0.00011216600469197147
,,,7140,,,,27259,0,1.57,0.79,-0.21538781999999998,238,,,,,,,,,,
0.88,-0.11047550985589623,1.36,7170,0,7170,4276,,,,,,,0.2,0.07656748592853546,0.0001,0.18194129914045334,-0.34048449993133545,0.2400248646736145,0.00027092098,0.0,2380,-0.0032526224855489614
,,,7170,,,,27392,0,1.58,0.8,-0.20308008999999994,239,,,,,,,,,,
0.88,-0.11232297615148128,1.3,7200,0,7200,4292,,,,,,,0.2,0.07397731393575668,0.0001,0.2096224308013916,-0.36433133780956267,-0.19967222213745117,8.608898e-06,0.0,2390,0.0005270911237069242
,,,7200,,,,27512,0,1.65,0.77,-0.22352089,240,,,,,,,,,,
0.94,-0.02843105447944254,1.18,7230,0,7230,4313,,,,,,,0.2,0.08711140602827072,0.0001,0.1951424777507782,-0.36739042699337005,0.02519965171813965,0.00014118155,0.0,2400,-0.003015755181064961
,,,7230,,,,27622,0,1.64,0.77,-0.21364922,241,,,,,,,,,,
1.0,-0.007365114432759583,1.06,7260,0,7260,4330,,,,,,,0.2,0.021584000438451767,0.0001,0.06436480842530727,-0.35199389457702634,0.4712185859680176,0.00016588967,0.0,2410,-0.002140149803599378
,,,7260,,,,27718,0,1.66,0.75,-0.22462957000000006,242,,,,,,,,,,
0.88,-0.07078659725841135,1.34,7290,0,7290,4349,,,,,,,0.2,0.10329924523830414,0.0001,0.2631013453006744,-0.3291123777627945,0.23299169540405273,0.00024848184,0.0,2420,-0.002441137139685434
,,,7290,,,,27839,0,1.61,0.79,-0.19618105,243,,,,,,,,,,
0.88,-0.11218316855374724,1.28,7320,0,7320,4368,,,,,,,0.2,0.06348226964473724,0.0001,0.14866814613342286,-0.31331370770931244,0.3285903334617615,0.0003231128,0.0,2430,-0.001583177415159298
,,,7320,,,,27947,0,1.6,0.77,-0.2171317,244,,,,,,,,,,
0.92,-0.07023141531739384,1.24,7350,0,7350,4388,,,,,,,0.2,0.045447055250406265,0.0001,0.11893244907259941,-0.29808770716190336,0.39544743299484253,0.00050955213,0.0,2440,-0.00285402753118742
,,,7350,,,,28065,0,1.6,0.77,-0.23014111999999998,245,,,,,,,,,,
0.9,-0.0698036837298423,1.3,7380,0,7380,4407,,,,,,,0.2,0.05523870885372162,0.0001,0.1439592570066452,-0.27467280328273774,0.3533185124397278,0.00011590123,0.0,2450,-0.00101086038843885
,,,7380,,,,28192,0,1.59,0.79,-0.22038140999999997,246,,,,,,,,,,
0.9,-0.09133257683366537,1.28,7410,0,7410,4425,,,,,,,0.2,0.08694902062416077,0.0001,0.1995951846241951,-0.25684607923030855,-0.09269523620605469,3.1352042e-06,0.0,2460,-4.527966143363926e-07
,,,7410,,,,28310,0,1.63,0.77,-0.24489278999999997,247,,,,,,,,,,
0.94,-0.07029933280777186,1.18,7440,0,7440,4443,,,,,,,0.2,0.0790153220295906,0.0001,0.18953823447227477,-0.24856518357992172,0.37940317392349243,2.364715e-05,0.0,2470,-0.00035370458945784835
,,,7440,,,,28417,0,1.61,0.77,-0.24577701000000002,248,,,,,,,,,,
0.94,-0.02800001888535917,1.14,7470,0,7470,4467,,,,,,,0.2,0.10197191685438156,0.0001,0.2363266959786415,-0.24001628458499907,0.0823066234588623,0.00019407073,0.0,2480,-0.00296551243751324
,,,7470,,,,28525,0,1.53,0.8,-0.20297936,249,,,,,,,,,,
0.94,-0.02801701417658478,1.14,7500,0,7500,4485,,,,,,,0.2,0.043280407786369324,0.0001,0.13470648154616355,-0.2233946815133095,0.12458527088165283,0.0003026704,0.0,2490,-0.0040017093423132975
,,,7500,,,,28634,0,1.54,0.8,-0.16277159000000002,250,,,,,,,,,,
0.82,-0.15482808945234866,1.44,7530,0,7530,4501,,,,,,,0.2,0.039292410016059875,0.0001,0.10231289863586426,-0.20777097940444947,-0.2926541566848755,0.000186944,0.0,2500,-0.0022336713736876845
,,,7530,,,,28752,0,1.62,0.74,-0.21683919,251,,,,,,,,,,
0.94,-0.02987769726663828,1.18,7560,0,7560,4517,,,,,,,0.2,0.17014576494693756,0.0001,0.4067262947559357,-0.19320549070835114,-0.05474960803985596,1.9073486e-06,0.0,2510,-1.250704131017244e-06
,,,7560,,,,28857,0,1.59,0.75,-0.21692324000000002,252,,,,,,,,,,
0.88,-0.10934769117273391,1.26,7590,0,7590,4538,,,,,,,0.2,0.07570379972457886,0.0001,0.2188224658370018,-0.18618971705436707,0.29597872495651245,7.0005655e-05,0.0,2520,-0.0015954144830660154
,,,7590,,,,28972,0,1.54,0.78,-0.1814396,253,,,,,,,,,,
0.96,-0.0287328000087291,1.16,7620,0,7620,4557,,,,,,,0.2,0.12134099006652832,0.0001,0.25694080591201784,-0.18225124180316926,-0.17292439937591553,8.046627e-07,0.0,2530,0.00011975189161601562
,,,7620,,,,29086,0,1.61,0.75,-0.21246940999999997,254,,,,,,,,,,
0.88,-0.09082380392588675,1.28,7650,0,7650,4575,,,,,,,0.2,0.08910799026489258,0.0001,0.20518268644809723,-0.1795416846871376,0.14962029457092285,0.00019953251,0.0,2540,-0.0021051498429975448
,,,7650,,,,29198,0,1.66,0.72,-0.25060451,255,,,,,,,,,,
0.8,-0.13083605566527695,1.4,7680,0,7680,4595,,,,,,,0.2,0.07111850380897522,0.0001,0.17406411170959474,-0.1676638811826706,0.3030470609664917,0.0002499799,0.0,2550,-0.003839745016302842
,,,7680,,,,29323,0,1.61,0.75,-0.2565073,256,,,,,,,,,,
0.84,-0.1524079342186451,1.36,7710,0,7710,4614,,,,,,,0.2,0.06535939872264862,0.0001,0.15167568475008011,-0.15359916239976884,0.4722777009010315,1.5497208e-06,0.0,2560,-3.0001004276414277e-07
,,,7710,,,,29433,0,1.52,0.79,-0.20948518,257,,,,,,,,,,
0.88,-0.07006420201621949,1.28,7740,0,7740,4629,,,,,,,0.2,0.04390811175107956,0.0001,0.11364188194274902,-0.15113929361104966,0.48918837308883667,0.00014147362,0.0,2570,-0.001274969690554606
,,,7740,,,,29547,0,1.65,0.73,-0.27210705,258,,,,,,,,,,
0.9,-0.09011883517727255,1.26,7770,0,7770,4647,,,,,,,0.2,0.11084438860416412,0.0001,0.27603686302900315,-0.15278836339712143,0.1559363603591919,2.4795531e-06,0.0,2580,-2.344971134480289e-05
,,,7770,,,,29658,0,1.64,0.71,-0.30254619,259,,,,,,,,,,
0.84,-0.1558432348398492,1.36,7800,0,7800,4667,,,,,,,0.2,0.06828587502241135,0.0001,0.14935739040374757,-0.15340860486030578,0.38393300771713257,7.1525574e-07,0.0,2590,-5.404328358959986e-06
,,,7800,,,,29788,0,1.61,0.73,-0.27643671000000003,260,,,,,,,,,,
0.9,-0.029579056669026615,1.28,7830,0,7830,4687,,,,,,,0.2,0.1124299019575119,0.0001,0.25924551039934157,-0.15376974940299987,-0.2260526418685913,0.0,0.0,2600,1.81794166786986e-07
,,,7830,,,,29899,0,1.63,0.71,-0.30167566000000007,261,,,,,,,,,,
0.96,-0.04950168869458139,1.12,7860,0,7860,4707,,,,,,,0.2,0.042334605008363724,0.0001,0.12106715068221093,-0.1538627028465271,0.4358936548233032,0.0,0.0,2610,-2.1199385322745456e-07
,,,7860,,,,30003,0,1.65,0.69,-0.32092063,262,,,,,,,,,,
0.94,-0.0084962717583403,1.16,7890,0,7890,4726,,,,,,,0.2,0.04677365720272064,0.0001,0.11231795474886894,-0.15661342144012452,0.5459240078926086,0.00027968883,0.0,2620,-0.0016947638822602863
,,,7890,,,,30114,0,1.53,0.76,-0.23694615,263,,,,,,,,,,
0.94,-0.05249361424241215,1.2,7920,0,7920,4743,,,,,,,0.2,0.05997571349143982,0.0001,0.14095911309123038,-0.16639999747276307,0.37021005153656006,1.013279e-06,0.0,2630,-1.9406278854994242e-07
,,,7920,,,,30220,0,1.57,0.75,-0.26045068,264,,,,,,,,,,
0.9,-0.08943182251881808,1.26,7950,0,7950,4762,,,,,,,0.2,0.0583735927939415,0.0001,0.13574809953570366,-0.17047806680202485,0.4793010950088501,1.975894e-05,0.0,2640,-0.00029998521605492103
,,,7950,,,,30333,0,1.56,0.76,-0.24112786,265,,,,,,,,,,
0.86,-0.13224941809661686,1.38,7980,0,7980,4782,,,,,,,0.2,0.061759017407894135,0.0001,0.15263765081763267,-0.16697512865066527,0.30494850873947144,2.3841858e-07,0.0,2650,-1.5656152960730196e-07
,,,7980,,,,30446,0,1.57,0.76,-0.22925453999999998,266,,,,,,,,,,
0.88,-0.1121868107188493,1.34,8010,0,8010,4803,,,,,,,0.2,0.11846692860126495,0.0001,0.2755812555551529,-0.16505589634180068,-0.32157599925994873,1.077652e-05,0.0,2660,-8.581037246884194e-05
,,,8010,,,,30558,0,1.56,0.78,-0.19731833000000001,267,,,,,,,,,,
0.96,-0.02869806622620672,1.08,8040,0,8040,4819,,,,,,,0.2,0.06280981749296188,0.0001,0.15805931836366655,-0.16741102039813996,-0.09257304668426514,0.00031614702,0.0,2670,-0.0012279256288699081
,,,8040,,,,30652,0,1.58,0.76,-0.21615817000000004,268,,,,,,,,,,
0.88,-0.09423573989421129,1.42,8070,0,8070,4835,,,,,,,0.2,0.13963578641414642,0.0001,0.32096005976200104,-0.22758987694978713,0.4172699451446533,0.00074940524,0.003333333507180214,2680,-0.000564314125015919
,,,8070,,,,30766,0,1.63,0.75,-0.21679958999999996,269,,,,,,,,,,
0.92,-0.04911062152124941,1.24,8100,0,8100,4855,,,,,,,0.2,0.06529121100902557,0.0001,0.16144642382860183,-0.17633334100246428,0.1679319143295288,5.9604645e-08,0.0,2690,3.6418438504881577e-07
,,,8100,,,,30874,0,1.62,0.76,-0.22286302000000002,270,,,,,,,,,,
0.92,-0.069416548400186,1.22,8130,0,8130,4872,,,,,,,0.2,0.04831083491444588,0.0001,0.11335319504141808,-0.17733852714300155,0.37973660230636597,0.0,0.0,2700,-2.7139981568780057e-07
,,,8130,,,,30983,0,1.68,0.73,-0.24423675,271,,,,,,,,,,
0.86,-0.052693533822894094,1.34,8160,0,8160,4892,,,,,,,0.2,0.08729138970375061,0.0001,0.2531101331114769,-0.19498331546783448,-0.2743281126022339,0.0018432478,0.023333334550261497,2710,-0.010113950499023083
,,,8160,,,,31093,0,1.62,0.76,-0.22949154,272,,,,,,,,,,
0.88,-0.11048195037990809,1.26,8190,0,8190,4913,,,,,,,0.2,0.10984905809164047,0.0001,0.24429024308919906,-0.18150171786546707,-0.09650218486785889,1.2516975e-07,0.0,2720,-4.390875584903142e-07
,,,8190,,,,31201,0,1.58,0.78,-0.21737419,273,,,,,,,,,,
0.94,-0.04905912132002413,1.14,8220,0,8220,4932,,,,,,,0.2,0.06400317698717117,0.0001,0.15119533538818358,-0.18086184114217757,0.32912880182266235,6.4798194e-05,0.0,2730,-0.0008045713127618371
,,,8220,,,,31302,0,1.51,0.8,-0.19484806000000002,274,,,,,,,,,,
0.9,-0.0710311887646094,1.24,8250,0,8250,4950,,,,,,,0.2,0.06817402690649033,0.0001,0.1652378112077713,-0.17049651741981506,0.20663738250732422,0.00028626522,0.0,2740,-0.002546697261471653
,,,8250,,,,31412,0,1.59,0.76,-0.23259998999999998,275,,,,,,,,,,
0.98,-0.02705964626278728,1.1,8280,0,8280,4969,,,,,,,0.2,0.07558663934469223,0.0001,0.17557415515184402,-0.16062765717506408,0.3223990797996521,1.553297e-05,0.0,2750,-0.00014693915875492182
,,,8280,,,,31510,0,1.54,0.78,-0.21574094000000005,276,,,,,,,,,,
0.84,-0.1324989551724866,1.4,8310,0,8310,4984,,,,,,,0.2,0.10202209651470184,0.0001,0.22044503390789033,-0.16260645240545274,0.13840746879577637,2.3841858e-07,0.0,2760,1.3301074385019263e-05
,,,8310,,,,31630,0,1.6,0.75,-0.24085316,277,,,,,,,,,,
0.96,-0.047551896711811426,1.12,8340,0,8340,5005,,,,,,,0.2,0.11669021844863892,0.0001,0.2531070366501808,-0.1646503821015358,-0.12988317012786865,2.5629998e-07,0.0,2770,4.680434820931722e-05
,,,8340,,,,31734,0,1.59,0.75,-0.22441027,278,,,,,,,,,,
0.96,-0.029063496785238386,1.12,8370,0,8370,5026,,,,,,,0.2,0.05916237831115723,0.0001,0.1289527215063572,-0.1631653755903244,0.30824142694473267,0.0,0.0,2780,-3.149112076883398e-07
,,,8370,,,,31844,0,1.6,0.75,-0.22016745000000001,279,,,,,,,,,,
0.9,-0.1121443110704422,1.28,8400,0,8400,5046,,,,,,,0.2,0.04026604816317558,0.0001,0.09225570037961006,-0.1611502394080162,0.4829845428466797,1.6868114e-05,0.0,2790,-8.49082077607477e-05
,,,8400,,,,31955,0,1.55,0.79,-0.19522893,280,,,,,,,,,,
0.86,-0.09066255555488169,1.32,8430,0,8430,5065,,,,,,,0.2,0.038593705743551254,0.0001,0.0876096986234188,-0.15896598547697066,0.50881028175354,0.0,0.0,2800,8.245309128795952e-08
,,,8430,,,,32070,0,1.55,0.78,-0.20106323,281,,,,,,,,,,
0.88,-0.09410982218105346,1.3,8460,0,8460,5083,,,,,,,0.2,0.08477858453989029,0.0001,0.18908292502164842,-0.15757639706134796,0.20951277017593384,0.0,0.0,2810,-1.2199084080677381e-07
,,,8460,,,,32191,0,1.54,0.8,-0.18897195,282,,,,,,,,,,
0.98,-0.02734308011829853,1.1,8490,0,8490,5098,,,,,,,0.2,0.10594066977500916,0.0001,0.23217854797840118,-0.15732383877038955,-0.4382055997848511,0.0,0.0,2820,8.145968211081822e-09
,,,8490,,,,32304,0,1.57,0.8,-0.18797953999999997,283,,,,,,,,,,
0.9,-0.0920842014392838,1.26,8520,0,8520,5115,,,,,,,0.2,0.07005216181278229,0.0001,0.15593460351228713,-0.15702773183584212,0.26446694135665894,0.0,0.0,2830,-1.0937452181725149e-07
,,,8520,,,,32427,0,1.65,0.77,-0.21589103999999998,284,,,,,,,,,,
0.74,-0.25974857426714154,1.56,8550,0,8550,5134,,,,,,,0.2,0.10143530368804932,0.0001,0.21692945063114166,-0.15632721334695815,-0.010420799255371094,1.7974775e-05,0.0,2840,-0.00011046975870465658
,,,8550,,,,32561,0,1.72,0.74,-0.24576672,285,,,,,,,,,,
0.96,-0.007581304195336997,1.12,8580,0,8580,5156,,,,,,,0.2,0.07081973552703857,0.0001,0.16350002586841583,-0.15520806312561036,0.2877018451690674,2.7815501e-08,0.0,2850,-2.5087893132003104e-05
,,,8580,,,,32678,0,1.66,0.76,-0.23337615,286,,,,,,,,,,
0.78,-0.1758551641786471,1.54,8610,0,8610,5181,,,,,,,0.2,0.06719402968883514,0.0001,0.15492017567157745,-0.1528898999094963,0.30961859226226807,0.00020821889,0.0,2860,-0.0016863489496366456
,,,8610,,,,32806,0,1.54,0.8,-0.20379586999999996,287,,,,,,,,,,
0.86,-0.13102800333406775,1.32,8640,0,8640,5201,,,,,,,0.2,0.04288123548030853,0.0001,0.0899266131222248,-0.1526808872818947,0.48888134956359863,0.0,0.0,2870,4.967053790494447e-08
,,,8640,,,,32921,0,1.44,0.83,-0.19030714999999992,288,,,,,,,,,,
0.92,-0.09013167586643249,1.2,8670,0,8670,5219,,,,,,,0.2,0.09764426946640015,0.0001,0.22266679406166076,-0.15274668633937835,0.3612515330314636,0.0,0.0,2880,-2.5510787600158124e-07
,,,8670,,,,33026,0,1.44,0.82,-0.19571659,289,,,,,,,,,,
0.94,-0.049260319801978765,1.18,8700,0,8700,5240,,,,,,,0.2,0.12737908959388733,0.0001,0.28854650557041167,-0.1536189466714859,-0.20042455196380615,1.8441677e-05,0.0,2890,-0.00019509007407885192
,,,8700,,,,33141,0,1.44,0.82,-0.20090933,290,,,,,,,,,,
0.86,-0.13107276293449105,1.34,8730,0,8730,5258,,,,,,,0.2,0.0805773064494133,0.0001,0.17699096351861954,-0.15720058977603912,0.32482457160949707,1.7881393e-07,0.0,2900,-1.606345174653967e-07
,,,8730,,,,33268,0,1.46,0.81,-0.20868244,291,,,,,,,,,,
0.86,-0.13478126101195811,1.32,8760,0,8760,5282,,,,,,,0.2,0.06425394117832184,0.0001,0.14444840103387832,-0.15963748395442962,0.3636666536331177,2.369086e-05,0.0,2910,-0.00013218820006546394
,,,8760,,,,33383,0,1.49,0.8,-0.21620245000000002,292,,,,,,,,,,
0.84,-0.13832003241404892,1.38,8790,0,8790,5300,,,,,,,0.2,0.06630314141511917,0.0001,0.14965842068195342,-0.16279323399066925,0.1557561755180359,5.9604645e-08,0.0,2920,-6.89302891210275e-07
,,,8790,,,,33507,0,1.51,0.79,-0.22136725000000002,293,,,,,,,,,,
0.92,-0.07120150697417557,1.2,8820,0,8820,5316,,,,,,,0.2,0.043705523014068604,0.0001,0.11608456075191498,-0.16281411349773406,0.5674211382865906,0.00013245741,0.0,2930,-0.0020522424756201476
,,,8820,,,,33618,0,1.57,0.76,-0.25431426999999995,294,,,,,,,,,,
0.88,-0.1311006523296237,1.3,8850,0,8850,5334,,,,,,,0.2,0.0674041360616684,0.0001,0.15929146558046342,-0.15781154334545136,0.3243448734283447,0.00026646256,0.0,2940,-0.0006669735864853976
,,,8850,,,,33730,0,1.59,0.74,-0.26366692999999997,295,,,,,,,,,,
0.84,-0.13246197277680039,1.38,8880,0,8880,5352,,,,,,,0.2,0.08174252510070801,0.0001,0.18606813997030258,-0.15107340812683107,0.31330960988998413,0.00010415117,0.0,2950,-0.0009826789312260332
,,,8880,,,,33854,0,1.6,0.74,-0.25881118,296,,,,,,,,,,
0.86,-0.15597710399422796,1.34,8910,0,8910,5374,,,,,,,0.2,0.05734653398394585,0.0001,0.14578190743923186,-0.1432542994618416,0.40788018703460693,0.000310268,0.0,2960,-0.002884885474340848
,,,8910,,,,33979,0,1.6,0.74,-0.24841997000000002,297,,,,,,,,,,
0.92,-0.06955813250504433,1.28,8940,0,8940,5391,,,,,,,0.2,0.0644448846578598,0.0001,0.14297668188810347,-0.13234571516513824,-0.02720189094543457,1.0728836e-06,0.0,2970,-3.0434379993948824e-07
,,,8940,,,,34086,0,1.64,0.73,-0.26045978000000003,298,,,,,,,,,,
0.96,-0.04944724250584841,1.16,8970,0,8970,5414,,,,,,,0.2,0.07179895043373108,0.0001,0.16027194261550903,-0.12710389047861098,0.4293997287750244,1.1920929e-07,0.0,2980,-8.811553429133311e-08
,,,8970,,,,34196,0,1.53,0.78,-0.21261954000000002,299,,,,,,,,,,
0.94,-0.048406090787611905,1.18,9000,0,9000,5433,,,,,,,0.2,0.049953535199165344,0.0001,0.10484962314367294,-0.12532987892627717,0.5380524396896362,0.0,0.0,2990,-1.4106431756033543e-08
,,,9000,,,,34302,0,1.5,0.81,-0.19707869,300,,,,,,,,,,
