eval/success_rate,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/clip_range,train/loss,train/learning_rate,train/value_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss
0.9,-0.06941877065226436,1.22,9030,0,9030,5450,,,,,,,0.2,0.09195626527070999,0.0001,0.21694689393043518,-0.12306325286626815,0.08357453346252441,0.00017941197,0.0,3000,-0.0025012777085066775
,,,9030,,,,34419,0,1.52,0.8,-0.20218286,301,,,,,,,,,,
0.84,-0.11311922515276819,1.38,9060,0,9060,5470,,,,,,,0.2,0.15353107452392578,0.0001,0.3343409299850464,-0.11693815663456916,-0.30875492095947266,3.5762787e-07,0.0,3010,3.8703283173902036e-07
,,,9060,,,,34545,0,1.54,0.78,-0.22463951000000001,302,,,,,,,,,,
0.94,-0.05111071152612567,1.2,9090,0,9090,5493,,,,,,,0.2,0.07124746590852737,0.0001,0.15047792643308638,-0.11385319009423256,0.4197172522544861,0.0,0.0,3020,-3.8882097062042933e-07
,,,9090,,,,34660,0,1.47,0.82,-0.19109758000000002,303,,,,,,,,,,
0.88,-0.1148915412928909,1.34,9120,0,9120,5510,,,,,,,0.2,0.041394833475351334,0.0001,0.10866359695792198,-0.11284581497311592,0.4114709496498108,0.0,0.0,3030,-1.0649363204606744e-07
,,,9120,,,,34774,0,1.56,0.78,-0.22317970000000004,304,,,,,,,,,,
0.92,-0.0688528716377914,1.18,9150,0,9150,5531,,,,,,,0.2,0.09685917943716049,0.0001,0.21236838698387145,-0.1139746829867363,0.15170663595199585,9.239912e-05,0.0,3040,-0.0018006932605445058
,,,9150,,,,34886,0,1.53,0.79,-0.21681861000000005,305,,,,,,,,,,
0.92,-0.07158639607951045,1.2,9180,0,9180,5548,,,,,,,0.2,0.05591718852519989,0.0001,0.12842798978090286,-0.12034685090184212,0.40292060375213623,0.000106634696,0.0,3050,-0.0005512589208471752
,,,9180,,,,34991,0,1.55,0.78,-0.2124145,306,,,,,,,,,,
0.92,-0.06873306800611317,1.2,9210,0,9210,5566,,,,,,,0.2,0.07137283682823181,0.0001,0.15765146166086197,-0.1263324126601219,0.28067976236343384,2.404054e-07,0.0,3060,-2.9007593727037317e-08
,,,9210,,,,35097,0,1.58,0.77,-0.20558120000000002,307,,,,,,,,,,
0.92,-0.0877461855718866,1.18,9240,0,9240,5583,,,,,,,0.2,0.08664333075284958,0.0001,0.19660623371601105,-0.12915813624858857,0.09060651063919067,5.9604645e-08,0.0,3070,-1.6967455591654356e-07
,,,9240,,,,35203,0,1.6,0.75,-0.20475338,308,,,,,,,,,,
0.86,-0.15053389128297567,1.3,9270,0,9270,5599,,,,,,,0.2,0.07521069794893265,0.0001,0.16195932924747466,-0.13015569299459456,0.13452523946762085,0.0,0.0,3080,-8.722146294104505e-08
,,,9270,,,,35317,0,1.7,0.7,-0.23951067999999995,309,,,,,,,,,,
0.86,-0.15436974287964403,1.34,9300,0,9300,5617,,,,,,,0.2,0.11105518788099289,0.0001,0.24190507382154464,-0.13039929419755936,0.01820206642150879,0.0,0.0,3090,-3.973642881405226e-09
,,,9300,,,,35429,0,1.69,0.7,-0.22524841,310,,,,,,,,,,
0.82,-0.1319018544163555,1.36,9330,0,9330,5634,,,,,,,0.2,0.09551043063402176,0.0001,0.21536529213190078,-0.13059679716825484,-0.0346602201461792,0.0,0.0,3100,-7.748603954027544e-08
,,,9330,,,,35549,0,1.74,0.68,-0.24802638999999999,311,,,,,,,,,,
0.84,-0.1108546101488173,1.34,9360,0,9360,5652,,,,,,,0.2,0.07579107582569122,0.0001,0.17379054427146912,-0.12824318259954454,0.2623210549354553,0.00030605792,0.0,3110,-0.0020910441921053293
,,,9360,,,,35662,0,1.71,0.7,-0.25743549,312,,,,,,,,,,
0.74,-0.21677831429056824,1.6,9390,0,9390,5669,,,,,,,0.2,0.07016869634389877,0.0001,0.14736504405736922,-0.12019204720854759,0.3342776894569397,4.7683716e-07,0.0,3120,-1.6351540870207516e-07
,,,9390,,,,35794,0,1.71,0.7,-0.26412360999999995,313,,,,,,,,,,
0.94,-0.04890476950909942,1.2,9420,0,9420,5688,,,,,,,0.2,0.09463836252689362,0.0001,0.21775314062833787,-0.11478626430034637,0.03717207908630371,0.00019667546,0.0,3130,-0.0016044944669314277
,,,9420,,,,35906,0,1.72,0.69,-0.30157284000000006,314,,,,,,,,,,
0.88,-0.11254887755960226,1.34,9450,0,9450,5709,,,,,,,0.2,0.06038970872759819,0.0001,0.14172917529940604,-0.1075692780315876,0.4404131770133972,4.818042e-05,0.0,3140,0.0007372298805664812
,,,9450,,,,36027,0,1.64,0.73,-0.24819833000000002,315,,,,,,,,,,
0.9,-0.11234026298858225,1.28,9480,0,9480,5728,,,,,,,0.2,0.06575166434049606,0.0001,0.17460225969552995,-0.10725365355610847,0.2446081042289734,0.0,0.0,3150,1.6068418862147383e-08
,,,9480,,,,36142,0,1.62,0.74,-0.24892901,316,,,,,,,,,,
0.88,-0.11132737760897726,1.3,9510,0,9510,5745,,,,,,,0.2,0.06497064232826233,0.0001,0.14656616896390914,-0.10599046126008034,0.37559807300567627,0.00023502111,0.0,3160,-0.0014194643724961154
,,,9510,,,,36258,0,1.65,0.73,-0.26147896000000004,317,,,,,,,,,,
0.9,-0.1111288134008646,1.3,9540,0,9540,5766,,,,,,,0.2,0.05884075537323952,0.0001,0.13841043636202813,-0.10127513259649276,0.4850424528121948,1.1920929e-07,0.0,3170,1.3808409473625716e-07
,,,9540,,,,36369,0,1.54,0.79,-0.19253382,318,,,,,,,,,,
0.92,-0.08879566172137857,1.2,9570,0,9570,5785,,,,,,,0.2,0.10578278452157974,0.0001,0.23575265407562257,-0.0990616574883461,-0.08863198757171631,0.0,0.0,3180,2.1209319278625573e-08
,,,9570,,,,36483,0,1.53,0.81,-0.16681084,319,,,,,,,,,,
0.96,-0.00818485472816974,1.16,9600,0,9600,5806,,,,,,,0.2,0.0923181101679802,0.0001,0.22270603477954865,-0.09827447086572647,-0.10161805152893066,0.0,0.0,3190,4.6094258610018814e-08
,,,9600,,,,36586,0,1.55,0.8,-0.19949915999999998,320,,,,,,,,,,
0.88,-0.11133924051653593,1.34,9630,0,9630,5826,,,,,,,0.2,0.07227013260126114,0.0001,0.15455512702465057,-0.09795562103390694,0.46815162897109985,0.0,0.0,3200,-3.159046115808195e-08
,,,9630,,,,36698,0,1.53,0.8,-0.19719936000000002,321,,,,,,,,,,
0.92,-0.09204294639639557,1.16,9660,0,9660,5844,,,,,,,0.2,0.06690947711467743,0.0001,0.17093073278665544,-0.09747474566102028,0.43260228633880615,1.1511644e-05,0.0,3210,-0.00022514680828571442
,,,9660,,,,36796,0,1.5,0.81,-0.18456399999999998,322,,,,,,,,,,
0.96,-0.0498087809747085,1.18,9690,0,9690,5866,,,,,,,0.2,0.07784226536750793,0.0001,0.16428979784250258,-0.09582069888710976,0.2669081687927246,0.0,0.0,3220,4.053115906232918e-08
,,,9690,,,,36910,0,1.5,0.8,-0.21089532999999996,323,,,,,,,,,,
1.0,-0.007080037090927363,1.08,9720,0,9720,5884,,,,,,,0.2,0.05485912039875984,0.0001,0.11894135251641273,-0.09540431722998619,0.47444218397140503,0.0,0.0,3230,-4.835923496315786e-07
,,,9720,,,,37013,0,1.52,0.8,-0.22009829999999997,324,,,,,,,,,,
0.94,-0.04817690897267312,1.16,9750,0,9750,5898,,,,,,,0.2,0.10618903487920761,0.0001,0.23469148576259613,-0.0945177622139454,-0.19245851039886475,0.0,0.0,3240,-1.2119610892646904e-08
,,,9750,,,,37111,0,1.6,0.75,-0.27369072,325,,,,,,,,,,
0.86,-0.09065537105314433,1.32,9780,0,9780,5920,,,,,,,0.2,0.16110950708389282,0.0001,0.3518484175205231,-0.09449382573366165,0.2142723798751831,0.0,0.0,3250,2.0662943578386717e-08
,,,9780,,,,37219,0,1.56,0.78,-0.23282031,326,,,,,,,,,,
0.86,-0.15111858705058695,1.32,9810,0,9810,5938,,,,,,,0.2,0.05367884039878845,0.0001,0.12017065286636353,-0.0957655929028988,0.2780245542526245,0.00019992392,0.0,3260,-0.0011369192370814575
,,,9810,,,,37323,0,1.6,0.77,-0.22544517000000003,327,,,,,,,,,,
0.94,-0.05096621624194086,1.2,9840,0,9840,5958,,,,,,,0.2,0.046287842094898224,0.0001,0.10257744491100311,-0.09964842200279236,0.3370252251625061,1.2342135e-05,0.0,3270,0.0009048589937933116
,,,9840,,,,37437,0,1.56,0.79,-0.19823554000000002,328,,,,,,,,,,
0.92,-0.04949666067492217,1.22,9870,0,9870,5976,,,,,,,0.2,0.07041206955909729,0.0001,0.1543335348367691,-0.09827446267008781,0.24531954526901245,5.6517125e-05,0.0,3280,-0.0005846870849685714
,,,9870,,,,37563,0,1.64,0.75,-0.24168056999999993,329,,,,,,,,,,
0.92,-0.06850863353349268,1.2,9900,0,9900,5995,,,,,,,0.2,0.11142077296972275,0.0001,0.25741560012102127,-0.10126492232084275,0.09353727102279663,1.1920929e-07,0.0,3290,-3.715356200473252e-08
,,,9900,,,,37677,0,1.57,0.78,-0.20784697000000002,330,,,,,,,,,,
0.92,-0.07158676448278128,1.22,9930,0,9930,6019,,,,,,,0.2,0.06463363021612167,0.0001,0.13618790209293366,-0.10314728319644928,0.42119306325912476,0.0,0.0,3300,-1.1702378532874036e-07
,,,9930,,,,37781,0,1.51,0.8,-0.19809807999999995,331,,,,,,,,,,
0.96,-0.027355294195003807,1.12,9960,0,9960,6037,,,,,,,0.2,0.07812517881393433,0.0001,0.17525421530008317,-0.10544834807515144,0.16565966606140137,0.00018717448,0.0,3310,-0.0011152607348533295
,,,9960,,,,37878,0,1.53,0.77,-0.2129369,332,,,,,,,,,,
0.94,-0.04824185230769217,1.14,9990,0,9990,6057,,,,,,,0.2,0.043136224150657654,0.0001,0.10491908863186836,-0.11217766404151916,0.3420230746269226,0.00017731785,0.0,3320,-0.001522035588956605
,,,9990,,,,37989,0,1.53,0.77,-0.20810151000000005,333,,,,,,,,,,
0.92,-0.07055722994264216,1.2,10020,0,10020,6078,,,,,,,0.2,0.08715502917766571,0.0001,0.20271815061569215,-0.12147148326039314,0.09764158725738525,0.0004479031,0.0,3330,-0.004518393351463601
,,,10020,,,,38107,0,1.47,0.8,-0.16921973999999998,334,,,,,,,,,,
0.94,-0.048697668025270105,1.2,10050,0,10050,6096,,,,,,,0.2,0.06268592178821564,0.0001,0.13682323545217515,-0.13253025114536285,0.2235897183418274,1.013279e-06,0.0,3340,6.395081706855876e-07
,,,10050,,,,38217,0,1.49,0.79,-0.18095501,335,,,,,,,,,,
0.86,-0.1512832400482148,1.32,10080,0,10080,6116,,,,,,,0.2,0.10848331451416016,0.0001,0.236571304500103,-0.1386674761772156,0.2350393533706665,3.9704642e-05,0.0,3350,-0.0005567437422966393
,,,10080,,,,38330,0,1.53,0.78,-0.19309382,336,,,,,,,,,,
0.92,-0.051879595969803634,1.24,10110,0,10110,6133,,,,,,,0.2,0.08474484086036682,0.0001,0.18474733531475068,-0.1428807109594345,0.2789614200592041,1.1920929e-07,0.0,3360,-1.2814998573418279e-08
,,,10110,,,,38436,0,1.54,0.78,-0.22289069,337,,,,,,,,,,
0.86,-0.13077088444959373,1.32,10140,0,10140,6150,,,,,,,0.2,0.06337510049343109,0.0001,0.13860447704792023,-0.14314640909433365,0.41796576976776123,3.8627782e-05,0.0,3370,-0.0003409310225286788
,,,10140,,,,38552,0,1.58,0.77,-0.23396797,338,,,,,,,,,,
0.98,-0.02773682339116931,1.12,10170,0,10170,6170,,,,,,,0.2,0.08699987083673477,0.0001,0.20018600374460221,-0.13832184076309204,0.2261858582496643,2.3841858e-07,0.0,3380,-2.543131548460309e-07
,,,10170,,,,38648,0,1.62,0.75,-0.25343807999999995,339,,,,,,,,,,
0.88,-0.09117985466960818,1.28,10200,0,10200,6186,,,,,,,0.2,0.04888575151562691,0.0001,0.10314207002520562,-0.13879758566617967,0.4901784658432007,6.832679e-06,0.0,3390,-8.589426581906423e-06
,,,10200,,,,38762,0,1.68,0.71,-0.28046359000000004,340,,,,,,,,,,
0.94,-0.07066403447184712,1.22,10230,0,10230,6203,,,,,,,0.2,0.10767638683319092,0.0001,0.23280733078718185,-0.13508449941873552,0.09004479646682739,0.0,0.0,3400,4.217028639619258e-08
,,,10230,,,,38872,0,1.66,0.74,-0.23645722999999996,341,,,,,,,,,,
0.94,-0.0696556369960308,1.12,10260,0,10260,6221,,,,,,,0.2,0.09695975482463837,0.0001,0.21782464385032654,-0.13492441028356553,-0.0626220703125,0.0,0.0,3410,-3.0994415833873744e-08
,,,10260,,,,38970,0,1.68,0.73,-0.24664797,342,,,,,,,,,,
0.92,-0.09486168851610273,1.24,10290,0,10290,6238,,,,,,,0.2,0.059336788952350616,0.0001,0.13802132308483123,-0.134558567404747,0.4962945580482483,0.0,0.0,3420,-2.523263367137929e-08
,,,10290,,,,39089,0,1.69,0.73,-0.25597873000000004,343,,,,,,,,,,
0.88,-0.1292717109480873,1.26,10320,0,10320,6261,,,,,,,0.2,0.10200226306915283,0.0001,0.23158263862133027,-0.1349572092294693,0.004411935806274414,6.6280363e-06,0.0,3430,-3.375450832061588e-05
,,,10320,,,,39198,0,1.61,0.76,-0.23312003999999997,344,,,,,,,,,,
0.88,-0.12982388718985022,1.34,10350,0,10350,6278,,,,,,,0.2,0.06377395242452621,0.0001,0.14183193296194077,-0.13696064054965973,0.31705278158187866,3.8695336e-05,0.0,3440,-0.00032235184960853757
,,,10350,,,,39316,0,1.65,0.73,-0.26304181,345,,,,,,,,,,
0.94,-0.07074581825640053,1.18,10380,0,10380,6298,,,,,,,0.2,0.07325437664985657,0.0001,0.1597437009215355,-0.14171715825796127,0.36797189712524414,2.3841858e-07,0.0,3450,8.006890661604871e-08
,,,10380,,,,39424,0,1.57,0.76,-0.25172669,346,,,,,,,,,,
0.94,-0.06939345704391599,1.2,10410,0,10410,6319,,,,,,,0.2,0.113011933863163,0.0001,0.2566022351384163,-0.1416006788611412,0.015379905700683594,0.0003592054,0.0,3460,-0.001993731299783885
,,,10410,,,,39548,0,1.55,0.77,-0.23530632000000004,347,,,,,,,,,,
0.96,-0.04854172383435071,1.16,10440,0,10440,6340,,,,,,,0.2,0.08395367115736008,0.0001,0.18856896311044694,-0.13380514234304428,0.11110413074493408,4.7683716e-07,0.0,3470,3.60955797962248e-07
,,,10440,,,,39654,0,1.45,0.82,-0.19287688,348,,,,,,,,,,
0.94,-0.04892289010342211,1.16,10470,0,10470,6358,,,,,,,0.2,0.06711846590042114,0.0001,0.14108050465583802,-0.130139622092247,0.38219279050827026,0.0,0.0,3480,-1.4513731301235565e-07
,,,10470,,,,39757,0,1.51,0.8,-0.21622321999999997,349,,,,,,,,,,
0.9,-0.08880575744435192,1.22,10500,0,10500,6376,,,,,,,0.2,0.0852399691939354,0.0001,0.20741312503814696,-0.12896981239318847,0.3522769808769226,7.787943e-05,0.0,3490,-0.0012874389614929704
,,,10500,,,,39863,0,1.51,0.8,-0.22691722000000006,350,,,,,,,,,,
0.98,-0.028368917405605317,1.12,10530,0,10530,6393,,,,,,,0.2,0.06018673628568649,0.0001,0.1722257062792778,-0.12733694389462472,0.4317144751548767,0.00012873809,0.0,3500,-0.0020322637591805304
,,,10530,,,,39965,0,1.54,0.79,-0.23213856,351,,,,,,,,,,
0.82,-0.17483087884727866,1.4,10560,0,10560,6408,,,,,,,0.2,0.06868475675582886,0.0001,0.14232797771692277,-0.11978849470615387,0.3783906102180481,1.3895829e-05,0.0,3510,4.525641673644998e-05
,,,10560,,,,40082,0,1.64,0.72,-0.31131866999999996,352,,,,,,,,,,
0.88,-0.0703058835491538,1.3,10590,0,10590,6426,,,,,,,0.2,0.06024784967303276,0.0001,0.13474982604384422,-0.11728104650974273,0.3299486041069031,9.57648e-06,0.0,3520,-8.931924797703772e-05
,,,10590,,,,40191,0,1.68,0.7,-0.33160566,353,,,,,,,,,,
0.98,-0.02729074949398637,1.06,10620,0,10620,6446,,,,,,,0.2,0.07811537384986877,0.0001,0.17071451097726822,-0.11852700337767601,0.4223538637161255,3.973643e-09,0.0,3530,1.523892079191569e-07
,,,10620,,,,40288,0,1.7,0.68,-0.33745222999999996,354,,,,,,,,,,
0.92,-0.07046450634952635,1.26,10650,0,10650,6467,,,,,,,0.2,0.049222107976675034,0.0001,0.11900427043437958,-0.11966217160224915,0.49747371673583984,0.0,0.0,3540,5.8511894351909176e-08
,,,10650,,,,40403,0,1.65,0.7,-0.30335675,355,,,,,,,,,,
0.9,-0.08962904604617507,1.2,10680,0,10680,6485,,,,,,,0.2,0.11167638003826141,0.0001,0.2452110767364502,-0.11886046305298806,-0.07955324649810791,9.679397e-05,0.0,3550,-0.0006931209562269558
,,,10680,,,,40504,0,1.66,0.69,-0.29837253999999996,356,,,,,,,,,,
0.98,-0.007677204422652722,1.12,10710,0,10710,6503,,,,,,,0.2,0.04159313812851906,0.0001,0.08841124027967454,-0.1152828298509121,0.6837676167488098,1.1920929e-07,0.0,3560,-4.6690305488539253e-08
,,,10710,,,,40603,0,1.62,0.72,-0.26160191,357,,,,,,,,,,
0.92,-0.04936902374960482,1.2,10740,0,10740,6522,,,,,,,0.2,0.08328986167907715,0.0001,0.19164863228797913,-0.11158887967467308,0.14553868770599365,0.00019496083,0.0,3570,-0.002129867004599273
,,,10740,,,,40705,0,1.58,0.75,-0.22853187000000003,358,,,,,,,,,,
0.86,-0.11366132237948477,1.34,10770,0,10770,6541,,,,,,,0.2,0.1341220885515213,0.0001,0.2921594470739365,-0.10378889143466949,-0.426052451133728,4.7683716e-07,0.0,3580,1.257657983977367e-07
,,,10770,,,,40818,0,1.59,0.75,-0.22822631999999998,359,,,,,,,,,,
0.9,-0.05036140150390565,1.24,10800,0,10800,6562,,,,,,,0.2,0.0748094841837883,0.0001,0.16330873519182204,-0.10002733692526818,0.2832086682319641,0.0,0.0,3590,-2.400080367337409e-07
,,,10800,,,,40921,0,1.55,0.78,-0.21618889000000002,360,,,,,,,,,,
0.94,-0.04808970567304641,1.16,10830,0,10830,6583,,,,,,,0.2,0.07065556943416595,0.0001,0.15079736858606338,-0.09876399040222168,0.3496609926223755,0.0,0.0,3600,-3.685553877641467e-08
,,,10830,,,,41019,0,1.5,0.82,-0.18923661999999997,361,,,,,,,,,,
0.92,-0.06826770541723817,1.16,10860,0,10860,6603,,,,,,,0.2,0.048416685312986374,0.0001,0.11567331328988076,-0.09857959523797036,0.5643477439880371,2.9126802e-06,0.0,3610,-4.4951723780073395e-05
,,,10860,,,,41117,0,1.49,0.82,-0.18580289000000005,362,,,,,,,,,,
0.96,-0.04724620323162526,1.12,10890,0,10890,6619,,,,,,,0.2,0.07589796930551529,0.0001,0.15989219695329665,-0.09926863238215447,0.18658381700515747,0.0,0.0,3620,-4.778305715547049e-08
,,,10890,,,,41218,0,1.55,0.8,-0.20677494,363,,,,,,,,,,
0.84,-0.1329946066485718,1.36,10920,0,10920,6635,,,,,,,0.2,0.09781177341938019,0.0001,0.21051051318645478,-0.09966918081045151,0.17653369903564453,0.0,0.0,3630,-2.642472609615254e-08
,,,10920,,,,41324,0,1.57,0.78,-0.20700657,364,,,,,,,,,,
0.94,-0.04794204640667885,1.12,10950,0,10950,6653,,,,,,,0.2,0.08063492923974991,0.0001,0.18355573117733,-0.09772349521517754,0.1099768877029419,0.00028882624,0.0,3640,-0.001887198689995273
,,,10950,,,,41425,0,1.62,0.76,-0.22989675000000007,365,,,,,,,,,,
0.84,-0.11182397026568651,1.4,10980,0,10980,6670,,,,,,,0.2,0.07278028130531311,0.0001,0.15663038641214372,-0.09105674251914024,0.3150138854980469,3.5762787e-07,0.0,3650,1.7186006218139483e-08
,,,10980,,,,41531,0,1.71,0.72,-0.26010107000000005,366,,,,,,,,,,
0.82,-0.15134167249314487,1.42,11010,0,11010,6690,,,,,,,0.2,0.07409851998090744,0.0001,0.15482597798109055,-0.08782445415854453,0.3375750184059143,0.0,0.0,3660,5.538264824522798e-09
,,,11010,,,,41650,0,1.7,0.72,-0.25770398000000005,367,,,,,,,,,,
0.96,-0.04879896188620478,1.16,11040,0,11040,6712,,,,,,,0.2,0.05405319109559059,0.0001,0.11724852621555329,-0.08673776239156723,0.4714779257774353,0.0,0.0,3670,-3.476937622259868e-08
,,,11040,,,,41756,0,1.63,0.74,-0.25161291,368,,,,,,,,,,
0.84,-0.15523160490207374,1.38,11070,0,11070,6738,,,,,,,0.2,0.040054671466350555,0.0001,0.0892779290676117,-0.08643816336989403,0.5786296129226685,0.0,0.0,3680,-9.814898245252835e-08
,,,11070,,,,41877,0,1.44,0.82,-0.18608403000000004,369,,,,,,,,,,
0.86,-0.13445915138348938,1.36,11100,0,11100,6756,,,,,,,0.2,0.02864789217710495,0.0001,0.07407900243997574,-0.08628498390316963,0.35744166374206543,0.0,0.0,3690,-2.2252400455613498e-08
,,,11100,,,,42000,0,1.43,0.83,-0.17653469999999996,370,,,,,,,,,,
0.92,-0.07142401522491128,1.16,11130,0,11130,6778,,,,,,,0.2,0.08694902062416077,0.0001,0.19128124117851258,-0.0861989438533783,0.03112924098968506,0.0,0.0,3700,-3.951291285275715e-08
,,,11130,,,,42101,0,1.38,0.86,-0.137214,371,,,,,,,,,,
0.9,-0.0687984586181119,1.22,11160,0,11160,6803,,,,,,,0.2,0.053238049149513245,0.0001,0.11902044042944908,-0.08619048073887825,0.3388151526451111,0.0,0.0,3710,3.7749608550186053e-08
,,,11160,,,,42208,0,1.31,0.9,-0.08604811999999998,372,,,,,,,,,,
0.94,-0.06936011525802314,1.2,11190,0,11190,6820,,,,,,,0.2,0.00815486628562212,0.0001,0.023095987550914288,-0.08617973998188973,-57.778324127197266,0.0,0.0,3720,-5.712111816880139e-08
,,,11190,,,,42318,0,1.39,0.87,-0.11073936999999999,373,,,,,,,,,,
0.96,-0.02792847024742514,1.14,11220,0,11220,6841,,,,,,,0.2,0.14291244745254517,0.0001,0.3090448945760727,-0.08619907721877099,0.18391138315200806,0.0,0.0,3730,4.132588693472883e-08
,,,11220,,,,42419,0,1.44,0.83,-0.15769056000000004,374,,,,,,,,,,
0.86,-0.10994653878733515,1.3,11250,0,11250,6860,,,,,,,0.2,0.04246436432003975,0.0001,0.12946981713175773,-0.08623462095856667,0.6208420395851135,0.0,0.0,3740,-1.3709069435208221e-08
,,,11250,,,,42530,0,1.44,0.83,-0.16598964,375,,,,,,,,,,
0.86,-0.11106066274922341,1.32,11280,0,11280,6876,,,,,,,0.2,0.08439414948225021,0.0001,0.18280845135450363,-0.086195906996727,0.2565423250198364,0.0,0.0,3750,2.245108348120084e-08
,,,11280,,,,42634,0,1.51,0.79,-0.21901013,376,,,,,,,,,,
0.86,-0.1514770213002339,1.34,11310,0,11310,6895,,,,,,,0.2,0.04525518789887428,0.0001,0.11419851779937744,-0.08617538511753083,0.5479599237442017,0.0,0.0,3760,-1.549720787252795e-08
,,,11310,,,,42740,0,1.58,0.74,-0.28276014000000005,377,,,,,,,,,,
0.76,-0.2182713861577213,1.52,11340,0,11340,6914,,,,,,,0.2,0.08940322697162628,0.0001,0.19136801213026047,-0.08689790815114976,0.32250505685806274,7.983645e-05,0.0,3770,-0.0007953700526559971
,,,11340,,,,42858,0,1.6,0.75,-0.28104622,378,,,,,,,,,,
0.84,-0.15607977074105292,1.32,11370,0,11370,6933,,,,,,,0.2,0.11088759452104568,0.0001,0.2735448360443115,-0.08918783888220787,0.26112043857574463,2.7120113e-06,0.0,3780,5.610585232105336e-05
,,,11370,,,,42969,0,1.59,0.76,-0.25754398,379,,,,,,,,,,
0.96,-0.04751447594258934,1.1,11400,0,11400,6953,,,,,,,0.2,0.07203054428100586,0.0001,0.16110641211271287,-0.09128824770450591,0.31487607955932617,0.00014965932,0.0,3790,-0.0006929995670605038
,,,11400,,,,43078,0,1.61,0.77,-0.23785080000000003,380,,,,,,,,,,
0.96,-0.04786956138908863,1.12,11430,0,11430,6970,,,,,,,0.2,0.05958019569516182,0.0001,0.13678558096289634,-0.09659937992691994,0.11287915706634521,2.3841858e-07,0.0,3800,1.156330137419559e-07
,,,11430,,,,43176,0,1.62,0.77,-0.24361193999999997,381,,,,,,,,,,
0.92,-0.06829063188284636,1.2,11460,0,11460,6985,,,,,,,0.2,0.12748517096042633,0.0001,0.2782838433980942,-0.09934566989541053,0.19765394926071167,7.1525574e-06,0.0,3810,0.00010508875127328565
,,,11460,,,,43278,0,1.65,0.77,-0.24435429000000003,382,,,,,,,,,,
0.88,-0.1293926174659282,1.28,11490,0,11490,7005,,,,,,,0.2,0.07274753600358963,0.0001,0.1719547241926193,-0.09990191385149956,0.407049298286438,0.0,0.0,3820,-4.3710074670855196e-09
,,,11490,,,,43381,0,1.61,0.78,-0.21618231999999996,383,,,,,,,,,,
0.96,-0.027388931424356996,1.1,11520,0,11520,7025,,,,,,,0.2,0.09828019887208939,0.0001,0.20751723349094392,-0.10004090964794159,-0.2982025146484375,0.0,0.0,3830,-1.5248855245175718e-08
,,,11520,,,,43496,0,1.62,0.78,-0.21746838999999998,384,,,,,,,,,,
0.9,-0.10960448189638555,1.24,11550,0,11550,7045,,,,,,,0.2,0.08925937861204147,0.0001,0.19952685236930848,-0.10007622167468071,-0.20235717296600342,0.0,0.0,3840,-1.5397870090083643e-09
,,,11550,,,,43603,0,1.64,0.76,-0.24532802,385,,,,,,,,,,
0.88,-0.13009242713451385,1.28,11580,0,11580,7059,,,,,,,0.2,0.0911995992064476,0.0001,0.19749974459409714,-0.10010385513305664,0.3221604824066162,0.0,0.0,3850,-3.5762787886639555e-08
,,,11580,,,,43712,0,1.71,0.73,-0.25877732999999997,386,,,,,,,,,,
0.88,-0.13008099949918686,1.3,11610,0,11610,7080,,,,,,,0.2,0.07863572239875793,0.0001,0.17571549415588378,-0.10129768550395965,0.2460242509841919,7.763505e-05,0.0,3860,-0.0005394619634898845
,,,11610,,,,43818,0,1.6,0.77,-0.19031884999999996,387,,,,,,,,,,
0.86,-0.07124620554968715,1.34,11640,0,11640,7095,,,,,,,0.2,0.0691046416759491,0.0001,0.15413896590471268,-0.10612747520208358,0.22740596532821655,2.3841858e-07,0.0,3870,2.618630755790718e-07
,,,11640,,,,43928,0,1.65,0.74,-0.21126712999999994,388,,,,,,,,,,
0.96,-0.028756770035251976,1.18,11670,0,11670,7117,,,,,,,0.2,0.07623008638620377,0.0001,0.1684404045343399,-0.10820842310786247,0.2553684711456299,8.829236e-05,0.0,3880,-0.0006428410683323004
,,,11670,,,,44037,0,1.62,0.74,-0.20684272999999997,389,,,,,,,,,,
