eval/mean_ep_length,env/n_steps,eval/success_rate,time/total_timesteps,env/current_idx,env/completion_counter,eval/mean_reward,time/fps,time/iterations,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/explained_variance,train/approx_kl,train/loss,train/clip_range
1.34,10770,0.92,10770,5377,0,-0.0927043778449297,,,,,,,-0.037761786952614784,0.16963421553373337,-0.0014143854221523532,0.0,0.0001,3580,0.2129538655281067,0.00037505824,0.07251454144716263,0.2
,,,10770,,,,0,359,0.82,-0.18653969000000004,2.05,43414,,,,,,,,,,
1.54,10800,0.88,10800,5399,0,-0.11379082398023456,,,,,,,-0.039817456528544425,0.1370820701122284,-0.00016602516314989657,0.0,0.0001,3590,0.3390207886695862,3.6758185e-05,0.05999767407774925,0.2
,,,10800,,,,0,360,0.83,-0.185254,1.96,43532,,,,,,,,,,
1.34,10830,0.96,10830,5414,0,-0.05126623038202524,,,,,,,-0.04035039208829403,0.1754179447889328,-0.0010127462348464178,0.0,0.0001,3600,0.13576674461364746,0.0002355377,0.07517141103744507,0.2
,,,10830,,,,0,361,0.83,-0.20111660999999997,1.94,43640,,,,,,,,,,
1.48,10860,0.9,10860,5424,0,-0.07414876046590507,,,,,,,-0.04217877127230167,0.08198871240019798,3.8263698394214173e-07,0.0,0.0001,3610,0.6547619700431824,5.9604645e-08,0.03547103703022003,0.2
,,,10860,,,,0,362,0.84,-0.19994333,1.89,43756,,,,,,,,,,
1.28,10890,0.94,10890,5445,0,-0.06933741260319948,,,,,,,-0.043589113652706145,0.11541715934872628,-2.0762284389519436e-07,0.0,0.0001,3620,0.5635830163955688,0.0,0.04172549769282341,0.2
,,,10890,,,,0,363,0.86,-0.18841810000000003,1.76,43860,,,,,,,,,,
1.22,10920,0.96,10920,5458,0,-0.032565836440771816,,,,,,,-0.04401245377957821,0.1371168538928032,-1.123795911439629e-07,0.0,0.0001,3630,0.06608080863952637,0.0,0.060720399022102356,0.2
,,,10920,,,,0,364,0.83,-0.20254856999999998,1.89,43971,,,,,,,,,,
1.42,10950,0.94,10950,5478,0,-0.05230580242350698,,,,,,,-0.04421062357723713,0.12948101609945298,-6.377697108206348e-08,0.0,0.0001,3640,0.43166500329971313,0.0,0.050544679164886475,0.2
,,,10950,,,,0,365,0.84,-0.19458947,1.79,44089,,,,,,,,,,
1.28,10980,0.98,10980,5498,0,-0.029911082643084227,,,,,,,-0.04430218823254108,0.1659740000963211,-6.457169665630147e-09,0.0,0.0001,3650,0.4951779842376709,0.0,0.07453769445419312,0.2
,,,10980,,,,0,366,0.84,-0.19094949,1.8,44200,,,,,,,,,,
1.6,11010,0.88,11010,5518,0,-0.08216989100445062,,,,,,,-0.04433633647859096,0.06744217872619629,-3.129243819621763e-08,0.0,0.0001,3660,0.5795838832855225,0.0,0.028176916763186455,0.2
,,,11010,,,,0,367,0.88,-0.13103411,1.68,44336,,,,,,,,,,
1.26,11040,0.96,11040,5533,0,-0.04894541412126273,,,,,,,-0.04438144154846668,0.08159593679010868,-2.5629997946197137e-08,0.0,0.0001,3670,-42.551666259765625,0.0,0.02723708562552929,0.2
,,,11040,,,,0,368,0.88,-0.12678225999999998,1.7,44443,,,,,,,,,,
1.28,11070,0.96,11070,5551,0,-0.05115815040189773,,,,,,,-0.04435344897210598,0.29480412006378176,-6.989041928129325e-06,0.0,0.0001,3680,0.4039638042449951,4.1921933e-07,0.1390238255262375,0.2
,,,11070,,,,0,369,0.88,-0.126116,1.67,44550,,,,,,,,,,
1.54,11100,0.9,11100,5570,0,-0.11368233240675181,,,,,,,-0.044391671940684316,0.168811596930027,5.364417998698911e-09,0.0,0.0001,3690,0.17334771156311035,0.0,0.07065320760011673,0.2
,,,11100,,,,0,370,0.9,-0.11096523,1.59,44674,,,,,,,,,,
1.44,11130,0.94,11130,5587,0,-0.05347568364813924,,,,,,,-0.044162480533123015,0.20479911863803862,-1.9192695788206038e-07,0.0,0.0001,3700,-0.18861830234527588,0.0,0.07901325076818466,0.2
,,,11130,,,,0,371,0.89,-0.11822981000000002,1.65,44785,,,,,,,,,,
1.34,11160,0.96,11160,5602,0,-0.0512946301791817,,,,,,,-0.044084157422184946,0.08411791697144508,-4.996856102224001e-08,0.0,0.0001,3710,0.5757874250411987,0.0,0.03709002211689949,0.2
,,,11160,,,,0,372,0.87,-0.1529918,1.74,44892,,,,,,,,,,
1.3,11190,0.94,11190,5615,0,-0.06942159293219446,,,,,,,-0.04411581605672836,0.15453118830919266,-1.7881389258178614e-09,0.0,0.0001,3720,0.39024627208709717,0.0,0.06956346333026886,0.2
,,,11190,,,,0,373,0.85,-0.17690645000000005,1.84,44992,,,,,,,,,,
1.28,11220,0.96,11220,5630,0,-0.03026218681130558,,,,,,,-0.044097091630101205,0.22142790108919144,3.3775967356319826e-09,0.0,0.0001,3730,0.09715425968170166,0.0,0.09933456778526306,0.2
,,,11220,,,,0,374,0.84,-0.18976842000000002,1.89,45114,,,,,,,,,,
1.64,11250,0.86,11250,5645,0,-0.16486637252848596,,,,,,,-0.04402910247445106,0.14342863261699676,-5.9443215727483786e-08,0.0,0.0001,3740,0.4646824598312378,0.0,0.06645902246236801,0.2
,,,11250,,,,0,375,0.84,-0.19202192,1.9,45248,,,,,,,,,,
1.28,11280,0.96,11280,5663,0,-0.05062563161831349,,,,,,,-0.04405164495110512,0.23667231798171998,-2.980232549631978e-09,0.0,0.0001,3750,0.17059940099716187,0.0,0.10066676884889603,0.2
,,,11280,,,,0,376,0.86,-0.18489635,1.9,45375,,,,,,,,,,
1.48,11310,0.92,11310,5675,0,-0.07659770531579851,,,,,,,-0.04415827803313732,0.30382410287857053,5.622704877250584e-08,0.0,0.0001,3760,-0.5184382200241089,0.0,0.13040155172348022,0.2
,,,11310,,,,0,377,0.83,-0.21449962,2.05,45495,,,,,,,,,,
1.4,11340,0.94,11340,5697,0,-0.05174980817362666,,,,,,,-0.04407973065972328,0.15337367355823517,-3.6855539153890505e-08,0.0,0.0001,3770,0.2621991038322449,0.0,0.06578534096479416,0.2
,,,11340,,,,0,378,0.88,-0.15922416000000003,1.84,45615,,,,,,,,,,
1.32,11370,0.98,11370,5713,0,-0.010073901973664761,,,,,,,-0.04406739957630634,0.1339254595339298,-1.390774961862462e-09,0.0,0.0001,3780,-0.39925098419189453,0.0,0.05152945592999458,0.2
,,,11370,,,,0,379,0.85,-0.18980366000000004,1.87,45724,,,,,,,,,,
1.1,11400,1.0,11400,5729,0,-0.008238944937475026,,,,,,,-0.044090688973665235,0.21976191103458403,2.8411547425832852e-08,0.0,0.0001,3790,0.3670825958251953,0.0,0.10575912892818451,0.2
,,,11400,,,,0,380,0.88,-0.15572991000000003,1.82,45823,,,,,,,,,,
1.36,11430,0.96,11430,5744,0,-0.03051212345715612,,,,,,,-0.04403625130653381,0.14810800105333327,-3.3279260280849596e-08,0.0,0.0001,3800,-0.1659233570098877,0.0,0.06706336885690689,0.2
,,,11430,,,,0,381,0.89,-0.13842315000000002,1.81,45929,,,,,,,,,,
1.16,11460,0.98,11460,5764,0,-0.029126882036216557,,,,,,,-0.04406838230788708,0.20573810786008834,-2.582868052769527e-09,0.0,0.0001,3810,-0.03157329559326172,0.0,0.0953584834933281,0.2
,,,11460,,,,0,382,0.89,-0.13475122999999997,1.79,46037,,,,,,,,,,
1.26,11490,0.96,11490,5777,0,-0.05191878182347864,,,,,,,-0.045549682527780536,0.10348019599914551,-0.003668411808127203,0.003333333507180214,0.0001,3820,0.12073588371276855,0.00077904464,0.03884458169341087,0.2
,,,11490,,,,0,383,0.89,-0.12836975000000003,1.78,46180,,,,,,,,,,
1.34,11520,0.94,11520,5793,0,-0.07004251456353813,,,,,,,-0.06366930156946182,0.21140773445367814,-0.004318259587695827,0.003333333507180214,0.0001,3830,-0.4236280918121338,0.003511836,0.04919853433966637,0.2
,,,11520,,,,0,384,0.87,-0.14803046000000003,1.83,46293,,,,,,,,,,
1.34,11550,0.94,11550,5805,0,-0.07151008928194642,,,,,,,-0.05286561436951161,0.15523089617490768,2.8512874738595427e-06,0.0,0.0001,3840,0.20219862461090088,5.9604646e-09,0.07255515456199646,0.2
,,,11550,,,,0,385,0.85,-0.16413112000000002,1.95,46405,,,,,,,,,,
1.38,11580,0.94,11580,5817,0,-0.051975385574623945,,,,,,,-0.05467064306139946,0.12730282321572303,-0.0008920465437889824,0.0,0.0001,3850,0.4599560499191284,0.00019783775,0.05689059942960739,0.2
,,,11580,,,,0,386,0.84,-0.18140766,2.02,46514,,,,,,,,,,
1.34,11610,0.98,11610,5835,0,-0.012747157369740308,,,,,,,-0.059225501492619514,0.2228509947657585,-0.00043100475605264423,0.0,0.0001,3860,-0.031369924545288086,0.00016376973,0.10344131290912628,0.2
,,,11610,,,,0,387,0.84,-0.18282285,1.98,46677,,,,,,,,,,
1.36,11640,0.92,11640,5849,0,-0.09572445719968528,,,,,,,-0.0626607745885849,0.15895720422267914,8.299946691714411e-07,0.0,0.0001,3870,0.1548028588294983,6.1591464e-08,0.07496824115514755,0.2
,,,11640,,,,0,388,0.82,-0.20331365999999995,2.01,46790,,,,,,,,,,
1.36,11670,0.92,11670,5861,0,-0.053015890237875285,,,,,,,-0.06409386545419693,0.1990711510181427,2.511342380273618e-07,0.0,0.0001,3880,0.1296338438987732,0.0,0.09055016189813614,0.2
,,,11670,,,,0,389,0.79,-0.24213314,2.17,46892,,,,,,,,,,
