eval/mean_ep_length,env/n_steps,env/current_idx,time/total_timesteps,eval/mean_reward,env/completion_counter,eval/success_rate,time/iterations,rollout/success_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/loss
,,,5070,,,,169,0.86,0,-0.19034797999999997,1.91,20957,,,,,,,,,,
1.48,5100,2512,5100,-0.09535388069227338,0,0.92,,,,,,,1690,-0.004912627022713422,-3.85642057842972e-07,0.2,0.001,0.1958018958568573,0.3659343719482422,0.0,0.0,0.07731529325246811
,,,5100,,,,170,0.83,0,-0.22085422,1.99,21080,,,,,,,,,,
1.48,5130,2521,5130,-0.07528461394365876,0,0.9,,,,,,,1700,-0.004858851991593837,-1.0917584072345222e-07,0.2,0.001,0.29529394060373304,-0.3160184621810913,0.0,0.0,0.11709573119878769
,,,5130,,,,171,0.79,0,-0.25794138,2.14,21211,,,,,,,,,,
1.42,5160,2534,5160,-0.11842565680388362,0,0.9,,,,,,,1710,-0.004742348659783601,1.2715657859985185e-08,0.2,0.001,0.21442493200302123,0.11016213893890381,0.0,0.0,0.08748721331357956
,,,5160,,,,172,0.8,0,-0.24487632999999998,2.12,21336,,,,,,,,,,
1.48,5190,2547,5190,-0.09556654166895896,0,0.9,,,,,,,1720,-0.009892429504543544,-0.0011902068924003694,0.2,0.001,0.17654434740543365,0.002829432487487793,0.0,0.00019501845,0.0762157142162323
,,,5190,,,,173,0.79,0,-0.23179451,2.13,21463,,,,,,,,,,
1.24,5220,2558,5220,-0.050882041612640025,0,0.96,,,,,,,1730,-0.004681977676227689,-3.8037696974413394e-07,0.2,0.001,0.18556393086910247,0.06143981218338013,0.0,0.0,0.07685419917106628
,,,5220,,,,174,0.76,0,-0.27216694999999996,2.25,21582,,,,,,,,,,
1.42,5250,2569,5250,-0.07212245129514486,0,0.92,,,,,,,1740,-0.05803716257214546,-0.010330347598840817,0.2,0.001,0.21241537779569625,0.21395879983901978,0.030000001564621924,0.1445468,0.07049818336963654
,,,5250,,,,175,0.74,0,-0.29457939000000005,2.33,21703,,,,,,,,,,
1.56,5280,2585,5280,-0.09755593643523752,0,0.9,,,,,,,1750,-0.2845264583826065,-0.004495295464682103,0.2,0.001,0.1644695594906807,0.34194648265838623,0.03333333507180214,0.007933012,0.06295860558748245
,,,5280,,,,176,0.71,0,-0.32730890999999995,2.42,21832,,,,,,,,,,
1.34,5310,2601,5310,-0.05416090498212725,0,0.94,,,,,,,1760,-0.004746571788564325,5.553166184668612e-08,0.2,0.001,0.18854103833436966,0.3833879232406616,0.0,0.0,0.0794525146484375
,,,5310,,,,177,0.72,0,-0.3115971,2.4,21946,,,,,,,,,,
1.32,5340,2615,5340,-0.09396538216620684,0,0.92,,,,,,,1770,-0.005831427546218038,-0.0001428197825529054,0.2,0.001,0.1108355239033699,0.20554232597351074,0.0,3.5762787e-07,0.03210464492440224
,,,5340,,,,178,0.74,0,-0.28761928999999997,2.34,22061,,,,,,,,,,
1.44,5370,2632,5370,-0.07184601919725538,0,0.94,,,,,,,1780,-0.004667714843526483,-3.899137284157916e-08,0.2,0.001,0.3081921964883804,-0.03060901165008545,0.0,0.0,0.12549537420272827
,,,5370,,,,179,0.77,0,-0.26213557000000004,2.2,22183,,,,,,,,,,
1.48,5400,2644,5400,-0.03683755398727953,0,0.96,,,,,,,1790,-0.0049173294100910425,-7.028380951012991e-07,0.2,0.001,0.20238904058933258,-0.07700037956237793,0.0,0.0,0.06626494228839874
,,,5400,,,,180,0.8,0,-0.24808345999999998,2.11,22311,,,,,,,,,,
1.3,5430,2660,5430,-0.07135257891844958,0,0.94,,,,,,,1800,-0.004628291865810752,1.2715657327078134e-08,0.2,0.001,0.2042599692940712,0.09786087274551392,0.0,0.0,0.07129686325788498
,,,5430,,,,181,0.82,0,-0.21826502000000006,2.02,22425,,,,,,,,,,
1.38,5460,2672,5460,-0.07152687292080373,0,0.94,,,,,,,1810,-0.007881609397009015,-0.00030092905379808244,0.2,0.001,0.13229709789156913,0.36708295345306396,0.0,4.617373e-06,0.043587394058704376
,,,5460,,,,182,0.83,0,-0.19581127,2.03,22541,,,,,,,,,,
1.68,5490,2690,5490,-0.1190930356644094,0,0.86,,,,,,,1820,-0.004554843623191118,-4.2517980158862655e-08,0.2,0.001,0.21094200015068054,-0.09586977958679199,0.0,0.0,0.07503172755241394
,,,5490,,,,183,0.84,0,-0.19167462999999998,2.01,22685,,,,,,,,,,
1.4,5520,2710,5520,-0.07508692516945302,0,0.94,,,,,,,1830,-0.004523258330300451,1.8080075658843953e-08,0.2,0.001,0.2009194865822792,0.2594885230064392,0.0,0.0,0.06751405447721481
,,,5520,,,,184,0.86,0,-0.17285926,1.88,22810,,,,,,,,,,
1.3,5550,2722,5550,-0.031718369657173756,0,0.98,,,,,,,1840,-0.004492035135626793,-3.447135310530314e-08,0.2,0.001,0.11565267145633698,0.4717540740966797,0.0,0.0,0.042756203562021255
,,,5550,,,,185,0.85,0,-0.18059369999999997,1.91,22929,,,,,,,,,,
1.38,5580,2738,5580,-0.09840525303501636,0,0.92,,,,,,,1850,-0.004498062701895833,-3.228584990466743e-08,0.2,0.001,0.23191726356744766,-0.1383603811264038,0.0,0.0,0.08339597284793854
,,,5580,,,,186,0.83,0,-0.20027830999999996,1.98,23048,,,,,,,,,,
1.64,5610,2750,5610,-0.12962604919448495,0,0.88,,,,,,,1860,-0.01761082448065281,-0.0033979455917142244,0.2,0.001,0.24835734516382219,0.08410584926605225,0.026666668057441712,0.0018108288,0.10304522514343262
,,,5610,,,,187,0.84,0,-0.18441357999999997,1.93,23179,,,,,,,,,,
1.42,5640,2765,5640,-0.11228025618474931,0,0.9,,,,,,,1870,-0.004450829932466149,-9.506940938930341e-08,0.2,0.001,0.12310385182499886,0.32210588455200195,0.0,0.0,0.040616657584905624
,,,5640,,,,188,0.81,0,-0.23283067,1.99,23300,,,,,,,,,,
1.34,5670,2779,5670,-0.07330542364157737,0,0.94,,,,,,,1880,-0.004444049065932631,9.139379641975864e-09,0.2,0.001,0.2090636283159256,0.25427550077438354,0.0,0.0,0.09069867432117462
,,,5670,,,,189,0.81,0,-0.23653290999999999,1.97,23418,,,,,,,,,,
1.54,5700,2796,5700,-0.13501222440041602,0,0.88,,,,,,,1890,-0.004439939558506012,1.678864132159674e-08,0.2,0.001,0.26736092269420625,-0.11716115474700928,0.0,0.0,0.10381712019443512
,,,5700,,,,190,0.8,0,-0.24524256,1.99,23561,,,,,,,,,,
1.52,5730,2810,5730,-0.11688444644212723,0,0.9,,,,,,,1900,-0.01021813447587192,-0.001933569324513318,0.2,0.001,0.1355469860136509,0.39681005477905273,0.01666666753590107,0.0006114642,0.053452443331480026
,,,5730,,,,191,0.77,0,-0.28444181,2.1,23688,,,,,,,,,,
1.38,5760,2824,5760,-0.07369593260809779,0,0.94,,,,,,,1910,-0.003966572810895741,-0.0009479578286605061,0.2,0.001,0.1409418374300003,0.32878577709198,0.013333334028720856,0.002274837,0.047691989690065384
,,,5760,,,,192,0.77,0,-0.28500245,2.07,23813,,,,,,,,,,
1.6,5790,2839,5790,-0.09611422701273113,0,0.92,,,,,,,1920,-0.003065101313404739,-8.205572878949852e-08,0.2,0.001,0.20208384692668915,-0.18929064273834229,0.0,0.0,0.07687879353761673
,,,5790,,,,193,0.77,0,-0.27570631,2.09,23936,,,,,,,,,,
1.44,5820,2852,5820,-0.10516422713175416,0,0.92,,,,,,,1930,-0.0027703468687832354,4.808108027276603e-08,0.2,0.001,0.17996128648519516,0.15399384498596191,0.0,0.0,0.08283493667840958
,,,5820,,,,194,0.79,0,-0.25331487,2.03,24062,,,,,,,,,,
1.34,5850,2865,5850,-0.07879032152704894,0,0.94,,,,,,,1940,-0.0026695622829720376,1.0053316934488521e-07,0.2,0.001,0.2762830153107643,-0.2589683532714844,0.0,0.0,0.11912932991981506
,,,5850,,,,195,0.78,0,-0.26947523000000007,2.1,24174,,,,,,,,,,
1.36,5880,2875,5880,-0.05061923073604703,0,0.96,,,,,,,1950,-0.0026445664698258042,1.4106432333349516e-08,0.2,0.001,0.16720734909176826,0.27168768644332886,0.0,0.0,0.058989834040403366
,,,5880,,,,196,0.74,0,-0.31202305999999996,2.25,24299,,,,,,,,,,
1.36,5910,2894,5910,-0.07373433460947126,0,0.94,,,,,,,1960,-0.0026327586732804776,-2.2053719317405295e-08,0.2,0.001,0.13385181576013566,0.1085432767868042,0.0,0.0,0.0424671433866024
,,,5910,,,,197,0.77,0,-0.27597643,2.16,24413,,,,,,,,,,
1.36,5940,2906,5940,-0.07377865218557417,0,0.92,,,,,,,1970,-0.0026260044891387225,4.9074491315082017e-08,0.2,0.001,0.2877583563327789,-0.2318180799484253,0.0,0.0,0.08647605776786804
,,,5940,,,,198,0.77,0,-0.28250439,2.18,24523,,,,,,,,,,
1.24,5970,2923,5970,-0.049572016838938,0,0.96,,,,,,,1980,-0.0026229639304801823,-3.93390664044091e-08,0.2,0.001,0.3330469876527786,0.33883315324783325,0.0,0.0,0.07413405925035477
,,,5970,,,,199,0.78,0,-0.28453969,2.12,24633,,,,,,,,,,
1.6,6000,2941,6000,-0.13987064087297768,0,0.88,,,,,,,1990,-0.002626801677979529,4.5895576805676795e-08,0.2,0.001,0.2559663116931915,0.32781869173049927,0.0,0.0,0.10150820761919022
,,,6000,,,,200,0.81,0,-0.25991945,2.01,24752,,,,,,,,,,
1.68,6030,2962,6030,-0.15673167248256503,0,0.84,,,,,,,2000,-0.002629795158281922,1.768271120639042e-08,0.2,0.001,0.12979705780744552,0.24513638019561768,0.0,0.0,0.0513465479016304
,,,6030,,,,201,0.85,0,-0.21383238,1.88,24879,,,,,,,,,,
1.38,6060,2969,6060,-0.09590647430159152,0,0.92,,,,,,,2010,-0.002639951929450035,1.3411045474143179e-08,0.2,0.001,0.026224739756435154,-5.203112602233887,0.0,0.0,0.005243953783065081
,,,6060,,,,202,0.83,0,-0.24666235,1.96,24992,,,,,,,,,,
1.26,6090,2980,6090,-0.0502203377801925,0,0.96,,,,,,,2020,-0.002621470019221306,9.298324492590382e-08,0.2,0.001,0.5576669692993164,0.13158786296844482,0.0,0.0,0.13612563908100128
,,,6090,,,,203,0.83,0,-0.25061843,2.01,25099,,,,,,,,,,
1.42,6120,2994,6120,-0.06596452575642615,0,0.94,,,,,,,2030,-0.002610298409126699,7.549921710037211e-09,0.2,0.001,0.23180195242166518,0.01920950412750244,0.0,0.0,0.11657371371984482
,,,6120,,,,204,0.8,0,-0.28797809999999996,2.09,25215,,,,,,,,,,
1.5,6150,3011,6150,-0.1157736200047657,0,0.9,,,,,,,2040,-0.002618292043916881,-1.6093253663029828e-08,0.2,0.001,0.2710492506623268,0.21157562732696533,0.0,0.0,0.11432328075170517
,,,6150,,,,205,0.83,0,-0.23440915,1.97,25340,,,,,,,,,,
1.42,6180,3025,6180,-0.09249580472707748,0,0.92,,,,,,,2050,-0.002642290759831667,1.2318293651780721e-08,0.2,0.001,0.19212400615215303,0.04019522666931152,0.0,0.0,0.07984572649002075
,,,6180,,,,206,0.8,0,-0.26215802,2.08,25456,,,,,,,,,,
1.38,6210,3041,6210,-0.07663636075332761,0,0.94,,,,,,,2060,-0.0022790056886151434,-0.0031789167923852446,0.2,0.001,0.1630857452750206,0.27976930141448975,0.01666666753590107,0.0049858787,0.06155500188469887
,,,6210,,,,207,0.8,0,-0.26443006999999996,2.07,25572,,,,,,,,,,
1.56,6240,3053,6240,-0.1155135336983949,0,0.9,,,,,,,2070,-0.0016476322198286653,4.3908754365773464e-08,0.2,0.001,0.22124889642000198,0.40702253580093384,0.0,0.0,0.054542891681194305
,,,6240,,,,208,0.76,0,-0.29511063,2.22,25693,,,,,,,,,,
1.46,6270,3073,6270,-0.11383838864509016,0,0.9,,,,,,,2080,-0.0014649883494712412,3.486871769098343e-08,0.2,0.001,0.30784596502780914,-0.43534207344055176,0.0,0.0,0.1179887056350708
,,,6270,,,,209,0.81,0,-0.22559505,1.99,25822,,,,,,,,,,
1.6,6300,3083,6300,-0.12601163655519484,0,0.88,,,,,,,2090,-0.001412223419174552,-3.33786005946024e-08,0.2,0.001,0.10504648238420486,0.3673464059829712,0.0,0.0,0.03299616649746895
,,,6300,,,,210,0.81,0,-0.22879377,1.99,25955,,,,,,,,,,
1.34,6330,3096,6330,-0.07772909411694855,0,0.94,,,,,,,2100,-0.0013877079938538373,-7.10288583505303e-09,0.2,0.001,0.3678161412477493,0.2305850386619568,0.0,0.0,0.12942667305469513
,,,6330,,,,211,0.82,0,-0.22000543,2.04,26077,,,,,,,,,,
1.32,6360,3115,6360,-0.05170523662120104,0,0.96,,,,,,,2110,-0.0013794898870401085,-8.607904273816303e-08,0.2,0.001,0.12664370462298394,0.27743202447891235,0.0,0.0,0.0493137501180172
,,,6360,,,,212,0.84,0,-0.18842625999999998,1.98,26192,,,,,,,,,,
1.28,6390,3126,6390,-0.0326112274453044,0,0.96,,,,,,,2120,-0.0013763286056928336,4.470348435869909e-09,0.2,0.001,0.06931375451385975,0.3265244960784912,0.0,0.0,0.022122114896774292
,,,6390,,,,213,0.82,0,-0.19392064999999994,2.09,26303,,,,,,,,,,
1.32,6420,3140,6420,-0.0558310022437945,0,0.96,,,,,,,2130,-0.0013803591835312545,-8.344650304081824e-09,0.2,0.001,0.1444512814283371,0.22287088632583618,0.0,0.0,0.05689114332199097
,,,6420,,,,214,0.8,0,-0.22096068,2.11,26410,,,,,,,,,,
1.5,6450,3161,6450,-0.11490098965354263,0,0.9,,,,,,,2140,-0.0013788300100713968,1.291433961991828e-08,0.2,0.001,0.23431722521781922,0.30959880352020264,0.0,0.0,0.06578531861305237
,,,6450,,,,215,0.84,0,-0.19020557,1.96,26546,,,,,,,,,,
1.64,6480,3176,6480,-0.11541091906838119,0,0.86,,,,,,,2150,-0.001382612914312631,9.636082509700828e-09,0.2,0.001,0.22120994105935096,-0.37719035148620605,0.0,0.0,0.03351500630378723
,,,6480,,,,216,0.82,0,-0.21293813999999997,2.03,26677,,,,,,,,,,
1.2,6510,3186,6510,-0.029943364602513612,0,0.96,,,,,,,2160,-0.0013811411918140948,-2.9404958135081927e-08,0.2,0.001,0.2627516806125641,0.34965699911117554,0.0,0.0,0.09307113289833069
,,,6510,,,,217,0.83,0,-0.20367127,1.97,26775,,,,,,,,,,
1.24,6540,3208,6540,-0.032769800466485324,0,0.98,,,,,,,2170,-0.0013813919969834388,1.251697518966921e-08,0.2,0.001,0.1959301859140396,0.1300520896911621,0.0,0.0,0.07525389641523361
,,,6540,,,,218,0.81,0,-0.23195832999999996,1.92,26882,,,,,,,,,,
1.36,6570,3221,6570,-0.055542343952693043,0,0.94,,,,,,,2180,-0.0013782301219180226,2.3841858021178554e-08,0.2,0.001,0.23138162195682527,0.562612771987915,0.0,0.0,0.057958804070949554
,,,6570,,,,219,0.8,0,-0.24725310999999997,1.93,26993,,,,,,,,,,
1.18,6600,3238,6600,-0.012070599030703306,0,0.98,,,,,,,2190,-0.0013758804299868644,1.1424221568745452e-09,0.2,0.001,0.16466748118400573,0.31177616119384766,0.0,0.0,0.06493975967168808
,,,6600,,,,220,0.83,0,-0.22081857999999996,1.88,27087,,,,,,,,,,
1.3,6630,3254,6630,-0.05039931805804372,0,0.96,,,,,,,2200,-0.0013756712549366056,1.301368057760044e-08,0.2,0.001,0.20324247181415558,-0.07307195663452148,0.0,0.0,0.0643419399857521
,,,6630,,,,221,0.82,0,-0.23012921999999997,1.86,27203,,,,,,,,,,
1.16,6660,3270,6660,-0.02915622245054692,0,0.98,,,,,,,2210,-0.0013775172992609441,-8.64267395428442e-09,0.2,0.001,0.25229980498552323,0.23328667879104614,0.0,0.0,0.10010508447885513
,,,6660,,,,222,0.8,0,-0.25395747,1.94,27320,,,,,,,,,,
1.24,6690,3287,6690,-0.0497924868715927,0,0.96,,,,,,,2220,-0.0013776123407296837,6.258487927901512e-09,0.2,0.001,0.13569698706269265,0.42950135469436646,0.0,0.0,0.048697974532842636
,,,6690,,,,223,0.85,0,-0.19322179000000003,1.76,27437,,,,,,,,,,
1.32,6720,3306,6720,-0.05167861857451499,0,0.94,,,,,,,2230,-0.0013747340301051736,-2.6226044269606064e-08,0.2,0.001,0.09681629315018654,0.4699016213417053,0.0,0.0,0.037203554064035416
,,,6720,,,,224,0.85,0,-0.18130012999999998,1.82,27556,,,,,,,,,,
1.34,6750,3327,6750,-0.05246614966541529,0,0.96,,,,,,,2240,-0.0013836769037880003,1.3510386276394115e-08,0.2,0.001,0.21954855024814607,-1.1507863998413086,0.0,0.0,0.07597600668668747
,,,6750,,,,225,0.88,0,-0.13965919,1.71,27672,,,,,,,,,,
1.48,6780,3342,6780,-0.07373629907146097,0,0.92,,,,,,,2250,-0.0013837759848684072,-9.934107803033499e-09,0.2,0.001,0.00797763883601874,-18.306318283081055,0.0,0.0,0.001795325893908739
,,,6780,,,,226,0.89,0,-0.12934125999999999,1.69,27794,,,,,,,,,,
1.36,6810,3359,6810,-0.06091695179231465,0,0.96,,,,,,,2260,-0.0026016352232545613,-5.0942102749651494e-05,0.2,0.001,0.19916266947984695,0.255545973777771,0.0,1.748403e-07,0.07435067743062973
,,,6810,,,,227,0.9,0,-0.12138125000000001,1.69,27912,,,,,,,,,,
1.34,6840,3377,6840,-0.07125463449396192,0,0.94,,,,,,,2270,-0.0014101352891884745,-2.0126501736328352e-07,0.2,0.001,0.09938733279705048,0.2927548289299011,0.0,0.0,0.03462608531117439
,,,6840,,,,228,0.91,0,-0.09482396,1.67,28029,,,,,,,,,,
1.4,6870,3392,6870,-0.09356600352097302,0,0.92,,,,,,,2280,-0.001362540596164763,-2.5257467894945762e-08,0.2,0.001,0.04572749100625515,0.188665509223938,0.0,0.0,0.019922062754631042
,,,6870,,,,229,0.89,0,-0.12804743,1.74,28155,,,,,,,,,,
1.3,6900,3403,6900,-0.05563808932900429,0,0.96,,,,,,,2290,-0.0013643274200148881,-2.0861626381929454e-08,0.2,0.001,0.2071575179696083,0.1772589087486267,0.0,0.0,0.08188817650079727
,,,6900,,,,230,0.87,0,-0.14422957,1.83,28274,,,,,,,,,,
1.36,6930,3419,6930,-0.07201716774143278,0,0.94,,,,,,,2300,-0.0013621420250274241,1.2119611270122731e-08,0.2,0.001,0.2551317200064659,-0.21699869632720947,0.0,0.0,0.09021777659654617
,,,6930,,,,231,0.84,0,-0.18498024999999998,1.93,28393,,,,,,,,,,
1.36,6960,3438,6960,-0.07308245065622032,0,0.94,,,,,,,2310,-0.0013584344531409442,1.3709068369394118e-08,0.2,0.001,0.266635300219059,0.27002060413360596,0.0,0.0,0.10503965616226196
,,,6960,,,,232,0.85,0,-0.17322548,1.84,28506,,,,,,,,,,
1.56,6990,3453,6990,-0.07915629783645273,0,0.92,,,,,,,2320,-0.0013580872328020632,4.569689604494442e-09,0.2,0.001,0.17065447121858596,0.2075709104537964,0.0,0.0,0.06995979696512222
,,,6990,,,,233,0.83,0,-0.19344324999999998,1.88,28626,,,,,,,,,,
1.16,7020,3469,7020,-0.02905157793313265,0,0.98,,,,,,,2330,-0.0013624038896523417,-9.934107758624578e-10,0.2,0.001,0.2259610116481781,0.188825786113739,0.0,0.0,0.1003059521317482
,,,7020,,,,234,0.81,0,-0.21367959000000003,1.94,28732,,,,,,,,,,
1.18,7050,3486,7050,-0.009509764215908944,0,1.0,,,,,,,2340,-0.002018739702180028,-5.607406282592819e-06,0.2,0.001,0.2610973656177521,0.008718907833099365,0.0,1.9868216e-09,0.10119584947824478
,,,7050,,,,235,0.83,0,-0.20431909,1.92,28835,,,,,,,,,,
1.44,7080,3505,7080,-0.07308069127146155,0,0.94,,,,,,,2350,-0.0013626933679915965,4.082918216852249e-08,0.2,0.001,0.1460186406970024,0.09522789716720581,0.0,0.0,0.06708148121833801
,,,7080,,,,236,0.86,0,-0.17642565000000002,1.76,28958,,,,,,,,,,
1.64,7110,3521,7110,-0.09976679681800306,0,0.88,,,,,,,2360,-0.0013635274954140186,1.1424223833600423e-08,0.2,0.001,0.12325117886066436,0.2475302815437317,0.0,0.0,0.05863557755947113
,,,7110,,,,237,0.86,0,-0.17893630000000005,1.74,29089,,,,,,,,,,
1.26,7140,3543,7140,-0.07150235258508474,0,0.94,,,,,,,2370,-0.001375326735433191,1.8974145099548422e-08,0.2,0.001,0.312113519012928,0.28713977336883545,0.0,0.0,0.10812914371490479
,,,7140,,,,238,0.86,0,-0.18113455999999994,1.71,29217,,,,,,,,,,
1.64,7170,3559,7170,-0.12191490963567048,0,0.88,,,,,,,2380,-0.001621101947966963,-2.5120377493248467e-06,0.2,0.001,0.21779410541057587,0.3500015139579773,0.0,0.0,0.08212428539991379
,,,7170,,,,239,0.88,0,-0.16000049,1.64,29345,,,,,,,,,,
1.34,7200,3580,7200,-0.0503372893249616,0,0.94,,,,,,,2390,-0.0013680004980415107,3.3378601838052194e-08,0.2,0.001,0.17733767330646516,0.26285243034362793,0.0,0.0,0.0786534994840622
,,,7200,,,,240,0.87,0,-0.16755665999999997,1.63,29463,,,,,,,,,,
1.42,7230,3597,7230,-0.0955291020218283,0,0.92,,,,,,,2400,-0.0013722767238505186,1.2715657882189646e-08,0.2,0.001,0.14994805455207824,0.278486430644989,0.0,0.0,0.06383181363344193
,,,7230,,,,241,0.88,0,-0.15194511,1.61,29580,,,,,,,,,,
1.3,7260,3617,7260,-0.052193833808414636,0,0.96,,,,,,,2410,-0.0013845025794580578,5.7220458904438944e-08,0.2,0.001,0.11038732305169105,-8.779178619384766,0.0,0.0,0.03403066098690033
,,,7260,,,,242,0.89,0,-0.13603615000000002,1.57,29684,,,,,,,,,,
1.46,7290,3629,7290,-0.10317631256766617,0,0.9,,,,,,,2420,-0.0014299104921519756,-1.2914339730940583e-08,0.2,0.001,0.32859163731336594,0.42488527297973633,0.0,0.0,0.11804022639989853
,,,7290,,,,243,0.89,0,-0.13613235999999998,1.68,29802,,,,,,,,,,
1.48,7320,3648,7320,-0.09340852552093565,0,0.92,,,,,,,2430,-0.001369457074906677,-2.2898118157144155e-08,0.2,0.001,0.13245714381337165,0.2786729335784912,0.0,0.0,0.060656286776065826
,,,7320,,,,244,0.88,0,-0.13483487,1.72,29918,,,,,,,,,,
1.26,7350,3660,7350,-0.030135122393257916,0,0.96,,,,,,,2440,-0.001374051987659186,1.1722247150736109e-08,0.2,0.001,0.12655142322182655,0.18775182962417603,0.0,0.0,0.05959593132138252
,,,7350,,,,245,0.88,0,-0.12808459,1.79,30038,,,,,,,,,,
1.42,7380,3670,7380,-0.07647091891150921,0,0.94,,,,,,,2450,-0.0013802404515445232,1.7881392366803084e-09,0.2,0.001,0.21555552631616592,-0.051557183265686035,0.0,0.0,0.09895703941583633
,,,7380,,,,246,0.87,0,-0.14448513999999998,1.91,30154,,,,,,,,,,
1.44,7410,3688,7410,-0.071727783693932,0,0.92,,,,,,,2460,-0.0013674342888407409,-1.0530154037624583e-08,0.2,0.001,0.1535913810133934,0.24663019180297852,0.0,0.0,0.06954305619001389
,,,7410,,,,247,0.86,0,-0.15452338000000002,1.93,30267,,,,,,,,,,
1.4,7440,3699,7440,-0.032865454885177316,0,0.96,,,,,,,2470,-0.0013720227871090174,-1.509984379755025e-08,0.2,0.001,0.1462172456085682,0.15368932485580444,0.0,0.0,0.04135056957602501
,,,7440,,,,248,0.83,0,-0.19238816000000003,2.08,30378,,,,,,,,,,
1.2,7470,3713,7470,-0.048528776681050656,0,0.96,,,,,,,2480,-0.0013691276661120355,1.2914341596115265e-09,0.2,0.001,0.32590277343988416,-0.4509596824645996,0.0,0.0,0.10881075263023376
,,,7470,,,,249,0.83,0,-0.19229053000000002,2.15,30481,,,,,,,,,,
1.44,7500,3725,7500,-0.05376970653422177,0,0.94,,,,,,,2490,-0.0013712114654481412,6.357829152037198e-09,0.2,0.001,0.17393862456083298,0.2343829870223999,0.0,0.0,0.06738722324371338
,,,7500,,,,250,0.82,0,-0.21086340999999997,2.14,30596,,,,,,,,,,
1.0,7530,3740,7530,-0.006090016774833202,0,1.0,,,,,,,2500,-0.0013740133843384683,-1.8477440688613456e-08,0.2,0.001,0.30061420798301697,-0.029885411262512207,0.0,0.0,0.127377450466156
,,,7530,,,,251,0.8,0,-0.23697242999999996,2.24,30695,,,,,,,,,,
1.28,7560,3753,7560,-0.06949853531550616,0,0.94,,,,,,,2510,-0.001369218761101365,-6.159146881401512e-09,0.2,0.001,0.2378023162484169,0.02156996726989746,0.0,0.0,0.1030646339058876
,,,7560,,,,252,0.79,0,-0.26237421,2.23,30813,,,,,,,,,,
1.4,7590,3768,7590,-0.03265294416807592,0,0.94,,,,,,,2520,-0.001370212947949767,1.3833244949523759e-08,0.2,0.001,0.18370742052793504,0.2719951868057251,0.0,0.0,0.07744964957237244
,,,7590,,,,253,0.79,0,-0.26963699999999996,2.19,30924,,,,,,,,,,
1.62,7620,3786,7620,-0.10135999168269336,0,0.88,,,,,,,2530,-0.004668962256982922,-0.000613340938677176,0.2,0.001,0.2282187446951866,0.03738921880722046,0.0,6.9224836e-05,0.09578099101781845
,,,7620,,,,254,0.81,0,-0.25864668,2.14,31047,,,,,,,,,,
1.3,7650,3804,7650,-0.031806719256564975,0,0.96,,,,,,,2540,-0.001356034935452044,4.7683712978141555e-09,0.2,0.001,0.16076251342892647,0.29950088262557983,0.0,0.0,0.0561462938785553
,,,7650,,,,255,0.81,0,-0.23288296,2.04,31151,,,,,,,,,,
1.4,7680,3819,7680,-0.05410228590946645,0,0.96,,,,,,,2550,-0.0014011347899213432,-4.569689453504111e-08,0.2,0.001,0.15379502177238463,0.06905466318130493,0.0,0.0,0.06786508858203888
,,,7680,,,,256,0.83,0,-0.20293964000000003,1.95,31269,,,,,,,,,,
1.38,7710,3829,7710,-0.09287391756661237,0,0.92,,,,,,,2560,-0.0013608904904685915,-1.490116172675471e-08,0.2,0.001,0.2235175386071205,0.0069806575775146484,0.0,0.0,0.10143932700157166
,,,7710,,,,257,0.8,0,-0.23833937,2.06,31386,,,,,,,,,,
1.42,7740,3850,7740,-0.0716432513576001,0,0.92,,,,,,,2570,-0.0013530070427805185,-1.5000502617823486e-08,0.2,0.001,0.2225751683115959,0.33827877044677734,0.0,0.0,0.07480950653553009
,,,7740,,,,258,0.85,0,-0.16847026999999998,1.83,31502,,,,,,,,,,
1.18,7770,3865,7770,-0.00839743456337601,0,1.0,,,,,,,2580,-0.001363902585580945,1.9868215073159945e-08,0.2,0.001,0.3372995972633362,0.4066506028175354,0.0,0.0,0.1364862024784088
,,,7770,,,,259,0.84,0,-0.18395076,1.86,31617,,,,,,,,,,
1.54,7800,3882,7800,-0.11573367800097913,0,0.9,,,,,,,2590,-0.0013534716330468655,-3.973643236676594e-09,0.2,0.001,0.13730783835053445,0.38231581449508667,0.0,0.0,0.060130782425403595
,,,7800,,,,260,0.83,0,-0.19306518,1.87,31734,,,,,,,,,,
1.28,7830,3897,7830,-0.03225405097939074,0,0.96,,,,,,,2600,-0.0013494509505108,-1.1523564857895962e-08,0.2,0.001,0.15123980194330217,0.3123422861099243,0.0,0.0,0.0641297698020935
,,,7830,,,,261,0.83,0,-0.21561908,1.87,31844,,,,,,,,,,
1.36,7860,3910,7860,-0.05386526153888553,0,0.96,,,,,,,2610,-0.001348873251117766,1.2616316835689644e-08,0.2,0.001,0.1958358943462372,0.27639859914779663,0.0,0.0,0.08905728906393051
,,,7860,,,,262,0.8,0,-0.25323048,2.01,31961,,,,,,,,,,
1.46,7890,3923,7890,-0.07472299439366907,0,0.94,,,,,,,2620,-0.0013515677652321755,-8.29498005838758e-09,0.2,0.001,0.13382576927542686,0.4291341304779053,0.0,0.0,0.057388268411159515
