eval/mean_ep_length,eval/success_rate,eval/mean_reward,env/completion_counter,env/current_idx,time/total_timesteps,env/n_steps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/value_loss,train/loss,train/n_updates,train/clip_range,train/entropy_loss
,,,,,7530,,251,-0.23104638000000002,2.14,0.79,29870,0,,,,,,,,,,
1.66,0.9,-0.11550096513703466,0,3404,7560,7560,,,,,,,-0.0008721216577880497,0.163926899433136,2.6220083e-05,0.0001,0.0,0.1957990735769272,0.09205783158540726,1255,0.2,-0.534701144695282
,,,,,7560,,252,-0.21034512,2.09,0.81,29992,0,,,,,,,,,,
1.32,0.96,-0.05248057259246707,0,3416,7590,7590,,,,,,,-0.0006806703575421124,0.2527763843536377,2.7064483e-05,0.0001,0.0,0.18355823457241058,0.08621136099100113,1260,0.2,-0.5454757690429688
,,,,,7590,,253,-0.20947225000000005,2.08,0.8,30107,0,,,,,,,,,,
1.54,0.92,-0.09550136701203883,0,3428,7620,7620,,,,,,,-0.0006927644178115866,0.3280113935470581,2.8582414e-05,0.0001,0.0,0.1467203825712204,0.06996486335992813,1265,0.2,-0.5582280993461609
,,,,,7620,,254,-0.24303881000000005,2.13,0.79,30233,0,,,,,,,,,,
1.36,0.94,-0.0719511958071962,0,3444,7650,7650,,,,,,,0.00045008142595186483,0.26241207122802734,9.266535e-06,0.0001,0.0,0.2748038530349731,0.12644970417022705,1270,0.2,-0.5729148983955383
,,,,,7650,,255,-0.265922,2.14,0.78,30347,0,,,,,,,,,,
1.22,0.96,-0.04903263159561902,0,3459,7680,7680,,,,,,,-0.0005373291242481316,0.5671947002410889,2.4904808e-05,0.0001,0.0,0.15285082757472992,0.0726630687713623,1275,0.2,-0.5779993891716003
,,,,,7680,,256,-0.26701099,2.12,0.78,30455,0,,,,,,,,,,
1.3,0.96,-0.05582049511838704,0,3476,7710,7710,,,,,,,-0.00027435184276942693,0.03055441379547119,2.2520622e-05,0.0001,0.0,0.23063286542892455,0.11220089346170425,1280,0.2,-0.5742787718772888
,,,,,7710,,257,-0.23485931000000002,2.08,0.81,30570,0,,,,,,,,,,
1.08,0.98,-0.02751308259554207,0,3493,7740,7740,,,,,,,0.0005942269170191139,-14.299887657165527,6.2028566e-06,0.0001,0.0,0.28067512810230255,0.12375370413064957,1285,0.2,-0.5752874851226807
,,,,,7740,,258,-0.23925028000000004,2.02,0.82,30667,0,,,,,,,,,,
1.14,0.98,-0.02858051243238151,0,3505,7770,7770,,,,,,,-0.00011753916808334707,0.09438621997833252,2.8113525e-06,0.0001,0.0,0.38464646339416503,0.18840442597866058,1290,0.2,-0.5766636848449707
,,,,,7770,,259,-0.24538324000000003,2.06,0.82,30764,0,,,,,,,,,,
1.46,0.9,-0.1158536536525935,0,3516,7800,7800,,,,,,,-0.0003114730135212795,-0.11827278137207031,1.3077259e-05,0.0001,0.0,0.2228579491376877,0.10656369477510452,1295,0.2,-0.5772843599319458
,,,,,7800,,260,-0.26373171,2.13,0.82,30886,0,,,,,,,,,,
1.66,0.9,-0.10549127970356494,0,3534,7830,7830,,,,,,,-0.0007376647201210673,0.07868212461471558,2.6092926e-05,0.0001,0.0,0.3233782172203064,0.15600411593914032,1300,0.2,-0.5711936831474305
,,,,,7830,,261,-0.1898506,1.91,0.87,31022,0,,,,,,,,,,
1.42,0.94,-0.07269573621451855,0,3545,7860,7860,,,,,,,0.00016565760093136816,0.5765334367752075,1.7086664e-07,0.0001,0.0,0.1015998438000679,0.04806050285696983,1305,0.2,-0.5607359290122986
,,,,,7860,,262,-0.23772785,2.09,0.83,31146,0,,,,,,,,,,
1.38,0.96,-0.030841170512139797,0,3562,7890,7890,,,,,,,-0.0012931007061463885,0.5019495487213135,2.6637315e-05,0.0001,0.0,0.13855571448802947,0.05861781910061836,1310,0.2,-0.5661547303199768
,,,,,7890,,263,-0.22448431000000002,2.03,0.84,31259,0,,,,,,,,,,
1.3,0.96,-0.05093983477912843,0,3576,7920,7920,,,,,,,0.00033511380393349557,0.04847598075866699,1.9967556e-06,0.0001,0.0,0.20912517309188844,0.10525983572006226,1315,0.2,-0.5723961591720581
,,,,,7920,,264,-0.24419856000000004,2.07,0.82,31364,0,,,,,,,,,,
1.26,0.96,-0.029641559459269048,0,3595,7950,7950,,,,,,,-5.274216270123588e-06,0.5047064423561096,4.7683716e-07,0.0001,0.0,0.16071684360504152,0.07217525690793991,1320,0.2,-0.5758445858955383
,,,,,7950,,265,-0.21291068999999996,2.03,0.83,31469,0,,,,,,,,,,
1.34,0.94,-0.072171699302271,0,3617,7980,7980,,,,,,,-6.483833077552958e-05,-0.1028662919998169,2.4815402e-06,0.0001,0.0,0.13600773215293885,0.050178296864032745,1325,0.2,-0.577812397480011
,,,,,7980,,266,-0.14141984000000002,1.76,0.88,31584,0,,,,,,,,,,
1.3,0.96,-0.055789351840503515,0,3633,8010,8010,,,,,,,-0.0011111775851653683,-109.58515930175781,1.7776092e-05,0.0001,0.0,0.04300356581807137,0.01631845161318779,1330,0.2,-0.5772461891174316
,,,,,8010,,267,-0.163147,1.84,0.86,31693,0,,,,,,,,,,
1.24,0.96,-0.050230940533801914,0,3644,8040,8040,,,,,,,-0.00010425567864729146,0.4356587529182434,6.96977e-06,0.0001,0.0,0.3089861273765564,0.15424339473247528,1335,0.2,-0.5730465173721313
,,,,,8040,,268,-0.14703418,1.85,0.87,31802,0,,,,,,,,,,
1.4,0.92,-0.102707784390077,0,3660,8070,8070,,,,,,,8.414348015008954e-05,0.2679792046546936,1.2874603e-06,0.0001,0.0,0.25229195654392245,0.11519366502761841,1340,0.2,-0.5688809037208558
,,,,,8070,,269,-0.12766961999999998,1.85,0.89,31920,0,,,,,,,,,,
1.38,0.92,-0.0931007664790377,0,3673,8100,8100,,,,,,,-0.00034091988403801566,-9.498908996582031,1.3484558e-05,0.0001,0.0,0.05683374479413032,0.02764865569770336,1345,0.2,-0.5667721152305603
,,,,,8100,,270,-0.13135626000000003,1.9,0.89,32040,0,,,,,,,,,,
1.22,0.96,-0.028863198035396637,0,3689,8130,8130,,,,,,,-0.00022303482003440677,0.32948052883148193,1.9158919e-05,0.0001,0.0,0.10739818215370178,0.046338826417922974,1350,0.2,-0.559095561504364
,,,,,8130,,271,-0.14711813,1.9,0.89,32150,0,,,,,,,,,,
1.48,0.94,-0.07319020341150463,0,3699,8160,8160,,,,,,,-6.792704168514518e-05,0.5337355136871338,1.9250314e-05,0.0001,0.0,0.21087331771850587,0.10258729010820389,1355,0.2,-0.5502125024795532
,,,,,8160,,272,-0.19018832999999996,2.04,0.86,32272,0,,,,,,,,,,
1.34,0.94,-0.052431705980561676,0,3710,8190,8190,,,,,,,6.191134307300671e-05,0.38555794954299927,1.1142095e-05,0.0001,0.0,0.4131975531578064,0.18457898497581482,1360,0.2,-0.5430491805076599
,,,,,8190,,273,-0.24896551000000003,2.2,0.81,32392,0,,,,,,,,,,
1.44,0.94,-0.07483698890078813,0,3728,8220,8220,,,,,,,-0.00011745254082278223,0.43853580951690674,1.6609828e-06,0.0001,0.0,0.2622480452060699,0.10359780490398407,1365,0.2,-0.5400957226753235
,,,,,8220,,274,-0.23377619000000002,2.19,0.82,32513,0,,,,,,,,,,
1.1,1.0,-0.00788844243157655,0,3744,8250,8250,,,,,,,-0.00013675520497287154,0.23382896184921265,1.6828378e-06,0.0001,0.0,0.21267244219779968,0.11360692232847214,1370,0.2,-0.5377134203910827
,,,,,8250,,275,-0.21269543,2.09,0.84,32613,0,,,,,,,,,,
1.66,0.9,-0.1159795904904604,0,3762,8280,8280,,,,,,,-0.00026792049393407067,0.2931428551673889,1.0440747e-05,0.0001,0.0,0.1647885859012604,0.07869451493024826,1375,0.2,-0.5373935341835022
,,,,,8280,,276,-0.21651525,2.03,0.83,32747,0,,,,,,,,,,
1.36,0.98,-0.031967922216281294,0,3775,8310,8310,,,,,,,6.569087500487569e-05,0.14833027124404907,6.238619e-07,0.0001,0.0,0.20264500081539155,0.09309031814336777,1380,0.2,-0.5424906611442566
,,,,,8310,,277,-0.23698291000000002,2.03,0.81,32870,0,,,,,,,,,,
1.26,0.96,-0.05061977133154869,0,3786,8340,8340,,,,,,,-0.00022047082524885299,0.1800295114517212,5.0505e-06,0.0001,0.0,0.2576195299625397,0.1300194263458252,1385,0.2,-0.544561505317688
,,,,,8340,,278,-0.25218568999999996,2.15,0.79,32989,0,,,,,,,,,,
1.32,0.94,-0.05313491825945675,0,3802,8370,8370,,,,,,,-0.0006674246047623456,0.2735936641693115,2.0545722e-05,0.0001,0.0,0.1659394234418869,0.07510027289390564,1390,0.2,-0.5487189769744873
,,,,,8370,,279,-0.21461776,2.01,0.82,33103,0,,,,,,,,,,
1.58,0.88,-0.11528074093163014,0,3818,8400,8400,,,,,,,-0.000304414229079697,0.246961772441864,3.3875306e-06,0.0001,0.0,0.1740311175584793,0.08510083705186844,1395,0.2,-0.5556511044502258
,,,,,8400,,280,-0.20096789999999995,1.99,0.83,33239,0,,,,,,,,,,
1.38,0.96,-0.05100564715918154,0,3832,8430,8430,,,,,,,-0.002887751255184412,0.21055454015731812,0.00020459095,0.0001,0.0,0.19104115068912506,0.0884413793683052,1400,0.2,-0.5472569465637207
,,,,,8430,,281,-0.21735156000000003,2.03,0.81,33364,0,,,,,,,,,,
1.26,0.96,-0.054502421896904706,0,3849,8460,8460,,,,,,,-0.003201696507943197,-0.08455562591552734,0.00026648442,0.0001,0.0,0.2314990431070328,0.10595621913671494,1405,0.2,-0.5320498466491699
,,,,,8460,,282,-0.19495467000000002,1.99,0.83,33480,0,,,,,,,,,,
1.24,0.96,-0.049798921206966044,0,3860,8490,8490,,,,,,,0.00011528332833972143,0.28020089864730835,3.0515592e-05,0.0001,0.0,0.1991604596376419,0.09419051557779312,1410,0.2,-0.5131626129150391
,,,,,8490,,283,-0.23539227000000001,2.11,0.81,33590,0,,,,,,,,,,
1.4,0.94,-0.07231293374672532,0,3877,8520,8520,,,,,,,-2.0209551294669836e-05,0.2045312523841858,2.4193525e-05,0.0001,0.0,0.27143306732177735,0.12986856698989868,1415,0.2,-0.5029061138629913
,,,,,8520,,284,-0.18911528999999994,1.98,0.85,33706,0,,,,,,,,,,
1.44,0.92,-0.09498674143105745,0,3886,8550,8550,,,,,,,-8.477409729188424e-05,-0.2719613313674927,3.215472e-05,0.0001,0.0,0.22637480199337007,0.10648796707391739,1420,0.2,-0.4949870705604553
,,,,,8550,,285,-0.23116765,2.07,0.82,33829,0,,,,,,,,,,
1.22,0.98,-0.030087928748689593,0,3902,8580,8580,,,,,,,1.5860201019535226e-05,0.10452353954315186,3.639857e-06,0.0001,0.0,0.2868410587310791,0.1410389542579651,1425,0.2,-0.4908132791519165
,,,,,8580,,286,-0.22778410999999998,2.09,0.82,33937,0,,,,,,,,,,
1.48,0.9,-0.12161962772253901,0,3916,8610,8610,,,,,,,-2.9645760490382146e-05,0.14591675996780396,2.4418036e-06,0.0001,0.0,0.14203684628009797,0.06876523047685623,1430,0.2,-0.4910830855369568
,,,,,8610,,287,-0.24789157,2.15,0.81,34067,0,,,,,,,,,,
1.32,0.94,-0.07202469640877097,0,3930,8640,8640,,,,,,,-3.795882155834818e-05,0.3072172999382019,3.5564105e-07,0.0001,0.0,0.29608837962150575,0.14442302286624908,1435,0.2,-0.4922419548034668
,,,,,8640,,288,-0.25568946,2.12,0.8,34179,0,,,,,,,,,,
1.32,0.94,-0.0538090356439352,0,3943,8670,8670,,,,,,,-0.0005865712863553085,0.3114679455757141,2.8334061e-05,0.0001,0.0,0.1660643070936203,0.07737573981285095,1440,0.2,-0.4901727497577667
,,,,,8670,,289,-0.30105921,2.23,0.77,34290,0,,,,,,,,,,
1.36,0.92,-0.09116403641644866,0,3955,8700,8700,,,,,,,-0.0011763317952862451,0.11523360013961792,6.990632e-05,0.0001,0.0,0.3162233233451843,0.14876717329025269,1445,0.2,-0.48099465370178224
,,,,,8700,,290,-0.29393157999999997,2.22,0.78,34407,0,,,,,,,,,,
1.18,0.96,-0.057387635367922483,0,3969,8730,8730,,,,,,,-0.00031294265975407854,0.2747040390968323,3.4858782e-05,0.0001,0.0,0.20037489235401154,0.09646546095609665,1450,0.2,-0.46896647214889525
,,,,,8730,,291,-0.3110817,2.27,0.76,34517,0,,,,,,,,,,
1.44,0.94,-0.07259026339743287,0,3983,8760,8760,,,,,,,-9.934425260773593e-05,0.3454506993293762,6.524722e-06,0.0001,0.0,0.1569174647331238,0.07567549496889114,1455,0.2,-0.46125994324684144
,,,,,8760,,292,-0.27296755,2.24,0.77,34635,0,,,,,,,,,,
1.56,0.94,-0.07592625945806503,0,3998,8790,8790,,,,,,,4.570126528653517e-05,0.2073799967765808,4.0928524e-07,0.0001,0.0,0.19673925936222075,0.08646495640277863,1460,0.2,-0.46079511046409605
,,,,,8790,,293,-0.24090915,2.12,0.79,34760,0,,,,,,,,,,
1.4,0.94,-0.07200792664662004,0,4018,8820,8820,,,,,,,-0.0005201399283642161,-0.07735824584960938,1.6514461e-05,0.0001,0.0,0.2795600354671478,0.13306432962417603,1465,0.2,-0.4618448793888092
,,,,,8820,,294,-0.21148194000000003,2.05,0.81,34876,0,,,,,,,,,,
1.16,0.98,-0.028433030983433128,0,4033,8850,8850,,,,,,,-2.0676851629986005e-06,0.2965618371963501,1.0708968e-06,0.0001,0.0,0.12589170634746552,0.06106794998049736,1470,0.2,-0.46829349398612974
,,,,,8850,,295,-0.21589299,2.06,0.81,34981,0,,,,,,,,,,
1.5,0.92,-0.07800927690695972,0,4048,8880,8880,,,,,,,-0.00019301930733490736,0.19599592685699463,7.190307e-06,0.0001,0.0,0.22918102145195007,0.1099194660782814,1475,0.2,-0.47383880615234375
,,,,,8880,,296,-0.20263035000000001,1.99,0.81,35102,0,,,,,,,,,,
1.58,0.92,-0.07607631757855415,0,4062,8910,8910,,,,,,,-0.0002390583345549757,0.2544761300086975,1.2514988e-05,0.0001,0.0,0.18933966159820556,0.08796394616365433,1480,0.2,-0.47732856273651125
,,,,,8910,,297,-0.17216875,1.91,0.84,35227,0,,,,,,,,,,
1.9,0.82,-0.13847653998527676,0,4082,8940,8940,,,,,,,-0.0009426343662198633,0.17696857452392578,1.982053e-05,0.0001,0.0,0.2110658437013626,0.10197523981332779,1485,0.2,-0.475661164522171
,,,,,8940,,298,-0.16915500000000006,1.81,0.86,35373,0,,,,,,,,,,
1.14,0.98,-0.02763172392733395,0,4096,8970,8970,,,,,,,-9.499867567992481e-05,0.3837258815765381,7.059177e-06,0.0001,0.0,0.1267109602689743,0.06123214587569237,1490,0.2,-0.46645979285240174
,,,,,8970,,299,-0.16593398,1.85,0.87,35482,0,,,,,,,,,,
1.4,0.92,-0.09097760019823908,0,4110,9000,9000,,,,,,,-0.00021639863703377672,-0.30895304679870605,8.898974e-06,0.0001,0.0,0.20194279551506042,0.09197002649307251,1495,0.2,-0.45968533754348756
,,,,,9000,,300,-0.16991679,1.88,0.86,35597,0,,,,,,,,,,
1.26,0.98,-0.029913213765248657,0,4128,9030,9030,,,,,,,-0.0005228292993464834,0.18072271347045898,1.574556e-05,0.0001,0.0,0.16282660961151124,0.07892521470785141,1500,0.2,-0.4569608986377716
,,,,,9030,,301,-0.16231986000000004,1.87,0.87,35708,0,,,,,,,,,,
1.26,0.94,-0.05612538325600326,0,4144,9060,9060,,,,,,,-2.8338034511321554e-05,0.3499297499656677,2.471606e-06,0.0001,0.0,0.12190026789903641,0.05802203342318535,1505,0.2,-0.45261395573616026
,,,,,9060,,302,-0.16935155000000002,1.87,0.86,35816,0,,,,,,,,,,
1.22,0.96,-0.05389537002891302,0,4153,9090,9090,,,,,,,-1.956224420140984e-06,0.07690620422363281,6.357829e-07,0.0001,0.0,0.24032459557056426,0.11577890068292618,1510,0.2,-0.44678751230239866
,,,,,9090,,303,-0.17761395,1.97,0.85,35920,0,,,,,,,,,,
1.14,1.0,-0.008624995527788996,0,4165,9120,9120,,,,,,,-0.0006616759177996201,0.3452199101448059,4.364848e-05,0.0001,0.0,0.1596481293439865,0.07114892452955246,1515,0.2,-0.440780109167099
,,,,,9120,,304,-0.17685082999999996,1.99,0.85,36025,0,,,,,,,,,,
1.26,0.96,-0.05012171694077552,0,4181,9150,9150,,,,,,,0.00018731872434720742,0.054332733154296875,1.6603868e-05,0.0001,0.0,0.20514858961105348,0.09710090607404709,1520,0.2,-0.431758451461792
,,,,,9150,,305,-0.19958743999999995,2.08,0.82,36139,0,,,,,,,,,,
1.24,0.96,-0.05056419698521495,0,4196,9180,9180,,,,,,,-0.0008715947655346667,0.010008633136749268,2.3436547e-05,0.0001,0.0,0.1930079996585846,0.09394481033086777,1525,0.2,-0.4272894859313965
,,,,,9180,,306,-0.21128513,2.12,0.8,36249,0,,,,,,,,,,
1.44,0.94,-0.07225735221523792,0,4211,9210,9210,,,,,,,1.0533333067286322e-05,0.10362887382507324,2.7418136e-07,0.0001,0.0,0.18530705571174622,0.08681995421648026,1530,0.2,-0.4252851068973541
,,,,,9210,,307,-0.19594158,2.09,0.82,36364,0,,,,,,,,,,
1.52,0.92,-0.09449102899059653,0,4228,9240,9240,,,,,,,-0.0008380696945820887,0.19804507493972778,2.2025903e-05,0.0001,0.0,0.12274372130632401,0.05596718564629555,1535,0.2,-0.4250340640544891
,,,,,9240,,308,-0.20456968,2.13,0.81,36488,0,,,,,,,,,,
1.18,0.98,-0.02894661873113364,0,4245,9270,9270,,,,,,,-0.00015647510743290737,0.1802777647972107,1.0446707e-05,0.0001,0.0,0.1931750148534775,0.0942305251955986,1540,0.2,-0.43101568818092345
,,,,,9270,,309,-0.18786413,2.06,0.83,36588,0,,,,,,,,,,
1.46,0.9,-0.11349545107223094,0,4253,9300,9300,,,,,,,-0.0003558353604359965,0.48689478635787964,1.72019e-05,0.0001,0.0,0.11529241502285004,0.05265459418296814,1545,0.2,-0.4366492569446564
,,,,,9300,,310,-0.21994701000000005,2.1,0.81,36705,0,,,,,,,,,,
1.58,0.86,-0.15814196990802884,0,4270,9330,9330,,,,,,,-0.00073694625326155,0.11215323209762573,1.7309188e-05,0.0001,0.0,0.4048636853694916,0.17365692555904388,1550,0.2,-0.4432519316673279
,,,,,9330,,311,-0.19530535999999998,1.99,0.83,36821,0,,,,,,,,,,
1.4,0.9,-0.09849131071940065,0,4284,9360,9360,,,,,,,-0.0009471074661754564,0.3891303539276123,3.7795304e-05,0.0001,0.0,0.1445671021938324,0.0710616186261177,1555,0.2,-0.4456753134727478
,,,,,9360,,312,-0.19477374,2.02,0.83,36943,0,,,,,,,,,,
1.1,1.0,-0.009038661210797726,0,4301,9390,9390,,,,,,,-1.1257330825742428e-06,0.061335980892181396,1.5020371e-06,0.0001,0.0,0.24246424734592437,0.1176750585436821,1560,0.2,-0.43876097798347474
,,,,,9390,,313,-0.19823269999999998,2.01,0.84,37040,0,,,,,,,,,,
1.3,0.94,-0.0709704098617658,0,4322,9420,9420,,,,,,,-5.2379369857646904e-05,0.19114458560943604,3.908078e-06,0.0001,0.0,0.19884708523750305,0.08912167698144913,1565,0.2,-0.4333545207977295
,,,,,9420,,314,-0.18653972000000002,1.93,0.85,37153,0,,,,,,,,,,
1.42,0.94,-0.0730783008178696,0,4332,9450,9450,,,,,,,-3.0399959083737828e-05,0.21231883764266968,6.5962473e-07,0.0001,0.0,0.11951044350862502,0.05196601152420044,1570,0.2,-0.4311500906944275
,,,,,9450,,315,-0.20850912000000005,2.0,0.83,37261,0,,,,,,,,,,
1.26,0.96,-0.04951475462410599,0,4343,9480,9480,,,,,,,-0.0005686672020232209,0.2207334041595459,8.684397e-06,0.0001,0.0,0.31481802463531494,0.16175051033496857,1575,0.2,-0.43067665696144103
,,,,,9480,,316,-0.22888868,2.13,0.8,37370,0,,,,,,,,,,
1.4,0.94,-0.0716947236750275,0,4362,9510,9510,,,,,,,0.00013401031765809536,-0.3418095111846924,7.114808e-06,0.0001,0.0,0.3009946346282959,0.14396454393863678,1580,0.2,-0.42540050745010377
,,,,,9510,,317,-0.16654718000000007,1.91,0.85,37483,0,,,,,,,,,,
1.58,0.9,-0.11424269166775047,0,4372,9540,9540,,,,,,,-1.2675920956439769e-06,0.3344014286994934,1.1920929e-07,0.0001,0.0,0.16699349880218506,0.07773332297801971,1585,0.2,-0.42201108336448667
,,,,,9540,,318,-0.21183563,2.08,0.81,37611,0,,,,,,,,,,
1.12,1.0,-0.007500292249023915,0,4390,9570,9570,,,,,,,-0.00017106175839813885,0.27170324325561523,1.1324883e-06,0.0001,0.0,0.18300646543502808,0.07820047438144684,1590,0.2,-0.42115949392318724
,,,,,9570,,319,-0.22032878,2.02,0.81,37704,0,,,,,,,,,,
1.5,0.92,-0.09537836821284146,0,4406,9600,9600,,,,,,,-2.7964115749234963e-05,0.22013461589813232,5.030632e-06,0.0001,0.0,0.19521332681179046,0.09969256818294525,1595,0.2,-0.42458063960075376
,,,,,9600,,320,-0.24277973000000003,2.02,0.79,37819,0,,,,,,,,,,
1.24,0.96,-0.049231938924640416,0,4418,9630,9630,,,,,,,-4.625777380162788e-05,0.3567594289779663,6.4969063e-06,0.0001,0.0,0.1883148044347763,0.08904653042554855,1600,0.2,-0.4272988736629486
,,,,,9630,,321,-0.27082905999999995,2.15,0.77,37934,0,,,,,,,,,,
1.34,0.94,-0.07229865337722004,0,4431,9660,9660,,,,,,,-0.00020959257740003068,0.0015229582786560059,3.1888485e-06,0.0001,0.0,0.2718911349773407,0.13287155330181122,1605,0.2,-0.42818201184272764
,,,,,9660,,322,-0.25183488000000004,2.11,0.78,38053,0,,,,,,,,,,
1.3,0.96,-0.0512531441450119,0,4445,9690,9690,,,,,,,-0.0007049294316676224,0.1917424201965332,1.5242895e-05,0.0001,0.0,0.2120760589838028,0.1010880097746849,1610,0.2,-0.42950820326805117
,,,,,9690,,323,-0.26071833,2.08,0.79,38163,0,,,,,,,,,,
1.3,0.96,-0.05172275628428906,0,4459,9720,9720,,,,,,,-0.00035826961800928815,0.5055654644966125,1.0416905e-05,0.0001,0.0,0.16034162044525146,0.07417456805706024,1615,0.2,-0.4253569781780243
,,,,,9720,,324,-0.25713133,2.11,0.79,38282,0,,,,,,,,,,
1.26,0.96,-0.05561585160903633,0,4474,9750,9750,,,,,,,-0.0007636577853312509,-0.11825335025787354,3.8878123e-05,0.0001,0.0,0.2126873642206192,0.10120140761137009,1620,0.2,-0.41705963015556335
,,,,,9750,,325,-0.23393183,2.08,0.81,38390,0,,,,,,,,,,
1.4,0.94,-0.07357723474036902,0,4493,9780,9780,,,,,,,-0.0012138310734499669,-0.025504112243652344,5.7715177e-05,0.0001,0.0,0.2570665627717972,0.1179615780711174,1625,0.2,-0.4053344905376434
,,,,,9780,,326,-0.21968965000000001,2.03,0.82,38505,0,,,,,,,,,,
1.42,0.94,-0.07196822832338512,0,4509,9810,9810,,,,,,,-2.4402147088764537e-06,0.6826795339584351,1.4187893e-05,0.0001,0.0,0.07142601162195206,0.03418507054448128,1630,0.2,-0.39455513954162597
,,,,,9810,,327,-0.19999406,2.01,0.83,38624,0,,,,,,,,,,
1.48,0.92,-0.09907414889894425,0,4521,9840,9840,,,,,,,-0.0011171817919239046,0.3362215757369995,4.1810672e-05,0.0001,0.0,0.13030764162540437,0.06041784957051277,1635,0.2,-0.3865662574768066
,,,,,9840,,328,-0.21869809,2.05,0.81,38750,0,,,,,,,,,,
1.32,0.96,-0.031078145503997803,0,4533,9870,9870,,,,,,,0.0005077717752044464,-0.00892341136932373,8.092721e-05,0.0001,0.0,0.269908195734024,0.12820008397102356,1640,0.2,-0.37628900408744814
,,,,,9870,,329,-0.2040124,2.03,0.83,38854,0,,,,,,,,,,
1.44,0.92,-0.054483724385499956,0,4551,9900,9900,,,,,,,-0.0004250693301823816,0.09164273738861084,2.4429957e-05,0.0001,0.0,0.1852698564529419,0.08821329474449158,1645,0.2,-0.3674542307853699
,,,,,9900,,330,-0.17790810999999998,2.04,0.85,38975,0,,,,,,,,,,
1.12,1.0,-0.00785255455877632,0,4568,9930,9930,,,,,,,-0.0006383234204264454,-26.749425888061523,2.0319223e-05,0.0001,0.0,0.13833500146865846,0.06319137662649155,1650,0.2,-0.35883501172065735
,,,,,9930,,331,-0.14837561999999999,1.92,0.87,39072,0,,,,,,,,,,
1.28,0.96,-0.049382299222052096,0,4585,9960,9960,,,,,,,6.250540471874899e-07,0.32836341857910156,8.34465e-07,0.0001,0.0,0.13928228616714478,0.0669790580868721,1655,0.2,-0.3512436389923096
,,,,,9960,,332,-0.16485841,1.92,0.87,39193,0,,,,,,,,,,
1.46,0.9,-0.09360722383018583,0,4598,9990,9990,,,,,,,-0.0006464008556214651,0.003111898899078369,1.4388561e-05,0.0001,0.0,0.27270306944847106,0.12978380918502808,1660,0.2,-0.3459966599941254
,,,,,9990,,333,-0.19219452,2.0,0.85,39312,0,,,,,,,,,,
1.38,0.94,-0.07484270453453064,0,4614,10020,10020,,,,,,,-0.00024881383171333483,0.044352591037750244,4.9253304e-06,0.0001,0.0,0.25178174376487733,0.11723333597183228,1665,0.2,-0.34154716730117796
,,,,,10020,,334,-0.15100976,1.9,0.89,39429,0,,,,,,,,,,
1.48,0.92,-0.09389997367747129,0,4631,10050,10050,,,,,,,-0.0001890873916758018,0.1484278440475464,2.7815502e-06,0.0001,0.0,0.16820521056652069,0.08317705988883972,1670,0.2,-0.33727654814720154
,,,,,10050,,335,-0.15579013,1.83,0.89,39560,0,,,,,,,,,,
1.3,0.94,-0.07086785367690027,0,4645,10080,10080,,,,,,,-0.0001845228653593267,0.37020403146743774,4.0471555e-06,0.0001,0.0,0.18380139172077178,0.08718166500329971,1675,0.2,-0.33610849380493163
,,,,,10080,,336,-0.18993374,1.88,0.86,39676,0,,,,,,,,,,
1.26,0.98,-0.031037431713193654,0,4659,10110,10110,,,,,,,-0.0005514411187803603,0.3204803466796875,8.789698e-06,0.0001,0.0,0.17911361157894135,0.08423062413930893,1680,0.2,-0.3348150074481964
,,,,,10110,,337,-0.22055068999999997,1.97,0.83,39782,0,,,,,,,,,,
1.44,0.92,-0.09875451683532446,0,4673,10140,10140,,,,,,,-0.0001808702991304756,0.04554051160812378,7.959207e-06,0.0001,0.0,0.2463757127523422,0.11887525767087936,1685,0.2,-0.33874858021736143
,,,,,10140,,338,-0.22090892999999998,2.01,0.82,39902,0,,,,,,,,,,
1.16,0.98,-0.028861271631903947,0,4691,10170,10170,,,,,,,-0.0003789641386052978,0.5257998704910278,3.9970873e-05,0.0001,0.0,0.19479083120822907,0.09125600010156631,1690,0.2,-0.34432188868522645
,,,,,10170,,339,-0.21482779000000002,1.99,0.83,40011,0,,,,,,,,,,
1.18,0.98,-0.03426296540535986,0,4704,10200,10200,,,,,,,4.309415729153443e-07,0.22550338506698608,1.2755394e-06,0.0001,0.0,0.19738349616527556,0.09036686271429062,1695,0.2,-0.3496995449066162
,,,,,10200,,340,-0.21116893999999997,1.94,0.83,40115,0,,,,,,,,,,
1.24,0.96,-0.05259199623018503,0,4717,10230,10230,,,,,,,-0.00036436279867011476,-0.3870178461074829,5.551179e-06,0.0001,0.0,0.27004762291908263,0.12742310762405396,1700,0.2,-0.3517112910747528
,,,,,10230,,341,-0.21964129,2.04,0.81,40215,0,,,,,,,,,,
1.44,0.9,-0.11388726427219809,0,4733,10260,10260,,,,,,,1.1006991016415668e-07,-0.21417176723480225,1.1920929e-07,0.0001,0.0,0.2504627764225006,0.1185423731803894,1705,0.2,-0.3489177167415619
,,,,,10260,,342,-0.2074615,2.04,0.82,40337,0,,,,,,,,,,
