eval/mean_ep_length,eval/success_rate,eval/mean_reward,env/completion_counter,env/current_idx,time/total_timesteps,env/n_steps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/value_loss,train/loss,train/n_updates,train/clip_range,train/entropy_loss
1.44,0.92,-0.03259046764113009,0,2020,4800,4800,,,,,,,-0.0004622661972831565,0.07364964485168457,1.1237463e-05,0.0001,0.0,0.16106257140636443,0.07470418512821198,795,0.2,-0.6039824843406677
,,,,,4800,,160,-0.20773478999999997,2.01,0.8,19274,0,,,,,,,,,,
1.42,0.94,-0.07284792457241565,0,2032,4830,4830,,,,,,,-2.7926762792063186e-06,-0.27494025230407715,3.584226e-06,0.0001,0.0,0.16880564093589784,0.07902064174413681,800,0.2,-0.5940429210662842
,,,,,4830,,161,-0.22323589999999996,2.04,0.8,19396,0,,,,,,,,,,
1.36,0.96,-0.05170008386485279,0,2048,4860,4860,,,,,,,5.0254663467086406e-06,0.27192527055740356,2.8749307e-06,0.0001,0.0,0.1953155666589737,0.09433409571647644,805,0.2,-0.5851701259613037
,,,,,4860,,162,-0.20572996999999998,1.98,0.82,19516,0,,,,,,,,,,
1.42,0.92,-0.0927133893314749,0,2064,4890,4890,,,,,,,-0.0016981427169717733,0.520513117313385,4.377564e-05,0.0001,0.0,0.12702957689762115,0.05872408673167229,810,0.2,-0.5782060742378234
,,,,,4890,,163,-0.20706218999999998,1.91,0.84,19637,0,,,,,,,,,,
1.12,1.0,-0.0082068083435297,0,2080,4920,4920,,,,,,,0.00015658418432664689,0.22801047563552856,1.5735626e-06,0.0001,0.0,0.22104900181293488,0.10729029774665833,815,0.2,-0.5657483816146851
,,,,,4920,,164,-0.222579,1.95,0.83,19744,0,,,,,,,,,,
1.3,0.94,-0.07982805739622563,0,2091,4950,4950,,,,,,,-8.808413976382212e-05,0.21732985973358154,1.9987424e-06,0.0001,0.0,0.25991131365299225,0.12212416529655457,820,0.2,-0.5617263793945313
,,,,,4950,,165,-0.21997829999999996,2.02,0.81,19854,0,,,,,,,,,,
1.3,0.94,-0.05086280158255249,0,2103,4980,4980,,,,,,,-0.0002951701533554285,-0.28429317474365234,6.475051e-06,0.0001,0.0,0.2662872314453125,0.12633079290390015,825,0.2,-0.5630362272262573
,,,,,4980,,166,-0.25228412,2.11,0.79,19961,0,,,,,,,,,,
1.28,0.98,-0.030151453488506376,0,2122,5010,5010,,,,,,,5.593220351656214e-05,0.2828632593154907,5.978346e-06,0.0001,0.0,0.16484396159648895,0.07487986981868744,830,0.2,-0.5715296983718872
,,,,,5010,,167,-0.22898336000000005,2.04,0.81,20077,0,,,,,,,,,,
1.36,0.96,-0.05269707274623215,0,2137,5040,5040,,,,,,,0.0002884459530463346,0.28630751371383667,1.7225742e-06,0.0001,0.0,0.3018846333026886,0.15289469063282013,835,0.2,-0.5765802502632141
,,,,,5040,,168,-0.21280678000000003,1.96,0.83,20193,0,,,,,,,,,,
1.56,0.88,-0.13688672472257168,0,2155,5070,5070,,,,,,,-0.0002522104982446649,0.2688363194465637,4.0570894e-06,0.0001,0.0,0.23257724046707154,0.10630912333726883,840,0.2,-0.5756150126457215
,,,,,5070,,169,-0.21277668,1.98,0.82,20320,0,,,,,,,,,,
1.56,0.88,-0.13714934475719928,0,2165,5100,5100,,,,,,,-0.001340956699956841,0.08043426275253296,4.0779512e-05,0.0001,0.0,0.19713403582572936,0.0915072113275528,845,0.2,-0.5676329135894775
,,,,,5100,,170,-0.20849587999999997,2.05,0.81,20452,0,,,,,,,,,,
1.12,1.0,-0.0077092697331681845,0,2180,5130,5130,,,,,,,-0.0001926763921195729,-0.36032938957214355,4.0221214e-05,0.0001,0.0,0.28178141117095945,0.1322285234928131,850,0.2,-0.5540638566017151
,,,,,5130,,171,-0.19776594,2.06,0.82,20550,0,,,,,,,,,,
1.72,0.86,-0.15908574810251594,0,2197,5160,5160,,,,,,,-1.9151967280706118e-05,0.4787074327468872,4.806121e-06,0.0001,0.0,0.06724968776106835,0.030085185542702675,855,0.2,-0.5452959537506104
,,,,,5160,,172,-0.16913475000000003,1.91,0.86,20678,0,,,,,,,,,,
1.2,0.96,-0.0492635529814288,0,2212,5190,5190,,,,,,,-2.2693872946177862e-05,0.3104478716850281,5.1458676e-07,0.0001,0.0,0.2096994400024414,0.10154762864112854,860,0.2,-0.5465631723403931
,,,,,5190,,173,-0.17825795999999997,1.94,0.85,20786,0,,,,,,,,,,
1.3,0.94,-0.07275426866021008,0,2224,5220,5220,,,,,,,-0.0004240121452312451,0.0704110860824585,1.4374654e-05,0.0001,0.0,0.18240433037281037,0.08585544675588608,865,0.2,-0.5486289143562317
,,,,,5220,,174,-0.18730766999999995,2.02,0.84,20909,0,,,,,,,,,,
1.3,0.96,-0.05055325837805867,0,2239,5250,5250,,,,,,,-0.0004616292309947312,-0.036797165870666504,2.5343896e-05,0.0001,0.0,0.19219689071178436,0.08880069106817245,870,0.2,-0.5380888342857361
,,,,,5250,,175,-0.21104876999999994,2.07,0.82,21018,0,,,,,,,,,,
1.34,0.96,-0.03452364636585117,0,2252,5280,5280,,,,,,,-0.002784438578722259,0.07364267110824585,0.00013362765,0.0001,0.0,0.3135098278522491,0.1441124975681305,875,0.2,-0.5245875835418701
,,,,,5280,,176,-0.23247881000000004,2.14,0.8,21135,0,,,,,,,,,,
1.1,1.0,-0.0075110647734254595,0,2264,5310,5310,,,,,,,0.0003982472474064025,-0.139623761177063,1.4712413e-05,0.0001,0.0,0.32254392504692075,0.15346461534500122,880,0.2,-0.5124239087104797
,,,,,5310,,177,-0.23783107,2.07,0.82,21238,0,,,,,,,,,,
1.54,0.94,-0.05655238559935242,0,2282,5340,5340,,,,,,,7.292946058443662e-05,0.14112502336502075,5.5392584e-06,0.0001,0.0,0.2962344765663147,0.1452234387397766,885,0.2,-0.509675145149231
,,,,,5340,,178,-0.24148184,2.08,0.82,21368,0,,,,,,,,,,
1.42,0.92,-0.09850328414700925,0,2298,5370,5370,,,,,,,-1.2338161567981842e-07,0.38552218675613403,1.2318293e-07,0.0001,0.0,0.21256037652492524,0.09587892889976501,890,0.2,-0.5081133604049682
,,,,,5370,,179,-0.23984993000000002,2.07,0.82,21493,0,,,,,,,,,,
1.54,0.98,-0.033865037471987304,0,2310,5400,5400,,,,,,,-0.00047389368313215384,0.3444007635116577,1.28209595e-05,0.0001,0.0,0.17580325305461883,0.08198864012956619,895,0.2,-0.5049363970756531
,,,,,5400,,180,-0.2611869,2.13,0.8,21616,0,,,,,,,,,,
1.4,0.92,-0.09248846213333309,0,2322,5430,5430,,,,,,,-0.00014488935685061933,0.3118753433227539,9.590387e-06,0.0001,0.0,0.24618677496910096,0.12022553384304047,900,0.2,-0.4992582857608795
,,,,,5430,,181,-0.28103625,2.17,0.79,21731,0,,,,,,,,,,
1.4,0.94,-0.034774068570695815,0,2336,5460,5460,,,,,,,-0.00030081390779139737,0.17452430725097656,7.170439e-06,0.0001,0.0,0.2576339215040207,0.11986961960792542,905,0.2,-0.49809286594390867
,,,,,5460,,182,-0.28084350999999996,2.18,0.78,21852,0,,,,,,,,,,
1.36,0.96,-0.05139567544683814,0,2353,5490,5490,,,,,,,-0.0001892973984165103,0.3347494602203369,1.8489362e-05,0.0001,0.0,0.20794558823108672,0.09724434465169907,910,0.2,-0.5014209866523742
,,,,,5490,,183,-0.25025212999999996,2.09,0.81,21969,0,,,,,,,,,,
1.24,0.96,-0.04964292455930263,0,2369,5520,5520,,,,,,,-0.00015011986116135744,0.09222793579101562,4.3710074e-06,0.0001,0.0,0.19727775156497956,0.09562722593545914,915,0.2,-0.5060076832771301
,,,,,5520,,184,-0.21004873,1.96,0.83,22085,0,,,,,,,,,,
1.16,0.98,-0.008675280082970858,0,2384,5550,5550,,,,,,,-0.00017164806267828682,0.39308106899261475,3.5425028e-06,0.0001,0.0,0.14630801677703859,0.06479310989379883,920,0.2,-0.5086254358291626
,,,,,5550,,185,-0.24862807,2.04,0.8,22194,0,,,,,,,,,,
1.66,0.9,-0.07464783408679068,0,2401,5580,5580,,,,,,,-0.0010329409711999915,0.4209916591644287,2.6637315e-05,0.0001,0.0,0.21316754817962646,0.10372642427682877,925,0.2,-0.5056940317153931
,,,,,5580,,186,-0.26108846,2.04,0.8,22331,0,,,,,,,,,,
1.5,0.94,-0.07575660423375666,0,2418,5610,5610,,,,,,,-0.0005548318271756614,0.1587693691253662,2.9228131e-05,0.0001,0.0,0.19326014220714569,0.0877595990896225,930,0.2,-0.498077255487442
,,,,,5610,,187,-0.22346140999999997,1.92,0.82,22458,0,,,,,,,,,,
1.46,0.92,-0.07809239517431706,0,2435,5640,5640,,,,,,,-0.0018749483667008348,0.4326084852218628,6.580154e-05,0.0001,0.0,0.15158856213092803,0.0673738345503807,935,0.2,-0.48882869482040403
,,,,,5640,,188,-0.19342232999999998,1.78,0.85,22591,0,,,,,,,,,,
1.44,0.92,-0.07225907381623983,0,2448,5670,5670,,,,,,,0.00010220611933622336,0.5196883082389832,5.0628187e-05,0.0001,0.0,0.13068119585514068,0.06278526037931442,940,0.2,-0.47609423398971557
,,,,,5670,,189,-0.21646591999999998,1.9,0.82,22712,0,,,,,,,,,,
1.3,0.96,-0.031252359934151173,0,2463,5700,5700,,,,,,,0.00017556587583378302,-0.004943728446960449,1.7285348e-07,0.0001,0.0,0.2610029935836792,0.1262984722852707,945,0.2,-0.468745219707489
,,,,,5700,,190,-0.23099490999999997,1.91,0.81,22830,0,,,,,,,,,,
1.32,0.94,-0.070766746760346,0,2478,5730,5730,,,,,,,-0.0005913102469639498,0.5298948287963867,1.34329e-05,0.0001,0.0,0.1185902163386345,0.05261939764022827,950,0.2,-0.4715100646018982
,,,,,5730,,191,-0.22536193000000002,1.93,0.82,22943,0,,,,,,,,,,
1.32,0.94,-0.0702140641072765,0,2491,5760,5760,,,,,,,-0.001485118089088644,0.20964670181274414,4.2734544e-05,0.0001,0.0,0.26308442950248717,0.12454952299594879,955,0.2,-0.47603278756141665
,,,,,5760,,192,-0.21592050000000002,1.95,0.82,23054,0,,,,,,,,,,
1.32,0.98,-0.03250819534994662,0,2503,5790,5790,,,,,,,-3.287752566407676e-05,0.29675233364105225,1.0099014e-05,0.0001,0.0,0.21696974337100983,0.10159981995820999,960,0.2,-0.47981238961219785
,,,,,5790,,193,-0.23408806000000004,2.02,0.8,23168,0,,,,,,,,,,
1.32,0.96,-0.050311029404401776,0,2519,5820,5820,,,,,,,-0.0004914212168660725,0.317413866519928,1.377066e-05,0.0001,0.0,0.21363763213157655,0.10032156854867935,965,0.2,-0.4773737847805023
,,,,,5820,,194,-0.23145804999999997,2.07,0.79,23282,0,,,,,,,,,,
1.46,0.94,-0.0546970122307539,0,2536,5850,5850,,,,,,,-0.000552794738129414,0.2603721022605896,1.2836854e-05,0.0001,0.0,0.19455465972423552,0.09032664448022842,970,0.2,-0.4746693193912506
,,,,,5850,,195,-0.23517611,2.08,0.79,23412,0,,,,,,,,,,
1.34,0.94,-0.05201904345303774,0,2551,5880,5880,,,,,,,-0.00022807558086554991,0.5860628485679626,1.0434786e-05,0.0001,0.0,0.10534756034612655,0.04719158262014389,975,0.2,-0.4750560522079468
,,,,,5880,,196,-0.21742082,2.02,0.8,23541,0,,,,,,,,,,
1.32,0.96,-0.02981471846345812,0,2570,5910,5910,,,,,,,-0.00044506471313070505,-0.04286336898803711,2.392729e-05,0.0001,0.0,0.18107210099697113,0.0882403776049614,980,0.2,-0.47326985001564026
,,,,,5910,,197,-0.18038558999999998,1.95,0.82,23663,0,,,,,,,,,,
1.2,1.0,-0.009358995174989105,0,2589,5940,5940,,,,,,,7.62939453125e-07,-0.6035584211349487,1.1424223e-06,0.0001,0.0,0.09440175890922546,0.041436657309532166,985,0.2,-0.47615864872932434
,,,,,5940,,198,-0.16257629999999998,1.87,0.84,23769,0,,,,,,,,,,
1.36,0.96,-0.05222908000927418,0,2602,5970,5970,,,,,,,-0.000257007878971649,0.21238481998443604,1.6379356e-05,0.0001,0.0,0.10874518305063248,0.050533611327409744,990,0.2,-0.4779727041721344
,,,,,5970,,199,-0.14089248000000001,1.79,0.86,23883,0,,,,,,,,,,
1.26,0.98,-0.03379818156827241,0,2616,6000,6000,,,,,,,0.00028897563674643576,0.3347048759460449,4.9710275e-06,0.0001,0.0,0.2416483521461487,0.10528092831373215,995,0.2,-0.48148958683013915
,,,,,6000,,200,-0.16965629,1.85,0.85,24007,0,,,,,,,,,,
1.12,1.0,-0.007548364154063165,0,2636,6030,6030,,,,,,,-0.0007761510203508238,0.35773617029190063,2.699097e-05,0.0001,0.0,0.15083632469177247,0.06920286267995834,1000,0.2,-0.48505539894104005
,,,,,6030,,201,-0.14923834,1.79,0.87,24105,0,,,,,,,,,,
1.38,0.94,-0.07167025730479509,0,2646,6060,6060,,,,,,,0.0004339067148976028,0.393774151802063,1.3466676e-05,0.0001,0.0,0.14418126344680787,0.07445138692855835,1005,0.2,-0.49233404397964475
,,,,,6060,,202,-0.20449066,1.95,0.83,24219,0,,,,,,,,,,
1.54,0.92,-0.07666035894304514,0,2664,6090,6090,,,,,,,-0.0004154391972889471,0.2352924346923828,9.610256e-06,0.0001,0.0,0.2334771305322647,0.11063332110643387,1010,0.2,-0.4913944184780121
,,,,,6090,,203,-0.20034173000000002,1.92,0.84,24340,0,,,,,,,,,,
1.42,0.92,-0.09349759851582348,0,2684,6120,6120,,,,,,,-3.315846154396951e-05,0.24401676654815674,3.9100646e-06,0.0001,0.0,0.1496195524930954,0.06953016668558121,1015,0.2,-0.4870415985584259
,,,,,6120,,204,-0.18812468,1.86,0.86,24461,0,,,,,,,,,,
1.32,0.96,-0.05466313773300499,0,2703,6150,6150,,,,,,,-5.3550204805219435e-05,-12.272390365600586,3.3160052e-06,0.0001,0.0,0.19679532051086426,0.08202537149190903,1020,0.2,-0.48524675369262693
,,,,,6150,,205,-0.17005512999999997,1.79,0.88,24576,0,,,,,,,,,,
1.18,0.98,-0.028838187740184366,0,2720,6180,6180,,,,,,,-1.6864141189287807e-05,0.19556689262390137,1.5497207e-07,0.0001,0.0,0.3059904396533966,0.1494976133108139,1025,0.2,-0.48683361411094667
,,,,,6180,,206,-0.16233603000000002,1.74,0.89,24688,0,,,,,,,,,,
1.12,1.0,-0.008443594574928284,0,2736,6210,6210,,,,,,,-0.0005737463651652064,0.33662480115890503,1.0041395e-05,0.0001,0.0,0.154901859164238,0.07254303246736526,1030,0.2,-0.4859515905380249
,,,,,6210,,207,-0.17701979999999998,1.81,0.88,24788,0,,,,,,,,,,
1.4,0.94,-0.052925398950465025,0,2750,6240,6240,,,,,,,-0.0002783775370335917,0.11634325981140137,2.8912227e-05,0.0001,0.0,0.17016315460205078,0.07890617102384567,1035,0.2,-0.4771308362483978
,,,,,6240,,208,-0.13462457,1.69,0.91,24912,0,,,,,,,,,,
1.56,0.88,-0.13913445301819594,0,2758,6270,6270,,,,,,,0.00017535607223795324,0.34566718339920044,9.139379e-08,0.0001,0.0,0.13073075115680693,0.06301617622375488,1040,0.2,-0.47034411430358886
,,,,,6270,,209,-0.1883718,1.88,0.87,25036,0,,,,,,,,,,
1.16,0.98,-0.007819378739222884,0,2774,6300,6300,,,,,,,-0.0012168268385964963,0.29835081100463867,2.8200944e-05,0.0001,0.0,0.1838286280632019,0.08114123344421387,1045,0.2,-0.4752900242805481
,,,,,6300,,210,-0.21121438,1.93,0.85,25142,0,,,,,,,,,,
1.14,1.0,-0.008487518634647131,0,2791,6330,6330,,,,,,,-0.00022086500976001844,0.35276055335998535,2.5647878e-05,0.0001,0.0,0.16872080862522126,0.08307190239429474,1050,0.2,-0.4867105484008789
,,,,,6330,,211,-0.21228808000000005,1.98,0.84,25247,0,,,,,,,,,,
1.54,0.88,-0.11536832702346146,0,2804,6360,6360,,,,,,,8.648673785502937e-05,0.4691363573074341,3.0199687e-06,0.0001,0.0,0.12630891501903535,0.05844729393720627,1055,0.2,-0.4957321465015411
,,,,,6360,,212,-0.23817897999999998,2.08,0.82,25369,0,,,,,,,,,,
1.52,0.88,-0.12018057591281832,0,2819,6390,6390,,,,,,,-0.0006765445096728496,0.529066264629364,4.687508e-05,0.0001,0.0,0.12074064761400223,0.0565347746014595,1060,0.2,-0.5014369308948516
,,,,,6390,,213,-0.24241149999999997,2.11,0.82,25493,0,,,,,,,,,,
1.62,0.92,-0.0947958666132763,0,2832,6420,6420,,,,,,,0.00043014843986952653,0.33935409784317017,3.6577383e-06,0.0001,0.0,0.14703212976455687,0.0721733421087265,1065,0.2,-0.5086564064025879
,,,,,6420,,214,-0.23017152,2.13,0.82,25621,0,,,,,,,,,,
1.28,0.96,-0.05249493884854019,0,2848,6450,6450,,,,,,,-0.0010599493863992393,-0.2499380111694336,2.450347e-05,0.0001,0.0,0.15171329975128173,0.0698826014995575,1070,0.2,-0.503533911705017
,,,,,6450,,215,-0.22980330000000002,2.14,0.81,25728,0,,,,,,,,,,
1.48,0.94,-0.07366178208962083,0,2862,6480,6480,,,,,,,0.0007500998016137572,0.3606458306312561,1.1624893e-05,0.0001,0.0,0.15136375427246093,0.07497231662273407,1075,0.2,-0.49338937401771543
,,,,,6480,,216,-0.17724025999999996,2.01,0.85,25855,0,,,,,,,,,,
1.22,0.98,-0.02909684500657022,0,2873,6510,6510,,,,,,,-4.413406111183349e-05,0.06507724523544312,2.2431216e-06,0.0001,0.0,0.178285875916481,0.08407147228717804,1080,0.2,-0.4912078559398651
,,,,,6510,,217,-0.20824852,2.08,0.83,25962,0,,,,,,,,,,
1.56,0.9,-0.09483304947149009,0,2889,6540,6540,,,,,,,-0.000325389300608947,-0.06650233268737793,4.607439e-06,0.0001,0.0,0.3943837404251099,0.1816568672657013,1085,0.2,-0.49431473612785337
,,,,,6540,,218,-0.21340811999999995,2.14,0.82,26089,0,,,,,,,,,,
1.42,0.92,-0.07382373002357781,0,2900,6570,6570,,,,,,,0.00011872132502830369,-0.28400933742523193,9.338061e-07,0.0001,0.0,0.2066804826259613,0.10498247295618057,1090,0.2,-0.49932981133460996
,,,,,6570,,219,-0.20107061,2.13,0.83,26207,0,,,,,,,,,,
1.42,0.94,-0.05876072274520993,0,2920,6600,6600,,,,,,,-0.00023361762393800945,0.34198760986328125,5.3942204e-06,0.0001,0.0,0.1584847867488861,0.07598227262496948,1095,0.2,-0.4984711706638336
,,,,,6600,,220,-0.18147280999999998,2.06,0.84,26324,0,,,,,,,,,,
1.3,0.96,-0.054728340427391234,0,2934,6630,6630,,,,,,,-0.00015297968954364194,-0.010172486305236816,1.8755595e-06,0.0001,0.0,0.17557895481586455,0.08166711777448654,1100,0.2,-0.4942489266395569
,,,,,6630,,221,-0.20564919999999998,2.06,0.83,26427,0,,,,,,,,,,
1.34,0.92,-0.09078126750420779,0,2951,6660,6660,,,,,,,-4.731337200283292e-05,0.13985252380371094,1.6172727e-06,0.0001,0.0,0.22730668187141417,0.11005357652902603,1105,0.2,-0.49677855968475343
,,,,,6660,,222,-0.19455197,2.05,0.83,26553,0,,,,,,,,,,
1.3,0.94,-0.051913307285867634,0,2968,6690,6690,,,,,,,-0.00019670903490549564,0.4822635054588318,2.6663145e-06,0.0001,0.0,0.07709915488958359,0.03506800904870033,1110,0.2,-0.4985486030578613
,,,,,6690,,223,-0.17480990999999999,2.0,0.83,26670,0,,,,,,,,,,
1.32,0.96,-0.05085369255393744,0,2984,6720,6720,,,,,,,7.870595291592508e-06,-11.93411922454834,1.8000603e-06,0.0001,0.0,0.08819151222705841,0.03669028729200363,1115,0.2,-0.5001321971416474
,,,,,6720,,224,-0.14512582,1.92,0.85,26779,0,,,,,,,,,,
1.48,0.9,-0.07327244947198779,0,3003,6750,6750,,,,,,,-0.00012640634993061896,0.07850521802902222,9.1811025e-06,0.0001,0.0,0.3354160189628601,0.16594813764095306,1120,0.2,-0.5060438394546509
,,,,,6750,,225,-0.11954954000000001,1.76,0.88,26908,0,,,,,,,,,,
1.38,0.92,-0.10059814790729434,0,3020,6780,6780,,,,,,,-1.8183389654424786e-06,0.19144994020462036,1.7881393e-07,0.0001,0.0,0.21812039613723755,0.09796761721372604,1125,0.2,-0.5090300083160401
,,,,,6780,,226,-0.12514351,1.78,0.87,27026,0,,,,,,,,,,
1.32,0.96,-0.05169234605971724,0,3039,6810,6810,,,,,,,-0.0004215824523514655,0.3613595962524414,6.590287e-06,0.0001,0.0,0.13135563880205153,0.06074240431189537,1130,0.2,-0.5097417116165162
,,,,,6810,,227,-0.11881384999999998,1.7,0.88,27145,0,,,,,,,,,,
1.36,0.94,-0.051866027815267446,0,3051,6840,6840,,,,,,,-0.00012838761123319388,0.29863083362579346,3.1828881e-06,0.0001,0.0,0.13012988716363907,0.06111430004239082,1135,0.2,-0.5043256878852844
,,,,,6840,,228,-0.15251941,1.8,0.86,27257,0,,,,,,,,,,
1.28,0.98,-0.01200582311488688,0,3067,6870,6870,,,,,,,-0.0005399902635446097,0.496637225151062,1.597802e-05,0.0001,0.0,0.1310415655374527,0.05988190695643425,1140,0.2,-0.5051886916160584
,,,,,6870,,229,-0.19172112,1.81,0.85,27378,0,,,,,,,,,,
1.2,0.96,-0.05038550149649382,0,3083,6900,6900,,,,,,,0.00018915136635762054,-0.03983306884765625,2.229015e-05,0.0001,0.0,0.38904003500938417,0.18543437123298645,1145,0.2,-0.5007519245147705
,,,,,6900,,230,-0.19166521000000003,1.82,0.85,27500,0,,,,,,,,,,
1.26,1.0,-0.01087257375009358,0,3096,6930,6930,,,,,,,-0.0006940348888747394,0.038070619106292725,2.0051002e-05,0.0001,0.0,0.24557577073574066,0.12198713421821594,1150,0.2,-0.4985230386257172
,,,,,6930,,231,-0.19311933,1.85,0.84,27608,0,,,,,,,,,,
1.38,0.96,-0.053866797825321555,0,3111,6960,6960,,,,,,,-0.00029837250408792926,0.27013731002807617,1.2667974e-05,0.0001,0.0,0.23986194729804994,0.1130232959985733,1155,0.2,-0.4960856854915619
,,,,,6960,,232,-0.24986283,1.96,0.81,27732,0,,,,,,,,,,
1.2,0.98,-0.029269434828311205,0,3128,6990,6990,,,,,,,-0.0004163189703831449,0.3213270902633667,2.3895502e-05,0.0001,0.0,0.26344993710517883,0.12545646727085114,1160,0.2,-0.4930495023727417
,,,,,6990,,233,-0.23733521999999996,1.99,0.81,27841,0,,,,,,,,,,
1.38,0.94,-0.07206420210190118,0,3144,7020,7020,,,,,,,-0.00016864021813169927,-0.02254509925842285,1.36554245e-05,0.0001,0.0,0.25511847734451293,0.11660350114107132,1165,0.2,-0.4925230324268341
,,,,,7020,,234,-0.22488145999999998,1.98,0.82,27960,0,,,,,,,,,,
1.32,0.96,-0.05052709340583533,0,3159,7050,7050,,,,,,,-0.00019328137122371914,0.21344006061553955,7.943312e-06,0.0001,0.0,0.1550149828195572,0.07324417680501938,1170,0.2,-0.49436397552490235
,,,,,7050,,235,-0.21115459999999994,1.93,0.84,28077,0,,,,,,,,,,
1.4,0.92,-0.0989512892998755,0,3174,7080,7080,,,,,,,1.870950351694489e-05,0.21638184785842896,3.8544337e-07,0.0001,0.0,0.17378550469875337,0.08471282571554184,1175,0.2,-0.49963321089744567
,,,,,7080,,236,-0.21872594,1.95,0.83,28193,0,,,,,,,,,,
1.32,0.94,-0.05411858624778688,0,3187,7110,7110,,,,,,,-0.00028594215119213116,0.13894009590148926,4.661083e-06,0.0001,0.0,0.23572323024272918,0.10863140970468521,1180,0.2,-0.49732770323753356
,,,,,7110,,237,-0.25937801,2.02,0.81,28307,0,,,,,,,,,,
1.32,0.96,-0.04992997901514173,0,3202,7140,7140,,,,,,,-8.129378179226876e-05,0.4538532495498657,9.598335e-06,0.0001,0.0,0.19399072527885436,0.0863872542977333,1185,0.2,-0.49261280298233034
,,,,,7140,,238,-0.2260055900000001,1.98,0.82,28430,0,,,,,,,,,,
1.3,0.98,-0.03003038219176233,0,3215,7170,7170,,,,,,,2.434492050564785e-05,0.07895523309707642,3.794829e-07,0.0001,0.0,0.232022625207901,0.11644486337900162,1190,0.2,-0.49140394330024717
,,,,,7170,,239,-0.2500536199999999,2.05,0.81,28539,0,,,,,,,,,,
1.26,0.94,-0.07138809619471431,0,3231,7200,7200,,,,,,,-0.00038826644857152813,0.03949010372161865,9.644032e-06,0.0001,0.0,0.3496934473514557,0.1687450110912323,1195,0.2,-0.49005157351493833
,,,,,7200,,240,-0.25624184999999994,2.04,0.81,28644,0,,,,,,,,,,
1.24,0.96,-0.059826545659452675,0,3242,7230,7230,,,,,,,5.8861177579494496e-05,0.2641245126724243,5.1259997e-07,0.0001,0.0,0.21352266073226928,0.09623781591653824,1200,0.2,-0.4957534372806549
,,,,,7230,,241,-0.27272308999999995,2.1,0.8,28751,0,,,,,,,,,,
1.2,0.96,-0.04856983380857855,0,3261,7260,7260,,,,,,,-0.0006389216622725513,0.46418702602386475,1.1547407e-05,0.0001,0.0,0.1377216398715973,0.0651586726307869,1205,0.2,-0.49760040640830994
,,,,,7260,,242,-0.25368836,2.07,0.81,28854,0,,,,,,,,,,
1.48,0.9,-0.11199626883957535,0,3276,7290,7290,,,,,,,-2.7312040122495772e-05,0.2688447833061218,6.830692e-06,0.0001,0.0,0.20570795238018036,0.09622076898813248,1210,0.2,-0.49553375840187075
,,,,,7290,,243,-0.21214777,1.98,0.84,28974,0,,,,,,,,,,
1.3,0.94,-0.05077794467099011,0,3290,7320,7320,,,,,,,-0.0006066316455449084,0.02738642692565918,1.2008349e-05,0.0001,0.0,0.20005908012390136,0.09516190737485886,1215,0.2,-0.49730453491210935
,,,,,7320,,244,-0.20214643,2.02,0.85,29080,0,,,,,,,,,,
1.44,0.9,-0.1145441770227626,0,3304,7350,7350,,,,,,,-8.970103081118452e-06,0.2730039954185486,6.437302e-07,0.0001,0.0,0.10417399257421493,0.047491103410720825,1220,0.2,-0.4901945650577545
,,,,,7350,,245,-0.20634743999999997,2.06,0.85,29195,0,,,,,,,,,,
1.44,0.92,-0.10001037070527673,0,3317,7380,7380,,,,,,,-2.851525748450712e-05,-0.16777396202087402,2.7338663e-06,0.0001,0.0,0.27483288049697874,0.13516035676002502,1225,0.2,-0.4937164783477783
,,,,,7380,,246,-0.19884277000000006,2.06,0.85,29315,0,,,,,,,,,,
1.26,0.96,-0.02983282399829477,0,3329,7410,7410,,,,,,,-0.0007434421595334584,-0.14154255390167236,2.2625924e-05,0.0001,0.0,0.36890278458595277,0.17049098014831543,1230,0.2,-0.4981706440448761
,,,,,7410,,247,-0.21164150999999998,2.11,0.83,29423,0,,,,,,,,,,
1.62,0.88,-0.1166818291414529,0,3348,7440,7440,,,,,,,-0.00030420184601105406,0.27633535861968994,1.382033e-05,0.0001,0.0,0.1716359317302704,0.07723978161811829,1235,0.2,-0.503003716468811
,,,,,7440,,248,-0.19332879999999997,2.0,0.84,29549,0,,,,,,,,,,
1.3,0.94,-0.053469345504418016,0,3361,7470,7470,,,,,,,-0.0003483577522761294,-0.40096521377563477,2.05338e-05,0.0001,0.0,0.2892991483211517,0.144241064786911,1240,0.2,-0.5107574939727784
,,,,,7470,,249,-0.20116405999999998,2.1,0.82,29660,0,,,,,,,,,,
1.02,1.0,-0.006631380268372595,0,3374,7500,7500,,,,,,,-0.00036278088247252425,0.3577667474746704,3.11474e-05,0.0001,0.0,0.16543521583080292,0.07698532193899155,1245,0.2,-0.5178778767585754
,,,,,7500,,250,-0.21108635999999995,2.14,0.81,29757,0,,,,,,,,,,
1.28,0.98,-0.031321508190594614,0,3390,7530,7530,,,,,,,-0.0001428528659744188,0.49136221408843994,1.8886725e-05,0.0001,0.0,0.1143831804394722,0.055703964084386826,1250,0.2,-0.5264905214309692
