env/current_idx,env/n_steps,eval/success_rate,eval/mean_ep_length,env/completion_counter,time/total_timesteps,eval/mean_reward,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/clip_range,train/loss,train/n_updates,train/clip_fraction,train/value_loss,train/entropy_loss
,,,,,49800,,72617,166,0,1.83,-0.20939578999999997,0.82,,,,,,,,,,
24905,50100,1.0,1.12,0,50100,-0.007615791917778551,,,,,,,0.3207860589027405,-5.710171103974204e-05,0.0001,2.8959475e-06,0.2,0.06919177621603012,1660,0.0,0.17957931235432625,-0.02747648870572448
,,,,,50100,,73019,167,0,1.82,-0.18396230000000002,0.85,,,,,,,,,,
25055,50400,0.94,1.36,0,50400,-0.07497427927795798,,,,,,,0.15060782432556152,-8.254872341240116e-11,0.0001,0.0,0.2,0.09415242820978165,1670,0.0,0.17847371101379395,-0.0275139513425529
,,,,,50400,,73479,168,0,2.07,-0.22202891999999996,0.83,,,,,,,,,,
25193,50700,0.92,1.4,0,50700,-0.09177803874947131,,,,,,,0.1582145094871521,-0.00021333748994600832,0.0001,1.5278729e-05,0.2,0.06221940740942955,1680,0.0,0.18585464730858803,-0.027619719225913286
,,,,,50700,,73894,169,0,2.24,-0.21160421000000004,0.78,,,,,,,,,,
25360,51000,1.0,1.16,0,51000,-0.008832011031918227,,,,,,,0.2652164101600647,-3.5567518195378514e-05,0.0001,2.298737e-06,0.2,0.08157999813556671,1690,0.0,0.16115561500191689,-0.027871398814022542
,,,,,51000,,74322,170,0,1.86,-0.18195465000000002,0.86,,,,,,,,,,
25517,51300,0.84,1.78,0,51300,-0.1851045092009008,,,,,,,0.2328782081604004,-8.553351404927412e-09,0.0001,0.0,0.2,0.06573790311813354,1700,0.0,0.18929428681731225,-0.02834455817937851
,,,,,51300,,74810,171,0,1.87,-0.19000322999999997,0.86,,,,,,,,,,
25667,51600,0.94,1.26,0,51600,-0.07108549772296101,,,,,,,0.20483821630477905,1.1884945916307288e-09,0.0001,0.0,0.2,0.09747835248708725,1710,0.0,0.19374197721481323,-0.02846216643229127
,,,,,51600,,75243,172,0,2.06,-0.22751242000000002,0.82,,,,,,,,,,
25820,51900,0.96,1.22,0,51900,-0.049973882702179256,,,,,,,0.13742315769195557,-4.799973063018826e-07,0.0001,0.0,0.2,0.09871848672628403,1720,0.0,0.20504086017608641,-0.02852934179827571
,,,,,51900,,75682,173,0,2.07,-0.27870268,0.81,,,,,,,,,,
25980,52200,0.96,1.24,0,52200,-0.050882358038797974,,,,,,,0.303661048412323,-1.230827395559686e-09,0.0001,0.0,0.2,0.10683869570493698,1730,0.0,0.2035389468073845,-0.028479205351322888
,,,,,52200,,76103,174,0,1.81,-0.18345673,0.86,,,,,,,,,,
26131,52500,0.92,1.38,0,52500,-0.0948708495311439,,,,,,,0.2374381422996521,-4.982476288741822e-05,0.0001,4.379661e-06,0.2,0.08578883856534958,1740,0.0,0.20070405974984168,-0.028158759325742723
,,,,,52500,,76531,175,0,2.04,-0.22155147,0.81,,,,,,,,,,
26289,52800,1.0,1.16,0,52800,-0.009650470558553934,,,,,,,0.24453043937683105,1.9896438274713544e-09,0.0001,0.0,0.2,0.07690586149692535,1750,0.0,0.17539778910577297,-0.02743759285658598
,,,,,52800,,76932,176,0,1.9,-0.19877683999999998,0.85,,,,,,,,,,
26443,53100,0.94,1.32,0,53100,-0.05578483075369149,,,,,,,0.3055724501609802,-8.754643702424403e-07,0.0001,4.284084e-08,0.2,0.05108306556940079,1760,0.0,0.16975883170962333,-0.027280545514076947
,,,,,53100,,77382,177,0,1.88,-0.1427457,0.86,,,,,,,,,,
26594,53400,0.94,1.32,0,53400,-0.05223951572552323,,,,,,,0.108279287815094,-2.377835901512526e-08,0.0001,0.0,0.2,0.09583260118961334,1770,0.0,0.19651503041386603,-0.027210594713687898
,,,,,53400,,77813,178,0,1.83,-0.20033336999999996,0.83,,,,,,,,,,
26746,53700,0.96,1.32,0,53700,-0.052172356764785946,,,,,,,0.275776743888855,-3.0119819527385518e-09,0.0001,0.0,0.2,0.08202145248651505,1780,0.0,0.20446620434522628,-0.027191619854420424
,,,,,53700,,78236,179,0,2.02,-0.24439797000000005,0.8,,,,,,,,,,
26914,54000,0.9,1.5,0,54000,-0.09629179295618087,,,,,,,0.2876538634300232,-1.1840496538795264e-08,0.0001,0.0,0.2,0.08679229021072388,1790,0.0,0.19330889359116554,-0.02719118669629097
,,,,,54000,,78672,180,0,1.81,-0.17091378999999995,0.87,,,,,,,,,,
27070,54300,0.94,1.28,0,54300,-0.030824841898865998,,,,,,,0.2298871874809265,-4.0360230460279034e-05,0.0001,1.1645025e-06,0.2,0.10879577696323395,1800,0.0,0.19029387161135675,-0.027020995505154133
,,,,,54300,,79099,181,0,1.91,-0.21536137,0.84,,,,,,,,,,
27224,54600,0.92,1.4,0,54600,-0.07170556999277324,,,,,,,0.31222856044769287,-2.692368905599096e-09,0.0001,0.0,0.2,0.09275262802839279,1810,0.0,0.17901088558137418,-0.026467048563063145
,,,,,54600,,79532,182,0,1.91,-0.21881399000000004,0.83,,,,,,,,,,
27368,54900,0.96,1.3,0,54900,-0.05825491674244404,,,,,,,0.17560142278671265,-4.70126121814296e-05,0.0001,4.672678e-06,0.2,0.1021641194820404,1820,0.0,0.20042286887764932,-0.02654493311420083
,,,,,54900,,79981,183,0,2.18,-0.28669685000000006,0.76,,,,,,,,,,
27506,55200,1.0,1.14,0,55200,-0.00786319435108453,,,,,,,0.2626911401748657,-0.0004425922043415298,0.0001,2.7508591e-05,0.2,0.06711520999670029,1830,0.0,0.17586982548236846,-0.0262851158156991
,,,,,55200,,80393,184,0,2.16,-0.24916797,0.8,,,,,,,,,,
27668,55500,0.96,1.36,0,55500,-0.05398527511861175,,,,,,,0.2893105149269104,-0.00023205405847301908,0.0001,5.0714643e-05,0.2,0.05803629755973816,1840,0.0,0.19280980192124844,-0.024215453024953603
,,,,,55500,,80818,185,0,1.83,-0.14073233000000002,0.86,,,,,,,,,,
27819,55800,0.86,1.68,0,55800,-0.12210167303681374,,,,,,,0.2235327959060669,-0.00016360433391220396,0.0001,1.0157586e-05,0.2,0.0556500218808651,1850,0.0,0.17664300538599492,-0.022823442611843346
,,,,,55800,,81269,186,0,1.95,-0.19853899000000003,0.83,,,,,,,,,,
27971,56100,0.98,1.22,0,56100,-0.03328175726812333,,,,,,,0.1982465386390686,-0.0004893332915592907,0.0001,2.9866816e-05,0.2,0.09075874835252762,1860,0.0,0.18704384341835975,-0.02140326239168644
,,,,,56100,,81723,187,0,2.09,-0.22965976000000002,0.81,,,,,,,,,,
28133,56400,0.98,1.2,0,56400,-0.02939318058080971,,,,,,,0.32539165019989014,1.4913861212662027e-08,0.0001,0.0,0.2,0.05579459294676781,1870,0.0,0.16789706312119962,-0.019992900919169186
,,,,,56400,,82154,188,0,1.76,-0.16350916999999995,0.87,,,,,,,,,,
28283,56700,0.92,1.44,0,56700,-0.09197199574671686,,,,,,,0.23795920610427856,1.0657293625371267e-08,0.0001,0.0,0.2,0.09023413062095642,1880,0.0,0.16669290661811828,-0.01971358750015497
,,,,,56700,,82578,189,0,1.97,-0.19724334000000002,0.83,,,,,,,,,,
28417,57000,0.94,1.34,0,57000,-0.0506765410862863,,,,,,,0.27781111001968384,-3.097263040432452e-05,0.0001,7.921999e-06,0.2,0.09153728187084198,1890,0.0,0.17119570598006248,-0.020317054633051158
,,,,,57000,,83013,190,0,2.22,-0.28055074,0.77,,,,,,,,,,
28565,57300,0.88,1.6,0,57300,-0.09552880517672747,,,,,,,0.2595628499984741,-9.715104070862069e-06,0.0001,7.370254e-07,0.2,0.10899096727371216,1900,0.0,0.19585577324032782,-0.0195867657661438
,,,,,57300,,83477,191,0,1.89,-0.23036861000000003,0.83,,,,,,,,,,
28748,57600,0.96,1.36,0,57600,-0.05083035760559142,,,,,,,0.2159862518310547,-3.4317966890462515e-07,0.0001,2.940651e-07,0.2,0.1172182559967041,1910,0.0,0.2087410420179367,-0.019346168264746666
,,,,,57600,,83931,192,0,1.59,-0.047026339999999986,0.96,,,,,,,,,,
28901,57900,0.96,1.44,0,57900,-0.053094105599448084,,,,,,,0.04203987121582031,-1.746653168765988e-08,0.0001,0.0,0.2,0.05944441631436348,1920,0.0,0.1675344254821539,-0.019286160077899694
,,,,,57900,,84365,193,0,2.17,-0.2754878800000001,0.79,,,,,,,,,,
29048,58200,0.96,1.26,0,58200,-0.05282033333554864,,,,,,,0.3953997492790222,-0.0001656967386392427,0.0001,8.325791e-06,0.2,0.09853076189756393,1930,0.0,0.16866873279213906,-0.019125320855528115
,,,,,58200,,84769,194,0,1.96,-0.23729155000000002,0.85,,,,,,,,,,
29212,58500,1.0,1.12,0,58500,-0.011193117699585855,,,,,,,0.35544532537460327,-0.00039895069582027707,0.0001,4.2051543e-05,0.2,0.08616454154253006,1940,0.0,0.18356918171048164,-0.019360051676630973
,,,,,58500,,85208,195,0,1.98,-0.23539190999999998,0.82,,,,,,,,,,
29358,58800,0.94,1.34,0,58800,-0.08005536284763366,,,,,,,0.36621248722076416,2.991662091389458e-08,0.0001,0.0,0.2,0.08885914087295532,1950,0.0,0.1652989387512207,-0.020930872950702905
,,,,,58800,,85664,196,0,1.88,-0.17770631,0.84,,,,,,,,,,
29522,59100,0.98,1.16,0,59100,-0.009199686655774713,,,,,,,0.2094448208808899,-4.273005316388634e-05,0.0001,3.2724347e-06,0.2,0.09806396067142487,1960,0.0,0.1810004912316799,-0.021148387528955936
,,,,,59100,,86105,197,0,1.88,-0.20486199,0.85,,,,,,,,,,
29679,59400,0.96,1.38,0,59400,-0.031943117715418336,,,,,,,0.3771587610244751,2.1109082316783657e-06,0.0001,2.3748726e-08,0.2,0.07257300615310669,1970,0.0,0.16014097929000853,-0.020684195589274167
,,,,,59400,,86535,198,0,2.02,-0.21727061,0.82,,,,,,,,,,
29832,59700,0.86,1.64,0,59700,-0.15732190270908178,,,,,,,0.23919188976287842,1.547053829487055e-08,0.0001,0.0,0.2,0.08314032852649689,1980,0.0,0.15975981615483761,-0.020661936793476342
,,,,,59700,,86988,199,0,1.92,-0.15600739,0.86,,,,,,,,,,
29972,60000,0.9,1.46,0,60000,-0.11567138994578272,,,,,,,0.1229737401008606,-4.54866371235596e-09,0.0001,0.0,0.2,0.06707413494586945,1990,0.0,0.17562425658106803,-0.020670789852738382
,,,,,60000,,87397,200,0,2.15,-0.26946717,0.77,,,,,,,,,,
30131,60300,0.88,1.54,0,60300,-0.12146088508423418,,,,,,,0.32027584314346313,-4.105274882997279e-05,0.0001,1.0249205e-06,0.2,0.0553247444331646,2000,0.0,0.18147890083491802,-0.020558559242635964
,,,,,60300,,87832,201,0,1.8,-0.17144623000000003,0.87,,,,,,,,,,
30286,60600,0.96,1.22,0,60600,-0.049345541815273467,,,,,,,0.2707739472389221,-1.719560103197182e-08,0.0001,0.0,0.2,0.08942566812038422,2010,0.0,0.17373964451253415,-0.020098282583057882
,,,,,60600,,88276,202,0,1.86,-0.16412986999999998,0.87,,,,,,,,,,
30438,60900,0.9,1.64,0,60900,-0.11728179485537112,,,,,,,0.42269206047058105,4.4449377512023605e-11,0.0001,0.0,0.2,0.08238555490970612,2020,0.0,0.15031791441142558,-0.01996862646192312
,,,,,60900,,88739,203,0,1.82,-0.18647754,0.84,,,,,,,,,,
30599,61200,0.94,1.36,0,61200,-0.060310350940562786,,,,,,,0.4417208433151245,2.2446990932678546e-08,0.0001,0.0,0.2,0.06402257829904556,2030,0.0,0.13883043825626373,-0.019945979584008455
,,,,,61200,,89192,204,0,1.82,-0.13900096999999997,0.89,,,,,,,,,,
30754,61500,0.92,1.42,0,61500,-0.07136090975254775,,,,,,,0.154002845287323,-3.7893165760749525e-06,0.0001,8.622248e-07,0.2,0.09261469542980194,2040,0.0,0.18232412710785867,-0.019898222759366035
,,,,,61500,,89660,205,0,1.83,-0.19256812999999998,0.86,,,,,,,,,,
30907,61800,0.98,1.26,0,61800,-0.03277621164917946,,,,,,,0.29586946964263916,1.1324035043003278e-09,0.0001,0.0,0.2,0.08956512808799744,2050,0.0,0.1884898506104946,-0.019754341524094342
,,,,,61800,,90113,206,0,2.11,-0.23452022000000003,0.81,,,,,,,,,,
31054,62100,0.94,1.4,0,62100,-0.07128237998578697,,,,,,,0.2903291583061218,-6.522265982551456e-05,0.0001,5.0808303e-06,0.2,0.06888842582702637,2060,0.0,0.1843242533504963,-0.019508009869605304
,,,,,62100,,90565,207,0,2.03,-0.18812002999999997,0.84,,,,,,,,,,
31190,62400,0.96,1.22,0,62400,-0.048602774431928994,,,,,,,0.2814614772796631,-6.730923374220765e-10,0.0001,0.0,0.2,0.08861707150936127,2070,0.0,0.1736490696668625,-0.019024098943918943
,,,,,62400,,91007,208,0,2.11,-0.21691565000000002,0.82,,,,,,,,,,
31353,62700,0.94,1.3,0,62700,-0.07596834267023951,,,,,,,0.14076727628707886,1.2607038122336433e-07,0.0001,1.2805685e-09,0.2,0.09109549224376678,2080,0.0,0.21252322122454642,-0.01889468627050519
,,,,,62700,,91465,209,0,1.84,-0.15644935000000001,0.85,,,,,,,,,,
31516,63000,0.92,1.46,0,63000,-0.07217313526198268,,,,,,,0.32339024543762207,-5.482103260234794e-09,0.0001,0.0,0.2,0.09484193474054337,2090,0.0,0.161041808873415,-0.01889153430238366
,,,,,63000,,91921,210,0,1.96,-0.20013933,0.85,,,,,,,,,,
31656,63300,0.92,1.32,0,63300,-0.09035311338491737,,,,,,,0.35286903381347656,-0.00013348213859960546,0.0001,1.30523695e-05,0.2,0.07295684516429901,2100,0.0,0.16279254853725433,-0.018533054180443286
,,,,,63300,,92358,211,0,2.23,-0.26316506,0.79,,,,,,,,,,
31818,63600,1.0,1.26,0,63600,-0.01062119142152369,,,,,,,0.29203593730926514,-0.0012352303549856725,0.0001,6.696209e-05,0.2,0.07751274853944778,2110,0.0013316761702299117,0.18516294956207274,-0.017035930417478085
,,,,,63600,,92805,212,0,1.86,-0.22559910999999994,0.82,,,,,,,,,,
31977,63900,1.0,1.12,0,63900,-0.007647723695263267,,,,,,,0.24387913942337036,9.334392259141566e-10,0.0001,0.0,0.2,0.08299893140792847,2120,0.0,0.19669026061892508,-0.015735759912058712
,,,,,63900,,93277,213,0,1.85,-0.19939948000000002,0.84,,,,,,,,,,
32130,64200,0.98,1.36,0,64200,-0.0325754677131772,,,,,,,0.26576364040374756,-1.6832661038801433e-06,0.0001,2.0186417e-07,0.2,0.07967216521501541,2130,0.0,0.17999196127057077,-0.01556261689402163
,,,,,64200,,93741,214,0,2.06,-0.18887347000000002,0.81,,,,,,,,,,
32279,64500,0.92,1.48,0,64500,-0.07231520418077707,,,,,,,0.253309428691864,-5.676904904916569e-05,0.0001,4.5564957e-06,0.2,0.06077791005373001,2140,0.0,0.1550810281187296,-0.01580751850269735
,,,,,64500,,94599,215,0,2.03,-0.19590674,0.81,,,,,,,,,,
32447,64800,0.88,1.54,0,64800,-0.1331791676254943,,,,,,,0.23757386207580566,2.8327022549845538e-08,0.0001,0.0,0.2,0.12391837686300278,2150,0.0,0.18276569470763207,-0.016288947500288486
,,,,,64800,,95056,216,0,1.77,-0.16669681999999997,0.87,,,,,,,,,,
32623,65100,1.0,1.2,0,65100,-0.01120716353878379,,,,,,,0.2587162256240845,-1.4350834209864161e-08,0.0001,0.0,0.2,0.043476082384586334,2160,0.0,0.15924003049731256,-0.01640341356396675
,,,,,65100,,95523,217,0,1.56,-0.11396925,0.92,,,,,,,,,,
32781,65400,0.96,1.3,0,65400,-0.03347725488245487,,,,,,,0.19256073236465454,-0.00011617386374913607,0.0001,2.7958642e-05,0.2,0.08898448944091797,2170,0.0,0.1719515725970268,-0.016239030566066504
,,,,,65400,,95989,218,0,1.88,-0.2155577,0.84,,,,,,,,,,
32944,65700,0.84,1.82,0,65700,-0.10426320320460945,,,,,,,0.1903684139251709,-1.6830480609186794e-08,0.0001,0.0,0.2,0.10526446253061295,2180,0.0,0.21803562194108964,-0.015599056659266353
,,,,,65700,,96513,219,0,1.77,-0.12853672,0.91,,,,,,,,,,
33082,66000,0.96,1.26,0,66000,-0.05116411308292299,,,,,,,0.2314392328262329,-1.0962090168931127e-08,0.0001,0.0,0.2,0.059508662670850754,2190,0.0,0.15270045213401318,-0.015397187415510416
,,,,,66000,,96978,220,0,2.12,-0.27036427,0.78,,,,,,,,,,
33237,66300,0.98,1.24,0,66300,-0.030400641639716924,,,,,,,0.3082575798034668,-0.00030136753815379613,0.0001,3.3122837e-05,0.2,0.08331166952848434,2200,0.0,0.17970217391848564,-0.014953045779839158
,,,,,66300,,97478,221,0,1.85,-0.16685644000000002,0.85,,,,,,,,,,
33394,66600,0.96,1.28,0,66600,-0.05025171880610287,,,,,,,0.27116858959198,5.905354496018589e-05,0.0001,1.1475248e-05,0.2,0.07849613577127457,2210,0.0,0.17829698026180268,-0.014255192875862122
,,,,,66600,,97926,222,0,1.74,-0.15109159000000003,0.88,,,,,,,,,,
33547,66900,0.94,1.36,0,66900,-0.06122768047265709,,,,,,,0.09929901361465454,-1.529485675888509e-08,0.0001,0.0,0.2,0.1148565411567688,2220,0.0,0.2034132957458496,-0.015081880707293749
,,,,,66900,,98370,223,0,2.02,-0.24374538999999995,0.81,,,,,,,,,,
33707,67200,0.92,1.46,0,67200,-0.09401557561475783,,,,,,,0.2630484700202942,1.1993953052957806e-08,0.0001,0.0,0.2,0.0885656401515007,2230,0.0,0.17794255837798117,-0.015387973142787814
,,,,,67200,,98837,224,0,1.74,-0.15551351,0.88,,,,,,,,,,
