env/n_steps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/success_rate,env/completion_counter,time/iterations,env/current_idx,time/fps,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/approx_kl,train/loss,train/clip_range,eval/mean_reward,eval/mean_ep_length,eval/success_rate
27420,-0.06297449000000001,1.27,27420,35422,0.93,1,457,3972,0,0.11200000528246164,22800,-0.031538199055939915,0.08862817287445068,-0.04313349592546,0.001,0.06813200548291207,0.2755803,-0.03783136233687401,0.2,,,
27480,-0.07139635999999999,1.34,27480,35501,0.91,1,458,4014,0,0.05733333509415388,22850,-0.043763647228479384,-0.09302783012390137,-0.0016994582214683617,0.001,0.07101573683321476,0.060131993,0.014936245046555996,0.2,,,
27540,-0.05015705000000001,1.27,27540,35578,0.95,1,459,4065,0,0.0,22900,-0.0006530325449421071,0.16840320825576782,-0.00022265009241891675,0.001,0.03532387972809374,3.993511e-06,0.0008457029471173882,0.2,,,
27600,-0.038784229999999996,1.14,27600,35648,0.97,1,460,4119,0,0.07400000248104334,22950,-0.019572704918682574,-0.3479795455932617,-0.030736832336056993,0.001,0.030849430821835996,0.050744176,-0.02544872649013996,0.2,,,
27660,-0.059110060000000006,1.19,27660,35713,0.95,1,461,4165,0,0.03866666790097952,23000,-0.022949325954541563,0.43427568674087524,-0.016533796581129252,0.001,0.03749252822250128,0.0076729995,-0.006587550975382328,0.2,,,
27720,-0.08024613999999998,1.31,27720,35786,0.93,1,462,4208,0,0.0,23050,-0.0011004395328927784,0.5366801023483276,-0.0004500043808705723,0.001,0.07102540194988251,0.00016935865,0.0344332791864872,0.2,,,
27780,-0.10145091999999999,1.4,27780,35855,0.91,1,463,4255,0,0.08700000207871199,23100,-0.03327021470293403,0.22055935859680176,-0.015894313652611666,0.001,0.10810336127877235,0.89125067,-0.0009958967566490173,0.2,,,
27840,-0.06984277000000001,1.29,27840,35919,0.93,1,464,4300,0,0.17500000327825546,23150,-0.05334679245948792,0.005646884441375732,-0.041875474762171516,0.001,0.11000355631113053,0.6761218,-0.0011801347136497498,0.2,,,
27900,-0.06225244999999999,1.29,27900,35993,0.94,1,465,4347,0,0.07666666872799396,23200,-0.03574835831299424,-0.24595987796783447,-0.0371659039656322,0.001,0.04060563642997295,0.18463188,-0.04804844409227371,0.2,,,
27960,-0.06328632,1.29,27960,36072,0.94,1,466,4393,0,0.07366666920483113,23250,-0.025191894881427288,-0.011164069175720215,-0.022301243502025798,0.001,0.10973893046379089,0.37871018,0.01406983844935894,0.2,,,
28020,-0.09365722,1.38,28020,36141,0.9,1,467,4431,0,0.07500000223517418,23300,-0.01190116799902171,0.3335803151130676,-0.02212945222109557,0.001,0.018176813065074383,0.2247292,-0.02535206265747547,0.2,,,
28080,-0.13828246,1.57,28080,36214,0.85,1,468,4465,0,0.13033333860337734,23350,-0.06490357473492622,0.04625183343887329,-0.02901391073813045,0.001,0.10311767809092999,0.22509204,-0.004946978762745857,0.2,,,
28140,-0.14724579999999998,1.55,28140,36282,0.85,1,469,4511,0,0.12766667075455188,23400,-0.04481872696429491,0.43806886672973633,-0.03652947054306665,0.001,0.09310696050524711,0.28947413,-0.00911964476108551,0.2,,,
28200,-0.04983004000000001,1.23,28200,36351,0.95,1,470,4563,0,0.06433333653956652,23450,-0.007890808791853488,0.12127822637557983,-0.01860214886566004,0.001,0.07181649040430785,0.8796094,-0.012498748488724232,0.2,,,
28260,-0.028251560000000002,1.14,28260,36419,0.97,1,471,4615,0,0.07766666915267706,23500,-0.009560649516060948,-95.07698822021484,-0.0071200216943398155,0.001,0.015212718264665455,0.50266254,-0.006999455392360687,0.2,,,
28320,-0.038857619999999995,1.19,28320,36497,0.97,1,472,4664,0,0.0,23550,-0.00018751721043372527,-0.19906234741210938,-1.2449184954608228e-05,0.001,0.103251341432333,1.0530154e-07,0.05022093653678894,0.2,,,
28380,-0.07118000000000001,1.33,28380,36567,0.92,1,473,4699,0,0.016000000834465025,23600,-0.00395324311684817,-0.06173586845397949,-0.0011848615009414942,0.001,0.037349442951381207,0.0011883656,0.009852197952568531,0.2,,,
28440,-0.09197697999999999,1.41,28440,36640,0.89,1,474,4746,0,0.03866666752845049,23650,-0.0035662370920181274,-0.08931338787078857,-0.008633855799213067,0.001,0.13991808593273164,0.4229852,0.03037801943719387,0.2,,,
28500,-0.08183976000000001,1.41,28500,36713,0.92,1,475,4788,0,0.05900000248104334,23700,-0.0021318187535507606,0.36280179023742676,-0.021312571411331475,0.001,0.02374657405540347,0.93287,-0.018256617709994316,0.2,,,
28560,-0.05197547000000001,1.38,28560,36785,0.95,1,476,4834,0,0.0,23750,-0.0016942688351264223,0.17507332563400269,-0.0026392983261806437,0.001,0.07483530700206757,8.821885e-05,0.029403669759631157,0.2,,,
28620,-0.030610429999999994,1.29,28620,36854,0.97,1,477,4882,0,0.0,23800,-1.0150772936867725e-06,-62.03512954711914,-1.0530152727561416e-09,0.001,0.009399425622541457,0.0,0.00030417650123126805,0.2,,,
28680,-0.040242759999999995,1.27,28680,36930,0.96,1,478,4931,0,0.016333334185183047,23850,-0.0004334078751162451,0.17233920097351074,-0.0018023517390247435,0.001,0.023207304589450358,0.13148192,0.0026860241778194904,0.2,,,
28740,-0.06065100999999999,1.27,28740,36999,0.95,1,479,4977,0,0.0,23900,-7.28117760445457e-05,0.002541661262512207,-2.235372863239604e-06,0.001,0.10050395265221596,1.9868216e-09,0.04940575361251831,0.2,,,
28800,-0.08065626,1.3,28800,37075,0.93,1,480,5022,0,0.0,23950,-0.000125802610637038,-0.035970449447631836,-1.36967897585194e-05,0.001,0.11101839244365692,4.9670536e-08,0.019131937995553017,0.2,,,
28860,-0.07089202999999998,1.3,28860,37147,0.93,1,481,5071,0,0.0,24000,-8.414351847022771e-05,-0.12305736541748047,-3.7878751951048174e-07,0.001,0.15661338552832604,0.0,0.06014033034443855,0.2,,,
28920,-0.07256768999999999,1.32,28920,37217,0.93,1,482,5113,0,0.0,24050,-1.182334264740348e-05,-0.14313817024230957,-2.4515390313339934e-07,0.001,0.05389131348580122,0.0,0.012288151308894157,0.2,,,
28980,-0.05111511000000001,1.24,28980,37298,0.95,1,483,5167,0,0.0,24100,-8.642169668746646e-06,0.07985758781433105,-8.523464194443165e-09,0.001,0.1506137079000473,0.0,0.06301283836364746,0.2,,,
29040,-0.029330109999999996,1.18,29040,37366,0.97,1,484,5215,0,0.0,24150,-0.0001532095210859552,-48.85190200805664,-3.514364369088696e-05,0.001,0.015725914606591687,7.947286e-09,0.00026504634297452867,0.2,,,
29100,-0.08173353,1.3,29100,37432,0.93,1,485,5257,0,0.06200000315904617,24200,-0.005915336979087442,0.16727370023727417,-0.03126229749247433,0.001,0.024201754685491322,0.7725417,-0.03471227362751961,0.2,,,
29160,-0.113025,1.4,29160,37501,0.9,1,486,5299,0,0.06233333643525839,24250,-0.004559084703214466,0.07950162887573242,-0.020107552510996652,0.001,0.15172849029302596,0.7180242,0.0397583544254303,0.2,,,
29220,-0.07040157999999999,1.32,29220,37571,0.93,1,487,5347,0,0.08233333479613066,24300,-0.01845820603892207,-0.24922120571136475,-0.01679713246527051,0.001,0.1405075943470001,0.66465324,0.026182251051068306,0.2,,,
29280,-0.028222800000000003,1.17,29280,37646,0.97,1,488,5402,0,0.0,24350,-0.0006618870224338025,-0.18501651287078857,-0.002849237621529035,0.001,0.03175203941762447,3.4636258e-05,0.0011508672032505274,0.2,,,
29340,-0.027891720000000005,1.14,29340,37720,0.98,1,489,5453,0,0.0,24400,-0.0001090050825587241,-0.4757382869720459,-4.604251169181728e-05,0.001,0.05618172325193882,1.09275184e-07,0.026658058166503906,0.2,,,
29400,-0.02917625,1.21,29400,37792,0.97,1,490,5498,0,0.015666667483747006,24450,-0.003785324995405972,-0.12273097038269043,-0.000746609130331013,0.001,0.054312155544757844,0.00031920275,0.0259634368121624,0.2,,,
29460,-0.06671838000000001,1.38,29460,37864,0.92,1,491,5534,0,0.10233333505690098,24500,-0.01723215131089091,0.026175737380981445,-0.03602579451538624,0.001,0.05827621273696423,0.48875853,-0.020301813259720802,0.2,,,
29520,-0.07660454000000001,1.37,29520,37933,0.92,1,492,5585,0,0.19966667022556067,24550,-0.05636823322623968,0.14464586973190308,-0.0548006200324744,0.001,0.10302307143807411,0.6452411,-0.05010531470179558,0.2,,,
29580,-0.08545323999999999,1.36,29580,38001,0.92,1,493,5626,0,0.0873333353549242,24600,-0.024002583529800177,-0.006234884262084961,-0.028465552831689535,0.001,0.07450932547450066,0.29634655,-0.000773698091506958,0.2,,,
29640,-0.10424531,1.47,29640,38069,0.89,1,494,5664,0,0.09066666837781667,24650,-0.036214553266763684,0.44603681564331055,-0.009475261808761069,0.001,0.04888989545404911,0.11647721,0.0008136723190546036,0.2,,,
29700,-0.11479686000000001,1.5,29700,38138,0.89,1,495,5702,0,0.20566666822880506,24700,-0.037028386890888214,-0.02210390567779541,-0.041132274811466536,0.001,0.13217909902334213,1.7755101,0.0014175698161125183,0.2,,,
29760,-0.12437116999999999,1.58,29760,38205,0.88,1,496,5739,0,0.19300000227987765,24750,-0.028534494563937186,0.4945564270019531,-0.0364452211235961,0.001,0.07409383073449134,1.2997115,-0.012027455493807793,0.2,,,
29820,-0.09329435999999998,1.49,29820,38285,0.9,1,497,5786,0,0.032666668370366095,24800,-0.0013792147900676356,-0.029559850692749023,-0.011762525644153357,0.001,0.09822800636291504,0.13009287,0.026601377874612808,0.2,,,
29880,-0.09223615000000004,1.43,29880,38354,0.89,1,498,5825,0,0.0,24850,-0.00023077571095200255,0.3772681951522827,-6.202161287500729e-06,0.001,0.04851524151861668,1.5894573e-08,0.016964880749583244,0.2,,,
29940,-0.10310754000000001,1.41,29940,38421,0.9,1,499,5869,0,0.031666668318212035,24900,-0.0017205225548241289,0.22962117195129395,-0.006858671012955426,0.001,0.10111016817390919,0.13280815,0.010200385004281998,0.2,,,
30000,,,30000,,,1,,5910,,0.02900000151246786,24950,-0.0074541938211768865,0.4727957248687744,-0.001684503324183133,0.001,0.02397822975181043,0.21437106,0.000474792905151844,0.2,-0.0736767987231724,1.36,0.91
,-0.10336023999999998,1.41,30000,38654,0.9,,500,,0,,,,,,,,,,,,,
30060,-0.09088548999999999,1.32,30060,38728,0.91,1,501,5959,0,0.0036666668578982354,25000,-0.0030364933537202887,0.41589462757110596,-0.0020484080535684156,0.001,0.07818649604916572,0.06527547,0.023917948827147484,0.2,,,
30120,-0.06064248999999999,1.29,30120,38802,0.92,1,502,6003,0,0.07533333532512188,25050,-0.03164730058982968,0.052351295948028564,-0.015046270092328413,0.001,0.024727315260097384,0.45462877,-0.018533462658524513,0.2,,,
30180,-0.07180813000000001,1.35,30180,38870,0.91,1,503,6050,0,0.1860000044479966,25100,-0.10677697129547596,-0.4907749891281128,-0.029390690381328247,0.001,0.05972352512180805,0.49328402,-0.019102448597550392,0.2,,,
30240,-0.07129798999999999,1.34,30240,38939,0.93,1,504,6092,0,0.1413333385065198,25150,-0.05210655078291893,0.19223874807357788,-0.03945939924071226,0.001,0.07321914933621883,0.3992075,-0.027552960440516472,0.2,,,
30300,-0.07159967,1.36,30300,39009,0.93,1,505,6138,0,0.03500000152736902,25200,-0.014663353580981493,-0.18488538265228271,-0.0032600070686700433,0.001,0.08041100312024355,0.07025341,0.005703592672944069,0.2,,,
30360,-0.08492479000000001,1.38,30360,39081,0.91,1,506,6181,0,0.13766667254269124,25250,-0.040394667461514475,0.15643304586410522,-0.04666166584938765,0.001,0.06007914483547211,0.6180412,-0.02791990153491497,0.2,,,
30420,-0.08565377,1.41,30420,39150,0.9,1,507,6224,0,0.03233333501964807,25300,-0.01114702183753252,0.22679519653320312,-0.004916171009652324,0.001,0.10365498304367066,0.0055849534,0.03770625218749046,0.2,,,
30480,-0.07268566000000001,1.35,30480,39222,0.91,1,508,6272,0,0.04966666925698519,25350,-0.02443465506657958,0.19320404529571533,-0.004120614196484276,0.001,0.05190157048404217,0.18194525,0.011528657749295235,0.2,,,
30540,-0.05348045,1.31,30540,39292,0.93,1,509,6316,0,0.08966667078435421,25400,-0.04391863275319338,0.4157679080963135,-0.027832445671160996,0.001,0.043559998236596585,0.046215795,-0.029509620741009712,0.2,,,
30600,-0.08366754,1.42,30600,39362,0.89,1,510,6356,0,0.15400000512599946,25450,-0.03025832962244749,0.18366789817810059,-0.038191461093102896,0.001,0.033543635588139296,0.710438,-0.04377313330769539,0.2,,,
30660,-0.08388774,1.42,30660,39441,0.89,1,511,6401,0,0.11300000295042992,25500,-0.05789210267364979,0.020012974739074707,-0.029260203084597976,0.001,0.136364833265543,0.17481668,0.016013700515031815,0.2,,,
30720,-0.05189488,1.35,30720,39517,0.93,1,512,6444,0,0.0946666682139039,25550,-0.03778334237635136,-0.05224490165710449,-0.0077835001517087225,0.001,0.08480683445930481,0.009782577,0.031136339530348778,0.2,,,
30780,-0.05119800000000001,1.32,30780,39589,0.94,1,513,6491,0,0.18200000461190938,25600,-0.08056133173406124,-0.6694097518920898,-0.03088949723495171,0.001,0.05771688483655453,0.84202063,-0.02118024230003357,0.2,,,
30840,-0.09335683999999998,1.44,30840,39661,0.91,1,514,6528,0,0.14133333861827851,25650,-0.05829021856188774,0.12481874227523804,-0.041986533833046735,0.001,0.1097840704023838,0.3476391,-0.004762217402458191,0.2,,,
30900,-0.09382213000000002,1.41,30900,39733,0.91,1,515,6575,0,0.16966667056083679,25700,-0.0812938578426838,-0.2606215476989746,-0.04023044022917745,0.001,0.19494133204221725,9.768699,0.03878234326839447,0.2,,,
30960,-0.11645510999999999,1.46,30960,39804,0.88,1,516,6615,0,0.15066667161881925,25750,-0.0732512641698122,0.40693652629852295,-0.04406905746956667,0.001,0.06546774081885814,0.08067321,-0.022965433076024055,0.2,,,
31020,-0.10612708,1.42,31020,39876,0.89,1,517,6656,0,0.10933333560824395,25800,-0.05872697692364454,0.03323924541473389,-0.032662383442705833,0.001,0.1495416760444641,0.40435928,-0.00959787517786026,0.2,,,
31080,-0.10674030999999999,1.39,31080,39948,0.91,1,518,6703,0,0.2236666677892208,25850,-0.07611499190330505,-0.07730400562286377,-0.05332412585367763,0.001,0.08569218615069986,0.7214005,-0.0531865730881691,0.2,,,
31140,-0.07162120999999998,1.23,31140,40020,0.94,1,519,6754,0,0.1193333388119936,25900,-0.03527670182287693,-0.5916135311126709,-0.03911246606707573,0.001,0.09326201297342777,0.89688677,-0.026188861578702927,0.2,,,
31200,-0.0390314,1.2,31200,40088,0.96,1,520,6801,0,0.18000000290572643,25950,-0.0744311497360468,0.25115227699279785,-0.02861270280834287,0.001,0.045422202199697496,0.6987951,-0.02443082258105278,0.2,,,
31260,-0.060613389999999996,1.32,31260,40159,0.93,1,521,6847,0,0.24700000531971456,26000,-0.13021959885954856,-0.8882920742034912,-0.03606453278909129,0.001,0.03280092015862465,0.5668575,-0.028532724827528,0.2,,,
31320,-0.09304365,1.34,31320,40232,0.91,1,522,6892,0,0.1983333359658718,26050,-0.04471567429602146,0.15751349925994873,-0.04006820121655864,0.001,0.04099081243388355,0.925973,-0.041759174317121506,0.2,,,
31380,-0.06202007000000001,1.27,31380,40307,0.93,1,523,6941,0,0.19966666884720324,26100,-0.04896154135465622,0.39216601848602295,-0.05711350487172604,0.001,0.05290474742650986,0.87409097,-0.055534034967422485,0.2,,,
31440,-0.029202179999999998,1.25,31440,40382,0.95,1,524,6990,0,0.4159999945014715,26150,-0.16957292467355728,-160.2555694580078,-0.060530030752221735,0.001,0.01585879330232274,1.1445371,-0.07298276573419571,0.2,,,
31500,-0.05008991,1.31,31500,40447,0.94,1,525,7034,0,0.3286666698753834,26200,-0.11400825381278992,-0.00012958049774169922,-0.06047012284894784,0.001,0.05339953757822514,0.29397312,-0.0416555255651474,0.2,,,
31560,-0.08126001999999997,1.38,31560,40513,0.92,1,526,7078,0,0.38733333088457583,26250,-0.12866198658943176,0.1376151442527771,-0.08245480563988287,0.001,0.11582429885864258,0.7258495,-0.04210100695490837,0.2,,,
31620,-0.059403559999999994,1.23,31620,40579,0.95,1,527,7131,0,0.33866666808724405,26300,-0.15426295533776282,0.052954673767089844,-0.08774262334903085,0.001,0.1171235404163599,0.6698371,-0.08221453428268433,0.2,,,
31680,-0.04984339,1.21,31680,40647,0.96,1,528,7177,0,0.3323333364725113,26350,-0.10938182413578033,-1.389927864074707,-0.05971546624849239,0.001,0.055251826010644434,1.1305641,-0.05565188080072403,0.2,,,
31740,-0.08150705999999998,1.28,31740,40721,0.93,1,529,7223,0,0.08900000218302012,26400,-0.031469115111976864,0.36921197175979614,-0.01928920446646707,0.001,0.05773283887654543,0.4137008,-0.009276011027395725,0.2,,,
31800,-0.13460449,1.52,31800,40788,0.88,1,530,7258,0,0.09233333550393581,26450,-0.0780430418998003,0.2616713047027588,-0.008504359950311482,0.001,0.09601103201508522,0.13942961,0.029125723987817764,0.2,,,
31860,-0.09087077999999997,1.35,31860,40860,0.92,1,531,7311,0,0.24733333922922612,26500,-0.10198873698711396,-0.007169485092163086,-0.05682103041435283,0.001,0.15927632480859757,0.57157165,-0.01873783767223358,0.2,,,
31920,-0.05929415999999999,1.23,31920,40934,0.94,1,532,7355,0,0.12200000435113907,26550,-0.04138237927109003,-0.308135986328125,-0.034786546112348625,0.001,0.049687107673380526,0.86346185,-0.045048825442790985,0.2,,,
31980,-0.06098217000000001,1.29,31980,41011,0.94,1,533,7403,0,0.12166666753590107,26600,-0.043216355070471765,-0.039394259452819824,-0.020202894933521745,0.001,0.08025615319609641,0.27742347,-0.008625663816928864,0.2,,,
32040,-0.03253683,1.25,32040,41081,0.97,1,534,7452,0,0.14666667193174363,26650,-0.0428504141792655,0.49645477533340454,-0.0254592976247271,0.001,0.015405827509239316,0.26030666,-0.023982688784599304,0.2,,,
32100,-0.06473633999999999,1.36,32100,41149,0.93,1,535,7491,0,0.2603333350643516,26700,-0.11104913979768753,0.24281996488571167,-0.03513667481734107,0.001,0.00949475729954429,1.1370065,-0.04373814910650253,0.2,,,
32160,-0.07347531000000002,1.34,32160,41222,0.93,1,536,7541,0,0.19533333584666251,26750,-0.06148079663515091,0.3098674416542053,-0.06106384612123179,0.001,0.12719996362924577,0.85639495,-0.0067501552402973175,0.2,,,
32220,-0.08203911,1.3,32220,41293,0.92,1,537,7584,0,0.07700000256299973,26800,-0.024608188457787037,-0.1511979103088379,-0.02624944237122918,0.001,0.11357948750257492,0.12782536,0.02606455236673355,0.2,,,
32280,-0.07085355,1.29,32280,41367,0.93,1,538,7632,0,0.2163333347439766,26850,-0.038541936352849006,0.0906151533126831,-0.055701306415100904,0.001,0.08667509783059359,0.90884143,-0.05724082887172699,0.2,,,
32340,-0.04096153999999999,1.28,32340,41438,0.95,1,539,7679,0,0.15566667091101408,26900,-0.054143893718719485,-0.07627034187316895,-0.048764136478304854,0.001,0.06565992407500744,0.6884449,-0.02786014974117279,0.2,,,
32400,-0.04039974999999999,1.31,32400,41503,0.93,1,540,7723,0,0.20166666831821203,26950,-0.13326889902353287,-49.61979293823242,-0.00692390496221682,0.001,0.0036421365436399354,0.25635105,-0.010258358903229237,0.2,,,
