env/current_idx,env/completion_counter,env/n_steps,time/total_timesteps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,train/n_updates,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/approx_kl,train/value_loss,eval/mean_reward,eval/success_rate,eval/mean_ep_length
2647,0,3600,3600,0.93,1.25,4253,120,0,-0.08259965999999999,5950,0.2,0.07733333513140678,-0.032593715705365546,-0.0629649181291461,-0.326108455657959,0.001,-0.07781188189983368,0.19310008,0.09062960685289,,,
2666,0,3630,3630,0.91,1.32,4285,121,0,-0.09337719999999998,6000,0.2,0.2573333428800106,-0.08196618373319506,-0.10244216978549957,0.040170252323150635,0.001,-0.09251576662063599,0.42856005,0.059652448170236315,,,
2691,0,3660,3660,0.92,1.29,4324,122,0,-0.08029275000000002,6050,0.2,0.12333333700895309,-0.04960292102055,-0.0812163408100605,-0.029518604278564453,0.001,-0.06340088695287704,0.1590816,0.05436390139628202,,,
2714,0,3690,3690,0.91,1.32,4358,123,0,-0.09048688999999997,6100,0.2,0.0640000033378601,-0.019648541433115802,-0.020997694842517376,-0.03412353992462158,0.001,-0.016873186454176903,0.06313566,0.05465757502708584,,,
2737,0,3720,3720,0.93,1.3,4395,124,0,-0.07028087,6150,0.2,0.20733334198594094,-0.047360159651686745,-0.05499970704317093,-0.015096545219421387,0.001,-0.057892076671123505,0.81760406,0.042168812019517644,,,
2759,0,3750,3750,0.94,1.27,4429,125,0,-0.07051199000000001,6200,0.2,0.29400000780820845,-0.0639172843643464,-0.17974654242396354,-1.584775686264038,0.001,-0.02765510603785515,0.24619852,0.12300263673067093,,,
2780,0,3780,3780,0.91,1.35,4468,126,0,-0.10236692000000001,6250,0.2,0.31800000749528406,-0.08912576418121657,-0.22127953305840492,0.006880760192871094,0.001,-0.10267696529626846,0.19066295,0.06919046339578927,,,
2802,0,3810,3810,0.91,1.35,4511,127,0,-0.09244005999999999,6300,0.2,0.4113333374261856,-0.08860923447708288,-0.1760384824872017,0.1664280891418457,0.001,-0.10009551048278809,1.46426,0.07453519892878831,,,
2821,0,3840,3840,0.89,1.41,4544,128,0,-0.10335103000000002,6350,0.2,0.5406666666269302,-0.0629022588282048,-0.2814095041155815,-0.7391953468322754,0.001,-0.03416882082819939,1.2142804,0.10174488991498948,,,
2841,0,3870,3870,0.87,1.46,4577,129,0,-0.12489639000000001,6400,0.2,0.2533333417773247,-0.08514534759024776,-0.2207379788160324,-0.0004252195358276367,0.001,-0.0015707015991210938,0.04300118,0.17101142942905426,,,
2861,0,3900,3900,0.86,1.48,4624,130,0,-0.12492209000000003,6450,0.2,0.46200000375509265,-0.10654020853961504,-0.19710053235292435,0.07243943214416504,0.001,-0.04604277014732361,1.2938753,0.17045021623373033,,,
2880,0,3930,3930,0.86,1.5,4656,131,0,-0.12475625999999998,6500,0.2,0.2613333433866501,-0.0737789359465242,-0.12500181004405023,-0.21829485893249512,0.001,-0.08503486216068268,0.41892263,0.054441048444714396,,,
2903,0,3960,3960,0.86,1.49,4689,132,0,-0.1246218,6550,0.2,0.33466667361557484,-0.09518413361161947,-0.25625032365322115,-0.03805255889892578,0.001,-0.11050321161746979,0.075882226,0.0742280108074192,,,
2921,0,3990,3990,0.87,1.47,4721,133,0,-0.1253008,6600,0.2,0.3260000078380108,-0.05951977409422397,-0.07761427521705627,-1.9619629383087158,0.001,-0.06283091753721237,1.5347977,0.08114250180311501,,,
2944,0,4020,4020,0.88,1.44,4754,134,0,-0.11382366999999999,6650,0.2,0.07133333511650562,-0.020184000069353124,-0.04425663873553276,-0.30616044998168945,0.001,-0.026858974248170853,0.02164454,0.06443345925188623,,,
2968,0,4050,4050,0.9,1.39,4787,135,0,-0.10201597999999999,6700,0.2,0.18133333638310434,-0.06024995686734716,-0.03644744886085391,-0.08236658573150635,0.001,-0.04468834772706032,0.49922836,0.10901494316756725,,,
2995,0,4080,4080,0.92,1.31,4824,136,0,-0.09095765,6750,0.2,0.14066667102277278,-0.06077987311221658,-0.09002199742943048,-0.15301930904388428,0.001,-0.06934282928705215,0.36459464,0.10284745859913529,,,
3019,0,4110,4110,0.95,1.24,4858,137,0,-0.0607477,6800,0.2,0.19400000289082528,-0.05860776889075822,-0.06869264841079711,-0.1441582441329956,0.001,-0.07316052168607712,0.25323725,0.023837553684134035,,,
3043,0,4140,4140,0.95,1.24,4892,138,0,-0.061140730000000004,6850,0.2,0.032666668370366095,-0.012346001787732064,-0.0017282087320927531,-1.0310838222503662,0.001,-0.011741960421204567,0.27438545,0.002014233381487429,,,
3065,0,4170,4170,0.96,1.23,4927,139,0,-0.052485260000000006,6900,0.2,0.17666666969656944,-0.06323079923292002,-0.039322418868541716,-0.07618105411529541,0.001,0.005304470658302307,1.2117893,0.15989937782287597,,,
3086,0,4200,4200,0.95,1.29,4959,140,0,-0.043898780000000005,6950,0.2,0.20333333507180215,-0.06457396971744796,-0.09484729833900929,-0.0018047094345092773,0.001,-0.0652371495962143,0.068819605,0.09869453452527523,,,
3113,0,4230,4230,0.94,1.29,4999,141,0,-0.05421606,7000,0.2,0.06333333663642407,-0.016049788226683938,-0.018496147878468035,-2.9301137924194336,0.001,-0.016519270837306976,0.041617226,0.000537560802185908,,,
3135,0,4260,4260,0.95,1.26,5039,142,0,-0.04278849000000001,7050,0.2,0.13733333781361579,-0.04202072683970133,-0.07662905812263489,-0.0005909204483032227,0.001,-0.005025051534175873,0.162405,0.10390528574585915,,,
3160,0,4290,4290,0.94,1.25,5076,143,0,-0.05147283,7100,0.2,0.03200000166893005,-0.005086388841116171,-0.03110098671168089,0.00667959451675415,0.001,0.04687124118208885,0.002117153,0.10606858760118484,,,
3187,0,4320,4320,0.95,1.19,5116,144,0,-0.060092959999999994,7150,0.2,0.046666669100522994,-0.01014461676357314,-0.016170347407460213,0.007536411285400391,0.001,-0.0023363586515188217,0.02071881,0.11225034989416599,,,
3216,0,4350,4350,0.96,1.16,5149,145,0,-0.04914311,7200,0.2,0.032666668370366095,-0.005516773253989733,-0.006788141620345414,-0.33996307849884033,0.001,-0.005621438380330801,0.0023900827,0.03377697173331398,,,
3230,0,4380,4380,0.93,1.25,5187,146,0,-0.06956504,7250,0.2,0.4113333343714476,-0.026289634640056948,-0.10943187434226274,-310.4696044921875,0.001,-0.04387794807553291,3.7298236,0.0001859964771392697,,,
3252,0,4410,4410,0.91,1.32,5223,147,0,-0.09120229999999997,7300,0.2,0.32266667544841765,-0.07285088698565957,-0.14217829525470735,0.0006611347198486328,0.001,-0.018481284379959106,0.71548307,0.18466453969478608,,,
3272,0,4440,4440,0.9,1.38,5256,148,0,-0.10319849000000003,7350,0.2,0.3500000061839819,-0.08235553816705946,-0.17638957887887954,-0.13613533973693848,0.001,-0.09126552939414978,0.59319985,0.05526406837394461,,,
3301,0,4470,4470,0.91,1.35,5291,149,0,-0.09267773999999998,7400,0.2,0.23200000993907452,-0.05854539758587876,-0.0904978535324335,0.3135012984275818,0.001,-0.06937716156244278,0.4556348,0.0204669492636458,,,
3324,0,4500,4500,0.91,1.36,5323,150,0,-0.09335062,7450,0.2,0.3986666712909937,-0.021736909016345934,-0.14620233893394471,-3059.581298828125,0.001,-0.024930134415626526,1.0415152,0.0023953895313024985,,,
3345,0,4530,4530,0.93,1.29,5358,151,0,-0.07299945999999999,7500,0.2,0.14933333784341812,-0.02882079859822987,-0.06849813882261514,-0.05086326599121094,0.001,-0.0562574677169323,1.5261308,0.06893958744360135,,,
3364,0,4560,4560,0.91,1.32,5390,152,0,-0.08423143,7550,0.2,0.24466667331755163,-0.01553560663914929,-0.1397970812022686,-1.1292839050292969,0.001,-0.018443183973431587,0.21102141,0.023940803913865237,,,
3386,0,4590,4590,0.92,1.36,5430,153,0,-0.07413447000000001,7600,0.2,0.3533333376049995,-0.08578382153560718,-0.16506857067346573,-0.04224109649658203,0.001,-0.024391435086727142,0.5766119,0.17482827425003053,,,
3413,0,4620,4620,0.93,1.31,5462,154,0,-0.06319112999999998,7650,0.2,0.110666668638587,-0.018905910573744508,-0.029026172570884228,0.00022518634796142578,0.001,-0.07286833971738815,0.9197432,0.06147929954342544,,,
3439,0,4650,4650,0.93,1.3,5496,155,0,-0.07296417,7700,0.2,0.18600000351667403,-0.03981431773553293,-0.09229345411062241,0.07998985052108765,0.001,-0.045466504991054535,1.5200533,0.022552977415034547,,,
3457,0,4680,4680,0.92,1.33,5527,156,0,-0.08318117999999998,7750,0.2,0.036000001803040506,-0.030806358358512257,-0.023881109915673732,-0.573333740234375,0.001,-0.05864395946264267,0.3411723,0.02181700291868765,,,
3483,0,4710,4710,0.93,1.23,5565,157,0,-0.07996993,7800,0.2,0.31666667357087136,-0.07845268916338682,-0.10235504880547523,0.09314149618148804,0.001,-0.013506203889846802,0.8206707,0.17734895944595336,,,
3504,0,4740,4740,0.91,1.32,5598,158,0,-0.09124599000000001,7850,0.2,0.1786666702479124,-0.04474953108777601,-0.04142672069370747,-0.023278474807739258,0.001,-0.05054660141468048,0.71281016,0.03943946041399613,,,
3528,0,4770,4770,0.91,1.31,5631,159,0,-0.08087996000000004,7900,0.2,0.0840000019967556,-0.01606744382095834,-0.0412603447586298,-0.12223958969116211,0.001,0.030726425349712372,0.031858914,0.10033688813447952,,,
3544,0,4800,4800,0.9,1.36,5663,160,0,-0.0932047,7950,0.2,0.09333333492279053,-0.012678777676696597,-0.0665031261742115,-0.0007120370864868164,0.001,-0.013146132230758667,0.021536337,0.0037136282352730633,,,
3567,0,4830,4830,0.9,1.39,5710,161,0,-0.0940124,8000,0.2,0.17066666968166827,-0.03796947317686863,-0.06195290550589561,0.08465075492858887,0.001,-0.049630992114543915,0.38162702,0.09036583953071385,,,
3592,0,4860,4860,0.92,1.35,5745,162,0,-0.07376387000000001,8050,0.2,0.09466666929423809,-0.01822456801705994,-0.055944112464785575,-0.25855207443237305,0.001,-0.019554341211915016,0.11900549,0.05169867337215692,,,
3613,0,4890,4890,0.9,1.41,5785,163,0,-0.09443051999999998,8100,0.2,0.3506666701287031,-0.02629691660675842,-0.06930354088544846,-19.926801681518555,0.001,-0.041476186364889145,2.0888436,0.0005298437585588545,,,
3629,0,4920,4920,0.89,1.46,5818,164,0,-0.11551869000000002,8150,0.2,0.11533333905041218,-0.018447175095168244,-0.04128112178295851,0.009476959705352783,0.001,0.027188757434487343,0.0051047364,0.12537489861249923,,,
3656,0,4950,4950,0.92,1.35,5858,165,0,-0.07139427000000001,8200,0.2,0.28333334177732467,-0.06745887693017721,-0.08139870449900627,0.1397687792778015,0.001,-0.07326872646808624,0.8649038,0.08742813758552075,,,
3682,0,4980,4980,0.93,1.31,5894,166,0,-0.07076681000000001,8250,0.2,0.3166666737943888,-0.04364831134676933,-0.21917632341384888,-2382.830322265625,0.001,-0.07210482656955719,0.60632,0.036056328786362425,,,
3706,0,5010,5010,0.92,1.32,5926,167,0,-0.08092081000000001,8300,0.2,0.35066667303442955,-0.06973547498881814,-0.17700090289115905,0.0014238357543945312,0.001,-0.029751848429441452,0.09889003,0.1001706938445568,,,
3727,0,5040,5040,0.92,1.28,5957,168,0,-0.08082581,8350,0.2,0.09466666832566262,-0.02917286062799394,-0.027658623941242695,0.003356337547302246,0.001,0.038259781897068024,0.17175253,0.17284282594919204,,,
3748,0,5070,5070,0.91,1.29,5992,169,0,-0.10154283,8400,0.2,0.25866667985916136,-0.026248764033118873,-0.09409260004758835,0.06024575233459473,0.001,-0.013756348751485348,2.313057,0.1136674752831459,,,
3765,0,5100,5100,0.88,1.38,6030,170,0,-0.12301940000000001,8450,0.2,0.2773333402723074,-0.057592721473425625,-0.1629504831135273,0.21353745460510254,0.001,-0.10631279647350311,0.93562114,0.04365323602687567,,,
3780,0,5130,5130,0.82,1.55,6063,171,0,-0.18744534999999998,8500,0.2,0.15800000488758087,-0.035563275360191896,-0.06843306824564933,-0.20681917667388916,0.001,-0.039377033710479736,0.5922682,0.03346758817788213,,,
3802,0,5160,5160,0.84,1.53,6097,172,0,-0.16705672,8550,0.2,0.3466666702926159,-0.05310316601442167,-0.12633109718561172,-0.29542076587677,0.001,-0.06632623076438904,1.6981559,0.14501585377380252,,,
3823,0,5190,5190,0.86,1.54,6128,173,0,-0.14637282,8600,0.2,0.1346666719019413,-0.02179585758969189,-0.04597613491117954,-1.0999586582183838,0.001,-0.024133894592523575,0.1538238,0.04106198525521904,,,
3847,0,5220,5220,0.87,1.54,6163,174,0,-0.12575696,8650,0.2,0.2686666749417782,-0.03472288004681474,-0.12095467269420623,-0.8559879064559937,0.001,-0.04244457185268402,1.0861603,0.04840310027590022,,,
3872,0,5250,5250,0.94,1.34,6195,175,0,-0.06131266999999999,8700,0.2,0.3653333385288715,-0.04668214806541801,-0.24040553241968154,-92.71864318847656,0.001,-0.057135216891765594,0.96362245,0.003646888820803724,,,
3895,0,5280,5280,0.96,1.31,6228,176,0,-0.0405134,8750,0.2,0.3353333416581154,-0.07771807264039914,-0.14012722954154014,0.0053081512451171875,0.001,-0.06313968449831009,0.45312768,0.08523354262113571,,,
3922,0,5310,5310,0.97,1.22,6263,177,0,-0.03002685,8800,0.2,0.2126666684448719,-0.059713772714138004,-0.11402067512273789,0.21606850624084473,0.001,-0.06383366882801056,0.21515338,0.023997738072648645,,,
3943,0,5340,5340,0.96,1.23,6294,178,0,-0.05017223,8850,0.2,0.4106666745245457,-0.02709910454104346,-0.22910560220479964,-640.5343017578125,0.001,-0.04078907519578934,0.3235621,0.003654207268264145,,,
3964,0,5370,5370,0.93,1.31,6325,179,0,-0.08165696000000003,8900,0.2,0.4593333473056555,-0.10245132091889779,-0.26005991876125334,-0.01832425594329834,0.001,-0.1202186718583107,0.110479906,0.10242727186530828,,,
3985,0,5400,5400,0.93,1.33,6359,180,0,-0.08211425,8950,0.2,0.2666666775941849,-0.07273319047689437,-0.07692766010761261,-0.2498173713684082,0.001,-0.08149401843547821,1.247078,0.08676537718623877,,,
4007,0,5430,5430,0.92,1.36,6398,181,0,-0.09215102,9000,0.2,0.34866667449474337,-0.0689964873939752,-0.08645194187760354,-0.9660886526107788,0.001,-0.08816131204366684,1.6938052,0.0518437704956159,,,
4026,0,5460,5460,0.89,1.45,6432,182,0,-0.12475573000000001,9050,0.2,0.30400000751018524,-0.0376657975800336,-0.1286200165748596,0.7700644135475159,0.001,-0.04430132359266281,0.586249,0.003974707747693174,,,
4050,0,5490,5490,0.91,1.38,6465,183,0,-0.10306821,9100,0.2,0.3513333383947611,-0.08615851766616106,-0.09909161858260632,0.27186447381973267,0.001,-0.1049785390496254,0.9155843,0.0766692642122507,,,
4077,0,5520,5520,0.93,1.28,6502,184,0,-0.08171198,9150,0.2,0.13866667188704013,-0.04126807680850227,-0.08000635117292404,-0.026700139045715332,0.001,-0.0003422461450099945,0.17321585,0.15825514271855354,,,
4097,0,5550,5550,0.92,1.32,6534,185,0,-0.09241182,9200,0.2,0.10000000342726707,-0.025658736940162897,-0.06721635784953833,-0.33127427101135254,0.001,-0.03333914652466774,0.13273928,0.052546828123740855,,,
4125,0,5580,5580,0.95,1.21,6566,186,0,-0.049403569999999994,9250,0.2,0.2546666753292084,-0.054491832364195324,-0.1303957648575306,0.06920933723449707,0.001,-0.06266991794109344,0.24573536,0.08576899386942387,,,
4146,0,5610,5610,0.96,1.22,6599,187,0,-0.03979808,9300,0.2,0.15466667033731937,-0.021170080831895248,-0.09443485707044602,-534.3974609375,0.001,-0.023815637454390526,0.26617315,0.012056604346726089,,,
4169,0,5640,5640,0.95,1.28,6639,188,0,-0.030691899999999994,9350,0.2,0.25600001007318496,-0.0641809680790951,-0.052241968885064126,-0.08349156379699707,0.001,-0.07772786915302277,0.8875143,0.06911849153228104,,,
4188,0,5670,5670,0.93,1.36,6675,189,0,-0.051416199999999995,9400,0.2,0.3633333403617144,-0.031189299382114167,-0.11816910929977893,-155.8653106689453,0.001,-0.043263889849185944,2.3259544,0.005697618792182766,,,
4207,0,5700,5700,0.92,1.4,6709,190,0,-0.06198038,9450,0.2,0.43200000271201133,-0.10415428522229206,-0.1471223722398281,-0.059397339820861816,0.001,-0.10928209871053696,1.1703666,0.12826557261869312,,,
4231,0,5730,5730,0.9,1.42,6743,191,0,-0.07339617999999999,9500,0.2,0.2926666767895222,-0.05423459503551324,-0.11703323319554329,-0.5232683420181274,0.001,-0.0484270304441452,0.14234816,0.12757769234478475,,,
4249,0,5760,5760,0.89,1.46,6775,192,0,-0.09368175,9550,0.2,0.20800000719726086,-0.04161765876784921,-0.12203156158328056,0.09365355968475342,0.001,-0.06048715487122536,0.7612799,0.02735546076204628,,,
4271,0,5790,5790,0.88,1.48,6811,193,0,-0.11466503,9600,0.2,0.2973333416134119,-0.07167847990617161,-0.17058766767382622,0.04387056827545166,0.001,-0.06339452415704727,0.33525932,0.17800557047128676,,,
4290,0,5820,5820,0.88,1.45,6852,194,0,-0.11570444999999997,9650,0.2,0.17533333897590636,-0.04075364630917708,-0.1585364831984043,-0.5298652648925781,0.001,-0.06014741212129593,0.062469356,0.10237601454369724,,,
4308,0,5850,5850,0.87,1.46,6885,195,0,-0.12762621,9700,0.2,0.26266667574644087,-0.07670258484656614,-0.15938126564025878,0.006654262542724609,0.001,-0.08162053674459457,0.327477,0.0671910723671317,,,
4330,0,5880,5880,0.86,1.5,6919,196,0,-0.14754473,9750,0.2,0.38466667123138903,-0.06275351427185039,-0.1093224012106657,0.3287789225578308,0.001,-0.049974530935287476,1.6749527,0.061218569949269296,,,
4354,0,5910,5910,0.88,1.42,6953,197,0,-0.11645873000000001,9800,0.2,0.15066667191684247,-0.039019743323326,-0.06091740004718304,0.04796147346496582,0.001,0.015305370092391968,0.49188727,0.14219010308384894,,,
4373,0,5940,5940,0.87,1.46,6987,198,0,-0.12806716999999998,9850,0.2,0.316000005826354,-0.01153457788595304,-0.15684737488627434,-0.5205180644989014,0.001,-0.013481090776622295,0.4794827,0.013904990796290803,,,
4398,0,5970,5970,0.91,1.36,7021,199,0,-0.09475992,9900,0.2,0.3653333401679993,-0.0836456260085106,-0.09594043992459773,0.5465535521507263,0.001,-0.1032584011554718,1.6633911,0.02169666572008282,,,
4420,0,6000,6000,,,,,,,9950,0.2,0.2840000094473362,-0.057621429634590944,-0.08014075458049774,-0.09478747844696045,0.001,-0.03444141149520874,0.38540375,0.08380755752325059,-0.11789183478802442,0.89,1.5
,,,6000,0.93,1.31,7250,200,0,-0.07294052000000001,,,,,,,,,,,,,
4443,0,6030,6030,0.93,1.32,7294,201,0,-0.07255923,10000,0.2,0.2606666727364063,-0.057091501420984674,-0.05108117973431945,-0.1276540756225586,0.001,-0.0861731693148613,1.3301688,0.033898758351569996,,,
4469,0,6060,6060,0.94,1.27,7328,202,0,-0.06140059,10050,0.2,0.14533333636820317,-0.03255172066266336,-0.10318054847419261,-1.495121717453003,0.001,-0.05270789563655853,0.12762073,0.048415921269916,,,
4492,0,6090,6090,0.93,1.29,7366,203,0,-0.07115136999999999,10100,0.2,0.06066666983067989,-0.004795230409440912,-0.023746146745979788,-0.09452271461486816,0.001,-0.00523121515288949,0.006607111,0.028381411875889172,,,
4510,0,6120,6120,0.92,1.29,7400,204,0,-0.07159209999999999,10150,0.2,0.30066667541861536,-0.08189809326330817,-0.03957398250699043,0.014473557472229004,0.001,-0.09067551791667938,2.3028862,0.10323705002199858,,,
4533,0,6150,6150,0.91,1.34,7437,205,0,-0.08236363000000001,10200,0.2,0.06333333663642407,-0.0043346924694875714,-0.004061303232447244,0.1564142107963562,0.001,0.008880609646439552,0.044696398,0.07529564145952464,,,
4560,0,6180,6180,0.93,1.29,7473,206,0,-0.06106650999999999,10250,0.2,0.19400000423192978,-0.05194903259165585,-0.04696913331747055,-0.43267273902893066,0.001,-0.05664661154150963,1.0513558,0.02116290363483131,,,
4588,0,6210,6210,0.94,1.27,7508,207,0,-0.05190972999999999,10300,0.2,0.18666667222976685,-0.01790570086884933,-0.05057123262435198,-202.88587951660156,0.001,-0.026983389630913734,1.8973116,0.004356215998705011,,,
4611,0,6240,6240,0.96,1.18,7539,208,0,-0.03958096999999999,10350,0.2,0.12866667330265044,-0.049464020316799445,-0.010026097986847162,-4.002013206481934,0.001,-0.05065888538956642,0.79134625,0.0006711214029928669,,,
4636,0,6270,6270,0.97,1.17,7573,209,0,-0.0395508,10400,0.2,0.1293333400785923,-0.026266382272044808,-0.011037287767976522,-0.004585385322570801,0.001,0.0229843407869339,0.44293833,0.14119603201746941,,,
4661,0,6300,6300,0.96,1.19,7610,210,0,-0.049993510000000005,10450,0.2,0.09733333483338356,-0.005640410289478766,-0.05477268852293491,-0.35883164405822754,0.001,0.0450313426554203,0.01034808,0.10937849819660186,,,
4680,0,6330,6330,0.93,1.28,7645,211,0,-0.08155681999999999,10500,0.2,0.14800000444054603,-0.06109362485259771,-0.025779624842107295,-0.04593980312347412,0.001,-0.02917882427573204,0.89001757,0.10278281673789025,,,
4704,0,6360,6360,0.92,1.3,7680,212,0,-0.08201140000000003,10550,0.2,0.14866667091846467,-0.0299785029714306,-0.03968620512634516,-0.15962398052215576,0.001,0.06776338815689087,0.15913635,0.22668148338794708,,,
4728,0,6390,6390,0.91,1.31,7715,213,0,-0.09176584000000002,10600,0.2,0.1826666684448719,-0.05125287449297808,-0.053822442516684534,0.026884078979492188,0.001,-0.07725692540407181,1.2132279,0.052578431493602695,,,
4756,0,6420,6420,0.93,1.25,7749,214,0,-0.07068729,10650,0.2,0.08066666975617409,-0.016020834166246153,-0.03484226498752832,0.0808858871459961,0.001,-0.05305800586938858,0.73557943,0.06990736201405526,,,
4780,0,6450,6450,0.95,1.2,7788,215,0,-0.04902108000000001,10700,0.2,0.19000000327825547,-0.04559037908663356,-0.08569053336977958,-168.8245849609375,0.001,-0.057683367282152176,0.41504413,0.00896519999485463,,,
4806,0,6480,6480,0.96,1.18,7824,216,0,-0.04893088999999999,10750,0.2,0.2113333346694708,-0.07419082448134816,-0.09098953008651733,5.418062210083008e-05,0.001,-0.03200206533074379,0.19054523,0.09912596315145493,,,
4832,0,6510,6510,0.98,1.15,7865,217,0,-0.02877649,10800,0.2,0.10066666841506958,-0.019898391325026753,-0.019334281207993628,-0.10806918144226074,0.001,0.007619064301252365,0.094234265,0.10749945461750031,,,
4852,0,6540,6540,0.97,1.21,7898,218,0,-0.03988818,10850,0.2,0.09533333487808704,-0.04060943875213468,-0.03701022900640964,-0.016636967658996582,0.001,-0.042430486530065536,0.22902592,0.001965216881362721,,,
4869,0,6570,6570,0.92,1.35,7932,219,0,-0.09190234999999998,10900,0.2,0.1840000029653311,-0.06798283777882656,-0.037749806866049763,0.09770971536636353,0.001,-0.07320597767829895,1.0174323,0.02413191555533558,,,
4892,0,6600,6600,0.92,1.35,7971,220,0,-0.08149138,10950,0.2,0.17666666828095912,-0.0366232151594013,-0.0226422824151814,0.0885503888130188,0.001,-0.04633170738816261,2.055375,0.07988319168100133,,,
4915,0,6630,6630,0.91,1.4,8006,221,0,-0.08214196999999998,11000,0.2,0.16266667112708091,-0.03786591883500417,-0.05929189838469028,-1.4471216201782227,0.001,0.007968895137310028,0.6115478,0.11437302321195603,,,
4933,0,6660,6660,0.87,1.49,8038,222,0,-0.11464427,11050,0.2,0.12200000323355198,-0.011558309697395259,-0.0619622278213501,-18.585790634155273,0.001,-0.025370830669999123,1.0749546,0.0027036564410082065,,,
4955,0,6690,6690,0.89,1.43,8075,223,0,-0.09340611000000001,11100,0.2,0.296666671782732,-0.06796695035696032,-0.11141427211463452,-0.00036144256591796875,0.001,0.007840678095817566,0.9159682,0.23127517729997635,,,
4975,0,6720,6720,0.91,1.39,8111,224,0,-0.08276124,11150,0.2,0.15933333829045296,-0.04698024783531828,-0.07223657861351968,0.02100127935409546,0.001,-0.04799354076385498,0.2375974,0.05850519285537303,,,
4999,0,6750,6750,0.9,1.41,8144,225,0,-0.09364236,11200,0.2,0.3433333392441273,-0.07238886105890074,-0.10225029535591602,0.28652018308639526,0.001,-0.08481371402740479,1.5389122,0.047094447228591886,,,
5019,0,6780,6780,0.89,1.43,8185,226,0,-0.11413967,11250,0.2,0.1900000037997961,-0.03810303714623054,-0.06653090894222259,-0.8897122144699097,0.001,-0.052796393632888794,0.4106596,0.049995854240842165,,,
5041,0,6810,6810,0.9,1.4,8219,227,0,-0.11372325000000001,11300,0.2,0.3473333392292261,-0.08062707646315297,-0.11011629357933998,0.05082780122756958,0.001,-0.01286914199590683,0.8550955,0.17409427732229232,,,
5066,0,6840,6840,0.92,1.31,8255,228,0,-0.09232655000000001,11350,0.2,0.19400000482797622,-0.06292551253177223,-0.1183009260892868,-0.01948678493499756,0.001,-0.06355153024196625,0.23875584,0.06273564375936985,,,
5082,0,6870,6870,0.9,1.41,8289,229,0,-0.11378134,11400,0.2,0.14933333814144134,-0.05211935330803197,-0.02508545788936317,-0.13467347621917725,0.001,-0.05748565122485161,0.5133913,0.05600358061143197,,,
5106,0,6900,6900,0.9,1.39,8325,230,0,-0.11345104,11450,0.2,0.23200000815093516,-0.05980794407924023,-0.13804659843444825,-0.09428870677947998,0.001,-0.07041264325380325,0.21985991,0.04345039723906666,,,
5130,0,6930,6930,0.92,1.38,8370,231,0,-0.09477069999999997,11500,0.2,0.19266667038202287,-0.03299026961810881,-0.06716184772551059,0.09689575433731079,0.001,-0.022449862211942673,0.39434573,0.047954249568283557,,,
5155,0,6960,6960,0.94,1.33,8405,232,0,-0.06286373999999999,11550,0.2,0.18866666987538339,-0.029501868881285205,-0.040833179056644436,-94.7217025756836,0.001,-0.030557574704289436,0.4400374,0.02134626347804442,,,
5173,0,6990,6990,0.92,1.39,8438,233,0,-0.08394318000000002,11600,0.2,0.1813333358615637,-0.053462662021319,-0.0856574907898903,-0.9021434783935547,0.001,-0.06150183081626892,0.1935489,0.00021418215197627433,,,
5203,0,7020,7020,0.96,1.23,8475,234,0,-0.04072017,11650,0.2,0.07266666933894157,-0.020237979132681973,-0.021875018291175365,-0.0189669132232666,0.001,0.026511386036872864,0.20018874,0.21714131623506547,,,
5222,0,7050,7050,0.94,1.32,8508,235,0,-0.06247891,11700,0.2,0.4026666753739119,-0.02475361370597966,-0.12780126601457595,-406.5756530761719,0.001,-0.04072074219584465,2.4271977,0.011037854476307984,,,
5238,0,7080,7080,0.91,1.41,8538,236,0,-0.09319677,11750,0.2,0.21200000792741774,-0.0606755125100414,-0.12780008018016814,-0.3317807912826538,0.001,-0.05029808729887009,0.23645219,0.14436888083815574,,,
5261,0,7110,7110,0.9,1.43,8572,237,0,-0.11409575000000002,11800,0.2,0.3473333375155926,-0.09485562389778596,-0.1250781862437725,-0.3405287265777588,0.001,-0.0638311579823494,1.3547732,0.17070017993450165,,,
5277,0,7140,7140,0.9,1.44,8604,238,0,-0.11580132000000003,11850,0.2,0.31866667613387106,-0.08239687756448986,-0.16722606346011162,-0.28923022747039795,0.001,-0.00843685120344162,1.3600945,0.1668868550658226,,,
5295,0,7170,7170,0.86,1.57,8640,239,0,-0.14794868,11900,0.2,0.14200000450015068,-0.03832389885870114,-0.02204783313907683,-0.004441380500793457,0.001,0.05245382338762283,1.2671502,0.21615011096000672,,,
5320,0,7200,7200,0.87,1.52,8676,240,0,-0.13652491,11950,0.2,0.4120000176131725,-0.08667920052011795,-0.10119030758738518,0.12955355644226074,0.001,-0.06407023221254349,3.160729,0.11939585968852043,,,
5339,0,7230,7230,0.89,1.46,8715,241,0,-0.10536759999999999,12000,0.2,0.45600000843405725,-0.060750229783356244,-0.17024299889802932,-0.1796361207962036,0.001,-0.06267407536506653,1.0155388,0.07279965192079545,,,
