time/time_elapsed,time/fps,time/total_timesteps,rollout/success_rate,rollout/ep_len_mean,env/current_idx,env/n_steps,env/completion_counter,time/iterations,rollout/ep_rew_mean,train/value_loss,train/n_updates,train/loss,train/entropy_loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/clip_range,eval/mean_reward,eval/success_rate,eval/mean_ep_length
17612,0,13980,0.92,1.29,10413,13980,0,233,-0.0820087,0.0867967166006565,2320,0.035597484558820724,-0.25283088237047197,0.0,0.00019396345,-0.002707521812214164,0.0001,0.40585750341415405,0.2,,,
17682,0,14040,0.92,1.33,10457,14040,0,234,-0.08398678999999999,0.10632118061184884,2330,0.04921979829668999,-0.23531265407800675,0.0,1.3838212e-05,0.00025025149496888944,0.0001,0.3846566677093506,0.2,,,
17757,0,14100,0.88,1.43,10499,14100,0,235,-0.12809978,0.10361565947532654,2340,0.04825836420059204,-0.2357212096452713,0.0,2.1706026e-06,-1.9234095634601545e-05,0.0001,0.3237674832344055,0.2,,,
17824,0,14160,0.89,1.41,10544,14160,0,236,-0.10632432999999997,0.10950948446989059,2350,0.0500975102186203,-0.24143970757722855,0.0,3.710687e-05,-0.00024307822170772654,0.0001,0.5137457847595215,0.2,,,
17895,0,14220,0.93,1.32,10590,14220,0,237,-0.05343591000000001,0.07673283703625203,2360,0.021456068381667137,-0.2494582027196884,0.0,0.000108396016,-0.0011454517690189902,0.0001,0.46126067638397217,0.2,,,
17961,0,14280,0.94,1.28,10637,14280,0,238,-0.0632357,0.08904071748256684,2370,0.03761084005236626,-0.25675240755081175,0.0,4.9064556e-06,2.224932104581967e-05,0.0001,0.1848466992378235,0.2,,,
18036,0,14340,0.95,1.24,10686,14340,0,239,-0.051240380000000016,0.0988417387008667,2380,0.0427013635635376,-0.25242339074611664,0.0,8.21352e-06,8.750110905708653e-06,0.0001,0.41505885124206543,0.2,,,
18108,0,14400,0.96,1.21,10734,14400,0,240,-0.039845839999999993,0.043119479343295096,2390,0.018342435359954834,-0.2521965831518173,0.0,2.152721e-05,-0.00037243535425659504,0.0001,0.40981435775756836,0.2,,,
18177,0,14460,0.95,1.23,10782,14460,0,241,-0.05999316,0.054442564770579335,2400,0.021810034289956093,-0.26247518658638,0.0,0.00021725595,-0.0012117417664073925,0.0001,0.48962217569351196,0.2,,,
18246,0,14520,0.92,1.31,10828,14520,0,242,-0.09116042,0.0648634310811758,2410,0.029500234872102737,-0.27694556415081023,0.0,4.2478246e-06,0.0004412228079551106,0.0001,0.4918423295021057,0.2,,,
18319,0,14580,0.91,1.35,10870,14580,0,243,-0.10173491,0.10753213837742806,2420,0.045486949384212494,-0.27595559060573577,0.0,9.018183e-06,0.00010104919558215908,0.0001,0.33079105615615845,0.2,,,
18393,0,14640,0.93,1.34,10918,14640,0,244,-0.08181238,0.16761026978492738,2430,0.07551582902669907,-0.2726067066192627,0.0,5.8608253e-05,-0.0009615058769607999,0.0001,0.1643047332763672,0.2,,,
18465,0,14700,0.96,1.26,10964,14700,0,245,-0.040278589999999996,0.1117133192718029,2440,0.037531156092882156,-0.26508255004882814,0.0,3.816684e-06,-4.634161763306111e-06,0.0001,-0.12709569931030273,0.2,,,
18534,0,14760,0.94,1.28,11010,14760,0,246,-0.06070315000000001,0.06334859319031239,2450,0.03092959150671959,-0.26085110306739806,0.0,6.934007e-07,-2.9336909449284575e-06,0.0001,0.41737961769104004,0.2,,,
18603,0,14820,0.93,1.33,11055,14820,0,247,-0.07172547000000001,0.10974492356181145,2460,0.04295535013079643,-0.2584856182336807,0.0,2.9111901e-05,-0.0008354999582419253,0.0001,0.3193466067314148,0.2,,,
18673,0,14880,0.94,1.25,11105,14880,0,248,-0.06037228000000001,0.13670503199100495,2470,0.06329192966222763,-0.2560637891292572,0.0,2.1397074e-05,-0.00012054155128531363,0.0001,0.032529354095458984,0.2,,,
18741,0,14940,0.93,1.28,11148,14940,0,249,-0.07234219,0.050764042511582376,2480,0.021724963560700417,-0.2597834289073944,0.0,2.729396e-05,-0.0002414247386816726,0.0001,0.5811872482299805,0.2,,,
18809,0,15000,0.92,1.33,11192,15000,0,250,-0.09555869000000002,0.1777811273932457,2490,0.07449707388877869,-0.2656538993120193,0.0,1.335144e-05,-0.0002114124117118976,0.0001,0.09576630592346191,0.2,,,
18878,0,15060,0.91,1.37,11233,15060,0,251,-0.09663916,0.08200188726186752,2500,0.03727595508098602,-0.27534104585647584,0.0,0.00013041297,-0.0009293643617032998,0.0001,0.5112842321395874,0.2,,,
18944,0,15120,0.91,1.4,11279,15120,0,252,-0.08497981000000003,0.1691899299621582,2510,0.057187847793102264,-0.2977220803499222,0.0,5.495747e-05,-0.001598379305699682,0.0001,-0.3272690773010254,0.2,,,
19011,0,15180,0.9,1.43,11322,15180,0,253,-0.10925331000000002,0.09050379991531372,2520,0.04224609211087227,-0.30187134742736815,0.0,9.357929e-07,-1.3116399269730294e-05,0.0001,0.4037672281265259,0.2,,,
19086,0,15240,0.93,1.33,11367,15240,0,254,-0.08470369,0.10820437669754028,2530,0.047264982014894485,-0.3074453413486481,0.0,0.00014829039,-0.0009835504409661411,0.0001,0.44668900966644287,0.2,,,
19155,0,15300,0.94,1.34,11411,15300,0,255,-0.07176689,0.10858941227197647,2540,0.04666105657815933,-0.3221526712179184,0.0,0.0001242747,-0.0007324287351123005,0.0001,0.3529358506202698,0.2,,,
19222,0,15360,0.92,1.43,11450,15360,0,256,-0.09590533000000002,0.10462280884385108,2550,0.034226782619953156,-0.3454448074102402,0.006666667014360428,0.00050691667,-0.007389450552097232,0.0001,-0.019330739974975586,0.2,,,
19291,0,15420,0.91,1.36,11499,15420,0,257,-0.09455591999999999,0.17486604005098344,2560,0.07506860792636871,-0.34610559344291686,0.0,2.0956993e-05,-0.0002025951933561032,0.0001,0.2923913598060608,0.2,,,
19367,0,15480,0.93,1.25,11546,15480,0,258,-0.07035046000000002,0.05607477724552155,2570,0.023676669225096703,-0.3562511593103409,0.0,0.00011101465,-0.0007154620790485345,0.0001,0.5473741292953491,0.2,,,
19453,0,15540,0.94,1.29,11593,15540,0,259,-0.07066710999999999,0.1269419364631176,2580,0.05402950197458267,-0.36781445145606995,0.0,1.4960766e-06,-1.700222575591326e-05,0.0001,0.3224130868911743,0.2,,,
19525,0,15600,0.95,1.31,11639,15600,0,260,-0.062483449999999996,0.09865896925330161,2590,0.041813042014837265,-0.3654821366071701,0.0,1.834035e-05,-0.0003185614968000294,0.0001,-0.5077108144760132,0.2,,,
19596,0,15660,0.93,1.36,11682,15660,0,261,-0.08619517,0.08177840933203698,2600,0.0370594747364521,-0.3600329428911209,0.0,0.00014613172,-0.000949134998033152,0.0001,0.4948729872703552,0.2,,,
19666,0,15720,0.88,1.47,11722,15720,0,262,-0.12780549,0.15349796116352082,2610,0.0626240000128746,-0.34015603065490724,0.0,0.00033521056,-0.004229015189145402,0.0001,0.24484699964523315,0.2,,,
19745,0,15780,0.92,1.32,11772,15780,0,263,-0.08126264,0.119435253739357,2620,0.052299629896879196,-0.31138349175453184,0.0,0.0007737726,-0.0015715523362935357,0.0001,0.39881736040115356,0.2,,,
19829,0,15840,0.96,1.18,11824,15840,0,264,-0.038968050000000004,0.0733667068183422,2630,0.02912098355591297,-0.2884924978017807,0.0,0.00022493998,-0.0010149593151679071,0.0001,0.41396254301071167,0.2,,,
19896,0,15900,0.93,1.29,11864,15900,0,265,-0.07133261,0.05184188261628151,2640,0.022897163406014442,-0.2740998089313507,0.0,9.5949574e-05,-0.0006552366381220142,0.0001,0.08884924650192261,0.2,,,
19967,0,15960,0.91,1.33,11915,15960,0,266,-0.10304158000000001,0.18518667966127395,2650,0.08013875782489777,-0.2609846889972687,0.0,1.6669433e-06,1.33365393324425e-06,0.0001,0.24208807945251465,0.2,,,
20032,0,16020,0.93,1.3,11955,16020,0,267,-0.07161469999999999,0.07779242768883705,2660,0.033501628786325455,-0.25368821918964385,0.0,0.00017825067,-0.0012720009096181429,0.0001,0.49426209926605225,0.2,,,
20105,0,16080,0.92,1.39,11996,16080,0,268,-0.07302070000000001,0.14068154916167258,2670,0.058084748685359955,-0.24033763259649277,0.0,7.522603e-05,-0.0011360989081246053,0.0001,-0.03353691101074219,0.2,,,
20187,0,16140,0.9,1.46,12039,16140,0,269,-0.07287241,0.11507035940885543,2680,0.050260864198207855,-0.2306861773133278,0.0,0.00011356473,-0.0013069356306246505,0.0001,0.253598153591156,0.2,,,
20266,0,16200,0.86,1.52,12075,16200,0,270,-0.12502386999999998,0.09067410230636597,2690,0.040909748524427414,-0.23516706079244615,0.0,4.7783055e-07,-2.147356651860388e-06,0.0001,0.11272239685058594,0.2,,,
20348,0,16260,0.89,1.42,12120,16260,0,271,-0.11526539,0.22396397590637207,2700,0.09727928787469864,-0.2373579055070877,0.0,5.455812e-06,-0.00021439124851596603,0.0001,0.29283416271209717,0.2,,,
20417,0,16320,0.94,1.27,12168,16320,0,272,-0.07156104999999999,0.11427536010742187,2710,0.048203565180301666,-0.23300945907831191,0.0,0.0001431634,-0.002040040077214833,0.0001,0.2563425302505493,0.2,,,
20486,0,16380,0.95,1.22,12216,16380,0,273,-0.04898082999999999,0.09740426689386368,2720,0.04077130928635597,-0.21719057708978654,0.0,0.00027857025,-0.0020156235495232266,0.0001,0.3294520378112793,0.2,,,
20556,0,16440,0.92,1.33,12258,16440,0,274,-0.08139901,0.03773592561483383,2730,0.017687320709228516,-0.2069930076599121,0.0,1.0839105e-05,0.000153097511210909,0.0001,0.362521231174469,0.2,,,
20635,0,16500,0.92,1.38,12303,16500,0,275,-0.08340169999999997,0.1436286486685276,2740,0.06030205637216568,-0.20691128969192504,0.0,1.6657512e-05,-0.0003263219976407328,0.0001,0.347694993019104,0.2,,,
20716,0,16560,0.93,1.31,12347,16560,0,276,-0.07245797,0.12047484368085862,2750,0.05426955595612526,-0.21344140619039537,0.0,2.1601716e-05,6.771783068110215e-06,0.0001,-0.03186380863189697,0.2,,,
20792,0,16620,0.94,1.26,12400,16620,0,277,-0.06114916999999998,0.12358808442950249,2760,0.054233163595199585,-0.2135626941919327,0.0,2.2198756e-05,-0.0005624485104270604,0.0001,0.374370813369751,0.2,,,
20871,0,16680,0.96,1.21,12446,16680,0,278,-0.05057067999999999,0.03302498888224363,2770,0.013456929475069046,-0.2070251315832138,0.0,1.7477076e-05,-0.00016487548576460398,0.0001,0.5387489199638367,0.2,,,
20943,0,16740,0.92,1.33,12490,16740,0,279,-0.09263969999999999,0.13508507758378982,2780,0.06276290863752365,-0.2006837993860245,0.0,1.2218952e-07,2.0775298071384896e-05,0.0001,0.09121298789978027,0.2,,,
21020,0,16800,0.9,1.39,12532,16800,0,280,-0.09289618,0.09795519560575486,2790,0.04485786706209183,-0.20038872510194777,0.0,0.0,-5.439917319272069e-07,0.0001,0.4356573820114136,0.2,,,
21092,0,16860,0.92,1.34,12575,16860,0,281,-0.06227114,0.14536147117614745,2800,0.06097922474145889,-0.20534989833831788,0.0,0.0003204584,-0.00247651955762791,0.0001,-0.06379234790802002,0.2,,,
21157,0,16920,0.93,1.34,12621,16920,0,282,-0.07157207000000002,0.11334742531180382,2810,0.045584868639707565,-0.22371609658002853,0.0,0.00028256874,-0.0011193114712177987,0.0001,0.02855759859085083,0.2,,,
21223,0,16980,0.91,1.37,12664,16980,0,283,-0.09463681999999998,0.08067448586225509,2820,0.034400735050439835,-0.24035136103630067,0.0,0.00012268225,-0.0006894676002169309,0.0001,0.41729509830474854,0.2,,,
21292,0,17040,0.89,1.44,12703,17040,0,284,-0.08606324000000003,0.10706849917769432,2830,0.04872869327664375,-0.25578709989786147,0.0,9.433428e-05,-0.00031006627740373107,0.0001,0.2919163107872009,0.2,,,
21358,0,17100,0.89,1.39,12750,17100,0,285,-0.09556644,0.12257217019796371,2840,0.05209727957844734,-0.2662550359964371,0.0,6.823142e-05,-0.0010930216825605576,0.0001,0.0881805419921875,0.2,,,
21432,0,17160,0.95,1.2,12801,17160,0,286,-0.06013313000000001,0.11549765914678574,2850,0.05026222765445709,-0.2692127078771591,0.0,8.829435e-06,0.00021275132898139758,0.0001,0.2267557978630066,0.2,,,
21499,0,17220,0.96,1.25,12847,17220,0,287,-0.050586600000000016,0.08749198913574219,2860,0.040189340710639954,-0.2644162505865097,0.0,4.569789e-05,-0.0005984497969620861,0.0001,0.21224433183670044,0.2,,,
21573,0,17280,0.95,1.3,12893,17280,0,288,-0.06223649999999999,0.07360173389315605,2870,0.02934621460735798,-0.25512722730636594,0.0,7.4336926e-06,0.0001165560879842431,0.0001,0.2791832685470581,0.2,,,
21643,0,17340,0.94,1.28,12940,17340,0,289,-0.07198460999999999,0.14426823258399962,2880,0.06401517987251282,-0.25080626606941225,0.0,5.0339102e-05,-0.0012086826711797728,0.0001,0.061148762702941895,0.2,,,
21713,0,17400,0.95,1.25,12988,17400,0,290,-0.052962240000000015,0.08022275194525719,2890,0.03223114460706711,-0.24620302766561508,0.0,0.0001223882,-0.0008960228663150716,0.0001,0.4249206781387329,0.2,,,
21783,0,17460,0.93,1.31,13032,17460,0,291,-0.06338099,0.09770340099930763,2900,0.03968089446425438,-0.25870964825153353,0.0,0.000114338596,-0.0003519027898921223,0.0001,-0.3330984115600586,0.2,,,
21849,0,17520,0.91,1.33,13080,17520,0,292,-0.07240371,0.10374104902148247,2910,0.04744173213839531,-0.26634796857833865,0.0,1.3291836e-05,-2.6100703241027644e-05,0.0001,0.2994454503059387,0.2,,,
21916,0,17580,0.92,1.32,13125,17580,0,293,-0.062293070000000006,0.08953256160020828,2920,0.04233314096927643,-0.26394174098968504,0.0,1.51515005e-05,-4.565775370184433e-05,0.0001,0.40437865257263184,0.2,,,
21982,0,17640,0.95,1.23,13177,17640,0,294,-0.02967243,0.10627082288265229,2930,0.04231073707342148,-0.26216385066509246,0.0,5.654494e-06,-1.7653828366093193e-05,0.0001,-0.5290921926498413,0.2,,,
22046,0,17700,0.91,1.34,13215,17700,0,295,-0.06156552,0.04277169108390808,2940,0.01250777393579483,-0.25540597140789034,0.0,0.00019154846,-0.003529794709950984,0.0001,0.2504268288612366,0.2,,,
22113,0,17760,0.91,1.35,13263,17760,0,296,-0.0813461,0.1461215063929558,2950,0.06080256402492523,-0.2349616289138794,0.0,0.00016735097,-0.0015020728984382003,0.0001,0.27072590589523315,0.2,,,
22183,0,17820,0.95,1.22,13313,17820,0,297,-0.05933685,0.06551930792629719,2960,0.027069635689258575,-0.22049889713525772,0.0,0.00010206501,-0.0006682369189125126,0.0001,0.5114066004753113,0.2,,,
22248,0,17880,0.93,1.29,13353,17880,0,298,-0.08172617999999998,0.035121888294816016,2970,0.013392253778874874,-0.21106938868761063,0.0,3.0010938e-06,3.431588416198394e-05,0.0001,0.7362756729125977,0.2,,,
22313,0,17940,0.91,1.32,13402,17940,0,299,-0.09294385999999998,0.12617832496762277,2980,0.05319112539291382,-0.20964211225509644,0.0,3.4372013e-07,-3.971308474337576e-06,0.0001,0.5096523761749268,0.2,,,
,,18000,,,13451,18000,0,,,0.10469806268811226,2990,0.0443618968129158,-0.2153113827109337,0.0,0.00031523505,-0.0022232534556920315,0.0001,0.3100087642669678,0.2,-0.10454258546233178,0.91,1.31
22540,0,18000,0.93,1.25,,,,300,-0.050709540000000004,,,,,,,,,,,,,
22608,0,18060,0.91,1.31,13494,18060,0,301,-0.07238659999999998,0.0738386057317257,3000,0.031917769461870193,-0.23274482190608978,0.0,0.0001937002,-0.0006184560082813206,0.0001,-0.3279608488082886,0.2,,,
22677,0,18120,0.94,1.28,13543,18120,0,302,-0.06161124000000001,0.1473625421524048,3010,0.06756390631198883,-0.24075428247451783,0.0,1.3291836e-05,0.0001762888842343102,0.0001,0.24209505319595337,0.2,,,
22749,0,18180,0.96,1.24,13590,18180,0,303,-0.03932023,0.05524378456175327,3020,0.0230800099670887,-0.23279275745153427,0.0,1.873672e-05,-7.125735239199571e-07,0.0001,0.05228126049041748,0.2,,,
22827,0,18240,0.93,1.29,13636,18240,0,304,-0.07073330000000001,0.05010647885501385,3030,0.022980373352766037,-0.22977994084358216,0.0,1.0397037e-05,-0.00015384247051777322,0.0001,0.5287971496582031,0.2,,,
22895,0,18300,0.94,1.28,13682,18300,0,305,-0.06201441,0.10914088934659957,3040,0.04191065952181816,-0.2296464443206787,0.0,9.170075e-05,-0.0015525658031886546,0.0001,0.45953744649887085,0.2,,,
22965,0,18360,0.97,1.25,13734,18360,0,306,-0.031729020000000004,0.07231985107064247,3050,0.031154662370681763,-0.2249893292784691,0.0,0.00013519525,-0.00014221842138475437,0.0001,0.22985398769378662,0.2,,,
23035,0,18420,0.95,1.32,13769,18420,0,307,-0.05231878999999999,0.04167798273265362,3060,0.01116408221423626,-0.22351362705230712,0.0,8.59797e-06,-0.00016273627700975625,0.0001,-62.95383834838867,0.2,,,
23101,0,18480,0.89,1.53,13809,18480,0,308,-0.10574625000000001,0.1712258994579315,3070,0.08099307119846344,-0.21884145736694335,0.0,5.979339e-06,6.795192749748935e-05,0.0001,0.3355823755264282,0.2,,,
23171,0,18540,0.88,1.53,13851,18540,0,309,-0.11554137,0.15554434061050415,3080,0.06282991915941238,-0.21929767429828645,0.0,3.7978094e-05,-0.0005244112437988946,0.0001,0.28832298517227173,0.2,,,
23253,0,18600,0.9,1.4,13894,18600,0,310,-0.11671102,0.15449712574481964,3090,0.0742122232913971,-0.22745842337608338,0.0,1.0162591e-06,5.3644177366862775e-08,0.0001,0.13965415954589844,0.2,,,
23318,0,18660,0.93,1.33,13939,18660,0,311,-0.08479306000000002,0.13049856424331666,3100,0.060649167746305466,-0.2318740651011467,0.0,1.202027e-07,-1.3847648965281678e-06,0.0001,0.3185487985610962,0.2,,,
23395,0,18720,0.93,1.33,13984,18720,0,312,-0.07096615,0.12125870659947395,3110,0.0526985265314579,-0.2385326147079468,0.0,0.00033027132,-0.0016361585599952377,0.0001,0.0487666130065918,0.2,,,
23468,0,18780,0.91,1.31,14029,18780,0,313,-0.08091854,0.10316516980528831,3120,0.04337312653660774,-0.2590376824140549,0.0,0.000108215216,-0.0007866048772120493,0.0001,0.2355436086654663,0.2,,,
23538,0,18840,0.92,1.3,14075,18840,0,314,-0.07342654,0.10909481644630432,3130,0.047994524240493774,-0.28090730011463166,0.0,0.00035818914,-0.001452208833264379,0.0001,0.4029223918914795,0.2,,,
23606,0,18900,0.89,1.41,14114,18900,0,315,-0.09621791,0.08676164969801903,3140,0.03397788107395172,-0.30589738190174104,0.0,0.00026181142,-0.0007261474227805209,0.0001,0.28791093826293945,0.2,,,
23672,0,18960,0.93,1.34,14161,18960,0,316,-0.07235442,0.21186261028051376,3150,0.09857086837291718,-0.3239369958639145,0.0,3.6766132e-06,-4.557569851648679e-06,0.0001,0.06940615177154541,0.2,,,
23748,0,19020,0.91,1.39,14204,19020,0,317,-0.09189254999999999,0.06978730633854865,3160,0.027898544445633888,-0.3283980429172516,0.0,2.5226673e-05,-0.00031524678113781235,0.0001,0.08982545137405396,0.2,,,
23817,0,19080,0.89,1.43,14245,19080,0,318,-0.10939923,0.14726932495832443,3170,0.0658465325832367,-0.318912148475647,0.0,4.0091076e-05,-0.00038330942115862856,0.0001,0.2433018684387207,0.2,,,
23895,0,19140,0.89,1.39,14293,19140,0,319,-0.09061490000000001,0.1526595711708069,3180,0.07070218026638031,-0.31191806197166444,0.0,1.3510386e-07,-1.1830851405303378e-05,0.0001,0.30638188123703003,0.2,,,
23968,0,19200,0.94,1.29,14336,19200,0,320,-0.04298424999999999,0.09848128855228425,3190,0.03512953594326973,-0.3103155046701431,0.0,4.5259794e-06,-9.606952517060563e-05,0.0001,0.3582231402397156,0.2,,,
24041,0,19260,0.94,1.31,14384,19260,0,321,-0.06278189,0.08835213407874107,3200,0.04066934064030647,-0.3092387944459915,0.0,2.3425619e-05,-0.00019381066445629537,0.0001,0.1516767144203186,0.2,,,
24106,0,19320,0.94,1.3,14425,19320,0,322,-0.06201522000000002,0.10092857852578163,3210,0.04070863500237465,-0.3260155826807022,0.0,0.0008862595,-0.0024059931375084885,0.0001,0.3071751594543457,0.2,,,
24172,0,19380,0.93,1.34,14472,19380,0,323,-0.06155677999999999,0.06804815530776978,3220,0.031047871336340904,-0.3572645366191864,0.0,0.00011165837,-0.00021234393044627375,0.0001,0.4382203221321106,0.2,,,
24238,0,19440,0.93,1.35,14516,19440,0,324,-0.07401234000000001,0.046808425709605216,3230,0.021099289879202843,-0.375010672211647,0.0,3.1613312e-05,8.500228238217389e-05,0.0001,0.4270668625831604,0.2,,,
24306,0,19500,0.91,1.4,14558,19500,0,325,-0.08571308999999999,0.13556822761893272,3240,0.054916903376579285,-0.37495535612106323,0.0,1.8779438e-05,-0.0002863281986537736,0.0001,0.2904900908470154,0.2,,,
24380,0,19560,0.9,1.39,14604,19560,0,326,-0.0830279,0.13549889326095582,3250,0.0581667460501194,-0.36744965612888336,0.0,6.629825e-05,-0.000849068376749873,0.0001,-0.15725493431091309,0.2,,,
24450,0,19620,0.94,1.23,14655,19620,0,327,-0.06019079999999999,0.11308247596025467,3260,0.04627081751823425,-0.3569731444120407,0.0,0.00038012463,-0.0037188389160050404,0.0001,0.24271726608276367,0.2,,,
24532,0,19680,0.96,1.21,14703,19680,0,328,-0.05046986,0.06624423116445541,3270,0.02567911148071289,-0.3405412495136261,0.0,0.00019607742,-0.0013261826757419825,0.0001,0.3737022280693054,0.2,,,
24606,0,19740,0.93,1.3,14748,19740,0,329,-0.07196222000000001,0.056536565721035006,3280,0.024876413866877556,-0.3690438359975815,0.0,0.00011138121,-0.0005001203716771485,0.0001,0.4885261058807373,0.2,,,
24672,0,19800,0.92,1.35,14788,19800,0,330,-0.07089845,0.15734005868434905,3290,0.0635945126414299,-0.40163794755935667,0.0,0.00082443753,-0.0034326389812243006,0.0001,-0.13907372951507568,0.2,,,
24745,0,19860,0.93,1.32,14835,19860,0,331,-0.07025880999999999,0.12887475416064262,3300,0.04737963154911995,-0.4811632871627808,0.03333333451300859,0.004011218,-0.006561628950294107,0.0001,0.07269203662872314,0.2,,,
24813,0,19920,0.92,1.36,14877,19920,0,332,-0.09166189000000002,0.09311052560806274,3310,0.0370996855199337,-0.5268860757350922,0.0,0.0004957974,-0.0023749747056475813,0.0001,0.22418296337127686,0.2,,,
24885,0,19980,0.93,1.3,14927,19980,0,333,-0.07150563,0.10948555767536164,3320,0.04301822558045387,-0.4640707403421402,0.0,0.0011394153,-0.0022536962768452185,0.0001,0.4859917163848877,0.2,,,
24952,0,20040,0.94,1.3,14970,20040,0,334,-0.06210109999999999,0.08467148020863532,3330,0.036610838025808334,-0.4346330642700195,0.0,2.9849012e-05,0.00021388560950672542,0.0001,-0.23137128353118896,0.2,,,
25020,0,20100,0.93,1.31,15019,20100,0,335,-0.08249526000000001,0.1479795381426811,3340,0.05871009826660156,-0.42300098538398745,0.0,0.00052784383,-0.004830670677086646,0.0001,-0.01617884635925293,0.2,,,
25087,0,20160,0.97,1.19,15071,20160,0,336,-0.039488760000000005,0.09650342464447022,3350,0.031306859105825424,-0.39811399579048157,0.001666666753590107,0.0016031305,-0.006064804058211503,0.0001,0.368259072303772,0.2,,,
25156,0,20220,0.95,1.26,15116,20220,0,337,-0.043639460000000005,0.023936394602060318,3360,0.0066017103381454945,-0.3621648013591766,0.0,0.0002390037,-0.0007977568635639364,0.0001,-71.24474334716797,0.2,,,
25231,0,20280,0.93,1.26,15165,20280,0,338,-0.04378017,0.06961637735366821,3370,0.028157014399766922,-0.35663114190101625,0.0,0.00024539133,-0.0008879813413052773,0.0001,0.32819950580596924,0.2,,,
25298,0,20340,0.93,1.28,15209,20340,0,339,-0.061509299999999996,0.0616007212549448,3380,0.021326906979084015,-0.38072305023670194,0.0,0.00050851604,-0.0023019024673704537,0.0001,-0.027312159538269043,0.2,,,
25363,0,20400,0.89,1.43,15249,20400,0,340,-0.08409501000000001,0.11479501351714134,3390,0.04619123786687851,-0.39861041605472564,0.0,0.00029287636,-0.0013838969799689904,0.0001,0.457161009311676,0.2,,,
25438,0,20460,0.93,1.29,15299,20460,0,341,-0.06150201999999999,0.13586588948965073,3400,0.05432222783565521,-0.3902682960033417,0.0,0.00085219246,-0.0037553116093720362,0.0001,0.05486774444580078,0.2,,,
25511,0,20520,0.91,1.39,15335,20520,0,342,-0.08398642,0.06723472699522973,3410,0.03166788071393967,-0.3561788618564606,0.0,1.5937288e-05,0.00020819862766074948,0.0001,0.39515143632888794,0.2,,,
25587,0,20580,0.91,1.45,15380,20580,0,343,-0.09490149999999999,0.14945072382688523,3420,0.06477539241313934,-0.355609330534935,0.0,4.236897e-06,-1.8434028734226614e-05,0.0001,0.29372990131378174,0.2,,,
25653,0,20640,0.95,1.3,15429,20640,0,344,-0.062464969999999995,0.09465288296341896,3430,0.042038820683956146,-0.3596612125635147,0.0,4.810989e-05,-0.00048382570489289287,0.0001,0.14648252725601196,0.2,,,
25733,0,20700,0.92,1.36,15471,20700,0,345,-0.08131608000000001,0.0679857462644577,3440,0.023699939250946045,-0.3552484929561615,0.0,0.00036061704,-0.003328933278874846,0.0001,0.3481125235557556,0.2,,,
25795,0,20760,0.93,1.35,15517,20760,0,346,-0.06093508000000001,0.16256627440452576,3450,0.06529642641544342,-0.3263890892267227,0.0,0.0004531453,-0.0040498391088718225,0.0001,0.08874869346618652,0.2,,,
25863,0,20820,0.94,1.29,15565,20820,0,347,-0.060970350000000006,0.07910137772560119,3460,0.03193322569131851,-0.29067606329917905,0.0,0.00021207631,-0.0005579834253875759,0.0001,-0.05893218517303467,0.2,,,
25947,0,20880,0.94,1.27,15612,20880,0,348,-0.07048033999999999,0.10243138447403907,3470,0.040031805634498596,-0.2712827295064926,0.0,0.0004676044,-0.004328910149245501,0.0001,0.35441863536834717,0.2,,,
26021,0,20940,0.95,1.26,15659,20940,0,349,-0.059792249999999984,0.09683151841163636,3480,0.04319759085774422,-0.24895230680704117,0.0,3.8936734e-05,-1.7214218714789452e-05,0.0001,0.3030129671096802,0.2,,,
26097,0,21000,0.97,1.29,15701,21000,0,350,-0.04027495999999999,0.08606756031513214,3490,0.03365062549710274,-0.23443199843168258,0.0,0.0001576384,-0.002547604287392602,0.0001,0.20381951332092285,0.2,,,
26170,0,21060,0.93,1.4,15744,21060,0,351,-0.08192410999999998,0.054605404287576674,3500,0.021056845784187317,-0.22413882464170456,0.0,0.00021247267,-0.0007880102278917001,0.0001,0.24016034603118896,0.2,,,
26242,0,21120,0.93,1.33,15792,21120,0,352,-0.07179178,0.17736273854970933,3510,0.0776306763291359,-0.23176021575927735,0.0,4.9713253e-05,-0.0006846455769846215,0.0001,0.33590149879455566,0.2,,,
26312,0,21180,0.92,1.33,15831,21180,0,353,-0.07180937,0.05578575395047665,3520,0.02501024678349495,-0.24032299369573593,0.0,9.8218525e-06,3.403864785167521e-05,0.0001,0.1483231782913208,0.2,,,
26381,0,21240,0.9,1.34,15880,21240,0,354,-0.09132970999999998,0.19160459488630294,3530,0.08374515920877457,-0.23929452151060104,0.0,6.498098e-05,-0.001559520472558873,0.0001,0.2899622917175293,0.2,,,
26450,0,21300,0.91,1.34,12,21300,1,355,-0.09059076999999999,0.07984234765172005,3540,0.034789834171533585,-0.2390294700860977,0.0,2.2253394e-05,-0.00020316680425214173,0.0001,0.4241408109664917,0.2,,,
26519,0,21360,0.89,1.4,55,21360,1,356,-0.11140067999999997,0.1195739559829235,3550,0.050041314214468,-0.24034056216478347,0.0,0.00019433399,-0.002197162015824361,0.0001,0.2886754274368286,0.2,,,
26583,0,21420,0.9,1.44,98,21420,1,357,-0.10393374,0.10880168974399566,3560,0.04692112281918526,-0.23565775156021118,0.0,0.00015522838,-0.0004896051649089905,0.0001,0.44427210092544556,0.2,,,
