env/current_idx,env/completion_counter,eval/success_rate,eval/mean_reward,time/total_timesteps,env/n_steps,eval/mean_ep_length,time/iterations,time/time_elapsed,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss,train/loss,train/value_loss,train/approx_kl
,,,,9120,,,304,37504,0.79,-0.26043703,2.12,0,,,,,,,,,,
4538,0,0.94,-0.051748715504072604,9150,9150,1.42,,,,,,,0.026666668057441712,-0.007370114400982786,1520,0.1459571123123169,0.2,0.001,-0.12501258105039598,0.09620888531208038,0.23422911167144775,0.0030694583
,,,,9150,,,305,37619,0.78,-0.27344598999999997,2.22,0,,,,,,,,,,
4552,0,0.98,-0.029318809583783148,9180,9180,1.14,,,,,,,0.0,-3.155867245041577e-06,1525,0.2545654773712158,0.2,0.001,-0.0949189692735672,0.1290702521800995,0.2614594042301178,7.5181324e-06
,,,,9180,,,306,37736,0.77,-0.275389,2.25,0,,,,,,,,,,
4574,0,0.94,-0.0386309245461598,9210,9210,1.48,,,,,,,0.0,0.00022427399565163597,1530,0.33769768476486206,0.2,0.001,-0.08335325419902802,0.08011006563901901,0.17183541655540466,1.2828907e-05
,,,,9210,,,307,37856,0.77,-0.28058773,2.18,0,,,,,,,,,,
4593,0,0.9,-0.0848734901752323,9240,9240,1.6,,,,,,,0.0,-9.38574444120377e-07,1535,0.6018509864807129,0.2,0.001,-0.0978564366698265,0.04412183165550232,0.10490105003118515,5.986293e-06
,,,,9240,,,308,37982,0.81,-0.22838901000000003,1.93,0,,,,,,,,,,
4606,0,1.0,-0.007489555943757296,9270,9270,1.12,,,,,,,0.0,-2.515604095023605e-05,1540,0.37777239084243774,0.2,0.001,-0.11457084119319916,0.0467347577214241,0.11734482795000076,3.3756098e-06
,,,,9270,,,309,38087,0.81,-0.25018546,1.97,0,,,,,,,,,,
4623,0,0.94,-0.07122206003405154,9300,9300,1.4,,,,,,,0.0,-0.0035945544533507955,1545,0.40774238109588623,0.2,0.001,-0.11723200231790543,0.08291668444871902,0.25006966590881347,0.0003400147
,,,,9300,,,310,38205,0.84,-0.20282473,1.83,0,,,,,,,,,,
4635,0,0.96,-0.008632646752521395,9330,9330,1.16,,,,,,,0.0,8.803606164065059e-07,1550,0.6956771612167358,0.2,0.001,-0.09217487126588822,0.04643627256155014,0.08500914126634598,8.972486e-06
,,,,9330,,,311,38308,0.82,-0.22704472999999997,1.91,0,,,,,,,,,,
4652,0,0.92,-0.07403721732087433,9360,9360,1.38,,,,,,,0.0,4.309415793102289e-07,1555,0.25353288650512695,0.2,0.001,-0.0752911850810051,0.08581851422786713,0.2418961763381958,1.792113e-06
,,,,9360,,,312,38429,0.86,-0.18356241,1.79,0,,,,,,,,,,
4666,0,0.98,-0.029318789527751507,9390,9390,1.22,,,,,,,0.0,-1.1144081793368343e-06,1560,-0.7165589332580566,0.2,0.001,-0.06672190427780152,0.09071315079927444,0.19782504439353943,4.7683716e-07
,,,,9390,,,313,38554,0.83,-0.21842535999999999,1.92,0,,,,,,,,,,
4683,0,0.94,-0.051182248336263,9420,9420,1.4,,,,,,,0.0,-0.00041613498876955644,1565,0.5675162076950073,0.2,0.001,-0.06420786082744598,0.0789342075586319,0.18664996922016144,3.53237e-05
,,,,9420,,,314,38691,0.83,-0.22312834000000004,1.94,0,,,,,,,,,,
4700,0,1.0,-0.007961738691665231,9450,9450,1.14,,,,,,,0.0,-7.92741752064785e-07,1570,0.3869684934616089,0.2,0.001,-0.07079571932554245,0.07599900662899017,0.16918899416923522,7.748604e-07
,,,,9450,,,315,38803,0.84,-0.20314397,1.91,0,,,,,,,,,,
4720,0,0.98,-0.030112171787768604,9480,9480,1.28,,,,,,,0.013333334028720856,-0.0063551007273289885,1575,-0.0758436918258667,0.2,0.001,-0.08536739200353623,0.08989595621824265,0.1965024381875992,0.0029419204
,,,,9480,,,316,38921,0.87,-0.16083452999999998,1.81,0,,,,,,,,,,
4734,0,0.88,-0.12135568569414318,9510,9510,1.66,,,,,,,0.0,1.0053316760405552e-06,1580,0.6230425834655762,0.2,0.001,-0.11851638257503509,0.03884025290608406,0.10482950359582902,1.864036e-05
,,,,9510,,,317,39057,0.86,-0.17268210999999997,1.8,0,,,,,,,,,,
4751,0,1.0,-0.009913404667750002,9540,9540,1.2,,,,,,,0.0,-9.229183227255077e-06,1585,0.4280219078063965,0.2,0.001,-0.14592862427234649,0.1297023445367813,0.2516952782869339,1.16388e-05
,,,,9540,,,318,39159,0.85,-0.18909262,1.81,0,,,,,,,,,,
4766,0,0.98,-0.029930556905455888,9570,9570,1.24,,,,,,,0.0,-0.001435851273902955,1590,0.040551066398620605,0.2,0.001,-0.16767095327377318,0.1480206549167633,0.32767113447189333,0.00055325625
,,,,9570,,,319,39273,0.85,-0.17819795,1.83,0,,,,,,,,,,
4778,0,0.94,-0.07318487875629216,9600,9600,1.42,,,,,,,0.006666667014360428,-0.00024087826973619996,1595,0.5221500396728516,0.2,0.001,-0.20078520178794862,0.0630890503525734,0.12941839993000032,0.0007249276
,,,,9600,,,320,39394,0.85,-0.18380372,1.83,0,,,,,,,,,,
4794,0,0.94,-0.05148381541017443,9630,9630,1.3,,,,,,,0.013333334028720856,-0.009082051028187266,1600,0.1102299690246582,0.2,0.001,-0.20230858027935028,0.09320435672998428,0.23094150125980378,0.003591037
,,,,9630,,,321,39522,0.82,-0.23056160000000003,1.95,0,,,,,,,,,,
4807,0,0.96,-0.05391515279654414,9660,9660,1.2,,,,,,,0.0,1.4054526921825072e-05,1605,0.2934659719467163,0.2,0.001,-0.1358814924955368,0.10209379345178604,0.22063718140125274,5.45462e-05
,,,,9660,,,322,39638,0.8,-0.24669492,2.0,0,,,,,,,,,,
4825,0,0.92,-0.07327459317166359,9690,9690,1.44,,,,,,,0.013333334028720856,-0.0025292467900239757,1610,0.574874758720398,0.2,0.001,-0.09781826883554459,0.04765746369957924,0.11869094371795655,0.0021321913
,,,,9690,,,323,39763,0.82,-0.21259974999999998,1.94,0,,,,,,,,,,
4839,0,0.98,-0.007679873276501894,9720,9720,1.14,,,,,,,0.0,1.0327498170425997e-06,1615,0.26995521783828735,0.2,0.001,-0.07310880720615387,0.04715072363615036,0.11153891235589981,3.739198e-06
,,,,9720,,,324,39868,0.81,-0.21517187000000004,2.0,0,,,,,,,,,,
4859,0,0.94,-0.05251517790835351,9750,9750,1.44,,,,,,,0.0,-6.364981190909446e-06,1620,-0.11180365085601807,0.2,0.001,-0.061128491163253786,0.07693251967430115,0.16119801104068757,8.424123e-07
,,,,9750,,,325,39994,0.83,-0.18785310999999996,1.93,0,,,,,,,,,,
4874,0,0.92,-0.07376241494901478,9780,9780,1.44,,,,,,,0.0,-1.7712513802337071e-07,1625,0.5498837232589722,0.2,0.001,-0.05493824109435082,0.039408694952726364,0.08316514045000076,2.3841858e-07
,,,,9780,,,326,40112,0.81,-0.22315393999999997,1.95,0,,,,,,,,,,
4889,0,0.96,-0.052024238649755715,9810,9810,1.4,,,,,,,0.0,-1.790126153977667e-07,1630,0.32546383142471313,0.2,0.001,-0.05158789902925491,0.09442463517189026,0.24023102223873138,1.1920929e-07
,,,,9810,,,327,40228,0.82,-0.20440231,1.88,0,,,,,,,,,,
4902,0,0.96,-0.05063803028315306,9840,9840,1.36,,,,,,,0.0,1.1225541669546147e-07,1635,0.33370697498321533,0.2,0.001,-0.04974913075566292,0.0868041068315506,0.17203059494495393,0.0
,,,,9840,,,328,40348,0.83,-0.18153383,1.87,0,,,,,,,,,,
4914,0,0.92,-0.07473578958306462,9870,9870,1.46,,,,,,,0.0,1.708666514943502e-08,1640,-0.39843976497650146,0.2,0.001,-0.048694922029972075,0.19313155114650726,0.4096492946147919,0.0
,,,,9870,,,329,40473,0.81,-0.21105487000000003,1.96,0,,,,,,,,,,
4932,0,0.94,-0.07523061180952936,9900,9900,1.32,,,,,,,0.0,-3.178914731449822e-09,1645,0.3160468339920044,0.2,0.001,-0.048103596270084384,0.11783091723918915,0.24482516348361968,0.0
,,,,9900,,,330,40588,0.81,-0.21810426999999996,1.96,0,,,,,,,,,,
4945,0,1.0,-0.0073963579488918185,9930,9930,1.08,,,,,,,0.0,-0.00041865845889947905,1650,0.3607074022293091,0.2,0.001,-0.047268420457839966,0.06165767088532448,0.15381232500076295,0.00017870267
,,,,9930,,,331,40700,0.81,-0.22473504000000005,2.03,0,,,,,,,,,,
4961,0,0.94,-0.05336782484780997,9960,9960,1.24,,,,,,,0.0,-0.0004675875163712817,1655,0.24481946229934692,0.2,0.001,-0.04385007992386818,0.06685090810060501,0.1428628832101822,0.00070817274
,,,,9960,,,332,40811,0.81,-0.23398891999999996,2.05,0,,,,,,,,,,
4972,0,0.94,-0.05223909443244338,9990,9990,1.38,,,,,,,0.0,-1.0887781733970315e-07,1660,0.20397692918777466,0.2,0.001,-0.03975867703557014,0.19541911780834198,0.41152201890945433,1.1920929e-07
,,,,9990,,,333,40934,0.8,-0.23471522,2.11,0,,,,,,,,,,
4988,0,0.94,-0.07351413291878998,10020,10020,1.42,,,,,,,0.0,6.87440241620152e-08,1665,0.3655688762664795,0.2,0.001,-0.03732322081923485,0.11197514832019806,0.2914047032594681,0.0
,,,,10020,,,334,41063,0.82,-0.21463787,2.13,0,,,,,,,,,,
4998,0,0.96,-0.03022652812767774,10050,10050,1.3,,,,,,,0.0,-1.4801820373833153e-07,1670,-0.22944247722625732,0.2,0.001,-0.03601740449666977,0.10650990903377533,0.21471861004829407,0.0
,,,,10050,,,335,41182,0.81,-0.24912851,2.17,0,,,,,,,,,,
5014,0,0.94,-0.07451072937808931,10080,10080,1.32,,,,,,,0.0,-0.001231302788558608,1675,0.3442044258117676,0.2,0.001,-0.03636833801865578,0.14038024842739105,0.3250775456428528,0.00017510653
,,,,10080,,,336,41304,0.81,-0.25196397000000004,2.13,0,,,,,,,,,,
5029,0,0.94,-0.07197840148583054,10110,10110,1.32,,,,,,,0.0,-8.344650836988876e-09,1680,0.5831484794616699,0.2,0.001,-0.04235074520111084,0.05742643401026726,0.11520380526781082,4.7683716e-07
,,,,10110,,,337,41412,0.81,-0.25415943999999996,2.14,0,,,,,,,,,,
5044,0,1.0,-0.00868409242015332,10140,10140,1.2,,,,,,,0.0,1.6371409294890782e-07,1685,0.18765366077423096,0.2,0.001,-0.0479201652109623,0.08986157923936844,0.20019738078117372,2.3841858e-07
,,,,10140,,,338,41516,0.81,-0.25963627000000006,2.11,0,,,,,,,,,,
5061,0,0.98,-0.027933792769908906,10170,10170,1.14,,,,,,,0.0,1.8080075392390426e-08,1690,0.23435860872268677,0.2,0.001,-0.051616793125867845,0.0697266012430191,0.15245117247104645,1.1920929e-07
,,,,10170,,,339,41616,0.82,-0.22603997000000003,2.08,0,,,,,,,,,,
5078,0,0.94,-0.06989673062227666,10200,10200,1.34,,,,,,,0.0,-0.0005502894578725658,1695,-0.501846194267273,0.2,0.001,-0.05179682597517967,0.016722694039344788,0.05144011601805687,0.00019858082
,,,,10200,,,340,41729,0.85,-0.18934658999999995,1.95,0,,,,,,,,,,
5095,0,0.92,-0.10200046257115901,10230,10230,1.52,,,,,,,0.0,3.7004550087260667e-06,1700,0.7484776973724365,0.2,0.001,-0.042934732884168623,0.03357097506523132,0.07335378676652908,0.00015803972
,,,,10230,,,341,41856,0.85,-0.17765905,1.88,0,,,,,,,,,,
5111,0,0.94,-0.05464335273019969,10260,10260,1.46,,,,,,,0.0,7.589658039819369e-08,1705,0.04879409074783325,0.2,0.001,-0.03678446263074875,0.1207183301448822,0.31005628407001495,1.2318293e-07
,,,,10260,,,342,41969,0.86,-0.13976367,1.83,0,,,,,,,,,,
5127,0,0.98,-0.03116818563081324,10290,10290,1.3,,,,,,,0.0,4.718701163142214e-09,1710,0.3628401756286621,0.2,0.001,-0.03356525078415871,0.04229321703314781,0.08514829128980636,0.0
,,,,10290,,,343,42088,0.86,-0.14269953000000002,1.81,0,,,,,,,,,,
5141,0,0.9,-0.11893540458753706,10320,10320,1.58,,,,,,,0.0,8.12610004174985e-08,1715,0.455386221408844,0.2,0.001,-0.03182324916124344,0.06594143807888031,0.15510828495025636,0.0
,,,,10320,,,344,42213,0.84,-0.15518827,1.85,0,,,,,,,,,,
5154,0,0.92,-0.07602323416620493,10350,10350,1.66,,,,,,,0.0,-7.271766602201524e-08,1720,0.015232563018798828,0.2,0.001,-0.030842292308807372,0.1141132116317749,0.244488725066185,0.0
,,,,10350,,,345,42361,0.8,-0.20291463,1.95,0,,,,,,,,,,
5174,0,0.92,-0.09419163410086184,10380,10380,1.42,,,,,,,0.0,-7.152557301992601e-09,1725,0.012568235397338867,0.2,0.001,-0.03025147095322609,0.09660232812166214,0.2231040269136429,0.0
,,,,10380,,,346,42478,0.82,-0.19647377,1.87,0,,,,,,,,,,
5187,0,0.94,-0.03218640118837356,10410,10410,1.46,,,,,,,0.0,-1.1523564857895962e-08,1730,0.0383639931678772,0.2,0.001,-0.029929256811738015,0.15500403940677643,0.35352662205696106,0.0
,,,,10410,,,347,42596,0.82,-0.20344285000000004,1.92,0,,,,,,,,,,
5196,0,0.9,-0.11411559826694428,10440,10440,1.5,,,,,,,0.0,1.1920928955078126e-08,1735,-0.15655207633972168,0.2,0.001,-0.029726318269968032,0.11991360038518906,0.2541045010089874,0.0
,,,,10440,,,348,42725,0.79,-0.24198880999999997,2.02,0,,,,,,,,,,
5212,0,0.94,-0.05729122926015407,10470,10470,1.44,,,,,,,0.0,-9.139379253397806e-09,1740,0.0002827644348144531,0.2,0.001,-0.029630931466817854,0.18272098898887634,0.3885830581188202,0.0
,,,,10470,,,349,42861,0.78,-0.26681788,2.06,0,,,,,,,,,,
5228,0,0.96,-0.05060961396433413,10500,10500,1.34,,,,,,,0.0,3.5762787398141426e-09,1745,0.33510255813598633,0.2,0.001,-0.029539097100496292,0.07909724116325378,0.17278241813182832,0.0
,,,,10500,,,350,42993,0.77,-0.2632621,2.09,0,,,,,,,,,,
5241,0,0.94,-0.03661092143505812,10530,10530,1.34,,,,,,,0.0,2.3841860041784456e-09,1750,0.26412105560302734,0.2,0.001,-0.02950671799480915,0.07139690965414047,0.16725930273532869,0.0
,,,,10530,,,351,43108,0.79,-0.24859241999999998,2.08,0,,,,,,,,,,
5258,0,0.94,-0.05904251942411065,10560,10560,1.38,,,,,,,0.0,-8.940696627490752e-08,1755,0.15246427059173584,0.2,0.001,-0.029554136842489243,0.07699546217918396,0.16579731404781342,0.0
,,,,10560,,,352,43223,0.82,-0.21331375000000002,2.0,0,,,,,,,,,,
5269,0,0.96,-0.051294585186988116,10590,10590,1.28,,,,,,,0.0,-1.0410944675243173e-07,1760,0.18479329347610474,0.2,0.001,-0.02948988154530525,0.05365080013871193,0.13138754814863204,0.0
,,,,10590,,,353,43341,0.79,-0.25142025,2.17,0,,,,,,,,,,
5280,0,0.94,-0.07084163437131792,10620,10620,1.38,,,,,,,0.0,-9.934107225717526e-09,1765,0.028230726718902588,0.2,0.001,-0.029498693719506263,0.08851570636034012,0.20503708720207214,0.0
,,,,10620,,,354,43470,0.76,-0.27027741,2.24,0,,,,,,,,,,
5301,0,0.96,-0.03045865605585277,10650,10650,1.32,,,,,,,0.0,-5.4140887506548554e-08,1770,0.40467649698257446,0.2,0.001,-0.02960294634103775,0.06141403689980507,0.13287923634052276,0.0
,,,,10650,,,355,43583,0.82,-0.20077251000000002,2.01,0,,,,,,,,,,
5311,0,0.94,-0.07768866578582674,10680,10680,1.54,,,,,,,0.0,-5.356470804684932e-07,1775,0.5179293155670166,0.2,0.001,-0.02964025139808655,0.04327409341931343,0.10352824479341508,0.0
,,,,10680,,,356,43720,0.79,-0.24416581999999998,2.09,0,,,,,,,,,,
5327,0,0.94,-0.0715716506075114,10710,10710,1.34,,,,,,,0.0,7.351240327579944e-09,1780,0.18382734060287476,0.2,0.001,-0.02952224723994732,0.09761331975460052,0.3058064699172974,0.0
,,,,10710,,,357,43839,0.8,-0.23344721,2.1,0,,,,,,,,,,
5338,0,0.98,-0.01035408791154623,10740,10740,1.32,,,,,,,0.0,-2.1855040444052063e-09,1785,0.40514421463012695,0.2,0.001,-0.02944011799991131,0.11300231516361237,0.22781937420368195,0.0
,,,,10740,,,358,43951,0.77,-0.26867336,2.22,0,,,,,,,,,,
5355,0,0.94,-0.07097073611803353,10770,10770,1.34,,,,,,,0.0,2.0662944422156215e-08,1790,-0.10278463363647461,0.2,0.001,-0.02944340407848358,0.09694429486989975,0.24818173050880432,0.0
,,,,10770,,,359,44069,0.78,-0.25754487,2.17,0,,,,,,,,,,
5370,0,1.0,-0.009457153864204884,10800,10800,1.22,,,,,,,0.0,1.8676122337524247e-08,1795,0.012222468852996826,0.2,0.001,-0.029433075711131094,0.08724808692932129,0.1867877185344696,0.0
,,,,10800,,,360,44178,0.78,-0.25430621,2.06,0,,,,,,,,,,
5387,0,0.96,-0.05618947842158377,10830,10830,1.34,,,,,,,0.0,2.7020772286334704e-08,1800,0.15911513566970825,0.2,0.001,-0.029478483274579047,0.08967225253582001,0.19270790219306946,0.0
,,,,10830,,,361,44298,0.81,-0.22941837999999998,1.99,0,,,,,,,,,,
5398,0,0.98,-0.0295316453371197,10860,10860,1.2,,,,,,,0.0,2.582868141587369e-09,1805,0.1336994171142578,0.2,0.001,-0.029453954845666885,0.10525041073560715,0.23969165086746216,0.0
,,,,10860,,,362,44396,0.8,-0.24396259,2.1,0,,,,,,,,,,
5416,0,0.94,-0.05020035737194121,10890,10890,1.28,,,,,,,0.0,-6.516774639919731e-08,1810,0.024666249752044678,0.2,0.001,-0.0294821847230196,0.09589802473783493,0.20776210725307465,0.0
,,,,10890,,,363,44501,0.85,-0.18166047000000002,2.01,0,,,,,,,,,,
5425,0,0.94,-0.040274740173481406,10920,10920,1.48,,,,,,,0.0,3.5762788286319847e-09,1815,-0.09443962574005127,0.2,0.001,-0.029422672092914583,0.08662282675504684,0.1806671589612961,0.0
,,,,10920,,,364,44647,0.84,-0.20617164,2.11,0,,,,,,,,,,
5440,0,0.94,-0.07069303833413869,10950,10950,1.34,,,,,,,0.006666667014360428,-0.003852382892122108,1820,0.04825550317764282,0.2,0.001,-0.02728757672011852,0.07736804336309433,0.1910870999097824,0.001186951
,,,,10950,,,365,44759,0.85,-0.20460787,2.04,0,,,,,,,,,,
5455,0,0.98,-0.008982632951810956,10980,10980,1.22,,,,,,,0.0,-3.8107236761675266e-07,1825,-0.009479165077209473,0.2,0.001,-0.02025705575942993,0.15737850964069366,0.3420061767101288,2.3841858e-07
,,,,10980,,,366,44871,0.83,-0.23594496000000004,2.1,0,,,,,,,,,,
5468,0,0.96,-0.04936100400984287,11010,11010,1.24,,,,,,,0.0,-2.145767270533838e-08,1830,0.007983207702636719,0.2,0.001,-0.016397192887961865,0.15762445330619812,0.3270672857761383,0.0
,,,,11010,,,367,44976,0.83,-0.22482171,2.16,0,,,,,,,,,,
5489,0,0.88,-0.13647509812377392,11040,11040,1.68,,,,,,,0.0,-2.443790467765439e-08,1835,0.0964856743812561,0.2,0.001,-0.014508954808115959,0.09248378127813339,0.24094808101654053,0.0
,,,,11040,,,368,45098,0.86,-0.18894321000000003,2.02,0,,,,,,,,,,
5503,0,0.92,-0.05925545023288578,11070,11070,1.58,,,,,,,0.0,-9.139378853717518e-09,1840,0.04458892345428467,0.2,0.001,-0.013507764227688313,0.06328924745321274,0.13738515973091125,0.0
,,,,11070,,,369,45220,0.84,-0.20024599,2.02,0,,,,,,,,,,
5517,0,0.94,-0.07141084568109363,11100,11100,1.36,,,,,,,0.0,5.5631003803569e-09,1845,0.2970888614654541,0.2,0.001,-0.012951137870550156,0.11588668078184128,0.2685608297586441,0.0
,,,,11100,,,370,45344,0.82,-0.22761035,2.03,0,,,,,,,,,,
5534,0,0.94,-0.07150080476887524,11130,11130,1.42,,,,,,,0.0,1.1920929132713809e-08,1850,0.2125665545463562,0.2,0.001,-0.01263208519667387,0.1338406205177307,0.3423395693302155,0.0
,,,,11130,,,371,45458,0.84,-0.19971912,1.95,0,,,,,,,,,,
5550,0,0.96,-0.049439974389970304,11160,11160,1.22,,,,,,,0.0,3.8941702129591246e-08,1855,0.43353378772735596,0.2,0.001,-0.012553800269961357,0.11440917104482651,0.21512387692928314,0.0
,,,,11160,,,372,45564,0.85,-0.18305009000000003,1.9,0,,,,,,,,,,
5566,0,0.94,-0.084891751492396,11190,11190,1.36,,,,,,,0.0,1.3907750329167357e-08,1860,0.1905788779258728,0.2,0.001,-0.012340480275452138,0.11210998147726059,0.236245796084404,0.0
,,,,11190,,,373,45677,0.86,-0.18320978,1.86,0,,,,,,,,,,
5580,0,0.98,-0.010589782055467368,11220,11220,1.26,,,,,,,0.0,8.742014312446144e-09,1865,-0.12376630306243896,0.2,0.001,-0.012285499088466167,0.100278340280056,0.23386764526367188,0.0
,,,,11220,,,374,45783,0.83,-0.21680413,1.92,0,,,,,,,,,,
5593,0,0.96,-0.03221920906100422,11250,11250,1.4,,,,,,,0.0,-8.5433329743978e-09,1870,0.2223336100578308,0.2,0.001,-0.012254033237695694,0.0933588296175003,0.2015700787305832,0.0
,,,,11250,,,375,45894,0.81,-0.24103483999999997,1.97,0,,,,,,,,,,
5609,0,0.98,-0.02770868772175163,11280,11280,1.1,,,,,,,0.0,-1.6689300963435015e-08,1875,0.44628000259399414,0.2,0.001,-0.012225481122732163,0.060382552444934845,0.1387145295739174,0.0
,,,,11280,,,376,45996,0.82,-0.24730935000000007,1.96,0,,,,,,,,,,
5625,0,0.92,-0.09843881367705762,11310,11310,1.58,,,,,,,0.0,-8.742014134810461e-09,1880,0.5021517276763916,0.2,0.001,-0.01220687460154295,0.0957622155547142,0.21648201644420623,0.0
,,,,11310,,,377,46126,0.82,-0.23665464000000008,1.93,0,,,,,,,,,,
5642,0,0.96,-0.036098161386325954,11340,11340,1.3,,,,,,,0.0,-9.338061524033492e-09,1885,0.23442667722702026,0.2,0.001,-0.01220178660005331,0.12082613259553909,0.2609801054000854,0.0
,,,,11340,,,378,46234,0.82,-0.24254371999999996,1.91,0,,,,,,,,,,
5655,0,0.98,-0.03110574423801154,11370,11370,1.32,,,,,,,0.0,-3.526608143289422e-08,1890,0.5402178764343262,0.2,0.001,-0.012209954671561718,0.0542796328663826,0.1271255150437355,0.0
,,,,11370,,,379,46338,0.8,-0.26787008,2.04,0,,,,,,,,,,
5669,0,0.92,-0.09962915636133403,11400,11400,1.42,,,,,,,0.0,4.768371741903365e-09,1895,0.1674278974533081,0.2,0.001,-0.012192311510443688,0.09005886316299438,0.19192194044589997,0.0
,,,,11400,,,380,46454,0.81,-0.25461199,2.0,0,,,,,,,,,,
5683,0,0.96,-0.05272956377826631,11430,11430,1.44,,,,,,,0.0,-1.9868215694884838e-08,1900,-0.04968702793121338,0.2,0.001,-0.01219211220741272,0.11492940038442612,0.26784969568252565,0.0
,,,,11430,,,381,46573,0.81,-0.25912659,2.03,0,,,,,,,,,,
5701,0,0.96,-0.04960055977106095,11460,11460,1.24,,,,,,,0.0,-1.430511451516736e-08,1905,0.2081911563873291,0.2,0.001,-0.012197421304881573,0.14090435206890106,0.3047095835208893,0.0
,,,,11460,,,382,46740,0.84,-0.22203979999999998,1.93,0,,,,,,,,,,
5713,0,0.98,-0.03621206055860966,11490,11490,1.16,,,,,,,0.0,1.0331471784752466e-07,1910,-0.5834921598434448,0.2,0.001,-0.01222078874707222,0.14924564957618713,0.3230312645435333,0.0
,,,,11490,,,383,46837,0.81,-0.24713093,2.06,0,,,,,,,,,,
5726,0,1.0,-0.008872444373555482,11520,11520,1.1,,,,,,,0.0,-3.9736432810855146e-09,1915,0.3590782880783081,0.2,0.001,-0.01221221573650837,0.050632283091545105,0.12003326416015625,0.0
,,,,11520,,,384,46932,0.83,-0.21969390999999994,2.03,0,,,,,,,,,,
5739,0,0.96,-0.02993955845478922,11550,11550,1.24,,,,,,,0.0,1.0132789185490765e-08,1920,0.3366473913192749,0.2,0.001,-0.012192507088184357,0.07807829231023788,0.1728246957063675,0.0
,,,,11550,,,385,47038,0.81,-0.24125911999999997,2.13,0,,,,,,,,,,
5753,0,1.0,-0.010215161507949233,11580,11580,1.24,,,,,,,0.0,-1.0331472299895949e-08,1925,-0.22982215881347656,0.2,0.001,-0.012197034060955047,0.14234815537929535,0.3110393643379211,0.0
,,,,11580,,,386,47146,0.81,-0.24584529,2.12,0,,,,,,,,,,
5766,0,1.0,-0.006244734670035541,11610,11610,1.02,,,,,,,0.0,-3.973643103449831e-09,1930,-0.03216564655303955,0.2,0.001,-0.012189413607120513,0.12446986883878708,0.27035022974014283,0.0
,,,,11610,,,387,47238,0.8,-0.25717023,2.17,0,,,,,,,,,,
5786,0,0.96,-0.0511680266354233,11640,11640,1.26,,,,,,,0.0,-3.437201279155033e-08,1935,0.24029088020324707,0.2,0.001,-0.012198344618082047,0.07671651244163513,0.16917381584644317,0.0
,,,,11640,,,388,47348,0.83,-0.23291096000000003,2.04,0,,,,,,,,,,
5801,0,0.9,-0.11443522347137332,11670,11670,1.6,,,,,,,0.0,2.5828679373063323e-08,1940,0.1596030592918396,0.2,0.001,-0.01219465844333172,0.13348416984081268,0.27629377841949465,0.0
,,,,11670,,,389,47479,0.81,-0.24603755,2.13,0,,,,,,,,,,
