env/current_idx,env/completion_counter,eval/success_rate,eval/mean_reward,time/total_timesteps,env/n_steps,eval/mean_ep_length,time/iterations,time/time_elapsed,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss,train/loss,train/value_loss,train/approx_kl
11,0,0.94,-0.07551680706907064,30,30,1.54,,,,,,,,,,,,,,,,
,,,,30,,,1,164,0.8,-0.2858599,2.7,0,,,,,,,,,,
18,0,0.96,-0.054785454478114844,60,60,1.34,,,,,,,0.0,-0.034488719751437455,5,-0.5029473304748535,0.2,0.001,-1.943433666229248,-0.023900572210550308,0.1322374828159809,0.0069939476
,,,,60,,,2,292,0.5882352941176471,-0.5559954705882353,3.5294117647058822,0,,,,,,,,,,
30,0,0.96,-0.05513922713696957,90,90,1.38,,,,,,,0.0,-0.007905128014584406,10,-0.4122300148010254,0.2,0.001,-1.9252887964248657,0.04556376487016678,0.24905046224594116,0.00420205
,,,,90,,,3,417,0.6206896551724138,-0.4532667586206896,3.0689655172413794,0,,,,,,,,,,
40,0,0.92,-0.08755664913915098,120,120,1.6,,,,,,,0.013333334028720856,-0.020682905955860954,15,-0.33332717418670654,0.2,0.001,-1.902599024772644,0.035812366753816605,0.25001456439495084,0.005537341
,,,,120,,,4,548,0.6153846153846154,-0.4365562307692308,3.076923076923077,0,,,,,,,,,,
48,0,0.9,-0.11751713769044728,150,150,1.52,,,,,,,0.046666666865348816,-0.028114746722082317,20,-0.1845303773880005,0.2,0.001,-1.850195860862732,0.009544450789690018,0.22483014762401582,0.01385186
,,,,150,,,5,682,0.5957446808510638,-0.46200025531914884,3.1914893617021276,0,,,,,,,,,,
56,0,0.98,-0.028325777710415424,180,180,1.14,,,,,,,0.08666666820645333,-0.05240349762141712,25,-0.2775251865386963,0.2,0.001,-1.7439094543457032,-0.020259030163288116,0.23270630538463594,0.020840364
,,,,180,,,6,790,0.5818181818181818,-0.4880392181818181,3.2545454545454544,0,,,,,,,,,,
64,0,0.9,-0.11726089173927903,210,210,1.7,,,,,,,0.0,0.011565526102979895,30,-0.8064495325088501,0.2,0.001,-1.631312656402588,0.14938797056674957,0.36131511330604554,0.0013592541
,,,,210,,,7,930,0.5714285714285714,-0.5003213174603175,3.2857142857142856,0,,,,,,,,,,
75,0,0.96,-0.060807243604212996,240,240,1.24,,,,,,,0.0,0.0019276531351110292,35,-0.14135336875915527,0.2,0.001,-1.6456570625305176,0.050775084644556046,0.15756836533546448,0.00056791306
,,,,240,,,8,1052,0.581081081081081,-0.49236937837837824,3.2162162162162162,0,,,,,,,,,,
87,0,0.96,-0.05434782349038869,270,270,1.32,,,,,,,0.0,-0.0032885217369766906,40,0.14977657794952393,0.2,0.001,-1.617176079750061,0.0717909187078476,0.20798749029636382,0.0011416157
,,,,270,,,9,1167,0.5930232558139535,-0.47750022093023253,3.127906976744186,0,,,,,,,,,,
96,0,0.92,-0.09560180729720741,300,300,1.36,,,,,,,0.0,-0.01592209694907041,45,-0.24627912044525146,0.2,0.001,-1.6056812763214112,0.044830940663814545,0.23369797468185424,0.0069925804
,,,,300,,,10,1293,0.5894736842105263,-0.48707090526315777,3.1157894736842104,0,,,,,,,,,,
109,0,0.96,-0.04991432155948132,330,330,1.22,,,,,,,0.13999999761581422,-0.04098142626384878,50,0.1462855339050293,0.2,0.001,-1.4801555633544923,-6.528198719024658e-05,0.1868875116109848,0.022045225
,,,,330,,,11,1404,0.61,-0.4595867299999999,3.05,0,,,,,,,,,,
121,0,0.98,-0.03138739289715886,360,360,1.34,,,,,,,0.0,0.003973641370733106,55,-0.29726552963256836,0.2,0.001,-1.300746989250183,0.10903170704841614,0.22933318912982942,0.005314372
,,,,360,,,12,1517,0.61,-0.43517605000000004,2.97,0,,,,,,,,,,
133,0,0.9,-0.1174279129318893,390,390,1.48,,,,,,,0.0,-0.003521694315131896,60,-0.0822376012802124,0.2,0.001,-1.2226080179214478,0.09956183284521103,0.25751836597919464,0.0017633021
,,,,390,,,13,1639,0.63,-0.44032499,2.88,0,,,,,,,,,,
145,0,0.88,-0.13471172547899188,420,420,1.62,,,,,,,0.0,-0.008667918900027872,65,0.17280042171478271,0.2,0.001,-1.1572792768478393,0.07076628506183624,0.21320751309394836,0.0042637787
,,,,420,,,14,1793,0.64,-0.41831972000000006,2.8,0,,,,,,,,,,
159,0,0.92,-0.0764363905461505,450,450,1.6,,,,,,,0.04000000208616257,-0.014738773523519554,70,0.16241973638534546,0.2,0.001,-0.9752026557922363,0.11650803685188293,0.33801875710487367,0.0075591444
,,,,450,,,15,1923,0.69,-0.36579737,2.6,0,,,,,,,,,,
171,0,0.94,-0.05485551261808723,480,480,1.42,,,,,,,0.026666668057441712,-0.01212130371481166,75,0.17236053943634033,0.2,0.001,-0.8376518964767456,0.048630572855472565,0.1793045073747635,0.0052762805
,,,,480,,,16,2041,0.7,-0.3609757400000001,2.57,0,,,,,,,,,,
189,0,0.92,-0.03234372649807483,510,510,1.44,,,,,,,0.04000000208616257,-0.0163548468301693,80,0.1828066110610962,0.2,0.001,-0.684937596321106,0.05815224349498749,0.2222931206226349,0.007645359
,,,,510,,,17,2162,0.77,-0.28441319,2.33,0,,,,,,,,,,
207,0,0.98,-0.03356995444279164,540,540,1.3,,,,,,,0.0,0.0023670741527650916,85,-1.2808058261871338,0.2,0.001,-0.5731791496276856,0.0771242082118988,0.21872347593307495,0.000808994
,,,,540,,,18,2272,0.79,-0.23292393000000003,2.16,0,,,,,,,,,,
228,0,0.96,-0.04931940680369735,570,570,1.24,,,,,,,0.0,-0.00042951791770384773,90,-0.28640687465667725,0.2,0.001,-0.5442984223365783,0.03332829102873802,0.09282249808311463,0.00020709237
,,,,570,,,19,2383,0.86,-0.16795998999999998,1.9,0,,,,,,,,,,
242,0,0.94,-0.05753712131176144,600,600,1.4,,,,,,,0.0,-0.003916653348909449,95,-3.190371513366699,0.2,0.001,-0.5254922032356262,0.0028911493718624115,0.04179788567125797,0.001738902
,,,,600,,,20,2507,0.88,-0.14722091,1.85,0,,,,,,,,,,
254,0,0.96,-0.05279895261395723,630,630,1.42,,,,,,,0.013333334028720856,-0.0033023627273117916,100,0.08131814002990723,0.2,0.001,-0.4555231273174286,0.11589793860912323,0.33787513375282285,0.002464787
,,,,630,,,21,2635,0.87,-0.15982998999999995,1.89,0,,,,,,,,,,
268,0,0.96,-0.030258007701486348,660,660,1.22,,,,,,,0.0,0.0003174793753228045,105,0.1618751883506775,0.2,0.001,-0.38698785901069643,0.10037517547607422,0.2084437906742096,4.009803e-05
,,,,660,,,22,2750,0.86,-0.18013509000000003,1.88,0,,,,,,,,,,
284,0,0.96,-0.05172582566272468,690,690,1.3,,,,,,,0.0,-0.0003011719391604828,110,0.1353081464767456,0.2,0.001,-0.3712932288646698,0.14195559918880463,0.3174941122531891,2.2923947e-05
,,,,690,,,23,2880,0.85,-0.18397433,1.89,0,,,,,,,,,,
298,0,0.94,-0.069771255874075,720,720,1.26,,,,,,,0.006666667014360428,-0.0023550323769448767,115,0.1967344880104065,0.2,0.001,-0.38757089972496034,0.06657471507787704,0.18590008020401,0.0010521293
,,,,720,,,24,3008,0.85,-0.2135535,1.89,0,,,,,,,,,,
312,0,0.9,-0.11293200921732932,750,750,1.48,,,,,,,0.0,-0.005915271036792546,120,-0.1020287275314331,0.2,0.001,-0.419508558511734,0.10846515744924545,0.3250794053077698,0.0008400182
,,,,750,,,25,3136,0.84,-0.23093669000000003,2.02,0,,,,,,,,,,
325,0,0.94,-0.0569083064654842,780,780,1.28,,,,,,,0.0,-0.0001714881272830482,125,-0.2057485580444336,0.2,0.001,-0.37353312969207764,0.07321637123823166,0.18578600883483887,7.0083144e-05
,,,,780,,,26,3271,0.8,-0.27529379000000004,2.16,0,,,,,,,,,,
340,0,0.96,-0.03390117453876883,810,810,1.4,,,,,,,0.013333334028720856,-0.008402443211525678,130,-0.08014249801635742,0.2,0.001,-0.33375659584999084,0.13464981317520142,0.4295512497425079,0.0025066158
,,,,810,,,27,3388,0.8,-0.26668094999999997,2.12,0,,,,,,,,,,
359,0,0.98,-0.02930267048999667,840,840,1.18,,,,,,,0.026666668057441712,-0.00787270189573377,135,-0.0874701738357544,0.2,0.001,-0.3437280058860779,0.11965463310480118,0.2589105397462845,0.052071206
,,,,840,,,28,3489,0.81,-0.25230981999999996,2.02,0,,,,,,,,,,
374,0,0.92,-0.0779809102602303,870,870,1.4,,,,,,,0.0,-0.00016184805931196422,140,-0.10480320453643799,0.2,0.001,-0.3121635317802429,0.10400255769491196,0.3006370455026627,2.0404657e-05
,,,,870,,,29,3619,0.82,-0.2197478,1.98,0,,,,,,,,,,
383,0,0.92,-0.09450811999849976,900,900,1.52,,,,,,,0.0,-0.005764957539116366,145,0.4017619490623474,0.2,0.001,-0.3239109516143799,0.06084278225898743,0.14417803585529326,0.0006814619
,,,,900,,,30,3745,0.78,-0.25225985,2.15,0,,,,,,,,,,
397,0,0.92,-0.09643486234359443,930,930,1.52,,,,,,,0.0,-3.589510975814392e-05,150,0.039073407649993896,0.2,0.001,-0.3284808933734894,0.08170196413993835,0.22618865668773652,1.947085e-07
,,,,930,,,31,3883,0.79,-0.24590005999999998,2.12,0,,,,,,,,,,
408,0,0.96,-0.029293715804815292,960,960,1.2,,,,,,,0.0,-0.0037723779010896408,155,0.13276129961013794,0.2,0.001,-0.31688892245292666,0.06904097646474838,0.16633877754211426,0.0006423116
,,,,960,,,32,4009,0.77,-0.25987279,2.15,0,,,,,,,,,,
426,0,0.92,-0.05184659029357135,990,990,1.48,,,,,,,0.0,-0.0004960920503557454,160,0.375133216381073,0.2,0.001,-0.2838259279727936,0.04721884801983833,0.12123309075832367,8.3518025e-05
,,,,990,,,33,4140,0.77,-0.25573332000000004,2.08,0,,,,,,,,,,
437,0,0.92,-0.07847177388612181,1020,1020,1.58,,,,,,,0.006666667014360428,-0.0030271879622404186,165,0.3638927936553955,0.2,0.001,-0.28051629662513733,0.047552045434713364,0.13811701089143752,0.001087141
,,,,1020,,,34,4270,0.76,-0.26746695000000004,2.15,0,,,,,,,,,,
453,0,0.88,-0.11482011610642076,1050,1050,1.54,,,,,,,0.0,-2.0762284311359734e-06,170,0.4107206463813782,0.2,0.001,-0.2530475527048111,0.05345600098371506,0.13952429890632628,7.478396e-06
,,,,1050,,,35,4400,0.74,-0.29330902000000003,2.25,0,,,,,,,,,,
468,0,0.92,-0.10670643733814358,1080,1080,1.52,,,,,,,0.006666667014360428,-0.0045397735200822355,175,-0.2069939374923706,0.2,0.001,-0.23026452362537383,0.10259240865707397,0.2712225914001465,0.0017083605
,,,,1080,,,36,4532,0.76,-0.27099615,2.22,0,,,,,,,,,,
480,0,0.98,-0.008800655738450586,1110,1110,1.12,,,,,,,0.0,-0.0022747183466950817,180,-0.08649218082427979,0.2,0.001,-0.19291443526744842,0.05973726138472557,0.17702801823616027,0.0013232728
,,,,1110,,,37,4641,0.78,-0.27061598,2.21,0,,,,,,,,,,
493,0,0.96,-0.0508427928481251,1140,1140,1.38,,,,,,,0.0,-1.163999255382464e-05,185,-0.005147218704223633,0.2,0.001,-0.158254873752594,0.07292316108942032,0.17564001083374023,1.2405713e-05
,,,,1140,,,38,4760,0.78,-0.27022006,2.2,0,,,,,,,,,,
513,0,1.0,-0.007307904004119336,1170,1170,1.08,,,,,,,0.0,0.001540585366698366,190,0.03633451461791992,0.2,0.001,-0.1353616774082184,0.12820446491241455,0.3108795404434204,5.2209696e-05
,,,,1170,,,39,4858,0.83,-0.21369467000000003,2.05,0,,,,,,,,,,
524,0,0.96,-0.04955396211706102,1200,1200,1.24,,,,,,,0.0,1.9193490249236332e-05,195,-0.08224749565124512,0.2,0.001,-0.13419628739356995,0.19251702725887299,0.38677859902381895,5.8809917e-07
,,,,1200,,,40,4976,0.81,-0.24374269,2.18,0,,,,,,,,,,
541,0,0.94,-0.052291985452175144,1230,1230,1.32,,,,,,,0.0,-2.2538502662428074e-06,200,-0.14275908470153809,0.2,0.001,-0.1375187337398529,0.1158733069896698,0.2757338136434555,8.940697e-08
,,,,1230,,,41,5105,0.85,-0.19841912999999997,2.05,0,,,,,,,,,,
560,0,0.98,-0.02935444434173405,1260,1260,1.18,,,,,,,0.0,-6.341934254194826e-07,205,0.26622438430786133,0.2,0.001,-0.13902803361415864,0.07885123789310455,0.20190190076828002,4.3710074e-08
,,,,1260,,,42,5224,0.87,-0.17558684,1.96,0,,,,,,,,,,
578,0,0.96,-0.05077096716500819,1290,1290,1.22,,,,,,,0.0,2.702077310345885e-07,210,0.15963131189346313,0.2,0.001,-0.14068309664726258,0.0639568418264389,0.12089385390281678,0.0
,,,,1290,,,43,5337,0.88,-0.16567130999999996,1.87,0,,,,,,,,,,
598,0,0.96,-0.05465438953135163,1320,1320,1.26,,,,,,,0.0,-0.0011543035394668167,215,-0.1948298215866089,0.2,0.001,-0.1447698473930359,0.060598380863666534,0.15570591390132904,0.0003277123
,,,,1320,,,44,5469,0.91,-0.11391891,1.71,0,,,,,,,,,,
610,0,0.94,-0.07474824480246753,1350,1350,1.54,,,,,,,0.020000001043081285,-0.00882072603330002,220,-1.8062820434570312,0.2,0.001,-0.21570062637329102,0.005267966538667679,0.05107541382312775,0.009581212
,,,,1350,,,45,5617,0.89,-0.14153464,1.82,0,,,,,,,,,,
618,0,0.98,-0.030567604470998048,1380,1380,1.28,,,,,,,0.0,-1.8872817509674177e-06,225,-0.019231677055358887,0.2,0.001,-0.17531793117523192,0.15435707569122314,0.3440746247768402,2.4696192e-06
,,,,1380,,,46,5744,0.85,-0.18977860999999996,1.94,0,,,,,,,,,,
630,0,0.98,-0.029443086474202573,1410,1410,1.24,,,,,,,0.0,-0.00023742973957268098,230,0.11635369062423706,0.2,0.001,-0.18365537524223327,0.07619781047105789,0.25376519858837127,2.0841757e-05
,,,,1410,,,47,5857,0.85,-0.19093116999999998,1.98,0,,,,,,,,,,
643,0,1.0,-0.00683411868289113,1440,1440,1.06,,,,,,,0.0,4.930098851474441e-06,235,0.1349656581878662,0.2,0.001,-0.1816620409488678,0.23238494992256165,0.42315501570701597,1.3113022e-07
,,,,1440,,,48,5966,0.85,-0.17612683999999995,1.98,0,,,,,,,,,,
656,0,0.96,-0.05167502578813583,1470,1470,1.36,,,,,,,0.0,-3.703435179858161e-07,240,0.01807922124862671,0.2,0.001,-0.1786998063325882,0.14630287885665894,0.37946524024009703,0.0
,,,,1470,,,49,6088,0.82,-0.21571669999999998,2.12,0,,,,,,,,,,
668,0,0.92,-0.0953579325787723,1500,1500,1.44,,,,,,,0.006666667014360428,-0.00126693726594862,245,0.08795362710952759,0.2,0.001,-0.20622656643390655,0.11100950837135315,0.2267209678888321,0.0012557129
,,,,1500,,,50,6222,0.79,-0.24947945000000005,2.25,0,,,,,,,,,,
683,0,0.9,-0.08033457317389547,1530,1530,1.5,,,,,,,0.0,-5.087057719155297e-06,250,-0.1351940631866455,0.2,0.001,-0.17742887735366822,0.109313003718853,0.23989237844944,1.9868216e-09
,,,,1530,,,51,6372,0.78,-0.26332641,2.29,0,,,,,,,,,,
697,0,0.92,-0.07475730573292821,1560,1560,1.44,,,,,,,0.0,-4.328687962917854e-06,255,-0.08554255962371826,0.2,0.001,-0.17768803238868713,0.16920265555381775,0.3455052077770233,0.0
,,,,1560,,,52,6506,0.77,-0.28629310999999996,2.4,0,,,,,,,,,,
710,0,0.92,-0.07557354351505637,1590,1590,1.62,,,,,,,0.0,-0.0006070431048282643,260,0.1422644853591919,0.2,0.001,-0.18146757483482362,0.0754784494638443,0.15634185075759888,0.00015440384
,,,,1590,,,53,6653,0.76,-0.30588056,2.43,0,,,,,,,,,,
726,0,0.98,-0.030406485931016504,1620,1620,1.3,,,,,,,0.0,-4.609823351309217e-06,265,0.08797609806060791,0.2,0.001,-0.20271990001201629,0.22747966647148132,0.48895453214645385,1.02420645e-05
,,,,1620,,,54,6766,0.81,-0.24138,2.18,0,,,,,,,,,,
742,0,0.92,-0.07972618718165904,1650,1650,1.42,,,,,,,0.0,-1.2187163285659608e-06,270,0.2108423113822937,0.2,0.001,-0.22084459960460662,0.0983462855219841,0.21831128895282745,4.718701e-06
,,,,1650,,,55,6910,0.81,-0.26442559,2.17,0,,,,,,,,,,
753,0,0.98,-0.008053457331843674,1680,1680,1.12,,,,,,,0.0,9.795030011972016e-07,275,0.15297764539718628,0.2,0.001,-0.23275517523288727,0.16168557107448578,0.32440913319587705,1.9848346e-06
,,,,1680,,,56,7022,0.81,-0.26793803,2.14,0,,,,,,,,,,
770,0,0.94,-0.07242683787830174,1710,1710,1.36,,,,,,,0.0,-0.002612470071762729,280,0.09928005933761597,0.2,0.001,-0.2269970506429672,0.10380450636148453,0.23396008610725402,0.00062882504
,,,,1710,,,57,7141,0.83,-0.25847102,2.07,0,,,,,,,,,,
784,0,0.96,-0.033463728302158414,1740,1740,1.28,,,,,,,0.0,7.9515575450273e-06,285,0.221971333026886,0.2,0.001,-0.18318114876747132,0.09125781059265137,0.20857141315937042,2.887249e-05
,,,,1740,,,58,7266,0.82,-0.2591941199999999,2.09,0,,,,,,,,,,
802,0,0.92,-0.057119953893125054,1770,1770,1.48,,,,,,,0.0,-0.0031225125856386704,290,0.13689202070236206,0.2,0.001,-0.15496412217617034,0.09526991099119186,0.21696777045726776,0.00063569745
,,,,1770,,,59,7395,0.84,-0.22740371,1.97,0,,,,,,,,,,
821,0,0.96,-0.058937388956546787,1800,1800,1.4,,,,,,,0.0,-0.00025592248421162366,295,0.29802942276000977,0.2,0.001,-0.1476632386445999,0.07371313124895096,0.1611746847629547,5.8416525e-05
,,,,1800,,,60,7525,0.85,-0.21593409000000002,1.94,0,,,,,,,,,,
834,0,0.96,-0.010774416555650533,1830,1830,1.34,,,,,,,0.006666667014360428,-0.0043917934037743574,300,0.270122766494751,0.2,0.001,-0.1475203216075897,0.0902937576174736,0.20417239367961884,0.0010053377
,,,,1830,,,61,7646,0.85,-0.20387797000000007,1.93,0,,,,,,,,,,
850,0,0.92,-0.09949397807009518,1860,1860,1.42,,,,,,,0.0,2.1620591404314384e-06,305,0.3409751057624817,0.2,0.001,-0.12095253020524979,0.0712553933262825,0.15262757241725922,4.764398e-06
,,,,1860,,,62,7772,0.85,-0.20004126999999997,1.88,0,,,,,,,,,,
867,0,0.96,-0.03228464403189719,1890,1890,1.32,,,,,,,0.0,4.749695387573638e-06,310,0.33816272020339966,0.2,0.001,-0.10700548589229583,0.06733662635087967,0.16740505993366242,1.0768573e-06
,,,,1890,,,63,7893,0.86,-0.18193073,1.82,0,,,,,,,,,,
881,0,0.96,-0.05050008616410196,1920,1920,1.32,,,,,,,0.0,-1.8433729390920917e-06,315,0.3561527729034424,0.2,0.001,-0.10005724728107453,0.06369542330503464,0.1354643076658249,2.6226044e-07
,,,,1920,,,64,8025,0.84,-0.20458204000000002,1.85,0,,,,,,,,,,
901,0,0.96,-0.04900725062470883,1950,1950,1.22,,,,,,,0.0,-2.566973329010125e-07,320,0.24851655960083008,0.2,0.001,-0.09549755454063416,0.11994919180870056,0.2560985803604126,1.1920929e-07
,,,,1950,,,65,8141,0.85,-0.18178376,1.81,0,,,,,,,,,,
914,0,0.98,-0.03020833501126617,1980,1980,1.28,,,,,,,0.0,1.2874603356749502e-07,325,-24.488191604614258,0.2,0.001,-0.09334311485290528,0.06168518587946892,0.20977157950401307,0.0
,,,,1980,,,66,8267,0.82,-0.21640472,1.91,0,,,,,,,,,,
934,0,0.96,-0.051444578524678944,2010,2010,1.26,,,,,,,0.0,-5.90880719641973e-07,330,-0.10003805160522461,0.2,0.001,-0.09212253391742706,0.18777279555797577,0.37335099577903746,0.0
,,,,2010,,,67,8384,0.87,-0.15620132,1.8,0,,,,,,,,,,
952,0,0.96,-0.050794713087379935,2040,2040,1.3,,,,,,,0.0,-0.0012554212430647028,335,-42.834529876708984,0.2,0.001,-0.0935608208179474,0.018077954649925232,0.06156740337610245,0.0005616963
,,,,2040,,,68,8503,0.89,-0.13185669,1.74,0,,,,,,,,,,
964,0,0.9,-0.07457543945871294,2070,2070,1.48,,,,,,,0.0,8.978861837647401e-05,340,0.21618562936782837,0.2,0.001,-0.10053333789110183,0.0474945530295372,0.10359733700752258,4.7101577e-05
,,,,2070,,,69,8636,0.88,-0.15083534,1.82,0,,,,,,,,,,
976,0,0.92,-0.053397895651869476,2100,2100,1.36,,,,,,,0.0,-1.4324983128588542e-06,345,0.340945303440094,0.2,0.001,-0.08869948983192444,0.1082129180431366,0.26049054861068727,1.347065e-06
,,,,2100,,,70,8756,0.87,-0.16912987999999998,1.9,0,,,,,,,,,,
985,0,0.96,-0.029354041363112628,2130,2130,1.26,,,,,,,0.0,-0.00045566162521346596,350,0.02479255199432373,0.2,0.001,-0.07938021421432495,0.12707555294036865,0.27650817632675173,0.00015701652
,,,,2130,,,71,8887,0.83,-0.1954523,2.06,0,,,,,,,,,,
995,0,0.98,-0.029793585813604296,2160,2160,1.24,,,,,,,0.0,1.034339273608964e-06,355,-0.29338693618774414,0.2,0.001,-0.0710049569606781,0.18670356273651123,0.3824319303035736,4.6094257e-07
,,,,2160,,,72,9007,0.8,-0.23633344,2.13,0,,,,,,,,,,
1009,0,0.94,-0.05271272106096148,2190,2190,1.4,,,,,,,0.0,2.741813656115255e-08,360,0.1596047282218933,0.2,0.001,-0.06565613746643066,0.09751904755830765,0.19840813279151917,1.1920929e-07
,,,,2190,,,73,9124,0.8,-0.24296853000000007,2.18,0,,,,,,,,,,
1026,0,0.98,-0.010862930468283594,2220,2220,1.3,,,,,,,0.0,-3.6835670229606877e-07,365,0.29105281829833984,0.2,0.001,-0.06286660730838775,0.08264676481485367,0.1862604409456253,0.0
,,,,2220,,,74,9238,0.8,-0.24727623999999998,2.16,0,,,,,,,,,,
1042,0,0.94,-0.051040382492356005,2250,2250,1.4,,,,,,,0.0,-0.0008384706782329943,370,0.06590336561203003,0.2,0.001,-0.06009553223848343,0.08258795738220215,0.17017148733139037,0.00038776995
,,,,2250,,,75,9366,0.76,-0.29476401999999996,2.26,0,,,,,,,,,,
1063,0,0.92,-0.09504809448961168,2280,2280,1.42,,,,,,,0.0,-3.5762787078397194e-07,375,0.1900462508201599,0.2,0.001,-0.0545914463698864,0.13935008645057678,0.30601273775100707,1.2318293e-07
,,,,2280,,,76,9499,0.78,-0.26553730999999997,2.17,0,,,,,,,,,,
1084,0,0.92,-0.0962727521499619,2310,2310,1.46,,,,,,,0.0,-5.559126634580025e-07,380,0.17817628383636475,0.2,0.001,-0.0510209321975708,0.04788395017385483,0.10231158137321472,0.0
,,,,2310,,,77,9643,0.86,-0.17398424,1.84,0,,,,,,,,,,
1098,0,0.98,-0.028933196212165058,2340,2340,1.18,,,,,,,0.0,2.434849676546946e-07,385,-2.7860779762268066,0.2,0.001,-0.048922785371541974,0.02941858023405075,0.08334334716200828,0.0
,,,,2340,,,78,9756,0.9,-0.14832544,1.75,0,,,,,,,,,,
1115,0,0.94,-0.07726901829242706,2370,2370,1.38,,,,,,,0.0,2.5431315497925766e-08,390,0.39096498489379883,0.2,0.001,-0.047842440009117124,0.09720533341169357,0.1960534632205963,0.0
,,,,2370,,,79,9891,0.9,-0.14012379,1.69,0,,,,,,,,,,
1128,0,0.96,-0.04917426670435816,2400,2400,1.2,,,,,,,0.0,-1.2993812568140583e-07,395,0.2706083059310913,0.2,0.001,-0.047250597178936,0.05848577618598938,0.13058808594942092,0.0
,,,,2400,,,80,10018,0.89,-0.15039572,1.78,0,,,,,,,,,,
1143,0,0.96,-0.04945997452829033,2430,2430,1.24,,,,,,,0.0,-7.450580739032375e-08,400,0.18481111526489258,0.2,0.001,-0.046655292809009555,0.09034166485071182,0.18744536638259887,0.0
,,,,2430,,,81,10136,0.9,-0.14393231,1.76,0,,,,,,,,,,
1162,0,0.96,-0.05169756167102605,2460,2460,1.38,,,,,,,0.013333334028720856,-0.00708578958796977,405,0.37107253074645996,0.2,0.001,-0.04463006407022476,0.07105666399002075,0.1780992716550827,0.0016746223
,,,,2460,,,82,10271,0.88,-0.16446754000000005,1.83,0,,,,,,,,,,
1176,0,0.96,-0.04924350057262927,2490,2490,1.22,,,,,,,0.0,-2.938111699002377e-06,410,0.4263703227043152,0.2,0.001,-0.040357564389705655,0.060541242361068726,0.13018444925546646,1.3113022e-07
,,,,2490,,,83,10400,0.85,-0.19719853999999995,1.92,0,,,,,,,,,,
1195,0,0.98,-0.011593928933143616,2520,2520,1.34,,,,,,,0.0,-1.251697563375842e-08,415,0.3318018317222595,0.2,0.001,-0.03671794980764389,0.0697740912437439,0.16487800180912018,0.0
,,,,2520,,,84,10516,0.86,-0.17953019000000003,1.86,0,,,,,,,,,,
1214,0,0.96,-0.029665287858806552,2550,2550,1.2,,,,,,,0.0,7.311503331663971e-08,420,0.014480888843536377,0.2,0.001,-0.035140510648489,0.16100582480430603,0.3418764412403107,0.0
,,,,2550,,,85,10630,0.86,-0.17859266999999998,1.86,0,,,,,,,,,,
1231,0,0.96,-0.05120843207463622,2580,2580,1.34,,,,,,,0.0,-1.2755392884145066e-07,425,0.32678884267807007,0.2,0.001,-0.03531178012490273,0.04472411423921585,0.11064979285001755,0.0
,,,,2580,,,86,10761,0.89,-0.14824749999999998,1.73,0,,,,,,,,,,
1250,0,0.88,-0.12584472007118166,2610,2610,1.54,,,,,,,0.0,-0.0001492989068843542,430,0.05468648672103882,0.2,0.001,-0.0340468592941761,0.14731591939926147,0.3007105112075806,1.9959609e-05
,,,,2610,,,87,10902,0.91,-0.12389367999999999,1.66,0,,,,,,,,,,
1262,0,0.96,-0.05182800878770649,2640,2640,1.4,,,,,,,0.0,4.440546153006153e-08,435,-0.00247037410736084,0.2,0.001,-0.03476760759949684,0.06149972975254059,0.1341808781027794,0.0
,,,,2640,,,88,11037,0.88,-0.16260787999999998,1.79,0,,,,,,,,,,
1279,0,1.0,-0.008946295832283796,2670,2670,1.24,,,,,,,0.0,-3.9339066049137725e-08,440,0.27798688411712646,0.2,0.001,-0.03543411791324615,0.10072820633649826,0.24320316910743714,0.0
,,,,2670,,,89,11154,0.89,-0.15036138999999998,1.77,0,,,,,,,,,,
1292,0,0.94,-0.07344657773617655,2700,2700,1.32,,,,,,,0.0,-9.655952464271422e-08,445,0.32668519020080566,0.2,0.001,-0.03586313351988792,0.08895635604858398,0.17497912049293518,0.0
,,,,2700,,,90,11273,0.88,-0.16197698,1.84,0,,,,,,,,,,
1307,0,0.96,-0.05057907151058316,2730,2730,1.32,,,,,,,0.0,7.351239439401525e-08,450,0.04873126745223999,0.2,0.001,-0.036056500673294065,0.06729304790496826,0.15691132247447967,0.0
,,,,2730,,,91,11397,0.86,-0.18134203999999998,1.9,0,,,,,,,,,,
1325,0,0.98,-0.02745402840897441,2760,2760,1.08,,,,,,,0.0,-5.960464530829767e-08,455,0.12764644622802734,0.2,0.001,-0.03624486178159714,0.11053784936666489,0.21984428763389588,0.0
,,,,2760,,,92,11503,0.86,-0.17528464,1.9,0,,,,,,,,,,
1343,0,0.96,-0.05445257941726595,2790,2790,1.38,,,,,,,0.0,7.86781315653684e-08,460,0.20451951026916504,0.2,0.001,-0.036310619115829466,0.0780414342880249,0.16974268555641175,0.0
,,,,2790,,,93,11634,0.84,-0.20205709,1.94,0,,,,,,,,,,
1357,0,0.98,-0.008984972373582423,2820,2820,1.2,,,,,,,0.0,-1.7285347730933152e-08,465,0.21533828973770142,0.2,0.001,-0.03640621528029442,0.10142897069454193,0.22163527309894562,0.0
,,,,2820,,,94,11762,0.85,-0.19606313999999997,1.94,0,,,,,,,,,,
