env/n_steps,env/completion_counter,eval/mean_ep_length,env/current_idx,eval/mean_reward,time/total_timesteps,eval/success_rate,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/clip_range,train/approx_kl
,,,,,11130,,41788,0,0.86,1.38,-0.14202581000000003,371,,,,,,,,,,
11160,0,1.1,6733,-0.0482525821402669,11160,0.96,,,,,,,0.0571257583796978,0.12343942672014237,0.0,-0.08770114034414292,0.2916296124458313,0.0001,6.429354325376835e-07,3710,0.2,0.0
,,,,,11160,,41902,0,0.82,1.49,-0.18786554,372,,,,,,,,,,
11190,0,1.32,6755,-0.09144494839012623,11190,0.88,,,,,,,0.10790657997131348,0.23072450160980223,0.0,-0.0862557165324688,0.2035408616065979,0.0001,-5.8986346023992554e-05,3720,0.2,1.1873245e-05
,,,,,11190,,42021,0,0.82,1.47,-0.19870814000000003,373,,,,,,,,,,
11220,0,1.3,6769,-0.10990753236226737,11220,0.9,,,,,,,0.07570959627628326,0.1630743071436882,0.0,-0.08563492223620414,0.2787596583366394,0.0001,2.682209052640161e-08,3730,0.2,0.0
,,,,,11220,,42131,0,0.77,1.56,-0.23374624,374,,,,,,,,,,
11250,0,1.26,6787,-0.06982043407391757,11250,0.9,,,,,,,0.07992307841777802,0.1735253304243088,0.0,-0.0852765217423439,0.25700563192367554,0.0001,3.218650834746484e-08,3740,0.2,0.0
,,,,,11250,,42234,0,0.74,1.62,-0.2653568,375,,,,,,,,,,
11280,0,1.26,6805,-0.07264407739974559,11280,0.92,,,,,,,0.07079809904098511,0.15161242634057998,0.0,-0.08517601042985916,0.3626256585121155,0.0001,1.1424223789191501e-08,3750,0.2,0.0
,,,,,11280,,42340,0,0.72,1.65,-0.27751643000000004,376,,,,,,,,,,
11310,0,1.18,6823,-0.048448199918493626,11310,0.94,,,,,,,0.07834669202566147,0.18832405805587768,0.0,-0.0851532332599163,0.23576855659484863,0.0001,1.1324882431829052e-08,3760,0.2,0.0
,,,,,11310,,42444,0,0.71,1.68,-0.2856053,377,,,,,,,,,,
11340,0,1.16,6842,-0.029140332890674473,11340,0.94,,,,,,,0.09668657183647156,0.20411078184843062,0.0,-0.08500418066978455,0.21657443046569824,0.0001,-2.3296574828801653e-05,3770,0.2,1.8537045e-06
,,,,,11340,,42551,0,0.71,1.68,-0.27999262,378,,,,,,,,,,
11370,0,1.32,6865,-0.13103417849633842,11370,0.88,,,,,,,0.11187226325273514,0.2501235485076904,0.0,-0.08292500898241997,-0.04141223430633545,0.0001,-0.0011719838755864132,3780,0.2,0.00016577046
,,,,,11370,,42656,0,0.74,1.61,-0.24793177000000008,379,,,,,,,,,,
11400,0,1.1,6881,-0.04710556901525706,11400,0.96,,,,,,,0.07134133577346802,0.1571819692850113,0.0,-0.07687089145183564,0.2967219948768616,0.0001,-9.983777973232578e-08,3790,0.2,3.5762787e-07
,,,,,11400,,42754,0,0.77,1.56,-0.20884865000000005,380,,,,,,,,,,
11430,0,1.28,6901,-0.11099207082763314,11430,0.9,,,,,,,0.062113747000694275,0.13713964968919753,0.0,-0.07389007806777954,0.37060546875,0.0001,-9.1890490772073e-09,3800,0.2,0.0
,,,,,11430,,42863,0,0.78,1.54,-0.20906032,381,,,,,,,,,,
11460,0,1.22,6924,-0.10926916098687797,11460,0.9,,,,,,,0.07260116934776306,0.17256731986999513,0.0,-0.07158939242362976,0.1770467758178711,0.0001,-0.0028432494840428648,3810,0.2,0.0003974418
,,,,,11460,,42968,0,0.8,1.49,-0.18771125999999996,382,,,,,,,,,,
11490,0,1.34,6940,-0.1298798041511327,11490,0.88,,,,,,,0.06829214096069336,0.1512296512722969,0.0,-0.06854696124792099,0.1410875916481018,0.0001,-0.0009038578342369874,3820,0.2,9.841124e-05
,,,,,11490,,43085,0,0.79,1.52,-0.20334935999999995,383,,,,,,,,,,
11520,0,1.18,6959,-0.06801284268032759,11520,0.94,,,,,,,0.08204545825719833,0.1766374558210373,0.0,-0.07214846909046173,0.3425917625427246,0.0001,-6.576379214529027e-08,3830,0.2,1.7881393e-07
,,,,,11520,,43182,0,0.77,1.58,-0.20679177999999998,384,,,,,,,,,,
11550,0,1.08,6977,-0.04717094661202282,11550,0.96,,,,,,,0.07504648715257645,0.16458404511213304,0.0,-0.07467326149344444,-0.0025752782821655273,0.0001,-1.4801820324983339e-08,3840,0.2,0.0
,,,,,11550,,43274,0,0.77,1.59,-0.22425204,385,,,,,,,,,,
11580,0,1.18,6998,-0.09224278657697141,11580,0.92,,,,,,,0.05856304243206978,0.13455041944980622,0.0,-0.07622330337762832,0.5139861106872559,0.0001,-0.00028841197654401186,3850,0.2,2.8961897e-05
,,,,,11580,,43373,0,0.79,1.57,-0.20292002,386,,,,,,,,,,
11610,0,1.24,7018,-0.03129036858677864,11610,0.96,,,,,,,0.044526852667331696,0.09854854345321655,0.0,-0.07801302671432495,0.23344117403030396,0.0001,1.1399388166188907e-07,3860,0.2,0.0
,,,,,11610,,43481,0,0.79,1.58,-0.21009576999999996,387,,,,,,,,,,
11640,0,1.28,7037,-0.0932572425622493,11640,0.92,,,,,,,0.0673133060336113,0.15151151418685913,0.0,-0.08018376603722573,0.40511757135391235,0.0001,-2.4601221047459986e-05,3870,0.2,3.1789146e-08
,,,,,11640,,43596,0,0.81,1.55,-0.18534758999999998,388,,,,,,,,,,
11670,0,1.3,7054,-0.12945901749655606,11670,0.88,,,,,,,0.07940993458032608,0.17215174734592437,0.0,-0.07956121638417243,0.27715951204299927,0.0001,-2.443790432238302e-08,3880,0.2,0.0
,,,,,11670,,43718,0,0.8,1.56,-0.21460645,389,,,,,,,,,,
