env/n_steps,env/completion_counter,eval/mean_ep_length,env/current_idx,eval/mean_reward,time/total_timesteps,eval/success_rate,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/clip_range,train/approx_kl
8370,0,1.1,4979,-0.04733194326981902,8370,0.96,,,,,,,0.004768949002027512,0.1707678519189358,0.013333334028720856,-0.23826455920934678,-0.8304705619812012,0.0001,-0.02109498052236951,2780,0.2,0.012110761
,,,,,8370,,31783,0,0.87,1.38,-0.13110423000000002,279,,,,,,,,,,
8400,0,1.28,4996,-0.09107036883477121,8400,0.88,,,,,,,0.03393997624516487,0.08062703981995582,0.0,-0.10227704271674157,0.44772642850875854,0.0001,6.861984679140676e-07,2790,0.2,0.0
,,,,,8400,,31909,0,0.84,1.45,-0.16537205,280,,,,,,,,,,
8430,0,1.26,5018,-0.10992638496682047,8430,0.88,,,,,,,0.05920976772904396,0.1363600254058838,0.0,-0.10314800888299942,0.48216331005096436,0.0001,-2.8847058620140585e-05,2800,0.2,8.543332e-08
,,,,,8430,,32025,0,0.83,1.46,-0.17537535999999998,281,,,,,,,,,,
8460,0,1.36,5038,-0.15256698177196085,8460,0.86,,,,,,,0.08597180247306824,0.19200607836246492,0.0,-0.1011839285492897,-0.3593944311141968,0.0001,5.0663948147899875e-09,2810,0.2,0.0
,,,,,8460,,32146,0,0.85,1.43,-0.16562331,282,,,,,,,,,,
8490,0,1.12,5056,-0.048046237132512035,8490,0.96,,,,,,,0.09893579035997391,0.21287619769573213,0.0,-0.10096419975161552,0.18980395793914795,0.0001,-1.1324882498442435e-08,2820,0.2,0.0
,,,,,8490,,32253,0,0.82,1.52,-0.20511703,283,,,,,,,,,,
8520,0,1.22,5076,-0.0689702326990664,8520,0.92,,,,,,,0.05032212659716606,0.11629468500614167,0.0,-0.10097596868872642,0.5586371421813965,0.0001,-8.94070240065048e-10,2830,0.2,0.0
,,,,,8520,,32364,0,0.81,1.52,-0.20797718999999992,284,,,,,,,,,,
8550,0,1.16,5093,-0.06805152820888907,8550,0.94,,,,,,,0.05559593439102173,0.1482437178492546,0.0,-0.10100867971777916,0.30549871921539307,0.0001,4.7435364258774373e-08,2840,0.2,0.0
,,,,,8550,,32473,0,0.8,1.55,-0.20964798000000007,285,,,,,,,,,,
8580,0,1.06,5110,-0.02728644958231598,8580,0.98,,,,,,,0.09188580513000488,0.20715460628271104,0.0,-0.10136446282267571,0.2041306495666504,0.0001,-8.722146400685915e-08,2850,0.2,0.0
,,,,,8580,,32577,0,0.77,1.64,-0.23099550000000002,286,,,,,,,,,,
8610,0,1.24,5127,-0.1148419228149578,8610,0.9,,,,,,,0.06680725514888763,0.14739828705787658,0.0,-0.10094690769910812,0.3153614401817322,0.0001,-1.9868207079554168e-10,2860,0.2,0.0
,,,,,8610,,32691,0,0.75,1.65,-0.23797235999999994,287,,,,,,,,,,
8640,0,1.16,5151,-0.04823808332439512,8640,0.96,,,,,,,0.11636925488710403,0.2726969137787819,0.0,-0.10108828991651535,-0.264644980430603,0.0001,-2.7716160122537305e-08,2870,0.2,0.0
,,,,,8640,,32794,0,0.76,1.61,-0.21769764000000003,288,,,,,,,,,,
8670,0,1.26,5169,-0.06972994693554938,8670,0.92,,,,,,,0.05024288222193718,0.10996577814221382,0.0,-0.10180154368281365,0.2817046642303467,0.0001,-7.605512963291262e-05,2880,0.2,1.33315725e-05
,,,,,8670,,32908,0,0.77,1.58,-0.19838757999999998,289,,,,,,,,,,
8700,0,1.16,5191,-0.06883791183121503,8700,0.92,,,,,,,0.04566192254424095,0.10251188427209854,0.0,-0.1030064806342125,0.36237043142318726,0.0001,1.6351541134440595e-07,2890,0.2,0.0
,,,,,8700,,33013,0,0.77,1.57,-0.19456206,290,,,,,,,,,,
8730,0,1.24,5209,-0.09209607600234448,8730,0.9,,,,,,,0.04161982983350754,0.09444482475519181,0.0,-0.10388318076729774,0.5442014932632446,0.0001,-3.526608209902804e-08,2900,0.2,0.0
,,,,,8730,,33124,0,0.78,1.53,-0.18725537000000003,291,,,,,,,,,,
8760,0,1.24,5228,-0.06974527524318547,8760,0.9,,,,,,,0.07521922141313553,0.17507091015577317,0.0,-0.10586124807596206,0.2785932421684265,0.0001,-0.0010922442001174205,2910,0.2,0.00015492042
,,,,,8760,,33245,0,0.79,1.49,-0.19556358999999998,292,,,,,,,,,,
8790,0,1.14,5245,-0.028850591005757452,8790,0.98,,,,,,,0.07354068756103516,0.1687006562948227,0.0,-0.11125942766666412,0.27083688974380493,0.0001,-0.0007169015988374383,2920,0.2,0.00010882218
,,,,,8790,,33358,0,0.76,1.56,-0.21505127999999998,293,,,,,,,,,,
8820,0,1.18,5263,-0.08800311998464166,8820,0.92,,,,,,,0.09304800629615784,0.2149326518177986,0.0,-0.10770253762602806,-0.013464689254760742,0.0001,-0.0011454674488049932,2930,0.2,0.00019572974
,,,,,8820,,33474,0,0.73,1.64,-0.2564627,294,,,,,,,,,,
8850,0,1.28,5281,-0.11209043389186263,8850,0.9,,,,,,,0.09198768436908722,0.20497965812683105,0.0,-0.10155562832951545,0.04392361640930176,0.0001,0.00039292931139538466,2940,0.2,7.118782e-05
,,,,,8850,,33587,0,0.75,1.6,-0.24479828999999997,295,,,,,,,,,,
8880,0,1.32,5300,-0.07027282726950944,8880,0.86,,,,,,,0.11097297072410583,0.25005277544260024,0.0,-0.09950266405940056,0.11057943105697632,0.0001,-0.00116031785054167,2950,0.2,8.703868e-05
,,,,,8880,,33697,0,0.72,1.65,-0.28543859,296,,,,,,,,,,
8910,0,1.36,5318,-0.11154699503909797,8910,0.86,,,,,,,0.10759903490543365,0.23849502205848694,0.0,-0.09472298920154572,0.038377583026885986,0.0001,-1.0391076536997445e-07,2960,0.2,2.3841858e-07
,,,,,8910,,33813,0,0.73,1.67,-0.25541788000000004,297,,,,,,,,,,
8940,0,1.42,5339,-0.1540298660751432,8940,0.82,,,,,,,0.0584905669093132,0.16743686869740487,0.0,-0.15409547984600067,0.12204331159591675,0.0001,-0.00026396592296791256,2970,0.2,0.0001282374
,,,,,8940,,33934,0,0.77,1.58,-0.20480647999999996,298,,,,,,,,,,
8970,0,1.2,5358,-0.04915908333845437,8970,0.94,,,,,,,0.07358013093471527,0.15893065929412842,0.0,-0.0916455365717411,0.055159926414489746,0.0001,-3.416991456450802e-06,2980,0.2,0.0
,,,,,8970,,34046,0,0.75,1.61,-0.23668242999999997,299,,,,,,,,,,
9000,0,1.14,5375,-0.07169715087395162,9000,0.94,,,,,,,0.08373849093914032,0.21619023829698564,0.0,-0.09148252382874489,0.44227278232574463,0.0001,-0.0001306160268633505,2990,0.2,5.980333e-06
,,,,,9000,,34152,0,0.74,1.64,-0.24066821000000002,300,,,,,,,,,,
9030,0,1.24,5394,-0.1089187010936439,9030,0.9,,,,,,,0.06707868725061417,0.13904561400413512,0.0,-0.092910535633564,0.4416216015815735,0.0001,-7.130702340596429e-07,3000,0.2,0.0
,,,,,9030,,34257,0,0.75,1.63,-0.22807491,301,,,,,,,,,,
9060,0,1.12,5414,-0.05008408814668655,9060,0.96,,,,,,,0.079814612865448,0.17504120022058486,0.0,-0.10266947224736214,0.21127039194107056,0.0001,-1.9189317968049123e-05,3010,0.2,1.4404455e-06
,,,,,9060,,34357,0,0.78,1.57,-0.20746925999999996,302,,,,,,,,,,
9090,0,1.3,5434,-0.1522255072183907,9090,0.86,,,,,,,0.09167789667844772,0.21924126744270325,0.0,-0.09400994852185249,-0.07867217063903809,0.0001,-0.0007200123140015613,3020,0.2,3.272891e-05
,,,,,9090,,34469,0,0.77,1.57,-0.23834559000000002,303,,,,,,,,,,
9120,0,1.34,5453,-0.11324230112601072,9120,0.84,,,,,,,0.06361163407564163,0.14144762456417084,0.0,-0.09705326333642006,0.5005859136581421,0.0001,1.6696751172773361e-07,3030,0.2,1.1920929e-07
,,,,,9120,,34584,0,0.76,1.59,-0.25242501999999994,304,,,,,,,,,,
9150,0,1.28,5476,-0.09111706732306629,9150,0.88,,,,,,,0.07145824283361435,0.15477010160684584,0.0,-0.09891768246889114,0.396983802318573,0.0001,1.1185805179891872e-07,3040,0.2,0.0
,,,,,9150,,34700,0,0.81,1.49,-0.19455175,305,,,,,,,,,,
9180,0,1.3,5494,-0.09082784449215979,9180,0.86,,,,,,,0.0689716711640358,0.16856496632099152,0.0,-0.09939542859792709,-0.3160741329193115,0.0001,-1.7285347730933152e-08,3050,0.2,0.0
,,,,,9180,,34814,0,0.8,1.49,-0.19574775000000003,306,,,,,,,,,,
9210,0,1.14,5512,-0.04832029180135578,9210,0.96,,,,,,,0.07775790244340897,0.1696522653102875,0.0,-0.09978927671909332,0.30949848890304565,0.0001,1.8080076102933162e-08,3060,0.2,0.0
,,,,,9210,,34918,0,0.77,1.52,-0.22936909999999996,307,,,,,,,,,,
9240,0,1.26,5529,-0.11035775622352957,9240,0.9,,,,,,,0.06430190801620483,0.14528083205223083,0.0,-0.09958337768912315,0.46041297912597656,0.0001,-8.344650703762112e-09,3070,0.2,0.0
,,,,,9240,,35030,0,0.74,1.59,-0.25049002000000004,308,,,,,,,,,,
9270,0,1.2,5545,-0.04901385326869786,9270,0.92,,,,,,,0.09372938424348831,0.20704963207244872,0.0,-0.10029002353549003,0.18944227695465088,0.0001,-0.00015870913895925652,3080,0.2,1.7698605e-05
,,,,,9270,,35142,0,0.74,1.61,-0.24192094000000006,309,,,,,,,,,,
9300,0,1.26,5567,-0.11093290970660746,9300,0.9,,,,,,,0.06390480697154999,0.1459549382328987,0.0,-0.10242801904678345,0.3347211480140686,0.0001,6.57637921230858e-08,3090,0.2,5.9604645e-08
,,,,,9300,,35250,0,0.74,1.59,-0.24273190000000003,310,,,,,,,,,,
9330,0,1.16,5584,-0.07038695882540197,9330,0.92,,,,,,,0.06604934483766556,0.1483462557196617,0.0,-0.1034856155514717,0.21457558870315552,0.0001,9.238720211079965e-09,3100,0.2,0.0
,,,,,9330,,35358,0,0.72,1.68,-0.2735462,311,,,,,,,,,,
9360,0,1.18,5600,-0.028862977945245803,9360,0.94,,,,,,,0.07206907868385315,0.16288208216428757,0.0,-0.1065462663769722,0.3582417964935303,0.0001,-2.8411547361439913e-07,3110,0.2,0.0
,,,,,9360,,35467,0,0.7,1.7,-0.26178133,312,,,,,,,,,,
9390,0,1.08,5619,-0.02788284784182906,9390,0.98,,,,,,,0.11446036398410797,0.25538928210735323,0.0,-0.10407069697976112,-0.02346980571746826,0.0001,-4.291534518863216e-08,3120,0.2,0.0
,,,,,9390,,35562,0,0.73,1.65,-0.24537389999999998,313,,,,,,,,,,
9420,0,1.2,5642,-0.049906295761466025,9420,0.92,,,,,,,0.06513538956642151,0.14930043369531631,0.0,-0.10378907918930054,0.4500535726547241,0.0001,-0.00032113860678961714,3130,0.2,4.1745105e-05
,,,,,9420,,35669,0,0.77,1.55,-0.2206241,314,,,,,,,,,,
9450,0,1.28,5662,-0.10926111400127411,9450,0.9,,,,,,,0.09112677723169327,0.20471542924642563,0.0,-0.09809412509202957,0.08314776420593262,0.0001,-0.0030179264305237653,3140,0.2,0.00028409163
,,,,,9450,,35779,0,0.77,1.57,-0.22050437999999997,315,,,,,,,,,,
9480,0,1.32,5682,-0.13125772658269852,9480,0.88,,,,,,,0.06539430469274521,0.1698265090584755,0.0,-0.08960702121257783,0.3814734220504761,0.0001,8.153915466380113e-07,3150,0.2,4.7683716e-07
,,,,,9480,,35896,0,0.78,1.53,-0.21377081999999997,316,,,,,,,,,,
9510,0,1.2,5700,-0.06895152938552201,9510,0.92,,,,,,,0.1331995129585266,0.2847986727952957,0.0,-0.08515180051326751,-0.10662424564361572,0.0001,-0.0009180963024846278,3160,0.2,0.00011656284
,,,,,9510,,35996,0,0.8,1.49,-0.21451519000000002,317,,,,,,,,,,
9540,0,1.08,5716,-0.04959315313026309,9540,0.96,,,,,,,0.059060342609882355,0.130346067994833,0.0,-0.08299711719155312,0.45570629835128784,0.0001,-0.0006622799232006926,3170,0.2,0.00014675458
,,,,,9540,,36093,0,0.77,1.56,-0.24424655,318,,,,,,,,,,
9570,0,1.1,5732,-0.048527530725114044,9570,0.96,,,,,,,0.11890767514705658,0.26318047642707826,0.0,-0.08426747024059296,-0.035080552101135254,0.0001,-1.6765098199922335e-05,3180,0.2,3.2146772e-06
,,,,,9570,,36199,0,0.74,1.61,-0.25936141,319,,,,,,,,,,
9600,0,1.22,5749,-0.04894625388085842,9600,0.92,,,,,,,0.06613434106111526,0.1494131788611412,0.0,-0.08495561704039574,0.3218558430671692,0.0001,-0.0013044861271435336,3190,0.2,0.00033448735
,,,,,9600,,36311,0,0.7,1.7,-0.30395045,320,,,,,,,,,,
9630,0,1.22,5768,-0.03022200096398592,9630,0.92,,,,,,,0.1088939681649208,0.24105706810951233,0.0,-0.088953448086977,0.034622371196746826,0.0001,-6.504853448774384e-07,3200,0.2,1.1920929e-07
,,,,,9630,,36415,0,0.69,1.72,-0.29074393,321,,,,,,,,,,
9660,0,1.26,5788,-0.13116401630453767,9660,0.88,,,,,,,0.09063379466533661,0.22462991178035735,0.0,-0.09131103157997131,-0.37870562076568604,0.0001,6.099541938198172e-08,3210,0.2,0.0
,,,,,9660,,36521,0,0.7,1.68,-0.2635737,322,,,,,,,,,,
9690,0,1.14,5804,-0.02768908377736807,9690,0.98,,,,,,,0.08371419459581375,0.17370321303606034,0.0,-0.09192056879401207,0.15334463119506836,0.0001,-1.817941748250007e-08,3220,0.2,0.0
,,,,,9690,,36624,0,0.68,1.75,-0.28646344999999995,323,,,,,,,,,,
9720,0,1.22,5825,-0.10859191611874848,9720,0.9,,,,,,,0.08703847974538803,0.19738604873418808,0.0,-0.09246765226125717,0.2817121148109436,0.0001,-1.9073486168252885e-08,3230,0.2,0.0
,,,,,9720,,36729,0,0.74,1.61,-0.2260148,324,,,,,,,,,,
9750,0,1.32,5842,-0.09121280640829355,9750,0.9,,,,,,,0.08523564040660858,0.17998693883419037,0.0,-0.09239850714802741,0.1653527021408081,0.0001,9.93410242955406e-11,3240,0.2,0.0
,,,,,9750,,36848,0,0.72,1.64,-0.24619985,325,,,,,,,,,,
9780,0,1.28,5863,-0.11024693111423403,9780,0.9,,,,,,,0.05976558104157448,0.1323852077126503,0.0,-0.09236845523118972,0.427672803401947,0.0001,-5.6823095428981675e-08,3250,0.2,0.0
,,,,,9780,,36954,0,0.75,1.56,-0.23037957000000003,326,,,,,,,,,,
9810,0,1.4,5883,-0.11168354300316423,9810,0.84,,,,,,,0.10738658905029297,0.24312028884887696,0.0,-0.09244037345051766,-0.06808018684387207,0.0001,-8.145968237727174e-08,3260,0.2,0.0
,,,,,9810,,37074,0,0.73,1.61,-0.25210250999999995,327,,,,,,,,,,
9840,0,1.2,5902,-0.10956458606291562,9840,0.9,,,,,,,0.08370058238506317,0.18660871535539628,0.0,-0.09370119124650955,0.18141233921051025,0.0001,-0.0006354353870847262,3270,0.2,0.00010483464
,,,,,9840,,37186,0,0.76,1.52,-0.23959714999999995,328,,,,,,,,,,
9870,0,1.18,5922,-0.07045085059478878,9870,0.92,,,,,,,0.07832573354244232,0.16828598827123642,0.0,-0.09858216270804405,0.3264959454536438,0.0001,3.726283631877436e-07,3280,0.2,2.3841858e-07
,,,,,9870,,37284,0,0.75,1.55,-0.26074217,329,,,,,,,,,,
9900,0,1.18,5948,-0.07291426456533373,9900,0.94,,,,,,,0.08617094904184341,0.18641647845506668,0.0,-0.10152745544910431,0.1695374846458435,0.0001,6.59624738830189e-08,3290,0.2,1.9868216e-09
,,,,,9900,,37390,0,0.82,1.41,-0.19582319,330,,,,,,,,,,
9930,0,1.16,5964,-0.06765838078223169,9930,0.94,,,,,,,0.051273658871650696,0.11736597642302513,0.0,-0.10237616449594497,0.2821005582809448,0.0001,-6.854534215783303e-08,3300,0.2,0.0
,,,,,9930,,37494,0,0.79,1.48,-0.22581268999999998,331,,,,,,,,,,
9960,0,1.2,5981,-0.04910875675268471,9960,0.92,,,,,,,0.0756005048751831,0.17985438257455827,0.0,-0.1010186344385147,0.40322601795196533,0.0001,-0.0038206335019399518,3310,0.2,0.00028116305
,,,,,9960,,37599,0,0.77,1.52,-0.23072993,332,,,,,,,,,,
9990,0,1.16,5996,-0.047898561488837005,9990,0.94,,,,,,,0.12140610069036484,0.2696424350142479,0.0,-0.09418601617217064,-0.22832155227661133,0.0001,7.946292673199906e-07,3320,0.2,3.5762787e-07
,,,,,9990,,37703,0,0.74,1.59,-0.24366859999999999,333,,,,,,,,,,
10020,0,1.12,6015,-0.02796761113218963,10020,0.96,,,,,,,0.09865348786115646,0.21633343100547792,0.0,-0.09152226224541664,0.005117535591125488,0.0001,-4.560947339093957e-06,3330,0.2,3.973643e-09
,,,,,10020,,37799,0,0.73,1.63,-0.25507884000000003,334,,,,,,,,,,
10050,0,1.26,6036,-0.0913723923265934,10050,0.9,,,,,,,0.08210255950689316,0.1810515820980072,0.0,-0.0901195116341114,0.22643911838531494,0.0001,-1.5795230821069594e-07,3340,0.2,0.0
,,,,,10050,,37911,0,0.74,1.61,-0.24451089,335,,,,,,,,,,
10080,0,1.22,6056,-0.06955441975966097,10080,0.94,,,,,,,0.0871996134519577,0.1896371379494667,0.0,-0.08964440748095512,0.18893301486968994,0.0001,-1.6808509770704915e-07,3350,0.2,0.0
,,,,,10080,,38020,0,0.73,1.67,-0.26952976,336,,,,,,,,,,
10110,0,1.12,6075,-0.04770019753370434,10110,0.96,,,,,,,0.055230434983968735,0.1287114664912224,0.01666666753590107,-0.1452707290649414,0.3304119110107422,0.0001,-0.0028675888326445075,3360,0.2,0.007928171
,,,,,10110,,38117,0,0.76,1.63,-0.23193506,337,,,,,,,,,,
10140,0,1.38,6094,-0.1329966573230922,10140,0.84,,,,,,,0.09029937535524368,0.200801782310009,0.0,-0.08928371518850327,0.016558945178985596,0.0001,-9.008248450292911e-07,3370,0.2,0.0
,,,,,10140,,38233,0,0.79,1.56,-0.24691616000000002,338,,,,,,,,,,
10170,0,1.18,6106,-0.06890462453011423,10170,0.94,,,,,,,0.10779762268066406,0.23625020533800126,0.0,-0.08928474858403206,0.2643584609031677,0.0001,2.723932292392206e-07,3380,0.2,0.0
,,,,,10170,,38336,0,0.75,1.65,-0.25220395,339,,,,,,,,,,
10200,0,1.24,6125,-0.06938185941427946,10200,0.92,,,,,,,0.1104658767580986,0.23933973163366318,0.0,-0.09011505395174027,-0.08221101760864258,0.0001,-0.0005996064402036705,3390,0.2,6.807645e-05
,,,,,10200,,38440,0,0.72,1.68,-0.28880648000000003,340,,,,,,,,,,
10230,0,1.24,6144,-0.07071086429059506,10230,0.92,,,,,,,0.08829104900360107,0.19229045361280442,0.0,-0.09415836483240128,0.3489893078804016,0.0001,-3.784894944125483e-08,3400,0.2,1.7881393e-07
,,,,,10230,,38546,0,0.71,1.7,-0.26858951000000003,341,,,,,,,,,,
10260,0,1.2,6167,-0.028904962465167047,10260,0.96,,,,,,,0.09187930077314377,0.19890716373920442,0.0,-0.09667796939611435,0.03407555818557739,0.0001,1.072883635266919e-08,3410,0.2,0.0
,,,,,10260,,38658,0,0.74,1.61,-0.23268663999999997,342,,,,,,,,,,
10290,0,1.2,6187,-0.09255957999732345,10290,0.92,,,,,,,0.06488904356956482,0.14367709755897523,0.0,-0.09816434010863304,0.09635967016220093,0.0001,-0.00029156029129815406,3420,0.2,0.00010766189
,,,,,10290,,38765,0,0.76,1.58,-0.20663299999999998,343,,,,,,,,,,
10320,0,1.38,6203,-0.132171168057248,10320,0.84,,,,,,,0.06040150299668312,0.13043575286865233,0.0,-0.10167671516537666,0.4589604139328003,0.0001,1.633167284964543e-07,3430,0.2,1.1920929e-07
,,,,,10320,,38878,0,0.76,1.57,-0.23284869,344,,,,,,,,,,
10350,0,1.14,6219,-0.028096595080569386,10350,0.96,,,,,,,0.09064558148384094,0.21099939346313476,0.0,-0.10157418772578239,0.18600952625274658,0.0001,-0.003170464263530448,3440,0.2,0.00023856759
,,,,,10350,,38977,0,0.77,1.56,-0.21799338000000001,345,,,,,,,,,,
10380,0,1.26,6235,-0.09066618052311241,10380,0.9,,,,,,,0.09627687931060791,0.21042137444019318,0.0,-0.09501265659928322,0.2691638469696045,0.0001,2.7775764439574856e-07,3450,0.2,3.5762787e-07
,,,,,10380,,39087,0,0.75,1.61,-0.25378313,346,,,,,,,,,,
10410,0,1.2,6252,-0.09224939411506057,10410,0.92,,,,,,,0.08934255689382553,0.19946572780609131,0.0,-0.09182133898139,0.12125146389007568,0.0001,-2.9176473361758324e-07,3460,0.2,0.0
,,,,,10410,,39187,0,0.71,1.69,-0.31070796000000006,347,,,,,,,,,,
10440,0,1.14,6270,-0.050308987395837904,10440,0.94,,,,,,,0.08987181633710861,0.1970464766025543,0.0,-0.09041130542755127,0.1918143630027771,0.0001,6.934007119596686e-08,3470,0.2,0.0
,,,,,10440,,39291,0,0.68,1.76,-0.33672200999999996,348,,,,,,,,,,
10470,0,1.2,6286,-0.06867580737918616,10470,0.92,,,,,,,0.1111791580915451,0.25444657206535337,0.0,-0.09001410230994225,0.056838393211364746,0.0001,-6.020069136525308e-08,3480,0.2,0.0
,,,,,10470,,39411,0,0.66,1.79,-0.35373081,349,,,,,,,,,,
10500,0,1.22,6304,-0.08877194806933403,10500,0.9,,,,,,,0.07929819822311401,0.17506192475557328,0.0,-0.0899226576089859,0.24973320960998535,0.0001,1.1523565301985172e-08,3490,0.2,0.0
,,,,,10500,,39520,0,0.67,1.79,-0.35474136,350,,,,,,,,,,
10530,0,1.22,6327,-0.06966922325547785,10530,0.9,,,,,,,0.09373895078897476,0.20377346128225327,0.0,-0.09008712619543076,0.22016304731369019,0.0001,-9.795029995984805e-08,3500,0.2,0.0
,,,,,10530,,39629,0,0.75,1.64,-0.27859207,351,,,,,,,,,,
10560,0,1.22,6345,-0.070070297610946,10560,0.92,,,,,,,0.05006658658385277,0.1295753538608551,0.0,-0.08981338441371918,0.3975600600242615,0.0001,-1.5795231389503784e-08,3510,0.2,0.0
,,,,,10560,,39747,0,0.77,1.59,-0.25375287,352,,,,,,,,,,
10590,0,1.22,6364,-0.07196251606568695,10590,0.94,,,,,,,0.10523752123117447,0.2259740188717842,0.0,-0.08978201597929,0.19013190269470215,0.0001,4.092852401438307e-08,3520,0.2,0.0
,,,,,10590,,39850,0,0.77,1.59,-0.25031835999999996,353,,,,,,,,,,
10620,0,1.22,6383,-0.0696536079980433,10620,0.92,,,,,,,0.08673060685396194,0.19901104271411896,0.0,-0.08973470702767372,0.21905070543289185,0.0001,-4.331270995194814e-08,3530,0.2,0.0
,,,,,10620,,39954,0,0.77,1.57,-0.24707576999999997,354,,,,,,,,,,
10650,0,1.16,6402,-0.06760117339901626,10650,0.94,,,,,,,0.07037750631570816,0.1567488953471184,0.020000001043081285,-0.14379700422286987,0.34989988803863525,0.0001,-0.0013352410936688485,3540,0.2,0.002997923
,,,,,10650,,40058,0,0.79,1.5,-0.20349228,355,,,,,,,,,,
10680,0,1.14,6425,-0.04777460537850857,10680,0.94,,,,,,,0.10647698491811752,0.26603505164384844,0.0,-0.0947833277285099,0.0837785005569458,0.0001,-0.004613560868504685,3550,0.2,0.0006465892
,,,,,10680,,40174,0,0.78,1.52,-0.19168544999999998,356,,,,,,,,,,
10710,0,1.34,6445,-0.1338098960928619,10710,0.86,,,,,,,0.06538580358028412,0.1979048356413841,0.0,-0.10209386870265007,-0.6710852384567261,0.0001,-1.4632940317227394e-06,3560,0.2,4.2120615e-07
,,,,,10710,,40287,0,0.77,1.52,-0.20182443000000003,357,,,,,,,,,,
10740,0,1.22,6464,-0.04836667492985725,10740,0.96,,,,,,,0.0826084241271019,0.17819784581661224,0.0,-0.10533642917871475,0.369589626789093,0.0001,1.0569890140921245e-07,3570,0.2,5.9604645e-08
,,,,,10740,,40403,0,0.78,1.5,-0.19127121,358,,,,,,,,,,
10770,0,1.36,6485,-0.13336397306993603,10770,0.84,,,,,,,0.0856860801577568,0.1808333471417427,0.0,-0.10665849149227143,0.20494186878204346,0.0001,-2.22524014104053e-08,3580,0.2,0.0
,,,,,10770,,40517,0,0.81,1.44,-0.16946819999999999,359,,,,,,,,,,
10800,0,1.24,6503,-0.050902319345623254,10800,0.92,,,,,,,0.05312062427401543,0.11562391594052315,0.0,-0.10717448145151139,0.5012781620025635,0.0001,8.324782196922342e-08,3590,0.2,0.0
,,,,,10800,,40622,0,0.79,1.49,-0.20118076000000001,360,,,,,,,,,,
10830,0,1.22,6521,-0.06934656736906618,10830,0.92,,,,,,,0.04738990589976311,0.10398753732442856,0.0,-0.10737586095929146,0.575359582901001,0.0001,-2.3245811853200847e-08,3600,0.2,0.0
,,,,,10830,,40731,0,0.76,1.55,-0.24733946000000004,361,,,,,,,,,,
10860,0,1.18,6541,-0.04977715483866632,10860,0.94,,,,,,,0.08381542563438416,0.17627085596323014,0.0,-0.1073516622185707,0.2847277522087097,0.0001,1.9768874359726852e-08,3610,0.2,0.0
,,,,,10860,,40838,0,0.77,1.56,-0.24024027000000003,362,,,,,,,,,,
10890,0,1.28,6559,-0.09691032727714628,10890,0.9,,,,,,,0.10055144131183624,0.22124149054288864,0.0,-0.10796194523572922,0.018019020557403564,0.0001,-0.00010196437384966118,3620,0.2,2.144575e-05
,,,,,10890,,40947,0,0.77,1.56,-0.23668291,363,,,,,,,,,,
10920,0,1.32,6577,-0.11587598920799792,10920,0.88,,,,,,,0.06687130779027939,0.14874964505434035,0.0,-0.10976272746920586,0.4729785919189453,0.0001,-2.7418136738788236e-08,3630,0.2,3.1789146e-08
,,,,,10920,,41070,0,0.75,1.6,-0.24984584,364,,,,,,,,,,
10950,0,1.14,6593,-0.04777953245211393,10950,0.94,,,,,,,0.08048407733440399,0.18090619295835494,0.0,-0.11070561185479164,0.19092446565628052,0.0001,4.172325418494438e-09,3640,0.2,0.0
,,,,,10950,,41170,0,0.74,1.64,-0.23907617000000003,365,,,,,,,,,,
10980,0,1.26,6613,-0.07028066630475223,10980,0.92,,,,,,,0.062206294387578964,0.15260502696037292,0.0,-0.10931266620755195,0.16848379373550415,0.0001,-0.001925959412862177,3650,0.2,0.00053610007
,,,,,10980,,41285,0,0.72,1.66,-0.24697834999999999,366,,,,,,,,,,
11010,0,1.12,6634,-0.02764274980407208,11010,0.98,,,,,,,0.08555053919553757,0.1879473179578781,0.0,-0.10645963624119759,0.19156032800674438,0.0001,-9.181976379615264e-05,3660,0.2,9.894371e-07
,,,,,11010,,41381,0,0.72,1.63,-0.25582927999999994,367,,,,,,,,,,
11040,0,1.16,6653,-0.06963382607325912,11040,0.92,,,,,,,0.09724920243024826,0.21851049214601517,0.0,-0.10117316916584969,-0.0036535263061523438,0.0001,-1.5695889707956212e-07,3670,0.2,0.0
,,,,,11040,,41482,0,0.76,1.56,-0.20530945000000003,368,,,,,,,,,,
11070,0,1.18,6673,-0.06960650301538408,11070,0.94,,,,,,,0.06528618186712265,0.1494105949997902,0.0,-0.10023034811019897,-0.017502307891845703,0.0001,8.4439912528822e-08,3680,0.2,0.0
,,,,,11070,,41579,0,0.75,1.59,-0.22604058999999996,369,,,,,,,,,,
11100,0,1.18,6694,-0.032259090868756175,11100,0.98,,,,,,,0.0798681378364563,0.1908429056406021,0.0,-0.14560939222574235,0.08601552248001099,0.0001,-0.004188768695457768,3690,0.2,0.00043150384
,,,,,11100,,41686,0,0.8,1.49,-0.19372038999999996,370,,,,,,,,,,
11130,0,1.24,6718,-0.11030210002791137,11130,0.9,,,,,,,0.07600665837526321,0.1646217182278633,0.0,-0.09082232713699341,0.24409562349319458,0.0001,-2.688169475462132e-07,3700,0.2,3.5762787e-07
