env/current_idx,eval/mean_reward,time/total_timesteps,eval/mean_ep_length,env/n_steps,eval/success_rate,env/completion_counter,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/success_rate,train/approx_kl,train/value_loss,train/learning_rate,train/loss,train/clip_fraction,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/clip_range
1090,-0.030641160816885532,2850,1.32,2850,0.96,0,,,,,,,7.286469e-05,0.3514405131340027,0.0001,0.1630709320306778,0.0,470,0.2128722071647644,-0.002159016972873218,-1.0008053541183473,0.2
,,2850,,,,,2.4,-0.29615326,95,0,11925,0.76,,,,,,,,,,
1100,-0.011589243109337986,2880,1.24,2880,1.0,0,,,,,,,2.2641818e-05,0.229496031999588,0.0001,0.1094115823507309,0.0,475,-0.11638379096984863,0.00014929215287953212,-0.9888544201850891,0.2
,,2880,,,,,2.43,-0.29945288999999997,96,0,12034,0.74,,,,,,,,,,
1109,-0.05214395455084741,2910,1.4,2910,0.94,0,,,,,,,5.5829685e-07,0.19699608385562897,0.0001,0.09260745346546173,0.0,480,0.038060665130615234,-2.4357835282273755e-05,-0.9856034994125367,0.2
,,2910,,,,,2.49,-0.31509071000000005,97,0,12148,0.72,,,,,,,,,,
1125,-0.0552890043053776,2940,1.16,2940,0.96,0,,,,,,,2.4537245e-05,0.18541589975357056,0.0001,0.08361644297838211,0.0,485,0.08748656511306763,-0.0012907097861170947,-0.9857914805412292,0.2
,,2940,,,,,2.53,-0.31852380999999996,98,0,12261,0.72,,,,,,,,,,
1139,-0.05550944003276527,2970,1.32,2970,0.94,0,,,,,,,7.5300536e-06,0.30959653854370117,0.0001,0.14981406927108765,0.0,490,0.2084009051322937,9.391784813459481e-05,-0.9804815888404846,0.2
,,2970,,,,,2.42,-0.30144653999999993,99,0,12375,0.74,,,,,,,,,,
1151,-0.05202628687489778,3000,1.3,3000,0.94,0,,,,,,,4.5734643e-05,0.2854684293270111,0.0001,0.13398323953151703,0.0,495,-0.15844237804412842,-0.0008349164455042412,-0.9738472938537598,0.2
,,3000,,,,,2.41,-0.29572655,100,0,12489,0.74,,,,,,,,,,
1161,-0.02919243604876101,3030,1.14,3030,0.98,0,,,,,,,5.9092046e-05,0.26332841217517855,0.0001,0.12191621959209442,0.0,500,0.1955338716506958,-0.00018663644814900237,-0.958948278427124,0.2
,,3030,,,,,2.42,-0.29925206000000004,101,0,12598,0.75,,,,,,,,,,
1175,-0.11821946744341404,3060,1.62,3060,0.86,0,,,,,,,0.000107342006,0.26549299955368044,0.0001,0.12513794004917145,0.0,505,0.15011203289031982,-0.002869224109065982,-0.9435946583747864,0.2
,,3060,,,,,2.51,-0.32258354999999994,102,0,12759,0.72,,,,,,,,,,
1188,-0.029047806123271583,3090,1.2,3090,0.98,0,,,,,,,0.00013588667,0.17749494910240174,0.0001,0.08123374730348587,0.0,510,0.3124074935913086,-0.0012647179646108953,-0.9191760897636414,0.2
,,3090,,,,,2.4,-0.28992697,103,0,12870,0.75,,,,,,,,,,
1199,-0.010491561084054411,3120,1.3,3120,1.0,0,,,,,,,4.933675e-05,0.22750573754310607,0.0001,0.10696699470281601,0.0,515,0.14264798164367676,-0.0007392748356020107,-0.8944002985954285,0.2
,,3120,,,,,2.43,-0.30776383,104,0,12994,0.76,,,,,,,,,,
1212,-0.051801211507990955,3150,1.32,3150,0.94,0,,,,,,,4.586776e-05,0.19208481907844543,0.0001,0.09148737788200378,0.0,520,0.11234718561172485,-0.0002511151644768006,-0.8813009262084961,0.2
,,3150,,,,,2.36,-0.27752707000000004,105,0,13112,0.77,,,,,,,,,,
1223,-0.052421832452528176,3180,1.4,3180,0.96,0,,,,,,,4.0233135e-06,0.1921813040971756,0.0001,0.09136185795068741,0.0,525,-0.05692470073699951,3.742575752152533e-05,-0.8767683148384094,0.2
,,3180,,,,,2.45,-0.31153295,106,0,13234,0.75,,,,,,,,,,
1237,-0.07840021484997123,3210,1.48,3210,0.92,0,,,,,,,1.0816256e-05,0.2040510892868042,0.0001,0.0915040522813797,0.0,530,0.2015775442123413,-8.42404357339177e-05,-0.8813886165618896,0.2
,,3210,,,,,2.41,-0.30569152,107,0,13356,0.75,,,,,,,,,,
1250,-0.010211178679019212,3240,1.22,3240,1.0,0,,,,,,,0.00020953019,0.19042284190654754,0.0001,0.08276544511318207,0.0,535,0.30620354413986206,-0.0015973009487303181,-0.9283694267272949,0.2
,,3240,,,,,2.43,-0.29646298,108,0,13469,0.74,,,,,,,,,,
1261,-0.0737087453249842,3270,1.56,3270,0.92,0,,,,,,,2.1026532e-05,0.2049020379781723,0.0001,0.09932869672775269,0.0,540,0.26233482360839844,-0.0008113298976484273,-0.8805274367332458,0.2
,,3270,,,,,2.4,-0.29336186,109,0,13617,0.73,,,,,,,,,,
1273,-0.07722839603200554,3300,1.46,3300,0.94,0,,,,,,,7.4187915e-06,0.1699361562728882,0.0001,0.07888565212488174,0.0,545,0.30579447746276855,-0.0005900323470511282,-0.8784224152565002,0.2
,,3300,,,,,2.44,-0.31004627,110,0,13759,0.72,,,,,,,,,,
1287,-0.0305818319413811,3330,1.32,3330,0.96,0,,,,,,,7.752776e-05,0.1463249981403351,0.0001,0.06490588933229446,0.0,550,0.19856929779052734,-0.0013063947487776061,-0.8738004684448242,0.2
,,3330,,,,,2.45,-0.30549815,111,0,13884,0.73,,,,,,,,,,
1303,-0.07002733332104981,3360,1.34,3360,0.94,0,,,,,,,2.0815929e-05,0.23672896921634673,0.0001,0.11398208141326904,0.0,555,0.0840073823928833,-0.00016123811223813788,-0.857949686050415,0.2
,,3360,,,,,2.3,-0.2736995,112,0,14017,0.74,,,,,,,,,,
1317,-0.11651650104671717,3390,1.46,3390,0.9,0,,,,,,,0.00013202429,0.22445155382156373,0.0001,0.10225994884967804,0.0,560,0.01822340488433838,-0.0026902771120276723,-0.8485625982284546,0.2
,,3390,,,,,2.17,-0.22829990000000003,113,0,14153,0.78,,,,,,,,,,
1330,-0.08386415827088058,3420,1.56,3420,0.9,0,,,,,,,6.028215e-05,0.18649396300315857,0.0001,0.07921411842107773,0.0,565,-0.5086451768875122,0.0009464256046339159,-0.8320936322212219,0.2
,,3420,,,,,2.26,-0.23942660000000004,114,0,14295,0.76,,,,,,,,,,
1344,-0.028708948679268362,3450,1.18,3450,0.98,0,,,,,,,2.3494164e-05,0.1826552629470825,0.0001,0.08985017240047455,0.0,570,0.32510364055633545,-0.00043786723651759727,-0.8228425145149231,0.2
,,3450,,,,,2.26,-0.23878593000000004,115,0,14410,0.77,,,,,,,,,,
1356,-0.03150101179722697,3480,1.24,3480,0.98,0,,,,,,,5.3340198e-05,0.21326519846916198,0.0001,0.09633185714483261,0.0,575,0.14707446098327637,-0.0008281479166665218,-0.8130650877952575,0.2
,,3480,,,,,2.24,-0.23501865999999996,116,0,14519,0.78,,,,,,,,,,
1366,-0.013141895048320293,3510,1.42,3510,0.98,0,,,,,,,2.266566e-05,0.163150292634964,0.0001,0.06998151540756226,0.0,580,0.3095247149467468,-0.0006252102002812343,-0.8029099583625794,0.2
,,3510,,,,,2.22,-0.22927922000000003,117,0,14647,0.79,,,,,,,,,,
1380,-0.060519814174622294,3540,1.26,3540,0.96,0,,,,,,,9.431442e-06,0.1881238341331482,0.0001,0.08410558849573135,0.0,585,0.24645531177520752,-0.00013235191310059235,-0.7946356058120727,0.2
,,3540,,,,,2.27,-0.26179224,118,0,14765,0.77,,,,,,,,,,
1397,-0.031624669041484595,3570,1.4,3570,0.94,0,,,,,,,4.18822e-06,0.20550332963466644,0.0001,0.10171940177679062,0.0,590,0.5159976482391357,-0.00018394311094063198,-0.794692313671112,0.2
,,3570,,,,,2.19,-0.23867019000000003,119,0,14893,0.8,,,,,,,,,,
1409,-0.09602003344334661,3600,1.4,3600,0.92,0,,,,,,,2.8630097e-06,0.22800575196743011,0.0001,0.1039583683013916,0.0,595,0.3359714150428772,-8.427689169394625e-05,-0.7963205218315125,0.2
,,3600,,,,,2.25,-0.26678251000000003,120,0,15022,0.78,,,,,,,,,,
1423,-0.05196410779375583,3630,1.26,3630,0.96,0,,,,,,,1.7404556e-05,0.17826051115989686,0.0001,0.08334282040596008,0.0,600,0.2785227298736572,-0.0005612683183667145,-0.7924729347229004,0.2
,,3630,,,,,2.2,-0.27845375,121,0,15141,0.79,,,,,,,,,,
1440,-0.05092921468429267,3660,1.4,3660,0.92,0,,,,,,,0.00011334419,0.2880934953689575,0.0001,0.13763180375099182,0.0,605,0.06561899185180664,-0.002267668231700526,-0.7798397898674011,0.2
,,3660,,,,,2.21,-0.26478974,122,0,15264,0.8,,,,,,,,,,
1455,-0.06097392815630883,3690,1.26,3690,0.96,0,,,,,,,4.5561792e-05,0.169207626581192,0.0001,0.07869314402341843,0.0,610,-0.051165223121643066,-0.0005486948262355184,-0.756814968585968,0.2
,,3690,,,,,2.12,-0.24793352999999996,123,0,15378,0.82,,,,,,,,,,
1469,-0.053953618677333,3720,1.5,3720,0.94,0,,,,,,,8.702874e-05,0.18476519882678985,0.0001,0.08617601543664932,0.0,615,0.2707167863845825,-0.002111592828295983,-0.7428467631340027,0.2
,,3720,,,,,2.0,-0.20048271,124,0,15506,0.84,,,,,,,,,,
1483,-0.029307498270645736,3750,1.14,3750,0.98,0,,,,,,,3.5576024e-05,0.13413404524326325,0.0001,0.06499043107032776,0.0,620,0.362970769405365,0.0007478018702627764,-0.7288538217544556,0.2
,,3750,,,,,2.0,-0.21105474999999999,125,0,15609,0.83,,,,,,,,,,
1495,-0.05320127340033651,3780,1.32,3780,0.96,0,,,,,,,1.5844902e-05,0.15960034132003784,0.0001,0.07416242361068726,0.0,625,0.3810589909553528,-0.0005044849696183463,-0.7327967762947083,0.2
,,3780,,,,,2.1,-0.24774349,126,0,15728,0.8,,,,,,,,,,
1507,-0.049638653565198185,3810,1.28,3810,0.96,0,,,,,,,1.1223555e-05,0.238937446475029,0.0001,0.10518546402454376,0.0,630,0.2007964849472046,0.00015494982343318143,-0.7415680527687073,0.2
,,3810,,,,,2.1,-0.24637422,127,0,15839,0.8,,,,,,,,,,
1521,-0.07316818099003285,3840,1.38,3840,0.94,0,,,,,,,1.039505e-05,0.15331238210201265,0.0001,0.07499118894338608,0.0,635,0.42449676990509033,-0.0004099810006060522,-0.7526100039482116,0.2
,,3840,,,,,2.18,-0.25250402,128,0,15957,0.78,,,,,,,,,,
1532,-0.051519091757945716,3870,1.34,3870,0.94,0,,,,,,,6.4929327e-06,0.1693100780248642,0.0001,0.07619576901197433,0.0,640,0.47457873821258545,-8.282343633894129e-05,-0.7479863166809082,0.2
,,3870,,,,,2.24,-0.26200650000000003,129,0,16071,0.78,,,,,,,,,,
1546,-0.09556081457994878,3900,1.52,3900,0.9,0,,,,,,,9.1870625e-06,0.20224738121032715,0.0001,0.08067680150270462,0.0,645,0.22401583194732666,-0.0006750802303820081,-0.7470816612243653,0.2
,,3900,,,,,2.28,-0.26263853000000004,130,0,16204,0.77,,,,,,,,,,
1561,-0.09698386207222938,3930,1.36,3930,0.92,0,,,,,,,7.97987e-05,0.1273815780878067,0.0001,0.057742275297641754,0.0,650,0.26348501443862915,-0.0015384900469022967,-0.7380061864852905,0.2
,,3930,,,,,2.25,-0.22625263,131,0,16325,0.8,,,,,,,,,,
1580,-0.007178342323750257,3960,1.1,3960,1.0,0,,,,,,,9.6360845e-06,0.11576084047555923,0.0001,0.054029468446969986,0.0,655,0.06677085161209106,0.0006239481720452744,-0.7258371949195862,0.2
,,3960,,,,,2.19,-0.21052638999999998,132,0,16434,0.83,,,,,,,,,,
1594,-0.07356652528047562,3990,1.42,3990,0.94,0,,,,,,,9.894371e-07,0.04367553666234016,0.0001,0.020663389936089516,0.0,660,-0.3023416996002197,5.141417095728684e-05,-0.7202559351921082,0.2
,,3990,,,,,2.11,-0.18951049000000006,133,0,16555,0.85,,,,,,,,,,
1608,-0.00827051690313965,4020,1.16,4020,1.0,0,,,,,,,9.814898e-07,0.3725868284702301,0.0001,0.1667804718017578,0.0,665,0.30137473344802856,0.00013694683468230552,-0.7172821760177612,0.2
,,4020,,,,,2.08,-0.18315405,134,0,16668,0.85,,,,,,,,,,
1618,-0.05413050918839872,4050,1.46,4050,0.94,0,,,,,,,2.183517e-06,0.11903806626796723,0.0001,0.049333032220602036,0.0,670,0.5931766033172607,-0.00010536829346818877,-0.7210874199867249,0.2
,,4050,,,,,2.13,-0.22509514000000003,135,0,16802,0.84,,,,,,,,,,
1624,-0.008896460491232574,4080,1.18,4080,1.0,0,,,,,,,6.999572e-06,0.39832223057746885,0.0001,0.1749943643808365,0.0,675,-0.3078911304473877,-0.0003227478213375434,-0.7278750777244568,0.2
,,4080,,,,,2.24,-0.25938732,136,0,16929,0.8,,,,,,,,,,
1636,-0.00825115390587598,4110,1.16,4110,1.0,0,,,,,,,1.736482e-05,0.2818639039993286,0.0001,0.1386815756559372,0.0,680,-0.2972440719604492,-0.0008845158402500886,-0.7310345888137817,0.2
,,4110,,,,,2.33,-0.28772242000000003,137,0,17038,0.76,,,,,,,,,,
1653,-0.07693777714855969,4140,1.46,4140,0.92,0,,,,,,,4.1107337e-06,0.19870739579200744,0.0001,0.09461362659931183,0.0,685,0.32458072900772095,-5.9709748014569183e-05,-0.7372569441795349,0.2
,,4140,,,,,2.2,-0.273996,138,0,17172,0.78,,,,,,,,,,
1674,-0.0728183298651129,4170,1.3,4170,0.94,0,,,,,,,1.0085106e-05,0.1923332393169403,0.0001,0.08550340682268143,0.0,690,0.2667645812034607,-0.00036884625034900865,-0.7371111273765564,0.2
,,4170,,,,,2.23,-0.26894454,139,0,17294,0.77,,,,,,,,,,
1690,-0.055660574259236456,4200,1.4,4200,0.94,0,,,,,,,1.2946129e-05,0.12310659736394883,0.0001,0.04444875940680504,0.0,695,-0.6379578113555908,-0.0005059286001294794,-0.7357202649116517,0.2
,,4200,,,,,2.23,-0.27322450000000004,140,0,17420,0.77,,,,,,,,,,
1706,-0.07948739957064391,4230,1.56,4230,0.9,0,,,,,,,7.405877e-05,0.1274813801050186,0.0001,0.05624033883213997,0.0,700,0.4345075488090515,-0.0015580985050959839,-0.7279707670211792,0.2
,,4230,,,,,2.16,-0.24781699000000004,141,0,17556,0.79,,,,,,,,,,
1715,-0.0735422006715089,4260,1.36,4260,0.92,0,,,,,,,8.1559025e-05,0.16641175448894502,0.0001,0.08260171860456467,0.0,705,0.5210530757904053,-0.0007122047885786742,-0.7252628564834595,0.2
,,4260,,,,,2.15,-0.22430915,142,0,17680,0.8,,,,,,,,,,
1729,-0.030473443418741225,4290,1.26,4290,0.98,0,,,,,,,2.7304888e-05,0.2976519107818604,0.0001,0.13500751554965973,0.0,710,-0.07858359813690186,-0.0005132965274000867,-0.7101383686065674,0.2
,,4290,,,,,1.95,-0.19024506,143,0,17794,0.85,,,,,,,,,,
1744,-0.052543897535651925,4320,1.36,4320,0.96,0,,,,,,,1.3029576e-05,0.2638853698968887,0.0001,0.12140873074531555,0.0,715,0.024147748947143555,-0.0004985380217355839,-0.7010672688484192,0.2
,,4320,,,,,1.93,-0.18333537000000003,144,0,17916,0.85,,,,,,,,,,
1765,-0.010504212663508952,4350,1.14,4350,0.98,0,,,,,,,0.00011117458,0.2100563108921051,0.0001,0.0945870652794838,0.0,720,0.12936043739318848,-0.002535900302852312,-0.6919209718704223,0.2
,,4350,,,,,1.93,-0.17493771,145,0,18022,0.86,,,,,,,,,,
1776,-0.037140802536159756,4380,1.5,4380,0.98,0,,,,,,,8.0887476e-05,0.2629876732826233,0.0001,0.13339293003082275,0.0,725,-15.108377456665039,8.340517553619974e-05,-0.6722209572792053,0.2
,,4380,,,,,2.06,-0.21302569999999998,146,0,18152,0.83,,,,,,,,,,
1790,-0.04953020703047514,4410,1.24,4410,0.96,0,,,,,,,3.1359992e-05,0.20212513506412505,0.0001,0.09264456480741501,0.0,730,0.19559246301651,-0.0005790050944778358,-0.6589891076087951,0.2
,,4410,,,,,2.11,-0.22848783,147,0,18273,0.81,,,,,,,,,,
1808,-0.031028573149815202,4440,1.26,4440,0.98,0,,,,,,,5.453229e-05,0.18684690594673156,0.0001,0.08701319247484207,0.0,735,0.11423653364181519,-0.0002144765881048727,-0.6483557343482971,0.2
,,4440,,,,,2.05,-0.20875233,148,0,18383,0.83,,,,,,,,,,
1825,-0.031099700503982603,4470,1.34,4470,0.98,0,,,,,,,1.38620535e-05,0.19581612646579744,0.0001,0.09190903604030609,0.0,740,-0.0024871826171875,0.00011745333458144103,-0.637453818321228,0.2
,,4470,,,,,1.84,-0.14723535,149,0,18501,0.88,,,,,,,,,,
1840,-0.07353028252255171,4500,1.44,4500,0.92,0,,,,,,,1.0573864e-05,0.14654822945594786,0.0001,0.06563841551542282,0.0,745,-0.13711142539978027,-0.00026728352541525167,-0.633021330833435,0.2
,,4500,,,,,1.83,-0.13644815,150,0,18627,0.89,,,,,,,,,,
1855,-0.05313894347287715,4530,1.3,4530,0.94,0,,,,,,,2.2004047e-05,0.20948990285396576,0.0001,0.10535262525081635,0.0,750,0.11128324270248413,-0.00017721970825164136,-0.6256255626678466,0.2
,,4530,,,,,1.94,-0.17053042999999998,151,0,18746,0.86,,,,,,,,,,
1872,-0.011464187209494412,4560,1.2,4560,0.98,0,,,,,,,1.660188e-05,0.24507021605968476,0.0001,0.11366068571805954,0.0,755,0.10784882307052612,-0.0006306642336618041,-0.6208106517791748,0.2
,,4560,,,,,1.93,-0.18360408999999997,152,0,18853,0.86,,,,,,,,,,
1890,-0.05795198456849903,4590,1.4,4590,0.94,0,,,,,,,9.9839766e-05,0.1505041688680649,0.0001,0.0636819452047348,0.0,760,0.5179224610328674,-0.002592903760572085,-0.6087335467338562,0.2
,,4590,,,,,1.81,-0.16436807,153,0,18971,0.89,,,,,,,,,,
1903,-0.05246171999257058,4620,1.48,4620,0.92,0,,,,,,,1.7831722e-05,0.4050521433353424,0.0001,0.18989789485931396,0.0,765,0.03569328784942627,-0.000126010180004954,-0.6058934211730957,0.2
,,4620,,,,,1.88,-0.18035927000000002,154,0,19093,0.87,,,,,,,,,,
1916,-0.07096263683866709,4650,1.36,4650,0.94,0,,,,,,,2.1239123e-06,0.12222927063703537,0.0001,0.05986222252249718,0.0,770,0.4648875594139099,5.653897892123894e-05,-0.5816649794578552,0.2
,,4650,,,,,1.96,-0.20376587999999998,155,0,19217,0.84,,,,,,,,,,
1927,-0.029948479430750012,4680,1.3,4680,0.96,0,,,,,,,5.1796437e-06,0.28143500685691836,0.0001,0.13385125994682312,0.0,775,-0.24953818321228027,-6.229042769376747e-05,-0.5779152870178222,0.2
,,4680,,,,,2.0,-0.21397528,156,0,19337,0.83,,,,,,,,,,
1947,-0.05405081647913903,4710,1.5,4710,0.96,0,,,,,,,4.5041244e-05,0.17577538192272185,0.0001,0.08400898426771164,0.0,780,0.12739241123199463,-0.0009609015786551823,-0.5723748326301574,0.2
,,4710,,,,,2.0,-0.21286760999999998,157,0,19467,0.84,,,,,,,,,,
1965,-0.09355928585398943,4740,1.52,4740,0.9,0,,,,,,,3.419717e-05,0.14647228717803956,0.0001,0.06837964057922363,0.0,785,0.22081393003463745,-0.0002931265090591495,-0.5605700612068176,0.2
,,4740,,,,,1.94,-0.18744630999999998,158,0,19597,0.85,,,,,,,,,,
1980,-0.010361468410119415,4770,1.28,4770,0.96,0,,,,,,,3.0642746e-05,0.0855720043182373,0.0001,0.03767629712820053,0.0,790,0.436312735080719,-0.00025575697150392873,-0.5519080519676208,0.2
,,4770,,,,,1.93,-0.16262521000000002,159,0,19715,0.85,,,,,,,,,,
1988,-0.02800146607682109,4800,1.14,4800,0.98,0,,,,,,,9.777943e-05,0.14839257299900055,0.0001,0.07259784638881683,0.0,795,0.4301578998565674,-0.0019665672536937962,-0.5360061645507812,0.2
,,4800,,,,,2.14,-0.21574703,160,0,19816,0.8,,,,,,,,,,
2002,-0.07063984782900662,4830,1.26,4830,0.94,0,,,,,,,1.5435617e-05,0.41900384426116943,0.0001,0.19614854454994202,0.0,800,0.16440272331237793,0.0004347721762801626,-0.5241509437561035,0.2
,,4830,,,,,2.14,-0.21688893999999997,161,0,19930,0.79,,,,,,,,,,
2017,-0.09505187741015106,4860,1.56,4860,0.9,0,,,,,,,3.613631e-05,0.1417119473218918,0.0001,0.06314884126186371,0.0,805,0.27006620168685913,-0.0014424820779822766,-0.5135739803314209,0.2
,,4860,,,,,2.07,-0.18709487,162,0,20072,0.82,,,,,,,,,,
2030,-0.11376279133372008,4890,1.56,4890,0.9,0,,,,,,,1.1593103e-05,0.1355153888463974,0.0001,0.06612171977758408,0.0,810,0.31944578886032104,-0.00011101007476099767,-0.5007676541805267,0.2
,,4890,,,,,2.06,-0.18651266999999996,163,0,20199,0.8,,,,,,,,,,
2042,-0.006003687223419547,4920,1.0,4920,1.0,0,,,,,,,8.945267e-05,0.09886670112609863,0.0001,0.0442870631814003,0.0,815,0.5060737133026123,-0.0013919081026688928,-0.4917216539382935,0.2
,,4920,,,,,2.17,-0.2002226,164,0,20302,0.79,,,,,,,,,,
2053,-0.0777191024646163,4950,1.4,4950,0.92,0,,,,,,,0.000106541316,0.24409305155277253,0.0001,0.11345814168453217,0.0,820,-0.21917414665222168,-0.001674782236417105,-0.473678320646286,0.2
,,4950,,,,,2.28,-0.21623439,165,0,20427,0.77,,,,,,,,,,
2063,-0.04994956570677459,4980,1.24,4980,0.96,0,,,,,,,1.15454195e-05,0.16964386999607087,0.0001,0.08156028389930725,0.0,825,0.3363056182861328,-5.334258181406426e-05,-0.45853701829910276,0.2
,,4980,,,,,2.44,-0.23320549000000004,166,0,20540,0.74,,,,,,,,,,
2080,-0.0738454435998574,5010,1.42,5010,0.94,0,,,,,,,2.685984e-05,0.14686160087585448,0.0001,0.06816481798887253,0.0,830,-0.07661843299865723,0.0001164400566871393,-0.4495896458625793,0.2
,,5010,,,,,2.38,-0.21248734,167,0,20656,0.76,,,,,,,,,,
2099,-0.07682808826677501,5040,1.56,5040,0.92,0,,,,,,,5.4001807e-06,0.08953220844268799,0.0001,0.04276484623551369,0.0,835,0.3270453214645386,-7.070581112813556e-05,-0.44659358263015747,0.2
,,5040,,,,,2.13,-0.14913373,168,0,20789,0.83,,,,,,,,,,
2112,-0.009645237112417817,5070,1.18,5070,0.98,0,,,,,,,1.0752678e-05,0.10351220816373825,0.0001,0.04862060397863388,0.0,840,0.13072240352630615,-0.00032340646507993397,-0.4524993062019348,0.2
,,5070,,,,,2.21,-0.15889403000000002,169,0,20894,0.81,,,,,,,,,,
2125,-0.07258016141597182,5100,1.42,5100,0.94,0,,,,,,,2.999703e-05,0.2227180451154709,0.0001,0.10240831226110458,0.0,845,0.031050801277160645,-0.00011515498367451472,-0.4592429995536804,0.2
,,5100,,,,,2.24,-0.19320812999999998,170,0,21022,0.8,,,,,,,,,,
2136,-0.06159170281607658,5130,1.5,5130,0.94,0,,,,,,,1.0416905e-05,0.23487232625484467,0.0001,0.10342156887054443,0.0,850,0.20814859867095947,-0.000272320511091273,-0.45884252786636354,0.2
,,5130,,,,,2.27,-0.20394759999999995,171,0,21153,0.8,,,,,,,,,,
2150,-0.07259258914738893,5160,1.5,5160,0.92,0,,,,,,,3.205339e-05,0.20105159878730774,0.0001,0.09656410664319992,0.0,855,0.100605309009552,-0.0008966461712653029,-0.45517742037773135,0.2
,,5160,,,,,2.13,-0.19499144000000002,172,0,21281,0.81,,,,,,,,,,
2165,-0.005983259766362607,5190,1.0,5190,1.0,0,,,,,,,2.8010209e-05,0.16352618932724,0.0001,0.07747871428728104,0.0,860,0.2942032814025879,-0.0002398765057053609,-0.44761390089988706,0.2
,,5190,,,,,2.08,-0.20300081000000003,173,0,21379,0.81,,,,,,,,,,
2182,-0.10042815287131816,5220,1.48,5220,0.9,0,,,,,,,0.0,0.28243353962898254,0.0001,0.1366206258535385,0.0,865,0.42241406440734863,-3.576277585182197e-09,-0.4448713183403015,0.2
,,5220,,,,,2.07,-0.21378835000000002,174,0,21518,0.81,,,,,,,,,,
2197,-0.056064445059746504,5250,1.4,5250,0.94,0,,,,,,,1.1771917e-05,0.22456404566764832,0.0001,0.10615470260381699,0.0,870,0.06601577997207642,-0.0006274096155539866,-0.4460689604282379,0.2
,,5250,,,,,2.13,-0.22407678999999997,175,0,21639,0.79,,,,,,,,,,
2213,-0.032759006842970846,5280,1.44,5280,0.96,0,,,,,,,4.053116e-06,0.19377026855945587,0.0001,0.08891722559928894,0.0,875,0.26446789503097534,-0.0001761953075764211,-0.4357361555099487,0.2
,,5280,,,,,2.06,-0.22372493,176,0,21758,0.8,,,,,,,,,,
2224,-0.1178271727776155,5310,1.6,5310,0.88,0,,,,,,,1.9510587e-06,0.1844383329153061,0.0001,0.09214641898870468,0.0,880,0.21920466423034668,6.512324107461609e-05,-0.42969728708267213,0.2
,,5310,,,,,2.1,-0.24127115999999993,177,0,21895,0.8,,,,,,,,,,
2240,-0.05541458422783762,5340,1.5,5340,0.92,0,,,,,,,1.1920929e-07,0.4652383983135223,0.0001,0.2206348329782486,0.0,885,-0.03931105136871338,7.132689319178099e-08,-0.4262149691581726,0.2
,,5340,,,,,1.99,-0.22438609999999998,178,0,22027,0.82,,,,,,,,,,
2255,-0.07846815017983318,5370,1.5,5370,0.92,0,,,,,,,1.8525123e-05,0.22282935678958893,0.0001,0.10527865588665009,0.0,890,-0.029152393341064453,-0.0011738934274760026,-0.42437355518341063,0.2
,,5370,,,,,1.99,-0.22162505,179,0,22154,0.82,,,,,,,,,,
2271,-0.009062957200221718,5400,1.18,5400,1.0,0,,,,,,,2.630949e-05,0.1179567351937294,0.0001,0.054509107023477554,0.0,895,0.3835630416870117,-0.0010638812956553778,-0.41888309121131895,0.2
,,5400,,,,,1.97,-0.19854164000000002,180,0,22264,0.85,,,,,,,,,,
2289,-0.030772249437868594,5430,1.3,5430,0.96,0,,,,,,,4.1604044e-06,0.17081889510154724,0.0001,0.08071697503328323,0.0,900,0.04752844572067261,3.599802645766203e-05,-0.4150193214416504,0.2
,,5430,,,,,1.96,-0.21016335999999997,181,0,22385,0.85,,,,,,,,,,
2304,-0.055649125818163156,5460,1.32,5460,0.96,0,,,,,,,1.7086664e-07,0.2065949410200119,0.0001,0.09789624810218811,0.0,905,0.02136242389678955,0.00012643098949993714,-0.41332767009735105,0.2
,,5460,,,,,2.02,-0.22439307999999997,182,0,22501,0.84,,,,,,,,,,
2317,-0.03280288788024336,5490,1.42,5490,0.94,0,,,,,,,0.00073354243,0.15795354545116425,0.0001,0.0683271512389183,0.006666667014360428,910,0.4023062586784363,-0.004451204111489204,-0.4394703984260559,0.2
,,5490,,,,,1.94,-0.19144645999999998,183,0,22622,0.85,,,,,,,,,,
2336,-0.07254227872006595,5520,1.34,5520,0.92,0,,,,,,,2.7239323e-06,0.11113420277833938,0.0001,0.05187273398041725,0.0,915,0.3815550208091736,-4.829168339099965e-05,-0.4231573700904846,0.2
,,5520,,,,,1.92,-0.18148504,184,0,22737,0.85,,,,,,,,,,
2347,-0.07026882792823017,5550,1.26,5550,0.94,0,,,,,,,2.4549166e-05,0.2362786591053009,0.0001,0.11099062860012054,0.0,920,0.14079517126083374,-0.0008256923966108332,-0.4219627380371094,0.2
,,5550,,,,,1.88,-0.18142651999999998,185,0,22859,0.85,,,,,,,,,,
2362,-0.09738103651907296,5580,1.54,5580,0.9,0,,,,,,,5.3544838e-05,0.16990629434585572,0.0001,0.07698570936918259,0.0,925,0.32683366537094116,-0.0011250801935482001,-0.4155689537525177,0.2
,,5580,,,,,1.97,-0.19276721000000005,186,0,22998,0.84,,,,,,,,,,
