env/current_idx,eval/mean_reward,time/total_timesteps,eval/mean_ep_length,env/n_steps,eval/success_rate,env/completion_counter,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/success_rate,train/approx_kl,train/value_loss,train/learning_rate,train/loss,train/clip_fraction,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/clip_range
,,9360,,,,,1.87,-0.15990701000000002,312,0,38189,0.87,,,,,,,,,,
4207,-0.07354935794603079,9390,1.44,9390,0.94,0,,,,,,,3.505349e-05,0.12139742523431778,0.0001,0.05690092593431473,0.0,1560,0.3134916424751282,-0.0006586627014137037,-0.2932338535785675,0.2
,,9390,,,,,2.05,-0.20129944000000002,313,0,38302,0.85,,,,,,,,,,
4226,-0.029134051152504982,9420,1.18,9420,0.98,0,,,,,,,9.78907e-05,0.22799388766288758,0.0001,0.10727474093437195,0.0,1565,0.04138153791427612,-0.0014205916350086944,-0.3041536509990692,0.2
,,9420,,,,,2.0,-0.18286466000000004,314,0,38414,0.87,,,,,,,,,,
4237,-0.1164029295463115,9450,1.68,9450,0.88,0,,,,,,,8.212924e-05,0.11664871871471405,0.0001,0.05487196147441864,0.0,1570,0.15707755088806152,-0.0006871958523212207,-0.31677754521369933,0.2
,,9450,,,,,2.09,-0.21772858,315,0,38557,0.85,,,,,,,,,,
4250,-0.033519945810548964,9480,1.26,9480,0.96,0,,,,,,,5.4653487e-05,0.2651139199733734,0.0001,0.12458884716033936,0.0,1575,0.20401531457901,-0.0001533325552010467,-0.3274599611759186,0.2
,,9480,,,,,2.15,-0.21706701999999997,316,0,38672,0.84,,,,,,,,,,
4268,-0.011620079553686082,9510,1.34,9510,0.98,0,,,,,,,1.038909e-05,0.1759848564863205,0.0001,0.0845421776175499,0.0,1580,0.06057727336883545,-0.00027833342988738965,-0.3319274365901947,0.2
,,9510,,,,,2.12,-0.21714993999999999,317,0,38789,0.84,,,,,,,,,,
4288,-0.02930175316054374,9540,1.22,9540,0.96,0,,,,,,,1.1920929e-07,0.19615983664989473,0.0001,0.09344767034053802,0.0,1585,0.2126893401145935,-2.6623407922699016e-08,-0.3297159433364868,0.2
,,9540,,,,,2.01,-0.20077016,318,0,38903,0.85,,,,,,,,,,
4301,-0.030852404506877065,9570,1.28,9570,0.98,0,,,,,,,0.0,0.12133762538433075,0.0001,0.057013094425201416,0.0,1590,0.32255756855010986,-4.542370612981017e-08,-0.3269205868244171,0.2
,,9570,,,,,2.0,-0.20378153000000004,319,0,39017,0.84,,,,,,,,,,
4316,-0.05201505709905177,9600,1.42,9600,0.94,0,,,,,,,7.7088674e-07,0.17269169688224792,0.0001,0.08603347837924957,0.0,1595,0.5750541687011719,-5.935350933814476e-05,-0.32601107358932496,0.2
,,9600,,,,,1.96,-0.18936763999999998,320,0,39134,0.83,,,,,,,,,,
4333,-0.09518107729963958,9630,1.56,9630,0.92,0,,,,,,,0.0,0.16966452002525328,0.0001,0.08219219744205475,0.0,1600,-0.33056962490081787,-3.099441485687748e-08,-0.3268060266971588,0.2
,,9630,,,,,1.93,-0.17947683,321,0,39256,0.84,,,,,,,,,,
4353,-0.007123790122568608,9660,1.06,9660,1.0,0,,,,,,,1.2018283e-05,0.169578218460083,0.0001,0.08155980706214905,0.0,1605,0.4330083727836609,-0.0007002588051058467,-0.3272313117980957,0.2
,,9660,,,,,1.76,-0.14494005000000001,322,0,39358,0.88,,,,,,,,,,
4368,-0.05704448719974607,9690,1.34,9690,0.96,0,,,,,,,0.0,0.09330976158380508,0.0001,0.0440155565738678,0.0,1610,0.2803562879562378,-1.3192494963121248e-07,-0.32609317898750306,0.2
,,9690,,,,,1.8,-0.15955699000000004,323,0,39479,0.87,,,,,,,,,,
4381,-0.03147711086086929,9720,1.38,9720,0.98,0,,,,,,,1.1523564e-07,0.21327138245105742,0.0001,0.09951221197843552,0.0,1615,0.3853832483291626,4.3625433948646375e-05,-0.32571091651916506,0.2
,,9720,,,,,1.9,-0.18350808000000002,324,0,39612,0.85,,,,,,,,,,
4397,-0.03192059366498143,9750,1.4,9750,0.94,0,,,,,,,0.0,0.1272277295589447,0.0001,0.06072620674967766,0.0,1620,0.4702655076980591,-3.933906462805226e-08,-0.32450032234191895,0.2
,,9750,,,,,1.9,-0.18263787999999997,325,0,39734,0.85,,,,,,,,,,
4411,-0.052940456895157695,9780,1.52,9780,0.92,0,,,,,,,2.0970901e-05,0.153134685754776,0.0001,0.07262000441551208,0.0,1625,0.379991352558136,-0.0010231483141735608,-0.3250201165676117,0.2
,,9780,,,,,1.92,-0.20908327000000004,326,0,39865,0.84,,,,,,,,,,
4422,-0.056844028048217296,9810,1.56,9810,0.92,0,,,,,,,1.0073185e-06,0.21660283505916594,0.0001,0.10522542148828506,0.0,1630,0.31489866971969604,-2.85764537693467e-05,-0.33021265268325806,0.2
,,9810,,,,,2.0,-0.22131921999999998,327,0,40002,0.83,,,,,,,,,,
4439,-0.03436175293754786,9840,1.24,9840,0.98,0,,,,,,,6.2942504e-06,0.2733290731906891,0.0001,0.12869933247566223,0.0,1635,-0.09113585948944092,-8.665422569400504e-05,-0.3306871712207794,0.2
,,9840,,,,,1.98,-0.21163867,328,0,40117,0.84,,,,,,,,,,
4451,-0.009581029675900936,9870,1.24,9870,0.98,0,,,,,,,0.0,0.14985034763813018,0.0001,0.07252828031778336,0.0,1640,0.40103864669799805,-2.58286797816254e-07,-0.3294431805610657,0.2
,,9870,,,,,2.12,-0.25885754,329,0,40223,0.81,,,,,,,,,,
4464,-0.009461563797667622,9900,1.22,9900,0.98,0,,,,,,,1.9361576e-05,0.2918956518173218,0.0001,0.1390749216079712,0.0,1645,0.37576502561569214,-0.001704471610719338,-0.3272069334983826,0.2
,,9900,,,,,2.14,-0.25295444,330,0,40327,0.81,,,,,,,,,,
4480,-0.010409546857699752,9930,1.28,9930,0.98,0,,,,,,,9.391705e-06,0.24901187121868135,0.0001,0.1173371970653534,0.0,1650,0.13725757598876953,-0.00037776848126682696,-0.31977258920669555,0.2
,,9930,,,,,2.15,-0.26091743,331,0,40443,0.81,,,,,,,,,,
4488,-0.030946559752337635,9960,1.3,9960,0.96,0,,,,,,,5.0246716e-05,0.22593559920787812,0.0001,0.10570105165243149,0.0,1655,-0.09617054462432861,-0.0011491171464634853,-0.3114226758480072,0.2
,,9960,,,,,2.18,-0.26066564000000003,332,0,40553,0.8,,,,,,,,,,
4503,-0.030948180761188267,9990,1.24,9990,0.98,0,,,,,,,2.1998088e-05,0.16463690400123596,0.0001,0.08008203655481339,0.0,1660,0.2980778217315674,0.0012858041205131344,-0.30169293880462644,0.2
,,9990,,,,,2.28,-0.27367822999999997,333,0,40670,0.79,,,,,,,,,,
4518,-0.0755424012709409,10020,1.4,10020,0.92,0,,,,,,,1.1698405e-05,0.24853516817092897,0.0001,0.12070401012897491,0.0,1665,-0.24937129020690918,-0.00034064353307863284,-0.3002978444099426,0.2
,,10020,,,,,2.2,-0.26422396,334,0,40782,0.8,,,,,,,,,,
4532,-0.03023154366761446,10050,1.24,10050,0.98,0,,,,,,,4.6302874e-05,0.30508660078048705,0.0001,0.146609827876091,0.0,1670,0.19105130434036255,-0.0009822126311092917,-0.3042106032371521,0.2
,,10050,,,,,2.22,-0.2753299,335,0,40893,0.79,,,,,,,,,,
4551,-0.09512862447183579,10080,1.48,10080,0.92,0,,,,,,,3.1906366e-05,0.18995885252952577,0.0001,0.09196822345256805,0.0,1675,0.3330286741256714,-5.583564406452801e-05,-0.31356278657913206,0.2
,,10080,,,,,2.12,-0.23842,336,0,41016,0.81,,,,,,,,,,
4560,-0.07896651483140886,10110,1.46,10110,0.94,0,,,,,,,9.373824e-06,0.1460720807313919,0.0001,0.07041718065738678,0.0,1680,0.38048917055130005,-6.565332302965743e-05,-0.32014358043670654,0.2
,,10110,,,,,2.13,-0.24972087,337,0,41151,0.8,,,,,,,,,,
4576,-0.09440624159760773,10140,1.44,10140,0.92,0,,,,,,,6.788969e-06,0.1935323506593704,0.0001,0.09500725567340851,0.0,1685,0.2947453260421753,-0.00024869839432852816,-0.32339721322059634,0.2
,,10140,,,,,2.18,-0.24707722000000004,338,0,41283,0.79,,,,,,,,,,
4589,-0.051150263105519116,10170,1.32,10170,0.96,0,,,,,,,5.2253404e-07,0.13948753774166106,0.0001,0.0671074315905571,0.0,1690,0.27367526292800903,-1.7237861865537774e-05,-0.32463292479515077,0.2
,,10170,,,,,2.08,-0.21368919000000003,339,0,41403,0.82,,,,,,,,,,
4605,-0.07133632440119982,10200,1.4,10200,0.92,0,,,,,,,2.7577082e-06,0.1590910017490387,0.0001,0.07246322929859161,0.0,1695,-0.08116686344146729,1.1989871854822809e-05,-0.32403792142868043,0.2
,,10200,,,,,2.01,-0.22192357999999998,340,0,41519,0.82,,,,,,,,,,
4616,-0.05581158336717636,10230,1.44,10230,0.94,0,,,,,,,5.13196e-06,0.279079669713974,0.0001,0.14099952578544617,0.0,1700,0.37462979555130005,-0.00040209451719448454,-0.3215515077114105,0.2
,,10230,,,,,2.14,-0.24748835000000002,341,0,41642,0.79,,,,,,,,,,
4633,-0.02848580522928387,10260,1.18,10260,0.98,0,,,,,,,2.0444393e-06,0.24521575272083282,0.0001,0.1145535260438919,0.0,1705,0.11373329162597656,-0.00012041211220363835,-0.31970009207725525,0.2
,,10260,,,,,2.09,-0.22511591,342,0,41751,0.8,,,,,,,,,,
4645,-0.08037841382436454,10290,1.64,10290,0.9,0,,,,,,,0.0,0.11200935840606689,0.0001,0.056015074253082275,0.0,1710,0.19680547714233398,-1.435478544919988e-07,-0.31799356341362,0.2
,,10290,,,,,2.2,-0.24934098999999998,343,0,41879,0.78,,,,,,,,,,
4654,-0.05468536189757287,10320,1.48,10320,0.94,0,,,,,,,4.5577685e-06,0.20350245237350464,0.0001,0.0978793352842331,0.0,1715,0.10905629396438599,-0.0001568613461859769,-0.3175453245639801,0.2
,,10320,,,,,2.28,-0.27239307,344,0,42013,0.76,,,,,,,,,,
4674,-0.008243742543272673,10350,1.14,10350,1.0,0,,,,,,,1.7881393e-07,0.1685234248638153,0.0001,0.07576214522123337,0.0,1720,0.2650972008705139,-1.4185905499175534e-07,-0.31997384428977965,0.2
,,10350,,,,,2.13,-0.21658201000000002,345,0,42120,0.8,,,,,,,,,,
4689,-0.07869217118248344,10380,1.48,10380,0.92,0,,,,,,,1.658996e-06,0.12883903533220292,0.0001,0.06686196476221085,0.0,1725,-16.63273811340332,9.651978854208209e-06,-0.32214874029159546,0.2
,,10380,,,,,2.11,-0.22399383999999994,346,0,42242,0.8,,,,,,,,,,
4709,-0.02849932591430843,10410,1.18,10410,0.98,0,,,,,,,2.2232532e-06,0.24275274574756622,0.0001,0.11437971889972687,0.0,1730,-0.06846499443054199,-0.00017476757178300773,-0.3229938805103302,0.2
,,10410,,,,,1.95,-0.16761640999999997,347,0,42351,0.84,,,,,,,,,,
4723,-0.008965649101883173,10440,1.22,10440,1.0,0,,,,,,,3.9215884e-05,0.12125115990638732,0.0001,0.055389225482940674,0.0,1735,0.313667356967926,-0.0015432393286999968,-0.3189791202545166,0.2
,,10440,,,,,1.99,-0.16043404999999997,348,0,42454,0.84,,,,,,,,,,
4738,-0.1029007588000968,10470,1.46,10470,0.92,0,,,,,,,5.265077e-06,0.13947653472423555,0.0001,0.06509135663509369,0.0,1740,0.14041626453399658,0.00027100881309394254,-0.310207724571228,0.2
,,10470,,,,,1.95,-0.14410546,349,0,42580,0.85,,,,,,,,,,
4750,-0.029940383154898883,10500,1.24,10500,0.98,0,,,,,,,4.2162337e-05,0.14662603735923768,0.0001,0.06678201258182526,0.0,1745,-0.2430589199066162,-0.0001519979051469278,-0.30584526658058164,0.2
,,10500,,,,,1.92,-0.13565273,350,0,42687,0.85,,,,,,,,,,
4769,-0.05127912844996899,10530,1.34,10530,0.96,0,,,,,,,3.516674e-06,0.3028794348239899,0.0001,0.15101228654384613,0.0,1750,0.3176354765892029,-0.00018003801398052132,-0.3022120535373688,0.2
,,10530,,,,,1.85,-0.13665739999999998,351,0,42797,0.86,,,,,,,,,,
4781,-0.07732155825942755,10560,1.46,10560,0.94,0,,,,,,,6.3578286e-06,0.1035406619310379,0.0001,0.04849054291844368,0.0,1755,0.13077104091644287,-0.00036082982636180815,-0.3000389575958252,0.2
,,10560,,,,,1.98,-0.16637145,352,0,42917,0.84,,,,,,,,,,
4795,-0.09481224855408073,10590,1.54,10590,0.92,0,,,,,,,3.0257304e-05,0.29033769965171813,0.0001,0.13615719974040985,0.0,1760,-0.07591187953948975,-0.0007316247664860498,-0.3039475977420807,0.2
,,10590,,,,,2.0,-0.16399327000000002,353,0,43040,0.84,,,,,,,,,,
4809,-0.0734132118569687,10620,1.42,10620,0.92,0,,,,,,,2.6369094e-05,0.19441143274307252,0.0001,0.09138400852680206,0.0,1765,0.07684928178787231,-0.00016716122666071698,-0.31021695137023925,0.2
,,10620,,,,,2.09,-0.19118914999999997,354,0,43163,0.82,,,,,,,,,,
4825,-0.007441004496067763,10650,1.1,10650,1.0,0,,,,,,,7.3512393e-07,0.194534370303154,0.0001,0.09191145747900009,0.0,1770,0.20295017957687378,-6.5294896558043545e-06,-0.31586889624595643,0.2
,,10650,,,,,2.07,-0.19710012999999996,355,0,43259,0.82,,,,,,,,,,
4838,-0.07753548529464752,10680,1.48,10680,0.92,0,,,,,,,7.545948e-06,0.17002105414867402,0.0001,0.08480004221200943,0.0,1775,0.3326820731163025,-0.00015705346806491605,-0.31774537563323973,0.2
,,10680,,,,,2.1,-0.21157556,356,0,43379,0.81,,,,,,,,,,
4856,-0.09227534507866948,10710,1.42,10710,0.92,0,,,,,,,2.8232732e-06,0.2194696068763733,0.0001,0.10610319674015045,0.0,1780,-0.015598654747009277,0.0001514637476066838,-0.31855620741844176,0.2
,,10710,,,,,2.04,-0.19566082,357,0,43502,0.83,,,,,,,,,,
4871,-0.00954193238168955,10740,1.22,10740,1.0,0,,,,,,,2.125303e-05,0.1933935046195984,0.0001,0.0908769965171814,0.0,1785,0.0913165807723999,-0.0007493070949568193,-0.32161340713500974,0.2
,,10740,,,,,2.05,-0.1994583,358,0,43612,0.82,,,,,,,,,,
4882,-0.008679204997606575,10770,1.16,10770,1.0,0,,,,,,,2.9802322e-07,0.1712946981191635,0.0001,0.08159097284078598,0.0,1790,-0.20590591430664062,7.008711496965247e-05,-0.32754428386688234,0.2
,,10770,,,,,2.09,-0.22934234,359,0,43719,0.8,,,,,,,,,,
4898,-0.03172967596910894,10800,1.24,10800,0.96,0,,,,,,,9.41356e-06,0.32380914092063906,0.0001,0.16152545809745789,0.0,1795,0.2355303168296814,-0.00034471908972335543,-0.3266678512096405,0.2
,,10800,,,,,2.06,-0.21764486000000002,360,0,43833,0.8,,,,,,,,,,
4921,-0.03109940324909985,10830,1.34,10830,0.94,0,,,,,,,0.0,0.14608629643917084,0.0001,0.07035548985004425,0.0,1800,0.32676273584365845,-2.2470950975517212e-07,-0.3258018374443054,0.2
,,10830,,,,,1.86,-0.15969819,361,0,43949,0.84,,,,,,,,,,
4936,-0.09544778865762055,10860,1.5,10860,0.92,0,,,,,,,3.3179919e-07,0.11539287865161896,0.0001,0.052870847284793854,0.0,1805,-3.0653672218322754,-4.9107271819082145e-05,-0.32655219435691835,0.2
,,10860,,,,,1.79,-0.14563230000000002,362,0,44066,0.86,,,,,,,,,,
4949,-0.07101837278809399,10890,1.36,10890,0.94,0,,,,,,,2.2492806e-05,0.08179055005311966,0.0001,0.03743965923786163,0.0,1810,0.3465917706489563,-0.0011686370760436659,-0.3278393089771271,0.2
,,10890,,,,,1.9,-0.18911964999999997,363,0,44183,0.83,,,,,,,,,,
4961,-0.11449642364867031,10920,1.48,10920,0.9,0,,,,,,,1.320839e-05,0.2837550759315491,0.0001,0.13363686203956604,0.0,1815,0.43205225467681885,-0.001039132053652736,-0.3221780836582184,0.2
,,10920,,,,,2.0,-0.19329385000000002,364,0,44296,0.83,,,,,,,,,,
4976,-0.0064925406221300365,10950,1.02,10950,1.0,0,,,,,,,9.417534e-07,0.16340205073356628,0.0001,0.07657019048929214,0.0,1820,-0.29829227924346924,7.691382925223422e-06,-0.3161376893520355,0.2
,,10950,,,,,1.94,-0.15176162999999998,365,0,44390,0.84,,,,,,,,,,
4994,-0.07592979655601084,10980,1.34,10980,0.94,0,,,,,,,2.3206076e-06,0.15808053314685822,0.0001,0.0759580060839653,0.0,1825,0.16750645637512207,-0.0002001142492613184,-0.31478511095046996,0.2
,,10980,,,,,1.92,-0.15316311999999999,366,0,44498,0.84,,,,,,,,,,
5011,-0.028757735989056527,11010,1.18,11010,0.98,0,,,,,,,2.1368265e-05,0.10992275476455689,0.0001,0.050628986209630966,0.0,1830,0.4516035318374634,-0.00039938925784852584,-0.3075748562812805,0.2
,,11010,,,,,1.93,-0.15592147999999997,367,0,44610,0.86,,,,,,,,,,
5027,-0.056237525334581734,11040,1.38,11040,0.92,0,,,,,,,9.1326234e-05,0.14837815761566162,0.0001,0.06932512670755386,0.0,1835,-0.17160487174987793,-0.001880288113995121,-0.29773199558258057,0.2
,,11040,,,,,1.99,-0.15851659999999998,368,0,44731,0.85,,,,,,,,,,
5041,-0.028760508499108255,11070,1.18,11070,0.98,0,,,,,,,9.5552205e-05,0.16967551410198212,0.0001,0.0779014304280281,0.0,1840,-0.008734583854675293,-0.0015189862282324995,-0.28613104820251467,0.2
,,11070,,,,,2.0,-0.15792041,369,0,44825,0.85,,,,,,,,,,
5053,-0.011004975298419595,11100,1.28,11100,1.0,0,,,,,,,0.0001006484,0.16906022727489473,0.0001,0.08028417825698853,0.0,1845,0.28356224298477173,-0.001871494046257105,-0.27435163259506223,0.2
,,11100,,,,,2.0,-0.15183753,370,0,44932,0.84,,,,,,,,,,
5069,-0.0701953264977783,11130,1.32,11130,0.94,0,,,,,,,3.828605e-05,0.08575717955827714,0.0001,0.041479501873254776,0.0,1850,0.6991276741027832,0.0001756091909676627,-0.26137674450874326,0.2
,,11130,,,,,1.91,-0.14470759,371,0,45039,0.87,,,,,,,,,,
5080,-0.054253734908998014,11160,1.46,11160,0.96,0,,,,,,,1.4036894e-05,0.2224217027425766,0.0001,0.10607372224330902,0.0,1855,0.31399667263031006,3.6332210584077984e-05,-0.25358899831771853,0.2
,,11160,,,,,2.05,-0.18782341999999996,372,0,45158,0.84,,,,,,,,,,
5095,-0.07803680752869696,11190,1.56,11190,0.88,0,,,,,,,2.5312105e-05,0.2073251873254776,0.0001,0.09127721935510635,0.0,1860,0.1678093671798706,-0.0007306218139515152,-0.2485848218202591,0.2
,,11190,,,,,2.09,-0.20220251,373,0,45283,0.83,,,,,,,,,,
5109,-0.05269467866048217,11220,1.3,11220,0.96,0,,,,,,,4.6139954e-05,0.19287470281124114,0.0001,0.09095492959022522,0.0,1865,0.3102467656135559,-0.0011245187146897706,-0.24304355978965758,0.2
,,11220,,,,,2.09,-0.222026,374,0,45402,0.81,,,,,,,,,,
5126,-0.02840986650902778,11250,1.18,11250,0.98,0,,,,,,,9.536743e-07,0.14644757211208342,0.0001,0.07144999504089355,0.0,1870,0.35933828353881836,-5.074342020350286e-07,-0.23488781750202178,0.2
,,11250,,,,,2.12,-0.24625075,375,0,45505,0.8,,,,,,,,,,
5143,-0.09526448276359588,11280,1.36,11280,0.92,0,,,,,,,2.4636586e-07,0.23515470027923585,0.0001,0.11571883410215378,0.0,1875,0.2871612310409546,-9.33806111547142e-08,-0.22903176844120027,0.2
,,11280,,,,,2.01,-0.23216018,376,0,45611,0.82,,,,,,,,,,
5160,-0.009089174787513912,11310,1.22,11310,1.0,0,,,,,,,3.2226244e-06,0.1582758218050003,0.0001,0.07157053053379059,0.0,1880,0.4358981251716614,6.160497665401721e-05,-0.22585009038448334,0.2
,,11310,,,,,1.99,-0.21711894999999998,377,0,45714,0.83,,,,,,,,,,
5177,-0.07308154120109975,11340,1.52,11340,0.94,0,,,,,,,0.0,0.1947331666946411,0.0001,0.0900392085313797,0.0,1885,-0.0005593299865722656,6.596247326129401e-08,-0.22439638674259185,0.2
,,11340,,,,,1.89,-0.18225766999999998,378,0,45842,0.85,,,,,,,,,,
5195,-0.04036090921610594,11370,1.32,11370,0.96,0,,,,,,,1.12493835e-05,0.19655942916870117,0.0001,0.092765673995018,0.0,1890,-0.06023871898651123,-0.0006357455183746197,-0.22300965189933777,0.2
,,11370,,,,,1.78,-0.15396314,379,0,45954,0.87,,,,,,,,,,
5214,-0.09477980613708496,11400,1.44,11400,0.92,0,,,,,,,2.3841858e-07,0.1268572062253952,0.0001,0.06258150935173035,0.0,1895,0.40113580226898193,-5.8809916225754935e-08,-0.21918815970420838,0.2
,,11400,,,,,1.72,-0.13126495,380,0,46085,0.89,,,,,,,,,,
5236,-0.07178857961203904,11430,1.42,11430,0.92,0,,,,,,,1.800855e-05,0.14719254672527313,0.0001,0.06920181214809418,0.0,1900,0.29725998640060425,-0.0008755797099247786,-0.21759768724441528,0.2
,,11430,,,,,1.64,-0.13250976,381,0,46206,0.89,,,,,,,,,,
5247,-0.13653337218798697,11460,1.8,11460,0.86,0,,,,,,,2.3841858e-07,0.1956820696592331,0.0001,0.09200633317232132,0.0,1905,0.3929166793823242,-8.046626991387029e-08,-0.22121794819831847,0.2
,,11460,,,,,1.75,-0.17263990999999998,382,0,46341,0.86,,,,,,,,,,
5258,-0.03053766207769513,11490,1.32,11490,0.98,0,,,,,,,6.1591464e-08,0.22296960055828094,0.0001,0.10301771014928818,0.0,1910,0.3013799786567688,4.753470443930041e-08,-0.22478358447551727,0.2
,,11490,,,,,1.83,-0.20593199000000006,383,0,46449,0.83,,,,,,,,,,
5272,-0.09319409078918398,11520,1.44,11520,0.92,0,,,,,,,1.9953648e-05,0.14332396388053895,0.0001,0.06813935935497284,0.0,1915,0.33042746782302856,-0.0011023732841326961,-0.2274324506521225,0.2
,,11520,,,,,1.86,-0.19141642,384,0,46582,0.84,,,,,,,,,,
5292,-0.050547609198838474,11550,1.36,11550,0.94,0,,,,,,,5.9350332e-05,0.26010698080062866,0.0001,0.13182462751865387,0.0,1920,0.015547692775726318,0.00042992715432745856,-0.23450861275196075,0.2
,,11550,,,,,1.85,-0.18210801999999998,385,0,46721,0.84,,,,,,,,,,
5312,-0.02926120620686561,11580,1.22,11580,0.98,0,,,,,,,2.4120013e-06,0.2499342679977417,0.0001,0.11613146215677261,0.0,1925,0.27305787801742554,3.56247034748236e-05,-0.23936526775360106,0.2
,,11580,,,,,1.83,-0.18229807000000003,386,0,46828,0.84,,,,,,,,,,
5329,-0.07049487945623696,11610,1.26,11610,0.94,0,,,,,,,5.9604645e-08,0.11501182168722153,0.0001,0.05180095136165619,0.0,1930,0.4492330551147461,-8.294979778611377e-08,-0.24208441972732545,0.2
,,11610,,,,,1.88,-0.18234692999999996,387,0,46930,0.84,,,,,,,,,,
5343,-0.031240773908793925,11640,1.24,11640,0.98,0,,,,,,,2.827247e-06,0.148158198595047,0.0001,0.06933096051216125,0.0,1935,0.3279653787612915,-7.630387900761093e-05,-0.24761935472488403,0.2
,,11640,,,,,1.92,-0.17385500999999995,388,0,47039,0.84,,,,,,,,,,
5363,-0.09931451359763742,11670,1.5,11670,0.9,0,,,,,,,4.0928524e-07,0.16233958601951598,0.0001,0.08214076608419418,0.0,1940,0.3686908483505249,5.9403080716258215e-05,-0.24560826122760773,0.2
,,11670,,,,,1.65,-0.11788317000000002,389,0,47161,0.89,,,,,,,,,,
