env/n_steps,time/total_timesteps,eval/mean_reward,eval/success_rate,env/completion_counter,env/current_idx,eval/mean_ep_length,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/iterations,time/fps,rollout/ep_len_mean,train/approx_kl,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,train/loss
2490,2490,-0.11494577807374298,0.88,0,1148,1.54,,,,,,,0.00015717545,820,0.14597614631056785,-0.0036264244647464137,0.0,0.001,0.2,0.35144633054733276,-0.09010257124900818,0.05008923262357712
,2490,,,,,,10498,-0.23883348999999998,0.8,83,0,2.01,,,,,,,,,,
2520,2520,-0.05018436566926539,0.94,0,1160,1.3,,,,,,,0.013070515,830,0.1968568742275238,-0.013607612118745926,0.023333334550261497,0.001,0.2,-0.357985258102417,-0.07410378530621528,0.06396480649709702
,2520,,,,,,10623,-0.26244963000000004,0.78,84,0,2.1,,,,,,,,,,
2550,2550,-0.05063653726130724,0.96,0,1177,1.34,,,,,,,4.571676e-06,840,0.2799885988235474,-0.0002482378500765492,0.0,0.001,0.2,0.08762139081954956,-0.08329840674996376,0.09797468036413193
,2550,,,,,,10751,-0.27519057999999996,0.76,85,0,2.14,,,,,,,,,,
2580,2580,-0.12031313028652221,0.9,0,1191,1.46,,,,,,,0.013826498,850,0.3266006588935852,-0.00648617901684112,0.04000000208616257,0.001,0.2,0.11859995126724243,-0.1835721865296364,0.1332491785287857
,2580,,,,,,10892,-0.23369101000000003,0.78,86,0,2.09,,,,,,,,,,
2610,2610,-0.141194522511214,0.88,0,1207,1.78,,,,,,,3.049175e-05,860,0.2202662169933319,-0.0009430320061557751,0.0,0.001,0.2,0.07932162284851074,-0.087606231123209,0.1004805713891983
,2610,,,,,,11051,-0.18723964999999995,0.82,87,0,1.95,,,,,,,,,,
2640,2640,-0.05385805192403495,0.94,0,1224,1.46,,,,,,,0.15486541,870,0.16156821101903915,-0.01935577065373444,0.0766666691750288,0.001,0.2,0.12868481874465942,-0.20560438334941863,0.03225046023726463
,2640,,,,,,11185,-0.17714033999999998,0.84,88,0,1.87,,,,,,,,,,
2670,2670,-0.03026880567893386,0.98,0,1235,1.3,,,,,,,0.027781274,880,0.32422628402709963,-0.04644427301983041,0.24333334043622018,0.001,0.2,0.04166460037231445,-0.6239075720310211,0.07141327857971191
,2670,,,,,,11299,-0.18891504999999997,0.82,89,0,2.0,,,,,,,,,,
2700,2700,-0.07790971044450998,0.9,0,1250,1.66,,,,,,,0.03755057,890,0.22870814055204391,-0.05994108114391565,0.15000000298023225,0.001,0.2,-0.884408712387085,-0.6093258738517762,-0.0117240771651268
,2700,,,,,,11442,-0.19476916,0.81,90,0,2.04,,,,,,,,,,
2730,2730,-0.05484976941719651,0.94,0,1262,1.4,,,,,,,0.035633992,900,0.1381511241197586,-0.04806632869566485,0.14000000320374967,0.001,0.2,0.00483018159866333,-0.5751850426197052,-0.014429956674575806
,2730,,,,,,11572,-0.19368752,0.81,91,0,2.04,,,,,,,,,,
2760,2760,-0.054369309516623616,0.9,0,1275,1.5,,,,,,,0.08625296,910,0.25641004294157027,-0.061928983132044556,0.24000000581145287,0.001,0.2,0.060253262519836426,-0.7653148174285889,0.007859274744987488
,2760,,,,,,11714,-0.21307892000000003,0.8,92,0,2.12,,,,,,,,,,
2790,2790,-0.10071980536915362,0.92,0,1289,1.5,,,,,,,0.07875138,920,0.2584753304719925,-0.0689278477430344,0.29333333745598794,0.001,0.2,0.13950073719024658,-0.5828636050224304,0.012035802006721497
,2790,,,,,,11843,-0.20938866999999997,0.81,93,0,2.11,,,,,,,,,,
2820,2820,-0.09430544092319906,0.92,0,1304,1.52,,,,,,,0.050600838,930,0.1645960457623005,-0.03388068930711583,0.1300000037997961,0.001,0.2,0.11280405521392822,-0.407461616396904,-0.00765107199549675
,2820,,,,,,11981,-0.22374482,0.81,94,0,2.13,,,,,,,,,,
2850,2850,-0.07495921502821147,0.94,0,1315,1.42,,,,,,,0.13821052,940,0.10592997036874294,-0.05195775667826332,0.20333334021270275,0.001,0.2,0.36606842279434204,-0.5277166098356247,-0.05848032981157303
,2850,,,,,,12111,-0.25287603000000003,0.79,95,0,2.22,,,,,,,,,,
2880,2880,-0.07574711875990033,0.92,0,1331,1.44,,,,,,,0.07230648,950,0.23442288786172866,-0.03453374003370602,0.21666667126119138,0.001,0.2,0.03033536672592163,-0.5679469645023346,0.03126068785786629
,2880,,,,,,12233,-0.24426384,0.78,96,0,2.23,,,,,,,,,,
2910,2910,-0.07264536305330693,0.94,0,1345,1.38,,,,,,,0.030169718,960,0.10170455947518349,-0.027765714243772166,0.09666666872799397,0.001,0.2,0.4840928912162781,-0.5071130752563476,-0.013000961393117905
,2910,,,,,,12349,-0.26443236,0.78,97,0,2.19,,,,,,,,,,
2940,2940,-0.1380723819276318,0.88,0,1357,1.52,,,,,,,0.01696781,970,0.22838516682386398,-0.03128314903782083,0.08666667006909848,0.001,0.2,0.22335278987884521,-0.49736976623535156,0.015427201986312866
,2940,,,,,,12476,-0.25398365,0.78,98,0,2.2,,,,,,,,,,
2970,2970,-0.09967571871355176,0.88,0,1369,1.58,,,,,,,0.03068056,980,0.5084743276238441,-0.04825957048684373,0.1700000062584877,0.001,0.2,-0.7203388214111328,-0.5613798081874848,0.04066650569438934
,2970,,,,,,12611,-0.2714694,0.77,99,0,2.31,,,,,,,,,,
3000,3000,-0.0770971478195861,0.88,0,1386,1.62,,,,,,,0.027966656,990,0.24576118290424348,-0.04520246549819902,0.18000000901520252,0.001,0.2,0.2775246500968933,-0.4967872589826584,0.011239290237426758
,3000,,,,,,12740,-0.25531420999999993,0.79,100,0,2.24,,,,,,,,,,
3030,3030,-0.032301840106956664,0.96,0,1404,1.38,,,,,,,0.058123372,1000,0.2310153365135193,-0.0503797395341099,0.23000000417232513,0.001,0.2,0.3180549740791321,-0.530963072180748,0.012248575687408447
,3030,,,,,,12867,-0.21766553,0.82,101,0,2.06,,,,,,,,,,
3060,3060,-0.05505481464322656,0.96,0,1415,1.42,,,,,,,0.026605077,1010,0.11061070263385772,-0.035421983891477195,0.17666667252779006,0.001,0.2,0.3944392800331116,-0.44316719472408295,-0.013810276985168457
,3060,,,,,,12995,-0.24438261,0.8,102,0,2.11,,,,,,,,,,
3090,3090,-0.008235692079178989,0.98,0,1430,1.12,,,,,,,0.013858143,1020,0.32623594254255295,-0.028145916185652098,0.1166666705161333,0.001,0.2,0.11092406511306763,-0.5554818868637085,0.07009341567754745
,3090,,,,,,13100,-0.2502329,0.8,103,0,2.08,,,,,,,,,,
3120,3120,-0.10259303951170295,0.9,0,1447,1.64,,,,,,,0.019504247,1030,0.23733301907777787,-0.030979555348555364,0.27333333939313886,0.001,0.2,0.4398983120918274,-0.5619879901409149,0.02743363380432129
,3120,,,,,,13236,-0.24216893999999997,0.82,104,0,2.04,,,,,,,,,,
3150,3150,-0.0742078393138945,0.94,0,1461,1.38,,,,,,,0.05589042,1040,0.16029433086514472,-0.04515339232981206,0.29666667208075526,0.001,0.2,0.3392992615699768,-0.45679770708084105,-0.006790276616811752
,3150,,,,,,13362,-0.25561733999999997,0.82,105,0,2.0,,,,,,,,,,
3180,3180,-0.010722615090198815,0.96,0,1478,1.28,,,,,,,0.034509834,1050,0.17641386687755584,-0.06080764970431716,0.2600000038743019,0.001,0.2,0.0916406512260437,-0.5543361902236938,-0.029705628752708435
,3180,,,,,,13481,-0.25465866,0.82,106,0,1.96,,,,,,,,,,
3210,3210,-0.11522673675324768,0.9,0,1495,1.58,,,,,,,0.12195666,1060,0.21122043281793595,-0.05455434940755381,0.3900000013411045,0.001,0.2,0.012326419353485107,-0.4975077211856842,0.01153942197561264
,3210,,,,,,13628,-0.23652105999999992,0.82,107,0,1.97,,,,,,,,,,
3240,3240,-0.052154565076343716,0.96,0,1511,1.26,,,,,,,0.021624453,1070,0.1109276257455349,-0.03750628224884469,0.11333333626389504,0.001,0.2,0.33506959676742554,-0.3840347230434418,-0.0401126928627491
,3240,,,,,,13741,-0.23306816000000002,0.83,108,0,1.94,,,,,,,,,,
3270,3270,-0.09389995296951384,0.92,0,1527,1.4,,,,,,,0.049450874,1080,0.22581223249435425,-0.054737224870671806,0.20333333797752856,0.001,0.2,0.3298454284667969,-0.44589330852031706,-0.005850061774253845
,3270,,,,,,13869,-0.20979084,0.84,109,0,1.9,,,,,,,,,,
3300,3300,-0.030950079830363394,0.96,0,1546,1.26,,,,,,,0.014141283,1090,0.21671861112117768,-0.01819143839956574,0.06000000312924385,0.001,0.2,-0.5233136415481567,-0.3376837432384491,0.013482466340065002
,3300,,,,,,13996,-0.18391899000000003,0.86,110,0,1.81,,,,,,,,,,
3330,3330,-0.09857150415889919,0.92,0,1560,1.44,,,,,,,0.027012283,1100,0.15627333745360375,-0.030310028046369553,0.1500000048428774,0.001,0.2,0.2583951950073242,-0.3388237923383713,-0.013452179729938507
,3330,,,,,,14119,-0.18933622999999997,0.85,111,0,1.83,,,,,,,,,,
3360,3360,-0.07511763136368245,0.9,0,1573,1.54,,,,,,,0.059935436,1110,0.14242207631468773,-0.03098903333768277,0.09333333596587182,0.001,0.2,0.41434282064437866,-0.42609394490718844,-0.010617941617965698
,3360,,,,,,14255,-0.19894305000000004,0.83,112,0,1.9,,,,,,,,,,
3390,3390,-0.007631502314470708,1.0,0,1585,1.1,,,,,,,0.02317869,1120,0.22770860493183137,-0.025664572746803404,0.12666666954755784,0.001,0.2,-0.520479679107666,-0.35261642634868623,0.026925869286060333
,3390,,,,,,14360,-0.21787815,0.81,113,0,1.98,,,,,,,,,,
3420,3420,-0.007959512043744326,0.98,0,1603,1.12,,,,,,,0.020736743,1130,0.17120144367218018,-0.012602518076697943,0.046666669100522994,0.001,0.2,0.09935945272445679,-0.24685186743736268,0.028810659423470497
,3420,,,,,,14463,-0.19766998000000005,0.83,114,0,1.91,,,,,,,,,,
3450,3450,-0.09450133555103093,0.92,0,1616,1.44,,,,,,,0.036312,1140,0.16336073279380797,-0.030520020704716443,0.12000000216066838,0.001,0.2,0.10023045539855957,-0.3579358756542206,0.02716084197163582
,3450,,,,,,14583,-0.21342245,0.81,115,0,1.97,,,,,,,,,,
3480,3480,-0.07358159464318305,0.92,0,1629,1.54,,,,,,,0.011033581,1150,0.2604407757520676,-0.014888545142797227,0.07000000327825547,0.001,0.2,0.2774319052696228,-0.215636970102787,0.05130033567547798
,3480,,,,,,14717,-0.24220017000000002,0.8,116,0,2.07,,,,,,,,,,
3510,3510,-0.009461802910082043,1.0,0,1644,1.24,,,,,,,0.016602712,1160,0.4409864664077759,-0.017696953543151393,0.026666668057441712,0.001,0.2,0.01333463191986084,-0.4077026456594467,0.09683956950902939
,3510,,,,,,14825,-0.23156415000000002,0.8,117,0,2.11,,,,,,,,,,
3540,3540,-0.07821864943951368,0.94,0,1658,1.34,,,,,,,0.018434672,1170,0.15995098799467086,-0.040802044154455076,0.10000000298023223,0.001,0.2,0.2257671356201172,-0.3953214049339294,-0.0013311952352523804
,3540,,,,,,14940,-0.23233409,0.8,118,0,2.15,,,,,,,,,,
3570,3570,-0.030744496323168276,0.96,0,1672,1.24,,,,,,,0.018461896,1180,0.17906442582607268,-0.04107849081978188,0.07666666992008686,0.001,0.2,0.21404093503952026,-0.37747135758399963,-0.011439487338066101
,3570,,,,,,15055,-0.21700632000000003,0.82,119,0,2.11,,,,,,,,,,
3600,3600,-0.05139433634467423,0.94,0,1688,1.34,,,,,,,0.02890505,1190,0.18154965192079545,-0.016063543725758755,0.04000000208616257,0.001,0.2,0.011975586414337158,-0.1675218388438225,0.051064856350421906
,3600,,,,,,15171,-0.17622365,0.86,120,0,2.02,,,,,,,,,,
3630,3630,-0.08100167431868613,0.92,0,1707,1.56,,,,,,,0.00068694947,1200,0.061480441316962245,-0.00490787085291231,0.0,0.001,0.2,-0.8890097141265869,-0.16782473623752595,0.007875083014369011
,3630,,,,,,15307,-0.17990235,0.86,121,0,2.01,,,,,,,,,,
3660,3660,-0.05126394878607243,0.94,0,1722,1.32,,,,,,,0.013429682,1210,0.29669920206069944,-0.018021130027870667,0.07666666992008686,0.001,0.2,0.28422313928604126,-0.20454642176628113,0.07712511718273163
,3660,,,,,,15431,-0.18281817999999997,0.86,122,0,2.01,,,,,,,,,,
3690,3690,-0.09159530487842858,0.92,0,1735,1.38,,,,,,,0.02948195,1220,0.22405702769756317,-0.026001992464686374,0.09333333782851697,0.001,0.2,0.1492152214050293,-0.2567879527807236,0.05704302713274956
,3690,,,,,,15558,-0.20327338000000006,0.84,123,0,2.03,,,,,,,,,,
3720,3720,-0.09883458052296192,0.92,0,1750,1.46,,,,,,,0.013200434,1230,0.18144151866436004,-0.020701902238652092,0.1000000037252903,0.001,0.2,0.19965368509292603,-0.4239634186029434,0.042331475764513016
,3720,,,,,,15686,-0.20906556,0.84,124,0,1.95,,,,,,,,,,
3750,3750,-0.03084546962287277,0.96,0,1766,1.3,,,,,,,0.032964036,1240,0.15407218486070634,-0.01453636803974705,0.063333335891366,0.001,0.2,0.3396492004394531,-0.18200917690992355,0.026032136753201485
,3750,,,,,,15803,-0.19399442,0.84,125,0,1.86,,,,,,,,,,
3780,3780,-0.03069491081405431,0.98,0,1783,1.26,,,,,,,0.04929134,1250,0.32395686507225036,-0.04186506303648159,0.13333333656191826,0.001,0.2,-0.306496262550354,-0.47902939915657045,0.04024817794561386
,3780,,,,,,15911,-0.23630560999999997,0.81,126,0,1.94,,,,,,,,,,
3810,3810,-0.07449138494674117,0.9,0,1799,1.48,,,,,,,0.0015838881,1260,0.3551495149731636,-0.0033365201695900737,0.006666667014360428,0.001,0.2,0.4011070728302002,-0.2890788584947586,0.10664208978414536
,3810,,,,,,16037,-0.24922373,0.8,127,0,1.93,,,,,,,,,,
3840,3840,-0.05493744058068842,0.96,0,1813,1.46,,,,,,,0.41861185,1270,0.17526826560497283,-0.03731773313134923,0.1600000023841858,0.001,0.2,0.2680385708808899,-0.37464082092046735,0.013763833791017532
,3840,,,,,,16190,-0.2306232,0.81,128,0,1.93,,,,,,,,,,
3870,3870,-0.03755991667509079,0.94,0,1835,1.36,,,,,,,0.034730982,1280,0.15733667463064194,-0.031092668858667193,0.15000000335276126,0.001,0.2,0.2495260238647461,-0.42977375984191896,0.012152161449193954
,3870,,,,,,16318,-0.16915054999999998,0.86,129,0,1.78,,,,,,,,,,
3900,3900,-0.0723419421678409,0.94,0,1844,1.38,,,,,,,0.025355717,1290,0.10953684858977794,-0.020390896700943982,0.08333333544433116,0.001,0.2,-0.8845726251602173,-0.4091830372810364,-0.013095736503601074
,3900,,,,,,16446,-0.20214199,0.83,130,0,1.9,,,,,,,,,,
3930,3930,-0.07835156852845103,0.94,0,1856,1.34,,,,,,,0.035571735,1300,0.6015777707099914,-0.030352015603954553,0.18666667267680168,0.001,0.2,-0.03937983512878418,-0.7716062605381012,0.17719916999340057
,3930,,,,,,16569,-0.20689775999999996,0.83,131,0,1.92,,,,,,,,,,
3960,3960,-0.027423538016155363,0.98,0,1870,1.12,,,,,,,0.06499383,1310,0.1522822067141533,-0.04377815098812192,0.1566666703671217,0.001,0.2,0.2506173253059387,-0.5151876389980317,-0.003481060266494751
,3960,,,,,,16677,-0.22755854999999994,0.81,132,0,2.0,,,,,,,,,,
3990,3990,-0.057822284274734556,0.9,0,1885,1.58,,,,,,,0.015129093,1320,0.2241154670715332,-0.018883910508205502,0.0866666704416275,0.001,0.2,0.03264176845550537,-0.35093256235122683,0.06650688499212265
,3990,,,,,,16821,-0.22063717,0.81,133,0,2.04,,,,,,,,,,
4020,4020,-0.006991754285991192,1.0,0,1902,1.06,,,,,,,0.021287786,1330,0.1783049911260605,-0.02981722370876625,0.08666666857898235,0.001,0.2,0.07606405019760132,-0.4156538754701614,-0.008208267390727997
,4020,,,,,,16928,-0.22361029,0.8,134,0,2.07,,,,,,,,,,
4050,4050,-0.03293822556268424,0.96,0,1915,1.16,,,,,,,0.095199056,1340,0.17090945094823837,-0.05279556312908795,0.21666667461395264,0.001,0.2,0.208965003490448,-0.5235447227954865,-0.029834918677806854
,4050,,,,,,17039,-0.20370151,0.82,135,0,2.02,,,,,,,,,,
4080,4080,-0.11590645686257631,0.9,0,1929,1.44,,,,,,,0.109896235,1350,0.1119038224220276,-0.04888206548988823,0.3000000074505806,0.001,0.2,0.043059349060058594,-0.5133129864931106,-0.011414747685194016
,4080,,,,,,17168,-0.24901246000000005,0.78,136,0,2.19,,,,,,,,,,
4110,4110,-0.05370222243014723,0.96,0,1949,1.32,,,,,,,0.032893773,1360,0.29821925461292265,-0.041742803379893265,0.2033333394676447,0.001,0.2,-0.1723930835723877,-0.6354219019412994,0.04995325207710266
,4110,,,,,,17292,-0.17994187,0.84,137,0,1.96,,,,,,,,,,
4140,4140,-0.05311102644540369,0.96,0,1966,1.32,,,,,,,0.04925535,1370,0.10424709022045135,-0.032245619414995194,0.12000000402331353,0.001,0.2,0.42246949672698975,-0.29292093515396117,-0.0015117339789867401
,4140,,,,,,17415,-0.17036067,0.84,138,0,1.92,,,,,,,,,,
4170,4170,-0.030965628414414824,0.94,0,1979,1.26,,,,,,,0.038097996,1380,0.18488602787256242,-0.058652718737721446,0.2033333383500576,0.001,0.2,0.2250109314918518,-0.5286492347717285,-0.012906797230243683
,4170,,,,,,17527,-0.16705441999999998,0.84,139,0,1.89,,,,,,,,,,
4200,4200,-0.051993332160636785,0.96,0,1993,1.38,,,,,,,0.06552691,1390,0.14829959124326705,-0.03167998264854157,0.17333333790302277,0.001,0.2,0.24635428190231323,-0.541017296910286,0.008615609258413315
,4200,,,,,,17654,-0.16741157999999998,0.85,140,0,1.92,,,,,,,,,,
4230,4230,-0.05315146390814334,0.96,0,2008,1.44,,,,,,,0.08876039,1400,0.17061478346586229,-0.05158147482822315,0.2666666731238365,0.001,0.2,0.15587198734283447,-0.6653513789176941,-0.01320156455039978
,4230,,,,,,17775,-0.18015850999999994,0.83,141,0,1.97,,,,,,,,,,
4260,4260,-0.055393374022096396,0.96,0,2022,1.28,,,,,,,0.09583638,1410,0.10695734396576881,-0.033818633196254486,0.16333333738148212,0.001,0.2,0.08054906129837036,-0.47081954777240753,-0.010047540068626404
,4260,,,,,,17901,-0.19266529000000002,0.81,142,0,2.0,,,,,,,,,,
4290,4290,-0.032116440320387483,0.98,0,2037,1.32,,,,,,,0.09079895,1420,0.15480512529611587,-0.0555482911318542,0.2600000031292439,0.001,0.2,0.24522137641906738,-0.5333829373121262,-0.011788278818130493
,4290,,,,,,18022,-0.15843209,0.83,143,0,1.94,,,,,,,,,,
4320,4320,-0.09425135950092227,0.92,0,2051,1.46,,,,,,,0.041126203,1430,0.1769774377346039,-0.05772684032718338,0.22000000700354577,0.001,0.2,0.05696672201156616,-0.41113458275794984,-0.020823873579502106
,4320,,,,,,18158,-0.17175997999999995,0.83,144,0,2.04,,,,,,,,,,
4350,4350,-0.07524896745104342,0.94,0,2063,1.44,,,,,,,0.11983106,1440,0.1034537248313427,-0.03504676298548777,0.17666667252779006,0.001,0.2,0.0714108943939209,-0.32992753982543943,-0.019879698753356934
,4350,,,,,,18299,-0.21146411999999998,0.81,145,0,2.13,,,,,,,,,,
4380,4380,-0.07396662934683264,0.94,0,2077,1.36,,,,,,,0.06130813,1450,0.29860269874334333,-0.03873835613640679,0.15333333797752857,0.001,0.2,0.113741934299469,-0.5412226617336273,0.035089895129203796
,4380,,,,,,18425,-0.21609563999999998,0.8,146,0,2.17,,,,,,,,,,
4410,4410,-0.09568464918527753,0.92,0,2089,1.54,,,,,,,0.02286448,1460,0.41581947505474093,-0.017846352773873697,0.05333333536982536,0.001,0.2,-0.2275383472442627,-0.415404149889946,0.12789320945739746
,4410,,,,,,18554,-0.22995130999999996,0.79,147,0,2.15,,,,,,,,,,
4440,4440,-0.09822455009445548,0.9,0,2108,1.5,,,,,,,0.081843466,1470,0.23269754350185395,-0.032570070947210004,0.18333334065973758,0.001,0.2,0.09640741348266602,-0.40325953960418703,0.06064354628324509
,4440,,,,,,18690,-0.24033614000000003,0.79,148,0,2.13,,,,,,,,,,
4470,4470,-0.05303871823940426,0.94,0,2120,1.46,,,,,,,0.105919585,1480,0.20638390332460405,-0.04824375461786978,0.1433333370834589,0.001,0.2,0.2624970078468323,-0.34310626685619355,0.01702435314655304
,4470,,,,,,18809,-0.25746057000000006,0.79,149,0,2.14,,,,,,,,,,
4500,4500,-0.11524926700629294,0.88,0,2131,1.6,,,,,,,0.06770922,1490,0.1601423852145672,-0.030376907158643007,0.14000000581145286,0.001,0.2,0.37164634466171265,-0.34748455286026003,0.01378834992647171
,4500,,,,,,18946,-0.28035598,0.77,150,0,2.22,,,,,,,,,,
4530,4530,-0.0366487439442426,0.96,0,2146,1.38,,,,,,,0.0566407,1500,0.1459069013595581,-0.025565357636660478,0.09333333782851697,0.001,0.2,0.2564687728881836,-0.4043224543333054,0.02066155895590782
,4530,,,,,,19064,-0.31177826,0.76,151,0,2.24,,,,,,,,,,
4560,4560,-0.030408590706065296,0.96,0,2162,1.28,,,,,,,0.03846327,1510,0.24215508699417115,-0.045877512997637385,0.17000000476837157,0.001,0.2,0.25379037857055664,-0.6597464621067047,0.017101489007472992
,4560,,,,,,19175,-0.28047336,0.78,152,0,2.15,,,,,,,,,,
4590,4590,-0.09808944602031261,0.9,0,2176,1.62,,,,,,,0.0067979554,1520,0.13722217381000518,-0.02804294699802994,0.07333333566784858,0.001,0.2,0.27382177114486694,-0.28953698426485064,0.00045159831643104553
,4590,,,,,,19312,-0.268984,0.79,153,0,2.14,,,,,,,,,,
4620,4620,-0.05251058266498149,0.94,0,2189,1.38,,,,,,,0.058553252,1530,0.13519621565937995,-0.06201772014300024,0.23000000454485417,0.001,0.2,0.1479925513267517,-0.45374945402145384,-0.050598882138729095
,4620,,,,,,19428,-0.26641493000000005,0.79,154,0,2.14,,,,,,,,,,
4650,4650,-0.07182303028646857,0.92,0,2203,1.4,,,,,,,0.033808358,1540,0.28392463773488996,-0.030954628996551038,0.13333333767950534,0.001,0.2,-0.0958709716796875,-0.3715532720088959,0.06494089961051941
,4650,,,,,,19560,-0.24748984999999998,0.8,155,0,2.11,,,,,,,,,,
4680,4680,-0.05168638719245791,0.94,0,2217,1.4,,,,,,,0.035090677,1550,0.14899708032608033,-0.04351117459436225,0.16666667088866233,0.001,0.2,0.4315493702888489,-0.46129179298877715,-0.0021639466285705566
,4680,,,,,,19681,-0.26927429,0.77,156,0,2.2,,,,,,,,,,
4710,4710,-0.027699233088642358,0.98,0,2232,1.08,,,,,,,0.023457143,1560,0.14285115003585816,-0.03800559336630016,0.1433333359658718,0.001,0.2,0.3367469906806946,-0.37226023972034455,-0.006815001368522644
,4710,,,,,,19787,-0.22489198999999999,0.8,157,0,2.09,,,,,,,,,,
4740,4740,-0.13585399640724063,0.88,0,2248,1.6,,,,,,,0.13546658,1570,0.22116831243038176,-0.038641179458548794,0.15000000186264514,0.001,0.2,0.15715926885604858,-0.21466544941067695,0.0416131429374218
,4740,,,,,,19929,-0.22504562,0.8,158,0,2.06,,,,,,,,,,
4770,4770,-0.07616646056063474,0.92,0,2265,1.52,,,,,,,3.976822e-05,1580,0.10374339818954467,-0.000665689617841636,0.0,0.001,0.2,0.5469114184379578,-0.049385616555809975,0.03360539302229881
,4770,,,,,,20067,-0.21538729999999998,0.8,159,0,2.05,,,,,,,,,,
4800,4800,-0.031128343613818287,0.96,0,2279,1.3,,,,,,,6.000201e-07,1590,0.023753552697598934,-7.83930222919338e-05,0.0,0.001,0.2,0.7033849954605103,-0.025115176662802698,0.005023024044930935
,4800,,,,,,20182,-0.20754863999999995,0.8,160,0,2.03,,,,,,,,,,
4830,4830,-0.031784223271533844,0.98,0,2293,1.16,,,,,,,1.9868216e-09,1600,0.12740079313516617,6.060580424360751e-05,0.0,0.001,0.2,0.5544714331626892,-0.04198882840573788,0.0493679903447628
,4830,,,,,,20314,-0.20559030999999997,0.81,161,0,1.98,,,,,,,,,,
4860,4860,-0.052428119187243286,0.96,0,2307,1.28,,,,,,,5.801519e-07,1610,0.1365593984723091,-0.00013596390690961968,0.0,0.001,0.2,0.29069948196411133,-0.05179720818996429,0.047278109937906265
,4860,,,,,,20427,-0.19562416,0.82,162,0,1.97,,,,,,,,,,
4890,4890,-0.06014156588818878,0.92,0,2325,1.42,,,,,,,2.4898847e-05,1620,0.09442674331367015,-0.0009223487308434031,0.0,0.001,0.2,0.5245685577392578,-0.050182553753256795,0.026798531413078308
,4890,,,,,,20555,-0.18243254,0.84,163,0,1.95,,,,,,,,,,
4920,4920,-0.05313215333968401,0.94,0,2336,1.5,,,,,,,0.019573195,1630,0.1832505151629448,-0.0037298929737879403,0.026666668057441712,0.001,0.2,-1.1027295589447021,-0.06612307764589787,0.028300948441028595
,4920,,,,,,20688,-0.19803160000000006,0.83,164,0,2.05,,,,,,,,,,
4950,4950,-0.02814404605422169,0.98,0,2353,1.14,,,,,,,0.112360165,1640,0.19934969991445542,-0.006637673942993106,0.026666668057441712,0.001,0.2,-0.035167813301086426,-0.14415285736322403,0.06708547472953796
,4950,,,,,,20792,-0.19438806,0.84,165,0,1.99,,,,,,,,,,
4980,4980,-0.006358012268319726,1.0,0,2371,1.0,,,,,,,0.0056665284,1650,0.19583420753479003,-0.0009787995573909748,0.026666668057441712,0.001,0.2,-0.016427993774414062,-0.07961507886648178,0.05932803452014923
,4980,,,,,,20888,-0.1949880200000001,0.83,166,0,2.03,,,,,,,,,,
5010,5010,-0.008423091475851834,1.0,0,2380,1.18,,,,,,,0.12270498,1660,0.10084801763296128,-0.02694727459612025,0.12333333566784858,0.001,0.2,-0.018807411193847656,-0.26983515322208407,0.004616323858499527
,5010,,,,,,21007,-0.21013602999999992,0.81,167,0,2.09,,,,,,,,,,
5040,5040,-0.0760733276605606,0.92,0,2395,1.5,,,,,,,0.08853277,1670,0.29729553014039994,-0.040231154806290984,0.19000000208616258,0.001,0.2,-0.10059821605682373,-0.5759809106588364,0.01594705879688263
,5040,,,,,,21136,-0.20735632000000004,0.82,168,0,2.07,,,,,,,,,,
5070,5070,-0.05104045806452632,0.96,0,2408,1.34,,,,,,,0.06608305,1680,0.1948733225464821,-0.03731106867392846,0.160000004991889,0.001,0.2,0.20948278903961182,-0.7802006840705872,0.004886195063591003
,5070,,,,,,21258,-0.22094556999999998,0.81,169,0,2.08,,,,,,,,,,
5100,5100,-0.034257956007495524,0.9,0,2424,1.6,,,,,,,0.034973327,1690,0.1785447306931019,-0.042349155116826284,0.20333333760499955,0.001,0.2,0.32306694984436035,-1.010622787475586,-0.033660806715488434
,5100,,,,,,21393,-0.22291351000000006,0.81,170,0,2.11,,,,,,,,,,
5130,5130,-0.10352678923401981,0.9,0,2436,1.66,,,,,,,0.02753834,1700,0.21464500576257706,-0.03409332045043527,0.14333333671092988,0.001,0.2,-0.9174103736877441,-0.5275400191545486,-0.005951188504695892
,5130,,,,,,21535,-0.23509239999999998,0.8,171,0,2.1,,,,,,,,,,
5160,5160,-0.07550882975570858,0.92,0,2457,1.5,,,,,,,0.02744945,1710,0.20568884164094925,-0.0232551980274728,0.08333333507180214,0.001,0.2,0.27765387296676636,-0.9656902194023133,0.016238417476415634
,5160,,,,,,21665,-0.22055818000000002,0.82,172,0,2.0,,,,,,,,,,
5190,5190,-0.05319389990530908,0.96,0,2473,1.44,,,,,,,0.047751512,1720,0.23321741074323654,-0.04355220998016503,0.13000000417232513,0.001,0.2,0.14150702953338623,-0.7939664959907532,-0.02199500799179077
,5190,,,,,,21789,-0.23392099999999996,0.81,173,0,2.07,,,,,,,,,,
