env/n_steps,time/total_timesteps,eval/mean_reward,eval/success_rate,env/completion_counter,env/current_idx,eval/mean_ep_length,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/iterations,time/fps,rollout/ep_len_mean,train/approx_kl,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,train/loss
7950,7950,-0.05255050552077591,0.94,0,3826,1.42,,,,,,,0.00045367877,2640,0.04685894204303622,-0.0065379163009733786,0.0,0.001,0.2,-12.886804580688477,-0.08838465809822083,-0.002660081721842289
,7950,,,,,,32830,-0.12332635,0.91,265,0,1.65,,,,,,,,,,
7980,7980,-0.031945825251750645,0.96,0,3844,1.44,,,,,,,0.00012440681,2650,0.17261402904987336,-0.002424721727147716,0.0,0.001,0.2,-0.08199596405029297,-0.0484250009059906,0.06964465230703354
,7980,,,,,,32955,-0.11635761,0.91,266,0,1.66,,,,,,,,,,
8010,8010,-0.033877688590437174,0.98,0,3862,1.26,,,,,,,0.007695353,2660,0.1965255007147789,-0.0028600286925211547,0.026666668057441712,0.001,0.2,0.07058364152908325,-0.06361244842410088,0.08852073550224304
,8010,,,,,,33061,-0.13715254999999998,0.9,267,0,1.69,,,,,,,,,,
8040,8040,-0.02904977268539369,0.96,0,3883,1.22,,,,,,,6.4504144e-05,2670,0.1494893565773964,-0.002139676423200054,0.0,0.001,0.2,0.14245617389678955,-0.05176904909312725,0.05296600982546806
,8040,,,,,,33170,-0.09630846,0.93,268,0,1.54,,,,,,,,,,
8070,8070,-0.028474426758475602,0.98,0,3895,1.18,,,,,,,0.0077552,2680,0.11000179871916771,-0.011424571003298922,0.023333334550261497,0.001,0.2,0.06836479902267456,-0.043519063666462895,0.02950919046998024
,8070,,,,,,33280,-0.11958782999999999,0.9,269,0,1.65,,,,,,,,,,
8100,8100,-0.07522560672368854,0.94,0,3913,1.36,,,,,,,0.010232673,2690,0.13849387019872667,-0.0028579146135598423,0.026666668057441712,0.001,0.2,0.08662474155426025,-0.07000444084405899,0.05196487531065941
,8100,,,,,,33400,-0.12969236999999997,0.88,270,0,1.69,,,,,,,,,,
8130,8130,-0.0716275452869013,0.92,0,3929,1.4,,,,,,,0.011713088,2700,0.04088613670319319,-0.003115998212403337,0.023333334550261497,0.001,0.2,0.6055669784545898,-0.07105251401662827,0.006553013809025288
,8130,,,,,,33522,-0.11816760999999999,0.89,271,0,1.72,,,,,,,,,,
8160,8160,-0.07250315591692924,0.94,0,3943,1.4,,,,,,,0.060089216,2710,0.11311014592647553,-0.022278663598311432,0.1033333346247673,0.001,0.2,0.2526654601097107,-0.2046012319624424,-0.0009618997573852539
,8160,,,,,,33639,-0.14291350000000003,0.87,272,0,1.81,,,,,,,,,,
8190,8190,-0.05315091562457383,0.94,0,3961,1.42,,,,,,,0.014066079,2720,0.16464070975780487,-0.014430656012070386,0.06333333477377892,0.001,0.2,0.4097828269004822,-0.3514475762844086,0.029819894582033157
,8190,,,,,,33757,-0.14355699000000002,0.86,273,0,1.85,,,,,,,,,,
8220,8220,-0.030129973753355445,0.98,0,3976,1.24,,,,,,,0.03520577,2730,0.16970555633306503,-0.0391797874122858,0.28000000566244126,0.001,0.2,-0.3263561725616455,-0.43463510274887085,-0.004844918847084045
,8220,,,,,,33871,-0.14818922999999998,0.85,274,0,1.9,,,,,,,,,,
8250,8250,-0.01134886181447655,1.0,0,3992,1.26,,,,,,,0.030756196,2740,0.11738225296139718,-0.03681940364573748,0.13000000417232513,0.001,0.2,0.021053194999694824,-0.4391454875469208,-0.021699577569961548
,8250,,,,,,33983,-0.16356098,0.84,275,0,1.91,,,,,,,,,,
8280,8280,-0.05066857913509011,0.96,0,4008,1.36,,,,,,,0.01038822,2750,0.18446708470582962,-0.023045893504749948,0.09666666947305202,0.001,0.2,0.005366086959838867,-0.444418329000473,0.015500634908676147
,8280,,,,,,34102,-0.16569613000000005,0.84,276,0,1.92,,,,,,,,,,
8310,8310,-0.05818710228893906,0.94,0,4024,1.52,,,,,,,0.051302318,2760,0.24662207961082458,-0.03176595484217,0.18000000342726707,0.001,0.2,-0.3704361915588379,-0.33719373643398287,0.05015099048614502
,8310,,,,,,34235,-0.15837,0.86,277,0,1.91,,,,,,,,,,
8340,8340,-0.09259713921230286,0.92,0,4035,1.44,,,,,,,0.028814435,2770,0.2583323299884796,-0.04698690989986076,0.14000000320374967,0.001,0.2,0.024854838848114014,-0.4720555812120438,0.023119226098060608
,8340,,,,,,34352,-0.21430943,0.82,278,0,2.0,,,,,,,,,,
8370,8370,-0.03198260413948446,0.94,0,4049,1.38,,,,,,,0.084637046,2780,0.21835705190896987,-0.02319394456998758,0.14000000357627868,0.001,0.2,0.30048316717147827,-0.3605189323425293,0.06092457473278046
,8370,,,,,,34483,-0.19228722,0.84,279,0,1.99,,,,,,,,,,
8400,8400,-0.05203642424196005,0.96,0,4062,1.4,,,,,,,0.01700787,2790,0.2548171952366829,-0.017204900298578085,0.07666666842997075,0.001,0.2,0.12255412340164185,-0.43777539730072024,0.037070151418447495
,8400,,,,,,34604,-0.22140250000000006,0.82,280,0,2.07,,,,,,,,,,
8430,8430,-0.07152832380030304,0.94,0,4080,1.46,,,,,,,0.051073886,2800,0.33337217271327974,-0.021794960865130265,0.09000000283122063,0.001,0.2,0.13286995887756348,-0.32725908756256106,0.10585761070251465
,8430,,,,,,34734,-0.21515890999999995,0.83,281,0,2.01,,,,,,,,,,
8460,8460,-0.09334726704284549,0.9,0,4099,1.48,,,,,,,0.04776447,2810,0.22866386771202088,-0.0636980406691631,0.3033333390951157,0.001,0.2,0.04412126541137695,-0.4813455641269684,0.019688956439495087
,8460,,,,,,34864,-0.20331314999999997,0.85,282,0,1.97,,,,,,,,,,
8490,8490,-0.07498482859227806,0.94,0,4113,1.52,,,,,,,0.018714894,2820,0.08117779381573201,-0.018824780564754916,0.046666669100522994,0.001,0.2,-0.631088137626648,-0.19055150151252748,0.000656789168715477
,8490,,,,,,34987,-0.21143859999999998,0.83,283,0,2.05,,,,,,,,,,
8520,8520,-0.031605018731206656,0.94,0,4128,1.42,,,,,,,0.002156067,2830,0.18852382749319077,-0.014201494134031201,0.026666668057441712,0.001,0.2,0.03013753890991211,-0.23178528994321823,0.03691520541906357
,8520,,,,,,35114,-0.18618158999999998,0.84,284,0,1.98,,,,,,,,,,
8550,8550,-0.07344556574244052,0.92,0,4140,1.44,,,,,,,0.023603866,2840,0.1785137578845024,-0.04413988757878542,0.28333333805203437,0.001,0.2,0.09561091661453247,-0.49899390935897825,-0.004127293825149536
,8550,,,,,,35241,-0.17533601999999998,0.83,285,0,1.99,,,,,,,,,,
8580,8580,-0.05135599239729345,0.96,0,4153,1.26,,,,,,,0.021373706,2850,0.19211798459291457,-0.030152013024780898,0.07333333566784858,0.001,0.2,0.1292734146118164,-0.3696927219629288,0.018635116517543793
,8580,,,,,,35346,-0.19219289,0.82,286,0,2.0,,,,,,,,,,
8610,8610,-0.010673211524263024,0.96,0,4166,1.32,,,,,,,0.02241872,2860,0.18000681549310685,-0.0674855325619383,0.4200000070035458,0.001,0.2,0.12065410614013672,-0.7087124824523926,-0.022183209657669067
,8610,,,,,,35458,-0.19017858999999998,0.82,287,0,2.02,,,,,,,,,,
8640,8640,-0.05333361397963017,0.96,0,4177,1.4,,,,,,,0.10393368,2870,0.11583797559142113,-0.05004841645558642,0.2500000078231096,0.001,0.2,0.5435341596603394,-0.325938418507576,-0.01736031472682953
,8640,,,,,,35578,-0.21389619999999998,0.79,288,0,2.16,,,,,,,,,,
8670,8670,-0.052264282340183855,0.94,0,4192,1.36,,,,,,,0.057204787,2880,0.19592288732528687,-0.038605277587970124,0.10666667148470879,0.001,0.2,0.07235288619995117,-0.5340972274541855,0.02130470797419548
,8670,,,,,,35687,-0.22408604999999998,0.78,289,0,2.21,,,,,,,,,,
8700,8700,-0.029876269809901716,0.96,0,4207,1.2,,,,,,,0.08238395,2890,0.1775022715330124,-0.04951391880710911,0.16333333849906922,0.001,0.2,-0.03486597537994385,-0.3921138525009155,-0.006384260952472687
,8700,,,,,,35788,-0.23205460999999997,0.79,290,0,2.19,,,,,,,,,,
8730,8730,-0.050777812278829514,0.96,0,4224,1.38,,,,,,,0.17338778,2900,0.15479959174990654,-0.05533846002692968,0.19333334043622016,0.001,0.2,0.34053051471710205,-0.29028206318616867,-0.022446271032094955
,8730,,,,,,35903,-0.24310374999999998,0.78,291,0,2.2,,,,,,,,,,
8760,8760,-0.09286798092536629,0.92,0,4236,1.38,,,,,,,0.100959755,2910,0.0955911535769701,-0.050081501236806325,0.23000000566244125,0.001,0.2,0.22681939601898193,-0.3371071293950081,-0.0741470605134964
,8760,,,,,,36026,-0.24494216,0.79,292,0,2.18,,,,,,,,,,
8790,8790,-0.07852202258072793,0.94,0,4248,1.48,,,,,,,0.06519358,2920,0.22373284697532653,-0.026930695930495928,0.14666667096316816,0.001,0.2,-0.05798220634460449,-0.4477368205785751,0.02484707534313202
,8790,,,,,,36162,-0.23378748000000005,0.79,293,0,2.21,,,,,,,,,,
8820,8820,-0.03180822239257395,0.98,0,4265,1.32,,,,,,,0.13434266,2930,0.1962664917111397,-0.0712651136269173,0.35000000447034835,0.001,0.2,-0.12098979949951172,-0.5208542376756669,-0.016347087919712067
,8820,,,,,,36290,-0.20885976,0.81,294,0,2.12,,,,,,,,,,
8850,8850,-0.09108717574272304,0.92,0,4277,1.4,,,,,,,0.031000745,2940,0.14303819760680198,-0.03420441850398994,0.12666667066514492,0.001,0.2,0.0376926064491272,-0.265218648314476,0.000654175877571106
,8850,,,,,,36404,-0.21670005999999997,0.81,295,0,2.09,,,,,,,,,,
8880,8880,-0.09272651756182312,0.92,0,4291,1.38,,,,,,,0.011121473,2950,0.18759254217147828,-0.007856205146914874,0.12333333715796471,0.001,0.2,0.268670916557312,-0.3136738419532776,0.0420219749212265
,8880,,,,,,36517,-0.21931246000000001,0.8,296,0,2.07,,,,,,,,,,
8910,8910,-0.030451055262237788,0.98,0,4302,1.26,,,,,,,0.020720033,2960,0.274249829351902,-0.02965043175344668,0.2066666729748249,0.001,0.2,-0.04379403591156006,-0.3451083391904831,0.06211915612220764
,8910,,,,,,36635,-0.2561993,0.76,297,0,2.21,,,,,,,,,,
8940,8940,-0.030885187862440943,0.98,0,4313,1.24,,,,,,,0.026290752,2970,0.25906222462654116,-0.02531733465070509,0.23000000566244125,0.001,0.2,-0.19348633289337158,-0.374710339307785,0.03543974086642265
,8940,,,,,,36742,-0.27645417,0.75,298,0,2.24,,,,,,,,,,
8970,8970,-0.07496304758824408,0.92,0,4330,1.52,,,,,,,0.011243393,2980,0.21819203048944474,-0.013322572217633322,0.08333333693444729,0.001,0.2,0.1174468994140625,-0.19459917396306992,0.07505981624126434
,8970,,,,,,36865,-0.27993960999999995,0.75,299,0,2.27,,,,,,,,,,
9000,9000,-0.008721167929470539,0.98,0,4341,1.18,,,,,,,0.0199998,2990,0.21702799797058106,-0.03317175011460982,0.16333333849906922,0.001,0.2,-0.059465885162353516,-0.2581640139222145,0.03860965371131897
,9000,,,,,,37056,-0.25938102999999996,0.77,300,0,2.23,,,,,,,,,,
9030,9030,-0.055754576530307534,0.92,0,4355,1.6,,,,,,,0.026317624,3000,0.15989601612091064,-0.03271576544269905,0.15000000298023225,0.001,0.2,-0.23086047172546387,-0.2940008997917175,0.017977282404899597
,9030,,,,,,37184,-0.27047568,0.76,301,0,2.27,,,,,,,,,,
9060,9060,-0.05081921173259616,0.96,0,4370,1.34,,,,,,,0.024103178,3010,0.19388261586427688,-0.023331974335015104,0.09000000283122063,0.001,0.2,0.18720680475234985,-0.2714280903339386,0.05088549479842186
,9060,,,,,,37303,-0.28276137,0.75,302,0,2.3,,,,,,,,,,
9090,9090,-0.08563914066180586,0.94,0,4389,1.42,,,,,,,0.039365448,3020,0.2494433268904686,-0.02832331639714596,0.08666666969656944,0.001,0.2,0.09257310628890991,-0.2264105647802353,0.06206623092293739
,9090,,,,,,37427,-0.25132867,0.79,303,0,2.17,,,,,,,,,,
9120,9120,-0.09082067403942347,0.92,0,4401,1.32,,,,,,,0.046756424,3030,0.18597686737775804,-0.03611531155183911,0.12666667066514492,0.001,0.2,0.12246197462081909,-0.2585436746478081,0.012668587267398834
,9120,,,,,,37541,-0.25461929999999994,0.79,304,0,2.16,,,,,,,,,,
9150,9150,-0.07492151234764606,0.92,0,4417,1.44,,,,,,,0.0442163,3040,0.2771638482809067,-0.036069539176920885,0.14000000283122063,0.001,0.2,0.13869106769561768,-0.29127193093299864,0.06528501212596893
,9150,,,,,,37660,-0.23201397,0.81,305,0,2.05,,,,,,,,,,
9180,9180,-0.11814792564138771,0.9,0,4437,1.56,,,,,,,0.026325693,3050,0.10579797215759754,-0.027087931431209,0.10666666999459266,0.001,0.2,0.40907973051071167,-0.2872594207525253,-0.02030460350215435
,9180,,,,,,37784,-0.20624925000000002,0.84,306,0,1.91,,,,,,,,,,
9210,9210,-0.006788363819941879,1.0,0,4453,1.04,,,,,,,0.0077978573,3060,0.15626012533903122,-0.026105108230064334,0.10000000409781933,0.001,0.2,0.20771700143814087,-0.2524911522865295,0.009638156741857529
,9210,,,,,,37891,-0.21013448999999998,0.84,307,0,1.88,,,,,,,,,,
9240,9240,-0.031912508653476834,0.96,0,4466,1.32,,,,,,,0.0732656,3070,0.16024894267320633,-0.013653266089580373,0.1833333380520344,0.001,0.2,0.30174583196640015,-0.2935325920581818,0.0427788645029068
,9240,,,,,,38005,-0.2199494,0.84,308,0,1.87,,,,,,,,,,
9270,9270,-0.034977926164865496,0.98,0,4483,1.36,,,,,,,0.11091518,3080,0.1870583713054657,-0.04834713449080787,0.18000000342726707,0.001,0.2,0.3328666687011719,-0.3602050244808197,-0.02267485111951828
,9270,,,,,,38130,-0.23118690999999994,0.83,309,0,1.87,,,,,,,,,,
9300,9300,-0.04881610665936023,0.96,0,4494,1.18,,,,,,,0.044500075,3090,0.1749720737338066,-0.033240373196701256,0.07666666842997075,0.001,0.2,0.3870912194252014,-0.26997301876544955,-0.0023409128189086914
,9300,,,,,,38236,-0.26605774000000004,0.8,310,0,2.01,,,,,,,,,,
9330,9330,-0.12308039818424732,0.88,0,4512,1.54,,,,,,,0.014927927,3100,0.19327148348093032,-0.00839620236307379,0.11000000275671482,0.001,0.2,0.13589495420455933,-0.28763056695461275,0.05331265181303024
,9330,,,,,,38367,-0.22562424,0.83,311,0,1.88,,,,,,,,,,
9360,9360,-0.051052534068003294,0.94,0,4523,1.36,,,,,,,0.0036080778,3110,0.09538246765732765,-0.019973855242133177,0.030000001564621924,0.001,0.2,0.34692949056625366,-0.11082202196121216,-0.01743417978286743
,9360,,,,,,38477,-0.24282864999999998,0.81,312,0,1.98,,,,,,,,,,
9390,9390,-0.05339221140369773,0.96,0,4539,1.2,,,,,,,0.04865763,3120,0.1812318205833435,-0.026725475303828718,0.17666667215526105,0.001,0.2,0.22140437364578247,-0.252682600915432,0.02389552816748619
,9390,,,,,,38593,-0.23032677,0.81,313,0,2.03,,,,,,,,,,
9420,9420,-0.07069601489696652,0.94,0,4554,1.26,,,,,,,0.35390392,3130,0.10330136045813561,-0.020433760026935487,0.1366666704416275,0.001,0.2,-0.18275737762451172,-0.19080576449632644,-0.005217120051383972
,9420,,,,,,38703,-0.22747878000000005,0.81,314,0,2.02,,,,,,,,,,
9450,9450,-0.07053451279643923,0.94,0,4573,1.3,,,,,,,0.024656944,3140,0.10689804032444954,-0.024875785455418152,0.13333333656191826,0.001,0.2,0.4629335403442383,-0.3056172490119934,-0.023713720962405205
,9450,,,,,,38819,-0.19898543,0.82,315,0,1.95,,,,,,,,,,
9480,9480,-0.0933570958301425,0.9,0,4589,1.48,,,,,,,0.05976457,3150,0.10444875583052635,-0.04585468039537481,0.19333333969116212,0.001,0.2,0.39117127656936646,-0.3346876949071884,-0.04781593382358551
,9480,,,,,,38948,-0.16357141999999997,0.84,316,0,1.91,,,,,,,,,,
9510,9510,-0.11379567234776915,0.9,0,4606,1.48,,,,,,,0.045262266,3160,0.12042754739522935,-0.026254665243128895,0.11333333626389504,0.001,0.2,-0.41803812980651855,-0.2299913138151169,-0.0050022192299366
,9510,,,,,,39072,-0.15772299,0.85,317,0,1.9,,,,,,,,,,
9540,9540,-0.15666007368825377,0.84,0,4624,1.78,,,,,,,0.21985547,3170,0.1884704276919365,-0.0538694481551647,0.18333333730697632,0.001,0.2,-0.11770272254943848,-0.25005119740962983,0.009264305233955383
,9540,,,,,,39210,-0.14333052999999998,0.86,318,0,1.78,,,,,,,,,,
9570,9570,-0.07508330726064742,0.94,0,4638,1.42,,,,,,,0.013119012,3180,0.17661285474896432,-0.023203982589766393,0.07000000327825547,0.001,0.2,-0.1425837278366089,-0.20866057723760606,0.004309389740228653
,9570,,,,,,39333,-0.17638076000000003,0.83,319,0,1.85,,,,,,,,,,
9600,9600,-0.09229698471724987,0.92,0,4654,1.42,,,,,,,0.036571037,3190,0.23426616936922073,-0.035002627085584236,0.12000000141561032,0.001,0.2,-0.38492047786712646,-0.3072537541389465,0.010209169238805771
,9600,,,,,,39466,-0.17472302999999997,0.83,320,0,1.83,,,,,,,,,,
9630,9630,-0.033308663996867834,0.98,0,4668,1.14,,,,,,,0.15792231,3200,0.1675209991633892,-0.02106493735065067,0.19333333894610405,0.001,0.2,0.18090790510177612,-0.2697634369134903,0.021609878167510033
,9630,,,,,,39594,-0.17300605000000002,0.83,321,0,1.86,,,,,,,,,,
9660,9660,-0.0735027580987662,0.94,0,4684,1.36,,,,,,,0.17459735,3210,0.09766969457268715,-0.05367491535842426,0.2666666734963655,0.001,0.2,0.4679415225982666,-0.24990117847919463,-0.029638078063726425
,9660,,,,,,39709,-0.19838749999999997,0.82,322,0,1.88,,,,,,,,,,
9690,9690,-0.11595407054759561,0.9,0,4699,1.54,,,,,,,0.026593076,3220,0.13689549267292023,-0.011532434594118967,0.08333333544433116,0.001,0.2,0.2612139582633972,-0.19479514062404632,0.021043162792921066
,9690,,,,,,39844,-0.20440752,0.81,323,0,1.87,,,,,,,,,,
9720,9720,-0.0547443464351818,0.96,0,4712,1.32,,,,,,,0.040963877,3230,0.129959574341774,-0.03082960065454259,0.07666666954755783,0.001,0.2,0.4128374457359314,-0.17726709097623825,0.00046243518590927124
,9720,,,,,,39967,-0.22953438,0.79,324,0,2.0,,,,,,,,,,
9750,9750,-0.05359632388688624,0.94,0,4725,1.5,,,,,,,0.00041680335,3240,0.1518296219408512,-0.0038584349475179634,0.0,0.001,0.2,0.20402872562408447,-0.06340507343411446,0.04447213560342789
,9750,,,,,,40098,-0.22855670999999997,0.79,325,0,2.06,,,,,,,,,,
9780,9780,-0.08012682754546403,0.92,0,4742,1.36,,,,,,,0.00017817417,3250,0.25477901846170425,-0.0006347165471137118,0.0,0.001,0.2,0.27611058950424194,-0.05903922654688358,0.08848028630018234
,9780,,,,,,40209,-0.23526652999999997,0.81,326,0,2.04,,,,,,,,,,
9810,9810,-0.0293907461874187,0.98,0,4760,1.2,,,,,,,0.00094511907,3260,0.2560884326696396,-0.0009045747906203161,0.003333333507180214,0.001,0.2,0.11073571443557739,-0.024243312142789363,0.1028141900897026
,9810,,,,,,40309,-0.20307159,0.83,327,0,1.98,,,,,,,,,,
9840,9840,-0.07222629415802657,0.92,0,4774,1.42,,,,,,,0.029243978,3270,0.0655746154487133,-0.002355469041503966,0.026666668057441712,0.001,0.2,0.17228096723556519,-0.06262522861361504,0.019361987709999084
,9840,,,,,,40435,-0.20555542,0.82,328,0,1.99,,,,,,,,,,
9870,9870,-0.034875117940828204,0.94,0,4788,1.44,,,,,,,1.0967254e-06,3280,0.2981183022260666,-0.00020070542779038192,0.0,0.001,0.2,0.23875081539154053,-0.04206613823771477,0.12908853590488434
,9870,,,,,,40561,-0.22094851999999998,0.81,329,0,2.05,,,,,,,,,,
9900,9900,-0.030859792558476328,0.98,0,4810,1.36,,,,,,,1.8054247e-05,3290,0.22458067089319228,-0.0008535527149312827,0.0,0.001,0.2,0.24094772338867188,-0.06768113300204277,0.09101232886314392
,9900,,,,,,40675,-0.16669302000000003,0.86,330,0,1.82,,,,,,,,,,
9930,9930,-0.09860269147902727,0.92,0,4829,1.56,,,,,,,0.020725846,3300,0.05554714482277632,-0.005426821159975148,0.020000001043081285,0.001,0.2,0.6102960109710693,-0.04910113587975502,0.00727693410590291
,9930,,,,,,40799,-0.15648577000000002,0.87,331,0,1.73,,,,,,,,,,
9960,9960,-0.049531081207096574,0.96,0,4847,1.3,,,,,,,6.914139e-07,3310,0.08332606442272664,0.0001770646368580042,0.0,0.001,0.2,0.6281410455703735,-0.021775552444159983,0.029362769797444344
,9960,,,,,,40921,-0.14761799,0.87,332,0,1.71,,,,,,,,,,
9990,9990,-0.05334780802950263,0.94,0,4861,1.4,,,,,,,3.973643e-09,3320,0.122366514056921,-1.1045137937326644e-05,0.0,0.001,0.2,0.4264258146286011,-0.02167839799076319,0.044399064034223557
,9990,,,,,,41041,-0.17031313,0.85,333,0,1.76,,,,,,,,,,
10020,10020,-0.054329545539803806,0.94,0,4875,1.44,,,,,,,1.947085e-07,3330,0.2858468547463417,-5.124787437118528e-05,0.0,0.001,0.2,0.03513288497924805,-0.03020523302257061,0.13108548521995544
,10020,,,,,,41166,-0.18622345000000004,0.85,334,0,1.77,,,,,,,,,,
10050,10050,-0.05080930337775499,0.96,0,4887,1.32,,,,,,,3.576279e-08,3340,0.24557291269302367,2.2433201387173083e-06,0.0,0.001,0.2,0.46383345127105713,-0.03211662508547306,0.07486513257026672
,10050,,,,,,41282,-0.18056273000000003,0.86,335,0,1.81,,,,,,,,,,
10080,10080,-0.031568797556683424,0.98,0,4901,1.36,,,,,,,0.0,3350,0.3526806771755219,-9.365876746159074e-07,0.0,0.001,0.2,-0.004641056060791016,-0.02521362602710724,0.12356767803430557
,10080,,,,,,41397,-0.19244286,0.86,336,0,1.91,,,,,,,,,,
10110,10110,-0.07409177364315837,0.94,0,4925,1.44,,,,,,,2.3841858e-08,3360,0.20392051190137864,-4.131555535487052e-05,0.0,0.001,0.2,-0.24875080585479736,-0.026801228523254395,0.08745454251766205
,10110,,,,,,41508,-0.18750096000000002,0.87,337,0,1.84,,,,,,,,,,
10140,10140,-0.07195207644719631,0.94,0,4946,1.34,,,,,,,6.953875e-08,3370,0.07148451022803784,-5.473971414335921e-05,0.0,0.001,0.2,0.6231664419174194,-0.018728076480329037,0.025922298431396484
,10140,,,,,,41631,-0.17702121,0.87,338,0,1.83,,,,,,,,,,
10170,10170,-0.031081143007613717,0.96,0,4957,1.26,,,,,,,1.3311704e-07,3380,0.06146884374320507,-0.00013934790841330091,0.0,0.001,0.2,0.35896337032318115,-0.024167735874652863,0.01966969296336174
,10170,,,,,,41746,-0.19756753999999999,0.86,339,0,1.89,,,,,,,,,,
10200,10200,-0.09726561358664185,0.9,0,4970,1.58,,,,,,,1.1920929e-08,3390,0.20519959330558776,-1.4350861351886125e-05,0.0,0.001,0.2,0.03924137353897095,-0.03440706245601177,0.07751237601041794
,10200,,,,,,41877,-0.19110012,0.85,340,0,1.91,,,,,,,,,,
10230,10230,-0.0076275716489180925,1.0,0,4981,1.1,,,,,,,1.3828278e-06,3400,0.1999525785446167,-0.00012124081250783903,0.0,0.001,0.2,0.2953099012374878,-0.0478328000754118,0.08186571300029755
,10230,,,,,,41983,-0.20554824,0.83,341,0,1.95,,,,,,,,,,
10260,10260,-0.07229577123187482,0.94,0,4995,1.36,,,,,,,6.1372916e-06,3410,0.11578935086727142,-0.00023395498411753478,0.0,0.001,0.2,0.4250156283378601,-0.04834544584155083,0.047050900757312775
,10260,,,,,,42095,-0.18620477000000005,0.84,342,0,1.89,,,,,,,,,,
10290,10290,-0.03129053539130837,0.96,0,5008,1.32,,,,,,,1.424551e-06,3420,0.1753776714205742,-4.556675713196512e-05,0.0,0.001,0.2,0.21577608585357666,-0.0436790220439434,0.05820896849036217
,10290,,,,,,42205,-0.1995094,0.82,343,0,1.96,,,,,,,,,,
10320,10320,-0.05082401846069842,0.94,0,5025,1.36,,,,,,,0.002320691,3430,0.26315962672233584,-0.006229312429592682,0.03333333507180214,0.001,0.2,-0.10938858985900879,-0.06170458532869816,0.10656005144119263
,10320,,,,,,42326,-0.23724565999999997,0.79,344,0,2.09,,,,,,,,,,
10350,10350,-0.09816704228986055,0.9,0,5037,1.44,,,,,,,6.36061e-05,3440,0.2411227285861969,-0.0013085049637812317,0.0,0.001,0.2,0.11446511745452881,-0.05825029946863651,0.09718058258295059
,10350,,,,,,42450,-0.26783246,0.77,345,0,2.27,,,,,,,,,,
10380,10380,-0.05316288523375988,0.94,0,5048,1.4,,,,,,,3.8723152e-05,3450,0.2217347279191017,-0.0008918836474185454,0.0,0.001,0.2,-0.23816466331481934,-0.0634748812764883,0.07887853682041168
,10380,,,,,,42571,-0.29881343,0.76,346,0,2.35,,,,,,,,,,
10410,10410,-0.05414802082348615,0.94,0,5063,1.42,,,,,,,7.5817106e-06,3460,0.29684070497751236,0.0002275053675596439,0.0,0.001,0.2,-0.07356441020965576,-0.03929925858974457,0.12054149806499481
,10410,,,,,,42694,-0.27993844999999995,0.78,347,0,2.28,,,,,,,,,,
10440,10440,-0.032666917233727874,0.98,0,5077,1.22,,,,,,,0.0,3470,0.232527294754982,8.336305680600731e-06,0.0,0.001,0.2,-0.0018029212951660156,-0.026326439715921877,0.10375136882066727
,10440,,,,,,42797,-0.24439102,0.82,348,0,2.18,,,,,,,,,,
10470,10470,-0.057944218716584145,0.96,0,5091,1.3,,,,,,,0.0048202556,3480,0.1368994377553463,-0.002217724228782103,0.020000001043081285,0.001,0.2,0.06975197792053223,-0.03663668632507324,0.05600421503186226
,10470,,,,,,42913,-0.23496271999999999,0.82,349,0,2.17,,,,,,,,,,
10500,10500,-0.03186759326141328,0.98,0,5106,1.24,,,,,,,0.01843796,3490,0.11365854293107987,-0.008003341431419075,0.023333334550261497,0.001,0.2,0.4964185357093811,-0.06091356948018074,0.028704652562737465
,10500,,,,,,43021,-0.25501523000000004,0.8,350,0,2.2,,,,,,,,,,
10530,10530,-0.03367603156715632,0.94,0,5122,1.5,,,,,,,0.009648037,3500,0.14934116452932358,-0.002722593930084116,0.01666666753590107,0.001,0.2,0.3567396402359009,-0.1343012660741806,0.0616130493581295
,10530,,,,,,43148,-0.22296980000000002,0.82,351,0,2.14,,,,,,,,,,
10560,10560,-0.05181784349493682,0.96,0,5134,1.3,,,,,,,0.01714055,3510,0.28411732614040375,-0.015773533831040253,0.07666666992008686,0.001,0.2,-0.7768332958221436,-0.18243060111999512,0.06935384124517441
,10560,,,,,,43257,-0.21919289,0.81,352,0,2.15,,,,,,,,,,
10590,10590,-0.07199390267953276,0.94,0,5150,1.38,,,,,,,0.015542283,3520,0.22248643934726714,-0.02421330325926352,0.06666666939854622,0.001,0.2,-0.08239340782165527,-0.20028640776872636,0.043064799159765244
,10590,,,,,,43370,-0.19955613000000005,0.82,353,0,2.06,,,,,,,,,,
10620,10620,-0.02943157671485096,0.98,0,5170,1.24,,,,,,,0.026676618,3530,0.11730317994952202,-0.01377590032604834,0.05000000260770321,0.001,0.2,0.4187825322151184,-0.19659340530633926,0.02754410170018673
,10620,,,,,,43479,-0.18354032,0.84,354,0,2.01,,,,,,,,,,
10650,10650,-0.07518796801567078,0.9,0,5183,1.58,,,,,,,0.043208275,3540,0.18943232744932176,-0.013111858357054551,0.12666667103767396,0.001,0.2,0.17285019159317017,-0.23833729773759843,0.051917944103479385
,10650,,,,,,43600,-0.19284510000000002,0.84,355,0,1.97,,,,,,,,,,
