eval/mean_ep_length,env/completion_counter,time/total_timesteps,env/n_steps,eval/success_rate,env/current_idx,eval/mean_reward,time/iterations,time/fps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/clip_fraction,train/approx_kl,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/explained_variance,train/entropy_loss,train/n_updates,train/value_loss
,,28800,,,,,96,0,0.79,1.57,42082,-0.17881259,,,,,,,,,,
1.18,0,29100,29100,0.96,16980,-0.028606344531290233,,,,,,,0.0,6.425893e-06,0.10175146907567978,-5.3288347271518435e-05,0.2,0.0001,0.16371363401412964,-0.18770419508218766,480,0.18715888410806655
,,29100,,,,,97,0,0.71,1.67,42494,-0.26266752,,,,,,,,,,
1.34,0,29400,29400,0.88,17169,-0.13270091102458537,,,,,,,0.0,1.3509998e-06,0.07394703477621078,-4.3537019211825625e-05,0.2,0.0001,0.2674519419670105,-0.18365251421928405,485,0.17260060906410218
,,29400,,,,,98,0,0.75,1.6,42927,-0.24449568999999996,,,,,,,,,,
1.2,0,29700,29700,0.92,17351,-0.08920004589948803,,,,,,,0.0,5.4139474e-07,0.09974938631057739,-2.5855505128902222e-06,0.2,0.0001,0.13681352138519287,-0.18596283793449403,490,0.19951960146427156
,,29700,,,,,99,0,0.7,1.71,43328,-0.27941225999999997,,,,,,,,,,
1.32,0,30000,30000,0.9,17544,-0.07086922009009868,,,,,,,0.0,6.767953e-06,0.07306428998708725,-4.375431797765117e-05,0.2,0.0001,0.19683510065078735,-0.1844760373234749,495,0.18827853202819825
,,30000,,,,,100,0,0.82,1.48,43751,-0.15654383000000002,,,,,,,,,,
1.24,0,30300,30300,0.9,17735,-0.09048913494683802,,,,,,,0.0,2.9369723e-05,0.1088770255446434,-0.0004716030160949458,0.2,0.0001,0.1759541630744934,-0.18197012841701507,500,0.18035323545336723
,,30300,,,,,101,0,0.76,1.58,44181,-0.28040085,,,,,,,,,,
1.16,0,30600,30600,0.94,17934,-0.0479265286680311,,,,,,,0.0,5.4021366e-06,0.08618316054344177,-5.3346312912339046e-05,0.2,0.0001,0.23057878017425537,-0.17447600066661834,505,0.1977692499756813
,,30600,,,,,102,0,0.83,1.47,44589,-0.14699626,,,,,,,,,,
1.06,0,30900,30900,0.98,18119,-0.0271670808410272,,,,,,,0.0,1.0169079e-05,0.09016618132591248,-0.00029693821005878364,0.2,0.0001,0.17622703313827515,-0.17047018557786942,510,0.19142069816589355
,,30900,,,,,103,0,0.71,1.65,44980,-0.2230729,,,,,,,,,,
1.14,0,31200,31200,0.94,18297,-0.06730813057161868,,,,,,,0.0,2.9220246e-07,0.10674060881137848,3.2878861848217865e-06,0.2,0.0001,0.11385220289230347,-0.16652853786945343,515,0.1930394396185875
,,31200,,,,,104,0,0.7,1.68,45393,-0.28126451,,,,,,,,,,
1.12,0,31500,31500,0.96,18502,-0.047795101888477805,,,,,,,0.0,2.8754584e-06,0.08700849115848541,-0.00010530644775084142,0.2,0.0001,0.2085908055305481,-0.16444767415523528,520,0.19584354981780053
,,31500,,,,,105,0,0.86,1.4,45797,-0.14092821,,,,,,,,,,
1.18,0,31800,31800,0.94,18679,-0.05019564888905734,,,,,,,0.0,1.9570876e-05,0.07279034703969955,-0.00042822519662308876,0.2,0.0001,0.2298383116722107,-0.16761279255151748,525,0.18395592868328095
,,31800,,,,,106,0,0.69,1.71,46210,-0.29555073,,,,,,,,,,
1.34,0,32100,32100,0.88,18874,-0.12995762809645384,,,,,,,0.000390625,0.00010187435,0.0996289923787117,-0.0003414662349484843,0.2,0.0001,0.19275259971618652,-0.15608001202344896,530,0.1922765627503395
,,32100,,,,,107,0,0.77,1.57,46705,-0.20986329,,,,,,,,,,
1.36,0,32400,32400,0.88,19048,-0.09101212854962797,,,,,,,0.0,1.2314413e-06,0.13698409497737885,-5.025882697271555e-05,0.2,0.0001,0.14307719469070435,-0.15199867486953736,535,0.2032742753624916
,,32400,,,,,108,0,0.68,1.79,47114,-0.33282471999999996,,,,,,,,,,
1.32,0,32700,32700,0.84,19239,-0.11152711917180567,,,,,,,0.0,1.4192827e-06,0.10322640091180801,-3.122369444099604e-05,0.2,0.0001,0.17097115516662598,-0.1498931661248207,540,0.20539771616458893
,,32700,,,,,109,0,0.74,1.62,47539,-0.25333787,,,,,,,,,,
1.14,0,33000,33000,0.96,19422,-0.04848099505528808,,,,,,,0.0,4.5701163e-06,0.10362240672111511,-0.00021984506667820368,0.2,0.0001,0.22106409072875977,-0.14869290590286255,545,0.18911409080028535
,,33000,,,,,110,0,0.71,1.66,47938,-0.28364892,,,,,,,,,,
1.28,0,33300,33300,0.9,19614,-0.1099271218944341,,,,,,,0.0,2.740565e-05,0.1008644700050354,-0.0004278015629097354,0.2,0.0001,0.23122674226760864,-0.1452135369181633,550,0.1984000623226166
,,33300,,,,,111,0,0.74,1.64,48337,-0.21505912,,,,,,,,,,
1.22,0,33600,33600,0.94,19805,-0.06930268832948058,,,,,,,0.0,2.6948983e-06,0.1012236699461937,-0.00014566332736869468,0.2,0.0001,0.12664294242858887,-0.14176025390625,555,0.20091990381479263
,,33600,,,,,112,0,0.72,1.68,48742,-0.26257887999999996,,,,,,,,,,
1.18,0,33900,33900,0.92,19993,-0.06959429467562586,,,,,,,0.0,1.9347062e-06,0.0736701712012291,-2.916549677713931e-05,0.2,0.0001,0.2853320837020874,-0.13859089612960815,560,0.16793456822633743
,,33900,,,,,113,0,0.75,1.61,49159,-0.21965277,,,,,,,,,,
1.3,0,34200,34200,0.88,20185,-0.11173507835250347,,,,,,,0.0,2.1514716e-06,0.09792611002922058,-2.2369893717488763e-05,0.2,0.0001,0.22432154417037964,-0.13858502358198166,565,0.18745970726013184
,,34200,,,,,114,0,0.81,1.49,49559,-0.17738153000000004,,,,,,,,,,
1.36,0,34500,34500,0.86,20371,-0.15334648779127746,,,,,,,0.0,1.372071e-06,0.091552734375,-3.834944588803069e-05,0.2,0.0001,0.2354329228401184,-0.13909772783517838,570,0.15703797340393066
,,34500,,,,,115,0,0.78,1.56,49971,-0.20466890000000004,,,,,,,,,,
1.26,0,34800,34800,0.9,20554,-0.07002093200106174,,,,,,,0.00078125,0.000112706264,0.07102049887180328,-0.00016517215117346496,0.2,0.0001,0.2812715768814087,-0.14000194668769836,575,0.16073229759931565
,,34800,,,,,116,0,0.75,1.62,50382,-0.26181404,,,,,,,,,,
1.3,0,35100,35100,0.88,20740,-0.09117354374844581,,,,,,,0.0,9.353971e-07,0.09242356568574905,-9.024272310487191e-05,0.2,0.0001,0.3156108856201172,-0.13469748198986053,580,0.17044277042150496
,,35100,,,,,117,0,0.75,1.61,50802,-0.25905526000000006,,,,,,,,,,
1.14,0,35400,35400,0.96,20919,-0.04872308232821524,,,,,,,0.0,4.9127266e-07,0.059430669993162155,-3.5379564423720924e-05,0.2,0.0001,0.29722893238067627,-0.13426886647939681,585,0.1727663740515709
,,35400,,,,,118,0,0.67,1.73,51228,-0.26364264,,,,,,,,,,
1.26,0,35700,35700,0.9,21113,-0.09176747941877693,,,,,,,0.0,1.0728836e-06,0.0837775394320488,-1.9625735349215746e-05,0.2,0.0001,0.25463199615478516,-0.13324572890996933,590,0.17913383692502977
,,35700,,,,,119,0,0.77,1.56,51650,-0.17728734,,,,,,,,,,
1.28,0,36000,36000,0.88,21301,-0.09137782790698111,,,,,,,0.001171875,0.0004080712,0.07503681629896164,-0.00020870782080919525,0.2,0.0001,0.17198330163955688,-0.13530511856079103,595,0.1749123975634575
,,36000,,,,,120,0,0.71,1.62,52068,-0.29311478,,,,,,,,,,
1.4,0,36300,36300,0.84,21493,-0.11146226252429187,,,,,,,0.0,7.849885e-07,0.09777384996414185,-1.3011196475076759e-05,0.2,0.0001,0.29214179515838623,-0.13162144124507905,600,0.1882188618183136
,,36300,,,,,121,0,0.75,1.67,52495,-0.2222303,,,,,,,,,,
1.16,0,36600,36600,0.96,21677,-0.048150682342238724,,,,,,,0.0,1.4547259e-06,0.07437807321548462,-6.626058465428742e-05,0.2,0.0001,0.29089516401290894,-0.13331401199102402,605,0.16309200152754783
,,36600,,,,,122,0,0.8,1.51,52902,-0.14528895000000003,,,,,,,,,,
1.18,0,36900,36900,0.96,21863,-0.02892450546845794,,,,,,,0.0,4.897053e-06,0.0805491954088211,-9.915799412438809e-05,0.2,0.0001,0.20114558935165405,-0.13456634134054185,610,0.16511646956205367
,,36900,,,,,123,0,0.77,1.58,53316,-0.19087049999999997,,,,,,,,,,
1.34,0,37200,37200,0.88,22037,-0.11591545447241515,,,,,,,0.0,2.266871e-06,0.11351070553064346,-0.00014186502917254984,0.2,0.0001,0.17881160974502563,-0.13602957725524903,615,0.18885064721107483
,,37200,,,,,124,0,0.7,1.71,53726,-0.28082454,,,,,,,,,,
1.16,0,37500,37500,0.94,22219,-0.028209221865981817,,,,,,,0.0,2.6964222e-05,0.0957508310675621,-0.0006148637113675193,0.2,0.0001,0.22040748596191406,-0.13255347013473512,620,0.18694133907556534
,,37500,,,,,125,0,0.7,1.7,54126,-0.27974751,,,,,,,,,,
1.26,0,37800,37800,0.92,22398,-0.08962866907007992,,,,,,,0.00078125,0.00023573253,0.09995291382074356,-0.0005692145494691659,0.2,0.0001,0.1822744607925415,-0.13007744550704955,625,0.19579757302999495
,,37800,,,,,126,0,0.73,1.66,54544,-0.20302768000000007,,,,,,,,,,
1.18,0,38100,38100,0.96,22576,-0.047996409488841894,,,,,,,0.0,5.0351846e-06,0.06354248523712158,-2.4807519821479218e-05,0.2,0.0001,0.2688632607460022,-0.12637386471033096,630,0.1679466113448143
,,38100,,,,,127,0,0.71,1.7,54966,-0.27760587999999997,,,,,,,,,,
1.14,0,38400,38400,0.94,22764,-0.06790702010970563,,,,,,,0.0,6.2214676e-06,0.09727036952972412,-7.960485800140304e-05,0.2,0.0001,0.22001725435256958,-0.12351789250969887,635,0.17976009249687194
,,38400,,,,,128,0,0.75,1.55,55383,-0.21137916999999998,,,,,,,,,,
1.2,0,38700,38700,0.9,22956,-0.0904326629685238,,,,,,,0.0,3.7719622e-06,0.06550544500350952,3.826358389975581e-05,0.2,0.0001,0.2893134355545044,-0.12527562230825423,640,0.16819756031036376
,,38700,,,,,129,0,0.81,1.47,55777,-0.18156297,,,,,,,,,,
1.12,0,39000,39000,0.98,23141,-0.02772168418392539,,,,,,,0.0,1.6753329e-06,0.09729122370481491,-9.410339921487321e-05,0.2,0.0001,0.21974796056747437,-0.12565727680921554,645,0.18426994234323502
,,39000,,,,,130,0,0.75,1.64,56175,-0.26438492,,,,,,,,,,
1.1,0,39300,39300,0.96,23336,-0.04719348376616836,,,,,,,0.0,3.1589298e-06,0.08447675406932831,-0.00010368594706520185,0.2,0.0001,0.1934313178062439,-0.1238327980041504,650,0.18837888836860656
,,39300,,,,,131,0,0.81,1.48,56598,-0.20272234,,,,,,,,,,
1.16,0,39600,39600,0.94,23531,-0.067918097586371,,,,,,,0.0,2.5716865e-05,0.08894424140453339,-0.0004447041597714474,0.2,0.0001,0.21768295764923096,-0.1207762598991394,655,0.1816570296883583
,,39600,,,,,132,0,0.83,1.51,56994,-0.16688956000000002,,,,,,,,,,
1.16,0,39900,39900,0.94,23726,-0.06803662973456084,,,,,,,0.0,9.9211116e-05,0.13345137238502502,-0.0005131660661669812,0.2,0.0001,0.2383558750152588,-0.11602452173829078,660,0.1948285773396492
,,39900,,,,,133,0,0.75,1.57,57386,-0.20483848000000002,,,,,,,,,,
1.38,0,40200,40200,0.86,23914,-0.15442473394330591,,,,,,,0.0,1.1310976e-05,0.07026669383049011,-0.0002264126161605873,0.2,0.0001,0.2329767942428589,-0.11172747164964676,665,0.16964466720819474
,,40200,,,,,134,0,0.77,1.54,57804,-0.22385656,,,,,,,,,,
1.4,0,40500,40500,0.82,24091,-0.15176425721496345,,,,,,,0.001171875,0.00051062903,0.10192520171403885,-0.0005346182692758106,0.2,0.0001,0.21028614044189453,-0.11157591864466668,670,0.184054034948349
,,40500,,,,,135,0,0.76,1.62,58236,-0.21528543000000003,,,,,,,,,,
1.18,0,40800,40800,0.96,24285,-0.008749265517108142,,,,,,,0.0,8.141516e-06,0.08162236958742142,-0.00012839494288936494,0.2,0.0001,0.1690235137939453,-0.11236777901649475,675,0.17592261135578155
,,40800,,,,,136,0,0.77,1.56,58645,-0.19702890000000003,,,,,,,,,,
1.2,0,41100,41100,0.92,24479,-0.06882448763586581,,,,,,,0.0034446023404598237,0.0009327105,0.06907270848751068,-0.00044753831305825996,0.2,0.0001,0.18018043041229248,-0.11109392568469048,680,0.16178849935531617
,,41100,,,,,137,0,0.74,1.65,59150,-0.23788200999999998,,,,,,,,,,
1.36,0,41400,41400,0.84,24665,-0.1509247216163203,,,,,,,0.0,3.2600417e-06,0.07394955307245255,-7.533834546347151e-05,0.2,0.0001,0.21618157625198364,-0.10349275842308998,685,0.17193687036633493
,,41400,,,,,138,0,0.79,1.54,59568,-0.22937919999999992,,,,,,,,,,
1.16,0,41700,41700,0.96,24854,-0.048558523184619846,,,,,,,0.0,9.161886e-07,0.08334662020206451,-1.0577851670845461e-05,0.2,0.0001,0.2237223982810974,-0.10413230657577514,690,0.18595539927482604
,,41700,,,,,139,0,0.78,1.59,59972,-0.18818177999999997,,,,,,,,,,
1.18,0,42000,42000,0.92,25044,-0.030162193309515715,,,,,,,0.0034446023404598237,0.0006473529,0.07035032659769058,-0.000866204144470828,0.2,0.0001,0.24251419305801392,-0.1292901173233986,695,0.15992195084691047
,,42000,,,,,140,0,0.76,1.61,60403,-0.23742387999999998,,,,,,,,,,
1.44,0,42300,42300,0.82,25234,-0.15190382068045438,,,,,,,0.0,3.0756928e-07,0.08291946351528168,-3.263199786580628e-05,0.2,0.0001,0.26436299085617065,-0.10456261560320854,700,0.17767745405435562
,,42300,,,,,141,0,0.8,1.54,60882,-0.15752619999999998,,,,,,,,,,
1.26,0,42600,42600,0.88,25426,-0.0893351933825761,,,,,,,0.0,1.28313395e-05,0.07217063009738922,-0.0003678702285469626,0.2,0.0001,0.28569698333740234,-0.10432476252317428,705,0.15211863070726395
,,42600,,,,,142,0,0.76,1.61,61283,-0.24240061000000004,,,,,,,,,,
1.24,0,42900,42900,0.9,25613,-0.1112338727619499,,,,,,,0.0,1.4144091e-05,0.07603000849485397,-0.00024989617954389586,0.2,0.0001,0.27631181478500366,-0.10024193897843361,710,0.16551039293408393
,,42900,,,,,143,0,0.75,1.59,61694,-0.23389842000000002,,,,,,,,,,
1.1,0,43200,43200,0.98,25814,-0.027814961904659867,,,,,,,0.0,1.3804529e-06,0.0685761496424675,4.314354849750401e-05,0.2,0.0001,0.2780909538269043,-0.09834288731217385,715,0.1671668231487274
,,43200,,,,,144,0,0.85,1.38,62108,-0.14491766999999997,,,,,,,,,,
1.14,0,43500,43500,0.94,26005,-0.04953986709006131,,,,,,,0.0,1.2865883e-05,0.06894652545452118,-0.0004818609955360209,0.2,0.0001,0.24721622467041016,-0.09537979140877724,720,0.16669971346855164
,,43500,,,,,145,0,0.76,1.6,62516,-0.25275936,,,,,,,,,,
1.16,0,43800,43800,0.96,26200,-0.04835238458588719,,,,,,,0.0,2.4835843e-05,0.08664590120315552,-0.00011650393935269676,0.2,0.0001,0.2847404479980469,-0.09224655628204345,725,0.1786100372672081
,,43800,,,,,146,0,0.82,1.48,62931,-0.15004976,,,,,,,,,,
1.2,0,44100,44100,0.9,26379,-0.06911735075525939,,,,,,,0.0,2.5676965e-05,0.07009303569793701,-0.00044236131308768024,0.2,0.0001,0.20814448595046997,-0.08939039707183838,730,0.17813246101140975
,,44100,,,,,147,0,0.74,1.64,63340,-0.24468225,,,,,,,,,,
1.28,0,44400,44400,0.86,26579,-0.13074321794789284,,,,,,,0.0,3.1116651e-06,0.09239983558654785,-9.098959959707997e-05,0.2,0.0001,0.2605692744255066,-0.0860020324587822,735,0.1767851486802101
,,44400,,,,,148,0,0.78,1.57,63772,-0.19185227000000005,,,,,,,,,,
1.2,0,44700,44700,0.94,26759,-0.06962992419023067,,,,,,,0.0,1.2182863e-06,0.08380746096372604,-1.6407791785155724e-05,0.2,0.0001,0.2776123881340027,-0.08352544978260994,740,0.14804717525839806
,,44700,,,,,149,0,0.76,1.61,64191,-0.23011823000000003,,,,,,,,,,
1.14,0,45000,45000,0.96,26952,-0.028246521912515164,,,,,,,0.0,6.649643e-07,0.093608558177948,-6.261694917082394e-05,0.2,0.0001,0.2322523593902588,-0.08560950681567192,745,0.1869683712720871
,,45000,,,,,150,0,0.76,1.58,64623,-0.24058325000000003,,,,,,,,,,
1.36,0,45300,45300,0.84,27144,-0.15456566096749158,,,,,,,0.0,1.0365271e-05,0.0878995731472969,-0.0002753579184753718,0.2,0.0001,0.22071945667266846,-0.08982547372579575,750,0.17964040786027907
,,45300,,,,,151,0,0.78,1.55,65026,-0.22209199,,,,,,,,,,
1.16,0,45600,45600,0.96,27317,-0.047678977767936885,,,,,,,0.0,4.75673e-07,0.10406865924596786,2.0480376191756024e-05,0.2,0.0001,0.20301944017410278,-0.08034734055399895,755,0.1908596932888031
,,45600,,,,,152,0,0.74,1.68,65448,-0.19537958,,,,,,,,,,
1.32,0,45900,45900,0.86,27486,-0.11375903249718249,,,,,,,0.0,2.3968857e-06,0.10931862890720367,-5.8343421551310115e-05,0.2,0.0001,0.2737077474594116,-0.08034158796072007,760,0.17228077501058578
,,45900,,,,,153,0,0.75,1.64,65855,-0.22386629000000002,,,,,,,,,,
1.32,0,46200,46200,0.9,27681,-0.09100018265657127,,,,,,,0.0,1.75694e-06,0.12284926325082779,-6.818371741896811e-05,0.2,0.0001,0.14218783378601074,-0.08125293552875519,765,0.21205974668264388
,,46200,,,,,154,0,0.85,1.42,66271,-0.12759647999999998,,,,,,,,,,
1.12,0,46500,46500,0.98,27870,-0.02807287786155939,,,,,,,0.0,5.53739e-06,0.07926430553197861,-6.944202768863761e-05,0.2,0.0001,0.24961918592453003,-0.08286822214722633,770,0.1790364295244217
,,46500,,,,,155,0,0.76,1.54,66674,-0.20647931000000003,,,,,,,,,,
1.22,0,46800,46800,0.9,28051,-0.05003837437368929,,,,,,,0.0,4.373618e-07,0.093573659658432,-5.552955686027872e-06,0.2,0.0001,0.2573646306991577,-0.08426646068692208,775,0.17655855193734168
,,46800,,,,,156,0,0.67,1.74,67118,-0.31694712999999997,,,,,,,,,,
1.34,0,47100,47100,0.88,28247,-0.09020486080087721,,,,,,,0.0,1.1376105e-06,0.10055513679981232,-9.05160202240296e-05,0.2,0.0001,0.27657538652420044,-0.08452037051320076,780,0.183974988758564
,,47100,,,,,157,0,0.79,1.53,67578,-0.21175609,,,,,,,,,,
1.24,0,47400,47400,0.9,28417,-0.09104593669995666,,,,,,,0.0,9.258796e-06,0.09398917108774185,-0.000293629949341323,0.2,0.0001,0.2169356346130371,-0.08434875458478927,785,0.18307000547647476
,,47400,,,,,158,0,0.68,1.78,67992,-0.29680796,,,,,,,,,,
1.5,0,47700,47700,0.8,28604,-0.1578795096371323,,,,,,,0.0,8.968636e-06,0.08871109783649445,-0.0001905478936599536,0.2,0.0001,0.1954038143157959,-0.08131614327430725,790,0.1997623085975647
,,47700,,,,,159,0,0.73,1.62,68460,-0.26602013999999996,,,,,,,,,,
1.26,0,48000,48000,0.9,28796,-0.07664198935963214,,,,,,,0.0,1.2054298e-05,0.11498680710792542,-0.0001118229302599083,0.2,0.0001,0.30019205808639526,-0.07846560478210449,795,0.1813696041703224
,,48000,,,,,160,0,0.78,1.53,68880,-0.22055170000000002,,,,,,,,,,
1.2,0,48300,48300,0.9,28975,-0.08780701221432537,,,,,,,0.0,1.2553064e-06,0.09237322956323624,-2.4325197310126613e-05,0.2,0.0001,0.23869234323501587,-0.0763692982494831,800,0.1699260041117668
,,48300,,,,,161,0,0.7,1.75,69303,-0.32049642999999994,,,,,,,,,,
1.1,0,48600,48600,0.96,29166,-0.04720571702346206,,,,,,,0.0,2.2468157e-08,0.09607010334730148,1.906710319712346e-05,0.2,0.0001,0.18648719787597656,-0.07543518543243408,805,0.20191067159175874
,,48600,,,,,162,0,0.76,1.57,69718,-0.20462618,,,,,,,,,,
1.3,0,48900,48900,0.88,29359,-0.09252163134049624,,,,,,,0.0,0.00019318283,0.08558531850576401,-0.00017707235026307445,0.2,0.0001,0.2984515428543091,-0.08121646642684936,810,0.16703585684299468
,,48900,,,,,163,0,0.77,1.54,70146,-0.22013910999999997,,,,,,,,,,
1.3,0,49200,49200,0.86,29551,-0.1511607769643888,,,,,,,0.0,8.086473e-06,0.07230466604232788,-0.00024953996756025274,0.2,0.0001,0.24862968921661377,-0.07564815878868103,815,0.1799724966287613
,,49200,,,,,164,0,0.8,1.55,70581,-0.17476996,,,,,,,,,,
1.34,0,49500,49500,0.84,29747,-0.11216551481280476,,,,,,,0.0,1.5180558e-07,0.07442376762628555,6.5744939201195505e-06,0.2,0.0001,0.3015655279159546,-0.07841235101222992,820,0.15178476497530938
,,49500,,,,,165,0,0.77,1.54,71020,-0.17074267999999995,,,,,,,,,,
1.2,0,49800,49800,0.92,29946,-0.08989922071341425,,,,,,,0.0,5.970942e-07,0.10259217768907547,-2.8853110002602377e-05,0.2,0.0001,0.11555689573287964,-0.0740206554532051,825,0.1779497042298317
,,49800,,,,,166,0,0.8,1.53,71454,-0.21600475,,,,,,,,,,
1.18,0,50100,50100,0.92,30137,-0.06915425667073577,,,,,,,0.0,2.2747554e-07,0.06593677401542664,-2.635132352057923e-05,0.2,0.0001,0.26781684160232544,-0.0736809216439724,830,0.16138131991028787
,,50100,,,,,167,0,0.76,1.59,71891,-0.18029789000000002,,,,,,,,,,
1.04,0,50400,50400,0.98,30328,-0.02685986390337348,,,,,,,0.0,4.7010622e-07,0.09189753979444504,-3.249326833127952e-05,0.2,0.0001,0.2433452010154724,-0.07352302223443985,835,0.15579595416784286
,,50400,,,,,168,0,0.82,1.51,72296,-0.17820099999999997,,,,,,,,,,
1.14,0,50700,50700,0.94,30525,-0.047621933748014274,,,,,,,0.0,5.5972487e-07,0.07656903564929962,-4.149000160422744e-05,0.2,0.0001,0.3041459918022156,-0.07399123981595039,840,0.16924750059843063
,,50700,,,,,169,0,0.78,1.56,72707,-0.21831605999999998,,,,,,,,,,
1.12,0,51000,51000,0.96,30710,-0.008331823903135955,,,,,,,0.0,6.922055e-07,0.0800585076212883,-0.00011576521836680343,0.2,0.0001,0.18065762519836426,-0.07587042897939682,845,0.18864250779151917
,,51000,,,,,170,0,0.81,1.48,73135,-0.16734275,,,,,,,,,,
1.34,0,51300,51300,0.88,30905,-0.10990012299269437,,,,,,,0.001953125,0.0013239849,0.09786347299814224,-0.00015960087727151517,0.2,0.0001,0.2692956328392029,-0.08393907845020294,850,0.17526138722896575
,,51300,,,,,171,0,0.73,1.62,73558,-0.28844782,,,,,,,,,,
1.22,0,51600,51600,0.9,31089,-0.08942863315343857,,,,,,,0.0,1.1458019e-06,0.08297215402126312,-3.645826437517208e-05,0.2,0.0001,0.29444295167922974,-0.0727303832769394,855,0.1859539791941643
,,51600,,,,,172,0,0.71,1.69,73996,-0.26538441999999995,,,,,,,,,,
1.18,0,51900,51900,0.92,31287,-0.06969633146654815,,,,,,,0.0,9.606063e-06,0.09962321072816849,-0.00020669949590228497,0.2,0.0001,0.20890957117080688,-0.07247418463230133,860,0.1938779518008232
,,51900,,,,,173,0,0.83,1.49,74436,-0.17286974,,,,,,,,,,
1.18,0,52200,52200,0.92,31470,-0.06883556345012039,,,,,,,0.0,4.915055e-07,0.0913117378950119,2.6291009536283384e-05,0.2,0.0001,0.2413979172706604,-0.0741562731564045,865,0.1742885395884514
,,52200,,,,,174,0,0.73,1.72,74878,-0.25396225,,,,,,,,,,
1.16,0,52500,52500,0.92,31652,-0.06914096102118492,,,,,,,0.0,2.2712629e-07,0.08813492953777313,2.0360438528932434e-05,0.2,0.0001,0.16554486751556396,-0.07494649514555932,870,0.19720288813114167
,,52500,,,,,175,0,0.75,1.64,75348,-0.19501274,,,,,,,,,,
1.18,0,52800,52800,0.96,31842,-0.05297568561509251,,,,,,,0.0,2.2330998e-06,0.09919286519289017,-4.87475246536917e-05,0.2,0.0001,0.14953821897506714,-0.07530277892947197,875,0.19334349483251573
,,52800,,,,,176,0,0.75,1.55,75789,-0.22386712,,,,,,,,,,
1.18,0,53100,53100,0.92,32046,-0.06940821534022688,,,,,,,0.0,1.3302779e-06,0.08778201788663864,-2.926125777147348e-05,0.2,0.0001,0.3062702417373657,-0.07396682426333427,880,0.16809951663017272
,,53100,,,,,177,0,0.78,1.57,76227,-0.19230274999999997,,,,,,,,,,
1.32,0,53400,53400,0.88,32241,-0.09121748450677841,,,,,,,0.0,3.5531342e-05,0.07106472551822662,-0.0007751163788434212,0.2,0.0001,0.17231357097625732,-0.07192768007516862,885,0.1655220091342926
,,53400,,,,,178,0,0.79,1.56,76652,-0.17487592000000002,,,,,,,,,,
1.22,0,53700,53700,0.94,32431,-0.05037393120583147,,,,,,,0.0,3.3904798e-06,0.08804388344287872,4.1766642608465077e-05,0.2,0.0001,0.14404451847076416,-0.06801894158124924,890,0.15802267119288443
,,53700,,,,,179,0,0.75,1.64,77075,-0.23735809999999996,,,,,,,,,,
1.16,0,54000,54000,0.94,32614,-0.04826066978741437,,,,,,,0.0,2.0709122e-06,0.081229068338871,-9.495550307718759e-05,0.2,0.0001,0.16297513246536255,-0.0660984493792057,895,0.17492557764053346
,,54000,,,,,180,0,0.74,1.58,77507,-0.23556072,,,,,,,,,,
1.22,0,54300,54300,0.9,32808,-0.08981720688287169,,,,,,,0.0,4.286994e-06,0.09153343737125397,-1.4173717826260202e-05,0.2,0.0001,0.24832254648208618,-0.06728537976741791,900,0.19371193200349807
,,54300,,,,,181,0,0.79,1.52,77954,-0.20464212999999998,,,,,,,,,,
1.3,0,54600,54600,0.88,32996,-0.13247481982223688,,,,,,,0.0034446023404598237,0.0040911627,0.11819083243608475,-0.001099929028315838,0.2,0.0001,0.10413366556167603,-0.06895257458090782,905,0.21408637315034867
,,54600,,,,,182,0,0.79,1.53,78399,-0.17145648999999996,,,,,,,,,,
1.28,0,54900,54900,0.88,33172,-0.11022441575769334,,,,,,,0.0,3.5996675e-07,0.0909368023276329,-1.6886224396728267e-05,0.2,0.0001,0.2843594551086426,-0.06380233392119408,910,0.1586148053407669
,,54900,,,,,183,0,0.72,1.72,78849,-0.28512874,,,,,,,,,,
1.24,0,55200,55200,0.9,33367,-0.10877915570512414,,,,,,,0.0,1.2700912e-07,0.1055506244301796,2.584343945422063e-06,0.2,0.0001,0.252816379070282,-0.06336724311113358,915,0.19612687528133393
,,55200,,,,,184,0,0.82,1.52,79300,-0.17094160000000003,,,,,,,,,,
1.24,0,55500,55500,0.92,33547,-0.06952459665946663,,,,,,,0.0,0.0,0.08575909584760666,-2.8701671261899263e-09,0.2,0.0001,0.22749745845794678,-0.0632234863936901,920,0.17625879347324372
,,55500,,,,,185,0,0.69,1.7,79759,-0.30837049000000005,,,,,,,,,,
1.14,0,55800,55800,0.96,33722,-0.02847542625386268,,,,,,,0.0,7.050112e-07,0.1146823838353157,-3.374721003908121e-05,0.2,0.0001,0.23043084144592285,-0.06345882639288902,925,0.19676048755645753
,,55800,,,,,186,0,0.71,1.65,80180,-0.26943212000000005,,,,,,,,,,
1.1,0,56100,56100,0.96,33904,-0.029207392260432244,,,,,,,0.0,2.4740382e-05,0.11547794193029404,-0.0004688241018977024,0.2,0.0001,0.2506810426712036,-0.06156362369656563,930,0.19855419397354127
,,56100,,,,,187,0,0.77,1.6,80608,-0.2005311,,,,,,,,,,
1.16,0,56400,56400,0.94,34096,-0.04974960335530341,,,,,,,0.0,8.665957e-06,0.0869898796081543,4.276356032093531e-05,0.2,0.0001,0.1953858733177185,-0.05936186239123344,935,0.19806024581193923
