time/time_elapsed,env/n_steps,env/current_idx,rollout/ep_len_mean,env/completion_counter,time/fps,time/total_timesteps,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,eval/success_rate,eval/mean_reward,eval/mean_ep_length
1958,1710,1121,1.58,0,0,1710,0.87,-0.08706373,57,0.001,0.13125470727682115,0.2,0.110887416,-0.06208700530230997,0.05221003293991089,-0.05477270483970642,-0.7908207237720489,560,0.19666667506098748,,,
1991,1740,1137,1.52,0,0,1740,0.89,-0.09666632,58,0.001,0.14170044288039207,0.2,0.06451467,-0.04419855535030365,-0.16646361351013184,-0.042210374027490616,-0.7197554230690002,570,0.1566666703671217,,,
2023,1770,1164,1.47,0,0,1770,0.91,-0.09532091,59,0.001,0.08278904668986797,0.2,0.1104487,-0.048794735788057333,0.42016488313674927,-0.07799528539180756,-1.0579510271549224,580,0.293333338573575,,,
2056,1800,1186,1.48,0,0,1800,0.9,-0.09390886999999999,60,0.001,0.016936389682814478,0.2,0.042962465,-0.06181870444367323,0.05111896991729736,-0.09688150882720947,-1.439075267314911,590,0.3133333407342434,,,
2089,1830,1207,1.43,0,0,1830,0.91,-0.09302271999999999,61,0.001,0.02484701245557517,0.2,0.049684726,-0.06482039752726756,0.529249906539917,-0.10166318714618683,-1.48474463224411,600,0.2700000017881393,,,
2123,1860,1223,1.44,0,0,1860,0.89,-0.11526106,62,0.001,0.25245980769395826,0.2,0.04283821,-0.05005695847173532,-0.5110220909118652,0.012087173759937286,-1.443706488609314,610,0.3033333349972963,,,
2157,1890,1236,1.54,0,0,1890,0.86,-0.13799182,63,0.001,0.20424188077449798,0.2,0.047435556,-0.048664293684996626,0.12118619680404663,-0.0010273978114128113,-1.1936486840248108,620,0.28000000193715097,,,
2188,1920,1255,1.61,0,0,1920,0.84,-0.13919027,64,0.001,0.25291468054056165,0.2,0.052593213,-0.06527038515855885,-0.10445249080657959,0.00543878972530365,-1.3692187905311584,630,0.41000000685453414,,,
2223,1950,1272,1.71,0,0,1950,0.81,-0.16195679999999998,65,0.001,0.13719568476080896,0.2,0.016885376,-0.0189941262612896,0.08123916387557983,-0.005279857665300369,-1.3476789236068725,640,0.11666666939854622,,,
2266,1980,1291,1.74,0,0,1980,0.81,-0.17190027,66,0.001,0.1722383975982666,0.2,0.014401019,-0.02708253770911444,0.07901638746261597,-0.012871935963630676,-1.250834047794342,650,0.08000000156462192,,,
2299,2010,1308,1.79,0,0,2010,0.79,-0.18208707000000002,67,0.001,0.13498481959104539,0.2,0.04028987,-0.05551786086211585,0.2210240364074707,-0.048611920326948166,-1.2277284741401673,660,0.2366666704416275,,,
2335,2040,1327,1.72,0,0,2040,0.83,-0.13808325,68,0.001,0.1497289642691612,0.2,0.033452716,-0.0534162600835165,0.24603289365768433,-0.050853535532951355,-1.2525219082832337,670,0.25000000596046446,,,
2366,2070,1347,1.64,0,0,2070,0.84,-0.11649433999999999,69,0.001,0.07504711374640465,0.2,0.069902465,-0.048374857380986215,0.20074766874313354,-0.07199662178754807,-1.3223923802375794,680,0.28666667118668554,,,
2407,2100,1370,1.56,0,0,2100,0.86,-0.09525829,70,0.001,0.18363425731658936,0.2,0.035428636,-0.053143732491880646,-1.4197237491607666,-0.04065992683172226,-1.3664815068244933,690,0.1633333381265402,,,
2439,2130,1387,1.56,0,0,2130,0.85,-0.11533873,71,0.001,0.11324950233101845,0.2,0.057959445,-0.06079907408605019,-0.3544124364852905,-0.05614880099892616,-1.2250429153442384,700,0.28333333469927313,,,
2471,2160,1405,1.56,0,0,2160,0.85,-0.12519307999999998,72,0.001,0.20270553678274156,0.2,0.028314907,-0.04501928984497994,0.30197083950042725,-0.015073716640472412,-1.003838950395584,710,0.1533333368599415,,,
2505,2190,1427,1.5,0,0,2190,0.86,-0.12445417999999998,73,0.001,0.19036040157079698,0.2,0.015491589,-0.053492422159761334,0.22260481119155884,-0.027228698134422302,-0.9591303467750549,720,0.263333335518837,,,
2537,2220,1444,1.55,0,0,2220,0.86,-0.13487817000000002,74,0.001,0.10100123435258865,0.2,0.10612162,-0.050126299597322975,0.34760069847106934,-0.04585738852620125,-0.9745519101619721,730,0.42000001296401024,,,
2574,2250,1463,1.57,0,0,2250,0.85,-0.16512240000000003,75,0.001,0.10310968980193139,0.2,0.023815833,-0.06454598103960371,0.06904518604278564,-0.06262152642011642,-0.8939358592033386,740,0.33333333730697634,,,
2607,2280,1489,1.46,0,0,2280,0.89,-0.12594329,76,0.001,0.15641539469361304,0.2,0.015247701,-0.03314562416014581,0.13184934854507446,-0.004284840077161789,-0.8419737040996551,750,0.32333333417773247,,,
2642,2310,1508,1.4,0,0,2310,0.91,-0.08560831999999997,77,0.001,0.11018906980752945,0.2,0.0077738166,-0.023009355800847685,-2.141879081726074,-0.016296982765197754,-0.822590446472168,760,0.2700000021606684,,,
2674,2340,1530,1.44,0,0,2340,0.9,-0.08617136999999998,78,0.001,0.11473387330770493,0.2,0.01202002,-0.041070782976845924,-0.05164802074432373,-0.014366518706083298,-0.8113732933998108,770,0.2800000011920929,,,
2710,2370,1554,1.34,0,0,2370,0.92,-0.05675979,79,0.001,0.08640511482954025,0.2,0.008523136,-0.022614602018147422,0.038664042949676514,-0.009675208479166031,-0.8615042090415954,780,0.33333333507180213,,,
2747,2400,1572,1.4,0,0,2400,0.93,-0.037584530000000005,80,0.001,0.010380170494318008,0.2,0.027412584,-0.04681847885251038,-6.70282506942749,-0.06292933225631714,-0.8470428168773652,790,0.26333333887159827,,,
2781,2430,1592,1.46,0,0,2430,0.9,-0.06546082000000002,81,0.001,0.001880738337058574,0.2,0.023584059,-0.053771532612542396,-3.1243605613708496,-0.09604228287935257,-0.8526252746582031,800,0.19000000543892384,,,
2813,2460,1617,1.37,0,0,2460,0.94,-0.04409757000000001,82,0.001,0.2676152929663658,0.2,0.011778249,-0.013325828484569513,0.06638246774673462,0.020616762340068817,-0.8342071235179901,810,0.12000000402331353,,,
2845,2490,1635,1.45,0,0,2490,0.93,-0.05513857,83,0.001,0.15235365256667138,0.2,0.06974518,-0.014191549681127213,-0.17644047737121582,0.023484330624341965,-0.8355254769325257,820,0.4866666629910469,,,
2888,2520,1663,1.36,0,0,2520,0.95,-0.05170237999999999,84,0.001,0.10522742569446564,0.2,0.017943706,-0.04318558070187759,0.010319232940673828,-0.027714181691408157,-0.814567506313324,830,0.16333334036171437,,,
2921,2550,1679,1.4,0,0,2550,0.93,-0.07342251,85,0.001,0.0031505735707469283,0.2,0.047652178,-0.04126849296502768,-75.87022399902344,-0.07774636894464493,-0.9035287499427795,840,0.2200000047683716,,,
2956,2580,1697,1.4,0,0,2580,0.93,-0.0746513,86,0.001,0.29824300706386564,0.2,0.014867949,-0.03714566392203178,0.026836276054382324,0.03976360708475113,-0.7461862564086914,850,0.2300000049173832,,,
2989,2610,1722,1.44,0,0,2610,0.91,-0.09567487,87,0.001,0.18163310885429382,0.2,0.041645903,-0.06061428178101806,0.09062749147415161,-0.005257941782474518,-0.7951144933700561,860,0.2700000051409006,,,
3025,2640,1745,1.39,0,0,2640,0.91,-0.10514298999999998,88,0.001,0.13457223176956176,0.2,0.045739807,-0.059893983391424044,0.12729531526565552,-0.036262981593608856,-0.6846794545650482,870,0.26666667237877845,,,
3061,2670,1767,1.39,0,0,2670,0.91,-0.10506421999999999,89,0.001,0.13296326696872712,0.2,0.027656557,-0.040939125793520506,0.23321586847305298,-0.022769898176193237,-0.6281532764434814,880,0.12000000402331353,,,
3093,2700,1787,1.36,0,0,2700,0.92,-0.08306580000000001,90,0.001,0.05500550977885723,0.2,0.027028246,-0.043763131396844915,0.49228435754776,-0.058304980397224426,-0.7283746361732483,890,0.13000000454485416,,,
3126,2730,1807,1.39,0,0,2730,0.91,-0.09239427000000001,91,0.001,0.09347522854804993,0.2,0.02975348,-0.045094759576022624,0.0168914794921875,-0.04704180732369423,-0.7769434571266174,900,0.21000000461935997,,,
3168,2760,1830,1.39,0,0,2760,0.91,-0.08263531999999998,92,0.001,0.20519769191741943,0.2,0.030813284,-0.033699468703174154,0.17668366432189941,0.006642036139965057,-0.7147825717926025,910,0.15000000409781933,,,
3202,2790,1851,1.43,0,0,2790,0.9,-0.08329645,93,0.001,0.1500150181353092,0.2,0.02207359,-0.039928697999566776,-0.006430864334106445,-0.025735963135957718,-0.7409859299659729,920,0.226666671782732,,,
3235,2820,1874,1.37,0,0,2820,0.91,-0.07263501,94,0.001,0.05241027846932411,0.2,0.013658122,-0.02415099006767072,0.3873302936553955,-0.03792359679937363,-0.7447558343410492,930,0.1700000062584877,,,
3270,2850,1894,1.39,0,0,2850,0.91,-0.07296787,95,0.001,0.044507505372166634,0.2,0.042265907,-0.03607279655834006,0.5225830078125,-0.04476094990968704,-0.7589829087257385,940,0.14000000432133675,,,
3303,2880,1921,1.32,0,0,2880,0.94,-0.05156233000000001,96,0.001,0.034406242333352564,0.2,0.025434071,-0.051619895572464006,0.5741100311279297,-0.0794449970126152,-0.8135204076766968,950,0.22666666992008686,,,
3345,2910,1947,1.24,0,0,2910,0.96,-0.03000781,97,0.001,0.013694052770733833,0.2,0.043685872,-0.05632554023837048,-1123.222412109375,-0.09479773044586182,-0.6612006187438965,960,0.21333333924412728,,,
3378,2940,1967,1.31,0,0,2940,0.94,-0.031166930000000002,98,0.001,0.005357608746271581,0.2,0.051518824,-0.05410744234919544,-51.31184005737305,-0.08505680412054062,-0.5936742305755616,970,0.22000000327825547,,,
3408,2970,1985,1.32,0,0,2970,0.93,-0.04112028,99,0.001,0.09818823337554931,0.2,0.020437213,-0.039605763417979126,-0.025201916694641113,-0.020066890865564346,-0.5230168551206589,980,0.11333333738148213,,,
,3000,2010,,0,,3000,,,,0.001,0.09680310413241386,0.2,0.068012945,-0.05405952357997492,0.016752123832702637,-0.03467243164777756,-0.6136678338050843,990,0.24000000432133675,0.94,-0.06082483917241916,1.27
3601,,,1.32,,0,3000,0.92,-0.05103644,100,,,,,,,,,,,,,
3639,3030,2032,1.39,0,0,3030,0.91,-0.06270396000000003,101,0.001,0.12585151493549346,0.2,0.01613343,-0.032878373451530954,-0.05399727821350098,-0.0020124651491642,-0.5130620241165161,1000,0.10000000260770321,,,
