env/current_idx,time/total_timesteps,eval/success_rate,env/completion_counter,env/n_steps,eval/mean_ep_length,eval/mean_reward,time/fps,rollout/success_rate,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/approx_kl,train/clip_fraction,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss
5884,9780,0.92,0,9780,1.28,-0.07050814014393836,,,,,,,0.0,0.0,-0.03690764605998993,0.2,0.18126861304044722,3250,0.0001,0.07986094802618027,-0.14653360843658447,-1.162290619305395e-08
,9780,,,,,,0,0.78,-0.21440251999999999,326,37565,1.55,,,,,,,,,,
5902,9810,0.88,0,9810,1.3,-0.09047277523670345,,,,,,,0.0,0.0,-0.03691607378423214,0.2,0.20535546839237212,3260,0.0001,0.09600371867418289,0.17658323049545288,9.33806099112644e-09
,9810,,,,,,0,0.79,-0.18775191999999996,327,37673,1.56,,,,,,,,,,
5921,9840,0.9,0,9840,1.3,-0.11450008840300142,,,,,,,2.2133192e-06,0.0,-0.03696955367922783,0.2,0.1946893259882927,3270,0.0001,0.08614000678062439,-0.13373923301696777,-2.3900420174705062e-05
,9840,,,,,,0,0.8,-0.18927741999999997,328,37778,1.55,,,,,,,,,,
5944,9870,0.94,0,9870,1.2,-0.05265288548078388,,,,,,,0.0007776916,0.003333333507180214,-0.03590966612100601,0.2,0.17842091768980026,3280,0.0001,0.07044767588376999,0.13658517599105835,-0.006448049725731764
,9870,,,,,,0,0.82,-0.15511975,329,37886,1.51,,,,,,,,,,
5962,9900,0.88,0,9900,1.24,-0.06866932990029455,,,,,,,2.3043156e-05,0.0,-0.032687551155686376,0.2,0.10741041302680969,3290,0.0001,0.04936790466308594,0.09051454067230225,-7.652600706933299e-05
,9900,,,,,,0,0.8,-0.19103985000000004,330,38000,1.53,,,,,,,,,,
5985,9930,0.94,0,9930,1.2,-0.07138364425394685,,,,,,,0.0,0.0,-0.03250022567808628,0.2,0.24648257791996003,3300,0.0001,0.1067371517419815,0.22018450498580933,-2.7020772774832836e-08
,9930,,,,,,0,0.83,-0.15761346999999998,331,38107,1.48,,,,,,,,,,
6007,9960,0.86,0,9960,1.32,-0.11048597597982734,,,,,,,0.0,0.0,-0.0326926939189434,0.2,0.1004740335047245,3310,0.0001,0.04541870951652527,0.15457791090011597,8.294979547684988e-09
,9960,,,,,,0,0.83,-0.16626290999999999,332,38216,1.43,,,,,,,,,,
6027,9990,0.92,0,9990,1.2,-0.09290933274663984,,,,,,,0.0,0.0,-0.032786537706851956,0.2,0.19168966859579087,3320,0.0001,0.08567146211862564,0.23327845335006714,3.024935759654568e-08
,9990,,,,,,0,0.83,-0.17536863,333,38322,1.42,,,,,,,,,,
6049,10020,0.84,0,10020,1.38,-0.15072411177214234,,,,,,,0.0,0.0,-0.03280827663838863,0.2,0.2185974657535553,3330,0.0001,0.09855321049690247,0.04547858238220215,-1.1126200494260274e-08
,10020,,,,,,0,0.83,-0.17330003000000002,334,38435,1.41,,,,,,,,,,
6067,10050,0.9,0,10050,1.24,-0.08969418970867991,,,,,,,0.0,0.0,-0.03281875289976597,0.2,0.17303379476070405,3340,0.0001,0.07955697923898697,0.21251261234283447,-3.119309770482914e-08
,10050,,,,,,0,0.83,-0.18235377,335,38556,1.41,,,,,,,,,,
6084,10080,0.88,0,10080,1.3,-0.11071063061710447,,,,,,,0.0,0.0,-0.032809362187981604,0.2,0.22506093084812165,3350,0.0001,0.10348805040121078,0.09377056360244751,-4.768371453245379e-09
,10080,,,,,,0,0.79,-0.22351281,336,38674,1.5,,,,,,,,,,
6106,10110,0.86,0,10110,1.34,-0.11053251869045198,,,,,,,0.0,0.0,-0.03280280902981758,0.2,0.12959225103259087,3360,0.0001,0.060554418712854385,0.44396305084228516,-3.5067400006028036e-08
,10110,,,,,,0,0.8,-0.21751307999999997,337,38786,1.51,,,,,,,,,,
6128,10140,0.92,0,10140,1.18,-0.08882460683584213,,,,,,,0.0,0.0,-0.03282683566212654,0.2,0.16508253812789916,3370,0.0001,0.07216375321149826,0.2914663553237915,-1.0927518356851352e-08
,10140,,,,,,0,0.81,-0.20770214000000004,338,38889,1.48,,,,,,,,,,
6147,10170,0.96,0,10170,1.18,-0.028990134526975454,,,,,,,0.0,0.0,-0.03280088603496552,0.2,0.12898939847946167,3380,0.0001,0.06013111025094986,0.4368143677711487,1.0778506931430342e-08
,10170,,,,,,0,0.77,-0.25266701999999996,339,38995,1.55,,,,,,,,,,
6167,10200,0.9,0,10200,1.24,-0.08889975630212575,,,,,,,0.0,0.0,-0.03282373920083046,0.2,0.22997194528579712,3390,0.0001,0.0983162522315979,0.2567509412765503,-1.966953284693318e-08
,10200,,,,,,0,0.79,-0.2427538,340,39107,1.51,,,,,,,,,,
6188,10230,0.9,0,10230,1.22,-0.09093573996797204,,,,,,,0.0,0.0,-0.03281830884516239,0.2,0.16426555663347245,3400,0.0001,0.0768609344959259,0.3379567861557007,7.748603914059516e-09
,10230,,,,,,0,0.81,-0.20959049999999999,341,39213,1.44,,,,,,,,,,
6208,10260,0.92,0,10260,1.18,-0.09185318971052765,,,,,,,0.0,0.0,-0.032853247970342635,0.2,0.1787890687584877,3410,0.0001,0.0803256630897522,0.16027945280075073,3.2037497099679513e-09
,10260,,,,,,0,0.79,-0.23027011999999997,342,39317,1.48,,,,,,,,,,
6228,10290,0.86,0,10290,1.32,-0.1304936239309609,,,,,,,0.0,0.0,-0.032826384902000426,0.2,0.15186213105916976,3420,0.0001,0.06983242928981781,0.3575097918510437,-8.940699514070616e-10
,10290,,,,,,0,0.78,-0.21963068999999996,343,39436,1.51,,,,,,,,,,
6248,10320,0.92,0,10320,1.18,-0.04857687354553491,,,,,,,0.0,0.0,-0.032810424268245694,0.2,0.13243937790393828,3430,0.0001,0.058035559952259064,0.2089964747428894,1.5199184577596725e-08
,10320,,,,,,0,0.79,-0.19715809,344,39541,1.49,,,,,,,,,,
6269,10350,0.88,0,10350,1.3,-0.11116906725801527,,,,,,,0.00046607654,0.0,-0.03189157005399466,0.2,0.20134430080652238,3440,0.0001,0.08667583763599396,0.29761219024658203,-0.004479854838572805
,10350,,,,,,0,0.8,-0.18552004,345,39656,1.46,,,,,,,,,,
6287,10380,0.9,0,10380,1.22,-0.05125992212910205,,,,,,,0.0,0.0,-0.028993313759565355,0.2,0.15666930377483368,3450,0.0001,0.07232119888067245,0.2837090492248535,-1.1707345635159072e-07
,10380,,,,,,0,0.78,-0.20854556999999996,346,39767,1.52,,,,,,,,,,
6308,10410,0.96,0,10410,1.14,-0.0487442604964599,,,,,,,0.0,0.0,-0.027559110149741172,0.2,0.17115823030471802,3460,0.0001,0.07697514444589615,0.2818806767463684,-8.9307626360835e-08
,10410,,,,,,0,0.78,-0.20107384,347,39869,1.5,,,,,,,,,,
6332,10440,0.82,0,10440,1.42,-0.09306562794372439,,,,,,,0.0,0.0,-0.027118379063904286,0.2,0.16506446301937103,3470,0.0001,0.07215168327093124,0.39478665590286255,-1.64906182043012e-08
,10440,,,,,,0,0.81,-0.18700798,348,39993,1.42,,,,,,,,,,
6351,10470,0.92,0,10470,1.2,-0.08967219128273428,,,,,,,0.0,0.0,-0.026931650750339032,0.2,0.16920003145933152,3480,0.0001,0.07900033891201019,0.1310376524925232,-4.2319298199089415e-08
,10470,,,,,,0,0.8,-0.20360932,349,40096,1.46,,,,,,,,,,
6370,10500,0.92,0,10500,1.26,-0.09328075820580124,,,,,,,0.0,0.0,-0.02687449548393488,0.2,0.2387622579932213,3490,0.0001,0.10786475241184235,-0.07336163520812988,4.500150780906154e-08
,10500,,,,,,0,0.8,-0.20579233,350,40208,1.47,,,,,,,,,,
6389,10530,0.88,0,10530,1.3,-0.11199784881435335,,,,,,,0.0,0.0,-0.026876554638147355,0.2,0.21789394915103913,3500,0.0001,0.1028967872262001,0.056901395320892334,-1.2516975456122736e-08
,10530,,,,,,0,0.79,-0.21427508,351,40317,1.48,,,,,,,,,,
6406,10560,0.98,0,10560,1.08,-0.02900389797054231,,,,,,,0.0,0.0,-0.02684570588171482,0.2,0.15374450385570526,3510,0.0001,0.07253109663724899,0.3755354881286621,5.026658431717124e-08
,10560,,,,,,0,0.78,-0.23321385,352,40425,1.52,,,,,,,,,,
6424,10590,0.94,0,10590,1.18,-0.06808274196926505,,,,,,,0.0,0.0,-0.026847161911427976,0.2,0.17054136246442794,3520,0.0001,0.07529505342245102,0.2536683678627014,-9.437402281875506e-09
,10590,,,,,,0,0.76,-0.23484746,353,40529,1.58,,,,,,,,,,
6440,10620,0.88,0,10620,1.26,-0.11308245500084013,,,,,,,0.0,0.0,-0.026861515082418918,0.2,0.21204249411821366,3530,0.0001,0.09297062456607819,-0.062258243560791016,4.589557729417493e-08
,10620,,,,,,0,0.72,-0.25005215999999997,354,40638,1.65,,,,,,,,,,
6459,10650,0.9,0,10650,1.22,-0.09464998124632984,,,,,,,0.0,0.0,-0.026843483559787273,0.2,0.28649140894412994,3540,0.0001,0.1344483643770218,-0.09089744091033936,-1.0331472166669187e-08
,10650,,,,,,0,0.69,-0.27439867,355,40750,1.7,,,,,,,,,,
6482,10680,0.9,0,10680,1.26,-0.09290662301704287,,,,,,,0.0,0.0,-0.026864554919302463,0.2,0.16667600572109223,3550,0.0001,0.07708321511745453,0.3231821060180664,-7.450580907786275e-09
,10680,,,,,,0,0.74,-0.23149993,356,40857,1.6,,,,,,,,,,
6502,10710,0.98,0,10710,1.08,-0.027624857085756956,,,,,,,0.0,0.0,-0.02685422282665968,0.2,0.15899862796068193,3560,0.0001,0.07115887105464935,0.3672734498977661,-2.2649765840654368e-08
,10710,,,,,,0,0.74,-0.21379310000000004,357,40953,1.59,,,,,,,,,,
6526,10740,0.86,0,10740,1.28,-0.11005552770569921,,,,,,,0.0,0.0,-0.026841858588159084,0.2,0.20532189011573793,3570,0.0001,0.08867775648832321,0.07700902223587036,-1.9967556541544696e-08
,10740,,,,,,0,0.8,-0.18142823,358,41063,1.48,,,,,,,,,,
6541,10770,0.86,0,10770,1.32,-0.15274016425479203,,,,,,,0.0,0.0,-0.026851490326225757,0.2,0.09379381313920021,3580,0.0001,0.04523899778723717,-0.14712154865264893,-5.960464699583668e-09
,10770,,,,,,0,0.81,-0.17041385,359,41175,1.47,,,,,,,,,,
6557,10800,0.88,0,10800,1.24,-0.11039320637471974,,,,,,,0.0,0.0,-0.0268583869561553,0.2,0.3214089959859848,3590,0.0001,0.14229345321655273,0.15724360942840576,1.3709068369394118e-08
,10800,,,,,,0,0.79,-0.19062077000000002,360,41282,1.52,,,,,,,,,,
6578,10830,0.88,0,10830,1.26,-0.1328885593637824,,,,,,,0.0,0.0,-0.026848446950316428,0.2,0.23258014023303986,3600,0.0001,0.10007090121507645,0.23164409399032593,5.364418087516754e-09
,10830,,,,,,0,0.76,-0.21344859000000002,361,41393,1.58,,,,,,,,,,
6599,10860,0.88,0,10860,1.32,-0.1129429394705221,,,,,,,0.0,0.0,-0.02684275135397911,0.2,0.14965730458498,3610,0.0001,0.07235987484455109,0.3085523843765259,-1.291434006400749e-08
,10860,,,,,,0,0.76,-0.22071285999999998,362,41510,1.57,,,,,,,,,,
6614,10890,0.88,0,10890,1.36,-0.09159842071123421,,,,,,,0.0,0.0,-0.026848807372152804,0.2,0.11960499063134193,3620,0.0001,0.051490798592567444,0.4636361002922058,-2.453724583517669e-08
,10890,,,,,,0,0.72,-0.24226239999999996,363,41633,1.63,,,,,,,,,,
6631,10920,0.9,0,10920,1.3,-0.07155826567672192,,,,,,,3.0946732e-05,0.0,-0.0266807546839118,0.2,0.2559712305665016,3630,0.0001,0.12095469236373901,0.11163520812988281,-0.0002447617053137563
,10920,,,,,,0,0.7,-0.27521499999999993,364,41747,1.68,,,,,,,,,,
6650,10950,0.94,0,10950,1.22,-0.05275938091799617,,,,,,,0.0,0.0,-0.026132147386670114,0.2,0.23019156008958816,3640,0.0001,0.1009436696767807,0.17658782005310059,-5.106131342191844e-08
,10950,,,,,,0,0.73,-0.23725547,365,41853,1.6,,,,,,,,,,
6667,10980,0.98,0,10980,1.08,-0.02711516057141125,,,,,,,0.0,0.0,-0.025858085229992868,0.2,0.16470736414194107,3650,0.0001,0.07695674151182175,0.2667880654335022,1.8278758417977768e-08
,10980,,,,,,0,0.71,-0.27043732000000004,366,41953,1.65,,,,,,,,,,
6686,11010,0.88,0,11010,1.26,-0.07581941267009824,,,,,,,0.0006035924,0.0,-0.026444827392697334,0.2,0.18773719817399978,3660,0.0001,0.0789715126156807,0.28565794229507446,-0.003240150070826786
,11010,,,,,,0,0.71,-0.28370719,367,42061,1.67,,,,,,,,,,
6705,11040,0.9,0,11040,1.28,-0.07432318200357259,,,,,,,5.9604645e-08,0.0,-0.029265466146171093,0.2,0.176018787920475,3670,0.0001,0.07973654568195343,0.2601209878921509,1.2000401916623105e-07
,11040,,,,,,0,0.73,-0.27457692,368,42162,1.65,,,,,,,,,,
6721,11070,0.98,0,11070,1.16,-0.02822784962132573,,,,,,,0.0,0.0,-0.03094916921108961,0.2,0.2152512788772583,3680,0.0001,0.09868334978818893,0.03872019052505493,-1.7782052452730568e-07
,11070,,,,,,0,0.72,-0.28961072,369,42267,1.67,,,,,,,,,,
6738,11100,0.94,0,11100,1.24,-0.05023597849532962,,,,,,,0.0,0.0,-0.031539354100823404,0.2,0.24933983385562897,3690,0.0001,0.11716052889823914,0.4178089499473572,-2.245108303711163e-08
,11100,,,,,,0,0.7,-0.28296444,370,42379,1.7,,,,,,,,,,
6759,11130,0.94,0,11130,1.18,-0.04861048596911132,,,,,,,0.0,0.0,-0.031764332205057144,0.2,0.17083157151937484,3700,0.0001,0.07824710756540298,0.2251887321472168,-5.463758778745387e-10
,11130,,,,,,0,0.72,-0.27618703000000006,371,42495,1.68,,,,,,,,,,
6772,11160,0.94,0,11160,1.16,-0.008279594690538943,,,,,,,0.0,0.0,-0.03184528276324272,0.2,0.16141803413629532,3710,0.0001,0.0723707303404808,0.256863534450531,-3.303090827522226e-08
,11160,,,,,,0,0.7,-0.28740015,372,42599,1.7,,,,,,,,,,
6793,11190,0.92,0,11190,1.2,-0.0490287934942171,,,,,,,0.0,0.0,-0.03186804614961147,0.2,0.2445182040333748,3720,0.0001,0.11566496640443802,-0.008370280265808105,3.635883354391467e-08
,11190,,,,,,0,0.7,-0.28570991,373,42698,1.69,,,,,,,,,,
6813,11220,0.88,0,11220,1.32,-0.0715999361872673,,,,,,,0.0,0.0,-0.031889567524194716,0.2,0.14095803946256638,3730,0.0001,0.06630290299654007,0.3947871923446655,3.0398369510464816e-08
,11220,,,,,,0,0.72,-0.27886922999999997,374,42827,1.66,,,,,,,,,,
6829,11250,0.92,0,11250,1.2,-0.06907288949936628,,,,,,,0.0,0.0,-0.0318743821233511,0.2,0.16677785515785218,3740,0.0001,0.07719700038433075,0.3206831216812134,-4.182259267793143e-08
,11250,,,,,,0,0.74,-0.26813374,375,42928,1.63,,,,,,,,,,
6846,11280,0.86,0,11280,1.34,-0.11034675693139434,,,,,,,0.0,0.0,-0.03188125491142273,0.2,0.2507684662938118,3750,0.0001,0.1117163747549057,-0.05166172981262207,2.5232632916427634e-08
,11280,,,,,,0,0.74,-0.27278358,376,43041,1.66,,,,,,,,,,
6865,11310,0.84,0,11310,1.34,-0.11128549762070179,,,,,,,9.608269e-05,0.0,-0.03222284913063049,0.2,0.2070552110671997,3760,0.0001,0.09477180242538452,0.33774322271347046,-0.0007591404446186445
,11310,,,,,,0,0.74,-0.28044964999999994,377,43159,1.67,,,,,,,,,,
6883,11340,0.96,0,11340,1.2,-0.04857749180868268,,,,,,,7.816553e-05,0.0,-0.03378971554338932,0.2,0.16871817857027055,3770,0.0001,0.07568031549453735,0.2443792223930359,-0.00033072128938016476
,11340,,,,,,0,0.75,-0.26087981999999993,378,43259,1.63,,,,,,,,,,
6901,11370,0.92,0,11370,1.18,-0.06904369381256402,,,,,,,0.0,0.0,-0.03555752262473107,0.2,0.1534704491496086,3780,0.0001,0.06783676147460938,0.27721935510635376,-1.0629494968661391e-07
,11370,,,,,,0,0.72,-0.28946162000000003,379,43355,1.69,,,,,,,,,,
6919,11400,0.98,0,11400,1.2,-0.028661408252082764,,,,,,,0.0,0.0,-0.03643837459385395,0.2,0.18806933462619782,3790,0.0001,0.07932332158088684,0.31173044443130493,3.7749608239323605e-08
,11400,,,,,,0,0.71,-0.2772384,380,43464,1.72,,,,,,,,,,
6936,11430,0.92,0,11430,1.24,-0.04934769908897579,,,,,,,2.609094e-05,0.0,-0.03691656328737736,0.2,0.20818061232566834,3800,0.0001,0.09763573110103607,0.2646064758300781,-0.00022397125977775546
,11430,,,,,,0,0.74,-0.22997538000000003,381,43577,1.66,,,,,,,,,,
6949,11460,0.94,0,11460,1.14,-0.06998748938087374,,,,,,,0.0,0.0,-0.03761172294616699,0.2,0.20349060148000717,3810,0.0001,0.09362057596445084,-0.020682692527770996,9.983778204158966e-09
,11460,,,,,,0,0.7,-0.26920039,382,43685,1.73,,,,,,,,,,
6969,11490,0.9,0,11490,1.26,-0.11253790266811847,,,,,,,0.0,0.0,-0.03792588450014591,0.2,0.2824376493692398,3820,0.0001,0.12439359724521637,0.13818717002868652,-4.102786546056336e-08
,11490,,,,,,0,0.69,-0.26799494999999995,383,43790,1.73,,,,,,,,,,
6986,11520,0.94,0,11520,1.12,-0.06962702307384461,,,,,,,0.0,0.0,-0.038080912083387375,0.2,0.16209465861320496,3830,0.0001,0.07474813610315323,0.13923895359039307,4.2816003675838485e-08
,11520,,,,,,0,0.69,-0.25820446,384,43888,1.75,,,,,,,,,,
7005,11550,0.96,0,11550,1.14,-0.04920001867692918,,,,,,,0.0,0.0,-0.03814062848687172,0.2,0.17988993227481842,3840,0.0001,0.078891322016716,0.0663718581199646,-5.463759222834596e-10
,11550,,,,,,0,0.71,-0.23383155000000005,385,43990,1.7,,,,,,,,,,
7025,11580,0.86,0,11580,1.36,-0.13224830744788052,,,,,,,0.0,0.0,-0.03817359693348408,0.2,0.13716361299157143,3850,0.0001,0.061758607625961304,-0.01006007194519043,3.4968058937323574e-08
,11580,,,,,,0,0.7,-0.22003123,386,44107,1.71,,,,,,,,,,
7041,11610,0.88,0,11610,1.24,-0.09137458122335375,,,,,,,0.0,0.0,-0.03813762441277504,0.2,0.14052990674972535,3860,0.0001,0.06376931816339493,0.14958220720291138,-7.480382966384979e-08
,11610,,,,,,0,0.72,-0.17849083,387,44213,1.67,,,,,,,,,,
7054,11640,0.88,0,11640,1.3,-0.08996141833718867,,,,,,,0.0,0.0,-0.03816741518676281,0.2,0.14808134138584136,3870,0.0001,0.06089607998728752,-0.11312651634216309,1.4901161637936866e-08
,11640,,,,,,0,0.7,-0.18589694,388,44333,1.69,,,,,,,,,,
7079,11670,0.92,0,11670,1.2,-0.048695479976013305,,,,,,,6.5680346e-05,0.0,-0.038513509929180144,0.2,0.4499805599451065,3880,0.0001,0.19510065019130707,0.13201862573623657,-0.0013262542090281214
,11670,,,,,,0,0.72,-0.16703231999999996,389,44431,1.62,,,,,,,,,,
