env/current_idx,time/total_timesteps,eval/mean_ep_length,env/completion_counter,eval/mean_reward,env/n_steps,eval/success_rate,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_fraction
5407,9150,1.3,0,-0.15094426633790137,9150,0.86,,,,,,,0.04127556085586548,0.00030342143,0.23705880492925643,0.0001,0.2,-0.19132368117570878,0.10756374150514603,3040,-0.0026823790856724374,0.0
,9150,,,,,,1.67,305,0,-0.25231142999999995,0.73,34559,,,,,,,,,,
5422,9180,1.14,0,-0.02786480591632426,9180,0.96,,,,,,,0.38544875383377075,0.00045939288,0.1508750468492508,0.0001,0.2,-0.17989281564950943,0.06628824770450592,3050,-0.0024369228320818338,0.0
,9180,,,,,,1.76,306,0,-0.28563774,0.69,34676,,,,,,,,,,
5433,9210,1.36,0,-0.154067761329934,9210,0.82,,,,,,,0.14186418056488037,0.0006969412,0.19632344096899032,0.0001,0.2,-0.1630091443657875,0.08272770792245865,3060,-0.00382830382596393,0.0
,9210,,,,,,1.83,307,0,-0.32682042,0.64,34799,,,,,,,,,,
5453,9240,1.16,0,-0.048332983292639256,9240,0.96,,,,,,,-0.12098932266235352,8.776585e-05,0.21566036343574524,0.0001,0.2,-0.1503465697169304,0.09808692336082458,3070,-0.0005282447819869418,0.0
,9240,,,,,,1.83,308,0,-0.31633388,0.65,34905,,,,,,,,,,
5473,9270,1.3,0,-0.09069012750405818,9270,0.9,,,,,,,0.31352007389068604,6.2002735e-05,0.19270037859678268,0.0001,0.2,-0.14228738993406295,0.08862277865409851,3080,-0.001502030708652491,0.0
,9270,,,,,,1.82,309,0,-0.32490883000000004,0.66,35032,,,,,,,,,,
5493,9300,1.12,0,-0.027835707827471197,9300,0.98,,,,,,,0.23593932390213013,6.198883e-07,0.1728961080312729,0.0001,0.2,-0.1362903580069542,0.07948652654886246,3090,9.428769297903372e-05,0.0
,9300,,,,,,1.73,310,0,-0.29140461,0.7,35135,,,,,,,,,,
5510,9330,1.26,0,-0.07231951434165239,9330,0.92,,,,,,,0.015869617462158203,5.9604645e-08,0.19465288370847703,0.0001,0.2,-0.13703375905752183,0.09040915966033936,3100,-4.907449160818089e-07,0.0
,9330,,,,,,1.72,311,0,-0.30137417,0.7,35239,,,,,,,,,,
5532,9360,1.12,0,-0.04812374921049923,9360,0.96,,,,,,,0.45297861099243164,5.106131e-06,0.15826860666275025,0.0001,0.2,-0.1378179371356964,0.06707333028316498,3110,-0.0001250757796274371,0.0
,9360,,,,,,1.55,312,0,-0.23722792,0.78,35337,,,,,,,,,,
5552,9390,1.2,0,-0.050111394352279605,9390,0.92,,,,,,,0.6270454525947571,7.947286e-09,0.07597799599170685,0.0001,0.2,-0.13553785681724548,0.033672548830509186,3120,2.1924575541731883e-07,0.0
,9390,,,,,,1.52,313,0,-0.23090549999999996,0.78,35451,,,,,,,,,,
5572,9420,1.32,0,-0.09132410009391606,9420,0.88,,,,,,,0.46614640951156616,0.0,0.1480789601802826,0.0001,0.2,-0.1342233180999756,0.06672795861959457,3130,-1.4523665265997464e-07,0.0
,9420,,,,,,1.51,314,0,-0.22017426,0.79,35558,,,,,,,,,,
5594,9450,1.16,0,-0.06798477865755558,9450,0.94,,,,,,,0.16625946760177612,0.0,0.1489535689353943,0.0001,0.2,-0.13396191895008086,0.06536529213190079,3140,-2.4378300067517955e-07,0.0
,9450,,,,,,1.47,315,0,-0.20812097,0.81,35658,,,,,,,,,,
5611,9480,1.34,0,-0.13119448844343423,9480,0.88,,,,,,,0.45228368043899536,0.0,0.11922285482287406,0.0001,0.2,-0.13531046509742736,0.05516453832387924,3150,-2.2053718220504948e-07,0.0
,9480,,,,,,1.48,316,0,-0.21062384,0.81,35777,,,,,,,,,,
5629,9510,1.28,0,-0.11049372032284736,9510,0.88,,,,,,,0.38971394300460815,0.0,0.1559692218899727,0.0001,0.2,-0.13448724150657654,0.07033776491880417,3160,-1.1800726053223799e-06,0.0
,9510,,,,,,1.53,317,0,-0.24014584,0.78,35898,,,,,,,,,,
5649,9540,1.36,0,-0.11453317641746252,9540,0.86,,,,,,,0.04461187124252319,0.00012044509,0.22673315852880477,0.0001,0.2,-0.13265490680932998,0.10244802385568619,3170,-0.0008193043867503746,0.0
,9540,,,,,,1.51,318,0,-0.21937672,0.81,36018,,,,,,,,,,
5667,9570,1.1,0,-0.047485642749816176,9570,0.96,,,,,,,0.34364044666290283,0.00011558334,0.17414356619119645,0.0001,0.2,-0.12728558257222175,0.07375986874103546,3180,-0.002258378155917562,0.0
,9570,,,,,,1.56,319,0,-0.25372934,0.78,36116,,,,,,,,,,
5686,9600,1.16,0,-0.06815309332683682,9600,0.94,,,,,,,0.32431042194366455,0.00012766321,0.16832224130630494,0.0001,0.2,-0.12172547429800033,0.07505899667739868,3190,-0.001824113502031466,0.0
,9600,,,,,,1.6,320,0,-0.27709438,0.76,36234,,,,,,,,,,
5706,9630,1.2,0,-0.0729950731433928,9630,0.9,,,,,,,0.08221518993377686,0.0,0.20780353248119354,0.0001,0.2,-0.12123777642846108,0.0930287167429924,3200,-1.963973057073076e-07,0.0
,9630,,,,,,1.59,321,0,-0.26529706000000003,0.76,36338,,,,,,,,,,
5721,9660,1.06,0,-0.027102374867536128,9660,0.98,,,,,,,0.39643609523773193,4.4107438e-07,0.17016726732254028,0.0001,0.2,-0.12151896357536315,0.07768532633781433,3210,8.10200968166086e-05,0.0
,9660,,,,,,1.62,322,0,-0.26644627000000004,0.75,36432,,,,,,,,,,
5740,9690,1.38,0,-0.1319449194939807,9690,0.84,,,,,,,0.24679648876190186,1.5252828e-05,0.21406216472387313,0.0001,0.2,-0.12338048443198205,0.09993065148591995,3220,-0.00025724272095735136,0.0
,9690,,,,,,1.67,323,0,-0.28758726000000007,0.72,36547,,,,,,,,,,
5761,9720,1.16,0,-0.028851294075138867,9720,0.94,,,,,,,0.18222320079803467,6.733338e-06,0.18075135201215745,0.0001,0.2,-0.12585434317588806,0.08323173969984055,3230,-5.4907425225447784e-05,0.0
,9720,,,,,,1.61,324,0,-0.24005855000000004,0.75,36653,,,,,,,,,,
5780,9750,1.4,0,-0.19411461346782743,9750,0.82,,,,,,,0.3254516124725342,7.732908e-05,0.1409517176449299,0.0001,0.2,-0.12575082406401633,0.05321616306900978,3240,-0.0017029656771168078,0.0
,9750,,,,,,1.59,325,0,-0.22099030000000003,0.77,36766,,,,,,,,,,
5800,9780,1.38,0,-0.13349333411548286,9780,0.84,,,,,,,0.13073420524597168,9.4829e-05,0.26641288995742796,0.0001,0.2,-0.118673787266016,0.1258992850780487,3250,-0.0005818893489777821,0.0
,9780,,,,,,1.59,326,0,-0.20960420000000002,0.77,36879,,,,,,,,,,
5818,9810,1.2,0,-0.028840331002138554,9810,0.94,,,,,,,0.2751210927963257,1.1920929e-07,0.14776131957769395,0.0001,0.2,-0.11408678963780403,0.07026532292366028,3260,8.04662714237736e-09,0.0
,9810,,,,,,1.57,327,0,-0.21923576,0.77,36985,,,,,,,,,,
5837,9840,1.18,0,-0.04873595643322915,9840,0.94,,,,,,,0.5690763592720032,0.0,0.10698276832699775,0.0001,0.2,-0.11268189176917076,0.04939193278551102,3270,-1.5248855067540035e-07,0.0
,9840,,,,,,1.56,328,0,-0.21839433,0.78,37092,,,,,,,,,,
5856,9870,1.16,0,-0.008594630435109139,9870,0.94,,,,,,,0.18330085277557373,0.0,0.17269786298274994,0.0001,0.2,-0.11189035102725028,0.07815776765346527,3280,-6.894270496715648e-08,0.0
,9870,,,,,,1.56,329,0,-0.20893183999999995,0.79,37198,,,,,,,,,,
5876,9900,1.38,0,-0.13147807075176388,9900,0.84,,,,,,,0.14989995956420898,4.271666e-07,0.18421908617019653,0.0001,0.2,-0.11394386664032936,0.08021169900894165,3290,-0.00013036519204447927,0.0
,9900,,,,,,1.55,330,0,-0.20600970999999998,0.79,37311,,,,,,,,,,
5891,9930,1.24,0,-0.11020455105695874,9930,0.9,,,,,,,0.3821473717689514,2.2461018e-05,0.12404243424534797,0.0001,0.2,-0.11236408352851868,0.05647551268339157,3300,-0.00026248336071148514,0.0
,9930,,,,,,1.64,331,0,-0.23839842999999994,0.76,37415,,,,,,,,,,
5912,9960,1.12,0,-0.04824425052385777,9960,0.96,,,,,,,0.34377098083496094,5.9604645e-08,0.15369978547096252,0.0001,0.2,-0.11534067392349243,0.07320069521665573,3310,-7.471442279971541e-07,0.0
,9960,,,,,,1.62,332,0,-0.19854749999999996,0.78,37514,,,,,,,,,,
5931,9990,1.2,0,-0.06916926198638976,9990,0.94,,,,,,,-0.22923684120178223,0.0,0.19945812076330185,0.0001,0.2,-0.11682966947555543,0.0908518061041832,3320,2.689162910129994e-07,0.0
,9990,,,,,,1.6,333,0,-0.18388854,0.79,37623,,,,,,,,,,
5953,10020,1.22,0,-0.07108491051476448,10020,0.9,,,,,,,0.14065676927566528,0.0,0.2090052157640457,0.0001,0.2,-0.11729445680975914,0.09643762558698654,3330,3.5762787442550345e-08,0.0
,10020,,,,,,1.53,334,0,-0.19306511000000004,0.8,37731,,,,,,,,,,
5973,10050,1.24,0,-0.09190731011796743,10050,0.9,,,,,,,0.337440550327301,0.0,0.16798467934131622,0.0001,0.2,-0.11736146658658982,0.0784321054816246,3340,-2.6822092102918305e-09,0.0
,10050,,,,,,1.54,335,0,-0.21940787999999997,0.78,37838,,,,,,,,,,
5988,10080,1.24,0,-0.10963028619531542,10080,0.9,,,,,,,0.32675546407699585,0.00018415849,0.18629221767187118,0.0001,0.2,-0.1153058409690857,0.08071107417345047,3350,-0.0031958164139844316,0.0
,10080,,,,,,1.55,336,0,-0.22613619,0.76,37942,,,,,,,,,,
6009,10110,1.34,0,-0.13553684399928898,10110,0.86,,,,,,,-0.18500494956970215,4.7683716e-07,0.2857956886291504,0.0001,0.2,-0.10754117667675019,0.1340598165988922,3360,-2.0802021101218314e-07,0.0
,10110,,,,,,1.55,337,0,-0.24021242,0.75,38074,,,,,,,,,,
6032,10140,1.08,0,-0.027139642206020654,10140,0.98,,,,,,,0.4930274486541748,3.973643e-09,0.12649024948477744,0.0001,0.2,-0.10383098274469375,0.059231918305158615,3370,2.2123257341633008e-07,0.0
,10140,,,,,,1.49,338,0,-0.22153877000000002,0.78,38175,,,,,,,,,,
6050,10170,1.26,0,-0.10942781473509967,10170,0.9,,,,,,,0.45184189081192017,0.0,0.09100540056824684,0.0001,0.2,-0.10258621349930763,0.03944311663508415,3380,-1.0023514178669757e-07,0.0
,10170,,,,,,1.53,339,0,-0.23140105,0.77,38289,,,,,,,,,,
6067,10200,1.14,0,-0.028191398289054634,10200,0.96,,,,,,,0.5950238704681396,5.0203005e-05,0.11027239710092544,0.0001,0.2,-0.10190463811159134,0.04825737327337265,3390,-0.0006276992948551552,0.0
,10200,,,,,,1.6,340,0,-0.24721329,0.75,38401,,,,,,,,,,
6085,10230,1.26,0,-0.09024445545859634,10230,0.9,,,,,,,0.3153342604637146,3.4201144e-05,0.17432740479707717,0.0001,0.2,-0.0989698626101017,0.07710087299346924,3400,-0.00033504456310762265,0.0
,10230,,,,,,1.54,341,0,-0.19606559999999998,0.79,38514,,,,,,,,,,
6103,10260,1.28,0,-0.09001151205040514,10260,0.9,,,,,,,-0.25856709480285645,1.1920929e-07,0.1973158150911331,0.0001,0.2,-0.09516295865178108,0.08990462869405746,3410,1.0145207198775097e-07,0.0
,10260,,,,,,1.56,342,0,-0.16035703,0.79,38632,,,,,,,,,,
6124,10290,1.2,0,-0.04867601292207837,10290,0.94,,,,,,,-0.13428950309753418,0.0,0.16262272000312805,0.0001,0.2,-0.09361503347754478,0.06202153488993645,3420,-1.4603137632462904e-08,0.0
,10290,,,,,,1.58,343,0,-0.18108674000000005,0.78,38737,,,,,,,,,,
6147,10320,1.28,0,-0.13142803370952605,10320,0.86,,,,,,,0.24461084604263306,0.0,0.17142633050680162,0.0001,0.2,-0.0930525854229927,0.0805429220199585,3430,-1.1002023878603495e-07,0.0
,10320,,,,,,1.55,344,0,-0.15291862,0.81,38858,,,,,,,,,,
6170,10350,1.32,0,-0.0919036551984027,10350,0.88,,,,,,,0.6548094749450684,2.2866328e-05,0.04374866634607315,0.0001,0.2,-0.0928314171731472,0.01719602942466736,3440,-0.00019191205740458627,0.0
,10350,,,,,,1.44,345,0,-0.11317574999999999,0.85,38992,,,,,,,,,,
6188,10380,1.3,0,-0.12985566162038595,10380,0.86,,,,,,,0.42083269357681274,0.00023523967,0.1226040855050087,0.0001,0.2,-0.0898265115916729,0.049711838364601135,3450,-0.002325888646494789,0.0
,10380,,,,,,1.46,346,0,-0.16941422,0.82,39105,,,,,,,,,,
6207,10410,1.34,0,-0.13298042296431958,10410,0.86,,,,,,,0.2718052268028259,9.087721e-06,0.23689865469932556,0.0001,0.2,-0.08575778305530549,0.1035715788602829,3460,4.013678359626738e-06,0.0
,10410,,,,,,1.43,347,0,-0.17067297,0.83,39215,,,,,,,,,,
6228,10440,1.16,0,-0.04854555334895849,10440,0.96,,,,,,,0.09696269035339355,0.00018693606,0.17440714091062545,0.0001,0.2,-0.08749059736728668,0.07992393523454666,3470,-0.0003612411973399787,0.0
,10440,,,,,,1.45,348,0,-0.18123335000000002,0.82,39318,,,,,,,,,,
6246,10470,1.24,0,-0.10985519065987319,10470,0.9,,,,,,,0.20239615440368652,5.9604645e-08,0.15693538188934325,0.0001,0.2,-0.0902068242430687,0.07355191558599472,3480,-1.64707501637551e-07,0.0
,10470,,,,,,1.51,349,0,-0.20248417,0.79,39449,,,,,,,,,,
6264,10500,1.22,0,-0.09011327489279211,10500,0.9,,,,,,,0.3797878623008728,0.0,0.14071751534938812,0.0001,0.2,-0.09163734391331672,0.06609997153282166,3490,-1.172224689760526e-07,0.0
,10500,,,,,,1.58,350,0,-0.21165374,0.76,39566,,,,,,,,,,
6288,10530,1.4,0,-0.13493978657759725,10530,0.82,,,,,,,0.015666723251342773,0.0,0.18941327780485154,0.0001,0.2,-0.0920923113822937,0.08985737711191177,3500,6.099541982607093e-08,0.0
,10530,,,,,,1.5,351,0,-0.16590584,0.81,39681,,,,,,,,,,
6303,10560,1.28,0,-0.13424699286930264,10560,0.88,,,,,,,0.22779947519302368,4.7177076e-05,0.11082213670015335,0.0001,0.2,-0.09525289312005043,0.05146106705069542,3510,-0.00020564397441071857,0.0
,10560,,,,,,1.56,352,0,-0.19562756000000003,0.78,39789,,,,,,,,,,
6318,10590,1.16,0,-0.04991238551214337,10590,0.94,,,,,,,0.0886298418045044,0.0,0.2141811281442642,0.0001,0.2,-0.09041399136185646,0.09773781895637512,3520,-6.894270665469548e-08,0.0
,10590,,,,,,1.66,353,0,-0.23860963,0.73,39890,,,,,,,,,,
6336,10620,1.32,0,-0.13344697698019445,10620,0.86,,,,,,,0.11155152320861816,0.00031624438,0.208985435962677,0.0001,0.2,-0.08897758945822716,0.08930099010467529,3530,-0.0023644754938622727,0.0
,10620,,,,,,1.67,354,0,-0.23224680999999997,0.72,39998,,,,,,,,,,
6356,10650,1.26,0,-0.0899116533342749,10650,0.9,,,,,,,0.23367291688919067,1.1920929e-07,0.18786316514015197,0.0001,0.2,-0.0853708878159523,0.09100932627916336,3540,-1.7613172547115142e-07,0.0
,10650,,,,,,1.6,355,0,-0.23476543,0.75,40114,,,,,,,,,,
6377,10680,1.2,0,-0.11119110426399857,10680,0.9,,,,,,,0.4684376120567322,0.0,0.14188545420765877,0.0001,0.2,-0.08363549187779426,0.06041760370135307,3550,-3.061691932870758e-07,0.0
,10680,,,,,,1.64,356,0,-0.25706600999999996,0.72,40218,,,,,,,,,,
6398,10710,1.26,0,-0.0700912746740505,10710,0.92,,,,,,,0.3944293260574341,0.0,0.13128807991743088,0.0001,0.2,-0.08288123160600662,0.0631990060210228,3560,-8.394320847315839e-08,0.0
,10710,,,,,,1.63,357,0,-0.24403943000000003,0.72,40323,,,,,,,,,,
6418,10740,1.14,0,-0.0485521080950275,10740,0.96,,,,,,,0.3221173882484436,7.4525674e-06,0.09735340029001235,0.0001,0.2,-0.08216336891055107,0.04572242498397827,3570,-5.642871170192798e-05,0.0
,10740,,,,,,1.5,358,0,-0.20147615,0.78,40437,,,,,,,,,,
6434,10770,1.3,0,-0.11185409113764763,10770,0.88,,,,,,,0.3900299668312073,7.104079e-05,0.18174604028463365,0.0001,0.2,-0.08073705807328224,0.07471392303705215,3580,-0.0012704503573088388,0.0
,10770,,,,,,1.54,359,0,-0.22286544,0.76,40552,,,,,,,,,,
6454,10800,1.36,0,-0.15198535047937184,10800,0.86,,,,,,,0.24331879615783691,1.1920929e-07,0.17907189577817917,0.0001,0.2,-0.07703832760453225,0.08334951102733612,3590,4.213055023072343e-07,0.0
,10800,,,,,,1.56,360,0,-0.23152175000000003,0.75,40671,,,,,,,,,,
6474,10830,1.22,0,-0.0697503771353513,10830,0.92,,,,,,,0.5233403444290161,0.00015498797,0.12184781357645988,0.0001,0.2,-0.0761780247092247,0.05245288088917732,3600,-0.0012056006889178406,0.0
,10830,,,,,,1.55,361,0,-0.20248001000000004,0.77,40772,,,,,,,,,,
6494,10860,1.34,0,-0.1132944674557075,10860,0.86,,,,,,,-0.16154062747955322,5.9604645e-08,0.13768743276596068,0.0001,0.2,-0.07866826429963111,0.05465881898999214,3610,1.6738971231333721e-07,0.0
,10860,,,,,,1.54,362,0,-0.20531976999999998,0.79,40885,,,,,,,,,,
6515,10890,1.18,0,-0.04854980133473873,10890,0.94,,,,,,,0.2755688428878784,0.0,0.17210467159748077,0.0001,0.2,-0.08031695112586021,0.08137750625610352,3620,-3.381570153671021e-07,0.0
,10890,,,,,,1.57,363,0,-0.20735617000000006,0.78,40993,,,,,,,,,,
6536,10920,1.06,0,-0.027210155529901386,10920,0.98,,,,,,,-0.02463364601135254,0.0,0.194356369972229,0.0001,0.2,-0.08130367398262024,0.08282623440027237,3630,-2.7549266791382366e-06,0.0
,10920,,,,,,1.46,364,0,-0.15524734,0.83,41088,,,,,,,,,,
6556,10950,1.34,0,-0.15035994711332024,10950,0.86,,,,,,,0.3530629873275757,0.0,0.12965649664402007,0.0001,0.2,-0.0808461807668209,0.0604102723300457,3640,-6.14921244590505e-08,0.0
,10950,,,,,,1.46,365,0,-0.15000048,0.85,41204,,,,,,,,,,
6577,10980,1.22,0,-0.05038016311824322,10980,0.9,,,,,,,0.2969210147857666,1.5461444e-05,0.13972815796732901,0.0001,0.2,-0.08128365576267242,0.05977402254939079,3650,-0.0001729258895101893,0.0
,10980,,,,,,1.46,366,0,-0.15863813999999998,0.85,41308,,,,,,,,,,
6593,11010,1.22,0,-0.1124772614473477,11010,0.9,,,,,,,0.37534260749816895,5.9604645e-08,0.0910573124885559,0.0001,0.2,-0.0832078754901886,0.04251706600189209,3660,2.6971101885209238e-08,0.0
,11010,,,,,,1.49,367,0,-0.18108608,0.82,41416,,,,,,,,,,
6611,11040,1.26,0,-0.09422130728606135,11040,0.88,,,,,,,0.1576409935951233,0.0,0.270358045399189,0.0001,0.2,-0.08426801711320878,0.12131085991859436,3670,-3.377596402565075e-09,0.0
,11040,,,,,,1.54,368,0,-0.19364942000000002,0.81,41518,,,,,,,,,,
6628,11070,1.12,0,-0.029096320597454907,11070,0.98,,,,,,,0.2048017978668213,0.0,0.20215625762939454,0.0001,0.2,-0.08481924086809159,0.09304794669151306,3680,1.728534666511905e-08,0.0
,11070,,,,,,1.63,369,0,-0.22482670999999999,0.78,41617,,,,,,,,,,
6647,11100,1.2,0,-0.04948179285973311,11100,0.94,,,,,,,0.2032061219215393,0.0,0.20612248927354812,0.0001,0.2,-0.08466944172978401,0.0984523817896843,3690,9.338061235375506e-09,0.0
,11100,,,,,,1.62,370,0,-0.23545191000000001,0.78,41729,,,,,,,,,,
6669,11130,1.26,0,-0.11133621975313872,11130,0.88,,,,,,,0.26313334703445435,9.536346e-05,0.19087691009044647,0.0001,0.2,-0.08590130880475044,0.08840305358171463,3700,-0.0011052294661445749,0.0
,11130,,,,,,1.59,371,0,-0.23710979000000001,0.77,41845,,,,,,,,,,
6689,11160,1.22,0,-0.048828205126337704,11160,0.94,,,,,,,0.42149537801742554,1.7881393e-07,0.13357734829187393,0.0001,0.2,-0.0902688667178154,0.06107581406831741,3710,7.748603971791113e-08,0.0
,11160,,,,,,1.58,372,0,-0.22200525999999995,0.78,41958,,,,,,,,,,
6707,11190,1.54,0,-0.1760245990101248,11190,0.78,,,,,,,0.2452632188796997,0.0,0.1538110136985779,0.0001,0.2,-0.09276323318481446,0.07016085088253021,3720,-2.9504299794425035e-07,0.0
,11190,,,,,,1.6,373,0,-0.23518507999999996,0.76,42080,,,,,,,,,,
6726,11220,1.34,0,-0.1311546797119081,11220,0.86,,,,,,,0.23541784286499023,0.0,0.2223976194858551,0.0001,0.2,-0.09373155534267426,0.10091602057218552,3730,1.4851491147993556e-08,0.0
,11220,,,,,,1.53,374,0,-0.21367125000000006,0.77,42195,,,,,,,,,,
6742,11250,1.26,0,-0.08977000048849731,11250,0.9,,,,,,,0.22249281406402588,0.0,0.18916162699460984,0.0001,0.2,-0.09382139965891838,0.08438464254140854,3740,-2.1457672438884855e-08,0.0
,11250,,,,,,1.59,375,0,-0.23890518000000005,0.74,42300,,,,,,,,,,
6756,11280,1.34,0,-0.11468504432588816,11280,0.86,,,,,,,0.3007029891014099,0.0,0.16026229858398439,0.0001,0.2,-0.09395087882876396,0.07757220417261124,3750,-8.22544102163647e-08,0.0
,11280,,,,,,1.64,376,0,-0.25992033000000003,0.72,42413,,,,,,,,,,
6774,11310,1.18,0,-0.06883635609410703,11310,0.94,,,,,,,0.2304888367652893,0.0,0.2099239245057106,0.0001,0.2,-0.09403567537665367,0.0979526937007904,3760,3.879268959394722e-08,0.0
,11310,,,,,,1.72,377,0,-0.29589362,0.68,42515,,,,,,,,,,
6792,11340,1.26,0,-0.09128007209394128,11340,0.9,,,,,,,0.0639801025390625,0.0,0.23573925644159316,0.0001,0.2,-0.09409457519650459,0.11159718781709671,3770,-9.268522411787217e-08,0.0
,11340,,,,,,1.75,378,0,-0.31087380000000003,0.66,42624,,,,,,,,,,
6812,11370,1.2,0,-0.048835417251102624,11370,0.92,,,,,,,0.20084500312805176,0.0,0.18391461670398712,0.0001,0.2,-0.09402999058365821,0.08652257174253464,3780,-2.7616819320286368e-08,0.0
,11370,,,,,,1.7,379,0,-0.29587054999999995,0.69,42737,,,,,,,,,,
6828,11400,1.3,0,-0.09001786909997463,11400,0.88,,,,,,,0.40182071924209595,0.0,0.14460541903972626,0.0001,0.2,-0.09425354227423668,0.06541050970554352,3790,-8.40425500747699e-08,0.0
,11400,,,,,,1.74,380,0,-0.32689887,0.67,42861,,,,,,,,,,
6850,11430,1.2,0,-0.0689527955185622,11430,0.92,,,,,,,0.2508649230003357,0.0,0.16157596558332443,0.0001,0.2,-0.09410503804683686,0.07679744809865952,3800,-1.2375414435439324e-07,0.0
,11430,,,,,,1.64,381,0,-0.27323258999999994,0.71,42960,,,,,,,,,,
6868,11460,1.32,0,-0.09431764686945826,11460,0.88,,,,,,,-0.04905843734741211,0.0,0.22723385095596313,0.0001,0.2,-0.09405900090932846,0.10004860162734985,3810,-4.768371724139797e-08,0.0
,11460,,,,,,1.6,382,0,-0.252081,0.73,43072,,,,,,,,,,
6888,11490,1.12,0,-0.028426123280078174,11490,0.96,,,,,,,0.3958914279937744,0.00011613965,0.15459515005350113,0.0001,0.2,-0.09357315003871917,0.07226589322090149,3820,-0.00048311144889634505,0.0
,11490,,,,,,1.56,383,0,-0.21844214999999997,0.77,43173,,,,,,,,,,
6908,11520,1.26,0,-0.08945885942783206,11520,0.92,,,,,,,-0.08341622352600098,0.0,0.20080267935991286,0.0001,0.2,-0.09122271314263344,0.08981247246265411,3830,2.363324218990215e-07,0.0
,11520,,,,,,1.56,384,0,-0.20416345999999996,0.79,43296,,,,,,,,,,
6926,11550,1.26,0,-0.09023129225708544,11550,0.9,,,,,,,0.2770785093307495,0.0,0.15080999881029128,0.0001,0.2,-0.0901878036558628,0.07079539448022842,3840,-9.139379044675878e-08,0.0
,11550,,,,,,1.5,385,0,-0.16520206,0.83,43400,,,,,,,,,,
6942,11580,1.24,0,-0.0892748485552147,11580,0.9,,,,,,,0.04752832651138306,0.0,0.1920868694782257,0.0001,0.2,-0.0898453563451767,0.0887279361486435,3850,-8.344650237468443e-09,0.0
,11580,,,,,,1.58,386,0,-0.2066798,0.79,43511,,,,,,,,,,
6958,11610,1.26,0,-0.06959139336366206,11610,0.9,,,,,,,0.17003661394119263,5.7021776e-07,0.20387025475502013,0.0001,0.2,-0.08956147283315659,0.09378925710916519,3860,-5.8063864180724066e-06,0.0
,11610,,,,,,1.65,387,0,-0.23461270000000004,0.76,43619,,,,,,,,,,
6974,11640,1.2,0,-0.06872518243268132,11640,0.92,,,,,,,0.3984423875808716,0.0,0.14305437952280045,0.0001,0.2,-0.08910687863826752,0.06938840448856354,3870,-2.1358331991905288e-08,0.0
,11640,,,,,,1.71,388,0,-0.29402835999999993,0.72,43731,,,,,,,,,,
6995,11670,1.2,0,-0.06865817383863032,11670,0.9,,,,,,,0.3428899049758911,0.0,0.16240531355142593,0.0001,0.2,-0.0889181673526764,0.07753889262676239,3880,-2.304712984901869e-08,0.0
,11670,,,,,,1.69,389,0,-0.30484328,0.71,43837,,,,,,,,,,
